POA_CODE_2021	EduInstitutionType	Sex	students
POA2061	Pre-school	M	30
POA2061	Secondary	F	73
POA2061	Secondary	M	73
POA2061	Technical or Further Educational Institution	F	52
POA2061	Technical or Further Educational Institution	M	38
POA2061	University or other tertiary	F	206
POA2061	University or other tertiary	M	169
POA2062		F	118
POA2062		M	127
POA2062	Infants/Primary	F	310
POA2062	Infants/Primary	M	307
POA2062	Pre-school	F	73
POA2062	Pre-school	M	99
POA2062	Secondary	F	188
POA2062	Secondary	M	207
POA2062	Technical or Further Educational Institution	F	71
POA2062	Technical or Further Educational Institution	M	60
POA2062	University or other tertiary	F	198
POA2062	University or other tertiary	M	145
POA2063		F	119
POA2063		M	103
POA2063	Infants/Primary	F	333
POA2063	Infants/Primary	M	353
POA2063	Pre-school	F	57
POA2063	Pre-school	M	79
POA2063	Secondary	F	340
POA2063	Secondary	M	354
POA2063	Technical or Further Educational Institution	F	43
POA2063	Technical or Further Educational Institution	M	29
POA2063	University or other tertiary	F	197
POA2063	University or other tertiary	M	195
POA2064		F	248
POA2064		M	223
POA2064	Infants/Primary	F	456
POA2064	Infants/Primary	M	509
POA2064	Pre-school	F	87
POA2064	Pre-school	M	124
POA2064	Secondary	F	245
POA2064	Secondary	M	301
POA2064	Technical or Further Educational Institution	F	159
POA2064	Technical or Further Educational Institution	M	102
POA2064	University or other tertiary	F	299
POA2064	University or other tertiary	M	273
POA2065		F	770
POA2065		M	634
POA2065	Infants/Primary	F	988
POA2065	Infants/Primary	M	958
POA2065	Pre-school	F	295
POA2065	Pre-school	M	346
POA2065	Secondary	F	641
POA2065	Secondary	M	629
POA2065	Technical or Further Educational Institution	F	402
POA2065	Technical or Further Educational Institution	M	250
POA2065	University or other tertiary	F	1091
POA2065	University or other tertiary	M	884
POA2066		F	729
POA2066		M	638
POA2066	Infants/Primary	F	1392
POA2066	Infants/Primary	M	1531
POA2066	Pre-school	F	394
POA2066	Pre-school	M	456
POA2066	Secondary	F	1090
POA2066	Secondary	M	1239
POA2066	Technical or Further Educational Institution	F	384
POA2066	Technical or Further Educational Institution	M	290
POA2066	University or other tertiary	F	1083
POA2066	University or other tertiary	M	970
POA2067		F	819
POA2067		M	682
POA2067	Infants/Primary	F	1030
POA2067	Infants/Primary	M	1092
POA2067	Pre-school	F	295
POA2067	Pre-school	M	283
POA2067	Secondary	F	830
POA2067	Secondary	M	868
POA2067	Technical or Further Educational Institution	F	468
POA2067	Technical or Further Educational Institution	M	281
POA2067	University or other tertiary	F	1031
POA2067	University or other tertiary	M	909
POA2068		F	327
POA2068		M	256
POA2068	Infants/Primary	F	926
POA2068	Infants/Primary	M	923
POA2068	Pre-school	F	215
POA2068	Pre-school	M	230
POA2068	Secondary	F	828
POA2068	Secondary	M	757
POA2068	Technical or Further Educational Institution	F	131
POA2068	Technical or Further Educational Institution	M	101
POA2068	University or other tertiary	F	541
POA2068	University or other tertiary	M	510
POA2069		F	271
POA2069		M	209
POA2069	Infants/Primary	F	737
POA2069	Infants/Primary	M	796
POA2069	Pre-school	F	149
POA2069	Pre-school	M	158
POA2069	Secondary	F	677
POA2069	Secondary	M	709
POA2069	Technical or Further Educational Institution	F	137
POA2069	Technical or Further Educational Institution	M	102
POA2069	University or other tertiary	F	517
POA2069	University or other tertiary	M	470
POA2070		F	246
POA2070		M	206
POA2070	Infants/Primary	F	681
POA2070	Infants/Primary	M	787
POA2070	Pre-school	F	175
POA2070	Pre-school	M	187
POA2070	Secondary	F	671
POA2070	Secondary	M	679
POA2070	Technical or Further Educational Institution	F	132
POA2070	Technical or Further Educational Institution	M	85
POA2070	University or other tertiary	F	560
POA2070	University or other tertiary	M	492
POA2071		F	265
POA2071		M	218
POA2071	Infants/Primary	F	598
POA2071	Infants/Primary	M	636
POA2071	Pre-school	F	121
POA2071	Pre-school	M	121
POA2071	Secondary	F	623
POA2071	Secondary	M	726
POA2071	Technical or Further Educational Institution	F	130
POA2071	Technical or Further Educational Institution	M	81
POA2071	University or other tertiary	F	508
POA2071	University or other tertiary	M	516
POA2072		F	197
POA2072		M	162
POA2072	Infants/Primary	F	366
POA2072	Infants/Primary	M	343
POA2072	Pre-school	F	69
POA2072	Pre-school	M	77
POA2072	Secondary	F	378
POA2072	Secondary	M	381
POA2072	Technical or Further Educational Institution	F	114
POA2072	Technical or Further Educational Institution	M	79
POA2072	University or other tertiary	F	342
POA2072	University or other tertiary	M	312
POA2073		F	264
POA2073		M	225
POA2073	Infants/Primary	F	920
POA2073	Infants/Primary	M	874
POA2073	Pre-school	F	196
POA2073	Pre-school	M	211
POA2073	Secondary	F	933
POA2073	Secondary	M	769
POA2073	Technical or Further Educational Institution	F	124
POA2073	Technical or Further Educational Institution	M	96
POA2073	University or other tertiary	F	691
POA2073	University or other tertiary	M	584
POA2074		F	352
POA2074		M	290
POA2074	Infants/Primary	F	1046
POA2074	Infants/Primary	M	1126
POA2074	Pre-school	F	247
POA2074	Pre-school	M	271
POA2074	Secondary	F	928
POA2074	Secondary	M	1149
POA2074	Technical or Further Educational Institution	F	212
POA2074	Technical or Further Educational Institution	M	142
POA2074	University or other tertiary	F	819
POA2074	University or other tertiary	M	755
POA2075		F	306
POA2075		M	267
POA2075	Infants/Primary	F	1188
POA2075	Infants/Primary	M	1248
POA2075	Pre-school	F	244
POA2075	Pre-school	M	271
POA2075	Secondary	F	941
POA2075	Secondary	M	959
POA2075	Technical or Further Educational Institution	F	190
POA2075	Technical or Further Educational Institution	M	153
POA2075	University or other tertiary	F	653
POA2075	University or other tertiary	M	531
POA2076		F	477
POA2076		M	385
POA2076	Infants/Primary	F	1127
POA2076	Infants/Primary	M	1282
POA2076	Pre-school	F	240
POA2076	Pre-school	M	293
POA2076	Secondary	F	1154
POA2076	Secondary	M	1179
POA2076	Technical or Further Educational Institution	F	243
POA2076	Technical or Further Educational Institution	M	170
POA2076	University or other tertiary	F	877
POA2076	University or other tertiary	M	826
POA2077		F	980
POA2077		M	930
POA2077	Infants/Primary	F	1879
POA2077	Infants/Primary	M	2008
POA2077	Pre-school	F	480
POA2077	Pre-school	M	552
POA2077	Secondary	F	1263
POA2077	Secondary	M	1296
POA2077	Technical or Further Educational Institution	F	827
POA2077	Technical or Further Educational Institution	M	571
POA2077	University or other tertiary	F	1376
POA2077	University or other tertiary	M	1087
POA2079		F	93
POA2079		M	88
POA2079	Infants/Primary	F	331
POA2079	Infants/Primary	M	382
POA2079	Pre-school	F	95
POA2079	Pre-school	M	98
POA2079	Secondary	F	324
POA2079	Secondary	M	337
POA2079	Technical or Further Educational Institution	F	107
POA2079	Technical or Further Educational Institution	M	92
POA2079	University or other tertiary	F	226
POA2079	University or other tertiary	M	172
POA2080		F	14
POA2080		M	32
POA2080	Infants/Primary	F	95
POA2080	Infants/Primary	M	104
POA2080	Pre-school	F	13
POA2080	Pre-school	M	16
POA2080	Secondary	F	68
POA2080	Secondary	M	83
POA2080	Technical or Further Educational Institution	F	23
POA2080	Technical or Further Educational Institution	M	19
POA2080	University or other tertiary	F	53
POA2080	University or other tertiary	M	42
POA2081		F	49
POA2081		M	50
POA2081	Infants/Primary	F	239
POA2081	Infants/Primary	M	305
POA2081	Pre-school	F	83
POA2081	Pre-school	M	59
POA2081	Secondary	F	249
POA2081	Secondary	M	262
POA2081	Technical or Further Educational Institution	F	71
POA2081	Technical or Further Educational Institution	M	68
POA2081	University or other tertiary	F	156
POA2081	University or other tertiary	M	119
POA2082		F	57
POA2082		M	45
POA2082	Infants/Primary	F	292
POA2082	Infants/Primary	M	304
POA2082	Pre-school	F	62
POA2082	Pre-school	M	76
POA2082	Secondary	F	241
POA2082	Secondary	M	237
POA2082	Technical or Further Educational Institution	F	69
POA2082	Technical or Further Educational Institution	M	61
POA2082	University or other tertiary	F	143
POA2082	University or other tertiary	M	117
POA2083		F	54
POA2083		M	45
POA2083	Infants/Primary	F	42
POA2083	Infants/Primary	M	40
POA2083	Pre-school	F	12
POA2083	Pre-school	M	6
POA2083	Secondary	F	44
POA2083	Secondary	M	52
POA2083	Technical or Further Educational Institution	F	25
POA2083	Technical or Further Educational Institution	M	21
POA2083	University or other tertiary	F	33
POA2083	University or other tertiary	M	25
POA2084		F	50
POA2084		M	61
POA2084	Infants/Primary	F	150
POA2084	Infants/Primary	M	201
POA2084	Pre-school	F	42
POA2084	Pre-school	M	35
POA2084	Secondary	F	143
POA2084	Secondary	M	170
POA2084	Technical or Further Educational Institution	F	42
POA2084	Technical or Further Educational Institution	M	45
POA2084	University or other tertiary	F	88
POA2084	University or other tertiary	M	61
POA2085		F	147
POA2085		M	119
POA2085	Infants/Primary	F	504
POA2085	Infants/Primary	M	554
POA2085	Pre-school	F	133
POA2085	Pre-school	M	130
POA2085	Secondary	F	495
POA2085	Secondary	M	574
POA2085	Technical or Further Educational Institution	F	112
POA2085	Technical or Further Educational Institution	M	110
POA2085	University or other tertiary	F	288
POA2085	University or other tertiary	M	244
POA2086		F	204
POA2086		M	148
POA2086	Infants/Primary	F	770
POA2086	Infants/Primary	M	790
POA2086	Pre-school	F	210
POA2086	Pre-school	M	231
POA2086	Secondary	F	627
POA2086	Secondary	M	715
POA2086	Technical or Further Educational Institution	F	135
POA2086	Technical or Further Educational Institution	M	164
POA2086	University or other tertiary	F	437
POA2086	University or other tertiary	M	314
POA2087		F	233
POA2087		M	208
POA2087	Infants/Primary	F	649
POA2087	Infants/Primary	M	760
POA2087	Pre-school	F	148
POA2087	Pre-school	M	155
POA2087	Secondary	F	656
POA2087	Secondary	M	717
POA2087	Technical or Further Educational Institution	F	110
POA2087	Technical or Further Educational Institution	M	115
POA2087	University or other tertiary	F	402
POA2087	University or other tertiary	M	297
POA2088		F	642
POA2088		M	515
POA2088	Infants/Primary	F	1112
POA2088	Infants/Primary	M	1054
POA2088	Pre-school	F	244
POA2088	Pre-school	M	280
POA2088	Secondary	F	967
POA2088	Secondary	M	1107
POA2088	Technical or Further Educational Institution	F	257
POA2088	Technical or Further Educational Institution	M	161
POA2088	University or other tertiary	F	934
POA2088	University or other tertiary	M	725
POA2089		F	337
POA2089		M	248
POA2089	Infants/Primary	F	328
POA2089	Infants/Primary	M	311
POA2089	Pre-school	F	107
POA2089	Pre-school	M	97
POA2089	Secondary	F	197
POA2089	Secondary	M	219
POA2089	Technical or Further Educational Institution	F	150
POA2089	Technical or Further Educational Institution	M	118
POA2089	University or other tertiary	F	415
POA2089	University or other tertiary	M	314
POA2090		F	332
POA2090		M	260
POA2090	Infants/Primary	F	404
POA2090	Infants/Primary	M	446
POA2090	Pre-school	F	130
POA2090	Pre-school	M	134
POA2090	Secondary	F	312
POA2090	Secondary	M	312
POA2090	Technical or Further Educational Institution	F	165
POA2090	Technical or Further Educational Institution	M	108
POA2090	University or other tertiary	F	437
POA2090	University or other tertiary	M	335
POA2092		F	122
POA2092		M	124
POA2092	Infants/Primary	F	379
POA2092	Infants/Primary	M	434
POA2092	Pre-school	F	111
POA2092	Pre-school	M	110
POA2092	Secondary	F	391
POA2092	Secondary	M	412
POA2092	Technical or Further Educational Institution	F	59
POA2092	Technical or Further Educational Institution	M	50
POA2092	University or other tertiary	F	219
POA2092	University or other tertiary	M	164
POA2093		F	391
POA2093		M	369
POA2093	Infants/Primary	F	1202
POA2093	Infants/Primary	M	1252
POA2093	Pre-school	F	324
POA2093	Pre-school	M	359
POA2093	Secondary	F	1044
POA2093	Secondary	M	992
POA2093	Technical or Further Educational Institution	F	251
POA2093	Technical or Further Educational Institution	M	183
POA2093	University or other tertiary	F	675
POA2093	University or other tertiary	M	540
POA2094		F	144
POA2094		M	113
POA2094	Infants/Primary	F	224
POA2094	Infants/Primary	M	200
POA2094	Pre-school	F	94
POA2094	Pre-school	M	61
POA2094	Secondary	F	181
POA2094	Secondary	M	180
POA2094	Technical or Further Educational Institution	F	60
POA2094	Technical or Further Educational Institution	M	56
POA2094	University or other tertiary	F	179
POA2094	University or other tertiary	M	127
POA2095		F	415
POA2095		M	421
POA2095	Infants/Primary	F	459
POA2095	Infants/Primary	M	464
POA2095	Pre-school	F	144
POA2095	Pre-school	M	134
POA2095	Secondary	F	350
POA2095	Secondary	M	316
POA2095	Technical or Further Educational Institution	F	192
POA2095	Technical or Further Educational Institution	M	149
POA2095	University or other tertiary	F	452
POA2095	University or other tertiary	M	387
POA2096		F	285
POA2096		M	278
POA2096	Infants/Primary	F	568
POA2096	Infants/Primary	M	575
POA2096	Pre-school	F	142
POA2096	Pre-school	M	185
POA2096	Secondary	F	484
POA2096	Secondary	M	542
POA2096	Technical or Further Educational Institution	F	177
POA2096	Technical or Further Educational Institution	M	198
POA2096	University or other tertiary	F	402
POA2096	University or other tertiary	M	317
POA2097		F	313
POA2097		M	296
POA2097	Infants/Primary	F	674
POA2097	Infants/Primary	M	702
POA2097	Pre-school	F	193
POA2097	Pre-school	M	188
POA2097	Secondary	F	601
POA2097	Secondary	M	655
POA2097	Technical or Further Educational Institution	F	174
POA2097	Technical or Further Educational Institution	M	205
POA2097	University or other tertiary	F	435
POA2097	University or other tertiary	M	331
POA2099		F	1100
POA2099		M	1034
POA2099	Infants/Primary	F	1548
POA2099	Infants/Primary	M	1676
POA2099	Pre-school	F	478
POA2099	Pre-school	M	509
POA2099	Secondary	F	1308
POA2099	Secondary	M	1384
POA2099	Technical or Further Educational Institution	F	680
POA2099	Technical or Further Educational Institution	M	678
POA2099	University or other tertiary	F	1142
POA2099	University or other tertiary	M	875
POA2100		F	440
POA2100		M	412
POA2100	Infants/Primary	F	979
POA2100	Infants/Primary	M	1111
POA2100	Pre-school	F	261
POA2100	Pre-school	M	317
POA2100	Secondary	F	899
POA2100	Secondary	M	908
POA2100	Technical or Further Educational Institution	F	248
POA2100	Technical or Further Educational Institution	M	276
POA2100	University or other tertiary	F	605
POA2100	University or other tertiary	M	486
POA2101		F	488
POA2101		M	420
POA2101	Infants/Primary	F	742
POA2101	Infants/Primary	M	834
POA2101	Pre-school	F	209
POA2101	Pre-school	M	255
POA2101	Secondary	F	662
POA2101	Secondary	M	658
POA2101	Technical or Further Educational Institution	F	225
POA2101	Technical or Further Educational Institution	M	249
POA2101	University or other tertiary	F	430
POA2101	University or other tertiary	M	296
POA2102		F	313
POA2102		M	222
POA2102	Infants/Primary	F	410
POA2102	Infants/Primary	M	444
POA2102	Pre-school	F	123
POA2102	Pre-school	M	126
POA2102	Secondary	F	351
POA2102	Secondary	M	353
POA2102	Technical or Further Educational Institution	F	97
POA2102	Technical or Further Educational Institution	M	104
POA2102	University or other tertiary	F	189
POA2102	University or other tertiary	M	125
POA2103		F	329
POA2103		M	301
POA2103	Infants/Primary	F	411
POA2103	Infants/Primary	M	428
POA2103	Pre-school	F	100
POA2103	Pre-school	M	102
POA2103	Secondary	F	381
POA2103	Secondary	M	400
POA2103	Technical or Further Educational Institution	F	121
POA2103	Technical or Further Educational Institution	M	139
POA2103	University or other tertiary	F	229
POA2103	University or other tertiary	M	177
POA2104		F	124
POA2104		M	75
POA2104	Infants/Primary	F	118
POA2104	Infants/Primary	M	124
POA2104	Pre-school	F	24
POA2104	Pre-school	M	23
POA2104	Secondary	F	127
POA2104	Secondary	M	107
POA2104	Technical or Further Educational Institution	F	30
POA2104	Technical or Further Educational Institution	M	37
POA2104	University or other tertiary	F	73
POA2104	University or other tertiary	M	63
POA2105		F	62
POA2105		M	57
POA2105	Infants/Primary	F	67
POA2105	Infants/Primary	M	60
POA2105	Pre-school	F	10
POA2105	Pre-school	M	17
POA2105	Secondary	F	71
POA2105	Secondary	M	88
POA2105	Technical or Further Educational Institution	F	19
POA2105	Technical or Further Educational Institution	M	17
POA2105	University or other tertiary	F	62
POA2105	University or other tertiary	M	39
POA2106		F	205
POA2106		M	171
POA2106	Infants/Primary	F	345
POA2106	Infants/Primary	M	327
POA2106	Pre-school	F	94
POA2106	Pre-school	M	107
POA2106	Secondary	F	362
POA2106	Secondary	M	362
POA2106	Technical or Further Educational Institution	F	97
