POA_CODE_2021	medianTotalFamilyIncome
POA2308	
POA2311	87724
POA2312	71708
POA2315	85280
POA2316	82108
POA2317	77896
POA2318	106704
POA2319	70980
POA2320	109616
POA2321	113152
POA2322	108680
POA2323	102284
POA2324	77064
POA2325	85592
POA2326	86060
POA2327	82628
POA2328	106184
POA2329	76856
POA2330	118144
POA2331	175448
POA2333	104052
POA2334	114764
POA2335	125892
POA2336	105352
POA2337	107224
POA2338	72020
POA2339	83044
POA2340	97708
POA2341	63128
POA2342	91676
POA2343	83148
POA2344	100932
POA2345	96564
POA2346	73528
POA2347	62608
POA2350	99840
POA2352	90376
POA2353	82316
POA2354	82576
POA2355	66248
POA2356	50648
POA2357	73268
POA2358	79820
POA2359	61464
POA2360	77844
POA2361	60268
POA2365	77532
POA2369	54028
POA2370	70408
POA2371	57200
POA2372	64896
POA2379	85384
POA2380	106132
POA2381	78364
POA2382	98696
POA2386	87724
POA2387	108888
POA2388	87516
POA2390	106080
POA2395	51636
POA2396	66612
POA2397	92300
POA2398	100724
POA2399	100724
POA2400	103428
POA2401	88348
POA2402	67912
POA2403	62660
POA2404	58240
POA2405	97500
POA2406	94224
POA2408	111228
POA2409	65832
POA2410	63336
POA2411	135200
POA2415	79300
POA2420	80236
POA2421	109356
POA2422	70356
POA2423	67756
POA2424	68224
POA2425	91884
POA2426	72176
POA2427	55952
POA2428	67600
POA2429	71864
POA2430	72072
POA2431	65208
POA2439	73580
POA2440	71604
POA2441	72540
POA2443	64272
POA2444	88816
POA2445	82108
POA2446	81484
POA2447	69628
POA2448	68848
POA2449	60424
POA2450	89960
POA2452	82264
POA2453	67392
POA2454	83876
POA2455	70096
POA2456	86112
POA2460	74256
POA2462	66612
POA2463	71812
POA2464	74620
POA2465	69992
POA2466	55796
POA2469	59072
POA2470	74464
POA2471	78156
POA2472	80860
POA2473	74048
POA2474	69732
POA2475	58500
POA2476	65728
POA2477	94172
POA2478	96200
POA2479	116636
POA2480	89908
POA2481	109980
POA2482	82316
POA2483	90012
POA2484	79092
POA2485	75764
POA2486	84552
POA2487	107796
POA2488	101504
POA2489	90168
POA2490	120224
POA2500	111124
POA2502	74672
POA2505	91468
POA2506	80132
POA2508	144768
POA2515	147316
POA2516	145392
POA2517	123136
POA2518	106444
POA2519	113880
POA2525	126204
POA2526	120484
POA2527	109148
POA2528	78260
POA2529	113152
POA2530	102804
POA2533	113516
POA2534	118456
POA2535	98488
POA2536	73996
POA2537	78520
POA2538	84916
POA2539	73788
POA2540	79924
POA2541	79872
POA2545	72956
POA2546	69888
POA2548	83720
POA2549	84292
POA2550	79820
POA2551	69004
POA2555	68224
POA2556	99424
POA2557	130416
POA2558	105300
POA2559	68068
POA2560	97552
POA2563	102336
POA2564	82160
POA2565	114140
POA2566	100724
POA2567	133484
POA2568	105768
POA2569	125164
POA2570	126568
POA2571	131508
POA2572	108004
POA2573	105560
POA2574	109252
POA2575	110396
POA2576	114608
POA2577	107640
POA2578	85800
POA2579	98956
POA2580	101296
POA2581	124592
POA2582	134992
POA2583	87880
POA2584	106392
POA2585	82316
POA2586	86944
POA2587	77220
POA2588	96044
POA2590	74152
POA2594	80652
POA2600	209820
POA2601	150540
POA2602	162448
POA2603	212888
POA2604	176540
POA2605	188812
POA2606	139568
POA2607	161668
POA2609	96200
POA2611	159588
POA2612	172640
POA2614	147836
POA2615	136240
POA2617	131768
POA2618	162500
POA2619	191360
POA2620	139516
POA2621	163852
POA2622	99424
POA2623	114972
POA2624	71500
POA2625	124176
POA2626	125372
POA2627	125580
POA2628	103636
POA2629	70200
POA2630	103012
POA2631	84500
POA2632	93964
POA2633	68432
POA2640	107172
POA2641	80964
POA2642	107744
POA2643	83824
POA2644	89752
POA2645	81224
POA2646	83460
POA2647	81224
POA2648	73476
POA2649	93184
POA2650	107328
POA2651	105612
POA2652	96200
POA2653	82368
POA2655	91260
POA2656	86528
POA2658	74412
POA2659	82316
POA2660	80288
POA2661	125216
POA2663	91572
POA2665	73476
POA2666	85384
POA2668	58500
POA2669	80704
POA2671	98644
POA2672	74152
POA2675	92612
POA2678	143000
POA2680	103896
POA2681	109460
POA2700	78676
POA2701	97136
POA2702	86320
POA2703	75244
POA2705	95732
POA2706	87880
POA2707	94224
POA2710	84604
POA2711	87620
POA2712	68640
POA2713	77168
POA2714	72696
POA2715	88608
POA2716	91312
POA2717	71916
POA2720	91260
POA2721	66092
POA2722	93080
POA2725	62348
POA2726	94900
POA2727	116064
POA2729	88036
POA2730	73580
POA2731	90012
POA2732	73112
POA2733	75452
POA2734	113100
POA2735	73320
POA2736	102076
POA2737	93652
POA2738	117624
POA2739	95836
POA2745	138476
POA2747	112892
POA2748	131300
POA2749	119808
POA2750	109772
POA2752	130416
POA2753	113360
POA2754	109928
POA2756	118716
POA2757	104520
POA2758	132912
POA2759	116168
POA2760	96356
POA2761	117416
POA2762	144300
POA2763	127556
POA2765	138216
POA2766	109512
POA2767	109616
POA2768	156624
POA2769	170612
POA2770	77220
POA2773	155168
POA2774	132444
POA2775	93184
POA2776	124332
POA2777	125008
POA2778	118196
POA2779	111540
POA2780	93080
POA2782	102856
POA2783	102128
POA2784	107900
POA2785	95316
POA2786	92248
POA2787	91832
POA2790	85488
POA2791	100724
POA2792	98644
POA2793	63024
POA2794	75868
POA2795	105664
POA2797	93600
POA2798	123552
POA2799	96044
POA2800	112632
POA2803	71500
POA2804	79560
POA2805	80184
POA2806	84500
POA2807	59384
POA2808	58500
POA2809	69316
POA2810	73008
POA2817	83200
POA2818	95420
POA2820	73528
POA2821	91780
POA2822	79040
POA2823	86372
POA2824	88296
POA2825	104208
POA2826	100724
POA2827	70720
POA2828	80444
POA2829	80236
POA2830	106496
POA2831	89648
POA2832	87256
POA2833	65624
POA2834	61776
POA2835	120588
POA2836	53872
POA2838	58500
POA2839	66456
POA2840	97500
POA2842	67184
POA2843	76960
POA2844	76284
POA2845	101244
POA2846	57408
POA2847	80548
POA2848	52624
POA2849	86996
POA2850	108836
POA2852	92248
POA2864	97500
POA2865	99892
POA2866	97864
POA2867	81536
POA2868	74724
POA2869	71084
POA2870	97292
POA2871	87464
POA2873	68588
POA2874	66872
POA2875	76648
POA2876	76752
POA2877	87984
POA2878	105612
POA2879	56992
POA2880	84864
POA2898	100984
POA2899	84760
POA2900	121836
POA2902	136760
POA2903	140920
POA2904	155688
POA2905	137228
POA2906	144820
POA2911	168220
POA2912	124540
POA2913	142324
POA2914	155896
POA3000	96564
POA3002	194116
POA3003	125112
POA3004	141804
POA3006	127400
POA3008	127972
POA3011	128648
POA3012	130676
POA3013	167232
POA3015	167128
POA3016	168168
POA3018	128700
POA3019	83200
POA3020	82784
POA3021	69836
POA3022	90168
POA3023	104884
POA3024	108004
POA3025	111124
POA3026	115024
POA3027	134784
POA3028	101244
POA3029	104936
POA3030	116584
POA3031	143000
POA3032	137436
POA3033	117364
POA3034	106028
POA3036	128648
POA3037	113152
POA3038	111332
POA3039	152152
POA3040	154648
POA3041	146796
POA3042	122044
POA3043	97812
POA3044	133536
POA3045	
POA3046	106756
POA3047	65936
POA3048	68640
POA3049	110396
POA3051	128856
POA3052	133484
POA3053	107328
POA3054	160212
POA3055	132028
POA3056	145964
POA3057	147576
POA3058	129480
POA3059	120796
POA3060	87204
POA3061	66040
POA3062	71500
POA3063	128440
POA3064	96512
POA3065	159744
POA3066	146484
POA3067	157248
POA3068	174044
POA3070	165412
POA3071	141076
POA3072	121940
POA3073	103116
POA3074	72124
POA3075	77428
POA3076	94172
POA3078	166712
POA3079	162656
POA3081	109772
POA3082	103584
POA3083	100880
POA3084	144040
POA3085	136448
POA3087	125684
POA3088	128076
POA3089	143572
POA3090	173888
POA3091	137592
POA3093	140816
POA3094	132288
POA3095	149188
POA3096	132704
POA3097	149656
POA3099	124800
POA3101	171652
POA3102	165256
POA3103	132600
POA3104	141804
POA3105	114816
POA3106	125788
POA3107	116012
POA3108	101712
POA3109	107692
POA3111	130416
POA3113	158704
POA3114	180128
POA3115	154544
POA3116	120432
POA3121	163800
POA3122	170508
POA3123	168584
POA3124	169728
POA3125	116584
POA3126	186732
POA3127	168532
POA3128	99528
POA3129	119600
POA3130	129376
POA3131	117832
POA3132	129324
POA3133	117780
POA3134	125216
POA3135	126204
POA3136	116480
POA3137	110656
POA3138	116792
POA3139	108836
POA3140	114036
POA3141	161512
POA3142	203268
POA3143	175032
POA3144	201136
POA3145	169676
POA3146	179244
POA3147	154388
POA3148	122876
POA3149	123916
POA3150	111644
POA3151	102544
POA3152	112424
POA3153	105872
POA3154	118820
POA3155	104052
POA3156	118404
POA3158	128076
POA3159	130312
POA3160	127920
POA3161	160160
POA3162	155376
POA3163	135096
POA3165	137280
POA3166	124488
POA3167	114400
POA3168	92456
POA3169	92716
POA3170	110968
POA3171	76440
POA3172	97916
POA3173	104780
POA3174	81952
POA3175	77272
POA3177	72332
POA3178	125320
POA3179	112684
POA3180	107380
POA3181	161356
POA3182	145132
POA3183	149604
POA3184	166920
POA3185	165204
POA3186	196456
POA3187	176800
POA3188	175032
POA3189	130156
POA3190	144976
POA3191	175552
POA3192	132340
POA3193	169832
POA3194	135408
POA3195	142740
POA3196	126204
POA3197	123240
POA3198	108212
POA3199	107068
POA3200	73788
POA3201	103636
POA3202	131612
POA3204	148720
POA3205	159796
POA3206	200356
POA3207	169728
POA3211	113256
POA3212	115804
POA3213	120588
POA3214	68016
POA3215	100256
POA3216	114556
POA3217	121108
POA3218	128128
POA3219	85592
POA3220	137748
POA3221	153972
POA3222	96096
POA3223	74308
POA3224	99164
POA3225	101608
POA3226	119548
POA3227	141492
POA3228	136760
POA3230	112112
POA3231	115180
POA3232	101504
POA3233	78156
POA3234	110500
POA3235	102024
POA3236	68224
POA3237	68224
POA3238	100724
POA3239	84500
POA3240	133796
POA3241	99736
POA3242	99528
POA3243	105976
POA3249	93236
POA3250	88452
POA3251	100256
POA3254	95316
POA3260	87776
POA3264	80704
POA3265	107484
POA3266	87048
POA3267	92040
POA3268	93600
POA3269	109356
POA3270	93184
POA3271	81224
POA3272	72592
POA3273	114088
POA3274	79092
POA3275	113568
POA3276	98332
POA3277	108628
POA3278	98020
POA3279	114816
POA3280	97396
POA3281	116272
POA3282	94536
POA3283	108576
POA3284	100984
POA3285	105300
POA3286	79612
POA3287	98020
POA3289	75088
POA3292	66456
POA3293	79612
POA3294	97500
POA3300	86164
POA3301	103480
POA3302	94692
POA3303	101348
POA3304	81484
POA3305	83200
POA3309	66300
POA3310	60632
POA3311	67808
POA3312	96096
POA3314	108680
POA3315	83564
POA3317	95316
POA3318	82212
POA3319	96408
POA3321	121940
POA3322	65884
POA3323	87724
POA3324	82992
POA3325	63492
POA3328	119288
POA3329	96564
POA3330	91624
POA3331	116376
POA3332	108992
POA3333	101452
POA3334	107068
POA3335	106496
POA3336	121056
POA3337	87152
POA3338	93860
POA3340	111904
POA3341	123968
POA3342	103168
POA3345	114920
POA3350	104988
POA3351	99892
POA3352	109304
POA3355	72696
POA3356	74256
POA3357	115232
POA3358	108524
POA3360	77428
POA3361	72852
POA3363	81588
POA3364	95732
POA3370	69836
POA3371	66352
POA3373	78156
POA3374	96668
POA3375	107068
POA3377	84448
POA3378	125632
POA3379	86632
POA3380	78208
POA3381	100152
POA3384	71812
POA3385	76596
POA3387	75504
POA3388	76076
POA3390	78416
POA3391	73112
POA3392	65468
POA3393	83512
POA3395	89336
POA3396	71760
POA3400	91312
POA3401	111748
POA3407	85904
POA3409	97032
POA3412	66040
POA3413	132132
POA3414	74932
POA3415	185224
POA3418	93184
POA3419	78260
POA3420	111800
POA3423	63544
POA3424	78520
POA3427	115128
POA3428	105144
POA3429	116324
POA3430	106184
POA3431	124072
POA3432	123448
POA3433	118820
POA3434	120276
POA3435	109772
POA3437	138892
POA3438	134368
POA3440	143676
POA3441	157092
POA3442	131612
POA3444	108316
POA3446	97656
POA3447	93184
POA3448	92976
POA3450	85176
POA3451	91780
POA3453	104520
POA3458	101192
POA3460	89440
POA3461	91520
POA3462	81848
POA3463	79300
POA3464	80184
POA3465	65572
POA3467	66612
POA3468	68900
POA3469	53612
POA3472	53924
POA3475	58500
POA3477	82836
POA3478	66820
POA3480	78156
POA3482	75348
POA3483	89856
POA3485	67184
POA3487	99632
POA3488	94900
POA3489	87724
POA3490	81016
POA3491	68224
POA3494	78624
POA3496	87568
POA3498	100620
POA3500	85020
POA3501	122564
POA3505	85176
POA3506	58500
POA3507	73112
POA3509	76492
POA3512	91624
POA3515	110344
POA3516	84968
POA3517	66508
POA3518	66664
POA3520	38376
POA3521	104676
POA3522	86112
POA3523	69472
POA3525	68016
POA3527	73424
POA3529	108316
POA3530	101816
POA3531	74724
POA3533	73632
POA3537	78364
POA3540	63336
POA3542	87724
POA3544	80600
POA3546	83772
POA3549	78364
POA3550	95472
POA3551	114608
POA3555	82160
POA3556	79508
POA3557	104936
POA3558	72956
POA3559	92612
POA3561	79768
POA3562	101816
POA3563	79196
POA3564	91260
POA3565	107224
POA3566	72436
POA3567	71084
POA3568	75816
POA3570	84136
POA3571	93184
POA3572	100724
POA3573	76752
POA3575	72748
POA3576	71448
POA3579	73632
POA3580	68588
POA3581	76076
POA3583	84500
POA3584	93964
POA3585	93808
POA3586	101348
POA3588	72540
POA3589	106756
POA3590	85540
POA3591	99632
POA3594	76648
POA3595	66872
POA3596	111800
POA3597	96668
POA3599	84500
POA3607	87724
POA3608	88296
POA3610	81848
POA3612	64272
POA3614	114920
POA3616	93860
POA3617	69836
POA3618	73112
POA3620	82472
POA3621	83616
POA3622	89336
POA3623	73528
POA3624	72748
POA3629	77688
POA3630	82264
POA3631	113256
POA3633	106808
POA3634	102076
POA3635	87464
POA3636	78728
POA3637	86632
POA3638	90168
POA3639	64376
POA3640	84136
POA3641	82836
POA3644	79664
POA3646	82316
POA3647	175448
POA3649	76024
POA3658	99996
POA3659	104416
POA3660	80392
POA3662	135304
POA3663	111800
POA3664	91364
POA3665	89336
POA3666	78260
POA3669	73268
POA3670	82472
POA3672	79092
POA3673	83148
POA3675	90792
POA3677	88088
POA3678	104052
POA3682	91624
POA3683	90324
POA3685	96668
POA3687	85696
POA3688	109460
POA3690	95108
POA3691	117624
POA3695	105144
POA3697	105092
POA3698	94744
POA3699	77636
POA3700	79612
POA3701	90272
POA3704	74724
POA3705	75088
POA3707	77376
POA3708	71500
POA3709	81224
POA3711	91468
POA3712	85384
POA3713	68224
POA3714	81640
POA3715	75192
POA3717	81484
POA3718	93184
POA3719	75244
POA3720	80496
POA3722	93080
POA3723	82732
POA3725	92716
POA3726	74256
POA3727	64116
POA3728	72592
POA3730	77480
POA3732	88504
POA3733	84500
POA3735	98644
POA3737	87256
POA3738	95628
POA3739	81224
POA3740	96824
POA3741	93964
POA3744	98540
POA3746	95316
POA3747	99008
POA3749	107692
POA3750	105404
POA3751	87724
POA3752	116948
POA3753	121316
POA3754	115908
POA3755	88348
POA3756	106808
POA3757	108940
POA3758	117468
POA3759	139984
POA3760	135200
POA3761	125112
POA3762	94224
POA3763	108420
POA3764	102544
POA3765	123812
POA3766	125112
POA3767	123188
POA3770	114296
POA3775	113204
POA3777	99892
POA3778	105144
POA3779	72280
POA3781	114660
POA3782	124748
POA3783	118352
POA3785	123448
POA3786	145184
POA3787	123136
POA3788	126308
POA3789	146692
POA3791	120016
POA3792	122460
POA3793	105872
POA3795	121108
POA3796	117676
POA3797	91728
POA3799	81484
POA3802	99112
POA3803	84396
POA3804	135148
POA3805	106652
POA3806	122408
POA3807	136656
POA3808	147368
POA3809	117780
POA3810	98488
POA3812	114244
POA3813	121004
POA3814	104260
POA3815	115128
POA3816	97188
POA3818	93444
POA3820	103168
POA3821	112164
POA3822	102544
POA3823	92924
POA3824	98176
POA3825	77116
POA3831	81380
POA3832	72904
POA3833	67184
POA3835	79300
POA3840	72072
POA3842	70044
POA3844	104364
POA3847	86320
POA3850	92924
POA3851	79092
POA3852	221000
POA3854	115908
POA3856	105872
POA3857	92768
POA3858	81536
POA3859	93600
POA3860	90220
POA3862	89752
POA3864	82316
POA3865	75348
POA3869	103740
POA3870	75972
POA3871	85904
POA3873	99632
POA3874	65364
POA3875	80080
POA3878	70980
POA3880	65884
POA3882	86164
POA3885	79196
POA3886	69524
POA3887	57044
POA3888	68900
POA3889	42588
POA3890	55692
POA3891	49868
POA3892	71500
POA3893	108316
POA3895	68224
POA3896	85176
POA3898	83668
POA3900	72384
POA3902	66924
POA3903	65416
POA3904	71240
POA3909	67600
POA3910	117156
POA3911	114192
POA3912	111956
POA3913	109720
POA3915	80704
POA3916	138008
POA3918	103532
POA3919	94380
POA3920	124748
POA3921	54600
POA3922	73944
POA3923	82004
POA3925	94744
POA3926	119808
POA3927	118768
POA3928	131612
POA3929	148252
POA3930	153712
POA3931	104052
POA3933	126360
POA3934	129012
POA3936	93288
POA3937	141388
POA3938	96616
POA3939	84448
POA3940	68432
POA3941	89336
POA3942	103272
POA3943	115180
POA3944	169000
POA3945	95368
POA3946	93444
POA3950	80132
POA3951	92716
POA3953	90116
POA3954	117000
POA3956	78156
POA3957	98488
POA3958	98384
POA3959	87880
POA3960	74516
POA3962	63492
POA3964	92300
POA3965	61724
POA3966	69732
POA3967	73632
POA3971	69004
POA3975	118820
POA3976	83928
POA3977	105092
POA3978	114244
POA3979	100256
POA3980	110760
POA3981	107484
POA3984	87724
POA3987	104572
POA3988	99528
POA3990	87724
POA3991	87048
POA3992	83252
POA3995	72384
POA3996	90584
POA4000	123968
POA4005	171912
POA4006	127920
POA4007	157040
POA4008	101192
POA4009	71500
POA4010	131456
POA4011	161564
POA4012	141284
POA4013	136604
POA4014	139516
POA4017	119808
POA4018	101764
POA4019	91988
POA4020	99528
POA4021	84188
POA4022	83408
POA4025	84500
POA4030	148304
POA4031	150228
POA4032	107432
POA4034	114868
POA4035	142584
POA4036	110968
POA4037	148824
POA4051	163748
POA4053	134628
POA4054	120588
POA4055	141908
POA4059	139776
POA4060	190008
POA4061	153764
POA4064	177112
POA4065	215904
POA4066	143520
POA4067	124228
POA4068	138424
POA4069	172588
POA4070	136968
POA4073	149032
POA4074	129376
POA4075	145288
POA4076	93184
POA4077	76752
POA4078	106548
POA4101	131248
POA4102	123188
POA4103	130312
POA4104	143624
POA4105	135356
POA4106	107484
POA4107	131352
POA4108	96616
POA4109	90376
POA4110	107068
POA4111	115076
POA4112	112892
POA4113	99996
POA4114	63596
POA4115	108368
POA4116	104156
POA4117	98696
POA4118	98020
POA4119	109720
POA4120	134004
POA4121	160316
POA4122	117676
POA4123	116688
POA4124	111176
POA4125	93860
POA4127	97916
POA4128	120016
POA4129	102700
POA4130	130260
POA4131	78260
POA4132	77948
POA4133	89336
POA4151	147992
POA4152	144872
POA4153	138320
POA4154	165464
POA4155	157924
POA4156	153764
POA4157	110240
POA4158	102076
POA4159	116636
POA4160	125476
POA4161	107068
POA4163	103844
POA4164	123656
POA4165	114608
POA4169	139568
POA4170	158288
POA4171	189228
POA4172	138372
POA4173	118404
POA4174	122928
POA4178	118716
POA4179	128440
POA4183	79768
POA4184	49608
POA4205	72592
POA4207	91208
POA4208	115804
POA4209	103376
POA4210	117364
POA4211	102752
POA4212	114972
POA4213	112632
POA4214	102440
POA4215	80964
POA4216	92248
POA4217	99840
POA4218	113308
POA4220	113048
POA4221	111332
POA4223	108836
POA4224	107848
POA4225	93236
POA4226	103168
POA4227	107276
POA4228	122044
POA4270	114556
POA4272	94692
POA4275	110344
POA4280	110656
POA4285	92820
POA4287	74152
POA4300	113776
POA4301	87776
POA4303	69160
POA4304	81432
POA4305	91312
POA4306	119236
POA4307	101452
POA4309	86008
POA4310	77168
POA4311	76544
POA4312	67340
POA4313	65624
POA4314	55380
POA4340	84500
POA4341	85124
POA4342	80652
POA4343	81536
POA4344	94276
POA4346	96304
POA4347	82524
POA4350	95576
POA4352	113932
POA4353	93860
POA4354	76752
POA4355	63596
POA4356	90220
POA4357	75036
POA4358	101868
POA4359	93704
POA4360	79924
POA4361	73996
POA4362	70460
POA4363	81224
POA4364	84500
POA4365	53612
POA4370	74776
POA4371	74984
POA4372	87724
POA4373	69992
POA4374	75452
POA4375	66612
POA4376	69316
POA4377	69732
POA4378	78572
POA4380	71136
POA4381	63024
POA4382	77012
POA4383	55900
POA4384	108316
POA4385	59644
POA4387	70148
POA4388	63024
POA4390	103480
POA4400	94588
POA4401	81016
POA4402	49140
POA4403	85384
POA4404	106288
POA4405	93444
POA4406	86476
POA4407	82056
POA4408	76544
POA4410	65416
POA4411	95056
POA4412	97500
POA4413	100256
POA4415	82940
POA4416	76128
POA4417	87152
POA4418	87724
POA4419	87464
POA4420	103168
POA4421	55432
POA4422	79612
POA4423	92872
POA4424	99112
POA4425	99112
POA4426	81224
POA4427	63336
POA4428	97968
POA4454	101348
POA4455	113880
POA4461	84500
POA4462	75816
POA4465	78728
POA4467	100724
POA4468	70824
POA4470	95056
POA4472	82212
POA4474	71448
POA4477	73944
POA4478	76856
POA4479	71500
POA4480	105092
POA4481	133224
POA4482	133224
POA4486	89076
POA4487	88816
POA4488	67600
POA4489	50232
POA4490	65884
POA4491	71500
POA4492	103012
POA4493	110448
POA4494	84448
POA4496	94224
POA4497	80756
POA4498	99112
POA4500	112476
POA4501	88400
POA4502	108472
POA4503	100984
POA4504	118716
POA4505	104364
POA4506	84708
POA4507	63908
POA4508	77272
POA4509	117572
POA4510	79352
POA4511	73528
POA4512	112736
POA4514	94172
POA4515	81588
POA4516	113620
POA4517	96356
POA4518	96772
POA4519	90584
POA4520	153660
POA4521	124852
POA4550	93236
POA4551	95940
POA4552	77896
POA4553	116064
POA4554	104156
POA4555	103896
POA4556	107016
POA4557	106132
POA4558	92768
POA4559	107744
POA4560	90168
POA4561	103012
POA4562	107328
POA4563	86736
POA4564	93080
POA4565	82368
POA4566	93548
POA4567	114140
POA4568	84812
POA4569	80704
POA4570	72800
POA4571	74724
POA4572	114868
POA4573	108160
POA4574	78780
POA4575	108524
POA4580	48152
POA4581	67288
POA4600	66040
POA4601	67808
POA4605	61152
POA4606	69836
POA4608	68952
POA4610	80444
POA4611	64116
POA4612	59748
POA4613	48776
POA4614	49608
POA4615	60268
POA4620	62244
POA4621	57928
POA4625	71656
POA4626	78520
POA4627	58500
POA4630	69108
POA4650	67496
POA4655	69004
POA4659	53352
POA4660	61308
POA4662	66352
POA4670	76284
POA4671	62400
POA4673	75244
POA4674	53196
POA4676	54184
POA4677	70720
POA4678	70772
POA4680	111228
POA4694	99112
POA4695	99528
POA4697	54600
POA4699	81224
POA4700	101192
POA4701	100100
POA4702	101088
POA4703	106184
POA4704	108316
POA4705	88088
POA4706	106600
POA4707	87724
POA4709	169988
POA4710	76648
POA4711	121732
POA4712	81900
POA4713	36764
POA4714	57252
POA4715	117260
POA4716	106496
POA4717	145184
POA4718	112892
POA4719	100724
POA4720	130884
POA4721	120328
POA4722	115700
POA4723	116740
POA4724	108316
POA4725	107120
POA4726	81224
POA4727	88816
POA4728	81224
POA4730	113100
POA4731	66612
POA4732	84500
POA4733	114816
POA4735	104520
POA4736	117000
POA4737	101920
POA4738	97500
POA4739	83200
POA4740	116064
POA4741	107952
POA4742	120952
POA4743	145548
POA4744	173004
POA4745	153452
POA4746	164008
POA4750	120276
POA4751	124280
POA4753	133640
POA4754	111956
POA4756	83408
POA4757	66612
POA4798	80756
POA4799	74568
POA4800	96772
POA4802	100984
POA4804	84188
POA4805	92612
POA4806	85904
POA4807	96096
POA4808	100880
