POA_CODE_2021	AgeStudent	Sex	students
POA0841	15-19	F	4
POA0841	15-19	M	10
POA0841	20-24	M	3
POA0841	25+	F	8
POA0845	5-14	F	18
POA0845	5-14	M	23
POA0845	15-19	F	3
POA0845	15-19	M	4
POA0845	25+	F	10
POA0846	0-4	F	6
POA0846	5-14	F	10
POA0846	5-14	M	15
POA0846	25+	F	8
POA0846	25+	M	4
POA0847	5-14	F	15
POA0847	5-14	M	22
POA0847	15-19	F	9
POA0847	15-19	M	7
POA0847	25+	F	4
POA0850	0-4	F	50
POA0850	0-4	M	65
POA0850	5-14	F	460
POA0850	5-14	M	491
POA0850	15-19	F	87
POA0850	15-19	M	104
POA0850	20-24	F	36
POA0850	20-24	M	32
POA0850	25+	F	187
POA0850	25+	M	114
POA0852	0-4	F	74
POA0852	0-4	M	84
POA0852	5-14	F	622
POA0852	5-14	M	659
POA0852	15-19	F	119
POA0852	15-19	M	101
POA0852	20-24	F	28
POA0852	20-24	M	14
POA0852	25+	F	67
POA0852	25+	M	37
POA0853	0-4	F	17
POA0853	0-4	M	10
POA0853	5-14	F	71
POA0853	5-14	M	67
POA0853	15-19	F	5
POA0853	15-19	M	4
POA0853	20-24	F	8
POA0853	25+	F	27
POA0853	25+	M	15
POA0854	0-4	F	4
POA0854	0-4	M	8
POA0854	5-14	F	52
POA0854	5-14	M	69
POA0854	15-19	F	16
POA0854	15-19	M	6
POA0854	20-24	M	3
POA0854	25+	F	12
POA0854	25+	M	7
POA0860	0-4	F	18
POA0860	0-4	M	27
POA0860	5-14	F	161
POA0860	5-14	M	184
POA0860	15-19	F	29
POA0860	15-19	M	41
POA0860	20-24	F	5
POA0860	20-24	M	8
POA0860	25+	F	63
POA0860	25+	M	50
POA0862	0-4	F	3
POA0862	0-4	M	12
POA0862	5-14	F	37
POA0862	5-14	M	51
POA0862	15-19	F	10
POA0862	15-19	M	11
POA0862	20-24	F	7
POA0862	20-24	M	6
POA0862	25+	F	8
POA0862	25+	M	6
POA0870	0-4	F	171
POA0870	0-4	M	202
POA0870	5-14	F	1241
POA0870	5-14	M	1324
POA0870	15-19	F	351
POA0870	15-19	M	382
POA0870	20-24	F	91
POA0870	20-24	M	73
POA0870	25+	F	780
POA0870	25+	M	417
POA0872	0-4	F	153
POA0872	0-4	M	105
POA0872	5-14	F	991
POA0872	5-14	M	1030
POA0872	15-19	F	176
POA0872	15-19	M	167
POA0872	20-24	F	35
POA0872	20-24	M	18
POA0872	25+	F	125
POA0872	25+	M	68
POA0873	0-4	F	16
POA0873	0-4	M	23
POA0873	5-14	F	140
POA0873	5-14	M	153
POA0873	15-19	F	34
POA0873	15-19	M	41
POA0873	20-24	F	12
POA0873	20-24	M	3
POA0873	25+	F	68
POA0873	25+	M	40
POA0874	0-4	F	3
POA0874	0-4	M	8
POA0874	5-14	F	31
POA0874	5-14	M	28
POA0874	15-19	M	3
POA0874	20-24	F	5
POA0874	25+	F	17
POA0874	25+	M	14
POA0875	0-4	F	28
POA0875	0-4	M	27
POA0875	5-14	F	172
POA0875	5-14	M	193
POA0875	15-19	F	47
POA0875	15-19	M	40
POA0875	20-24	F	13
POA0875	20-24	M	11
POA0875	25+	F	79
POA0875	25+	M	35
POA0880	0-4	F	33
POA0880	0-4	M	53
POA0880	5-14	F	351
POA0880	5-14	M	353
POA0880	15-19	F	72
POA0880	15-19	M	82
POA0880	20-24	F	16
POA0880	25+	F	120
POA0880	25+	M	55
POA0885	0-4	F	16
POA0885	0-4	M	11
POA0885	5-14	F	65
POA0885	5-14	M	70
POA0885	15-19	F	4
POA0885	15-19	M	3
POA0885	20-24	F	4
POA0885	25+	F	22
POA0885	25+	M	6
POA0886	0-4	F	10
POA0886	0-4	M	6
POA0886	5-14	F	47
POA0886	5-14	M	46
POA0886	15-19	F	9
POA0886	15-19	M	10
POA0886	20-24	F	5
POA0886	20-24	M	5
POA0886	25+	F	24
POA0886	25+	M	12
POA2000	0-4	F	89
POA2000	0-4	M	77
POA2000	5-14	F	316
POA2000	5-14	M	329
POA2000	15-19	F	271
POA2000	15-19	M	255
POA2000	20-24	F	1094
POA2000	20-24	M	995
POA2000	25+	F	3009
POA2000	25+	M	2091
POA2007	0-4	F	29
POA2007	0-4	M	36
POA2007	5-14	F	132
POA2007	5-14	M	108
POA2007	15-19	F	128
POA2007	15-19	M	100
POA2007	20-24	F	463
POA2007	20-24	M	427
POA2007	25+	F	742
POA2007	25+	M	680
POA2008	0-4	F	22
POA2008	0-4	M	25
POA2008	5-14	F	93
POA2008	5-14	M	102
POA2008	15-19	F	230
POA2008	15-19	M	197
POA2008	20-24	F	1038
POA2008	20-24	M	846
POA2008	25+	F	788
POA2008	25+	M	716
POA2009	0-4	F	76
POA2009	0-4	M	95
POA2009	5-14	F	307
POA2009	5-14	M	308
POA2009	15-19	F	126
POA2009	15-19	M	127
POA2009	20-24	F	180
POA2009	20-24	M	145
POA2009	25+	F	653
POA2009	25+	M	501
POA2010	0-4	F	79
POA2010	0-4	M	90
POA2010	5-14	F	373
POA2010	5-14	M	389
POA2010	15-19	F	157
POA2010	15-19	M	128
POA2010	20-24	F	465
POA2010	20-24	M	400
POA2010	25+	F	1144
POA2010	25+	M	1220
POA2011	0-4	F	34
POA2011	0-4	M	37
POA2011	5-14	F	181
POA2011	5-14	M	188
POA2011	15-19	F	89
POA2011	15-19	M	71
POA2011	20-24	F	162
POA2011	20-24	M	119
POA2011	25+	F	729
POA2011	25+	M	667
POA2015	0-4	F	77
POA2015	0-4	M	78
POA2015	5-14	F	332
POA2015	5-14	M	352
POA2015	15-19	F	96
POA2015	15-19	M	96
POA2015	20-24	F	164
POA2015	20-24	M	133
POA2015	25+	F	468
POA2015	25+	M	411
POA2016	0-4	F	67
POA2016	0-4	M	60
POA2016	5-14	F	281
POA2016	5-14	M	287
POA2016	15-19	F	98
POA2016	15-19	M	102
POA2016	20-24	F	291
POA2016	20-24	M	297
POA2016	25+	F	601
POA2016	25+	M	599
POA2017	0-4	F	140
POA2017	0-4	M	153
POA2017	5-14	F	461
POA2017	5-14	M	463
POA2017	15-19	F	246
POA2017	15-19	M	211
POA2017	20-24	F	1026
POA2017	20-24	M	985
POA2017	25+	F	1501
POA2017	25+	M	1416
POA2018	0-4	F	149
POA2018	0-4	M	162
POA2018	5-14	F	669
POA2018	5-14	M	715
POA2018	15-19	F	320
POA2018	15-19	M	323
POA2018	20-24	F	438
POA2018	20-24	M	452
POA2018	25+	F	736
POA2018	25+	M	639
POA2019	0-4	F	140
POA2019	0-4	M	146
POA2019	5-14	F	712
POA2019	5-14	M	805
POA2019	15-19	F	300
POA2019	15-19	M	264
POA2019	20-24	F	164
POA2019	20-24	M	125
POA2019	25+	F	341
POA2019	25+	M	216
POA2020	0-4	F	150
POA2020	0-4	M	123
POA2020	5-14	F	637
POA2020	5-14	M	670
POA2020	15-19	F	292
POA2020	15-19	M	288
POA2020	20-24	F	772
POA2020	20-24	M	805
POA2020	25+	F	1163
POA2020	25+	M	1104
POA2021	0-4	F	120
POA2021	0-4	M	111
POA2021	5-14	F	587
POA2021	5-14	M	596
POA2021	15-19	F	236
POA2021	15-19	M	235
POA2021	20-24	F	252
POA2021	20-24	M	174
POA2021	25+	F	481
POA2021	25+	M	330
POA2022	0-4	F	99
POA2022	0-4	M	110
POA2022	5-14	F	600
POA2022	5-14	M	627
POA2022	15-19	F	206
POA2022	15-19	M	204
POA2022	20-24	F	210
POA2022	20-24	M	168
POA2022	25+	F	540
POA2022	25+	M	399
POA2023	0-4	F	77
POA2023	0-4	M	88
POA2023	5-14	F	599
POA2023	5-14	M	665
POA2023	15-19	F	264
POA2023	15-19	M	362
POA2023	20-24	F	172
POA2023	20-24	M	151
POA2023	25+	F	295
POA2023	25+	M	189
POA2024	0-4	F	111
POA2024	0-4	M	96
POA2024	5-14	F	669
POA2024	5-14	M	688
POA2024	15-19	F	274
POA2024	15-19	M	262
POA2024	20-24	F	124
POA2024	20-24	M	117
POA2024	25+	F	321
POA2024	25+	M	162
POA2025	0-4	F	72
POA2025	0-4	M	63
POA2025	5-14	F	375
POA2025	5-14	M	331
POA2025	15-19	F	140
POA2025	15-19	M	132
POA2025	20-24	F	87
POA2025	20-24	M	83
POA2025	25+	F	192
POA2025	25+	M	114
POA2026	0-4	F	288
POA2026	0-4	M	298
POA2026	5-14	F	1257
POA2026	5-14	M	1379
POA2026	15-19	F	510
POA2026	15-19	M	491
POA2026	20-24	F	401
POA2026	20-24	M	304
POA2026	25+	F	1309
POA2026	25+	M	866
POA2027	0-4	F	28
POA2027	0-4	M	44
POA2027	5-14	F	275
POA2027	5-14	M	243
POA2027	15-19	F	135
POA2027	15-19	M	97
POA2027	20-24	F	103
POA2027	20-24	M	91
POA2027	25+	F	194
POA2027	25+	M	118
POA2028	0-4	F	32
POA2028	0-4	M	39
POA2028	5-14	F	149
POA2028	5-14	M	165
POA2028	15-19	F	65
POA2028	15-19	M	66
POA2028	20-24	F	88
POA2028	20-24	M	59
POA2028	25+	F	121
POA2028	25+	M	72
POA2029	0-4	F	100
POA2029	0-4	M	83
POA2029	5-14	F	518
POA2029	5-14	M	520
POA2029	15-19	F	224
POA2029	15-19	M	211
POA2029	20-24	F	161
POA2029	20-24	M	106
POA2029	25+	F	247
POA2029	25+	M	160
POA2030	0-4	F	129
POA2030	0-4	M	143
POA2030	5-14	F	990
POA2030	5-14	M	995
POA2030	15-19	F	501
POA2030	15-19	M	497
POA2030	20-24	F	255
POA2030	20-24	M	253
POA2030	25+	F	292
POA2030	25+	M	169
POA2031	0-4	F	291
POA2031	0-4	M	281
POA2031	5-14	F	1593
POA2031	5-14	M	1654
POA2031	15-19	F	655
POA2031	15-19	M	674
POA2031	20-24	F	579
POA2031	20-24	M	554
POA2031	25+	F	1297
POA2031	25+	M	806
POA2032	0-4	F	89
POA2032	0-4	M	118
POA2032	5-14	F	640
POA2032	5-14	M	658
POA2032	15-19	F	325
POA2032	15-19	M	317
POA2032	20-24	F	520
POA2032	20-24	M	581
POA2032	25+	F	636
POA2032	25+	M	701
POA2033	0-4	F	63
POA2033	0-4	M	91
POA2033	5-14	F	428
POA2033	5-14	M	463
POA2033	15-19	F	340
POA2033	15-19	M	339
POA2033	20-24	F	613
POA2033	20-24	M	672
POA2033	25+	F	476
POA2033	25+	M	471
POA2034	0-4	F	158
POA2034	0-4	M	159
POA2034	5-14	F	953
POA2034	5-14	M	953
POA2034	15-19	F	397
POA2034	15-19	M	378
POA2034	20-24	F	288
POA2034	20-24	M	225
POA2034	25+	F	719
POA2034	25+	M	456
POA2035	0-4	F	266
POA2035	0-4	M	294
POA2035	5-14	F	1786
POA2035	5-14	M	1865
POA2035	15-19	F	770
POA2035	15-19	M	796
POA2035	20-24	F	576
POA2035	20-24	M	560
POA2035	25+	F	1084
POA2035	25+	M	828
POA2036	0-4	F	297
POA2036	0-4	M	281
POA2036	5-14	F	1786
POA2036	5-14	M	1783
POA2036	15-19	F	682
POA2036	15-19	M	776
POA2036	20-24	F	515
POA2036	20-24	M	510
POA2036	25+	F	852
POA2036	25+	M	618
POA2037	0-4	F	104
POA2037	0-4	M	106
POA2037	5-14	F	498
POA2037	5-14	M	519
POA2037	15-19	F	260
POA2037	15-19	M	210
POA2037	20-24	F	553
POA2037	20-24	M	405
POA2037	25+	F	759
POA2037	25+	M	570
POA2038	0-4	F	80
POA2038	0-4	M	83
POA2038	5-14	F	487
POA2038	5-14	M	491
POA2038	15-19	F	180
POA2038	15-19	M	170
POA2038	20-24	F	182
POA2038	20-24	M	143
POA2038	25+	F	326
POA2038	25+	M	215
POA2039	0-4	F	71
POA2039	0-4	M	102
POA2039	5-14	F	450
POA2039	5-14	M	437
POA2039	15-19	F	153
POA2039	15-19	M	143
POA2039	20-24	F	91
POA2039	20-24	M	75
POA2039	25+	F	245
POA2039	25+	M	167
POA2040	0-4	F	253
POA2040	0-4	M	264
POA2040	5-14	F	1373
POA2040	5-14	M	1433
POA2040	15-19	F	428
POA2040	15-19	M	487
POA2040	20-24	F	320
POA2040	20-24	M	227
POA2040	25+	F	671
POA2040	25+	M	428
POA2041	0-4	F	138
POA2041	0-4	M	130
POA2041	5-14	F	819
POA2041	5-14	M	870
POA2041	15-19	F	284
POA2041	15-19	M	333
POA2041	20-24	F	161
POA2041	20-24	M	141
POA2041	25+	F	398
POA2041	25+	M	254
POA2042	0-4	F	86
POA2042	0-4	M	99
POA2042	5-14	F	573
POA2042	5-14	M	559
POA2042	15-19	F	272
POA2042	15-19	M	222
POA2042	20-24	F	574
POA2042	20-24	M	408
POA2042	25+	F	895
POA2042	25+	M	774
POA2043	0-4	F	64
POA2043	0-4	M	76
POA2043	5-14	F	269
POA2043	5-14	M	285
POA2043	15-19	F	98
POA2043	15-19	M	76
POA2043	20-24	F	136
POA2043	20-24	M	97
POA2043	25+	F	392
POA2043	25+	M	314
POA2044	0-4	F	61
POA2044	0-4	M	89
POA2044	5-14	F	352
POA2044	5-14	M	377
POA2044	15-19	F	103
POA2044	15-19	M	116
POA2044	20-24	F	88
POA2044	20-24	M	107
POA2044	25+	F	306
POA2044	25+	M	240
POA2045	0-4	F	38
POA2045	0-4	M	58
POA2045	5-14	F	387
POA2045	5-14	M	419
POA2045	15-19	F	216
POA2045	15-19	M	212
POA2045	20-24	F	95
POA2045	20-24	M	123
POA2045	25+	F	118
POA2045	25+	M	88
POA2046	0-4	F	218
POA2046	0-4	M	271
POA2046	5-14	F	1578
POA2046	5-14	M	1532
POA2046	15-19	F	620
POA2046	15-19	M	609
POA2046	20-24	F	268
POA2046	20-24	M	281
POA2046	25+	F	618
POA2046	25+	M	382
POA2047	0-4	F	114
POA2047	0-4	M	121
POA2047	5-14	F	562
POA2047	5-14	M	591
POA2047	15-19	F	218
POA2047	15-19	M	249
POA2047	20-24	F	152
POA2047	20-24	M	133
POA2047	25+	F	313
POA2047	25+	M	178
POA2048	0-4	F	48
POA2048	0-4	M	51
POA2048	5-14	F	334
POA2048	5-14	M	336
POA2048	15-19	F	148
POA2048	15-19	M	156
POA2048	20-24	F	172
POA2048	20-24	M	116
POA2048	25+	F	281
POA2048	25+	M	218
POA2049	0-4	F	81
POA2049	0-4	M	92
POA2049	5-14	F	470
POA2049	5-14	M	518
POA2049	15-19	F	211
POA2049	15-19	M	211
POA2049	20-24	F	235
POA2049	20-24	M	200
POA2049	25+	F	520
POA2049	25+	M	356
POA2050	0-4	F	44
POA2050	0-4	M	39
POA2050	5-14	F	180
POA2050	5-14	M	201
POA2050	15-19	F	325
POA2050	15-19	M	226
POA2050	20-24	F	458
POA2050	20-24	M	463
POA2050	25+	F	484
POA2050	25+	M	403
POA2060	0-4	F	100
POA2060	0-4	M	100
POA2060	5-14	F	415
POA2060	5-14	M	451
POA2060	15-19	F	186
POA2060	15-19	M	238
POA2060	20-24	F	202
POA2060	20-24	M	197
POA2060	25+	F	624
POA2060	25+	M	386
POA2061	0-4	F	25
POA2061	0-4	M	20
POA2061	5-14	F	108
POA2061	5-14	M	102
POA2061	15-19	F	55
POA2061	15-19	M	57
POA2061	20-24	F	72
POA2061	20-24	M	59
POA2061	25+	F	225
POA2061	25+	M	151
POA2062	0-4	F	64
POA2062	0-4	M	82
POA2062	5-14	F	419
POA2062	5-14	M	440
POA2062	15-19	F	124
POA2062	15-19	M	135
POA2062	20-24	F	62
POA2062	20-24	M	56
POA2062	25+	F	200
POA2062	25+	M	138
POA2063	0-4	F	42
POA2063	0-4	M	64
POA2063	5-14	F	493
POA2063	5-14	M	527
POA2063	15-19	F	236
POA2063	15-19	M	248
POA2063	20-24	F	84
POA2063	20-24	M	112
POA2063	25+	F	126
POA2063	25+	M	74
POA2064	0-4	F	69
POA2064	0-4	M	110
POA2064	5-14	F	592
POA2064	5-14	M	686
POA2064	15-19	F	171
POA2064	15-19	M	197
POA2064	20-24	F	133
POA2064	20-24	M	146
POA2064	25+	F	345
POA2064	25+	M	219
POA2065	0-4	F	265
POA2065	0-4	M	298
POA2065	5-14	F	1358
POA2065	5-14	M	1326
POA2065	15-19	F	455
POA2065	15-19	M	449
POA2065	20-24	F	411
POA2065	20-24	M	410
POA2065	25+	F	1127
POA2065	25+	M	746
POA2066	0-4	F	346
POA2066	0-4	M	380
POA2066	5-14	F	1989
POA2066	5-14	M	2205
POA2066	15-19	F	789
POA2066	15-19	M	895
POA2066	20-24	F	402
POA2066	20-24	M	516
POA2066	25+	F	997
POA2066	25+	M	640
POA2067	0-4	F	249
POA2067	0-4	M	252
POA2067	5-14	F	1493
POA2067	5-14	M	1560
POA2067	15-19	F	573
POA2067	15-19	M	645
POA2067	20-24	F	547
POA2067	20-24	M	492
POA2067	25+	F	1055
POA2067	25+	M	668
POA2068	0-4	F	171
POA2068	0-4	M	184
POA2068	5-14	F	1367
POA2068	5-14	M	1315
POA2068	15-19	F	580
POA2068	15-19	M	571
POA2068	20-24	F	248
POA2068	20-24	M	282
POA2068	25+	F	332
POA2068	25+	M	232
POA2069	0-4	F	124
POA2069	0-4	M	127
POA2069	5-14	F	1088
POA2069	5-14	M	1141
POA2069	15-19	F	498
POA2069	15-19	M	525
POA2069	20-24	F	250
POA2069	20-24	M	271
POA2069	25+	F	319
POA2069	25+	M	199
POA2070	0-4	F	147
POA2070	0-4	M	143
POA2070	5-14	F	1051
POA2070	5-14	M	1141
POA2070	15-19	F	478
POA2070	15-19	M	498
POA2070	20-24	F	264
POA2070	20-24	M	253
POA2070	25+	F	368
POA2070	25+	M	224
POA2071	0-4	F	103
POA2071	0-4	M	101
POA2071	5-14	F	915
POA2071	5-14	M	988
POA2071	15-19	F	450
POA2071	15-19	M	549
POA2071	20-24	F	263
POA2071	20-24	M	301
POA2071	25+	F	301
POA2071	25+	M	203
POA2072	0-4	F	66
POA2072	0-4	M	59
POA2072	5-14	F	550
POA2072	5-14	M	527
POA2072	15-19	F	291
POA2072	15-19	M	298
POA2072	20-24	F	169
POA2072	20-24	M	164
POA2072	25+	F	250
POA2072	25+	M	170
POA2073	0-4	F	170
POA2073	0-4	M	168
POA2073	5-14	F	1372
POA2073	5-14	M	1279
POA2073	15-19	F	698
POA2073	15-19	M	552
POA2073	20-24	F	323
POA2073	20-24	M	328
POA2073	25+	F	372
POA2073	25+	M	247
POA2074	0-4	F	214
POA2074	0-4	M	221
POA2074	5-14	F	1518
POA2074	5-14	M	1680
POA2074	15-19	F	724
POA2074	15-19	M	869
POA2074	20-24	F	398
POA2074	20-24	M	430
POA2074	25+	F	488
POA2074	25+	M	302
POA2075	0-4	F	203
POA2075	0-4	M	229
POA2075	5-14	F	1686
POA2075	5-14	M	1761
POA2075	15-19	F	642
POA2075	15-19	M	663
POA2075	20-24	F	328
POA2075	20-24	M	336
POA2075	25+	F	450
POA2075	25+	M	238
POA2076	0-4	F	202
POA2076	0-4	M	241
POA2076	5-14	F	1693
POA2076	5-14	M	1886
POA2076	15-19	F	904
POA2076	15-19	M	869
POA2076	20-24	F	383
POA2076	20-24	M	475
POA2076	25+	F	558
POA2076	25+	M	339
POA2077	0-4	F	434
POA2077	0-4	M	463
POA2077	5-14	F	2556
POA2077	5-14	M	2756
POA2077	15-19	F	897
POA2077	15-19	M	927
POA2077	20-24	F	658
POA2077	20-24	M	639
POA2077	25+	F	1556
POA2077	25+	M	959
POA2079	0-4	F	86
POA2079	0-4	M	83
POA2079	5-14	F	503
POA2079	5-14	M	568
POA2079	15-19	F	228
POA2079	15-19	M	238
POA2079	20-24	F	101
POA2079	20-24	M	115
POA2079	25+	F	197
POA2079	25+	M	107
POA2080	0-4	F	12
POA2080	0-4	M	17
POA2080	5-14	F	140
POA2080	5-14	M	140
POA2080	15-19	F	49
POA2080	15-19	M	59
POA2080	20-24	F	25
POA2080	20-24	M	20
POA2080	25+	F	45
POA2080	25+	M	34
POA2081	0-4	F	70
POA2081	0-4	M	42
POA2081	5-14	F	364
POA2081	5-14	M	459
POA2081	15-19	F	193
POA2081	15-19	M	179
POA2081	20-24	F	78
POA2081	20-24	M	74
POA2081	25+	F	112
POA2081	25+	M	66
POA2082	0-4	F	54
POA2082	0-4	M	60
POA2082	5-14	F	412
POA2082	5-14	M	430
POA2082	15-19	F	182
POA2082	15-19	M	172
POA2082	20-24	F	63
POA2082	20-24	M	76
POA2082	25+	F	105
POA2082	25+	M	56
POA2083	0-4	F	9
POA2083	0-4	M	3
POA2083	5-14	F	56
POA2083	5-14	M	74
POA2083	15-19	F	26
POA2083	15-19	M	33
POA2083	20-24	F	18
POA2083	20-24	M	13
POA2083	25+	F	37
POA2083	25+	M	22
POA2084	0-4	F	27
POA2084	0-4	M	31
POA2084	5-14	F	220
POA2084	5-14	M	284
POA2084	15-19	F	110
POA2084	15-19	M	113
POA2084	20-24	F	47
POA2084	20-24	M	55
POA2084	25+	F	59
POA2084	25+	M	30
POA2085	0-4	F	107
POA2085	0-4	M	106
POA2085	5-14	F	767
POA2085	5-14	M	866
POA2085	15-19	F	365
POA2085	15-19	M	397
POA2085	20-24	F	144
POA2085	20-24	M	177
POA2085	25+	F	186
POA2085	25+	M	93
POA2086	0-4	F	161
POA2086	0-4	M	181
POA2086	5-14	F	1123
POA2086	5-14	M	1174
POA2086	15-19	F	453
POA2086	15-19	M	522
POA2086	20-24	F	202
POA2086	20-24	M	213
POA2086	25+	F	270
POA2086	25+	M	150
POA2087	0-4	F	130
POA2087	0-4	M	132
POA2087	5-14	F	989
POA2087	5-14	M	1137
POA2087	15-19	F	468
POA2087	15-19	M	489
POA2087	20-24	F	193
POA2087	20-24	M	198
POA2087	25+	F	218
POA2087	25+	M	125
POA2088	0-4	F	205
POA2088	0-4	M	216
POA2088	5-14	F	1616
POA2088	5-14	M	1648
POA2088	15-19	F	727
POA2088	15-19	M	752
POA2088	20-24	F	403
POA2088	20-24	M	375
POA2088	25+	F	687
POA2088	25+	M	389
POA2089	0-4	F	91
POA2089	0-4	M	78
POA2089	5-14	F	436
POA2089	5-14	M	414
POA2089	15-19	F	162
POA2089	15-19	M	177
POA2089	20-24	F	153
POA2089	20-24	M	136
POA2089	25+	F	419
POA2089	25+	M	269
POA2090	0-4	F	108
POA2090	0-4	M	114
POA2090	5-14	F	582
POA2090	5-14	M	611
POA2090	15-19	F	221
POA2090	15-19	M	243
POA2090	20-24	F	176
POA2090	20-24	M	150
POA2090	25+	F	425
POA2090	25+	M	271
POA2092	0-4	F	88
POA2092	0-4	M	98
POA2092	5-14	F	586
POA2092	5-14	M	653
POA2092	15-19	F	266
POA2092	15-19	M	286
POA2092	20-24	F	101
POA2092	20-24	M	100
POA2092	25+	F	140
POA2092	25+	M	73
POA2093	0-4	F	272
POA2093	0-4	M	263
POA2093	5-14	F	1757
POA2093	5-14	M	1869
POA2093	15-19	F	743
POA2093	15-19	M	637
POA2093	20-24	F	279
POA2093	20-24	M	333
POA2093	25+	F	545
POA2093	25+	M	298
POA2094	0-4	F	83
POA2094	0-4	M	49
POA2094	5-14	F	322
POA2094	5-14	M	300
POA2094	15-19	F	139
POA2094	15-19	M	129
POA2094	20-24	F	78
POA2094	20-24	M	56
POA2094	25+	F	155
POA2094	25+	M	98
POA2095	0-4	F	123
POA2095	0-4	M	117
POA2095	5-14	F	644
POA2095	5-14	M	623
POA2095	15-19	F	252
POA2095	15-19	M	247
POA2095	20-24	F	187
POA2095	20-24	M	172
POA2095	25+	F	473
POA2095	25+	M	339
POA2096	0-4	F	127
POA2096	0-4	M	157
POA2096	5-14	F	809
POA2096	5-14	M	861
POA2096	15-19	F	343
POA2096	15-19	M	377
POA2096	20-24	F	179
POA2096	20-24	M	199
POA2096	25+	F	407
POA2096	25+	M	264
POA2097	0-4	F	158
POA2097	0-4	M	155
POA2097	5-14	F	988
POA2097	5-14	M	1024
POA2097	15-19	F	439
POA2097	15-19	M	514
POA2097	20-24	F	235
POA2097	20-24	M	226
POA2097	25+	F	312
POA2097	25+	M	202
POA2099	0-4	F	415
POA2099	0-4	M	406
POA2099	5-14	F	2234
POA2099	5-14	M	2418
