POA_CODE_2021	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
POA2032	1	5	260
POA2032	1	6	97
POA2033	0	1	1327
POA2033	0	2	264
POA2033	0	3	106
POA2033	0	4	30
POA2033	0	5	19
POA2033	0	6	6
POA2033	1	2	1337
POA2033	1	3	568
POA2033	1	4	490
POA2033	1	5	148
POA2033	1	6	64
POA2034	0	1	2411
POA2034	0	2	564
POA2034	0	3	225
POA2034	0	4	39
POA2034	0	6	6
POA2034	1	2	2495
POA2034	1	3	1073
POA2034	1	4	1009
POA2034	1	5	343
POA2034	1	6	98
POA2035	0	1	3639
POA2035	0	2	490
POA2035	0	3	134
POA2035	0	4	42
POA2035	0	5	17
POA2035	0	6	11
POA2035	1	2	3782
POA2035	1	3	2014
POA2035	1	4	2192
POA2035	1	5	717
POA2035	1	6	260
POA2036	0	1	3032
POA2036	0	2	353
POA2036	0	3	94
POA2036	0	4	21
POA2036	0	5	10
POA2036	0	6	4
POA2036	1	2	3386
POA2036	1	3	2035
POA2036	1	4	2023
POA2036	1	5	751
POA2036	1	6	301
POA2037	0	1	3047
POA2037	0	2	367
POA2037	0	3	177
POA2037	0	4	85
POA2037	0	5	15
POA2037	0	6	8
POA2037	1	2	2290
POA2037	1	3	806
POA2037	1	4	558
POA2037	1	5	125
POA2037	1	6	50
POA2038	0	1	1196
POA2038	0	2	138
POA2038	0	3	56
POA2038	0	4	23
POA2038	1	2	1125
POA2038	1	3	543
POA2038	1	4	552
POA2038	1	5	126
POA2038	1	6	28
POA2039	0	1	1047
POA2039	0	2	104
POA2039	0	3	34
POA2039	0	4	13
POA2039	0	5	3
POA2039	1	2	1223
POA2039	1	3	548
POA2039	1	4	483
POA2039	1	5	116
POA2039	1	6	20
POA2040	0	1	2377
POA2040	0	2	303
POA2040	0	3	121
POA2040	0	4	44
POA2040	0	5	9
POA2040	1	2	2611
POA2040	1	3	1409
POA2040	1	4	1552
POA2040	1	5	355
POA2040	1	6	69
POA2041	0	1	2070
POA2041	0	2	157
POA2041	0	3	33
POA2041	0	4	13
POA2041	0	5	3
POA2041	1	2	2193
POA2041	1	3	896
POA2041	1	4	900
POA2041	1	5	245
POA2041	1	6	38
POA2042	0	1	2902
POA2042	0	2	545
POA2042	0	3	367
POA2042	0	4	167
POA2042	0	5	44
POA2042	0	6	8
POA2042	1	2	2456
POA2042	1	3	849
POA2042	1	4	657
POA2042	1	5	141
POA2042	1	6	40
POA2043	0	1	1478
POA2043	0	2	305
POA2043	0	3	96
POA2043	0	4	39
POA2043	0	5	9
POA2043	0	6	4
POA2043	1	2	1713
POA2043	1	3	510
POA2043	1	4	322
POA2043	1	5	56
POA2043	1	6	11
POA2044	0	1	707
POA2044	0	2	181
POA2044	0	3	94
POA2044	0	4	41
POA2044	0	5	17
POA2044	0	6	8
POA2044	1	2	1014
POA2044	1	3	519
POA2044	1	4	434
POA2044	1	5	105
POA2044	1	6	63
POA2045	0	1	441
POA2045	0	2	36
POA2045	0	4	7
POA2045	1	2	631
POA2045	1	3	394
POA2045	1	4	489
POA2045	1	5	180
POA2045	1	6	51
POA2046	0	1	2823
POA2046	0	2	228
POA2046	0	3	34
POA2046	0	4	12
POA2046	0	5	10
POA2046	1	2	3322
POA2046	1	3	1711
POA2046	1	4	1794
POA2046	1	5	548
POA2046	1	6	166
POA2047	0	1	1410
POA2047	0	2	141
POA2047	0	3	40
POA2047	0	4	8
POA2047	0	5	4
POA2047	1	2	1698
POA2047	1	3	757
POA2047	1	4	616
POA2047	1	5	206
POA2047	1	6	51
POA2048	0	1	952
POA2048	0	2	177
POA2048	0	3	90
POA2048	0	4	39
POA2048	0	5	14
POA2048	0	6	3
POA2048	1	2	949
POA2048	1	3	392
POA2048	1	4	370
POA2048	1	5	112
POA2048	1	6	28
POA2049	0	1	1715
POA2049	0	2	276
POA2049	0	3	115
POA2049	0	4	41
POA2049	0	5	17
POA2049	0	6	3
POA2049	1	2	1507
POA2049	1	3	661
POA2049	1	4	580
POA2049	1	5	143
POA2049	1	6	37
POA2050	0	1	1694
POA2050	0	2	280
POA2050	0	3	105
POA2050	0	4	36
POA2050	0	5	6
POA2050	1	2	1292
POA2050	1	3	376
POA2050	1	4	212
POA2050	1	5	52
POA2050	1	6	5
POA2060	0	1	2920
POA2060	0	2	280
POA2060	0	3	78
POA2060	0	4	23
POA2060	0	6	4
POA2060	1	2	2496
POA2060	1	3	786
POA2060	1	4	471
POA2060	1	5	114
POA2060	1	6	31
POA2061	0	1	1459
POA2061	0	2	104
POA2061	0	3	27
POA2061	1	2	1165
POA2061	1	3	238
POA2061	1	4	133
POA2061	1	5	19
POA2061	1	6	5
POA2062	0	1	995
POA2062	0	2	73
POA2062	0	3	17
POA2062	0	4	6
POA2062	1	2	978
POA2062	1	3	452
POA2062	1	4	406
POA2062	1	5	111
POA2062	1	6	17
POA2063	0	1	396
POA2063	0	2	19
POA2063	1	2	630
POA2063	1	3	328
POA2063	1	4	471
POA2063	1	5	226
POA2063	1	6	66
POA2064	0	1	914
POA2064	0	2	161
POA2064	0	3	25
POA2064	0	4	5
POA2064	0	5	5
POA2064	1	2	992
POA2064	1	3	696
POA2064	1	4	623
POA2064	1	5	157
POA2064	1	6	51
POA2065	0	1	4821
POA2065	0	2	564
POA2065	0	3	169
POA2065	0	4	27
POA2065	0	5	5
POA2065	0	6	6
POA2065	1	2	4766
POA2065	1	3	1930
POA2065	1	4	1495
POA2065	1	5	367
POA2065	1	6	82
POA2066	0	1	3421
POA2066	0	2	345
POA2066	0	3	54
POA2066	0	4	8
POA2066	0	5	4
POA2066	1	2	3877
POA2066	1	3	2148
POA2066	1	4	2170
POA2066	1	5	776
POA2066	1	6	195
POA2067	0	1	2356
POA2067	0	2	330
POA2067	0	3	118
POA2067	0	4	56
POA2067	0	5	10
POA2067	0	6	10
POA2067	1	2	2996
POA2067	1	3	1758
POA2067	1	4	1711
POA2067	1	5	468
POA2067	1	6	213
POA2068	0	1	1083
POA2068	0	2	88
POA2068	0	3	21
POA2068	0	4	6
POA2068	0	5	3
POA2068	1	2	1672
POA2068	1	3	1026
POA2068	1	4	1376
POA2068	1	5	518
POA2068	1	6	139
POA2069	0	1	767
POA2069	0	2	83
POA2069	0	3	18
POA2069	0	4	4
POA2069	0	5	9
POA2069	1	2	1367
POA2069	1	3	836
POA2069	1	4	1153
POA2069	1	5	467
POA2069	1	6	148
POA2070	0	1	938
POA2070	0	2	59
POA2070	0	3	11
POA2070	0	4	3
POA2070	1	2	1366
POA2070	1	3	910
POA2070	1	4	1120
POA2070	1	5	422
POA2070	1	6	166
POA2071	0	1	803
POA2071	0	2	48
POA2071	0	3	9
POA2071	0	4	3
POA2071	1	2	1285
POA2071	1	3	849
POA2071	1	4	1006
POA2071	1	5	409
POA2071	1	6	148
POA2072	0	1	627
POA2072	0	2	53
POA2072	0	3	11
POA2072	0	4	3
POA2072	1	2	992
POA2072	1	3	655
POA2072	1	4	605
POA2072	1	5	192
POA2072	1	6	65
POA2073	0	1	755
POA2073	0	2	54
POA2073	0	3	7
POA2073	0	4	4
POA2073	1	2	1564
POA2073	1	3	1073
POA2073	1	4	1383
POA2073	1	5	555
POA2073	1	6	202
POA2074	0	1	1493
POA2074	0	2	71
POA2074	0	3	9
POA2074	0	5	5
POA2074	0	6	5
POA2074	1	2	2412
POA2074	1	3	1393
POA2074	1	4	1734
POA2074	1	5	690
POA2074	1	6	212
POA2075	0	1	1157
POA2075	0	2	53
POA2075	0	3	5
POA2075	0	4	3
POA2075	0	6	7
POA2075	1	2	2173
POA2075	1	3	1316
POA2075	1	4	1668
POA2075	1	5	661
POA2075	1	6	255
POA2076	0	1	1362
POA2076	0	2	85
POA2076	0	3	11
POA2076	0	4	3
POA2076	0	5	8
POA2076	1	2	2295
POA2076	1	3	1469
POA2076	1	4	1989
POA2076	1	5	710
POA2076	1	6	279
POA2077	0	1	3820
POA2077	0	2	353
POA2077	0	3	67
POA2077	0	4	33
POA2077	0	5	10
POA2077	0	6	4
POA2077	1	2	4514
POA2077	1	3	3229
POA2077	1	4	2800
POA2077	1	5	849
POA2077	1	6	355
POA2079	0	1	411
POA2079	0	2	36
POA2079	0	3	4
POA2079	0	4	4
POA2079	0	5	4
POA2079	1	2	769
POA2079	1	3	543
POA2079	1	4	617
POA2079	1	5	203
POA2079	1	6	88
POA2080	0	1	86
POA2080	0	2	5
POA2080	1	2	177
POA2080	1	3	103
POA2080	1	4	133
POA2080	1	5	54
POA2080	1	6	24
POA2081	0	1	247
POA2081	0	2	12
POA2081	1	2	505
POA2081	1	3	311
POA2081	1	4	458
POA2081	1	5	163
POA2081	1	6	75
POA2082	0	1	277
POA2082	0	2	18
POA2082	0	3	4
POA2082	1	2	551
POA2082	1	3	327
POA2082	1	4	450
POA2082	1	5	159
POA2082	1	6	49
POA2083	0	1	193
POA2083	0	2	18
POA2083	0	3	4
POA2083	1	2	249
POA2083	1	3	112
POA2083	1	4	69
POA2083	1	5	29
POA2083	1	6	7
POA2084	0	1	182
POA2084	0	2	12
POA2084	0	3	5
POA2084	1	2	379
POA2084	1	3	171
POA2084	1	4	267
POA2084	1	5	118
POA2084	1	6	58
POA2085	0	1	654
POA2085	0	2	28
POA2085	0	3	3
POA2085	0	4	5
POA2085	1	2	1066
POA2085	1	3	628
POA2085	1	4	922
POA2085	1	5	357
POA2085	1	6	123
POA2086	0	1	539
POA2086	0	2	39
POA2086	0	3	9
POA2086	0	4	11
POA2086	1	2	1064
POA2086	1	3	763
POA2086	1	4	1300
POA2086	1	5	481
POA2086	1	6	185
POA2087	0	1	789
POA2087	0	2	26
POA2087	0	3	4
POA2087	0	4	4
POA2087	0	5	3
POA2087	1	2	1052
POA2087	1	3	690
POA2087	1	4	1137
POA2087	1	5	459
POA2087	1	6	143
POA2088	0	1	3658
POA2088	0	2	222
POA2088	0	3	29
POA2088	0	4	3
POA2088	1	2	3772
POA2088	1	3	1501
POA2088	1	4	1574
POA2088	1	5	613
POA2088	1	6	160
POA2089	0	1	2124
POA2089	0	2	237
POA2089	0	3	68
POA2089	0	4	11
POA2089	0	5	5
POA2089	1	2	1755
POA2089	1	3	607
POA2089	1	4	451
POA2089	1	5	91
POA2089	1	6	25
POA2090	0	1	2284
POA2090	0	2	188
POA2090	0	3	62
POA2090	0	4	9
POA2090	0	5	5
POA2090	1	2	1989
POA2090	1	3	763
POA2090	1	4	666
POA2090	1	5	150
POA2090	1	6	46
POA2092	0	1	260
POA2092	0	2	26
POA2092	0	3	10
POA2092	0	4	3
POA2092	0	5	5
POA2092	1	2	597
POA2092	1	3	368
POA2092	1	4	652
POA2092	1	5	269
POA2092	1	6	77
POA2093	0	1	1780
POA2093	0	2	203
POA2093	0	3	44
POA2093	0	4	9
POA2093	0	5	3
POA2093	1	2	2353
POA2093	1	3	1332
POA2093	1	4	1826
POA2093	1	5	673
POA2093	1	6	177
POA2094	0	1	572
POA2094	0	2	96
POA2094	0	3	51
POA2094	0	4	6
POA2094	1	2	786
POA2094	1	3	371
POA2094	1	4	384
POA2094	1	5	113
POA2094	1	6	28
POA2095	0	1	2198
POA2095	0	2	334
POA2095	0	3	147
POA2095	0	4	35
POA2095	0	5	10
POA2095	0	6	6
POA2095	1	2	2423
POA2095	1	3	843
POA2095	1	4	724
POA2095	1	5	210
POA2095	1	6	45
POA2096	0	1	1408
POA2096	0	2	265
POA2096	0	3	43
POA2096	0	4	3
POA2096	0	5	6
POA2096	0	6	3
POA2096	1	2	1916
POA2096	1	3	832
POA2096	1	4	913
POA2096	1	5	309
POA2096	1	6	106
POA2097	0	1	1016
POA2097	0	2	109
POA2097	0	3	23
POA2097	0	4	12
POA2097	1	2	1568
POA2097	1	3	871
POA2097	1	4	1142
POA2097	1	5	475
POA2097	1	6	182
POA2099	0	1	4274
POA2099	0	2	517
POA2099	0	3	110
POA2099	0	4	36
POA2099	0	5	22
POA2099	0	6	9
POA2099	1	2	4722
POA2099	1	3	2574
POA2099	1	4	2674
POA2099	1	5	933
POA2099	1	6	443
POA2100	0	1	1359
POA2100	0	2	108
POA2100	0	3	33
POA2100	0	4	25
POA2100	0	5	6
POA2100	0	6	4
POA2100	1	2	1842
POA2100	1	3	1190
POA2100	1	4	1653
POA2100	1	5	709
POA2100	1	6	292
POA2101	0	1	1971
POA2101	0	2	150
POA2101	0	3	22
POA2101	0	4	11
POA2101	0	5	5
POA2101	1	2	2151
POA2101	1	3	1112
POA2101	1	4	1207
POA2101	1	5	482
POA2101	1	6	219
POA2102	0	1	468
POA2102	0	2	24
POA2102	0	3	3
POA2102	1	2	762
POA2102	1	3	477
POA2102	1	4	646
POA2102	1	5	262
POA2102	1	6	72
POA2103	0	1	939
POA2103	0	2	58
POA2103	0	3	14
POA2103	0	4	4
POA2103	0	5	3
POA2103	1	2	1340
POA2103	1	3	551
POA2103	1	4	654
POA2103	1	5	291
POA2103	1	6	110
POA2104	0	1	533
POA2104	0	2	13
POA2104	1	2	502
POA2104	1	3	177
POA2104	1	4	182
POA2104	1	5	86
POA2104	1	6	52
POA2105	0	1	152
POA2105	0	2	3
POA2105	1	2	290
POA2105	1	3	113
POA2105	1	4	130
POA2105	1	5	36
POA2105	1	6	11
POA2106	0	1	807
POA2106	0	2	62
POA2106	0	3	23
POA2106	0	4	7
POA2106	1	2	1183
POA2106	1	3	547
POA2106	1	4	616
POA2106	1	5	259
POA2106	1	6	79
POA2107	0	1	971
POA2107	0	2	61
POA2107	0	3	10
POA2107	0	4	3
POA2107	1	2	1795
POA2107	1	3	794
POA2107	1	4	1010
POA2107	1	5	498
POA2107	1	6	162
POA2108	0	1	179
POA2108	0	2	5
POA2108	0	3	5
POA2108	0	4	6
POA2108	1	2	323
POA2108	1	3	72
POA2108	1	4	77
POA2108	1	5	34
POA2108	1	6	5
POA2110	0	1	735
POA2110	0	2	39
POA2110	0	3	6
POA2110	1	2	946
POA2110	1	3	460
POA2110	1	4	604
POA2110	1	5	303
POA2110	1	6	109
POA2111	0	1	1897
POA2111	0	2	105
POA2111	0	3	17
POA2111	0	4	3
POA2111	0	6	4
POA2111	1	2	1828
POA2111	1	3	895
POA2111	1	4	946
POA2111	1	5	351
POA2111	1	6	123
POA2112	0	1	3694
POA2112	0	2	433
POA2112	0	3	63
POA2112	0	4	34
POA2112	0	5	5
POA2112	0	6	10
POA2112	1	2	4128
POA2112	1	3	2483
POA2112	1	4	2389
POA2112	1	5	825
POA2112	1	6	319
POA2113	0	1	2886
POA2113	0	2	429
POA2113	0	3	102
POA2113	0	4	33
POA2113	0	5	11
POA2113	0	6	3
POA2113	1	2	3383
POA2113	1	3	1732
POA2113	1	4	1411
POA2113	1	5	442
POA2113	1	6	178
POA2114	0	1	2637
POA2114	0	2	295
POA2114	0	3	56
POA2114	0	4	21
POA2114	0	5	7
POA2114	0	6	6
POA2114	1	2	2990
POA2114	1	3	1590
POA2114	1	4	1491
POA2114	1	5	492
POA2114	1	6	227
POA2115	0	1	931
POA2115	0	2	81
POA2115	0	3	21
POA2115	0	4	5
POA2115	1	2	1080
POA2115	1	3	816
POA2115	1	4	827
POA2115	1	5	329
POA2115	1	6	184
POA2116	0	1	574
POA2116	0	2	66
POA2116	0	3	18
POA2116	0	4	7
POA2116	0	5	4
POA2116	1	2	627
POA2116	1	3	449
POA2116	1	4	486
POA2116	1	5	208
POA2116	1	6	85
POA2117	0	1	1696
POA2117	0	2	163
POA2117	0	3	33
POA2117	0	4	9
POA2117	0	5	4
POA2117	1	2	1950
POA2117	1	3	1404
POA2117	1	4	1360
POA2117	1	5	638
POA2117	1	6	313
POA2118	0	1	1283
POA2118	0	2	163
POA2118	0	3	33
POA2118	0	4	15
POA2118	1	2	2347
POA2118	1	3	1920
POA2118	1	4	2090
POA2118	1	5	783
POA2118	1	6	410
POA2119	0	1	590
POA2119	0	2	27
POA2119	0	3	9
POA2119	1	2	1186
POA2119	1	3	689
POA2119	1	4	1025
POA2119	1	5	361
POA2119	1	6	168
POA2120	0	1	1174
POA2120	0	2	79
POA2120	0	3	33
POA2120	0	4	12
POA2120	0	5	10
