POA_CODE_2021	medianTotalPersonalIncome
POA4809	35360
POA4810	51012
POA4811	48620
POA4812	41704
POA4814	42588
POA4815	38220
POA4816	32292
POA4817	45240
POA4818	50856
POA4819	32552
POA4820	35204
POA4821	43108
POA4822	48360
POA4823	54548
POA4824	62920
POA4825	58916
POA4828	50804
POA4829	53560
POA4830	20176
POA4849	26312
POA4850	33436
POA4852	35672
POA4854	35412
POA4855	33384
POA4856	32656
POA4858	37648
POA4859	30472
POA4860	33384
POA4861	30368
POA4865	42588
POA4868	40716
POA4869	42380
POA4870	42328
POA4871	28808
POA4872	33124
POA4873	34112
POA4874	67600
POA4875	28028
POA4876	31616
POA4877	42744
POA4878	41808
POA4879	44148
POA4880	36036
POA4881	32344
POA4882	37180
POA4883	33592
POA4884	36608
POA4885	33332
POA4886	27456
POA4887	26832
POA4888	24648
POA4890	39832
POA4891	33280
POA4892	19084
POA4895	27040
POA5000	37752
POA5006	50128
POA5007	45604
POA5008	37284
POA5009	39208
POA5010	27508
POA5011	45604
POA5012	29796
POA5013	31148
POA5014	38064
POA5015	43264
POA5016	43472
POA5017	31616
POA5018	39416
POA5019	40040
POA5020	44148
POA5021	41132
POA5022	48256
POA5023	36712
POA5024	42588
POA5025	41132
POA5031	42224
POA5032	43004
POA5033	38012
POA5034	52156
POA5035	46072
POA5037	40612
POA5038	42744
POA5039	42536
POA5040	32760
POA5041	46436
POA5042	35932
POA5043	36088
POA5044	45916
POA5045	48880
POA5046	39624
POA5047	36868
POA5048	41392
POA5049	45552
POA5050	42120
POA5051	50232
POA5052	50232
POA5061	58240
POA5062	51532
POA5063	49712
POA5064	46176
POA5065	48360
POA5066	54392
POA5067	52104
POA5068	45968
POA5069	52624
POA5070	41028
POA5072	43368
POA5073	40300
POA5074	37804
POA5075	38636
POA5076	43056
POA5081	52468
POA5082	49868
POA5083	46124
POA5084	30576
POA5085	41808
POA5086	38376
POA5087	40196
POA5088	36712
POA5089	44512
POA5090	34216
POA5091	41808
POA5092	38272
POA5093	35412
POA5094	32240
POA5095	40456
POA5096	36192
POA5097	39520
POA5098	34216
POA5106	18720
POA5107	30420
POA5108	30576
POA5109	32448
POA5110	32864
POA5111	67184
POA5112	26624
POA5113	25376
POA5114	37856
POA5115	40196
POA5116	35204
POA5117	46488
POA5118	39208
POA5120	43108
POA5121	37440
POA5125	43264
POA5126	44200
POA5127	42276
POA5131	42276
POA5132	42120
POA5133	44200
POA5134	42484
POA5136	44460
POA5137	48984
POA5138	46384
POA5139	46384
POA5140	56940
POA5141	45032
POA5142	45344
POA5144	39468
POA5150	61048
POA5151	49452
POA5152	55640
POA5153	44408
POA5154	51740
POA5155	50440
POA5156	52468
POA5157	41236
POA5158	43784
POA5159	41600
POA5160	28600
POA5161	36608
POA5162	35256
POA5163	31980
POA5164	25636
POA5165	33332
POA5166	31148
POA5167	38896
POA5168	34372
POA5169	39884
POA5170	36244
POA5171	37908
POA5172	40716
POA5173	34320
POA5174	38324
POA5201	46904
POA5202	35828
POA5203	28652
POA5204	28028
POA5210	37700
POA5211	28548
POA5212	30784
POA5213	36816
POA5214	27820
POA5220	35724
POA5221	27144
POA5222	33852
POA5223	35984
POA5231	43940
POA5232	39260
POA5233	39780
POA5234	40352
POA5235	35620
POA5236	34424
POA5237	30680
POA5238	25324
POA5240	43576
POA5241	39468
POA5242	43836
POA5243	46228
POA5244	40456
POA5245	40612
POA5250	45968
POA5251	42328
POA5252	44408
POA5253	31044
POA5254	34008
POA5255	35152
POA5256	25844
POA5259	32708
POA5260	26364
POA5261	35360
POA5262	44824
POA5263	55484
POA5264	31512
POA5265	30264
POA5266	45136
POA5267	40768
POA5268	42640
POA5269	36556
POA5270	48464
POA5271	40560
POA5272	42536
POA5273	49348
POA5275	34684
POA5276	38064
POA5277	37180
POA5278	32552
POA5279	30212
POA5280	31200
POA5290	35932
POA5291	43316
POA5301	32604
POA5302	38272
POA5303	46800
POA5304	39312
POA5306	29900
POA5307	23660
POA5308	25480
POA5309	26624
POA5310	19916
POA5311	30888
POA5320	25584
POA5321	24908
POA5322	35568
POA5330	32136
POA5331	34944
POA5332	31304
POA5333	35880
POA5340	41080
POA5341	33956
POA5342	39260
POA5343	32292
POA5344	35984
POA5345	30940
POA5346	32812
POA5350	45864
POA5351	41912
POA5352	40924
POA5353	36088
POA5354	27040
POA5355	37128
POA5356	33332
POA5357	27768
POA5360	42380
POA5371	41392
POA5372	41080
POA5373	33852
POA5374	25376
POA5381	22828
POA5400	34736
POA5401	31824
POA5410	37388
POA5411	31980
POA5412	27352
POA5413	27560
POA5414	36452
POA5415	40196
POA5416	30056
POA5417	28860
POA5418	24752
POA5419	27768
POA5420	36400
POA5421	22724
POA5422	24076
POA5431	31928
POA5432	34060
POA5433	32136
POA5434	41964
POA5440	35724
POA5451	37908
POA5452	39676
POA5453	39572
POA5454	32552
POA5455	46800
POA5460	30940
POA5461	33176
POA5462	34580
POA5464	37596
POA5470	30368
POA5471	46800
POA5472	26728
POA5473	25376
POA5480	30368
POA5481	28392
POA5482	32188
POA5483	38636
POA5485	32760
POA5490	37076
POA5491	38428
POA5493	22828
POA5495	27508
POA5501	39312
POA5502	37544
POA5510	34112
POA5520	28236
POA5521	25844
POA5522	25844
POA5523	30680
POA5540	29588
POA5550	37024
POA5552	34060
POA5554	31512
POA5555	27872
POA5556	27092
POA5558	27976
POA5560	27872
POA5570	23712
POA5571	27248
POA5572	38324
POA5573	30056
POA5575	28756
POA5576	28756
POA5577	30160
POA5580	32500
POA5581	27248
POA5582	29276
POA5583	25272
POA5600	41236
POA5601	28756
POA5602	34788
POA5603	34216
POA5604	31928
POA5605	32604
POA5606	37284
POA5607	40768
POA5608	28652
POA5609	52156
POA5611	24648
POA5630	42640
POA5631	44928
POA5632	50648
POA5633	36972
POA5640	36660
POA5641	38220
POA5642	29692
POA5650	45032
POA5651	39624
POA5652	42848
POA5653	43056
POA5654	38116
POA5655	29380
POA5660	37700
POA5661	38324
POA5670	35464
POA5671	27508
POA5680	34476
POA5690	38428
POA5700	34476
POA5701	21424
POA5710	48100
POA5713	58500
POA5715	56836
POA5717	40248
POA5719	52884
POA5720	74412
POA5722	23972
POA5723	31408
POA5724	61360
POA5725	92924
POA5730	35516
POA5731	51428
POA5732	24908
POA5733	42068
POA5734	19812
POA5950	4810000
POA6000	59384
POA6003	58760
POA6004	61048
POA6005	65052
POA6006	59644
POA6007	69524
POA6008	64532
POA6009	47840
POA6010	59384
POA6011	76128
POA6012	53560
POA6014	56732
POA6015	63856
POA6016	56784
POA6017	47840
POA6018	54496
POA6019	62348
POA6020	51428
POA6021	43212
POA6022	46384
POA6023	49452
POA6024	44200
POA6025	48568
POA6026	44512
POA6027	45708
POA6028	49920
POA6029	57720
POA6030	41600
POA6031	47840
POA6032	43732
POA6033	36036
POA6034	52208
POA6035	39624
POA6036	43732
POA6037	37232
POA6038	50804
POA6041	29484
POA6042	27924
POA6043	32812
POA6044	35620
POA6050	55900
POA6051	54600
POA6052	52572
POA6053	52780
POA6054	41912
POA6055	51688
POA6056	39624
POA6057	43836
POA6058	42120
POA6059	41028
POA6060	50128
POA6061	37076
POA6062	38376
POA6063	36244
POA6064	32552
POA6065	46020
POA6066	37232
POA6067	17732
POA6068	46748
POA6069	47892
POA6070	48776
POA6071	46488
POA6072	47684
POA6073	36764
POA6074	39884
POA6076	42172
POA6077	35932
POA6078	40248
POA6079	29900
POA6081	46592
POA6082	43004
POA6083	45032
POA6084	45344
POA6090	70200
POA6100	54964
POA6101	52728
POA6102	36036
POA6103	52780
POA6104	45708
POA6105	41912
POA6106	37648
POA6107	41028
POA6108	35464
POA6109	33488
POA6110	38220
POA6111	37648
POA6112	44200
POA6121	43576
POA6122	49244
POA6123	44668
POA6124	48516
POA6125	41028
POA6126	27092
POA6147	35828
POA6148	40508
POA6149	43680
POA6150	37648
POA6151	58812
POA6152	48204
POA6153	55848
POA6154	46072
POA6155	41808
POA6156	49920
POA6157	51636
POA6158	55900
POA6159	66924
POA6160	53092
POA6161	57824
POA6162	47892
POA6163	42016
POA6164	51584
POA6165	31148
POA6166	46280
POA6167	38532
POA6168	34060
POA6169	36764
POA6170	48256
POA6171	48932
POA6172	39260
POA6173	50284
POA6174	46540
POA6175	47840
POA6176	46540
POA6180	40820
POA6181	46800
POA6182	
POA6207	39780
POA6208	32240
POA6209	29536
POA6210	32292
POA6211	33124
POA6213	33644
POA6214	37440
POA6215	32240
POA6218	30784
POA6219	30628
POA6220	39520
POA6221	31304
POA6223	44200
POA6224	31616
POA6225	30836
POA6226	48256
POA6227	47736
POA6228	32552
POA6229	30212
POA6230	39468
POA6232	39832
POA6233	41340
POA6236	43524
POA6237	40976
POA6239	35100
POA6240	34268
POA6243	26936
POA6244	36972
POA6251	35984
POA6252	35360
POA6253	28080
POA6254	28860
POA6255	32136
POA6256	41704
POA6258	36348
POA6260	37804
POA6262	30212
POA6271	37804
POA6275	29952
POA6280	37076
POA6281	45708
POA6282	49244
POA6284	45916
POA6285	43576
POA6286	40768
POA6288	37128
POA6290	28340
POA6302	31408
POA6304	29536
POA6306	33228
POA6308	33020
POA6309	35100
POA6311	34996
POA6312	38220
POA6313	38116
POA6315	36764
POA6316	38116
POA6317	37128
POA6318	42796
POA6320	39676
POA6321	36660
POA6322	32240
POA6323	28912
POA6324	32708
POA6326	40196
POA6327	34112
POA6328	41080
POA6330	36920
POA6333	32760
POA6335	41392
POA6336	47840
POA6337	53820
POA6338	42796
POA6341	56784
POA6343	57928
POA6346	58812
POA6348	38896
POA6350	36556
POA6351	34788
POA6352	46800
POA6353	51116
POA6355	54756
POA6356	55484
POA6357	46800
POA6358	42328
POA6359	56992
POA6361	45916
POA6363	56108
POA6365	48828
POA6367	38688
POA6368	54184
POA6369	46488
POA6370	38584
POA6372	31824
POA6373	50908
POA6375	41912
POA6383	31096
POA6384	54132
POA6385	112684
POA6386	59280
POA6390	43680
POA6391	51792
POA6392	49140
POA6393	26884
POA6394	43108
POA6395	45864
POA6396	53040
POA6397	26728
POA6398	25636
POA6401	33956
POA6403	28444
POA6405	36920
POA6407	37180
POA6409	36452
POA6410	27976
POA6411	48360
POA6412	43316
POA6413	25324
POA6414	37648
POA6415	39260
POA6418	38792
POA6419	40248
POA6420	51064
POA6421	45032
POA6422	67132
POA6423	35724
POA6424	71500
POA6425	57772
POA6426	54496
POA6427	114400
POA6428	58448
POA6429	42380
POA6430	66092
POA6431	33436
POA6432	52728
POA6434	110188
POA6436	42224
POA6437	94484
POA6438	56784
POA6440	81588
POA6442	51116
POA6443	35360
POA6445	34372
POA6446	52936
POA6447	66872
POA6448	36504
POA6450	41860
POA6452	78000
POA6460	37752
POA6461	36868
POA6462	44408
POA6463	44148
POA6465	53040
POA6466	32448
POA6467	56316
POA6468	53092
POA6470	84500
POA6472	47944
POA6473	22100
POA6475	38948
POA6476	44200
POA6477	45760
POA6479	39468
POA6480	48048
POA6484	32448
POA6485	30004
POA6487	45032
POA6488	26884
POA6489	23816
POA6490	33280
POA6501	40196
POA6502	34112
POA6503	38116
POA6504	34216
POA6505	38740
POA6506	48724
POA6507	52832
POA6509	54964
POA6510	41028
POA6511	32656
POA6512	45032
POA6513	52780
POA6514	27092
POA6515	41028
POA6516	32864
POA6517	42796
POA6518	26624
POA6519	38896
POA6521	50336
POA6522	41912
POA6525	32552
POA6528	32604
POA6530	39780
POA6532	47632
POA6535	28652
POA6536	33280
POA6537	40560
POA6556	42796
POA6558	38948
POA6560	35984
POA6562	36972
POA6564	32604
POA6566	31928
POA6567	32292
POA6568	38012
POA6569	46800
POA6571	70668
POA6572	62348
POA6574	60892
POA6575	53040
POA6603	39936
POA6605	66300
POA6606	33332
POA6608	48308
POA6609	52572
POA6612	41132
POA6613	62192
POA6614	46748
POA6616	38428
POA6620	72384
POA6623	35724
POA6625	54184
POA6627	39988
POA6628	23868
POA6630	35568
POA6631	94224
POA6632	50648
POA6635	69628
POA6638	44876
POA6639	35100
POA6640	59540
POA6642	52520
POA6646	62192
POA6701	41236
POA6705	25168
POA6707	50284
POA6710	70980
POA6712	112684
POA6713	88296
POA6714	82524
POA6716	108004
POA6718	19136
POA6720	85540
POA6721	94484
POA6722	73476
POA6725	53508
POA6726	60632
POA6728	25792
POA6740	23920
POA6743	54860
POA6751	98644
POA6753	89284
POA6754	101868
POA6758	130000
POA6760	74516
POA6762	95316
POA6765	20072
POA6770	19084
POA6798	64116
POA6799	38532
POA7000	46332
POA7004	49088
POA7005	44512
POA7007	47008
POA7008	44980
POA7009	37648
POA7010	33644
POA7011	35828
POA7012	43940
POA7015	43472
POA7016	31824
POA7017	45344
POA7018	42380
POA7019	37492
POA7020	50284
POA7021	48464
POA7022	41964
POA7023	38220
POA7024	57200
POA7025	41080
POA7026	40508
POA7027	24284
POA7030	34788
POA7050	39676
POA7052	46124
POA7053	45500
POA7054	43680
POA7055	45084
POA7109	35672
POA7112	27248
POA7113	27144
POA7116	29068
POA7117	26052
POA7119	26624
POA7120	27612
POA7139	77948
POA7140	31564
POA7150	37700
POA7155	35880
POA7162	33956
POA7163	33124
POA7170	52312
POA7171	40300
POA7172	36036
POA7173	38116
POA7174	30576
POA7175	40456
POA7176	30680
POA7177	32240
POA7178	25844
POA7179	28808
POA7180	22360
POA7182	27404
POA7183	21216
POA7184	26052
POA7185	33332
POA7186	26260
POA7187	25636
POA7190	28652
POA7209	28028
POA7210	26468
POA7211	34008
POA7212	34736
POA7213	24700
POA7214	24024
POA7215	29380
POA7216	25532
POA7248	30472
POA7249	38272
POA7250	38792
POA7252	36816
POA7253	25428
POA7254	30316
POA7255	36244
POA7256	43940
POA7257	21892
POA7258	52936
POA7259	36764
POA7260	29068
POA7261	24648
POA7262	37440
POA7263	26780
POA7264	23712
POA7265	25376
POA7267	36244
POA7268	35672
POA7270	26468
POA7275	31772
POA7276	35828
POA7277	39312
POA7290	40092
POA7291	40716
POA7292	43472
POA7300	39624
POA7301	34580
POA7302	36660
POA7303	31460
POA7304	29172
POA7305	29224
POA7306	31252
POA7307	33332
POA7310	33072
POA7315	31876
POA7316	35412
POA7320	34008
POA7321	33644
POA7322	31304
POA7325	31616
POA7330	35308
POA7331	38584
POA7466	21684
POA7467	26468
POA7468	37544
POA7469	26156
POA7470	27248
POA9494	
POA9797	98124
