POA_CODE_2021	Age5yr	Indigenous	Sex	persons
POA0810	15-19	1	M	129
POA0810	20-24		F	52
POA0810	20-24		M	79
POA0810	20-24	0	F	827
POA0810	20-24	0	M	876
POA0810	20-24	1	F	104
POA0810	20-24	1	M	109
POA0810	25-29		F	91
POA0810	25-29		M	110
POA0810	25-29	0	F	1423
POA0810	25-29	0	M	1291
POA0810	25-29	1	F	97
POA0810	25-29	1	M	92
POA0810	30-34		F	115
POA0810	30-34		M	95
POA0810	30-34	0	F	1626
POA0810	30-34	0	M	1419
POA0810	30-34	1	F	85
POA0810	30-34	1	M	77
POA0810	35-39		F	87
POA0810	35-39		M	91
POA0810	35-39	0	F	1368
POA0810	35-39	0	M	1306
POA0810	35-39	1	F	86
POA0810	35-39	1	M	45
POA0810	40-44		F	93
POA0810	40-44		M	109
POA0810	40-44	0	F	1166
POA0810	40-44	0	M	1105
POA0810	40-44	1	F	68
POA0810	40-44	1	M	65
POA0810	45-49		F	77
POA0810	45-49		M	85
POA0810	45-49	0	F	1000
POA0810	45-49	0	M	950
POA0810	45-49	1	F	71
POA0810	45-49	1	M	84
POA0810	50-54		F	48
POA0810	50-54		M	81
POA0810	50-54	0	F	918
POA0810	50-54	0	M	864
POA0810	50-54	1	F	87
POA0810	50-54	1	M	58
POA0810	55-59		F	55
POA0810	55-59		M	62
POA0810	55-59	0	F	745
POA0810	55-59	0	M	783
POA0810	55-59	1	F	55
POA0810	55-59	1	M	51
POA0810	60-64		F	47
POA0810	60-64		M	37
POA0810	60-64	0	F	665
POA0810	60-64	0	M	662
POA0810	60-64	1	F	63
POA0810	60-64	1	M	51
POA0810	65+		F	116
POA0810	65+		M	99
POA0810	65+	0	F	1739
POA0810	65+	0	M	1679
POA0810	65+	1	F	126
POA0810	65+	1	M	76
POA0812	0-4		F	52
POA0812	0-4		M	47
POA0812	0-4	0	F	430
POA0812	0-4	0	M	424
POA0812	0-4	1	F	156
POA0812	0-4	1	M	170
POA0812	5-9		F	54
POA0812	5-9		M	63
POA0812	5-9	0	F	486
POA0812	5-9	0	M	480
POA0812	5-9	1	F	162
POA0812	5-9	1	M	180
POA0812	10-14		F	62
POA0812	10-14		M	56
POA0812	10-14	0	F	454
POA0812	10-14	0	M	492
POA0812	10-14	1	F	138
POA0812	10-14	1	M	183
POA0812	15-19		F	56
POA0812	15-19		M	46
POA0812	15-19	0	F	380
POA0812	15-19	0	M	455
POA0812	15-19	1	F	144
POA0812	15-19	1	M	125
POA0812	20-24		F	33
POA0812	20-24		M	35
POA0812	20-24	0	F	339
POA0812	20-24	0	M	392
POA0812	20-24	1	F	102
POA0812	20-24	1	M	103
POA0812	25-29		F	49
POA0812	25-29		M	46
POA0812	25-29	0	F	421
POA0812	25-29	0	M	460
POA0812	25-29	1	F	99
POA0812	25-29	1	M	82
POA0812	30-34		F	55
POA0812	30-34		M	60
POA0812	30-34	0	F	557
POA0812	30-34	0	M	508
POA0812	30-34	1	F	97
POA0812	30-34	1	M	72
POA0812	35-39		F	65
POA0812	35-39		M	59
POA0812	35-39	0	F	547
POA0812	35-39	0	M	514
POA0812	35-39	1	F	83
POA0812	35-39	1	M	64
POA0812	40-44		F	56
POA0812	40-44		M	57
POA0812	40-44	0	F	622
POA0812	40-44	0	M	493
POA0812	40-44	1	F	92
POA0812	40-44	1	M	62
POA0812	45-49		F	53
POA0812	45-49		M	53
POA0812	45-49	0	F	512
POA0812	45-49	0	M	517
POA0812	45-49	1	F	97
POA0812	45-49	1	M	63
POA0812	50-54		F	39
POA0812	50-54		M	55
POA0812	50-54	0	F	501
POA0812	50-54	0	M	493
POA0812	50-54	1	F	86
POA0812	50-54	1	M	50
POA0812	55-59		F	39
POA0812	55-59		M	48
POA0812	55-59	0	F	499
POA0812	55-59	0	M	490
POA0812	55-59	1	F	72
POA0812	55-59	1	M	37
POA0812	60-64		F	31
POA0812	60-64		M	34
POA0812	60-64	0	F	507
POA0812	60-64	0	M	458
POA0812	60-64	1	F	65
POA0812	60-64	1	M	42
POA0812	65+		F	67
POA0812	65+		M	66
POA0812	65+	0	F	1001
POA0812	65+	0	M	1022
POA0812	65+	1	F	91
POA0812	65+	1	M	50
POA0820	0-4		F	27
POA0820	0-4		M	31
POA0820	0-4	0	F	447
POA0820	0-4	0	M	491
POA0820	0-4	1	F	42
POA0820	0-4	1	M	53
POA0820	5-9		F	17
POA0820	5-9		M	27
POA0820	5-9	0	F	457
POA0820	5-9	0	M	454
POA0820	5-9	1	F	43
POA0820	5-9	1	M	41
POA0820	10-14		F	25
POA0820	10-14		M	19
POA0820	10-14	0	F	404
POA0820	10-14	0	M	405
POA0820	10-14	1	F	66
POA0820	10-14	1	M	46
POA0820	15-19		F	31
POA0820	15-19		M	28
POA0820	15-19	0	F	365
POA0820	15-19	0	M	354
POA0820	15-19	1	F	55
POA0820	15-19	1	M	41
POA0820	20-24		F	57
POA0820	20-24		M	103
POA0820	20-24	0	F	515
POA0820	20-24	0	M	553
POA0820	20-24	1	F	66
POA0820	20-24	1	M	68
POA0820	25-29		F	86
POA0820	25-29		M	104
POA0820	25-29	0	F	1059
POA0820	25-29	0	M	902
POA0820	25-29	1	F	63
POA0820	25-29	1	M	62
POA0820	30-34		F	68
POA0820	30-34		M	110
POA0820	30-34	0	F	1021
POA0820	30-34	0	M	966
POA0820	30-34	1	F	52
POA0820	30-34	1	M	41
POA0820	35-39		F	56
POA0820	35-39		M	55
POA0820	35-39	0	F	829
POA0820	35-39	0	M	773
POA0820	35-39	1	F	38
POA0820	35-39	1	M	21
POA0820	40-44		F	38
POA0820	40-44		M	53
POA0820	40-44	0	F	610
POA0820	40-44	0	M	596
POA0820	40-44	1	F	43
POA0820	40-44	1	M	34
POA0820	45-49		F	40
POA0820	45-49		M	50
POA0820	45-49	0	F	560
POA0820	45-49	0	M	520
POA0820	45-49	1	F	40
POA0820	45-49	1	M	27
POA0820	50-54		F	42
POA0820	50-54		M	34
POA0820	50-54	0	F	547
POA0820	50-54	0	M	586
POA0820	50-54	1	F	43
POA0820	50-54	1	M	39
POA0820	55-59		F	29
POA0820	55-59		M	55
POA0820	55-59	0	F	509
POA0820	55-59	0	M	555
POA0820	55-59	1	F	37
POA0820	55-59	1	M	28
POA0820	60-64		F	24
POA0820	60-64		M	43
POA0820	60-64	0	F	417
POA0820	60-64	0	M	453
POA0820	60-64	1	F	20
POA0820	60-64	1	M	19
POA0820	65+		F	83
POA0820	65+		M	98
POA0820	65+	0	F	884
POA0820	65+	0	M	1017
POA0820	65+	1	F	35
POA0820	65+	1	M	35
POA0822	0-4		F	32
POA0822	0-4		M	34
POA0822	0-4	0	F	148
POA0822	0-4	0	M	153
POA0822	0-4	1	F	615
POA0822	0-4	1	M	675
POA0822	5-9		F	52
POA0822	5-9		M	39
POA0822	5-9	0	F	170
POA0822	5-9	0	M	157
POA0822	5-9	1	F	746
POA0822	5-9	1	M	830
POA0822	10-14		F	29
POA0822	10-14		M	45
POA0822	10-14	0	F	145
POA0822	10-14	0	M	154
POA0822	10-14	1	F	820
POA0822	10-14	1	M	877
POA0822	15-19		F	34
POA0822	15-19		M	40
POA0822	15-19	0	F	128
POA0822	15-19	0	M	124
POA0822	15-19	1	F	926
POA0822	15-19	1	M	1053
POA0822	20-24		F	51
POA0822	20-24		M	53
POA0822	20-24	0	F	116
POA0822	20-24	0	M	155
POA0822	20-24	1	F	887
POA0822	20-24	1	M	889
POA0822	25-29		F	64
POA0822	25-29		M	78
POA0822	25-29	0	F	194
POA0822	25-29	0	M	207
POA0822	25-29	1	F	815
POA0822	25-29	1	M	819
POA0822	30-34		F	70
POA0822	30-34		M	64
POA0822	30-34	0	F	243
POA0822	30-34	0	M	219
POA0822	30-34	1	F	782
POA0822	30-34	1	M	702
POA0822	35-39		F	51
POA0822	35-39		M	84
POA0822	35-39	0	F	229
POA0822	35-39	0	M	227
POA0822	35-39	1	F	729
POA0822	35-39	1	M	611
POA0822	40-44		F	51
POA0822	40-44		M	54
POA0822	40-44	0	F	206
POA0822	40-44	0	M	193
POA0822	40-44	1	F	558
POA0822	40-44	1	M	597
POA0822	45-49		F	47
POA0822	45-49		M	60
POA0822	45-49	0	F	233
POA0822	45-49	0	M	244
POA0822	45-49	1	F	518
POA0822	45-49	1	M	463
POA0822	50-54		F	59
POA0822	50-54		M	63
POA0822	50-54	0	F	249
POA0822	50-54	0	M	254
POA0822	50-54	1	F	506
POA0822	50-54	1	M	458
POA0822	55-59		F	71
POA0822	55-59		M	68
POA0822	55-59	0	F	227
POA0822	55-59	0	M	269
POA0822	55-59	1	F	361
POA0822	55-59	1	M	317
POA0822	60-64		F	32
POA0822	60-64		M	64
POA0822	60-64	0	F	228
POA0822	60-64	0	M	261
POA0822	60-64	1	F	280
POA0822	60-64	1	M	240
POA0822	65+		F	85
POA0822	65+		M	109
POA0822	65+	0	F	363
POA0822	65+	0	M	510
POA0822	65+	1	F	358
POA0822	65+	1	M	277
POA0828	0-4		F	8
POA0828	0-4	0	F	35
POA0828	0-4	0	M	49
POA0828	0-4	1	F	12
POA0828	0-4	1	M	9
POA0828	5-9		F	6
POA0828	5-9	0	F	39
POA0828	5-9	0	M	33
POA0828	5-9	1	F	11
POA0828	5-9	1	M	5
POA0828	10-14		F	14
POA0828	10-14		M	8
POA0828	10-14	0	F	34
POA0828	10-14	0	M	36
POA0828	10-14	1	F	26
POA0828	10-14	1	M	21
POA0828	15-19		F	11
POA0828	15-19		M	12
POA0828	15-19	0	F	33
POA0828	15-19	0	M	39
POA0828	15-19	1	F	29
POA0828	15-19	1	M	26
POA0828	20-24		M	5
POA0828	20-24	0	F	30
POA0828	20-24	0	M	41
POA0828	20-24	1	F	8
POA0828	20-24	1	M	10
POA0828	25-29		F	9
POA0828	25-29		M	12
POA0828	25-29	0	F	56
POA0828	25-29	0	M	63
POA0828	25-29	1	F	15
POA0828	25-29	1	M	9
POA0828	30-34		F	5
POA0828	30-34		M	5
POA0828	30-34	0	F	55
POA0828	30-34	0	M	49
POA0828	30-34	1	F	6
POA0828	30-34	1	M	11
POA0828	35-39		F	6
POA0828	35-39		M	10
POA0828	35-39	0	F	47
POA0828	35-39	0	M	62
POA0828	35-39	1	F	11
POA0828	35-39	1	M	12
POA0828	40-44		F	7
POA0828	40-44	0	F	47
POA0828	40-44	0	M	46
POA0828	40-44	1	F	5
POA0828	40-44	1	M	9
POA0828	45-49		F	14
POA0828	45-49		M	10
POA0828	45-49	0	F	34
POA0828	45-49	0	M	52
POA0828	45-49	1	F	7
POA0828	45-49	1	M	5
POA0828	50-54		F	7
POA0828	50-54		M	10
POA0828	50-54	0	F	31
POA0828	50-54	0	M	45
POA0828	50-54	1	F	7
POA0828	50-54	1	M	8
POA0828	55-59		F	12
POA0828	55-59		M	6
POA0828	55-59	0	F	36
POA0828	55-59	0	M	25
POA0828	55-59	1	F	16
POA0828	55-59	1	M	10
POA0828	60-64		F	6
POA0828	60-64		M	10
POA0828	60-64	0	F	23
POA0828	60-64	0	M	31
POA0828	60-64	1	F	7
POA0828	60-64	1	M	10
POA0828	65+		F	8
POA0828	65+		M	13
POA0828	65+	0	F	47
POA0828	65+	0	M	63
POA0828	65+	1	F	5
POA0828	65+	1	M	8
POA0829	0-4	0	F	6
POA0829	0-4	0	M	4
POA0829	5-9		F	5
POA0829	5-9		M	5
POA0829	5-9	0	F	5
POA0829	5-9	0	M	10
POA0829	10-14	0	F	4
POA0829	10-14	1	M	6
POA0829	15-19	0	F	16
POA0829	15-19	0	M	45
POA0829	15-19	1	F	3
POA0829	15-19	1	M	38
POA0829	20-24		F	3
POA0829	20-24		M	11
POA0829	20-24	0	F	40
POA0829	20-24	0	M	240
POA0829	20-24	1	F	9
POA0829	20-24	1	M	145
POA0829	25-29		M	8
POA0829	25-29	0	F	25
POA0829	25-29	0	M	118
POA0829	25-29	1	F	14
POA0829	25-29	1	M	164
POA0829	30-34		F	5
POA0829	30-34		M	3
POA0829	30-34	0	F	16
POA0829	30-34	0	M	70
POA0829	30-34	1	F	19
POA0829	30-34	1	M	154
POA0829	35-39		M	6
POA0829	35-39	0	F	16
POA0829	35-39	0	M	45
POA0829	35-39	1	F	13
POA0829	35-39	1	M	139
POA0829	40-44	0	F	8
POA0829	40-44	0	M	43
POA0829	40-44	1	F	12
POA0829	40-44	1	M	90
POA0829	45-49		M	10
POA0829	45-49	0	F	3
POA0829	45-49	0	M	31
POA0829	45-49	1	F	5
POA0829	45-49	1	M	74
POA0829	50-54	0	F	8
POA0829	50-54	0	M	42
POA0829	50-54	1	F	3
POA0829	50-54	1	M	43
POA0829	55-59		F	4
POA0829	55-59	0	F	17
POA0829	55-59	0	M	26
POA0829	55-59	1	F	4
POA0829	55-59	1	M	13
POA0829	60-64		M	9
POA0829	60-64	0	F	10
POA0829	60-64	0	M	21
POA0829	60-64	1	M	5
POA0829	65+		M	3
POA0829	65+	0	F	25
POA0829	65+	0	M	39
POA0829	65+	1	M	4
POA0830	0-4		F	63
POA0830	0-4		M	69
POA0830	0-4	0	F	518
POA0830	0-4	0	M	563
POA0830	0-4	1	F	145
POA0830	0-4	1	M	157
POA0830	5-9		F	91
POA0830	5-9		M	96
POA0830	5-9	0	F	494
POA0830	5-9	0	M	509
POA0830	5-9	1	F	169
POA0830	5-9	1	M	188
POA0830	10-14		F	69
POA0830	10-14		M	76
POA0830	10-14	0	F	430
POA0830	10-14	0	M	494
POA0830	10-14	1	F	157
POA0830	10-14	1	M	167
POA0830	15-19		F	46
POA0830	15-19		M	47
POA0830	15-19	0	F	352
POA0830	15-19	0	M	371
POA0830	15-19	1	F	140
POA0830	15-19	1	M	135
POA0830	20-24		F	52
POA0830	20-24		M	73
POA0830	20-24	0	F	376
POA0830	20-24	0	M	446
POA0830	20-24	1	F	105
POA0830	20-24	1	M	108
POA0830	25-29		F	73
POA0830	25-29		M	90
POA0830	25-29	0	F	559
POA0830	25-29	0	M	528
POA0830	25-29	1	F	118
POA0830	25-29	1	M	115
POA0830	30-34		F	75
POA0830	30-34		M	99
POA0830	30-34	0	F	642
POA0830	30-34	0	M	553
POA0830	30-34	1	F	126
POA0830	30-34	1	M	82
POA0830	35-39		F	70
POA0830	35-39		M	81
POA0830	35-39	0	F	644
POA0830	35-39	0	M	548
POA0830	35-39	1	F	100
POA0830	35-39	1	M	74
POA0830	40-44		F	63
POA0830	40-44		M	68
POA0830	40-44	0	F	527
POA0830	40-44	0	M	499
POA0830	40-44	1	F	85
POA0830	40-44	1	M	54
POA0830	45-49		F	57
POA0830	45-49		M	74
POA0830	45-49	0	F	475
POA0830	45-49	0	M	461
POA0830	45-49	1	F	85
POA0830	45-49	1	M	65
POA0830	50-54		F	38
POA0830	50-54		M	64
POA0830	50-54	0	F	490
POA0830	50-54	0	M	517
POA0830	50-54	1	F	80
POA0830	50-54	1	M	69
POA0830	55-59		F	41
POA0830	55-59		M	56
POA0830	55-59	0	F	392
POA0830	55-59	0	M	443
POA0830	55-59	1	F	69
POA0830	55-59	1	M	59
POA0830	60-64		F	34
POA0830	60-64		M	32
POA0830	60-64	0	F	335
POA0830	60-64	0	M	351
POA0830	60-64	1	F	42
POA0830	60-64	1	M	36
POA0830	65+		F	51
POA0830	65+		M	63
POA0830	65+	0	F	639
POA0830	65+	0	M	664
POA0830	65+	1	F	83
POA0830	65+	1	M	48
POA0832	0-4		F	53
POA0832	0-4		M	53
POA0832	0-4	0	F	724
POA0832	0-4	0	M	700
POA0832	0-4	1	F	130
POA0832	0-4	1	M	137
POA0832	5-9		F	72
POA0832	5-9		M	55
POA0832	5-9	0	F	664
POA0832	5-9	0	M	685
POA0832	5-9	1	F	131
POA0832	5-9	1	M	120
POA0832	10-14		F	45
POA0832	10-14		M	49
POA0832	10-14	0	F	531
POA0832	10-14	0	M	555
POA0832	10-14	1	F	125
POA0832	10-14	1	M	116
POA0832	15-19		F	33
POA0832	15-19		M	45
POA0832	15-19	0	F	467
POA0832	15-19	0	M	479
POA0832	15-19	1	F	86
POA0832	15-19	1	M	69
POA0832	20-24		F	51
POA0832	20-24		M	51
POA0832	20-24	0	F	547
POA0832	20-24	0	M	537
POA0832	20-24	1	F	84
POA0832	20-24	1	M	83
POA0832	25-29		F	77
POA0832	25-29		M	62
POA0832	25-29	0	F	786
POA0832	25-29	0	M	686
POA0832	25-29	1	F	115
POA0832	25-29	1	M	91
POA0832	30-34		F	75
POA0832	30-34		M	79
POA0832	30-34	0	F	906
POA0832	30-34	0	M	785
POA0832	30-34	1	F	77
POA0832	30-34	1	M	83
POA0832	35-39		F	69
POA0832	35-39		M	69
POA0832	35-39	0	F	784
POA0832	35-39	0	M	715
POA0832	35-39	1	F	71
POA0832	35-39	1	M	68
POA0832	40-44		F	42
POA0832	40-44		M	67
POA0832	40-44	0	F	684
POA0832	40-44	0	M	616
POA0832	40-44	1	F	43
POA0832	40-44	1	M	54
POA0832	45-49		F	40
POA0832	45-49		M	46
POA0832	45-49	0	F	516
POA0832	45-49	0	M	513
POA0832	45-49	1	F	45
POA0832	45-49	1	M	30
POA0832	50-54		F	28
POA0832	50-54		M	41
POA0832	50-54	0	F	382
POA0832	50-54	0	M	417
POA0832	50-54	1	F	42
POA0832	50-54	1	M	28
POA0832	55-59		F	17
POA0832	55-59		M	23
POA0832	55-59	0	F	301
POA0832	55-59	0	M	307
POA0832	55-59	1	F	30
POA0832	55-59	1	M	25
POA0832	60-64		F	13
POA0832	60-64		M	19
POA0832	60-64	0	F	220
POA0832	60-64	0	M	198
POA0832	60-64	1	F	25
POA0832	60-64	1	M	10
POA0832	65+		F	43
POA0832	65+		M	30
POA0832	65+	0	F	374
POA0832	65+	0	M	327
POA0832	65+	1	F	43
POA0832	65+	1	M	22
POA0834	0-4		F	4
POA0834	0-4		M	3
POA0834	0-4	0	F	32
POA0834	0-4	0	M	31
POA0834	0-4	1	F	9
POA0834	0-4	1	M	11
POA0834	5-9		F	7
POA0834	5-9		M	3
POA0834	5-9	0	F	53
POA0834	5-9	0	M	35
POA0834	5-9	1	F	4
POA0834	5-9	1	M	4
POA0834	10-14		F	6
POA0834	10-14		M	3
POA0834	10-14	0	F	58
POA0834	10-14	0	M	45
POA0834	10-14	1	F	7
POA0834	10-14	1	M	5
POA0834	15-19		F	3
POA0834	15-19		M	7
POA0834	15-19	0	F	51
POA0834	15-19	0	M	40
POA0834	15-19	1	F	8
POA0834	15-19	1	M	9
POA0834	20-24		F	5
POA0834	20-24		M	3
POA0834	20-24	0	F	32
POA0834	20-24	0	M	39
POA0834	20-24	1	F	5
POA0834	20-24	1	M	4
POA0834	25-29		F	4
POA0834	25-29		M	4
POA0834	25-29	0	F	38
POA0834	25-29	0	M	41
POA0834	25-29	1	F	3
POA0834	25-29	1	M	4
POA0834	30-34		M	12
POA0834	30-34	0	F	47
POA0834	30-34	0	M	37
POA0834	30-34	1	F	4
POA0834	35-39		F	3
POA0834	35-39		M	4
POA0834	35-39	0	F	40
POA0834	35-39	0	M	46
POA0834	35-39	1	F	6
POA0834	40-44		F	3
POA0834	40-44		M	5
POA0834	40-44	0	F	54
POA0834	40-44	0	M	45
POA0834	40-44	1	F	5
POA0834	40-44	1	M	5
POA0834	45-49		F	6
POA0834	45-49		M	10
POA0834	45-49	0	F	65
POA0834	45-49	0	M	73
POA0834	45-49	1	M	9
POA0834	50-54		F	11
POA0834	50-54		M	5
POA0834	50-54	0	F	68
POA0834	50-54	0	M	68
POA0834	50-54	1	F	8
POA0834	50-54	1	M	3
POA0834	55-59		M	4
POA0834	55-59	0	F	75
POA0834	55-59	0	M	76
POA0834	55-59	1	F	5
POA0834	60-64		M	6
POA0834	60-64	0	F	64
POA0834	60-64	0	M	57
POA0834	65+		F	9
POA0834	65+		M	7
POA0834	65+	0	F	105
POA0834	65+	0	M	125
POA0834	65+	1	F	4
POA0834	65+	1	M	5
POA0835	0-4		F	3
POA0835	0-4		M	7
POA0835	0-4	0	F	74
POA0835	0-4	0	M	79
POA0835	0-4	1	F	13
POA0835	0-4	1	M	13
POA0835	5-9		F	8
POA0835	5-9	0	F	60
POA0835	5-9	0	M	68
POA0835	5-9	1	F	14
POA0835	5-9	1	M	13
POA0835	10-14		F	7
POA0835	10-14		M	4
POA0835	10-14	0	F	86
POA0835	10-14	0	M	80
POA0835	10-14	1	F	11
POA0835	10-14	1	M	15
POA0835	15-19		M	4
POA0835	15-19	0	F	81
POA0835	15-19	0	M	81
POA0835	15-19	1	F	17
POA0835	15-19	1	M	12
POA0835	20-24		F	4
POA0835	20-24		M	5
POA0835	20-24	0	F	49
POA0835	20-24	0	M	62
POA0835	20-24	1	F	12
POA0835	20-24	1	M	11
POA0835	25-29		F	3
POA0835	25-29		M	8
POA0835	25-29	0	F	66
POA0835	25-29	0	M	59
POA0835	25-29	1	F	11
POA0835	25-29	1	M	5
POA0835	30-34		F	7
POA0835	30-34		M	8
POA0835	30-34	0	F	78
POA0835	30-34	0	M	85
POA0835	30-34	1	F	10
POA0835	30-34	1	M	5
POA0835	35-39		F	4
POA0835	35-39		M	15
POA0835	35-39	0	F	98
POA0835	35-39	0	M	93
POA0835	35-39	1	F	9
POA0835	35-39	1	M	5
POA0835	40-44		F	10
POA0835	40-44	0	F	72
POA0835	40-44	0	M	93
POA0835	40-44	1	F	3
POA0835	40-44	1	M	5
POA0835	45-49		F	10
POA0835	45-49		M	12
POA0835	45-49	0	F	95
POA0835	45-49	0	M	78
POA0835	45-49	1	F	16
POA0835	45-49	1	M	12
POA0835	50-54		F	5
POA0835	50-54		M	14
POA0835	50-54	0	F	122
POA0835	50-54	0	M	134
POA0835	50-54	1	F	6
POA0835	50-54	1	M	4
POA0835	55-59		F	8
POA0835	55-59		M	9
POA0835	55-59	0	F	108
POA0835	55-59	0	M	114
POA0835	55-59	1	F	3
POA0835	55-59	1	M	8
POA0835	60-64		F	9
POA0835	60-64		M	3
POA0835	60-64	0	F	107
POA0835	60-64	0	M	115
POA0835	60-64	1	F	3
POA0835	60-64	1	M	6
POA0835	65+		F	14
POA0835	65+		M	18
POA0835	65+	0	F	189
POA0835	65+	0	M	232
POA0835	65+	1	F	12
POA0835	65+	1	M	11
POA0836	0-4		F	13
POA0836	0-4		M	13
POA0836	0-4	0	F	165
POA0836	0-4	0	M	205
POA0836	0-4	1	F	27
POA0836	0-4	1	M	25
POA0836	5-9		F	23
POA0836	5-9		M	11
POA0836	5-9	0	F	219
POA0836	5-9	0	M	246
POA0836	5-9	1	F	48
POA0836	5-9	1	M	38
POA0836	10-14		F	20
POA0836	10-14		M	25
POA0836	10-14	0	F	222
POA0836	10-14	0	M	238
POA0836	10-14	1	F	41
POA0836	10-14	1	M	38
POA0836	15-19		F	20
POA0836	15-19		M	28
POA0836	15-19	0	F	176
POA0836	15-19	0	M	210
POA0836	15-19	1	F	25
POA0836	15-19	1	M	28
POA0836	20-24		F	11
POA0836	20-24		M	15
POA0836	20-24	0	F	145
POA0836	20-24	0	M	152
POA0836	20-24	1	F	11
POA0836	20-24	1	M	26
POA0836	25-29		F	10
POA0836	25-29		M	16
POA0836	25-29	0	F	166
POA0836	25-29	0	M	145
POA0836	25-29	1	F	11
POA0836	25-29	1	M	23
POA0836	30-34		F	12
POA0836	30-34		M	25
POA0836	30-34	0	F	208
POA0836	30-34	0	M	210
POA0836	30-34	1	F	18
POA0836	30-34	1	M	17
POA0836	35-39		F	27
POA0836	35-39		M	16
POA0836	35-39	0	F	273
POA0836	35-39	0	M	218
POA0836	35-39	1	F	16
POA0836	35-39	1	M	15
POA0836	40-44		F	25
POA0836	40-44		M	23
POA0836	40-44	0	F	243
POA0836	40-44	0	M	208
POA0836	40-44	1	F	23
POA0836	40-44	1	M	13
POA0836	45-49		F	21
POA0836	45-49		M	30
POA0836	45-49	0	F	244
POA0836	45-49	0	M	258
POA0836	45-49	1	F	16
POA0836	45-49	1	M	21
POA0836	50-54		F	36
POA0836	50-54		M	35
POA0836	50-54	0	F	296
POA0836	50-54	0	M	321
POA0836	50-54	1	F	15
POA0836	50-54	1	M	15
POA0836	55-59		F	18
POA0836	55-59		M	31
POA0836	55-59	0	F	230
POA0836	55-59	0	M	280
POA0836	55-59	1	F	21
POA0836	55-59	1	M	9
POA0836	60-64		F	15
POA0836	60-64		M	18
POA0836	60-64	0	F	181
POA0836	60-64	0	M	218
POA0836	60-64	1	F	13
POA0836	60-64	1	M	8
POA0836	65+		F	15
POA0836	65+		M	37
POA0836	65+	0	F	299
POA0836	65+	0	M	401
POA0836	65+	1	F	21
POA0836	65+	1	M	17
POA0837	0-4		M	5
POA0837	0-4	0	F	11
POA0837	0-4	0	M	5
POA0837	0-4	1	F	7
POA0837	0-4	1	M	7
POA0837	5-9		F	6
POA0837	5-9		M	3
