POA_CODE_2021	Age	MaritalStatus	Registered	adults
POA0828	65-74	Married	1	41
POA0828	65-74	Never married		33
POA0828	75-84	Married	1	23
POA0828	75-84	Never married		6
POA0829	15-19	Never married		7
POA0829	20-24	Never married		12
POA0829	25-34	Married	0	7
POA0829	25-34	Married	1	5
POA0829	25-34	Never married		10
POA0829	35-44	Married	0	4
POA0829	35-44	Married	1	14
POA0829	35-44	Never married		3
POA0829	45-54	Married	0	4
POA0829	45-54	Married	1	12
POA0829	45-54	Never married		6
POA0829	55-64	Married	1	31
POA0829	55-64	Never married		11
POA0829	65-74	Married	1	22
POA0829	65-74	Never married		12
POA0829	75-84	Married	1	5
POA0830	15-19	Married	0	26
POA0830	15-19	Never married		934
POA0830	20-24	Married	0	261
POA0830	20-24	Married	1	52
POA0830	20-24	Never married		663
POA0830	25-34	Married	0	763
POA0830	25-34	Married	1	819
POA0830	25-34	Never married		1028
POA0830	35-44	Married	0	498
POA0830	35-44	Married	1	1210
POA0830	35-44	Never married		706
POA0830	45-54	Married	0	305
POA0830	45-54	Married	1	1101
POA0830	45-54	Never married		707
POA0830	55-64	Married	0	196
POA0830	55-64	Married	1	861
POA0830	55-64	Never married		579
POA0830	65-74	Married	0	56
POA0830	65-74	Married	1	428
POA0830	65-74	Never married		457
POA0830	75-84	Married	0	11
POA0830	75-84	Married	1	126
POA0830	75-84	Never married		155
POA0830	85+	Married	1	17
POA0830	85+	Never married		57
POA0832	15-19	Married	0	27
POA0832	15-19	Never married		1034
POA0832	20-24	Married	0	398
POA0832	20-24	Married	1	64
POA0832	20-24	Never married		713
POA0832	25-34	Married	0	1045
POA0832	25-34	Married	1	1264
POA0832	25-34	Never married		1046
POA0832	35-44	Married	0	489
POA0832	35-44	Married	1	1777
POA0832	35-44	Never married		647
POA0832	45-54	Married	0	257
POA0832	45-54	Married	1	1141
POA0832	45-54	Never married		487
POA0832	55-64	Married	0	108
POA0832	55-64	Married	1	584
POA0832	55-64	Never married		368
POA0832	65-74	Married	0	27
POA0832	65-74	Married	1	257
POA0832	65-74	Never married		238
POA0832	75-84	Married	0	8
POA0832	75-84	Married	1	82
POA0832	75-84	Never married		93
POA0832	85+	Married	1	5
POA0832	85+	Never married		33
POA0834	15-19	Never married		111
POA0834	20-24	Married	0	18
POA0834	20-24	Never married		61
POA0834	25-34	Married	0	47
POA0834	25-34	Married	1	45
POA0834	25-34	Never married		74
POA0834	35-44	Married	0	35
POA0834	35-44	Married	1	122
POA0834	35-44	Never married		37
POA0834	45-54	Married	0	44
POA0834	45-54	Married	1	176
POA0834	45-54	Never married		67
POA0834	55-64	Married	0	37
POA0834	55-64	Married	1	149
POA0834	55-64	Never married		74
POA0834	65-74	Married	0	24
POA0834	65-74	Married	1	112
POA0834	65-74	Never married		44
POA0834	75-84	Married	1	17
POA0834	75-84	Never married		12
POA0834	85+	Married	1	4
POA0834	85+	Never married		4
POA0835	15-19	Married	0	3
POA0835	15-19	Never married		177
POA0835	20-24	Married	0	24
POA0835	20-24	Never married		100
POA0835	25-34	Married	0	118
POA0835	25-34	Married	1	70
POA0835	25-34	Never married		97
POA0835	35-44	Married	0	90
POA0835	35-44	Married	1	206
POA0835	35-44	Never married		66
POA0835	45-54	Married	0	92
POA0835	45-54	Married	1	272
POA0835	45-54	Never married		83
POA0835	55-64	Married	0	90
POA0835	55-64	Married	1	257
POA0835	55-64	Never married		97
POA0835	65-74	Married	0	27
POA0835	65-74	Married	1	167
POA0835	65-74	Never married		84
POA0835	75-84	Married	0	8
POA0835	75-84	Married	1	65
POA0835	75-84	Never married		52
POA0835	85+	Married	1	4
POA0835	85+	Never married		14
POA0836	15-19	Married	0	11
POA0836	15-19	Never married		424
POA0836	20-24	Married	0	75
POA0836	20-24	Married	1	3
POA0836	20-24	Never married		239
POA0836	25-34	Married	0	248
POA0836	25-34	Married	1	230
POA0836	25-34	Never married		276
POA0836	35-44	Married	0	240
POA0836	35-44	Married	1	563
POA0836	35-44	Never married		162
POA0836	45-54	Married	0	248
POA0836	45-54	Married	1	664
POA0836	45-54	Never married		236
POA0836	55-64	Married	0	137
POA0836	55-64	Married	1	502
POA0836	55-64	Never married		279
POA0836	65-74	Married	0	55
POA0836	65-74	Married	1	291
POA0836	65-74	Never married		171
POA0836	75-84	Married	0	7
POA0836	75-84	Married	1	65
POA0836	75-84	Never married		66
POA0836	85+	Married	1	5
POA0836	85+	Never married		27
POA0837	15-19	Never married		13
POA0837	20-24	Never married		13
POA0837	25-34	Married	0	15
POA0837	25-34	Married	1	5
POA0837	25-34	Never married		12
POA0837	35-44	Married	0	10
POA0837	35-44	Married	1	25
POA0837	35-44	Never married		17
POA0837	45-54	Married	0	8
POA0837	45-54	Married	1	23
POA0837	45-54	Never married		15
POA0837	55-64	Married	0	7
POA0837	55-64	Married	1	29
POA0837	55-64	Never married		30
POA0837	65-74	Married	0	3
POA0837	65-74	Married	1	25
POA0837	65-74	Never married		21
POA0837	75-84	Married	1	3
POA0837	75-84	Never married		6
POA0837	85+	Never married		3
POA0838	15-19	Never married		31
POA0838	20-24	Married	0	4
POA0838	20-24	Never married		13
POA0838	25-34	Married	0	31
POA0838	25-34	Married	1	31
POA0838	25-34	Never married		12
POA0838	35-44	Married	0	46
POA0838	35-44	Married	1	43
POA0838	35-44	Never married		26
POA0838	45-54	Married	0	16
POA0838	45-54	Married	1	43
POA0838	45-54	Never married		30
POA0838	55-64	Married	0	16
POA0838	55-64	Married	1	58
POA0838	55-64	Never married		34
POA0838	65-74	Married	0	5
POA0838	65-74	Married	1	45
POA0838	65-74	Never married		23
POA0838	75-84	Married	1	13
POA0838	75-84	Never married		8
POA0839	15-19	Never married		11
POA0839	20-24	Married	0	12
POA0839	20-24	Married	1	4
POA0839	20-24	Never married		32
POA0839	25-34	Married	0	24
POA0839	25-34	Married	1	39
POA0839	25-34	Never married		50
POA0839	35-44	Married	0	3
POA0839	35-44	Married	1	16
POA0839	35-44	Never married		14
POA0839	45-54	Married	0	3
POA0839	45-54	Married	1	15
POA0839	45-54	Never married		20
POA0839	55-64	Married	1	11
POA0839	55-64	Never married		13
POA0839	65-74	Married	0	4
POA0839	65-74	Married	1	16
POA0839	65-74	Never married		24
POA0839	75-84	Married	1	4
POA0839	75-84	Never married		10
POA0839	85+	Married	1	6
POA0840	15-19	Never married		6
POA0840	25-34	Married	1	3
POA0840	25-34	Never married		3
POA0840	35-44	Married	0	3
POA0840	35-44	Married	1	10
POA0840	35-44	Never married		11
POA0840	45-54	Married	0	17
POA0840	45-54	Married	1	17
POA0840	45-54	Never married		25
POA0840	55-64	Married	0	16
POA0840	55-64	Married	1	36
POA0840	55-64	Never married		23
POA0840	65-74	Married	0	16
POA0840	65-74	Married	1	69
POA0840	65-74	Never married		40
POA0840	75-84	Married	0	4
POA0840	75-84	Married	1	13
POA0840	75-84	Never married		8
POA0841	15-19	Never married		26
POA0841	20-24	Married	0	5
POA0841	20-24	Never married		8
POA0841	25-34	Married	0	9
POA0841	25-34	Married	1	16
POA0841	25-34	Never married		14
POA0841	35-44	Married	0	23
POA0841	35-44	Married	1	26
POA0841	35-44	Never married		16
POA0841	45-54	Married	0	28
POA0841	45-54	Married	1	32
POA0841	45-54	Never married		39
POA0841	55-64	Married	0	15
POA0841	55-64	Married	1	32
POA0841	55-64	Never married		39
POA0841	65-74	Married	0	4
POA0841	65-74	Married	1	38
POA0841	65-74	Never married		20
POA0841	75-84	Married	1	12
POA0841	75-84	Never married		10
POA0845	15-19	Never married		16
POA0845	20-24	Married	0	4
POA0845	20-24	Never married		3
POA0845	25-34	Married	0	7
POA0845	25-34	Married	1	3
POA0845	25-34	Never married		10
POA0845	35-44	Married	0	5
POA0845	35-44	Married	1	10
POA0845	35-44	Never married		10
POA0845	45-54	Married	0	16
POA0845	45-54	Married	1	12
POA0845	45-54	Never married		22
POA0845	55-64	Married	0	8
POA0845	55-64	Married	1	7
POA0845	55-64	Never married		37
POA0845	65-74	Married	1	15
POA0845	65-74	Never married		24
POA0845	75-84	Married	1	5
POA0845	75-84	Never married		8
POA0846	15-19	Never married		4
POA0846	20-24	Never married		10
POA0846	25-34	Married	1	10
POA0846	25-34	Never married		9
POA0846	35-44	Married	0	4
POA0846	35-44	Married	1	3
POA0846	35-44	Never married		6
POA0846	45-54	Married	1	15
POA0846	45-54	Never married		11
POA0846	55-64	Married	0	16
POA0846	55-64	Married	1	17
POA0846	55-64	Never married		6
POA0846	65-74	Married	0	4
POA0846	65-74	Married	1	20
POA0846	65-74	Never married		18
POA0846	75-84	Married	1	10
POA0846	75-84	Never married		11
POA0846	85+	Never married		3
POA0847	15-19	Never married		18
POA0847	20-24	Married	0	3
POA0847	20-24	Never married		8
POA0847	25-34	Married	0	10
POA0847	25-34	Married	1	13
POA0847	25-34	Never married		21
POA0847	35-44	Married	0	4
POA0847	35-44	Married	1	8
POA0847	35-44	Never married		12
POA0847	45-54	Married	0	7
POA0847	45-54	Married	1	17
POA0847	45-54	Never married		10
POA0847	55-64	Married	0	9
POA0847	55-64	Married	1	8
POA0847	55-64	Never married		18
POA0847	65-74	Married	1	10
POA0847	65-74	Never married		16
POA0847	75-84	Never married		12
POA0850	15-19	Married	0	11
POA0850	15-19	Never married		319
POA0850	20-24	Married	0	84
POA0850	20-24	Married	1	30
POA0850	20-24	Never married		313
POA0850	25-34	Married	0	312
POA0850	25-34	Married	1	323
POA0850	25-34	Never married		485
POA0850	35-44	Married	0	196
POA0850	35-44	Married	1	426
POA0850	35-44	Never married		271
POA0850	45-54	Married	0	178
POA0850	45-54	Married	1	345
POA0850	45-54	Never married		272
POA0850	55-64	Married	0	100
POA0850	55-64	Married	1	333
POA0850	55-64	Never married		264
POA0850	65-74	Married	0	47
POA0850	65-74	Married	1	182
POA0850	65-74	Never married		168
POA0850	75-84	Married	0	12
POA0850	75-84	Married	1	69
POA0850	75-84	Never married		80
POA0850	85+	Married	1	4
POA0850	85+	Never married		19
POA0852	15-19	Married	0	21
POA0852	15-19	Married	1	43
POA0852	15-19	Never married		574
POA0852	20-24	Married	0	83
POA0852	20-24	Married	1	164
POA0852	20-24	Never married		396
POA0852	25-34	Married	0	188
POA0852	25-34	Married	1	472
POA0852	25-34	Never married		486
POA0852	35-44	Married	0	139
POA0852	35-44	Married	1	402
POA0852	35-44	Never married		321
POA0852	45-54	Married	0	112
POA0852	45-54	Married	1	335
POA0852	45-54	Never married		299
POA0852	55-64	Married	0	53
POA0852	55-64	Married	1	255
POA0852	55-64	Never married		215
POA0852	65-74	Married	0	23
POA0852	65-74	Married	1	135
POA0852	65-74	Never married		140
POA0852	75-84	Married	0	7
POA0852	75-84	Married	1	21
POA0852	75-84	Never married		54
POA0852	85+	Married	1	5
POA0852	85+	Never married		22
POA0853	15-19	Never married		10
POA0853	20-24	Married	0	14
POA0853	20-24	Married	1	4
POA0853	20-24	Never married		3
POA0853	25-34	Married	0	81
POA0853	25-34	Married	1	81
POA0853	25-34	Never married		10
POA0853	35-44	Married	0	29
POA0853	35-44	Married	1	76
POA0853	35-44	Never married		5
POA0853	45-54	Married	1	25
POA0853	45-54	Never married		5
POA0853	55-64	Married	1	11
POA0853	55-64	Never married		3
POA0853	65-74	Never married		3
POA0853	85+	Married	1	3
POA0854	15-19	Never married		49
POA0854	20-24	Married	0	11
POA0854	20-24	Married	1	11
POA0854	20-24	Never married		39
POA0854	25-34	Married	0	23
POA0854	25-34	Married	1	29
POA0854	25-34	Never married		37
POA0854	35-44	Married	0	29
POA0854	35-44	Married	1	26
POA0854	35-44	Never married		29
POA0854	45-54	Married	0	24
POA0854	45-54	Married	1	26
POA0854	45-54	Never married		40
POA0854	55-64	Married	0	18
POA0854	55-64	Married	1	22
POA0854	55-64	Never married		29
POA0854	65-74	Married	0	9
POA0854	65-74	Married	1	3
POA0854	65-74	Never married		28
POA0854	75-84	Never married		6
POA0860	15-19	Married	0	9
POA0860	15-19	Never married		138
POA0860	20-24	Married	0	20
POA0860	20-24	Married	1	20
POA0860	20-24	Never married		127
POA0860	25-34	Married	0	96
POA0860	25-34	Married	1	132
POA0860	25-34	Never married		235
POA0860	35-44	Married	0	55
POA0860	35-44	Married	1	130
POA0860	35-44	Never married		140
POA0860	45-54	Married	0	54
POA0860	45-54	Married	1	128
POA0860	45-54	Never married		146
POA0860	55-64	Married	0	33
POA0860	55-64	Married	1	104
POA0860	55-64	Never married		158
POA0860	65-74	Married	0	17
POA0860	65-74	Married	1	61
POA0860	65-74	Never married		96
POA0860	75-84	Married	1	25
POA0860	75-84	Never married		32
POA0860	85+	Never married		4
POA0862	15-19	Married	0	3
POA0862	15-19	Never married		30
POA0862	20-24	Married	1	13
POA0862	20-24	Never married		20
POA0862	25-34	Married	0	20
POA0862	25-34	Married	1	34
POA0862	25-34	Never married		38
POA0862	35-44	Married	0	6
POA0862	35-44	Married	1	31
POA0862	35-44	Never married		24
POA0862	45-54	Married	0	8
POA0862	45-54	Married	1	20
POA0862	45-54	Never married		21
POA0862	55-64	Married	1	21
POA0862	55-64	Never married		21
POA0862	65-74	Married	1	11
POA0862	65-74	Never married		14
POA0862	75-84	Never married		4
POA0870	15-19	Married	0	17
POA0870	15-19	Married	1	4
POA0870	15-19	Never married		1008
POA0870	20-24	Married	0	196
POA0870	20-24	Married	1	48
POA0870	20-24	Never married		606
POA0870	25-34	Married	0	863
POA0870	25-34	Married	1	1027
POA0870	25-34	Never married		1484
POA0870	35-44	Married	0	537
POA0870	35-44	Married	1	1434
POA0870	35-44	Never married		843
POA0870	45-54	Married	0	364
POA0870	45-54	Married	1	975
POA0870	45-54	Never married		838
POA0870	55-64	Married	0	245
POA0870	55-64	Married	1	1003
POA0870	55-64	Never married		728
POA0870	65-74	Married	0	88
POA0870	65-74	Married	1	529
POA0870	65-74	Never married		502
POA0870	75-84	Married	0	13
POA0870	75-84	Married	1	168
POA0870	75-84	Never married		197
POA0870	85+	Married	0	4
POA0870	85+	Married	1	20
POA0870	85+	Never married		58
POA0872	15-19	Married	0	19
POA0872	15-19	Married	1	71
POA0872	15-19	Never married		953
POA0872	20-24	Married	0	85
POA0872	20-24	Married	1	288
POA0872	20-24	Never married		663
POA0872	25-34	Married	0	289
POA0872	25-34	Married	1	938
POA0872	25-34	Never married		1009
POA0872	35-44	Married	0	135
POA0872	35-44	Married	1	939
POA0872	35-44	Never married		650
POA0872	45-54	Married	0	138
POA0872	45-54	Married	1	643
POA0872	45-54	Never married		616
POA0872	55-64	Married	0	68
POA0872	55-64	Married	1	395
POA0872	55-64	Never married		536
POA0872	65-74	Married	0	14
POA0872	65-74	Married	1	185
POA0872	65-74	Never married		286
POA0872	75-84	Married	0	3
POA0872	75-84	Married	1	37
POA0872	75-84	Never married		97
POA0872	85+	Married	1	11
POA0872	85+	Never married		24
POA0873	15-19	Married	0	5
POA0873	15-19	Never married		108
POA0873	20-24	Married	0	27
POA0873	20-24	Married	1	10
POA0873	20-24	Never married		75
POA0873	25-34	Married	0	81
POA0873	25-34	Married	1	102
POA0873	25-34	Never married		141
POA0873	35-44	Married	0	45
POA0873	35-44	Married	1	124
POA0873	35-44	Never married		106
POA0873	45-54	Married	0	38
POA0873	45-54	Married	1	178
POA0873	45-54	Never married		96
POA0873	55-64	Married	0	29
POA0873	55-64	Married	1	144
POA0873	55-64	Never married		120
POA0873	65-74	Married	0	13
POA0873	65-74	Married	1	91
POA0873	65-74	Never married		79
POA0873	75-84	Married	1	32
POA0873	75-84	Never married		26
POA0873	85+	Never married		7
POA0874	15-19	Never married		12
POA0874	20-24	Never married		22
POA0874	25-34	Married	0	15
POA0874	25-34	Married	1	54
POA0874	25-34	Never married		47
POA0874	35-44	Married	0	13
POA0874	35-44	Married	1	58
POA0874	35-44	Never married		22
POA0874	45-54	Married	0	5
POA0874	45-54	Married	1	46
POA0874	45-54	Never married		13
POA0874	55-64	Married	1	35
POA0874	55-64	Never married		18
POA0874	65-74	Married	1	4
POA0874	65-74	Never married		3
POA0874	75-84	Never married		4
POA0874	85+	Never married		4
POA0875	15-19	Married	0	3
POA0875	15-19	Never married		140
POA0875	20-24	Married	0	26
POA0875	20-24	Married	1	11
POA0875	20-24	Never married		83
POA0875	25-34	Married	0	106
POA0875	25-34	Married	1	103
POA0875	25-34	Never married		141
POA0875	35-44	Married	0	80
POA0875	35-44	Married	1	149
POA0875	35-44	Never married		123
POA0875	45-54	Married	0	52
POA0875	45-54	Married	1	144
POA0875	45-54	Never married		112
POA0875	55-64	Married	0	32
POA0875	55-64	Married	1	109
POA0875	55-64	Never married		95
POA0875	65-74	Married	0	7
POA0875	65-74	Married	1	43
POA0875	65-74	Never married		65
POA0875	75-84	Married	1	14
POA0875	75-84	Never married		29
POA0875	85+	Never married		15
POA0880	15-19	Married	0	5
POA0880	15-19	Married	1	7
POA0880	15-19	Never married		252
POA0880	20-24	Married	0	21
POA0880	20-24	Married	1	26
POA0880	20-24	Never married		147
POA0880	25-34	Married	0	162
POA0880	25-34	Married	1	209
POA0880	25-34	Never married		250
POA0880	35-44	Married	0	122
POA0880	35-44	Married	1	368
POA0880	35-44	Never married		189
POA0880	45-54	Married	0	87
POA0880	45-54	Married	1	266
POA0880	45-54	Never married		156
POA0880	55-64	Married	0	46
POA0880	55-64	Married	1	174
POA0880	55-64	Never married		125
POA0880	65-74	Married	0	3
POA0880	65-74	Married	1	68
POA0880	65-74	Never married		58
POA0880	75-84	Married	1	11
POA0880	75-84	Never married		18
POA0885	15-19	Never married		11
POA0885	20-24	Married	0	3
POA0885	20-24	Never married		8
POA0885	25-34	Married	0	21
POA0885	25-34	Married	1	39
POA0885	25-34	Never married		18
POA0885	35-44	Married	0	36
POA0885	35-44	Married	1	77
POA0885	35-44	Never married		16
POA0885	45-54	Married	0	13
POA0885	45-54	Married	1	49
POA0885	45-54	Never married		24
POA0885	55-64	Married	0	8
POA0885	55-64	Married	1	35
POA0885	55-64	Never married		19
POA0885	65-74	Married	0	3
POA0885	65-74	Married	1	7
POA0886	15-19	Married	1	5
POA0886	15-19	Never married		29
POA0886	20-24	Married	0	9
POA0886	20-24	Married	1	4
POA0886	20-24	Never married		14
POA0886	25-34	Married	0	28
POA0886	25-34	Married	1	32
POA0886	25-34	Never married		37
POA0886	35-44	Married	0	24
POA0886	35-44	Married	1	35
POA0886	35-44	Never married		27
POA0886	45-54	Married	0	26
POA0886	45-54	Married	1	34
POA0886	45-54	Never married		35
POA0886	55-64	Married	0	13
POA0886	55-64	Married	1	34
POA0886	55-64	Never married		36
POA0886	65-74	Married	1	12
POA0886	65-74	Never married		7
POA2000	15-19	Married	0	18
POA2000	15-19	Never married		474
POA2000	20-24	Married	0	516
POA2000	20-24	Married	1	83
POA2000	20-24	Never married		2280
POA2000	25-34	Married	0	2159
POA2000	25-34	Married	1	1695
POA2000	25-34	Never married		5499
POA2000	35-44	Married	0	831
POA2000	35-44	Married	1	1566
POA2000	35-44	Never married		2351
POA2000	45-54	Married	0	289
POA2000	45-54	Married	1	757
POA2000	45-54	Never married		1008
POA2000	55-64	Married	0	145
POA2000	55-64	Married	1	794
POA2000	55-64	Never married		660
POA2000	65-74	Married	0	78
POA2000	65-74	Married	1	655
POA2000	65-74	Never married		372
POA2000	75-84	Married	0	20
POA2000	75-84	Married	1	304
POA2000	75-84	Never married		201
POA2000	85+	Married	0	5
POA2000	85+	Married	1	62
POA2000	85+	Never married		81
POA2007	15-19	Married	0	4
POA2007	15-19	Never married		146
POA2007	20-24	Married	0	114
POA2007	20-24	Married	1	10
POA2007	20-24	Never married		720
POA2007	25-34	Married	0	524
POA2007	25-34	Married	1	327
POA2007	25-34	Never married		1315
POA2007	35-44	Married	0	211
POA2007	35-44	Married	1	419
POA2007	35-44	Never married		491
POA2007	45-54	Married	0	77
POA2007	45-54	Married	1	211
POA2007	45-54	Never married		255
POA2007	55-64	Married	0	32
POA2007	55-64	Married	1	125
POA2007	55-64	Never married		185
POA2007	65-74	Married	0	15
POA2007	65-74	Married	1	112
POA2007	65-74	Never married		130
POA2007	75-84	Married	0	5
POA2007	75-84	Married	1	40
POA2007	75-84	Never married		43
POA2007	85+	Married	1	8
POA2007	85+	Never married		19
POA2008	15-19	Married	0	8
POA2008	15-19	Never married		225
POA2008	20-24	Married	0	321
POA2008	20-24	Married	1	8
POA2008	20-24	Never married		1549
POA2008	25-34	Married	0	984
POA2008	25-34	Married	1	425
POA2008	25-34	Never married		1838
POA2008	35-44	Married	0	282
POA2008	35-44	Married	1	360
POA2008	35-44	Never married		550
POA2008	45-54	Married	0	134
POA2008	45-54	Married	1	184
POA2008	45-54	Never married		286
POA2008	55-64	Married	0	96
POA2008	55-64	Married	1	120
POA2008	55-64	Never married		218
POA2008	65-74	Married	0	39
POA2008	65-74	Married	1	86
POA2008	65-74	Never married		132
POA2008	75-84	Married	0	3
POA2008	75-84	Married	1	22
POA2008	75-84	Never married		64
POA2008	85+	Married	1	5
POA2008	85+	Never married		16
POA2009	15-19	Never married		273
POA2009	20-24	Married	0	110
POA2009	20-24	Married	1	3
POA2009	20-24	Never married		480
POA2009	25-34	Married	0	800
POA2009	25-34	Married	1	557
POA2009	25-34	Never married		1503
POA2009	35-44	Married	0	490
POA2009	35-44	Married	1	1067
POA2009	35-44	Never married		879
POA2009	45-54	Married	0	216
POA2009	45-54	Married	1	582
POA2009	45-54	Never married		529
POA2009	55-64	Married	0	122
POA2009	55-64	Married	1	624
POA2009	55-64	Never married		456
POA2009	65-74	Married	0	69
POA2009	65-74	Married	1	548
POA2009	65-74	Never married		310
POA2009	75-84	Married	0	23
POA2009	75-84	Married	1	244
POA2009	75-84	Never married		145
POA2009	85+	Married	1	28
POA2009	85+	Never married		60
POA2010	15-19	Married	0	9
POA2010	15-19	Never married		298
POA2010	20-24	Married	0	257
POA2010	20-24	Married	1	22
POA2010	20-24	Never married		1331
POA2010	25-34	Married	0	2621
POA2010	25-34	Married	1	720
POA2010	25-34	Never married		3902
POA2010	35-44	Married	0	1258
POA2010	35-44	Married	1	1187
POA2010	35-44	Never married		2119
POA2010	45-54	Married	0	644
POA2010	45-54	Married	1	767
POA2010	45-54	Never married		1492
POA2010	55-64	Married	0	396
POA2010	55-64	Married	1	649
POA2010	55-64	Never married		1214
POA2010	65-74	Married	0	162
POA2010	65-74	Married	1	424
POA2010	65-74	Never married		772
POA2010	75-84	Married	0	31
POA2010	75-84	Married	1	223
POA2010	75-84	Never married		407
POA2010	85+	Married	0	3
POA2010	85+	Married	1	53
POA2010	85+	Never married		137
POA2011	15-19	Married	0	6
POA2011	15-19	Never married		141
POA2011	20-24	Married	0	114
POA2011	20-24	Married	1	9
POA2011	20-24	Never married		498
POA2011	25-34	Married	0	1455
POA2011	25-34	Married	1	422
POA2011	25-34	Never married		2328
POA2011	35-44	Married	0	761
POA2011	35-44	Married	1	615
POA2011	35-44	Never married		1581
POA2011	45-54	Married	0	393
POA2011	45-54	Married	1	439
POA2011	45-54	Never married		1231
POA2011	55-64	Married	0	292
POA2011	55-64	Married	1	489
POA2011	55-64	Never married		1064
POA2011	65-74	Married	0	151
POA2011	65-74	Married	1	462
POA2011	65-74	Never married		802
