POA_CODE_2021	Sex	persons
POA2075	F	11222
POA2075	M	10445
POA2076	F	13025
POA2076	M	12311
POA2077	F	21848
POA2077	M	20967
POA2079	F	3895
POA2079	M	3915
POA2080	F	883
POA2080	M	878
POA2081	F	2703
POA2081	M	2688
POA2082	F	2746
POA2082	M	2714
POA2083	F	818
POA2083	M	846
POA2084	F	1850
POA2084	M	1909
POA2085	F	5901
POA2085	M	5546
POA2086	F	7167
POA2086	M	7049
POA2087	F	6747
POA2087	M	6412
POA2088	F	15294
POA2088	M	13033
POA2089	F	6156
POA2089	M	5334
POA2090	F	7300
POA2090	M	6236
POA2092	F	3719
POA2092	M	3660
POA2093	F	12141
POA2093	M	11413
POA2094	F	3269
POA2094	M	2873
POA2095	F	8276
POA2095	M	8020
POA2096	F	7557
POA2096	M	7398
POA2097	F	8148
POA2097	M	7840
POA2099	F	21874
POA2099	M	21038
POA2100	F	11107
POA2100	M	10865
POA2101	F	10168
POA2101	M	9720
POA2102	F	4396
POA2102	M	3977
POA2103	F	5585
POA2103	M	5293
POA2104	F	2056
POA2104	M	1752
POA2105	F	988
POA2105	M	1020
POA2106	F	4929
POA2106	M	4724
POA2107	F	7863
POA2107	M	7562
POA2108	F	872
POA2108	M	864
POA2110	F	5057
POA2110	M	4797
POA2111	F	7983
POA2111	M	7470
POA2112	F	19577
POA2112	M	18450
POA2113	F	14075
POA2113	M	13558
POA2114	F	12790
POA2114	M	12482
POA2115	F	6275
POA2115	M	6419
POA2116	F	3667
POA2116	M	3607
POA2117	F	11168
POA2117	M	11015
POA2118	F	14043
POA2118	M	13843
POA2119	F	6591
POA2119	M	5866
POA2120	F	10646
POA2120	M	10344
POA2121	F	17566
POA2121	M	16639
POA2122	F	15941
POA2122	M	15239
POA2125	F	8411
POA2125	M	8218
POA2126	F	9661
POA2126	M	9425
POA2127	F	11817
POA2127	M	11386
POA2128	F	1280
POA2128	M	2318
POA2130	F	3847
POA2130	M	3438
POA2131	F	11741
POA2131	M	11275
POA2132	F	5638
POA2132	M	5114
POA2133	F	5664
POA2133	M	5264
POA2134	F	9318
POA2134	M	8906
POA2135	F	12659
POA2135	M	13258
POA2136	F	3987
POA2136	M	3774
POA2137	F	14316
POA2137	M	13409
POA2138	F	10098
POA2138	M	9586
POA2140	F	9857
POA2140	M	10907
POA2141	F	15636
POA2141	M	16793
POA2142	F	13197
POA2142	M	14798
POA2143	F	4830
POA2143	M	4943
POA2144	F	17832
POA2144	M	21503
POA2145	F	43443
POA2145	M	44092
POA2146	F	9639
POA2146	M	9817
POA2147	F	18608
POA2147	M	18675
POA2148	F	33455
POA2148	M	34024
POA2150	F	16853
POA2150	M	18401
POA2151	F	10730
POA2151	M	10474
POA2152	F	5903
POA2152	M	5358
POA2153	F	31852
POA2153	M	30759
POA2154	F	21128
POA2154	M	19747
POA2155	F	38344
POA2155	M	37354
POA2156	F	6719
POA2156	M	6682
POA2157	F	1989
POA2157	M	2051
POA2158	F	4509
POA2158	M	4429
POA2159	F	2589
POA2159	M	2556
POA2160	F	19379
POA2160	M	20003
POA2161	F	16873
POA2161	M	17508
POA2162	F	10177
POA2162	M	10130
POA2163	F	4995
POA2163	M	5551
POA2164	F	10786
POA2164	M	10492
POA2165	F	22820
POA2165	M	22226
POA2166	F	27474
POA2166	M	26712
POA2167	F	5389
POA2167	M	5147
POA2168	F	22803
POA2168	M	22219
POA2170	F	57754
POA2170	M	56726
POA2171	F	19537
POA2171	M	19348
POA2172	F	1427
POA2172	M	1460
POA2173	F	7082
POA2173	M	7470
POA2174	F	6073
POA2174	M	6007
POA2175	F	886
POA2175	M	899
POA2176	F	25480
POA2176	M	24545
POA2177	F	8785
POA2177	M	8369
POA2178	F	2010
POA2178	M	2161
POA2179	F	8115
POA2179	M	8149
POA2190	F	13843
POA2190	M	13712
POA2191	F	3337
POA2191	M	3215
POA2192	F	6837
POA2192	M	6945
POA2193	F	9027
POA2193	M	8757
POA2194	F	12625
POA2194	M	13504
POA2195	F	12421
POA2195	M	14681
POA2196	F	16594
POA2196	M	17143
POA2197	F	5112
POA2197	M	5011
POA2198	F	4969
POA2198	M	4874
POA2199	F	9856
POA2199	M	9790
POA2200	F	24139
POA2200	M	23863
POA2203	F	7300
POA2203	M	6642
POA2204	F	13540
POA2204	M	13029
POA2205	F	12420
POA2205	M	12923
POA2206	F	10012
POA2206	M	9711
POA2207	F	14479
POA2207	M	13901
POA2208	F	6598
POA2208	M	6282
POA2209	F	8055
POA2209	M	7766
POA2210	F	16941
POA2210	M	16322
POA2211	F	8960
POA2211	M	8647
POA2212	F	8820
POA2212	M	8360
POA2213	F	11900
POA2213	M	11389
POA2214	F	2068
POA2214	M	2006
POA2216	F	13850
POA2216	M	14171
POA2217	F	14546
POA2217	M	14123
POA2218	F	8041
POA2218	M	8143
POA2219	F	7240
POA2219	M	6535
POA2220	F	16855
POA2220	M	16906
POA2221	F	8747
POA2221	M	8312
POA2222	F	6445
POA2222	M	6210
POA2223	F	10980
POA2223	M	10424
POA2224	F	7502
POA2224	M	7049
POA2225	F	2812
POA2225	M	2751
POA2226	F	6608
POA2226	M	6446
POA2227	F	7846
POA2227	M	7521
POA2228	F	10897
POA2228	M	10106
POA2229	F	15827
POA2229	M	15119
POA2230	F	15605
POA2230	M	15086
POA2231	F	1259
POA2231	M	1265
POA2232	F	18109
POA2232	M	17193
POA2233	F	15352
POA2233	M	14610
POA2234	F	15543
POA2234	M	15106
POA2250	F	36582
POA2250	M	34583
POA2251	F	17554
POA2251	M	16175
POA2256	F	8377
POA2256	M	7662
POA2257	F	15802
POA2257	M	14598
POA2258	F	2630
POA2258	M	2631
POA2259	F	33963
POA2259	M	32270
POA2260	F	13163
POA2260	M	12682
POA2261	F	28642
POA2261	M	26483
POA2262	F	10944
POA2262	M	10469
POA2263	F	12621
POA2263	M	11937
POA2264	F	8326
POA2264	M	7841
POA2265	F	3855
POA2265	M	3606
POA2267	F	1463
POA2267	M	1457
POA2278	F	1258
POA2278	M	1305
POA2280	F	13856
POA2280	M	13334
POA2281	F	7813
POA2281	M	7511
POA2282	F	8430
POA2282	M	7716
POA2283	F	12460
POA2283	M	11953
POA2284	F	6473
POA2284	M	6143
POA2285	F	17370
POA2285	M	16501
POA2286	F	2407
POA2286	M	2278
POA2287	F	20876
POA2287	M	19969
POA2289	F	10246
POA2289	M	10012
POA2290	F	17921
POA2290	M	16995
POA2291	F	7242
POA2291	M	7039
POA2292	F	1317
POA2292	M	1304
POA2293	F	1701
POA2293	M	1608
POA2294	F	1041
POA2294	M	1017
POA2295	F	4110
POA2295	M	3985
POA2296	F	1026
POA2296	M	1000
POA2297	F	899
POA2297	M	905
POA2298	F	5243
POA2298	M	4899
POA2299	F	5949
POA2299	M	5952
POA2300	F	6150
POA2300	M	5905
POA2302	F	689
POA2302	M	718
POA2303	F	4955
POA2303	M	4755
POA2304	F	8060
POA2304	M	7743
POA2305	F	6660
POA2305	M	6449
POA2306	F	1811
POA2306	M	1611
POA2307	F	2239
POA2307	M	2302
POA2308	F	760
POA2308	M	603
POA2311	F	460
POA2311	M	456
POA2312	F	757
POA2312	M	745
POA2315	F	7940
POA2315	M	7350
POA2316	F	3332
POA2316	M	3239
POA2317	F	3461
POA2317	M	3095
POA2318	F	6828
POA2318	M	6842
POA2319	F	3435
POA2319	M	3456
POA2320	F	20004
POA2320	M	19160
POA2321	F	10238
POA2321	M	9612
POA2322	F	12360
POA2322	M	12018
POA2323	F	13351
POA2323	M	12701
POA2324	F	12780
POA2324	M	12668
POA2325	F	15118
POA2325	M	15949
POA2326	F	3935
POA2326	M	3943
POA2327	F	3999
POA2327	M	3830
POA2328	F	1240
POA2328	M	1261
POA2329	F	1090
POA2329	M	1044
POA2330	F	10638
POA2330	M	10811
POA2331	F	19
POA2331	M	561
POA2333	F	6680
POA2333	M	7116
POA2334	F	1672
POA2334	M	1676
POA2335	F	4072
POA2335	M	4057
POA2336	F	1254
POA2336	M	1332
POA2337	F	4047
POA2337	M	4014
POA2338	F	715
POA2338	M	687
POA2339	F	341
POA2339	M	377
POA2340	F	26828
POA2340	M	25609
POA2341	F	727
POA2341	M	755
POA2342	F	224
POA2342	M	243
POA2343	F	2452
POA2343	M	2406
POA2344	F	330
POA2344	M	341
POA2345	F	347
POA2345	M	359
POA2346	F	1521
POA2346	M	1515
POA2347	F	927
POA2347	M	937
POA2350	F	14064
POA2350	M	12853
POA2352	F	1517
POA2352	M	1431
POA2353	F	616
POA2353	M	585
POA2354	F	1741
POA2354	M	1743
POA2355	F	290
POA2355	M	333
POA2356	F	56
POA2356	M	65
POA2357	F	2105
POA2357	M	1960
POA2358	F	1955
POA2358	M	1774
POA2359	F	341
POA2359	M	369
POA2360	F	7679
POA2360	M	7310
POA2361	F	449
POA2361	M	481
POA2365	F	1847
POA2365	M	1911
POA2369	F	434
POA2369	M	430
POA2370	F	3940
POA2370	M	3844
POA2371	F	567
POA2371	M	586
POA2372	F	2496
POA2372	M	2292
POA2379	F	134
POA2379	M	151
POA2380	F	5612
POA2380	M	5509
POA2381	F	616
POA2381	M	692
POA2382	F	678
POA2382	M	702
POA2386	F	139
POA2386	M	156
POA2387	F	88
POA2387	M	112
POA2388	F	1249
POA2388	M	1303
POA2390	F	4284
POA2390	M	4254
POA2395	F	334
POA2395	M	384
POA2396	F	416
POA2396	M	420
POA2397	F	131
POA2397	M	157
POA2398	F	117
POA2398	M	136
POA2399	F	309
POA2399	M	319
POA2400	F	4865
POA2400	M	4849
POA2401	F	142
POA2401	M	156
POA2402	F	859
POA2402	M	883
POA2403	F	349
POA2403	M	370
POA2404	F	883
POA2404	M	796
POA2405	F	233
POA2405	M	263
POA2406	F	363
POA2406	M	345
POA2408	F	156
POA2408	M	152
POA2409	F	526
POA2409	M	549
POA2410	F	108
POA2410	M	132
POA2411	F	50
POA2411	M	45
POA2415	F	211
POA2415	M	217
POA2420	F	2042
POA2420	M	1973
POA2421	F	1026
POA2421	M	1043
POA2422	F	2820
POA2422	M	2789
POA2423	F	1607
POA2423	M	1692
POA2424	F	233
POA2424	M	253
POA2425	F	1004
POA2425	M	1013
POA2426	F	419
POA2426	M	425
POA2427	F	1722
POA2427	M	1735
POA2428	F	13167
POA2428	M	12018
POA2429	F	4873
POA2429	M	4775
POA2430	F	19041
POA2430	M	17804
POA2431	F	2876
POA2431	M	2752
POA2439	F	2057
POA2439	M	1970
POA2440	F	11465
POA2440	M	11695
POA2441	F	2094
POA2441	M	2191
POA2443	F	4476
POA2443	M	4268
POA2444	F	26896
POA2444	M	24217
POA2445	F	3783
POA2445	M	3570
POA2446	F	7733
POA2446	M	7319
POA2447	F	3953
POA2447	M	3859
POA2448	F	5028
POA2448	M	4591
POA2449	F	1096
POA2449	M	1070
POA2450	F	24484
POA2450	M	22846
POA2452	F	8006
POA2452	M	7252
POA2453	F	1409
POA2453	M	1376
POA2454	F	4131
POA2454	M	3822
POA2455	F	1612
POA2455	M	1581
POA2456	F	8744
POA2456	M	8396
POA2460	F	15420
POA2460	M	15657
POA2462	F	1223
POA2462	M	1302
POA2463	F	4220
POA2463	M	4080
POA2464	F	3680
POA2464	M	3377
POA2465	F	165
POA2465	M	177
POA2466	F	854
POA2466	M	918
POA2469	F	2126
POA2469	M	2232
POA2470	F	7890
POA2470	M	7588
POA2471	F	1425
POA2471	M	1391
POA2472	F	942
POA2472	M	1048
POA2473	F	1642
POA2473	M	1554
POA2474	F	3297
POA2474	M	3194
POA2475	F	203
POA2475	M	196
POA2476	F	413
POA2476	M	435
POA2477	F	6668
POA2477	M	6234
POA2478	F	16711
POA2478	M	15346
POA2479	F	2935
POA2479	M	2846
POA2480	F	23366
POA2480	M	22571
POA2481	F	7077
POA2481	M	6581
POA2482	F	3545
POA2482	M	3416
POA2483	F	6128
POA2483	M	5485
POA2484	F	10180
POA2484	M	9902
POA2485	F	8075
POA2485	M	7274
POA2486	F	17320
POA2486	M	15521
POA2487	F	7791
POA2487	M	7301
POA2488	F	1822
POA2488	M	1701
POA2489	F	4148
POA2489	M	3743
POA2490	F	330
POA2490	M	359
POA2500	F	21717
POA2500	M	21757
POA2502	F	6320
POA2502	M	6228
POA2505	F	2523
POA2505	M	2565
POA2506	F	3961
POA2506	M	3839
POA2508	F	4652
POA2508	M	4699
POA2515	F	5909
POA2515	M	5837
POA2516	F	3424
POA2516	M	3382
POA2517	F	7353
POA2517	M	6613
POA2518	F	10322
POA2518	M	9543
POA2519	F	8720
POA2519	M	8508
POA2525	F	6290
POA2525	M	6046
POA2526	F	8587
POA2526	M	8148
POA2527	F	13319
POA2527	M	12754
POA2528	F	12134
POA2528	M	11599
POA2529	F	14879
POA2529	M	14257
POA2530	F	17882
POA2530	M	17154
POA2533	F	8813
POA2533	M	8366
POA2534	F	2974
POA2534	M	2791
POA2535	F	4132
POA2535	M	3863
POA2536	F	9899
POA2536	M	9428
POA2537	F	6577
POA2537	M	6409
POA2538	F	1348
POA2538	M	1235
POA2539	F	10302
POA2539	M	10004
POA2540	F	23928
POA2540	M	24342
POA2541	F	14441
POA2541	M	13593
POA2545	F	550
POA2545	M	566
POA2546	F	5172
POA2546	M	4898
POA2548	F	4421
POA2548	M	4004
POA2549	F	2047
POA2549	M	2052
POA2550	F	8532
POA2550	M	8405
POA2551	F	1889
POA2551	M	1831
POA2555	F	91
POA2555	M	82
POA2556	F	1172
POA2556	M	1263
POA2557	F	10021
POA2557	M	10086
POA2558	F	5596
POA2558	M	5499
POA2559	F	1613
POA2559	M	1376
POA2560	F	41962
POA2560	M	40582
POA2563	F	132
POA2563	M	146
POA2564	F	7353
POA2564	M	6840
POA2565	F	15990
POA2565	M	15598
POA2566	F	14024
POA2566	M	13780
POA2567	F	20780
POA2567	M	20170
POA2568	F	660
POA2568	M	588
POA2569	F	672
POA2569	M	719
POA2570	F	32525
POA2570	M	31135
POA2571	F	6499
POA2571	M	6666
POA2572	F	2813
POA2572	M	2670
POA2573	F	2985
POA2573	M	2788
POA2574	F	2965
POA2574	M	2967
POA2575	F	9211
POA2575	M	8636
POA2576	F	7585
POA2576	M	6605
POA2577	F	8522
POA2577	M	8199
POA2578	F	1512
POA2578	M	1333
POA2579	F	2334
POA2579	M	2313
POA2580	F	15658
POA2580	M	15978
POA2581	F	1249
POA2581	M	1259
POA2582	F	6992
POA2582	M	6705
POA2583	F	2292
POA2583	M	2310
POA2584	F	256
POA2584	M	292
POA2585	F	107
POA2585	M	124
POA2586	F	1363
POA2586	M	1500
POA2587	F	1502
POA2587	M	1429
POA2588	F	150
POA2588	M	144
POA2590	F	3639
POA2590	M	3512
POA2594	F	6286
POA2594	M	5862
POA2600	F	4348
POA2600	M	3911
POA2601	F	3992
POA2601	M	3689
POA2602	F	17855
POA2602	M	16679
POA2603	F	5235
POA2603	M	5071
POA2604	F	6757
POA2604	M	6283
POA2605	F	6502
POA2605	M	5988
POA2606	F	6198
POA2606	M	5872
POA2607	F	7459
POA2607	M	7258
POA2609	F	467
POA2609	M	668
POA2611	F	18734
POA2611	M	17806
POA2612	F	9154
POA2612	M	9810
POA2614	F	10545
POA2614	M	10048
POA2615	F	23932
POA2615	M	23423
POA2617	F	19026
POA2617	M	19049
POA2618	F	720
POA2618	M	674
POA2619	F	4838
POA2619	M	4757
POA2620	F	22360
POA2620	M	23241
POA2621	F	3332
POA2621	M	3353
POA2622	F	2037
POA2622	M	2103
POA2623	F	292
POA2623	M	319
POA2624	F	61
POA2624	M	97
POA2625	F	189
POA2625	M	210
POA2626	F	245
POA2626	M	269
POA2627	F	2512
POA2627	M	2744
POA2628	F	1064
POA2628	M	1112
POA2629	F	250
POA2629	M	283
POA2630	F	4337
POA2630	M	4540
POA2631	F	305
POA2631	M	323
POA2632	F	944
POA2632	M	949
POA2633	F	163
POA2633	M	161
POA2640	F	20566
POA2640	M	19320
POA2641	F	8610
POA2641	M	7941
POA2642	F	2714
POA2642	M	2761
POA2643	F	1466
POA2643	M	1528
POA2644	F	1207
POA2644	M	1230
POA2645	F	154
POA2645	M	184
POA2646	F	3469
POA2646	M	3377
POA2647	F	1301
POA2647	M	1251
POA2648	F	1262
POA2648	M	1409
POA2649	F	21
POA2649	M	13
POA2650	F	31806
POA2650	M	29708
POA2651	F	1408
POA2651	M	1670
POA2652	F	2339
POA2652	M	2424
POA2653	F	1239
POA2653	M	1389
POA2655	F	692
POA2655	M	722
POA2656	F	684
POA2656	M	645
POA2658	F	733
POA2658	M	754
POA2659	F	410
POA2659	M	459
POA2660	F	786
POA2660	M	822
POA2661	F	139
POA2661	M	253
POA2663	F	2179
POA2663	M	3105
POA2665	F	967
POA2665	M	1045
POA2666	F	2878
POA2666	M	2757
POA2668	F	197
POA2668	M	213
POA2669	F	739
POA2669	M	802
POA2671	F	1999
POA2671	M	1969
POA2672	F	758
POA2672	M	749
POA2675	F	784
POA2675	M	874
POA2678	F	300
POA2678	M	135
POA2680	F	12641
POA2680	M	12702
POA2681	F	870
POA2681	M	917
POA2700	F	2489
POA2700	M	2386
POA2701	F	1281
POA2701	M	1210
POA2702	F	398
POA2702	M	394
POA2703	F	377
POA2703	M	367
POA2705	F	5421
POA2705	M	5264
POA2706	F	492
POA2706	M	545
POA2707	F	562
POA2707	M	606
POA2710	F	4898
POA2710	M	4841
POA2711	F	1583
POA2711	M	1618
POA2712	F	699
POA2712	M	675
POA2713	F	1380
POA2713	M	1362
POA2714	F	1485
POA2714	M	1431
POA2715	F	681
POA2715	M	699
POA2716	F	479
POA2716	M	508
POA2717	F	585
POA2717	M	621
POA2720	F	4298
POA2720	M	4198
POA2721	F	104
POA2721	M	125
POA2722	F	1687
POA2722	M	1732
POA2725	F	176
POA2725	M	173
POA2726	F	130
POA2726	M	125
POA2727	F	163
POA2727	M	184
POA2729	F	820
POA2729	M	810
POA2730	F	647
POA2730	M	687
POA2731	F	3829
POA2731	M	3615
POA2732	F	946
POA2732	M	931
POA2733	F	298
POA2733	M	301
POA2734	F	237
POA2734	M	236
POA2735	F	184
POA2735	M	220
POA2736	F	173
POA2736	M	239
POA2737	F	406
POA2737	M	414
POA2738	F	1040
POA2738	M	1090
POA2739	F	683
POA2739	M	731
POA2745	F	16263
POA2745	M	15581
POA2747	F	27686
POA2747	M	26712
POA2748	F	846
POA2748	M	955
POA2749	F	8695
POA2749	M	8334
POA2750	F	25163
POA2750	M	24045
POA2752	F	2796
POA2752	M	2949
POA2753	F	8805
POA2753	M	8784
POA2754	F	3724
POA2754	M	3341
POA2756	F	17601
POA2756	M	17724
POA2757	F	436
POA2757	M	415
POA2758	F	4379
POA2758	M	4472
POA2759	F	13186
POA2759	M	13246
POA2760	F	19033
POA2760	M	18597
POA2761	F	17458
POA2761	M	17243
POA2762	F	10878
POA2762	M	10903
POA2763	F	16629
POA2763	M	16567
POA2765	F	22668
POA2765	M	22947
POA2766	F	8723
POA2766	M	8332
POA2767	F	11771
POA2767	M	11617
POA2768	F	13900
POA2768	M	14962
POA2769	F	8224
POA2769	M	8090
POA2770	F	31273
POA2770	M	30218
POA2773	F	3025
POA2773	M	2958
POA2774	F	6624
POA2774	M	6391
POA2775	F	692
POA2775	M	829
POA2776	F	2110
POA2776	M	2040
POA2777	F	9215
POA2777	M	8597
POA2778	F	1221
POA2778	M	1203
POA2779	F	2617
POA2779	M	2458
POA2780	F	6969
POA2780	M	6373
POA2782	F	3392
POA2782	M	3044
POA2783	F	1371
POA2783	M	1279
POA2784	F	655
POA2784	M	640
POA2785	F	2526
POA2785	M	2294
POA2786	F	561
POA2786	M	621
POA2787	F	2208
POA2787	M	2397
POA2790	F	7679
POA2790	M	7766
POA2791	F	167
POA2791	M	156
POA2792	F	172
POA2792	M	212
POA2793	F	493
POA2793	M	578
POA2794	F	5353
POA2794	M	5149
POA2795	F	22413
POA2795	M	22659
POA2797	F	229
POA2797	M	209
POA2798	F	1103
POA2798	M	1090
POA2799	F	2129
POA2799	M	2030
POA2800	F	24697
POA2800	M	23589
POA2803	F	128
POA2803	M	154
POA2804	F	1473
POA2804	M	1358
POA2805	F	208
POA2805	M	204
POA2806	F	412
POA2806	M	453
POA2807	F	212
POA2807	M	239
POA2808	F	105
POA2808	M	110
POA2809	F	89
POA2809	M	110
POA2810	F	1542
POA2810	M	1594
POA2817	F	180
POA2817	M	179
POA2818	F	415
POA2818	M	435
POA2820	F	3353
POA2820	M	4027
POA2821	F	2399
POA2821	M	2386
POA2822	F	210
POA2822	M	224
POA2823	F	630
POA2823	M	702
POA2824	F	1049
POA2824	M	999
POA2825	F	1109
POA2825	M	1093
POA2826	F	81
POA2826	M	96
POA2827	F	1873
POA2827	M	1811
POA2828	F	391
POA2828	M	404
POA2829	F	1490
POA2829	M	1473
POA2830	F	23161
POA2830	M	21801
POA2831	F	890
POA2831	M	955
POA2832	F	1060
POA2832	M	1088
POA2833	F	323
POA2833	M	308
POA2834	F	984
POA2834	M	1001
POA2835	F	1879
POA2835	M	1919
POA2836	F	437
POA2836	M	459
POA2838	F	107
POA2838	M	117
POA2839	F	549
POA2839	M	532
POA2840	F	1196
POA2840	M	1195
POA2842	F	345
POA2842	M	378
POA2843	F	613
POA2843	M	651
POA2844	F	647
POA2844	M	664
POA2845	F	983
POA2845	M	1034
POA2846	F	126
POA2846	M	129
POA2847	F	1204
POA2847	M	1241
POA2848	F	746
POA2848	M	799
POA2849	F	785
POA2849	M	830
POA2850	F	9520
POA2850	M	9621
POA2852	F	1870
POA2852	M	1866
POA2864	F	391
POA2864	M	433
POA2865	F	449
POA2865	M	481
POA2866	F	1574
POA2866	M	1535
POA2867	F	308
POA2867	M	326
POA2868	F	303
POA2868	M	268
POA2869	F	753
POA2869	M	771
POA2870	F	6070
POA2870	M	5964
POA2871	F	4555
POA2871	M	4412
POA2873	F	282
POA2873	M	279
POA2874	F	183
POA2874	M	184
POA2875	F	385
POA2875	M	421
POA2876	F	218
POA2876	M	278
POA2877	F	1778
POA2877	M	1793
POA2878	F	137
POA2878	M	146
POA2879	F	284
POA2879	M	293
POA2880	F	9257
POA2880	M	8843
POA2898	F	232
POA2898	M	220
POA2899	F	1130
POA2899	M	1060
POA2900	F	2153
POA2900	M	2024
POA2902	F	7886
POA2902	M	7780
POA2903	F	4750
POA2903	M	4837
POA2904	F	6790
POA2904	M	6407
POA2905	F	14593
POA2905	M	14144
POA2906	F	9245
POA2906	M	8858
POA2911	F	2459
POA2911	M	2351
POA2912	F	4264
POA2912	M	4342
POA2913	F	19820
POA2913	M	19571
POA2914	F	17283
POA2914	M	17290
POA3000	F	21539
POA3000	M	21548
POA3002	F	2545
POA3002	M	2353
POA3003	F	3926
POA3003	M	4093
POA3004	F	5827
POA3004	M	5655
POA3006	F	11197
POA3006	M	11499
POA3008	F	7458
POA3008	M	8037
POA3011	F	10913
POA3011	M	11361
POA3012	F	13423
POA3012	M	13593
POA3013	F	8038
POA3013	M	7603
POA3015	F	9492
POA3015	M	9144
POA3016	F	8141
POA3016	M	7891
POA3018	F	7084
POA3018	M	6470
POA3019	F	4753
POA3019	M	4927
POA3020	F	21797
POA3020	M	22570
POA3021	F	27470
POA3021	M	27643
POA3022	F	1567
POA3022	M	1600
POA3023	F	33065
POA3023	M	34082
POA3024	F	17099
POA3024	M	16901
POA3025	F	6713
POA3025	M	6254
POA3026	F	4338
POA3026	M	4425
POA3027	F	4509
POA3027	M	4939
POA3028	F	14278
POA3028	M	13915
POA3029	F	63291
POA3029	M	66596
POA3030	F	59945
POA3030	M	59258
POA3031	F	9237
POA3031	M	8534
POA3032	F	15049
POA3032	M	14824
POA3033	F	7782
POA3033	M	7297
POA3034	F	6357
POA3034	M	6032
POA3036	F	3036
POA3036	M	2934
POA3037	F	25927
POA3037	M	25477
POA3038	F	13488
POA3038	M	13215
POA3039	F	8401
POA3039	M	7821
POA3040	F	13727
POA3040	M	12997
POA3041	F	6675
POA3041	M	6437
POA3042	F	8625
POA3042	M	8135
POA3043	F	9047
POA3043	M	8872
POA3044	F	14847
POA3044	M	13847
POA3045	F	19
POA3045	M	41
POA3046	F	18483
POA3046	M	18287
POA3047	F	10225
POA3047	M	11249
POA3048	F	9157
POA3048	M	8922
POA3049	F	5059
POA3049	M	4759
POA3051	F	7670
POA3051	M	7286
