POA_CODE_2021	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
POA5038	Separate house		2	686
POA5038	Separate house		3	2580
POA5038	Separate house		4	779
POA5038	Separate house		5	84
POA5038	Separate house		6	17
POA5039			2	4
POA5039		1 storey		14
POA5039		1 storey	0	3
POA5039		1 storey	1	60
POA5039		1 storey	2	213
POA5039		1 storey	3	212
POA5039		1 storey	4	30
POA5039		1 storey	5	3
POA5039		1 storey	6	8
POA5039		2 storeys or more	2	5
POA5039		2 storeys or more	3	19
POA5039		2 storeys or more	4	3
POA5039	Flat/apartment	1 or 2 storey block		12
POA5039	Flat/apartment	1 or 2 storey block	0	3
POA5039	Flat/apartment	1 or 2 storey block	1	126
POA5039	Flat/apartment	1 or 2 storey block	2	362
POA5039	Flat/apartment	1 or 2 storey block	3	89
POA5039	Flat/apartment	3 storey block	2	5
POA5039	Separate house			27
POA5039	Separate house		0	4
POA5039	Separate house		1	21
POA5039	Separate house		2	435
POA5039	Separate house		3	1515
POA5039	Separate house		4	508
POA5039	Separate house		5	70
POA5039	Separate house		6	18
POA5040		1 storey		8
POA5040		1 storey	0	7
POA5040		1 storey	1	52
POA5040		1 storey	2	50
POA5040		1 storey	3	55
POA5040		2 storeys or more	1	4
POA5040		2 storeys or more	3	19
POA5040	Separate house			8
POA5040	Separate house		2	37
POA5040	Separate house		3	444
POA5040	Separate house		4	222
POA5040	Separate house		5	35
POA5040	Separate house		6	5
POA5041			1	3
POA5041			4	3
POA5041		1 storey		3
POA5041		1 storey	1	14
POA5041		1 storey	2	175
POA5041		1 storey	3	245
POA5041		1 storey	4	84
POA5041		1 storey	5	3
POA5041		2 storeys or more	1	16
POA5041		2 storeys or more	3	16
POA5041		2 storeys or more	4	6
POA5041		2 storeys or more	5	4
POA5041	(Other)		2	4
POA5041	(Other)		3	8
POA5041	(Other)		4	8
POA5041	Flat/apartment	1 or 2 storey block		4
POA5041	Flat/apartment	1 or 2 storey block	1	84
POA5041	Flat/apartment	1 or 2 storey block	2	572
POA5041	Flat/apartment	1 or 2 storey block	3	30
POA5041	Separate house			19
POA5041	Separate house		1	23
POA5041	Separate house		2	400
POA5041	Separate house		3	1873
POA5041	Separate house		4	1169
POA5041	Separate house		5	213
POA5041	Separate house		6	41
POA5042			1	4
POA5042			2	18
POA5042			3	3
POA5042		1 storey		29
POA5042		1 storey	1	56
POA5042		1 storey	2	487
POA5042		1 storey	3	363
POA5042		1 storey	4	44
POA5042		2 storeys or more	1	4
POA5042		2 storeys or more	2	81
POA5042		2 storeys or more	3	114
POA5042		2 storeys or more	4	10
POA5042	Flat/apartment	1 or 2 storey block	1	6
POA5042	Flat/apartment	1 or 2 storey block	2	158
POA5042	Flat/apartment	1 or 2 storey block	3	7
POA5042	Flat/apartment	3 storey block	1	20
POA5042	Flat/apartment	3 storey block	2	62
POA5042	Flat/apartment	3 storey block	3	9
POA5042	Flat/apartment	4-8 storey block	1	12
POA5042	Flat/apartment	4-8 storey block	2	29
POA5042	Flat/apartment	4-8 storey block	3	3
POA5042	Separate house			34
POA5042	Separate house		1	25
POA5042	Separate house		2	296
POA5042	Separate house		3	1729
POA5042	Separate house		4	696
POA5042	Separate house		5	153
POA5042	Separate house		6	51
POA5043			2	4
POA5043			3	11
POA5043		1 storey		63
POA5043		1 storey	1	202
POA5043		1 storey	2	831
POA5043		1 storey	3	861
POA5043		1 storey	4	76
POA5043		1 storey	5	7
POA5043		1 storey	6	4
POA5043		2 storeys or more		10
POA5043		2 storeys or more	0	3
POA5043		2 storeys or more	1	22
POA5043		2 storeys or more	2	169
POA5043		2 storeys or more	3	446
POA5043		2 storeys or more	4	40
POA5043		2 storeys or more	5	11
POA5043	Flat/apartment	1 or 2 storey block		14
POA5043	Flat/apartment	1 or 2 storey block	1	109
POA5043	Flat/apartment	1 or 2 storey block	2	765
POA5043	Flat/apartment	1 or 2 storey block	3	200
POA5043	Flat/apartment	3 storey block	2	3
POA5043	Separate house			52
POA5043	Separate house		0	3
POA5043	Separate house		1	28
POA5043	Separate house		2	631
POA5043	Separate house		3	3198
POA5043	Separate house		4	819
POA5043	Separate house		5	117
POA5043	Separate house		6	28
POA5044			1	5
POA5044			2	3
POA5044			4	3
POA5044		1 storey		17
POA5044		1 storey	1	84
POA5044		1 storey	2	568
POA5044		1 storey	3	462
POA5044		1 storey	4	32
POA5044		2 storeys or more		10
POA5044		2 storeys or more	1	37
POA5044		2 storeys or more	2	136
POA5044		2 storeys or more	3	151
POA5044		2 storeys or more	4	87
POA5044		2 storeys or more	5	7
POA5044	(Other)		3	3
POA5044	Flat/apartment	1 or 2 storey block		3
POA5044	Flat/apartment	1 or 2 storey block	1	144
POA5044	Flat/apartment	1 or 2 storey block	2	67
POA5044	Flat/apartment	1 or 2 storey block	3	3
POA5044	Flat/apartment	3 storey block	1	14
POA5044	Flat/apartment	3 storey block	2	16
POA5044	Flat/apartment	3 storey block	3	6
POA5044	Flat/apartment	4-8 storey block	1	3
POA5044	Flat/apartment	4-8 storey block	2	15
POA5044	Flat/apartment	4-8 storey block	3	7
POA5044	Separate house			21
POA5044	Separate house		1	16
POA5044	Separate house		2	284
POA5044	Separate house		3	1553
POA5044	Separate house		4	829
POA5044	Separate house		5	162
POA5044	Separate house		6	26
POA5045			2	5
POA5045			3	6
POA5045		1 storey		18
POA5045		1 storey	1	136
POA5045		1 storey	2	1161
POA5045		1 storey	3	333
POA5045		1 storey	4	27
POA5045		1 storey	5	5
POA5045		1 storey	6	3
POA5045		2 storeys or more		6
POA5045		2 storeys or more	1	25
POA5045		2 storeys or more	2	184
POA5045		2 storeys or more	3	359
POA5045		2 storeys or more	4	57
POA5045		2 storeys or more	5	9
POA5045	(Other)		1	17
POA5045	(Other)		2	20
POA5045	(Other)		3	3
POA5045	Flat/apartment	1 or 2 storey block		8
POA5045	Flat/apartment	1 or 2 storey block	1	177
POA5045	Flat/apartment	1 or 2 storey block	2	418
POA5045	Flat/apartment	1 or 2 storey block	3	33
POA5045	Flat/apartment	3 storey block		5
POA5045	Flat/apartment	3 storey block	1	63
POA5045	Flat/apartment	3 storey block	2	318
POA5045	Flat/apartment	3 storey block	3	91
POA5045	Flat/apartment	3 storey block	4	4
POA5045	Flat/apartment	4-8 storey block		4
POA5045	Flat/apartment	4-8 storey block	1	96
POA5045	Flat/apartment	4-8 storey block	2	251
POA5045	Flat/apartment	4-8 storey block	3	189
POA5045	Flat/apartment	4-8 storey block	4	12
POA5045	Flat/apartment	9 or more storey block		5
POA5045	Flat/apartment	9 or more storey block	0	3
POA5045	Flat/apartment	9 or more storey block	1	90
POA5045	Flat/apartment	9 or more storey block	2	124
POA5045	Flat/apartment	9 or more storey block	3	66
POA5045	Separate house			21
POA5045	Separate house		1	37
POA5045	Separate house		2	342
POA5045	Separate house		3	1472
POA5045	Separate house		4	875
POA5045	Separate house		5	138
POA5045	Separate house		6	39
POA5046			2	3
POA5046			3	6
POA5046		1 storey		16
POA5046		1 storey	1	90
POA5046		1 storey	2	512
POA5046		1 storey	3	513
POA5046		1 storey	4	20
POA5046		1 storey	5	3
POA5046		2 storeys or more	1	12
POA5046		2 storeys or more	2	142
POA5046		2 storeys or more	3	233
POA5046		2 storeys or more	4	21
POA5046	Flat/apartment	1 or 2 storey block	1	31
POA5046	Flat/apartment	1 or 2 storey block	2	135
POA5046	Flat/apartment	1 or 2 storey block	3	15
POA5046	Flat/apartment	3 storey block	2	9
POA5046	Separate house			18
POA5046	Separate house		1	17
POA5046	Separate house		2	251
POA5046	Separate house		3	1527
POA5046	Separate house		4	502
POA5046	Separate house		5	67
POA5046	Separate house		6	14
POA5047			2	8
POA5047			3	3
POA5047		1 storey		12
POA5047		1 storey	1	65
POA5047		1 storey	2	173
POA5047		1 storey	3	482
POA5047		1 storey	4	24
POA5047		2 storeys or more		8
POA5047		2 storeys or more	2	8
POA5047		2 storeys or more	3	262
POA5047		2 storeys or more	4	12
POA5047	Flat/apartment	1 or 2 storey block	1	8
POA5047	Flat/apartment	1 or 2 storey block	2	10
POA5047	Separate house			29
POA5047	Separate house		0	4
POA5047	Separate house		1	32
POA5047	Separate house		2	295
POA5047	Separate house		3	1604
POA5047	Separate house		4	485
POA5047	Separate house		5	83
POA5047	Separate house		6	18
POA5048			2	3
POA5048			3	4
POA5048			4	3
POA5048		1 storey		15
POA5048		1 storey	0	3
POA5048		1 storey	1	77
POA5048		1 storey	2	707
POA5048		1 storey	3	561
POA5048		1 storey	4	35
POA5048		2 storeys or more		8
POA5048		2 storeys or more	1	34
POA5048		2 storeys or more	2	73
POA5048		2 storeys or more	3	198
POA5048		2 storeys or more	4	33
POA5048		2 storeys or more	5	6
POA5048	(Other)		1	5
POA5048	(Other)		2	10
POA5048	(Other)		3	11
POA5048	Flat/apartment	1 or 2 storey block	1	31
POA5048	Flat/apartment	1 or 2 storey block	2	144
POA5048	Flat/apartment	1 or 2 storey block	3	12
POA5048	Flat/apartment	3 storey block		4
POA5048	Flat/apartment	3 storey block	1	13
POA5048	Flat/apartment	3 storey block	2	33
POA5048	Flat/apartment	3 storey block	3	27
POA5048	Separate house			32
POA5048	Separate house		1	34
POA5048	Separate house		2	515
POA5048	Separate house		3	2428
POA5048	Separate house		4	1089
POA5048	Separate house		5	178
POA5048	Separate house		6	30
POA5049			2	5
POA5049			3	5
POA5049		1 storey	1	5
POA5049		1 storey	2	138
POA5049		1 storey	3	83
POA5049		1 storey	4	13
POA5049		2 storeys or more	2	23
POA5049		2 storeys or more	3	88
POA5049		2 storeys or more	4	15
POA5049		2 storeys or more	5	3
POA5049	(Other)		0	5
POA5049	(Other)		1	4
POA5049	(Other)		2	8
POA5049	(Other)		3	5
POA5049	Flat/apartment	1 or 2 storey block	1	12
POA5049	Flat/apartment	1 or 2 storey block	2	94
POA5049	Flat/apartment	1 or 2 storey block	3	10
POA5049	Flat/apartment	1 or 2 storey block	4	4
POA5049	Flat/apartment	3 storey block	1	4
POA5049	Flat/apartment	3 storey block	2	29
POA5049	Flat/apartment	3 storey block	3	13
POA5049	Flat/apartment	4-8 storey block	2	10
POA5049	Flat/apartment	4-8 storey block	3	3
POA5049	Flat/apartment	Attached to a house	2	4
POA5049	Flat/apartment	Attached to a house	3	7
POA5049	Separate house			19
POA5049	Separate house		1	26
POA5049	Separate house		2	243
POA5049	Separate house		3	1864
POA5049	Separate house		4	1012
POA5049	Separate house		5	206
POA5049	Separate house		6	27
POA5050			1	3
POA5050		1 storey		3
POA5050		1 storey	1	18
POA5050		1 storey	2	99
POA5050		1 storey	3	61
POA5050		1 storey	4	12
POA5050		2 storeys or more	2	4
POA5050	Separate house			11
POA5050	Separate house		0	3
POA5050	Separate house		1	14
POA5050	Separate house		2	120
POA5050	Separate house		3	915
POA5050	Separate house		4	682
POA5050	Separate house		5	140
POA5050	Separate house		6	33
POA5051		1 storey	1	7
POA5051		1 storey	2	43
POA5051		1 storey	3	49
POA5051		1 storey	4	15
POA5051		1 storey	5	3
POA5051		2 storeys or more	2	5
POA5051		2 storeys or more	4	9
POA5051		2 storeys or more	5	3
POA5051	(Other)		2	3
POA5051	Flat/apartment	1 or 2 storey block		11
POA5051	Flat/apartment	1 or 2 storey block	1	5
POA5051	Flat/apartment	1 or 2 storey block	2	201
POA5051	Flat/apartment	1 or 2 storey block	3	41
POA5051	Flat/apartment	1 or 2 storey block	4	3
POA5051	Separate house			26
POA5051	Separate house		1	28
POA5051	Separate house		2	321
POA5051	Separate house		3	2247
POA5051	Separate house		4	2005
POA5051	Separate house		5	350
POA5051	Separate house		6	58
POA5052		1 storey		3
POA5052		1 storey	1	28
POA5052		1 storey	2	122
POA5052		1 storey	3	27
POA5052		2 storeys or more	4	4
POA5052	(Other)		0	5
POA5052	(Other)		1	6
POA5052	(Other)		2	4
POA5052	Flat/apartment	1 or 2 storey block	2	9
POA5052	Separate house			13
POA5052	Separate house		1	12
POA5052	Separate house		2	138
POA5052	Separate house		3	1029
POA5052	Separate house		4	826
POA5052	Separate house		5	194
POA5052	Separate house		6	23
POA5061			3	5
POA5061		1 storey	1	19
POA5061		1 storey	2	229
POA5061		1 storey	3	171
POA5061		1 storey	4	11
POA5061		2 storeys or more		5
POA5061		2 storeys or more	1	5
POA5061		2 storeys or more	2	43
POA5061		2 storeys or more	3	116
POA5061		2 storeys or more	4	17
POA5061	(Other)		2	3
POA5061	Flat/apartment	1 or 2 storey block		8
POA5061	Flat/apartment	1 or 2 storey block	1	118
POA5061	Flat/apartment	1 or 2 storey block	2	491
POA5061	Flat/apartment	1 or 2 storey block	3	88
POA5061	Flat/apartment	1 or 2 storey block	4	5
POA5061	Flat/apartment	3 storey block	2	48
POA5061	Separate house			16
POA5061	Separate house		1	10
POA5061	Separate house		2	256
POA5061	Separate house		3	1157
POA5061	Separate house		4	867
POA5061	Separate house		5	209
POA5061	Separate house		6	28
POA5062			0	3
POA5062			1	3
POA5062		1 storey		5
POA5062		1 storey	1	27
POA5062		1 storey	2	176
POA5062		1 storey	3	362
POA5062		1 storey	4	111
POA5062		1 storey	5	19
POA5062		2 storeys or more	2	11
POA5062		2 storeys or more	3	53
POA5062		2 storeys or more	4	37
POA5062		2 storeys or more	5	9
POA5062	(Other)		3	10
POA5062	Flat/apartment	1 or 2 storey block		10
POA5062	Flat/apartment	1 or 2 storey block	0	3
POA5062	Flat/apartment	1 or 2 storey block	1	132
POA5062	Flat/apartment	1 or 2 storey block	2	664
POA5062	Flat/apartment	1 or 2 storey block	3	53
POA5062	Flat/apartment	1 or 2 storey block	6	3
POA5062	Flat/apartment	3 storey block	1	15
POA5062	Flat/apartment	3 storey block	2	18
POA5062	Separate house			15
POA5062	Separate house		1	17
POA5062	Separate house		2	361
POA5062	Separate house		3	1834
POA5062	Separate house		4	1380
POA5062	Separate house		5	385
POA5062	Separate house		6	60
POA5063				4
POA5063			1	11
POA5063		1 storey		3
POA5063		1 storey	1	93
POA5063		1 storey	2	454
POA5063		1 storey	3	302
POA5063		1 storey	4	24
POA5063		1 storey	5	4
POA5063		2 storeys or more		7
POA5063		2 storeys or more	1	46
POA5063		2 storeys or more	2	210
POA5063		2 storeys or more	3	237
POA5063		2 storeys or more	4	19
POA5063		2 storeys or more	5	5
POA5063	Flat/apartment	1 or 2 storey block		3
POA5063	Flat/apartment	1 or 2 storey block	1	128
POA5063	Flat/apartment	1 or 2 storey block	2	444
POA5063	Flat/apartment	1 or 2 storey block	3	37
POA5063	Flat/apartment	3 storey block	1	18
POA5063	Flat/apartment	3 storey block	2	52
POA5063	Flat/apartment	3 storey block	3	5
POA5063	Flat/apartment	4-8 storey block		3
POA5063	Flat/apartment	4-8 storey block	1	31
POA5063	Flat/apartment	4-8 storey block	2	112
POA5063	Flat/apartment	4-8 storey block	3	28
POA5063	Flat/apartment	9 or more storey block	1	25
POA5063	Flat/apartment	9 or more storey block	2	105
POA5063	Flat/apartment	9 or more storey block	3	24
POA5063	Separate house			15
POA5063	Separate house		1	30
POA5063	Separate house		2	405
POA5063	Separate house		3	1345
POA5063	Separate house		4	794
POA5063	Separate house		5	119
POA5063	Separate house		6	18
POA5064			1	4
POA5064			2	11
POA5064		1 storey		6
POA5064		1 storey	1	33
POA5064		1 storey	2	231
POA5064		1 storey	3	190
POA5064		1 storey	4	19
POA5064		1 storey	5	4
POA5064		2 storeys or more	2	28
POA5064		2 storeys or more	3	151
POA5064		2 storeys or more	4	29
POA5064		2 storeys or more	5	9
POA5064	Flat/apartment	1 or 2 storey block		3
POA5064	Flat/apartment	1 or 2 storey block	0	4
POA5064	Flat/apartment	1 or 2 storey block	1	75
POA5064	Flat/apartment	1 or 2 storey block	2	168
POA5064	Flat/apartment	1 or 2 storey block	3	22
POA5064	Flat/apartment	1 or 2 storey block	4	3
POA5064	Flat/apartment	4-8 storey block	1	3
POA5064	Flat/apartment	4-8 storey block	2	58
POA5064	Flat/apartment	4-8 storey block	3	13
POA5064	Separate house			3
POA5064	Separate house		1	6
POA5064	Separate house		2	221
POA5064	Separate house		3	1202
POA5064	Separate house		4	969
POA5064	Separate house		5	264
POA5064	Separate house		6	47
POA5065		1 storey		11
POA5065		1 storey	0	5
POA5065		1 storey	1	140
POA5065		1 storey	2	529
POA5065		1 storey	3	263
POA5065		1 storey	4	13
POA5065		1 storey	5	3
POA5065		2 storeys or more	1	96
POA5065		2 storeys or more	2	102
POA5065		2 storeys or more	3	160
POA5065		2 storeys or more	4	34
POA5065	Flat/apartment	1 or 2 storey block		3
POA5065	Flat/apartment	1 or 2 storey block	1	97
POA5065	Flat/apartment	1 or 2 storey block	2	309
POA5065	Flat/apartment	1 or 2 storey block	3	26
POA5065	Flat/apartment	1 or 2 storey block	4	4
POA5065	Flat/apartment	3 storey block		3
POA5065	Flat/apartment	3 storey block	1	8
POA5065	Flat/apartment	3 storey block	2	53
POA5065	Flat/apartment	4-8 storey block	1	26
POA5065	Flat/apartment	4-8 storey block	2	52
POA5065	Flat/apartment	4-8 storey block	3	9
POA5065	Separate house			12
POA5065	Separate house		0	3
POA5065	Separate house		1	4
POA5065	Separate house		2	213
POA5065	Separate house		3	1104
POA5065	Separate house		4	840
POA5065	Separate house		5	196
POA5065	Separate house		6	32
POA5066			3	3
POA5066		1 storey	1	27
POA5066		1 storey	2	255
POA5066		1 storey	3	163
POA5066		1 storey	4	22
POA5066		2 storeys or more	1	12
POA5066		2 storeys or more	2	40
POA5066		2 storeys or more	3	160
POA5066		2 storeys or more	4	38
POA5066		2 storeys or more	5	5
POA5066	Flat/apartment	1 or 2 storey block	1	15
POA5066	Flat/apartment	1 or 2 storey block	2	62
POA5066	Flat/apartment	1 or 2 storey block	3	14
POA5066	Separate house			10
POA5066	Separate house		0	3
POA5066	Separate house		1	10
POA5066	Separate house		2	255
POA5066	Separate house		3	1405
POA5066	Separate house		4	1456
POA5066	Separate house		5	414
POA5066	Separate house		6	62
POA5067			2	7
POA5067			3	5
POA5067		1 storey		6
POA5067		1 storey	1	68
POA5067		1 storey	2	421
POA5067		1 storey	3	235
POA5067		1 storey	4	21
POA5067		2 storeys or more		9
POA5067		2 storeys or more	1	57
POA5067		2 storeys or more	2	487
POA5067		2 storeys or more	3	584
POA5067		2 storeys or more	4	37
POA5067		2 storeys or more	5	4
POA5067	(Other)		1	4
POA5067	(Other)		2	8
POA5067	(Other)		3	6
POA5067	Flat/apartment	1 or 2 storey block		8
POA5067	Flat/apartment	1 or 2 storey block	0	8
POA5067	Flat/apartment	1 or 2 storey block	1	201
POA5067	Flat/apartment	1 or 2 storey block	2	313
POA5067	Flat/apartment	1 or 2 storey block	3	34
POA5067	Flat/apartment	3 storey block		4
POA5067	Flat/apartment	3 storey block	1	18
POA5067	Flat/apartment	3 storey block	2	90
POA5067	Flat/apartment	4-8 storey block	1	30
POA5067	Flat/apartment	4-8 storey block	2	124
POA5067	Flat/apartment	4-8 storey block	3	25
POA5067	Flat/apartment	9 or more storey block	1	33
POA5067	Flat/apartment	9 or more storey block	2	56
POA5067	Flat/apartment	9 or more storey block	3	18
POA5067	Separate house			12
POA5067	Separate house		1	41
POA5067	Separate house		2	362
POA5067	Separate house		3	902
POA5067	Separate house		4	453
POA5067	Separate house		5	78
POA5067	Separate house		6	9
POA5068			2	4
POA5068			3	5
POA5068			4	3
POA5068		1 storey		9
POA5068		1 storey	0	4
POA5068		1 storey	1	105
POA5068		1 storey	2	713
POA5068		1 storey	3	289
POA5068		1 storey	4	39
POA5068		2 storeys or more		9
POA5068		2 storeys or more	1	31
POA5068		2 storeys or more	2	159
POA5068		2 storeys or more	3	166
POA5068		2 storeys or more	4	30
POA5068	(Other)		1	5
POA5068	(Other)		2	4
POA5068	(Other)		3	3
POA5068	Flat/apartment	1 or 2 storey block		8
POA5068	Flat/apartment	1 or 2 storey block	0	3
POA5068	Flat/apartment	1 or 2 storey block	1	148
POA5068	Flat/apartment	1 or 2 storey block	2	536
POA5068	Flat/apartment	1 or 2 storey block	3	56
POA5068	Flat/apartment	3 storey block		6
POA5068	Flat/apartment	3 storey block	1	21
POA5068	Flat/apartment	3 storey block	2	116
POA5068	Flat/apartment	3 storey block	3	19
POA5068	Separate house			22
POA5068	Separate house		1	22
POA5068	Separate house		2	331
POA5068	Separate house		3	1282
POA5068	Separate house		4	868
POA5068	Separate house		5	187
POA5068	Separate house		6	39
POA5069		1 storey		5
POA5069		1 storey	1	89
POA5069		1 storey	2	328
POA5069		1 storey	3	131
POA5069		1 storey	4	15
POA5069		1 storey	5	4
POA5069		2 storeys or more		6
POA5069		2 storeys or more	2	88
POA5069		2 storeys or more	3	74
POA5069		2 storeys or more	4	12
POA5069	(Other)		0	3
POA5069	(Other)		1	9
POA5069	(Other)		2	7
POA5069	(Other)		3	4
POA5069	Flat/apartment	1 or 2 storey block		6
POA5069	Flat/apartment	1 or 2 storey block	1	110
POA5069	Flat/apartment	1 or 2 storey block	2	281
POA5069	Flat/apartment	1 or 2 storey block	3	36
POA5069	Flat/apartment	3 storey block	1	5
POA5069	Flat/apartment	3 storey block	2	24
POA5069	Flat/apartment	4-8 storey block	1	9
POA5069	Flat/apartment	4-8 storey block	2	7
POA5069	Flat/apartment	Attached to a house	4	4
POA5069	Separate house			7
POA5069	Separate house		1	23
POA5069	Separate house		2	259
POA5069	Separate house		3	1051
POA5069	Separate house		4	641
POA5069	Separate house		5	155
POA5069	Separate house		6	29
POA5070			2	8
POA5070			3	5
POA5070			4	3
POA5070		1 storey		13
POA5070		1 storey	1	69
POA5070		1 storey	2	552
POA5070		1 storey	3	352
POA5070		1 storey	4	35
POA5070		1 storey	5	6
POA5070		2 storeys or more	1	5
POA5070		2 storeys or more	2	148
POA5070		2 storeys or more	3	210
POA5070		2 storeys or more	4	39
POA5070	Flat/apartment	1 or 2 storey block		20
POA5070	Flat/apartment	1 or 2 storey block	0	4
POA5070	Flat/apartment	1 or 2 storey block	1	129
POA5070	Flat/apartment	1 or 2 storey block	2	911
POA5070	Flat/apartment	1 or 2 storey block	3	186
POA5070	Flat/apartment	1 or 2 storey block	4	9
POA5070	Flat/apartment	1 or 2 storey block	6	3
POA5070	Flat/apartment	3 storey block	2	36
POA5070	Flat/apartment	4-8 storey block	2	36
POA5070	Flat/apartment	4-8 storey block	3	3
POA5070	Separate house			32
POA5070	Separate house		0	3
POA5070	Separate house		1	22
POA5070	Separate house		2	391
POA5070	Separate house		3	2182
POA5070	Separate house		4	892
POA5070	Separate house		5	149
POA5070	Separate house		6	36
POA5072			1	4
POA5072			2	4
POA5072			3	3
POA5072			4	4
POA5072		1 storey		14
POA5072		1 storey	1	52
POA5072		1 storey	2	332
POA5072		1 storey	3	256
POA5072		1 storey	4	43
POA5072		1 storey	5	3
POA5072		2 storeys or more	1	6
POA5072		2 storeys or more	2	29
POA5072		2 storeys or more	3	115
POA5072		2 storeys or more	4	39
POA5072		2 storeys or more	5	5
POA5072	Flat/apartment	1 or 2 storey block		3
POA5072	Flat/apartment	1 or 2 storey block	0	5
POA5072	Flat/apartment	1 or 2 storey block	1	102
POA5072	Flat/apartment	1 or 2 storey block	2	326
POA5072	Flat/apartment	1 or 2 storey block	3	44
POA5072	Flat/apartment	1 or 2 storey block	4	4
POA5072	Flat/apartment	3 storey block	3	3
POA5072	Flat/apartment	4-8 storey block	1	23
POA5072	Flat/apartment	4-8 storey block	2	19
POA5072	Separate house			25
POA5072	Separate house		0	4
POA5072	Separate house		1	23
POA5072	Separate house		2	446
POA5072	Separate house		3	1923
POA5072	Separate house		4	1257
POA5072	Separate house		5	263
POA5072	Separate house		6	58
POA5073			2	3
POA5073			3	3
POA5073		1 storey		7
POA5073		1 storey	1	4
POA5073		1 storey	2	137
POA5073		1 storey	3	336
POA5073		1 storey	4	97
POA5073		1 storey	5	6
POA5073		2 storeys or more	2	47
POA5073		2 storeys or more	3	166
POA5073		2 storeys or more	4	45
POA5073		2 storeys or more	5	11
POA5073		2 storeys or more	6	4
POA5073	Flat/apartment	1 or 2 storey block		13
POA5073	Flat/apartment	1 or 2 storey block	1	70
POA5073	Flat/apartment	1 or 2 storey block	2	520
POA5073	Flat/apartment	1 or 2 storey block	3	112
POA5073	Flat/apartment	1 or 2 storey block	4	5
POA5073	Flat/apartment	1 or 2 storey block	5	4
POA5073	Flat/apartment	Attached to a house	3	3
POA5073	Separate house			37
POA5073	Separate house		1	25
POA5073	Separate house		2	334
POA5073	Separate house		3	2882
POA5073	Separate house		4	1339
POA5073	Separate house		5	217
POA5073	Separate house		6	48
POA5074				3
POA5074			2	4
POA5074			3	8
POA5074		1 storey		9
POA5074		1 storey	1	47
POA5074		1 storey	2	289
POA5074		1 storey	3	503
POA5074		1 storey	4	86
POA5074		1 storey	5	9
POA5074		2 storeys or more		4
POA5074		2 storeys or more	2	78
POA5074		2 storeys or more	3	224
POA5074		2 storeys or more	4	23
POA5074	Flat/apartment	1 or 2 storey block		12
POA5074	Flat/apartment	1 or 2 storey block	1	94
POA5074	Flat/apartment	1 or 2 storey block	2	453
POA5074	Flat/apartment	1 or 2 storey block	3	84
POA5074	Separate house			32
POA5074	Separate house		0	3
POA5074	Separate house		1	19
POA5074	Separate house		2	258
POA5074	Separate house		3	2570
POA5074	Separate house		4	801
POA5074	Separate house		5	105
POA5074	Separate house		6	13
POA5075			2	5
POA5075			3	4
POA5075		1 storey		6
POA5075		1 storey	1	8
POA5075		1 storey	2	205
POA5075		1 storey	3	191
POA5075		1 storey	4	13
POA5075		2 storeys or more	2	21
POA5075		2 storeys or more	3	91
POA5075		2 storeys or more	4	7
POA5075	Flat/apartment	1 or 2 storey block		6
POA5075	Flat/apartment	1 or 2 storey block	0	15
POA5075	Flat/apartment	1 or 2 storey block	1	55
POA5075	Flat/apartment	1 or 2 storey block	2	143
POA5075	Flat/apartment	1 or 2 storey block	3	75
POA5075	Flat/apartment	Attached to a house	2	3
POA5075	Separate house			27
POA5075	Separate house		0	3
POA5075	Separate house		1	16
POA5075	Separate house		2	204
POA5075	Separate house		3	2166
POA5075	Separate house		4	966
POA5075	Separate house		5	118
POA5075	Separate house		6	37
POA5076			6	3
POA5076		1 storey		4
POA5076		1 storey	1	3
POA5076		1 storey	2	94
POA5076		1 storey	3	244
POA5076		1 storey	4	58
POA5076		1 storey	5	7
POA5076		2 storeys or more	3	33
POA5076		2 storeys or more	4	15
POA5076		2 storeys or more	5	6
POA5076	Flat/apartment	1 or 2 storey block	2	47
POA5076	Flat/apartment	1 or 2 storey block	3	22
POA5076	Flat/apartment	1 or 2 storey block	4	4
POA5076	Flat/apartment	1 or 2 storey block	6	5
POA5076	Flat/apartment	Attached to a house	1	4
POA5076	Separate house			24
POA5076	Separate house		1	6
POA5076	Separate house		2	100
POA5076	Separate house		3	1493
POA5076	Separate house		4	1148
POA5076	Separate house		5	202
POA5076	Separate house		6	31
POA5081			3	7
POA5081		1 storey		8
POA5081		1 storey	0	3
POA5081		1 storey	1	92
POA5081		1 storey	2	237
POA5081		1 storey	3	135
POA5081		1 storey	4	13
POA5081		1 storey	5	3
POA5081		2 storeys or more		3
POA5081		2 storeys or more	1	4
POA5081		2 storeys or more	2	134
POA5081		2 storeys or more	3	198
POA5081		2 storeys or more	4	47
POA5081		2 storeys or more	5	4
POA5081	(Other)		0	3
POA5081	(Other)		1	3
POA5081	(Other)		3	7
POA5081	Flat/apartment	1 or 2 storey block	1	48
POA5081	Flat/apartment	1 or 2 storey block	2	267
POA5081	Flat/apartment	1 or 2 storey block	3	24
POA5081	Flat/apartment	3 storey block	1	12
POA5081	Flat/apartment	3 storey block	2	46
POA5081	Flat/apartment	9 or more storey block	1	24
POA5081	Flat/apartment	9 or more storey block	2	92
POA5081	Separate house			18
POA5081	Separate house		1	51
POA5081	Separate house		2	249
POA5081	Separate house		3	1059
POA5081	Separate house		4	818
POA5081	Separate house		5	231
