POA_CODE_2021	PrivateDwelling	Sex	persons
POA2009	1	F	5698
POA2009	1	M	5747
POA2010	0	F	1364
POA2010	0	M	2339
POA2010	1	F	9664
POA2010	1	M	13068
POA2011	0	F	1577
POA2011	0	M	4003
POA2011	1	F	7108
POA2011	1	M	8004
POA2015	0	F	239
POA2015	0	M	270
POA2015	1	F	5157
POA2015	1	M	5538
POA2016	0	F	609
POA2016	0	M	940
POA2016	1	F	5174
POA2016	1	M	6081
POA2017	0	F	1067
POA2017	0	M	1299
POA2017	1	F	12639
POA2017	1	M	14088
POA2018	0	F	419
POA2018	0	M	500
POA2018	1	F	9387
POA2018	1	M	9401
POA2019	0	F	329
POA2019	0	M	374
POA2019	1	F	6415
POA2019	1	M	6204
POA2020	0	F	915
POA2020	0	M	1105
POA2020	1	F	9986
POA2020	1	M	10394
POA2021	0	F	442
POA2021	0	M	447
POA2021	1	F	6992
POA2021	1	M	6453
POA2022	0	F	534
POA2022	0	M	504
POA2022	1	F	6339
POA2022	1	M	5937
POA2023	0	F	187
POA2023	0	M	208
POA2023	1	F	5193
POA2023	1	M	4683
POA2024	0	F	497
POA2024	0	M	395
POA2024	1	F	5296
POA2024	1	M	4868
POA2025	0	F	282
POA2025	0	M	230
POA2025	1	F	3568
POA2025	1	M	2877
POA2026	0	F	1027
POA2026	0	M	1087
POA2026	1	F	15254
POA2026	1	M	14536
POA2027	0	F	294
POA2027	0	M	272
POA2027	1	F	3763
POA2027	1	M	3187
POA2028	0	F	122
POA2028	0	M	94
POA2028	1	F	2399
POA2028	1	M	1953
POA2029	0	F	320
POA2029	0	M	244
POA2029	1	F	4875
POA2029	1	M	4263
POA2030	0	F	388
POA2030	0	M	388
POA2030	1	F	6948
POA2030	1	M	6435
POA2031	0	F	1602
POA2031	0	M	1562
POA2031	1	F	16229
POA2031	1	M	14480
POA2032	0	F	467
POA2032	0	M	548
POA2032	1	F	6701
POA2032	1	M	6764
POA2033	0	F	891
POA2033	0	M	972
POA2033	1	F	4933
POA2033	1	M	4863
POA2034	0	F	574
POA2034	0	M	529
POA2034	1	F	9986
POA2034	1	M	8746
POA2035	0	F	729
POA2035	0	M	710
POA2035	1	F	16985
POA2035	1	M	15811
POA2036	0	F	927
POA2036	0	M	1900
POA2036	1	F	15631
POA2036	1	M	14992
POA2037	0	F	634
POA2037	0	M	722
POA2037	1	F	7726
POA2037	1	M	7203
POA2038	0	F	331
POA2038	0	M	387
POA2038	1	F	4513
POA2038	1	M	4075
POA2039	0	F	127
POA2039	0	M	148
POA2039	1	F	4267
POA2039	1	M	3845
POA2040	0	F	635
POA2040	0	M	586
POA2040	1	F	11154
POA2040	1	M	10182
POA2041	0	F	344
POA2041	0	M	372
POA2041	1	F	7591
POA2041	1	M	6983
POA2042	0	F	565
POA2042	0	M	697
POA2042	1	F	8292
POA2042	1	M	8611
POA2043	0	F	153
POA2043	0	M	176
POA2043	1	F	4442
POA2043	1	M	4662
POA2044	0	F	137
POA2044	0	M	188
POA2044	1	F	3833
POA2044	1	M	3999
POA2045	0	F	140
POA2045	0	M	133
POA2045	1	F	3112
POA2045	1	M	3045
POA2046	0	F	550
POA2046	0	M	433
POA2046	1	F	13719
POA2046	1	M	12390
POA2047	0	F	362
POA2047	0	M	230
POA2047	1	F	5891
POA2047	1	M	5347
POA2048	0	F	176
POA2048	0	M	250
POA2048	1	F	3598
POA2048	1	M	3456
POA2049	0	F	455
POA2049	0	M	565
POA2049	1	F	5764
POA2049	1	M	5326
POA2050	0	F	1111
POA2050	0	M	1177
POA2050	1	F	3719
POA2050	1	M	3805
POA2060	0	F	509
POA2060	0	M	540
POA2060	1	F	7161
POA2060	1	M	6584
POA2061	0	F	284
POA2061	0	M	230
POA2061	1	F	2883
POA2061	1	M	2546
POA2062	0	F	87
POA2062	0	M	96
POA2062	1	F	3530
POA2062	1	M	3172
POA2063	0	F	188
POA2063	0	M	121
POA2063	1	F	3121
POA2063	1	M	2969
POA2064	0	F	148
POA2064	0	M	138
POA2064	1	F	4518
POA2064	1	M	4474
POA2065	0	F	1305
POA2065	0	M	1097
POA2065	1	F	15677
POA2065	1	M	14437
POA2066	0	F	654
POA2066	0	M	521
POA2066	1	F	16408
POA2066	1	M	15681
POA2067	0	F	812
POA2067	0	M	784
POA2067	1	F	13344
POA2067	1	M	12120
POA2068	0	F	291
POA2068	0	M	202
POA2068	1	F	8638
POA2068	1	M	7984
POA2069	0	F	202
POA2069	0	M	165
POA2069	1	F	7177
POA2069	1	M	6890
POA2070	0	F	167
POA2070	0	M	148
POA2070	1	F	7364
POA2070	1	M	6780
POA2071	0	F	239
POA2071	0	M	144
POA2071	1	F	6709
POA2071	1	M	6320
POA2072	0	F	169
POA2072	0	M	108
POA2072	1	F	4397
POA2072	1	M	4073
POA2073	0	F	175
POA2073	0	M	158
POA2073	1	F	8754
POA2073	1	M	7931
POA2074	0	F	523
POA2074	0	M	309
POA2074	1	F	11491
POA2074	1	M	10826
POA2075	0	F	262
POA2075	0	M	203
POA2075	1	F	10903
POA2075	1	M	10178
POA2076	0	F	1005
POA2076	0	M	660
POA2076	1	F	12074
POA2076	1	M	11675
POA2077	0	F	820
POA2077	0	M	765
POA2077	1	F	21025
POA2077	1	M	20149
POA2079	0	F	40
POA2079	0	M	41
POA2079	1	F	3846
POA2079	1	M	3848
POA2080	0	F	12
POA2080	0	M	12
POA2080	1	F	872
POA2080	1	M	845
POA2081	0	F	19
POA2081	0	M	22
POA2081	1	F	2662
POA2081	1	M	2632
POA2082	0	F	34
POA2082	0	M	32
POA2082	1	F	2682
POA2082	1	M	2651
POA2083	0	F	63
POA2083	0	M	68
POA2083	1	F	751
POA2083	1	M	781
POA2084	0	F	111
POA2084	0	M	91
POA2084	1	F	1729
POA2084	1	M	1811
POA2085	0	F	255
POA2085	0	M	165
POA2085	1	F	5613
POA2085	1	M	5325
POA2086	0	F	294
POA2086	0	M	234
POA2086	1	F	6957
POA2086	1	M	6896
POA2087	0	F	177
POA2087	0	M	129
POA2087	1	F	6514
POA2087	1	M	6238
POA2088	0	F	598
POA2088	0	M	526
POA2088	1	F	14293
POA2088	1	M	12172
POA2089	0	F	293
POA2089	0	M	283
POA2089	1	F	5666
POA2089	1	M	4906
POA2090	0	F	245
POA2090	0	M	217
POA2090	1	F	6906
POA2090	1	M	5934
POA2092	0	F	124
POA2092	0	M	114
POA2092	1	F	3542
POA2092	1	M	3464
POA2093	0	F	335
POA2093	0	M	302
POA2093	1	F	11627
POA2093	1	M	10911
POA2094	0	F	95
POA2094	0	M	91
POA2094	1	F	3079
POA2094	1	M	2699
POA2095	0	F	490
POA2095	0	M	525
POA2095	1	F	7615
POA2095	1	M	7364
POA2096	0	F	203
POA2096	0	M	224
POA2096	1	F	7175
POA2096	1	M	7041
POA2097	0	F	314
POA2097	0	M	262
POA2097	1	F	7734
POA2097	1	M	7473
POA2099	0	F	665
POA2099	0	M	617
POA2099	1	F	21010
POA2099	1	M	20142
POA2100	0	F	413
POA2100	0	M	304
POA2100	1	F	10599
POA2100	1	M	10395
POA2101	0	F	639
POA2101	0	M	481
POA2101	1	F	9447
POA2101	1	M	9122
POA2102	0	F	302
POA2102	0	M	198
POA2102	1	F	4057
POA2102	1	M	3720
POA2103	0	F	311
POA2103	0	M	289
POA2103	1	F	5235
POA2103	1	M	4952
POA2104	0	F	131
POA2104	0	M	82
POA2104	1	F	1893
POA2104	1	M	1645
POA2105	0	F	49
POA2105	0	M	61
POA2105	1	F	910
POA2105	1	M	955
POA2106	0	F	150
POA2106	0	M	146
POA2106	1	F	4744
POA2106	1	M	4526
POA2107	0	F	294
POA2107	0	M	262
POA2107	1	F	7468
POA2107	1	M	7188
POA2108	0	F	127
POA2108	0	M	124
POA2108	1	F	822
POA2108	1	M	799
POA2110	0	F	549
POA2110	0	M	346
POA2110	1	F	4438
POA2110	1	M	4255
POA2111	0	F	283
POA2111	0	M	256
POA2111	1	F	7609
POA2111	1	M	7157
POA2112	0	F	781
POA2112	0	M	756
POA2112	1	F	18653
POA2112	1	M	17612
POA2113	0	F	1346
POA2113	0	M	1411
POA2113	1	F	12798
POA2113	1	M	12335
POA2114	0	F	529
POA2114	0	M	473
POA2114	1	F	12234
POA2114	1	M	11969
POA2115	0	F	327
POA2115	0	M	331
POA2115	1	F	5938
POA2115	1	M	5982
POA2116	0	F	146
POA2116	0	M	179
POA2116	1	F	3505
POA2116	1	M	3407
POA2117	0	F	577
POA2117	0	M	526
POA2117	1	F	10528
POA2117	1	M	10380
POA2118	0	F	356
POA2118	0	M	336
POA2118	1	F	13593
POA2118	1	M	13445
POA2119	0	F	170
POA2119	0	M	137
POA2119	1	F	6349
POA2119	1	M	5636
POA2120	0	F	243
POA2120	0	M	220
POA2120	1	F	10312
POA2120	1	M	10031
POA2121	0	F	411
POA2121	0	M	361
POA2121	1	F	17089
POA2121	1	M	16171
POA2122	0	F	597
POA2122	0	M	560
POA2122	1	F	15230
POA2122	1	M	14554
POA2125	0	F	137
POA2125	0	M	100
POA2125	1	F	8212
POA2125	1	M	8018
POA2126	0	F	299
POA2126	0	M	182
POA2126	1	F	9348
POA2126	1	M	9175
POA2127	0	F	472
POA2127	0	M	523
POA2127	1	F	11295
POA2127	1	M	10873
POA2128	0	F	238
POA2128	0	M	1259
POA2128	1	F	1040
POA2128	1	M	1130
POA2130	0	F	224
POA2130	0	M	290
POA2130	1	F	3532
POA2130	1	M	3084
POA2131	0	F	884
POA2131	0	M	810
POA2131	1	F	10797
POA2131	1	M	10434
POA2132	0	F	365
POA2132	0	M	315
POA2132	1	F	5238
POA2132	1	M	4761
POA2133	0	F	148
POA2133	0	M	154
POA2133	1	F	5452
POA2133	1	M	5061
POA2134	0	F	514
POA2134	0	M	551
POA2134	1	F	8775
POA2134	1	M	8343
POA2135	0	F	758
POA2135	0	M	749
POA2135	1	F	11916
POA2135	1	M	12512
POA2136	0	F	190
POA2136	0	M	152
POA2136	1	F	3803
POA2136	1	M	3629
POA2137	0	F	503
POA2137	0	M	440
POA2137	1	F	13736
POA2137	1	M	12765
POA2138	0	F	727
POA2138	0	M	807
POA2138	1	F	9640
POA2138	1	M	9097
POA2140	0	F	435
POA2140	0	M	577
POA2140	1	F	9339
POA2140	1	M	10225
POA2141	0	F	615
POA2141	0	M	889
POA2141	1	F	14968
POA2141	1	M	15820
POA2142	0	F	966
POA2142	0	M	1226
POA2142	1	F	12175
POA2142	1	M	13540
POA2143	0	F	201
POA2143	0	M	205
POA2143	1	F	4577
POA2143	1	M	4712
POA2144	0	F	1290
POA2144	0	M	1535
POA2144	1	F	16519
POA2144	1	M	19958
POA2145	0	F	3226
POA2145	0	M	3325
POA2145	1	F	40758
POA2145	1	M	41363
POA2146	0	F	377
POA2146	0	M	433
POA2146	1	F	9200
POA2146	1	M	9345
POA2147	0	F	880
POA2147	0	M	898
POA2147	1	F	17654
POA2147	1	M	17720
POA2148	0	F	2253
POA2148	0	M	2114
POA2148	1	F	31280
POA2148	1	M	31901
POA2150	0	F	1099
POA2150	0	M	1284
POA2150	1	F	15631
POA2150	1	M	17075
POA2151	0	F	675
POA2151	0	M	701
POA2151	1	F	9995
POA2151	1	M	9749
POA2152	0	F	212
POA2152	0	M	183
POA2152	1	F	5643
POA2152	1	M	5149
POA2153	0	F	1195
POA2153	0	M	929
POA2153	1	F	30803
POA2153	1	M	29820
POA2154	0	F	944
POA2154	0	M	606
POA2154	1	F	20121
POA2154	1	M	19029
POA2155	0	F	821
POA2155	0	M	878
POA2155	1	F	37486
POA2155	1	M	36303
POA2156	0	F	232
POA2156	0	M	142
POA2156	1	F	6424
POA2156	1	M	6462
POA2157	0	F	33
POA2157	0	M	39
POA2157	1	F	1966
POA2157	1	M	2008
POA2158	0	F	221
POA2158	0	M	224
POA2158	1	F	4287
POA2158	1	M	4213
POA2159	0	F	135
POA2159	0	M	106
POA2159	1	F	2461
POA2159	1	M	2427
POA2160	0	F	1498
POA2160	0	M	1677
POA2160	1	F	17795
POA2160	1	M	18279
POA2161	0	F	1404
POA2161	0	M	1443
POA2161	1	F	15425
POA2161	1	M	15962
POA2162	0	F	755
POA2162	0	M	786
POA2162	1	F	9379
POA2162	1	M	9314
POA2163	0	F	478
POA2163	0	M	905
POA2163	1	F	4489
POA2163	1	M	4625
POA2164	0	F	455
POA2164	0	M	473
POA2164	1	F	10293
POA2164	1	M	10015
POA2165	0	F	1276
POA2165	0	M	1329
POA2165	1	F	21360
POA2165	1	M	20808
POA2166	0	F	1531
POA2166	0	M	1455
POA2166	1	F	25709
POA2166	1	M	25028
POA2167	0	F	475
POA2167	0	M	297
POA2167	1	F	4857
POA2167	1	M	4804
POA2168	0	F	1213
POA2168	0	M	1262
POA2168	1	F	21542
POA2168	1	M	20915
POA2170	0	F	4177
POA2170	0	M	4101
POA2170	1	F	53698
POA2170	1	M	52660
POA2171	0	F	547
POA2171	0	M	562
POA2171	1	F	18935
POA2171	1	M	18711
POA2172	0	F	17
POA2172	0	M	17
POA2172	1	F	1405
POA2172	1	M	1427
POA2173	0	F	298
POA2173	0	M	904
POA2173	1	F	6830
POA2173	1	M	6719
POA2174	0	F	267
POA2174	0	M	283
POA2174	1	F	5809
POA2174	1	M	5722
POA2175	0	F	61
POA2175	0	M	61
POA2175	1	F	835
POA2175	1	M	862
POA2176	0	F	1198
POA2176	0	M	1051
POA2176	1	F	24236
POA2176	1	M	23411
POA2177	0	F	374
POA2177	0	M	343
POA2177	1	F	8408
POA2177	1	M	8022
POA2178	0	F	133
POA2178	0	M	123
POA2178	1	F	1865
POA2178	1	M	2020
POA2179	0	F	335
POA2179	0	M	447
POA2179	1	F	7766
POA2179	1	M	7667
POA2190	0	F	964
POA2190	0	M	984
POA2190	1	F	12791
POA2190	1	M	12677
POA2191	0	F	119
POA2191	0	M	116
POA2191	1	F	3206
POA2191	1	M	3055
POA2192	0	F	526
POA2192	0	M	563
POA2192	1	F	6227
POA2192	1	M	6326
POA2193	0	F	324
POA2193	0	M	336
POA2193	1	F	8585
POA2193	1	M	8355
POA2194	0	F	995
POA2194	0	M	1018
POA2194	1	F	11552
POA2194	1	M	12409
POA2195	0	F	963
POA2195	0	M	1162
POA2195	1	F	11370
POA2195	1	M	13398
POA2196	0	F	943
POA2196	0	M	959
POA2196	1	F	15616
POA2196	1	M	16098
POA2197	0	F	469
POA2197	0	M	464
POA2197	1	F	4644
POA2197	1	M	4540
POA2198	0	F	445
POA2198	0	M	423
POA2198	1	F	4501
POA2198	1	M	4423
POA2199	0	F	649
POA2199	0	M	693
POA2199	1	F	9162
POA2199	1	M	9046
POA2200	0	F	1865
POA2200	0	M	1781
POA2200	1	F	22282
POA2200	1	M	22110
POA2203	0	F	343
POA2203	0	M	366
POA2203	1	F	6869
POA2203	1	M	6219
POA2204	0	F	672
POA2204	0	M	809
POA2204	1	F	12591
POA2204	1	M	12007
POA2205	0	F	804
POA2205	0	M	971
POA2205	1	F	11595
POA2205	1	M	11903
POA2206	0	F	421
POA2206	0	M	353
POA2206	1	F	9567
POA2206	1	M	9269
POA2207	0	F	915
POA2207	0	M	765
POA2207	1	F	13511
POA2207	1	M	13020
POA2208	0	F	181
POA2208	0	M	175
POA2208	1	F	6334
POA2208	1	M	6085
POA2209	0	F	269
POA2209	0	M	247
POA2209	1	F	7741
POA2209	1	M	7498
POA2210	0	F	856
POA2210	0	M	807
POA2210	1	F	15943
POA2210	1	M	15381
POA2211	0	F	379
POA2211	0	M	319
POA2211	1	F	8519
POA2211	1	M	8263
POA2212	0	F	444
POA2212	0	M	368
POA2212	1	F	8321
POA2212	1	M	7954
POA2213	0	F	293
POA2213	0	M	279
POA2213	1	F	11492
POA2213	1	M	10977
POA2214	0	F	46
POA2214	0	M	54
POA2214	1	F	2022
POA2214	1	M	1927
POA2216	0	F	750
POA2216	0	M	826
POA2216	1	F	13074
POA2216	1	M	13289
POA2217	0	F	1207
POA2217	0	M	1050
POA2217	1	F	13566
POA2217	1	M	13280
POA2218	0	F	284
POA2218	0	M	297
POA2218	1	F	7728
POA2218	1	M	7792
POA2219	0	F	351
POA2219	0	M	303
POA2219	1	F	6851
POA2219	1	M	6180
POA2220	0	F	671
POA2220	0	M	649
POA2220	1	F	16148
POA2220	1	M	16262
POA2221	0	F	421
POA2221	0	M	318
POA2221	1	F	8293
POA2221	1	M	7929
POA2222	0	F	319
POA2222	0	M	242
POA2222	1	F	6062
POA2222	1	M	5911
POA2223	0	F	400
POA2223	0	M	289
POA2223	1	F	10434
POA2223	1	M	9996
POA2224	0	F	393
POA2224	0	M	298
POA2224	1	F	7104
POA2224	1	M	6699
POA2225	0	F	31
POA2225	0	M	31
POA2225	1	F	2734
POA2225	1	M	2681
POA2226	0	F	235
POA2226	0	M	207
POA2226	1	F	6308
POA2226	1	M	6181
POA2227	0	F	171
POA2227	0	M	167
POA2227	1	F	7563
POA2227	1	M	7232
POA2228	0	F	616
POA2228	0	M	496
POA2228	1	F	10221
POA2228	1	M	9514
POA2229	0	F	692
POA2229	0	M	667
POA2229	1	F	15189
POA2229	1	M	14448
POA2230	0	F	707
POA2230	0	M	638
POA2230	1	F	14754
POA2230	1	M	14177
POA2231	0	F	40
POA2231	0	M	52
POA2231	1	F	1211
POA2231	1	M	1217
POA2232	0	F	720
POA2232	0	M	567
POA2232	1	F	17217
POA2232	1	M	16420
POA2233	0	F	368
POA2233	0	M	245
POA2233	1	F	14843
POA2233	1	M	14169
POA2234	0	F	346
POA2234	0	M	208
POA2234	1	F	15125
POA2234	1	M	14745
POA2250	0	F	2323
POA2250	0	M	1924
POA2250	1	F	34252
POA2250	1	M	32588
POA2251	0	F	892
POA2251	0	M	768
POA2251	1	F	16695
POA2251	1	M	15324
POA2256	0	F	690
POA2256	0	M	561
POA2256	1	F	7788
POA2256	1	M	7191
POA2257	0	F	950
POA2257	0	M	845
POA2257	1	F	14859
POA2257	1	M	13718
POA2258	0	F	91
POA2258	0	M	103
POA2258	1	F	2554
POA2258	1	M	2484
POA2259	0	F	2093
POA2259	0	M	1823
POA2259	1	F	31862
POA2259	1	M	30311
POA2260	0	F	548
POA2260	0	M	543
POA2260	1	F	12583
POA2260	1	M	12052
POA2261	0	F	1794
POA2261	0	M	1506
POA2261	1	F	26783
POA2261	1	M	24827
POA2262	0	F	440
POA2262	0	M	427
POA2262	1	F	10383
POA2262	1	M	9894
POA2263	0	F	888
POA2263	0	M	784
POA2263	1	F	11656
POA2263	1	M	11036
POA2264	0	F	457
POA2264	0	M	418
POA2264	1	F	7790
POA2264	1	M	7292
POA2265	0	F	207
POA2265	0	M	118
POA2265	1	F	3597
POA2265	1	M	3425
POA2267	0	F	64
POA2267	0	M	83
POA2267	1	F	1367
POA2267	1	M	1343
POA2278	0	F	13
POA2278	0	M	17
POA2278	1	F	1228
POA2278	1	M	1275
POA2280	0	F	510
POA2280	0	M	424
POA2280	1	F	13262
POA2280	1	M	12730
POA2281	0	F	332
POA2281	0	M	302
POA2281	1	F	7442
POA2281	1	M	7119
POA2282	0	F	281
POA2282	0	M	188
POA2282	1	F	8111
POA2282	1	M	7381
POA2283	0	F	642
POA2283	0	M	599
POA2283	1	F	11647
POA2283	1	M	11186
POA2284	0	F	392
POA2284	0	M	322
POA2284	1	F	5999
POA2284	1	M	5679
POA2285	0	F	616
POA2285	0	M	568
POA2285	1	F	16609
POA2285	1	M	15751
POA2286	0	F	70
POA2286	0	M	75
POA2286	1	F	2312
POA2286	1	M	2169
POA2287	0	F	913
POA2287	0	M	783
POA2287	1	F	19764
POA2287	1	M	18945
POA2289	0	F	277
POA2289	0	M	314
POA2289	1	F	9881
POA2289	1	M	9508
POA2290	0	F	880
POA2290	0	M	714
POA2290	1	F	16923
POA2290	1	M	16090
POA2291	0	F	277
POA2291	0	M	256
POA2291	1	F	6871
POA2291	1	M	6661
POA2292	0	F	86
POA2292	0	M	110
POA2292	1	F	1224
POA2292	1	M	1177
POA2293	0	F	55
POA2293	0	M	43
POA2293	1	F	1619
POA2293	1	M	1518
POA2294	0	F	43
POA2294	0	M	91
POA2294	1	F	964
POA2294	1	M	882
POA2295	0	F	245
POA2295	0	M	222
POA2295	1	F	3853
POA2295	1	M	3709
POA2296	0	F	23
POA2296	0	M	37
POA2296	1	F	985
POA2296	1	M	937
POA2297	0	F	52
POA2297	0	M	74
POA2297	1	F	843
POA2297	1	M	815
POA2298	0	F	779
POA2298	0	M	599
POA2298	1	F	4533
POA2298	1	M	4395
POA2299	0	F	363
POA2299	0	M	412
POA2299	1	F	5522
POA2299	1	M	5491
POA2300	0	F	356
POA2300	0	M	467
POA2300	1	F	5625
POA2300	1	M	5307
POA2302	0	F	102
POA2302	0	M	156
POA2302	1	F	625
POA2302	1	M	634
POA2303	0	F	373
POA2303	0	M	384
POA2303	1	F	4527
POA2303	1	M	4316
POA2304	0	F	674
POA2304	0	M	699
POA2304	1	F	7340
POA2304	1	M	7002
POA2305	0	F	604
POA2305	0	M	568
POA2305	1	F	6365
POA2305	1	M	6083
POA2306	0	F	208
POA2306	0	M	186
POA2306	1	F	1605
POA2306	1	M	1440
POA2307	0	F	123
POA2307	0	M	112
POA2307	1	F	2113
POA2307	1	M	2188
POA2308	0	F	625
POA2308	0	M	540
POA2311	0	F	27
POA2311	0	M	29
POA2311	1	F	439
POA2311	1	M	428
POA2312	0	F	35
POA2312	0	M	39
POA2312	1	F	723
POA2312	1	M	694
POA2315	0	F	592
POA2315	0	M	520
POA2315	1	F	7329
POA2315	1	M	6778
POA2316	0	F	187
POA2316	0	M	207
POA2316	1	F	3127
POA2316	1	M	2985
POA2317	0	F	198
POA2317	0	M	159
POA2317	1	F	3220
POA2317	1	M	2880
POA2318	0	F	212
POA2318	0	M	247
POA2318	1	F	6484
POA2318	1	M	6458
POA2319	0	F	179
POA2319	0	M	171
POA2319	1	F	3234
POA2319	1	M	3229
POA2320	0	F	1052
POA2320	0	M	939
POA2320	1	F	19002
POA2320	1	M	18085
POA2321	0	F	290
POA2321	0	M	289
POA2321	1	F	9928
POA2321	1	M	9203
POA2322	0	F	300
POA2322	0	M	366
POA2322	1	F	11955
POA2322	1	M	11507
POA2323	0	F	506
POA2323	0	M	527
POA2323	1	F	12776
POA2323	1	M	12057
POA2324	0	F	898
POA2324	0	M	921
POA2324	1	F	11885
POA2324	1	M	11637
POA2325	0	F	1024
POA2325	0	M	2451
POA2325	1	F	14103
POA2325	1	M	13483
POA2326	0	F	150
POA2326	0	M	165
POA2326	1	F	3734
POA2326	1	M	3728
POA2327	0	F	259
POA2327	0	M	232
POA2327	1	F	3729
POA2327	1	M	3604
POA2328	0	F	94
POA2328	0	M	139
POA2328	1	F	1159
POA2328	1	M	1164
POA2329	0	F	130
POA2329	0	M	135
POA2329	1	F	969
POA2329	1	M	917
POA2330	0	F	680
POA2330	0	M	875
POA2330	1	F	10025
POA2330	1	M	10029
POA2331	0	F	18
POA2331	0	M	658
POA2331	1	F	4
POA2331	1	M	7
POA2333	0	F	435
POA2333	0	M	890
POA2333	1	F	6251
POA2333	1	M	6382
POA2334	0	F	36
POA2334	0	M	39
POA2334	1	F	1613
POA2334	1	M	1603
POA2335	0	F	160
POA2335	0	M	165
POA2335	1	F	3907
POA2335	1	M	3871
POA2336	0	F	64
POA2336	0	M	92
POA2336	1	F	1188
POA2336	1	M	1234
POA2337	0	F	308
POA2337	0	M	369
POA2337	1	F	3782
POA2337	1	M	3725
POA2338	0	F	79
POA2338	0	M	89
POA2338	1	F	653
POA2338	1	M	601
POA2339	0	F	51
POA2339	0	M	58
POA2339	1	F	299
POA2339	1	M	331
POA2340	0	F	2209
POA2340	0	M	2428
POA2340	1	F	24791
POA2340	1	M	23404
POA2341	0	F	54
POA2341	0	M	65
POA2341	1	F	666
POA2341	1	M	691
POA2342	0	F	12
POA2342	0	M	19
POA2342	1	F	208
POA2342	1	M	225
POA2343	0	F	305
POA2343	0	M	334
POA2343	1	F	2153
POA2343	1	M	2079
POA2344	0	F	12
POA2344	0	M	14
POA2344	1	F	327
POA2344	1	M	316
POA2345	0	F	12
POA2345	0	M	17
POA2345	1	F	330
POA2345	1	M	339
POA2346	0	F	145
POA2346	0	M	166
POA2346	1	F	1372
POA2346	1	M	1331
POA2347	0	F	101
POA2347	0	M	101
POA2347	1	F	822
POA2347	1	M	830
POA2350	0	F	1969
POA2350	0	M	1626
