POA_CODE_2021	Age	UsualResidence	persons
POA0800	75-84	Home	90
POA0800	75-84	Visitor from NSW	10
POA0800	75-84	Visitor from NT	4
POA0800	75-84	Visitor from QLD	14
POA0800	75-84	Visitor from SA	56
POA0800	75-84	Visitor from TAS	5
POA0800	75-84	Visitor from VIC	48
POA0800	75-84	Visitor from WA	75
POA0800	85+	Home	20
POA0810	0-14	Home	6827
POA0810	0-14	Visitor from ACT	4
POA0810	0-14	Visitor from NSW	10
POA0810	0-14	Visitor from NT	114
POA0810	0-14	Visitor from QLD	8
POA0810	0-14	Visitor from SA	24
POA0810	0-14	Visitor from VIC	40
POA0810	0-14	Visitor from WA	21
POA0810	0-14	Visitor same SA2	8
POA0810	15-24	Home	3597
POA0810	15-24	Visitor from ACT	5
POA0810	15-24	Visitor from NSW	30
POA0810	15-24	Visitor from NT	102
POA0810	15-24	Visitor from QLD	30
POA0810	15-24	Visitor from SA	17
POA0810	15-24	Visitor from VIC	26
POA0810	15-24	Visitor from WA	17
POA0810	15-24	Visitor same SA2	3
POA0810	25-34	Home	6074
POA0810	25-34	Visitor from ACT	13
POA0810	25-34	Visitor from NSW	38
POA0810	25-34	Visitor from NT	178
POA0810	25-34	Visitor from QLD	36
POA0810	25-34	Visitor from SA	45
POA0810	25-34	Visitor from VIC	91
POA0810	25-34	Visitor from WA	35
POA0810	25-34	Visitor same SA2	8
POA0810	35-44	Home	5294
POA0810	35-44	Visitor from ACT	8
POA0810	35-44	Visitor from NSW	27
POA0810	35-44	Visitor from NT	181
POA0810	35-44	Visitor from QLD	29
POA0810	35-44	Visitor from SA	26
POA0810	35-44	Visitor from TAS	16
POA0810	35-44	Visitor from VIC	52
POA0810	35-44	Visitor from WA	17
POA0810	35-44	Visitor same SA2	3
POA0810	45-54	Home	4033
POA0810	45-54	Visitor from ACT	8
POA0810	45-54	Visitor from NSW	22
POA0810	45-54	Visitor from NT	161
POA0810	45-54	Visitor from QLD	24
POA0810	45-54	Visitor from SA	29
POA0810	45-54	Visitor from TAS	5
POA0810	45-54	Visitor from VIC	43
POA0810	45-54	Visitor from WA	16
POA0810	55-64	Home	3060
POA0810	55-64	Visitor from ACT	7
POA0810	55-64	Visitor from NSW	42
POA0810	55-64	Visitor from NT	190
POA0810	55-64	Visitor from QLD	64
POA0810	55-64	Visitor from SA	66
POA0810	55-64	Visitor from TAS	13
POA0810	55-64	Visitor from VIC	89
POA0810	55-64	Visitor from WA	40
POA0810	55-64	Visitor same SA2	6
POA0810	65-74	Home	2327
POA0810	65-74	Visitor from ACT	8
POA0810	65-74	Visitor from NSW	67
POA0810	65-74	Visitor from NT	111
POA0810	65-74	Visitor from QLD	88
POA0810	65-74	Visitor from SA	100
POA0810	65-74	Visitor from TAS	17
POA0810	65-74	Visitor from VIC	147
POA0810	65-74	Visitor from WA	61
POA0810	65-74	Visitor same SA2	3
POA0810	75-84	Home	1076
POA0810	75-84	Visitor from NSW	17
POA0810	75-84	Visitor from NT	45
POA0810	75-84	Visitor from QLD	23
POA0810	75-84	Visitor from SA	26
POA0810	75-84	Visitor from TAS	5
POA0810	75-84	Visitor from VIC	32
POA0810	75-84	Visitor from WA	22
POA0810	85+	Home	263
POA0810	85+	Visitor from NT	20
POA0810	85+	Visitor from SA	4
POA0810	85+	Visitor from VIC	8
POA0812	0-14	Home	3971
POA0812	0-14	Visitor from NSW	3
POA0812	0-14	Visitor from NT	149
POA0812	0-14	Visitor from QLD	16
POA0812	0-14	Visitor from SA	16
POA0812	0-14	Visitor from VIC	15
POA0812	0-14	Visitor from WA	3
POA0812	0-14	Visitor same SA2	4
POA0812	15-24	Home	2093
POA0812	15-24	Visitor from ACT	6
POA0812	15-24	Visitor from NSW	3
POA0812	15-24	Visitor from NT	120
POA0812	15-24	Visitor from QLD	15
POA0812	15-24	Visitor from SA	4
POA0812	15-24	Visitor from VIC	14
POA0812	15-24	Visitor from WA	3
POA0812	15-24	Visitor same SA2	9
POA0812	25-34	Home	2357
POA0812	25-34	Visitor from ACT	4
POA0812	25-34	Visitor from NSW	7
POA0812	25-34	Visitor from NT	107
POA0812	25-34	Visitor from QLD	17
POA0812	25-34	Visitor from SA	8
POA0812	25-34	Visitor from VIC	17
POA0812	25-34	Visitor from WA	10
POA0812	25-34	Visitor same SA2	3
POA0812	35-44	Home	2598
POA0812	35-44	Visitor from ACT	6
POA0812	35-44	Visitor from NSW	3
POA0812	35-44	Visitor from NT	90
POA0812	35-44	Visitor from QLD	10
POA0812	35-44	Visitor from SA	12
POA0812	35-44	Visitor from TAS	3
POA0812	35-44	Visitor from VIC	17
POA0812	35-44	Visitor from WA	3
POA0812	45-54	Home	2379
POA0812	45-54	Visitor from NSW	12
POA0812	45-54	Visitor from NT	98
POA0812	45-54	Visitor from QLD	11
POA0812	45-54	Visitor from SA	13
POA0812	45-54	Visitor from VIC	11
POA0812	45-54	Visitor from WA	13
POA0812	45-54	Visitor same SA2	8
POA0812	55-64	Home	2174
POA0812	55-64	Visitor from NSW	16
POA0812	55-64	Visitor from NT	68
POA0812	55-64	Visitor from QLD	21
POA0812	55-64	Visitor from SA	33
POA0812	55-64	Visitor from VIC	39
POA0812	55-64	Visitor from WA	19
POA0812	65-74	Home	1479
POA0812	65-74	Visitor from NSW	18
POA0812	65-74	Visitor from NT	28
POA0812	65-74	Visitor from QLD	31
POA0812	65-74	Visitor from SA	36
POA0812	65-74	Visitor from TAS	13
POA0812	65-74	Visitor from VIC	79
POA0812	65-74	Visitor from WA	36
POA0812	65-74	Visitor same SA2	8
POA0812	75-84	Home	572
POA0812	75-84	Visitor from NSW	10
POA0812	75-84	Visitor from NT	15
POA0812	75-84	Visitor from QLD	6
POA0812	75-84	Visitor from SA	11
POA0812	75-84	Visitor from TAS	3
POA0812	75-84	Visitor from VIC	26
POA0812	75-84	Visitor from WA	5
POA0812	75-84	Visitor same SA2	4
POA0812	85+	Home	109
POA0812	85+	Visitor from NSW	5
POA0812	85+	Visitor from WA	4
POA0820	0-14	Home	3008
POA0820	0-14	Visitor from NSW	20
POA0820	0-14	Visitor from NT	64
POA0820	0-14	Visitor from QLD	8
POA0820	0-14	Visitor from SA	15
POA0820	0-14	Visitor from TAS	3
POA0820	0-14	Visitor from VIC	44
POA0820	0-14	Visitor from WA	27
POA0820	0-14	Visitor same SA2	3
POA0820	15-24	Home	2074
POA0820	15-24	Visitor from ACT	5
POA0820	15-24	Visitor from NSW	35
POA0820	15-24	Visitor from NT	108
POA0820	15-24	Visitor from QLD	15
POA0820	15-24	Visitor from SA	24
POA0820	15-24	Visitor from TAS	4
POA0820	15-24	Visitor from VIC	42
POA0820	15-24	Visitor from WA	30
POA0820	15-24	Visitor same SA2	20
POA0820	25-34	Home	4170
POA0820	25-34	Visitor from ACT	9
POA0820	25-34	Visitor from NSW	67
POA0820	25-34	Visitor from NT	206
POA0820	25-34	Visitor from QLD	37
POA0820	25-34	Visitor from SA	45
POA0820	25-34	Visitor from TAS	11
POA0820	25-34	Visitor from VIC	90
POA0820	25-34	Visitor from WA	59
POA0820	25-34	Visitor same SA2	20
POA0820	35-44	Home	2930
POA0820	35-44	Visitor from ACT	8
POA0820	35-44	Visitor from NSW	38
POA0820	35-44	Visitor from NT	146
POA0820	35-44	Visitor from QLD	50
POA0820	35-44	Visitor from SA	31
POA0820	35-44	Visitor from TAS	8
POA0820	35-44	Visitor from VIC	70
POA0820	35-44	Visitor from WA	35
POA0820	35-44	Visitor same SA2	11
POA0820	45-54	Home	2355
POA0820	45-54	Visitor from ACT	4
POA0820	45-54	Visitor from NSW	18
POA0820	45-54	Visitor from NT	106
POA0820	45-54	Visitor from QLD	46
POA0820	45-54	Visitor from SA	41
POA0820	45-54	Visitor from TAS	7
POA0820	45-54	Visitor from VIC	93
POA0820	45-54	Visitor from WA	44
POA0820	55-64	Home	2000
POA0820	55-64	Visitor from ACT	11
POA0820	55-64	Visitor from NSW	53
POA0820	55-64	Visitor from NT	102
POA0820	55-64	Visitor from QLD	72
POA0820	55-64	Visitor from SA	62
POA0820	55-64	Visitor from TAS	15
POA0820	55-64	Visitor from VIC	157
POA0820	55-64	Visitor from WA	92
POA0820	55-64	Visitor same SA2	11
POA0820	65-74	Home	1300
POA0820	65-74	Visitor from ACT	10
POA0820	65-74	Visitor from NSW	71
POA0820	65-74	Visitor from NT	51
POA0820	65-74	Visitor from QLD	60
POA0820	65-74	Visitor from SA	98
POA0820	65-74	Visitor from TAS	18
POA0820	65-74	Visitor from VIC	142
POA0820	65-74	Visitor from WA	71
POA0820	75-84	Home	581
POA0820	75-84	Visitor from NSW	3
POA0820	75-84	Visitor from NT	24
POA0820	75-84	Visitor from QLD	9
POA0820	75-84	Visitor from SA	21
POA0820	75-84	Visitor from VIC	39
POA0820	75-84	Visitor from WA	18
POA0820	85+	Home	154
POA0820	85+	Visitor from NT	3
POA0820	85+	Visitor from QLD	4
POA0820	85+	Visitor from SA	3
POA0820	85+	Visitor from VIC	5
POA0822	0-14	Home	5521
POA0822	0-14	Visitor from ACT	3
POA0822	0-14	Visitor from NSW	28
POA0822	0-14	Visitor from NT	171
POA0822	0-14	Visitor from QLD	37
POA0822	0-14	Visitor from SA	23
POA0822	0-14	Visitor from VIC	58
POA0822	0-14	Visitor from WA	21
POA0822	0-14	Visitor same SA2	33
POA0822	15-24	Home	4239
POA0822	15-24	Visitor from NSW	28
POA0822	15-24	Visitor from NT	160
POA0822	15-24	Visitor from QLD	32
POA0822	15-24	Visitor from SA	19
POA0822	15-24	Visitor from VIC	36
POA0822	15-24	Visitor from WA	15
POA0822	15-24	Visitor same SA2	35
POA0822	25-34	Home	4027
POA0822	25-34	Visitor from ACT	19
POA0822	25-34	Visitor from NSW	48
POA0822	25-34	Visitor from NT	293
POA0822	25-34	Visitor from QLD	151
POA0822	25-34	Visitor from SA	57
POA0822	25-34	Visitor from TAS	9
POA0822	25-34	Visitor from VIC	118
POA0822	25-34	Visitor from WA	74
POA0822	25-34	Visitor same SA2	44
POA0822	35-44	Home	3408
POA0822	35-44	Visitor from ACT	10
POA0822	35-44	Visitor from NSW	28
POA0822	35-44	Visitor from NT	249
POA0822	35-44	Visitor from QLD	136
POA0822	35-44	Visitor from SA	41
POA0822	35-44	Visitor from VIC	90
POA0822	35-44	Visitor from WA	59
POA0822	35-44	Visitor same SA2	17
POA0822	45-54	Home	2971
POA0822	45-54	Visitor from ACT	9
POA0822	45-54	Visitor from NSW	42
POA0822	45-54	Visitor from NT	249
POA0822	45-54	Visitor from QLD	153
POA0822	45-54	Visitor from SA	67
POA0822	45-54	Visitor from TAS	8
POA0822	45-54	Visitor from VIC	93
POA0822	45-54	Visitor from WA	43
POA0822	45-54	Visitor same SA2	26
POA0822	55-64	Home	2241
POA0822	55-64	Visitor from ACT	12
POA0822	55-64	Visitor from NSW	115
POA0822	55-64	Visitor from NT	201
POA0822	55-64	Visitor from QLD	187
POA0822	55-64	Visitor from SA	135
POA0822	55-64	Visitor from TAS	23
POA0822	55-64	Visitor from VIC	239
POA0822	55-64	Visitor from WA	109
POA0822	55-64	Visitor same SA2	8
POA0822	65-74	Home	1168
POA0822	65-74	Visitor from ACT	9
POA0822	65-74	Visitor from NSW	115
POA0822	65-74	Visitor from NT	84
POA0822	65-74	Visitor from QLD	139
POA0822	65-74	Visitor from SA	123
POA0822	65-74	Visitor from TAS	12
POA0822	65-74	Visitor from VIC	286
POA0822	65-74	Visitor from WA	81
POA0822	65-74	Visitor same SA2	6
POA0822	75-84	Home	355
POA0822	75-84	Visitor from ACT	4
POA0822	75-84	Visitor from NSW	28
POA0822	75-84	Visitor from NT	7
POA0822	75-84	Visitor from QLD	9
POA0822	75-84	Visitor from SA	23
POA0822	75-84	Visitor from VIC	43
POA0822	75-84	Visitor from WA	17
POA0822	85+	Home	52
POA0822	85+	Visitor from QLD	4
POA0822	85+	Visitor from SA	5
POA0828	0-14	Home	337
POA0828	0-14	Visitor from NSW	4
POA0828	0-14	Visitor from NT	32
POA0828	0-14	Visitor from QLD	3
POA0828	0-14	Visitor from SA	7
POA0828	0-14	Visitor from VIC	10
POA0828	0-14	Visitor from WA	9
POA0828	0-14	Visitor same SA2	4
POA0828	15-24	Home	222
POA0828	15-24	Visitor from NT	43
POA0828	15-24	Visitor from SA	4
POA0828	15-24	Visitor from VIC	8
POA0828	15-24	Visitor from WA	11
POA0828	15-24	Visitor same SA2	8
POA0828	25-34	Home	260
POA0828	25-34	Visitor from ACT	9
POA0828	25-34	Visitor from NSW	3
POA0828	25-34	Visitor from NT	60
POA0828	25-34	Visitor from QLD	10
POA0828	25-34	Visitor from SA	9
POA0828	25-34	Visitor from VIC	13
POA0828	25-34	Visitor from WA	6
POA0828	35-44	Home	245
POA0828	35-44	Visitor from NSW	10
POA0828	35-44	Visitor from NT	46
POA0828	35-44	Visitor from QLD	8
POA0828	35-44	Visitor from SA	11
POA0828	35-44	Visitor from VIC	19
POA0828	35-44	Visitor from WA	10
POA0828	45-54	Home	208
POA0828	45-54	Visitor from NSW	5
POA0828	45-54	Visitor from NT	48
POA0828	45-54	Visitor from QLD	19
POA0828	45-54	Visitor from SA	15
POA0828	45-54	Visitor from VIC	23
POA0828	45-54	Visitor from WA	9
POA0828	55-64	Home	184
POA0828	55-64	Visitor from ACT	11
POA0828	55-64	Visitor from NSW	22
POA0828	55-64	Visitor from NT	46
POA0828	55-64	Visitor from QLD	34
POA0828	55-64	Visitor from SA	17
POA0828	55-64	Visitor from VIC	52
POA0828	55-64	Visitor from WA	44
POA0828	65-74	Home	93
POA0828	65-74	Visitor from ACT	7
POA0828	65-74	Visitor from NSW	14
POA0828	65-74	Visitor from NT	29
POA0828	65-74	Visitor from QLD	47
POA0828	65-74	Visitor from SA	35
POA0828	65-74	Visitor from VIC	58
POA0828	65-74	Visitor from WA	26
POA0828	75-84	Home	37
POA0828	75-84	Visitor from NT	3
POA0828	75-84	Visitor from QLD	3
POA0828	75-84	Visitor from SA	4
POA0828	75-84	Visitor from VIC	13
POA0828	75-84	Visitor from WA	4
POA0828	85+	Home	4
POA0829	0-14	Home	44
POA0829	0-14	Visitor from NSW	23
POA0829	0-14	Visitor from NT	24
POA0829	0-14	Visitor from QLD	11
POA0829	0-14	Visitor from SA	18
POA0829	0-14	Visitor from VIC	40
POA0829	0-14	Visitor from WA	24
POA0829	15-24	Home	491
POA0829	15-24	Visitor from NSW	4
POA0829	15-24	Visitor from NT	45
POA0829	15-24	Visitor from QLD	5
POA0829	15-24	Visitor from SA	48
POA0829	15-24	Visitor from VIC	9
POA0829	15-24	Visitor from WA	3
POA0829	15-24	Visitor same SA2	33
POA0829	25-34	Home	561
POA0829	25-34	Visitor from NT	65
POA0829	25-34	Visitor from QLD	22
POA0829	25-34	Visitor from SA	36
POA0829	25-34	Visitor from VIC	9
POA0829	25-34	Visitor from WA	14
POA0829	25-34	Visitor same SA2	10
POA0829	35-44	Home	365
POA0829	35-44	Visitor from NSW	20
POA0829	35-44	Visitor from NT	57
POA0829	35-44	Visitor from QLD	6
POA0829	35-44	Visitor from SA	13
POA0829	35-44	Visitor from VIC	24
POA0829	35-44	Visitor from WA	7
POA0829	35-44	Visitor same SA2	3
POA0829	45-54	Home	217
POA0829	45-54	Visitor from NSW	16
POA0829	45-54	Visitor from NT	31
POA0829	45-54	Visitor from QLD	11
POA0829	45-54	Visitor from SA	21
POA0829	45-54	Visitor from VIC	29
POA0829	45-54	Visitor from WA	8
POA0829	45-54	Visitor same SA2	3
POA0829	55-64	Home	98
POA0829	55-64	Visitor from NSW	16
POA0829	55-64	Visitor from NT	26
POA0829	55-64	Visitor from QLD	13
POA0829	55-64	Visitor from SA	25
POA0829	55-64	Visitor from TAS	8
POA0829	55-64	Visitor from VIC	85
POA0829	55-64	Visitor from WA	13
POA0829	65-74	Home	52
POA0829	65-74	Visitor from NSW	13
POA0829	65-74	Visitor from NT	17
POA0829	65-74	Visitor from QLD	14
POA0829	65-74	Visitor from SA	52
POA0829	65-74	Visitor from VIC	73
POA0829	65-74	Visitor from WA	18
POA0829	75-84	Home	14
POA0829	75-84	Visitor from NSW	3
POA0829	75-84	Visitor from NT	28
POA0829	75-84	Visitor from QLD	8
POA0829	75-84	Visitor from SA	15
POA0829	85+	Home	7
POA0829	85+	Visitor from NT	10
POA0830	0-14	Home	4331
POA0830	0-14	Visitor from NT	67
POA0830	0-14	Visitor from QLD	9
POA0830	0-14	Visitor from SA	12
POA0830	0-14	Visitor from VIC	7
POA0830	0-14	Visitor from WA	6
POA0830	15-24	Home	2130
POA0830	15-24	Visitor from ACT	6
POA0830	15-24	Visitor from NSW	6
POA0830	15-24	Visitor from NT	62
POA0830	15-24	Visitor from QLD	12
POA0830	15-24	Visitor from TAS	4
POA0830	15-24	Visitor from VIC	17
POA0830	25-34	Home	2881
POA0830	25-34	Visitor from NSW	9
POA0830	25-34	Visitor from NT	87
POA0830	25-34	Visitor from QLD	12
POA0830	25-34	Visitor from SA	13
POA0830	25-34	Visitor from VIC	12
POA0830	25-34	Visitor from WA	16
POA0830	25-34	Visitor same SA2	3
POA0830	35-44	Home	2630
POA0830	35-44	Visitor from NSW	5
POA0830	35-44	Visitor from NT	63
POA0830	35-44	Visitor from QLD	22
POA0830	35-44	Visitor from SA	12
POA0830	35-44	Visitor from VIC	5
POA0830	35-44	Visitor from WA	6
POA0830	35-44	Visitor same SA2	4
POA0830	45-54	Home	2280
POA0830	45-54	Visitor from NSW	10
POA0830	45-54	Visitor from NT	56
POA0830	45-54	Visitor from QLD	30
POA0830	45-54	Visitor from SA	15
POA0830	45-54	Visitor from TAS	9
POA0830	45-54	Visitor from VIC	7
POA0830	45-54	Visitor from WA	19
POA0830	45-54	Visitor same SA2	4
POA0830	55-64	Home	1752
POA0830	55-64	Visitor from NSW	5
POA0830	55-64	Visitor from NT	54
POA0830	55-64	Visitor from QLD	30
POA0830	55-64	Visitor from SA	47
POA0830	55-64	Visitor from TAS	7
POA0830	55-64	Visitor from VIC	33
POA0830	55-64	Visitor from WA	28
POA0830	55-64	Visitor same SA2	5
POA0830	65-74	Home	1027
POA0830	65-74	Visitor from ACT	7
POA0830	65-74	Visitor from NSW	14
POA0830	65-74	Visitor from NT	16
POA0830	65-74	Visitor from QLD	14
POA0830	65-74	Visitor from SA	20
POA0830	65-74	Visitor from TAS	3
POA0830	65-74	Visitor from VIC	18
POA0830	65-74	Visitor from WA	13
POA0830	75-84	Home	332
POA0830	75-84	Visitor from NT	5
POA0830	75-84	Visitor from QLD	13
POA0830	75-84	Visitor from SA	7
POA0830	75-84	Visitor from WA	4
POA0830	85+	Home	107
POA0830	85+	Visitor from NT	4
POA0832	0-14	Home	4842
POA0832	0-14	Visitor from NT	46
POA0832	0-14	Visitor from QLD	5
POA0832	0-14	Visitor from SA	3
POA0832	0-14	Visitor from VIC	12
POA0832	0-14	Visitor from WA	8
POA0832	0-14	Visitor same SA2	5
POA0832	15-24	Home	2372
POA0832	15-24	Visitor from NSW	6
POA0832	15-24	Visitor from NT	42
POA0832	15-24	Visitor from QLD	11
POA0832	15-24	Visitor from SA	8
POA0832	15-24	Visitor from VIC	8
POA0832	15-24	Visitor from WA	3
POA0832	25-34	Home	3581
POA0832	25-34	Visitor from ACT	3
POA0832	25-34	Visitor from NSW	6
POA0832	25-34	Visitor from NT	58
POA0832	25-34	Visitor from QLD	6
POA0832	25-34	Visitor from SA	7
POA0832	25-34	Visitor from VIC	14
POA0832	25-34	Visitor from WA	11
POA0832	25-34	Visitor same SA2	4
POA0832	35-44	Home	3084
POA0832	35-44	Visitor from NT	33
POA0832	35-44	Visitor from QLD	7
POA0832	35-44	Visitor from TAS	5
POA0832	35-44	Visitor from VIC	13
POA0832	35-44	Visitor from WA	12
POA0832	45-54	Home	1981
POA0832	45-54	Visitor from ACT	3
POA0832	45-54	Visitor from NSW	4
POA0832	45-54	Visitor from NT	22
POA0832	45-54	Visitor from QLD	9
POA0832	45-54	Visitor from SA	10
POA0832	45-54	Visitor from VIC	8
POA0832	45-54	Visitor from WA	3
POA0832	55-64	Home	1114
POA0832	55-64	Visitor from NSW	9
POA0832	55-64	Visitor from NT	20
POA0832	55-64	Visitor from QLD	8
POA0832	55-64	Visitor from SA	16
POA0832	55-64	Visitor from VIC	19
POA0832	55-64	Visitor from WA	6
POA0832	65-74	Home	557
POA0832	65-74	Visitor from NSW	13
POA0832	65-74	Visitor from NT	11
POA0832	65-74	Visitor from QLD	18
POA0832	65-74	Visitor from SA	18
POA0832	65-74	Visitor from VIC	24
POA0832	65-74	Visitor from WA	16
POA0832	75-84	Home	185
POA0832	75-84	Visitor from NSW	8
POA0832	75-84	Visitor from NT	3
POA0832	75-84	Visitor from QLD	5
POA0832	75-84	Visitor from SA	5
POA0832	75-84	Visitor from VIC	9
POA0832	75-84	Visitor from WA	4
POA0832	85+	Home	47
POA0832	85+	Visitor from VIC	5
POA0834	0-14	Home	306
POA0834	0-14	Visitor from NT	3
POA0834	15-24	Home	197
POA0834	15-24	Visitor from NT	4
POA0834	25-34	Home	184
POA0834	25-34	Visitor from NSW	6
POA0834	25-34	Visitor from NT	10
POA0834	25-34	Visitor from QLD	6
POA0834	25-34	Visitor from VIC	5
POA0834	35-44	Home	203
POA0834	35-44	Visitor from NSW	5
POA0834	35-44	Visitor from VIC	4
POA0834	45-54	Home	307
POA0834	45-54	Visitor from NT	10
POA0834	45-54	Visitor from SA	5
POA0834	45-54	Visitor from VIC	10
POA0834	45-54	Visitor from WA	8
POA0834	55-64	Home	277
POA0834	55-64	Visitor from NSW	21
POA0834	55-64	Visitor from NT	5
POA0834	55-64	Visitor from QLD	8
POA0834	55-64	Visitor from SA	8
POA0834	55-64	Visitor from VIC	30
POA0834	55-64	Visitor from WA	5
POA0834	55-64	Visitor same SA2	3
POA0834	65-74	Home	185
POA0834	65-74	Visitor from NSW	28
POA0834	65-74	Visitor from NT	12
POA0834	65-74	Visitor from QLD	13
POA0834	65-74	Visitor from SA	21
POA0834	65-74	Visitor from TAS	8
POA0834	65-74	Visitor from VIC	47
POA0834	65-74	Visitor from WA	20
POA0834	75-84	Home	33
POA0834	75-84	Visitor from NSW	4
POA0834	75-84	Visitor from QLD	5
POA0834	75-84	Visitor from SA	20
POA0834	75-84	Visitor from VIC	9
POA0834	75-84	Visitor from WA	4
POA0834	85+	Home	12
POA0835	0-14	Home	549
POA0835	0-14	Visitor from ACT	10
POA0835	0-14	Visitor from NSW	99
POA0835	0-14	Visitor from NT	93
POA0835	0-14	Visitor from QLD	44
POA0835	0-14	Visitor from SA	29
POA0835	0-14	Visitor from TAS	8
POA0835	0-14	Visitor from VIC	120
POA0835	0-14	Visitor from WA	41
POA0835	15-24	Home	323
POA0835	15-24	Visitor from ACT	6
POA0835	15-24	Visitor from NSW	105
POA0835	15-24	Visitor from NT	74
POA0835	15-24	Visitor from QLD	38
POA0835	15-24	Visitor from SA	7
POA0835	15-24	Visitor from VIC	39
POA0835	15-24	Visitor from WA	36
POA0835	25-34	Home	315
POA0835	25-34	Visitor from ACT	3
POA0835	25-34	Visitor from NSW	234
POA0835	25-34	Visitor from NT	132
POA0835	25-34	Visitor from QLD	104
POA0835	25-34	Visitor from SA	27
POA0835	25-34	Visitor from TAS	5
POA0835	25-34	Visitor from VIC	155
POA0835	25-34	Visitor from WA	70
POA0835	35-44	Home	386
POA0835	35-44	Visitor from ACT	3
POA0835	35-44	Visitor from NSW	156
POA0835	35-44	Visitor from NT	87
POA0835	35-44	Visitor from QLD	97
POA0835	35-44	Visitor from SA	31
POA0835	35-44	Visitor from TAS	3
POA0835	35-44	Visitor from VIC	132
POA0835	35-44	Visitor from WA	76
POA0835	45-54	Home	482
POA0835	45-54	Visitor from ACT	8
POA0835	45-54	Visitor from NSW	119
POA0835	45-54	Visitor from NT	88
POA0835	45-54	Visitor from QLD	77
POA0835	45-54	Visitor from SA	23
POA0835	45-54	Visitor from TAS	9
POA0835	45-54	Visitor from VIC	69
POA0835	45-54	Visitor from WA	52
POA0835	55-64	Home	474
POA0835	55-64	Visitor from ACT	3
POA0835	55-64	Visitor from NSW	95
POA0835	55-64	Visitor from NT	44
POA0835	55-64	Visitor from QLD	58
POA0835	55-64	Visitor from SA	34
POA0835	55-64	Visitor from TAS	6
POA0835	55-64	Visitor from VIC	90
POA0835	55-64	Visitor from WA	37
POA0835	55-64	Visitor same SA2	5
POA0835	65-74	Home	306
POA0835	65-74	Visitor from NSW	54
POA0835	65-74	Visitor from NT	24
POA0835	65-74	Visitor from QLD	40
POA0835	65-74	Visitor from SA	36
POA0835	65-74	Visitor from TAS	3
POA0835	65-74	Visitor from VIC	104
POA0835	65-74	Visitor from WA	31
POA0835	65-74	Visitor same SA2	4
POA0835	75-84	Home	127
POA0835	75-84	Visitor from NSW	9
POA0835	75-84	Visitor from NT	6
POA0835	75-84	Visitor from QLD	4
POA0835	75-84	Visitor from SA	14
POA0835	75-84	Visitor from VIC	9
POA0835	75-84	Visitor from WA	5
POA0835	75-84	Visitor same SA2	3
POA0835	85+	Home	16
POA0836	0-14	Home	1563
POA0836	0-14	Visitor from NSW	4
POA0836	0-14	Visitor from NT	18
POA0836	0-14	Visitor from QLD	4
POA0836	0-14	Visitor from SA	5
POA0836	0-14	Visitor from VIC	8
POA0836	0-14	Visitor from WA	5
POA0836	15-24	Home	794
POA0836	15-24	Visitor from NSW	3
POA0836	15-24	Visitor from NT	15
POA0836	15-24	Visitor from QLD	9
