POA_CODE_2021	AgeStudent	students
POA3770	20-24	64
POA3770	25+	76
POA3775	0-4	78
POA3775	5-14	470
POA3775	15-19	184
POA3775	20-24	64
POA3775	25+	107
POA3777	0-4	181
POA3777	5-14	1193
POA3777	15-19	442
POA3777	20-24	144
POA3777	25+	354
POA3778	5-14	20
POA3778	15-19	5
POA3778	25+	4
POA3779	0-4	6
POA3779	5-14	28
POA3779	15-19	10
POA3779	20-24	4
POA3779	25+	21
POA3781	0-4	89
POA3781	5-14	619
POA3781	15-19	234
POA3781	20-24	84
POA3781	25+	152
POA3782	0-4	144
POA3782	5-14	994
POA3782	15-19	433
POA3782	20-24	187
POA3782	25+	238
POA3783	0-4	42
POA3783	5-14	345
POA3783	15-19	118
POA3783	20-24	39
POA3783	25+	70
POA3785	5-14	13
POA3785	15-19	4
POA3786	0-4	29
POA3786	5-14	183
POA3786	15-19	85
POA3786	20-24	39
POA3786	25+	37
POA3787	0-4	10
POA3787	5-14	106
POA3787	15-19	56
POA3787	20-24	23
POA3787	25+	53
POA3788	0-4	30
POA3788	5-14	214
POA3788	15-19	78
POA3788	20-24	41
POA3788	25+	67
POA3789	0-4	7
POA3789	5-14	38
POA3789	15-19	11
POA3789	20-24	3
POA3789	25+	6
POA3791	0-4	15
POA3791	5-14	160
POA3791	15-19	65
POA3791	20-24	29
POA3791	25+	48
POA3792	0-4	19
POA3792	5-14	136
POA3792	15-19	53
POA3792	20-24	21
POA3792	25+	31
POA3793	0-4	55
POA3793	5-14	487
POA3793	15-19	223
POA3793	20-24	83
POA3793	25+	104
POA3795	0-4	24
POA3795	5-14	181
POA3795	15-19	58
POA3795	20-24	29
POA3795	25+	44
POA3796	0-4	217
POA3796	5-14	1256
POA3796	15-19	511
POA3796	20-24	199
POA3796	25+	310
POA3797	0-4	52
POA3797	5-14	422
POA3797	15-19	143
POA3797	20-24	43
POA3797	25+	80
POA3799	0-4	63
POA3799	5-14	589
POA3799	15-19	253
POA3799	20-24	61
POA3799	25+	170
POA3802	0-4	408
POA3802	5-14	2747
POA3802	15-19	1170
POA3802	20-24	690
POA3802	25+	926
POA3803	0-4	190
POA3803	5-14	1341
POA3803	15-19	538
POA3803	20-24	335
POA3803	25+	472
POA3804	0-4	117
POA3804	5-14	1054
POA3804	15-19	573
POA3804	20-24	316
POA3804	25+	205
POA3805	0-4	1005
POA3805	5-14	7927
POA3805	15-19	3651
POA3805	20-24	1860
POA3805	25+	2277
POA3806	0-4	933
POA3806	5-14	7417
POA3806	15-19	3141
POA3806	20-24	1462
POA3806	25+	1830
POA3807	0-4	148
POA3807	5-14	1025
POA3807	15-19	554
POA3807	20-24	237
POA3807	25+	216
POA3808	0-4	48
POA3808	5-14	449
POA3808	15-19	211
POA3808	20-24	80
POA3808	25+	74
POA3809	0-4	563
POA3809	5-14	2767
POA3809	15-19	861
POA3809	20-24	434
POA3809	25+	1009
POA3810	0-4	1329
POA3810	5-14	8087
POA3810	15-19	2451
POA3810	20-24	1112
POA3810	25+	2397
POA3812	0-4	34
POA3812	5-14	294
POA3812	15-19	137
POA3812	20-24	51
POA3812	25+	45
POA3813	0-4	8
POA3813	5-14	104
POA3813	15-19	53
POA3813	20-24	19
POA3813	25+	17
POA3814	0-4	41
POA3814	5-14	366
POA3814	15-19	122
POA3814	20-24	40
POA3814	25+	48
POA3815	0-4	64
POA3815	5-14	472
POA3815	15-19	201
POA3815	20-24	77
POA3815	25+	79
POA3816	0-4	39
POA3816	5-14	398
POA3816	15-19	115
POA3816	20-24	37
POA3816	25+	99
POA3818	0-4	309
POA3818	5-14	2175
POA3818	15-19	697
POA3818	20-24	250
POA3818	25+	531
POA3820	0-4	335
POA3820	5-14	2279
POA3820	15-19	905
POA3820	20-24	324
POA3820	25+	657
POA3821	0-4	47
POA3821	5-14	401
POA3821	15-19	165
POA3821	20-24	43
POA3821	25+	87
POA3822	0-4	12
POA3822	5-14	140
POA3822	15-19	48
POA3822	20-24	10
POA3822	25+	21
POA3823	0-4	33
POA3823	5-14	236
POA3823	15-19	83
POA3823	20-24	36
POA3823	25+	54
POA3824	0-4	91
POA3824	5-14	684
POA3824	15-19	247
POA3824	20-24	82
POA3824	25+	149
POA3825	0-4	275
POA3825	5-14	2146
POA3825	15-19	766
POA3825	20-24	232
POA3825	25+	556
POA3831	0-4	28
POA3831	5-14	215
POA3831	15-19	86
POA3831	20-24	15
POA3831	25+	55
POA3832	5-14	20
POA3832	15-19	14
POA3832	20-24	6
POA3832	25+	7
POA3833	5-14	25
POA3833	15-19	4
POA3833	20-24	3
POA3833	25+	4
POA3835	0-4	10
POA3835	5-14	54
POA3835	15-19	13
POA3835	20-24	10
POA3835	25+	9
POA3840	0-4	217
POA3840	5-14	1736
POA3840	15-19	593
POA3840	20-24	208
POA3840	25+	464
POA3842	0-4	70
POA3842	5-14	565
POA3842	15-19	183
POA3842	20-24	82
POA3842	25+	177
POA3844	0-4	530
POA3844	5-14	3657
POA3844	15-19	1342
POA3844	20-24	476
POA3844	25+	978
POA3847	0-4	31
POA3847	5-14	217
POA3847	15-19	82
POA3847	20-24	24
POA3847	25+	58
POA3850	0-4	268
POA3850	5-14	1822
POA3850	15-19	614
POA3850	20-24	199
POA3850	25+	553
POA3851	0-4	80
POA3851	5-14	523
POA3851	15-19	228
POA3851	20-24	29
POA3851	25+	118
POA3852	5-14	5
POA3852	15-19	4
POA3852	20-24	9
POA3852	25+	4
POA3854	0-4	20
POA3854	5-14	197
POA3854	15-19	86
POA3854	20-24	11
POA3854	25+	36
POA3856	0-4	11
POA3856	5-14	151
POA3856	15-19	35
POA3856	20-24	10
POA3856	25+	27
POA3857	5-14	40
POA3857	15-19	18
POA3857	20-24	5
POA3857	25+	8
POA3858	0-4	36
POA3858	5-14	333
POA3858	15-19	135
POA3858	20-24	22
POA3858	25+	58
POA3859	0-4	14
POA3859	5-14	108
POA3859	15-19	28
POA3859	20-24	11
POA3859	25+	23
POA3860	0-4	106
POA3860	5-14	903
POA3860	15-19	292
POA3860	20-24	66
POA3860	25+	165
POA3862	0-4	60
POA3862	5-14	426
POA3862	15-19	137
POA3862	20-24	45
POA3862	25+	95
POA3864	0-4	7
POA3864	5-14	25
POA3864	15-19	3
POA3864	20-24	3
POA3864	25+	5
POA3865	0-4	9
POA3865	5-14	53
POA3865	15-19	13
POA3865	20-24	4
POA3865	25+	13
POA3869	0-4	24
POA3869	5-14	204
POA3869	15-19	68
POA3869	20-24	31
POA3869	25+	49
POA3870	0-4	10
POA3870	5-14	141
POA3870	15-19	47
POA3870	20-24	25
POA3870	25+	39
POA3871	0-4	37
POA3871	5-14	370
POA3871	15-19	136
POA3871	20-24	27
POA3871	25+	66
POA3873	0-4	5
POA3873	5-14	49
POA3873	15-19	7
POA3873	25+	8
POA3874	5-14	48
POA3874	15-19	23
POA3874	20-24	4
POA3874	25+	8
POA3875	0-4	303
POA3875	5-14	2129
POA3875	15-19	744
POA3875	20-24	193
POA3875	25+	567
POA3878	0-4	13
POA3878	5-14	95
POA3878	15-19	32
POA3878	20-24	11
POA3878	25+	37
POA3880	0-4	32
POA3880	5-14	268
POA3880	15-19	81
POA3880	20-24	22
POA3880	25+	85
POA3882	0-4	21
POA3882	5-14	155
POA3882	15-19	45
POA3882	20-24	5
POA3882	25+	22
POA3885	0-4	30
POA3885	5-14	185
POA3885	15-19	72
POA3885	20-24	10
POA3885	25+	50
POA3886	5-14	52
POA3886	15-19	20
POA3886	20-24	6
POA3886	25+	9
POA3887	5-14	13
POA3887	15-19	3
POA3888	0-4	33
POA3888	5-14	319
POA3888	15-19	103
POA3888	20-24	17
POA3888	25+	79
POA3889	5-14	9
POA3889	15-19	5
POA3890	5-14	36
POA3890	15-19	9
POA3890	20-24	5
POA3891	5-14	11
POA3892	0-4	17
POA3892	5-14	90
POA3892	15-19	29
POA3892	25+	26
POA3893	5-14	4
POA3895	5-14	22
POA3895	15-19	7
POA3895	25+	9
POA3896	0-4	4
POA3896	5-14	35
POA3896	15-19	6
POA3896	25+	8
POA3898	0-4	3
POA3898	5-14	49
POA3898	15-19	10
POA3898	20-24	7
POA3898	25+	16
POA3900	0-4	5
POA3900	5-14	7
POA3900	25+	4
POA3902	0-4	9
POA3902	5-14	27
POA3902	15-19	19
POA3902	25+	8
POA3903	0-4	10
POA3903	5-14	95
POA3903	15-19	21
POA3903	20-24	7
POA3903	25+	16
POA3904	0-4	21
POA3904	5-14	150
POA3904	15-19	42
POA3904	20-24	8
POA3904	25+	48
POA3909	0-4	100
POA3909	5-14	781
POA3909	15-19	256
POA3909	20-24	50
POA3909	25+	193
POA3910	0-4	516
POA3910	5-14	3063
POA3910	15-19	1137
POA3910	20-24	449
POA3910	25+	686
POA3911	0-4	58
POA3911	5-14	374
POA3911	15-19	181
POA3911	20-24	77
POA3911	25+	95
POA3912	0-4	308
POA3912	5-14	1810
POA3912	15-19	713
POA3912	20-24	269
POA3912	25+	426
POA3913	0-4	56
POA3913	5-14	375
POA3913	15-19	186
POA3913	20-24	76
POA3913	25+	104
POA3915	0-4	194
POA3915	5-14	1193
POA3915	15-19	407
POA3915	20-24	123
POA3915	25+	289
POA3916	0-4	16
POA3916	5-14	84
POA3916	15-19	35
POA3916	20-24	15
POA3916	25+	23
POA3918	0-4	66
POA3918	5-14	479
POA3918	15-19	201
POA3918	20-24	56
POA3918	25+	118
POA3919	0-4	53
POA3919	5-14	429
POA3919	15-19	135
POA3919	20-24	42
POA3919	25+	108
POA3920	0-4	16
POA3920	5-14	59
POA3920	15-19	89
POA3920	20-24	129
POA3920	25+	89
POA3921	0-4	3
POA3921	5-14	5
POA3921	15-19	8
POA3922	0-4	132
POA3922	5-14	1011
POA3922	15-19	316
POA3922	20-24	84
POA3922	25+	259
POA3923	0-4	7
POA3923	5-14	51
POA3923	15-19	36
POA3923	20-24	4
POA3923	25+	15
POA3925	0-4	62
POA3925	5-14	462
POA3925	15-19	168
POA3925	20-24	54
POA3925	25+	122
POA3926	0-4	61
POA3926	5-14	406
POA3926	15-19	138
POA3926	20-24	52
POA3926	25+	90
POA3927	0-4	20
POA3927	5-14	211
POA3927	15-19	79
POA3927	20-24	22
POA3927	25+	50
POA3928	5-14	31
POA3928	15-19	20
POA3928	20-24	9
POA3928	25+	7
POA3929	0-4	13
POA3929	5-14	60
POA3929	15-19	30
POA3929	20-24	22
POA3929	25+	20
POA3930	0-4	323
POA3930	5-14	2868
POA3930	15-19	1220
POA3930	20-24	439
POA3930	25+	456
POA3931	0-4	406
POA3931	5-14	2575
POA3931	15-19	1079
POA3931	20-24	438
POA3931	25+	691
POA3933	0-4	12
POA3933	5-14	98
POA3933	15-19	75
POA3933	20-24	14
POA3933	25+	21
POA3934	0-4	352
POA3934	5-14	2785
POA3934	15-19	1166
POA3934	20-24	406
POA3934	25+	521
POA3936	0-4	163
POA3936	5-14	1136
POA3936	15-19	504
POA3936	20-24	208
POA3936	25+	323
POA3937	0-4	25
POA3937	5-14	193
POA3937	15-19	79
POA3937	20-24	26
POA3937	25+	38
POA3938	0-4	39
POA3938	5-14	254
POA3938	15-19	101
POA3938	20-24	58
POA3938	25+	61
POA3939	0-4	200
POA3939	5-14	1471
POA3939	15-19	587
POA3939	20-24	187
POA3939	25+	385
POA3940	0-4	59
POA3940	5-14	414
POA3940	15-19	129
POA3940	20-24	38
POA3940	25+	100
POA3941	0-4	184
POA3941	5-14	1342
POA3941	15-19	421
POA3941	20-24	178
POA3941	25+	361
POA3942	0-4	25
POA3942	5-14	179
POA3942	15-19	73
POA3942	20-24	41
POA3942	25+	61
POA3943	0-4	21
POA3943	5-14	103
POA3943	15-19	39
POA3943	20-24	24
POA3943	25+	32
POA3944	0-4	3
POA3944	5-14	21
POA3944	15-19	7
POA3944	20-24	11
POA3944	25+	14
POA3945	0-4	18
POA3945	5-14	134
POA3945	15-19	32
POA3945	20-24	3
POA3945	25+	22
POA3946	0-4	3
POA3946	5-14	22
POA3946	15-19	11
POA3946	20-24	5
POA3946	25+	8
POA3950	0-4	88
POA3950	5-14	562
POA3950	15-19	207
POA3950	20-24	59
POA3950	25+	121
POA3951	0-4	15
POA3951	5-14	108
POA3951	15-19	58
POA3951	20-24	13
POA3951	25+	19
POA3953	0-4	125
POA3953	5-14	1030
POA3953	15-19	370
POA3953	20-24	89
POA3953	25+	175
POA3954	0-4	5
POA3954	5-14	35
POA3954	15-19	21
POA3954	20-24	9
POA3954	25+	8
POA3956	0-4	38
POA3956	5-14	291
POA3956	15-19	100
POA3956	20-24	22
POA3956	25+	66
POA3957	0-4	3
POA3957	5-14	43
POA3957	15-19	19
POA3957	20-24	4
POA3957	25+	9
POA3958	5-14	29
POA3958	15-19	12
POA3958	20-24	9
POA3958	25+	3
POA3959	0-4	13
POA3959	5-14	134
POA3959	15-19	51
POA3959	20-24	10
POA3959	25+	25
POA3960	0-4	23
POA3960	5-14	214
POA3960	15-19	94
POA3960	20-24	22
POA3960	25+	54
POA3962	0-4	15
POA3962	5-14	91
POA3962	15-19	25
POA3962	20-24	8
POA3962	25+	16
POA3964	0-4	4
POA3964	5-14	15
POA3964	15-19	3
POA3964	25+	6
POA3965	5-14	7
POA3965	15-19	5
POA3965	25+	4
POA3966	0-4	8
POA3966	5-14	48
POA3966	15-19	18
POA3966	20-24	3
POA3966	25+	4
POA3967	5-14	4
POA3967	20-24	3
POA3971	0-4	38
POA3971	5-14	355
POA3971	15-19	130
POA3971	20-24	25
POA3971	25+	77
POA3975	0-4	401
POA3975	5-14	2946
POA3975	15-19	962
POA3975	20-24	617
POA3975	25+	777
POA3976	0-4	359
POA3976	5-14	3377
POA3976	15-19	1336
POA3976	20-24	794
POA3976	25+	1221
POA3977	0-4	2710
POA3977	5-14	17526
POA3977	15-19	5674
POA3977	20-24	2743
POA3977	25+	4910
POA3978	0-4	1218
POA3978	5-14	6760
POA3978	15-19	1723
POA3978	20-24	1013
POA3978	25+	2356
POA3979	0-4	4
POA3979	5-14	41
POA3979	15-19	16
POA3979	20-24	3
POA3979	25+	11
POA3980	0-4	64
POA3980	5-14	461
POA3980	15-19	159
POA3980	20-24	59
POA3980	25+	83
POA3981	0-4	114
POA3981	5-14	741
POA3981	15-19	254
POA3981	20-24	70
POA3981	25+	118
POA3984	0-4	112
POA3984	5-14	725
POA3984	15-19	234
POA3984	20-24	65
POA3984	25+	157
POA3987	0-4	26
POA3987	5-14	220
POA3987	15-19	74
POA3987	20-24	16
POA3987	25+	37
POA3988	0-4	16
POA3988	5-14	131
POA3988	15-19	51
POA3988	20-24	8
POA3988	25+	12
POA3990	5-14	6
POA3990	15-19	3
POA3990	25+	3
POA3991	0-4	4
POA3991	5-14	38
POA3991	15-19	17
POA3991	20-24	7
POA3991	25+	3
POA3992	0-4	16
POA3992	5-14	151
POA3992	15-19	43
POA3992	20-24	11
POA3992	25+	29
POA3995	0-4	134
POA3995	5-14	1100
POA3995	15-19	392
POA3995	20-24	134
POA3995	25+	299
POA3996	0-4	86
POA3996	5-14	682
POA3996	15-19	241
POA3996	20-24	56
POA3996	25+	139
POA4000	0-4	128
POA4000	5-14	651
POA4000	15-19	909
POA4000	20-24	1852
POA4000	25+	2659
POA4005	0-4	173
POA4005	5-14	916
POA4005	15-19	369
POA4005	20-24	500
POA4005	25+	1268
POA4006	0-4	148
POA4006	5-14	636
POA4006	15-19	381
POA4006	20-24	1453
POA4006	25+	2684
POA4007	0-4	178
POA4007	5-14	1210
POA4007	15-19	682
POA4007	20-24	513
POA4007	25+	872
POA4008	0-4	5
POA4008	5-14	15
POA4008	15-19	8
POA4008	20-24	4
POA4008	25+	8
POA4010	0-4	33
POA4010	5-14	182
POA4010	15-19	74
POA4010	20-24	156
POA4010	25+	319
POA4011	0-4	283
POA4011	5-14	1739
POA4011	15-19	789
POA4011	20-24	575
POA4011	25+	841
POA4012	0-4	388
POA4012	5-14	2364
POA4012	15-19	961
POA4012	20-24	734
POA4012	25+	1338
POA4013	0-4	97
POA4013	5-14	490
POA4013	15-19	204
POA4013	20-24	158
POA4013	25+	283
POA4014	0-4	304
POA4014	5-14	1593
POA4014	15-19	512
POA4014	20-24	268
POA4014	25+	602
POA4017	0-4	676
POA4017	5-14	4887
POA4017	15-19	1916
POA4017	20-24	670
POA4017	25+	1416
POA4018	0-4	286
POA4018	5-14	1561
POA4018	15-19	468
POA4018	20-24	303
POA4018	25+	745
POA4019	0-4	244
POA4019	5-14	2004
POA4019	15-19	701
POA4019	20-24	233
POA4019	25+	709
POA4020	0-4	296
POA4020	5-14	2456
POA4020	15-19	1017
POA4020	20-24	294
POA4020	25+	725
POA4021	0-4	134
POA4021	5-14	1157
POA4021	15-19	405
POA4021	20-24	116
POA4021	25+	271
POA4022	0-4	110
POA4022	5-14	954
POA4022	15-19	342
POA4022	20-24	117
POA4022	25+	229
POA4025	15-19	5
POA4025	20-24	3
POA4025	25+	6
POA4030	0-4	285
POA4030	5-14	1716
POA4030	15-19	725
POA4030	20-24	824
POA4030	25+	1394
POA4031	0-4	273
POA4031	5-14	1688
POA4031	15-19	751
POA4031	20-24	430
POA4031	25+	759
POA4032	0-4	244
POA4032	5-14	1560
POA4032	15-19	628
POA4032	20-24	626
POA4032	25+	1048
POA4034	0-4	755
POA4034	5-14	5198
POA4034	15-19	2115
POA4034	20-24	1069
POA4034	25+	2071
POA4035	0-4	488
POA4035	5-14	3827
POA4035	15-19	1707
POA4035	20-24	745
POA4035	25+	923
POA4036	0-4	127
POA4036	5-14	940
POA4036	15-19	301
POA4036	20-24	102
POA4036	25+	284
POA4037	0-4	149
POA4037	5-14	1287
POA4037	15-19	570
POA4037	20-24	195
POA4037	25+	258
POA4051	0-4	537
POA4051	5-14	3554
POA4051	15-19	1591
POA4051	20-24	1164
POA4051	25+	1642
POA4053	0-4	980
POA4053	5-14	5694
POA4053	15-19	2154
POA4053	20-24	1246
POA4053	25+	2277
POA4054	0-4	273
POA4054	5-14	1767
POA4054	15-19	671
POA4054	20-24	288
POA4054	25+	593
POA4055	0-4	452
POA4055	5-14	3535
POA4055	15-19	1325
POA4055	20-24	436
POA4055	25+	889
POA4059	0-4	164
POA4059	5-14	1282
POA4059	15-19	947
POA4059	20-24	1279
POA4059	25+	1319
POA4060	0-4	251
POA4060	5-14	2081
POA4060	15-19	1075
POA4060	20-24	506
POA4060	25+	608
POA4061	0-4	294
POA4061	5-14	2761
POA4061	15-19	1237
POA4061	20-24	401
POA4061	25+	652
POA4064	0-4	187
POA4064	5-14	1112
POA4064	15-19	536
POA4064	20-24	720
POA4064	25+	883
POA4065	0-4	208
POA4065	5-14	1647
POA4065	15-19	618
POA4065	20-24	384
POA4065	25+	473
POA4066	0-4	217
POA4066	5-14	1493
POA4066	15-19	1081
POA4066	20-24	1762
POA4066	25+	1630
POA4067	0-4	120
POA4067	5-14	895
POA4067	15-19	1853
POA4067	20-24	2079
POA4067	25+	1311
POA4068	0-4	376
POA4068	5-14	3130
POA4068	15-19	1527
POA4068	20-24	1815
POA4068	25+	1817
POA4069	0-4	614
POA4069	5-14	5600
POA4069	15-19	2433
POA4069	20-24	1102
POA4069	25+	1381
POA4070	0-4	224
POA4070	5-14	1932
POA4070	15-19	803
POA4070	20-24	277
POA4070	25+	500
POA4073	0-4	156
POA4073	5-14	1265
POA4073	15-19	584
POA4073	20-24	206
POA4073	25+	333
POA4074	0-4	474
POA4074	5-14	3230
POA4074	15-19	1287
POA4074	20-24	599
POA4074	25+	983
POA4075	0-4	486
POA4075	5-14	3478
POA4075	15-19	1507
POA4075	20-24	762
POA4075	25+	1250
POA4076	0-4	69
POA4076	5-14	532
POA4076	15-19	231
POA4076	20-24	109
POA4076	25+	250
POA4077	0-4	591
POA4077	5-14	4562
POA4077	15-19	1667
POA4077	20-24	1001
POA4077	25+	1620
POA4078	0-4	446
POA4078	5-14	3515
POA4078	15-19	1519
POA4078	20-24	642
POA4078	25+	1029
POA4101	0-4	262
POA4101	5-14	2536
POA4101	15-19	1886
POA4101	20-24	2682
POA4101	25+	3518
POA4102	0-4	81
POA4102	5-14	585
POA4102	15-19	488
POA4102	20-24	1134
POA4102	25+	1279
POA4103	0-4	220
POA4103	5-14	1148
POA4103	15-19	544
POA4103	20-24	969
POA4103	25+	1360
POA4104	0-4	109
POA4104	5-14	582
POA4104	15-19	317
POA4104	20-24	361
POA4104	25+	437
POA4105	0-4	240
POA4105	5-14	1494
POA4105	15-19	534
POA4105	20-24	494
POA4105	25+	873
POA4106	0-4	21
POA4106	5-14	146
POA4106	15-19	39
POA4106	20-24	71
POA4106	25+	107
POA4107	0-4	149
POA4107	5-14	871
POA4107	15-19	290
POA4107	20-24	200
POA4107	25+	368
POA4108	0-4	102
POA4108	5-14	533
POA4108	15-19	203
POA4108	20-24	256
POA4108	25+	490
POA4109	0-4	512
POA4109	5-14	3934
POA4109	15-19	1625
POA4109	20-24	1619
POA4109	25+	2634
POA4110	0-4	368
POA4110	5-14	2174
POA4110	15-19	634
POA4110	20-24	363
POA4110	25+	756
POA4111	0-4	11
POA4111	5-14	81
POA4111	15-19	146
POA4111	20-24	160
POA4111	25+	68
POA4112	0-4	152
POA4112	5-14	1390
POA4112	15-19	573
POA4112	20-24	308
POA4112	25+	404
POA4113	0-4	494
POA4113	5-14	3313
POA4113	15-19	1220
POA4113	20-24	1148
POA4113	25+	1906
POA4114	0-4	367
POA4114	5-14	3854
POA4114	15-19	1379
POA4114	20-24	494
POA4114	25+	1166
POA4115	0-4	423
POA4115	5-14	2923
POA4115	15-19	1025
POA4115	20-24	436
POA4115	25+	824
POA4116	0-4	546
POA4116	5-14	4033
POA4116	15-19	1418
POA4116	20-24	741
POA4116	25+	1326
POA4117	0-4	62
POA4117	5-14	551
POA4117	15-19	170
POA4117	20-24	64
POA4117	25+	109
POA4118	0-4	535
POA4118	5-14	4353
POA4118	15-19	1454
POA4118	20-24	578
POA4118	25+	1068
POA4119	0-4	130
POA4119	5-14	1007
POA4119	15-19	364
POA4119	20-24	209
POA4119	25+	307
POA4120	0-4	126
POA4120	5-14	751
POA4120	15-19	303
POA4120	20-24	525
POA4120	25+	872
POA4121	0-4	564
POA4121	5-14	3680
POA4121	15-19	1436
POA4121	20-24	750
POA4121	25+	1182
POA4122	0-4	736
POA4122	5-14	6090
POA4122	15-19	2837
POA4122	20-24	1673
POA4122	25+	2371
POA4123	0-4	526
POA4123	5-14	3356
POA4123	15-19	1108
POA4123	20-24	529
POA4123	25+	976
POA4124	0-4	440
POA4124	5-14	3547
POA4124	15-19	1189
POA4124	20-24	414
POA4124	25+	743
POA4125	0-4	207
POA4125	5-14	1450
POA4125	15-19	496
POA4125	20-24	232
POA4125	25+	465
POA4127	0-4	419
POA4127	5-14	3467
POA4127	15-19	1268
POA4127	20-24	470
POA4127	25+	991
POA4128	0-4	303
POA4128	5-14	2227
POA4128	15-19	852
POA4128	20-24	324
POA4128	25+	581
POA4129	0-4	140
POA4129	5-14	1012
POA4129	15-19	310
POA4129	20-24	108
POA4129	25+	249
POA4130	0-4	164
POA4130	5-14	1231
POA4130	15-19	537
POA4130	20-24	162
POA4130	25+	260
POA4131	0-4	180
POA4131	5-14	1486
POA4131	15-19	526
POA4131	20-24	223
POA4131	25+	568
POA4132	0-4	499
POA4132	5-14	4444
POA4132	15-19	1448
POA4132	20-24	400
POA4132	25+	874
POA4133	0-4	407
POA4133	5-14	2951
POA4133	15-19	954
POA4133	20-24	389
POA4133	25+	829
POA4151	0-4	260
POA4151	5-14	1723
POA4151	15-19	826
POA4151	20-24	829
POA4151	25+	1145
POA4152	0-4	935
POA4152	5-14	5816
POA4152	15-19	2389
POA4152	20-24	1438
POA4152	25+	2028
POA4153	0-4	108
POA4153	5-14	586
POA4153	15-19	258
POA4153	20-24	126
POA4153	25+	158
POA4154	0-4	282
POA4154	5-14	2149
POA4154	15-19	771
POA4154	20-24	258
POA4154	25+	368
POA4155	0-4	18
POA4155	5-14	212
POA4155	15-19	104
POA4155	20-24	53
POA4155	25+	33
POA4156	0-4	49
POA4156	5-14	549
POA4156	15-19	278
POA4156	20-24	94
POA4156	25+	104
POA4157	0-4	353
POA4157	5-14	2310
POA4157	15-19	860
POA4157	20-24	341
POA4157	25+	654
POA4158	0-4	69
POA4158	5-14	492
POA4158	15-19	130
POA4158	20-24	53
POA4158	25+	136
POA4159	0-4	252
POA4159	5-14	1837
POA4159	15-19	734
POA4159	20-24	270
POA4159	25+	415
POA4160	0-4	281
POA4160	5-14	2483
POA4160	15-19	1209
POA4160	20-24	375
POA4160	25+	542
POA4161	0-4	313
POA4161	5-14	2051
POA4161	15-19	756
POA4161	20-24	237
POA4161	25+	579
POA4163	0-4	144
POA4163	5-14	1556
POA4163	15-19	732
POA4163	20-24	254
POA4163	25+	435
POA4164	0-4	381
POA4164	5-14	2771
POA4164	15-19	1119
POA4164	20-24	416
POA4164	25+	627
POA4165	0-4	750
POA4165	5-14	5156
POA4165	15-19	1928
POA4165	20-24	612
POA4165	25+	1115
POA4169	0-4	114
POA4169	5-14	753
POA4169	15-19	457
POA4169	20-24	826
POA4169	25+	1427
POA4170	0-4	550
POA4170	5-14	3227
POA4170	15-19	1196
POA4170	20-24	893
POA4170	25+	1534
POA4171	0-4	318
POA4171	5-14	2200
POA4171	15-19	906
POA4171	20-24	463
POA4171	25+	803
POA4172	0-4	100
POA4172	5-14	577
POA4172	15-19	207
POA4172	20-24	126
POA4172	25+	234
POA4173	0-4	177
POA4173	5-14	907
POA4173	15-19	312
POA4173	20-24	146
POA4173	25+	332
POA4174	0-4	51
POA4174	5-14	325
POA4174	15-19	132
POA4174	20-24	43
POA4174	25+	115
POA4178	0-4	471
POA4178	5-14	3173
POA4178	15-19	1201
POA4178	20-24	481
POA4178	25+	928
POA4179	0-4	378
POA4179	5-14	2787
POA4179	15-19	1036
POA4179	20-24	381
POA4179	25+	688
POA4183	0-4	17
POA4183	5-14	197
POA4183	15-19	49
POA4183	20-24	17
POA4183	25+	26
POA4184	0-4	34
POA4184	5-14	439
POA4184	15-19	164
POA4184	20-24	32
POA4184	25+	182
POA4205	0-4	85
POA4205	5-14	575
POA4205	15-19	184
POA4205	20-24	63
POA4205	25+	184
POA4207	0-4	1321
POA4207	5-14	9126
POA4207	15-19	2615
POA4207	20-24	978
POA4207	25+	2196
POA4208	0-4	566
POA4208	5-14	4012
POA4208	15-19	1275
POA4208	20-24	400
POA4208	25+	853
POA4209	0-4	1937
POA4209	5-14	11661
POA4209	15-19	3476
POA4209	20-24	1437
POA4209	25+	3172
POA4210	0-4	475
POA4210	5-14	3444
POA4210	15-19	1182
POA4210	20-24	399
POA4210	25+	740
POA4211	0-4	1091
POA4211	5-14	7956
POA4211	15-19	2850
POA4211	20-24	1103
POA4211	25+	2353
POA4212	0-4	511
POA4212	5-14	3592
POA4212	15-19	1619
POA4212	20-24	716
POA4212	25+	1062
POA4213	0-4	623
POA4213	5-14	4483
POA4213	15-19	1784
POA4213	20-24	518
POA4213	25+	1073
POA4214	0-4	613
POA4214	5-14	4382
POA4214	15-19	1949
POA4214	20-24	1162
POA4214	25+	1731
POA4215	0-4	570
POA4215	5-14	3983
POA4215	15-19	2123
POA4215	20-24	2361
POA4215	25+	3731
POA4216	0-4	440
POA4216	5-14	3190
POA4216	15-19	1323
POA4216	20-24	693
POA4216	25+	1320
POA4217	0-4	443
POA4217	5-14	3178
POA4217	15-19	1482
POA4217	20-24	1202
POA4217	25+	2947
POA4218	0-4	478
POA4218	5-14	3019
POA4218	15-19	1252
POA4218	20-24	851
POA4218	25+	1871
POA4220	0-4	545
POA4220	5-14	3312
POA4220	15-19	1183
POA4220	20-24	671
POA4220	25+	1468
POA4221	0-4	507
POA4221	5-14	3267
POA4221	15-19	1210
POA4221	20-24	551
POA4221	25+	1169
POA4223	0-4	271
