POA_CODE_2021	AgeStudent	students
POA2070	0-4	293
POA2070	5-14	2191
POA2070	15-19	977
POA2070	20-24	523
POA2070	25+	586
POA2071	0-4	200
POA2071	5-14	1898
POA2071	15-19	993
POA2071	20-24	567
POA2071	25+	502
POA2072	0-4	125
POA2072	5-14	1076
POA2072	15-19	593
POA2072	20-24	337
POA2072	25+	427
POA2073	0-4	343
POA2073	5-14	2649
POA2073	15-19	1253
POA2073	20-24	652
POA2073	25+	619
POA2074	0-4	431
POA2074	5-14	3199
POA2074	15-19	1599
POA2074	20-24	821
POA2074	25+	793
POA2075	0-4	433
POA2075	5-14	3450
POA2075	15-19	1303
POA2075	20-24	662
POA2075	25+	687
POA2076	0-4	443
POA2076	5-14	3574
POA2076	15-19	1774
POA2076	20-24	859
POA2076	25+	902
POA2077	0-4	895
POA2077	5-14	5311
POA2077	15-19	1822
POA2077	20-24	1295
POA2077	25+	2513
POA2079	0-4	167
POA2079	5-14	1071
POA2079	15-19	464
POA2079	20-24	217
POA2079	25+	305
POA2080	0-4	27
POA2080	5-14	279
POA2080	15-19	104
POA2080	20-24	40
POA2080	25+	74
POA2081	0-4	116
POA2081	5-14	822
POA2081	15-19	373
POA2081	20-24	150
POA2081	25+	180
POA2082	0-4	119
POA2082	5-14	846
POA2082	15-19	351
POA2082	20-24	140
POA2082	25+	165
POA2083	0-4	10
POA2083	5-14	131
POA2083	15-19	60
POA2083	20-24	35
POA2083	25+	64
POA2084	0-4	61
POA2084	5-14	504
POA2084	15-19	227
POA2084	20-24	107
POA2084	25+	90
POA2085	0-4	214
POA2085	5-14	1636
POA2085	15-19	760
POA2085	20-24	325
POA2085	25+	276
POA2086	0-4	346
POA2086	5-14	2297
POA2086	15-19	976
POA2086	20-24	415
POA2086	25+	422
POA2087	0-4	262
POA2087	5-14	2128
POA2087	15-19	958
POA2087	20-24	390
POA2087	25+	346
POA2088	0-4	420
POA2088	5-14	3270
POA2088	15-19	1480
POA2088	20-24	779
POA2088	25+	1081
POA2089	0-4	172
POA2089	5-14	857
POA2089	15-19	338
POA2089	20-24	293
POA2089	25+	691
POA2090	0-4	216
POA2090	5-14	1199
POA2090	15-19	462
POA2090	20-24	334
POA2090	25+	699
POA2092	0-4	188
POA2092	5-14	1245
POA2092	15-19	549
POA2092	20-24	206
POA2092	25+	209
POA2093	0-4	531
POA2093	5-14	3628
POA2093	15-19	1372
POA2093	20-24	611
POA2093	25+	841
POA2094	0-4	135
POA2094	5-14	624
POA2094	15-19	268
POA2094	20-24	136
POA2094	25+	246
POA2095	0-4	240
POA2095	5-14	1269
POA2095	15-19	507
POA2095	20-24	356
POA2095	25+	815
POA2096	0-4	282
POA2096	5-14	1670
POA2096	15-19	718
POA2096	20-24	378
POA2096	25+	669
POA2097	0-4	316
POA2097	5-14	2011
POA2097	15-19	951
POA2097	20-24	458
POA2097	25+	514
POA2099	0-4	823
POA2099	5-14	4655
POA2099	15-19	1940
POA2099	20-24	1233
POA2099	25+	2114
POA2100	0-4	459
POA2100	5-14	3100
POA2100	15-19	1276
POA2100	20-24	677
POA2100	25+	754
POA2101	0-4	379
POA2101	5-14	2277
POA2101	15-19	956
POA2101	20-24	432
POA2101	25+	618
POA2102	0-4	214
POA2102	5-14	1238
POA2102	15-19	473
POA2102	20-24	176
POA2102	25+	261
POA2103	0-4	167
POA2103	5-14	1258
POA2103	15-19	536
POA2103	20-24	268
POA2103	25+	293
POA2104	0-4	38
POA2104	5-14	348
POA2104	15-19	192
POA2104	20-24	77
POA2104	25+	97
POA2105	0-4	23
POA2105	5-14	195
POA2105	15-19	133
POA2105	20-24	50
POA2105	25+	66
POA2106	0-4	164
POA2106	5-14	1043
POA2106	15-19	548
POA2106	20-24	293
POA2106	25+	308
POA2107	0-4	267
POA2107	5-14	2143
POA2107	15-19	880
POA2107	20-24	378
POA2107	25+	427
POA2108	0-4	20
POA2108	5-14	120
POA2108	15-19	72
POA2108	20-24	36
POA2108	25+	37
POA2110	0-4	158
POA2110	5-14	1270
POA2110	15-19	744
POA2110	20-24	312
POA2110	25+	257
POA2111	0-4	271
POA2111	5-14	1730
POA2111	15-19	728
POA2111	20-24	432
POA2111	25+	700
POA2112	0-4	721
POA2112	5-14	4111
POA2112	15-19	1549
POA2112	20-24	1175
POA2112	25+	2213
POA2113	0-4	455
POA2113	5-14	2438
POA2113	15-19	1219
POA2113	20-24	1614
POA2113	25+	1807
POA2114	0-4	457
POA2114	5-14	2502
POA2114	15-19	962
POA2114	20-24	833
POA2114	25+	1660
POA2115	0-4	238
POA2115	5-14	1514
POA2115	15-19	535
POA2115	20-24	330
POA2115	25+	611
POA2116	0-4	152
POA2116	5-14	856
POA2116	15-19	386
POA2116	20-24	224
POA2116	25+	354
POA2117	0-4	420
POA2117	5-14	2712
POA2117	15-19	1097
POA2117	20-24	705
POA2117	25+	1000
POA2118	0-4	530
POA2118	5-14	4118
POA2118	15-19	1348
POA2118	20-24	929
POA2118	25+	1355
POA2119	0-4	191
POA2119	5-14	1834
POA2119	15-19	859
POA2119	20-24	431
POA2119	25+	448
POA2120	0-4	395
POA2120	5-14	2942
POA2120	15-19	1274
POA2120	20-24	732
POA2120	25+	811
POA2121	0-4	620
POA2121	5-14	4556
POA2121	15-19	1753
POA2121	20-24	1336
POA2121	25+	1903
POA2122	0-4	515
POA2122	5-14	3207
POA2122	15-19	1238
POA2122	20-24	1281
POA2122	25+	2099
POA2125	0-4	290
POA2125	5-14	2211
POA2125	15-19	1018
POA2125	20-24	614
POA2125	25+	583
POA2126	0-4	298
POA2126	5-14	2749
POA2126	15-19	1383
POA2126	20-24	690
POA2126	25+	650
POA2127	0-4	412
POA2127	5-14	1819
POA2127	15-19	549
POA2127	20-24	689
POA2127	25+	1970
POA2128	0-4	49
POA2128	5-14	283
POA2128	15-19	72
POA2128	20-24	74
POA2128	25+	136
POA2130	0-4	123
POA2130	5-14	614
POA2130	15-19	230
POA2130	20-24	240
POA2130	25+	513
POA2131	0-4	285
POA2131	5-14	1626
POA2131	15-19	670
POA2131	20-24	1187
POA2131	25+	1898
POA2132	0-4	177
POA2132	5-14	1132
POA2132	15-19	544
POA2132	20-24	367
POA2132	25+	537
POA2133	0-4	185
POA2133	5-14	1280
POA2133	15-19	578
POA2133	20-24	311
POA2133	25+	461
POA2134	0-4	158
POA2134	5-14	1010
POA2134	15-19	573
POA2134	20-24	1819
POA2134	25+	1809
POA2135	0-4	233
POA2135	5-14	1938
POA2135	15-19	1114
POA2135	20-24	2656
POA2135	25+	2025
POA2136	0-4	118
POA2136	5-14	845
POA2136	15-19	381
POA2136	20-24	252
POA2136	25+	365
POA2137	0-4	453
POA2137	5-14	2931
POA2137	15-19	1299
POA2137	20-24	803
POA2137	25+	1168
POA2138	0-4	345
POA2138	5-14	1571
POA2138	15-19	652
POA2138	20-24	790
POA2138	25+	1506
POA2140	0-4	360
POA2140	5-14	1648
POA2140	15-19	543
POA2140	20-24	1191
POA2140	25+	1993
POA2141	0-4	432
POA2141	5-14	2656
POA2141	15-19	1160
POA2141	20-24	1596
POA2141	25+	2389
POA2142	0-4	437
POA2142	5-14	2764
POA2142	15-19	1007
POA2142	20-24	1525
POA2142	25+	1918
POA2143	0-4	149
POA2143	5-14	1133
POA2143	15-19	506
POA2143	20-24	341
POA2143	25+	491
POA2144	0-4	557
POA2144	5-14	3888
POA2144	15-19	1523
POA2144	20-24	2705
POA2144	25+	2911
POA2145	0-4	1725
POA2145	5-14	11306
POA2145	15-19	3670
POA2145	20-24	2622
POA2145	25+	4036
POA2146	0-4	383
POA2146	5-14	2392
POA2146	15-19	898
POA2146	20-24	593
POA2146	25+	972
POA2147	0-4	682
POA2147	5-14	4466
POA2147	15-19	1724
POA2147	20-24	1018
POA2147	25+	1491
POA2148	0-4	1192
POA2148	5-14	7635
POA2148	15-19	2819
POA2148	20-24	2353
POA2148	25+	3664
POA2150	0-4	626
POA2150	5-14	2921
POA2150	15-19	701
POA2150	20-24	1963
POA2150	25+	2999
POA2151	0-4	355
POA2151	5-14	2528
POA2151	15-19	978
POA2151	20-24	575
POA2151	25+	1072
POA2152	0-4	223
POA2152	5-14	1398
POA2152	15-19	507
POA2152	20-24	260
POA2152	25+	488
POA2153	0-4	1299
POA2153	5-14	9049
POA2153	15-19	3335
POA2153	20-24	1831
POA2153	25+	2307
POA2154	0-4	643
POA2154	5-14	5703
POA2154	15-19	2479
POA2154	20-24	1313
POA2154	25+	1516
POA2155	0-4	1764
POA2155	5-14	12401
POA2155	15-19	5006
POA2155	20-24	2461
POA2155	25+	2872
POA2156	0-4	179
POA2156	5-14	1781
POA2156	15-19	953
POA2156	20-24	429
POA2156	25+	352
POA2157	0-4	72
POA2157	5-14	597
POA2157	15-19	246
POA2157	20-24	118
POA2157	25+	104
POA2158	0-4	123
POA2158	5-14	1160
POA2158	15-19	553
POA2158	20-24	303
POA2158	25+	280
POA2159	0-4	65
POA2159	5-14	641
POA2159	15-19	342
POA2159	20-24	124
POA2159	25+	151
POA2160	0-4	651
POA2160	5-14	4410
POA2160	15-19	1766
POA2160	20-24	1333
POA2160	25+	1968
POA2161	0-4	634
POA2161	5-14	4385
POA2161	15-19	1782
POA2161	20-24	1003
POA2161	25+	1416
POA2162	0-4	307
POA2162	5-14	2674
POA2162	15-19	1204
POA2162	20-24	644
POA2162	25+	720
POA2163	0-4	152
POA2163	5-14	1176
POA2163	15-19	520
POA2163	20-24	290
POA2163	25+	380
POA2164	0-4	337
POA2164	5-14	2718
POA2164	15-19	1114
POA2164	20-24	543
POA2164	25+	823
POA2165	0-4	520
POA2165	5-14	5288
POA2165	15-19	2474
POA2165	20-24	1320
POA2165	25+	2093
POA2166	0-4	556
POA2166	5-14	5764
POA2166	15-19	2990
POA2166	20-24	1899
POA2166	25+	2120
POA2167	0-4	215
POA2167	5-14	1312
POA2167	15-19	481
POA2167	20-24	285
POA2167	25+	472
POA2168	0-4	635
POA2168	5-14	6129
POA2168	15-19	2616
POA2168	20-24	1289
POA2168	25+	1359
POA2170	0-4	1890
POA2170	5-14	14646
POA2170	15-19	5818
POA2170	20-24	3188
POA2170	25+	4811
POA2171	0-4	804
POA2171	5-14	6229
POA2171	15-19	2695
POA2171	20-24	1258
POA2171	25+	1149
POA2172	0-4	50
POA2172	5-14	416
POA2172	15-19	194
POA2172	20-24	97
POA2172	25+	99
POA2173	0-4	328
POA2173	5-14	2131
POA2173	15-19	774
POA2173	20-24	398
POA2173	25+	591
POA2174	0-4	296
POA2174	5-14	1890
POA2174	15-19	606
POA2174	20-24	368
POA2174	25+	542
POA2175	0-4	30
POA2175	5-14	190
POA2175	15-19	84
POA2175	20-24	52
POA2175	25+	29
POA2176	0-4	661
POA2176	5-14	5681
POA2176	15-19	2841
POA2176	20-24	1515
POA2176	25+	1762
POA2177	0-4	215
POA2177	5-14	2080
POA2177	15-19	1055
POA2177	20-24	552
POA2177	25+	593
POA2178	0-4	46
POA2178	5-14	480
POA2178	15-19	235
POA2178	20-24	117
POA2178	25+	61
POA2179	0-4	453
POA2179	5-14	2185
POA2179	15-19	653
POA2179	20-24	304
POA2179	25+	658
POA2190	0-4	536
POA2190	5-14	4090
POA2190	15-19	1773
POA2190	20-24	856
POA2190	25+	986
POA2191	0-4	111
POA2191	5-14	828
POA2191	15-19	389
POA2191	20-24	157
POA2191	25+	189
POA2192	0-4	173
POA2192	5-14	1294
POA2192	15-19	586
POA2192	20-24	457
POA2192	25+	740
POA2193	0-4	296
POA2193	5-14	1639
POA2193	15-19	764
POA2193	20-24	570
POA2193	25+	1132
POA2194	0-4	320
POA2194	5-14	1840
POA2194	15-19	820
POA2194	20-24	1206
POA2194	25+	1823
POA2195	0-4	507
POA2195	5-14	3627
POA2195	15-19	1049
POA2195	20-24	884
POA2195	25+	2117
POA2196	0-4	609
POA2196	5-14	4314
POA2196	15-19	1824
POA2196	20-24	1153
POA2196	25+	1490
POA2197	0-4	200
POA2197	5-14	1461
POA2197	15-19	561
POA2197	20-24	259
POA2197	25+	279
POA2198	0-4	203
POA2198	5-14	1429
POA2198	15-19	543
POA2198	20-24	259
POA2198	25+	243
POA2199	0-4	411
POA2199	5-14	2511
POA2199	15-19	1042
POA2199	20-24	619
POA2199	25+	700
POA2200	0-4	858
POA2200	5-14	5710
POA2200	15-19	2328
POA2200	20-24	1637
POA2200	25+	2462
POA2203	0-4	201
POA2203	5-14	1271
POA2203	15-19	538
POA2203	20-24	329
POA2203	25+	873
POA2204	0-4	374
POA2204	5-14	2178
POA2204	15-19	814
POA2204	20-24	711
POA2204	25+	1703
POA2205	0-4	370
POA2205	5-14	1532
POA2205	15-19	670
POA2205	20-24	1339
POA2205	25+	2881
POA2206	0-4	322
POA2206	5-14	2241
POA2206	15-19	1059
POA2206	20-24	482
POA2206	25+	611
POA2207	0-4	527
POA2207	5-14	3174
POA2207	15-19	1349
POA2207	20-24	852
POA2207	25+	1045
POA2208	0-4	250
POA2208	5-14	1535
POA2208	15-19	649
POA2208	20-24	360
POA2208	25+	451
POA2209	0-4	265
POA2209	5-14	1677
POA2209	15-19	715
POA2209	20-24	464
POA2209	25+	706
POA2210	0-4	537
POA2210	5-14	3582
POA2210	15-19	1602
POA2210	20-24	968
POA2210	25+	1206
POA2211	0-4	297
POA2211	5-14	1882
POA2211	15-19	861
POA2211	20-24	495
POA2211	25+	666
POA2212	0-4	306
POA2212	5-14	2060
POA2212	15-19	895
POA2212	20-24	480
POA2212	25+	649
POA2213	0-4	457
POA2213	5-14	3058
POA2213	15-19	1288
POA2213	20-24	623
POA2213	25+	699
POA2214	0-4	90
POA2214	5-14	553
POA2214	15-19	247
POA2214	20-24	112
POA2214	25+	96
POA2216	0-4	434
POA2216	5-14	2275
POA2216	15-19	910
POA2216	20-24	1198
POA2216	25+	1918
POA2217	0-4	436
POA2217	5-14	2697
POA2217	15-19	1070
POA2217	20-24	1097
POA2217	25+	1731
POA2218	0-4	224
POA2218	5-14	1488
POA2218	15-19	653
POA2218	20-24	661
POA2218	25+	996
POA2219	0-4	228
POA2219	5-14	1399
POA2219	15-19	610
POA2219	20-24	268
POA2219	25+	429
POA2220	0-4	423
POA2220	5-14	2806
POA2220	15-19	1249
POA2220	20-24	2333
POA2220	25+	2598
POA2221	0-4	262
POA2221	5-14	2111
POA2221	15-19	978
POA2221	20-24	584
POA2221	25+	525
POA2222	0-4	209
POA2222	5-14	1211
POA2222	15-19	546
POA2222	20-24	529
POA2222	25+	690
POA2223	0-4	375
POA2223	5-14	2567
POA2223	15-19	1077
POA2223	20-24	671
POA2223	25+	833
POA2224	0-4	239
POA2224	5-14	1704
POA2224	15-19	768
POA2224	20-24	346
POA2224	25+	398
POA2225	0-4	122
POA2225	5-14	928
POA2225	15-19	403
POA2225	20-24	143
POA2225	25+	155
POA2226	0-4	298
POA2226	5-14	1861
POA2226	15-19	719
POA2226	20-24	299
POA2226	25+	446
POA2227	0-4	342
POA2227	5-14	1986
POA2227	15-19	896
POA2227	20-24	357
POA2227	25+	446
POA2228	0-4	407
POA2228	5-14	2351
POA2228	15-19	934
POA2228	20-24	448
POA2228	25+	769
POA2229	0-4	674
POA2229	5-14	3743
POA2229	15-19	1529
POA2229	20-24	758
POA2229	25+	915
POA2230	0-4	484
POA2230	5-14	2855
POA2230	15-19	1350
POA2230	20-24	710
POA2230	25+	1113
POA2231	0-4	61
POA2231	5-14	382
POA2231	15-19	147
POA2231	20-24	35
POA2231	25+	67
POA2232	0-4	721
POA2232	5-14	4087
POA2232	15-19	1701
POA2232	20-24	837
POA2232	25+	1394
POA2233	0-4	682
POA2233	5-14	4301
POA2233	15-19	1736
POA2233	20-24	661
POA2233	25+	840
POA2234	0-4	642
POA2234	5-14	3940
POA2234	15-19	1876
POA2234	20-24	939
POA2234	25+	830
POA2250	0-4	1295
POA2250	5-14	8264
POA2250	15-19	3155
POA2250	20-24	1471
POA2250	25+	2848
POA2251	0-4	685
POA2251	5-14	4170
POA2251	15-19	1681
POA2251	20-24	670
POA2251	25+	1045
POA2256	0-4	236
POA2256	5-14	1437
POA2256	15-19	529
POA2256	20-24	212
POA2256	25+	523
POA2257	0-4	540
POA2257	5-14	3209
POA2257	15-19	1069
POA2257	20-24	420
POA2257	25+	911
POA2258	0-4	110
POA2258	5-14	640
POA2258	15-19	284
POA2258	20-24	133
POA2258	25+	208
POA2259	0-4	1289
POA2259	5-14	8184
POA2259	15-19	3088
POA2259	20-24	1153
POA2259	25+	2038
POA2260	0-4	508
POA2260	5-14	3408
POA2260	15-19	1438
POA2260	20-24	630
POA2260	25+	868
POA2261	0-4	1007
POA2261	5-14	6293
POA2261	15-19	2203
POA2261	20-24	908
POA2261	25+	1705
POA2262	0-4	422
POA2262	5-14	2603
POA2262	15-19	850
POA2262	20-24	274
POA2262	25+	663
POA2263	0-4	425
POA2263	5-14	2457
POA2263	15-19	836
POA2263	20-24	349
POA2263	25+	718
POA2264	0-4	255
POA2264	5-14	1663
POA2264	15-19	563
POA2264	20-24	283
POA2264	25+	494
POA2265	0-4	153
POA2265	5-14	919
POA2265	15-19	317
POA2265	20-24	170
POA2265	25+	295
POA2267	0-4	48
POA2267	5-14	257
POA2267	15-19	85
POA2267	20-24	36
POA2267	25+	85
POA2278	0-4	41
POA2278	5-14	328
POA2278	15-19	105
POA2278	20-24	48
POA2278	25+	73
POA2280	0-4	483
POA2280	5-14	3254
POA2280	15-19	1243
POA2280	20-24	538
POA2280	25+	769
POA2281	0-4	249
POA2281	5-14	1707
POA2281	15-19	587
POA2281	20-24	260
POA2281	25+	365
POA2282	0-4	277
POA2282	5-14	1987
POA2282	15-19	842
POA2282	20-24	335
POA2282	25+	486
POA2283	0-4	407
POA2283	5-14	2569
POA2283	15-19	969
POA2283	20-24	411
POA2283	25+	720
POA2284	0-4	243
POA2284	5-14	1377
POA2284	15-19	492
POA2284	20-24	255
POA2284	25+	409
POA2285	0-4	784
POA2285	5-14	4442
POA2285	15-19	1501
POA2285	20-24	641
POA2285	25+	1355
POA2286	0-4	102
POA2286	5-14	592
POA2286	15-19	211
POA2286	20-24	88
POA2286	25+	157
POA2287	0-4	806
POA2287	5-14	5005
POA2287	15-19	1994
POA2287	20-24	1427
POA2287	25+	1894
POA2289	0-4	459
POA2289	5-14	2718
POA2289	15-19	1021
POA2289	20-24	625
POA2289	25+	851
POA2290	0-4	718
POA2290	5-14	4380
POA2290	15-19	1460
POA2290	20-24	696
POA2290	25+	1337
POA2291	0-4	259
POA2291	5-14	1742
POA2291	15-19	769
POA2291	20-24	577
POA2291	25+	653
