POA_CODE_2021	OnlyEnglishSpokenHome	Sex	persons
POA2096	1	M	6299
POA2097	0	F	990
POA2097	0	M	895
POA2097	1	F	6907
POA2097	1	M	6689
POA2099	0	F	5814
POA2099	0	M	5255
POA2099	1	F	15197
POA2099	1	M	14904
POA2100	0	F	2172
POA2100	0	M	1908
POA2100	1	F	8594
POA2100	1	M	8618
POA2101	0	F	1075
POA2101	0	M	932
POA2101	1	F	8686
POA2101	1	M	8372
POA2102	0	F	575
POA2102	0	M	521
POA2102	1	F	3531
POA2102	1	M	3235
POA2103	0	F	587
POA2103	0	M	496
POA2103	1	F	4739
POA2103	1	M	4536
POA2104	0	F	157
POA2104	0	M	115
POA2104	1	F	1804
POA2104	1	M	1568
POA2105	0	F	87
POA2105	0	M	73
POA2105	1	F	843
POA2105	1	M	891
POA2106	0	F	387
POA2106	0	M	297
POA2106	1	F	4385
POA2106	1	M	4284
POA2107	0	F	533
POA2107	0	M	440
POA2107	1	F	7095
POA2107	1	M	6913
POA2108	0	F	52
POA2108	0	M	40
POA2108	1	F	774
POA2108	1	M	787
POA2110	0	F	937
POA2110	0	M	827
POA2110	1	F	3687
POA2110	1	M	3668
POA2111	0	F	2181
POA2111	0	M	1800
POA2111	1	F	5495
POA2111	1	M	5389
POA2112	0	F	9670
POA2112	0	M	8592
POA2112	1	F	9077
POA2112	1	M	9090
POA2113	0	F	7282
POA2113	0	M	6498
POA2113	1	F	6123
POA2113	1	M	6340
POA2114	0	F	6918
POA2114	0	M	6226
POA2114	1	F	5400
POA2114	1	M	5824
POA2115	0	F	3054
POA2115	0	M	2896
POA2115	1	F	2873
POA2115	1	M	3136
POA2116	0	F	1776
POA2116	0	M	1652
POA2116	1	F	1708
POA2116	1	M	1742
POA2117	0	F	5895
POA2117	0	M	5448
POA2117	1	F	4764
POA2117	1	M	5007
POA2118	0	F	9162
POA2118	0	M	8634
POA2118	1	F	4425
POA2118	1	M	4772
POA2119	0	F	2368
POA2119	0	M	1960
POA2119	1	F	4047
POA2119	1	M	3758
POA2120	0	F	3503
POA2120	0	M	3111
POA2120	1	F	6900
POA2120	1	M	6983
POA2121	0	F	11146
POA2121	0	M	9895
POA2121	1	F	5919
POA2121	1	M	6247
POA2122	0	F	9912
POA2122	0	M	9081
POA2122	1	F	5422
POA2122	1	M	5526
POA2125	0	F	3426
POA2125	0	M	3104
POA2125	1	F	4818
POA2125	1	M	4943
POA2126	0	F	4787
POA2126	0	M	4509
POA2126	1	F	4588
POA2126	1	M	4700
POA2127	0	F	7499
POA2127	0	M	6693
POA2127	1	F	3750
POA2127	1	M	4165
POA2128	0	F	689
POA2128	0	M	720
POA2128	1	F	330
POA2128	1	M	396
POA2130	0	F	1083
POA2130	0	M	818
POA2130	1	F	2627
POA2130	1	M	2456
POA2131	0	F	5854
POA2131	0	M	5508
POA2131	1	F	5354
POA2131	1	M	5245
POA2132	0	F	2663
POA2132	0	M	2147
POA2132	1	F	2738
POA2132	1	M	2761
POA2133	0	F	2542
POA2133	0	M	2206
POA2133	1	F	2902
POA2133	1	M	2856
POA2134	0	F	7120
POA2134	0	M	6383
POA2134	1	F	1648
POA2134	1	M	1955
POA2135	0	F	8374
POA2135	0	M	8514
POA2135	1	F	3627
POA2135	1	M	4006
POA2136	0	F	2195
POA2136	0	M	1950
POA2136	1	F	1558
POA2136	1	M	1655
POA2137	0	F	5849
POA2137	0	M	4901
POA2137	1	F	7972
POA2137	1	M	7980
POA2138	0	F	6351
POA2138	0	M	5549
POA2138	1	F	3268
POA2138	1	M	3549
POA2140	0	F	7210
POA2140	0	M	7575
POA2140	1	F	2052
POA2140	1	M	2579
POA2141	0	F	11939
POA2141	0	M	12141
POA2141	1	F	2871
POA2141	1	M	3542
POA2142	0	F	9061
POA2142	0	M	9949
POA2142	1	F	2923
POA2142	1	M	3391
POA2143	0	F	3304
POA2143	0	M	3304
POA2143	1	F	1259
POA2143	1	M	1370
POA2144	0	F	14032
POA2144	0	M	16915
POA2144	1	F	2185
POA2144	1	M	2625
POA2145	0	F	24915
POA2145	0	M	25228
POA2145	1	F	15607
POA2145	1	M	15902
POA2146	0	F	4911
POA2146	0	M	4975
POA2146	1	F	4238
POA2146	1	M	4320
POA2147	0	F	6745
POA2147	0	M	6652
POA2147	1	F	10870
POA2147	1	M	11011
POA2148	0	F	17243
POA2148	0	M	17045
POA2148	1	F	14102
POA2148	1	M	14814
POA2150	0	F	11987
POA2150	0	M	12588
POA2150	1	F	3720
POA2150	1	M	4551
POA2151	0	F	4891
POA2151	0	M	4606
POA2151	1	F	5281
POA2151	1	M	5348
POA2152	0	F	1966
POA2152	0	M	1767
POA2152	1	F	3687
POA2152	1	M	3381
POA2153	0	F	13137
POA2153	0	M	12319
POA2153	1	F	17825
POA2153	1	M	17619
POA2154	0	F	9182
POA2154	0	M	8107
POA2154	1	F	11211
POA2154	1	M	11006
POA2155	0	F	15993
POA2155	0	M	14882
POA2155	1	F	21325
POA2155	1	M	21375
POA2156	0	F	1016
POA2156	0	M	959
POA2156	1	F	5549
POA2156	1	M	5570
POA2157	0	F	360
POA2157	0	M	341
POA2157	1	F	1581
POA2157	1	M	1652
POA2158	0	F	1213
POA2158	0	M	1167
POA2158	1	F	3170
POA2158	1	M	3123
POA2159	0	F	255
POA2159	0	M	253
POA2159	1	F	2237
POA2159	1	M	2201
POA2160	0	F	12076
POA2160	0	M	12355
POA2160	1	F	5464
POA2160	1	M	5590
POA2161	0	F	10577
POA2161	0	M	10918
POA2161	1	F	4579
POA2161	1	M	4811
POA2162	0	F	6545
POA2162	0	M	6376
POA2162	1	F	2722
POA2162	1	M	2817
POA2163	0	F	3287
POA2163	0	M	3270
POA2163	1	F	1159
POA2163	1	M	1295
POA2164	0	F	6700
POA2164	0	M	6298
POA2164	1	F	3426
POA2164	1	M	3567
POA2165	0	F	17046
POA2165	0	M	15976
POA2165	1	F	3887
POA2165	1	M	4492
POA2166	0	F	21598
POA2166	0	M	19902
POA2166	1	F	3972
POA2166	1	M	4919
POA2167	0	F	2870
POA2167	0	M	2672
POA2167	1	F	2099
POA2167	1	M	2161
POA2168	0	F	13638
POA2168	0	M	12872
POA2168	1	F	7422
POA2168	1	M	7635
POA2170	0	F	32761
POA2170	0	M	31007
POA2170	1	F	20630
POA2170	1	M	21383
POA2171	0	F	10915
POA2171	0	M	10287
POA2171	1	F	7696
POA2171	1	M	8209
POA2172	0	F	440
POA2172	0	M	415
POA2172	1	F	960
POA2172	1	M	1012
POA2173	0	F	2554
POA2173	0	M	2375
POA2173	1	F	4317
POA2173	1	M	4748
POA2174	0	F	3790
POA2174	0	M	3651
POA2174	1	F	1904
POA2174	1	M	1975
POA2175	0	F	339
POA2175	0	M	352
POA2175	1	F	490
POA2175	1	M	486
POA2176	0	F	17296
POA2176	0	M	15959
POA2176	1	F	6719
POA2176	1	M	7211
POA2177	0	F	6249
POA2177	0	M	5686
POA2177	1	F	2028
POA2177	1	M	2205
POA2178	0	F	779
POA2178	0	M	839
POA2178	1	F	1103
POA2178	1	M	1184
POA2179	0	F	4151
POA2179	0	M	3966
POA2179	1	F	3502
POA2179	1	M	3617
POA2190	0	F	9135
POA2190	0	M	8929
POA2190	1	F	3638
POA2190	1	M	3713
POA2191	0	F	1816
POA2191	0	M	1612
POA2191	1	F	1366
POA2191	1	M	1437
POA2192	0	F	4300
POA2192	0	M	4209
POA2192	1	F	1900
POA2192	1	M	2083
POA2193	0	F	4385
POA2193	0	M	4010
POA2193	1	F	4225
POA2193	1	M	4352
POA2194	0	F	9162
POA2194	0	M	9476
POA2194	1	F	2389
POA2194	1	M	2831
POA2195	0	F	8982
POA2195	0	M	10753
POA2195	1	F	2144
POA2195	1	M	2467
POA2196	0	F	10957
POA2196	0	M	11258
POA2196	1	F	4518
POA2196	1	M	4717
POA2197	0	F	3005
POA2197	0	M	2808
POA2197	1	F	1658
POA2197	1	M	1734
POA2198	0	F	2395
POA2198	0	M	2306
POA2198	1	F	2150
POA2198	1	M	2124
POA2199	0	F	6480
POA2199	0	M	6210
POA2199	1	F	2644
POA2199	1	M	2844
POA2200	0	F	17322
POA2200	0	M	16694
POA2200	1	F	4812
POA2200	1	M	5260
POA2203	0	F	2057
POA2203	0	M	1744
POA2203	1	F	4898
POA2203	1	M	4556
POA2204	0	F	4625
POA2204	0	M	4165
POA2204	1	F	8313
POA2204	1	M	8179
POA2205	0	F	7868
POA2205	0	M	7384
POA2205	1	F	3622
POA2205	1	M	4425
POA2206	0	F	4828
POA2206	0	M	4394
POA2206	1	F	4683
POA2206	1	M	4903
POA2207	0	F	7920
POA2207	0	M	7198
POA2207	1	F	5789
POA2207	1	M	5921
POA2208	0	F	3765
POA2208	0	M	3385
POA2208	1	F	2574
POA2208	1	M	2673
POA2209	0	F	4859
POA2209	0	M	4465
POA2209	1	F	2830
POA2209	1	M	2975
POA2210	0	F	7761
POA2210	0	M	7016
POA2210	1	F	8232
POA2210	1	M	8406
POA2211	0	F	3807
POA2211	0	M	3567
POA2211	1	F	4762
POA2211	1	M	4687
POA2212	0	F	4185
POA2212	0	M	3827
POA2212	1	F	4165
POA2212	1	M	4119
POA2213	0	F	4215
POA2213	0	M	3776
POA2213	1	F	7254
POA2213	1	M	7217
POA2214	0	F	419
POA2214	0	M	390
POA2214	1	F	1597
POA2214	1	M	1559
POA2216	0	F	8125
POA2216	0	M	8027
POA2216	1	F	4819
POA2216	1	M	5193
POA2217	0	F	8130
POA2217	0	M	7608
POA2217	1	F	5457
POA2217	1	M	5697
POA2218	0	F	5051
POA2218	0	M	4917
POA2218	1	F	2598
POA2218	1	M	2803
POA2219	0	F	2793
POA2219	0	M	2352
POA2219	1	F	4002
POA2219	1	M	3796
POA2220	0	F	12797
POA2220	0	M	12328
POA2220	1	F	3215
POA2220	1	M	3740
POA2221	0	F	4281
POA2221	0	M	3878
POA2221	1	F	4110
POA2221	1	M	4106
POA2222	0	F	3374
POA2222	0	M	3203
POA2222	1	F	2673
POA2222	1	M	2704
POA2223	0	F	3853
POA2223	0	M	3416
POA2223	1	F	6725
POA2223	1	M	6675
POA2224	0	F	2224
POA2224	0	M	2010
POA2224	1	F	5012
POA2224	1	M	4761
POA2225	0	F	270
POA2225	0	M	256
POA2225	1	F	2479
POA2225	1	M	2447
POA2226	0	F	842
POA2226	0	M	672
POA2226	1	F	5556
POA2226	1	M	5561
POA2227	0	F	965
POA2227	0	M	757
POA2227	1	F	6685
POA2227	1	M	6557
POA2228	0	F	2437
POA2228	0	M	2079
POA2228	1	F	8046
POA2228	1	M	7566
POA2229	0	F	2006
POA2229	0	M	1675
POA2229	1	F	13171
POA2229	1	M	12826
POA2230	0	F	1553
POA2230	0	M	1206
POA2230	1	F	13412
POA2230	1	M	13265
POA2231	0	F	84
POA2231	0	M	74
POA2231	1	F	1136
POA2231	1	M	1149
POA2232	0	F	2817
POA2232	0	M	2380
POA2232	1	F	14596
POA2232	1	M	14218
POA2233	0	F	982
POA2233	0	M	801
POA2233	1	F	13906
POA2233	1	M	13478
POA2234	0	F	2931
POA2234	0	M	2661
POA2234	1	F	12270
POA2234	1	M	12137
POA2250	0	F	4380
POA2250	0	M	3822
POA2250	1	F	30333
POA2250	1	M	29078
POA2251	0	F	952
POA2251	0	M	810
POA2251	1	F	15957
POA2251	1	M	14802
POA2256	0	F	771
POA2256	0	M	617
POA2256	1	F	7122
POA2256	1	M	6591
POA2257	0	F	1052
POA2257	0	M	899
POA2257	1	F	13902
POA2257	1	M	12911
POA2258	0	F	192
POA2258	0	M	179
POA2258	1	F	2332
POA2258	1	M	2331
POA2259	0	F	2502
POA2259	0	M	2180
POA2259	1	F	29605
POA2259	1	M	28381
POA2260	0	F	887
POA2260	0	M	740
POA2260	1	F	11762
POA2260	1	M	11401
POA2261	0	F	1490
POA2261	0	M	1269
POA2261	1	F	25504
POA2261	1	M	23800
POA2262	0	F	440
POA2262	0	M	338
POA2262	1	F	9943
POA2262	1	M	9567
POA2263	0	F	669
POA2263	0	M	541
POA2263	1	F	11137
POA2263	1	M	10599
POA2264	0	F	371
POA2264	0	M	337
POA2264	1	F	7570
POA2264	1	M	7153
POA2265	0	F	243
POA2265	0	M	203
POA2265	1	F	3474
POA2265	1	M	3289
POA2267	0	F	68
POA2267	0	M	47
POA2267	1	F	1323
POA2267	1	M	1319
POA2278	0	F	25
POA2278	0	M	14
POA2278	1	F	1198
POA2278	1	M	1257
POA2280	0	F	573
POA2280	0	M	475
POA2280	1	F	12827
POA2280	1	M	12412
POA2281	0	F	291
POA2281	0	M	229
POA2281	1	F	7245
POA2281	1	M	6994
POA2282	0	F	484
POA2282	0	M	413
POA2282	1	F	7729
POA2282	1	M	7089
POA2283	0	F	533
POA2283	0	M	407
POA2283	1	F	11429
POA2283	1	M	11016
POA2284	0	F	372
POA2284	0	M	310
POA2284	1	F	5783
POA2284	1	M	5527
POA2285	0	F	1380
POA2285	0	M	1264
POA2285	1	F	15342
POA2285	1	M	14595
POA2286	0	F	67
POA2286	0	M	57
POA2286	1	F	2266
POA2286	1	M	2128
POA2287	0	F	2878
POA2287	0	M	2930
POA2287	1	F	17251
POA2287	1	M	16312
POA2289	0	F	866
POA2289	0	M	763
POA2289	1	F	9111
POA2289	1	M	8960
POA2290	0	F	1191
POA2290	0	M	1033
POA2290	1	F	16080
POA2290	1	M	15338
POA2291	0	F	495
POA2291	0	M	401
POA2291	1	F	6552
POA2291	1	M	6427
POA2292	0	F	141
POA2292	0	M	127
POA2292	1	F	1118
POA2292	1	M	1093
POA2293	0	F	116
POA2293	0	M	120
POA2293	1	F	1514
POA2293	1	M	1424
POA2294	0	F	38
POA2294	0	M	48
POA2294	1	F	959
POA2294	1	M	913
POA2295	0	F	187
POA2295	0	M	140
POA2295	1	F	3710
POA2295	1	M	3642
POA2296	0	F	71
POA2296	0	M	69
POA2296	1	F	937
POA2296	1	M	891
POA2297	0	F	70
POA2297	0	M	75
POA2297	1	F	798
POA2297	1	M	787
POA2298	0	F	578
POA2298	0	M	564
POA2298	1	F	4232
POA2298	1	M	4060
POA2299	0	F	1044
POA2299	0	M	1111
POA2299	1	F	4514
POA2299	1	M	4449
POA2300	0	F	597
POA2300	0	M	504
POA2300	1	F	5277
POA2300	1	M	5062
POA2302	0	F	125
POA2302	0	M	115
POA2302	1	F	548
POA2302	1	M	565
POA2303	0	F	524
POA2303	0	M	491
POA2303	1	F	4107
POA2303	1	M	3915
POA2304	0	F	743
POA2304	0	M	727
POA2304	1	F	6903
POA2304	1	M	6590
POA2305	0	F	525
POA2305	0	M	470
POA2305	1	F	5933
POA2305	1	M	5751
POA2306	0	F	66
POA2306	0	M	47
POA2306	1	F	1512
POA2306	1	M	1356
POA2307	0	F	235
POA2307	0	M	271
POA2307	1	F	1892
POA2307	1	M	1902
POA2308	0	F	74
POA2308	0	M	48
POA2308	1	F	481
POA2308	1	M	382
POA2311	0	F	6
POA2311	0	M	4
POA2311	1	F	435
POA2311	1	M	437
POA2312	0	F	4
POA2312	0	M	7
POA2312	1	F	713
POA2312	1	M	698
POA2315	0	F	516
POA2315	0	M	475
POA2315	1	F	7002
POA2315	1	M	6498
POA2316	0	F	105
POA2316	0	M	74
POA2316	1	F	3052
POA2316	1	M	2980
POA2317	0	F	156
POA2317	0	M	134
POA2317	1	F	3140
POA2317	1	M	2810
POA2318	0	F	244
POA2318	0	M	211
POA2318	1	F	6351
POA2318	1	M	6374
POA2319	0	F	121
POA2319	0	M	91
POA2319	1	F	3141
POA2319	1	M	3193
POA2320	0	F	964
POA2320	0	M	838
POA2320	1	F	18226
POA2320	1	M	17498
POA2321	0	F	423
POA2321	0	M	368
POA2321	1	F	9485
POA2321	1	M	8888
POA2322	0	F	915
POA2322	0	M	767
POA2322	1	F	11070
POA2322	1	M	10798
POA2323	0	F	751
POA2323	0	M	665
POA2323	1	F	12036
POA2323	1	M	11443
POA2324	0	F	466
POA2324	0	M	423
POA2324	1	F	11554
POA2324	1	M	11384
POA2325	0	F	441
POA2325	0	M	354
POA2325	1	F	13890
POA2325	1	M	13337
POA2326	0	F	66
POA2326	0	M	64
POA2326	1	F	3686
POA2326	1	M	3673
POA2327	0	F	97
POA2327	0	M	61
POA2327	1	F	3700
POA2327	1	M	3557
POA2328	0	F	22
POA2328	0	M	19
POA2328	1	F	1129
POA2328	1	M	1153
POA2329	0	F	23
POA2329	0	M	19
POA2329	1	F	955
POA2329	1	M	931
POA2330	0	F	395
POA2330	0	M	363
POA2330	1	F	9701
POA2330	1	M	9794
POA2331	0	F	4
POA2331	0	M	28
POA2331	1	F	18
POA2331	1	M	361
POA2333	0	F	331
POA2333	0	M	290
POA2333	1	F	5945
POA2333	1	M	6116
POA2334	0	F	65
POA2334	0	M	50
POA2334	1	F	1545
POA2334	1	M	1583
POA2335	0	F	151
POA2335	0	M	127
POA2335	1	F	3746
POA2335	1	M	3759
POA2336	0	F	44
POA2336	0	M	24
POA2336	1	F	1147
POA2336	1	M	1231
POA2337	0	F	198
POA2337	0	M	241
POA2337	1	F	3631
POA2337	1	M	3545
POA2338	0	F	21
POA2338	0	M	21
POA2338	1	F	625
POA2338	1	M	597
POA2339	0	F	8
POA2339	1	F	285
POA2339	1	M	324
POA2340	0	F	1683
POA2340	0	M	1770
POA2340	1	F	23279
POA2340	1	M	22038
POA2341	0	F	17
POA2341	0	M	19
POA2341	1	F	656
POA2341	1	M	686
POA2342	0	F	4
POA2342	1	F	205
