POA_CODE_2021	MaxSchoolingCompleted	Sex	persons
POA2007	Year 11	F	92
POA2007	Year 11	M	104
POA2007	Year 12	F	2773
POA2007	Year 12	M	2862
POA2008	Did not go to school	F	30
POA2008	Did not go to school	M	23
POA2008	Year 8	F	26
POA2008	Year 8	M	24
POA2008	Year 9	F	43
POA2008	Year 9	M	56
POA2008	Year 10	F	128
POA2008	Year 10	M	180
POA2008	Year 11	F	120
POA2008	Year 11	M	137
POA2008	Year 12	F	4152
POA2008	Year 12	M	4260
POA2009	Did not go to school	F	39
POA2009	Did not go to school	M	30
POA2009	Year 8	F	75
POA2009	Year 8	M	51
POA2009	Year 9	F	113
POA2009	Year 9	M	87
POA2009	Year 10	F	389
POA2009	Year 10	M	352
POA2009	Year 11	F	206
POA2009	Year 11	M	199
POA2009	Year 12	F	4393
POA2009	Year 12	M	4536
POA2010	Did not go to school	F	64
POA2010	Did not go to school	M	71
POA2010	Year 8	F	125
POA2010	Year 8	M	163
POA2010	Year 9	F	117
POA2010	Year 9	M	191
POA2010	Year 10	F	535
POA2010	Year 10	M	890
POA2010	Year 11	F	312
POA2010	Year 11	M	449
POA2010	Year 12	F	8443
POA2010	Year 12	M	11578
POA2011	Did not go to school	F	45
POA2011	Did not go to school	M	21
POA2011	Year 8	F	77
POA2011	Year 8	M	69
POA2011	Year 9	F	107
POA2011	Year 9	M	127
POA2011	Year 10	F	528
POA2011	Year 10	M	570
POA2011	Year 11	F	289
POA2011	Year 11	M	331
POA2011	Year 12	F	6179
POA2011	Year 12	M	7271
POA2015	Did not go to school	F	32
POA2015	Did not go to school	M	13
POA2015	Year 8	F	47
POA2015	Year 8	M	35
POA2015	Year 9	F	56
POA2015	Year 9	M	70
POA2015	Year 10	F	283
POA2015	Year 10	M	353
POA2015	Year 11	F	146
POA2015	Year 11	M	185
POA2015	Year 12	F	4078
POA2015	Year 12	M	4277
POA2016	Did not go to school	F	75
POA2016	Did not go to school	M	61
POA2016	Year 8	F	132
POA2016	Year 8	M	135
POA2016	Year 9	F	111
POA2016	Year 9	M	136
POA2016	Year 10	F	344
POA2016	Year 10	M	487
POA2016	Year 11	F	153
POA2016	Year 11	M	252
POA2016	Year 12	F	4105
POA2016	Year 12	M	4874
POA2017	Did not go to school	F	93
POA2017	Did not go to school	M	84
POA2017	Year 8	F	197
POA2017	Year 8	M	172
POA2017	Year 9	F	166
POA2017	Year 9	M	229
POA2017	Year 10	F	630
POA2017	Year 10	M	798
POA2017	Year 11	F	415
POA2017	Year 11	M	602
POA2017	Year 12	F	10075
POA2017	Year 12	M	11102
POA2018	Did not go to school	F	187
POA2018	Did not go to school	M	130
POA2018	Year 8	F	434
POA2018	Year 8	M	324
POA2018	Year 9	F	217
POA2018	Year 9	M	205
POA2018	Year 10	F	745
POA2018	Year 10	M	841
POA2018	Year 11	F	310
POA2018	Year 11	M	379
POA2018	Year 12	F	6249
POA2018	Year 12	M	6153
POA2019	Did not go to school	F	36
POA2019	Did not go to school	M	31
POA2019	Year 8	F	170
POA2019	Year 8	M	147
POA2019	Year 9	F	220
POA2019	Year 9	M	170
POA2019	Year 10	F	745
POA2019	Year 10	M	894
POA2019	Year 11	F	244
POA2019	Year 11	M	297
POA2019	Year 12	F	3820
POA2019	Year 12	M	3411
POA2020	Did not go to school	F	123
POA2020	Did not go to school	M	93
POA2020	Year 8	F	235
POA2020	Year 8	M	200
POA2020	Year 9	F	182
POA2020	Year 9	M	179
POA2020	Year 10	F	665
POA2020	Year 10	M	831
POA2020	Year 11	F	348
POA2020	Year 11	M	502
POA2020	Year 12	F	7194
POA2020	Year 12	M	7283
POA2021	Did not go to school	F	12
POA2021	Did not go to school	M	18
POA2021	Year 8	F	66
POA2021	Year 8	M	60
POA2021	Year 9	F	96
POA2021	Year 9	M	94
POA2021	Year 10	F	387
POA2021	Year 10	M	321
POA2021	Year 11	F	215
POA2021	Year 11	M	194
POA2021	Year 12	F	5636
POA2021	Year 12	M	5171
POA2022	Did not go to school	F	16
POA2022	Did not go to school	M	16
POA2022	Year 8	F	77
POA2022	Year 8	M	79
POA2022	Year 9	F	96
POA2022	Year 9	M	113
POA2022	Year 10	F	434
POA2022	Year 10	M	356
POA2022	Year 11	F	225
POA2022	Year 11	M	223
POA2022	Year 12	F	4700
POA2022	Year 12	M	4348
POA2023	Did not go to school	F	6
POA2023	Did not go to school	M	5
POA2023	Year 8	F	34
POA2023	Year 8	M	41
POA2023	Year 9	F	76
POA2023	Year 9	M	102
POA2023	Year 10	F	281
POA2023	Year 10	M	242
POA2023	Year 11	F	155
POA2023	Year 11	M	188
POA2023	Year 12	F	3894
POA2023	Year 12	M	3336
POA2024	Did not go to school	F	12
POA2024	Did not go to school	M	8
POA2024	Year 8	F	78
POA2024	Year 8	M	64
POA2024	Year 9	F	117
POA2024	Year 9	M	120
POA2024	Year 10	F	389
POA2024	Year 10	M	333
POA2024	Year 11	F	165
POA2024	Year 11	M	205
POA2024	Year 12	F	3721
POA2024	Year 12	M	3334
POA2025	Did not go to school	F	5
POA2025	Did not go to school	M	3
POA2025	Year 8	F	39
POA2025	Year 8	M	21
POA2025	Year 9	F	65
POA2025	Year 9	M	42
POA2025	Year 10	F	241
POA2025	Year 10	M	163
POA2025	Year 11	F	104
POA2025	Year 11	M	84
POA2025	Year 12	F	2722
POA2025	Year 12	M	2217
POA2026	Did not go to school	F	47
POA2026	Did not go to school	M	40
POA2026	Year 8	F	157
POA2026	Year 8	M	134
POA2026	Year 9	F	221
POA2026	Year 9	M	241
POA2026	Year 10	F	816
POA2026	Year 10	M	890
POA2026	Year 11	F	437
POA2026	Year 11	M	472
POA2026	Year 12	F	11834
POA2026	Year 12	M	10834
POA2027	Did not go to school	F	7
POA2027	Did not go to school	M	6
POA2027	Year 8	F	23
POA2027	Year 8	M	18
POA2027	Year 9	F	75
POA2027	Year 9	M	52
POA2027	Year 10	F	238
POA2027	Year 10	M	156
POA2027	Year 11	F	141
POA2027	Year 11	M	115
POA2027	Year 12	F	3016
POA2027	Year 12	M	2615
POA2028	Did not go to school	F	3
POA2028	Did not go to school	M	7
POA2028	Year 8	F	22
POA2028	Year 8	M	11
POA2028	Year 9	F	26
POA2028	Year 9	M	34
POA2028	Year 10	F	173
POA2028	Year 10	M	90
POA2028	Year 11	F	60
POA2028	Year 11	M	52
POA2028	Year 12	F	1904
POA2028	Year 12	M	1535
POA2029	Did not go to school	F	14
POA2029	Did not go to school	M	11
POA2029	Year 8	F	59
POA2029	Year 8	M	50
POA2029	Year 9	F	96
POA2029	Year 9	M	108
POA2029	Year 10	F	309
POA2029	Year 10	M	253
POA2029	Year 11	F	172
POA2029	Year 11	M	128
POA2029	Year 12	F	3538
POA2029	Year 12	M	3010
POA2030	Did not go to school	F	10
POA2030	Did not go to school	M	14
POA2030	Year 8	F	97
POA2030	Year 8	M	70
POA2030	Year 9	F	161
POA2030	Year 9	M	135
POA2030	Year 10	F	448
POA2030	Year 10	M	379
POA2030	Year 11	F	239
POA2030	Year 11	M	211
POA2030	Year 12	F	4823
POA2030	Year 12	M	4495
POA2031	Did not go to school	F	53
POA2031	Did not go to school	M	39
POA2031	Year 8	F	220
POA2031	Year 8	M	185
POA2031	Year 9	F	308
POA2031	Year 9	M	325
POA2031	Year 10	F	1142
POA2031	Year 10	M	1056
POA2031	Year 11	F	471
POA2031	Year 11	M	504
POA2031	Year 12	F	12124
POA2031	Year 12	M	10354
POA2032	Did not go to school	F	89
POA2032	Did not go to school	M	65
POA2032	Year 8	F	271
POA2032	Year 8	M	203
POA2032	Year 9	F	183
POA2032	Year 9	M	169
POA2032	Year 10	F	589
POA2032	Year 10	M	556
POA2032	Year 11	F	205
POA2032	Year 11	M	242
POA2032	Year 12	F	4568
POA2032	Year 12	M	4703
POA2033	Did not go to school	F	32
POA2033	Did not go to school	M	33
POA2033	Year 8	F	101
POA2033	Year 8	M	82
POA2033	Year 9	F	103
POA2033	Year 9	M	90
POA2033	Year 10	F	339
POA2033	Year 10	M	357
POA2033	Year 11	F	165
POA2033	Year 11	M	194
POA2033	Year 12	F	4163
POA2033	Year 12	M	4104
POA2034	Did not go to school	F	39
POA2034	Did not go to school	M	39
POA2034	Year 8	F	131
POA2034	Year 8	M	102
POA2034	Year 9	F	207
POA2034	Year 9	M	184
POA2034	Year 10	F	751
POA2034	Year 10	M	709
POA2034	Year 11	F	313
POA2034	Year 11	M	355
POA2034	Year 12	F	7255
POA2034	Year 12	M	6056
POA2035	Did not go to school	F	172
POA2035	Did not go to school	M	122
POA2035	Year 8	F	581
POA2035	Year 8	M	402
POA2035	Year 9	F	565
POA2035	Year 9	M	476
POA2035	Year 10	F	1694
POA2035	Year 10	M	1656
POA2035	Year 11	F	584
POA2035	Year 11	M	661
POA2035	Year 12	F	10637
POA2035	Year 12	M	9742
POA2036	Did not go to school	F	142
POA2036	Did not go to school	M	102
POA2036	Year 8	F	480
POA2036	Year 8	M	405
POA2036	Year 9	F	555
POA2036	Year 9	M	542
POA2036	Year 10	F	2071
POA2036	Year 10	M	2191
POA2036	Year 11	F	627
POA2036	Year 11	M	696
POA2036	Year 12	F	9013
POA2036	Year 12	M	8349
POA2037	Did not go to school	F	56
POA2037	Did not go to school	M	49
POA2037	Year 8	F	157
POA2037	Year 8	M	124
POA2037	Year 9	F	191
POA2037	Year 9	M	150
POA2037	Year 10	F	591
POA2037	Year 10	M	520
POA2037	Year 11	F	275
POA2037	Year 11	M	260
POA2037	Year 12	F	6008
POA2037	Year 12	M	5487
POA2038	Did not go to school	F	16
POA2038	Did not go to school	M	14
POA2038	Year 8	F	53
POA2038	Year 8	M	46
POA2038	Year 9	F	81
POA2038	Year 9	M	80
POA2038	Year 10	F	313
POA2038	Year 10	M	307
POA2038	Year 11	F	146
POA2038	Year 11	M	131
POA2038	Year 12	F	3338
POA2038	Year 12	M	2935
POA2039	Did not go to school	F	13
POA2039	Did not go to school	M	4
POA2039	Year 8	F	44
POA2039	Year 8	M	37
POA2039	Year 9	F	94
POA2039	Year 9	M	71
POA2039	Year 10	F	341
POA2039	Year 10	M	289
POA2039	Year 11	F	136
POA2039	Year 11	M	147
POA2039	Year 12	F	2996
POA2039	Year 12	M	2647
POA2040	Did not go to school	F	83
POA2040	Did not go to school	M	48
POA2040	Year 8	F	285
POA2040	Year 8	M	237
POA2040	Year 9	F	243
POA2040	Year 9	M	285
POA2040	Year 10	F	910
POA2040	Year 10	M	940
POA2040	Year 11	F	331
POA2040	Year 11	M	383
POA2040	Year 12	F	7392
POA2040	Year 12	M	6302
POA2041	Did not go to school	F	22
POA2041	Did not go to school	M	9
POA2041	Year 8	F	85
POA2041	Year 8	M	107
POA2041	Year 9	F	162
POA2041	Year 9	M	137
POA2041	Year 10	F	591
POA2041	Year 10	M	530
POA2041	Year 11	F	252
POA2041	Year 11	M	239
POA2041	Year 12	F	5387
POA2041	Year 12	M	4852
POA2042	Did not go to school	F	53
POA2042	Did not go to school	M	42
POA2042	Year 8	F	135
POA2042	Year 8	M	124
POA2042	Year 9	F	123
POA2042	Year 9	M	142
POA2042	Year 10	F	543
POA2042	Year 10	M	649
POA2042	Year 11	F	223
POA2042	Year 11	M	317
POA2042	Year 12	F	6761
POA2042	Year 12	M	6802
POA2043	Did not go to school	F	16
POA2043	Did not go to school	M	16
POA2043	Year 8	F	42
POA2043	Year 8	M	45
POA2043	Year 9	F	52
POA2043	Year 9	M	49
POA2043	Year 10	F	214
POA2043	Year 10	M	261
POA2043	Year 11	F	131
POA2043	Year 11	M	144
POA2043	Year 12	F	3589
POA2043	Year 12	M	3724
POA2044	Did not go to school	F	68
POA2044	Did not go to school	M	56
POA2044	Year 8	F	147
POA2044	Year 8	M	100
POA2044	Year 9	F	79
POA2044	Year 9	M	78
POA2044	Year 10	F	294
POA2044	Year 10	M	418
POA2044	Year 11	F	117
POA2044	Year 11	M	173
POA2044	Year 12	F	2596
POA2044	Year 12	M	2598
POA2045	Did not go to school	F	38
POA2045	Did not go to school	M	33
POA2045	Year 8	F	250
POA2045	Year 8	M	170
POA2045	Year 9	F	95
POA2045	Year 9	M	106
POA2045	Year 10	F	419
POA2045	Year 10	M	332
POA2045	Year 11	F	109
POA2045	Year 11	M	130
POA2045	Year 12	F	1773
POA2045	Year 12	M	1795
POA2046	Did not go to school	F	155
POA2046	Did not go to school	M	105
POA2046	Year 8	F	602
POA2046	Year 8	M	444
POA2046	Year 9	F	447
POA2046	Year 9	M	391
POA2046	Year 10	F	1796
POA2046	Year 10	M	1425
POA2046	Year 11	F	419
POA2046	Year 11	M	469
POA2046	Year 12	F	8004
POA2046	Year 12	M	7184
POA2047	Did not go to school	F	39
POA2047	Did not go to school	M	18
POA2047	Year 8	F	120
POA2047	Year 8	M	98
POA2047	Year 9	F	160
POA2047	Year 9	M	118
POA2047	Year 10	F	704
POA2047	Year 10	M	505
POA2047	Year 11	F	181
POA2047	Year 11	M	225
POA2047	Year 12	F	3914
POA2047	Year 12	M	3507
POA2048	Did not go to school	F	40
POA2048	Did not go to school	M	28
POA2048	Year 8	F	102
POA2048	Year 8	M	83
POA2048	Year 9	F	55
POA2048	Year 9	M	72
POA2048	Year 10	F	266
POA2048	Year 10	M	277
POA2048	Year 11	F	103
POA2048	Year 11	M	143
POA2048	Year 12	F	2650
POA2048	Year 12	M	2483
POA2049	Did not go to school	F	50
POA2049	Did not go to school	M	51
POA2049	Year 8	F	162
POA2049	Year 8	M	128
POA2049	Year 9	F	108
POA2049	Year 9	M	147
POA2049	Year 10	F	427
POA2049	Year 10	M	440
POA2049	Year 11	F	170
POA2049	Year 11	M	205
POA2049	Year 12	F	4252
POA2049	Year 12	M	3761
POA2050	Did not go to school	F	11
POA2050	Did not go to school	M	10
POA2050	Year 8	F	22
POA2050	Year 8	M	35
POA2050	Year 9	F	61
POA2050	Year 9	M	50
POA2050	Year 10	F	172
POA2050	Year 10	M	249
POA2050	Year 11	F	90
POA2050	Year 11	M	115
POA2050	Year 12	F	3686
POA2050	Year 12	M	3619
POA2060	Did not go to school	F	23
POA2060	Did not go to school	M	19
POA2060	Year 8	F	53
POA2060	Year 8	M	39
POA2060	Year 9	F	97
POA2060	Year 9	M	103
POA2060	Year 10	F	437
POA2060	Year 10	M	345
POA2060	Year 11	F	237
POA2060	Year 11	M	204
POA2060	Year 12	F	5825
POA2060	Year 12	M	5378
POA2061	Did not go to school	F	14
POA2061	Did not go to school	M	9
POA2061	Year 8	F	20
POA2061	Year 8	M	27
POA2061	Year 9	F	55
POA2061	Year 9	M	41
POA2061	Year 10	F	209
POA2061	Year 10	M	159
POA2061	Year 11	F	84
POA2061	Year 11	M	73
POA2061	Year 12	F	2403
POA2061	Year 12	M	2168
POA2062	Did not go to school	F	4
POA2062	Did not go to school	M	3
POA2062	Year 8	F	28
POA2062	Year 8	M	25
POA2062	Year 9	F	60
POA2062	Year 9	M	56
POA2062	Year 10	F	246
POA2062	Year 10	M	191
POA2062	Year 11	F	119
POA2062	Year 11	M	111
POA2062	Year 12	F	2532
POA2062	Year 12	M	2191
POA2063	Did not go to school	F	13
POA2063	Did not go to school	M	7
POA2063	Year 8	F	56
POA2063	Year 8	M	35
POA2063	Year 9	F	72
POA2063	Year 9	M	91
POA2063	Year 10	F	262
POA2063	Year 10	M	166
POA2063	Year 11	F	103
POA2063	Year 11	M	110
POA2063	Year 12	F	2099
POA2063	Year 12	M	1963
POA2064	Did not go to school	F	39
POA2064	Did not go to school	M	14
POA2064	Year 8	F	61
POA2064	Year 8	M	51
POA2064	Year 9	F	86
POA2064	Year 9	M	97
POA2064	Year 10	F	247
POA2064	Year 10	M	194
POA2064	Year 11	F	136
POA2064	Year 11	M	130
POA2064	Year 12	F	3154
POA2064	Year 12	M	3034
POA2065	Did not go to school	F	54
POA2065	Did not go to school	M	36
POA2065	Year 8	F	134
POA2065	Year 8	M	112
POA2065	Year 9	F	205
POA2065	Year 9	M	173
POA2065	Year 10	F	928
POA2065	Year 10	M	675
POA2065	Year 11	F	432
POA2065	Year 11	M	387
POA2065	Year 12	F	11867
POA2065	Year 12	M	11029
POA2066	Did not go to school	F	70
POA2066	Did not go to school	M	42
POA2066	Year 8	F	180
