POA_CODE_2021	medianTotalHouseholdIncome
POA2233	124020
POA2234	142636
POA2250	84760
POA2251	89284
POA2256	67236
POA2257	72280
POA2258	101920
POA2259	79664
POA2260	112372
POA2261	75660
POA2262	70200
POA2263	60164
POA2264	69888
POA2265	85696
POA2267	69628
POA2278	98384
POA2280	83096
POA2281	72800
POA2282	94900
POA2283	74932
POA2284	83772
POA2285	96668
POA2286	88140
POA2287	90792
POA2289	109980
POA2290	92092
POA2291	119704
POA2292	91572
POA2293	102440
POA2294	91832
POA2295	77012
POA2296	95056
POA2297	108368
POA2298	84084
POA2299	77272
POA2300	100516
POA2302	87568
POA2303	86008
POA2304	82732
POA2305	103584
POA2306	40300
POA2307	69888
POA2308	
POA2311	69992
POA2312	65832
POA2315	68120
POA2316	66924
POA2317	60788
POA2318	95888
POA2319	57772
POA2320	93964
POA2321	102076
POA2322	94172
POA2323	80132
POA2324	65208
POA2325	70720
POA2326	71396
POA2327	64896
POA2328	76596
POA2329	63648
POA2330	101504
POA2331	84500
POA2333	85280
POA2334	100308
POA2335	114764
POA2336	78260
POA2337	81172
POA2338	52312
POA2339	68224
POA2340	76336
POA2341	48932
POA2342	77324
POA2343	63908
POA2344	89024
POA2345	77636
POA2346	56316
POA2347	44304
POA2350	75868
POA2352	72592
POA2353	70408
POA2354	64584
POA2355	49348
POA2356	44720
POA2357	59540
POA2358	63076
POA2359	51324
POA2360	63024
POA2361	47684
POA2365	59592
POA2369	46280
POA2370	49660
POA2371	39780
POA2372	48516
POA2379	76648
POA2380	82680
POA2381	66768
POA2382	76804
POA2386	69056
POA2387	92612
POA2388	67184
POA2390	83408
POA2395	40404
POA2396	53716
POA2397	67184
POA2398	81224
POA2399	83980
POA2400	82784
POA2401	73112
POA2402	50544
POA2403	55224
POA2404	46228
POA2405	69836
POA2406	62608
POA2408	95628
POA2409	59800
POA2410	54860
POA2411	125632
POA2415	71032
POA2420	64220
POA2421	97084
POA2422	54756
POA2423	54080
POA2424	57460
POA2425	71032
POA2426	58500
POA2427	46228
POA2428	50960
POA2429	58552
POA2430	57564
POA2431	51844
POA2439	64584
POA2440	58552
POA2441	58396
POA2443	47476
POA2444	67912
POA2445	69160
POA2446	70044
POA2447	54496
POA2448	48412
POA2449	50180
POA2450	72072
POA2452	65520
POA2453	50180
POA2454	69004
POA2455	55692
POA2456	73008
POA2460	60580
POA2462	49088
POA2463	58708
POA2464	59332
POA2465	57252
POA2466	43368
POA2469	44044
POA2470	59540
POA2471	65416
POA2472	63336
POA2473	55016
POA2474	52156
POA2475	43940
POA2476	47736
POA2477	75452
POA2478	72956
POA2479	106496
POA2480	68952
POA2481	93184
POA2482	69316
POA2483	74984
POA2484	65676
POA2485	56992
POA2486	66456
POA2487	80184
POA2488	83720
POA2489	74360
POA2490	103428
POA2500	84292
POA2502	59176
POA2505	68016
POA2506	63284
POA2508	132496
POA2515	125736
POA2516	121212
POA2517	93912
POA2518	74568
POA2519	87620
POA2525	106184
POA2526	104000
POA2527	97968
POA2528	60632
POA2529	97656
POA2530	85956
POA2533	93860
POA2534	100100
POA2535	71968
POA2536	61568
POA2537	63544
POA2538	70356
POA2539	59332
POA2540	66300
POA2541	64220
POA2545	61724
POA2546	52988
POA2548	63856
POA2549	67964
POA2550	64740
POA2551	52780
POA2555	66092
POA2556	95316
POA2557	127556
POA2558	97656
POA2559	59332
POA2560	83668
POA2563	100048
POA2564	71656
POA2565	105300
POA2566	92144
POA2567	125996
POA2568	76752
POA2569	117000
POA2570	118612
POA2571	120952
POA2572	91312
POA2573	90428
POA2574	95732
POA2575	92144
POA2576	87204
POA2577	86684
POA2578	67028
POA2579	82628
POA2580	76440
POA2581	110136
POA2582	113100
POA2583	65884
POA2584	74516
POA2585	57772
POA2586	64064
POA2587	58552
POA2588	73632
POA2590	53820
POA2594	61672
POA2600	156832
POA2601	116064
POA2602	121524
POA2603	155532
POA2604	126568
POA2605	150488
POA2606	112112
POA2607	125736
POA2609	58032
POA2611	129064
POA2612	123292
POA2614	117000
POA2615	117624
POA2617	113204
POA2618	149656
POA2619	176956
POA2620	113412
POA2621	152828
POA2622	74256
POA2623	85488
POA2624	74724
POA2625	86632
POA2626	114504
POA2627	110448
POA2628	79612
POA2629	52416
POA2630	75192
POA2631	63544
POA2632	67964
POA2633	42484
POA2640	81640
POA2641	60944
POA2642	92872
POA2643	67236
POA2644	67652
POA2645	48516
POA2646	60580
POA2647	61620
POA2648	55432
POA2649	71500
POA2650	84708
POA2651	92976
POA2652	78208
POA2653	67808
POA2655	71864
POA2656	61568
POA2658	55588
POA2659	62868
POA2660	61880
POA2661	124072
POA2663	71500
POA2665	56524
POA2666	64012
POA2668	44928
POA2669	60684
POA2671	74464
POA2672	58032
POA2675	78312
POA2678	143000
POA2680	90636
POA2681	87620
POA2700	60528
POA2701	75088
POA2702	61100
POA2703	65312
POA2705	74308
POA2706	68224
POA2707	81068
POA2710	62972
POA2711	65988
POA2712	53040
POA2713	56420
POA2714	55588
POA2715	65156
POA2716	64428
POA2717	56940
POA2720	69472
POA2721	49868
POA2722	69004
POA2725	51272
POA2726	67756
POA2727	92612
POA2729	69940
POA2730	54548
POA2731	70044
POA2732	55016
POA2733	61724
POA2734	104624
POA2735	63336
POA2736	74412
POA2737	83824
POA2738	107328
POA2739	74776
POA2745	129896
POA2747	100100
POA2748	118508
POA2749	110136
POA2750	86008
POA2752	121420
POA2753	96096
POA2754	91728
POA2756	106860
POA2757	100932
POA2758	124072
POA2759	110968
POA2760	81900
POA2761	115596
POA2762	141232
POA2763	123188
POA2765	133744
POA2766	103792
POA2767	104208
POA2768	155012
POA2769	170820
POA2770	68952
POA2773	128544
POA2774	115856
POA2775	61776
POA2776	111904
POA2777	104728
POA2778	100984
POA2779	93288
POA2780	64376
POA2782	79456
POA2783	78988
POA2784	91780
POA2785	69836
POA2786	63700
POA2787	71760
POA2790	61568
POA2791	70668
POA2792	77012
POA2793	47632
POA2794	57980
POA2795	82836
POA2797	77376
POA2798	107848
POA2799	74152
POA2800	89076
POA2803	61724
POA2804	60528
POA2805	51584
POA2806	64740
POA2807	41912
POA2808	53768
POA2809	53924
POA2810	54496
POA2817	60632
POA2818	76388
POA2820	58344
POA2821	68536
POA2822	67184
POA2823	67912
POA2824	66352
POA2825	75452
POA2826	71500
POA2827	58916
POA2828	57564
POA2829	66508
POA2830	88140
POA2831	79456
POA2832	70668
POA2833	54184
POA2834	41236
POA2835	94172
POA2836	55692
POA2838	40560
POA2839	52884
POA2840	79872
POA2842	48932
POA2843	60424
POA2844	53040
POA2845	74048
POA2846	40924
POA2847	59800
POA2848	36556
POA2849	60944
POA2850	86892
POA2852	70980
POA2864	71500
POA2865	74568
POA2866	72644
POA2867	65364
POA2868	61880
POA2869	54912
POA2870	73060
POA2871	64948
POA2873	50024
POA2874	48412
POA2875	60320
POA2876	70356
POA2877	66664
POA2878	72540
POA2879	43732
POA2880	61464
POA2898	88348
POA2899	61568
POA2900	96720
POA2902	114764
POA2903	120172
POA2904	134004
POA2905	120172
POA2906	125320
POA2911	145964
POA2912	114816
POA2913	126308
POA2914	147732
POA3000	67912
POA3002	121940
POA3003	92976
POA3004	108680
POA3006	100204
POA3008	101764
POA3011	98592
POA3012	103324
POA3013	129220
POA3015	132912
POA3016	123864
POA3018	96772
POA3019	75452
POA3020	74256
POA3021	64376
POA3022	75504
POA3023	99060
POA3024	103740
POA3025	88140
POA3026	116584
POA3027	134264
POA3028	84968
POA3029	101920
POA3030	106964
POA3031	101244
POA3032	106964
POA3033	99372
POA3034	82524
POA3036	106236
POA3037	106444
POA3038	99944
POA3039	109772
POA3040	114348
POA3041	113932
POA3042	96356
POA3043	78260
POA3044	108940
POA3045	
POA3046	89804
POA3047	60268
POA3048	63700
POA3049	90532
POA3051	89284
POA3052	98020
POA3053	67132
POA3054	122460
POA3055	93444
POA3056	108940
POA3057	108576
POA3058	106392
POA3059	117624
POA3060	74256
POA3061	57720
POA3062	61724
POA3063	125320
POA3064	94744
POA3065	114088
POA3066	110760
POA3067	114192
POA3068	125112
POA3070	118924
POA3071	102492
POA3072	95888
POA3073	80132
POA3074	63700
POA3075	70096
POA3076	86892
POA3078	112632
POA3079	121056
POA3081	83044
POA3082	90220
POA3083	84864
POA3084	113100
POA3085	107588
POA3087	102024
POA3088	107952
POA3089	130416
POA3090	165880
POA3091	135200
POA3093	112320
POA3094	107952
POA3095	130312
POA3096	126100
POA3097	140712
POA3099	112424
POA3101	129844
POA3102	129480
POA3103	104728
POA3104	121992
POA3105	94276
POA3106	112476
POA3107	99788
POA3108	82836
POA3109	93184
POA3111	109200
POA3113	143052
POA3114	164060
POA3115	145080
POA3116	108368
POA3121	118716
POA3122	111540
POA3123	117156
POA3124	127764
POA3125	87568
POA3126	149500
POA3127	127296
POA3128	74932
POA3129	99840
POA3130	103324
POA3131	93912
POA3132	105560
POA3133	103740
POA3134	101348
POA3135	102128
POA3136	93912
POA3137	91416
POA3138	103688
POA3139	98124
POA3140	91728
POA3141	107276
POA3142	131716
POA3143	114192
POA3144	138008
POA3145	121628
POA3146	129532
POA3147	118196
POA3148	103532
POA3149	107432
POA3150	97864
POA3151	83720
POA3152	98852
POA3153	84812
POA3154	104936
POA3155	84292
POA3156	101296
POA3158	112892
POA3159	119496
POA3160	113360
POA3161	114660
POA3162	119028
POA3163	100152
POA3165	115180
POA3166	102960
POA3167	99580
POA3168	78416
POA3169	84032
POA3170	99476
POA3171	72904
POA3172	89180
POA3173	103532
POA3174	72488
POA3175	68276
POA3177	65624
POA3178	114660
POA3179	102180
POA3180	91624
POA3181	108420
POA3182	93756
POA3183	105144
POA3184	108992
POA3185	111956
POA3186	140920
POA3187	132288
POA3188	125060
POA3189	105612
POA3190	110188
POA3191	120276
POA3192	99892
POA3193	132392
POA3194	98228
POA3195	114452
POA3196	95264
POA3197	96356
POA3198	78000
POA3199	79144
POA3200	58656
POA3201	86216
POA3202	108576
POA3204	116116
POA3205	109252
POA3206	138268
POA3207	123344
POA3211	104260
POA3212	102232
POA3213	111332
POA3214	55276
POA3215	75504
POA3216	89648
POA3217	114608
POA3218	91104
POA3219	63856
POA3220	98332
POA3221	129012
POA3222	76232
POA3223	59228
POA3224	80028
POA3225	78416
POA3226	95524
POA3227	115856
POA3228	118664
POA3230	88452
POA3231	92820
POA3232	79300
POA3233	60944
POA3234	68900
POA3235	88088
POA3236	56732
POA3237	46800
POA3238	72280
POA3239	61724
POA3240	121680
POA3241	78832
POA3242	79092
POA3243	76648
POA3249	74568
POA3250	65000
POA3251	68016
POA3254	77220
POA3260	65312
POA3264	60424
POA3265	92144
POA3266	67496
POA3267	83200
POA3268	76232
POA3269	83928
POA3270	71916
POA3271	68224
POA3272	52884
POA3273	87724
POA3274	58500
POA3275	107796
POA3276	81432
POA3277	88868
POA3278	93756
POA3279	108056
POA3280	72852
POA3281	107952
POA3282	78364
POA3283	91208
POA3284	76180
POA3285	85228
POA3286	58812
POA3287	91416
POA3289	58240
POA3292	57408
POA3293	65312
POA3294	70148
POA3300	65052
POA3301	88244
POA3302	74984
POA3303	83564
POA3304	59592
POA3305	64896
POA3309	54132
POA3310	41028
POA3311	46124
POA3312	73216
POA3314	86112
POA3315	55536
POA3317	80600
POA3318	52572
POA3319	69316
POA3321	111592
POA3322	44564
POA3323	70408
POA3324	50804
POA3325	51220
POA3328	112892
POA3329	88504
POA3330	66872
POA3331	107068
POA3332	101660
POA3333	86164
POA3334	83876
POA3335	97552
POA3336	119808
POA3337	76024
POA3338	85384
POA3340	93912
POA3341	109980
POA3342	83824
POA3345	104624
POA3350	78156
POA3351	87568
POA3352	96616
POA3355	55224
POA3356	57824
POA3357	90740
POA3358	104676
POA3360	61724
POA3361	50128
POA3363	61256
POA3364	75816
POA3370	54496
POA3371	46800
POA3373	57772
POA3374	76648
POA3375	75816
POA3377	64428
POA3378	77012
POA3379	60996
POA3380	58604
POA3381	76544
POA3384	58500
POA3385	65468
POA3387	60788
POA3388	57980
POA3390	53352
POA3391	70200
POA3392	50336
POA3393	59124
POA3395	56160
POA3396	58240
POA3400	67288
POA3401	96668
POA3407	69472
POA3409	72956
POA3412	43524
POA3413	81224
POA3414	56264
POA3415	162500
POA3418	69368
POA3419	58292
POA3420	99632
POA3423	40820
POA3424	56004
POA3427	103532
POA3428	90376
POA3429	100048
POA3430	88348
POA3431	111800
POA3432	93184
POA3433	115544
POA3434	107692
POA3435	98124
POA3437	120536
POA3438	118508
POA3440	122356
POA3441	137644
POA3442	110448
POA3444	86476
POA3446	83928
POA3447	76336
POA3448	75660
POA3450	57720
POA3451	72384
POA3453	82888
POA3458	79924
POA3460	61516
POA3461	71188
POA3462	59592
POA3463	58604
POA3464	62660
POA3465	47372
POA3467	47996
POA3468	54652
POA3469	44460
POA3472	40404
POA3475	40404
POA3477	63648
POA3478	48204
POA3480	59644
POA3482	60632
POA3483	66456
POA3485	45552
POA3487	87724
POA3488	92092
POA3489	58500
POA3490	59852
POA3491	52936
POA3494	59644
POA3496	69472
POA3498	83512
POA3500	67340
POA3501	106860
POA3505	69576
POA3506	54132
POA3507	46800
POA3509	65520
POA3512	66456
POA3515	101244
POA3516	73216
POA3517	48620
POA3518	48464
POA3520	31824
POA3521	86372
POA3522	67964
POA3523	51636
POA3525	51532
POA3527	54184
POA3529	69316
POA3530	60112
POA3531	56836
POA3533	48932
POA3537	58968
POA3540	46800
POA3542	47632
POA3544	65624
POA3546	68224
POA3549	71084
POA3550	71084
POA3551	104624
POA3555	64376
POA3556	63908
POA3557	87360
POA3558	50544
POA3559	66144
POA3561	62764
POA3562	92248
POA3563	65936
POA3564	71292
POA3565	87724
POA3566	55224
POA3567	54288
POA3568	60060
POA3570	75660
POA3571	71500
POA3572	92612
POA3573	63856
POA3575	55120
POA3576	61048
POA3579	54600
POA3580	50596
POA3581	68692
POA3583	72748
POA3584	73476
POA3585	72488
POA3586	86112
POA3588	66716
POA3589	92612
POA3590	72280
POA3591	88816
POA3594	58760
POA3595	50908
POA3596	64948
POA3597	82316
POA3599	79612
POA3607	73632
POA3608	61516
POA3610	58344
POA3612	47008
POA3614	103636
POA3616	71812
POA3617	61048
POA3618	53560
POA3620	62504
POA3621	65624
POA3622	77480
POA3623	58500
POA3624	56836
POA3629	60684
POA3630	66924
POA3631	103012
POA3633	87152
POA3634	85904
POA3635	73632
POA3636	60944
POA3637	74412
POA3638	61568
POA3639	48724
POA3640	78260
POA3641	69628
POA3644	61256
POA3646	72020
POA3647	175448
POA3649	65572
POA3658	82056
POA3659	92300
POA3660	63128
POA3662	130520
POA3663	106184
POA3664	73736
POA3665	65572
POA3666	59956
POA3669	55068
POA3670	68224
POA3672	59384
POA3673	70252
POA3675	78260
POA3677	63336
POA3678	86216
POA3682	78468
POA3683	69576
POA3685	70252
POA3687	66560
POA3688	91780
POA3690	72800
POA3691	107952
POA3695	94796
POA3697	71500
POA3698	72384
POA3699	52884
POA3700	63596
POA3701	71812
POA3704	69316
POA3705	66612
POA3707	57772
POA3708	50648
POA3709	61724
POA3711	71084
POA3712	55484
POA3713	49192
POA3714	60060
POA3715	61724
POA3717	63232
POA3718	64948
POA3719	65936
POA3720	68380
POA3722	70720
POA3723	67236
POA3725	76700
POA3726	57824
POA3727	56524
POA3728	61880
POA3730	61984
POA3732	71812
POA3733	59124
POA3735	79612
POA3737	62972
POA3738	73112
POA3739	70824
POA3740	81484
POA3741	72228
POA3744	83980
POA3746	68224
POA3747	74672
POA3749	86476
POA3750	102908
POA3751	71500
POA3752	108056
POA3753	117832
POA3754	108472
POA3755	79040
POA3756	99320
POA3757	91208
POA3758	108732
POA3759	123084
POA3760	128336
POA3761	115232
POA3762	105872
POA3763	90324
POA3764	83044
POA3765	108576
POA3766	108524
POA3767	106860
POA3770	104728
POA3775	97500
POA3777	78884
POA3778	80184
POA3779	56056
POA3781	103636
POA3782	110916
POA3783	104104
POA3785	113724
POA3786	124436
POA3787	111956
POA3788	103740
POA3789	125216
POA3791	104156
POA3792	108784
POA3793	89544
POA3795	112216
POA3796	106340
POA3797	69420
POA3799	63752
POA3802	90480
POA3803	77428
POA3804	136760
POA3805	100984
POA3806	110344
POA3807	119756
POA3808	142012
POA3809	110396
POA3810	87204
POA3812	104728
POA3813	109772
POA3814	87412
POA3815	100256
POA3816	77532
POA3818	75712
POA3820	81432
POA3821	95368
POA3822	93080
POA3823	71500
POA3824	77064
POA3825	55796
POA3831	72332
POA3832	62816
POA3833	49608
POA3835	63440
POA3840	53976
POA3842	57668
POA3844	80652
POA3847	67704
POA3850	69628
POA3851	58240
POA3852	84500
POA3854	102284
POA3856	90064
POA3857	81692
POA3858	62036
POA3859	82108
POA3860	68172
POA3862	72176
POA3864	66248
POA3865	67184
POA3869	87152
POA3870	63388
POA3871	66144
POA3873	77220
POA3874	55224
POA3875	64428
POA3878	62868
POA3880	50596
POA3882	72280
POA3885	64532
POA3886	58864
POA3887	48828
POA3888	46384
POA3889	37388
POA3890	41912
POA3891	39312
POA3892	53612
POA3893	97500
POA3895	51220
POA3896	70356
POA3898	62504
POA3900	52884
POA3902	56004
POA3903	55848
POA3904	63388
POA3909	50128
POA3910	99788
POA3911	95368
POA3912	95524
POA3913	96616
POA3915	62972
POA3916	109668
POA3918	83980
POA3919	75244
POA3920	120796
POA3921	52728
POA3922	57408
POA3923	65208
POA3925	72696
POA3926	97292
POA3927	99112
POA3928	112632
POA3929	109408
POA3930	132444
POA3931	75452
POA3933	117312
POA3934	109044
POA3936	72696
POA3937	120276
POA3938	74516
POA3939	63856
POA3940	49400
POA3941	70252
POA3942	77480
POA3943	86216
POA3944	128440
POA3945	82264
POA3946	87724
POA3950	62764
POA3951	81380
POA3953	68432
POA3954	94900
POA3956	59176
POA3957	84500
POA3958	85748
POA3959	68536
POA3960	53820
POA3962	48724
POA3964	61256
POA3965	47268
POA3966	51324
POA3967	66248
POA3971	50856
POA3975	121056
POA3976	79976
POA3977	98540
POA3978	112216
POA3979	90012
POA3980	96044
POA3981	91312
POA3984	66820
POA3987	95056
POA3988	84136
POA3990	81224
POA3991	65624
POA3992	72904
POA3995	53768
POA3996	67132
POA4000	96720
POA4005	117416
POA4006	97292
POA4007	110760
POA4008	86632
POA4009	42848
POA4010	102544
POA4011	109980
POA4012	104832
POA4013	106132
POA4014	122408
POA4017	100568
POA4018	81536
POA4019	66716
POA4020	70980
POA4021	67444
POA4022	67860
POA4025	63648
POA4030	110812
POA4031	111592
POA4032	82264
POA4034	94016
POA4035	127816
POA4036	100412
POA4037	144092
POA4051	120536
POA4053	111904
POA4054	101348
POA4055	129792
POA4059	100568
POA4060	149448
POA4061	133796
POA4064	126568
POA4065	176488
POA4066	104676
POA4067	91572
POA4068	108888
POA4069	156988
POA4070	126620
POA4073	132236
POA4074	118092
POA4075	116428
POA4076	79196
POA4077	69784
POA4078	95576
POA4101	102596
POA4102	95680
POA4103	99268
POA4104	100464
POA4105	104052
POA4106	77636
POA4107	110916
POA4108	81484
POA4109	87828
POA4110	99112
POA4111	87464
POA4112	111072
POA4113	94796
POA4114	56160
POA4115	102284
POA4116	102440
POA4117	97344
POA4118	90688
POA4119	103584
POA4120	101348
POA4121	127504
POA4122	100620
POA4123	108628
POA4124	106080
POA4125	83096
POA4127	83304
POA4128	110500
POA4129	95680
POA4130	120536
POA4131	71552
POA4132	74724
POA4133	78260
POA4151	109460
POA4152	120536
POA4153	126412
POA4154	158288
POA4155	151060
POA4156	150904
POA4157	93288
POA4158	77376
POA4159	98956
POA4160	109564
POA4161	95108
POA4163	74360
POA4164	115336
POA4165	102440
POA4169	106964
POA4170	126152
POA4171	147160
POA4172	122824
POA4173	100880
POA4174	111280
POA4178	95680
POA4179	108420
POA4183	59644
POA4184	39572
POA4205	55848
POA4207	77688
POA4208	111072
POA4209	100464
POA4210	110916
POA4211	89804
POA4212	102804
POA4213	106964
POA4214	90480
POA4215	64428
POA4216	69472
POA4217	76232
POA4218	91052
POA4220	90792
POA4221	89908
POA4223	90948
POA4224	90324
POA4225	70252
POA4226	89908
POA4227	93132
POA4228	121160
POA4270	114972
POA4272	78416
POA4275	100880
POA4280	108940
POA4285	76752
POA4287	57772
POA4300	105664
POA4301	80912
POA4303	60788
POA4304	67600
POA4305	73632
POA4306	109928
POA4307	89544
POA4309	71136
POA4310	63908
POA4311	69368
POA4312	51480
POA4313	54444
POA4314	43212
POA4340	73528
POA4341	74464
POA4342	70304
POA4343	70512
POA4344	80860
POA4346	79144
POA4347	72332
POA4350	74256
POA4352	104052
POA4353	66612
POA4354	66352
POA4355	50388
POA4356	73684
POA4357	59228
POA4358	85696
POA4359	84500
POA4360	63180
POA4361	57460
POA4362	57720
POA4363	72696
POA4364	70564
POA4365	50128
POA4370	59540
POA4371	65260
POA4372	66092
POA4373	49712
POA4374	62088
POA4375	56056
POA4376	49660
POA4377	59228
POA4378	73216
POA4380	53820
POA4381	53872
POA4382	66456
POA4383	42900
POA4384	84500
POA4385	45136
POA4387	52988
POA4388	54600
POA4390	85332
POA4400	85904
POA4401	67132
POA4402	39416
POA4403	70720
POA4404	88348
POA4405	75244
POA4406	72176
POA4407	67184
POA4408	54964
POA4410	52572
POA4411	79612
POA4412	65728
POA4413	81120
POA4415	65104
POA4416	76232
POA4417	66820
POA4418	58500
POA4419	74256
POA4420	79508
POA4421	44408
POA4422	64428
POA4423	53612
POA4424	74724
POA4425	69836
POA4426	66612
POA4427	53092
POA4428	77116
POA4454	78468
POA4455	92144
POA4461	61724
POA4462	67184
POA4465	53924
POA4467	69316
POA4468	57668
POA4470	69940
POA4472	60424
POA4474	61724
POA4477	58812
POA4478	71708
POA4479	68224
POA4480	69160
POA4481	110500
POA4482	93184
POA4486	65364
POA4487	72800
POA4488	55588
POA4489	43316
POA4490	47840
POA4491	49868
POA4492	84500
POA4493	97500
POA4494	73112
POA4496	67600
POA4497	63856
POA4498	84500
POA4500	101244
POA4501	71292
POA4502	96356
POA4503	88660
POA4504	114764
POA4505	91156
POA4506	75348
POA4507	49972
POA4508	66040
POA4509	109876
POA4510	68536
POA4511	62608
POA4512	109980
POA4514	84032
POA4515	72956
POA4516	113516
POA4517	74984
POA4518	90480
POA4519	79768
POA4520	145340
POA4521	113828
POA4550	85592
POA4551	77428
POA4552	65468
POA4553	112892
POA4554	98436
POA4555	91936
POA4556	87724
POA4557	89960
POA4558	71968
POA4559	92820
POA4560	73580
POA4561	96096
POA4562	101140
POA4563	74672
POA4564	77740
POA4565	67704
POA4566	72748
POA4567	95316
POA4568	73892
POA4569	67288
POA4570	60788
POA4571	65208
POA4572	87464
POA4573	92092
POA4574	64688
POA4575	88192
POA4580	40144
POA4581	52312
POA4600	49296
POA4601	52728
POA4605	51532
POA4606	52156
POA4608	54860
POA4610	64948
POA4611	58500
POA4612	38064
POA4613	40768
POA4614	42172
POA4615	47268
POA4620	49140
POA4621	41132
POA4625	58240
POA4626	65676
POA4627	50960
POA4630	51480
POA4650	53820
POA4655	57668
POA4659	44616
POA4660	49140
POA4662	58500
POA4670	62088
POA4671	49816
POA4673	59176
POA4674	44928
POA4676	45760
POA4677	55744
POA4678	61724
POA4680	90792
POA4694	70200
POA4695	78988
POA4697	58500
POA4699	65624
POA4700	72956
POA4701	77792
POA4702	85748
POA4703	85072
POA4704	72748
POA4705	82004
POA4706	55224
POA4707	50804
POA4709	162500
POA4710	66144
POA4711	118352
POA4712	67600
POA4713	35568
POA4714	42276
POA4715	99216
POA4716	86736
POA4717	122616
POA4718	93444
POA4719	71500
POA4720	114556
POA4721	97864
POA4722	95576
POA4723	100100
POA4724	80444
POA4725	77324
POA4726	68640
POA4727	68900
POA4728	67184
POA4730	84396
POA4731	53872
POA4732	54184
POA4733	94224
POA4735	66352
POA4736	74724
POA4737	85800
POA4738	78520
POA4739	50232
POA4740	95628
POA4741	91936
POA4742	101660
POA4743	124488
POA4744	160108
POA4745	127088
POA4746	138320
POA4750	108004
POA4751	112112
POA4753	123084
POA4754	102336
POA4756	62660
POA4757	52676
POA4798	69056
POA4799	57460
POA4800	77428
POA4802	84344
POA4804	64584
POA4805	69888
POA4806	66092
POA4807	70356
POA4808	77792
