POA_CODE_2021	Age	persons
POA4170	25-34	5379
POA4170	35-44	4914
POA4170	45-54	3825
POA4170	55-64	2505
POA4170	65-74	1538
POA4170	75-84	676
POA4170	85+	381
POA4171	0-4	924
POA4171	5-14	2272
POA4171	15-19	1028
POA4171	20-24	943
POA4171	25-34	2228
POA4171	35-44	2784
POA4171	45-54	2733
POA4171	55-64	2108
POA4171	65-74	1166
POA4171	75-84	514
POA4171	85+	183
POA4172	0-4	311
POA4172	5-14	595
POA4172	15-19	252
POA4172	20-24	350
POA4172	25-34	960
POA4172	35-44	857
POA4172	45-54	728
POA4172	55-64	455
POA4172	65-74	308
POA4172	75-84	106
POA4172	85+	35
POA4173	0-4	616
POA4173	5-14	953
POA4173	15-19	401
POA4173	20-24	464
POA4173	25-34	1330
POA4173	35-44	1315
POA4173	45-54	1033
POA4173	55-64	1032
POA4173	65-74	769
POA4173	75-84	428
POA4173	85+	119
POA4174	0-4	216
POA4174	5-14	335
POA4174	15-19	174
POA4174	20-24	141
POA4174	25-34	475
POA4174	35-44	482
POA4174	45-54	419
POA4174	55-64	295
POA4174	65-74	202
POA4174	75-84	67
POA4174	85+	26
POA4178	0-4	1586
POA4178	5-14	3364
POA4178	15-19	1537
POA4178	20-24	1428
POA4178	25-34	3103
POA4178	35-44	3679
POA4178	45-54	3955
POA4178	55-64	3363
POA4178	65-74	2620
POA4178	75-84	1500
POA4178	85+	750
POA4179	0-4	1085
POA4179	5-14	2906
POA4179	15-19	1224
POA4179	20-24	965
POA4179	25-34	1864
POA4179	35-44	2857
POA4179	45-54	3218
POA4179	55-64	2571
POA4179	65-74	1864
POA4179	75-84	1178
POA4179	85+	482
POA4183	0-4	85
POA4183	5-14	226
POA4183	15-19	88
POA4183	20-24	86
POA4183	25-34	161
POA4183	35-44	212
POA4183	45-54	285
POA4183	55-64	371
POA4183	65-74	409
POA4183	75-84	184
POA4183	85+	38
POA4184	0-4	163
POA4184	5-14	527
POA4184	15-19	295
POA4184	20-24	172
POA4184	25-34	361
POA4184	35-44	580
POA4184	45-54	1091
POA4184	55-64	1935
POA4184	65-74	2189
POA4184	75-84	995
POA4184	85+	171
POA4205	0-4	308
POA4205	5-14	649
POA4205	15-19	302
POA4205	20-24	341
POA4205	25-34	748
POA4205	35-44	608
POA4205	45-54	621
POA4205	55-64	657
POA4205	65-74	856
POA4205	75-84	811
POA4205	85+	431
POA4207	0-4	5185
POA4207	5-14	10212
POA4207	15-19	4068
POA4207	20-24	4588
POA4207	25-34	10644
POA4207	35-44	8844
POA4207	45-54	8125
POA4207	55-64	7037
POA4207	65-74	5763
POA4207	75-84	3164
POA4207	85+	837
POA4208	0-4	1809
POA4208	5-14	4263
POA4208	15-19	1734
POA4208	20-24	1363
POA4208	25-34	3196
POA4208	35-44	3910
POA4208	45-54	3220
POA4208	55-64	2335
POA4208	65-74	1634
POA4208	75-84	714
POA4208	85+	179
POA4209	0-4	6504
POA4209	5-14	12733
POA4209	15-19	4909
POA4209	20-24	5365
POA4209	25-34	13354
POA4209	35-44	11415
POA4209	45-54	8724
POA4209	55-64	5486
POA4209	65-74	3823
POA4209	75-84	1598
POA4209	85+	372
POA4210	0-4	1542
POA4210	5-14	3622
POA4210	15-19	1557
POA4210	20-24	1264
POA4210	25-34	2690
POA4210	35-44	3531
POA4210	45-54	3436
POA4210	55-64	2495
POA4210	65-74	1612
POA4210	75-84	727
POA4210	85+	140
POA4211	0-4	3564
POA4211	5-14	8511
POA4211	15-19	3848
POA4211	20-24	3420
POA4211	25-34	7814
POA4211	35-44	8870
POA4211	45-54	8741
POA4211	55-64	7458
POA4211	65-74	5894
POA4211	75-84	3381
POA4211	85+	1011
POA4212	0-4	1526
POA4212	5-14	3811
POA4212	15-19	2107
POA4212	20-24	1805
POA4212	25-34	3238
POA4212	35-44	4044
POA4212	45-54	5015
POA4212	55-64	4609
POA4212	65-74	4118
POA4212	75-84	2385
POA4212	85+	810
POA4213	0-4	1818
POA4213	5-14	4759
POA4213	15-19	2234
POA4213	20-24	1522
POA4213	25-34	2904
POA4213	35-44	4357
POA4213	45-54	4789
POA4213	55-64	3942
POA4213	65-74	2850
POA4213	75-84	1481
POA4213	85+	498
POA4214	0-4	1966
POA4214	5-14	4663
POA4214	15-19	2508
POA4214	20-24	2783
POA4214	25-34	4713
POA4214	35-44	5048
POA4214	45-54	5344
POA4214	55-64	4774
POA4214	65-74	3749
POA4214	75-84	2392
POA4214	85+	924
POA4215	0-4	2122
POA4215	5-14	4405
POA4215	15-19	2873
POA4215	20-24	5030
POA4215	25-34	9675
POA4215	35-44	6766
POA4215	45-54	6719
POA4215	55-64	6378
POA4215	65-74	5802
POA4215	75-84	3913
POA4215	85+	1738
POA4216	0-4	1448
POA4216	5-14	3479
POA4216	15-19	1817
POA4216	20-24	1942
POA4216	25-34	3901
POA4216	35-44	4175
POA4216	45-54	5347
POA4216	55-64	5841
POA4216	65-74	6244
POA4216	75-84	4148
POA4216	85+	1367
POA4217	0-4	1472
POA4217	5-14	3524
POA4217	15-19	1942
POA4217	20-24	2998
POA4217	25-34	7435
POA4217	35-44	5731
POA4217	45-54	5983
POA4217	55-64	6135
POA4217	65-74	5804
POA4217	75-84	3335
POA4217	85+	849
POA4218	0-4	1495
POA4218	5-14	3244
POA4218	15-19	1622
POA4218	20-24	2295
POA4218	25-34	6016
POA4218	35-44	4752
POA4218	45-54	4700
POA4218	55-64	4517
POA4218	65-74	3799
POA4218	75-84	2148
POA4218	85+	784
POA4220	0-4	1695
POA4220	5-14	3507
POA4220	15-19	1505
POA4220	20-24	1815
POA4220	25-34	4864
POA4220	35-44	4618
POA4220	45-54	4387
POA4220	55-64	3719
POA4220	65-74	3492
POA4220	75-84	2112
POA4220	85+	865
POA4221	0-4	1524
POA4221	5-14	3468
POA4221	15-19	1617
POA4221	20-24	1581
POA4221	25-34	3821
POA4221	35-44	4064
POA4221	45-54	3866
POA4221	55-64	3472
POA4221	65-74	3050
POA4221	75-84	1735
POA4221	85+	698
POA4223	0-4	846
POA4223	5-14	1997
POA4223	15-19	899
POA4223	20-24	688
POA4223	25-34	1512
POA4223	35-44	2017
POA4223	45-54	2145
POA4223	55-64	2036
POA4223	65-74	1681
POA4223	75-84	940
POA4223	85+	397
POA4224	0-4	422
POA4224	5-14	840
POA4224	15-19	346
POA4224	20-24	359
POA4224	25-34	1118
POA4224	35-44	1010
POA4224	45-54	925
POA4224	55-64	883
POA4224	65-74	703
POA4224	75-84	375
POA4224	85+	204
POA4225	0-4	276
POA4225	5-14	435
POA4225	15-19	252
POA4225	20-24	477
POA4225	25-34	1465
POA4225	35-44	902
POA4225	45-54	945
POA4225	55-64	1369
POA4225	65-74	1325
POA4225	75-84	613
POA4225	85+	322
POA4226	0-4	1745
POA4226	5-14	4442
POA4226	15-19	2354
POA4226	20-24	2505
POA4226	25-34	4655
POA4226	35-44	5019
POA4226	45-54	4742
POA4226	55-64	4236
POA4226	65-74	3897
POA4226	75-84	2533
POA4226	85+	1131
POA4227	0-4	1310
POA4227	5-14	3432
POA4227	15-19	1640
POA4227	20-24	1676
POA4227	25-34	3301
POA4227	35-44	3611
POA4227	45-54	3502
POA4227	55-64	2212
POA4227	65-74	1833
POA4227	75-84	1026
POA4227	85+	361
POA4228	0-4	271
POA4228	5-14	884
POA4228	15-19	349
POA4228	20-24	265
POA4228	25-34	447
POA4228	35-44	730
POA4228	45-54	827
POA4228	55-64	808
POA4228	65-74	602
POA4228	75-84	261
POA4228	85+	141
POA4270	0-4	245
POA4270	5-14	637
POA4270	15-19	300
POA4270	20-24	214
POA4270	25-34	413
POA4270	35-44	600
POA4270	45-54	741
POA4270	55-64	630
POA4270	65-74	415
POA4270	75-84	170
POA4270	85+	32
POA4272	0-4	339
POA4272	5-14	982
POA4272	15-19	468
POA4272	20-24	239
POA4272	25-34	536
POA4272	35-44	876
POA4272	45-54	1195
POA4272	55-64	1288
POA4272	65-74	1278
POA4272	75-84	720
POA4272	85+	197
POA4275	0-4	202
POA4275	5-14	535
POA4275	15-19	238
POA4275	20-24	170
POA4275	25-34	400
POA4275	35-44	564
POA4275	45-54	635
POA4275	55-64	557
POA4275	65-74	392
POA4275	75-84	167
POA4275	85+	32
POA4280	0-4	1468
POA4280	5-14	3507
POA4280	15-19	1617
POA4280	20-24	1248
POA4280	25-34	2669
POA4280	35-44	2970
POA4280	45-54	3070
POA4280	55-64	2352
POA4280	65-74	1552
POA4280	75-84	663
POA4280	85+	143
POA4285	0-4	1232
POA4285	5-14	3173
POA4285	15-19	1447
POA4285	20-24	1042
POA4285	25-34	2202
POA4285	35-44	2675
POA4285	45-54	3140
POA4285	55-64	2826
POA4285	65-74	2407
POA4285	75-84	1205
POA4285	85+	415
POA4287	0-4	29
POA4287	5-14	103
POA4287	15-19	28
POA4287	20-24	22
POA4287	25-34	105
POA4287	35-44	142
POA4287	45-54	137
POA4287	55-64	163
POA4287	65-74	128
POA4287	75-84	56
POA4287	85+	19
POA4300	0-4	5743
POA4300	5-14	11894
POA4300	15-19	4672
POA4300	20-24	4319
POA4300	25-34	10791
POA4300	35-44	11714
POA4300	45-54	8516
POA4300	55-64	5738
POA4300	65-74	3484
POA4300	75-84	1506
POA4300	85+	299
POA4301	0-4	3500
POA4301	5-14	6717
POA4301	15-19	2529
POA4301	20-24	2979
POA4301	25-34	6502
POA4301	35-44	5046
POA4301	45-54	3642
POA4301	55-64	2913
POA4301	65-74	1819
POA4301	75-84	687
POA4301	85+	190
POA4303	0-4	229
POA4303	5-14	607
POA4303	15-19	246
POA4303	20-24	282
POA4303	25-34	635
POA4303	35-44	468
POA4303	45-54	535
POA4303	55-64	468
POA4303	65-74	337
POA4303	75-84	265
POA4303	85+	104
POA4304	0-4	1076
POA4304	5-14	2428
POA4304	15-19	995
POA4304	20-24	1164
POA4304	25-34	2637
POA4304	35-44	2290
POA4304	45-54	2278
POA4304	55-64	2103
POA4304	65-74	1616
POA4304	75-84	899
POA4304	85+	335
POA4305	0-4	3981
POA4305	5-14	9176
POA4305	15-19	4246
POA4305	20-24	4059
POA4305	25-34	8877
POA4305	35-44	8173
POA4305	45-54	7941
POA4305	55-64	7430
POA4305	65-74	5611
POA4305	75-84	3480
POA4305	85+	1386
POA4306	0-4	3058
POA4306	5-14	6715
POA4306	15-19	2958
POA4306	20-24	2860
POA4306	25-34	6491
POA4306	35-44	6271
POA4306	45-54	5946
POA4306	55-64	4922
POA4306	65-74	3242
POA4306	75-84	1299
POA4306	85+	241
POA4307	0-4	79
POA4307	5-14	203
POA4307	15-19	112
POA4307	20-24	70
POA4307	25-34	171
POA4307	35-44	193
POA4307	45-54	231
POA4307	55-64	233
POA4307	65-74	184
POA4307	75-84	87
POA4307	85+	15
POA4309	0-4	179
POA4309	5-14	449
POA4309	15-19	207
POA4309	20-24	111
POA4309	25-34	326
POA4309	35-44	401
POA4309	45-54	443
POA4309	55-64	546
POA4309	65-74	396
POA4309	75-84	247
POA4309	85+	67
POA4310	0-4	257
POA4310	5-14	643
POA4310	15-19	365
POA4310	20-24	213
POA4310	25-34	556
POA4310	35-44	567
POA4310	45-54	737
POA4310	55-64	974
POA4310	65-74	947
POA4310	75-84	525
POA4310	85+	233
POA4311	0-4	544
POA4311	5-14	1484
POA4311	15-19	655
POA4311	20-24	498
POA4311	25-34	1079
POA4311	35-44	1154
POA4311	45-54	1470
POA4311	55-64	1545
POA4311	65-74	1280
POA4311	75-84	585
POA4311	85+	119
POA4312	0-4	70
POA4312	5-14	214
POA4312	15-19	119
POA4312	20-24	79
POA4312	25-34	147
POA4312	35-44	211
POA4312	45-54	356
POA4312	55-64	528
POA4312	65-74	549
POA4312	75-84	273
POA4312	85+	49
POA4313	0-4	101
POA4313	5-14	265
POA4313	15-19	121
POA4313	20-24	78
POA4313	25-34	177
POA4313	35-44	213
POA4313	45-54	265
POA4313	55-64	375
POA4313	65-74	393
POA4313	75-84	266
POA4313	85+	60
POA4314	0-4	111
POA4314	5-14	334
POA4314	15-19	139
POA4314	20-24	76
POA4314	25-34	217
POA4314	35-44	231
POA4314	45-54	409
POA4314	55-64	597
POA4314	65-74	749
POA4314	75-84	336
POA4314	85+	44
POA4340	0-4	317
POA4340	5-14	772
POA4340	15-19	373
POA4340	20-24	367
POA4340	25-34	625
POA4340	35-44	643
POA4340	45-54	831
POA4340	55-64	844
POA4340	65-74	734
POA4340	75-84	363
POA4340	85+	118
POA4341	0-4	957
POA4341	5-14	2288
POA4341	15-19	984
POA4341	20-24	811
POA4341	25-34	1689
POA4341	35-44	1960
POA4341	45-54	2125
POA4341	55-64	2151
POA4341	65-74	1791
POA4341	75-84	938
POA4341	85+	264
POA4342	0-4	142
POA4342	5-14	330
POA4342	15-19	185
POA4342	20-24	230
POA4342	25-34	264
POA4342	35-44	282
POA4342	45-54	379
POA4342	55-64	416
POA4342	65-74	282
POA4342	75-84	145
POA4342	85+	42
POA4343	0-4	640
POA4343	5-14	1388
POA4343	15-19	846
POA4343	20-24	978
POA4343	25-34	2074
POA4343	35-44	1461
POA4343	45-54	1378
POA4343	55-64	1339
POA4343	65-74	1140
POA4343	75-84	678
POA4343	85+	253
POA4344	0-4	157
POA4344	5-14	373
POA4344	15-19	176
POA4344	20-24	130
POA4344	25-34	327
POA4344	35-44	286
POA4344	45-54	385
POA4344	55-64	417
POA4344	65-74	290
POA4344	75-84	151
POA4344	85+	29
POA4346	0-4	59
POA4346	5-14	158
POA4346	15-19	53
POA4346	20-24	53
POA4346	25-34	103
POA4346	35-44	149
POA4346	45-54	135
POA4346	55-64	133
POA4346	65-74	126
POA4346	75-84	45
POA4346	85+	13
POA4347	0-4	66
POA4347	5-14	166
POA4347	15-19	80
POA4347	20-24	86
POA4347	25-34	174
POA4347	35-44	156
POA4347	45-54	161
POA4347	55-64	201
POA4347	65-74	154
POA4347	75-84	77
POA4347	85+	25
POA4350	0-4	6750
POA4350	5-14	15085
POA4350	15-19	7608
POA4350	20-24	7849
POA4350	25-34	15863
POA4350	35-44	13656
POA4350	45-54	13213
POA4350	55-64	12714
POA4350	65-74	11584
POA4350	75-84	7612
POA4350	85+	3283
POA4352	0-4	1831
POA4352	5-14	5072
POA4352	15-19	2321
POA4352	20-24	1219
POA4352	25-34	3075
POA4352	35-44	4078
POA4352	45-54	4308
POA4352	55-64	4115
POA4352	65-74	3166
POA4352	75-84	1517
POA4352	85+	333
POA4353	0-4	20
POA4353	5-14	50
POA4353	15-19	22
POA4353	20-24	18
POA4353	25-34	28
POA4353	35-44	36
POA4353	45-54	45
POA4353	55-64	60
POA4353	65-74	38
POA4353	75-84	19
POA4353	85+	3
POA4354	0-4	77
POA4354	5-14	167
POA4354	15-19	74
POA4354	20-24	61
POA4354	25-34	139
POA4354	35-44	125
POA4354	45-54	147
POA4354	55-64	219
POA4354	65-74	169
POA4354	75-84	92
POA4354	85+	18
POA4355	0-4	106
POA4355	5-14	300
POA4355	15-19	127
POA4355	20-24	89
POA4355	25-34	218
POA4355	35-44	233
POA4355	45-54	319
POA4355	55-64	439
POA4355	65-74	472
POA4355	75-84	371
POA4355	85+	139
POA4356	0-4	346
POA4356	5-14	746
POA4356	15-19	338
POA4356	20-24	272
POA4356	25-34	508
POA4356	35-44	557
POA4356	45-54	635
POA4356	55-64	648
POA4356	65-74	582
POA4356	75-84	369
POA4356	85+	226
POA4357	0-4	122
POA4357	5-14	284
POA4357	15-19	140
POA4357	20-24	91
POA4357	25-34	281
POA4357	35-44	269
POA4357	45-54	346
POA4357	55-64	398
POA4357	65-74	327
POA4357	75-84	200
POA4357	85+	68
POA4358	0-4	267
POA4358	5-14	433
POA4358	15-19	166
POA4358	20-24	216
POA4358	25-34	483
POA4358	35-44	324
POA4358	45-54	359
POA4358	55-64	317
POA4358	65-74	266
POA4358	75-84	125
POA4358	85+	24
POA4359	0-4	87
POA4359	5-14	194
POA4359	15-19	67
POA4359	20-24	79
POA4359	25-34	166
POA4359	35-44	146
POA4359	45-54	193
POA4359	55-64	210
POA4359	65-74	157
POA4359	75-84	86
POA4359	85+	10
POA4360	0-4	25
POA4360	5-14	83
POA4360	15-19	33
POA4360	20-24	28
POA4360	25-34	53
POA4360	35-44	61
POA4360	45-54	100
POA4360	55-64	86
POA4360	65-74	81
POA4360	75-84	44
POA4360	85+	13
POA4361	0-4	126
POA4361	5-14	342
POA4361	15-19	139
POA4361	20-24	111
POA4361	25-34	228
POA4361	35-44	252
POA4361	45-54	342
POA4361	55-64	379
POA4361	65-74	397
POA4361	75-84	254
POA4361	85+	86
POA4362	0-4	119
POA4362	5-14	343
POA4362	15-19	151
POA4362	20-24	77
POA4362	25-34	205
POA4362	35-44	251
POA4362	45-54	345
POA4362	55-64	373
POA4362	65-74	429
POA4362	75-84	234
POA4362	85+	84
POA4363	0-4	40
POA4363	5-14	92
POA4363	15-19	42
POA4363	20-24	33
POA4363	25-34	55
POA4363	35-44	61
POA4363	45-54	75
POA4363	55-64	113
POA4363	65-74	69
POA4363	75-84	37
POA4364	0-4	10
POA4364	5-14	22
POA4364	15-19	8
POA4364	20-24	19
POA4364	25-34	18
POA4364	35-44	14
POA4364	45-54	29
POA4364	55-64	36
POA4364	65-74	8
POA4364	75-84	3
POA4365	0-4	20
POA4365	5-14	59
POA4365	15-19	30
POA4365	20-24	32
POA4365	25-34	46
POA4365	35-44	58
POA4365	45-54	75
POA4365	55-64	122
POA4365	65-74	104
POA4365	75-84	46
POA4365	85+	3
POA4370	0-4	1007
POA4370	5-14	2485
POA4370	15-19	1151
POA4370	20-24	981
POA4370	25-34	2038
POA4370	35-44	1808
POA4370	45-54	2320
POA4370	55-64	2679
POA4370	65-74	2610
POA4370	75-84	1588
POA4370	85+	527
POA4371	0-4	31
POA4371	5-14	88
POA4371	15-19	36
POA4371	20-24	21
POA4371	25-34	36
POA4371	35-44	70
POA4371	45-54	94
POA4371	55-64	136
POA4371	65-74	121
POA4371	75-84	47
POA4371	85+	13
POA4372	5-14	18
POA4372	15-19	3
POA4372	25-34	6
POA4372	35-44	14
POA4372	45-54	16
POA4372	55-64	45
POA4372	65-74	21
POA4372	75-84	11
POA4372	85+	7
POA4373	0-4	30
POA4373	5-14	89
POA4373	15-19	49
POA4373	20-24	47
POA4373	25-34	57
POA4373	35-44	69
POA4373	45-54	126
POA4373	55-64	164
POA4373	65-74	197
POA4373	75-84	109
POA4373	85+	47
POA4374	0-4	9
POA4374	5-14	48
POA4374	15-19	16
POA4374	20-24	9
POA4374	25-34	30
POA4374	35-44	38
POA4374	45-54	61
POA4374	55-64	73
POA4374	65-74	74
POA4374	75-84	29
POA4374	85+	3
POA4375	0-4	12
POA4375	5-14	29
POA4375	15-19	12
POA4375	20-24	3
POA4375	25-34	27
POA4375	35-44	26
POA4375	45-54	27
POA4375	55-64	32
POA4375	65-74	35
POA4375	75-84	20
POA4376	0-4	14
POA4376	5-14	33
POA4376	15-19	19
POA4376	20-24	17
POA4376	25-34	35
POA4376	35-44	34
POA4376	45-54	36
POA4376	55-64	63
POA4376	65-74	60
POA4376	75-84	23
POA4376	85+	12
POA4377	0-4	29
POA4377	5-14	88
POA4377	15-19	22
POA4377	20-24	25
POA4377	25-34	44
POA4377	35-44	54
POA4377	45-54	83
POA4377	55-64	116
POA4377	65-74	103
POA4377	75-84	54
POA4377	85+	11
POA4378	0-4	31
POA4378	5-14	73
POA4378	15-19	29
POA4378	20-24	19
POA4378	25-34	79
POA4378	35-44	59
POA4378	45-54	76
POA4378	55-64	67
POA4378	65-74	82
POA4378	75-84	46
POA4378	85+	14
POA4380	0-4	302
POA4380	5-14	993
POA4380	15-19	446
POA4380	20-24	289
POA4380	25-34	703
POA4380	35-44	810
POA4380	45-54	980
POA4380	55-64	1223
POA4380	65-74	1341
POA4380	75-84	740
POA4380	85+	260
POA4381	0-4	33
POA4381	5-14	102
POA4381	15-19	38
POA4381	20-24	23
POA4381	25-34	53
POA4381	35-44	87
POA4381	45-54	80
POA4381	55-64	122
POA4381	65-74	113
POA4381	75-84	44
POA4381	85+	7
POA4382	0-4	9
POA4382	5-14	48
POA4382	15-19	29
POA4382	20-24	20
POA4382	25-34	33
POA4382	35-44	37
POA4382	45-54	79
POA4382	55-64	79
POA4382	65-74	96
POA4382	75-84	34
POA4382	85+	4
POA4383	0-4	17
POA4383	5-14	60
POA4383	15-19	23
POA4383	20-24	18
POA4383	25-34	43
POA4383	35-44	56
POA4383	45-54	69
POA4383	55-64	131
POA4383	65-74	135
POA4383	75-84	40
POA4383	85+	14
POA4384	5-14	10
POA4384	25-34	3
POA4384	35-44	9
POA4384	45-54	6
POA4384	55-64	4
POA4384	65-74	9
POA4384	75-84	4
POA4385	0-4	69
POA4385	5-14	131
POA4385	15-19	51
POA4385	20-24	39
POA4385	25-34	93
POA4385	35-44	108
POA4385	45-54	150
POA4385	55-64	173
POA4385	65-74	177
POA4385	75-84	119
POA4385	85+	51
POA4387	0-4	66
POA4387	5-14	166
POA4387	15-19	62
POA4387	20-24	45
POA4387	25-34	125
POA4387	35-44	114
POA4387	45-54	195
POA4387	55-64	236
POA4387	65-74	173
POA4387	75-84	123
POA4387	85+	30
POA4388	0-4	15
POA4388	5-14	50
POA4388	15-19	15
POA4388	20-24	23
POA4388	25-34	21
POA4388	35-44	39
POA4388	45-54	49
POA4388	55-64	39
POA4388	65-74	55
POA4388	75-84	35
POA4388	85+	4
POA4390	0-4	490
POA4390	5-14	997
POA4390	15-19	388
POA4390	20-24	384
POA4390	25-34	845
POA4390	35-44	852
POA4390	45-54	769
POA4390	55-64	828
POA4390	65-74	640
POA4390	75-84	377
POA4390	85+	147
POA4400	0-4	164
POA4400	5-14	363
POA4400	15-19	121
POA4400	20-24	115
POA4400	25-34	291
POA4400	35-44	271
POA4400	45-54	306
POA4400	55-64	244
POA4400	65-74	171
POA4400	75-84	96
POA4400	85+	22
POA4401	0-4	334
POA4401	5-14	831
POA4401	15-19	396
POA4401	20-24	347
POA4401	25-34	625
POA4401	35-44	652
POA4401	45-54	791
POA4401	55-64	726
POA4401	65-74	597
POA4401	75-84	369
POA4401	85+	145
POA4402	0-4	9
POA4402	5-14	19
POA4402	15-19	14
POA4402	20-24	12
POA4402	25-34	16
POA4402	35-44	21
POA4402	45-54	38
POA4402	55-64	65
POA4402	65-74	60
POA4402	75-84	34
POA4402	85+	3
POA4403	0-4	54
POA4403	5-14	137
POA4403	15-19	49
POA4403	20-24	40
POA4403	25-34	88
POA4403	35-44	96
POA4403	45-54	88
POA4403	55-64	151
POA4403	65-74	101
POA4403	75-84	47
POA4403	85+	10
POA4404	0-4	30
POA4404	5-14	67
POA4404	15-19	22
POA4404	20-24	20
POA4404	25-34	62
POA4404	35-44	57
POA4404	45-54	71
POA4404	55-64	71
POA4404	65-74	47
POA4404	75-84	19
POA4404	85+	9
POA4405	0-4	928
POA4405	5-14	2287
POA4405	15-19	1002
POA4405	20-24	890
POA4405	25-34	1807
POA4405	35-44	1702
POA4405	45-54	1828
POA4405	55-64	1660
POA4405	65-74	1263
POA4405	75-84	701
POA4405	85+	288
POA4406	0-4	114
POA4406	5-14	222
POA4406	15-19	99
POA4406	20-24	86
POA4406	25-34	176
POA4406	35-44	213
POA4406	45-54	238
POA4406	55-64	266
POA4406	65-74	196
POA4406	75-84	86
POA4406	85+	16
POA4407	0-4	28
POA4407	5-14	54
POA4407	15-19	23
POA4407	20-24	24
POA4407	25-34	67
POA4407	35-44	46
POA4407	45-54	75
POA4407	55-64	99
POA4407	65-74	61
POA4407	75-84	34
POA4407	85+	3
POA4408	0-4	26
POA4408	5-14	79
POA4408	15-19	25
POA4408	20-24	19
POA4408	25-34	46
POA4408	35-44	57
POA4408	45-54	68
POA4408	55-64	75
POA4408	65-74	81
POA4408	75-84	42
POA4408	85+	10
POA4410	0-4	65
POA4410	5-14	138
POA4410	15-19	55
POA4410	20-24	30
POA4410	25-34	87
POA4410	35-44	96
POA4410	45-54	162
POA4410	55-64	175
POA4410	65-74	182
POA4410	75-84	126
POA4410	85+	47
POA4411	0-4	16
POA4411	5-14	52
POA4411	15-19	19
POA4411	20-24	8
POA4411	25-34	25
POA4411	35-44	36
POA4411	45-54	42
POA4411	55-64	41
POA4411	65-74	35
POA4411	75-84	15
POA4411	85+	3
POA4412	0-4	10
POA4412	5-14	36
POA4412	15-19	8
POA4412	20-24	18
POA4412	25-34	28
POA4412	35-44	26
POA4412	45-54	39
POA4412	55-64	23
POA4412	65-74	22
POA4412	75-84	6
POA4412	85+	6
POA4413	0-4	614
POA4413	5-14	1358
POA4413	15-19	515
POA4413	20-24	505
POA4413	25-34	1348
POA4413	35-44	1092
POA4413	45-54	994
POA4413	55-64	951
POA4413	65-74	735
POA4413	75-84	429
POA4413	85+	140
POA4415	0-4	123
POA4415	5-14	291
POA4415	15-19	137
POA4415	20-24	115
POA4415	25-34	281
POA4415	35-44	207
POA4415	45-54	281
POA4415	55-64	289
POA4415	65-74	230
POA4415	75-84	149
POA4415	85+	64
POA4416	0-4	36
POA4416	5-14	47
POA4416	15-19	16
POA4416	20-24	34
POA4416	25-34	49
POA4416	35-44	63
POA4416	45-54	62
POA4416	55-64	37
POA4416	65-74	41
POA4416	75-84	23
POA4417	0-4	53
POA4417	5-14	123
POA4417	15-19	20
POA4417	20-24	18
POA4417	25-34	91
POA4417	35-44	83
POA4417	45-54	84
POA4417	55-64	101
POA4417	65-74	80
POA4417	75-84	45
POA4417	85+	9
POA4418	0-4	8
POA4418	5-14	6
POA4418	15-19	5
POA4418	20-24	4
POA4418	25-34	15
POA4418	35-44	7
POA4418	45-54	19
POA4418	55-64	14
POA4418	75-84	9
POA4419	0-4	101
POA4419	5-14	108
POA4419	15-19	37
POA4419	20-24	59
POA4419	25-34	248
POA4419	35-44	126
POA4419	45-54	116
POA4419	55-64	128
POA4419	65-74	95
POA4419	75-84	66
POA4419	85+	12
POA4420	0-4	80
POA4420	5-14	172
POA4420	15-19	56
POA4420	20-24	64
POA4420	25-34	149
POA4420	35-44	142
POA4420	45-54	157
POA4420	55-64	145
POA4420	65-74	123
POA4420	75-84	98
POA4420	85+	33
POA4421	0-4	117
POA4421	5-14	271
POA4421	15-19	90
POA4421	20-24	110
POA4421	25-34	212
POA4421	35-44	207
POA4421	45-54	296
POA4421	55-64	374
POA4421	65-74	332
POA4421	75-84	133
POA4421	85+	30
POA4422	0-4	19
POA4422	5-14	59
POA4422	15-19	21
POA4422	20-24	20
POA4422	25-34	36
POA4422	35-44	48
POA4422	45-54	87
POA4422	55-64	68
POA4422	65-74	64
POA4422	75-84	23
POA4423	0-4	18
POA4423	5-14	27
POA4423	20-24	9
POA4423	25-34	32
POA4423	35-44	28
POA4423	45-54	33
POA4423	55-64	20
POA4423	65-74	23
POA4423	75-84	10
POA4423	85+	3
POA4424	0-4	20
POA4424	5-14	47
POA4424	15-19	13
POA4424	20-24	6
POA4424	25-34	22
POA4424	35-44	40
POA4424	45-54	27
POA4424	55-64	21
POA4424	65-74	26
POA4424	75-84	12
POA4425	0-4	11
POA4425	5-14	28
POA4425	15-19	12
POA4425	20-24	10
POA4425	25-34	14
POA4425	35-44	30
POA4425	45-54	20
POA4425	55-64	24
POA4425	65-74	27
POA4425	75-84	7
POA4426	0-4	8
POA4426	5-14	7
POA4426	15-19	15
POA4426	20-24	13
POA4426	25-34	12
POA4426	35-44	16
POA4426	45-54	17
POA4426	55-64	20
POA4426	65-74	19
POA4426	75-84	15
POA4426	85+	8
POA4427	0-4	10
POA4427	5-14	35
POA4427	15-19	21
POA4427	20-24	14
POA4427	25-34	16
POA4427	35-44	30
POA4427	45-54	47
POA4427	55-64	54
POA4427	65-74	44
POA4427	75-84	32
POA4427	85+	9
POA4428	0-4	49
POA4428	5-14	77
POA4428	15-19	33
POA4428	20-24	20
