POA_CODE_2021	FamilyHousehold	IncomeHousehold.max	households
POA0836	1	105000	64
POA0836	1	131250	183
POA0836	1	157500	186
POA0836	1	183750	202
POA0836	1	210000	164
POA0836	1	Inf	460
POA0837	0		3
POA0837	0	21000	4
POA0837	0	26250	9
POA0837	0	34125	6
POA0837	0	42000	4
POA0837	0	52500	9
POA0837	0	65625	4
POA0837	0	78750	7
POA0837	0	105000	5
POA0837	0	131250	7
POA0837	1		11
POA0837	1	26250	4
POA0837	1	34125	4
POA0837	1	42000	8
POA0837	1	52500	5
POA0837	1	65625	3
POA0837	1	78750	9
POA0837	1	91875	3
POA0837	1	105000	8
POA0837	1	131250	8
POA0837	1	157500	6
POA0837	1	183750	12
POA0837	1	210000	4
POA0837	1	Inf	12
POA0838	0		5
POA0838	0	21000	7
POA0838	0	26250	11
POA0838	0	34125	5
POA0838	0	52500	4
POA0838	0	65625	8
POA0838	0	78750	6
POA0838	0	105000	3
POA0838	0	131250	3
POA0838	0	183750	3
POA0838	0	Inf	3
POA0838	1		37
POA0838	1	0	3
POA0838	1	42000	11
POA0838	1	52500	9
POA0838	1	65625	6
POA0838	1	78750	6
POA0838	1	91875	4
POA0838	1	105000	7
POA0838	1	131250	30
POA0838	1	157500	19
POA0838	1	183750	26
POA0838	1	210000	13
POA0838	1	Inf	32
POA0839	0	21000	4
POA0839	0	26250	3
POA0839	0	34125	8
POA0839	0	42000	5
POA0839	0	52500	14
POA0839	0	65625	13
POA0839	0	78750	13
POA0839	0	91875	11
POA0839	0	105000	8
POA0839	0	131250	7
POA0839	1		10
POA0839	1	26250	5
POA0839	1	42000	3
POA0839	1	52500	6
POA0839	1	65625	11
POA0839	1	78750	17
POA0839	1	91875	15
POA0839	1	105000	3
POA0839	1	131250	14
POA0839	1	157500	13
POA0839	1	183750	3
POA0839	1	210000	3
POA0839	1	Inf	4
POA0840	0		4
POA0840	0	0	3
POA0840	0	7875	5
POA0840	0	15750	8
POA0840	0	21000	5
POA0840	0	26250	23
POA0840	0	34125	4
POA0840	0	42000	4
POA0840	0	52500	6
POA0840	0	65625	5
POA0840	0	78750	3
POA0840	0	131250	4
POA0840	1		12
POA0840	1	0	5
POA0840	1	26250	11
POA0840	1	34125	5
POA0840	1	42000	19
POA0840	1	52500	9
POA0840	1	65625	14
POA0840	1	78750	17
POA0840	1	91875	7
POA0840	1	131250	8
POA0840	1	183750	3
POA0840	1	Inf	6
POA0841	0		6
POA0841	0	0	4
POA0841	0	7875	3
POA0841	0	21000	3
POA0841	0	26250	11
POA0841	0	34125	6
POA0841	0	42000	6
POA0841	0	52500	4
POA0841	0	65625	14
POA0841	0	78750	12
POA0841	0	91875	5
POA0841	0	105000	6
POA0841	0	131250	7
POA0841	1		15
POA0841	1	34125	6
POA0841	1	42000	9
POA0841	1	65625	13
POA0841	1	78750	4
POA0841	1	91875	5
POA0841	1	105000	4
POA0841	1	131250	7
POA0841	1	157500	15
POA0841	1	183750	14
POA0841	1	210000	9
POA0841	1	Inf	18
POA0845	0		4
POA0845	0	0	5
POA0845	0	21000	9
POA0845	0	26250	17
POA0845	0	34125	5
POA0845	0	42000	9
POA0845	0	52500	4
POA0845	0	65625	3
POA0845	0	91875	5
POA0845	0	131250	9
POA0845	1		13
POA0845	1	0	3
POA0845	1	26250	5
POA0845	1	42000	8
POA0845	1	52500	4
POA0845	1	65625	4
POA0845	1	78750	9
POA0845	1	91875	3
POA0845	1	105000	3
POA0845	1	131250	11
POA0845	1	157500	3
POA0845	1	183750	3
POA0846	0		7
POA0846	0	0	6
POA0846	0	26250	12
POA0846	0	52500	6
POA0846	0	65625	5
POA0846	0	78750	4
POA0846	0	91875	3
POA0846	1		14
POA0846	1	42000	8
POA0846	1	52500	3
POA0846	1	78750	8
POA0846	1	91875	3
POA0846	1	105000	7
POA0846	1	131250	10
POA0846	1	157500	6
POA0846	1	Inf	4
POA0847	0	21000	4
POA0847	0	26250	12
POA0847	0	42000	9
POA0847	0	65625	3
POA0847	0	131250	7
POA0847	1		4
POA0847	1	21000	3
POA0847	1	42000	7
POA0847	1	52500	3
POA0847	1	78750	5
POA0847	1	157500	4
POA0847	1	183750	3
POA0847	1	210000	5
POA0847	1	Inf	6
POA0850	0		64
POA0850	0	0	19
POA0850	0	7875	3
POA0850	0	15750	17
POA0850	0	21000	33
POA0850	0	26250	69
POA0850	0	34125	34
POA0850	0	42000	38
POA0850	0	52500	46
POA0850	0	65625	79
POA0850	0	78750	61
POA0850	0	91875	61
POA0850	0	105000	49
POA0850	0	131250	106
POA0850	0	157500	15
POA0850	0	183750	22
POA0850	0	210000	7
POA0850	0	Inf	42
POA0850	1		231
POA0850	1	0	12
POA0850	1	7875	6
POA0850	1	15750	11
POA0850	1	21000	23
POA0850	1	26250	39
POA0850	1	34125	30
POA0850	1	42000	57
POA0850	1	52500	71
POA0850	1	65625	70
POA0850	1	78750	99
POA0850	1	91875	61
POA0850	1	105000	71
POA0850	1	131250	192
POA0850	1	157500	174
POA0850	1	183750	175
POA0850	1	210000	116
POA0850	1	Inf	238
POA0852	0		13
POA0852	0	0	3
POA0852	0	7875	10
POA0852	0	15750	19
POA0852	0	21000	28
POA0852	0	26250	31
POA0852	0	34125	17
POA0852	0	42000	15
POA0852	0	52500	22
POA0852	0	65625	32
POA0852	0	78750	30
POA0852	0	91875	31
POA0852	0	105000	21
POA0852	0	131250	55
POA0852	0	157500	5
POA0852	0	183750	18
POA0852	0	Inf	17
POA0852	1		122
POA0852	1	0	7
POA0852	1	7875	15
POA0852	1	15750	43
POA0852	1	21000	15
POA0852	1	26250	68
POA0852	1	34125	43
POA0852	1	42000	94
POA0852	1	52500	104
POA0852	1	65625	100
POA0852	1	78750	118
POA0852	1	91875	76
POA0852	1	105000	62
POA0852	1	131250	110
POA0852	1	157500	90
POA0852	1	183750	52
POA0852	1	210000	37
POA0852	1	Inf	53
POA0853	0	91875	4
POA0853	0	131250	5
POA0853	1		28
POA0853	1	42000	3
POA0853	1	91875	4
POA0853	1	105000	11
POA0853	1	131250	30
POA0853	1	157500	35
POA0853	1	183750	35
POA0853	1	210000	23
POA0853	1	Inf	21
POA0854	0	15750	6
POA0854	0	21000	6
POA0854	0	26250	5
POA0854	0	34125	5
POA0854	0	42000	5
POA0854	0	65625	4
POA0854	0	91875	4
POA0854	0	131250	4
POA0854	1		12
POA0854	1	15750	4
POA0854	1	21000	3
POA0854	1	26250	9
POA0854	1	34125	4
POA0854	1	42000	13
POA0854	1	52500	7
POA0854	1	65625	14
POA0854	1	78750	15
POA0854	1	91875	9
POA0854	1	105000	11
POA0854	1	131250	9
POA0854	1	157500	12
POA0854	1	183750	6
POA0854	1	210000	4
POA0854	1	Inf	3
POA0860	0		35
POA0860	0	0	4
POA0860	0	15750	22
POA0860	0	21000	17
POA0860	0	26250	22
POA0860	0	34125	17
POA0860	0	42000	20
POA0860	0	52500	20
POA0860	0	65625	31
POA0860	0	78750	36
POA0860	0	91875	33
POA0860	0	105000	30
POA0860	0	131250	57
POA0860	0	157500	3
POA0860	0	183750	13
POA0860	0	Inf	9
POA0860	1		80
POA0860	1	7875	9
POA0860	1	15750	9
POA0860	1	21000	8
POA0860	1	26250	19
POA0860	1	34125	16
POA0860	1	42000	30
POA0860	1	52500	26
POA0860	1	65625	37
POA0860	1	78750	31
POA0860	1	91875	38
POA0860	1	105000	33
POA0860	1	131250	59
POA0860	1	157500	53
POA0860	1	183750	35
POA0860	1	210000	26
POA0860	1	Inf	65
POA0862	0	15750	4
POA0862	0	26250	4
POA0862	0	65625	7
POA0862	0	78750	3
POA0862	0	91875	3
POA0862	0	131250	6
POA0862	1		21
POA0862	1	26250	6
POA0862	1	34125	9
POA0862	1	42000	7
POA0862	1	52500	7
POA0862	1	65625	4
POA0862	1	78750	3
POA0862	1	91875	4
POA0862	1	105000	9
POA0862	1	131250	6
POA0862	1	157500	9
POA0862	1	183750	6
POA0862	1	Inf	3
POA0870	0		174
POA0870	0	0	55
POA0870	0	7875	22
POA0870	0	15750	53
POA0870	0	21000	78
POA0870	0	26250	147
POA0870	0	34125	136
POA0870	0	42000	99
POA0870	0	52500	159
POA0870	0	65625	209
POA0870	0	78750	237
POA0870	0	91875	203
POA0870	0	105000	160
POA0870	0	131250	279
POA0870	0	157500	46
POA0870	0	183750	92
POA0870	0	210000	28
POA0870	0	Inf	130
POA0870	1		523
POA0870	1	0	29
POA0870	1	7875	9
POA0870	1	15750	21
POA0870	1	21000	30
POA0870	1	26250	69
POA0870	1	34125	48
POA0870	1	42000	102
POA0870	1	52500	136
POA0870	1	65625	205
POA0870	1	78750	235
POA0870	1	91875	207
POA0870	1	105000	204
POA0870	1	131250	609
POA0870	1	157500	573
POA0870	1	183750	511
POA0870	1	210000	332
POA0870	1	Inf	886
POA0872	0		70
POA0872	0	0	12
POA0872	0	7875	3
POA0872	0	15750	55
POA0872	0	21000	41
POA0872	0	26250	34
POA0872	0	34125	39
POA0872	0	42000	67
POA0872	0	52500	74
POA0872	0	65625	124
POA0872	0	78750	88
POA0872	0	91875	96
POA0872	0	105000	58
POA0872	0	131250	105
POA0872	0	157500	4
POA0872	0	183750	19
POA0872	0	210000	3
POA0872	0	Inf	22
POA0872	1		436
POA0872	1	0	10
POA0872	1	7875	12
POA0872	1	15750	41
POA0872	1	21000	18
POA0872	1	26250	155
POA0872	1	34125	103
POA0872	1	42000	202
POA0872	1	52500	225
POA0872	1	65625	198
POA0872	1	78750	202
POA0872	1	91875	146
POA0872	1	105000	114
POA0872	1	131250	171
POA0872	1	157500	123
POA0872	1	183750	75
POA0872	1	210000	35
POA0872	1	Inf	51
POA0873	0		15
POA0873	0	0	10
POA0873	0	7875	5
POA0873	0	15750	14
POA0873	0	21000	8
POA0873	0	26250	25
POA0873	0	34125	20
POA0873	0	42000	15
POA0873	0	52500	26
POA0873	0	65625	19
POA0873	0	78750	20
POA0873	0	91875	21
POA0873	0	105000	9
POA0873	0	131250	29
POA0873	0	183750	6
POA0873	0	Inf	6
POA0873	1		67
POA0873	1	0	6
POA0873	1	7875	3
POA0873	1	15750	4
POA0873	1	21000	3
POA0873	1	26250	9
POA0873	1	34125	11
POA0873	1	42000	24
POA0873	1	52500	27
POA0873	1	65625	28
POA0873	1	78750	40
POA0873	1	91875	27
POA0873	1	105000	22
POA0873	1	131250	58
POA0873	1	157500	48
POA0873	1	183750	52
POA0873	1	210000	35
POA0873	1	Inf	105
POA0874	0		14
POA0874	0	42000	3
POA0874	0	52500	7
POA0874	0	65625	11
POA0874	0	78750	10
POA0874	0	91875	15
POA0874	0	105000	8
POA0874	0	131250	16
POA0874	0	183750	3
POA0874	0	Inf	5
POA0874	1		19
POA0874	1	0	3
POA0874	1	78750	3
POA0874	1	91875	4
POA0874	1	105000	5
POA0874	1	131250	11
POA0874	1	157500	6
POA0874	1	183750	11
POA0874	1	210000	10
POA0874	1	Inf	42
POA0875	0		18
POA0875	0	0	11
POA0875	0	7875	5
POA0875	0	15750	5
POA0875	0	21000	13
POA0875	0	26250	26
POA0875	0	34125	7
POA0875	0	42000	12
POA0875	0	52500	9
POA0875	0	65625	18
POA0875	0	78750	29
POA0875	0	91875	23
POA0875	0	105000	19
POA0875	0	131250	42
POA0875	0	183750	10
POA0875	0	Inf	17
POA0875	1		71
POA0875	1	0	4
POA0875	1	15750	5
POA0875	1	21000	8
POA0875	1	26250	16
POA0875	1	34125	11
POA0875	1	42000	35
POA0875	1	52500	16
POA0875	1	65625	29
POA0875	1	78750	25
POA0875	1	91875	24
POA0875	1	105000	18
POA0875	1	131250	88
POA0875	1	157500	59
POA0875	1	183750	53
POA0875	1	210000	38
POA0875	1	Inf	91
POA0880	0		20
POA0880	0	0	3
POA0880	0	21000	5
POA0880	0	26250	8
POA0880	0	34125	9
POA0880	0	42000	3
POA0880	0	52500	16
POA0880	0	65625	24
POA0880	0	78750	27
POA0880	0	91875	30
POA0880	0	105000	32
POA0880	0	131250	60
POA0880	0	157500	3
POA0880	0	183750	8
POA0880	0	210000	7
POA0880	0	Inf	6
POA0880	1		113
POA0880	1	7875	5
POA0880	1	15750	4
POA0880	1	26250	13
POA0880	1	34125	11
POA0880	1	42000	16
POA0880	1	52500	17
POA0880	1	65625	34
POA0880	1	78750	32
POA0880	1	91875	39
POA0880	1	105000	51
POA0880	1	131250	109
POA0880	1	157500	104
POA0880	1	183750	109
POA0880	1	210000	82
POA0880	1	Inf	169
POA0885	0	65625	9
POA0885	0	78750	4
POA0885	0	91875	11
POA0885	0	105000	5
POA0885	0	131250	16
POA0885	0	183750	8
POA0885	0	Inf	8
POA0885	1		32
POA0885	1	105000	3
POA0885	1	131250	13
POA0885	1	157500	13
POA0885	1	183750	30
POA0885	1	210000	14
POA0885	1	Inf	53
POA0886	0		3
POA0886	0	26250	4
POA0886	0	42000	6
POA0886	0	52500	5
POA0886	0	65625	10
POA0886	0	78750	12
POA0886	0	91875	8
POA0886	0	105000	10
POA0886	0	131250	24
POA0886	0	157500	3
POA0886	0	183750	8
POA0886	0	Inf	5
POA0886	1		20
POA0886	1	0	3
POA0886	1	15750	3
POA0886	1	34125	3
POA0886	1	42000	5
POA0886	1	52500	4
POA0886	1	65625	10
POA0886	1	78750	3
POA0886	1	91875	14
POA0886	1	105000	9
POA0886	1	131250	24
POA0886	1	157500	13
POA0886	1	183750	10
POA0886	1	210000	16
POA0886	1	Inf	19
POA2000	0		316
POA2000	0	0	385
POA2000	0	7875	53
POA2000	0	15750	86
POA2000	0	21000	107
POA2000	0	26250	174
POA2000	0	34125	193
POA2000	0	42000	221
POA2000	0	52500	300
POA2000	0	65625	361
POA2000	0	78750	402
POA2000	0	91875	382
POA2000	0	105000	365
POA2000	0	131250	933
POA2000	0	157500	171
POA2000	0	183750	369
POA2000	0	210000	116
POA2000	0	Inf	859
POA2000	1		344
POA2000	1	0	155
POA2000	1	7875	28
POA2000	1	15750	35
POA2000	1	21000	25
POA2000	1	26250	51
POA2000	1	34125	58
POA2000	1	42000	99
POA2000	1	52500	151
POA2000	1	65625	211
POA2000	1	78750	292
POA2000	1	91875	266
POA2000	1	105000	292
POA2000	1	131250	699
POA2000	1	157500	517
POA2000	1	183750	517
POA2000	1	210000	358
POA2000	1	Inf	1624
POA2007	0		95
POA2007	0	0	123
POA2007	0	7875	18
POA2007	0	15750	43
POA2007	0	21000	72
POA2007	0	26250	62
POA2007	0	34125	84
POA2007	0	42000	87
POA2007	0	52500	78
POA2007	0	65625	136
POA2007	0	78750	126
POA2007	0	91875	106
POA2007	0	105000	86
POA2007	0	131250	205
POA2007	0	157500	47
POA2007	0	183750	84
POA2007	0	210000	24
POA2007	0	Inf	126
POA2007	1		62
POA2007	1	0	39
POA2007	1	7875	6
POA2007	1	15750	3
POA2007	1	21000	12
POA2007	1	26250	14
POA2007	1	34125	24
POA2007	1	42000	29
POA2007	1	52500	44
POA2007	1	65625	73
POA2007	1	78750	91
POA2007	1	91875	76
POA2007	1	105000	78
POA2007	1	131250	172
POA2007	1	157500	144
POA2007	1	183750	112
POA2007	1	210000	75
POA2007	1	Inf	274
POA2008	0		135
POA2008	0	0	335
POA2008	0	7875	37
POA2008	0	15750	52
POA2008	0	21000	121
POA2008	0	26250	118
POA2008	0	34125	150
POA2008	0	42000	120
POA2008	0	52500	145
POA2008	0	65625	201
POA2008	0	78750	196
POA2008	0	91875	180
POA2008	0	105000	185
POA2008	0	131250	326
POA2008	0	157500	71
POA2008	0	183750	114
POA2008	0	210000	30
POA2008	0	Inf	238
POA2008	1		93
POA2008	1	0	90
POA2008	1	7875	15
POA2008	1	15750	13
POA2008	1	21000	10
POA2008	1	26250	17
POA2008	1	34125	31
POA2008	1	42000	37
POA2008	1	52500	50
POA2008	1	65625	81
POA2008	1	78750	98
POA2008	1	91875	75
POA2008	1	105000	85
POA2008	1	131250	224
POA2008	1	157500	179
POA2008	1	183750	137
POA2008	1	210000	118
POA2008	1	Inf	446
POA2009	0		110
POA2009	0	0	69
POA2009	0	7875	17
POA2009	0	15750	43
POA2009	0	21000	79
POA2009	0	26250	113
POA2009	0	34125	88
POA2009	0	42000	64
POA2009	0	52500	109
POA2009	0	65625	171
POA2009	0	78750	149
POA2009	0	91875	158
POA2009	0	105000	177
POA2009	0	131250	374
POA2009	0	157500	60
POA2009	0	183750	179
POA2009	0	210000	38
POA2009	0	Inf	382
POA2009	1		149
POA2009	1	0	56
POA2009	1	7875	6
POA2009	1	15750	6
POA2009	1	21000	12
POA2009	1	26250	25
POA2009	1	34125	41
POA2009	1	42000	69
POA2009	1	52500	70
POA2009	1	65625	121
POA2009	1	78750	159
POA2009	1	91875	135
POA2009	1	105000	108
POA2009	1	131250	371
POA2009	1	157500	251
POA2009	1	183750	271
POA2009	1	210000	216
POA2009	1	Inf	1145
POA2010	0		383
POA2010	0	0	187
POA2010	0	7875	62
POA2010	0	15750	156
POA2010	0	21000	350
POA2010	0	26250	442
POA2010	0	34125	316
POA2010	0	42000	328
POA2010	0	52500	417
POA2010	0	65625	527
POA2010	0	78750	498
POA2010	0	91875	498
POA2010	0	105000	494
POA2010	0	131250	1245
POA2010	0	157500	131
POA2010	0	183750	462
POA2010	0	210000	96
POA2010	0	Inf	1271
POA2010	1		251
POA2010	1	0	33
POA2010	1	7875	14
POA2010	1	15750	10
POA2010	1	21000	4
POA2010	1	26250	29
POA2010	1	34125	40
POA2010	1	42000	105
POA2010	1	52500	101
POA2010	1	65625	129
POA2010	1	78750	172
POA2010	1	91875	135
POA2010	1	105000	179
POA2010	1	131250	482
POA2010	1	157500	420
POA2010	1	183750	430
POA2010	1	210000	327
POA2010	1	Inf	2414
POA2011	0		187
POA2011	0	0	156
POA2011	0	7875	40
POA2011	0	15750	93
POA2011	0	21000	227
POA2011	0	26250	335
POA2011	0	34125	340
POA2011	0	42000	304
POA2011	0	52500	426
POA2011	0	65625	596
POA2011	0	78750	523
POA2011	0	91875	500
POA2011	0	105000	508
POA2011	0	131250	1086
POA2011	0	157500	68
POA2011	0	183750	355
POA2011	0	210000	47
POA2011	0	Inf	917
POA2011	1		187
POA2011	1	0	29
POA2011	1	7875	11
POA2011	1	15750	13
POA2011	1	21000	10
POA2011	1	26250	31
POA2011	1	34125	22
POA2011	1	42000	64
POA2011	1	52500	80
POA2011	1	65625	110
POA2011	1	78750	123
POA2011	1	91875	92
POA2011	1	105000	107
POA2011	1	131250	301
POA2011	1	157500	288
POA2011	1	183750	263
POA2011	1	210000	205
POA2011	1	Inf	1435
POA2015	0		105
POA2015	0	0	52
POA2015	0	7875	15
POA2015	0	15750	28
POA2015	0	21000	58
POA2015	0	26250	84
