POA_CODE_2021	PrivateDwelling	persons
POA2097	0	574
POA2097	1	15209
POA2099	0	1281
POA2099	1	41157
POA2100	0	722
POA2100	1	20998
POA2101	0	1118
POA2101	1	18576
POA2102	0	500
POA2102	1	7775
POA2103	0	599
POA2103	1	10188
POA2104	0	211
POA2104	1	3534
POA2105	0	109
POA2105	1	1862
POA2106	0	295
POA2106	1	9267
POA2107	0	557
POA2107	1	14657
POA2108	0	252
POA2108	1	1616
POA2110	0	895
POA2110	1	8696
POA2111	0	536
POA2111	1	14768
POA2112	0	1532
POA2112	1	36269
POA2113	0	2759
POA2113	1	25134
POA2114	0	997
POA2114	1	24200
POA2115	0	659
POA2115	1	11923
POA2116	0	325
POA2116	1	6912
POA2117	0	1108
POA2117	1	20902
POA2118	0	688
POA2118	1	27038
POA2119	0	301
POA2119	1	11991
POA2120	0	460
POA2120	1	20341
POA2121	0	769
POA2121	1	33263
POA2122	0	1161
POA2122	1	29789
POA2125	0	241
POA2125	1	16227
POA2126	0	482
POA2126	1	18519
POA2127	0	996
POA2127	1	22166
POA2128	0	1494
POA2128	1	2172
POA2130	0	517
POA2130	1	6616
POA2131	0	1695
POA2131	1	21230
POA2132	0	676
POA2132	1	9994
POA2133	0	306
POA2133	1	10514
POA2134	0	1070
POA2134	1	17112
POA2135	0	1508
POA2135	1	24421
POA2136	0	343
POA2136	1	7425
POA2137	0	939
POA2137	1	26499
POA2138	0	1534
POA2138	1	18736
POA2140	0	1008
POA2140	1	19562
POA2141	0	1503
POA2141	1	30789
POA2142	0	2194
POA2142	1	25717
POA2143	0	409
POA2143	1	9289
POA2144	0	2829
POA2144	1	36481
POA2145	0	6547
POA2145	1	82125
POA2146	0	804
POA2146	1	18541
POA2147	0	1779
POA2147	1	35375
POA2148	0	4364
POA2148	1	63185
POA2150	0	2380
POA2150	1	32702
POA2151	0	1369
POA2151	1	19745
POA2152	0	398
POA2152	1	10793
POA2153	0	2123
POA2153	1	60621
POA2154	0	1554
POA2154	1	39147
POA2155	0	1693
POA2155	1	73781
POA2156	0	374
POA2156	1	12887
POA2157	0	72
POA2157	1	3974
POA2158	0	442
POA2158	1	8493
POA2159	0	237
POA2159	1	4885
POA2160	0	3173
POA2160	1	36066
POA2161	0	2850
POA2161	1	31388
POA2162	0	1539
POA2162	1	18692
POA2163	0	1385
POA2163	1	9114
POA2164	0	927
POA2164	1	20313
POA2165	0	2604
POA2165	1	42164
POA2166	0	2986
POA2166	1	50738
POA2167	0	776
POA2167	1	9659
POA2168	0	2471
POA2168	1	42459
POA2170	0	8274
POA2170	1	106360
POA2171	0	1105
POA2171	1	37650
POA2172	0	29
POA2172	1	2828
POA2173	0	1204
POA2173	1	13544
POA2174	0	545
POA2174	1	11528
POA2175	0	116
POA2175	1	1693
POA2176	0	2247
POA2176	1	47643
POA2177	0	715
POA2177	1	16425
POA2178	0	255
POA2178	1	3885
POA2179	0	783
POA2179	1	15434
POA2190	0	1958
POA2190	1	25466
POA2191	0	231
POA2191	1	6262
POA2192	0	1090
POA2192	1	12554
POA2193	0	661
POA2193	1	16945
POA2194	0	2016
POA2194	1	23958
POA2195	0	2118
POA2195	1	24767
POA2196	0	1902
POA2196	1	31714
POA2197	0	932
POA2197	1	9181
POA2198	0	870
POA2198	1	8924
POA2199	0	1344
POA2199	1	18211
POA2200	0	3648
POA2200	1	44387
POA2203	0	706
POA2203	1	13086
POA2204	0	1488
POA2204	1	24600
POA2205	0	1774
POA2205	1	23503
POA2206	0	779
POA2206	1	18837
POA2207	0	1684
POA2207	1	26535
POA2208	0	354
POA2208	1	12418
POA2209	0	514
POA2209	1	15242
POA2210	0	1658
POA2210	1	31330
POA2211	0	699
POA2211	1	16787
POA2212	0	812
POA2212	1	16275
POA2213	0	576
POA2213	1	22469
POA2214	0	101
POA2214	1	3943
POA2216	0	1580
POA2216	1	26366
POA2217	0	2255
POA2217	1	26841
POA2218	0	577
POA2218	1	15516
POA2219	0	651
POA2219	1	13031
POA2220	0	1323
POA2220	1	32414
POA2221	0	743
POA2221	1	16224
POA2222	0	565
POA2222	1	11971
POA2223	0	691
POA2223	1	20438
POA2224	0	687
POA2224	1	13804
POA2225	0	58
POA2225	1	5415
POA2226	0	443
POA2226	1	12486
POA2227	0	336
POA2227	1	14796
POA2228	0	1115
POA2228	1	19732
POA2229	0	1355
POA2229	1	29635
POA2230	0	1344
POA2230	1	28937
POA2231	0	90
POA2231	1	2428
POA2232	0	1286
POA2232	1	33635
POA2233	0	612
POA2233	1	29011
POA2234	0	553
POA2234	1	29872
POA2250	0	4247
POA2250	1	66844
POA2251	0	1654
POA2251	1	32017
POA2256	0	1249
POA2256	1	14978
POA2257	0	1798
POA2257	1	28575
POA2258	0	198
POA2258	1	5033
POA2259	0	3923
POA2259	1	62167
POA2260	0	1086
POA2260	1	24627
POA2261	0	3303
POA2261	1	51611
POA2262	0	870
POA2262	1	20276
POA2263	0	1667
POA2263	1	22700
POA2264	0	871
POA2264	1	15080
POA2265	0	329
POA2265	1	7018
POA2267	0	142
POA2267	1	2709
POA2278	0	31
POA2278	1	2498
POA2280	0	930
POA2280	1	25989
POA2281	0	632
POA2281	1	14562
POA2282	0	471
POA2282	1	15489
POA2283	0	1241
POA2283	1	22829
POA2284	0	718
POA2284	1	11683
POA2285	0	1191
POA2285	1	32366
POA2286	0	145
POA2286	1	4482
POA2287	0	1696
POA2287	1	38712
POA2289	0	593
POA2289	1	19390
POA2290	0	1594
POA2290	1	33015
POA2291	0	534
POA2291	1	13532
POA2292	0	195
POA2292	1	2403
POA2293	0	100
POA2293	1	3138
POA2294	0	137
POA2294	1	1851
POA2295	0	459
POA2295	1	7562
POA2296	0	57
POA2296	1	1918
POA2297	0	125
POA2297	1	1659
POA2298	0	1375
POA2298	1	8927
POA2299	0	778
POA2299	1	11015
POA2300	0	824
POA2300	1	10929
POA2302	0	260
POA2302	1	1261
POA2303	0	763
POA2303	1	8848
POA2304	0	1372
POA2304	1	14344
POA2305	0	1168
POA2305	1	12446
POA2306	0	395
POA2306	1	3039
POA2307	0	239
POA2307	1	4306
POA2308	0	1165
POA2311	0	58
POA2311	1	860
POA2312	0	70
POA2312	1	1421
POA2315	0	1107
POA2315	1	14104
POA2316	0	393
POA2316	1	6112
POA2317	0	356
POA2317	1	6104
POA2318	0	460
POA2318	1	12945
POA2319	0	341
POA2319	1	6462
POA2320	0	1995
POA2320	1	37090
POA2321	0	578
POA2321	1	19129
POA2322	0	668
POA2322	1	23458
POA2323	0	1031
POA2323	1	24842
POA2324	0	1818
POA2324	1	23525
POA2325	0	3471
POA2325	1	27583
POA2326	0	316
POA2326	1	7468
POA2327	0	494
POA2327	1	7334
POA2328	0	231
POA2328	1	2320
POA2329	0	264
POA2329	1	1880
POA2330	0	1554
POA2330	1	20051
POA2331	0	677
POA2331	1	7
POA2333	0	1323
POA2333	1	12631
POA2334	0	78
POA2334	1	3216
POA2335	0	327
POA2335	1	7780
POA2336	0	156
POA2336	1	2416
POA2337	0	676
POA2337	1	7511
POA2338	0	172
POA2338	1	1254
POA2339	0	109
POA2339	1	631
POA2340	0	4636
POA2340	1	48194
POA2341	0	119
POA2341	1	1359
POA2342	0	30
POA2342	1	437
POA2343	0	641
POA2343	1	4235
POA2344	0	27
POA2344	1	640
POA2345	0	31
POA2345	1	671
POA2346	0	312
POA2346	1	2706
POA2347	0	205
POA2347	1	1654
POA2350	0	3596
POA2350	1	23142
POA2352	0	121
POA2352	1	2795
POA2353	0	163
POA2353	1	1008
POA2354	0	422
POA2354	1	3073
POA2355	0	48
POA2355	1	584
POA2356	0	20
POA2356	1	101
POA2357	0	851
POA2357	1	3375
POA2358	0	280
POA2358	1	3427
POA2359	0	108
POA2359	1	603
POA2360	0	1765
POA2360	1	13255
POA2361	0	117
POA2361	1	825
POA2365	0	507
POA2365	1	3229
POA2369	0	81
POA2369	1	798
POA2370	0	992
POA2370	1	6773
POA2371	0	152
POA2371	1	1004
POA2372	0	588
POA2372	1	4326
POA2379	0	29
POA2379	1	263
POA2380	0	1137
POA2380	1	10091
POA2381	0	128
POA2381	1	1163
POA2382	0	335
POA2382	1	1191
POA2386	0	56
POA2386	1	246
POA2387	0	36
POA2387	1	161
POA2388	0	459
POA2388	1	2127
POA2390	0	1125
POA2390	1	7659
POA2395	0	92
POA2395	1	636
POA2396	0	121
POA2396	1	724
POA2397	0	35
POA2397	1	245
POA2398	0	81
POA2398	1	178
POA2399	0	145
POA2399	1	475
POA2400	0	2366
POA2400	1	7815
POA2401	0	5
POA2401	1	288
POA2402	0	186
POA2402	1	1552
POA2403	0	131
POA2403	1	584
POA2404	0	193
POA2404	1	1517
POA2405	0	186
POA2405	1	324
POA2406	0	134
POA2406	1	585
POA2408	0	71
POA2408	1	234
POA2409	0	327
POA2409	1	769
POA2410	0	54
POA2410	1	191
POA2411	0	17
POA2411	1	91
POA2415	0	71
POA2415	1	374
POA2420	0	278
POA2420	1	3749
POA2421	0	214
POA2421	1	1920
POA2422	0	478
POA2422	1	5200
POA2423	0	471
POA2423	1	2936
POA2424	0	71
POA2424	1	439
POA2425	0	203
POA2425	1	1805
POA2426	0	58
POA2426	1	792
POA2427	0	192
POA2427	1	3246
POA2428	0	2500
POA2428	1	23117
POA2429	0	660
POA2429	1	8969
POA2430	0	3243
POA2430	1	33719
POA2431	0	754
POA2431	1	5231
POA2439	0	181
POA2439	1	3865
POA2440	0	3170
POA2440	1	20200
POA2441	0	286
POA2441	1	3987
POA2443	0	769
POA2443	1	8040
POA2444	0	4108
POA2444	1	47775
POA2445	0	227
POA2445	1	7017
POA2446	0	813
POA2446	1	14118
POA2447	0	783
POA2447	1	7183
POA2448	0	1082
POA2448	1	8734
POA2449	0	184
POA2449	1	1976
POA2450	0	4488
POA2450	1	43292
POA2452	0	951
POA2452	1	14333
POA2453	0	224
POA2453	1	2535
POA2454	0	804
POA2454	1	7228
POA2455	0	439
POA2455	1	2896
POA2456	0	1321
POA2456	1	16187
POA2460	0	3520
POA2460	1	27564
POA2462	0	291
POA2462	1	2298
POA2463	0	711
POA2463	1	7628
POA2464	0	1135
POA2464	1	6440
POA2465	0	13
POA2465	1	329
POA2466	0	322
POA2466	1	1637
POA2469	0	682
POA2469	1	3704
POA2470	0	1485
POA2470	1	14025
POA2471	0	395
POA2471	1	2425
POA2472	0	191
POA2472	1	1794
POA2473	0	499
POA2473	1	2936
POA2474	0	655
POA2474	1	5846
POA2475	0	56
POA2475	1	356
POA2476	0	124
POA2476	1	741
POA2477	0	612
POA2477	1	12231
POA2478	0	2452
POA2478	1	29662
POA2479	0	652
POA2479	1	5175
POA2480	0	4296
POA2480	1	42015
POA2481	0	2278
POA2481	1	11765
POA2482	0	916
POA2482	1	6019
POA2483	0	1135
POA2483	1	10502
POA2484	0	2094
POA2484	1	17989
POA2485	0	1700
POA2485	1	13907
POA2486	0	2242
POA2486	1	30639
POA2487	0	1530
POA2487	1	13948
POA2488	0	337
POA2488	1	3198
POA2489	0	709
POA2489	1	7228
POA2490	0	48
POA2490	1	642
POA2500	0	4022
POA2500	1	39438
POA2502	0	725
POA2502	1	11777
POA2505	0	314
POA2505	1	4742
POA2506	0	460
POA2506	1	7318
POA2508	0	342
POA2508	1	8914
POA2515	0	403
POA2515	1	11219
POA2516	0	239
POA2516	1	6526
POA2517	0	700
POA2517	1	13108
POA2518	0	926
POA2518	1	18796
POA2519	0	652
POA2519	1	16410
POA2525	0	519
POA2525	1	11861
POA2526	0	690
POA2526	1	15938
POA2527	0	886
POA2527	1	24984
POA2528	0	1340
POA2528	1	22262
POA2529	0	1232
POA2529	1	27824
POA2530	0	1288
POA2530	1	33566
POA2533	0	922
POA2533	1	16082
POA2534	0	492
POA2534	1	5283
POA2535	0	717
POA2535	1	7480
POA2536	0	2201
POA2536	1	17455
POA2537	0	1363
POA2537	1	11780
POA2538	0	319
POA2538	1	2269
POA2539	0	1687
POA2539	1	18817
POA2540	0	4389
POA2540	1	43961
POA2541	0	2679
POA2541	1	25415
POA2545	0	135
POA2545	1	975
POA2546	0	1267
POA2546	1	8994
POA2548	0	1050
POA2548	1	7612
POA2549	0	317
POA2549	1	3722
POA2550	0	1408
POA2550	1	15560
POA2551	0	527
POA2551	1	3254
POA2555	0	22
POA2555	1	144
POA2556	0	160
POA2556	1	2261
POA2557	0	653
POA2557	1	19403
POA2558	0	435
POA2558	1	10628
POA2559	0	362
POA2559	1	2610
POA2560	0	4843
POA2560	1	77653
POA2563	0	25
POA2563	1	245
POA2564	0	857
POA2564	1	13290
POA2565	0	1552
POA2565	1	30018
POA2566	0	1227
POA2566	1	26456
POA2567	0	820
POA2567	1	39950
POA2568	0	196
POA2568	1	1058
POA2569	0	66
POA2569	1	1298
POA2570	0	2492
POA2570	1	60996
POA2571	0	529
POA2571	1	12524
POA2572	0	352
POA2572	1	5089
POA2573	0	202
POA2573	1	5528
POA2574	0	205
POA2574	1	5678
POA2575	0	927
POA2575	1	16859
POA2576	0	1099
POA2576	1	13231
POA2577	0	1417
POA2577	1	15612
POA2578	0	240
POA2578	1	2626
POA2579	0	458
POA2579	1	4309
POA2580	0	3659
POA2580	1	28424
POA2581	0	203
POA2581	1	2292
POA2582	0	1070
POA2582	1	12716
POA2583	0	410
POA2583	1	4203
POA2584	0	59
POA2584	1	501
POA2585	0	37
POA2585	1	191
POA2586	0	408
POA2586	1	2465
POA2587	0	233
POA2587	1	2723
POA2588	0	25
POA2588	1	276
POA2590	0	600
POA2590	1	6528
POA2594	0	900
POA2594	1	11170
POA2600	0	885
POA2600	1	7568
POA2601	0	5043
POA2601	1	3067
POA2602	0	1766
POA2602	1	32440
POA2603	0	1076
POA2603	1	9541
POA2604	0	1491
POA2604	1	11689
POA2605	0	1405
POA2605	1	11536
POA2606	0	466
POA2606	1	11506
POA2607	0	447
POA2607	1	14016
POA2609	0	507
POA2609	1	696
POA2611	0	1406
POA2611	1	34762
POA2612	0	3023
POA2612	1	16131
POA2614	0	892
POA2614	1	19463
POA2615	0	1194
POA2615	1	45761
POA2617	0	3127
POA2617	1	34993
POA2618	0	54
POA2618	1	1319
POA2619	0	172
POA2619	1	9331
POA2620	0	3248
POA2620	1	42149
POA2621	0	268
POA2621	1	6328
POA2622	0	510
POA2622	1	3691
POA2623	0	30
POA2623	1	555
POA2624	0	1655
POA2624	1	25
POA2625	0	1609
POA2625	1	227
POA2626	0	40
POA2626	1	460
POA2627	0	2467
POA2627	1	5194
POA2628	0	265
POA2628	1	2006
POA2629	0	329
POA2629	1	421
POA2630	0	981
POA2630	1	7959
POA2631	0	84
POA2631	1	536
POA2632	0	219
POA2632	1	1695
POA2633	0	41
POA2633	1	287
POA2640	0	3139
POA2640	1	36624
POA2641	0	973
POA2641	1	15424
POA2642	0	533
POA2642	1	4870
POA2643	0	174
POA2643	1	2765
POA2644	0	251
POA2644	1	2149
POA2645	0	36
POA2645	1	296
POA2646	0	576
POA2646	1	6121
POA2647	0	273
POA2647	1	2210
POA2648	0	791
POA2648	1	2100
POA2649	1	31
POA2650	0	4415
POA2650	1	57325
POA2651	0	965
POA2651	1	2312
POA2652	0	428
POA2652	1	4315
POA2653	0	389
POA2653	1	2241
POA2655	0	104
POA2655	1	1299
POA2656	0	110
POA2656	1	1203
POA2658	0	124
POA2658	1	1329
POA2659	0	143
POA2659	1	739
POA2660	0	120
POA2660	1	1490
POA2661	0	627
POA2661	1	178
POA2663	0	1250
POA2663	1	4087
POA2665	0	108
POA2665	1	1859
POA2666	0	454
POA2666	1	5168
POA2668	0	35
POA2668	1	366
POA2669	0	195
POA2669	1	1336
POA2671	0	636
POA2671	1	3572
POA2672	0	239
POA2672	1	1297
POA2675	0	435
POA2675	1	1351
POA2678	0	644
POA2678	1	4
POA2680	0	2401
POA2680	1	23149
POA2681	0	128
POA2681	1	1680
POA2700	0	659
POA2700	1	4211
POA2701	0	163
POA2701	1	2300
POA2702	0	39
POA2702	1	748
POA2703	0	243
POA2703	1	485
POA2705	0	1262
POA2705	1	9389
POA2706	0	114
POA2706	1	923
POA2707	0	102
POA2707	1	1026
POA2710	0	1082
POA2710	1	8562
POA2711	0	472
POA2711	1	2773
POA2712	0	128
POA2712	1	1216
POA2713	0	403
POA2713	1	2324
POA2714	0	344
POA2714	1	2479
POA2715	0	268
POA2715	1	1165
POA2716	0	139
POA2716	1	841
POA2717	0	210
POA2717	1	1002
POA2720	0	908
POA2720	1	7622
POA2721	0	21
POA2721	1	207
POA2722	0	500
POA2722	1	2977
POA2725	0	15
POA2725	1	326
POA2726	0	33
POA2726	1	229
POA2727	0	64
POA2727	1	276
POA2729	0	71
POA2729	1	1509
POA2730	0	130
POA2730	1	1189
POA2731	0	557
POA2731	1	6694
POA2732	0	199
POA2732	1	1650
POA2733	0	97
POA2733	1	494
POA2734	0	26
POA2734	1	442
POA2735	0	20
POA2735	1	372
POA2736	0	81
POA2736	1	342
POA2737	0	190
POA2737	1	658
POA2738	0	125
POA2738	1	1983
POA2739	0	185
POA2739	1	1249
POA2745	0	709
POA2745	1	30978
POA2747	0	3516
POA2747	1	51261
POA2748	0	37
POA2748	1	1754
POA2749	0	677
POA2749	1	16252
POA2750	0	3041
POA2750	1	46051
POA2752	0	149
POA2752	1	5548
POA2753	0	1309
POA2753	1	16145
POA2754	0	388
POA2754	1	6696
POA2756	0	1576
POA2756	1	33647
POA2757	0	35
POA2757	1	818
POA2758	0	247
POA2758	1	8584
POA2759	0	917
POA2759	1	25369
POA2760	0	2897
POA2760	1	34661
POA2761	0	1564
POA2761	1	33020
POA2762	0	789
POA2762	1	20990
POA2763	0	1152
POA2763	1	31988
POA2765	0	2760
POA2765	1	42829
POA2766	0	1602
POA2766	1	15510
POA2767	0	1107
POA2767	1	22202
POA2768	0	1708
POA2768	1	27170
POA2769	0	424
POA2769	1	15851
POA2770	0	5144
POA2770	1	56318
POA2773	0	93
POA2773	1	5808
POA2774	0	209
POA2774	1	12676
POA2775	0	178
POA2775	1	1328
POA2776	0	84
POA2776	1	4016
POA2777	0	673
POA2777	1	17083
POA2778	0	42
POA2778	1	2371
POA2779	0	124
POA2779	1	4848
POA2780	0	1081
POA2780	1	12429
POA2782	0	496
POA2782	1	5972
POA2783	0	73
POA2783	1	2544
POA2784	0	40
POA2784	1	1237
POA2785	0	401
POA2785	1	4433
POA2786	0	108
POA2786	1	1127
POA2787	0	687
POA2787	1	3947
POA2790	0	1597
POA2790	1	13896
POA2791	0	39
POA2791	1	281
POA2792	0	20
POA2792	1	356
POA2793	0	150
POA2793	1	946
POA2794	0	932
POA2794	1	9582
POA2795	0	4708
POA2795	1	40510
POA2797	0	41
POA2797	1	380
POA2798	0	190
POA2798	1	1989
POA2799	0	221
POA2799	1	3902
POA2800	0	4161
POA2800	1	44582
POA2803	0	15
POA2803	1	268
POA2804	0	336
POA2804	1	2483
POA2805	0	43
POA2805	1	369
POA2806	0	139
POA2806	1	724
POA2807	0	52
POA2807	1	397
POA2808	0	33
POA2808	1	186
POA2809	0	19
POA2809	1	188
POA2810	0	238
POA2810	1	2817
POA2817	0	60
POA2817	1	306
POA2818	0	67
POA2818	1	772
POA2820	0	1283
POA2820	1	5764
POA2821	0	620
POA2821	1	4136
POA2822	0	76
POA2822	1	367
POA2823	0	185
POA2823	1	1139
POA2824	0	328
POA2824	1	1799
POA2825	0	253
POA2825	1	2027
POA2826	0	8
POA2826	1	165
POA2827	0	545
POA2827	1	3166
POA2828	0	178
POA2828	1	680
POA2829	0	528
POA2829	1	2499
POA2830	0	4657
POA2830	1	40539
POA2831	0	383
POA2831	1	1592
POA2832	0	825
POA2832	1	1377
POA2833	0	190
POA2833	1	467
POA2834	0	790
POA2834	1	1525
POA2835	0	968
POA2835	1	3085
POA2836	0	324
POA2836	1	697
POA2838	0	64
POA2838	1	188
POA2839	0	235
POA2839	1	882
POA2840	0	595
POA2840	1	1974
POA2842	0	61
POA2842	1	647
POA2843	0	233
POA2843	1	1019
POA2844	0	161
POA2844	1	1180
POA2845	0	125
POA2845	1	1896
POA2846	0	38
POA2846	1	218
POA2847	0	193
POA2847	1	2220
POA2848	0	172
POA2848	1	1377
POA2849	0	232
POA2849	1	1463
POA2850	0	1776
POA2850	1	17585
POA2852	0	422
POA2852	1	3401
POA2864	0	49
POA2864	1	749
POA2865	0	63
POA2865	1	870
POA2866	0	283
POA2866	1	2810
POA2867	0	64
POA2867	1	569
POA2868	0	57
POA2868	1	520
POA2869	0	252
POA2869	1	1278
POA2870	0	1046
POA2870	1	11037
POA2871	0	1009
POA2871	1	8093
POA2873	0	72
POA2873	1	476
POA2874	0	59
POA2874	1	295
POA2875	0	82
POA2875	1	714
POA2876	0	71
POA2876	1	406
POA2877	0	493
POA2877	1	3092
POA2878	0	136
POA2878	1	217
POA2879	0	156
POA2879	1	495
POA2880	0	2212
POA2880	1	16238
POA2898	0	102
POA2898	1	356
POA2899	0	443
POA2899	1	1842
POA2900	0	209
POA2900	1	3983
POA2902	0	458
POA2902	1	14993
POA2903	0	240
POA2903	1	9233
POA2904	0	379
POA2904	1	12717
POA2905	0	744
POA2905	1	27593
POA2906	0	429
POA2906	1	17442
POA2911	0	73
POA2911	1	4681
POA2912	0	334
POA2912	1	8241
POA2913	0	892
POA2913	1	38090
POA2914	0	896
POA2914	1	33467
POA3000	0	7916
POA3000	1	36985
POA3002	0	1058
POA3002	1	4297
POA3003	0	630
POA3003	1	7304
POA3004	0	2251
POA3004	1	9983
POA3006	0	1856
POA3006	1	21065
POA3008	0	1649
POA3008	1	13892
POA3011	0	2063
POA3011	1	20017
POA3012	0	1462
POA3012	1	25268
POA3013	0	534
POA3013	1	14889
POA3015	0	695
POA3015	1	17704
POA3016	0	669
POA3016	1	15151
POA3018	0	503
POA3018	1	12861
POA3019	0	548
POA3019	1	9151
POA3020	0	2656
POA3020	1	41484
POA3021	0	4212
POA3021	1	50861
POA3022	0	419
POA3022	1	2801
POA3023	0	4916
POA3023	1	62100
POA3024	0	1519
POA3024	1	32364
POA3025	0	907
POA3025	1	12026
POA3026	0	358
POA3026	1	8408
POA3027	0	412
POA3027	1	9035
POA3028	0	1490
POA3028	1	26585
POA3029	0	7126
POA3029	1	122431
POA3030	0	5963
POA3030	1	113115
POA3031	0	1007
POA3031	1	16467
POA3032	0	1365
POA3032	1	28262
POA3033	0	590
POA3033	1	14377
POA3034	0	691
POA3034	1	11594
POA3036	0	154
POA3036	1	5771
POA3037	0	1981
POA3037	1	49262
POA3038	0	822
POA3038	1	25829
POA3039	0	705
POA3039	1	15276
POA3040	0	1005
POA3040	1	25436
POA3041	0	466
POA3041	1	12545
POA3042	0	413
POA3042	1	16244
POA3043	0	780
POA3043	1	17098
POA3044	0	1184
POA3044	1	27261
POA3045	0	341
POA3046	0	2270
POA3046	1	34360
POA3047	0	2069
POA3047	1	19417
POA3048	0	1186
POA3048	1	16871
POA3049	0	510
POA3049	1	9342
POA3051	0	2035
POA3051	1	13007
POA3052	0	4214
POA3052	1	4503
POA3053	0	3225
POA3053	1	12662
POA3054	0	247
POA3054	1	7704
POA3055	0	518
POA3055	1	14018
POA3056	0	1213
POA3056	1	23325
POA3057	0	506
POA3057	1	12509
POA3058	0	1466
POA3058	1	33129
POA3059	0	563
POA3059	1	20598
POA3060	0	841
POA3060	1	13383
POA3061	0	279
POA3061	1	4680
POA3062	1	4
POA3063	0	35
POA3063	1	537
POA3064	0	4782
POA3064	1	109394
POA3065	0	1566
POA3065	1	9191
POA3066	0	652
POA3066	1	8357
