POA_CODE_2021	Age	NeedsAssistance	Sex	persons
POA3041	5-14	1	F	19
POA3041	5-14	1	M	30
POA3041	15-19		F	14
POA3041	15-19		M	13
POA3041	15-19	0	F	407
POA3041	15-19	0	M	474
POA3041	15-19	1	M	18
POA3041	20-24		F	8
POA3041	20-24		M	14
POA3041	20-24	0	F	403
POA3041	20-24	0	M	384
POA3041	20-24	1	F	5
POA3041	20-24	1	M	7
POA3041	25-34		F	24
POA3041	25-34		M	25
POA3041	25-34	0	F	697
POA3041	25-34	0	M	692
POA3041	25-34	1	F	13
POA3041	25-34	1	M	13
POA3041	35-44		F	39
POA3041	35-44		M	26
POA3041	35-44	0	F	886
POA3041	35-44	0	M	811
POA3041	35-44	1	F	16
POA3041	35-44	1	M	8
POA3041	45-54		F	34
POA3041	45-54		M	31
POA3041	45-54	0	F	979
POA3041	45-54	0	M	935
POA3041	45-54	1	F	18
POA3041	45-54	1	M	10
POA3041	55-64		F	18
POA3041	55-64		M	23
POA3041	55-64	0	F	801
POA3041	55-64	0	M	718
POA3041	55-64	1	F	26
POA3041	55-64	1	M	21
POA3041	65-74		F	24
POA3041	65-74		M	20
POA3041	65-74	0	F	587
POA3041	65-74	0	M	547
POA3041	65-74	1	F	49
POA3041	65-74	1	M	37
POA3041	75-84		F	13
POA3041	75-84		M	16
POA3041	75-84	0	F	224
POA3041	75-84	0	M	228
POA3041	75-84	1	F	84
POA3041	75-84	1	M	34
POA3041	85+		F	9
POA3041	85+		M	5
POA3041	85+	0	F	78
POA3041	85+	0	M	57
POA3041	85+	1	F	108
POA3041	85+	1	M	53
POA3042	0-4		F	22
POA3042	0-4		M	13
POA3042	0-4	0	F	474
POA3042	0-4	0	M	500
POA3042	0-4	1	M	11
POA3042	5-14		F	31
POA3042	5-14		M	27
POA3042	5-14	0	F	875
POA3042	5-14	0	M	854
POA3042	5-14	1	F	27
POA3042	5-14	1	M	63
POA3042	15-19		F	12
POA3042	15-19		M	17
POA3042	15-19	0	F	378
POA3042	15-19	0	M	413
POA3042	15-19	1	F	4
POA3042	15-19	1	M	23
POA3042	20-24		F	14
POA3042	20-24		M	16
POA3042	20-24	0	F	380
POA3042	20-24	0	M	441
POA3042	20-24	1	F	4
POA3042	20-24	1	M	11
POA3042	25-34		F	46
POA3042	25-34		M	42
POA3042	25-34	0	F	1094
POA3042	25-34	0	M	1062
POA3042	25-34	1	F	25
POA3042	25-34	1	M	21
POA3042	35-44		F	49
POA3042	35-44		M	29
POA3042	35-44	0	F	1200
POA3042	35-44	0	M	1155
POA3042	35-44	1	F	16
POA3042	35-44	1	M	20
POA3042	45-54		F	38
POA3042	45-54		M	39
POA3042	45-54	0	F	1114
POA3042	45-54	0	M	1054
POA3042	45-54	1	F	24
POA3042	45-54	1	M	35
POA3042	55-64		F	26
POA3042	55-64		M	41
POA3042	55-64	0	F	916
POA3042	55-64	0	M	816
POA3042	55-64	1	F	51
POA3042	55-64	1	M	34
POA3042	65-74		F	27
POA3042	65-74		M	21
POA3042	65-74	0	F	765
POA3042	65-74	0	M	619
POA3042	65-74	1	F	100
POA3042	65-74	1	M	76
POA3042	75-84		F	28
POA3042	75-84		M	25
POA3042	75-84	0	F	413
POA3042	75-84	0	M	330
POA3042	75-84	1	F	193
POA3042	75-84	1	M	114
POA3042	85+		F	11
POA3042	85+		M	10
POA3042	85+	0	F	99
POA3042	85+	0	M	89
POA3042	85+	1	F	172
POA3042	85+	1	M	115
POA3043	0-4		F	18
POA3043	0-4		M	19
POA3043	0-4	0	F	460
POA3043	0-4	0	M	509
POA3043	0-4	1	F	8
POA3043	0-4	1	M	6
POA3043	5-14		F	39
POA3043	5-14		M	40
POA3043	5-14	0	F	909
POA3043	5-14	0	M	895
POA3043	5-14	1	F	30
POA3043	5-14	1	M	66
POA3043	15-19		F	18
POA3043	15-19		M	16
POA3043	15-19	0	F	395
POA3043	15-19	0	M	447
POA3043	15-19	1	F	5
POA3043	15-19	1	M	24
POA3043	20-24		F	20
POA3043	20-24		M	19
POA3043	20-24	0	F	407
POA3043	20-24	0	M	483
POA3043	20-24	1	F	5
POA3043	20-24	1	M	15
POA3043	25-34		F	57
POA3043	25-34		M	84
POA3043	25-34	0	F	1166
POA3043	25-34	0	M	1219
POA3043	25-34	1	F	14
POA3043	25-34	1	M	28
POA3043	35-44		F	56
POA3043	35-44		M	50
POA3043	35-44	0	F	1158
POA3043	35-44	0	M	1143
POA3043	35-44	1	F	28
POA3043	35-44	1	M	21
POA3043	45-54		F	44
POA3043	45-54		M	45
POA3043	45-54	0	F	1027
POA3043	45-54	0	M	977
POA3043	45-54	1	F	49
POA3043	45-54	1	M	52
POA3043	55-64		F	36
POA3043	55-64		M	42
POA3043	55-64	0	F	939
POA3043	55-64	0	M	848
POA3043	55-64	1	F	89
POA3043	55-64	1	M	75
POA3043	65-74		F	39
POA3043	65-74		M	27
POA3043	65-74	0	F	925
POA3043	65-74	0	M	773
POA3043	65-74	1	F	176
POA3043	65-74	1	M	119
POA3043	75-84		F	33
POA3043	75-84		M	28
POA3043	75-84	0	F	445
POA3043	75-84	0	M	456
POA3043	75-84	1	F	234
POA3043	75-84	1	M	162
POA3043	85+		F	16
POA3043	85+		M	14
POA3043	85+	0	F	63
POA3043	85+	0	M	76
POA3043	85+	1	F	130
POA3043	85+	1	M	77
POA3044	0-4		F	34
POA3044	0-4		M	26
POA3044	0-4	0	F	812
POA3044	0-4	0	M	809
POA3044	0-4	1	M	9
POA3044	5-14		F	80
POA3044	5-14		M	68
POA3044	5-14	0	F	1602
POA3044	5-14	0	M	1532
POA3044	5-14	1	F	48
POA3044	5-14	1	M	92
POA3044	15-19		F	26
POA3044	15-19		M	27
POA3044	15-19	0	F	653
POA3044	15-19	0	M	720
POA3044	15-19	1	F	18
POA3044	15-19	1	M	31
POA3044	20-24		F	24
POA3044	20-24		M	26
POA3044	20-24	0	F	749
POA3044	20-24	0	M	822
POA3044	20-24	1	F	18
POA3044	20-24	1	M	17
POA3044	25-34		F	108
POA3044	25-34		M	89
POA3044	25-34	0	F	2378
POA3044	25-34	0	M	2195
POA3044	25-34	1	F	38
POA3044	25-34	1	M	26
POA3044	35-44		F	93
POA3044	35-44		M	108
POA3044	35-44	0	F	2277
POA3044	35-44	0	M	2163
POA3044	35-44	1	F	32
POA3044	35-44	1	M	35
POA3044	45-54		F	73
POA3044	45-54		M	84
POA3044	45-54	0	F	1889
POA3044	45-54	0	M	1746
POA3044	45-54	1	F	63
POA3044	45-54	1	M	42
POA3044	55-64		F	63
POA3044	55-64		M	66
POA3044	55-64	0	F	1358
POA3044	55-64	0	M	1345
POA3044	55-64	1	F	68
POA3044	55-64	1	M	68
POA3044	65-74		F	47
POA3044	65-74		M	30
POA3044	65-74	0	F	823
POA3044	65-74	0	M	735
POA3044	65-74	1	F	118
POA3044	65-74	1	M	95
POA3044	75-84		F	39
POA3044	75-84		M	29
POA3044	75-84	0	F	410
POA3044	75-84	0	M	325
POA3044	75-84	1	F	269
POA3044	75-84	1	M	151
POA3044	85+		F	42
POA3044	85+		M	15
POA3044	85+	0	F	197
POA3044	85+	0	M	127
POA3044	85+	1	F	410
POA3044	85+	1	M	199
POA3045	15-19		F	4
POA3045	15-19		M	4
POA3045	20-24		M	4
POA3045	25-34		M	6
POA3045	35-44		F	5
POA3045	35-44		M	7
POA3045	45-54		M	6
POA3045	45-54	0	M	3
POA3045	55-64		M	3
POA3045	55-64	0	M	3
POA3045	65-74		F	6
POA3046	0-4		F	89
POA3046	0-4		M	81
POA3046	0-4	0	F	1182
POA3046	0-4	0	M	1256
POA3046	0-4	1	F	13
POA3046	0-4	1	M	19
POA3046	5-14		F	140
POA3046	5-14		M	153
POA3046	5-14	0	F	1653
POA3046	5-14	0	M	1724
POA3046	5-14	1	F	56
POA3046	5-14	1	M	109
POA3046	15-19		F	39
POA3046	15-19		M	59
POA3046	15-19	0	F	665
POA3046	15-19	0	M	755
POA3046	15-19	1	F	16
POA3046	15-19	1	M	31
POA3046	20-24		F	70
POA3046	20-24		M	121
POA3046	20-24	0	F	1181
POA3046	20-24	0	M	1285
POA3046	20-24	1	F	18
POA3046	20-24	1	M	32
POA3046	25-34		F	247
POA3046	25-34		M	295
POA3046	25-34	0	F	3439
POA3046	25-34	0	M	3541
POA3046	25-34	1	F	61
POA3046	25-34	1	M	44
POA3046	35-44		F	144
POA3046	35-44		M	163
POA3046	35-44	0	F	2619
POA3046	35-44	0	M	2769
POA3046	35-44	1	F	60
POA3046	35-44	1	M	65
POA3046	45-54		F	101
POA3046	45-54		M	128
POA3046	45-54	0	F	1781
POA3046	45-54	0	M	1731
POA3046	45-54	1	F	115
POA3046	45-54	1	M	100
POA3046	55-64		F	77
POA3046	55-64		M	81
POA3046	55-64	0	F	1496
POA3046	55-64	0	M	1403
POA3046	55-64	1	F	161
POA3046	55-64	1	M	146
POA3046	65-74		F	62
POA3046	65-74		M	59
POA3046	65-74	0	F	953
POA3046	65-74	0	M	805
POA3046	65-74	1	F	208
POA3046	65-74	1	M	151
POA3046	75-84		F	62
POA3046	75-84		M	49
POA3046	75-84	0	F	621
POA3046	75-84	0	M	480
POA3046	75-84	1	F	414
POA3046	75-84	1	M	203
POA3046	85+		F	76
POA3046	85+		M	51
POA3046	85+	0	F	189
POA3046	85+	0	M	161
POA3046	85+	1	F	482
POA3046	85+	1	M	257
POA3047	0-4		F	67
POA3047	0-4		M	76
POA3047	0-4	0	F	658
POA3047	0-4	0	M	723
POA3047	0-4	1	F	6
POA3047	0-4	1	M	19
POA3047	5-14		F	148
POA3047	5-14		M	173
POA3047	5-14	0	F	1238
POA3047	5-14	0	M	1342
POA3047	5-14	1	F	48
POA3047	5-14	1	M	110
POA3047	15-19		F	62
POA3047	15-19		M	82
POA3047	15-19	0	F	565
POA3047	15-19	0	M	598
POA3047	15-19	1	F	21
POA3047	15-19	1	M	22
POA3047	20-24		F	66
POA3047	20-24		M	116
POA3047	20-24	0	F	656
POA3047	20-24	0	M	783
POA3047	20-24	1	F	14
POA3047	20-24	1	M	21
POA3047	25-34		F	177
POA3047	25-34		M	293
POA3047	25-34	0	F	1518
POA3047	25-34	0	M	1858
POA3047	25-34	1	F	28
POA3047	25-34	1	M	49
POA3047	35-44		F	137
POA3047	35-44		M	225
POA3047	35-44	0	F	1168
POA3047	35-44	0	M	1265
POA3047	35-44	1	F	65
POA3047	35-44	1	M	80
POA3047	45-54		F	121
POA3047	45-54		M	147
POA3047	45-54	0	F	884
POA3047	45-54	0	M	925
POA3047	45-54	1	F	133
POA3047	45-54	1	M	96
POA3047	55-64		F	91
POA3047	55-64		M	120
POA3047	55-64	0	F	760
POA3047	55-64	0	M	806
POA3047	55-64	1	F	188
POA3047	55-64	1	M	179
POA3047	65-74		F	51
POA3047	65-74		M	47
POA3047	65-74	0	F	416
POA3047	65-74	0	M	422
POA3047	65-74	1	F	222
POA3047	65-74	1	M	168
POA3047	75-84		F	40
POA3047	75-84		M	36
POA3047	75-84	0	F	249
POA3047	75-84	0	M	208
POA3047	75-84	1	F	201
POA3047	75-84	1	M	146
POA3047	85+		F	9
POA3047	85+		M	9
POA3047	85+	0	F	58
POA3047	85+	0	M	43
POA3047	85+	1	F	141
POA3047	85+	1	M	62
POA3048	0-4		F	73
POA3048	0-4		M	66
POA3048	0-4	0	F	528
POA3048	0-4	0	M	539
POA3048	0-4	1	F	5
POA3048	0-4	1	M	3
POA3048	5-14		F	104
POA3048	5-14		M	132
POA3048	5-14	0	F	1117
POA3048	5-14	0	M	1115
POA3048	5-14	1	F	38
POA3048	5-14	1	M	84
POA3048	15-19		F	42
POA3048	15-19		M	40
POA3048	15-19	0	F	526
POA3048	15-19	0	M	552
POA3048	15-19	1	F	16
POA3048	15-19	1	M	28
POA3048	20-24		F	54
POA3048	20-24		M	52
POA3048	20-24	0	F	599
POA3048	20-24	0	M	650
POA3048	20-24	1	F	23
POA3048	20-24	1	M	31
POA3048	25-34		F	120
POA3048	25-34		M	117
POA3048	25-34	0	F	1190
POA3048	25-34	0	M	1227
POA3048	25-34	1	F	37
POA3048	25-34	1	M	31
POA3048	35-44		F	97
POA3048	35-44		M	109
POA3048	35-44	0	F	969
POA3048	35-44	0	M	973
POA3048	35-44	1	F	64
POA3048	35-44	1	M	56
POA3048	45-54		F	71
POA3048	45-54		M	78
POA3048	45-54	0	F	927
POA3048	45-54	0	M	855
POA3048	45-54	1	F	152
POA3048	45-54	1	M	100
POA3048	55-64		F	85
POA3048	55-64		M	64
POA3048	55-64	0	F	809
POA3048	55-64	0	M	786
POA3048	55-64	1	F	227
POA3048	55-64	1	M	166
POA3048	65-74		F	42
POA3048	65-74		M	27
POA3048	65-74	0	F	445
POA3048	65-74	0	M	413
POA3048	65-74	1	F	258
POA3048	65-74	1	M	195
POA3048	75-84		F	31
POA3048	75-84		M	16
POA3048	75-84	0	F	173
POA3048	75-84	0	M	188
POA3048	75-84	1	F	185
POA3048	75-84	1	M	158
POA3048	85+		F	12
POA3048	85+		M	5
POA3048	85+	0	F	37
POA3048	85+	0	M	31
POA3048	85+	1	F	89
POA3048	85+	1	M	40
POA3049	0-4		F	18
POA3049	0-4		M	15
POA3049	0-4	0	F	249
POA3049	0-4	0	M	257
POA3049	0-4	1	F	4
POA3049	0-4	1	M	5
POA3049	5-14		F	34
POA3049	5-14		M	27
POA3049	5-14	0	F	508
POA3049	5-14	0	M	491
POA3049	5-14	1	F	7
POA3049	5-14	1	M	47
POA3049	15-19		F	15
POA3049	15-19		M	20
POA3049	15-19	0	F	267
POA3049	15-19	0	M	272
POA3049	15-19	1	F	10
POA3049	15-19	1	M	19
POA3049	20-24		F	27
POA3049	20-24		M	15
POA3049	20-24	0	F	275
POA3049	20-24	0	M	279
POA3049	20-24	1	F	4
POA3049	20-24	1	M	10
POA3049	25-34		F	31
POA3049	25-34		M	34
POA3049	25-34	0	F	612
POA3049	25-34	0	M	631
POA3049	25-34	1	F	4
POA3049	25-34	1	M	17
POA3049	35-44		F	47
POA3049	35-44		M	29
POA3049	35-44	0	F	603
POA3049	35-44	0	M	557
POA3049	35-44	1	F	15
POA3049	35-44	1	M	17
POA3049	45-54		F	29
POA3049	45-54		M	33
POA3049	45-54	0	F	636
POA3049	45-54	0	M	579
POA3049	45-54	1	F	35
POA3049	45-54	1	M	21
POA3049	55-64		F	31
POA3049	55-64		M	22
POA3049	55-64	0	F	648
POA3049	55-64	0	M	581
POA3049	55-64	1	F	46
POA3049	55-64	1	M	45
POA3049	65-74		F	22
POA3049	65-74		M	16
POA3049	65-74	0	F	435
POA3049	65-74	0	M	380
POA3049	65-74	1	F	92
POA3049	65-74	1	M	59
POA3049	75-84		F	13
POA3049	75-84		M	10
POA3049	75-84	0	F	143
POA3049	75-84	0	M	149
POA3049	75-84	1	F	110
POA3049	75-84	1	M	63
POA3049	85+		F	6
POA3049	85+		M	8
POA3049	85+	0	F	23
POA3049	85+	0	M	23
POA3049	85+	1	F	69
POA3049	85+	1	M	33
POA3051	0-4		F	35
POA3051	0-4		M	23
POA3051	0-4	0	F	229
POA3051	0-4	0	M	237
POA3051	0-4	1	F	3
POA3051	0-4	1	M	6
POA3051	5-14		F	69
POA3051	5-14		M	61
POA3051	5-14	0	F	500
POA3051	5-14	0	M	529
POA3051	5-14	1	F	5
POA3051	5-14	1	M	23
POA3051	15-19		F	40
POA3051	15-19		M	20
POA3051	15-19	0	F	318
POA3051	15-19	0	M	311
POA3051	15-19	1	F	4
POA3051	15-19	1	M	11
POA3051	20-24		F	104
POA3051	20-24		M	72
POA3051	20-24	0	F	1004
POA3051	20-24	0	M	866
POA3051	20-24	1	F	7
POA3051	20-24	1	M	3
POA3051	25-34		F	186
POA3051	25-34		M	164
POA3051	25-34	0	F	1958
POA3051	25-34	0	M	1943
POA3051	25-34	1	F	15
POA3051	25-34	1	M	11
POA3051	35-44		F	100
POA3051	35-44		M	107
POA3051	35-44	0	F	1080
POA3051	35-44	0	M	1042
POA3051	35-44	1	F	13
POA3051	35-44	1	M	16
POA3051	45-54		F	64
POA3051	45-54		M	47
POA3051	45-54	0	F	688
POA3051	45-54	0	M	619
POA3051	45-54	1	F	30
POA3051	45-54	1	M	23
POA3051	55-64		F	45
POA3051	55-64		M	67
POA3051	55-64	0	F	484
POA3051	55-64	0	M	443
POA3051	55-64	1	F	37
POA3051	55-64	1	M	35
POA3051	65-74		F	24
POA3051	65-74		M	41
POA3051	65-74	0	F	310
POA3051	65-74	0	M	310
POA3051	65-74	1	F	53
POA3051	65-74	1	M	41
POA3051	75-84		F	9
POA3051	75-84		M	13
POA3051	75-84	0	F	102
POA3051	75-84	0	M	115
POA3051	75-84	1	F	58
POA3051	75-84	1	M	33
POA3051	85+		F	11
POA3051	85+	0	F	22
POA3051	85+	0	M	21
POA3051	85+	1	F	44
POA3051	85+	1	M	30
POA3052	0-4		F	9
POA3052	0-4		M	8
POA3052	0-4	0	F	75
POA3052	0-4	0	M	99
POA3052	0-4	1	M	4
POA3052	5-14		F	9
POA3052	5-14		M	14
POA3052	5-14	0	F	131
POA3052	5-14	0	M	140
POA3052	5-14	1	M	7
POA3052	15-19		F	55
POA3052	15-19		M	31
POA3052	15-19	0	F	708
POA3052	15-19	0	M	438
POA3052	15-19	1	F	6
POA3052	15-19	1	M	4
POA3052	20-24		F	38
POA3052	20-24		M	26
POA3052	20-24	0	F	769
POA3052	20-24	0	M	680
POA3052	20-24	1	F	3
POA3052	20-24	1	M	3
POA3052	25-34		F	50
POA3052	25-34		M	45
POA3052	25-34	0	F	759
POA3052	25-34	0	M	822
POA3052	25-34	1	F	13
POA3052	25-34	1	M	7
POA3052	35-44		F	23
POA3052	35-44		M	38
POA3052	35-44	0	F	309
POA3052	35-44	0	M	374
POA3052	35-44	1	F	10
POA3052	35-44	1	M	5
POA3052	45-54		F	17
POA3052	45-54		M	22
POA3052	45-54	0	F	199
POA3052	45-54	0	M	188
POA3052	45-54	1	F	8
POA3052	45-54	1	M	10
POA3052	55-64		F	14
POA3052	55-64		M	19
POA3052	55-64	0	F	175
POA3052	55-64	0	M	175
POA3052	55-64	1	F	8
POA3052	55-64	1	M	10
POA3052	65-74		F	15
POA3052	65-74		M	8
POA3052	65-74	0	F	155
POA3052	65-74	0	M	140
POA3052	65-74	1	F	16
POA3052	65-74	1	M	10
POA3052	75-84		M	12
POA3052	75-84	0	F	78
POA3052	75-84	0	M	81
POA3052	75-84	1	F	45
POA3052	75-84	1	M	24
POA3052	85+		F	10
POA3052	85+		M	5
POA3052	85+	0	F	23
POA3052	85+	0	M	11
POA3052	85+	1	F	83
POA3052	85+	1	M	21
POA3053	0-4		F	10
POA3053	0-4		M	15
POA3053	0-4	0	F	132
POA3053	0-4	0	M	147
POA3053	5-14		F	21
POA3053	5-14		M	24
POA3053	5-14	0	F	226
POA3053	5-14	0	M	262
POA3053	5-14	1	F	4
POA3053	5-14	1	M	6
POA3053	15-19		F	16
POA3053	15-19		M	22
POA3053	15-19	0	F	546
POA3053	15-19	0	M	418
POA3053	15-19	1	F	7
POA3053	15-19	1	M	3
POA3053	20-24		F	115
POA3053	20-24		M	114
POA3053	20-24	0	F	1892
POA3053	20-24	0	M	1734
POA3053	20-24	1	F	10
POA3053	20-24	1	M	15
POA3053	25-34		F	171
POA3053	25-34		M	173
POA3053	25-34	0	F	2496
POA3053	25-34	0	M	2527
POA3053	25-34	1	F	30
POA3053	25-34	1	M	24
POA3053	35-44		F	60
POA3053	35-44		M	65
POA3053	35-44	0	F	757
POA3053	35-44	0	M	825
POA3053	35-44	1	F	9
POA3053	35-44	1	M	16
POA3053	45-54		F	37
POA3053	45-54		M	46
POA3053	45-54	0	F	427
POA3053	45-54	0	M	410
POA3053	45-54	1	F	22
POA3053	45-54	1	M	21
POA3053	55-64		F	20
POA3053	55-64		M	18
POA3053	55-64	0	F	389
POA3053	55-64	0	M	314
POA3053	55-64	1	F	34
POA3053	55-64	1	M	32
POA3053	65-74		F	23
POA3053	65-74		M	17
POA3053	65-74	0	F	299
POA3053	65-74	0	M	268
POA3053	65-74	1	F	51
POA3053	65-74	1	M	25
POA3053	75-84		F	16
POA3053	75-84		M	20
POA3053	75-84	0	F	143
POA3053	75-84	0	M	128
POA3053	75-84	1	F	82
POA3053	75-84	1	M	54
POA3053	85+		F	11
POA3053	85+		M	8
POA3053	85+	0	F	28
POA3053	85+	0	M	34
POA3053	85+	1	F	94
POA3053	85+	1	M	43
POA3054	0-4		F	6
POA3054	0-4		M	7
POA3054	0-4	0	F	147
POA3054	0-4	0	M	160
POA3054	5-14		F	14
POA3054	5-14		M	17
POA3054	5-14	0	F	260
POA3054	5-14	0	M	262
POA3054	5-14	1	F	6
POA3054	5-14	1	M	11
POA3054	15-19		F	3
POA3054	15-19		M	8
POA3054	15-19	0	F	122
POA3054	15-19	0	M	123
POA3054	20-24		F	15
POA3054	20-24		M	7
POA3054	20-24	0	F	472
POA3054	20-24	0	M	336
POA3054	20-24	1	M	4
POA3054	25-34		F	33
POA3054	25-34		M	36
POA3054	25-34	0	F	1100
POA3054	25-34	0	M	962
POA3054	25-34	1	F	9
POA3054	25-34	1	M	6
POA3054	35-44		F	21
POA3054	35-44		M	22
POA3054	35-44	0	F	535
POA3054	35-44	0	M	512
POA3054	35-44	1	F	12
POA3054	35-44	1	M	5
POA3054	45-54		F	19
POA3054	45-54		M	24
POA3054	45-54	0	F	436
POA3054	45-54	0	M	369
POA3054	45-54	1	F	11
POA3054	45-54	1	M	9
POA3054	55-64		F	15
POA3054	55-64		M	21
POA3054	55-64	0	F	391
POA3054	55-64	0	M	364
POA3054	55-64	1	F	15
POA3054	55-64	1	M	13
POA3054	65-74		F	24
POA3054	65-74		M	8
POA3054	65-74	0	F	353
POA3054	65-74	0	M	324
POA3054	65-74	1	F	9
POA3054	65-74	1	M	14
POA3054	75-84		F	7
POA3054	75-84		M	7
POA3054	75-84	0	F	185
POA3054	75-84	0	M	157
POA3054	75-84	1	F	27
POA3054	75-84	1	M	14
POA3054	85+		F	6
POA3054	85+		M	3
POA3054	85+	0	F	42
POA3054	85+	0	M	29
POA3054	85+	1	F	47
POA3054	85+	1	M	20
POA3055	0-4		F	9
POA3055	0-4		M	15
POA3055	0-4	0	F	322
POA3055	0-4	0	M	353
POA3055	5-14		F	23
POA3055	5-14		M	11
POA3055	5-14	0	F	569
POA3055	5-14	0	M	530
POA3055	5-14	1	F	14
POA3055	5-14	1	M	32
POA3055	15-19		F	12
POA3055	15-19		M	3
POA3055	15-19	0	F	263
POA3055	15-19	0	M	229
POA3055	15-19	1	F	6
POA3055	15-19	1	M	12
POA3055	20-24		F	23
POA3055	20-24		M	15
POA3055	20-24	0	F	630
POA3055	20-24	0	M	538
POA3055	20-24	1	F	16
POA3055	20-24	1	M	12
POA3055	25-34		F	85
POA3055	25-34		M	69
POA3055	25-34	0	F	1830
POA3055	25-34	0	M	1687
POA3055	25-34	1	F	44
POA3055	25-34	1	M	24
POA3055	35-44		F	46
POA3055	35-44		M	57
POA3055	35-44	0	F	1208
POA3055	35-44	0	M	1146
POA3055	35-44	1	F	29
POA3055	35-44	1	M	16
POA3055	45-54		F	27
POA3055	45-54		M	26
POA3055	45-54	0	F	839
POA3055	45-54	0	M	795
POA3055	45-54	1	F	31
POA3055	45-54	1	M	30
POA3055	55-64		F	22
POA3055	55-64		M	22
POA3055	55-64	0	F	644
POA3055	55-64	0	M	572
POA3055	55-64	1	F	41
POA3055	55-64	1	M	30
POA3055	65-74		F	26
POA3055	65-74		M	11
POA3055	65-74	0	F	407
POA3055	65-74	0	M	363
POA3055	65-74	1	F	68
POA3055	65-74	1	M	46
POA3055	75-84		F	12
POA3055	75-84		M	13
POA3055	75-84	0	F	190
POA3055	75-84	0	M	176
POA3055	75-84	1	F	125
POA3055	75-84	1	M	63
POA3055	85+		F	8
POA3055	85+		M	7
POA3055	85+	0	F	46
POA3055	85+	0	M	31
POA3055	85+	1	F	133
POA3055	85+	1	M	65
POA3056	0-4		F	13
POA3056	0-4		M	17
POA3056	0-4	0	F	455
POA3056	0-4	0	M	495
POA3056	0-4	1	F	5
POA3056	5-14		F	15
POA3056	5-14		M	20
POA3056	5-14	0	F	729
POA3056	5-14	0	M	749
POA3056	5-14	1	F	14
POA3056	5-14	1	M	36
POA3056	15-19		F	16
POA3056	15-19		M	4
POA3056	15-19	0	F	317
POA3056	15-19	0	M	319
POA3056	15-19	1	F	9
POA3056	15-19	1	M	9
POA3056	20-24		F	43
POA3056	20-24		M	32
POA3056	20-24	0	F	1201
POA3056	20-24	0	M	1015
POA3056	20-24	1	F	14
POA3056	20-24	1	M	10
POA3056	25-34		F	123
POA3056	25-34		M	137
POA3056	25-34	0	F	3626
POA3056	25-34	0	M	3301
POA3056	25-34	1	F	54
POA3056	25-34	1	M	33
POA3056	35-44		F	55
POA3056	35-44		M	68
POA3056	35-44	0	F	2080
POA3056	35-44	0	M	2170
POA3056	35-44	1	F	32
POA3056	35-44	1	M	33
POA3056	45-54		F	40
POA3056	45-54		M	49
POA3056	45-54	0	F	1301
POA3056	45-54	0	M	1323
POA3056	45-54	1	F	40
POA3056	45-54	1	M	36
POA3056	55-64		F	31
POA3056	55-64		M	51
POA3056	55-64	0	F	998
POA3056	55-64	0	M	888
POA3056	55-64	1	F	66
POA3056	55-64	1	M	58
POA3056	65-74		F	34
POA3056	65-74		M	34
POA3056	65-74	0	F	642
POA3056	65-74	0	M	545
POA3056	65-74	1	F	109
POA3056	65-74	1	M	59
POA3056	75-84		F	23
POA3056	75-84		M	24
POA3056	75-84	0	F	278
POA3056	75-84	0	M	259
POA3056	75-84	1	F	217
POA3056	75-84	1	M	126
POA3056	85+		F	11
POA3056	85+		M	11
POA3056	85+	0	F	64
POA3056	85+	0	M	50
POA3056	85+	1	F	197
POA3056	85+	1	M	111
POA3057	0-4		F	11
POA3057	0-4		M	11
POA3057	0-4	0	F	234
POA3057	0-4	0	M	230
POA3057	0-4	1	F	5
POA3057	0-4	1	M	4
POA3057	5-14		F	16
POA3057	5-14		M	20
POA3057	5-14	0	F	347
POA3057	5-14	0	M	363
POA3057	5-14	1	F	3
POA3057	5-14	1	M	13
POA3057	15-19		F	7
POA3057	15-19		M	9
POA3057	15-19	0	F	164
POA3057	15-19	0	M	167
POA3057	15-19	1	F	4
POA3057	15-19	1	M	8
POA3057	20-24		F	25
POA3057	20-24		M	16
POA3057	20-24	0	F	592
POA3057	20-24	0	M	423
POA3057	20-24	1	F	13
POA3057	20-24	1	M	6
POA3057	25-34		F	91
POA3057	25-34		M	90
POA3057	25-34	0	F	2240
POA3057	25-34	0	M	1977
POA3057	25-34	1	F	26
POA3057	25-34	1	M	18
POA3057	35-44		F	56
POA3057	35-44		M	57
POA3057	35-44	0	F	1342
POA3057	35-44	0	M	1176
POA3057	35-44	1	F	13
POA3057	35-44	1	M	11
POA3057	45-54		F	28
POA3057	45-54		M	36
POA3057	45-54	0	F	658
POA3057	45-54	0	M	644
POA3057	45-54	1	F	22
POA3057	45-54	1	M	13
POA3057	55-64		F	17
POA3057	55-64		M	22
POA3057	55-64	0	F	473
POA3057	55-64	0	M	366
POA3057	55-64	1	F	23
POA3057	55-64	1	M	26
POA3057	65-74		F	15
POA3057	65-74		M	10
POA3057	65-74	0	F	295
POA3057	65-74	0	M	234
POA3057	65-74	1	F	33
POA3057	65-74	1	M	14
POA3057	75-84		F	10
POA3057	75-84		M	9
POA3057	75-84	0	F	130
POA3057	75-84	0	M	110
POA3057	75-84	1	F	75
POA3057	75-84	1	M	47
POA3057	85+		F	3
POA3057	85+		M	7
POA3057	85+	0	F	35
POA3057	85+	0	M	31
POA3057	85+	1	F	62
POA3057	85+	1	M	38
POA3058	0-4		F	38
POA3058	0-4		M	35
POA3058	0-4	0	F	926
