POA_CODE_2021	IndigenousStatus	persons
POA0845	Both Aboriginal & Torres Strait Islander	11
POA0845	Non-indigenous	276
POA0845	Torres Strait Islander	5
POA0846	Aboriginal	82
POA0846	Both Aboriginal & Torres Strait Islander	3
POA0846	Non-indigenous	232
POA0847	Aboriginal	141
POA0847	Non-indigenous	177
POA0850	Aboriginal	2061
POA0850	Both Aboriginal & Torres Strait Islander	65
POA0850	Non-indigenous	5702
POA0850	Torres Strait Islander	45
POA0852	Aboriginal	5929
POA0852	Both Aboriginal & Torres Strait Islander	39
POA0852	Non-indigenous	2756
POA0852	Torres Strait Islander	11
POA0853	Aboriginal	36
POA0853	Both Aboriginal & Torres Strait Islander	3
POA0853	Non-indigenous	811
POA0854	Aboriginal	547
POA0854	Both Aboriginal & Torres Strait Islander	6
POA0854	Non-indigenous	199
POA0854	Torres Strait Islander	3
POA0860	Aboriginal	1696
POA0860	Both Aboriginal & Torres Strait Islander	11
POA0860	Non-indigenous	1366
POA0860	Torres Strait Islander	7
POA0862	Aboriginal	369
POA0862	Both Aboriginal & Torres Strait Islander	3
POA0862	Non-indigenous	343
POA0870	Aboriginal	3804
POA0870	Both Aboriginal & Torres Strait Islander	79
POA0870	Non-indigenous	16442
POA0870	Torres Strait Islander	16
POA0872	Aboriginal	11712
POA0872	Both Aboriginal & Torres Strait Islander	59
POA0872	Non-indigenous	2879
POA0872	Torres Strait Islander	26
POA0873	Aboriginal	791
POA0873	Both Aboriginal & Torres Strait Islander	5
POA0873	Non-indigenous	1956
POA0873	Torres Strait Islander	4
POA0874	Aboriginal	29
POA0874	Non-indigenous	525
POA0875	Aboriginal	812
POA0875	Both Aboriginal & Torres Strait Islander	14
POA0875	Non-indigenous	1651
POA0875	Torres Strait Islander	5
POA0880	Aboriginal	1690
POA0880	Both Aboriginal & Torres Strait Islander	34
POA0880	Non-indigenous	3213
POA0880	Torres Strait Islander	16
POA0885	Aboriginal	38
POA0885	Both Aboriginal & Torres Strait Islander	3
POA0885	Non-indigenous	710
POA0886	Aboriginal	195
POA0886	Both Aboriginal & Torres Strait Islander	5
POA0886	Non-indigenous	548
POA0886	Torres Strait Islander	7
POA2000	Aboriginal	66
POA2000	Both Aboriginal & Torres Strait Islander	7
POA2000	Non-indigenous	27860
POA2000	Torres Strait Islander	3
POA2007	Aboriginal	71
POA2007	Both Aboriginal & Torres Strait Islander	4
POA2007	Non-indigenous	7329
POA2007	Torres Strait Islander	6
POA2008	Aboriginal	95
POA2008	Both Aboriginal & Torres Strait Islander	3
POA2008	Non-indigenous	10298
POA2008	Torres Strait Islander	4
POA2009	Aboriginal	138
POA2009	Both Aboriginal & Torres Strait Islander	9
POA2009	Non-indigenous	12508
POA2009	Torres Strait Islander	3
POA2010	Aboriginal	238
POA2010	Both Aboriginal & Torres Strait Islander	4
POA2010	Non-indigenous	26189
POA2010	Torres Strait Islander	12
POA2011	Aboriginal	225
POA2011	Both Aboriginal & Torres Strait Islander	11
POA2011	Non-indigenous	17944
POA2011	Torres Strait Islander	7
POA2015	Aboriginal	226
POA2015	Both Aboriginal & Torres Strait Islander	6
POA2015	Non-indigenous	11179
POA2015	Torres Strait Islander	11
POA2016	Aboriginal	401
POA2016	Both Aboriginal & Torres Strait Islander	6
POA2016	Non-indigenous	12657
POA2016	Torres Strait Islander	8
POA2017	Aboriginal	551
POA2017	Both Aboriginal & Torres Strait Islander	11
POA2017	Non-indigenous	28427
POA2017	Torres Strait Islander	14
POA2018	Aboriginal	209
POA2018	Non-indigenous	19663
POA2018	Torres Strait Islander	6
POA2019	Aboriginal	366
POA2019	Both Aboriginal & Torres Strait Islander	6
POA2019	Non-indigenous	13092
POA2019	Torres Strait Islander	3
POA2020	Aboriginal	232
POA2020	Both Aboriginal & Torres Strait Islander	8
POA2020	Non-indigenous	21345
POA2020	Torres Strait Islander	6
POA2021	Aboriginal	57
POA2021	Both Aboriginal & Torres Strait Islander	5
POA2021	Non-indigenous	14878
POA2021	Torres Strait Islander	6
POA2022	Aboriginal	42
POA2022	Non-indigenous	13467
POA2023	Aboriginal	31
POA2023	Non-indigenous	10559
POA2024	Aboriginal	61
POA2024	Non-indigenous	11313
POA2024	Torres Strait Islander	6
POA2025	Aboriginal	19
POA2025	Non-indigenous	7170
POA2026	Aboriginal	116
POA2026	Both Aboriginal & Torres Strait Islander	9
POA2026	Non-indigenous	32554
POA2026	Torres Strait Islander	14
POA2027	Aboriginal	24
POA2027	Non-indigenous	7783
POA2027	Torres Strait Islander	3
POA2028	Aboriginal	19
POA2028	Non-indigenous	4690
POA2029	Aboriginal	40
POA2029	Non-indigenous	9871
POA2030	Aboriginal	37
POA2030	Both Aboriginal & Torres Strait Islander	6
POA2030	Non-indigenous	14391
POA2031	Aboriginal	213
POA2031	Both Aboriginal & Torres Strait Islander	3
POA2031	Non-indigenous	33609
POA2031	Torres Strait Islander	5
POA2032	Aboriginal	211
POA2032	Both Aboriginal & Torres Strait Islander	4
POA2032	Non-indigenous	14420
POA2032	Torres Strait Islander	8
POA2033	Aboriginal	134
POA2033	Both Aboriginal & Torres Strait Islander	6
POA2033	Non-indigenous	11784
POA2033	Torres Strait Islander	3
POA2034	Aboriginal	223
POA2034	Both Aboriginal & Torres Strait Islander	21
POA2034	Non-indigenous	20001
POA2034	Torres Strait Islander	4
POA2035	Aboriginal	443
POA2035	Both Aboriginal & Torres Strait Islander	24
POA2035	Non-indigenous	34123
POA2035	Torres Strait Islander	12
POA2036	Aboriginal	1349
POA2036	Both Aboriginal & Torres Strait Islander	21
POA2036	Non-indigenous	32388
POA2036	Torres Strait Islander	9
POA2037	Aboriginal	406
POA2037	Both Aboriginal & Torres Strait Islander	11
POA2037	Non-indigenous	16204
POA2037	Torres Strait Islander	20
POA2038	Aboriginal	87
POA2038	Both Aboriginal & Torres Strait Islander	3
POA2038	Non-indigenous	9397
POA2039	Aboriginal	88
POA2039	Non-indigenous	8462
POA2039	Torres Strait Islander	3
POA2040	Aboriginal	291
POA2040	Both Aboriginal & Torres Strait Islander	12
POA2040	Non-indigenous	22488
POA2040	Torres Strait Islander	12
POA2041	Aboriginal	106
POA2041	Non-indigenous	15478
POA2042	Aboriginal	238
POA2042	Both Aboriginal & Torres Strait Islander	7
POA2042	Non-indigenous	18425
POA2042	Torres Strait Islander	3
POA2043	Aboriginal	136
POA2043	Both Aboriginal & Torres Strait Islander	7
POA2043	Non-indigenous	9514
POA2044	Aboriginal	155
POA2044	Non-indigenous	8123
POA2045	Aboriginal	40
POA2045	Both Aboriginal & Torres Strait Islander	11
POA2045	Non-indigenous	6429
POA2046	Aboriginal	170
POA2046	Both Aboriginal & Torres Strait Islander	4
POA2046	Non-indigenous	27106
POA2046	Torres Strait Islander	8
POA2047	Aboriginal	50
POA2047	Both Aboriginal & Torres Strait Islander	3
POA2047	Non-indigenous	11958
POA2048	Aboriginal	62
POA2048	Non-indigenous	7550
POA2048	Torres Strait Islander	7
POA2049	Aboriginal	194
POA2049	Both Aboriginal & Torres Strait Islander	11
POA2049	Non-indigenous	12053
POA2050	Aboriginal	107
POA2050	Both Aboriginal & Torres Strait Islander	5
POA2050	Non-indigenous	9269
POA2060	Aboriginal	55
POA2060	Both Aboriginal & Torres Strait Islander	3
POA2060	Non-indigenous	15077
POA2061	Aboriginal	29
POA2061	Non-indigenous	6129
POA2062	Aboriginal	32
POA2062	Non-indigenous	7053
POA2062	Torres Strait Islander	3
POA2063	Aboriginal	22
POA2063	Non-indigenous	6471
POA2064	Aboriginal	19
POA2064	Both Aboriginal & Torres Strait Islander	5
POA2064	Non-indigenous	9393
POA2065	Aboriginal	118
POA2065	Non-indigenous	31577
POA2065	Torres Strait Islander	3
POA2066	Aboriginal	124
POA2066	Non-indigenous	33717
POA2066	Torres Strait Islander	3
POA2067	Aboriginal	52
POA2067	Both Aboriginal & Torres Strait Islander	3
POA2067	Non-indigenous	27018
POA2067	Torres Strait Islander	5
POA2068	Aboriginal	47
POA2068	Non-indigenous	17403
POA2069	Aboriginal	41
POA2069	Non-indigenous	14560
POA2069	Torres Strait Islander	3
POA2070	Aboriginal	33
POA2070	Non-indigenous	14615
POA2071	Aboriginal	18
POA2071	Non-indigenous	13487
POA2071	Torres Strait Islander	5
POA2072	Aboriginal	17
POA2072	Non-indigenous	8775
POA2072	Torres Strait Islander	3
POA2073	Aboriginal	31
POA2073	Non-indigenous	17187
POA2073	Torres Strait Islander	3
POA2074	Aboriginal	45
POA2074	Both Aboriginal & Torres Strait Islander	8
POA2074	Non-indigenous	23363
POA2074	Torres Strait Islander	7
POA2075	Aboriginal	38
POA2075	Non-indigenous	21627
POA2076	Aboriginal	93
POA2076	Both Aboriginal & Torres Strait Islander	5
POA2076	Non-indigenous	25230
POA2076	Torres Strait Islander	12
POA2077	Aboriginal	230
POA2077	Both Aboriginal & Torres Strait Islander	6
POA2077	Non-indigenous	42576
POA2077	Torres Strait Islander	7
POA2079	Aboriginal	63
POA2079	Non-indigenous	7753
POA2080	Aboriginal	37
POA2080	Non-indigenous	1729
POA2081	Aboriginal	45
POA2081	Non-indigenous	5349
POA2082	Aboriginal	39
POA2082	Non-indigenous	5416
POA2082	Torres Strait Islander	3
POA2083	Aboriginal	18
POA2083	Non-indigenous	1647
POA2084	Aboriginal	14
POA2084	Non-indigenous	3745
POA2085	Aboriginal	45
POA2085	Non-indigenous	11407
POA2086	Aboriginal	87
POA2086	Non-indigenous	14127
POA2087	Aboriginal	46
POA2087	Non-indigenous	13115
POA2088	Aboriginal	73
POA2088	Both Aboriginal & Torres Strait Islander	4
POA2088	Non-indigenous	28252
POA2089	Aboriginal	47
POA2089	Both Aboriginal & Torres Strait Islander	3
POA2089	Non-indigenous	11435
POA2089	Torres Strait Islander	6
POA2090	Aboriginal	34
POA2090	Non-indigenous	13496
POA2090	Torres Strait Islander	3
POA2092	Aboriginal	38
POA2092	Non-indigenous	7346
POA2093	Aboriginal	81
POA2093	Both Aboriginal & Torres Strait Islander	10
POA2093	Non-indigenous	23459
POA2093	Torres Strait Islander	5
POA2094	Aboriginal	27
POA2094	Non-indigenous	6111
POA2094	Torres Strait Islander	3
POA2095	Aboriginal	73
POA2095	Both Aboriginal & Torres Strait Islander	4
POA2095	Non-indigenous	16219
POA2096	Aboriginal	78
POA2096	Non-indigenous	14873
POA2096	Torres Strait Islander	4
POA2097	Aboriginal	88
POA2097	Both Aboriginal & Torres Strait Islander	7
POA2097	Non-indigenous	15891
POA2097	Torres Strait Islander	5
POA2099	Aboriginal	369
POA2099	Non-indigenous	42541
POA2099	Torres Strait Islander	7
POA2100	Aboriginal	148
POA2100	Both Aboriginal & Torres Strait Islander	3
POA2100	Non-indigenous	21816
POA2100	Torres Strait Islander	6
POA2101	Aboriginal	202
POA2101	Both Aboriginal & Torres Strait Islander	3
POA2101	Non-indigenous	19677
POA2101	Torres Strait Islander	3
POA2102	Aboriginal	69
POA2102	Both Aboriginal & Torres Strait Islander	5
POA2102	Non-indigenous	8294
POA2102	Torres Strait Islander	11
POA2103	Aboriginal	75
POA2103	Both Aboriginal & Torres Strait Islander	3
POA2103	Non-indigenous	10799
POA2104	Aboriginal	13
POA2104	Non-indigenous	3794
POA2105	Aboriginal	4
POA2105	Non-indigenous	2004
POA2106	Aboriginal	46
POA2106	Non-indigenous	9609
POA2106	Torres Strait Islander	4
POA2107	Aboriginal	93
POA2107	Non-indigenous	15329
POA2108	Aboriginal	10
POA2108	Non-indigenous	1730
POA2110	Aboriginal	52
POA2110	Non-indigenous	9791
POA2110	Torres Strait Islander	3
POA2111	Aboriginal	80
POA2111	Non-indigenous	15376
POA2112	Aboriginal	185
POA2112	Both Aboriginal & Torres Strait Islander	3
POA2112	Non-indigenous	37828
POA2112	Torres Strait Islander	10
POA2113	Aboriginal	135
POA2113	Both Aboriginal & Torres Strait Islander	3
POA2113	Non-indigenous	27495
POA2113	Torres Strait Islander	4
POA2114	Aboriginal	90
POA2114	Both Aboriginal & Torres Strait Islander	4
POA2114	Non-indigenous	25166
POA2114	Torres Strait Islander	7
POA2115	Aboriginal	150
POA2115	Both Aboriginal & Torres Strait Islander	8
POA2115	Non-indigenous	12525
POA2115	Torres Strait Islander	3
POA2116	Aboriginal	60
POA2116	Non-indigenous	7211
POA2116	Torres Strait Islander	3
POA2117	Aboriginal	190
POA2117	Both Aboriginal & Torres Strait Islander	3
POA2117	Non-indigenous	21987
POA2117	Torres Strait Islander	5
POA2118	Aboriginal	108
POA2118	Non-indigenous	27777
POA2118	Torres Strait Islander	3
POA2119	Aboriginal	33
POA2119	Non-indigenous	12425
POA2120	Aboriginal	108
POA2120	Both Aboriginal & Torres Strait Islander	3
POA2120	Non-indigenous	20877
POA2121	Aboriginal	74
POA2121	Both Aboriginal & Torres Strait Islander	5
POA2121	Non-indigenous	34123
POA2121	Torres Strait Islander	7
POA2122	Aboriginal	95
POA2122	Non-indigenous	31086
POA2122	Torres Strait Islander	6
POA2125	Aboriginal	61
POA2125	Non-indigenous	16559
POA2126	Aboriginal	61
POA2126	Non-indigenous	19021
POA2127	Aboriginal	111
POA2127	Both Aboriginal & Torres Strait Islander	4
POA2127	Non-indigenous	23083
POA2128	Aboriginal	298
POA2128	Both Aboriginal & Torres Strait Islander	4
POA2128	Non-indigenous	3288
POA2128	Torres Strait Islander	10
POA2130	Aboriginal	59
POA2130	Non-indigenous	7229
POA2131	Aboriginal	143
POA2131	Both Aboriginal & Torres Strait Islander	19
POA2131	Non-indigenous	22845
POA2131	Torres Strait Islander	5
POA2132	Aboriginal	41
POA2132	Non-indigenous	10711
POA2132	Torres Strait Islander	3
POA2133	Aboriginal	88
POA2133	Non-indigenous	10841
POA2134	Aboriginal	39
POA2134	Non-indigenous	18179
POA2134	Torres Strait Islander	6
POA2135	Aboriginal	93
POA2135	Both Aboriginal & Torres Strait Islander	3
POA2135	Non-indigenous	25811
POA2135	Torres Strait Islander	8
POA2136	Aboriginal	45
POA2136	Both Aboriginal & Torres Strait Islander	3
POA2136	Non-indigenous	7715
POA2137	Aboriginal	163
POA2137	Non-indigenous	27552
POA2137	Torres Strait Islander	11
POA2138	Aboriginal	74
POA2138	Both Aboriginal & Torres Strait Islander	3
POA2138	Non-indigenous	19598
POA2138	Torres Strait Islander	11
POA2140	Aboriginal	76
POA2140	Both Aboriginal & Torres Strait Islander	4
POA2140	Non-indigenous	20683
POA2140	Torres Strait Islander	3
POA2141	Aboriginal	103
POA2141	Both Aboriginal & Torres Strait Islander	4
POA2141	Non-indigenous	32318
POA2142	Aboriginal	187
POA2142	Both Aboriginal & Torres Strait Islander	7
POA2142	Non-indigenous	27792
POA2142	Torres Strait Islander	7
POA2143	Aboriginal	51
POA2143	Non-indigenous	9717
POA2143	Torres Strait Islander	6
POA2144	Aboriginal	93
POA2144	Both Aboriginal & Torres Strait Islander	7
POA2144	Non-indigenous	39228
POA2144	Torres Strait Islander	5
POA2145	Aboriginal	743
POA2145	Both Aboriginal & Torres Strait Islander	10
POA2145	Non-indigenous	86744
POA2145	Torres Strait Islander	34
POA2146	Aboriginal	292
POA2146	Both Aboriginal & Torres Strait Islander	9
POA2146	Non-indigenous	19145
POA2146	Torres Strait Islander	10
POA2147	Aboriginal	756
POA2147	Both Aboriginal & Torres Strait Islander	16
POA2147	Non-indigenous	36501
POA2147	Torres Strait Islander	12
POA2148	Aboriginal	1223
POA2148	Both Aboriginal & Torres Strait Islander	37
POA2148	Non-indigenous	66198
POA2148	Torres Strait Islander	25
POA2150	Aboriginal	166
POA2150	Both Aboriginal & Torres Strait Islander	8
POA2150	Non-indigenous	35075
POA2150	Torres Strait Islander	5
POA2151	Aboriginal	155
POA2151	Both Aboriginal & Torres Strait Islander	5
POA2151	Non-indigenous	21037
POA2151	Torres Strait Islander	7
POA2152	Aboriginal	91
POA2152	Non-indigenous	11161
POA2152	Torres Strait Islander	9
POA2153	Aboriginal	352
POA2153	Both Aboriginal & Torres Strait Islander	18
POA2153	Non-indigenous	62240
POA2154	Aboriginal	147
POA2154	Both Aboriginal & Torres Strait Islander	7
POA2154	Non-indigenous	40717
POA2154	Torres Strait Islander	3
POA2155	Aboriginal	526
POA2155	Both Aboriginal & Torres Strait Islander	11
POA2155	Non-indigenous	75156
POA2155	Torres Strait Islander	6
POA2156	Aboriginal	116
POA2156	Non-indigenous	13283
POA2156	Torres Strait Islander	4
POA2157	Aboriginal	30
POA2157	Non-indigenous	4006
POA2157	Torres Strait Islander	6
POA2158	Aboriginal	54
POA2158	Non-indigenous	8883
POA2159	Aboriginal	53
POA2159	Both Aboriginal & Torres Strait Islander	3
POA2159	Non-indigenous	5092
POA2160	Aboriginal	262
POA2160	Both Aboriginal & Torres Strait Islander	9
POA2160	Non-indigenous	39101
POA2160	Torres Strait Islander	16
POA2161	Aboriginal	252
POA2161	Both Aboriginal & Torres Strait Islander	9
POA2161	Non-indigenous	34098
POA2161	Torres Strait Islander	20
POA2162	Aboriginal	128
POA2162	Both Aboriginal & Torres Strait Islander	5
POA2162	Non-indigenous	20167
POA2162	Torres Strait Islander	6
POA2163	Aboriginal	97
POA2163	Non-indigenous	10438
POA2163	Torres Strait Islander	9
POA2164	Aboriginal	214
POA2164	Both Aboriginal & Torres Strait Islander	6
POA2164	Non-indigenous	21050
POA2164	Torres Strait Islander	3
POA2165	Aboriginal	271
POA2165	Both Aboriginal & Torres Strait Islander	6
POA2165	Non-indigenous	44769
POA2166	Aboriginal	281
POA2166	Both Aboriginal & Torres Strait Islander	10
POA2166	Non-indigenous	53875
POA2166	Torres Strait Islander	18
POA2167	Aboriginal	155
POA2167	Both Aboriginal & Torres Strait Islander	3
POA2167	Non-indigenous	10372
POA2167	Torres Strait Islander	6
POA2168	Aboriginal	1175
POA2168	Both Aboriginal & Torres Strait Islander	31
POA2168	Non-indigenous	43789
POA2168	Torres Strait Islander	28
POA2170	Aboriginal	1685
POA2170	Both Aboriginal & Torres Strait Islander	32
POA2170	Non-indigenous	112742
POA2170	Torres Strait Islander	20
POA2171	Aboriginal	308
POA2171	Both Aboriginal & Torres Strait Islander	3
POA2171	Non-indigenous	38564
POA2171	Torres Strait Islander	7
POA2172	Aboriginal	29
POA2172	Both Aboriginal & Torres Strait Islander	4
POA2172	Non-indigenous	2859
POA2173	Aboriginal	311
POA2173	Both Aboriginal & Torres Strait Islander	5
POA2173	Non-indigenous	14222
POA2173	Torres Strait Islander	6
POA2174	Aboriginal	80
POA2174	Non-indigenous	11993
POA2174	Torres Strait Islander	7
POA2175	Aboriginal	25
POA2175	Non-indigenous	1765
POA2176	Aboriginal	269
POA2176	Both Aboriginal & Torres Strait Islander	9
POA2176	Non-indigenous	49726
POA2176	Torres Strait Islander	18
POA2177	Aboriginal	154
POA2177	Both Aboriginal & Torres Strait Islander	11
POA2177	Non-indigenous	16989
POA2178	Aboriginal	79
POA2178	Non-indigenous	4091
POA2179	Aboriginal	226
POA2179	Non-indigenous	16031
POA2179	Torres Strait Islander	5
POA2190	Aboriginal	132
POA2190	Both Aboriginal & Torres Strait Islander	9
POA2190	Non-indigenous	27410
POA2190	Torres Strait Islander	8
POA2191	Aboriginal	32
POA2191	Non-indigenous	6523
POA2192	Aboriginal	79
POA2192	Non-indigenous	13695
POA2192	Torres Strait Islander	7
POA2193	Aboriginal	180
POA2193	Both Aboriginal & Torres Strait Islander	8
POA2193	Non-indigenous	17581
POA2193	Torres Strait Islander	9
POA2194	Aboriginal	142
POA2194	Both Aboriginal & Torres Strait Islander	3
POA2194	Non-indigenous	25981
POA2194	Torres Strait Islander	6
POA2195	Aboriginal	67
POA2195	Both Aboriginal & Torres Strait Islander	4
POA2195	Non-indigenous	27023
POA2195	Torres Strait Islander	9
POA2196	Aboriginal	206
POA2196	Both Aboriginal & Torres Strait Islander	9
POA2196	Non-indigenous	33517
POA2196	Torres Strait Islander	11
POA2197	Aboriginal	52
POA2197	Non-indigenous	10062
POA2197	Torres Strait Islander	7
POA2198	Aboriginal	64
POA2198	Non-indigenous	9775
POA2198	Torres Strait Islander	4
POA2199	Aboriginal	125
POA2199	Both Aboriginal & Torres Strait Islander	4
POA2199	Non-indigenous	19517
POA2199	Torres Strait Islander	5
POA2200	Aboriginal	181
POA2200	Both Aboriginal & Torres Strait Islander	9
POA2200	Non-indigenous	47802
POA2200	Torres Strait Islander	11
POA2203	Aboriginal	211
POA2203	Both Aboriginal & Torres Strait Islander	8
POA2203	Non-indigenous	13721
POA2203	Torres Strait Islander	6
POA2204	Aboriginal	409
POA2204	Both Aboriginal & Torres Strait Islander	6
POA2204	Non-indigenous	26146
POA2204	Torres Strait Islander	6
POA2205	Aboriginal	156
POA2205	Both Aboriginal & Torres Strait Islander	4
POA2205	Non-indigenous	25174
POA2205	Torres Strait Islander	4
POA2206	Aboriginal	149
POA2206	Both Aboriginal & Torres Strait Islander	8
POA2206	Non-indigenous	19569
POA2206	Torres Strait Islander	4
POA2207	Aboriginal	170
POA2207	Both Aboriginal & Torres Strait Islander	16
POA2207	Non-indigenous	28193
POA2207	Torres Strait Islander	3
POA2208	Aboriginal	96
POA2208	Both Aboriginal & Torres Strait Islander	9
POA2208	Non-indigenous	12771
POA2208	Torres Strait Islander	5
POA2209	Aboriginal	129
POA2209	Non-indigenous	15692
POA2209	Torres Strait Islander	4
POA2210	Aboriginal	286
POA2210	Both Aboriginal & Torres Strait Islander	6
POA2210	Non-indigenous	32965
POA2210	Torres Strait Islander	5
POA2211	Aboriginal	206
POA2211	Both Aboriginal & Torres Strait Islander	6
POA2211	Non-indigenous	17392
POA2211	Torres Strait Islander	6
POA2212	Aboriginal	220
POA2212	Non-indigenous	16954
POA2212	Torres Strait Islander	10
POA2213	Aboriginal	316
POA2213	Both Aboriginal & Torres Strait Islander	3
POA2213	Non-indigenous	22962
POA2213	Torres Strait Islander	9
POA2214	Aboriginal	99
POA2214	Non-indigenous	3975
POA2216	Aboriginal	181
POA2216	Both Aboriginal & Torres Strait Islander	3
POA2216	Non-indigenous	27832
POA2216	Torres Strait Islander	11
POA2217	Aboriginal	180
POA2217	Both Aboriginal & Torres Strait Islander	7
POA2217	Non-indigenous	28486
POA2218	Aboriginal	107
POA2218	Both Aboriginal & Torres Strait Islander	4
POA2218	Non-indigenous	16068
POA2218	Torres Strait Islander	3
POA2219	Aboriginal	141
POA2219	Both Aboriginal & Torres Strait Islander	9
POA2219	Non-indigenous	13610
POA2219	Torres Strait Islander	11
POA2220	Aboriginal	97
POA2220	Non-indigenous	33659
POA2220	Torres Strait Islander	5
POA2221	Aboriginal	118
POA2221	Both Aboriginal & Torres Strait Islander	11
POA2221	Non-indigenous	16932
POA2221	Torres Strait Islander	4
POA2222	Aboriginal	82
POA2222	Non-indigenous	12578
POA2223	Aboriginal	181
POA2223	Non-indigenous	21222
POA2224	Aboriginal	180
POA2224	Both Aboriginal & Torres Strait Islander	6
POA2224	Non-indigenous	14373
POA2225	Aboriginal	65
POA2225	Non-indigenous	5488
POA2225	Torres Strait Islander	7
POA2226	Aboriginal	158
POA2226	Both Aboriginal & Torres Strait Islander	5
POA2226	Non-indigenous	12891
POA2227	Aboriginal	203
POA2227	Both Aboriginal & Torres Strait Islander	4
POA2227	Non-indigenous	15151
POA2227	Torres Strait Islander	6
POA2228	Aboriginal	267
POA2228	Both Aboriginal & Torres Strait Islander	5
POA2228	Non-indigenous	20721
POA2228	Torres Strait Islander	8
POA2229	Aboriginal	377
POA2229	Both Aboriginal & Torres Strait Islander	4
POA2229	Non-indigenous	30544
POA2229	Torres Strait Islander	18
POA2230	Aboriginal	451
POA2230	Non-indigenous	30236
POA2230	Torres Strait Islander	3
POA2231	Aboriginal	91
POA2231	Both Aboriginal & Torres Strait Islander	4
POA2231	Non-indigenous	2433
POA2232	Aboriginal	475
POA2232	Both Aboriginal & Torres Strait Islander	13
POA2232	Non-indigenous	34808
POA2232	Torres Strait Islander	8
POA2233	Aboriginal	506
POA2233	Both Aboriginal & Torres Strait Islander	10
POA2233	Non-indigenous	29428
POA2233	Torres Strait Islander	16
POA2234	Aboriginal	354
POA2234	Both Aboriginal & Torres Strait Islander	8
POA2234	Non-indigenous	30278
POA2234	Torres Strait Islander	8
POA2250	Aboriginal	2556
POA2250	Both Aboriginal & Torres Strait Islander	49
POA2250	Non-indigenous	68511
POA2250	Torres Strait Islander	52
POA2251	Aboriginal	966
POA2251	Both Aboriginal & Torres Strait Islander	10
POA2251	Non-indigenous	32716
POA2251	Torres Strait Islander	29
POA2256	Aboriginal	773
POA2256	Both Aboriginal & Torres Strait Islander	5
POA2256	Non-indigenous	15256
POA2256	Torres Strait Islander	5
POA2257	Aboriginal	1215
POA2257	Both Aboriginal & Torres Strait Islander	17
POA2257	Non-indigenous	29159
POA2257	Torres Strait Islander	12
POA2258	Aboriginal	183
POA2258	Non-indigenous	5070
POA2259	Aboriginal	3931
POA2259	Both Aboriginal & Torres Strait Islander	92
POA2259	Non-indigenous	62139
POA2259	Torres Strait Islander	74
POA2260	Aboriginal	560
POA2260	Both Aboriginal & Torres Strait Islander	7
POA2260	Non-indigenous	25267
POA2260	Torres Strait Islander	11
POA2261	Aboriginal	2853
POA2261	Both Aboriginal & Torres Strait Islander	49
POA2261	Non-indigenous	52178
POA2261	Torres Strait Islander	49
POA2262	Aboriginal	1786
POA2262	Both Aboriginal & Torres Strait Islander	31
POA2262	Non-indigenous	19548
POA2262	Torres Strait Islander	46
POA2263	Aboriginal	1824
