GCCSA_NAME21	Age.min	persons
Greater Melbourne	28	77765
Greater Melbourne	29	78032
Greater Melbourne	30	80617
Greater Melbourne	31	81773
Greater Melbourne	32	81056
Greater Melbourne	33	81316
Greater Melbourne	34	80796
Greater Melbourne	35	80870
Greater Melbourne	36	80756
Greater Melbourne	37	78840
Greater Melbourne	38	78964
Greater Melbourne	39	76369
Greater Melbourne	40	73619
Greater Melbourne	41	69734
Greater Melbourne	42	67483
Greater Melbourne	43	64848
Greater Melbourne	44	63615
Greater Melbourne	45	62880
Greater Melbourne	46	63513
Greater Melbourne	47	63770
Greater Melbourne	48	63958
Greater Melbourne	49	66244
Greater Melbourne	50	67500
Greater Melbourne	51	63133
Greater Melbourne	52	62054
Greater Melbourne	53	59454
Greater Melbourne	54	56605
Greater Melbourne	55	56015
Greater Melbourne	56	55533
Greater Melbourne	57	55943
Greater Melbourne	58	56026
Greater Melbourne	59	54452
Greater Melbourne	60	53817
Greater Melbourne	61	51663
Greater Melbourne	62	50406
Greater Melbourne	63	48630
Greater Melbourne	64	47486
Greater Melbourne	65	46563
Greater Melbourne	66	44682
Greater Melbourne	67	42327
Greater Melbourne	68	41572
Greater Melbourne	69	40054
Greater Melbourne	70	39496
Greater Melbourne	71	38188
Greater Melbourne	72	36762
Greater Melbourne	73	37015
Greater Melbourne	74	38369
Greater Melbourne	75	31675
Greater Melbourne	76	29405
Greater Melbourne	77	27806
Greater Melbourne	78	24477
Greater Melbourne	79	24102
Greater Melbourne	80	97528
Greater Melbourne	85	60293
Greater Melbourne	90	30327
Greater Melbourne	95	8356
Greater Melbourne	100	1038
Rest of Vic.	0	16500
Rest of Vic.	1	16548
Rest of Vic.	2	16919
Rest of Vic.	3	17360
Rest of Vic.	4	17503
Rest of Vic.	5	18583
Rest of Vic.	6	18537
Rest of Vic.	7	18894
Rest of Vic.	8	18988
Rest of Vic.	9	19243
Rest of Vic.	10	18947
Rest of Vic.	11	19380
Rest of Vic.	12	19641
Rest of Vic.	13	19473
Rest of Vic.	14	20205
Rest of Vic.	15	19041
Rest of Vic.	16	17787
Rest of Vic.	17	17902
Rest of Vic.	18	17021
Rest of Vic.	19	16292
Rest of Vic.	20	16028
Rest of Vic.	21	15981
Rest of Vic.	22	16162
Rest of Vic.	23	16144
Rest of Vic.	24	16816
Rest of Vic.	25	17321
Rest of Vic.	26	18418
Rest of Vic.	27	18531
Rest of Vic.	28	18477
Rest of Vic.	29	18740
Rest of Vic.	30	18890
Rest of Vic.	31	19012
Rest of Vic.	32	18558
Rest of Vic.	33	18495
Rest of Vic.	34	18551
Rest of Vic.	35	18914
Rest of Vic.	36	18871
Rest of Vic.	37	18611
Rest of Vic.	38	18685
Rest of Vic.	39	18105
Rest of Vic.	40	18207
Rest of Vic.	41	17387
Rest of Vic.	42	17404
Rest of Vic.	43	17896
Rest of Vic.	44	17797
Rest of Vic.	45	17955
Rest of Vic.	46	18404
Rest of Vic.	47	19114
Rest of Vic.	48	19350
Rest of Vic.	49	20615
Rest of Vic.	50	21434
Rest of Vic.	51	19936
Rest of Vic.	52	20545
Rest of Vic.	53	19600
Rest of Vic.	54	19424
Rest of Vic.	55	19684
Rest of Vic.	56	20231
Rest of Vic.	57	21005
Rest of Vic.	58	21918
Rest of Vic.	59	22534
Rest of Vic.	60	22468
Rest of Vic.	61	21960
Rest of Vic.	62	22361
Rest of Vic.	63	21928
Rest of Vic.	64	21395
Rest of Vic.	65	21403
Rest of Vic.	66	21234
Rest of Vic.	67	21021
Rest of Vic.	68	21008
Rest of Vic.	69	20277
Rest of Vic.	70	19686
Rest of Vic.	71	19655
Rest of Vic.	72	18506
Rest of Vic.	73	18198
Rest of Vic.	74	18927
Rest of Vic.	75	15223
Rest of Vic.	76	14103
Rest of Vic.	77	13119
Rest of Vic.	78	11674
Rest of Vic.	79	11498
Rest of Vic.	80	44035
Rest of Vic.	85	25701
Rest of Vic.	90	12854
Rest of Vic.	95	3476
Rest of Vic.	100	386
No usual address (Qld)	0	69
No usual address (Qld)	1	110
No usual address (Qld)	2	109
No usual address (Qld)	3	110
No usual address (Qld)	4	102
No usual address (Qld)	5	104
No usual address (Qld)	6	114
No usual address (Qld)	7	98
No usual address (Qld)	8	102
No usual address (Qld)	9	94
No usual address (Qld)	10	102
No usual address (Qld)	11	98
No usual address (Qld)	12	94
No usual address (Qld)	13	73
No usual address (Qld)	14	67
No usual address (Qld)	15	95
No usual address (Qld)	16	109
No usual address (Qld)	17	110
No usual address (Qld)	18	98
No usual address (Qld)	19	155
No usual address (Qld)	20	151
No usual address (Qld)	21	172
No usual address (Qld)	22	162
No usual address (Qld)	23	197
No usual address (Qld)	24	243
No usual address (Qld)	25	255
No usual address (Qld)	26	315
No usual address (Qld)	27	250
No usual address (Qld)	28	281
No usual address (Qld)	29	308
No usual address (Qld)	30	300
No usual address (Qld)	31	243
No usual address (Qld)	32	250
No usual address (Qld)	33	208
No usual address (Qld)	34	226
No usual address (Qld)	35	249
No usual address (Qld)	36	197
No usual address (Qld)	37	211
No usual address (Qld)	38	217
No usual address (Qld)	39	204
No usual address (Qld)	40	228
No usual address (Qld)	41	191
No usual address (Qld)	42	217
No usual address (Qld)	43	165
No usual address (Qld)	44	204
No usual address (Qld)	45	194
No usual address (Qld)	46	186
No usual address (Qld)	47	193
No usual address (Qld)	48	187
No usual address (Qld)	49	217
No usual address (Qld)	50	213
No usual address (Qld)	51	198
No usual address (Qld)	52	193
No usual address (Qld)	53	190
No usual address (Qld)	54	164
No usual address (Qld)	55	195
No usual address (Qld)	56	181
No usual address (Qld)	57	200
No usual address (Qld)	58	247
No usual address (Qld)	59	279
No usual address (Qld)	60	281
No usual address (Qld)	61	278
No usual address (Qld)	62	257
No usual address (Qld)	63	272
No usual address (Qld)	64	277
No usual address (Qld)	65	297
No usual address (Qld)	66	238
No usual address (Qld)	67	272
No usual address (Qld)	68	244
No usual address (Qld)	69	223
No usual address (Qld)	70	225
No usual address (Qld)	71	208
No usual address (Qld)	72	154
No usual address (Qld)	73	149
No usual address (Qld)	74	131
No usual address (Qld)	75	98
No usual address (Qld)	76	81
No usual address (Qld)	77	65
No usual address (Qld)	78	65
No usual address (Qld)	79	41
No usual address (Qld)	80	101
No usual address (Qld)	85	35
No usual address (Qld)	90	7
No usual address (Qld)	95	4
Migratory - Offshore - Shipping (Qld)	20	4
Migratory - Offshore - Shipping (Qld)	24	9
Migratory - Offshore - Shipping (Qld)	25	7
Migratory - Offshore - Shipping (Qld)	27	11
Migratory - Offshore - Shipping (Qld)	28	3
Migratory - Offshore - Shipping (Qld)	29	7
Migratory - Offshore - Shipping (Qld)	31	6
Migratory - Offshore - Shipping (Qld)	33	7
Migratory - Offshore - Shipping (Qld)	34	6
Migratory - Offshore - Shipping (Qld)	35	7
Migratory - Offshore - Shipping (Qld)	36	5
Migratory - Offshore - Shipping (Qld)	37	13
Migratory - Offshore - Shipping (Qld)	38	3
Migratory - Offshore - Shipping (Qld)	39	12
Migratory - Offshore - Shipping (Qld)	40	10
Migratory - Offshore - Shipping (Qld)	41	3
Migratory - Offshore - Shipping (Qld)	42	6
Migratory - Offshore - Shipping (Qld)	43	8
Migratory - Offshore - Shipping (Qld)	45	8
Migratory - Offshore - Shipping (Qld)	47	7
Migratory - Offshore - Shipping (Qld)	48	8
Migratory - Offshore - Shipping (Qld)	49	3
Migratory - Offshore - Shipping (Qld)	50	5
Migratory - Offshore - Shipping (Qld)	51	5
Migratory - Offshore - Shipping (Qld)	52	4
Migratory - Offshore - Shipping (Qld)	54	4
Greater Brisbane	0	29078
Greater Brisbane	1	29632
Greater Brisbane	2	30289
Greater Brisbane	3	30255
Greater Brisbane	4	31254
Greater Brisbane	5	32567
Greater Brisbane	6	32588
Greater Brisbane	7	33293
Greater Brisbane	8	33680
Greater Brisbane	9	33556
Greater Brisbane	10	33333
Greater Brisbane	11	33999
Greater Brisbane	12	33852
Greater Brisbane	13	33472
Greater Brisbane	14	33313
Greater Brisbane	15	32108
Greater Brisbane	16	31397
Greater Brisbane	17	30464
Greater Brisbane	18	30694
Greater Brisbane	19	32464
Greater Brisbane	20	34167
Greater Brisbane	21	34582
Greater Brisbane	22	34781
Greater Brisbane	23	35342
Greater Brisbane	24	35768
Greater Brisbane	25	36517
Greater Brisbane	26	37292
Greater Brisbane	27	37029
Greater Brisbane	28	36836
Greater Brisbane	29	37334
Greater Brisbane	30	38213
Greater Brisbane	31	38439
Greater Brisbane	32	37734
Greater Brisbane	33	37599
Greater Brisbane	34	37076
Greater Brisbane	35	38243
Greater Brisbane	36	38206
Greater Brisbane	37	37716
Greater Brisbane	38	38456
Greater Brisbane	39	36942
Greater Brisbane	40	36292
Greater Brisbane	41	34764
Greater Brisbane	42	33756
Greater Brisbane	43	33299
Greater Brisbane	44	32677
Greater Brisbane	45	32868
Greater Brisbane	46	33141
Greater Brisbane	47	33501
Greater Brisbane	48	34459
Greater Brisbane	49	35040
Greater Brisbane	50	35457
Greater Brisbane	51	32916
Greater Brisbane	52	31670
Greater Brisbane	53	30353
Greater Brisbane	54	29656
Greater Brisbane	55	28343
Greater Brisbane	56	28506
Greater Brisbane	57	29237
Greater Brisbane	58	29145
Greater Brisbane	59	28501
Greater Brisbane	60	28098
Greater Brisbane	61	26677
Greater Brisbane	62	26046
Greater Brisbane	63	24960
Greater Brisbane	64	24285
Greater Brisbane	65	23990
Greater Brisbane	66	22982
Greater Brisbane	67	22188
Greater Brisbane	68	21944
Greater Brisbane	69	21837
Greater Brisbane	70	20830
Greater Brisbane	71	20631
Greater Brisbane	72	20082
Greater Brisbane	73	19404
Greater Brisbane	74	20274
Greater Brisbane	75	16486
Greater Brisbane	76	15743
Greater Brisbane	77	14311
Greater Brisbane	78	12363
Greater Brisbane	79	12048
Greater Brisbane	80	45070
Greater Brisbane	85	25686
Greater Brisbane	90	13157
Greater Brisbane	95	3577
Greater Brisbane	100	460
Rest of Qld	0	26731
Rest of Qld	1	28083
Rest of Qld	2	28146
Rest of Qld	3	28941
Rest of Qld	4	29542
Rest of Qld	5	31464
Rest of Qld	6	31859
Rest of Qld	7	32827
Rest of Qld	8	33202
Rest of Qld	9	33770
Rest of Qld	10	34105
Rest of Qld	11	34722
Rest of Qld	12	35089
Rest of Qld	13	35411
Rest of Qld	14	34846
Rest of Qld	15	34065
Rest of Qld	16	32472
Rest of Qld	17	31458
Rest of Qld	18	29259
Rest of Qld	19	28573
Rest of Qld	20	29361
Rest of Qld	21	29535
Rest of Qld	22	29216
Rest of Qld	23	29804
Rest of Qld	24	30230
Rest of Qld	25	30930
Rest of Qld	26	31864
Rest of Qld	27	32379
Rest of Qld	28	32937
Rest of Qld	29	33134
Rest of Qld	30	33315
Rest of Qld	31	33214
Rest of Qld	32	32400
Rest of Qld	33	32164
Rest of Qld	34	32614
Rest of Qld	35	32969
Rest of Qld	36	33030
Rest of Qld	37	33165
Rest of Qld	38	34192
Rest of Qld	39	33108
Rest of Qld	40	33094
Rest of Qld	41	31700
Rest of Qld	42	31772
Rest of Qld	43	30665
Rest of Qld	44	31651
Rest of Qld	45	32048
Rest of Qld	46	32570
Rest of Qld	47	33897
Rest of Qld	48	35325
Rest of Qld	49	36452
Rest of Qld	50	37675
Rest of Qld	51	34874
Rest of Qld	52	34475
Rest of Qld	53	32881
Rest of Qld	54	32902
Rest of Qld	55	32849
Rest of Qld	56	33284
Rest of Qld	57	34771
Rest of Qld	58	35261
Rest of Qld	59	35366
Rest of Qld	60	35508
Rest of Qld	61	34005
Rest of Qld	62	33328
Rest of Qld	63	32813
Rest of Qld	64	31826
Rest of Qld	65	31188
Rest of Qld	66	30811
Rest of Qld	67	29931
Rest of Qld	68	29661
Rest of Qld	69	28702
Rest of Qld	70	28464
Rest of Qld	71	27829
Rest of Qld	72	26783
Rest of Qld	73	26218
Rest of Qld	74	27579
Rest of Qld	75	22343
Rest of Qld	76	21531
Rest of Qld	77	19741
Rest of Qld	78	17015
Rest of Qld	79	16459
Rest of Qld	80	61446
Rest of Qld	85	33864
Rest of Qld	90	15729
Rest of Qld	95	4128
Rest of Qld	100	489
No usual address (SA)	0	30
No usual address (SA)	1	21
No usual address (SA)	2	24
No usual address (SA)	3	23
No usual address (SA)	4	39
No usual address (SA)	5	34
No usual address (SA)	6	24
No usual address (SA)	7	33
No usual address (SA)	8	28
No usual address (SA)	9	34
No usual address (SA)	10	30
No usual address (SA)	11	22
No usual address (SA)	12	24
No usual address (SA)	13	29
No usual address (SA)	14	11
No usual address (SA)	15	26
No usual address (SA)	16	44
No usual address (SA)	17	32
No usual address (SA)	18	42
No usual address (SA)	19	48
No usual address (SA)	20	39
No usual address (SA)	21	64
No usual address (SA)	22	29
No usual address (SA)	23	36
No usual address (SA)	24	34
No usual address (SA)	25	72
No usual address (SA)	26	73
No usual address (SA)	27	43
No usual address (SA)	28	60
No usual address (SA)	29	59
No usual address (SA)	30	72
No usual address (SA)	31	57
No usual address (SA)	32	70
No usual address (SA)	33	64
No usual address (SA)	34	51
No usual address (SA)	35	47
No usual address (SA)	36	69
No usual address (SA)	37	70
No usual address (SA)	38	56
No usual address (SA)	39	52
No usual address (SA)	40	66
No usual address (SA)	41	35
No usual address (SA)	42	48
No usual address (SA)	43	37
No usual address (SA)	44	50
No usual address (SA)	45	53
No usual address (SA)	46	51
No usual address (SA)	47	37
No usual address (SA)	48	49
No usual address (SA)	49	38
No usual address (SA)	50	62
No usual address (SA)	51	55
No usual address (SA)	52	37
No usual address (SA)	53	44
No usual address (SA)	54	46
No usual address (SA)	55	58
No usual address (SA)	56	50
No usual address (SA)	57	46
No usual address (SA)	58	39
No usual address (SA)	59	46
No usual address (SA)	60	69
No usual address (SA)	61	57
No usual address (SA)	62	53
No usual address (SA)	63	46
No usual address (SA)	64	46
No usual address (SA)	65	48
No usual address (SA)	66	48
No usual address (SA)	67	37
No usual address (SA)	68	35
No usual address (SA)	69	35
No usual address (SA)	70	23
No usual address (SA)	71	38
No usual address (SA)	72	35
No usual address (SA)	73	16
No usual address (SA)	74	34
No usual address (SA)	75	6
No usual address (SA)	76	10
No usual address (SA)	77	11
No usual address (SA)	78	7
No usual address (SA)	79	12
No usual address (SA)	80	18
No usual address (SA)	85	4
No usual address (SA)	90	3
No usual address (SA)	95	4
Migratory - Offshore - Shipping (SA)	39	3
Migratory - Offshore - Shipping (SA)	45	5
Migratory - Offshore - Shipping (SA)	48	3
Migratory - Offshore - Shipping (SA)	53	7
Greater Adelaide	0	14678
Greater Adelaide	1	14847
Greater Adelaide	2	14758
Greater Adelaide	3	15095
Greater Adelaide	4	15371
Greater Adelaide	5	16105
Greater Adelaide	6	16022
Greater Adelaide	7	16274
Greater Adelaide	8	16422
Greater Adelaide	9	16609
Greater Adelaide	10	16103
Greater Adelaide	11	16359
Greater Adelaide	12	16254
Greater Adelaide	13	16381
Greater Adelaide	14	16250
Greater Adelaide	15	15813
Greater Adelaide	16	15294
Greater Adelaide	17	15600
Greater Adelaide	18	15581
Greater Adelaide	19	15996
Greater Adelaide	20	17235
Greater Adelaide	21	18153
Greater Adelaide	22	18213
Greater Adelaide	23	18494
Greater Adelaide	24	18967
Greater Adelaide	25	19418
Greater Adelaide	26	19717
Greater Adelaide	27	19146
Greater Adelaide	28	19320
Greater Adelaide	29	19251
Greater Adelaide	30	19310
Greater Adelaide	31	19463
Greater Adelaide	32	19314
Greater Adelaide	33	19375
Greater Adelaide	34	19394
Greater Adelaide	35	19694
Greater Adelaide	36	19663
Greater Adelaide	37	19801
Greater Adelaide	38	19566
Greater Adelaide	39	18739
Greater Adelaide	40	18513
Greater Adelaide	41	17590
Greater Adelaide	42	17332
Greater Adelaide	43	16696
Greater Adelaide	44	17061
Greater Adelaide	45	16587
Greater Adelaide	46	16925
Greater Adelaide	47	17175
Greater Adelaide	48	17540
Greater Adelaide	49	18454
Greater Adelaide	50	18739
Greater Adelaide	51	17923
Greater Adelaide	52	17703
Greater Adelaide	53	17307
Greater Adelaide	54	16711
Greater Adelaide	55	16936
Greater Adelaide	56	17152
Greater Adelaide	57	17358
Greater Adelaide	58	17324
Greater Adelaide	59	17136
Greater Adelaide	60	17410
Greater Adelaide	61	16773
Greater Adelaide	62	16584
Greater Adelaide	63	15987
Greater Adelaide	64	15750
Greater Adelaide	65	15307
Greater Adelaide	66	14947
Greater Adelaide	67	14559
Greater Adelaide	68	14456
Greater Adelaide	69	14064
Greater Adelaide	70	13892
Greater Adelaide	71	13576
Greater Adelaide	72	13141
Greater Adelaide	73	12950
Greater Adelaide	74	13850
Greater Adelaide	75	11148
Greater Adelaide	76	10329
Greater Adelaide	77	9553
Greater Adelaide	78	8736
Greater Adelaide	79	8278
Greater Adelaide	80	33513
Greater Adelaide	85	21107
Greater Adelaide	90	11283
Greater Adelaide	95	3419
Greater Adelaide	100	455
Rest of SA	0	3721
Rest of SA	1	3666
Rest of SA	2	3927
Rest of SA	3	3994
Rest of SA	4	4028
Rest of SA	5	4296
Rest of SA	6	4229
Rest of SA	7	4476
Rest of SA	8	4512
Rest of SA	9	4652
Rest of SA	10	4604
Rest of SA	11	4734
Rest of SA	12	4797
Rest of SA	13	4777
Rest of SA	14	4779
Rest of SA	15	4543
Rest of SA	16	4413
Rest of SA	17	4186
Rest of SA	18	3819
Rest of SA	19	3730
