GCCSA_NAME21	CountryOfBirth	YearOfArrival.max	persons_born_overseas
Greater Perth	IRQ	2019	82
Greater Perth	IRQ	2020	31
Greater Perth	IRQ	2021	14
Greater Perth	ITA		581
Greater Perth	ITA	1951	776
Greater Perth	ITA	1960	5494
Greater Perth	ITA	1970	4328
Greater Perth	ITA	1980	1084
Greater Perth	ITA	1990	485
Greater Perth	ITA	2000	391
Greater Perth	ITA	2010	871
Greater Perth	ITA	2015	1610
Greater Perth	ITA	2016	240
Greater Perth	ITA	2017	158
Greater Perth	ITA	2018	159
Greater Perth	ITA	2019	209
Greater Perth	ITA	2020	115
Greater Perth	ITA	2021	24
Greater Perth	JPN		115
Greater Perth	JPN	1951	7
Greater Perth	JPN	1960	28
Greater Perth	JPN	1970	21
Greater Perth	JPN	1980	84
Greater Perth	JPN	1990	309
Greater Perth	JPN	2000	770
Greater Perth	JPN	2010	1396
Greater Perth	JPN	2015	621
Greater Perth	JPN	2016	138
Greater Perth	JPN	2017	158
Greater Perth	JPN	2018	220
Greater Perth	JPN	2019	281
Greater Perth	JPN	2020	150
Greater Perth	JPN	2021	83
Greater Perth	KOR		134
Greater Perth	KOR	1960	3
Greater Perth	KOR	1970	4
Greater Perth	KOR	1980	116
Greater Perth	KOR	1990	361
Greater Perth	KOR	2000	465
Greater Perth	KOR	2010	2421
Greater Perth	KOR	2015	1483
Greater Perth	KOR	2016	231
Greater Perth	KOR	2017	243
Greater Perth	KOR	2018	207
Greater Perth	KOR	2019	280
Greater Perth	KOR	2020	76
Greater Perth	KOR	2021	22
Greater Perth	LBN		49
Greater Perth	LBN	1951	3
Greater Perth	LBN	1960	16
Greater Perth	LBN	1970	86
Greater Perth	LBN	1980	205
Greater Perth	LBN	1990	264
Greater Perth	LBN	2000	143
Greater Perth	LBN	2010	191
Greater Perth	LBN	2015	97
Greater Perth	LBN	2016	30
Greater Perth	LBN	2017	15
Greater Perth	LBN	2018	12
Greater Perth	LBN	2019	20
Greater Perth	LBN	2020	16
Greater Perth	LBN	2021	3
Greater Perth	LKA		114
Greater Perth	LKA	1951	48
Greater Perth	LKA	1960	79
Greater Perth	LKA	1970	187
Greater Perth	LKA	1980	375
Greater Perth	LKA	1990	831
Greater Perth	LKA	2000	830
Greater Perth	LKA	2010	2367
Greater Perth	LKA	2015	2000
Greater Perth	LKA	2016	257
Greater Perth	LKA	2017	248
Greater Perth	LKA	2018	286
Greater Perth	LKA	2019	681
Greater Perth	LKA	2020	298
Greater Perth	LKA	2021	26
Greater Perth	MKD		94
Greater Perth	MKD	1951	39
Greater Perth	MKD	1960	154
Greater Perth	MKD	1970	541
Greater Perth	MKD	1980	666
Greater Perth	MKD	1990	654
Greater Perth	MKD	2000	522
Greater Perth	MKD	2010	364
Greater Perth	MKD	2015	158
Greater Perth	MKD	2016	41
Greater Perth	MKD	2017	23
Greater Perth	MKD	2018	25
Greater Perth	MKD	2019	34
Greater Perth	MKD	2020	16
Greater Perth	MKD	2021	8
Greater Perth	MYS		586
Greater Perth	MYS	1951	65
Greater Perth	MYS	1960	212
Greater Perth	MYS	1970	1047
Greater Perth	MYS	1980	2417
Greater Perth	MYS	1990	6903
Greater Perth	MYS	2000	3208
Greater Perth	MYS	2010	7749
Greater Perth	MYS	2015	4443
Greater Perth	MYS	2016	1029
Greater Perth	MYS	2017	987
Greater Perth	MYS	2018	1038
Greater Perth	MYS	2019	946
Greater Perth	MYS	2020	565
Greater Perth	MYS	2021	73
Greater Perth	NLD		175
Greater Perth	NLD	1951	275
Greater Perth	NLD	1960	2777
Greater Perth	NLD	1970	669
Greater Perth	NLD	1980	496
Greater Perth	NLD	1990	717
Greater Perth	NLD	2000	409
Greater Perth	NLD	2010	816
Greater Perth	NLD	2015	397
Greater Perth	NLD	2016	53
Greater Perth	NLD	2017	74
Greater Perth	NLD	2018	69
Greater Perth	NLD	2019	102
Greater Perth	NLD	2020	47
Greater Perth	NLD	2021	16
Greater Perth	NPL		65
Greater Perth	NPL	1990	12
Greater Perth	NPL	2000	59
Greater Perth	NPL	2010	1019
Greater Perth	NPL	2015	865
Greater Perth	NPL	2016	320
Greater Perth	NPL	2017	391
Greater Perth	NPL	2018	598
Greater Perth	NPL	2019	628
Greater Perth	NPL	2020	234
Greater Perth	NPL	2021	18
Greater Perth	NZL		1698
Greater Perth	NZL	1951	61
Greater Perth	NZL	1960	196
Greater Perth	NZL	1970	1729
Greater Perth	NZL	1980	5398
Greater Perth	NZL	1990	10527
Greater Perth	NZL	2000	8626
Greater Perth	NZL	2010	15002
Greater Perth	NZL	2015	11590
Greater Perth	NZL	2016	870
Greater Perth	NZL	2017	800
Greater Perth	NZL	2018	908
Greater Perth	NZL	2019	1063
Greater Perth	NZL	2020	514
Greater Perth	NZL	2021	474
Greater Perth	PAK		109
Greater Perth	PAK	1951	13
Greater Perth	PAK	1960	18
Greater Perth	PAK	1970	60
Greater Perth	PAK	1980	95
Greater Perth	PAK	1990	169
Greater Perth	PAK	2000	337
Greater Perth	PAK	2010	1462
Greater Perth	PAK	2015	2229
Greater Perth	PAK	2016	443
Greater Perth	PAK	2017	520
Greater Perth	PAK	2018	536
Greater Perth	PAK	2019	743
Greater Perth	PAK	2020	420
Greater Perth	PAK	2021	56
Greater Perth	PHL		502
Greater Perth	PHL	1951	7
Greater Perth	PHL	1960	5
Greater Perth	PHL	1970	52
Greater Perth	PHL	1980	407
Greater Perth	PHL	1990	2107
Greater Perth	PHL	2000	1808
Greater Perth	PHL	2010	9202
Greater Perth	PHL	2015	10349
Greater Perth	PHL	2016	1739
Greater Perth	PHL	2017	1246
Greater Perth	PHL	2018	1190
Greater Perth	PHL	2019	1503
Greater Perth	PHL	2020	533
Greater Perth	PHL	2021	168
Greater Perth	POL		106
Greater Perth	POL	1951	199
Greater Perth	POL	1960	93
Greater Perth	POL	1970	168
Greater Perth	POL	1980	372
Greater Perth	POL	1990	2253
Greater Perth	POL	2000	661
Greater Perth	POL	2010	568
Greater Perth	POL	2015	515
Greater Perth	POL	2016	60
Greater Perth	POL	2017	61
Greater Perth	POL	2018	62
Greater Perth	POL	2019	54
Greater Perth	POL	2020	29
Greater Perth	POL	2021	5
Greater Perth	SGP		256
Greater Perth	SGP	1951	69
Greater Perth	SGP	1960	143
Greater Perth	SGP	1970	446
Greater Perth	SGP	1980	1472
Greater Perth	SGP	1990	2399
Greater Perth	SGP	2000	2328
Greater Perth	SGP	2010	4604
Greater Perth	SGP	2015	1790
Greater Perth	SGP	2016	348
Greater Perth	SGP	2017	383
Greater Perth	SGP	2018	378
Greater Perth	SGP	2019	418
Greater Perth	SGP	2020	317
Greater Perth	SGP	2021	52
Greater Perth	THA		239
Greater Perth	THA	1951	4
Greater Perth	THA	1960	4
Greater Perth	THA	1970	37
Greater Perth	THA	1980	199
Greater Perth	THA	1990	742
Greater Perth	THA	2000	832
Greater Perth	THA	2010	2755
Greater Perth	THA	2015	1765
Greater Perth	THA	2016	428
Greater Perth	THA	2017	346
Greater Perth	THA	2018	363
Greater Perth	THA	2019	383
Greater Perth	THA	2020	199
Greater Perth	THA	2021	71
Greater Perth	TWN		74
Greater Perth	TWN	1970	3
Greater Perth	TWN	1980	17
Greater Perth	TWN	1990	244
Greater Perth	TWN	2000	358
Greater Perth	TWN	2010	676
Greater Perth	TWN	2015	1166
Greater Perth	TWN	2016	153
Greater Perth	TWN	2017	149
Greater Perth	TWN	2018	202
Greater Perth	TWN	2019	289
Greater Perth	TWN	2020	59
Greater Perth	TWN	2021	15
Greater Perth	USA		223
Greater Perth	USA	1951	29
Greater Perth	USA	1960	82
Greater Perth	USA	1970	462
Greater Perth	USA	1980	800
Greater Perth	USA	1990	988
Greater Perth	USA	2000	1084
Greater Perth	USA	2010	2000
Greater Perth	USA	2015	1415
Greater Perth	USA	2016	288
Greater Perth	USA	2017	273
Greater Perth	USA	2018	310
Greater Perth	USA	2019	414
Greater Perth	USA	2020	334
Greater Perth	USA	2021	135
Greater Perth	VNM		683
Greater Perth	VNM	1951	5
Greater Perth	VNM	1970	25
Greater Perth	VNM	1980	1643
Greater Perth	VNM	1990	4653
Greater Perth	VNM	2000	2739
Greater Perth	VNM	2010	2828
Greater Perth	VNM	2015	2151
Greater Perth	VNM	2016	506
Greater Perth	VNM	2017	518
Greater Perth	VNM	2018	438
Greater Perth	VNM	2019	588
Greater Perth	VNM	2020	313
Greater Perth	VNM	2021	78
Greater Perth	ZAF		437
Greater Perth	ZAF	1951	19
Greater Perth	ZAF	1960	86
Greater Perth	ZAF	1970	424
Greater Perth	ZAF	1980	1606
Greater Perth	ZAF	1990	3591
Greater Perth	ZAF	2000	5134
Greater Perth	ZAF	2010	16452
Greater Perth	ZAF	2015	6799
Greater Perth	ZAF	2016	907
Greater Perth	ZAF	2017	730
Greater Perth	ZAF	2018	855
Greater Perth	ZAF	2019	969
Greater Perth	ZAF	2020	515
Greater Perth	ZAF	2021	270
Rest of WA			555
Rest of WA		1951	147
Rest of WA		1960	260
Rest of WA		1970	935
Rest of WA		1980	817
Rest of WA		1990	1027
Rest of WA		2000	862
Rest of WA		2010	2802
Rest of WA		2015	1703
Rest of WA		2016	347
Rest of WA		2017	371
Rest of WA		2018	447
Rest of WA		2019	754
Rest of WA		2020	374
Rest of WA		2021	333
Rest of WA	AFG		27
Rest of WA	AFG	2000	12
Rest of WA	AFG	2010	72
Rest of WA	AFG	2015	113
Rest of WA	AFG	2016	10
Rest of WA	AFG	2017	12
Rest of WA	AFG	2018	15
Rest of WA	AFG	2019	38
Rest of WA	AFG	2020	6
Rest of WA	AFG	2021	6
Rest of WA	BGD		11
Rest of WA	BGD	1980	3
Rest of WA	BGD	2000	4
Rest of WA	BGD	2010	34
Rest of WA	BGD	2015	40
Rest of WA	BGD	2016	8
Rest of WA	BGD	2017	12
Rest of WA	BGD	2018	11
Rest of WA	BGD	2019	9
Rest of WA	BGD	2020	8
Rest of WA	CAN		28
Rest of WA	CAN	1960	3
Rest of WA	CAN	1970	62
Rest of WA	CAN	1980	117
Rest of WA	CAN	1990	100
Rest of WA	CAN	2000	125
Rest of WA	CAN	2010	225
Rest of WA	CAN	2015	131
Rest of WA	CAN	2016	45
Rest of WA	CAN	2017	21
Rest of WA	CAN	2018	34
Rest of WA	CAN	2019	49
Rest of WA	CAN	2020	19
Rest of WA	CAN	2021	3
Rest of WA	CHN		52
Rest of WA	CHN	1951	5
Rest of WA	CHN	1960	3
Rest of WA	CHN	1980	5
Rest of WA	CHN	1990	28
Rest of WA	CHN	2000	35
Rest of WA	CHN	2010	302
Rest of WA	CHN	2015	242
Rest of WA	CHN	2016	42
Rest of WA	CHN	2017	67
Rest of WA	CHN	2018	82
Rest of WA	CHN	2019	231
Rest of WA	CHN	2020	38
Rest of WA	CHN	2021	12
Rest of WA	DEU		73
Rest of WA	DEU	1951	329
Rest of WA	DEU	1960	282
Rest of WA	DEU	1970	191
Rest of WA	DEU	1980	144
Rest of WA	DEU	1990	303
Rest of WA	DEU	2000	163
Rest of WA	DEU	2010	376
Rest of WA	DEU	2015	196
Rest of WA	DEU	2016	38
Rest of WA	DEU	2017	26
Rest of WA	DEU	2018	43
Rest of WA	DEU	2019	69
Rest of WA	DEU	2020	32
Rest of WA	EGY		8
Rest of WA	EGY	1951	6
Rest of WA	EGY	1960	8
Rest of WA	EGY	1970	15
Rest of WA	EGY	1980	8
Rest of WA	EGY	2000	11
Rest of WA	EGY	2010	17
Rest of WA	EGY	2015	17
Rest of WA	EGY	2016	8
Rest of WA	EGY	2018	4
Rest of WA	EGY	2019	21
Rest of WA	EGY	2020	9
Rest of WA	EGY	2021	9
Rest of WA	FJI		22
Rest of WA	FJI	1960	6
Rest of WA	FJI	1970	10
Rest of WA	FJI	1980	24
Rest of WA	FJI	1990	42
Rest of WA	FJI	2000	35
Rest of WA	FJI	2010	83
Rest of WA	FJI	2015	62
Rest of WA	FJI	2016	8
Rest of WA	FJI	2017	22
Rest of WA	FJI	2018	21
Rest of WA	FJI	2019	24
Rest of WA	FJI	2020	17
Rest of WA	FJI	2021	43
Rest of WA	GBR		1191
Rest of WA	GBR	1951	649
Rest of WA	GBR	1960	1850
Rest of WA	GBR	1970	8408
Rest of WA	GBR	1980	5424
Rest of WA	GBR	1990	3852
Rest of WA	GBR	2000	2212
Rest of WA	GBR	2010	4385
Rest of WA	GBR	2015	2010
Rest of WA	GBR	2016	203
Rest of WA	GBR	2017	153
Rest of WA	GBR	2018	215
Rest of WA	GBR	2019	305
Rest of WA	GBR	2020	131
Rest of WA	GBR	2021	44
Rest of WA	GRC		4
Rest of WA	GRC	1951	5
Rest of WA	GRC	1960	28
Rest of WA	GRC	1970	30
Rest of WA	GRC	1980	18
Rest of WA	GRC	1990	8
Rest of WA	GRC	2000	4
Rest of WA	GRC	2010	6
Rest of WA	GRC	2015	12
Rest of WA	GRC	2017	4
Rest of WA	GRC	2018	3
Rest of WA	HKG		13
Rest of WA	HKG	1970	19
Rest of WA	HKG	1980	18
Rest of WA	HKG	1990	16
Rest of WA	HKG	2000	25
Rest of WA	HKG	2010	44
Rest of WA	HKG	2015	56
Rest of WA	HKG	2016	11
Rest of WA	HKG	2017	5
Rest of WA	HKG	2018	10
Rest of WA	HKG	2019	13
Rest of WA	HKG	2020	16
Rest of WA	HRV		9
Rest of WA	HRV	1951	3
Rest of WA	HRV	1960	37
Rest of WA	HRV	1970	80
Rest of WA	HRV	1980	14
Rest of WA	HRV	1990	18
Rest of WA	HRV	2000	20
Rest of WA	HRV	2010	13
Rest of WA	HRV	2015	7
Rest of WA	HRV	2016	6
Rest of WA	IDN		23
Rest of WA	IDN	1951	13
Rest of WA	IDN	1960	24
Rest of WA	IDN	1970	9
Rest of WA	IDN	1980	16
Rest of WA	IDN	1990	52
Rest of WA	IDN	2000	93
Rest of WA	IDN	2010	244
Rest of WA	IDN	2015	218
Rest of WA	IDN	2016	66
Rest of WA	IDN	2017	55
Rest of WA	IDN	2018	60
Rest of WA	IDN	2019	63
Rest of WA	IDN	2020	57
Rest of WA	IDN	2021	8
Rest of WA	IND		84
Rest of WA	IND	1951	52
Rest of WA	IND	1960	25
Rest of WA	IND	1970	146
Rest of WA	IND	1980	87
Rest of WA	IND	1990	67
Rest of WA	IND	2000	84
Rest of WA	IND	2010	811
Rest of WA	IND	2015	734
Rest of WA	IND	2016	132
Rest of WA	IND	2017	131
Rest of WA	IND	2018	166
Rest of WA	IND	2019	187
Rest of WA	IND	2020	87
Rest of WA	IND	2021	28
Rest of WA	IRL		36
Rest of WA	IRL	1951	17
Rest of WA	IRL	1960	41
Rest of WA	IRL	1970	133
Rest of WA	IRL	1980	167
Rest of WA	IRL	1990	237
Rest of WA	IRL	2000	105
Rest of WA	IRL	2010	374
Rest of WA	IRL	2015	464
Rest of WA	IRL	2016	18
Rest of WA	IRL	2017	18
Rest of WA	IRL	2018	22
Rest of WA	IRL	2019	53
Rest of WA	IRL	2020	20
Rest of WA	IRN		33
Rest of WA	IRN	1951	5
Rest of WA	IRN	1980	3
Rest of WA	IRN	1990	19
Rest of WA	IRN	2000	3
Rest of WA	IRN	2010	20
Rest of WA	IRN	2015	78
Rest of WA	IRN	2016	11
Rest of WA	IRN	2017	12
Rest of WA	IRN	2018	14
Rest of WA	IRN	2019	3
Rest of WA	IRN	2020	4
Rest of WA	IRQ		17
Rest of WA	IRQ	1970	3
Rest of WA	IRQ	1990	9
Rest of WA	IRQ	2000	16
Rest of WA	IRQ	2010	22
Rest of WA	IRQ	2015	23
Rest of WA	IRQ	2016	3
Rest of WA	ITA		108
Rest of WA	ITA	1951	108
Rest of WA	ITA	1960	560
Rest of WA	ITA	1970	330
Rest of WA	ITA	1980	62
Rest of WA	ITA	1990	19
Rest of WA	ITA	2000	26
Rest of WA	ITA	2010	69
Rest of WA	ITA	2015	170
Rest of WA	ITA	2016	23
Rest of WA	ITA	2017	23
Rest of WA	ITA	2018	26
Rest of WA	ITA	2019	56
Rest of WA	ITA	2020	21
Rest of WA	JPN		6
Rest of WA	JPN	1951	3
Rest of WA	JPN	1970	7
Rest of WA	JPN	1980	6
Rest of WA	JPN	1990	13
Rest of WA	JPN	2000	48
Rest of WA	JPN	2010	103
Rest of WA	JPN	2015	65
Rest of WA	JPN	2016	3
Rest of WA	JPN	2017	12
Rest of WA	JPN	2018	21
Rest of WA	JPN	2019	24
Rest of WA	JPN	2020	11
Rest of WA	JPN	2021	9
Rest of WA	KOR		15
Rest of WA	KOR	1980	6
Rest of WA	KOR	1990	18
Rest of WA	KOR	2000	19
Rest of WA	KOR	2010	112
Rest of WA	KOR	2015	101
Rest of WA	KOR	2016	23
Rest of WA	KOR	2017	10
Rest of WA	KOR	2018	21
Rest of WA	KOR	2019	44
Rest of WA	KOR	2020	13
Rest of WA	LBN		9
Rest of WA	LBN	1970	8
Rest of WA	LBN	1980	10
Rest of WA	LBN	1990	13
Rest of WA	LBN	2000	17
Rest of WA	LBN	2010	14
Rest of WA	LBN	2015	6
Rest of WA	LBN	2018	4
Rest of WA	LBN	2019	7
Rest of WA	LBN	2020	3
Rest of WA	LKA		21
Rest of WA	LKA	1951	4
Rest of WA	LKA	1960	12
Rest of WA	LKA	1970	9
Rest of WA	LKA	1980	10
Rest of WA	LKA	1990	30
Rest of WA	LKA	2000	31
Rest of WA	LKA	2010	140
Rest of WA	LKA	2015	115
Rest of WA	LKA	2016	28
Rest of WA	LKA	2017	23
Rest of WA	LKA	2018	25
Rest of WA	LKA	2019	46
Rest of WA	LKA	2020	9
Rest of WA	LKA	2021	9
Rest of WA	MKD	1951	10
Rest of WA	MKD	1960	13
Rest of WA	MKD	1970	15
Rest of WA	MKD	1980	17
Rest of WA	MKD	1990	20
Rest of WA	MKD	2000	13
Rest of WA	MKD	2010	8
Rest of WA	MKD	2015	4
Rest of WA	MYS		52
Rest of WA	MYS	1951	12
Rest of WA	MYS	1960	32
Rest of WA	MYS	1970	90
Rest of WA	MYS	1980	107
Rest of WA	MYS	1990	127
Rest of WA	MYS	2000	71
Rest of WA	MYS	2010	188
Rest of WA	MYS	2015	110
Rest of WA	MYS	2016	28
Rest of WA	MYS	2017	60
Rest of WA	MYS	2018	71
Rest of WA	MYS	2019	36
Rest of WA	MYS	2020	5
Rest of WA	MYS	2021	3
Rest of WA	NLD		56
Rest of WA	NLD	1951	68
Rest of WA	NLD	1960	713
Rest of WA	NLD	1970	188
Rest of WA	NLD	1980	118
Rest of WA	NLD	1990	163
Rest of WA	NLD	2000	92
Rest of WA	NLD	2010	166
Rest of WA	NLD	2015	81
Rest of WA	NLD	2016	18
Rest of WA	NLD	2017	6
Rest of WA	NLD	2018	16
Rest of WA	NLD	2019	18
Rest of WA	NLD	2020	13
Rest of WA	NLD	2021	4
Rest of WA	NPL		3
Rest of WA	NPL	2000	4
Rest of WA	NPL	2010	56
Rest of WA	NPL	2015	50
Rest of WA	NPL	2016	40
Rest of WA	NPL	2017	26
Rest of WA	NPL	2018	33
Rest of WA	NPL	2019	18
Rest of WA	NPL	2020	12
Rest of WA	NZL		746
Rest of WA	NZL	1951	28
Rest of WA	NZL	1960	53
Rest of WA	NZL	1970	563
Rest of WA	NZL	1980	1788
Rest of WA	NZL	1990	2854
Rest of WA	NZL	2000	2309
Rest of WA	NZL	2010	3877
Rest of WA	NZL	2015	2378
Rest of WA	NZL	2016	218
Rest of WA	NZL	2017	259
Rest of WA	NZL	2018	235
Rest of WA	NZL	2019	298
Rest of WA	NZL	2020	128
Rest of WA	NZL	2021	125
Rest of WA	PAK		17
Rest of WA	PAK	1970	3
Rest of WA	PAK	1980	13
Rest of WA	PAK	2000	10
Rest of WA	PAK	2010	75
Rest of WA	PAK	2015	153
Rest of WA	PAK	2016	23
Rest of WA	PAK	2017	18
Rest of WA	PAK	2018	28
Rest of WA	PAK	2019	23
Rest of WA	PAK	2020	6
Rest of WA	PAK	2021	19
Rest of WA	PHL		160
Rest of WA	PHL	1960	3
Rest of WA	PHL	1980	76
Rest of WA	PHL	1990	324
Rest of WA	PHL	2000	295
Rest of WA	PHL	2010	1813
Rest of WA	PHL	2015	2139
Rest of WA	PHL	2016	445
Rest of WA	PHL	2017	335
Rest of WA	PHL	2018	391
Rest of WA	PHL	2019	466
Rest of WA	PHL	2020	167
Rest of WA	PHL	2021	51
Rest of WA	POL		12
Rest of WA	POL	1951	38
Rest of WA	POL	1960	19
Rest of WA	POL	1970	19
Rest of WA	POL	1980	27
Rest of WA	POL	1990	130
Rest of WA	POL	2000	30
Rest of WA	POL	2010	47
Rest of WA	POL	2015	34
Rest of WA	POL	2016	6
Rest of WA	POL	2017	9
Rest of WA	POL	2018	9
Rest of WA	POL	2020	3
Rest of WA	SGP		18
Rest of WA	SGP	1951	7
Rest of WA	SGP	1960	17
Rest of WA	SGP	1970	55
Rest of WA	SGP	1980	101
Rest of WA	SGP	1990	84
Rest of WA	SGP	2000	73
Rest of WA	SGP	2010	141
Rest of WA	SGP	2015	52
Rest of WA	SGP	2016	10
Rest of WA	SGP	2017	3
Rest of WA	SGP	2018	14
Rest of WA	SGP	2019	16
Rest of WA	SGP	2020	3
Rest of WA	THA		70
Rest of WA	THA	1970	3
Rest of WA	THA	1980	28
Rest of WA	THA	1990	63
Rest of WA	THA	2000	140
Rest of WA	THA	2010	483
Rest of WA	THA	2015	362
Rest of WA	THA	2016	119
Rest of WA	THA	2017	84
Rest of WA	THA	2018	89
Rest of WA	THA	2019	109
Rest of WA	THA	2020	51
Rest of WA	THA	2021	16
Rest of WA	TWN		9
Rest of WA	TWN	1980	7
Rest of WA	TWN	1990	4
Rest of WA	TWN	2000	5
Rest of WA	TWN	2010	69
Rest of WA	TWN	2015	185
Rest of WA	TWN	2016	25
Rest of WA	TWN	2017	22
Rest of WA	TWN	2018	94
Rest of WA	TWN	2019	138
Rest of WA	TWN	2020	33
Rest of WA	USA		26
Rest of WA	USA	1951	6
Rest of WA	USA	1960	15
Rest of WA	USA	1970	121
Rest of WA	USA	1980	238
Rest of WA	USA	1990	174
Rest of WA	USA	2000	171
Rest of WA	USA	2010	295
Rest of WA	USA	2015	188
Rest of WA	USA	2016	38
Rest of WA	USA	2017	32
Rest of WA	USA	2018	46
Rest of WA	USA	2019	66
Rest of WA	USA	2020	31
Rest of WA	USA	2021	19
Rest of WA	VNM		87
Rest of WA	VNM	1980	35
Rest of WA	VNM	1990	119
Rest of WA	VNM	2000	109
Rest of WA	VNM	2010	155
Rest of WA	VNM	2015	184
Rest of WA	VNM	2016	41
Rest of WA	VNM	2017	45
Rest of WA	VNM	2018	36
Rest of WA	VNM	2019	41
Rest of WA	VNM	2020	30
Rest of WA	VNM	2021	10
Rest of WA	ZAF		91
Rest of WA	ZAF	1951	6
Rest of WA	ZAF	1960	20
Rest of WA	ZAF	1970	96
Rest of WA	ZAF	1980	211
Rest of WA	ZAF	1990	415
Rest of WA	ZAF	2000	589
Rest of WA	ZAF	2010	2651
Rest of WA	ZAF	2015	1123
Rest of WA	ZAF	2016	103
Rest of WA	ZAF	2017	157
Rest of WA	ZAF	2018	143
Rest of WA	ZAF	2019	230
Rest of WA	ZAF	2020	130
Rest of WA	ZAF	2021	53
No usual address (Tas.)			9
No usual address (Tas.)		1980	3
No usual address (Tas.)		2010	4
No usual address (Tas.)		2015	3
No usual address (Tas.)		2019	8
No usual address (Tas.)	GBR		5
No usual address (Tas.)	GBR	1951	3
No usual address (Tas.)	GBR	1960	4
No usual address (Tas.)	GBR	1970	11
No usual address (Tas.)	GBR	1980	8
No usual address (Tas.)	GBR	1990	9
No usual address (Tas.)	GBR	2000	4
No usual address (Tas.)	GBR	2010	6
No usual address (Tas.)	GBR	2015	4
No usual address (Tas.)	HKG	2018	4
No usual address (Tas.)	NPL	2017	3
No usual address (Tas.)	NZL	1980	9
No usual address (Tas.)	NZL	1990	9
No usual address (Tas.)	NZL	2000	3
No usual address (Tas.)	NZL	2010	3
No usual address (Tas.)	NZL	2015	3
No usual address (Tas.)	PAK		6
Greater Hobart			112
Greater Hobart		1951	118
Greater Hobart		1960	237
Greater Hobart		1970	358
Greater Hobart		1980	437
Greater Hobart		1990	453
Greater Hobart		2000	479
Greater Hobart		2010	1117
Greater Hobart		2015	1010
Greater Hobart		2016	365
Greater Hobart		2017	355
Greater Hobart		2018	357
Greater Hobart		2019	299
Greater Hobart		2020	122
Greater Hobart		2021	24
Greater Hobart	AFG	2010	8
Greater Hobart	AFG	2015	55
Greater Hobart	AFG	2016	26
Greater Hobart	AFG	2017	6
Greater Hobart	AFG	2018	7
Greater Hobart	AFG	2019	4
Greater Hobart	AFG	2020	3
Greater Hobart	BGD		13
Greater Hobart	BGD	1980	3
Greater Hobart	BGD	2010	83
Greater Hobart	BGD	2015	170
Greater Hobart	BGD	2016	29
Greater Hobart	BGD	2017	54
Greater Hobart	BGD	2018	57
Greater Hobart	BGD	2019	51
Greater Hobart	BGD	2020	13
Greater Hobart	CAN		3
Greater Hobart	CAN	1951	4
Greater Hobart	CAN	1960	3
Greater Hobart	CAN	1970	37
Greater Hobart	CAN	1980	81
Greater Hobart	CAN	1990	68
Greater Hobart	CAN	2000	79
Greater Hobart	CAN	2010	113
Greater Hobart	CAN	2015	54
Greater Hobart	CAN	2016	11
Greater Hobart	CAN	2017	21
Greater Hobart	CAN	2018	17
Greater Hobart	CAN	2019	25
Greater Hobart	CHN		104
Greater Hobart	CHN	1951	10
Greater Hobart	CHN	1960	16
Greater Hobart	CHN	1970	17
Greater Hobart	CHN	1980	13
Greater Hobart	CHN	1990	48
Greater Hobart	CHN	2000	90
Greater Hobart	CHN	2010	851
Greater Hobart	CHN	2015	1748
Greater Hobart	CHN	2016	758
Greater Hobart	CHN	2017	679
Greater Hobart	CHN	2018	608
Greater Hobart	CHN	2019	481
Greater Hobart	CHN	2020	118
Greater Hobart	CHN	2021	13
Greater Hobart	DEU		26
Greater Hobart	DEU	1951	128
Greater Hobart	DEU	1960	227
Greater Hobart	DEU	1970	138
Greater Hobart	DEU	1980	72
Greater Hobart	DEU	1990	130
Greater Hobart	DEU	2000	75
Greater Hobart	DEU	2010	124
Greater Hobart	DEU	2015	55
Greater Hobart	DEU	2016	11
Greater Hobart	DEU	2017	5
Greater Hobart	DEU	2018	10
Greater Hobart	DEU	2019	23
Greater Hobart	DEU	2020	5
Greater Hobart	DEU	2021	3
Greater Hobart	EGY	1951	3
Greater Hobart	EGY	1960	12
Greater Hobart	EGY	1970	6
Greater Hobart	EGY	1990	9
Greater Hobart	EGY	2000	3
Greater Hobart	EGY	2010	17
Greater Hobart	EGY	2015	8
Greater Hobart	EGY	2016	5
Greater Hobart	EGY	2017	8
Greater Hobart	EGY	2018	12
Greater Hobart	EGY	2019	15
Greater Hobart	EGY	2020	6
Greater Hobart	FJI		4
Greater Hobart	FJI	1960	7
Greater Hobart	FJI	1970	21
Greater Hobart	FJI	1980	20
Greater Hobart	FJI	1990	35
Greater Hobart	FJI	2000	28
Greater Hobart	FJI	2010	14
Greater Hobart	FJI	2015	10
Greater Hobart	FJI	2016	5
Greater Hobart	FJI	2017	4
Greater Hobart	FJI	2018	7
Greater Hobart	FJI	2019	8
Greater Hobart	GBR		325
Greater Hobart	GBR	1951	324
Greater Hobart	GBR	1960	1133
Greater Hobart	GBR	1970	2589
Greater Hobart	GBR	1980	1708
Greater Hobart	GBR	1990	995
Greater Hobart	GBR	2000	610
Greater Hobart	GBR	2010	1082
Greater Hobart	GBR	2015	490
Greater Hobart	GBR	2016	85
Greater Hobart	GBR	2017	64
Greater Hobart	GBR	2018	86
Greater Hobart	GBR	2019	90
Greater Hobart	GBR	2020	45
Greater Hobart	GBR	2021	25
Greater Hobart	GRC		10
Greater Hobart	GRC	1951	5
Greater Hobart	GRC	1960	76
Greater Hobart	GRC	1970	173
Greater Hobart	GRC	1980	40
