GCCSA_NAME21	Age	IncomeTotPersonal.max	Sex	adults
Greater Brisbane	45-54	157500	M	27459
Greater Brisbane	45-54	183750	F	3389
Greater Brisbane	45-54	183750	M	7560
Greater Brisbane	45-54	Inf	F	5848
Greater Brisbane	45-54	Inf	M	16755
Greater Brisbane	55-64		F	6130
Greater Brisbane	55-64		M	7273
Greater Brisbane	55-64	0	F	15708
Greater Brisbane	55-64	0	M	7209
Greater Brisbane	55-64	7875	F	4577
Greater Brisbane	55-64	7875	M	2002
Greater Brisbane	55-64	15750	F	6852
Greater Brisbane	55-64	15750	M	4259
Greater Brisbane	55-64	21000	F	10737
Greater Brisbane	55-64	21000	M	7208
Greater Brisbane	55-64	26250	F	10614
Greater Brisbane	55-64	26250	M	6526
Greater Brisbane	55-64	34125	F	11616
Greater Brisbane	55-64	34125	M	6409
Greater Brisbane	55-64	42000	F	11188
Greater Brisbane	55-64	42000	M	6656
Greater Brisbane	55-64	52500	F	12548
Greater Brisbane	55-64	52500	M	10387
Greater Brisbane	55-64	65625	F	13514
Greater Brisbane	55-64	65625	M	14587
Greater Brisbane	55-64	78750	F	9796
Greater Brisbane	55-64	78750	M	11316
Greater Brisbane	55-64	91875	F	8222
Greater Brisbane	55-64	91875	M	10459
Greater Brisbane	55-64	105000	F	6342
Greater Brisbane	55-64	105000	M	8368
Greater Brisbane	55-64	157500	F	9020
Greater Brisbane	55-64	157500	M	16286
Greater Brisbane	55-64	183750	F	1557
Greater Brisbane	55-64	183750	M	4225
Greater Brisbane	55-64	Inf	F	2716
Greater Brisbane	55-64	Inf	M	9467
Greater Brisbane	65-74		F	5954
Greater Brisbane	65-74		M	5839
Greater Brisbane	65-74	0	F	9473
Greater Brisbane	65-74	0	M	6494
Greater Brisbane	65-74	7875	F	4075
Greater Brisbane	65-74	7875	M	2736
Greater Brisbane	65-74	15750	F	7726
Greater Brisbane	65-74	15750	M	5817
Greater Brisbane	65-74	21000	F	19605
Greater Brisbane	65-74	21000	M	15864
Greater Brisbane	65-74	26250	F	20153
Greater Brisbane	65-74	26250	M	13226
Greater Brisbane	65-74	34125	F	14624
Greater Brisbane	65-74	34125	M	11023
Greater Brisbane	65-74	42000	F	8817
Greater Brisbane	65-74	42000	M	7907
Greater Brisbane	65-74	52500	F	6608
Greater Brisbane	65-74	52500	M	7282
Greater Brisbane	65-74	65625	F	5233
Greater Brisbane	65-74	65625	M	7682
Greater Brisbane	65-74	78750	F	3066
Greater Brisbane	65-74	78750	M	4852
Greater Brisbane	65-74	91875	F	2173
Greater Brisbane	65-74	91875	M	3746
Greater Brisbane	65-74	105000	F	1480
Greater Brisbane	65-74	105000	M	2419
Greater Brisbane	65-74	157500	F	1745
Greater Brisbane	65-74	157500	M	3662
Greater Brisbane	65-74	183750	F	440
Greater Brisbane	65-74	183750	M	966
Greater Brisbane	65-74	Inf	F	949
Greater Brisbane	65-74	Inf	M	2519
Greater Brisbane	75-84		F	5856
Greater Brisbane	75-84		M	4506
Greater Brisbane	75-84	0	F	3160
Greater Brisbane	75-84	0	M	2627
Greater Brisbane	75-84	7875	F	1531
Greater Brisbane	75-84	7875	M	1156
Greater Brisbane	75-84	15750	F	3865
Greater Brisbane	75-84	15750	M	3085
Greater Brisbane	75-84	21000	F	11684
Greater Brisbane	75-84	21000	M	12151
Greater Brisbane	75-84	26250	F	15862
Greater Brisbane	75-84	26250	M	9255
Greater Brisbane	75-84	34125	F	8707
Greater Brisbane	75-84	34125	M	6535
Greater Brisbane	75-84	42000	F	4432
Greater Brisbane	75-84	42000	M	4486
Greater Brisbane	75-84	52500	F	2668
Greater Brisbane	75-84	52500	M	2976
Greater Brisbane	75-84	65625	F	1506
Greater Brisbane	75-84	65625	M	2479
Greater Brisbane	75-84	78750	F	676
Greater Brisbane	75-84	78750	M	1337
Greater Brisbane	75-84	91875	F	710
Greater Brisbane	75-84	91875	M	1038
Greater Brisbane	75-84	105000	F	356
Greater Brisbane	75-84	105000	M	589
Greater Brisbane	75-84	157500	F	456
Greater Brisbane	75-84	157500	M	774
Greater Brisbane	75-84	183750	F	158
Greater Brisbane	75-84	183750	M	246
Greater Brisbane	75-84	Inf	F	439
Greater Brisbane	75-84	Inf	M	703
Greater Brisbane	85+		F	5874
Greater Brisbane	85+		M	2692
Greater Brisbane	85+	0	F	1323
Greater Brisbane	85+	0	M	715
Greater Brisbane	85+	7875	F	453
Greater Brisbane	85+	7875	M	312
Greater Brisbane	85+	15750	F	1098
Greater Brisbane	85+	15750	M	831
Greater Brisbane	85+	21000	F	2927
Greater Brisbane	85+	21000	M	3169
Greater Brisbane	85+	26250	F	7865
Greater Brisbane	85+	26250	M	3449
Greater Brisbane	85+	34125	F	3459
Greater Brisbane	85+	34125	M	1696
Greater Brisbane	85+	42000	F	1362
Greater Brisbane	85+	42000	M	1107
Greater Brisbane	85+	52500	F	862
Greater Brisbane	85+	52500	M	703
Greater Brisbane	85+	65625	F	534
Greater Brisbane	85+	65625	M	448
Greater Brisbane	85+	78750	F	265
Greater Brisbane	85+	78750	M	244
Greater Brisbane	85+	91875	F	243
Greater Brisbane	85+	91875	M	263
Greater Brisbane	85+	105000	F	112
Greater Brisbane	85+	105000	M	112
Greater Brisbane	85+	157500	F	169
Greater Brisbane	85+	157500	M	156
Greater Brisbane	85+	183750	F	66
Greater Brisbane	85+	183750	M	47
Greater Brisbane	85+	Inf	F	174
Greater Brisbane	85+	Inf	M	176
Rest of Qld	15-19		F	6114
Rest of Qld	15-19		M	6955
Rest of Qld	15-19	0	F	23398
Rest of Qld	15-19	0	M	29153
Rest of Qld	15-19	7875	F	18866
Rest of Qld	15-19	7875	M	15331
Rest of Qld	15-19	15750	F	10760
Rest of Qld	15-19	15750	M	8776
Rest of Qld	15-19	21000	F	4445
Rest of Qld	15-19	21000	M	3471
Rest of Qld	15-19	26250	F	3476
Rest of Qld	15-19	26250	M	3529
Rest of Qld	15-19	34125	F	3818
Rest of Qld	15-19	34125	M	4812
Rest of Qld	15-19	42000	F	2536
Rest of Qld	15-19	42000	M	3534
Rest of Qld	15-19	52500	F	1460
Rest of Qld	15-19	52500	M	2347
Rest of Qld	15-19	65625	F	620
Rest of Qld	15-19	65625	M	1134
Rest of Qld	15-19	78750	F	201
Rest of Qld	15-19	78750	M	407
Rest of Qld	15-19	91875	F	92
Rest of Qld	15-19	91875	M	219
Rest of Qld	15-19	105000	F	48
Rest of Qld	15-19	105000	M	94
Rest of Qld	15-19	157500	F	41
Rest of Qld	15-19	157500	M	68
Rest of Qld	15-19	183750	F	13
Rest of Qld	15-19	183750	M	13
Rest of Qld	15-19	Inf	F	45
Rest of Qld	15-19	Inf	M	60
Rest of Qld	20-24		F	6558
Rest of Qld	20-24		M	8338
Rest of Qld	20-24	0	F	4033
Rest of Qld	20-24	0	M	4387
Rest of Qld	20-24	7875	F	2055
Rest of Qld	20-24	7875	M	1689
Rest of Qld	20-24	15750	F	5241
Rest of Qld	20-24	15750	M	4929
Rest of Qld	20-24	21000	F	5579
Rest of Qld	20-24	21000	M	4443
Rest of Qld	20-24	26250	F	5602
Rest of Qld	20-24	26250	M	4181
Rest of Qld	20-24	34125	F	8892
Rest of Qld	20-24	34125	M	6548
Rest of Qld	20-24	42000	F	10583
Rest of Qld	20-24	42000	M	8978
Rest of Qld	20-24	52500	F	10527
Rest of Qld	20-24	52500	M	11133
Rest of Qld	20-24	65625	F	7021
Rest of Qld	20-24	65625	M	8714
Rest of Qld	20-24	78750	F	3914
Rest of Qld	20-24	78750	M	5022
Rest of Qld	20-24	91875	F	1900
Rest of Qld	20-24	91875	M	2713
Rest of Qld	20-24	105000	F	771
Rest of Qld	20-24	105000	M	1418
Rest of Qld	20-24	157500	F	726
Rest of Qld	20-24	157500	M	1649
Rest of Qld	20-24	183750	F	82
Rest of Qld	20-24	183750	M	190
Rest of Qld	20-24	Inf	F	118
Rest of Qld	20-24	Inf	M	224
Rest of Qld	25-34		F	14543
Rest of Qld	25-34		M	18709
Rest of Qld	25-34	0	F	9474
Rest of Qld	25-34	0	M	4347
Rest of Qld	25-34	7875	F	2852
Rest of Qld	25-34	7875	M	948
Rest of Qld	25-34	15750	F	6160
Rest of Qld	25-34	15750	M	4099
Rest of Qld	25-34	21000	F	7966
Rest of Qld	25-34	21000	M	5498
Rest of Qld	25-34	26250	F	9162
Rest of Qld	25-34	26250	M	4750
Rest of Qld	25-34	34125	F	15427
Rest of Qld	25-34	34125	M	6755
Rest of Qld	25-34	42000	F	18374
Rest of Qld	25-34	42000	M	9858
Rest of Qld	25-34	52500	F	21381
Rest of Qld	25-34	52500	M	18350
Rest of Qld	25-34	65625	F	19808
Rest of Qld	25-34	65625	M	22707
Rest of Qld	25-34	78750	F	13906
Rest of Qld	25-34	78750	M	17008
Rest of Qld	25-34	91875	F	11309
Rest of Qld	25-34	91875	M	14401
Rest of Qld	25-34	105000	F	6585
Rest of Qld	25-34	105000	M	10141
Rest of Qld	25-34	157500	F	7106
Rest of Qld	25-34	157500	M	15565
Rest of Qld	25-34	183750	F	981
Rest of Qld	25-34	183750	M	2915
Rest of Qld	25-34	Inf	F	1019
Rest of Qld	25-34	Inf	M	2830
Rest of Qld	35-44		F	12560
Rest of Qld	35-44		M	16458
Rest of Qld	35-44	0	F	9867
Rest of Qld	35-44	0	M	3615
Rest of Qld	35-44	7875	F	3326
Rest of Qld	35-44	7875	M	898
Rest of Qld	35-44	15750	F	6011
Rest of Qld	35-44	15750	M	3303
Rest of Qld	35-44	21000	F	7754
Rest of Qld	35-44	21000	M	4505
Rest of Qld	35-44	26250	F	9068
Rest of Qld	35-44	26250	M	4206
Rest of Qld	35-44	34125	F	14619
Rest of Qld	35-44	34125	M	5399
Rest of Qld	35-44	42000	F	17049
Rest of Qld	35-44	42000	M	6667
Rest of Qld	35-44	52500	F	18961
Rest of Qld	35-44	52500	M	12636
Rest of Qld	35-44	65625	F	18849
Rest of Qld	35-44	65625	M	18505
Rest of Qld	35-44	78750	F	13612
Rest of Qld	35-44	78750	M	15371
Rest of Qld	35-44	91875	F	11962
Rest of Qld	35-44	91875	M	15199
Rest of Qld	35-44	105000	F	8493
Rest of Qld	35-44	105000	M	12395
Rest of Qld	35-44	157500	F	11636
Rest of Qld	35-44	157500	M	23926
Rest of Qld	35-44	183750	F	1908
Rest of Qld	35-44	183750	M	5919
Rest of Qld	35-44	Inf	F	2653
Rest of Qld	35-44	Inf	M	8005
Rest of Qld	45-54		F	12565
Rest of Qld	45-54		M	16767
Rest of Qld	45-54	0	F	10301
Rest of Qld	45-54	0	M	4810
Rest of Qld	45-54	7875	F	3249
Rest of Qld	45-54	7875	M	1270
Rest of Qld	45-54	15750	F	6236
Rest of Qld	45-54	15750	M	3949
Rest of Qld	45-54	21000	F	9242
Rest of Qld	45-54	21000	M	6205
Rest of Qld	45-54	26250	F	10240
Rest of Qld	45-54	26250	M	5789
Rest of Qld	45-54	34125	F	14569
Rest of Qld	45-54	34125	M	6430
Rest of Qld	45-54	42000	F	16687
Rest of Qld	45-54	42000	M	7313
Rest of Qld	45-54	52500	F	19628
Rest of Qld	45-54	52500	M	13092
Rest of Qld	45-54	65625	F	19561
Rest of Qld	45-54	65625	M	18263
Rest of Qld	45-54	78750	F	13789
Rest of Qld	45-54	78750	M	15151
Rest of Qld	45-54	91875	F	12158
Rest of Qld	45-54	91875	M	14971
Rest of Qld	45-54	105000	F	9419
Rest of Qld	45-54	105000	M	12472
Rest of Qld	45-54	157500	F	12911
Rest of Qld	45-54	157500	M	24546
Rest of Qld	45-54	183750	F	2145
Rest of Qld	45-54	183750	M	6211
Rest of Qld	45-54	Inf	F	3187
Rest of Qld	45-54	Inf	M	9961
Rest of Qld	55-64		F	11933
Rest of Qld	55-64		M	14874
Rest of Qld	55-64	0	F	17642
Rest of Qld	55-64	0	M	8596
Rest of Qld	55-64	7875	F	5230
Rest of Qld	55-64	7875	M	2571
Rest of Qld	55-64	15750	F	9774
Rest of Qld	55-64	15750	M	6297
Rest of Qld	55-64	21000	F	14853
Rest of Qld	55-64	21000	M	10307
Rest of Qld	55-64	26250	F	14494
Rest of Qld	55-64	26250	M	9477
Rest of Qld	55-64	34125	F	16418
Rest of Qld	55-64	34125	M	9501
Rest of Qld	55-64	42000	F	15256
Rest of Qld	55-64	42000	M	9067
Rest of Qld	55-64	52500	F	16229
Rest of Qld	55-64	52500	M	13754
Rest of Qld	55-64	65625	F	15906
Rest of Qld	55-64	65625	M	18259
Rest of Qld	55-64	78750	F	10453
Rest of Qld	55-64	78750	M	13167
Rest of Qld	55-64	91875	F	8324
Rest of Qld	55-64	91875	M	12165
Rest of Qld	55-64	105000	F	6099
Rest of Qld	55-64	105000	M	9384
Rest of Qld	55-64	157500	F	7690
Rest of Qld	55-64	157500	M	16363
Rest of Qld	55-64	183750	F	1370
Rest of Qld	55-64	183750	M	4277
Rest of Qld	55-64	Inf	F	2147
Rest of Qld	55-64	Inf	M	7130
Rest of Qld	65-74		F	10951
Rest of Qld	65-74		M	11827
Rest of Qld	65-74	0	F	10406
Rest of Qld	65-74	0	M	8100
Rest of Qld	65-74	7875	F	4607
Rest of Qld	65-74	7875	M	3602
Rest of Qld	65-74	15750	F	10256
Rest of Qld	65-74	15750	M	8225
Rest of Qld	65-74	21000	F	27655
Rest of Qld	65-74	21000	M	23860
Rest of Qld	65-74	26250	F	26366
Rest of Qld	65-74	26250	M	20066
Rest of Qld	65-74	34125	F	18426
Rest of Qld	65-74	34125	M	15511
Rest of Qld	65-74	42000	F	11216
Rest of Qld	65-74	42000	M	10779
Rest of Qld	65-74	52500	F	8055
Rest of Qld	65-74	52500	M	9509
Rest of Qld	65-74	65625	F	6040
Rest of Qld	65-74	65625	M	9932
Rest of Qld	65-74	78750	F	3333
Rest of Qld	65-74	78750	M	5625
Rest of Qld	65-74	91875	F	2638
Rest of Qld	65-74	91875	M	4427
Rest of Qld	65-74	105000	F	1645
Rest of Qld	65-74	105000	M	2876
Rest of Qld	65-74	157500	F	1894
Rest of Qld	65-74	157500	M	4095
Rest of Qld	65-74	183750	F	473
Rest of Qld	65-74	183750	M	1137
Rest of Qld	65-74	Inf	F	1098
Rest of Qld	65-74	Inf	M	2528
Rest of Qld	75-84		F	9607
Rest of Qld	75-84		M	8161
Rest of Qld	75-84	0	F	3521
Rest of Qld	75-84	0	M	3082
Rest of Qld	75-84	7875	F	1811
Rest of Qld	75-84	7875	M	1589
Rest of Qld	75-84	15750	F	4906
Rest of Qld	75-84	15750	M	4441
Rest of Qld	75-84	21000	F	16735
Rest of Qld	75-84	21000	M	18043
Rest of Qld	75-84	26250	F	20331
Rest of Qld	75-84	26250	M	13372
Rest of Qld	75-84	34125	F	10911
Rest of Qld	75-84	34125	M	9032
Rest of Qld	75-84	42000	F	5456
Rest of Qld	75-84	42000	M	6083
Rest of Qld	75-84	52500	F	3114
Rest of Qld	75-84	52500	M	3883
Rest of Qld	75-84	65625	F	1818
Rest of Qld	75-84	65625	M	3311
Rest of Qld	75-84	78750	F	902
Rest of Qld	75-84	78750	M	1635
Rest of Qld	75-84	91875	F	946
Rest of Qld	75-84	91875	M	1352
Rest of Qld	75-84	105000	F	422
Rest of Qld	75-84	105000	M	741
Rest of Qld	75-84	157500	F	493
Rest of Qld	75-84	157500	M	975
Rest of Qld	75-84	183750	F	193
Rest of Qld	75-84	183750	M	280
Rest of Qld	75-84	Inf	F	542
Rest of Qld	75-84	Inf	M	856
Rest of Qld	85+		F	6909
Rest of Qld	85+		M	3877
Rest of Qld	85+	0	F	1283
Rest of Qld	85+	0	M	862
Rest of Qld	85+	7875	F	628
Rest of Qld	85+	7875	M	440
Rest of Qld	85+	15750	F	1354
Rest of Qld	85+	15750	M	1186
Rest of Qld	85+	21000	F	3748
Rest of Qld	85+	21000	M	4543
Rest of Qld	85+	26250	F	10162
Rest of Qld	85+	26250	M	4774
Rest of Qld	85+	34125	F	4118
Rest of Qld	85+	34125	M	2242
Rest of Qld	85+	42000	F	1602
Rest of Qld	85+	42000	M	1389
Rest of Qld	85+	52500	F	935
Rest of Qld	85+	52500	M	868
Rest of Qld	85+	65625	F	519
Rest of Qld	85+	65625	M	530
Rest of Qld	85+	78750	F	255
Rest of Qld	85+	78750	M	280
Rest of Qld	85+	91875	F	336
Rest of Qld	85+	91875	M	321
Rest of Qld	85+	105000	F	118
Rest of Qld	85+	105000	M	140
Rest of Qld	85+	157500	F	143
Rest of Qld	85+	157500	M	172
Rest of Qld	85+	183750	F	55
Rest of Qld	85+	183750	M	75
Rest of Qld	85+	Inf	F	160
Rest of Qld	85+	Inf	M	186
No usual address (SA)	15-19		F	19
No usual address (SA)	15-19		M	13
No usual address (SA)	15-19	0	F	32
No usual address (SA)	15-19	0	M	20
No usual address (SA)	15-19	7875	F	4
No usual address (SA)	15-19	15750	F	38
No usual address (SA)	15-19	15750	M	22
No usual address (SA)	15-19	21000	F	5
No usual address (SA)	15-19	21000	M	7
No usual address (SA)	15-19	26250	F	6
No usual address (SA)	15-19	26250	M	4
No usual address (SA)	15-19	34125	F	7
No usual address (SA)	15-19	34125	M	3
No usual address (SA)	15-19	42000	M	4
No usual address (SA)	15-19	52500	F	3
No usual address (SA)	20-24		F	16
No usual address (SA)	20-24		M	22
No usual address (SA)	20-24	0	F	3
No usual address (SA)	20-24	0	M	9
No usual address (SA)	20-24	7875	F	3
No usual address (SA)	20-24	15750	F	28
No usual address (SA)	20-24	15750	M	20
No usual address (SA)	20-24	21000	F	13
No usual address (SA)	20-24	21000	M	16
No usual address (SA)	20-24	26250	F	3
No usual address (SA)	20-24	26250	M	14
No usual address (SA)	20-24	34125	F	6
No usual address (SA)	20-24	34125	M	10
No usual address (SA)	20-24	42000	F	7
No usual address (SA)	20-24	42000	M	4
No usual address (SA)	20-24	52500	F	8
No usual address (SA)	20-24	52500	M	4
No usual address (SA)	20-24	65625	F	10
No usual address (SA)	20-24	65625	M	9
No usual address (SA)	20-24	78750	M	3
No usual address (SA)	25-34		F	61
No usual address (SA)	25-34		M	71
No usual address (SA)	25-34	0	F	19
No usual address (SA)	25-34	0	M	27
No usual address (SA)	25-34	7875	M	9
No usual address (SA)	25-34	15750	F	26
No usual address (SA)	25-34	15750	M	38
No usual address (SA)	25-34	21000	F	33
No usual address (SA)	25-34	21000	M	43
No usual address (SA)	25-34	26250	F	27
No usual address (SA)	25-34	26250	M	18
No usual address (SA)	25-34	34125	F	43
No usual address (SA)	25-34	34125	M	15
No usual address (SA)	25-34	42000	F	19
No usual address (SA)	25-34	42000	M	16
No usual address (SA)	25-34	52500	F	23
No usual address (SA)	25-34	52500	M	23
No usual address (SA)	25-34	65625	F	16
No usual address (SA)	25-34	65625	M	26
No usual address (SA)	25-34	78750	F	11
No usual address (SA)	25-34	78750	M	10
No usual address (SA)	25-34	91875	F	5
No usual address (SA)	25-34	91875	M	10
No usual address (SA)	25-34	105000	F	4
No usual address (SA)	25-34	105000	M	3
No usual address (SA)	25-34	157500	F	11
No usual address (SA)	25-34	157500	M	13
No usual address (SA)	25-34	Inf	F	5
No usual address (SA)	25-34	Inf	M	6
No usual address (SA)	35-44		F	63
No usual address (SA)	35-44		M	63
No usual address (SA)	35-44	0	F	17
No usual address (SA)	35-44	0	M	14
No usual address (SA)	35-44	7875	F	3
No usual address (SA)	35-44	7875	M	5
No usual address (SA)	35-44	15750	F	17
No usual address (SA)	35-44	15750	M	32
No usual address (SA)	35-44	21000	F	21
No usual address (SA)	35-44	21000	M	43
No usual address (SA)	35-44	26250	F	28
No usual address (SA)	35-44	26250	M	24
No usual address (SA)	35-44	34125	F	20
No usual address (SA)	35-44	34125	M	8
No usual address (SA)	35-44	42000	F	19
No usual address (SA)	35-44	42000	M	11
No usual address (SA)	35-44	52500	F	12
No usual address (SA)	35-44	52500	M	16
No usual address (SA)	35-44	65625	F	4
No usual address (SA)	35-44	65625	M	10
No usual address (SA)	35-44	78750	F	3
No usual address (SA)	35-44	78750	M	4
No usual address (SA)	35-44	91875	F	7
No usual address (SA)	35-44	91875	M	10
No usual address (SA)	35-44	105000	F	3
No usual address (SA)	35-44	105000	M	10
No usual address (SA)	35-44	157500	F	11
No usual address (SA)	35-44	157500	M	21
No usual address (SA)	35-44	183750	M	9
No usual address (SA)	35-44	Inf	F	7
No usual address (SA)	35-44	Inf	M	7
No usual address (SA)	45-54		F	44
No usual address (SA)	45-54		M	62
No usual address (SA)	45-54	0	F	14
No usual address (SA)	45-54	0	M	14
No usual address (SA)	45-54	15750	F	23
No usual address (SA)	45-54	15750	M	35
No usual address (SA)	45-54	21000	F	25
No usual address (SA)	45-54	21000	M	36
No usual address (SA)	45-54	26250	F	19
No usual address (SA)	45-54	26250	M	38
No usual address (SA)	45-54	34125	F	15
No usual address (SA)	45-54	34125	M	27
No usual address (SA)	45-54	42000	F	8
No usual address (SA)	45-54	42000	M	5
No usual address (SA)	45-54	52500	F	11
No usual address (SA)	45-54	52500	M	23
No usual address (SA)	45-54	65625	F	7
No usual address (SA)	45-54	65625	M	20
No usual address (SA)	45-54	78750	F	3
No usual address (SA)	45-54	78750	M	6
No usual address (SA)	45-54	91875	F	4
No usual address (SA)	45-54	91875	M	10
No usual address (SA)	45-54	105000	F	5
No usual address (SA)	45-54	105000	M	7
No usual address (SA)	45-54	157500	F	6
No usual address (SA)	45-54	157500	M	9
No usual address (SA)	45-54	183750	M	3
No usual address (SA)	45-54	Inf	F	4
No usual address (SA)	45-54	Inf	M	6
No usual address (SA)	55-64		F	26
No usual address (SA)	55-64		M	73
No usual address (SA)	55-64	0	F	34
No usual address (SA)	55-64	0	M	27
No usual address (SA)	55-64	7875	F	9
No usual address (SA)	55-64	7875	M	4
No usual address (SA)	55-64	15750	F	22
No usual address (SA)	55-64	15750	M	32
No usual address (SA)	55-64	21000	F	20
No usual address (SA)	55-64	21000	M	39
No usual address (SA)	55-64	26250	F	18
No usual address (SA)	55-64	26250	M	35
No usual address (SA)	55-64	34125	F	18
No usual address (SA)	55-64	34125	M	23
No usual address (SA)	55-64	42000	F	22
No usual address (SA)	55-64	42000	M	16
No usual address (SA)	55-64	52500	F	10
No usual address (SA)	55-64	52500	M	14
No usual address (SA)	55-64	65625	F	8
No usual address (SA)	55-64	65625	M	12
No usual address (SA)	55-64	78750	M	9
No usual address (SA)	55-64	91875	F	3
No usual address (SA)	55-64	91875	M	9
No usual address (SA)	55-64	105000	F	4
No usual address (SA)	55-64	105000	M	9
No usual address (SA)	55-64	157500	M	3
No usual address (SA)	55-64	Inf	M	7
No usual address (SA)	65-74		F	17
No usual address (SA)	65-74		M	44
No usual address (SA)	65-74	0	F	8
No usual address (SA)	65-74	0	M	14
No usual address (SA)	65-74	7875	F	3
No usual address (SA)	65-74	7875	M	8
No usual address (SA)	65-74	15750	F	9
No usual address (SA)	65-74	15750	M	11
No usual address (SA)	65-74	21000	F	43
No usual address (SA)	65-74	21000	M	44
No usual address (SA)	65-74	26250	F	34
No usual address (SA)	65-74	26250	M	35
No usual address (SA)	65-74	34125	F	9
No usual address (SA)	65-74	34125	M	9
No usual address (SA)	65-74	42000	F	14
No usual address (SA)	65-74	42000	M	12
No usual address (SA)	65-74	52500	M	11
No usual address (SA)	65-74	65625	F	3
No usual address (SA)	65-74	65625	M	6
No usual address (SA)	65-74	78750	M	10
No usual address (SA)	65-74	157500	M	3
No usual address (SA)	75-84		F	4
No usual address (SA)	75-84		M	6
No usual address (SA)	75-84	0	F	6
No usual address (SA)	75-84	7875	F	6
No usual address (SA)	75-84	21000	F	5
No usual address (SA)	75-84	21000	M	12
No usual address (SA)	75-84	26250	F	5
No usual address (SA)	75-84	26250	M	6
No usual address (SA)	75-84	65625	M	5
No usual address (SA)	85+	7875	M	4
Migratory - Offshore - Shipping (SA)	45-54		M	7
Migratory - Offshore - Shipping (SA)	45-54	91875	M	3
Greater Adelaide	15-19		F	1668
Greater Adelaide	15-19		M	1782
Greater Adelaide	15-19	0	F	14617
Greater Adelaide	15-19	0	M	18160
Greater Adelaide	15-19	7875	F	9352
Greater Adelaide	15-19	7875	M	8120
Greater Adelaide	15-19	15750	F	6142
Greater Adelaide	15-19	15750	M	4887
Greater Adelaide	15-19	21000	F	2272
Greater Adelaide	15-19	21000	M	1738
Greater Adelaide	15-19	26250	F	1496
Greater Adelaide	15-19	26250	M	1442
Greater Adelaide	15-19	34125	F	1268
Greater Adelaide	15-19	34125	M	1852
Greater Adelaide	15-19	42000	F	657
Greater Adelaide	15-19	42000	M	1008
Greater Adelaide	15-19	52500	F	335
Greater Adelaide	15-19	52500	M	647
Greater Adelaide	15-19	65625	F	170
Greater Adelaide	15-19	65625	M	325
Greater Adelaide	15-19	78750	F	56
Greater Adelaide	15-19	78750	M	91
Greater Adelaide	15-19	91875	F	29
Greater Adelaide	15-19	91875	M	55
Greater Adelaide	15-19	105000	F	20
Greater Adelaide	15-19	105000	M	16
Greater Adelaide	15-19	157500	F	16
