GCCSA_NAME21	CountryOfBirth	Sex	persons
Rest of NSW	ITA	F	3900
Rest of NSW	ITA	M	4496
Rest of NSW	JPN	F	1348
Rest of NSW	JPN	M	586
Rest of NSW	KHM	F	357
Rest of NSW	KHM	M	216
Rest of NSW	KOR	F	1277
Rest of NSW	KOR	M	1051
Rest of NSW	LBN	F	730
Rest of NSW	LBN	M	918
Rest of NSW	LKA	F	1266
Rest of NSW	LKA	M	1361
Rest of NSW	MKD	F	2811
Rest of NSW	MKD	M	2747
Rest of NSW	MLT	F	999
Rest of NSW	MLT	M	1146
Rest of NSW	MMR	F	707
Rest of NSW	MMR	M	639
Rest of NSW	MUS	F	273
Rest of NSW	MUS	M	291
Rest of NSW	MYS	F	2352
Rest of NSW	MYS	M	2137
Rest of NSW	NLD	F	3640
Rest of NSW	NLD	M	3396
Rest of NSW	NPL	F	2786
Rest of NSW	NPL	M	3093
Rest of NSW	NZL	F	16459
Rest of NSW	NZL	M	16379
Rest of NSW	PAK	F	1021
Rest of NSW	PAK	M	1845
Rest of NSW	PHL	F	10632
Rest of NSW	PHL	M	4904
Rest of NSW	PNG	F	1100
Rest of NSW	PNG	M	885
Rest of NSW	POL	F	1265
Rest of NSW	POL	M	883
Rest of NSW	SGP	F	824
Rest of NSW	SGP	M	628
Rest of NSW	THA	F	3959
Rest of NSW	THA	M	1329
Rest of NSW	TUR	F	615
Rest of NSW	TUR	M	700
Rest of NSW	TWN	F	934
Rest of NSW	TWN	M	516
Rest of NSW	USA	F	4823
Rest of NSW	USA	M	4036
Rest of NSW	VNM	F	2360
Rest of NSW	VNM	M	1821
Rest of NSW	WSM	F	389
Rest of NSW	WSM	M	470
Rest of NSW	ZAF	F	5158
Rest of NSW	ZAF	M	4961
Rest of NSW	ZWE	F	1118
Rest of NSW	ZWE	M	1067
No usual address (Vic.)		F	1459
No usual address (Vic.)		M	2195
No usual address (Vic.)	AFG	F	3
No usual address (Vic.)	AFG	M	7
No usual address (Vic.)	AUS	F	1934
No usual address (Vic.)	AUS	M	2348
No usual address (Vic.)	BRA	F	7
No usual address (Vic.)	BRA	M	4
No usual address (Vic.)	CAN	F	14
No usual address (Vic.)	CAN	M	14
No usual address (Vic.)	CHL	F	8
No usual address (Vic.)	CHL	M	7
No usual address (Vic.)	CHN	F	34
No usual address (Vic.)	CHN	M	22
No usual address (Vic.)	DEU	F	16
No usual address (Vic.)	DEU	M	16
No usual address (Vic.)	EGY	F	3
No usual address (Vic.)	EGY	M	3
No usual address (Vic.)	FJI	F	3
No usual address (Vic.)	FJI	M	5
No usual address (Vic.)	FRA	F	10
No usual address (Vic.)	FRA	M	4
No usual address (Vic.)	GBR	F	84
No usual address (Vic.)	GBR	M	118
No usual address (Vic.)	GRC	F	5
No usual address (Vic.)	GRC	M	8
No usual address (Vic.)	HKG	F	3
No usual address (Vic.)	HKG	M	3
No usual address (Vic.)	HRV	F	6
No usual address (Vic.)	HRV	M	7
No usual address (Vic.)	IDN	F	14
No usual address (Vic.)	IDN	M	4
No usual address (Vic.)	IND	F	29
No usual address (Vic.)	IND	M	60
No usual address (Vic.)	IRL	F	7
No usual address (Vic.)	IRL	M	18
No usual address (Vic.)	IRN	F	14
No usual address (Vic.)	IRN	M	13
No usual address (Vic.)	IRQ	F	3
No usual address (Vic.)	IRQ	M	5
No usual address (Vic.)	ITA	F	9
No usual address (Vic.)	ITA	M	10
No usual address (Vic.)	JPN	F	9
No usual address (Vic.)	KHM	F	3
No usual address (Vic.)	KHM	M	6
No usual address (Vic.)	KOR	F	5
No usual address (Vic.)	KOR	M	4
No usual address (Vic.)	LBN	F	3
No usual address (Vic.)	LBN	M	8
No usual address (Vic.)	LKA	F	17
No usual address (Vic.)	LKA	M	16
No usual address (Vic.)	MKD	M	3
No usual address (Vic.)	MLT	M	3
No usual address (Vic.)	MMR	M	3
No usual address (Vic.)	MYS	F	34
No usual address (Vic.)	MYS	M	40
No usual address (Vic.)	NLD	F	13
No usual address (Vic.)	NLD	M	9
No usual address (Vic.)	NPL	F	8
No usual address (Vic.)	NPL	M	4
No usual address (Vic.)	NZL	F	65
No usual address (Vic.)	NZL	M	87
No usual address (Vic.)	PAK	F	7
No usual address (Vic.)	PAK	M	13
No usual address (Vic.)	PHL	F	25
No usual address (Vic.)	PHL	M	21
No usual address (Vic.)	PNG	F	5
No usual address (Vic.)	POL	M	4
No usual address (Vic.)	SGP	F	10
No usual address (Vic.)	THA	F	12
No usual address (Vic.)	THA	M	6
No usual address (Vic.)	TUR	F	5
No usual address (Vic.)	TUR	M	12
No usual address (Vic.)	TWN	F	8
No usual address (Vic.)	TWN	M	8
No usual address (Vic.)	USA	F	11
No usual address (Vic.)	USA	M	25
No usual address (Vic.)	VNM	F	16
No usual address (Vic.)	VNM	M	15
No usual address (Vic.)	WSM	M	3
No usual address (Vic.)	ZAF	F	11
No usual address (Vic.)	ZAF	M	17
No usual address (Vic.)	ZWE	M	3
Migratory - Offshore - Shipping (Vic.)		F	3
Migratory - Offshore - Shipping (Vic.)		M	24
Migratory - Offshore - Shipping (Vic.)	AUS	M	7
Migratory - Offshore - Shipping (Vic.)	PHL	M	5
Greater Melbourne		F	205990
Greater Melbourne		M	199810
Greater Melbourne	AFG	F	10285
Greater Melbourne	AFG	M	13240
Greater Melbourne	AUS	F	1486667
Greater Melbourne	AUS	M	1460481
Greater Melbourne	BGD	F	4608
Greater Melbourne	BGD	M	5091
Greater Melbourne	BIH	F	4436
Greater Melbourne	BIH	M	4070
Greater Melbourne	BRA	F	2983
Greater Melbourne	BRA	M	2443
Greater Melbourne	CAN	F	4686
Greater Melbourne	CAN	M	3766
Greater Melbourne	CHL	F	4122
Greater Melbourne	CHL	M	3742
Greater Melbourne	CHN	F	93531
Greater Melbourne	CHN	M	72490
Greater Melbourne	DEU	F	10104
Greater Melbourne	DEU	M	9018
Greater Melbourne	EGY	F	6734
Greater Melbourne	EGY	M	6584
Greater Melbourne	FJI	F	6249
Greater Melbourne	FJI	M	5200
Greater Melbourne	FRA	F	3337
Greater Melbourne	FRA	M	3721
Greater Melbourne	GBR	F	76317
Greater Melbourne	GBR	M	79753
Greater Melbourne	GRC	F	24059
Greater Melbourne	GRC	M	20903
Greater Melbourne	HKG	F	12876
Greater Melbourne	HKG	M	11557
Greater Melbourne	HRV	F	6739
Greater Melbourne	HRV	M	6161
Greater Melbourne	IDN	F	11120
Greater Melbourne	IDN	M	8175
Greater Melbourne	IND	F	111393
Greater Melbourne	IND	M	131244
Greater Melbourne	IRL	F	7051
Greater Melbourne	IRL	M	7689
Greater Melbourne	IRN	F	9825
Greater Melbourne	IRN	M	11105
Greater Melbourne	IRQ	F	12402
Greater Melbourne	IRQ	M	12634
Greater Melbourne	ITA	F	29689
Greater Melbourne	ITA	M	28390
Greater Melbourne	JPN	F	5968
Greater Melbourne	JPN	M	2516
Greater Melbourne	KHM	F	8953
Greater Melbourne	KHM	M	7328
Greater Melbourne	KOR	F	8298
Greater Melbourne	KOR	M	6433
Greater Melbourne	LBN	F	8923
Greater Melbourne	LBN	M	9404
Greater Melbourne	LKA	F	31529
Greater Melbourne	LKA	M	33620
Greater Melbourne	MKD	F	9210
Greater Melbourne	MKD	M	8813
Greater Melbourne	MLT	F	7785
Greater Melbourne	MLT	M	7343
Greater Melbourne	MMR	F	6088
Greater Melbourne	MMR	M	6307
Greater Melbourne	MUS	F	6016
Greater Melbourne	MUS	M	5681
Greater Melbourne	MYS	F	30478
Greater Melbourne	MYS	M	26866
Greater Melbourne	NLD	F	5761
Greater Melbourne	NLD	M	5798
Greater Melbourne	NPL	F	8339
Greater Melbourne	NPL	M	10169
Greater Melbourne	NZL	F	41397
Greater Melbourne	NZL	M	41538
Greater Melbourne	PAK	F	11945
Greater Melbourne	PAK	M	17124
Greater Melbourne	PHL	F	35125
Greater Melbourne	PHL	M	23810
Greater Melbourne	PNG	F	1132
Greater Melbourne	PNG	M	888
Greater Melbourne	POL	F	7549
Greater Melbourne	POL	M	5504
Greater Melbourne	SGP	F	9340
Greater Melbourne	SGP	M	7743
Greater Melbourne	THA	F	11920
Greater Melbourne	THA	M	5440
Greater Melbourne	TUR	F	8808
Greater Melbourne	TUR	M	8908
Greater Melbourne	TWN	F	5600
Greater Melbourne	TWN	M	3766
Greater Melbourne	USA	F	10551
Greater Melbourne	USA	M	9682
Greater Melbourne	VNM	F	50983
Greater Melbourne	VNM	M	39560
Greater Melbourne	WSM	F	3665
Greater Melbourne	WSM	M	3540
Greater Melbourne	ZAF	F	13813
Greater Melbourne	ZAF	M	13245
Greater Melbourne	ZWE	F	2652
Greater Melbourne	ZWE	M	2425
Rest of Vic.		F	61731
Rest of Vic.		M	62583
Rest of Vic.	AFG	F	761
Rest of Vic.	AFG	M	1140
Rest of Vic.	AUS	F	649939
Rest of Vic.	AUS	M	627308
Rest of Vic.	BGD	F	269
Rest of Vic.	BGD	M	326
Rest of Vic.	BIH	F	356
Rest of Vic.	BIH	M	323
Rest of Vic.	BRA	F	262
Rest of Vic.	BRA	M	178
Rest of Vic.	CAN	F	1108
Rest of Vic.	CAN	M	862
Rest of Vic.	CHL	F	224
Rest of Vic.	CHL	M	190
Rest of Vic.	CHN	F	3026
Rest of Vic.	CHN	M	2345
Rest of Vic.	DEU	F	3313
Rest of Vic.	DEU	M	2896
Rest of Vic.	EGY	F	312
Rest of Vic.	EGY	M	456
Rest of Vic.	FJI	F	521
Rest of Vic.	FJI	M	458
Rest of Vic.	FRA	F	501
Rest of Vic.	FRA	M	499
Rest of Vic.	GBR	F	25132
Rest of Vic.	GBR	M	23773
Rest of Vic.	GRC	F	759
Rest of Vic.	GRC	M	906
Rest of Vic.	HKG	F	470
Rest of Vic.	HKG	M	415
Rest of Vic.	HRV	F	1184
Rest of Vic.	HRV	M	1166
Rest of Vic.	IDN	F	836
Rest of Vic.	IDN	M	500
Rest of Vic.	IND	F	6778
Rest of Vic.	IND	M	8688
Rest of Vic.	IRL	F	1238
Rest of Vic.	IRL	M	1449
Rest of Vic.	IRN	F	442
Rest of Vic.	IRN	M	536
Rest of Vic.	IRQ	F	474
Rest of Vic.	IRQ	M	560
Rest of Vic.	ITA	F	3122
Rest of Vic.	ITA	M	3575
Rest of Vic.	JPN	F	560
Rest of Vic.	JPN	M	206
Rest of Vic.	KHM	F	289
Rest of Vic.	KHM	M	183
Rest of Vic.	KOR	F	406
Rest of Vic.	KOR	M	290
Rest of Vic.	LBN	F	142
Rest of Vic.	LBN	M	207
Rest of Vic.	LKA	F	1323
Rest of Vic.	LKA	M	1560
Rest of Vic.	MKD	F	486
Rest of Vic.	MKD	M	497
Rest of Vic.	MLT	F	753
Rest of Vic.	MLT	M	956
Rest of Vic.	MMR	F	923
Rest of Vic.	MMR	M	899
Rest of Vic.	MUS	F	332
Rest of Vic.	MUS	M	304
Rest of Vic.	MYS	F	2550
Rest of Vic.	MYS	M	2695
Rest of Vic.	NLD	F	3451
Rest of Vic.	NLD	M	3458
Rest of Vic.	NPL	F	773
Rest of Vic.	NPL	M	858
Rest of Vic.	NZL	F	8243
Rest of Vic.	NZL	M	8007
Rest of Vic.	PAK	F	708
Rest of Vic.	PAK	M	1138
Rest of Vic.	PHL	F	6245
Rest of Vic.	PHL	M	3237
Rest of Vic.	PNG	F	401
Rest of Vic.	PNG	M	286
Rest of Vic.	POL	F	643
Rest of Vic.	POL	M	494
Rest of Vic.	SGP	F	476
Rest of Vic.	SGP	M	384
Rest of Vic.	THA	F	2414
Rest of Vic.	THA	M	1277
Rest of Vic.	TUR	F	425
Rest of Vic.	TUR	M	525
Rest of Vic.	TWN	F	836
Rest of Vic.	TWN	M	507
Rest of Vic.	USA	F	2004
Rest of Vic.	USA	M	1683
Rest of Vic.	VNM	F	1611
Rest of Vic.	VNM	M	1404
Rest of Vic.	WSM	F	179
Rest of Vic.	WSM	M	336
Rest of Vic.	ZAF	F	2148
Rest of Vic.	ZAF	M	2037
Rest of Vic.	ZWE	F	500
Rest of Vic.	ZWE	M	470
No usual address (Qld)		F	1378
No usual address (Qld)		M	1777
No usual address (Qld)	AFG	M	3
No usual address (Qld)	AUS	F	4153
No usual address (Qld)	AUS	M	4859
No usual address (Qld)	BIH	F	4
No usual address (Qld)	BIH	M	4
No usual address (Qld)	BRA	F	17
No usual address (Qld)	BRA	M	8
No usual address (Qld)	CAN	F	21
No usual address (Qld)	CAN	M	22
No usual address (Qld)	CHL	F	28
No usual address (Qld)	CHL	M	11
No usual address (Qld)	CHN	F	53
No usual address (Qld)	CHN	M	16
No usual address (Qld)	DEU	F	52
No usual address (Qld)	DEU	M	52
No usual address (Qld)	EGY	M	4
No usual address (Qld)	FJI	F	7
No usual address (Qld)	FJI	M	11
No usual address (Qld)	FRA	F	43
No usual address (Qld)	FRA	M	37
No usual address (Qld)	GBR	F	370
No usual address (Qld)	GBR	M	368
No usual address (Qld)	GRC	F	3
No usual address (Qld)	HKG	F	9
No usual address (Qld)	HKG	M	5
No usual address (Qld)	HRV	M	4
No usual address (Qld)	IDN	F	24
No usual address (Qld)	IDN	M	12
No usual address (Qld)	IND	F	21
No usual address (Qld)	IND	M	24
No usual address (Qld)	IRL	F	26
No usual address (Qld)	IRL	M	25
No usual address (Qld)	IRN	M	3
No usual address (Qld)	IRQ	M	3
No usual address (Qld)	ITA	F	21
No usual address (Qld)	ITA	M	32
No usual address (Qld)	JPN	F	14
No usual address (Qld)	JPN	M	8
No usual address (Qld)	KOR	F	14
No usual address (Qld)	KOR	M	17
No usual address (Qld)	LBN	M	7
No usual address (Qld)	LKA	F	4
No usual address (Qld)	LKA	M	8
No usual address (Qld)	MLT	M	9
No usual address (Qld)	MYS	F	23
No usual address (Qld)	MYS	M	6
No usual address (Qld)	NLD	F	32
No usual address (Qld)	NLD	M	35
No usual address (Qld)	NPL	F	6
No usual address (Qld)	NZL	F	265
No usual address (Qld)	NZL	M	304
No usual address (Qld)	PAK	F	12
No usual address (Qld)	PAK	M	10
No usual address (Qld)	PHL	F	40
No usual address (Qld)	PHL	M	23
No usual address (Qld)	PNG	F	22
No usual address (Qld)	PNG	M	22
No usual address (Qld)	POL	F	10
No usual address (Qld)	SGP	M	4
No usual address (Qld)	THA	F	12
No usual address (Qld)	THA	M	3
No usual address (Qld)	TUR	M	3
No usual address (Qld)	TWN	F	34
No usual address (Qld)	TWN	M	14
No usual address (Qld)	USA	F	22
No usual address (Qld)	USA	M	35
No usual address (Qld)	VNM	F	19
No usual address (Qld)	VNM	M	3
No usual address (Qld)	WSM	F	3
No usual address (Qld)	WSM	M	4
No usual address (Qld)	ZAF	F	39
No usual address (Qld)	ZAF	M	49
No usual address (Qld)	ZWE	F	7
No usual address (Qld)	ZWE	M	11
Migratory - Offshore - Shipping (Qld)		F	24
Migratory - Offshore - Shipping (Qld)		M	109
Migratory - Offshore - Shipping (Qld)	AUS	M	27
Migratory - Offshore - Shipping (Qld)	ITA	F	3
Migratory - Offshore - Shipping (Qld)	PHL	M	16
Greater Brisbane		F	94485
Greater Brisbane		M	94389
Greater Brisbane	AFG	F	1843
Greater Brisbane	AFG	M	2445
Greater Brisbane	AUS	F	872591
Greater Brisbane	AUS	M	854070
Greater Brisbane	BGD	F	1130
Greater Brisbane	BGD	M	1189
Greater Brisbane	BIH	F	1285
Greater Brisbane	BIH	M	1229
Greater Brisbane	BRA	F	3055
Greater Brisbane	BRA	M	2572
Greater Brisbane	CAN	F	3222
Greater Brisbane	CAN	M	2876
Greater Brisbane	CHL	F	1002
Greater Brisbane	CHL	M	903
Greater Brisbane	CHN	F	23947
Greater Brisbane	CHN	M	18031
Greater Brisbane	DEU	F	4911
Greater Brisbane	DEU	M	4565
Greater Brisbane	EGY	F	730
Greater Brisbane	EGY	M	905
Greater Brisbane	FJI	F	5854
Greater Brisbane	FJI	M	4945
Greater Brisbane	FRA	F	1744
Greater Brisbane	FRA	M	1806
Greater Brisbane	GBR	F	53470
Greater Brisbane	GBR	M	56832
Greater Brisbane	GRC	F	1077
Greater Brisbane	GRC	M	1185
Greater Brisbane	HKG	F	5139
Greater Brisbane	HKG	M	4657
Greater Brisbane	HRV	F	1013
Greater Brisbane	HRV	M	960
Greater Brisbane	IDN	F	3238
Greater Brisbane	IDN	M	2027
Greater Brisbane	IND	F	23868
Greater Brisbane	IND	M	27779
Greater Brisbane	IRL	F	3436
Greater Brisbane	IRL	M	4224
Greater Brisbane	IRN	F	2998
Greater Brisbane	IRN	M	3282
Greater Brisbane	IRQ	F	1253
Greater Brisbane	IRQ	M	1419
Greater Brisbane	ITA	F	3032
Greater Brisbane	ITA	M	3507
Greater Brisbane	JPN	F	3996
Greater Brisbane	JPN	M	1649
Greater Brisbane	KHM	F	1131
Greater Brisbane	KHM	M	805
Greater Brisbane	KOR	F	7295
Greater Brisbane	KOR	M	6010
Greater Brisbane	LBN	F	548
Greater Brisbane	LBN	M	616
Greater Brisbane	LKA	F	4339
Greater Brisbane	LKA	M	4413
Greater Brisbane	MKD	F	387
Greater Brisbane	MKD	M	324
Greater Brisbane	MLT	F	451
Greater Brisbane	MLT	M	480
Greater Brisbane	MMR	F	1698
Greater Brisbane	MMR	M	1710
Greater Brisbane	MUS	F	474
Greater Brisbane	MUS	M	453
Greater Brisbane	MYS	F	6481
Greater Brisbane	MYS	M	5353
Greater Brisbane	NLD	F	3125
Greater Brisbane	NLD	M	3280
Greater Brisbane	NPL	F	3188
Greater Brisbane	NPL	M	3270
Greater Brisbane	NZL	F	55912
Greater Brisbane	NZL	M	55739
Greater Brisbane	PAK	F	2223
Greater Brisbane	PAK	M	2674
Greater Brisbane	PHL	F	18084
Greater Brisbane	PHL	M	9822
Greater Brisbane	PNG	F	5095
Greater Brisbane	PNG	M	3948
Greater Brisbane	POL	F	1878
Greater Brisbane	POL	M	1382
Greater Brisbane	SGP	F	2834
Greater Brisbane	SGP	M	2332
Greater Brisbane	THA	F	5296
Greater Brisbane	THA	M	2226
Greater Brisbane	TUR	F	524
Greater Brisbane	TUR	M	719
Greater Brisbane	TWN	F	7432
Greater Brisbane	TWN	M	5389
Greater Brisbane	USA	F	5370
Greater Brisbane	USA	M	5155
Greater Brisbane	VNM	F	11525
Greater Brisbane	VNM	M	8785
Greater Brisbane	WSM	F	4066
Greater Brisbane	WSM	M	3971
Greater Brisbane	ZAF	F	13513
Greater Brisbane	ZAF	M	13404
Greater Brisbane	ZWE	F	2704
Greater Brisbane	ZWE	M	2643
Rest of Qld		F	114108
Rest of Qld		M	124920
Rest of Qld	AFG	F	203
Rest of Qld	AFG	M	233
Rest of Qld	AUS	F	981906
Rest of Qld	AUS	M	962408
Rest of Qld	BGD	F	462
Rest of Qld	BGD	M	517
Rest of Qld	BIH	F	587
Rest of Qld	BIH	M	519
Rest of Qld	BRA	F	3644
Rest of Qld	BRA	M	3249
Rest of Qld	CAN	F	3790
Rest of Qld	CAN	M	2955
Rest of Qld	CHL	F	783
Rest of Qld	CHL	M	684
Rest of Qld	CHN	F	8212
Rest of Qld	CHN	M	5501
Rest of Qld	DEU	F	6158
Rest of Qld	DEU	M	5240
Rest of Qld	EGY	F	580
Rest of Qld	EGY	M	728
Rest of Qld	FJI	F	1973
Rest of Qld	FJI	M	1669
Rest of Qld	FRA	F	1724
Rest of Qld	FRA	M	1728
Rest of Qld	GBR	F	55188
Rest of Qld	GBR	M	54426
Rest of Qld	GRC	F	497
Rest of Qld	GRC	M	599
Rest of Qld	HKG	F	1609
Rest of Qld	HKG	M	1409
Rest of Qld	HRV	F	822
Rest of Qld	HRV	M	834
Rest of Qld	IDN	F	2216
Rest of Qld	IDN	M	1190
Rest of Qld	IND	F	9189
Rest of Qld	IND	M	10934
Rest of Qld	IRL	F	2388
Rest of Qld	IRL	M	2515
Rest of Qld	IRN	F	812
Rest of Qld	IRN	M	913
Rest of Qld	IRQ	F	1324
Rest of Qld	IRQ	M	1328
Rest of Qld	ITA	F	2936
Rest of Qld	ITA	M	3688
Rest of Qld	JPN	F	5339
Rest of Qld	JPN	M	2224
Rest of Qld	KHM	F	358
