GCCSA_NAME21	Age.min	Sex	persons
No usual address (Tas.)	35	M	15
No usual address (Tas.)	36	F	8
No usual address (Tas.)	36	M	9
No usual address (Tas.)	37	F	14
No usual address (Tas.)	37	M	11
No usual address (Tas.)	38	F	5
No usual address (Tas.)	38	M	6
No usual address (Tas.)	39	F	11
No usual address (Tas.)	39	M	13
No usual address (Tas.)	40	F	11
No usual address (Tas.)	40	M	11
No usual address (Tas.)	41	F	13
No usual address (Tas.)	41	M	12
No usual address (Tas.)	42	F	10
No usual address (Tas.)	42	M	8
No usual address (Tas.)	43	F	11
No usual address (Tas.)	43	M	16
No usual address (Tas.)	44	F	9
No usual address (Tas.)	44	M	5
No usual address (Tas.)	45	F	8
No usual address (Tas.)	45	M	12
No usual address (Tas.)	46	F	5
No usual address (Tas.)	46	M	11
No usual address (Tas.)	47	F	4
No usual address (Tas.)	47	M	3
No usual address (Tas.)	48	F	11
No usual address (Tas.)	48	M	10
No usual address (Tas.)	49	F	4
No usual address (Tas.)	49	M	15
No usual address (Tas.)	50	F	11
No usual address (Tas.)	50	M	31
No usual address (Tas.)	51	F	8
No usual address (Tas.)	51	M	14
No usual address (Tas.)	52	F	8
No usual address (Tas.)	52	M	14
No usual address (Tas.)	53	F	14
No usual address (Tas.)	53	M	18
No usual address (Tas.)	54	F	11
No usual address (Tas.)	54	M	7
No usual address (Tas.)	55	F	12
No usual address (Tas.)	55	M	6
No usual address (Tas.)	56	F	15
No usual address (Tas.)	57	F	4
No usual address (Tas.)	57	M	18
No usual address (Tas.)	58	F	8
No usual address (Tas.)	58	M	9
No usual address (Tas.)	59	F	9
No usual address (Tas.)	59	M	17
No usual address (Tas.)	60	F	10
No usual address (Tas.)	60	M	16
No usual address (Tas.)	61	F	8
No usual address (Tas.)	61	M	12
No usual address (Tas.)	62	F	3
No usual address (Tas.)	62	M	13
No usual address (Tas.)	63	F	14
No usual address (Tas.)	63	M	3
No usual address (Tas.)	64	F	11
No usual address (Tas.)	64	M	5
No usual address (Tas.)	65	M	14
No usual address (Tas.)	66	F	4
No usual address (Tas.)	66	M	10
No usual address (Tas.)	67	F	14
No usual address (Tas.)	67	M	11
No usual address (Tas.)	68	F	7
No usual address (Tas.)	68	M	10
No usual address (Tas.)	69	F	8
No usual address (Tas.)	69	M	10
No usual address (Tas.)	70	F	12
No usual address (Tas.)	70	M	3
No usual address (Tas.)	71	F	10
No usual address (Tas.)	71	M	12
No usual address (Tas.)	72	F	6
No usual address (Tas.)	72	M	6
No usual address (Tas.)	73	F	4
No usual address (Tas.)	73	M	8
No usual address (Tas.)	74	F	6
No usual address (Tas.)	74	M	6
No usual address (Tas.)	75	F	4
No usual address (Tas.)	76	M	5
No usual address (Tas.)	78	F	3
No usual address (Tas.)	79	F	3
No usual address (Tas.)	79	M	4
No usual address (Tas.)	80	F	7
No usual address (Tas.)	85	F	4
Greater Hobart	0	F	1261
Greater Hobart	0	M	1289
Greater Hobart	1	F	1248
Greater Hobart	1	M	1375
Greater Hobart	2	F	1209
Greater Hobart	2	M	1330
Greater Hobart	3	F	1213
Greater Hobart	3	M	1287
Greater Hobart	4	F	1290
Greater Hobart	4	M	1354
Greater Hobart	5	F	1389
Greater Hobart	5	M	1452
Greater Hobart	6	F	1333
Greater Hobart	6	M	1411
Greater Hobart	7	F	1397
Greater Hobart	7	M	1436
Greater Hobart	8	F	1406
Greater Hobart	8	M	1436
Greater Hobart	9	F	1394
Greater Hobart	9	M	1379
Greater Hobart	10	F	1412
Greater Hobart	10	M	1576
Greater Hobart	11	F	1371
Greater Hobart	11	M	1500
Greater Hobart	12	F	1468
Greater Hobart	12	M	1473
Greater Hobart	13	F	1436
Greater Hobart	13	M	1527
Greater Hobart	14	F	1403
Greater Hobart	14	M	1512
Greater Hobart	15	F	1341
Greater Hobart	15	M	1434
Greater Hobart	16	F	1339
Greater Hobart	16	M	1442
Greater Hobart	17	F	1261
Greater Hobart	17	M	1337
Greater Hobart	18	F	1234
Greater Hobart	18	M	1321
Greater Hobart	19	F	1274
Greater Hobart	19	M	1337
Greater Hobart	20	F	1390
Greater Hobart	20	M	1410
Greater Hobart	21	F	1299
Greater Hobart	21	M	1437
Greater Hobart	22	F	1497
Greater Hobart	22	M	1447
Greater Hobart	23	F	1514
Greater Hobart	23	M	1550
Greater Hobart	24	F	1639
Greater Hobart	24	M	1637
Greater Hobart	25	F	1809
Greater Hobart	25	M	1810
Greater Hobart	26	F	1922
Greater Hobart	26	M	2021
Greater Hobart	27	F	2051
Greater Hobart	27	M	2101
Greater Hobart	28	F	2032
Greater Hobart	28	M	2057
Greater Hobart	29	F	2066
Greater Hobart	29	M	2055
Greater Hobart	30	F	2139
Greater Hobart	30	M	2093
Greater Hobart	31	F	2118
Greater Hobart	31	M	2060
Greater Hobart	32	F	1975
Greater Hobart	32	M	2020
Greater Hobart	33	F	1904
Greater Hobart	33	M	1857
Greater Hobart	34	F	1822
Greater Hobart	34	M	1845
Greater Hobart	35	F	1850
Greater Hobart	35	M	1816
Greater Hobart	36	F	1838
Greater Hobart	36	M	1728
Greater Hobart	37	F	1747
Greater Hobart	37	M	1607
Greater Hobart	38	F	1652
Greater Hobart	38	M	1629
Greater Hobart	39	F	1668
Greater Hobart	39	M	1594
Greater Hobart	40	F	1613
Greater Hobart	40	M	1474
Greater Hobart	41	F	1567
Greater Hobart	41	M	1431
Greater Hobart	42	F	1438
Greater Hobart	42	M	1433
Greater Hobart	43	F	1467
Greater Hobart	43	M	1347
Greater Hobart	44	F	1411
Greater Hobart	44	M	1350
Greater Hobart	45	F	1474
Greater Hobart	45	M	1365
Greater Hobart	46	F	1466
Greater Hobart	46	M	1363
Greater Hobart	47	F	1560
Greater Hobart	47	M	1463
Greater Hobart	48	F	1543
Greater Hobart	48	M	1379
Greater Hobart	49	F	1609
Greater Hobart	49	M	1496
Greater Hobart	50	F	1659
Greater Hobart	50	M	1557
Greater Hobart	51	F	1595
Greater Hobart	51	M	1427
Greater Hobart	52	F	1550
Greater Hobart	52	M	1496
Greater Hobart	53	F	1484
Greater Hobart	53	M	1390
Greater Hobart	54	F	1497
Greater Hobart	54	M	1282
Greater Hobart	55	F	1345
Greater Hobart	55	M	1225
Greater Hobart	56	F	1526
Greater Hobart	56	M	1323
Greater Hobart	57	F	1610
Greater Hobart	57	M	1536
Greater Hobart	58	F	1626
Greater Hobart	58	M	1450
Greater Hobart	59	F	1601
Greater Hobart	59	M	1547
Greater Hobart	60	F	1653
Greater Hobart	60	M	1521
Greater Hobart	61	F	1611
Greater Hobart	61	M	1451
Greater Hobart	62	F	1617
Greater Hobart	62	M	1409
Greater Hobart	63	F	1528
Greater Hobart	63	M	1429
Greater Hobart	64	F	1557
Greater Hobart	64	M	1381
Greater Hobart	65	F	1512
Greater Hobart	65	M	1372
Greater Hobart	66	F	1466
Greater Hobart	66	M	1293
Greater Hobart	67	F	1449
Greater Hobart	67	M	1196
Greater Hobart	68	F	1408
Greater Hobart	68	M	1327
Greater Hobart	69	F	1461
Greater Hobart	69	M	1278
Greater Hobart	70	F	1399
Greater Hobart	70	M	1191
Greater Hobart	71	F	1306
Greater Hobart	71	M	1222
Greater Hobart	72	F	1217
Greater Hobart	72	M	1091
Greater Hobart	73	F	1241
Greater Hobart	73	M	1133
Greater Hobart	74	F	1349
Greater Hobart	74	M	1234
Greater Hobart	75	F	1086
Greater Hobart	75	M	892
Greater Hobart	76	F	967
Greater Hobart	76	M	838
Greater Hobart	77	F	975
Greater Hobart	77	M	803
Greater Hobart	78	F	859
Greater Hobart	78	M	700
Greater Hobart	79	F	780
Greater Hobart	79	M	690
Greater Hobart	80	F	3362
Greater Hobart	80	M	2655
Greater Hobart	85	F	2053
Greater Hobart	90	M	605
Greater Hobart	95	F	323
Greater Hobart	95	M	119
Greater Hobart	100	F	42
Greater Hobart	100	M	12
Rest of Tas.	0	F	1408
Rest of Tas.	0	M	1524
Rest of Tas.	1	F	1502
Rest of Tas.	1	M	1513
Rest of Tas.	2	F	1515
Rest of Tas.	2	M	1594
Rest of Tas.	3	F	1501
Rest of Tas.	3	M	1622
Rest of Tas.	4	F	1584
Rest of Tas.	4	M	1621
Rest of Tas.	5	F	1554
Rest of Tas.	5	M	1725
Rest of Tas.	6	F	1649
Rest of Tas.	6	M	1699
Rest of Tas.	7	F	1716
Rest of Tas.	7	M	1731
Rest of Tas.	8	F	1715
Rest of Tas.	8	M	1771
Rest of Tas.	9	F	1698
Rest of Tas.	9	M	1788
Rest of Tas.	10	F	1758
Rest of Tas.	10	M	1809
Rest of Tas.	11	F	1708
Rest of Tas.	11	M	1831
Rest of Tas.	12	F	1877
Rest of Tas.	12	M	1996
Rest of Tas.	13	F	1796
Rest of Tas.	13	M	1910
Rest of Tas.	14	F	1840
Rest of Tas.	14	M	1970
Rest of Tas.	15	F	1782
Rest of Tas.	15	M	1923
Rest of Tas.	16	F	1664
Rest of Tas.	16	M	1797
Rest of Tas.	17	F	1619
Rest of Tas.	17	M	1695
Rest of Tas.	18	F	1544
Rest of Tas.	18	M	1615
Rest of Tas.	19	F	1434
Rest of Tas.	19	M	1586
Rest of Tas.	20	F	1466
Rest of Tas.	20	M	1592
Rest of Tas.	21	F	1554
Rest of Tas.	21	M	1684
Rest of Tas.	22	F	1619
Rest of Tas.	22	M	1642
Rest of Tas.	23	F	1518
Rest of Tas.	23	M	1618
Rest of Tas.	24	F	1668
Rest of Tas.	24	M	1727
Rest of Tas.	25	F	1733
Rest of Tas.	25	M	1764
Rest of Tas.	26	F	1840
Rest of Tas.	26	M	1974
Rest of Tas.	27	F	1856
Rest of Tas.	27	M	1962
Rest of Tas.	28	F	1905
Rest of Tas.	28	M	1913
Rest of Tas.	29	F	1915
Rest of Tas.	29	M	1863
Rest of Tas.	30	F	1901
Rest of Tas.	30	M	1857
Rest of Tas.	31	F	1820
Rest of Tas.	31	M	1853
Rest of Tas.	32	F	1799
Rest of Tas.	32	M	1724
Rest of Tas.	33	F	1831
Rest of Tas.	33	M	1690
Rest of Tas.	34	F	1761
Rest of Tas.	34	M	1707
Rest of Tas.	35	F	1788
Rest of Tas.	35	M	1700
Rest of Tas.	36	F	1870
Rest of Tas.	36	M	1703
Rest of Tas.	37	F	1831
Rest of Tas.	37	M	1712
Rest of Tas.	38	F	1752
Rest of Tas.	38	M	1645
Rest of Tas.	39	F	1810
Rest of Tas.	39	M	1682
Rest of Tas.	40	F	1814
Rest of Tas.	40	M	1599
Rest of Tas.	41	F	1650
Rest of Tas.	41	M	1549
Rest of Tas.	42	F	1780
Rest of Tas.	42	M	1635
Rest of Tas.	43	F	1726
Rest of Tas.	43	M	1596
Rest of Tas.	44	F	1678
Rest of Tas.	44	M	1558
Rest of Tas.	45	F	1724
Rest of Tas.	45	M	1699
Rest of Tas.	46	F	1806
Rest of Tas.	46	M	1710
Rest of Tas.	47	F	1777
Rest of Tas.	47	M	1745
Rest of Tas.	48	F	2032
Rest of Tas.	48	M	1845
Rest of Tas.	49	F	2123
Rest of Tas.	49	M	1970
Rest of Tas.	50	F	2328
Rest of Tas.	50	M	2044
Rest of Tas.	51	F	2117
Rest of Tas.	51	M	2046
Rest of Tas.	52	F	2203
Rest of Tas.	52	M	2001
Rest of Tas.	53	F	2117
Rest of Tas.	53	M	1975
Rest of Tas.	54	F	2132
Rest of Tas.	54	M	1945
Rest of Tas.	55	F	2157
Rest of Tas.	55	M	1932
Rest of Tas.	56	F	2110
Rest of Tas.	56	M	2072
Rest of Tas.	57	F	2308
Rest of Tas.	57	M	2129
Rest of Tas.	58	F	2316
Rest of Tas.	58	M	2245
Rest of Tas.	59	F	2458
Rest of Tas.	59	M	2368
Rest of Tas.	60	F	2535
Rest of Tas.	60	M	2316
Rest of Tas.	61	F	2440
Rest of Tas.	61	M	2266
Rest of Tas.	62	F	2333
Rest of Tas.	62	M	2281
Rest of Tas.	63	F	2259
Rest of Tas.	63	M	2259
Rest of Tas.	64	F	2344
Rest of Tas.	64	M	2117
Rest of Tas.	65	F	2202
Rest of Tas.	65	M	2262
Rest of Tas.	66	F	2154
Rest of Tas.	66	M	2152
Rest of Tas.	67	F	2219
Rest of Tas.	67	M	2022
Rest of Tas.	68	F	2108
Rest of Tas.	68	M	2069
Rest of Tas.	69	F	2011
Rest of Tas.	69	M	2085
Rest of Tas.	70	F	1981
Rest of Tas.	70	M	2013
Rest of Tas.	71	F	2043
Rest of Tas.	71	M	1941
Rest of Tas.	72	F	1943
Rest of Tas.	72	M	1851
Rest of Tas.	73	F	1870
Rest of Tas.	73	M	1834
Rest of Tas.	74	F	1942
Rest of Tas.	74	M	1998
Rest of Tas.	75	F	1578
Rest of Tas.	75	M	1527
Rest of Tas.	76	F	1522
Rest of Tas.	76	M	1388
Rest of Tas.	77	F	1400
Rest of Tas.	77	M	1395
Rest of Tas.	78	F	1151
Rest of Tas.	78	M	1167
Rest of Tas.	79	F	1170
Rest of Tas.	79	M	1127
Rest of Tas.	80	F	4543
Rest of Tas.	80	M	4049
Rest of Tas.	85	F	2699
Rest of Tas.	90	M	775
Rest of Tas.	95	F	365
Rest of Tas.	95	M	148
Rest of Tas.	100	F	36
Rest of Tas.	100	M	4
No usual address (NT)	0	F	10
No usual address (NT)	0	M	11
No usual address (NT)	1	F	12
No usual address (NT)	1	M	26
No usual address (NT)	2	F	5
No usual address (NT)	2	M	21
No usual address (NT)	3	F	30
No usual address (NT)	3	M	19
No usual address (NT)	4	F	9
No usual address (NT)	4	M	15
No usual address (NT)	5	F	19
No usual address (NT)	5	M	19
No usual address (NT)	6	F	13
No usual address (NT)	6	M	19
No usual address (NT)	7	F	18
No usual address (NT)	7	M	17
No usual address (NT)	8	F	10
No usual address (NT)	8	M	17
No usual address (NT)	9	F	17
No usual address (NT)	9	M	24
No usual address (NT)	10	F	10
No usual address (NT)	10	M	26
No usual address (NT)	11	F	15
No usual address (NT)	11	M	21
No usual address (NT)	12	F	14
No usual address (NT)	12	M	13
No usual address (NT)	13	F	3
No usual address (NT)	13	M	12
No usual address (NT)	14	F	8
No usual address (NT)	14	M	8
No usual address (NT)	15	F	11
No usual address (NT)	15	M	7
No usual address (NT)	16	F	9
No usual address (NT)	16	M	7
No usual address (NT)	17	F	3
No usual address (NT)	17	M	5
No usual address (NT)	18	F	14
No usual address (NT)	18	M	9
No usual address (NT)	19	F	20
No usual address (NT)	19	M	8
No usual address (NT)	20	F	13
No usual address (NT)	20	M	21
No usual address (NT)	21	F	14
No usual address (NT)	21	M	16
No usual address (NT)	22	F	19
No usual address (NT)	22	M	16
No usual address (NT)	23	F	22
No usual address (NT)	23	M	22
No usual address (NT)	24	F	23
No usual address (NT)	24	M	14
No usual address (NT)	25	F	44
No usual address (NT)	25	M	25
No usual address (NT)	26	F	30
No usual address (NT)	26	M	30
No usual address (NT)	27	F	43
No usual address (NT)	27	M	19
No usual address (NT)	28	F	31
No usual address (NT)	28	M	28
No usual address (NT)	29	F	33
No usual address (NT)	29	M	32
No usual address (NT)	30	F	31
No usual address (NT)	30	M	40
No usual address (NT)	31	F	43
No usual address (NT)	31	M	27
No usual address (NT)	32	F	29
No usual address (NT)	32	M	39
No usual address (NT)	33	F	43
No usual address (NT)	33	M	29
No usual address (NT)	34	F	30
No usual address (NT)	34	M	21
No usual address (NT)	35	F	28
No usual address (NT)	35	M	25
No usual address (NT)	36	F	40
No usual address (NT)	36	M	31
No usual address (NT)	37	F	34
No usual address (NT)	37	M	28
No usual address (NT)	38	F	16
No usual address (NT)	38	M	24
No usual address (NT)	39	F	28
No usual address (NT)	39	M	37
No usual address (NT)	40	F	22
No usual address (NT)	40	M	32
No usual address (NT)	41	F	37
No usual address (NT)	41	M	31
No usual address (NT)	42	F	19
No usual address (NT)	42	M	23
No usual address (NT)	43	F	24
No usual address (NT)	43	M	36
No usual address (NT)	44	F	16
No usual address (NT)	44	M	28
No usual address (NT)	45	F	31
No usual address (NT)	45	M	32
No usual address (NT)	46	F	14
No usual address (NT)	46	M	36
No usual address (NT)	47	F	34
No usual address (NT)	47	M	25
No usual address (NT)	48	F	31
No usual address (NT)	48	M	25
No usual address (NT)	49	F	22
No usual address (NT)	49	M	42
No usual address (NT)	50	F	34
No usual address (NT)	50	M	25
No usual address (NT)	51	F	28
No usual address (NT)	51	M	31
No usual address (NT)	52	F	25
No usual address (NT)	52	M	34
No usual address (NT)	53	F	31
No usual address (NT)	53	M	30
No usual address (NT)	54	F	20
No usual address (NT)	54	M	31
No usual address (NT)	55	F	16
No usual address (NT)	55	M	25
No usual address (NT)	56	F	30
No usual address (NT)	56	M	35
No usual address (NT)	57	F	27
No usual address (NT)	57	M	21
No usual address (NT)	58	F	38
No usual address (NT)	58	M	36
No usual address (NT)	59	F	27
No usual address (NT)	59	M	32
No usual address (NT)	60	F	28
No usual address (NT)	60	M	30
No usual address (NT)	61	F	32
No usual address (NT)	61	M	32
No usual address (NT)	62	F	25
No usual address (NT)	62	M	26
No usual address (NT)	63	F	29
No usual address (NT)	63	M	24
No usual address (NT)	64	F	25
No usual address (NT)	64	M	39
No usual address (NT)	65	F	27
No usual address (NT)	65	M	29
No usual address (NT)	66	F	10
No usual address (NT)	66	M	26
No usual address (NT)	67	F	18
No usual address (NT)	67	M	33
No usual address (NT)	68	F	20
No usual address (NT)	68	M	14
No usual address (NT)	69	F	10
No usual address (NT)	69	M	24
No usual address (NT)	70	F	5
No usual address (NT)	70	M	21
No usual address (NT)	71	F	11
No usual address (NT)	71	M	19
No usual address (NT)	72	F	4
No usual address (NT)	72	M	16
No usual address (NT)	73	F	3
No usual address (NT)	73	M	17
No usual address (NT)	74	F	4
No usual address (NT)	74	M	11
No usual address (NT)	75	F	5
No usual address (NT)	75	M	6
No usual address (NT)	76	F	6
No usual address (NT)	76	M	6
No usual address (NT)	77	F	5
No usual address (NT)	77	M	4
No usual address (NT)	79	M	4
No usual address (NT)	80	F	7
No usual address (NT)	80	M	15
No usual address (NT)	85	F	4
Migratory - Offshore - Shipping (NT)	17	M	7
Migratory - Offshore - Shipping (NT)	28	M	3
Migratory - Offshore - Shipping (NT)	30	M	3
Migratory - Offshore - Shipping (NT)	32	M	3
Migratory - Offshore - Shipping (NT)	33	M	5
Migratory - Offshore - Shipping (NT)	34	M	5
Migratory - Offshore - Shipping (NT)	36	M	4
Migratory - Offshore - Shipping (NT)	38	M	4
Migratory - Offshore - Shipping (NT)	39	M	3
Migratory - Offshore - Shipping (NT)	40	M	4
Migratory - Offshore - Shipping (NT)	44	M	6
Migratory - Offshore - Shipping (NT)	45	M	5
Migratory - Offshore - Shipping (NT)	50	M	3
Migratory - Offshore - Shipping (NT)	51	M	3
Migratory - Offshore - Shipping (NT)	60	M	4
Migratory - Offshore - Shipping (NT)	61	M	3
Migratory - Offshore - Shipping (NT)	62	M	9
Greater Darwin	0	F	953
Greater Darwin	0	M	975
Greater Darwin	1	F	910
Greater Darwin	1	M	984
Greater Darwin	2	F	945
Greater Darwin	2	M	972
Greater Darwin	3	F	881
Greater Darwin	3	M	986
Greater Darwin	4	F	958
Greater Darwin	4	M	983
Greater Darwin	5	F	986
Greater Darwin	5	M	934
Greater Darwin	6	F	959
Greater Darwin	6	M	1001
Greater Darwin	7	F	956
Greater Darwin	7	M	1000
Greater Darwin	8	F	987
Greater Darwin	8	M	960
Greater Darwin	9	F	980
Greater Darwin	9	M	967
Greater Darwin	10	F	891
Greater Darwin	10	M	921
Greater Darwin	11	F	869
Greater Darwin	11	M	984
Greater Darwin	12	F	824
Greater Darwin	12	M	938
Greater Darwin	13	F	914
Greater Darwin	13	M	940
Greater Darwin	14	F	838
Greater Darwin	14	M	888
Greater Darwin	15	F	847
Greater Darwin	15	M	800
Greater Darwin	16	F	791
Greater Darwin	16	M	814
Greater Darwin	17	F	732
Greater Darwin	17	M	784
Greater Darwin	18	F	725
Greater Darwin	18	M	796
Greater Darwin	19	F	637
Greater Darwin	19	M	724
Greater Darwin	20	F	704
Greater Darwin	20	M	854
Greater Darwin	21	F	725
Greater Darwin	21	M	864
Greater Darwin	22	F	802
Greater Darwin	22	M	1004
Greater Darwin	23	F	896
Greater Darwin	23	M	1100
Greater Darwin	24	F	1017
Greater Darwin	24	M	1086
Greater Darwin	25	F	1169
Greater Darwin	25	M	1173
Greater Darwin	26	F	1218
Greater Darwin	26	M	1270
Greater Darwin	27	F	1313
Greater Darwin	27	M	1256
Greater Darwin	28	F	1356
Greater Darwin	28	M	1278
Greater Darwin	29	F	1330
Greater Darwin	29	M	1232
Greater Darwin	30	F	1439
Greater Darwin	30	M	1352
Greater Darwin	31	F	1397
Greater Darwin	31	M	1381
Greater Darwin	32	F	1321
Greater Darwin	32	M	1299
Greater Darwin	33	F	1371
Greater Darwin	33	M	1274
Greater Darwin	34	F	1294
Greater Darwin	34	M	1240
Greater Darwin	35	F	1242
Greater Darwin	35	M	1268
Greater Darwin	36	F	1304
Greater Darwin	36	M	1084
Greater Darwin	37	F	1217
Greater Darwin	37	M	1219
Greater Darwin	38	F	1174
Greater Darwin	38	M	1144
Greater Darwin	39	F	1123
Greater Darwin	39	M	1078
Greater Darwin	40	F	1099
Greater Darwin	40	M	1056
Greater Darwin	41	F	1092
Greater Darwin	41	M	1026
Greater Darwin	42	F	1064
Greater Darwin	42	M	1031
Greater Darwin	43	F	1055
Greater Darwin	43	M	897
Greater Darwin	44	F	925
Greater Darwin	44	M	1014
Greater Darwin	45	F	949
Greater Darwin	45	M	929
Greater Darwin	46	F	910
Greater Darwin	46	M	945
Greater Darwin	47	F	926
Greater Darwin	47	M	917
Greater Darwin	48	F	910
Greater Darwin	48	M	974
Greater Darwin	49	F	916
Greater Darwin	49	M	962
Greater Darwin	50	F	970
Greater Darwin	50	M	1048
Greater Darwin	51	F	922
Greater Darwin	51	M	972
Greater Darwin	52	F	870
Greater Darwin	52	M	928
Greater Darwin	53	F	864
Greater Darwin	53	M	816
Greater Darwin	54	F	796
Greater Darwin	54	M	868
Greater Darwin	55	F	828
Greater Darwin	55	M	840
Greater Darwin	56	F	756
Greater Darwin	56	M	809
Greater Darwin	57	F	744
Greater Darwin	57	M	774
Greater Darwin	58	F	778
Greater Darwin	58	M	831
Greater Darwin	59	F	732
Greater Darwin	59	M	824
Greater Darwin	60	F	779
Greater Darwin	60	M	748
Greater Darwin	61	F	689
Greater Darwin	61	M	699
Greater Darwin	62	F	633
Greater Darwin	62	M	712
Greater Darwin	63	F	593
Greater Darwin	63	M	650
Greater Darwin	64	F	607
Greater Darwin	64	M	602
Greater Darwin	65	F	522
Greater Darwin	65	M	604
Greater Darwin	66	F	557
Greater Darwin	66	M	563
Greater Darwin	67	F	529
Greater Darwin	67	M	559
Greater Darwin	68	F	492
Greater Darwin	68	M	513
Greater Darwin	69	F	428
Greater Darwin	69	M	499
Greater Darwin	70	F	475
Greater Darwin	70	M	453
Greater Darwin	71	F	422
Greater Darwin	71	M	467
Greater Darwin	72	F	372
Greater Darwin	72	M	418
Greater Darwin	73	F	359
Greater Darwin	73	M	396
Greater Darwin	74	F	369
Greater Darwin	74	M	403
Greater Darwin	75	F	274
Greater Darwin	75	M	309
Greater Darwin	76	F	238
Greater Darwin	76	M	255
Greater Darwin	77	F	211
Greater Darwin	77	M	240
Greater Darwin	78	F	178
Greater Darwin	78	M	211
Greater Darwin	79	F	188
Greater Darwin	79	M	203
Greater Darwin	80	F	692
Greater Darwin	80	M	613
Greater Darwin	85	F	287
Greater Darwin	90	M	95
Greater Darwin	95	F	31
Greater Darwin	95	M	23
Rest of NT	0	F	524
Rest of NT	0	M	584
Rest of NT	1	F	658
Rest of NT	1	M	751
Rest of NT	2	F	614
Rest of NT	2	M	666
Rest of NT	3	F	618
Rest of NT	3	M	713
Rest of NT	4	F	636
Rest of NT	4	M	746
Rest of NT	5	F	664
Rest of NT	5	M	737
Rest of NT	6	F	694
Rest of NT	6	M	800
Rest of NT	7	F	602
Rest of NT	7	M	711
Rest of NT	8	F	658
Rest of NT	8	M	659
Rest of NT	9	F	717
Rest of NT	9	M	699
Rest of NT	10	F	685
Rest of NT	10	M	768
Rest of NT	11	F	676
Rest of NT	11	M	725
Rest of NT	12	F	692
Rest of NT	12	M	662
Rest of NT	13	F	562
Rest of NT	13	M	659
Rest of NT	14	F	619
Rest of NT	14	M	673
Rest of NT	15	F	582
Rest of NT	15	M	676
Rest of NT	16	F	562
Rest of NT	16	M	646
Rest of NT	17	F	581
Rest of NT	17	M	673
Rest of NT	18	F	640
Rest of NT	18	M	665
Rest of NT	19	F	695
Rest of NT	19	M	709
Rest of NT	20	F	646
Rest of NT	20	M	743
Rest of NT	21	F	616
Rest of NT	21	M	652
Rest of NT	22	F	646
Rest of NT	22	M	626
Rest of NT	23	F	659
Rest of NT	23	M	635
Rest of NT	24	F	649
Rest of NT	24	M	666
Rest of NT	25	F	784
Rest of NT	25	M	751
Rest of NT	26	F	791
Rest of NT	26	M	759
Rest of NT	27	F	802
Rest of NT	27	M	778
Rest of NT	28	F	836
Rest of NT	28	M	809
Rest of NT	29	F	890
Rest of NT	29	M	831
Rest of NT	30	F	986
Rest of NT	30	M	867
Rest of NT	31	F	863
Rest of NT	31	M	797
Rest of NT	32	F	849
Rest of NT	32	M	785
Rest of NT	33	F	775
Rest of NT	33	M	755
Rest of NT	34	F	825
Rest of NT	34	M	745
Rest of NT	35	F	829
Rest of NT	35	M	791
Rest of NT	36	F	800
Rest of NT	36	M	720
Rest of NT	37	F	728
Rest of NT	37	M	716
Rest of NT	38	F	702
Rest of NT	38	M	707
Rest of NT	39	F	638
Rest of NT	39	M	604
Rest of NT	40	F	765
Rest of NT	40	M	798
Rest of NT	41	F	557
Rest of NT	41	M	541
Rest of NT	42	F	560
Rest of NT	42	M	615
Rest of NT	43	F	542
Rest of NT	43	M	503
Rest of NT	44	F	491
Rest of NT	44	M	517
Rest of NT	45	F	578
Rest of NT	45	M	575
Rest of NT	46	F	474
Rest of NT	46	M	510
Rest of NT	47	F	528
Rest of NT	47	M	545
Rest of NT	48	F	568
Rest of NT	48	M	522
Rest of NT	49	F	562
Rest of NT	49	M	550
Rest of NT	50	F	664
Rest of NT	50	M	634
Rest of NT	51	F	568
Rest of NT	51	M	547
Rest of NT	52	F	576
Rest of NT	52	M	505
Rest of NT	53	F	548
Rest of NT	53	M	481
Rest of NT	54	F	528
Rest of NT	54	M	488
Rest of NT	55	F	510
Rest of NT	55	M	521
Rest of NT	56	F	479
Rest of NT	56	M	484
Rest of NT	57	F	485
Rest of NT	57	M	496
Rest of NT	58	F	480
Rest of NT	58	M	465
Rest of NT	59	F	475
Rest of NT	59	M	463
Rest of NT	60	F	473
Rest of NT	60	M	507
Rest of NT	61	F	404
Rest of NT	61	M	373
Rest of NT	62	F	428
Rest of NT	62	M	396
Rest of NT	63	F	406
Rest of NT	63	M	385
Rest of NT	64	F	378
Rest of NT	64	M	389
Rest of NT	65	F	363
Rest of NT	65	M	389
Rest of NT	66	F	307
Rest of NT	66	M	308
Rest of NT	67	F	289
Rest of NT	67	M	299
Rest of NT	68	F	255
Rest of NT	68	M	274
Rest of NT	69	F	234
Rest of NT	69	M	248
Rest of NT	70	F	237
Rest of NT	70	M	243
Rest of NT	71	F	188
Rest of NT	71	M	238
Rest of NT	72	F	153
Rest of NT	72	M	193
Rest of NT	73	F	152
Rest of NT	73	M	156
Rest of NT	74	F	128
Rest of NT	74	M	153
Rest of NT	75	F	121
Rest of NT	75	M	126
Rest of NT	76	F	89
Rest of NT	76	M	115
Rest of NT	77	F	96
Rest of NT	77	M	78
Rest of NT	78	F	74
Rest of NT	78	M	99
Rest of NT	79	F	67
Rest of NT	79	M	78
Rest of NT	80	F	279
Rest of NT	80	M	276
Rest of NT	85	F	126
Rest of NT	90	M	33
Rest of NT	95	F	12
Rest of NT	95	M	3
