GCCSA_NAME21	Age5yr	Indigenous	Sex	persons
Greater Hobart	55-59	1	F	264
Greater Hobart	55-59	1	M	216
Greater Hobart	60-64		F	245
Greater Hobart	60-64		M	282
Greater Hobart	60-64	0	F	7489
Greater Hobart	60-64	0	M	6698
Greater Hobart	60-64	1	F	226
Greater Hobart	60-64	1	M	210
Greater Hobart	65+		F	1121
Greater Hobart	65+		M	911
Greater Hobart	65+	0	F	23846
Greater Hobart	65+	0	M	19756
Greater Hobart	65+	1	F	385
Greater Hobart	65+	1	M	346
Rest of Tas.	0-4		F	374
Rest of Tas.	0-4		M	386
Rest of Tas.	0-4	0	F	6283
Rest of Tas.	0-4	0	M	6556
Rest of Tas.	0-4	1	F	854
Rest of Tas.	0-4	1	M	929
Rest of Tas.	5-9		F	393
Rest of Tas.	5-9		M	432
Rest of Tas.	5-9	0	F	6956
Rest of Tas.	5-9	0	M	7287
Rest of Tas.	5-9	1	F	978
Rest of Tas.	5-9	1	M	1002
Rest of Tas.	10-14		F	456
Rest of Tas.	10-14		M	483
Rest of Tas.	10-14	0	F	7457
Rest of Tas.	10-14	0	M	7938
Rest of Tas.	10-14	1	F	1067
Rest of Tas.	10-14	1	M	1087
Rest of Tas.	15-19		F	384
Rest of Tas.	15-19		M	470
Rest of Tas.	15-19	0	F	6816
Rest of Tas.	15-19	0	M	7204
Rest of Tas.	15-19	1	F	839
Rest of Tas.	15-19	1	M	930
Rest of Tas.	20-24		F	418
Rest of Tas.	20-24		M	477
Rest of Tas.	20-24	0	F	6673
Rest of Tas.	20-24	0	M	7051
Rest of Tas.	20-24	1	F	726
Rest of Tas.	20-24	1	M	734
Rest of Tas.	25-29		F	443
Rest of Tas.	25-29		M	508
Rest of Tas.	25-29	0	F	8156
Rest of Tas.	25-29	0	M	8387
Rest of Tas.	25-29	1	F	647
Rest of Tas.	25-29	1	M	583
Rest of Tas.	30-34		F	470
Rest of Tas.	30-34		M	491
Rest of Tas.	30-34	0	F	8060
Rest of Tas.	30-34	0	M	7824
Rest of Tas.	30-34	1	F	590
Rest of Tas.	30-34	1	M	520
Rest of Tas.	35-39		F	453
Rest of Tas.	35-39		M	483
Rest of Tas.	35-39	0	F	7987
Rest of Tas.	35-39	0	M	7492
Rest of Tas.	35-39	1	F	605
Rest of Tas.	35-39	1	M	463
Rest of Tas.	40-44		F	408
Rest of Tas.	40-44		M	454
Rest of Tas.	40-44	0	F	7731
Rest of Tas.	40-44	0	M	7107
Rest of Tas.	40-44	1	F	521
Rest of Tas.	40-44	1	M	388
Rest of Tas.	45-49		F	397
Rest of Tas.	45-49		M	519
Rest of Tas.	45-49	0	F	8533
Rest of Tas.	45-49	0	M	8016
Rest of Tas.	45-49	1	F	517
Rest of Tas.	45-49	1	M	429
Rest of Tas.	50-54		F	534
Rest of Tas.	50-54		M	545
Rest of Tas.	50-54	0	F	9783
Rest of Tas.	50-54	0	M	8981
Rest of Tas.	50-54	1	F	588
Rest of Tas.	50-54	1	M	491
Rest of Tas.	55-59		F	525
Rest of Tas.	55-59		M	610
Rest of Tas.	55-59	0	F	10325
Rest of Tas.	55-59	0	M	9759
Rest of Tas.	55-59	1	F	500
Rest of Tas.	55-59	1	M	386
Rest of Tas.	60-64		F	572
Rest of Tas.	60-64		M	569
Rest of Tas.	60-64	0	F	10889
Rest of Tas.	60-64	0	M	10265
Rest of Tas.	60-64	1	F	445
Rest of Tas.	60-64	1	M	406
Rest of Tas.	65+		F	1817
Rest of Tas.	65+		M	1906
Rest of Tas.	65+	0	F	33636
Rest of Tas.	65+	0	M	31150
Rest of Tas.	65+	1	F	791
Rest of Tas.	65+	1	M	778
No usual address (NT)	0-4		F	7
No usual address (NT)	0-4		M	13
No usual address (NT)	0-4	0	F	40
No usual address (NT)	0-4	0	M	33
No usual address (NT)	0-4	1	F	25
No usual address (NT)	0-4	1	M	43
No usual address (NT)	5-9		F	5
No usual address (NT)	5-9		M	8
No usual address (NT)	5-9	0	F	38
No usual address (NT)	5-9	0	M	58
No usual address (NT)	5-9	1	F	25
No usual address (NT)	5-9	1	M	34
No usual address (NT)	10-14		F	8
No usual address (NT)	10-14		M	6
No usual address (NT)	10-14	0	F	19
No usual address (NT)	10-14	0	M	43
No usual address (NT)	10-14	1	F	21
No usual address (NT)	10-14	1	M	20
No usual address (NT)	15-19		F	15
No usual address (NT)	15-19		M	6
No usual address (NT)	15-19	0	F	15
No usual address (NT)	15-19	0	M	3
No usual address (NT)	15-19	1	F	28
No usual address (NT)	15-19	1	M	17
No usual address (NT)	20-24		F	23
No usual address (NT)	20-24		M	24
No usual address (NT)	20-24	0	F	34
No usual address (NT)	20-24	0	M	26
No usual address (NT)	20-24	1	F	47
No usual address (NT)	20-24	1	M	36
No usual address (NT)	25-29		F	39
No usual address (NT)	25-29		M	27
No usual address (NT)	25-29	0	F	100
No usual address (NT)	25-29	0	M	66
No usual address (NT)	25-29	1	F	44
No usual address (NT)	25-29	1	M	40
No usual address (NT)	30-34		F	30
No usual address (NT)	30-34		M	30
No usual address (NT)	30-34	0	F	83
No usual address (NT)	30-34	0	M	73
No usual address (NT)	30-34	1	F	67
No usual address (NT)	30-34	1	M	48
No usual address (NT)	35-39		F	20
No usual address (NT)	35-39		M	30
No usual address (NT)	35-39	0	F	72
No usual address (NT)	35-39	0	M	62
No usual address (NT)	35-39	1	F	49
No usual address (NT)	35-39	1	M	65
No usual address (NT)	40-44		F	12
No usual address (NT)	40-44		M	23
No usual address (NT)	40-44	0	F	49
No usual address (NT)	40-44	0	M	70
No usual address (NT)	40-44	1	F	55
No usual address (NT)	40-44	1	M	58
No usual address (NT)	45-49		F	24
No usual address (NT)	45-49		M	29
No usual address (NT)	45-49	0	F	38
No usual address (NT)	45-49	0	M	51
No usual address (NT)	45-49	1	F	75
No usual address (NT)	45-49	1	M	79
No usual address (NT)	50-54		F	17
No usual address (NT)	50-54		M	23
No usual address (NT)	50-54	0	F	58
No usual address (NT)	50-54	0	M	52
No usual address (NT)	50-54	1	F	58
No usual address (NT)	50-54	1	M	80
No usual address (NT)	55-59		F	35
No usual address (NT)	55-59		M	24
No usual address (NT)	55-59	0	F	57
No usual address (NT)	55-59	0	M	62
No usual address (NT)	55-59	1	F	45
No usual address (NT)	55-59	1	M	73
No usual address (NT)	60-64		F	31
No usual address (NT)	60-64		M	33
No usual address (NT)	60-64	0	F	68
No usual address (NT)	60-64	0	M	88
No usual address (NT)	60-64	1	F	44
No usual address (NT)	60-64	1	M	29
No usual address (NT)	65+		F	23
No usual address (NT)	65+		M	43
No usual address (NT)	65+	0	F	84
No usual address (NT)	65+	0	M	167
No usual address (NT)	65+	1	F	26
No usual address (NT)	65+	1	M	33
Migratory - Offshore - Shipping (NT)	15-19	0	M	3
Migratory - Offshore - Shipping (NT)	20-24	0	F	3
Migratory - Offshore - Shipping (NT)	20-24	0	M	6
Migratory - Offshore - Shipping (NT)	25-29	0	M	4
Migratory - Offshore - Shipping (NT)	25-29	1	M	3
Migratory - Offshore - Shipping (NT)	30-34		M	4
Migratory - Offshore - Shipping (NT)	30-34	0	F	3
Migratory - Offshore - Shipping (NT)	30-34	0	M	13
Migratory - Offshore - Shipping (NT)	35-39	0	M	9
Migratory - Offshore - Shipping (NT)	40-44		M	3
Migratory - Offshore - Shipping (NT)	40-44	0	M	4
Migratory - Offshore - Shipping (NT)	45-49		M	6
Migratory - Offshore - Shipping (NT)	45-49	0	M	8
Migratory - Offshore - Shipping (NT)	50-54	0	F	5
Migratory - Offshore - Shipping (NT)	50-54	0	M	3
Migratory - Offshore - Shipping (NT)	55-59	0	M	3
Migratory - Offshore - Shipping (NT)	60-64		M	10
Migratory - Offshore - Shipping (NT)	60-64	0	M	8
Greater Darwin	0-4		F	323
Greater Darwin	0-4		M	319
Greater Darwin	0-4	0	F	3620
Greater Darwin	0-4	0	M	3827
Greater Darwin	0-4	1	F	709
Greater Darwin	0-4	1	M	755
Greater Darwin	5-9		F	418
Greater Darwin	5-9		M	381
Greater Darwin	5-9	0	F	3709
Greater Darwin	5-9	0	M	3744
Greater Darwin	5-9	1	F	736
Greater Darwin	5-9	1	M	741
Greater Darwin	10-14		F	329
Greater Darwin	10-14		M	362
Greater Darwin	10-14	0	F	3256
Greater Darwin	10-14	0	M	3521
Greater Darwin	10-14	1	F	754
Greater Darwin	10-14	1	M	782
Greater Darwin	15-19		F	280
Greater Darwin	15-19		M	286
Greater Darwin	15-19	0	F	2784
Greater Darwin	15-19	0	M	2976
Greater Darwin	15-19	1	F	675
Greater Darwin	15-19	1	M	652
Greater Darwin	20-24		F	330
Greater Darwin	20-24		M	446
Greater Darwin	20-24	0	F	3271
Greater Darwin	20-24	0	M	3755
Greater Darwin	20-24	1	F	543
Greater Darwin	20-24	1	M	703
Greater Darwin	25-29		F	504
Greater Darwin	25-29		M	556
Greater Darwin	25-29	0	F	5295
Greater Darwin	25-29	0	M	4963
Greater Darwin	25-29	1	F	580
Greater Darwin	25-29	1	M	685
Greater Darwin	30-34		F	505
Greater Darwin	30-34		M	601
Greater Darwin	30-34	0	F	5804
Greater Darwin	30-34	0	M	5361
Greater Darwin	30-34	1	F	512
Greater Darwin	30-34	1	M	579
Greater Darwin	35-39		F	456
Greater Darwin	35-39		M	485
Greater Darwin	35-39	0	F	5155
Greater Darwin	35-39	0	M	4829
Greater Darwin	35-39	1	F	447
Greater Darwin	35-39	1	M	476
Greater Darwin	40-44		F	401
Greater Darwin	40-44		M	449
Greater Darwin	40-44	0	F	4399
Greater Darwin	40-44	0	M	4166
Greater Darwin	40-44	1	F	428
Greater Darwin	40-44	1	M	415
Greater Darwin	45-49		F	360
Greater Darwin	45-49		M	459
Greater Darwin	45-49	0	F	3843
Greater Darwin	45-49	0	M	3856
Greater Darwin	45-49	1	F	414
Greater Darwin	45-49	1	M	411
Greater Darwin	50-54		F	307
Greater Darwin	50-54		M	408
Greater Darwin	50-54	0	F	3715
Greater Darwin	50-54	0	M	3883
Greater Darwin	50-54	1	F	402
Greater Darwin	50-54	1	M	342
Greater Darwin	55-59		F	274
Greater Darwin	55-59		M	362
Greater Darwin	55-59	0	F	3230
Greater Darwin	55-59	0	M	3466
Greater Darwin	55-59	1	F	336
Greater Darwin	55-59	1	M	259
Greater Darwin	60-64		F	217
Greater Darwin	60-64		M	283
Greater Darwin	60-64	0	F	2831
Greater Darwin	60-64	0	M	2926
Greater Darwin	60-64	1	F	255
Greater Darwin	60-64	1	M	200
Greater Darwin	65+		F	497
Greater Darwin	65+		M	541
Greater Darwin	65+	0	F	5815
Greater Darwin	65+	0	M	6219
Greater Darwin	65+	1	F	445
Greater Darwin	65+	1	M	295
Rest of NT	0-4		F	148
Rest of NT	0-4		M	196
Rest of NT	0-4	0	F	1067
Rest of NT	0-4	0	M	1265
Rest of NT	0-4	1	F	1830
Rest of NT	0-4	1	M	1991
Rest of NT	5-9		F	204
Rest of NT	5-9		M	192
Rest of NT	5-9	0	F	1117
Rest of NT	5-9	0	M	1173
Rest of NT	5-9	1	F	2013
Rest of NT	5-9	1	M	2238
Rest of NT	10-14		F	173
Rest of NT	10-14		M	209
Rest of NT	10-14	0	F	920
Rest of NT	10-14	0	M	971
Rest of NT	10-14	1	F	2140
Rest of NT	10-14	1	M	2306
Rest of NT	15-19		F	182
Rest of NT	15-19		M	190
Rest of NT	15-19	0	F	744
Rest of NT	15-19	0	M	801
Rest of NT	15-19	1	F	2133
Rest of NT	15-19	1	M	2376
Rest of NT	20-24		F	213
Rest of NT	20-24		M	270
Rest of NT	20-24	0	F	924
Rest of NT	20-24	0	M	929
Rest of NT	20-24	1	F	2087
Rest of NT	20-24	1	M	2129
Rest of NT	25-29		F	319
Rest of NT	25-29		M	382
Rest of NT	25-29	0	F	1809
Rest of NT	25-29	0	M	1608
Rest of NT	25-29	1	F	1976
Rest of NT	25-29	1	M	1927
Rest of NT	30-34		F	311
Rest of NT	30-34		M	351
Rest of NT	30-34	0	F	2056
Rest of NT	30-34	0	M	1811
Rest of NT	30-34	1	F	1918
Rest of NT	30-34	1	M	1793
Rest of NT	35-39		F	262
Rest of NT	35-39		M	325
Rest of NT	35-39	0	F	1663
Rest of NT	35-39	0	M	1672
Rest of NT	35-39	1	F	1764
Rest of NT	35-39	1	M	1537
Rest of NT	40-44		F	243
Rest of NT	40-44		M	263
Rest of NT	40-44	0	F	1228
Rest of NT	40-44	0	M	1284
Rest of NT	40-44	1	F	1438
Rest of NT	40-44	1	M	1427
Rest of NT	45-49		F	210
Rest of NT	45-49		M	272
Rest of NT	45-49	0	F	1162
Rest of NT	45-49	0	M	1230
Rest of NT	45-49	1	F	1336
Rest of NT	45-49	1	M	1206
Rest of NT	50-54		F	228
Rest of NT	50-54		M	275
Rest of NT	50-54	0	F	1312
Rest of NT	50-54	0	M	1275
Rest of NT	50-54	1	F	1347
Rest of NT	50-54	1	M	1109
Rest of NT	55-59		F	235
Rest of NT	55-59		M	292
Rest of NT	55-59	0	F	1246
Rest of NT	55-59	0	M	1304
Rest of NT	55-59	1	F	948
Rest of NT	55-59	1	M	831
Rest of NT	60-64		F	162
Rest of NT	60-64		M	214
Rest of NT	60-64	0	F	1106
Rest of NT	60-64	0	M	1223
Rest of NT	60-64	1	F	817
Rest of NT	60-64	1	M	615
Rest of NT	65+		F	280
Rest of NT	65+		M	386
Rest of NT	65+	0	F	1743
Rest of NT	65+	0	M	2169
Rest of NT	65+	1	F	1194
Rest of NT	65+	1	M	853
No usual address (ACT)	0-4	0	F	4
No usual address (ACT)	0-4	0	M	8
No usual address (ACT)	0-4	1	M	3
No usual address (ACT)	5-9	0	M	3
No usual address (ACT)	10-14		F	3
No usual address (ACT)	10-14	0	F	5
No usual address (ACT)	10-14	0	M	7
No usual address (ACT)	15-19	0	F	30
No usual address (ACT)	15-19	0	M	22
No usual address (ACT)	15-19	1	F	5
No usual address (ACT)	20-24		F	4
No usual address (ACT)	20-24		M	7
No usual address (ACT)	20-24	0	F	33
No usual address (ACT)	20-24	0	M	34
No usual address (ACT)	20-24	1	F	4
No usual address (ACT)	20-24	1	M	5
No usual address (ACT)	25-29		F	10
No usual address (ACT)	25-29	0	F	25
No usual address (ACT)	25-29	0	M	27
No usual address (ACT)	30-34		M	5
No usual address (ACT)	30-34	0	F	14
No usual address (ACT)	30-34	0	M	22
No usual address (ACT)	30-34	1	F	4
No usual address (ACT)	35-39		M	4
No usual address (ACT)	35-39	0	F	13
No usual address (ACT)	35-39	0	M	23
No usual address (ACT)	35-39	1	M	3
No usual address (ACT)	40-44		F	5
No usual address (ACT)	40-44		M	15
No usual address (ACT)	40-44	0	F	14
No usual address (ACT)	40-44	0	M	23
No usual address (ACT)	45-49		F	3
No usual address (ACT)	45-49		M	8
No usual address (ACT)	45-49	0	F	13
No usual address (ACT)	45-49	0	M	15
No usual address (ACT)	45-49	1	M	5
No usual address (ACT)	50-54		M	3
No usual address (ACT)	50-54	0	F	17
No usual address (ACT)	50-54	0	M	19
No usual address (ACT)	55-59		M	7
No usual address (ACT)	55-59	0	F	11
No usual address (ACT)	55-59	0	M	11
No usual address (ACT)	60-64		F	3
No usual address (ACT)	60-64		M	4
No usual address (ACT)	60-64	0	F	17
No usual address (ACT)	60-64	0	M	10
No usual address (ACT)	65+		F	4
No usual address (ACT)	65+		M	3
No usual address (ACT)	65+	0	F	11
No usual address (ACT)	65+	0	M	20
Australian Capital Territory	0-4		F	378
Australian Capital Territory	0-4		M	378
Australian Capital Territory	0-4	0	F	12106
Australian Capital Territory	0-4	0	M	12912
Australian Capital Territory	0-4	1	F	429
Australian Capital Territory	0-4	1	M	460
Australian Capital Territory	5-9		F	432
Australian Capital Territory	5-9		M	446
Australian Capital Territory	5-9	0	F	13277
Australian Capital Territory	5-9	0	M	14062
Australian Capital Territory	5-9	1	F	450
Australian Capital Territory	5-9	1	M	492
Australian Capital Territory	10-14		F	388
Australian Capital Territory	10-14		M	404
Australian Capital Territory	10-14	0	F	12320
Australian Capital Territory	10-14	0	M	13125
Australian Capital Territory	10-14	1	F	360
Australian Capital Territory	10-14	1	M	477
Australian Capital Territory	15-19		F	546
Australian Capital Territory	15-19		M	547
Australian Capital Territory	15-19	0	F	11912
Australian Capital Territory	15-19	0	M	12392
Australian Capital Territory	15-19	1	F	440
Australian Capital Territory	15-19	1	M	443
Australian Capital Territory	20-24		F	786
Australian Capital Territory	20-24		M	844
Australian Capital Territory	20-24	0	F	15872
Australian Capital Territory	20-24	0	M	15731
Australian Capital Territory	20-24	1	F	470
Australian Capital Territory	20-24	1	M	466
Australian Capital Territory	25-29		F	748
Australian Capital Territory	25-29		M	847
Australian Capital Territory	25-29	0	F	18366
Australian Capital Territory	25-29	0	M	18419
Australian Capital Territory	25-29	1	F	401
Australian Capital Territory	25-29	1	M	445
Australian Capital Territory	30-34		F	695
Australian Capital Territory	30-34		M	779
Australian Capital Territory	30-34	0	F	18426
Australian Capital Territory	30-34	0	M	17816
Australian Capital Territory	30-34	1	F	364
Australian Capital Territory	30-34	1	M	337
Australian Capital Territory	35-39		F	624
Australian Capital Territory	35-39		M	637
Australian Capital Territory	35-39	0	F	18004
Australian Capital Territory	35-39	0	M	17373
Australian Capital Territory	35-39	1	F	278
Australian Capital Territory	35-39	1	M	279
Australian Capital Territory	40-44		F	459
Australian Capital Territory	40-44		M	564
Australian Capital Territory	40-44	0	F	15370
Australian Capital Territory	40-44	0	M	15190
Australian Capital Territory	40-44	1	F	277
Australian Capital Territory	40-44	1	M	228
Australian Capital Territory	45-49		F	406
Australian Capital Territory	45-49		M	491
Australian Capital Territory	45-49	0	F	14164
Australian Capital Territory	45-49	0	M	13738
Australian Capital Territory	45-49	1	F	217
Australian Capital Territory	45-49	1	M	225
Australian Capital Territory	50-54		F	383
Australian Capital Territory	50-54		M	447
Australian Capital Territory	50-54	0	F	12964
Australian Capital Territory	50-54	0	M	12686
Australian Capital Territory	50-54	1	F	214
Australian Capital Territory	50-54	1	M	196
Australian Capital Territory	55-59		F	324
Australian Capital Territory	55-59		M	436
Australian Capital Territory	55-59	0	F	11770
Australian Capital Territory	55-59	0	M	11035
Australian Capital Territory	55-59	1	F	156
Australian Capital Territory	55-59	1	M	171
Australian Capital Territory	60-64		F	302
Australian Capital Territory	60-64		M	340
Australian Capital Territory	60-64	0	F	10770
Australian Capital Territory	60-64	0	M	9777
Australian Capital Territory	60-64	1	F	142
Australian Capital Territory	60-64	1	M	104
Australian Capital Territory	65+		F	1214
Australian Capital Territory	65+		M	1064
Australian Capital Territory	65+	0	F	32482
Australian Capital Territory	65+	0	M	27013
Australian Capital Territory	65+	1	F	198
Australian Capital Territory	65+	1	M	191
Other Territories	0-4		F	13
Other Territories	0-4		M	16
Other Territories	0-4	0	F	87
Other Territories	0-4	0	M	110
Other Territories	0-4	1	F	7
Other Territories	0-4	1	M	4
Other Territories	5-9		F	13
Other Territories	5-9		M	11
Other Territories	5-9	0	F	120
Other Territories	5-9	0	M	133
Other Territories	5-9	1	F	12
Other Territories	5-9	1	M	5
Other Territories	10-14		F	18
Other Territories	10-14		M	27
Other Territories	10-14	0	F	99
Other Territories	10-14	0	M	128
Other Territories	10-14	1	F	14
Other Territories	10-14	1	M	8
Other Territories	15-19		F	14
Other Territories	15-19		M	14
Other Territories	15-19	0	F	80
Other Territories	15-19	0	M	72
Other Territories	15-19	1	F	4
Other Territories	15-19	1	M	9
Other Territories	20-24		F	18
Other Territories	20-24		M	15
Other Territories	20-24	0	F	81
Other Territories	20-24	0	M	87
Other Territories	20-24	1	F	11
Other Territories	20-24	1	M	5
Other Territories	25-29		F	20
Other Territories	25-29		M	22
Other Territories	25-29	0	F	90
Other Territories	25-29	0	M	133
Other Territories	25-29	1	F	5
Other Territories	25-29	1	M	6
Other Territories	30-34		F	29
Other Territories	30-34		M	27
Other Territories	30-34	0	F	91
Other Territories	30-34	0	M	143
Other Territories	30-34	1	F	5
Other Territories	30-34	1	M	6
Other Territories	35-39		F	24
Other Territories	35-39		M	24
Other Territories	35-39	0	F	148
Other Territories	35-39	0	M	142
Other Territories	35-39	1	M	7
Other Territories	40-44		F	21
Other Territories	40-44		M	14
Other Territories	40-44	0	F	112
Other Territories	40-44	0	M	130
Other Territories	40-44	1	F	3
Other Territories	40-44	1	M	3
Other Territories	45-49		F	15
Other Territories	45-49		M	23
Other Territories	45-49	0	F	119
Other Territories	45-49	0	M	137
Other Territories	45-49	1	F	10
Other Territories	45-49	1	M	4
Other Territories	50-54		F	21
Other Territories	50-54		M	31
Other Territories	50-54	0	F	138
Other Territories	50-54	0	M	142
Other Territories	50-54	1	F	10
Other Territories	50-54	1	M	6
Other Territories	55-59		F	27
Other Territories	55-59		M	18
Other Territories	55-59	0	F	165
Other Territories	55-59	0	M	167
Other Territories	55-59	1	F	5
Other Territories	55-59	1	M	13
Other Territories	60-64		F	20
Other Territories	60-64		M	20
Other Territories	60-64	0	F	168
Other Territories	60-64	0	M	156
Other Territories	60-64	1	F	7
Other Territories	60-64	1	M	8
Other Territories	65+		F	44
Other Territories	65+		M	55
Other Territories	65+	0	F	366
Other Territories	65+	0	M	403
Other Territories	65+	1	F	26
Other Territories	65+	1	M	18
