SA2_NAME16	Sex	persons
Urunga	M	2404
Woolgoolga - Arrawarra	F	7347
Woolgoolga - Arrawarra	M	7117
Bourke - Brewarrina	F	1730
Bourke - Brewarrina	M	1697
Cobar	F	2031
Cobar	M	2099
Coonamble	F	1958
Coonamble	M	1975
Nyngan - Warren	F	2316
Nyngan - Warren	M	2275
Walgett - Lightning Ridge	F	2722
Walgett - Lightning Ridge	M	2809
Broken Hill	F	9020
Broken Hill	M	8565
Far West	F	1107
Far West	M	1182
Coonabarabran	F	3963
Coonabarabran	M	3951
Dubbo - East	F	5446
Dubbo - East	M	5186
Dubbo - South	F	10354
Dubbo - South	M	9271
Dubbo - West	F	5257
Dubbo - West	M	5060
Dubbo Surrounds	F	2877
Dubbo Surrounds	M	3080
Gilgandra	F	2218
Gilgandra	M	2176
Narromine	F	3189
Narromine	M	3273
Wellington	F	4056
Wellington	M	4713
Branxton - Greta - Pokolbin	F	6387
Branxton - Greta - Pokolbin	M	6382
Cessnock	F	11399
Cessnock	M	12097
Cessnock Surrounds	F	4531
Cessnock Surrounds	M	4614
Dungog	F	4781
Dungog	M	4761
Kurri Kurri - Abermain	F	10488
Kurri Kurri - Abermain	M	10139
Singleton	F	8219
Singleton	M	8800
Singleton Surrounds	F	2590
Singleton Surrounds	M	2734
Maitland	F	4388
Maitland	M	4228
Maitland - North	F	4510
Maitland - North	M	4220
East Maitland - Metford	F	9204
East Maitland - Metford	M	8774
Rutherford (North) - Aberglasslyn	F	9113
Rutherford (North) - Aberglasslyn	M	8615
Rutherford (South) - Telarah	F	4051
Rutherford (South) - Telarah	M	3923
Tenambit - East Maitland	F	5284
Tenambit - East Maitland	M	4806
Thornton - Millers Forest	F	8065
Thornton - Millers Forest	M	7827
Anna Bay	F	3266
Anna Bay	M	3178
Lemon Tree Passage - Tanilba Bay	F	3435
Lemon Tree Passage - Tanilba Bay	M	3456
Nelson Bay Peninsula	F	11467
Nelson Bay Peninsula	M	10505
Raymond Terrace	F	7355
Raymond Terrace	M	7240
Seaham - Woodville	F	2830
Seaham - Woodville	M	2860
Tea Gardens - Hawks Nest	F	2917
Tea Gardens - Hawks Nest	M	2886
Williamtown - Medowie - Karuah	F	7445
Williamtown - Medowie - Karuah	M	7577
Muswellbrook	F	5968
Muswellbrook	M	6308
Muswellbrook Surrounds	F	1990
Muswellbrook Surrounds	M	2091
Scone	F	3057
Scone	M	2977
Scone Surrounds	F	4058
Scone Surrounds	M	4137
Dapto - Avondale	F	12376
Dapto - Avondale	M	11819
Horsley - Kembla Grange	F	6166
Horsley - Kembla Grange	M	5995
Port Kembla Industrial	M	5
Unanderra - Mount Kembla	F	7861
Unanderra - Mount Kembla	M	7417
Berkeley - Lake Heights - Cringila	F	7160
Berkeley - Lake Heights - Cringila	M	7043
Port Kembla - Warrawong	F	4900
Port Kembla - Warrawong	M	4840
Windang - Primbee	F	2108
Windang - Primbee	M	2133
Illawarra Catchment Reserve	M	5
Albion Park - Macquarie Pass	F	9681
Albion Park - Macquarie Pass	M	9346
Albion Park Rail	F	3571
Albion Park Rail	M	3340
Kiama	F	4562
Kiama	M	4224
Kiama Downs - Minnamurra	F	3058
Kiama Downs - Minnamurra	M	3004
Kiama Hinterland - Gerringong	F	4194
Kiama Hinterland - Gerringong	M	3944
Shellharbour - Flinders	F	9767
Shellharbour - Flinders	M	9572
Shellharbour - Oak Flats	F	5493
Shellharbour - Oak Flats	M	5091
Warilla	F	10481
Warilla	M	9918
Balgownie - Fairy Meadow	F	10931
Balgownie - Fairy Meadow	M	10590
Corrimal - Tarrawanna - Bellambi	F	8329
Corrimal - Tarrawanna - Bellambi	M	7711
Figtree - Keiraville	F	11485
Figtree - Keiraville	M	11285
Helensburgh	F	4544
Helensburgh	M	4590
Thirroul - Austinmer - Coalcliff	F	6012
Thirroul - Austinmer - Coalcliff	M	5947
Woonona - Bulli - Russell Vale	F	10773
Woonona - Bulli - Russell Vale	M	9989
Wollongong - East	F	8148
Wollongong - East	M	7870
Wollongong - West	F	8155
Wollongong - West	M	8399
Bulahdelah - Stroud	F	2597
Bulahdelah - Stroud	M	2631
Forster	F	7777
Forster	M	6937
Forster-Tuncurry Surrounds	F	3434
Forster-Tuncurry Surrounds	M	3556
Tuncurry	F	3369
Tuncurry	M	3008
Kempsey	F	7780
Kempsey	M	7877
Kempsey Surrounds	F	4636
Kempsey Surrounds	M	4830
Macksville - Scotts Head	F	2659
Macksville - Scotts Head	M	2528
Nambucca Heads	F	3687
Nambucca Heads	M	3425
Nambucca Heads Surrounds	F	4115
Nambucca Heads Surrounds	M	3987
South West Rocks	F	2876
South West Rocks	M	2752
Lord Howe Island	F	232
Lord Howe Island	M	220
Laurieton - Bonny Hills	F	9512
Laurieton - Bonny Hills	M	8977
Port Macquarie - West	F	11328
Port Macquarie - West	M	9822
Port Macquarie Surrounds	F	2567
Port Macquarie Surrounds	M	2732
Wauchope	F	6659
Wauchope	M	6143
Port Macquarie - East	F	6047
Port Macquarie - East	M	5716
Port Macquarie - South	F	9087
Port Macquarie - South	M	8192
Gloucester	F	2674
Gloucester	M	2629
Old Bar - Manning Point - Red Head	F	6387
Old Bar - Manning Point - Red Head	M	6090
Taree	F	11061
Taree	M	10060
Taree Surrounds	F	6448
Taree Surrounds	M	6591
Wingham	F	2771
Wingham	M	2621
Albury - East	F	9158
Albury - East	M	8674
Albury - North	F	5461
Albury - North	M	5063
Albury - South	F	5460
Albury - South	M	5061
Albury Surrounds	F	6181
Albury Surrounds	M	6325
Lavington	F	8148
Lavington	M	7514
Hay	F	1443
Hay	M	1454
Wentworth - Buronga	F	3181
Wentworth - Buronga	M	3330
Wentworth-Balranald Region	F	1712
Wentworth-Balranald Region	M	1938
Corowa	F	2883
Corowa	M	2719
Corowa Surrounds	F	3564
Corowa Surrounds	M	3699
Deniliquin	F	3637
Deniliquin	M	3399
Deniliquin Surrounds	F	3306
Deniliquin Surrounds	M	3528
Moama	F	3572
Moama	M	3360
Tocumwal - Finley - Jerilderie	F	4932
Tocumwal - Finley - Jerilderie	M	4847
Armidale	F	12607
Armidale	M	11358
Armidale Surrounds - North	F	2204
Armidale Surrounds - North	M	2330
Armidale Surrounds - South	F	3052
Armidale Surrounds - South	M	2837
Walcha	F	1557
Walcha	M	1587
Glen Innes	F	4518
Glen Innes	M	4409
Inverell	F	6251
Inverell	M	5805
Inverell Surrounds - East	F	2528
Inverell Surrounds - East	M	2677
Inverell Surrounds - West	F	2862
Inverell Surrounds - West	M	2869
Tenterfield	F	3482
Tenterfield	M	3334
Moree	F	3996
Moree	M	3851
Moree Surrounds	F	2594
Moree Surrounds	M	2762
Narrabri	F	3489
Narrabri	M	3414
Narrabri Surrounds	F	2226
Narrabri Surrounds	M	2385
Gunnedah	F	4949
Gunnedah	M	4794
Gunnedah Surrounds	F	2130
Gunnedah Surrounds	M	2241
Quirindi	F	3761
Quirindi	M	3789
Tamworth - East	F	10749
Tamworth - East	M	10609
Tamworth - North	F	8747
Tamworth - North	M	7768
Tamworth - West	F	3073
Tamworth - West	M	2928
Tamworth Surrounds	F	9521
Tamworth Surrounds	M	9513
Belmont - Bennetts Green	F	9106
Belmont - Bennetts Green	M	8753
Belmont South - Blacksmiths	F	2879
Belmont South - Blacksmiths	M	2800
Charlestown - Dudley	F	12803
Charlestown - Dudley	M	12452
Glendale - Cardiff - Hillsborough	F	12469
Glendale - Cardiff - Hillsborough	M	12118
Mount Hutton - Windale	F	5062
Mount Hutton - Windale	M	4443
Redhead	F	1993
Redhead	M	1789
Swansea - Caves Beach	F	6427
Swansea - Caves Beach	M	6138
Valentine - Eleebana	F	6409
Valentine - Eleebana	M	6156
Warners Bay - Boolaroo	F	7717
Warners Bay - Boolaroo	M	6974
Bolton Point - Teralba	F	5187
Bolton Point - Teralba	M	4954
Bonnells Bay - Silverwater	F	4955
Bonnells Bay - Silverwater	M	4737
Edgeworth - Cameron Park	F	8454
Edgeworth - Cameron Park	M	7925
Morisset - Cooranbong	F	9354
Morisset - Cooranbong	M	8781
Toronto - Awaba	F	7189
Toronto - Awaba	M	6775
Wangi Wangi - Rathmines	F	4718
Wangi Wangi - Rathmines	M	4750
West Wallsend - Barnsley - Killingworth	F	3664
West Wallsend - Barnsley - Killingworth	M	3585
Adamstown - Kotara	F	8421
Adamstown - Kotara	M	8184
Beresfield - Hexham	F	4370
Beresfield - Hexham	M	4191
Hamilton - Broadmeadow	F	6502
Hamilton - Broadmeadow	M	6271
Lambton - New Lambton	F	8846
Lambton - New Lambton	M	8500
Maryland - Fletcher - Minmi	F	8276
Maryland - Fletcher - Minmi	M	8157
Mayfield - Warabrook	F	7912
Mayfield - Warabrook	M	7610
Merewether - The Junction	F	7353
Merewether - The Junction	M	7152
Newcastle - Cooks Hill	F	6506
Newcastle - Cooks Hill	M	6296
Newcastle Port - Kooragang	F	17
Newcastle Port - Kooragang	M	13
Shortland - Jesmond	F	6179
Shortland - Jesmond	M	6412
Stockton - Fullerton Cove	F	4482
Stockton - Fullerton Cove	M	4346
Wallsend - Elermore Vale	F	10970
Wallsend - Elermore Vale	M	9987
Waratah - North Lambton	F	6627
Waratah - North Lambton	M	6256
Wickham - Carrington - Tighes Hill	F	4649
Wickham - Carrington - Tighes Hill	M	4515
Ballina	F	9863
Ballina	M	8760
Ballina Surrounds	F	9364
Ballina Surrounds	M	8963
Bangalow	F	3572
Bangalow	M	3386
Brunswick Heads - Ocean Shores	F	4950
Brunswick Heads - Ocean Shores	M	4216
Byron Bay	F	5648
Byron Bay	M	5267
Evans Head	F	2809
Evans Head	M	2835
Lennox Head - Skennars Head	F	4739
Lennox Head - Skennars Head	M	4503
Mullumbimby	F	4540
Mullumbimby	M	4360
Casino	F	6319
Casino	M	5973
Casino Surrounds	F	3667
Casino Surrounds	M	3716
Goonellabah	F	7214
Goonellabah	M	6375
Kyogle	F	3848
Kyogle	M	3763
Lismore	F	7726
Lismore	M	7502
Lismore Surrounds	F	7783
Lismore Surrounds	M	8005
Kingscliff - Fingal Head	F	7644
Kingscliff - Fingal Head	M	7167
Murwillumbah	F	5008
Murwillumbah	M	4498
Murwillumbah Surrounds	F	5076
Murwillumbah Surrounds	M	5278
Pottsville	F	7258
Pottsville	M	6827
Tweed Heads	F	10731
Tweed Heads	M	9834
Banora Point	F	8683
Banora Point	M	7642
Terranora - North Tumbulgum	F	1658
Terranora - North Tumbulgum	M	1668
Tweed Heads South	F	4534
Tweed Heads South	M	3887
Griffith (NSW)	F	10369
Griffith (NSW)	M	10202
Griffith Surrounds	F	6105
Griffith Surrounds	M	6652
Leeton	F	5254
Leeton	M	5081
Narrandera	F	2978
Narrandera	M	2924
Tumbarumba	F	1674
Tumbarumba	M	1846
Tumut	F	3421
Tumut	M	3248
Tumut Surrounds	F	2321
Tumut Surrounds	M	2430
Cootamundra	F	3915
Cootamundra	M	3784
Gundagai	F	1818
Gundagai	M	1899
Junee	F	2719
Junee	M	3630
Temora	F	3353
Temora	M	3246
Wagga Wagga - East	F	8725
Wagga Wagga - East	M	8196
Wagga Wagga - North	F	2993
Wagga Wagga - North	M	2610
Wagga Wagga - South	F	11696
Wagga Wagga - South	M	10826
Wagga Wagga - West	F	6163
Wagga Wagga - West	M	5801
Wagga Wagga Surrounds	F	8803
Wagga Wagga Surrounds	M	8987
Berry - Kangaroo Valley	F	4882
Berry - Kangaroo Valley	M	4606
Callala Bay - Currarong	F	1815
Callala Bay - Currarong	M	1834
Culburra Beach	F	2521
Culburra Beach	M	2579
Ettrema - Sassafras - Budawang	F	24
Ettrema - Sassafras - Budawang	M	36
Huskisson - Vincentia	F	2556
Huskisson - Vincentia	M	2287
North Nowra - Bomaderry	F	8204
North Nowra - Bomaderry	M	7895
Nowra	F	11170
Nowra	M	11418
St Georges Basin - Erowal Bay	F	7798
St Georges Basin - Erowal Bay	M	7462
Sussex Inlet - Berrara	F	2341
Sussex Inlet - Berrara	M	2350
Tomerong - Wandandian - Woollamia	F	1782
Tomerong - Wandandian - Woollamia	M	1924
Ulladulla	F	8802
Ulladulla	M	8222
Ulladulla Surrounds	F	2830
Ulladulla Surrounds	M	2991
Bowral	F	7295
Bowral	M	6332
Hill Top - Colo Vale	F	3178
Hill Top - Colo Vale	M	3216
Mittagong	F	5764
Mittagong	M	5163
Moss Vale - Berrima	F	5525
Moss Vale - Berrima	M	5128
Robertson - Fitzroy Falls	F	1901
Robertson - Fitzroy Falls	M	1933
Southern Highlands	F	3718
Southern Highlands	M	3526
Baulkham Hills - East	F	12568
Baulkham Hills - East	M	12157
Baulkham Hills (West) - Bella Vista	F	10945
Baulkham Hills (West) - Bella Vista	M	10741
Glenhaven	F	3281
Glenhaven	M	3078
West Pennant Hills	F	6400
West Pennant Hills	M	6286
Castle Hill - Central	F	3963
Castle Hill - Central	M	3711
Castle Hill - East	F	3105
Castle Hill - East	M	2564
Castle Hill - North	F	6166
Castle Hill - North	M	6029
Castle Hill - South	F	5356
Castle Hill - South	M	5061
Castle Hill - West	F	2657
Castle Hill - West	M	2526
Cherrybrook	F	9661
Cherrybrook	M	9425
Kellyville - East	F	8960
Kellyville - East	M	8750
Kellyville - West	F	5824
Kellyville - West	M	5559
Dural - Kenthurst - Wisemans Ferry	F	11114
Dural - Kenthurst - Wisemans Ferry	M	11367
Galston - Laughtondale	F	2726
Galston - Laughtondale	M	2708
Bilpin - Colo - St Albans	F	1349
Bilpin - Colo - St Albans	M	1499
Kurrajong Heights - Ebenezer	F	10954
Kurrajong Heights - Ebenezer	M	11213
Pitt Town - McGraths Hill	F	5605
Pitt Town - McGraths Hill	M	5810
Box Hill - Nelson	F	5244
Box Hill - Nelson	M	5045
North Kellyville	F	8844
North Kellyville	M	8557
Rouse Hill - Beaumont Hills	F	8818
Rouse Hill - Beaumont Hills	M	8765
Blacktown (East) - Kings Park	F	8313
Blacktown (East) - Kings Park	M	8718
Blacktown (North) - Marayong	F	10254
Blacktown (North) - Marayong	M	10332
Doonside - Woodcroft	F	11771
Doonside - Woodcroft	M	11617
Lalor Park - Kings Langley	F	12661
Lalor Park - Kings Langley	M	12709
Blacktown - South	F	6263
Blacktown - South	M	6380
Blacktown - West	F	8555
Blacktown - West	M	8588
Seven Hills - Prospect	F	7395
Seven Hills - Prospect	M	7466
Toongabbie - West	F	5713
Toongabbie - West	M	5868
Glenwood	F	7968
Glenwood	M	7859
Acacia Gardens	F	1840
Acacia Gardens	M	1828
Quakers Hill	F	12396
Quakers Hill	M	12274
Kellyville Ridge - The Ponds	F	10631
Kellyville Ridge - The Ponds	M	10424
Marsden Park - Shanes Park	F	7794
Marsden Park - Shanes Park	M	7734
Riverstone	F	6924
Riverstone	M	6916
Schofields (West) - Colebee	F	4980
Schofields (West) - Colebee	M	5032
Schofields - East	F	12692
Schofields - East	M	12434
Stanhope Gardens - Parklea	F	5934
Stanhope Gardens - Parklea	M	7101
Bidwill - Hebersham - Emerton	F	9510
Bidwill - Hebersham - Emerton	M	9023
Glendenning - Dean Park	F	4229
Glendenning - Dean Park	M	4143
Hassall Grove - Plumpton	F	10777
Hassall Grove - Plumpton	M	10631
Lethbridge Park - Tregear	F	11060
Lethbridge Park - Tregear	M	10488
Mount Druitt - Whalan	F	11600
Mount Druitt - Whalan	M	11319
Prospect Reservoir	F	5
Prospect Reservoir	M	8
Rooty Hill - Minchinbury	F	11635
Rooty Hill - Minchinbury	M	11190
Banksmeadow	F	276
Banksmeadow	M	230
Botany	F	6544
Botany	M	6419
Pagewood - Hillsdale - Daceyville	F	7494
Pagewood - Hillsdale - Daceyville	M	7270
Port Botany Industrial	F	4
Port Botany Industrial	M	5
Sydney Airport	F	6
Sydney Airport	M	13
Eastlakes	F	4478
Eastlakes	M	4459
Mascot	F	10535
Mascot	M	11044
Petersham - Stanmore	F	9988
Petersham - Stanmore	M	9910
Sydenham - Tempe - St Peters	F	4025
Sydenham - Tempe - St Peters	M	4258
Marrickville - North	F	6215
Marrickville - North	M	6101
Marrickville - South	F	7336
Marrickville - South	M	6946
Darlinghurst	F	4472
Darlinghurst	M	6145
Erskineville - Alexandria	F	9240
Erskineville - Alexandria	M	9888
Glebe - Forest Lodge	F	10408
Glebe - Forest Lodge	M	9861
Potts Point - Woolloomooloo	F	8424
Potts Point - Woolloomooloo	M	9767
Surry Hills	F	6615
Surry Hills	M	9214
Camperdown - Darlington	F	4086
Camperdown - Darlington	M	4245
Chippendale	F	3851
Chippendale	M	3955
Newtown (NSW)	F	7197
Newtown (NSW)	M	7471
Pyrmont	F	6267
Pyrmont	M	6391
Redfern	F	6272
Redfern	M	7398
Rosebery - Beaconsfield	F	6086
Rosebery - Beaconsfield	M	6206
Sydney (North) - Millers Point	F	3762
Sydney (North) - Millers Point	M	4247
Sydney (South) - Haymarket	F	9962
Sydney (South) - Haymarket	M	9978
Ultimo	F	3644
Ultimo	M	3763
Waterloo	F	7534
Waterloo	M	8846
Zetland	F	6138
Zetland	M	6488
Bondi - Tamarama - Bronte	F	9784
Bondi - Tamarama - Bronte	M	9267
Bondi Beach - North Bondi	F	10523
Bondi Beach - North Bondi	M	10183
Bondi Junction - Waverly	F	9259
Bondi Junction - Waverly	M	8465
Dover Heights	F	5767
Dover Heights	M	5364
Paddington - Moore Park	F	7705
Paddington - Moore Park	M	7094
Rose Bay - Vaucluse - Watsons Bay	F	6254
Rose Bay - Vaucluse - Watsons Bay	M	5677
Woollahra	F	4106
Woollahra	M	3350
Bellevue Hill	F	7605
Bellevue Hill	M	6826
Double Bay - Darling Point	F	5463
Double Bay - Darling Point	M	4494
Kensington (NSW)	F	5904
Kensington (NSW)	M	5913
Kingsford	F	6670
Kingsford	M	6935
Maroubra - North	F	5048
Maroubra - North	M	4743
Maroubra - South	F	5783
Maroubra - South	M	5302
Maroubra - West	F	5048
Maroubra - West	M	4798
Randwick - North	F	8610
Randwick - North	M	7598
Randwick - South	F	6705
Randwick - South	M	6028
Coogee - Clovelly	F	10314
Coogee - Clovelly	M	9200
Malabar - La Perouse	F	4908
Malabar - La Perouse	M	5698
Matraville - Chifley	F	6919
Matraville - Chifley	M	6495
South Coogee	F	2960
South Coogee	M	2651
Bass Hill - Georges Hall	F	11995
Bass Hill - Georges Hall	M	11858
Chullora	F	747
Chullora	M	724
Condell Park	F	6369
Condell Park	M	6404
Padstow	F	8751
Padstow	M	8447
Revesby	F	9061
Revesby	M	8603
Yagoona - Birrong	F	11274
Yagoona - Birrong	M	11207
Bankstown - North	F	8650
Bankstown - North	M	8333
Bankstown - South	F	9217
Bankstown - South	M	9212
Greenacre - North	F	7329
Greenacre - North	M	7310
Greenacre - South	F	6781
Greenacre - South	M	6639
Panania (North) - Milperra	F	5696
Panania (North) - Milperra	M	5638
Panania (South) - Picnic Point	F	8255
Panania (South) - Picnic Point	M	7736
Belmore - Belfield	F	10168
Belmore - Belfield	M	10158
Punchbowl	F	10438
Punchbowl	M	11112
Roselands	F	7342
Roselands	M	7232
Lakemba	F	7736
Lakemba	M	9350
Wiley Park	F	4748
Wiley Park	M	5383
Campsie - North	F	5694
Campsie - North	M	6211
Campsie - South	F	4334
Campsie - South	M	4731
Canterbury - South	F	6220
Canterbury - South	M	6000
Earlwood	F	9091
Earlwood	M	8873
Kingsgrove - North	F	3167
Kingsgrove - North	M	3093
Narwee - Beverly Hills	F	7047
Narwee - Beverly Hills	M	6743
Oatley - Hurstville Grove	F	6387
Oatley - Hurstville Grove	M	6208
Peakhurst - Lugarno	F	10365
Peakhurst - Lugarno	M	9863
Riverwood	F	5836
Riverwood	M	5768
South Hurstville - Blakehurst	F	12781
South Hurstville - Blakehurst	M	12478
Hurstville - Central	F	6002
Hurstville - Central	M	6044
Hurstville - North	F	6109
Hurstville - North	M	6007
Mortdale - Oatley	F	7548
Mortdale - Oatley	M	7168
Penshurst	F	4899
Penshurst	M	4635
Kingsgrove (South) - Bardwell Park	F	6630
Kingsgrove (South) - Bardwell Park	M	6342
Kogarah	F	6599
Kogarah	M	6458
Kogarah Bay - Carlton - Allawah	F	8158
Kogarah Bay - Carlton - Allawah	M	8042
Monterey - Brighton-le-Sands - Kyeemagh	F	7151
Monterey - Brighton-le-Sands - Kyeemagh	M	6745
Rockdale - Banksia	F	9663
Rockdale - Banksia	M	10181
Sans Souci - Ramsgate	F	8746
Sans Souci - Ramsgate	M	7909
Arncliffe - Bardwell Valley	F	8179
Arncliffe - Bardwell Valley	M	8401
Bexley - North	F	5157
Bexley - North	M	4988
Bexley - South	F	7924
Bexley - South	M	7909
Wolli Creek	F	5265
Wolli Creek	M	5464
Concord - Mortlake - Cabarita	F	12061
Concord - Mortlake - Cabarita	M	11051
Drummoyne - Rodd Point	F	9623
Drummoyne - Rodd Point	M	8738
Five Dock - Abbotsford	F	11077
Five Dock - Abbotsford	M	9853
Concord West - North Strathfield	F	6432
Concord West - North Strathfield	M	6408
Rhodes	F	5923
Rhodes	M	5536
Balmain	F	8057
Balmain	M	7522
Lilyfield - Rozelle	F	7229
Lilyfield - Rozelle	M	6593
Annandale (NSW)	F	4935
Annandale (NSW)	M	4521
Leichhardt	F	9164
Leichhardt	M	8364
Canterbury (North) - Ashbury	F	6076
Canterbury (North) - Ashbury	M	5916
Croydon Park - Enfield	F	9095
Croydon Park - Enfield	M	8340
Dulwich Hill - Lewisham	F	9393
Dulwich Hill - Lewisham	M	8556
Haberfield - Summer Hill	F	6992
Haberfield - Summer Hill	M	6530
Homebush	F	9905
Homebush	M	10916
Strathfield South	F	1838
Strathfield South	M	1793
Ashfield - North	F	5748
Ashfield - North	M	5707
Ashfield - South	F	6347
Ashfield - South	M	5894
Burwood (NSW)	F	8142
Burwood (NSW)	M	7794
Croydon	F	5696
Croydon	M	5294
Strathfield - East	F	7766
Strathfield - East	M	8657
Strathfield - West	F	4750
Strathfield - West	M	4504
Chatswood (West) - Lane Cove North	F	11009
Chatswood (West) - Lane Cove North	M	10277
St Leonards - Naremburn	F	6114
St Leonards - Naremburn	M	5793
Artarmon	F	4740
Artarmon	M	4660
Castle Cove - Northbridge	F	6867
Castle Cove - Northbridge	M	6573
Chatswood - East	F	10300
Chatswood - East	M	9299
Greenwich - Riverview	F	6483
Greenwich - Riverview	M	6448
Lane Cove	F	8196
Lane Cove	M	7695
Willoughby	F	6861
Willoughby	M	6138
Asquith - Mount Colah	F	11153
Asquith - Mount Colah	M	10908
Berowra - Brooklyn - Cowan	F	5918
