SA2_NAME16	AustCitizen	Sex	persons
Silverwater - Newington	1	F	3155
Silverwater - Newington	1	M	3175
Wentworth Point - Sydney Olympic Park	0	F	4995
Wentworth Point - Sydney Olympic Park	0	M	4283
Wentworth Point - Sydney Olympic Park	1	F	5431
Wentworth Point - Sydney Olympic Park	1	M	5703
Ermington - Rydalmere	0	F	2567
Ermington - Rydalmere	0	M	2454
Ermington - Rydalmere	1	F	9731
Ermington - Rydalmere	1	M	9890
Oatlands - Dundas Valley	0	F	1888
Oatlands - Dundas Valley	0	M	1817
Oatlands - Dundas Valley	1	F	7445
Oatlands - Dundas Valley	1	M	7358
Carlingford - East	0	F	1212
Carlingford - East	0	M	1091
Carlingford - East	1	F	4740
Carlingford - East	1	M	4582
Carlingford - West	0	F	2441
Carlingford - West	0	M	2271
Carlingford - West	1	F	7173
Carlingford - West	1	M	7359
Chester Hill - Sefton	0	F	2014
Chester Hill - Sefton	0	M	2610
Chester Hill - Sefton	1	F	8209
Chester Hill - Sefton	1	M	8003
Fairfield - East	0	F	1767
Fairfield - East	0	M	1889
Fairfield - East	1	F	5958
Fairfield - East	1	M	6124
Granville - Clyde	0	F	3707
Granville - Clyde	0	M	4727
Granville - Clyde	1	F	7272
Granville - Clyde	1	M	7540
Guildford - South Granville	0	F	2435
Guildford - South Granville	0	M	2890
Guildford - South Granville	1	F	8591
Guildford - South Granville	1	M	8469
Guildford West - Merrylands West	0	F	2374
Guildford West - Merrylands West	0	M	2820
Guildford West - Merrylands West	1	F	9029
Guildford West - Merrylands West	1	M	8708
Smithfield Industrial	0	F	0
Smithfield Industrial	0	M	-1
Smithfield Industrial	1	F	3
Smithfield Industrial	1	M	10
Yennora Industrial	0	F	2
Yennora Industrial	0	M	4
Yennora Industrial	1	F	5
Yennora Industrial	1	M	5
Greystanes - South	0	F	882
Greystanes - South	0	M	871
Greystanes - South	1	F	7532
Greystanes - South	1	M	7355
Merrylands - Holroyd	0	F	3241
Merrylands - Holroyd	0	M	4021
Merrylands - Holroyd	1	F	8367
Merrylands - Holroyd	1	M	8176
Pemulwuy - Greystanes (North)	0	F	622
Pemulwuy - Greystanes (North)	0	M	576
Pemulwuy - Greystanes (North)	1	F	4993
Pemulwuy - Greystanes (North)	1	M	4705
South Wentworthville	0	F	697
South Wentworthville	0	M	811
South Wentworthville	1	F	2963
South Wentworthville	1	M	2837
North Parramatta	0	F	3875
North Parramatta	0	M	3728
North Parramatta	1	F	7635
North Parramatta	1	M	7635
North Rocks	0	F	650
North Rocks	0	M	606
North Rocks	1	F	3672
North Rocks	1	M	3519
Northmead	0	F	3097
Northmead	0	M	3173
Northmead	1	F	7147
Northmead	1	M	6855
Toongabbie - Constitution Hill	0	F	2238
Toongabbie - Constitution Hill	0	M	2470
Toongabbie - Constitution Hill	1	F	9261
Toongabbie - Constitution Hill	1	M	8890
Winston Hills	0	F	519
Winston Hills	0	M	464
Winston Hills	1	F	5203
Winston Hills	1	M	5020
Pendle Hill - Girraween	0	F	1916
Pendle Hill - Girraween	0	M	2138
Pendle Hill - Girraween	1	F	4962
Pendle Hill - Girraween	1	M	4924
Wentworthville - Westmead	0	F	4364
Wentworthville - Westmead	0	M	4778
Wentworthville - Westmead	1	F	6092
Wentworthville - Westmead	1	M	6326
Parramatta - North	0	F	3711
Parramatta - North	0	M	3885
Parramatta - North	1	F	2021
Parramatta - North	1	M	2447
Parramatta - South	0	F	2279
Parramatta - South	0	M	2912
Parramatta - South	1	F	2266
Parramatta - South	1	M	2408
Rosehill - Harris Park	0	F	2015
Rosehill - Harris Park	0	M	2536
Rosehill - Harris Park	1	F	2154
Rosehill - Harris Park	1	M	2326
Pennant Hills - Cheltenham	0	F	1543
Pennant Hills - Cheltenham	0	M	1287
Pennant Hills - Cheltenham	1	F	9798
Pennant Hills - Cheltenham	1	M	9111
Epping (East) - North Epping	0	F	2255
Epping (East) - North Epping	0	M	1917
Epping (East) - North Epping	1	F	5115
Epping (East) - North Epping	1	M	5112
Epping (NSW) - West	0	F	2902
Epping (NSW) - West	0	M	2609
Epping (NSW) - West	1	F	6735
Epping (NSW) - West	1	M	6438
Gladesville - Huntleys Point	0	F	987
Gladesville - Huntleys Point	0	M	919
Gladesville - Huntleys Point	1	F	6996
Gladesville - Huntleys Point	1	M	6551
Hunters Hill - Woolwich	0	F	490
Hunters Hill - Woolwich	0	M	465
Hunters Hill - Woolwich	1	F	4564
Hunters Hill - Woolwich	1	M	4330
Macquarie Park - Marsfield	0	F	4528
Macquarie Park - Marsfield	0	M	4044
Macquarie Park - Marsfield	1	F	7749
Macquarie Park - Marsfield	1	M	7492
North Ryde - East Ryde	0	F	1762
North Ryde - East Ryde	0	M	1583
North Ryde - East Ryde	1	F	6138
North Ryde - East Ryde	1	M	6137
West Ryde - Meadowbank	0	F	2896
West Ryde - Meadowbank	0	M	2431
West Ryde - Meadowbank	1	F	7287
West Ryde - Meadowbank	1	M	7488
Putney	0	F	204
Putney	0	M	192
Putney	1	F	1935
Putney	1	M	1835
Denistone	0	F	601
Denistone	0	M	509
Denistone	1	F	2918
Denistone	1	M	2939
Eastwood	0	F	2990
Eastwood	0	M	2689
Eastwood	1	F	6645
Eastwood	1	M	6655
Ryde - North	0	F	2244
Ryde - North	0	M	1941
Ryde - North	1	F	8195
Ryde - North	1	M	7912
Ryde - South	0	F	2097
Ryde - South	0	M	1843
Ryde - South	1	F	4086
Ryde - South	1	M	3941
Ashcroft - Busby - Miller	0	F	1809
Ashcroft - Busby - Miller	0	M	1791
Ashcroft - Busby - Miller	1	F	7276
Ashcroft - Busby - Miller	1	M	7088
Austral - Greendale	0	F	1030
Austral - Greendale	0	M	1126
Austral - Greendale	1	F	5047
Austral - Greendale	1	M	5330
Badgerys Creek	0	F	2
Badgerys Creek	0	M	-1
Badgerys Creek	1	F	9
Badgerys Creek	1	M	11
Cecil Hills	0	F	320
Cecil Hills	0	M	332
Cecil Hills	1	F	3114
Cecil Hills	1	M	3140
Green Valley	0	F	875
Green Valley	0	M	841
Green Valley	1	F	5663
Green Valley	1	M	5544
Hinchinbrook	0	F	821
Hinchinbrook	0	M	783
Hinchinbrook	1	F	5817
Hinchinbrook	1	M	5611
Hoxton Park - Carnes Hill - Horningsea Park	0	F	887
Hoxton Park - Carnes Hill - Horningsea Park	0	M	800
Hoxton Park - Carnes Hill - Horningsea Park	1	F	5811
Hoxton Park - Carnes Hill - Horningsea Park	1	M	5768
West Hoxton - Middleton Grange	0	F	965
West Hoxton - Middleton Grange	0	M	945
West Hoxton - Middleton Grange	1	F	7688
West Hoxton - Middleton Grange	1	M	7597
Cobbitty - Bringelly	0	F	235
Cobbitty - Bringelly	0	M	225
Cobbitty - Bringelly	1	F	2206
Cobbitty - Bringelly	1	M	2093
Gledswood Hills - Gregory Hills	0	F	873
Gledswood Hills - Gregory Hills	0	M	777
Gledswood Hills - Gregory Hills	1	F	6347
Gledswood Hills - Gregory Hills	1	M	6303
Leppington - Catherine Field	0	F	866
Leppington - Catherine Field	0	M	805
Leppington - Catherine Field	1	F	5442
Leppington - Catherine Field	1	M	5449
Oran Park	0	F	1412
Oran Park	0	M	1296
Oran Park	1	F	7492
Oran Park	1	M	7423
Bonnyrigg Heights - Bonnyrigg	0	F	1321
Bonnyrigg Heights - Bonnyrigg	0	M	1193
Bonnyrigg Heights - Bonnyrigg	1	F	7464
Bonnyrigg Heights - Bonnyrigg	1	M	7176
Bossley Park - Abbotsbury	0	F	1823
Bossley Park - Abbotsbury	0	M	1765
Bossley Park - Abbotsbury	1	F	8125
Bossley Park - Abbotsbury	1	M	7974
Cabramatta - Lansvale	0	F	3044
Cabramatta - Lansvale	0	M	2739
Cabramatta - Lansvale	1	F	9124
Cabramatta - Lansvale	1	M	9194
Cabramatta West - Mount Pritchard	0	F	1679
Cabramatta West - Mount Pritchard	0	M	1660
Cabramatta West - Mount Pritchard	1	F	7490
Cabramatta West - Mount Pritchard	1	M	7427
Canley Vale - Canley Heights	0	F	2458
Canley Vale - Canley Heights	0	M	2289
Canley Vale - Canley Heights	1	F	8842
Canley Vale - Canley Heights	1	M	8667
Edensor Park	0	F	842
Edensor Park	0	M	759
Edensor Park	1	F	4483
Edensor Park	1	M	4193
Fairfield	0	F	3192
Fairfield	0	M	3159
Fairfield	1	F	6052
Fairfield	1	M	5841
Fairfield - West	0	F	3030
Fairfield - West	0	M	2943
Fairfield - West	1	F	7812
Fairfield - West	1	M	7466
Greenfield Park - Prairiewood	0	F	852
Greenfield Park - Prairiewood	0	M	871
Greenfield Park - Prairiewood	1	F	3597
Greenfield Park - Prairiewood	1	M	3530
Horsley Park - Kemps Creek	0	F	198
Horsley Park - Kemps Creek	0	M	208
Horsley Park - Kemps Creek	1	F	1923
Horsley Park - Kemps Creek	1	M	2011
Smithfield - Wetherill Park	0	F	2180
Smithfield - Wetherill Park	0	M	2138
Smithfield - Wetherill Park	1	F	7738
Smithfield - Wetherill Park	1	M	7454
St Johns Park - Wakeley	0	F	858
St Johns Park - Wakeley	0	M	769
St Johns Park - Wakeley	1	F	4895
St Johns Park - Wakeley	1	M	4674
Wetherill Park Industrial	0	F	7
Wetherill Park Industrial	0	M	10
Wetherill Park Industrial	1	F	11
Wetherill Park Industrial	1	M	13
Casula	0	F	1259
Casula	0	M	1193
Casula	1	F	7182
Casula	1	M	6953
Chipping Norton - Moorebank	0	F	1163
Chipping Norton - Moorebank	0	M	1159
Chipping Norton - Moorebank	1	F	9352
Chipping Norton - Moorebank	1	M	9139
Holsworthy - Wattle Grove	0	F	1102
Holsworthy - Wattle Grove	0	M	1094
Holsworthy - Wattle Grove	1	F	9323
Holsworthy - Wattle Grove	1	M	9610
Lurnea - Cartwright	0	F	1234
Lurnea - Cartwright	0	M	1364
Lurnea - Cartwright	1	F	5099
Lurnea - Cartwright	1	M	4976
Warwick Farm	0	F	929
Warwick Farm	0	M	979
Warwick Farm	1	F	2030
Warwick Farm	1	M	1996
Edmondson Park	0	F	1222
Edmondson Park	0	M	1180
Edmondson Park	1	F	4851
Edmondson Park	1	M	4827
Liverpool - East	0	F	3224
Liverpool - East	0	M	3094
Liverpool - East	1	F	5605
Liverpool - East	1	M	5613
Liverpool - West	0	F	1758
Liverpool - West	0	M	1729
Liverpool - West	1	F	5151
Liverpool - West	1	M	5106
Prestons	0	F	991
Prestons	0	M	862
Prestons	1	F	6980
Prestons	1	M	6866
Gymea - Grays Point	0	F	697
Gymea - Grays Point	0	M	627
Gymea - Grays Point	1	F	8544
Gymea - Grays Point	1	M	8290
Miranda - Yowie Bay	0	F	1367
Miranda - Yowie Bay	0	M	1295
Miranda - Yowie Bay	1	F	9370
Miranda - Yowie Bay	1	M	8678
Sylvania - Taren Point	0	F	755
Sylvania - Taren Point	0	M	706
Sylvania - Taren Point	1	F	7780
Sylvania - Taren Point	1	M	7194
Caringbah	0	F	798
Caringbah	0	M	728
Caringbah	1	F	5791
Caringbah	1	M	5540
Caringbah South	0	F	445
Caringbah South	0	M	399
Caringbah South	1	F	6172
Caringbah South	1	M	6007
Cronulla - Kurnell - Bundeena	0	F	1275
Cronulla - Kurnell - Bundeena	0	M	1177
Cronulla - Kurnell - Bundeena	1	F	11087
Cronulla - Kurnell - Bundeena	1	M	10838
Lilli Pilli - Port Hacking - Dolans Bay	0	F	78
Lilli Pilli - Port Hacking - Dolans Bay	0	M	68
Lilli Pilli - Port Hacking - Dolans Bay	1	F	1631
Lilli Pilli - Port Hacking - Dolans Bay	1	M	1593
Woolooware - Burraneer	0	F	323
Woolooware - Burraneer	0	M	305
Woolooware - Burraneer	1	F	4234
Woolooware - Burraneer	1	M	4090
Heathcote - Waterfall	0	F	239
Heathcote - Waterfall	0	M	194
Heathcote - Waterfall	1	F	3231
Heathcote - Waterfall	1	M	3009
Illawong - Alfords Point	0	F	302
Illawong - Alfords Point	0	M	269
Illawong - Alfords Point	1	F	5007
Illawong - Alfords Point	1	M	4979
Menai - Lucas Heights - Woronora	0	F	615
Menai - Lucas Heights - Woronora	0	M	522
Menai - Lucas Heights - Woronora	1	F	10025
Menai - Lucas Heights - Woronora	1	M	9762
Oyster Bay - Como - Jannali	0	F	863
Oyster Bay - Como - Jannali	0	M	800
Oyster Bay - Como - Jannali	1	F	10283
Oyster Bay - Como - Jannali	1	M	10116
Royal National Park	0	F	13
Royal National Park	0	M	9
Royal National Park	1	F	10
Royal National Park	1	M	19
Sutherland - Kirrawee	0	F	1478
Sutherland - Kirrawee	0	M	1241
Sutherland - Kirrawee	1	F	10563
Sutherland - Kirrawee	1	M	9955
Engadine	0	F	551
Engadine	0	M	431
Engadine	1	F	8323
Engadine	1	M	8051
Loftus - Yarrawarrah	0	F	189
Loftus - Yarrawarrah	0	M	175
Loftus - Yarrawarrah	1	F	3536
Loftus - Yarrawarrah	1	M	3454
Woronora Heights	0	F	93
Woronora Heights	0	M	77
Woronora Heights	1	F	1702
Woronora Heights	1	M	1670
Migratory - Offshore - Shipping (NSW)	0	F	0
Migratory - Offshore - Shipping (NSW)	0	M	0
Migratory - Offshore - Shipping (NSW)	1	F	0
Migratory - Offshore - Shipping (NSW)	1	M	0
No usual address (NSW)	0	F	2050
No usual address (NSW)	0	M	2754
No usual address (NSW)	1	F	2947
No usual address (NSW)	1	M	3621
Alfredton	0	F	870
Alfredton	0	M	864
Alfredton	1	F	7778
Alfredton	1	M	7324
Ballarat	0	F	630
Ballarat	0	M	586
Ballarat	1	F	5790
Ballarat	1	M	5125
Buninyong	0	F	270
Buninyong	0	M	288
Buninyong	1	F	3394
Buninyong	1	M	3306
Delacombe	0	F	550
Delacombe	0	M	509
Delacombe	1	F	5003
Delacombe	1	M	4602
Smythes Creek	0	F	101
Smythes Creek	0	M	107
Smythes Creek	1	F	1954
Smythes Creek	1	M	2065
Wendouree - Miners Rest	0	F	692
Wendouree - Miners Rest	0	M	696
Wendouree - Miners Rest	1	F	7171
Wendouree - Miners Rest	1	M	6777
Ballarat East - Warrenheip	0	F	471
Ballarat East - Warrenheip	0	M	460
Ballarat East - Warrenheip	1	F	4640
Ballarat East - Warrenheip	1	M	4120
Ballarat North - Invermay	0	F	553
Ballarat North - Invermay	0	M	497
Ballarat North - Invermay	1	F	7095
Ballarat North - Invermay	1	M	6602
Canadian - Mount Clear	0	F	685
Canadian - Mount Clear	0	M	752
Canadian - Mount Clear	1	F	5614
Canadian - Mount Clear	1	M	5171
Sebastopol - Redan	0	F	787
Sebastopol - Redan	0	M	671
Sebastopol - Redan	1	F	6178
Sebastopol - Redan	1	M	5451
Bacchus Marsh Surrounds	0	F	337
Bacchus Marsh Surrounds	0	M	358
Bacchus Marsh Surrounds	1	F	2936
Bacchus Marsh Surrounds	1	M	2928
Creswick - Clunes	0	F	402
Creswick - Clunes	0	M	389
Creswick - Clunes	1	F	3643
Creswick - Clunes	1	M	3648
Daylesford	0	F	639
Daylesford	0	M	612
Daylesford	1	F	4438
Daylesford	1	M	4266
Gordon (Vic.)	0	F	322
Gordon (Vic.)	0	M	332
Gordon (Vic.)	1	F	2780
Gordon (Vic.)	1	M	2942
Avoca	0	F	210
Avoca	0	M	234
Avoca	1	F	1507
Avoca	1	M	1579
Beaufort	0	F	277
Beaufort	0	M	546
Beaufort	1	F	1908
Beaufort	1	M	1917
Golden Plains - North	0	F	212
Golden Plains - North	0	M	258
Golden Plains - North	1	F	2136
Golden Plains - North	1	M	2291
Maryborough (Vic.)	0	F	371
Maryborough (Vic.)	0	M	323
Maryborough (Vic.)	1	F	3883
Maryborough (Vic.)	1	M	3588
Maryborough Surrounds	0	F	314
Maryborough Surrounds	0	M	351
Maryborough Surrounds	1	F	2362
Maryborough Surrounds	1	M	2503
Bendigo	0	F	1011
Bendigo	0	M	1016
Bendigo	1	F	6658
Bendigo	1	M	6242
California Gully - Eaglehawk	0	F	664
California Gully - Eaglehawk	0	M	582
California Gully - Eaglehawk	1	F	6081
California Gully - Eaglehawk	1	M	5620
East Bendigo - Kennington	0	F	746
East Bendigo - Kennington	0	M	663
East Bendigo - Kennington	1	F	6609
East Bendigo - Kennington	1	M	5971
Flora Hill - Spring Gully	0	F	458
Flora Hill - Spring Gully	0	M	455
Flora Hill - Spring Gully	1	F	4564
Flora Hill - Spring Gully	1	M	3968
Kangaroo Flat - Golden Square	0	F	1170
Kangaroo Flat - Golden Square	0	M	1085
Kangaroo Flat - Golden Square	1	F	9947
Kangaroo Flat - Golden Square	1	M	8838
Maiden Gully	0	F	141
Maiden Gully	0	M	119
Maiden Gully	1	F	2613
Maiden Gully	1	M	2637
Strathfieldsaye	0	F	326
Strathfieldsaye	0	M	320
Strathfieldsaye	1	F	5078
Strathfieldsaye	1	M	4993
White Hills - Ascot	0	F	664
White Hills - Ascot	0	M	650
White Hills - Ascot	1	F	6834
White Hills - Ascot	1	M	6298
Bendigo Surrounds - South	0	F	293
Bendigo Surrounds - South	0	M	315
Bendigo Surrounds - South	1	F	3807
Bendigo Surrounds - South	1	M	3929
Castlemaine	0	F	569
Castlemaine	0	M	1025
Castlemaine	1	F	5190
Castlemaine	1	M	4573
Castlemaine Surrounds	0	F	469
Castlemaine Surrounds	0	M	433
Castlemaine Surrounds	1	F	4084
Castlemaine Surrounds	1	M	4234
Heathcote	0	F	331
Heathcote	0	M	377
Heathcote	1	F	2091
Heathcote	1	M	2261
Kyneton	0	F	576
Kyneton	0	M	597
Kyneton	1	F	4852
Kyneton	1	M	4539
Woodend	0	F	359
Woodend	0	M	360
Woodend	1	F	3712
Woodend	1	M	3522
Bendigo Surrounds - North	0	F	286
Bendigo Surrounds - North	0	M	281
Bendigo Surrounds - North	1	F	2161
Bendigo Surrounds - North	1	M	2212
Loddon	0	F	495
Loddon	0	M	491
Loddon	1	F	3113
Loddon	1	M	3185
Bannockburn	0	F	260
Bannockburn	0	M	276
Bannockburn	1	F	3579
Bannockburn	1	M	3638
Golden Plains - South	0	F	351
Golden Plains - South	0	M	339
Golden Plains - South	1	F	3615
Golden Plains - South	1	M	3801
Winchelsea	0	F	287
Winchelsea	0	M	287
Winchelsea	1	F	3024
Winchelsea	1	M	3014
Belmont	0	F	902
Belmont	0	M	1071
Belmont	1	F	6818
Belmont	1	M	6236
Geelong	0	F	972
Geelong	0	M	978
Geelong	1	F	6048
Geelong	1	M	5507
Geelong West - Hamlyn Heights	0	F	1168
Geelong West - Hamlyn Heights	0	M	1102
Geelong West - Hamlyn Heights	1	F	9873
Geelong West - Hamlyn Heights	1	M	9051
Highton	0	F	1222
Highton	0	M	1439
Highton	1	F	11026
Highton	1	M	10346
Lara	0	F	971
Lara	0	M	2063
Lara	1	F	9009
Lara	1	M	8767
Leopold	0	F	545
Leopold	0	M	525
Leopold	1	F	6292
Leopold	1	M	5911
Newcomb - Moolap	0	F	934
Newcomb - Moolap	0	M	964
Newcomb - Moolap	1	F	7142
Newcomb - Moolap	1	M	6427
Newtown (Vic.)	0	F	481
Newtown (Vic.)	0	M	471
Newtown (Vic.)	1	F	4894
Newtown (Vic.)	1	M	4599
North Geelong - Bell Park	0	F	1028
North Geelong - Bell Park	0	M	1049
North Geelong - Bell Park	1	F	7110
North Geelong - Bell Park	1	M	6613
Charlemont	0	F	629
Charlemont	0	M	673
Charlemont	1	F	4773
Charlemont	1	M	4224
Corio - Lovely Banks	0	F	1653
Corio - Lovely Banks	0	M	1779
Corio - Lovely Banks	1	F	7605
Corio - Lovely Banks	1	M	7287
Grovedale - Mount Duneed	0	F	1475
Grovedale - Mount Duneed	0	M	1538
Grovedale - Mount Duneed	1	F	11322
Grovedale - Mount Duneed	1	M	10433
Norlane	0	F	995
Norlane	0	M	1051
Norlane	1	F	3634
Norlane	1	M	3368
Clifton Springs	0	F	696
Clifton Springs	0	M	662
Clifton Springs	1	F	8004
Clifton Springs	1	M	7441
Lorne - Anglesea	0	F	332
Lorne - Anglesea	0	M	330
Lorne - Anglesea	1	F	2783
Lorne - Anglesea	1	M	2785
Portarlington	0	F	481
Portarlington	0	M	492
Portarlington	1	F	4420
Portarlington	1	M	4140
Point Lonsdale - Queenscliff	0	F	233
Point Lonsdale - Queenscliff	0	M	250
Point Lonsdale - Queenscliff	1	F	2698
Point Lonsdale - Queenscliff	1	M	2333
Torquay	0	F	1145
Torquay	0	M	1059
Torquay	1	F	11397
Torquay	1	M	11004
Barwon Heads - Armstrong Creek	0	F	615
Barwon Heads - Armstrong Creek	0	M	605
Barwon Heads - Armstrong Creek	1	F	5197
Barwon Heads - Armstrong Creek	1	M	4925
Ocean Grove	0	F	751
Ocean Grove	0	M	656
Ocean Grove	1	F	9434
Ocean Grove	1	M	8548
Alexandra	0	F	329
Alexandra	0	M	369
Alexandra	1	F	3031
Alexandra	1	M	3096
Euroa	0	F	431
Euroa	0	M	414
Euroa	1	F	3108
Euroa	1	M	2973
Kilmore - Broadford	0	F	776
Kilmore - Broadford	0	M	690
Kilmore - Broadford	1	F	7121
Kilmore - Broadford	1	M	6974
Mansfield (Vic.)	0	F	672
Mansfield (Vic.)	0	M	616
Mansfield (Vic.)	1	F	4666
Mansfield (Vic.)	1	M	4567
Nagambie	0	F	252
Nagambie	0	M	252
Nagambie	1	F	1988
Nagambie	1	M	2048
Seymour	0	F	410
Seymour	0	M	489
Seymour	1	F	2902
Seymour	1	M	2768
Seymour Surrounds	0	F	232
Seymour Surrounds	0	M	257
Seymour Surrounds	1	F	1887
Seymour Surrounds	1	M	2264
Upper Yarra Valley	0	F	16
Upper Yarra Valley	0	M	34
Upper Yarra Valley	1	F	94
Upper Yarra Valley	1	M	95
Yea	0	F	294
Yea	0	M	339
Yea	1	F	1737
Yea	1	M	1812
Benalla	0	F	637
Benalla	0	M	592
Benalla	1	F	5044
Benalla	1	M	4549
Benalla Surrounds	0	F	201
Benalla Surrounds	0	M	215
Benalla Surrounds	1	F	1629
Benalla Surrounds	1	M	1739
Rutherglen	0	F	139
Rutherglen	0	M	148
Rutherglen	1	F	1906
Rutherglen	1	M	1857
Wangaratta	0	F	990
Wangaratta	0	M	861
Wangaratta	1	F	9498
Wangaratta	1	M	8534
Wangaratta Surrounds	0	F	454
Wangaratta Surrounds	0	M	432
Wangaratta Surrounds	1	F	4481
Wangaratta Surrounds	1	M	4560
Beechworth	0	F	210
Beechworth	0	M	312
Beechworth	1	F	2318
Beechworth	1	M	2147
Bright - Mount Beauty	0	F	561
Bright - Mount Beauty	0	M	594
Bright - Mount Beauty	1	F	3879
Bright - Mount Beauty	1	M	3865
Chiltern - Indigo Valley	0	F	131
Chiltern - Indigo Valley	0	M	132
Chiltern - Indigo Valley	1	F	1476
Chiltern - Indigo Valley	1	M	1440
Myrtleford	0	F	235
Myrtleford	0	M	218
Myrtleford	1	F	2180
Myrtleford	1	M	2115
Towong	0	F	338
Towong	0	M	353
Towong	1	F	2706
Towong	1	M	2799
West Wodonga	0	F	701
West Wodonga	0	M	641
West Wodonga	1	F	7258
West Wodonga	1	M	6791
Yackandandah	0	F	221
Yackandandah	0	M	214
Yackandandah	1	F	2419
Yackandandah	1	M	2369
Baranduda - Leneva	0	F	432
Baranduda - Leneva	0	M	445
Baranduda - Leneva	1	F	6022
Baranduda - Leneva	1	M	5876
Wodonga	0	F	843
Wodonga	0	M	870
Wodonga	1	F	6922
Wodonga	1	M	6446
Drouin	0	F	1002
Drouin	0	M	945
Drouin	1	F	9195
Drouin	1	M	8631
Mount Baw Baw Region	0	F	337
Mount Baw Baw Region	0	M	344
Mount Baw Baw Region	1	F	2881
Mount Baw Baw Region	1	M	3028
Trafalgar (Vic.)	0	F	381
Trafalgar (Vic.)	0	M	375
Trafalgar (Vic.)	1	F	3870
Trafalgar (Vic.)	1	M	3734
Warragul	0	F	1207
Warragul	0	M	1122
Warragul	1	F	10795
Warragul	1	M	9929
Alps - East	0	F	0
Alps - East	0	M	0
Alps - East	1	F	0
Alps - East	1	M	0
Bairnsdale	0	F	920
Bairnsdale	0	M	793
Bairnsdale	1	F	7312
Bairnsdale	1	M	6656
Bruthen - Omeo	0	F	417
Bruthen - Omeo	0	M	476
Bruthen - Omeo	1	F	3646
Bruthen - Omeo	1	M	3751
Lake King	0	F	0
Lake King	0	M	0
Lake King	1	F	0
Lake King	1	M	0
Lakes Entrance	0	F	728
Lakes Entrance	0	M	670
Lakes Entrance	1	F	4883
Lakes Entrance	1	M	4877
Orbost	0	F	448
Orbost	0	M	451
Orbost	1	F	2850
Orbost	1	M	2977
Paynesville	0	F	287
Paynesville	0	M	266
Paynesville	1	F	3332
Paynesville	1	M	3083
Foster	0	F	540
Foster	0	M	546
Foster	1	F	4153
Foster	1	M	4204
French Island	0	F	11
French Island	0	M	11
French Island	1	F	62
French Island	1	M	59
Korumburra	0	F	473
Korumburra	0	M	459
Korumburra	1	F	4484
Korumburra	1	M	4423
Leongatha	0	F	555
Leongatha	0	M	512
Leongatha	1	F	5352
Leongatha	1	M	5089
Phillip Island	0	F	939
Phillip Island	0	M	827
Phillip Island	1	F	6193
Phillip Island	1	M	5839
Wilsons Promontory	0	F	0
Wilsons Promontory	0	M	0
Wilsons Promontory	1	F	10
Wilsons Promontory	1	M	7
Wonthaggi - Inverloch	0	F	1468
Wonthaggi - Inverloch	0	M	1317
Wonthaggi - Inverloch	1	F	12264
Wonthaggi - Inverloch	1	M	11748
Churchill	0	F	618
Churchill	0	M	597
Churchill	1	F	5362
Churchill	1	M	5337
Moe - Newborough	0	F	968
Moe - Newborough	0	M	962
Moe - Newborough	1	F	7881
Moe - Newborough	1	M	7482
Morwell	0	F	1215
Morwell	0	M	1194
Morwell	1	F	6079
Morwell	1	M	5942
Yallourn North - Glengarry	0	F	177
Yallourn North - Glengarry	0	M	178
Yallourn North - Glengarry	1	F	2178
Yallourn North - Glengarry	1	M	2180
Traralgon - East	0	F	743
Traralgon - East	0	M	709
Traralgon - East	1	F	5489
Traralgon - East	1	M	5064
Traralgon - West	0	F	935
Traralgon - West	0	M	872
Traralgon - West	1	F	7785
Traralgon - West	1	M	7222
Alps - West	0	F	3
Alps - West	0	M	2
Alps - West	1	F	7
Alps - West	1	M	12
Longford - Loch Sport	0	F	242
Longford - Loch Sport	0	M	267
Longford - Loch Sport	1	F	2042
Longford - Loch Sport	1	M	2367
Maffra	0	F	756
Maffra	0	M	762
Maffra	1	F	6688
Maffra	1	M	6546
Rosedale	0	F	310
Rosedale	0	M	1091
Rosedale	1	F	1749
Rosedale	1	M	1769
Sale	0	F	835
Sale	0	M	795
Sale	1	F	7138
Sale	1	M	6533
Yarram	0	F	335
Yarram	0	M	286
Yarram	1	F	2490
Yarram	1	M	2491
Brunswick East	0	F	1283
Brunswick East	0	M	1064
Brunswick East	1	F	5509
Brunswick East	1	M	4882
Brunswick West	0	F	1282
Brunswick West	0	M	1134
Brunswick West	1	F	6240
Brunswick West	1	M	5661
Pascoe Vale South	0	F	501
Pascoe Vale South	0	M	485
Pascoe Vale South	1	F	4877
Pascoe Vale South	1	M	4525
Brunswick - North	0	F	1047
Brunswick - North	0	M	970
Brunswick - North	1	F	5611
Brunswick - North	1	M	5261
Brunswick - South	0	F	1193
Brunswick - South	0	M	1113
Brunswick - South	1	F	5492
Brunswick - South	1	M	5179
Coburg - East	0	F	974
Coburg - East	0	M	922
Coburg - East	1	F	5520
Coburg - East	1	M	5116
Coburg - West	0	F	822
Coburg - West	0	M	812
Coburg - West	1	F	6389
Coburg - West	1	M	6010
Alphington - Fairfield	0	F	480
Alphington - Fairfield	0	M	388
Alphington - Fairfield	1	F	4255
Alphington - Fairfield	1	M	3869
Thornbury	0	F	1138
Thornbury	0	M	1046
Thornbury	1	F	8754
Thornbury	1	M	7978
Northcote - East	0	F	791
Northcote - East	0	M	740
Northcote - East	1	F	7095
Northcote - East	1	M	6440
Northcote - West	0	F	688
Northcote - West	0	M	580
Northcote - West	1	F	4798
Northcote - West	1	M	4234
