SA2_NAME16	MotorVehicles.min	occupied_private_dwellings
Beaufort	2	663
Beaufort	3	297
Beaufort	4	254
Golden Plains - North		33
Golden Plains - North	0	29
Golden Plains - North	1	354
Golden Plains - North	2	696
Golden Plains - North	3	367
Golden Plains - North	4	299
Maryborough (Vic.)		92
Maryborough (Vic.)	0	277
Maryborough (Vic.)	1	1571
Maryborough (Vic.)	2	1145
Maryborough (Vic.)	3	360
Maryborough (Vic.)	4	190
Maryborough Surrounds		43
Maryborough Surrounds	0	53
Maryborough Surrounds	1	610
Maryborough Surrounds	2	842
Maryborough Surrounds	3	384
Maryborough Surrounds	4	288
Bendigo		89
Bendigo	0	553
Bendigo	1	2703
Bendigo	2	1979
Bendigo	3	594
Bendigo	4	308
California Gully - Eaglehawk		108
California Gully - Eaglehawk	0	314
California Gully - Eaglehawk	1	1885
California Gully - Eaglehawk	2	1862
California Gully - Eaglehawk	3	665
California Gully - Eaglehawk	4	346
East Bendigo - Kennington		58
East Bendigo - Kennington	0	369
East Bendigo - Kennington	1	2284
East Bendigo - Kennington	2	2135
East Bendigo - Kennington	3	601
East Bendigo - Kennington	4	315
Flora Hill - Spring Gully		34
Flora Hill - Spring Gully	0	260
Flora Hill - Spring Gully	1	1610
Flora Hill - Spring Gully	2	1358
Flora Hill - Spring Gully	3	409
Flora Hill - Spring Gully	4	183
Kangaroo Flat - Golden Square		145
Kangaroo Flat - Golden Square	0	531
Kangaroo Flat - Golden Square	1	3412
Kangaroo Flat - Golden Square	2	3044
Kangaroo Flat - Golden Square	3	1008
Kangaroo Flat - Golden Square	4	454
Maiden Gully		8
Maiden Gully	0	8
Maiden Gully	1	241
Maiden Gully	2	822
Maiden Gully	3	381
Maiden Gully	4	284
Strathfieldsaye		18
Strathfieldsaye	0	41
Strathfieldsaye	1	750
Strathfieldsaye	2	1692
Strathfieldsaye	3	644
Strathfieldsaye	4	377
White Hills - Ascot		50
White Hills - Ascot	0	125
White Hills - Ascot	1	1556
White Hills - Ascot	2	2186
White Hills - Ascot	3	740
White Hills - Ascot	4	483
Bendigo Surrounds - South		25
Bendigo Surrounds - South	0	15
Bendigo Surrounds - South	1	385
Bendigo Surrounds - South	2	1163
Bendigo Surrounds - South	3	602
Bendigo Surrounds - South	4	547
Castlemaine		75
Castlemaine	0	302
Castlemaine	1	2029
Castlemaine	2	1574
Castlemaine	3	467
Castlemaine	4	285
Castlemaine Surrounds		52
Castlemaine Surrounds	0	52
Castlemaine Surrounds	1	1042
Castlemaine Surrounds	2	1509
Castlemaine Surrounds	3	678
Castlemaine Surrounds	4	464
Heathcote		50
Heathcote	0	45
Heathcote	1	619
Heathcote	2	778
Heathcote	3	331
Heathcote	4	210
Kyneton		53
Kyneton	0	146
Kyneton	1	1155
Kyneton	2	1581
Kyneton	3	593
Kyneton	4	422
Woodend		32
Woodend	0	74
Woodend	1	872
Woodend	2	1198
Woodend	3	439
Woodend	4	260
Bendigo Surrounds - North		31
Bendigo Surrounds - North	0	26
Bendigo Surrounds - North	1	364
Bendigo Surrounds - North	2	649
Bendigo Surrounds - North	3	368
Bendigo Surrounds - North	4	317
Loddon		84
Loddon	0	96
Loddon	1	787
Loddon	2	967
Loddon	3	554
Loddon	4	385
Bannockburn		20
Bannockburn	0	22
Bannockburn	1	424
Bannockburn	2	1102
Bannockburn	3	462
Bannockburn	4	406
Golden Plains - South		41
Golden Plains - South	0	21
Golden Plains - South	1	407
Golden Plains - South	2	1086
Golden Plains - South	3	613
Golden Plains - South	4	522
Winchelsea		59
Winchelsea	0	34
Winchelsea	1	441
Winchelsea	2	947
Winchelsea	3	448
Winchelsea	4	402
Belmont		72
Belmont	0	424
Belmont	1	2596
Belmont	2	2292
Belmont	3	567
Belmont	4	241
Geelong		73
Geelong	0	544
Geelong	1	2601
Geelong	2	1896
Geelong	3	485
Geelong	4	231
Geelong West - Hamlyn Heights		103
Geelong West - Hamlyn Heights	0	661
Geelong West - Hamlyn Heights	1	3573
Geelong West - Hamlyn Heights	2	3386
Geelong West - Hamlyn Heights	3	809
Geelong West - Hamlyn Heights	4	388
Highton		75
Highton	0	258
Highton	1	2350
Highton	2	3907
Highton	3	1100
Highton	4	651
Lara		70
Lara	0	168
Lara	1	1872
Lara	2	2916
Lara	3	1120
Lara	4	762
Leopold		44
Leopold	0	134
Leopold	1	1614
Leopold	2	2109
Leopold	3	711
Leopold	4	409
Newcomb - Moolap		124
Newcomb - Moolap	0	519
Newcomb - Moolap	1	2651
Newcomb - Moolap	2	2035
Newcomb - Moolap	3	641
Newcomb - Moolap	4	432
Newtown (Vic.)		30
Newtown (Vic.)	0	237
Newtown (Vic.)	1	1450
Newtown (Vic.)	2	1683
Newtown (Vic.)	3	408
Newtown (Vic.)	4	210
North Geelong - Bell Park		102
North Geelong - Bell Park	0	431
North Geelong - Bell Park	1	2458
North Geelong - Bell Park	2	2317
North Geelong - Bell Park	3	687
North Geelong - Bell Park	4	330
Charlemont		45
Charlemont	0	98
Charlemont	1	1200
Charlemont	2	1745
Charlemont	3	415
Charlemont	4	206
Corio - Lovely Banks		120
Corio - Lovely Banks	0	526
Corio - Lovely Banks	1	2450
Corio - Lovely Banks	2	2180
Corio - Lovely Banks	3	754
Corio - Lovely Banks	4	483
Grovedale - Mount Duneed		100
Grovedale - Mount Duneed	0	336
Grovedale - Mount Duneed	1	2956
Grovedale - Mount Duneed	2	3835
Grovedale - Mount Duneed	3	1177
Grovedale - Mount Duneed	4	645
Norlane		113
Norlane	0	593
Norlane	1	1660
Norlane	2	956
Norlane	3	303
Norlane	4	130
Clifton Springs		68
Clifton Springs	0	153
Clifton Springs	1	2302
Clifton Springs	2	2759
Clifton Springs	3	882
Clifton Springs	4	482
Lorne - Anglesea		36
Lorne - Anglesea	0	66
Lorne - Anglesea	1	875
Lorne - Anglesea	2	1026
Lorne - Anglesea	3	291
Lorne - Anglesea	4	134
Portarlington		66
Portarlington	0	117
Portarlington	1	1581
Portarlington	2	1670
Portarlington	3	474
Portarlington	4	226
Point Lonsdale - Queenscliff		26
Point Lonsdale - Queenscliff	0	64
Point Lonsdale - Queenscliff	1	889
Point Lonsdale - Queenscliff	2	984
Point Lonsdale - Queenscliff	3	228
Point Lonsdale - Queenscliff	4	121
Torquay		65
Torquay	0	132
Torquay	1	2290
Torquay	2	4118
Torquay	3	1167
Torquay	4	654
Barwon Heads - Armstrong Creek		42
Barwon Heads - Armstrong Creek	0	59
Barwon Heads - Armstrong Creek	1	1069
Barwon Heads - Armstrong Creek	2	1985
Barwon Heads - Armstrong Creek	3	535
Barwon Heads - Armstrong Creek	4	219
Ocean Grove		82
Ocean Grove	0	149
Ocean Grove	1	2134
Ocean Grove	2	3233
Ocean Grove	3	975
Ocean Grove	4	483
Alexandra		51
Alexandra	0	96
Alexandra	1	991
Alexandra	2	1084
Alexandra	3	421
Alexandra	4	290
Euroa		56
Euroa	0	115
Euroa	1	881
Euroa	2	1074
Euroa	3	462
Euroa	4	280
Kilmore - Broadford		91
Kilmore - Broadford	0	184
Kilmore - Broadford	1	1772
Kilmore - Broadford	2	2075
Kilmore - Broadford	3	937
Kilmore - Broadford	4	673
Mansfield (Vic.)		62
Mansfield (Vic.)	0	116
Mansfield (Vic.)	1	1150
Mansfield (Vic.)	2	1525
Mansfield (Vic.)	3	632
Mansfield (Vic.)	4	402
Nagambie		46
Nagambie	0	60
Nagambie	1	599
Nagambie	2	656
Nagambie	3	301
Nagambie	4	210
Seymour		58
Seymour	0	229
Seymour	1	1013
Seymour	2	884
Seymour	3	315
Seymour	4	171
Seymour Surrounds		15
Seymour Surrounds	0	19
Seymour Surrounds	1	269
Seymour Surrounds	2	604
Seymour Surrounds	3	317
Seymour Surrounds	4	261
Upper Yarra Valley	1	38
Upper Yarra Valley	2	32
Upper Yarra Valley	3	6
Upper Yarra Valley	4	10
Yea		32
Yea	0	39
Yea	1	475
Yea	2	644
Yea	3	278
Yea	4	184
Benalla		133
Benalla	0	299
Benalla	1	1725
Benalla	2	1589
Benalla	3	554
Benalla	4	303
Benalla Surrounds		30
Benalla Surrounds	0	10
Benalla Surrounds	1	268
Benalla Surrounds	2	565
Benalla Surrounds	3	331
Benalla Surrounds	4	258
Rutherglen		39
Rutherglen	0	53
Rutherglen	1	491
Rutherglen	2	584
Rutherglen	3	280
Rutherglen	4	170
Wangaratta		264
Wangaratta	0	551
Wangaratta	1	3113
Wangaratta	2	2958
Wangaratta	3	829
Wangaratta	4	437
Wangaratta Surrounds		40
Wangaratta Surrounds	0	41
Wangaratta Surrounds	1	683
Wangaratta Surrounds	2	1537
Wangaratta Surrounds	3	781
Wangaratta Surrounds	4	615
Beechworth		26
Beechworth	0	77
Beechworth	1	646
Beechworth	2	776
Beechworth	3	277
Beechworth	4	162
Bright - Mount Beauty		66
Bright - Mount Beauty	0	123
Bright - Mount Beauty	1	1072
Bright - Mount Beauty	2	1300
Bright - Mount Beauty	3	482
Bright - Mount Beauty	4	298
Chiltern - Indigo Valley		25
Chiltern - Indigo Valley	0	18
Chiltern - Indigo Valley	1	273
Chiltern - Indigo Valley	2	496
Chiltern - Indigo Valley	3	231
Chiltern - Indigo Valley	4	191
Myrtleford		40
Myrtleford	0	66
Myrtleford	1	565
Myrtleford	2	753
Myrtleford	3	315
Myrtleford	4	196
Towong		50
Towong	0	59
Towong	1	634
Towong	2	924
Towong	3	418
Towong	4	311
West Wodonga		200
West Wodonga	0	237
West Wodonga	1	1964
West Wodonga	2	2294
West Wodonga	3	737
West Wodonga	4	441
Yackandandah		38
Yackandandah	0	24
Yackandandah	1	348
Yackandandah	2	774
Yackandandah	3	349
Yackandandah	4	274
Baranduda - Leneva		41
Baranduda - Leneva	0	45
Baranduda - Leneva	1	926
Baranduda - Leneva	2	2038
Baranduda - Leneva	3	654
Baranduda - Leneva	4	352
Wodonga		125
Wodonga	0	474
Wodonga	1	2631
Wodonga	2	2205
Wodonga	3	683
Wodonga	4	324
Drouin		103
Drouin	0	205
Drouin	1	2345
Drouin	2	2914
Drouin	3	1060
Drouin	4	678
Mount Baw Baw Region		46
Mount Baw Baw Region	0	31
Mount Baw Baw Region	1	545
Mount Baw Baw Region	2	875
Mount Baw Baw Region	3	504
Mount Baw Baw Region	4	415
Trafalgar (Vic.)		55
Trafalgar (Vic.)	0	84
Trafalgar (Vic.)	1	920
Trafalgar (Vic.)	2	1303
Trafalgar (Vic.)	3	498
Trafalgar (Vic.)	4	345
Warragul		92
Warragul	0	362
Warragul	1	2706
Warragul	2	3357
Warragul	3	1234
Warragul	4	792
Bairnsdale		136
Bairnsdale	0	392
Bairnsdale	1	2304
Bairnsdale	2	2241
Bairnsdale	3	764
Bairnsdale	4	436
Bruthen - Omeo		59
Bruthen - Omeo	0	47
Bruthen - Omeo	1	688
Bruthen - Omeo	2	1252
Bruthen - Omeo	3	632
Bruthen - Omeo	4	455
Lakes Entrance		114
Lakes Entrance	0	193
Lakes Entrance	1	1668
Lakes Entrance	2	1736
Lakes Entrance	3	579
Lakes Entrance	4	280
Orbost		61
Orbost	0	134
Orbost	1	967
Orbost	2	994
Orbost	3	395
Orbost	4	217
Paynesville		67
Paynesville	0	74
Paynesville	1	1043
Paynesville	2	1271
Paynesville	3	407
Paynesville	4	211
Foster		82
Foster	0	91
Foster	1	1339
Foster	2	1473
Foster	3	566
Foster	4	362
French Island	0	6
French Island	1	25
French Island	2	12
French Island	3	4
Korumburra		68
Korumburra	0	108
Korumburra	1	997
Korumburra	2	1376
Korumburra	3	626
Korumburra	4	504
Leongatha		70
Leongatha	0	176
Leongatha	1	1415
Leongatha	2	1683
Leongatha	3	706
Leongatha	4	442
Phillip Island		102
Phillip Island	0	212
Phillip Island	1	2175
Phillip Island	2	2143
Phillip Island	3	628
Phillip Island	4	274
Wilsons Promontory	1	9
Wonthaggi - Inverloch		204
Wonthaggi - Inverloch	0	482
Wonthaggi - Inverloch	1	4062
Wonthaggi - Inverloch	2	4278
Wonthaggi - Inverloch	3	1348
Wonthaggi - Inverloch	4	705
Churchill		60
Churchill	0	132
Churchill	1	1200
Churchill	2	1737
Churchill	3	758
Churchill	4	559
Moe - Newborough		181
Moe - Newborough	0	746
Moe - Newborough	1	2808
Moe - Newborough	2	2211
Moe - Newborough	3	863
Moe - Newborough	4	466
Morwell		164
Morwell	0	584
Morwell	1	2493
Morwell	2	1802
Morwell	3	513
Morwell	4	260
Yallourn North - Glengarry		37
Yallourn North - Glengarry	0	27
Yallourn North - Glengarry	1	379
Yallourn North - Glengarry	2	615
Yallourn North - Glengarry	3	400
Yallourn North - Glengarry	4	259
Traralgon - East		106
Traralgon - East	0	318
Traralgon - East	1	1682
Traralgon - East	2	1675
Traralgon - East	3	577
Traralgon - East	4	335
Traralgon - West		57
Traralgon - West	0	319
Traralgon - West	1	2336
Traralgon - West	2	2661
Traralgon - West	3	822
Traralgon - West	4	410
Alps - West	1	4
Alps - West	4	3
Longford - Loch Sport		28
Longford - Loch Sport	0	47
Longford - Loch Sport	1	583
Longford - Loch Sport	2	723
Longford - Loch Sport	3	322
Longford - Loch Sport	4	218
Maffra		88
Maffra	0	170
Maffra	1	1572
Maffra	2	2180
Maffra	3	955
Maffra	4	653
Rosedale		41
Rosedale	0	30
Rosedale	1	310
Rosedale	2	536
Rosedale	3	297
Rosedale	4	257
Sale		97
Sale	0	424
Sale	1	2415
Sale	2	2278
Sale	3	629
Sale	4	314
Yarram		52
Yarram	0	95
Yarram	1	695
Yarram	2	882
Yarram	3	367
Yarram	4	242
Brunswick East		49
Brunswick East	0	1131
Brunswick East	1	3460
Brunswick East	2	1097
Brunswick East	3	244
Brunswick East	4	88
Brunswick West		78
Brunswick West	0	962
Brunswick West	1	3361
Brunswick West	2	1534
Brunswick West	3	332
Brunswick West	4	149
Pascoe Vale South		42
Pascoe Vale South	0	263
Pascoe Vale South	1	1345
Pascoe Vale South	2	1475
Pascoe Vale South	3	397
Pascoe Vale South	4	219
Brunswick - North		50
Brunswick - North	0	1130
Brunswick - North	1	2870
Brunswick - North	2	1193
Brunswick - North	3	286
Brunswick - North	4	99
Brunswick - South		63
Brunswick - South	0	1296
Brunswick - South	1	3114
Brunswick - South	2	1103
Brunswick - South	3	243
Brunswick - South	4	89
Coburg - East		63
Coburg - East	0	735
Coburg - East	1	2436
Coburg - East	2	1300
Coburg - East	3	371
Coburg - East	4	147
Coburg - West		60
Coburg - West	0	587
Coburg - West	1	2264
Coburg - West	2	1645
Coburg - West	3	407
Coburg - West	4	211
Alphington - Fairfield		29
Alphington - Fairfield	0	440
Alphington - Fairfield	1	1704
Alphington - Fairfield	2	1122
Alphington - Fairfield	3	259
Alphington - Fairfield	4	135
Thornbury		78
Thornbury	0	1128
Thornbury	1	3741
Thornbury	2	2280
Thornbury	3	504
Thornbury	4	206
Northcote - East		60
Northcote - East	0	793
Northcote - East	1	2911
Northcote - East	2	1720
Northcote - East	3	379
Northcote - East	4	188
Northcote - West		26
Northcote - West	0	596
Northcote - West	1	2263
Northcote - West	2	1067
Northcote - West	3	223
Northcote - West	4	68
Ascot Vale		80
Ascot Vale	0	706
Ascot Vale	1	2727
Ascot Vale	2	1901
Ascot Vale	3	401
Ascot Vale	4	147
Flemington		91
Flemington	0	886
Flemington	1	2214
Flemington	2	754
Flemington	3	141
Flemington	4	46
Moonee Ponds		85
Moonee Ponds	0	1042
Moonee Ponds	1	3146
Moonee Ponds	2	1930
Moonee Ponds	3	436
Moonee Ponds	4	215
Essendon (West) - Aberfeldie		45
Essendon (West) - Aberfeldie	0	439
Essendon (West) - Aberfeldie	1	2338
Essendon (West) - Aberfeldie	2	2157
Essendon (West) - Aberfeldie	3	671
Essendon (West) - Aberfeldie	4	410
Essendon - East		56
Essendon - East	0	522
Essendon - East	1	2548
Essendon - East	2	1478
Essendon - East	3	381
Essendon - East	4	213
Carlton		145
Carlton	0	3411
Carlton	1	2759
Carlton	2	632
Carlton	3	103
Carlton	4	50
Docklands		92
Docklands	0	3044
Docklands	1	3512
Docklands	2	765
Docklands	3	96
Docklands	4	36
East Melbourne		24
East Melbourne	0	452
East Melbourne	1	1263
East Melbourne	2	539
East Melbourne	3	71
East Melbourne	4	44
Flemington Racecourse	0	3
Flemington Racecourse	1	15
Flemington Racecourse	2	7
Kensington (Vic.)		53
Kensington (Vic.)	0	791
Kensington (Vic.)	1	2549
Kensington (Vic.)	2	1111
Kensington (Vic.)	3	176
Kensington (Vic.)	4	46
Parkville		22
Parkville	0	381
Parkville	1	1203
Parkville	2	431
Parkville	3	80
Parkville	4	32
South Yarra - West		26
South Yarra - West	0	605
South Yarra - West	1	1689
South Yarra - West	2	621
South Yarra - West	3	76
South Yarra - West	4	32
Melbourne CBD - East		111
Melbourne CBD - East	0	3055
Melbourne CBD - East	1	1352
Melbourne CBD - East	2	171
Melbourne CBD - East	3	14
Melbourne CBD - East	4	13
Melbourne CBD - North		181
Melbourne CBD - North	0	6658
Melbourne CBD - North	1	1751
Melbourne CBD - North	2	140
Melbourne CBD - North	3	22
Melbourne CBD - North	4	13
Melbourne CBD - West		176
Melbourne CBD - West	0	5409
Melbourne CBD - West	1	2207
Melbourne CBD - West	2	207
Melbourne CBD - West	3	21
Melbourne CBD - West	4	18
North Melbourne		97
North Melbourne	0	2247
North Melbourne	1	3429
North Melbourne	2	909
North Melbourne	3	130
North Melbourne	4	44
Southbank (West) - South Wharf		44
Southbank (West) - South Wharf	0	1185
Southbank (West) - South Wharf	1	1745
Southbank (West) - South Wharf	2	290
Southbank (West) - South Wharf	3	28
Southbank (West) - South Wharf	4	14
Southbank - East		110
Southbank - East	0	3550
Southbank - East	1	4151
Southbank - East	2	642
Southbank - East	3	50
Southbank - East	4	20
West Melbourne - Residential		57
West Melbourne - Residential	0	1264
West Melbourne - Residential	1	1778
West Melbourne - Residential	2	373
West Melbourne - Residential	3	56
West Melbourne - Residential	4	17
Albert Park		75
Albert Park	0	1070
Albert Park	1	3862
Albert Park	2	1760
Albert Park	3	281
Albert Park	4	99
Elwood		74
Elwood	0	794
Elwood	1	3921
Elwood	2	1876
Elwood	3	314
Elwood	4	129
Port Melbourne		91
Port Melbourne	0	875
Port Melbourne	1	3890
Port Melbourne	2	2006
Port Melbourne	3	318
Port Melbourne	4	100
St Kilda East		134
St Kilda East	0	1399
St Kilda East	1	4054
St Kilda East	2	1596
St Kilda East	3	231
St Kilda East	4	85
Port Melbourne Industrial		18
Port Melbourne Industrial	0	133
Port Melbourne Industrial	1	389
Port Melbourne Industrial	2	195
Port Melbourne Industrial	3	43
Port Melbourne Industrial	4	12
South Melbourne		66
South Melbourne	0	1272
South Melbourne	1	3104
South Melbourne	2	1003
South Melbourne	3	132
South Melbourne	4	62
St Kilda - Central		99
St Kilda - Central	0	1538
St Kilda - Central	1	3669
St Kilda - Central	2	935
St Kilda - Central	3	129
St Kilda - Central	4	63
St Kilda - West		92
St Kilda - West	0	1628
St Kilda - West	1	3776
St Kilda - West	2	1116
St Kilda - West	3	168
St Kilda - West	4	64
Armadale		41
Armadale	0	574
Armadale	1	2185
Armadale	2	1233
Armadale	3	205
Armadale	4	99
Prahran - Windsor		115
Prahran - Windsor	0	2133
Prahran - Windsor	1	5166
Prahran - Windsor	2	1848
Prahran - Windsor	3	301
Prahran - Windsor	4	116
Toorak		63
Toorak	0	479
Toorak	1	2412
Toorak	2	1773
Toorak	3	510
Toorak	4	301
South Yarra - North		56
South Yarra - North	0	1928
South Yarra - North	1	3314
South Yarra - North	2	681
South Yarra - North	3	114
South Yarra - North	4	59
South Yarra - South		68
South Yarra - South	0	1315
South Yarra - South	1	2589
South Yarra - South	2	847
South Yarra - South	3	151
South Yarra - South	4	49
Abbotsford		45
Abbotsford	0	928
Abbotsford	1	2474
Abbotsford	2	792
Abbotsford	3	126
Abbotsford	4	36
Carlton North - Princes Hill		33
Carlton North - Princes Hill	0	555
Carlton North - Princes Hill	1	1745
Carlton North - Princes Hill	2	892
Carlton North - Princes Hill	3	171
Carlton North - Princes Hill	4	66
Collingwood		77
Collingwood	0	1274
Collingwood	1	2389
Collingwood	2	630
Collingwood	3	90
Collingwood	4	34
Fitzroy		79
Fitzroy	0	1233
Fitzroy	1	2372
Fitzroy	2	724
Fitzroy	3	114
Fitzroy	4	46
Fitzroy North		73
Fitzroy North	0	1046
Fitzroy North	1	2807
Fitzroy North	2	1230
Fitzroy North	3	255
Fitzroy North	4	84
Clifton Hill - Alphington		31
Clifton Hill - Alphington	0	373
Clifton Hill - Alphington	1	2034
Clifton Hill - Alphington	2	1198
Clifton Hill - Alphington	3	236
Clifton Hill - Alphington	4	87
Richmond (South) - Cremorne		62
Richmond (South) - Cremorne	0	1265
Richmond (South) - Cremorne	1	4264
Richmond (South) - Cremorne	2	1918
Richmond (South) - Cremorne	3	371
Richmond (South) - Cremorne	4	103
Richmond - North		106
Richmond - North	0	1529
Richmond - North	1	3593
Richmond - North	2	1160
Richmond - North	3	217
Richmond - North	4	41
Ashburton (Vic.)		26
Ashburton (Vic.)	0	178
Ashburton (Vic.)	1	953
Ashburton (Vic.)	2	1147
Ashburton (Vic.)	3	276
Ashburton (Vic.)	4	129
Balwyn		50
Balwyn	0	420
Balwyn	1	2408
Balwyn	2	2326
Balwyn	3	606
Balwyn	4	275
Balwyn North		58
Balwyn North	0	290
Balwyn North	1	2127
Balwyn North	2	3058
Balwyn North	3	991
Balwyn North	4	502
Camberwell		52
Camberwell	0	442
Camberwell	1	2996
Camberwell	2	2950
Camberwell	3	819
Camberwell	4	394
Glen Iris - East		37
Glen Iris - East	0	218
Glen Iris - East	1	2077
Glen Iris - East	2	2586
Glen Iris - East	3	695
Glen Iris - East	4	338
Hawthorn East		58
Hawthorn East	0	731
Hawthorn East	1	3231
Hawthorn East	2	1977
Hawthorn East	3	422
Hawthorn East	4	217
Kew East		17
Kew East	0	99
Kew East	1	817
Kew East	2	994
Kew East	3	243
Kew East	4	139
Surrey Hills (West) - Canterbury		45
Surrey Hills (West) - Canterbury	0	301
Surrey Hills (West) - Canterbury	1	2091
Surrey Hills (West) - Canterbury	2	2332
Surrey Hills (West) - Canterbury	3	681
Surrey Hills (West) - Canterbury	4	316
Hawthorn - North		40
Hawthorn - North	0	505
Hawthorn - North	1	1930
Hawthorn - North	2	1198
Hawthorn - North	3	261
Hawthorn - North	4	112
Hawthorn - South		61
Hawthorn - South	0	821
Hawthorn - South	1	2821
Hawthorn - South	2	1295
Hawthorn - South	3	296
Hawthorn - South	4	132
Kew - South		42
Kew - South	0	221
Kew - South	1	1712
Kew - South	2	1611
Kew - South	3	437
Kew - South	4	222
Kew - West		64
Kew - West	0	334
Kew - West	1	1965
Kew - West	2	1807
Kew - West	3	484
Kew - West	4	227
Bulleen		40
Bulleen	0	257
Bulleen	1	1389
Bulleen	2	1777
Bulleen	3	524
Bulleen	4	286
Doncaster		122
Doncaster	0	689
Doncaster	1	4320
Doncaster	2	3539
Doncaster	3	846
Doncaster	4	375
Templestowe		53
Templestowe	0	166
Templestowe	1	1488
Templestowe	2	2546
Templestowe	3	907
Templestowe	4	550
Templestowe Lower		37
Templestowe Lower	0	176
Templestowe Lower	1	1658
Templestowe Lower	2	2241
Templestowe Lower	3	611
Templestowe Lower	4	309
Doncaster East - North		56
