SA2_NAME16	BornAust	persons
Wahroonga (West) - Waitara	0	6797
Wahroonga (West) - Waitara	1	4646
Gordon - Killara	0	11253
Gordon - Killara	1	10595
Lindfield - Roseville	0	9958
Lindfield - Roseville	1	14049
Pymble	0	6995
Pymble	1	9883
St Ives	0	10303
St Ives	1	10978
Turramurra	0	7464
Turramurra	1	12435
Wahroonga (East) - Warrawee	0	6950
Wahroonga (East) - Warrawee	1	10852
Cremorne - Cammeray	0	6746
Cremorne - Cammeray	1	11578
Crows Nest - Waverton	0	7154
Crows Nest - Waverton	1	10250
Neutral Bay - Kirribilli	0	6468
Neutral Bay - Kirribilli	1	9848
North Sydney - Lavender Bay	0	5736
North Sydney - Lavender Bay	1	5982
Mosman - North	0	5070
Mosman - North	1	8195
Mosman - South	0	4936
Mosman - South	1	9229
Balgowlah - Clontarf - Seaforth	0	6660
Balgowlah - Clontarf - Seaforth	1	13586
Manly - Fairlight	0	8652
Manly - Fairlight	1	12913
Avalon - Palm Beach	0	3019
Avalon - Palm Beach	1	9622
Bayview - Elanora Heights	0	2831
Bayview - Elanora Heights	1	7997
Newport - Bilgola	0	3248
Newport - Bilgola	1	10068
Mona Vale - Warriewood (North)	0	3592
Mona Vale - Warriewood (North)	1	10397
North Narrabeen - Warriewood (South)	0	2490
North Narrabeen - Warriewood (South)	1	8019
Beacon Hill - Narraweena	0	4375
Beacon Hill - Narraweena	1	9747
Cromer	0	1968
Cromer	1	5818
Forestville - Killarney Heights	0	4361
Forestville - Killarney Heights	1	8439
Freshwater - Brookvale	0	7014
Freshwater - Brookvale	1	14071
Manly Vale - Allambie Heights	0	5512
Manly Vale - Allambie Heights	1	11656
Terrey Hills - Duffys Forest	0	867
Terrey Hills - Duffys Forest	1	2833
Belrose	0	2471
Belrose	1	6043
Collaroy - Collaroy Plateau	0	3517
Collaroy - Collaroy Plateau	1	9995
Dee Why (South) - North Curl Curl	0	2809
Dee Why (South) - North Curl Curl	1	6005
Dee Why - North	0	8523
Dee Why - North	1	8706
Frenchs Forest - Oxford Falls	0	5047
Frenchs Forest - Oxford Falls	1	11845
Narrabeen - Wheeler Heights	0	2728
Narrabeen - Wheeler Heights	1	8108
Camden - Ellis Lane	0	1773
Camden - Ellis Lane	1	11099
Currans Hill	0	1278
Currans Hill	1	5037
Elderslie - Narellan	0	2124
Elderslie - Narellan	1	11486
Harrington Park	0	2270
Harrington Park	1	8742
Mount Annan	0	3376
Mount Annan	1	15213
Spring Farm	0	1604
Spring Farm	1	7755
Bradbury - Wedderburn	0	4713
Bradbury - Wedderburn	1	14098
Campbelltown - Woodbine	0	7974
Campbelltown - Woodbine	1	12722
Claymore - Eagle Vale - Raby	0	5700
Claymore - Eagle Vale - Raby	1	13465
Leumeah - Minto Heights	0	4758
Leumeah - Minto Heights	1	11170
Minto - St Andrews	0	8760
Minto - St Andrews	1	11473
Rosemeadow - Glen Alpine	0	5504
Rosemeadow - Glen Alpine	1	14368
Denham Court - Bardia	0	6929
Denham Court - Bardia	1	7496
Glenfield	0	5203
Glenfield	1	4847
Ingleburn	0	7017
Ingleburn	1	8862
Macquarie Fields	0	5709
Macquarie Fields	1	7481
Bargo	0	666
Bargo	1	5010
Douglas Park - Appin	0	1255
Douglas Park - Appin	1	9220
Picton - Tahmoor - Buxton	0	2105
Picton - Tahmoor - Buxton	1	15969
The Oaks - Oakdale	0	1078
The Oaks - Oakdale	1	8145
Blackheath - Megalong Valley	0	1219
Blackheath - Megalong Valley	1	4202
Blaxland - Warrimoo - Lapstone	0	2801
Blaxland - Warrimoo - Lapstone	1	15811
Blue Mountains - North	1	4
Katoomba - Leura	0	3079
Katoomba - Leura	1	9680
Lawson - Hazelbrook - Linden	0	1914
Lawson - Hazelbrook - Linden	1	9213
Springwood - Winmalee	0	3283
Springwood - Winmalee	1	18100
Wentworth Falls	0	1295
Wentworth Falls	1	4786
Blue Mountains - South	1	5
Cambridge Park	0	2587
Cambridge Park	1	12557
Emu Plains - Leonay	0	2099
Emu Plains - Leonay	1	11410
Glenmore Park - Regentville	0	4176
Glenmore Park - Regentville	1	16357
Jamisontown - South Penrith	0	3144
Jamisontown - South Penrith	1	13400
Kingswood - Werrington	0	7617
Kingswood - Werrington	1	15356
Mulgoa - Luddenham - Orchard Hills	0	2374
Mulgoa - Luddenham - Orchard Hills	1	9338
Penrith	0	4398
Penrith	1	11816
Warragamba - Silverdale	0	611
Warragamba - Silverdale	1	5219
Cranebrook - Castlereagh	0	2572
Cranebrook - Castlereagh	1	13700
Jordan Springs - Llandilo	0	4054
Jordan Springs - Llandilo	1	8957
Richmond - Clarendon	0	2411
Richmond - Clarendon	1	11971
Windsor - Bligh Park	0	2052
Windsor - Bligh Park	1	12430
Yarramundi - Londonderry	0	1148
Yarramundi - Londonderry	1	5930
Erskine Park	0	1655
Erskine Park	1	4586
St Clair	0	5402
St Clair	1	13692
Colyton - Oxley Park	0	4016
Colyton - Oxley Park	1	8065
St Marys - North St Marys	0	5282
St Marys - North St Marys	1	10183
Rookwood Cemetery	1	3
Auburn - Central	0	12579
Auburn - Central	1	5262
Auburn - North	0	7975
Auburn - North	1	2000
Auburn - South	0	4519
Auburn - South	1	3621
Berala	0	5057
Berala	1	3071
Lidcombe	0	13803
Lidcombe	1	6484
Regents Park	0	2795
Regents Park	1	2116
Silverwater - Newington	0	4212
Silverwater - Newington	1	4727
Wentworth Point - Sydney Olympic Park	0	12944
Wentworth Point - Sydney Olympic Park	1	6432
Ermington - Rydalmere	0	10594
Ermington - Rydalmere	1	12904
Oatlands - Dundas Valley	0	8504
Oatlands - Dundas Valley	1	9130
Carlingford - East	0	5995
Carlingford - East	1	5388
Carlingford - West	0	10596
Carlingford - West	1	8106
Chester Hill - Sefton	0	9465
Chester Hill - Sefton	1	9774
Fairfield - East	0	7873
Fairfield - East	1	6479
Granville - Clyde	0	13021
Granville - Clyde	1	8395
Guildford - South Granville	0	9513
Guildford - South Granville	1	10406
Guildford West - Merrylands West	0	9945
Guildford West - Merrylands West	1	11202
Smithfield Industrial	0	10
Smithfield Industrial	1	6
Yennora Industrial	0	13
Greystanes - South	0	5203
Greystanes - South	1	10734
Merrylands - Holroyd	0	12155
Merrylands - Holroyd	1	9442
Pemulwuy - Greystanes (North)	0	4076
Pemulwuy - Greystanes (North)	1	6427
South Wentworthville	0	3173
South Wentworthville	1	3612
North Parramatta	0	12224
North Parramatta	1	9182
North Rocks	0	3360
North Rocks	1	4883
Northmead	0	10209
Northmead	1	9081
Toongabbie - Constitution Hill	0	9882
Toongabbie - Constitution Hill	1	11845
Winston Hills	0	3363
Winston Hills	1	7685
Pendle Hill - Girraween	0	8262
Pendle Hill - Girraween	1	4871
Wentworthville - Westmead	0	14092
Wentworthville - Westmead	1	6037
Parramatta - North	0	9077
Parramatta - North	1	2249
Parramatta - South	0	6905
Parramatta - South	1	2411
Rosehill - Harris Park	0	6279
Rosehill - Harris Park	1	2224
Pennant Hills - Cheltenham	0	8100
Pennant Hills - Cheltenham	1	13170
Epping (East) - North Epping	0	7894
Epping (East) - North Epping	1	6145
Epping (NSW) - West	0	11119
Epping (NSW) - West	1	7099
Gladesville - Huntleys Point	0	4847
Gladesville - Huntleys Point	1	10165
Hunters Hill - Woolwich	0	2668
Hunters Hill - Woolwich	1	6805
Macquarie Park - Marsfield	0	14022
Macquarie Park - Marsfield	1	8824
North Ryde - East Ryde	0	6839
North Ryde - East Ryde	1	8204
West Ryde - Meadowbank	0	10606
West Ryde - Meadowbank	1	8903
Putney	0	1286
Putney	1	2747
Denistone	0	2918
Denistone	1	3904
Eastwood	0	11155
Eastwood	1	7148
Ryde - North	0	9117
Ryde - North	1	10446
Ryde - South	0	6502
Ryde - South	1	4994
Ashcroft - Busby - Miller	0	6627
Ashcroft - Busby - Miller	1	9599
Austral - Greendale	0	4522
Austral - Greendale	1	7215
Badgerys Creek	0	12
Badgerys Creek	1	16
Cecil Hills	0	3054
Cecil Hills	1	3646
Green Valley	0	6617
Green Valley	1	5783
Hinchinbrook	0	6027
Hinchinbrook	1	6536
Hoxton Park - Carnes Hill - Horningsea Park	0	5889
Hoxton Park - Carnes Hill - Horningsea Park	1	6902
West Hoxton - Middleton Grange	0	6902
West Hoxton - Middleton Grange	1	9726
Cobbitty - Bringelly	0	834
Cobbitty - Bringelly	1	3714
Gledswood Hills - Gregory Hills	0	4396
Gledswood Hills - Gregory Hills	1	9509
Leppington - Catherine Field	0	4602
Leppington - Catherine Field	1	7527
Oran Park	0	6004
Oran Park	1	10964
Bonnyrigg Heights - Bonnyrigg	0	9162
Bonnyrigg Heights - Bonnyrigg	1	7235
Bossley Park - Abbotsbury	0	9860
Bossley Park - Abbotsbury	1	8969
Cabramatta - Lansvale	0	15230
Cabramatta - Lansvale	1	7419
Cabramatta West - Mount Pritchard	0	9018
Cabramatta West - Mount Pritchard	1	8058
Canley Vale - Canley Heights	0	13081
Canley Vale - Canley Heights	1	7953
Edensor Park	0	5416
Edensor Park	1	4498
Fairfield	0	11974
Fairfield	1	5026
Fairfield - West	0	12675
Fairfield - West	1	7386
Greenfield Park - Prairiewood	0	5074
Greenfield Park - Prairiewood	1	3433
Horsley Park - Kemps Creek	0	1242
Horsley Park - Kemps Creek	1	2852
Smithfield - Wetherill Park	0	10279
Smithfield - Wetherill Park	1	8328
St Johns Park - Wakeley	0	6511
St Johns Park - Wakeley	1	4312
Wetherill Park Industrial	0	25
Wetherill Park Industrial	1	7
Casula	0	7398
Casula	1	8424
Chipping Norton - Moorebank	0	6930
Chipping Norton - Moorebank	1	13076
Holsworthy - Wattle Grove	0	6473
Holsworthy - Wattle Grove	1	13991
Lurnea - Cartwright	0	5302
Lurnea - Cartwright	1	6242
Warwick Farm	0	3291
Warwick Farm	1	2041
Edmondson Park	0	6153
Edmondson Park	1	5331
Liverpool - East	0	10219
Liverpool - East	1	5436
Liverpool - West	0	7508
Liverpool - West	1	5148
Prestons	0	6757
Prestons	1	8308
Gymea - Grays Point	0	3186
Gymea - Grays Point	1	14554
Miranda - Yowie Bay	0	5462
Miranda - Yowie Bay	1	14457
Sylvania - Taren Point	0	4286
Sylvania - Taren Point	1	11559
Caringbah	0	2765
Caringbah	1	9554
Caringbah South	0	1918
Caringbah South	1	10712
Cronulla - Kurnell - Bundeena	0	4152
Cronulla - Kurnell - Bundeena	1	19214
Lilli Pilli - Port Hacking - Dolans Bay	0	431
Lilli Pilli - Port Hacking - Dolans Bay	1	2877
Woolooware - Burraneer	0	1411
Woolooware - Burraneer	1	7333
Heathcote - Waterfall	0	805
Heathcote - Waterfall	1	5728
Illawong - Alfords Point	0	2476
Illawong - Alfords Point	1	7904
Menai - Lucas Heights - Woronora	0	3759
Menai - Lucas Heights - Woronora	1	16848
Oyster Bay - Como - Jannali	0	4465
Oyster Bay - Como - Jannali	1	17071
Royal National Park	0	4
Royal National Park	1	28
Sutherland - Kirrawee	0	5466
Sutherland - Kirrawee	1	17038
Engadine	0	2265
Engadine	1	14729
Loftus - Yarrawarrah	0	920
Loftus - Yarrawarrah	1	6281
Woronora Heights	0	516
Woronora Heights	1	2991
No usual address (NSW)	0	1908
No usual address (NSW)	1	5912
Alfredton	0	2649
Alfredton	1	13677
Ballarat	0	1612
Ballarat	1	9931
Buninyong	0	732
Buninyong	1	6225
Delacombe	0	1171
Delacombe	1	9041
Smythes Creek	0	330
Smythes Creek	1	3806
Wendouree - Miners Rest	0	1347
Wendouree - Miners Rest	1	13000
Ballarat East - Warrenheip	0	1004
Ballarat East - Warrenheip	1	8188
Ballarat North - Invermay	0	1363
Ballarat North - Invermay	1	12844
Canadian - Mount Clear	0	1545
Canadian - Mount Clear	1	10000
Sebastopol - Redan	0	1313
Sebastopol - Redan	1	10783
Bacchus Marsh Surrounds	0	829
Bacchus Marsh Surrounds	1	5253
Creswick - Clunes	0	813
Creswick - Clunes	1	6626
Daylesford	0	1634
Daylesford	1	7503
Gordon (Vic.)	0	656
Gordon (Vic.)	1	5200
Avoca	0	335
Avoca	1	2838
Beaufort	0	449
Beaufort	1	3762
Golden Plains - North	0	456
Golden Plains - North	1	4044
Maryborough (Vic.)	0	714
Maryborough (Vic.)	1	6884
Maryborough Surrounds	0	559
Maryborough Surrounds	1	4373
Bendigo	0	1784
Bendigo	1	12151
California Gully - Eaglehawk	0	1161
California Gully - Eaglehawk	1	11028
East Bendigo - Kennington	0	1590
East Bendigo - Kennington	1	11683
Flora Hill - Spring Gully	0	939
Flora Hill - Spring Gully	1	8089
Kangaroo Flat - Golden Square	0	2212
Kangaroo Flat - Golden Square	1	17614
Maiden Gully	0	315
Maiden Gully	1	5054
Strathfieldsaye	0	896
Strathfieldsaye	1	9457
White Hills - Ascot	0	1433
White Hills - Ascot	1	12331
Bendigo Surrounds - South	0	566
Bendigo Surrounds - South	1	7308
Castlemaine	0	1511
Castlemaine	1	9079
Castlemaine Surrounds	0	1053
Castlemaine Surrounds	1	7485
Heathcote	0	533
Heathcote	1	3912
Kyneton	0	1481
Kyneton	1	8331
Woodend	0	1269
Woodend	1	6290
Bendigo Surrounds - North	0	290
Bendigo Surrounds - North	1	4133
Loddon	0	617
Loddon	1	5792
Bannockburn	0	733
Bannockburn	1	6734
Golden Plains - South	0	789
Golden Plains - South	1	6804
Winchelsea	0	566
Winchelsea	1	5593
Belmont	0	2571
Belmont	1	11857
Geelong	0	2432
Geelong	1	10335
Geelong West - Hamlyn Heights	0	3324
Geelong West - Hamlyn Heights	1	17151
Highton	0	4507
Highton	1	18775
Lara	0	3579
Lara	1	16491
Leopold	0	1783
Leopold	1	11048
Newcomb - Moolap	0	2210
Newcomb - Moolap	1	12185
Newtown (Vic.)	0	1517
Newtown (Vic.)	1	8588
North Geelong - Bell Park	0	4407
North Geelong - Bell Park	1	10633
Charlemont	0	1894
Charlemont	1	8037
Corio - Lovely Banks	0	4586
Corio - Lovely Banks	1	12281
Grovedale - Mount Duneed	0	4477
Grovedale - Mount Duneed	1	19425
Norlane	0	2294
Norlane	1	5712
Clifton Springs	0	2550
Clifton Springs	1	13656
Lorne - Anglesea	0	735
Lorne - Anglesea	1	5041
Portarlington	0	1569
Portarlington	1	7233
Point Lonsdale - Queenscliff	0	625
Point Lonsdale - Queenscliff	1	4517
Torquay	0	3117
Torquay	1	20434
Barwon Heads - Armstrong Creek	0	1654
Barwon Heads - Armstrong Creek	1	9160
Ocean Grove	0	2225
Ocean Grove	1	16254
Alexandra	0	847
Alexandra	1	5494
Euroa	0	630
Euroa	1	5567
Kilmore - Broadford	0	1749
Kilmore - Broadford	1	12871
Mansfield (Vic.)	0	1196
Mansfield (Vic.)	1	8370
Nagambie	0	497
Nagambie	1	3648
Seymour	0	741
Seymour	1	5218
Seymour Surrounds	0	473
Seymour Surrounds	1	3793
Upper Yarra Valley	0	17
Upper Yarra Valley	1	175
Yea	0	449
Yea	1	3172
Benalla	0	1058
Benalla	1	8806
Benalla Surrounds	0	298
Benalla Surrounds	1	3135
Rutherglen	0	273
Rutherglen	1	3567
Wangaratta	0	1949
Wangaratta	1	16758
Wangaratta Surrounds	0	748
Wangaratta Surrounds	1	8460
Beechworth	0	594
Beechworth	1	4132
Bright - Mount Beauty	0	1264
Bright - Mount Beauty	1	6822
Chiltern - Indigo Valley	0	250
Chiltern - Indigo Valley	1	2676
Myrtleford	0	680
Myrtleford	1	3783
Towong	0	527
Towong	1	5092
West Wodonga	0	1480
West Wodonga	1	13082
Yackandandah	0	378
Yackandandah	1	4474
Baranduda - Leneva	0	1496
Baranduda - Leneva	1	10925
Wodonga	0	1935
Wodonga	1	12169
Drouin	0	2421
Drouin	1	16210
Mount Baw Baw Region	0	634
Mount Baw Baw Region	1	5401
Trafalgar (Vic.)	0	879
Trafalgar (Vic.)	1	6951
Warragul	0	3040
Warragul	1	18732
Bairnsdale	0	1772
Bairnsdale	1	12735
Bruthen - Omeo	0	732
Bruthen - Omeo	1	6833
Lakes Entrance	0	1506
Lakes Entrance	1	8583
Orbost	0	693
Orbost	1	5247
Paynesville	0	1094
Paynesville	1	5468
Foster	0	1205
Foster	1	7368
French Island	0	18
French Island	1	102
Korumburra	0	1097
Korumburra	1	8087
Leongatha	0	1242
Leongatha	1	9448
Phillip Island	0	2370
Phillip Island	1	10298
Wilsons Promontory	1	12
Wonthaggi - Inverloch	0	3796
Wonthaggi - Inverloch	1	21070
Churchill	0	1281
Churchill	1	9714
Moe - Newborough	0	2291
Moe - Newborough	1	13629
Morwell	0	2311
Morwell	1	10398
Yallourn North - Glengarry	0	303
Yallourn North - Glengarry	1	4072
Traralgon - East	0	1506
Traralgon - East	1	9657
Traralgon - West	0	2163
Traralgon - West	1	13796
Alps - West	1	14
Longford - Loch Sport	0	659
Longford - Loch Sport	1	3869
Maffra	0	1209
Maffra	1	12389
Rosedale	0	594
Rosedale	1	3831
Sale	0	1940
Sale	1	12460
Yarram	0	626
Yarram	1	4431
Brunswick East	0	3842
Brunswick East	1	8403
Brunswick West	0	4304
Brunswick West	1	9526
Pascoe Vale South	0	2372
Pascoe Vale South	1	7751
Brunswick - North	0	3960
Brunswick - North	1	8594
Brunswick - South	0	3937
Brunswick - South	1	8610
Coburg - East	0	4041
Coburg - East	1	8014
Coburg - West	0	3847
Coburg - West	1	9811
Alphington - Fairfield	0	2037
Alphington - Fairfield	1	6693
Thornbury	0	5042
Thornbury	1	13334
Northcote - East	0	3623
Northcote - East	1	10946
Northcote - West	0	2556
Northcote - West	1	7393
Ascot Vale	0	4184
Ascot Vale	1	10216
Flemington	0	3334
Flemington	1	5067
Moonee Ponds	0	4576
Moonee Ponds	1	11128
Essendon (West) - Aberfeldie	0	3773
Essendon (West) - Aberfeldie	1	11780
Essendon - East	0	3153
Essendon - East	1	8625
Carlton	0	9103
Carlton	1	6433
Docklands	0	9536
Docklands	1	4601
East Melbourne	0	1348
East Melbourne	1	3291
Flemington Racecourse	0	38
Flemington Racecourse	1	42
Kensington (Vic.)	0	3337
Kensington (Vic.)	1	7017
Parkville	0	2698
Parkville	1	4177
South Yarra - West	0	2106
South Yarra - West	1	3797
Melbourne CBD - East	0	5762
Melbourne CBD - East	1	3019
Melbourne CBD - North	0	12717
Melbourne CBD - North	1	2716
Melbourne CBD - West	0	10808
Melbourne CBD - West	1	3549
North Melbourne	0	6630
North Melbourne	1	7636
Southbank (West) - South Wharf	0	3749
Southbank (West) - South Wharf	1	2273
Southbank - East	0	10064
Southbank - East	1	5232
West Melbourne - Residential	0	4034
West Melbourne - Residential	1	3059
Albert Park	0	5390
Albert Park	1	9733
Elwood	0	3933
Elwood	1	10042
Port Melbourne	0	4679
Port Melbourne	1	10632
St Kilda East	0	5128
St Kilda East	1	9809
Port Melbourne Industrial	0	845
Port Melbourne Industrial	1	801
South Melbourne	0	4103
South Melbourne	1	6935
St Kilda - Central	0	4526
St Kilda - Central	1	6436
St Kilda - West	0	5145
St Kilda - West	1	7475
Armadale	0	2688
Armadale	1	6280
Prahran - Windsor	0	6065
Prahran - Windsor	1	12118
Toorak	0	3994
Toorak	1	8145
South Yarra - North	0	4746
South Yarra - North	1	5595
South Yarra - South	0	3587
South Yarra - South	1	5718
Abbotsford	0	3090
Abbotsford	1	5507
Carlton North - Princes Hill	0	1853
Carlton North - Princes Hill	1	6049
Collingwood	0	3198
Collingwood	1	5359
Fitzroy	0	3268
Fitzroy	1	6285
Fitzroy North	0	3168
Fitzroy North	1	9084
Clifton Hill - Alphington	0	2123
Clifton Hill - Alphington	1	7381
Richmond (South) - Cremorne	0	4242
Richmond (South) - Cremorne	1	12679
Richmond - North	0	5142
Richmond - North	1	7964
Ashburton (Vic.)	0	2230
Ashburton (Vic.)	1	5510
Balwyn	0	7143
Balwyn	1	8562
Balwyn North	0	9156
Balwyn North	1	11457
Camberwell	0	6621
Camberwell	1	14017
Glen Iris - East	0	4470
Glen Iris - East	1	11942
Hawthorn East	0	4854
Hawthorn East	1	10322
Kew East	0	1821
Kew East	1	4515
Surrey Hills (West) - Canterbury	0	4539
Surrey Hills (West) - Canterbury	1	10998
Hawthorn - North	0	2460
Hawthorn - North	1	7036
Hawthorn - South	0	3699
Hawthorn - South	1	7815
Kew - South	0	3525
Kew - South	1	7780
Kew - West	0	4007
Kew - West	1	8534
Bulleen	0	4641
Bulleen	1	6335
Doncaster	0	13567
Doncaster	1	10432
Templestowe	0	7223
Templestowe	1	9253
Templestowe Lower	0	5653
Templestowe Lower	1	8118
Doncaster East - North	0	7977
Doncaster East - North	1	7370
Doncaster East - South	0	8213
Doncaster East - South	1	6709
Blackburn	0	7435
Blackburn	1	14117
Blackburn South	0	4035
Blackburn South	1	6578
Box Hill	0	12184
Box Hill	1	9396
Box Hill North	0	7838
Box Hill North	1	9787
Burwood (Vic.)	0	5920
Burwood (Vic.)	1	5757
Burwood East	0	5565
Burwood East	1	4839
Surrey Hills (East) - Mont Albert	0	3042
Surrey Hills (East) - Mont Albert	1	6836
Beaumaris	0	3325
Beaumaris	1	10323
Brighton (Vic.)	0	6230
Brighton (Vic.)	1	15725
Brighton East	0	4900
Brighton East	1	11133
Highett (West) - Cheltenham	0	3479
Highett (West) - Cheltenham	1	8609
Hampton	0	5059
Hampton	1	12482
Sandringham - Black Rock	0	4438
Sandringham - Black Rock	1	12309
Bentleigh - McKinnon	0	9169
Bentleigh - McKinnon	1	14951
Carnegie	0	8046
Carnegie	1	9969
Caulfield - North	0	7815
Caulfield - North	1	13635
Caulfield - South	0	6865
Caulfield - South	1	10603
Elsternwick	0	3516
Elsternwick	1	8019
Hughesdale	0	2960
Hughesdale	1	4387
Murrumbeena	0	3177
Murrumbeena	1	5963
Ormond - Glen Huntly	0	5581
Ormond - Glen Huntly	1	7099
Bentleigh East - North	0	6183
Bentleigh East - North	1	9933
Bentleigh East - South	0	4689
Bentleigh East - South	1	9036
Aspendale Gardens - Waterways	0	3107
Aspendale Gardens - Waterways	1	5587
Braeside	0	13
Braeside	1	18
Carrum - Patterson Lakes	0	2991
Carrum - Patterson Lakes	1	8673
Chelsea - Bonbeach	0	3613
Chelsea - Bonbeach	1	10928
Chelsea Heights	0	1359
Chelsea Heights	1	3855
Highett (East) - Cheltenham	0	7599
Highett (East) - Cheltenham	1	15654
Edithvale - Aspendale	0	2633
Edithvale - Aspendale	1	10542
Mentone	0	3804
Mentone	1	9059
Moorabbin - Heatherton	0	3201
Moorabbin - Heatherton	1	5596
Moorabbin Airport	0	20
Moorabbin Airport	1	3
Mordialloc - Parkdale	0	5183
Mordialloc - Parkdale	1	15456
Malvern - Glen Iris	0	5379
Malvern - Glen Iris	1	14251
Malvern East	0	6514
Malvern East	1	14781
Bundoora - East	0	3040
Bundoora - East	1	6466
Greensborough	0	4159
Greensborough	1	16153
Heidelberg - Rosanna	0	4369
Heidelberg - Rosanna	1	11179
Heidelberg West	0	4542
Heidelberg West	1	9422
Ivanhoe	0	3328
Ivanhoe	1	8752
Ivanhoe East - Eaglemont	0	1700
Ivanhoe East - Eaglemont	1	5825
Montmorency - Briar Hill	0	2797
Montmorency - Briar Hill	1	13304
Viewbank - Yallambie	0	4984
Viewbank - Yallambie	1	13338
Watsonia	0	1986
Watsonia	1	6986
Kingsbury	0	4321
Kingsbury	1	5587
Preston - East	0	7008
Preston - East	1	12849
Preston - West	0	3798
Preston - West	1	8497
Reservoir - North East	0	5622
Reservoir - North East	1	8397
Reservoir - North West	0	3746
Reservoir - North West	1	5453
Reservoir - South East	0	4454
Reservoir - South East	1	7489
Reservoir - South West	0	4483
Reservoir - South West	1	9001
Eltham	0	4306
Eltham	1	18568
Hurstbridge	0	425
Hurstbridge	1	3061
Kinglake	0	414
Kinglake	1	3367
Panton Hill - St Andrews	0	621
Panton Hill - St Andrews	1	4144
Plenty - Yarrambat	0	1840
Plenty - Yarrambat	1	7407
Research - North Warrandyte	0	1005
Research - North Warrandyte	1	5732
Wattle Glen - Diamond Creek	0	2099
Wattle Glen - Diamond Creek	1	12002
Bundoora - North	0	2765
Bundoora - North	1	4272
Bundoora - West	0	2682
Bundoora - West	1	3200
Mill Park - North	0	6190
Mill Park - North	1	10683
Mill Park - South	0	4181
Mill Park - South	1	6676
Thomastown	0	10324
Thomastown	1	8719
Wallan	0	4273
Wallan	1	17221
Whittlesea	0	1997
Whittlesea	1	7909
Epping - East	0	4476
Epping - East	1	7567
Epping - South	0	3425
Epping - South	1	4312
Epping (Vic.) - West	0	5484
Epping (Vic.) - West	1	6185
South Morang - North	0	3915
South Morang - North	1	8388
South Morang - South	0	3966
South Morang - South	1	8056
Wollert	0	12195
Wollert	1	11334
Doreen - North	0	2853
Doreen - North	1	13042
Doreen - South	0	2514
Doreen - South	1	7702
Lalor - East	0	4954
Lalor - East	1	4420
Lalor - West	0	6193
Lalor - West	1	6593
Mernda - North	0	3940
Mernda - North	1	7140
Mernda - South	0	4275
Mernda - South	1	7249
Airport West	0	2061
Airport West	1	5899
Essendon Airport	0	8
Essendon Airport	1	3
Keilor	0	2082
Keilor	1	6187
Niddrie - Essendon West	0	1541
Niddrie - Essendon West	1	5680
Strathmore	0	1943
Strathmore	1	7860
Avondale Heights	0	4929
Avondale Heights	1	6969
Keilor East	0	4373
Keilor East	1	10201
Gisborne	0	1839
Gisborne	1	11874
Macedon	0	524
Macedon	1	2770
Riddells Creek	0	503
Riddells Creek	1	3782
Romsey	0	1111
Romsey	1	8970
Coburg North	0	2592
Coburg North	1	5389
Fawkner	0	6332
Fawkner	1	6794
Gowanbrae	0	768
Gowanbrae	1	2259
Hadfield	0	2023
Hadfield	1	3813
Glenroy - East	0	6146
Glenroy - East	1	7628
Glenroy - West	0	4035
Glenroy - West	1	4367
Oak Park	0	2773
Oak Park	1	4812
Pascoe Vale	0	5195
Pascoe Vale	1	11332
Sunbury	0	2178
Sunbury	1	11006
Diggers Rest	0	1244
Diggers Rest	1	3753
Sunbury - South	0	2848
Sunbury - South	1	11450
Sunbury - West	0	1715
Sunbury - West	1	9008
Broadmeadows	0	6696
Broadmeadows	1	5738
Campbellfield - Coolaroo	0	7348
Campbellfield - Coolaroo	1	7444
Gladstone Park - Westmeadows	0	5449
Gladstone Park - Westmeadows	1	11804
Greenvale - Bulla	0	7362
Greenvale - Bulla	1	14043
Meadow Heights	0	6887
Meadow Heights	1	6893
Melbourne Airport	0	26
Melbourne Airport	1	54
Tullamarine	0	2221
Tullamarine	1	4015
Craigieburn - Central	0	2983
Craigieburn - Central	1	4666
Craigieburn - North	0	5587
Craigieburn - North	1	6212
Craigieburn - South	0	10213
Craigieburn - South	1	10475
Mickleham - Yuroke	0	10627
Mickleham - Yuroke	1	11512
Craigieburn - North West	0	5601
Craigieburn - North West	1	3953
Craigieburn - West	0	7159
Craigieburn - West	1	5278
Roxburgh Park (South) - Somerton	0	4640
Roxburgh Park (South) - Somerton	1	4415
Roxburgh Park - North	0	7676
Roxburgh Park - North	1	6382
Bayswater	0	4418
Bayswater	1	7694
Knoxfield - Scoresby	0	6833
Knoxfield - Scoresby	1	9292
Lysterfield	0	1501
Lysterfield	1	4952
Rowville - Central	0	5681
Rowville - Central	1	9426
Rowville - North	0	2456
Rowville - North	1	5298
Rowville - South	0	3651
Rowville - South	1	6498
Wantirna	0	5690
Wantirna	1	8209
Wantirna South	0	7986
Wantirna South	1	9506
Boronia	0	6417
Boronia	1	16188
Ferntree Gully - North	0	3390
Ferntree Gully - North	1	10257
Ferntree Gully (South) - Upper Ferntree Gully	0	3884
Ferntree Gully (South) - Upper Ferntree Gully	1	10999
The Basin	0	674
The Basin	1	3545
Donvale - Park Orchards	0	5050
Donvale - Park Orchards	1	10698
Warrandyte - Wonga Park	0	1907
Warrandyte - Wonga Park	1	7951
Bayswater North	0	2617
Bayswater North	1	8901
Croydon Hills - Warranwood	0	3509
Croydon Hills - Warranwood	1	14211
Ringwood	0	6613
