SA2_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Queanbeyan Surrounds	(Other)		1	5
Queanbeyan Surrounds	(Other)		2	4
Queanbeyan Surrounds	(Other)		3	5
Queanbeyan Surrounds	Flat/apartment	1 or 2 storey block	3	13
Queanbeyan Surrounds	Flat/apartment	1 or 2 storey block	4	4
Queanbeyan Surrounds	Flat/apartment	1 or 2 storey block	5	4
Queanbeyan Surrounds	Flat/apartment	Attached to a house	3	4
Queanbeyan Surrounds	Separate house			42
Queanbeyan Surrounds	Separate house		0	19
Queanbeyan Surrounds	Separate house		1	121
Queanbeyan Surrounds	Separate house		2	405
Queanbeyan Surrounds	Separate house		3	1363
Queanbeyan Surrounds	Separate house		4	2287
Queanbeyan Surrounds	Separate house		5	791
Queanbeyan Surrounds	Separate house		6	243
Bombala			2	5
Bombala		1 storey	2	12
Bombala	(Other)		1	4
Bombala	Flat/apartment	1 or 2 storey block	2	3
Bombala	Separate house			16
Bombala	Separate house		1	25
Bombala	Separate house		2	146
Bombala	Separate house		3	458
Bombala	Separate house		4	228
Bombala	Separate house		5	41
Bombala	Separate house		6	13
Cooma			1	3
Cooma		1 storey	1	26
Cooma		1 storey	2	80
Cooma		1 storey	3	24
Cooma		2 storeys or more	1	7
Cooma		2 storeys or more	2	12
Cooma		2 storeys or more	3	11
Cooma		2 storeys or more	4	3
Cooma	(Other)		1	6
Cooma	(Other)		2	4
Cooma	(Other)		3	9
Cooma	(Other)		4	3
Cooma	(Other)		5	5
Cooma	(Other)		6	3
Cooma	Flat/apartment	1 or 2 storey block	1	36
Cooma	Flat/apartment	1 or 2 storey block	2	50
Cooma	Flat/apartment	1 or 2 storey block	3	10
Cooma	Flat/apartment	Attached to a house	1	3
Cooma	Separate house			43
Cooma	Separate house		0	7
Cooma	Separate house		1	35
Cooma	Separate house		2	303
Cooma	Separate house		3	1257
Cooma	Separate house		4	633
Cooma	Separate house		5	122
Cooma	Separate house		6	31
Cooma Surrounds			1	3
Cooma Surrounds	(Other)		1	3
Cooma Surrounds	(Other)		3	5
Cooma Surrounds	Separate house			18
Cooma Surrounds	Separate house		0	16
Cooma Surrounds	Separate house		1	51
Cooma Surrounds	Separate house		2	155
Cooma Surrounds	Separate house		3	467
Cooma Surrounds	Separate house		4	411
Cooma Surrounds	Separate house		5	98
Cooma Surrounds	Separate house		6	43
Jindabyne - Berridale				4
Jindabyne - Berridale			0	3
Jindabyne - Berridale			1	6
Jindabyne - Berridale			2	9
Jindabyne - Berridale			3	8
Jindabyne - Berridale			4	5
Jindabyne - Berridale			6	3
Jindabyne - Berridale		1 storey	1	3
Jindabyne - Berridale		1 storey	2	11
Jindabyne - Berridale		1 storey	3	31
Jindabyne - Berridale		1 storey	4	4
Jindabyne - Berridale		1 storey	6	3
Jindabyne - Berridale		2 storeys or more		3
Jindabyne - Berridale		2 storeys or more	1	6
Jindabyne - Berridale		2 storeys or more	2	42
Jindabyne - Berridale		2 storeys or more	3	75
Jindabyne - Berridale		2 storeys or more	4	19
Jindabyne - Berridale	(Other)		1	9
Jindabyne - Berridale	(Other)		2	3
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block		8
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	0	11
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	1	35
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	2	147
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	3	113
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	4	22
Jindabyne - Berridale	Flat/apartment	1 or 2 storey block	6	7
Jindabyne - Berridale	Flat/apartment	3 storey block	1	13
Jindabyne - Berridale	Flat/apartment	3 storey block	2	17
Jindabyne - Berridale	Flat/apartment	3 storey block	3	18
Jindabyne - Berridale	Flat/apartment	3 storey block	4	8
Jindabyne - Berridale	Flat/apartment	4-8 storey block	1	5
Jindabyne - Berridale	Flat/apartment	Attached to a house	2	4
Jindabyne - Berridale	Flat/apartment	Attached to a house	3	5
Jindabyne - Berridale	Separate house			30
Jindabyne - Berridale	Separate house		0	19
Jindabyne - Berridale	Separate house		1	93
Jindabyne - Berridale	Separate house		2	248
Jindabyne - Berridale	Separate house		3	824
Jindabyne - Berridale	Separate house		4	618
Jindabyne - Berridale	Separate house		5	187
Jindabyne - Berridale	Separate house		6	58
Batemans Bay				4
Batemans Bay			2	3
Batemans Bay			3	3
Batemans Bay		1 storey		6
Batemans Bay		1 storey	1	11
Batemans Bay		1 storey	2	99
Batemans Bay		1 storey	3	75
Batemans Bay		1 storey	4	5
Batemans Bay		1 storey	5	5
Batemans Bay		2 storeys or more		4
Batemans Bay		2 storeys or more	1	26
Batemans Bay		2 storeys or more	2	48
Batemans Bay		2 storeys or more	3	51
Batemans Bay		2 storeys or more	4	14
Batemans Bay	(Other)			5
Batemans Bay	(Other)		0	3
Batemans Bay	(Other)		1	29
Batemans Bay	(Other)		2	21
Batemans Bay	(Other)		3	7
Batemans Bay	(Other)		4	4
Batemans Bay	Flat/apartment	1 or 2 storey block		9
Batemans Bay	Flat/apartment	1 or 2 storey block	1	48
Batemans Bay	Flat/apartment	1 or 2 storey block	2	218
Batemans Bay	Flat/apartment	1 or 2 storey block	3	103
Batemans Bay	Flat/apartment	1 or 2 storey block	4	12
Batemans Bay	Flat/apartment	1 or 2 storey block	5	7
Batemans Bay	Flat/apartment	3 storey block	2	21
Batemans Bay	Flat/apartment	3 storey block	3	3
Batemans Bay	Flat/apartment	4-8 storey block	2	19
Batemans Bay	Flat/apartment	4-8 storey block	3	6
Batemans Bay	Separate house			33
Batemans Bay	Separate house		0	4
Batemans Bay	Separate house		1	33
Batemans Bay	Separate house		2	235
Batemans Bay	Separate house		3	1235
Batemans Bay	Separate house		4	852
Batemans Bay	Separate house		5	170
Batemans Bay	Separate house		6	44
Batemans Bay - South			1	4
Batemans Bay - South			2	9
Batemans Bay - South			4	3
Batemans Bay - South		1 storey		7
Batemans Bay - South		1 storey	1	10
Batemans Bay - South		1 storey	2	79
Batemans Bay - South		1 storey	3	95
Batemans Bay - South		1 storey	4	4
Batemans Bay - South		2 storeys or more		5
Batemans Bay - South		2 storeys or more	1	5
Batemans Bay - South		2 storeys or more	2	81
Batemans Bay - South		2 storeys or more	3	106
Batemans Bay - South		2 storeys or more	4	11
Batemans Bay - South		2 storeys or more	5	3
Batemans Bay - South	(Other)		0	3
Batemans Bay - South	(Other)		1	13
Batemans Bay - South	(Other)		2	23
Batemans Bay - South	(Other)		4	4
Batemans Bay - South	Flat/apartment	1 or 2 storey block		4
Batemans Bay - South	Flat/apartment	1 or 2 storey block	1	28
Batemans Bay - South	Flat/apartment	1 or 2 storey block	2	149
Batemans Bay - South	Flat/apartment	1 or 2 storey block	3	90
Batemans Bay - South	Flat/apartment	1 or 2 storey block	6	4
Batemans Bay - South	Flat/apartment	Attached to a house	2	4
Batemans Bay - South	Flat/apartment	Attached to a house	3	8
Batemans Bay - South	Separate house			43
Batemans Bay - South	Separate house		0	3
Batemans Bay - South	Separate house		1	25
Batemans Bay - South	Separate house		2	273
Batemans Bay - South	Separate house		3	1288
Batemans Bay - South	Separate house		4	1054
Batemans Bay - South	Separate house		5	220
Batemans Bay - South	Separate house		6	46
Bega - Tathra				3
Bega - Tathra			0	4
Bega - Tathra			3	3
Bega - Tathra			4	6
Bega - Tathra		1 storey		7
Bega - Tathra		1 storey	1	36
Bega - Tathra		1 storey	2	144
Bega - Tathra		1 storey	3	29
Bega - Tathra		2 storeys or more	1	5
Bega - Tathra		2 storeys or more	2	55
Bega - Tathra		2 storeys or more	3	19
Bega - Tathra		2 storeys or more	4	5
Bega - Tathra	(Other)		0	10
Bega - Tathra	(Other)		1	14
Bega - Tathra	(Other)		2	3
Bega - Tathra	(Other)		3	7
Bega - Tathra	Flat/apartment	1 or 2 storey block		6
Bega - Tathra	Flat/apartment	1 or 2 storey block	0	3
Bega - Tathra	Flat/apartment	1 or 2 storey block	1	21
Bega - Tathra	Flat/apartment	1 or 2 storey block	2	38
Bega - Tathra	Flat/apartment	1 or 2 storey block	3	7
Bega - Tathra	Flat/apartment	3 storey block	2	3
Bega - Tathra	Flat/apartment	Attached to a house	2	3
Bega - Tathra	Separate house			53
Bega - Tathra	Separate house		0	12
Bega - Tathra	Separate house		1	60
Bega - Tathra	Separate house		2	411
Bega - Tathra	Separate house		3	1468
Bega - Tathra	Separate house		4	921
Bega - Tathra	Separate house		5	156
Bega - Tathra	Separate house		6	31
Bega-Eden Hinterland		1 storey	1	16
Bega-Eden Hinterland		1 storey	2	3
Bega-Eden Hinterland		1 storey	3	4
Bega-Eden Hinterland	(Other)			3
Bega-Eden Hinterland	(Other)		0	13
Bega-Eden Hinterland	(Other)		1	21
Bega-Eden Hinterland	(Other)		2	17
Bega-Eden Hinterland	(Other)		3	10
Bega-Eden Hinterland	Separate house			70
Bega-Eden Hinterland	Separate house		0	73
Bega-Eden Hinterland	Separate house		1	209
Bega-Eden Hinterland	Separate house		2	624
Bega-Eden Hinterland	Separate house		3	1530
Bega-Eden Hinterland	Separate house		4	866
Bega-Eden Hinterland	Separate house		5	180
Bega-Eden Hinterland	Separate house		6	63
Broulee - Tomakin			1	7
Broulee - Tomakin			2	4
Broulee - Tomakin		1 storey	1	6
Broulee - Tomakin		1 storey	2	79
Broulee - Tomakin		1 storey	3	62
Broulee - Tomakin		1 storey	4	3
Broulee - Tomakin		2 storeys or more	2	10
Broulee - Tomakin		2 storeys or more	3	21
Broulee - Tomakin		2 storeys or more	4	4
Broulee - Tomakin	(Other)			3
Broulee - Tomakin	(Other)		0	3
Broulee - Tomakin	(Other)		1	17
Broulee - Tomakin	(Other)		2	35
Broulee - Tomakin	(Other)		3	7
Broulee - Tomakin	Flat/apartment	1 or 2 storey block	2	20
Broulee - Tomakin	Flat/apartment	1 or 2 storey block	3	8
Broulee - Tomakin	Separate house			22
Broulee - Tomakin	Separate house		1	15
Broulee - Tomakin	Separate house		2	174
Broulee - Tomakin	Separate house		3	479
Broulee - Tomakin	Separate house		4	448
Broulee - Tomakin	Separate house		5	78
Broulee - Tomakin	Separate house		6	14
Deua - Wadbilliga	Separate house		2	7
Deua - Wadbilliga	Separate house		3	6
Eden			2	7
Eden		1 storey		6
Eden		1 storey	0	5
Eden		1 storey	1	19
Eden		1 storey	2	60
Eden		1 storey	3	29
Eden		2 storeys or more	2	34
Eden		2 storeys or more	3	12
Eden	(Other)		0	6
Eden	(Other)		1	20
Eden	(Other)		2	34
Eden	(Other)		3	4
Eden	(Other)		4	3
Eden	Flat/apartment	1 or 2 storey block	1	4
Eden	Flat/apartment	1 or 2 storey block	2	37
Eden	Flat/apartment	3 storey block	1	3
Eden	Flat/apartment	3 storey block	2	4
Eden	Flat/apartment	3 storey block	3	3
Eden	Separate house			23
Eden	Separate house		1	20
Eden	Separate house		2	127
Eden	Separate house		3	570
Eden	Separate house		4	289
Eden	Separate house		5	47
Eden	Separate house		6	16
Eurobodalla Hinterland			1	4
Eurobodalla Hinterland			2	3
Eurobodalla Hinterland	(Other)		1	5
Eurobodalla Hinterland	(Other)		2	13
Eurobodalla Hinterland	(Other)		3	8
Eurobodalla Hinterland	Separate house			22
Eurobodalla Hinterland	Separate house		0	25
Eurobodalla Hinterland	Separate house		1	82
Eurobodalla Hinterland	Separate house		2	222
Eurobodalla Hinterland	Separate house		3	523
Eurobodalla Hinterland	Separate house		4	339
Eurobodalla Hinterland	Separate house		5	60
Eurobodalla Hinterland	Separate house		6	17
Merimbula - Tura Beach				6
Merimbula - Tura Beach			1	4
Merimbula - Tura Beach			2	8
Merimbula - Tura Beach			3	13
Merimbula - Tura Beach			4	3
Merimbula - Tura Beach		1 storey		9
Merimbula - Tura Beach		1 storey	1	15
Merimbula - Tura Beach		1 storey	2	210
Merimbula - Tura Beach		1 storey	3	116
Merimbula - Tura Beach		1 storey	4	6
Merimbula - Tura Beach		2 storeys or more	1	23
Merimbula - Tura Beach		2 storeys or more	2	130
Merimbula - Tura Beach		2 storeys or more	3	153
Merimbula - Tura Beach		2 storeys or more	4	24
Merimbula - Tura Beach	(Other)		0	3
Merimbula - Tura Beach	(Other)		1	11
Merimbula - Tura Beach	Flat/apartment	1 or 2 storey block		16
Merimbula - Tura Beach	Flat/apartment	1 or 2 storey block	0	6
Merimbula - Tura Beach	Flat/apartment	1 or 2 storey block	1	44
Merimbula - Tura Beach	Flat/apartment	1 or 2 storey block	2	306
Merimbula - Tura Beach	Flat/apartment	1 or 2 storey block	3	101
Merimbula - Tura Beach	Flat/apartment	3 storey block	2	16
Merimbula - Tura Beach	Flat/apartment	3 storey block	3	5
Merimbula - Tura Beach	Flat/apartment	4-8 storey block	2	4
Merimbula - Tura Beach	Flat/apartment	Attached to a house	2	4
Merimbula - Tura Beach	Flat/apartment	Attached to a house	5	3
Merimbula - Tura Beach	Separate house			31
Merimbula - Tura Beach	Separate house		0	14
Merimbula - Tura Beach	Separate house		1	102
Merimbula - Tura Beach	Separate house		2	407
Merimbula - Tura Beach	Separate house		3	1723
Merimbula - Tura Beach	Separate house		4	1077
Merimbula - Tura Beach	Separate house		5	206
Merimbula - Tura Beach	Separate house		6	38
Moruya - Tuross Head			3	3
Moruya - Tuross Head		1 storey		9
Moruya - Tuross Head		1 storey	1	17
Moruya - Tuross Head		1 storey	2	66
Moruya - Tuross Head		1 storey	3	37
Moruya - Tuross Head		1 storey	4	3
Moruya - Tuross Head		2 storeys or more		4
Moruya - Tuross Head		2 storeys or more	1	22
Moruya - Tuross Head		2 storeys or more	2	28
Moruya - Tuross Head		2 storeys or more	3	40
Moruya - Tuross Head		2 storeys or more	4	4
Moruya - Tuross Head	(Other)			3
Moruya - Tuross Head	(Other)		0	13
Moruya - Tuross Head	(Other)		1	21
Moruya - Tuross Head	(Other)		2	8
Moruya - Tuross Head	(Other)		3	4
Moruya - Tuross Head	Flat/apartment	1 or 2 storey block	1	7
Moruya - Tuross Head	Flat/apartment	1 or 2 storey block	2	6
Moruya - Tuross Head	Flat/apartment	1 or 2 storey block	3	4
Moruya - Tuross Head	Flat/apartment	Attached to a house	1	5
Moruya - Tuross Head	Separate house			56
Moruya - Tuross Head	Separate house		0	11
Moruya - Tuross Head	Separate house		1	69
Moruya - Tuross Head	Separate house		2	504
Moruya - Tuross Head	Separate house		3	1535
Moruya - Tuross Head	Separate house		4	886
Moruya - Tuross Head	Separate house		5	176
Moruya - Tuross Head	Separate house		6	39
Narooma - Bermagui			1	8
Narooma - Bermagui			2	4
Narooma - Bermagui			3	3
Narooma - Bermagui		1 storey		5
Narooma - Bermagui		1 storey	1	13
Narooma - Bermagui		1 storey	2	77
Narooma - Bermagui		1 storey	3	75
Narooma - Bermagui		2 storeys or more	1	24
Narooma - Bermagui		2 storeys or more	2	52
Narooma - Bermagui		2 storeys or more	3	35
Narooma - Bermagui		2 storeys or more	4	6
Narooma - Bermagui	(Other)			10
Narooma - Bermagui	(Other)		0	8
Narooma - Bermagui	(Other)		1	39
Narooma - Bermagui	(Other)		2	90
Narooma - Bermagui	(Other)		3	8
Narooma - Bermagui	(Other)		4	3
Narooma - Bermagui	Flat/apartment	1 or 2 storey block		5
Narooma - Bermagui	Flat/apartment	1 or 2 storey block	0	3
Narooma - Bermagui	Flat/apartment	1 or 2 storey block	1	27
Narooma - Bermagui	Flat/apartment	1 or 2 storey block	2	106
Narooma - Bermagui	Flat/apartment	1 or 2 storey block	3	37
Narooma - Bermagui	Flat/apartment	1 or 2 storey block	4	14
Narooma - Bermagui	Flat/apartment	3 storey block	1	5
Narooma - Bermagui	Flat/apartment	3 storey block	2	13
Narooma - Bermagui	Flat/apartment	3 storey block	3	10
Narooma - Bermagui	Flat/apartment	4-8 storey block	2	5
Narooma - Bermagui	Flat/apartment	4-8 storey block	3	7
Narooma - Bermagui	Flat/apartment	Attached to a house	1	3
Narooma - Bermagui	Separate house			61
Narooma - Bermagui	Separate house		0	13
Narooma - Bermagui	Separate house		1	103
Narooma - Bermagui	Separate house		2	605
Narooma - Bermagui	Separate house		3	1648
Narooma - Bermagui	Separate house		4	845
Narooma - Bermagui	Separate house		5	175
Narooma - Bermagui	Separate house		6	38
Goulburn				10
Goulburn			1	6
Goulburn			2	6
Goulburn			3	9
Goulburn		1 storey		16
Goulburn		1 storey	0	10
Goulburn		1 storey	1	131
Goulburn		1 storey	2	342
Goulburn		1 storey	3	313
Goulburn		1 storey	4	46
Goulburn		2 storeys or more	1	3
Goulburn		2 storeys or more	2	109
Goulburn		2 storeys or more	3	45
Goulburn		2 storeys or more	4	12
Goulburn	(Other)			7
Goulburn	(Other)		0	9
Goulburn	(Other)		1	29
Goulburn	(Other)		2	18
Goulburn	(Other)		3	4
Goulburn	(Other)		4	3
Goulburn	Flat/apartment	1 or 2 storey block		8
Goulburn	Flat/apartment	1 or 2 storey block	1	73
Goulburn	Flat/apartment	1 or 2 storey block	2	175
Goulburn	Flat/apartment	1 or 2 storey block	3	15
Goulburn	Flat/apartment	1 or 2 storey block	4	6
Goulburn	Flat/apartment	3 storey block	1	29
Goulburn	Flat/apartment	3 storey block	2	34
Goulburn	Flat/apartment	Attached to a house	1	4
Goulburn	Flat/apartment	Attached to a house	2	8
Goulburn	Flat/apartment	Attached to a house	3	4
Goulburn	Separate house			103
Goulburn	Separate house		1	112
Goulburn	Separate house		2	859
Goulburn	Separate house		3	3762
Goulburn	Separate house		4	2647
Goulburn	Separate house		5	427
Goulburn	Separate house		6	99
Goulburn Surrounds				3
Goulburn Surrounds			3	5
Goulburn Surrounds		1 storey		4
Goulburn Surrounds		1 storey	1	3
Goulburn Surrounds		1 storey	2	27
Goulburn Surrounds		1 storey	3	12
Goulburn Surrounds		1 storey	4	3
Goulburn Surrounds		1 storey	5	5
Goulburn Surrounds		1 storey	6	3
Goulburn Surrounds		2 storeys or more	4	4
Goulburn Surrounds	(Other)		1	12
Goulburn Surrounds	(Other)		2	3
Goulburn Surrounds	(Other)		3	3
Goulburn Surrounds	Flat/apartment	1 or 2 storey block	1	4
Goulburn Surrounds	Flat/apartment	1 or 2 storey block	3	3
Goulburn Surrounds	Separate house			100
Goulburn Surrounds	Separate house		0	44
Goulburn Surrounds	Separate house		1	148
Goulburn Surrounds	Separate house		2	566
Goulburn Surrounds	Separate house		3	1862
Goulburn Surrounds	Separate house		4	1632
Goulburn Surrounds	Separate house		5	453
Goulburn Surrounds	Separate house		6	139
Yass				5
Yass			1	3
Yass			2	3
Yass			3	5
Yass			6	6
Yass		1 storey		3
Yass		1 storey	1	6
Yass		1 storey	2	117
Yass		1 storey	3	53
Yass		2 storeys or more	2	12
Yass		2 storeys or more	3	3
Yass	Flat/apartment	1 or 2 storey block		8
Yass	Flat/apartment	1 or 2 storey block	0	3
Yass	Flat/apartment	1 or 2 storey block	1	28
Yass	Flat/apartment	1 or 2 storey block	2	27
Yass	Flat/apartment	1 or 2 storey block	3	13
Yass	Separate house			23
Yass	Separate house		0	8
Yass	Separate house		1	18
Yass	Separate house		2	212
Yass	Separate house		3	995
Yass	Separate house		4	810
Yass	Separate house		5	145
Yass	Separate house		6	28
Yass Surrounds				5
Yass Surrounds			2	10
Yass Surrounds			3	11
Yass Surrounds			4	5
Yass Surrounds			5	5
Yass Surrounds		1 storey	3	8
Yass Surrounds	(Other)		0	3
Yass Surrounds	(Other)		2	3
Yass Surrounds	(Other)		3	4
Yass Surrounds	(Other)		4	6
Yass Surrounds	(Other)		6	3
Yass Surrounds	Separate house			48
Yass Surrounds	Separate house		0	23
Yass Surrounds	Separate house		1	81
Yass Surrounds	Separate house		2	343
Yass Surrounds	Separate house		3	1223
Yass Surrounds	Separate house		4	1650
Yass Surrounds	Separate house		5	560
Yass Surrounds	Separate house		6	184
Young			1	3
Young			3	7
Young		1 storey		13
Young		1 storey	0	3
Young		1 storey	1	37
Young		1 storey	2	210
Young		1 storey	3	87
Young		1 storey	4	3
Young		1 storey	5	5
Young		2 storeys or more	2	7
Young	(Other)		0	3
Young	(Other)		1	4
Young	(Other)		2	3
Young	(Other)		4	5
Young	Flat/apartment	1 or 2 storey block	1	22
Young	Flat/apartment	1 or 2 storey block	2	71
Young	Flat/apartment	1 or 2 storey block	3	7
Young	Separate house			79
Young	Separate house		1	46
Young	Separate house		2	366
Young	Separate house		3	1626
Young	Separate house		4	1241
Young	Separate house		5	264
Young	Separate house		6	62
Young Surrounds				3
Young Surrounds			2	4
Young Surrounds			4	6
Young Surrounds		1 storey	1	19
Young Surrounds		1 storey	2	27
Young Surrounds		1 storey	3	15
Young Surrounds		1 storey	4	7
Young Surrounds	(Other)			4
Young Surrounds	(Other)		0	4
Young Surrounds	(Other)		1	9
Young Surrounds	(Other)		2	6
Young Surrounds	(Other)		3	6
Young Surrounds	Flat/apartment	1 or 2 storey block	2	12
Young Surrounds	Separate house			73
Young Surrounds	Separate house		0	14
Young Surrounds	Separate house		1	78
Young Surrounds	Separate house		2	431
Young Surrounds	Separate house		3	1207
Young Surrounds	Separate house		4	781
Young Surrounds	Separate house		5	196
