SA2_NAME16	DwellingStructure	DwellingSubtype	NumberBedrooms.min	occupied_private_dwellings
Morningside - Seven Hills	Flat/apartment	3 storey block		10
Morningside - Seven Hills	Flat/apartment	3 storey block	1	58
Morningside - Seven Hills	Flat/apartment	3 storey block	2	568
Morningside - Seven Hills	Flat/apartment	3 storey block	3	144
Morningside - Seven Hills	Flat/apartment	3 storey block	4	5
Morningside - Seven Hills	Flat/apartment	4-8 storey block	1	11
Morningside - Seven Hills	Flat/apartment	4-8 storey block	2	82
Morningside - Seven Hills	Flat/apartment	4-8 storey block	3	3
Morningside - Seven Hills	Flat/apartment	4-8 storey block	4	3
Morningside - Seven Hills	Separate house			11
Morningside - Seven Hills	Separate house		0	6
Morningside - Seven Hills	Separate house		1	19
Morningside - Seven Hills	Separate house		2	250
Morningside - Seven Hills	Separate house		3	1041
Morningside - Seven Hills	Separate house		4	873
Morningside - Seven Hills	Separate house		5	346
Morningside - Seven Hills	Separate house		6	54
Norman Park			3	4
Norman Park		1 storey	2	3
Norman Park		1 storey	3	3
Norman Park		2 storeys or more		4
Norman Park		2 storeys or more	1	13
Norman Park		2 storeys or more	2	65
Norman Park		2 storeys or more	3	161
Norman Park		2 storeys or more	4	11
Norman Park	Flat/apartment	1 or 2 storey block		4
Norman Park	Flat/apartment	1 or 2 storey block	1	43
Norman Park	Flat/apartment	1 or 2 storey block	2	82
Norman Park	Flat/apartment	1 or 2 storey block	3	6
Norman Park	Flat/apartment	3 storey block		4
Norman Park	Flat/apartment	3 storey block	1	18
Norman Park	Flat/apartment	3 storey block	2	174
Norman Park	Flat/apartment	3 storey block	3	36
Norman Park	Flat/apartment	3 storey block	4	3
Norman Park	Flat/apartment	3 storey block	6	3
Norman Park	Flat/apartment	4-8 storey block	2	84
Norman Park	Flat/apartment	4-8 storey block	3	38
Norman Park	Separate house			7
Norman Park	Separate house		0	3
Norman Park	Separate house		1	12
Norman Park	Separate house		2	166
Norman Park	Separate house		3	620
Norman Park	Separate house		4	582
Norman Park	Separate house		5	305
Norman Park	Separate house		6	58
Albion			1	5
Albion			2	4
Albion			3	4
Albion		1 storey	4	3
Albion		2 storeys or more	1	3
Albion		2 storeys or more	2	18
Albion		2 storeys or more	3	36
Albion		2 storeys or more	4	4
Albion	Flat/apartment	1 or 2 storey block	0	3
Albion	Flat/apartment	1 or 2 storey block	1	36
Albion	Flat/apartment	1 or 2 storey block	2	98
Albion	Flat/apartment	1 or 2 storey block	3	35
Albion	Flat/apartment	3 storey block		6
Albion	Flat/apartment	3 storey block	1	11
Albion	Flat/apartment	3 storey block	2	202
Albion	Flat/apartment	3 storey block	3	30
Albion	Flat/apartment	4-8 storey block		12
Albion	Flat/apartment	4-8 storey block	0	9
Albion	Flat/apartment	4-8 storey block	1	196
Albion	Flat/apartment	4-8 storey block	2	277
Albion	Flat/apartment	4-8 storey block	3	82
Albion	Flat/apartment	9 or more storey block		7
Albion	Flat/apartment	9 or more storey block	1	100
Albion	Flat/apartment	9 or more storey block	2	234
Albion	Flat/apartment	9 or more storey block	3	62
Albion	Separate house			5
Albion	Separate house		1	9
Albion	Separate house		2	51
Albion	Separate house		3	196
Albion	Separate house		4	110
Albion	Separate house		5	63
Albion	Separate house		6	29
Alderley			2	3
Alderley		1 storey	2	13
Alderley		2 storeys or more	1	8
Alderley		2 storeys or more	2	110
Alderley		2 storeys or more	3	218
Alderley		2 storeys or more	4	5
Alderley	Flat/apartment	1 or 2 storey block		5
Alderley	Flat/apartment	1 or 2 storey block	0	3
Alderley	Flat/apartment	1 or 2 storey block	1	56
Alderley	Flat/apartment	1 or 2 storey block	2	104
Alderley	Flat/apartment	1 or 2 storey block	3	9
Alderley	Flat/apartment	3 storey block		3
Alderley	Flat/apartment	3 storey block	1	17
Alderley	Flat/apartment	3 storey block	2	355
Alderley	Flat/apartment	3 storey block	3	42
Alderley	Flat/apartment	4-8 storey block	0	3
Alderley	Flat/apartment	4-8 storey block	1	32
Alderley	Flat/apartment	4-8 storey block	2	70
Alderley	Flat/apartment	4-8 storey block	3	3
Alderley	Separate house			7
Alderley	Separate house		1	8
Alderley	Separate house		2	159
Alderley	Separate house		3	612
Alderley	Separate house		4	481
Alderley	Separate house		5	216
Alderley	Separate house		6	41
Ascot		1 storey	3	3
Ascot		2 storeys or more		6
Ascot		2 storeys or more	1	27
Ascot		2 storeys or more	2	55
Ascot		2 storeys or more	3	137
Ascot		2 storeys or more	4	17
Ascot	Flat/apartment	1 or 2 storey block		12
Ascot	Flat/apartment	1 or 2 storey block	1	88
Ascot	Flat/apartment	1 or 2 storey block	2	388
Ascot	Flat/apartment	1 or 2 storey block	3	55
Ascot	Flat/apartment	1 or 2 storey block	4	7
Ascot	Flat/apartment	3 storey block		9
Ascot	Flat/apartment	3 storey block	1	26
Ascot	Flat/apartment	3 storey block	2	375
Ascot	Flat/apartment	3 storey block	3	79
Ascot	Flat/apartment	4-8 storey block		4
Ascot	Flat/apartment	4-8 storey block	1	13
Ascot	Flat/apartment	4-8 storey block	2	85
Ascot	Flat/apartment	4-8 storey block	3	30
Ascot	Separate house			3
Ascot	Separate house		0	4
Ascot	Separate house		2	61
Ascot	Separate house		3	259
Ascot	Separate house		4	367
Ascot	Separate house		5	246
Ascot	Separate house		6	61
Clayfield			2	5
Clayfield			3	4
Clayfield		1 storey	1	12
Clayfield		1 storey	2	23
Clayfield		1 storey	4	4
Clayfield		2 storeys or more		4
Clayfield		2 storeys or more	0	5
Clayfield		2 storeys or more	1	36
Clayfield		2 storeys or more	2	199
Clayfield		2 storeys or more	3	201
Clayfield		2 storeys or more	4	11
Clayfield	(Other)		2	9
Clayfield	Flat/apartment	1 or 2 storey block		11
Clayfield	Flat/apartment	1 or 2 storey block	0	9
Clayfield	Flat/apartment	1 or 2 storey block	1	174
Clayfield	Flat/apartment	1 or 2 storey block	2	506
Clayfield	Flat/apartment	1 or 2 storey block	3	87
Clayfield	Flat/apartment	1 or 2 storey block	4	9
Clayfield	Flat/apartment	3 storey block		15
Clayfield	Flat/apartment	3 storey block	0	3
Clayfield	Flat/apartment	3 storey block	1	79
Clayfield	Flat/apartment	3 storey block	2	1223
Clayfield	Flat/apartment	3 storey block	3	140
Clayfield	Flat/apartment	3 storey block	4	3
Clayfield	Flat/apartment	4-8 storey block	1	3
Clayfield	Flat/apartment	4-8 storey block	2	93
Clayfield	Flat/apartment	4-8 storey block	3	81
Clayfield	Separate house			24
Clayfield	Separate house		1	13
Clayfield	Separate house		2	109
Clayfield	Separate house		3	552
Clayfield	Separate house		4	642
Clayfield	Separate house		5	333
Clayfield	Separate house		6	77
Grange		1 storey	2	5
Grange		2 storeys or more		3
Grange		2 storeys or more	2	33
Grange		2 storeys or more	3	102
Grange		2 storeys or more	4	5
Grange	Flat/apartment	1 or 2 storey block	1	28
Grange	Flat/apartment	1 or 2 storey block	2	34
Grange	Flat/apartment	1 or 2 storey block	3	21
Grange	Flat/apartment	1 or 2 storey block	4	3
Grange	Flat/apartment	3 storey block	1	10
Grange	Flat/apartment	3 storey block	2	31
Grange	Flat/apartment	4-8 storey block	1	10
Grange	Flat/apartment	4-8 storey block	2	16
Grange	Separate house			10
Grange	Separate house		1	3
Grange	Separate house		2	112
Grange	Separate house		3	417
Grange	Separate house		4	444
Grange	Separate house		5	261
Grange	Separate house		6	35
Hamilton (Qld)			1	4
Hamilton (Qld)			2	5
Hamilton (Qld)			4	3
Hamilton (Qld)		1 storey	2	8
Hamilton (Qld)		2 storeys or more	1	5
Hamilton (Qld)		2 storeys or more	2	85
Hamilton (Qld)		2 storeys or more	3	161
Hamilton (Qld)		2 storeys or more	4	12
Hamilton (Qld)	Flat/apartment	1 or 2 storey block		5
Hamilton (Qld)	Flat/apartment	1 or 2 storey block	1	40
Hamilton (Qld)	Flat/apartment	1 or 2 storey block	2	115
Hamilton (Qld)	Flat/apartment	1 or 2 storey block	3	16
Hamilton (Qld)	Flat/apartment	1 or 2 storey block	4	4
Hamilton (Qld)	Flat/apartment	3 storey block		11
Hamilton (Qld)	Flat/apartment	3 storey block	0	11
Hamilton (Qld)	Flat/apartment	3 storey block	1	69
Hamilton (Qld)	Flat/apartment	3 storey block	2	213
Hamilton (Qld)	Flat/apartment	3 storey block	3	43
Hamilton (Qld)	Flat/apartment	3 storey block	4	7
Hamilton (Qld)	Flat/apartment	3 storey block	6	6
Hamilton (Qld)	Flat/apartment	4-8 storey block	1	8
Hamilton (Qld)	Flat/apartment	4-8 storey block	2	113
Hamilton (Qld)	Flat/apartment	4-8 storey block	3	53
Hamilton (Qld)	Flat/apartment	4-8 storey block	4	3
Hamilton (Qld)	Flat/apartment	9 or more storey block		8
Hamilton (Qld)	Flat/apartment	9 or more storey block	0	8
Hamilton (Qld)	Flat/apartment	9 or more storey block	1	478
Hamilton (Qld)	Flat/apartment	9 or more storey block	2	548
Hamilton (Qld)	Flat/apartment	9 or more storey block	3	133
Hamilton (Qld)	Flat/apartment	9 or more storey block	4	8
Hamilton (Qld)	Separate house			9
Hamilton (Qld)	Separate house		1	9
Hamilton (Qld)	Separate house		2	63
Hamilton (Qld)	Separate house		3	225
Hamilton (Qld)	Separate house		4	328
Hamilton (Qld)	Separate house		5	192
Hamilton (Qld)	Separate house		6	42
Hendra		1 storey	2	14
Hendra		1 storey	3	11
Hendra		1 storey	4	4
Hendra		2 storeys or more		3
Hendra		2 storeys or more	1	10
Hendra		2 storeys or more	2	28
Hendra		2 storeys or more	3	119
Hendra		2 storeys or more	4	3
Hendra		2 storeys or more	5	3
Hendra	Flat/apartment	1 or 2 storey block		5
Hendra	Flat/apartment	1 or 2 storey block	1	5
Hendra	Flat/apartment	1 or 2 storey block	2	23
Hendra	Flat/apartment	1 or 2 storey block	3	35
Hendra	Flat/apartment	1 or 2 storey block	4	25
Hendra	Flat/apartment	3 storey block	2	9
Hendra	Flat/apartment	3 storey block	3	20
Hendra	Flat/apartment	3 storey block	4	20
Hendra	Separate house			13
Hendra	Separate house		1	9
Hendra	Separate house		2	110
Hendra	Separate house		3	462
Hendra	Separate house		4	539
Hendra	Separate house		5	276
Hendra	Separate house		6	39
Kelvin Grove - Herston				9
Kelvin Grove - Herston			0	6
Kelvin Grove - Herston			1	12
Kelvin Grove - Herston			2	3
Kelvin Grove - Herston			3	5
Kelvin Grove - Herston		1 storey	1	5
Kelvin Grove - Herston		1 storey	2	5
Kelvin Grove - Herston		2 storeys or more		4
Kelvin Grove - Herston		2 storeys or more	0	7
Kelvin Grove - Herston		2 storeys or more	1	45
Kelvin Grove - Herston		2 storeys or more	2	81
Kelvin Grove - Herston		2 storeys or more	3	176
Kelvin Grove - Herston		2 storeys or more	4	23
Kelvin Grove - Herston		2 storeys or more	6	9
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block		3
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	0	17
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	1	99
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	2	128
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	3	77
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	4	5
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	5	4
Kelvin Grove - Herston	Flat/apartment	1 or 2 storey block	6	10
Kelvin Grove - Herston	Flat/apartment	3 storey block		5
Kelvin Grove - Herston	Flat/apartment	3 storey block	1	92
Kelvin Grove - Herston	Flat/apartment	3 storey block	2	342
Kelvin Grove - Herston	Flat/apartment	3 storey block	3	50
Kelvin Grove - Herston	Flat/apartment	3 storey block	4	5
Kelvin Grove - Herston	Flat/apartment	4-8 storey block		19
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	0	35
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	1	282
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	2	407
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	3	77
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	4	7
Kelvin Grove - Herston	Flat/apartment	4-8 storey block	5	5
Kelvin Grove - Herston	Flat/apartment	9 or more storey block		13
Kelvin Grove - Herston	Flat/apartment	9 or more storey block	0	7
Kelvin Grove - Herston	Flat/apartment	9 or more storey block	1	240
Kelvin Grove - Herston	Flat/apartment	9 or more storey block	2	236
Kelvin Grove - Herston	Flat/apartment	9 or more storey block	3	63
Kelvin Grove - Herston	Flat/apartment	9 or more storey block	4	4
Kelvin Grove - Herston	Separate house			10
Kelvin Grove - Herston	Separate house		0	3
Kelvin Grove - Herston	Separate house		1	37
Kelvin Grove - Herston	Separate house		2	163
Kelvin Grove - Herston	Separate house		3	584
Kelvin Grove - Herston	Separate house		4	335
Kelvin Grove - Herston	Separate house		5	134
Kelvin Grove - Herston	Separate house		6	63
Newmarket		1 storey	2	20
Newmarket		2 storeys or more		3
Newmarket		2 storeys or more	1	23
Newmarket		2 storeys or more	2	67
Newmarket		2 storeys or more	3	187
Newmarket		2 storeys or more	4	15
Newmarket	Flat/apartment	1 or 2 storey block	0	6
Newmarket	Flat/apartment	1 or 2 storey block	1	48
Newmarket	Flat/apartment	1 or 2 storey block	2	112
Newmarket	Flat/apartment	1 or 2 storey block	3	15
Newmarket	Flat/apartment	3 storey block		4
Newmarket	Flat/apartment	3 storey block	1	70
Newmarket	Flat/apartment	3 storey block	2	237
Newmarket	Flat/apartment	3 storey block	3	26
Newmarket	Flat/apartment	4-8 storey block		5
Newmarket	Flat/apartment	4-8 storey block	1	9
Newmarket	Flat/apartment	4-8 storey block	2	20
Newmarket	Flat/apartment	4-8 storey block	3	3
Newmarket	Separate house			6
Newmarket	Separate house		1	3
Newmarket	Separate house		2	112
Newmarket	Separate house		3	375
Newmarket	Separate house		4	336
Newmarket	Separate house		5	164
Newmarket	Separate house		6	39
Newstead - Bowen Hills				3
Newstead - Bowen Hills			1	19
Newstead - Bowen Hills			2	21
Newstead - Bowen Hills			3	3
Newstead - Bowen Hills		1 storey	1	4
Newstead - Bowen Hills		2 storeys or more	1	5
Newstead - Bowen Hills		2 storeys or more	2	62
Newstead - Bowen Hills		2 storeys or more	3	42
Newstead - Bowen Hills		2 storeys or more	4	8
Newstead - Bowen Hills	Flat/apartment	1 or 2 storey block		4
Newstead - Bowen Hills	Flat/apartment	1 or 2 storey block	1	51
Newstead - Bowen Hills	Flat/apartment	1 or 2 storey block	2	55
Newstead - Bowen Hills	Flat/apartment	1 or 2 storey block	3	53
Newstead - Bowen Hills	Flat/apartment	1 or 2 storey block	4	5
Newstead - Bowen Hills	Flat/apartment	3 storey block		10
Newstead - Bowen Hills	Flat/apartment	3 storey block	0	11
Newstead - Bowen Hills	Flat/apartment	3 storey block	1	255
Newstead - Bowen Hills	Flat/apartment	3 storey block	2	604
Newstead - Bowen Hills	Flat/apartment	3 storey block	3	160
Newstead - Bowen Hills	Flat/apartment	3 storey block	4	11
Newstead - Bowen Hills	Flat/apartment	4-8 storey block		36
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	0	77
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	1	1159
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	2	1933
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	3	584
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	4	42
Newstead - Bowen Hills	Flat/apartment	4-8 storey block	5	3
Newstead - Bowen Hills	Flat/apartment	9 or more storey block		36
Newstead - Bowen Hills	Flat/apartment	9 or more storey block	0	26
Newstead - Bowen Hills	Flat/apartment	9 or more storey block	1	1442
Newstead - Bowen Hills	Flat/apartment	9 or more storey block	2	2013
Newstead - Bowen Hills	Flat/apartment	9 or more storey block	3	295
Newstead - Bowen Hills	Flat/apartment	9 or more storey block	4	23
Newstead - Bowen Hills	Flat/apartment	Attached to a house	2	8
Newstead - Bowen Hills	Flat/apartment	Attached to a house	3	4
Newstead - Bowen Hills	Separate house			4
Newstead - Bowen Hills	Separate house		1	13
Newstead - Bowen Hills	Separate house		2	42
Newstead - Bowen Hills	Separate house		3	120
Newstead - Bowen Hills	Separate house		4	121
Newstead - Bowen Hills	Separate house		5	50
Newstead - Bowen Hills	Separate house		6	10
Wilston			1	4
Wilston		2 storeys or more	1	12
Wilston		2 storeys or more	2	34
Wilston		2 storeys or more	3	82
Wilston		2 storeys or more	5	6
Wilston	Flat/apartment	1 or 2 storey block		3
Wilston	Flat/apartment	1 or 2 storey block	0	9
Wilston	Flat/apartment	1 or 2 storey block	1	30
Wilston	Flat/apartment	1 or 2 storey block	2	56
Wilston	Flat/apartment	1 or 2 storey block	3	10
Wilston	Flat/apartment	3 storey block		3
Wilston	Flat/apartment	3 storey block	1	10
Wilston	Flat/apartment	3 storey block	2	121
Wilston	Flat/apartment	3 storey block	3	27
Wilston	Flat/apartment	4-8 storey block	2	17
Wilston	Separate house		1	7
Wilston	Separate house		2	93
Wilston	Separate house		3	325
Wilston	Separate house		4	348
Wilston	Separate house		5	221
Wilston	Separate house		6	42
Windsor		1 storey	2	5
Windsor		2 storeys or more	1	7
Windsor		2 storeys or more	2	49
Windsor		2 storeys or more	3	88
Windsor		2 storeys or more	4	12
Windsor	Flat/apartment	1 or 2 storey block		5
Windsor	Flat/apartment	1 or 2 storey block	0	11
Windsor	Flat/apartment	1 or 2 storey block	1	128
Windsor	Flat/apartment	1 or 2 storey block	2	183
Windsor	Flat/apartment	1 or 2 storey block	3	32
Windsor	Flat/apartment	1 or 2 storey block	4	9
Windsor	Flat/apartment	3 storey block		17
Windsor	Flat/apartment	3 storey block	0	8
Windsor	Flat/apartment	3 storey block	1	79
Windsor	Flat/apartment	3 storey block	2	445
Windsor	Flat/apartment	3 storey block	3	28
Windsor	Flat/apartment	3 storey block	4	4
Windsor	Flat/apartment	4-8 storey block		3
Windsor	Flat/apartment	4-8 storey block	0	14
Windsor	Flat/apartment	4-8 storey block	1	64
Windsor	Flat/apartment	4-8 storey block	2	478
Windsor	Flat/apartment	4-8 storey block	3	27
Windsor	Flat/apartment	9 or more storey block	2	10
Windsor	Flat/apartment	9 or more storey block	3	6
Windsor	Separate house			18
Windsor	Separate house		1	28
Windsor	Separate house		2	260
Windsor	Separate house		3	613
Windsor	Separate house		4	454
Windsor	Separate house		5	218
Windsor	Separate house		6	56
Wooloowin - Lutwyche		1 storey	1	8
Wooloowin - Lutwyche		1 storey	2	14
Wooloowin - Lutwyche		1 storey	3	17
Wooloowin - Lutwyche		2 storeys or more	1	8
Wooloowin - Lutwyche		2 storeys or more	2	26
Wooloowin - Lutwyche		2 storeys or more	3	103
Wooloowin - Lutwyche		2 storeys or more	4	4
Wooloowin - Lutwyche		2 storeys or more	5	4
Wooloowin - Lutwyche	(Other)		1	3
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block		4
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	0	13
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	1	246
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	2	426
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	3	110
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	4	9
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	5	4
Wooloowin - Lutwyche	Flat/apartment	1 or 2 storey block	6	4
Wooloowin - Lutwyche	Flat/apartment	3 storey block		9
Wooloowin - Lutwyche	Flat/apartment	3 storey block	0	16
Wooloowin - Lutwyche	Flat/apartment	3 storey block	1	102
Wooloowin - Lutwyche	Flat/apartment	3 storey block	2	575
Wooloowin - Lutwyche	Flat/apartment	3 storey block	3	74
Wooloowin - Lutwyche	Flat/apartment	4-8 storey block		6
Wooloowin - Lutwyche	Flat/apartment	4-8 storey block	1	127
Wooloowin - Lutwyche	Flat/apartment	4-8 storey block	2	689
Wooloowin - Lutwyche	Flat/apartment	4-8 storey block	3	115
Wooloowin - Lutwyche	Separate house			22
Wooloowin - Lutwyche	Separate house		1	18
Wooloowin - Lutwyche	Separate house		2	192
Wooloowin - Lutwyche	Separate house		3	660
Wooloowin - Lutwyche	Separate house		4	588
Wooloowin - Lutwyche	Separate house		5	301
Wooloowin - Lutwyche	Separate house		6	64
Ashgrove			1	4
Ashgrove		2 storeys or more	1	8
Ashgrove		2 storeys or more	2	21
Ashgrove		2 storeys or more	3	64
Ashgrove		2 storeys or more	4	8
Ashgrove	Flat/apartment	1 or 2 storey block		3
Ashgrove	Flat/apartment	1 or 2 storey block	1	74
Ashgrove	Flat/apartment	1 or 2 storey block	2	176
Ashgrove	Flat/apartment	1 or 2 storey block	3	93
Ashgrove	Flat/apartment	1 or 2 storey block	4	3
Ashgrove	Flat/apartment	1 or 2 storey block	6	6
Ashgrove	Flat/apartment	3 storey block		4
Ashgrove	Flat/apartment	3 storey block	1	13
Ashgrove	Flat/apartment	3 storey block	2	367
Ashgrove	Flat/apartment	3 storey block	3	88
Ashgrove	Flat/apartment	3 storey block	4	7
Ashgrove	Flat/apartment	3 storey block	5	3
Ashgrove	Flat/apartment	3 storey block	6	3
Ashgrove	Flat/apartment	4-8 storey block	2	85
Ashgrove	Flat/apartment	4-8 storey block	3	17
Ashgrove	Separate house			19
Ashgrove	Separate house		0	3
Ashgrove	Separate house		1	23
Ashgrove	Separate house		2	319
Ashgrove	Separate house		3	1161
Ashgrove	Separate house		4	1272
Ashgrove	Separate house		5	726
Ashgrove	Separate house		6	130
Auchenflower				3
Auchenflower			6	4
Auchenflower		2 storeys or more	1	3
Auchenflower		2 storeys or more	2	12
Auchenflower		2 storeys or more	3	12
Auchenflower		2 storeys or more	4	10
Auchenflower	Flat/apartment	1 or 2 storey block	0	9
Auchenflower	Flat/apartment	1 or 2 storey block	1	54
Auchenflower	Flat/apartment	1 or 2 storey block	2	60
Auchenflower	Flat/apartment	1 or 2 storey block	3	20
Auchenflower	Flat/apartment	1 or 2 storey block	4	3
Auchenflower	Flat/apartment	3 storey block		8
Auchenflower	Flat/apartment	3 storey block	1	65
Auchenflower	Flat/apartment	3 storey block	2	493
Auchenflower	Flat/apartment	3 storey block	3	71
Auchenflower	Flat/apartment	4-8 storey block	1	22
Auchenflower	Flat/apartment	4-8 storey block	2	209
Auchenflower	Flat/apartment	4-8 storey block	3	45
Auchenflower	Flat/apartment	9 or more storey block		4
Auchenflower	Flat/apartment	9 or more storey block	1	27
Auchenflower	Flat/apartment	9 or more storey block	2	197
Auchenflower	Flat/apartment	9 or more storey block	3	110
Auchenflower	Flat/apartment	9 or more storey block	4	5
Auchenflower	Separate house			5
Auchenflower	Separate house		1	8
Auchenflower	Separate house		2	80
Auchenflower	Separate house		3	300
Auchenflower	Separate house		4	292
Auchenflower	Separate house		5	190
Auchenflower	Separate house		6	35
Bardon			4	3
Bardon		1 storey	1	3
Bardon		1 storey	2	15
Bardon		2 storeys or more		9
Bardon		2 storeys or more	1	11
Bardon		2 storeys or more	2	58
Bardon		2 storeys or more	3	190
Bardon		2 storeys or more	4	15
Bardon		2 storeys or more	5	3
Bardon	Flat/apartment	1 or 2 storey block		10
Bardon	Flat/apartment	1 or 2 storey block	0	5
Bardon	Flat/apartment	1 or 2 storey block	1	80
Bardon	Flat/apartment	1 or 2 storey block	2	80
Bardon	Flat/apartment	1 or 2 storey block	3	51
Bardon	Flat/apartment	1 or 2 storey block	4	8
Bardon	Flat/apartment	1 or 2 storey block	5	3
Bardon	Flat/apartment	3 storey block	1	4
Bardon	Flat/apartment	3 storey block	2	58
Bardon	Flat/apartment	3 storey block	3	29
Bardon	Flat/apartment	4-8 storey block	3	4
Bardon	Flat/apartment	4-8 storey block	4	3
Bardon	Separate house			20
Bardon	Separate house		1	10
Bardon	Separate house		2	285
Bardon	Separate house		3	898
Bardon	Separate house		4	1049
Bardon	Separate house		5	506
Bardon	Separate house		6	89
Paddington - Milton			0	6
Paddington - Milton			1	3
Paddington - Milton			3	4
Paddington - Milton			4	5
Paddington - Milton		1 storey	0	4
Paddington - Milton		1 storey	1	13
Paddington - Milton		2 storeys or more		7
Paddington - Milton		2 storeys or more	0	8
Paddington - Milton		2 storeys or more	1	27
Paddington - Milton		2 storeys or more	2	173
Paddington - Milton		2 storeys or more	3	174
Paddington - Milton		2 storeys or more	4	22
Paddington - Milton		2 storeys or more	5	4
Paddington - Milton	(Other)		1	8
Paddington - Milton	(Other)		2	11
Paddington - Milton	(Other)		3	5
Paddington - Milton	Flat/apartment	1 or 2 storey block		8
Paddington - Milton	Flat/apartment	1 or 2 storey block	0	16
Paddington - Milton	Flat/apartment	1 or 2 storey block	1	182
Paddington - Milton	Flat/apartment	1 or 2 storey block	2	158
Paddington - Milton	Flat/apartment	1 or 2 storey block	3	39
Paddington - Milton	Flat/apartment	1 or 2 storey block	4	13
Paddington - Milton	Flat/apartment	1 or 2 storey block	5	3
Paddington - Milton	Flat/apartment	3 storey block		5
Paddington - Milton	Flat/apartment	3 storey block	0	8
Paddington - Milton	Flat/apartment	3 storey block	1	79
Paddington - Milton	Flat/apartment	3 storey block	2	326
Paddington - Milton	Flat/apartment	3 storey block	3	65
Paddington - Milton	Flat/apartment	4-8 storey block		6
Paddington - Milton	Flat/apartment	4-8 storey block	0	9
Paddington - Milton	Flat/apartment	4-8 storey block	1	58
Paddington - Milton	Flat/apartment	4-8 storey block	2	177
Paddington - Milton	Flat/apartment	4-8 storey block	3	19
Paddington - Milton	Flat/apartment	9 or more storey block		6
Paddington - Milton	Flat/apartment	9 or more storey block	1	324
Paddington - Milton	Flat/apartment	9 or more storey block	2	338
Paddington - Milton	Flat/apartment	9 or more storey block	3	84
Paddington - Milton	Flat/apartment	9 or more storey block	4	4
Paddington - Milton	Flat/apartment	Attached to a house	4	3
Paddington - Milton	Separate house			25
Paddington - Milton	Separate house		0	4
Paddington - Milton	Separate house		1	22
Paddington - Milton	Separate house		2	292
Paddington - Milton	Separate house		3	1015
Paddington - Milton	Separate house		4	823
Paddington - Milton	Separate house		5	337
Paddington - Milton	Separate house		6	86
Red Hill (Qld)		1 storey	3	3
Red Hill (Qld)		2 storeys or more	1	16
Red Hill (Qld)		2 storeys or more	2	80
Red Hill (Qld)		2 storeys or more	3	52
Red Hill (Qld)		2 storeys or more	4	20
Red Hill (Qld)		2 storeys or more	5	5
Red Hill (Qld)	Flat/apartment	1 or 2 storey block		3
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	0	7
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	1	118
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	2	119
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	3	28
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	4	13
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	5	4
Red Hill (Qld)	Flat/apartment	1 or 2 storey block	6	5
Red Hill (Qld)	Flat/apartment	3 storey block	0	3
Red Hill (Qld)	Flat/apartment	3 storey block	1	51
Red Hill (Qld)	Flat/apartment	3 storey block	2	122
Red Hill (Qld)	Flat/apartment	3 storey block	3	21
Red Hill (Qld)	Flat/apartment	4-8 storey block		3
Red Hill (Qld)	Flat/apartment	4-8 storey block	1	37
Red Hill (Qld)	Flat/apartment	4-8 storey block	2	88
Red Hill (Qld)	Flat/apartment	4-8 storey block	3	27
Red Hill (Qld)	Separate house			12
Red Hill (Qld)	Separate house		1	22
Red Hill (Qld)	Separate house		2	209
Red Hill (Qld)	Separate house		3	614
Red Hill (Qld)	Separate house		4	440
Red Hill (Qld)	Separate house		5	170
Red Hill (Qld)	Separate house		6	43
Toowong			0	5
Toowong			1	9
Toowong			2	24
Toowong			3	15
Toowong		1 storey	3	3
Toowong		2 storeys or more	2	32
Toowong		2 storeys or more	3	91
Toowong		2 storeys or more	4	3
Toowong	Flat/apartment	1 or 2 storey block		6
Toowong	Flat/apartment	1 or 2 storey block	0	12
