SA2_NAME21	BornAust	Sex	persons
Woy Woy - Blackwall	0	F	1477
Woy Woy - Blackwall	0	M	1234
Woy Woy - Blackwall	1	F	5586
Woy Woy - Blackwall	1	M	5196
Wyoming	0	F	1178
Wyoming	0	M	1027
Wyoming	1	F	4460
Wyoming	1	M	4190
Bateau Bay - Killarney Vale	0	F	1375
Bateau Bay - Killarney Vale	0	M	1170
Bateau Bay - Killarney Vale	1	F	9871
Bateau Bay - Killarney Vale	1	M	9169
Blue Haven - San Remo	0	F	611
Blue Haven - San Remo	0	M	511
Blue Haven - San Remo	1	F	4918
Blue Haven - San Remo	1	M	4801
Budgewoi - Buff Point - Halekulani	0	F	549
Budgewoi - Buff Point - Halekulani	0	M	473
Budgewoi - Buff Point - Halekulani	1	F	4127
Budgewoi - Buff Point - Halekulani	1	M	3995
Chittaway Bay - Tumbi Umbi	0	F	1011
Chittaway Bay - Tumbi Umbi	0	M	953
Chittaway Bay - Tumbi Umbi	1	F	6968
Chittaway Bay - Tumbi Umbi	1	M	6530
Gorokan - Kanwal - Charmhaven	0	F	1521
Gorokan - Kanwal - Charmhaven	0	M	1251
Gorokan - Kanwal - Charmhaven	1	F	9256
Gorokan - Kanwal - Charmhaven	1	M	8795
Jilliby - Yarramalong	0	F	183
Jilliby - Yarramalong	0	M	199
Jilliby - Yarramalong	1	F	1434
Jilliby - Yarramalong	1	M	1450
Lake Munmorah - Mannering Park	0	F	699
Lake Munmorah - Mannering Park	0	M	591
Lake Munmorah - Mannering Park	1	F	4662
Lake Munmorah - Mannering Park	1	M	4381
Ourimbah - Fountaindale	0	F	430
Ourimbah - Fountaindale	0	M	357
Ourimbah - Fountaindale	1	F	1947
Ourimbah - Fountaindale	1	M	2007
Summerland Point - Gwandalan	0	F	339
Summerland Point - Gwandalan	0	M	348
Summerland Point - Gwandalan	1	F	2752
Summerland Point - Gwandalan	1	M	2770
The Entrance	0	F	1213
The Entrance	0	M	1068
The Entrance	1	F	6431
The Entrance	1	M	6017
Toukley - Norah Head	0	F	606
Toukley - Norah Head	0	M	523
Toukley - Norah Head	1	F	4095
Toukley - Norah Head	1	M	4036
Tuggerah - Kangy Angy	0	F	539
Tuggerah - Kangy Angy	0	M	462
Tuggerah - Kangy Angy	1	F	2089
Tuggerah - Kangy Angy	1	M	1939
Warnervale - Wadalba	0	F	1774
Warnervale - Wadalba	0	M	1639
Warnervale - Wadalba	1	F	8242
Warnervale - Wadalba	1	M	7620
Wyong	0	F	780
Wyong	0	M	704
Wyong	1	F	3449
Wyong	1	M	3510
Bathurst - East	0	F	545
Bathurst - East	0	M	504
Bathurst - East	1	F	5395
Bathurst - East	1	M	5313
Bathurst Surrounds	0	F	260
Bathurst Surrounds	0	M	274
Bathurst Surrounds	1	F	2799
Bathurst Surrounds	1	M	3097
Oberon	0	F	232
Oberon	0	M	298
Oberon	1	F	1767
Oberon	1	M	1899
Bathurst - South	0	F	732
Bathurst - South	0	M	807
Bathurst - South	1	F	4176
Bathurst - South	1	M	4390
Bathurst - West	0	F	643
Bathurst - West	0	M	637
Bathurst - West	1	F	6378
Bathurst - West	1	M	5992
Condobolin	0	F	157
Condobolin	0	M	154
Condobolin	1	F	2596
Condobolin	1	M	2645
Cowra	0	F	339
Cowra	0	M	312
Cowra	1	F	4084
Cowra	1	M	3872
Cowra Surrounds	0	F	189
Cowra Surrounds	0	M	187
Cowra Surrounds	1	F	2335
Cowra Surrounds	1	M	2345
Forbes	0	F	243
Forbes	0	M	198
Forbes	1	F	4321
Forbes	1	M	4273
Grenfell	0	F	106
Grenfell	0	M	94
Grenfell	1	F	1497
Grenfell	1	M	1584
Parkes (NSW)	0	F	343
Parkes (NSW)	0	M	322
Parkes (NSW)	1	F	4849
Parkes (NSW)	1	M	4616
Parkes Surrounds	0	F	80
Parkes Surrounds	0	M	64
Parkes Surrounds	1	F	1299
Parkes Surrounds	1	M	1478
West Wyalong	0	F	159
West Wyalong	0	M	153
West Wyalong	1	F	2320
West Wyalong	1	M	2341
Lithgow	0	F	685
Lithgow	0	M	618
Lithgow	1	F	5052
Lithgow	1	M	5126
Lithgow Surrounds	0	F	372
Lithgow Surrounds	0	M	420
Lithgow Surrounds	1	F	3416
Lithgow Surrounds	1	M	3509
Mudgee	0	F	559
Mudgee	0	M	489
Mudgee	1	F	5519
Mudgee	1	M	5308
Mudgee Surrounds - East	0	F	166
Mudgee Surrounds - East	0	M	147
Mudgee Surrounds - East	1	F	1286
Mudgee Surrounds - East	1	M	1399
Mudgee Surrounds - West	0	F	413
Mudgee Surrounds - West	0	M	391
Mudgee Surrounds - West	1	F	4402
Mudgee Surrounds - West	1	M	4744
Blayney	0	F	240
Blayney	0	M	224
Blayney	1	F	3297
Blayney	1	M	3249
Orange	0	F	1010
Orange	0	M	922
Orange	1	F	8139
Orange	1	M	7637
Orange - North	0	F	1312
Orange - North	0	M	1269
Orange - North	1	F	9920
Orange - North	1	M	9371
Orange Surrounds	0	F	375
Orange Surrounds	0	M	337
Orange Surrounds	1	F	5017
Orange Surrounds	1	M	5187
Grafton	0	F	640
Grafton	0	M	494
Grafton	1	F	8666
Grafton	1	M	8114
Grafton Surrounds	0	F	672
Grafton Surrounds	0	M	736
Grafton Surrounds	1	F	6565
Grafton Surrounds	1	M	7491
Maclean - Yamba - Iluka	0	F	1030
Maclean - Yamba - Iluka	0	M	842
Maclean - Yamba - Iluka	1	F	7336
Maclean - Yamba - Iluka	1	M	7110
Bellingen	0	F	507
Bellingen	0	M	442
Bellingen	1	F	2438
Bellingen	1	M	2258
Coffs Harbour - North	0	F	1582
Coffs Harbour - North	0	M	1366
Coffs Harbour - North	1	F	7272
Coffs Harbour - North	1	M	6673
Coffs Harbour - South	0	F	1178
Coffs Harbour - South	0	M	1011
Coffs Harbour - South	1	F	4340
Coffs Harbour - South	1	M	3808
Coramba - Nana Glen - Bucca	0	F	227
Coramba - Nana Glen - Bucca	0	M	211
Coramba - Nana Glen - Bucca	1	F	1556
Coramba - Nana Glen - Bucca	1	M	1652
Dorrigo	0	F	186
Dorrigo	0	M	170
Dorrigo	1	F	1250
Dorrigo	1	M	1298
Korora - Emerald Beach	0	F	861
Korora - Emerald Beach	0	M	784
Korora - Emerald Beach	1	F	4224
Korora - Emerald Beach	1	M	4057
Sawtell - Boambee	0	F	1238
Sawtell - Boambee	0	M	1055
Sawtell - Boambee	1	F	8661
Sawtell - Boambee	1	M	8066
Urunga	0	F	245
Urunga	0	M	229
Urunga	1	F	2069
Urunga	1	M	1993
Woolgoolga - Arrawarra	0	F	1433
Woolgoolga - Arrawarra	0	M	1244
Woolgoolga - Arrawarra	1	F	5545
Woolgoolga - Arrawarra	1	M	5486
Bourke - Brewarrina	0	F	82
Bourke - Brewarrina	0	M	78
Bourke - Brewarrina	1	F	1336
Bourke - Brewarrina	1	M	1321
Cobar	0	F	155
Cobar	0	M	139
Cobar	1	F	1553
Cobar	1	M	1624
Coonamble	0	F	70
Coonamble	0	M	58
Coonamble	1	F	1586
Coonamble	1	M	1639
Nyngan - Warren	0	F	148
Nyngan - Warren	0	M	117
Nyngan - Warren	1	F	1924
Nyngan - Warren	1	M	1922
Walgett - Lightning Ridge	0	F	226
Walgett - Lightning Ridge	0	M	225
Walgett - Lightning Ridge	1	F	1752
Walgett - Lightning Ridge	1	M	1867
Broken Hill	0	F	493
Broken Hill	0	M	407
Broken Hill	1	F	7726
Broken Hill	1	M	7393
Far West	0	F	47
Far West	0	M	48
Far West	1	F	859
Far West	1	M	923
Coonabarabran	0	F	242
Coonabarabran	0	M	223
Coonabarabran	1	F	3129
Coonabarabran	1	M	3153
Dubbo - East	0	F	455
Dubbo - East	0	M	489
Dubbo - East	1	F	4523
Dubbo - East	1	M	4240
Dubbo - South	0	F	1283
Dubbo - South	0	M	1177
Dubbo - South	1	F	8340
Dubbo - South	1	M	7346
Dubbo - West	0	F	504
Dubbo - West	0	M	520
Dubbo - West	1	F	4292
Dubbo - West	1	M	4059
Dubbo Surrounds	0	F	116
Dubbo Surrounds	0	M	116
Dubbo Surrounds	1	F	2473
Dubbo Surrounds	1	M	2634
Gilgandra	0	F	96
Gilgandra	0	M	53
Gilgandra	1	F	1854
Gilgandra	1	M	1844
Narromine	0	F	122
Narromine	0	M	130
Narromine	1	F	2604
Narromine	1	M	2674
Wellington	0	F	263
Wellington	0	M	391
Wellington	1	F	3336
Wellington	1	M	3824
Branxton - Greta - Pokolbin	0	F	602
Branxton - Greta - Pokolbin	0	M	540
Branxton - Greta - Pokolbin	1	F	5532
Branxton - Greta - Pokolbin	1	M	5589
Cessnock	0	F	803
Cessnock	0	M	936
Cessnock	1	F	9967
Cessnock	1	M	10556
Cessnock Surrounds	0	F	394
Cessnock Surrounds	0	M	354
Cessnock Surrounds	1	F	3888
Cessnock Surrounds	1	M	3964
Dungog	0	F	273
Dungog	0	M	249
Dungog	1	F	4237
Dungog	1	M	4257
Kurri Kurri - Abermain	0	F	587
Kurri Kurri - Abermain	0	M	540
Kurri Kurri - Abermain	1	F	9418
Kurri Kurri - Abermain	1	M	9120
Singleton	0	F	777
Singleton	0	M	781
Singleton	1	F	7084
Singleton	1	M	7444
Singleton Surrounds	0	F	186
Singleton Surrounds	0	M	158
Singleton Surrounds	1	F	2175
Singleton Surrounds	1	M	2323
Maitland	0	F	371
Maitland	0	M	402
Maitland	1	F	3839
Maitland	1	M	3674
Maitland - North	0	F	346
Maitland - North	0	M	310
Maitland - North	1	F	4033
Maitland - North	1	M	3782
East Maitland - Metford	0	F	1003
East Maitland - Metford	0	M	885
East Maitland - Metford	1	F	7810
East Maitland - Metford	1	M	7509
Rutherford (North) - Aberglasslyn	0	F	838
Rutherford (North) - Aberglasslyn	0	M	781
Rutherford (North) - Aberglasslyn	1	F	7889
Rutherford (North) - Aberglasslyn	1	M	7442
Rutherford (South) - Telarah	0	F	312
Rutherford (South) - Telarah	0	M	249
Rutherford (South) - Telarah	1	F	3525
Rutherford (South) - Telarah	1	M	3431
Tenambit - East Maitland	0	F	402
Tenambit - East Maitland	0	M	354
Tenambit - East Maitland	1	F	4704
Tenambit - East Maitland	1	M	4246
Thornton - Millers Forest	0	F	949
Thornton - Millers Forest	0	M	835
Thornton - Millers Forest	1	F	6971
Thornton - Millers Forest	1	M	6811
Anna Bay	0	F	506
Anna Bay	0	M	416
Anna Bay	1	F	2580
Anna Bay	1	M	2588
Lemon Tree Passage - Tanilba Bay	0	F	379
Lemon Tree Passage - Tanilba Bay	0	M	386
Lemon Tree Passage - Tanilba Bay	1	F	2871
Lemon Tree Passage - Tanilba Bay	1	M	2886
Nelson Bay Peninsula	0	F	1998
Nelson Bay Peninsula	0	M	1851
Nelson Bay Peninsula	1	F	8943
Nelson Bay Peninsula	1	M	8144
Raymond Terrace	0	F	616
Raymond Terrace	0	M	564
Raymond Terrace	1	F	6303
Raymond Terrace	1	M	6185
Seaham - Woodville	0	F	204
Seaham - Woodville	0	M	179
Seaham - Woodville	1	F	2533
Seaham - Woodville	1	M	2571
Tea Gardens - Hawks Nest	0	F	466
Tea Gardens - Hawks Nest	0	M	453
Tea Gardens - Hawks Nest	1	F	2187
Tea Gardens - Hawks Nest	1	M	2178
Williamtown - Medowie - Karuah	0	F	716
Williamtown - Medowie - Karuah	0	M	681
Williamtown - Medowie - Karuah	1	F	6448
Williamtown - Medowie - Karuah	1	M	6554
Muswellbrook	0	F	530
Muswellbrook	0	M	562
Muswellbrook	1	F	5065
Muswellbrook	1	M	5320
Muswellbrook Surrounds	0	F	147
Muswellbrook Surrounds	0	M	149
Muswellbrook Surrounds	1	F	1692
Muswellbrook Surrounds	1	M	1783
Scone	0	F	313
Scone	0	M	373
Scone	1	F	2583
Scone	1	M	2436
Scone Surrounds	0	F	339
Scone Surrounds	0	M	286
Scone Surrounds	1	F	3407
Scone Surrounds	1	M	3519
Dapto - Avondale	0	F	2079
Dapto - Avondale	0	M	1894
Dapto - Avondale	1	F	9830
Dapto - Avondale	1	M	9463
Horsley - Kembla Grange	0	F	1047
Horsley - Kembla Grange	0	M	967
Horsley - Kembla Grange	1	F	4983
Horsley - Kembla Grange	1	M	4875
Port Kembla Industrial	0	M	4
Port Kembla Industrial	1	M	3
Unanderra - Mount Kembla	0	F	1609
Unanderra - Mount Kembla	0	M	1406
Unanderra - Mount Kembla	1	F	5975
Unanderra - Mount Kembla	1	M	5772
Berkeley - Lake Heights - Cringila	0	F	1990
Berkeley - Lake Heights - Cringila	0	M	1788
Berkeley - Lake Heights - Cringila	1	F	4816
Berkeley - Lake Heights - Cringila	1	M	4846
Port Kembla - Warrawong	0	F	1451
Port Kembla - Warrawong	0	M	1292
Port Kembla - Warrawong	1	F	3088
Port Kembla - Warrawong	1	M	3175
Windang - Primbee	0	F	335
Windang - Primbee	0	M	306
Windang - Primbee	1	F	1628
Windang - Primbee	1	M	1697
Illawarra Catchment Reserve	1	M	4
Albion Park - Macquarie Pass	0	F	1246
Albion Park - Macquarie Pass	0	M	1143
Albion Park - Macquarie Pass	1	F	8125
Albion Park - Macquarie Pass	1	M	7910
Albion Park Rail	0	F	562
Albion Park Rail	0	M	477
Albion Park Rail	1	F	2849
Albion Park Rail	1	M	2699
Kiama	0	F	885
Kiama	0	M	723
Kiama	1	F	3510
Kiama	1	M	3331
Kiama Downs - Minnamurra	0	F	389
Kiama Downs - Minnamurra	0	M	365
Kiama Downs - Minnamurra	1	F	2553
Kiama Downs - Minnamurra	1	M	2522
Kiama Hinterland - Gerringong	0	F	524
Kiama Hinterland - Gerringong	0	M	457
Kiama Hinterland - Gerringong	1	F	3488
Kiama Hinterland - Gerringong	1	M	3303
Shellharbour - Flinders	0	F	1575
Shellharbour - Flinders	0	M	1538
Shellharbour - Flinders	1	F	7900
Shellharbour - Flinders	1	M	7744
Shellharbour - Oak Flats	0	F	1109
Shellharbour - Oak Flats	0	M	967
Shellharbour - Oak Flats	1	F	4133
Shellharbour - Oak Flats	1	M	3872
Warilla	0	F	2025
Warilla	0	M	1635
Warilla	1	F	7727
Warilla	1	M	7588
Balgownie - Fairy Meadow	0	F	2465
Balgownie - Fairy Meadow	0	M	2256
Balgownie - Fairy Meadow	1	F	8015
Balgownie - Fairy Meadow	1	M	7875
Corrimal - Tarrawanna - Bellambi	0	F	1656
Corrimal - Tarrawanna - Bellambi	0	M	1309
Corrimal - Tarrawanna - Bellambi	1	F	6303
Corrimal - Tarrawanna - Bellambi	1	M	6063
Figtree - Keiraville	0	F	2616
Figtree - Keiraville	0	M	2684
Figtree - Keiraville	1	F	8403
Figtree - Keiraville	1	M	8176
Helensburgh	0	F	618
Helensburgh	0	M	578
Helensburgh	1	F	3812
Helensburgh	1	M	3905
Thirroul - Austinmer - Coalcliff	0	F	1038
Thirroul - Austinmer - Coalcliff	0	M	953
Thirroul - Austinmer - Coalcliff	1	F	4819
Thirroul - Austinmer - Coalcliff	1	M	4833
Woonona - Bulli - Russell Vale	0	F	1633
Woonona - Bulli - Russell Vale	0	M	1308
Woonona - Bulli - Russell Vale	1	F	8806
Woonona - Bulli - Russell Vale	1	M	8352
Wollongong - East	0	F	2404
Wollongong - East	0	M	2309
Wollongong - East	1	F	5392
Wollongong - East	1	M	5163
Wollongong - West	0	F	2524
Wollongong - West	0	M	2551
Wollongong - West	1	F	5223
Wollongong - West	1	M	5373
Bulahdelah - Stroud	0	F	220
Bulahdelah - Stroud	0	M	222
Bulahdelah - Stroud	1	F	2114
Bulahdelah - Stroud	1	M	2161
Forster	0	F	916
Forster	0	M	794
Forster	1	F	6332
Forster	1	M	5668
Forster-Tuncurry Surrounds	0	F	416
Forster-Tuncurry Surrounds	0	M	419
Forster-Tuncurry Surrounds	1	F	2708
Forster-Tuncurry Surrounds	1	M	2791
Tuncurry	0	F	360
Tuncurry	0	M	309
Tuncurry	1	F	2800
Tuncurry	1	M	2525
Kempsey	0	F	512
Kempsey	0	M	512
Kempsey	1	F	6560
Kempsey	1	M	6654
Kempsey Surrounds	0	F	426
Kempsey Surrounds	0	M	404
Kempsey Surrounds	1	F	3766
Kempsey Surrounds	1	M	3964
Macksville - Scotts Head	0	F	251
Macksville - Scotts Head	0	M	201
Macksville - Scotts Head	1	F	2229
Macksville - Scotts Head	1	M	2127
Nambucca Heads	0	F	444
Nambucca Heads	0	M	366
Nambucca Heads	1	F	2884
Nambucca Heads	1	M	2700
Nambucca Heads Surrounds	0	F	423
Nambucca Heads Surrounds	0	M	357
Nambucca Heads Surrounds	1	F	3307
Nambucca Heads Surrounds	1	M	3259
South West Rocks	0	F	303
South West Rocks	0	M	248
South West Rocks	1	F	2378
South West Rocks	1	M	2327
Lord Howe Island	0	F	44
Lord Howe Island	0	M	35
Lord Howe Island	1	F	165
Lord Howe Island	1	M	165
Laurieton - Bonny Hills	0	F	1081
Laurieton - Bonny Hills	0	M	911
Laurieton - Bonny Hills	1	F	8005
Laurieton - Bonny Hills	1	M	7614
Port Macquarie - West	0	F	1665
Port Macquarie - West	0	M	1429
Port Macquarie - West	1	F	8986
Port Macquarie - West	1	M	7797
Port Macquarie Surrounds	0	F	243
Port Macquarie Surrounds	0	M	211
Port Macquarie Surrounds	1	F	2114
Port Macquarie Surrounds	1	M	2298
Wauchope	0	F	529
Wauchope	0	M	495
Wauchope	1	F	5784
Wauchope	1	M	5301
Port Macquarie - East	0	F	856
Port Macquarie - East	0	M	858
Port Macquarie - East	1	F	4942
Port Macquarie - East	1	M	4566
Port Macquarie - South	0	F	1267
Port Macquarie - South	0	M	1121
Port Macquarie - South	1	F	7535
Port Macquarie - South	1	M	6802
Gloucester	0	F	238
Gloucester	0	M	195
Gloucester	1	F	2239
Gloucester	1	M	2240
Old Bar - Manning Point - Red Head	0	F	716
Old Bar - Manning Point - Red Head	0	M	691
Old Bar - Manning Point - Red Head	1	F	5290
Old Bar - Manning Point - Red Head	1	M	5004
Taree	0	F	947
Taree	0	M	836
Taree	1	F	9180
Taree	1	M	8330
Taree Surrounds	0	F	629
Taree Surrounds	0	M	568
Taree Surrounds	1	F	5318
Taree Surrounds	1	M	5506
Wingham	0	F	191
Wingham	0	M	166
Wingham	1	F	2390
Wingham	1	M	2277
Albury - East	0	F	1002
Albury - East	0	M	943
Albury - East	1	F	7860
Albury - East	1	M	7389
Albury - North	0	F	611
Albury - North	0	M	571
Albury - North	1	F	4465
Albury - North	1	M	4049
Albury - South	0	F	687
Albury - South	0	M	693
Albury - South	1	F	4450
Albury - South	1	M	4031
Albury Surrounds	0	F	397
Albury Surrounds	0	M	374
Albury Surrounds	1	F	5256
Albury Surrounds	1	M	5393
Lavington	0	F	1212
Lavington	0	M	1164
Lavington	1	F	6387
Lavington	1	M	5848
Hay	0	F	97
Hay	0	M	99
Hay	1	F	1166
Hay	1	M	1152
Wentworth - Buronga	0	F	215
Wentworth - Buronga	0	M	199
Wentworth - Buronga	1	F	2567
Wentworth - Buronga	1	M	2684
Wentworth-Balranald Region	0	F	159
Wentworth-Balranald Region	0	M	174
Wentworth-Balranald Region	1	F	1316
Wentworth-Balranald Region	1	M	1471
Corowa	0	F	229
Corowa	0	M	206
Corowa	1	F	2466
Corowa	1	M	2328
Corowa Surrounds	0	F	277
Corowa Surrounds	0	M	225
Corowa Surrounds	1	F	2972
Corowa Surrounds	1	M	3126
Deniliquin	0	F	209
Deniliquin	0	M	210
Deniliquin	1	F	3057
Deniliquin	1	M	2823
Deniliquin Surrounds	0	F	211
Deniliquin Surrounds	0	M	156
Deniliquin Surrounds	1	F	2766
Deniliquin Surrounds	1	M	2982
Moama	0	F	307
Moama	0	M	249
Moama	1	F	3020
Moama	1	M	2864
Tocumwal - Finley - Jerilderie	0	F	411
Tocumwal - Finley - Jerilderie	0	M	361
Tocumwal - Finley - Jerilderie	1	F	4035
Tocumwal - Finley - Jerilderie	1	M	3990
Armidale	0	F	2086
Armidale	0	M	1855
Armidale	1	F	9283
Armidale	1	M	8453
Armidale Surrounds - North	0	F	171
Armidale Surrounds - North	0	M	179
Armidale Surrounds - North	1	F	1747
Armidale Surrounds - North	1	M	1863
Armidale Surrounds - South	0	F	250
Armidale Surrounds - South	0	M	202
Armidale Surrounds - South	1	F	2601
Armidale Surrounds - South	1	M	2454
Walcha	0	F	87
Walcha	0	M	84
Walcha	1	F	1304
Walcha	1	M	1324
Glen Innes	0	F	342
Glen Innes	0	M	327
Glen Innes	1	F	3688
Glen Innes	1	M	3602
Inverell	0	F	450
Inverell	0	M	437
Inverell	1	F	5230
Inverell	1	M	4822
Inverell Surrounds - East	0	F	184
Inverell Surrounds - East	0	M	171
Inverell Surrounds - East	1	F	2058
Inverell Surrounds - East	1	M	2161
Inverell Surrounds - West	0	F	140
Inverell Surrounds - West	0	M	89
Inverell Surrounds - West	1	F	2432
Inverell Surrounds - West	1	M	2474
Tenterfield	0	F	289
Tenterfield	0	M	301
Tenterfield	1	F	2818
Tenterfield	1	M	2680
Moree	0	F	256
Moree	0	M	263
Moree	1	F	2989
Moree	1	M	2891
Moree Surrounds	0	F	116
Moree Surrounds	0	M	106
Moree Surrounds	1	F	1831
Moree Surrounds	1	M	1949
Narrabri	0	F	173
Narrabri	0	M	170
Narrabri	1	F	3025
Narrabri	1	M	2930
Narrabri Surrounds	0	F	96
Narrabri Surrounds	0	M	79
Narrabri Surrounds	1	F	1796
Narrabri Surrounds	1	M	1945
Gunnedah	0	F	304
Gunnedah	0	M	254
Gunnedah	1	F	4223
Gunnedah	1	M	4113
Gunnedah Surrounds	0	F	91
Gunnedah Surrounds	0	M	78
Gunnedah Surrounds	1	F	1817
Gunnedah Surrounds	1	M	1894
Quirindi	0	F	193
Quirindi	0	M	163
Quirindi	1	F	3124
Quirindi	1	M	3155
Tamworth - East	0	F	837
Tamworth - East	0	M	897
Tamworth - East	1	F	9215
Tamworth - East	1	M	8980
Tamworth - North	0	F	1016
Tamworth - North	0	M	977
Tamworth - North	1	F	7146
Tamworth - North	1	M	6304
Tamworth - West	0	F	246
Tamworth - West	0	M	280
Tamworth - West	1	F	2421
Tamworth - West	1	M	2292
Tamworth Surrounds	0	F	564
Tamworth Surrounds	0	M	461
Tamworth Surrounds	1	F	8343
Tamworth Surrounds	1	M	8357
Belmont - Bennetts Green	0	F	877
Belmont - Bennetts Green	0	M	762
Belmont - Bennetts Green	1	F	7889
Belmont - Bennetts Green	1	M	7686
Belmont South - Blacksmiths	0	F	226
