SA2_NAME21	persons
Wagga Wagga Surrounds	17788
Berry - Kangaroo Valley	9489
Callala Bay - Currarong	3642
Culburra Beach	5105
Ettrema - Sassafras - Budawang	62
Huskisson - Vincentia	4844
North Nowra - Bomaderry	16098
Nowra	22584
St Georges Basin - Erowal Bay	15259
Sussex Inlet - Berrara	4694
Tomerong - Wandandian - Woollamia	3708
Ulladulla	17026
Ulladulla Surrounds	5822
Bowral	13626
Hill Top - Colo Vale	6393
Mittagong	10931
Moss Vale - Berrima	10648
Robertson - Fitzroy Falls	3829
Southern Highlands	7250
Baulkham Hills - East	24726
Baulkham Hills (West) - Bella Vista	21683
Glenhaven	6361
West Pennant Hills	12683
Castle Hill - Central	7677
Castle Hill - East	5670
Castle Hill - North	12189
Castle Hill - South	10419
Castle Hill - West	5183
Cherrybrook	19082
Kellyville - East	17709
Kellyville - West	11375
Dural - Kenthurst - Wisemans Ferry	22479
Galston - Laughtondale	5436
Bilpin - Colo - St Albans	2846
Kurrajong Heights - Ebenezer	22161
Pitt Town - McGraths Hill	11414
Box Hill - Nelson	10287
North Kellyville	17401
Rouse Hill - Beaumont Hills	17581
Blacktown (East) - Kings Park	17032
Blacktown (North) - Marayong	20584
Doonside - Woodcroft	23384
Lalor Park - Kings Langley	25373
Blacktown - South	12646
Blacktown - West	17141
Seven Hills - Prospect	14866
Toongabbie - West	11578
Glenwood	15829
Acacia Gardens	3668
Quakers Hill	24670
Kellyville Ridge - The Ponds	21058
Marsden Park - Shanes Park	15524
Riverstone	13844
Schofields (West) - Colebee	10011
Schofields - East	25130
Stanhope Gardens - Parklea	13034
Bidwill - Hebersham - Emerton	18536
Glendenning - Dean Park	8374
Hassall Grove - Plumpton	21414
Lethbridge Park - Tregear	21551
Mount Druitt - Whalan	22918
Prospect Reservoir	12
Rooty Hill - Minchinbury	22826
Banksmeadow	508
Botany	12960
Pagewood - Hillsdale - Daceyville	14762
Port Botany Industrial	6
Sydney Airport	19
Eastlakes	8941
Mascot	21573
Petersham - Stanmore	19898
Sydenham - Tempe - St Peters	8278
Marrickville - North	12317
Marrickville - South	14283
Darlinghurst	10615
Erskineville - Alexandria	19126
Glebe - Forest Lodge	20262
Potts Point - Woolloomooloo	18187
Surry Hills	15828
Camperdown - Darlington	8332
Chippendale	7803
Newtown (NSW)	14667
Pyrmont	12658
Redfern	13670
Rosebery - Beaconsfield	12290
Sydney (North) - Millers Point	8004
Sydney (South) - Haymarket	19935
Ultimo	7410
Waterloo	16379
Zetland	12622
Bondi - Tamarama - Bronte	19055
Bondi Beach - North Bondi	20705
Bondi Junction - Waverly	17720
Dover Heights	11122
Paddington - Moore Park	14793
Rose Bay - Vaucluse - Watsons Bay	11924
Woollahra	7454
Bellevue Hill	14429
Double Bay - Darling Point	9958
Kensington (NSW)	11809
Kingsford	13605
Maroubra - North	9790
Maroubra - South	11084
Maroubra - West	9846
Randwick - North	16206
Randwick - South	12735
Coogee - Clovelly	19521
Malabar - La Perouse	10610
Matraville - Chifley	13412
South Coogee	5611
Bass Hill - Georges Hall	23855
Chullora	1469
Condell Park	12773
Padstow	17200
Revesby	17664
Yagoona - Birrong	22484
Bankstown - North	16981
Bankstown - South	18434
Greenacre - North	14637
Greenacre - South	13416
Panania (North) - Milperra	11340
Panania (South) - Picnic Point	15994
Belmore - Belfield	20332
Punchbowl	21544
Roselands	14577
Lakemba	17092
Wiley Park	10135
Campsie - North	11905
Campsie - South	9059
Canterbury - South	12220
Earlwood	17969
Kingsgrove - North	6261
Narwee - Beverly Hills	13791
Oatley - Hurstville Grove	12594
Peakhurst - Lugarno	20220
Riverwood	11606
South Hurstville - Blakehurst	25259
Hurstville - Central	12046
Hurstville - North	12109
Mortdale - Oatley	14715
Penshurst	9528
Kingsgrove (South) - Bardwell Park	12973
Kogarah	13051
Kogarah Bay - Carlton - Allawah	16200
Monterey - Brighton-le-Sands - Kyeemagh	13896
Rockdale - Banksia	19853
Sans Souci - Ramsgate	16659
Arncliffe - Bardwell Valley	16579
Bexley - North	10145
Bexley - South	15831
Wolli Creek	10731
Concord - Mortlake - Cabarita	23113
Drummoyne - Rodd Point	18366
Five Dock - Abbotsford	20933
Concord West - North Strathfield	12842
Rhodes	11453
Balmain	15579
Lilyfield - Rozelle	13824
Annandale (NSW)	9464
Leichhardt	17532
Canterbury (North) - Ashbury	11999
Croydon Park - Enfield	17434
Dulwich Hill - Lewisham	17948
Haberfield - Summer Hill	13520
Homebush	20822
Strathfield South	3636
Ashfield - North	11456
Ashfield - South	12246
Burwood (NSW)	15942
Croydon	10993
Strathfield - East	16420
Strathfield - West	9253
Chatswood (West) - Lane Cove North	21294
St Leonards - Naremburn	11903
Artarmon	9406
Castle Cove - Northbridge	13440
Chatswood - East	19601
Greenwich - Riverview	12928
Lane Cove	15888
Willoughby	12996
Asquith - Mount Colah	22057
Berowra - Brooklyn - Cowan	11790
Normanhurst - Thornleigh - Westleigh	19158
Hornsby - East	11943
Hornsby - West	10629
Wahroonga (West) - Waitara	11877
Gordon - Killara	22433
Lindfield - Roseville	24599
Pymble	17221
St Ives	21665
Turramurra	20251
Wahroonga (East) - Warrawee	18191
Cremorne - Cammeray	18905
Crows Nest - Waverton	17916
Neutral Bay - Kirribilli	17183
North Sydney - Lavender Bay	12441
Mosman - North	13763
Mosman - South	14565
Balgowlah - Clontarf - Seaforth	20732
Manly - Fairlight	22438
Avalon - Palm Beach	13052
Bayview - Elanora Heights	11243
Newport - Bilgola	13681
Mona Vale - Warriewood (North)	14634
North Narrabeen - Warriewood (South)	10874
Beacon Hill - Narraweena	14547
Cromer	8046
Forestville - Killarney Heights	13161
Freshwater - Brookvale	21828
Manly Vale - Allambie Heights	17550
Terrey Hills - Duffys Forest	3786
Belrose	8652
Collaroy - Collaroy Plateau	13980
Dee Why (South) - North Curl Curl	9116
Dee Why - North	17816
Frenchs Forest - Oxford Falls	17175
Narrabeen - Wheeler Heights	11241
Camden - Ellis Lane	13295
Currans Hill	6445
Elderslie - Narellan	14019
Harrington Park	11241
Mount Annan	19040
Spring Farm	9539
Bradbury - Wedderburn	20011
Campbelltown - Woodbine	22084
Claymore - Eagle Vale - Raby	20236
Holsworthy Military Area	5
Leumeah - Minto Heights	16729
Minto - St Andrews	21335
Rosemeadow - Glen Alpine	21155
Denham Court - Bardia	14868
Glenfield	10536
Ingleburn	16720
Macquarie Fields	14198
Bargo	5934
Douglas Park - Appin	11112
Picton - Tahmoor - Buxton	18987
The Oaks - Oakdale	9808
Blackheath - Megalong Valley	5764
Blaxland - Warrimoo - Lapstone	18993
Blue Mountains - North	7
Katoomba - Leura	13348
Lawson - Hazelbrook - Linden	11445
Springwood - Winmalee	21964
Wentworth Falls	6428
Blue Mountains - South	8
Cambridge Park	16004
Emu Plains - Leonay	13914
Glenmore Park - Regentville	21002
Jamisontown - South Penrith	17326
Kingswood - Werrington	24625
Mulgoa - Luddenham - Orchard Hills	12040
Penrith	17966
Warragamba - Silverdale	6025
Cranebrook - Castlereagh	17029
Jordan Springs - Llandilo	13388
Richmond - Clarendon	15239
Windsor - Bligh Park	15264
Yarramundi - Londonderry	7504
Erskine Park	6486
St Clair	19942
Colyton - Oxley Park	13028
St Marys - North St Marys	17325
Rookwood Cemetery	3
Auburn - Central	19487
Auburn - North	10592
Auburn - South	8860
Berala	8610
Lidcombe	21197
Regents Park	5138
Silverwater - Newington	9246
Wentworth Point - Sydney Olympic Park	20412
Ermington - Rydalmere	24641
Oatlands - Dundas Valley	18508
Carlingford - East	11622
Carlingford - West	19251
Chester Hill - Sefton	20842
Fairfield - East	15742
Granville - Clyde	23250
Guildford - South Granville	22386
Guildford West - Merrylands West	22929
Smithfield Industrial	10
Yennora Industrial	12
Greystanes - South	16645
Merrylands - Holroyd	23806
Pemulwuy - Greystanes (North)	10893
South Wentworthville	7305
North Parramatta	22878
North Rocks	8451
Northmead	20275
Toongabbie - Constitution Hill	22853
Winston Hills	11199
Pendle Hill - Girraween	13939
Wentworthville - Westmead	21568
Parramatta - North	12062
Parramatta - South	9867
Rosehill - Harris Park	9034
Pennant Hills - Cheltenham	21737
Epping (East) - North Epping	14404
Epping (NSW) - West	18690
Gladesville - Huntleys Point	15456
Hunters Hill - Woolwich	9844
Macquarie Park - Marsfield	23818
North Ryde - East Ryde	15622
West Ryde - Meadowbank	20102
Putney	4163
Denistone	6969
Eastwood	18974
Ryde - North	20291
Ryde - South	11972
Ashcroft - Busby - Miller	17962
Austral - Greendale	12533
Badgerys Creek	25
Cecil Hills	6906
Green Valley	12919
Hinchinbrook	13038
Hoxton Park - Carnes Hill - Horningsea Park	13263
West Hoxton - Middleton Grange	17194
Cobbitty - Bringelly	4761
Gledswood Hills - Gregory Hills	14299
Leppington - Catherine Field	12559
Oran Park	17624
Bonnyrigg Heights - Bonnyrigg	17154
Bossley Park - Abbotsbury	19690
Cabramatta - Lansvale	24101
Cabramatta West - Mount Pritchard	18249
Canley Vale - Canley Heights	22261
Edensor Park	10279
Fairfield	18248
Fairfield - West	21249
Greenfield Park - Prairiewood	8855
Horsley Park - Kemps Creek	4344
Smithfield - Wetherill Park	19510
St Johns Park - Wakeley	11197
Wetherill Park Industrial	37
Casula	16584
Chipping Norton - Moorebank	20813
Holsworthy - Wattle Grove	21129
Lurnea - Cartwright	12670
Warwick Farm	5937
Edmondson Park	12080
Liverpool - East	17536
Liverpool - West	13737
Prestons	15692
Gymea - Grays Point	18156
Miranda - Yowie Bay	20705
Sylvania - Taren Point	16430
Caringbah	12858
Caringbah South	13015
Cronulla - Kurnell - Bundeena	24374
Lilli Pilli - Port Hacking - Dolans Bay	3369
Woolooware - Burraneer	8947
Heathcote - Waterfall	6673
Illawong - Alfords Point	10554
Menai - Lucas Heights - Woronora	20927
Oyster Bay - Como - Jannali	22063
Royal National Park	42
Sutherland - Kirrawee	23238
Engadine	17356
Loftus - Yarrawarrah	7348
Woronora Heights	3539
No usual address (NSW)	11371
Alfredton	16835
Ballarat	12131
Buninyong	7261
Delacombe	10661
Smythes Creek	4230
Wendouree - Miners Rest	15333
Ballarat East - Warrenheip	9691
Ballarat North - Invermay	14750
Canadian - Mount Clear	12225
Sebastopol - Redan	13086
Bacchus Marsh Surrounds	6559
Creswick - Clunes	8085
Daylesford	9955
Gordon (Vic.)	6372
Avoca	3532
Beaufort	4644
Golden Plains - North	4894
Maryborough (Vic.)	8160
Maryborough Surrounds	5526
Bendigo	14929
California Gully - Eaglehawk	12949
East Bendigo - Kennington	13988
Flora Hill - Spring Gully	9437
Kangaroo Flat - Golden Square	21043
Maiden Gully	5518
Strathfieldsaye	10719
White Hills - Ascot	14446
Bendigo Surrounds - South	8344
Castlemaine	11352
Castlemaine Surrounds	9225
Heathcote	5062
Kyneton	10562
Woodend	7949
Bendigo Surrounds - North	4934
Loddon	7289
Bannockburn	7754
Golden Plains - South	8111
Winchelsea	6614
Belmont	15017
Geelong	13504
Geelong West - Hamlyn Heights	21200
Highton	24034
Lara	20817
Leopold	13272
Newcomb - Moolap	15462
Newtown (Vic.)	10445
North Geelong - Bell Park	15795
Charlemont	10300
Corio - Lovely Banks	18325
Grovedale - Mount Duneed	24763
Norlane	9051
Clifton Springs	16797
Lorne - Anglesea	6234
Portarlington	9536
Point Lonsdale - Queenscliff	5519
Torquay	24607
Barwon Heads - Armstrong Creek	11333
Ocean Grove	19394
Alexandra	6828
Euroa	6922
Kilmore - Broadford	15563
Mansfield (Vic.)	10517
Nagambie	4537
Seymour	6569
Seymour Surrounds	4645
Upper Yarra Valley	238
Yea	4182
Benalla	10822
Benalla Surrounds	3781
Rutherglen	4047
Wangaratta	19882
Wangaratta Surrounds	9925
Beechworth	4986
Bright - Mount Beauty	8903
Chiltern - Indigo Valley	3184
Myrtleford	4745
Towong	6196
West Wodonga	15396
Yackandandah	5221
Baranduda - Leneva	12778
Wodonga	15082
Drouin	19773
Mount Baw Baw Region	6585
Trafalgar (Vic.)	8368
Warragul	23051
Bairnsdale	15684
Bruthen - Omeo	8290
Lakes Entrance	11164
Orbost	6727
Paynesville	6977
Foster	9446
French Island	139
Korumburra	9842
Leongatha	11502
Phillip Island	13799
Wilsons Promontory	16
Wonthaggi - Inverloch	26792
Churchill	11912
Moe - Newborough	17291
Morwell	14432
Yallourn North - Glengarry	4707
Traralgon - East	12000
Traralgon - West	16822
Alps - West	23
Longford - Loch Sport	4915
Maffra	14756
Rosedale	4928
Sale	15301
Yarram	5605
Brunswick East	12738
Brunswick West	14318
Pascoe Vale South	10390
Brunswick - North	12890
Brunswick - South	12983
Coburg - East	12535
Coburg - West	14031
Alphington - Fairfield	8994
Thornbury	18919
Northcote - East	15068
Northcote - West	10299
Ascot Vale	15191
Flemington	9065
Moonee Ponds	16224
Essendon (West) - Aberfeldie	16042
Essendon - East	12191
Carlton	16655
Docklands	15493
East Melbourne	4896
Flemington Racecourse	77
Kensington (Vic.)	10745
Parkville	7297
South Yarra - West	6423
Melbourne CBD - East	9848
Melbourne CBD - North	16870
Melbourne CBD - West	15648
North Melbourne	15637
Southbank (West) - South Wharf	6463
Southbank - East	16101
West Melbourne - Residential	7446
Albert Park	15825
Elwood	14818
Port Melbourne	16192
St Kilda East	15813
Port Melbourne Industrial	1907
South Melbourne	11693
St Kilda - Central	11857
St Kilda - West	13858
Armadale	9336
Prahran - Windsor	19119
Toorak	12953
South Yarra - North	11192
South Yarra - South	9939
Abbotsford	9088
Carlton North - Princes Hill	8186
Collingwood	9179
Fitzroy	10431
Fitzroy North	12781
Clifton Hill - Alphington	9855
Richmond (South) - Cremorne	17671
Richmond - North	13867
Ashburton (Vic.)	7952
Balwyn	16163
Balwyn North	21123
Camberwell	21232
Glen Iris - East	16829
Hawthorn East	15684
Kew East	6482
Surrey Hills (West) - Canterbury	15944
Hawthorn - North	9890
Hawthorn - South	11957
Kew - South	11601
Kew - West	13039
Bulleen	11289
Doncaster	24814
Templestowe	16966
Templestowe Lower	14191
Doncaster East - North	15672
Doncaster East - South	15454
Blackburn	22106
Blackburn South	10939
Box Hill	22841
Box Hill North	18126
Burwood (Vic.)	12336
Burwood East	10675
Surrey Hills (East) - Mont Albert	10166
Beaumaris	14021
Brighton (Vic.)	22758
Brighton East	16540
Highett (West) - Cheltenham	12439
Hampton	18200
Sandringham - Black Rock	17358
Bentleigh - McKinnon	24896
Carnegie	18534
Caulfield - North	22362
Caulfield - South	18075
Elsternwick	11904
Hughesdale	7563
Murrumbeena	9369
Ormond - Glen Huntly	13128
Bentleigh East - North	16583
Bentleigh East - South	14057
Aspendale Gardens - Waterways	8853
Braeside	31
Carrum - Patterson Lakes	12032
Chelsea - Bonbeach	15204
Chelsea Heights	5393
Highett (East) - Cheltenham	24085
Edithvale - Aspendale	13563
Mentone	13197
Moorabbin - Heatherton	9116
Moorabbin Airport	26
Mordialloc - Parkdale	21199
Malvern - Glen Iris	20239
Malvern East	21923
Bundoora - East	9831
Greensborough	20807
Heidelberg - Rosanna	16039
Heidelberg West	14852
Ivanhoe	12458
Ivanhoe East - Eaglemont	7740
Montmorency - Briar Hill	16539
Viewbank - Yallambie	18733
Watsonia	9236
Kingsbury	10408
Preston - East	20711
Preston - West	12696
Reservoir - North East	14795
Reservoir - North West	9801
Reservoir - South East	12799
Reservoir - South West	14090
Eltham	23444
Hurstbridge	3554
Kinglake	4204
Panton Hill - St Andrews	5091
Plenty - Yarrambat	9454
Research - North Warrandyte	6935
Wattle Glen - Diamond Creek	14417
Bundoora - North	7350
Bundoora - West	6186
Mill Park - North	17470
Mill Park - South	11240
Thomastown	19998
Wallan	22627
Whittlesea	10661
Epping - East	13144
Epping - South	8204
Epping (Vic.) - West	12143
South Morang - North	12595
South Morang - South	12392
Wollert	24407
Doreen - North	16299
Doreen - South	10471
Lalor - East	9947
Lalor - West	13513
Mernda - North	11427
Mernda - South	11940
Airport West	8173
Essendon Airport	13
Keilor	8548
Niddrie - Essendon West	7460
Strathmore	10031
Avondale Heights	12388
Keilor East	15073
Gisborne	14222
Macedon	3523
Riddells Creek	4457
Romsey	10765
Coburg North	8425
Fawkner	14002
Gowanbrae	3111
Hadfield	6241
Glenroy - East	14783
Glenroy - West	8857
Oak Park	7898
Pascoe Vale	17214
Sunbury	13671
Diggers Rest	5237
Sunbury - South	14985
Sunbury - West	11166
Broadmeadows	13859
Campbellfield - Coolaroo	16057
Gladstone Park - Westmeadows	18024
Greenvale - Bulla	22095
Meadow Heights	14890
Melbourne Airport	126
Tullamarine	6576
Craigieburn - Central	8099
Craigieburn - North	12309
Craigieburn - South	21673
Mickleham - Yuroke	23374
Craigieburn - North West	9842
Craigieburn - West	12999
Roxburgh Park (South) - Somerton	9479
Roxburgh Park - North	14658
Bayswater	12589
Knoxfield - Scoresby	16601
Lysterfield	6594
Rowville - Central	15418
Rowville - North	7905
Rowville - South	10375
Wantirna	14341
Wantirna South	17942
Boronia	23560
Ferntree Gully - North	14145
Ferntree Gully (South) - Upper Ferntree Gully	15334
The Basin	4345
Donvale - Park Orchards	16275
Warrandyte - Wonga Park	10112
Bayswater North	11871
Croydon Hills - Warranwood	18059
Ringwood	18715
Ringwood East	21132
Ringwood North	9654
Croydon - East	16109
Croydon - West	14139
Croydon South	4898
Forest Hill	10780
Mitcham (Vic.)	16795
Nunawading	12413
Vermont	10993
Vermont South	11954
Belgrave - Selby	10005
Chirnside Park	11779
Healesville - Yarra Glen	14065
Kilsyth	9916
Lilydale - Coldstream	19599
Monbulk - Silvan	5816
Montrose	6943
Mooroolbark	23146
Mount Dandenong - Olinda	9706
Mount Evelyn	9799
Upwey - Tecoma	9777
Wandin - Seville	7902
Yarra Valley	16799
Emerald - Cockatoo	18633
Beaconsfield - Officer	23632
Bunyip - Garfield	9868
Koo Wee Rup	10069
Pakenham - North East	15441
Pakenham - North West	7479
Pakenham - South East	6439
Pakenham - South West	26783
Berwick - North	22963
Doveton	11889
Hallam	11472
Narre Warren North	8241
Endeavour Hills - North	12086
Endeavour Hills - South	13360
Narre Warren - North East	13504
Narre Warren - South West	14758
Berwick - South East	17760
Berwick - South West	11254
Cranbourne	21281
Cranbourne South	17400
Cranbourne West	21535
Lynbrook - Lyndhurst	18027
Pearcedale - Tooradin	8024
Narre Warren South - East	13152
Narre Warren South - West	16713
Clyde North - North	10535
Clyde North - South	14802
Cranbourne East - North	23415
Cranbourne East - South	12289
Cranbourne North - East	12772
Cranbourne North - West	11910
Hampton Park - East	12715
Hampton Park - West	13368
Clarinda - Oakleigh South	11554
Clayton South	13381
Dandenong North	22526
Dingley Village	10499
Noble Park North	7456
Springvale	22248
Springvale South	12621
Noble Park - East	12739
Noble Park - West	19591
Dandenong - North	21487
Dandenong - South	9350
Keysborough - North	15096
Keysborough - South	15093
Ashwood - Chadstone	19507
Glen Waverley - East	21603
Glen Waverley - West	21036
Mount Waverley - North	16073
Mount Waverley - South	19265
Mulgrave	19889
Oakleigh - Huntingdale	22928
Wheelers Hill	20652
Clayton (North) - Notting Hill	9829
Clayton - Central	12052
Ardeer - Albion	7502
Cairnlea	10038
Delahey	8077
Keilor Downs	13082
Kings Park (Vic.)	13983
St Albans - North	20581
St Albans - South	17454
Sunshine	9445
Sunshine North	12047
Sunshine West	18558
Sydenham	11726
Taylors Lakes	16910
Deer Park	18004
Derrimut	8653
Altona	13556
Altona Meadows	18479
Altona North	14931
Newport	18753
Seabrook	4952
Williamstown	15912
Braybrook	19068
Footscray	17131
Maribyrnong	12573
Seddon - Kingsville	9247
West Footscray - Tottenham	11735
Yarraville	15463
Bacchus Marsh	24717
Melton West	21208
Rockbank - Mount Cottrell	17553
Taylors Hill	19539
Burnside	5800
Burnside Heights	6377
Caroline Springs	20365
Brookfield	9829
Cobblebank - Strathtulloh	7598
Eynesbury - Exford	2990
Fraser Rise - Plumpton	10098
Hillside	16182
Kurunjang - Toolern Vale	11632
Melton	7886
Melton South - Weir Views	16658
Hoppers Crossing - North	18446
Hoppers Crossing - South	18772
Laverton	11459
Werribee - South	16810
Point Cook - East	19274
Point Cook - South	19091
Werribee - East	19010
Werribee - West	22341
Manor Lakes - Quandong	10616
Point Cook - North East	14167
Point Cook - North West	9565
Tarneit (West) - Mount Cottrell	10132
Tarneit - Central	28116
Tarneit - North	7197
Tarneit - South	11182
Truganina - North	9340
Truganina - South East	9596
Truganina - South West	19065
Wyndham Vale - North	9032
Wyndham Vale - South	13546
Carrum Downs	21976
Frankston	23586
Frankston North	19453
Frankston South	18801
Langwarrin	24939
Seaford (Vic.)	17215
Skye - Sandhurst	13303
Dromana	13366
Flinders	5995
Hastings - Somers	23970
