SA2_NAME21	MaxSchoolingCompleted	adults
Mosman Park - Peppermint Grove	Year 8	96
Mosman Park - Peppermint Grove	Year 9	247
Mosman Park - Peppermint Grove	Year 10	821
Mosman Park - Peppermint Grove	Year 11	554
Mosman Park - Peppermint Grove	Year 12	6665
Nedlands - Dalkeith - Crawley	Did not go to school	19
Nedlands - Dalkeith - Crawley	Year 8	110
Nedlands - Dalkeith - Crawley	Year 9	325
Nedlands - Dalkeith - Crawley	Year 10	941
Nedlands - Dalkeith - Crawley	Year 11	602
Nedlands - Dalkeith - Crawley	Year 12	13249
Swanbourne - Mount Claremont	Did not go to school	12
Swanbourne - Mount Claremont	Year 8	77
Swanbourne - Mount Claremont	Year 9	245
Swanbourne - Mount Claremont	Year 10	670
Swanbourne - Mount Claremont	Year 11	428
Swanbourne - Mount Claremont	Year 12	5884
Kings Park (WA)	Year 10	7
Kings Park (WA)	Year 11	3
Kings Park (WA)	Year 12	28
Mount Hawthorn - Leederville	Did not go to school	38
Mount Hawthorn - Leederville	Year 8	232
Mount Hawthorn - Leederville	Year 9	211
Mount Hawthorn - Leederville	Year 10	993
Mount Hawthorn - Leederville	Year 11	523
Mount Hawthorn - Leederville	Year 12	7161
Mount Lawley - Inglewood	Did not go to school	79
Mount Lawley - Inglewood	Year 8	283
Mount Lawley - Inglewood	Year 9	334
Mount Lawley - Inglewood	Year 10	1502
Mount Lawley - Inglewood	Year 11	927
Mount Lawley - Inglewood	Year 12	10637
North Perth	Did not go to school	77
North Perth	Year 8	250
North Perth	Year 9	178
North Perth	Year 10	837
North Perth	Year 11	462
North Perth	Year 12	5951
Subiaco - Shenton Park	Did not go to school	28
Subiaco - Shenton Park	Year 8	170
Subiaco - Shenton Park	Year 9	310
Subiaco - Shenton Park	Year 10	1193
Subiaco - Shenton Park	Year 11	647
Subiaco - Shenton Park	Year 12	11536
Wembley - West Leederville - Glendalough	Did not go to school	73
Wembley - West Leederville - Glendalough	Year 8	224
Wembley - West Leederville - Glendalough	Year 9	354
Wembley - West Leederville - Glendalough	Year 10	1408
Wembley - West Leederville - Glendalough	Year 11	790
Wembley - West Leederville - Glendalough	Year 12	12038
East Perth	Did not go to school	53
East Perth	Year 8	92
East Perth	Year 9	150
East Perth	Year 10	866
East Perth	Year 11	605
East Perth	Year 12	8097
Perth (North) - Highgate	Did not go to school	77
Perth (North) - Highgate	Year 8	152
Perth (North) - Highgate	Year 9	149
Perth (North) - Highgate	Year 10	787
Perth (North) - Highgate	Year 11	567
Perth (North) - Highgate	Year 12	7737
Perth (West) - Northbridge	Did not go to school	59
Perth (West) - Northbridge	Year 8	91
Perth (West) - Northbridge	Year 9	155
Perth (West) - Northbridge	Year 10	723
Perth (West) - Northbridge	Year 11	572
Perth (West) - Northbridge	Year 12	8355
Bassendean - Eden Hill - Ashfield	Did not go to school	87
Bassendean - Eden Hill - Ashfield	Year 8	446
Bassendean - Eden Hill - Ashfield	Year 9	516
Bassendean - Eden Hill - Ashfield	Year 10	2538
Bassendean - Eden Hill - Ashfield	Year 11	1118
Bassendean - Eden Hill - Ashfield	Year 12	7611
Bayswater - Embleton - Bedford	Did not go to school	148
Bayswater - Embleton - Bedford	Year 8	654
Bayswater - Embleton - Bedford	Year 9	701
Bayswater - Embleton - Bedford	Year 10	3014
Bayswater - Embleton - Bedford	Year 11	1523
Bayswater - Embleton - Bedford	Year 12	13139
Maylands	Did not go to school	49
Maylands	Year 8	209
Maylands	Year 9	245
Maylands	Year 10	1249
Maylands	Year 11	736
Maylands	Year 12	8245
Morley	Did not go to school	305
Morley	Year 8	948
Morley	Year 9	815
Morley	Year 10	3376
Morley	Year 11	1629
Morley	Year 12	10978
Noranda	Did not go to school	76
Noranda	Year 8	324
Noranda	Year 9	293
Noranda	Year 10	1344
Noranda	Year 11	555
Noranda	Year 12	3914
Chidlow	Did not go to school	106
Chidlow	Year 8	84
Chidlow	Year 9	136
Chidlow	Year 10	1824
Chidlow	Year 11	301
Chidlow	Year 12	1332
Glen Forrest - Darlington	Did not go to school	3
Glen Forrest - Darlington	Year 8	62
Glen Forrest - Darlington	Year 9	205
Glen Forrest - Darlington	Year 10	1069
Glen Forrest - Darlington	Year 11	502
Glen Forrest - Darlington	Year 12	3725
Helena Valley - Koongamia	Did not go to school	18
Helena Valley - Koongamia	Year 8	120
Helena Valley - Koongamia	Year 9	213
Helena Valley - Koongamia	Year 10	1133
Helena Valley - Koongamia	Year 11	561
Helena Valley - Koongamia	Year 12	2443
Malmalling - Reservoir	Year 10	5
Malmalling - Reservoir	Year 11	3
Mundaring	Did not go to school	22
Mundaring	Year 8	221
Mundaring	Year 9	541
Mundaring	Year 10	2654
Mundaring	Year 11	1277
Mundaring	Year 12	5622
Swan View - Greenmount - Midvale	Did not go to school	48
Swan View - Greenmount - Midvale	Year 8	429
Swan View - Greenmount - Midvale	Year 9	584
Swan View - Greenmount - Midvale	Year 10	2738
Swan View - Greenmount - Midvale	Year 11	1158
Swan View - Greenmount - Midvale	Year 12	4852
Avon Valley National Park	Year 10	4
Avon Valley National Park	Year 12	6
Ballajura	Did not go to school	322
Ballajura	Year 8	539
Ballajura	Year 9	683
Ballajura	Year 10	3239
Ballajura	Year 11	1609
Ballajura	Year 12	7873
Beechboro	Did not go to school	321
Beechboro	Year 8	638
Beechboro	Year 9	695
Beechboro	Year 10	3306
Beechboro	Year 11	1582
Beechboro	Year 12	9250
Bullsbrook	Did not go to school	11
Bullsbrook	Year 8	101
Bullsbrook	Year 9	237
Bullsbrook	Year 10	1232
Bullsbrook	Year 11	580
Bullsbrook	Year 12	1986
Gidgegannup	Did not go to school	6
Gidgegannup	Year 8	32
Gidgegannup	Year 9	115
Gidgegannup	Year 10	583
Gidgegannup	Year 11	260
Gidgegannup	Year 12	1213
Hazelmere - Guildford	Did not go to school	6
Hazelmere - Guildford	Year 8	108
Hazelmere - Guildford	Year 9	178
Hazelmere - Guildford	Year 10	895
Hazelmere - Guildford	Year 11	438
Hazelmere - Guildford	Year 12	2527
Lockridge - Kiara	Did not go to school	107
Lockridge - Kiara	Year 8	322
Lockridge - Kiara	Year 9	444
Lockridge - Kiara	Year 10	1845
Lockridge - Kiara	Year 11	917
Lockridge - Kiara	Year 12	5511
Malaga	Year 11	9
Malaga	Year 12	5
Middle Swan - Herne Hill	Did not go to school	43
Middle Swan - Herne Hill	Year 8	193
Middle Swan - Herne Hill	Year 9	232
Middle Swan - Herne Hill	Year 10	1247
Middle Swan - Herne Hill	Year 11	490
Middle Swan - Herne Hill	Year 12	2187
Midland - Guildford	Did not go to school	89
Midland - Guildford	Year 8	369
Midland - Guildford	Year 9	451
Midland - Guildford	Year 10	1968
Midland - Guildford	Year 11	904
Midland - Guildford	Year 12	4722
Stratton - Jane Brook	Did not go to school	23
Stratton - Jane Brook	Year 8	150
Stratton - Jane Brook	Year 9	270
Stratton - Jane Brook	Year 10	1549
Stratton - Jane Brook	Year 11	705
Stratton - Jane Brook	Year 12	2601
The Vines	Did not go to school	42
The Vines	Year 8	172
The Vines	Year 9	393
The Vines	Year 10	2057
The Vines	Year 11	1060
The Vines	Year 12	5386
Aveley	Did not go to school	41
Aveley	Year 8	167
Aveley	Year 9	456
Aveley	Year 10	2230
Aveley	Year 11	1273
Aveley	Year 12	6874
Brabham - Henley Brook	Did not go to school	67
Brabham - Henley Brook	Year 8	136
Brabham - Henley Brook	Year 9	301
Brabham - Henley Brook	Year 10	1375
Brabham - Henley Brook	Year 11	788
Brabham - Henley Brook	Year 12	5299
Ellenbrook	Did not go to school	123
Ellenbrook	Year 8	328
Ellenbrook	Year 9	691
Ellenbrook	Year 10	3127
Ellenbrook	Year 11	1753
Ellenbrook	Year 12	7264
Craigie - Beldon	Did not go to school	25
Craigie - Beldon	Year 8	140
Craigie - Beldon	Year 9	347
Craigie - Beldon	Year 10	1693
Craigie - Beldon	Year 11	961
Craigie - Beldon	Year 12	4902
Currambine - Kinross	Did not go to school	26
Currambine - Kinross	Year 8	156
Currambine - Kinross	Year 9	352
Currambine - Kinross	Year 10	2063
Currambine - Kinross	Year 11	1195
Currambine - Kinross	Year 12	7004
Duncraig	Did not go to school	24
Duncraig	Year 8	197
Duncraig	Year 9	433
Duncraig	Year 10	2053
Duncraig	Year 11	1030
Duncraig	Year 12	8367
Greenwood - Warwick	Did not go to school	42
Greenwood - Warwick	Year 8	189
Greenwood - Warwick	Year 9	451
Greenwood - Warwick	Year 10	2231
Greenwood - Warwick	Year 11	1096
Greenwood - Warwick	Year 12	6649
Heathridge - Connolly	Did not go to school	21
Heathridge - Connolly	Year 8	132
Heathridge - Connolly	Year 9	322
Heathridge - Connolly	Year 10	1782
Heathridge - Connolly	Year 11	929
Heathridge - Connolly	Year 12	4984
Hillarys	Did not go to school	13
Hillarys	Year 8	124
Hillarys	Year 9	337
Hillarys	Year 10	1612
Hillarys	Year 11	802
Hillarys	Year 12	6004
Iluka - Burns Beach	Did not go to school	10
Iluka - Burns Beach	Year 8	68
Iluka - Burns Beach	Year 9	258
Iluka - Burns Beach	Year 10	1368
Iluka - Burns Beach	Year 11	731
Iluka - Burns Beach	Year 12	5320
Joondalup - Edgewater	Did not go to school	32
Joondalup - Edgewater	Year 8	168
Joondalup - Edgewater	Year 9	371
Joondalup - Edgewater	Year 10	1973
Joondalup - Edgewater	Year 11	1121
Joondalup - Edgewater	Year 12	7232
Kingsley	Did not go to school	49
Kingsley	Year 8	245
Kingsley	Year 9	428
Kingsley	Year 10	2313
Kingsley	Year 11	1052
Kingsley	Year 12	6307
Mullaloo - Kallaroo	Did not go to school	21
Mullaloo - Kallaroo	Year 8	158
Mullaloo - Kallaroo	Year 9	346
Mullaloo - Kallaroo	Year 10	1727
Mullaloo - Kallaroo	Year 11	856
Mullaloo - Kallaroo	Year 12	5972
Ocean Reef	Did not go to school	15
Ocean Reef	Year 8	101
Ocean Reef	Year 9	242
Ocean Reef	Year 10	1238
Ocean Reef	Year 11	664
Ocean Reef	Year 12	4145
Padbury	Did not go to school	16
Padbury	Year 8	106
Padbury	Year 9	244
Padbury	Year 10	1374
Padbury	Year 11	718
Padbury	Year 12	4090
Sorrento - Marmion	Did not go to school	14
Sorrento - Marmion	Year 8	125
Sorrento - Marmion	Year 9	307
Sorrento - Marmion	Year 10	1469
Sorrento - Marmion	Year 11	676
Sorrento - Marmion	Year 12	5470
Woodvale	Did not go to school	24
Woodvale	Year 8	122
Woodvale	Year 9	263
Woodvale	Year 10	1547
Woodvale	Year 11	836
Woodvale	Year 12	4867
Balcatta - Hamersley	Did not go to school	171
Balcatta - Hamersley	Year 8	689
Balcatta - Hamersley	Year 9	517
Balcatta - Hamersley	Year 10	2400
Balcatta - Hamersley	Year 11	1052
Balcatta - Hamersley	Year 12	7692
Balga - Mirrabooka	Did not go to school	613
Balga - Mirrabooka	Year 8	1016
Balga - Mirrabooka	Year 9	751
Balga - Mirrabooka	Year 10	2757
Balga - Mirrabooka	Year 11	1363
Balga - Mirrabooka	Year 12	8614
Innaloo - Doubleview	Did not go to school	74
Innaloo - Doubleview	Year 8	322
Innaloo - Doubleview	Year 9	425
Innaloo - Doubleview	Year 10	2019
Innaloo - Doubleview	Year 11	1064
Innaloo - Doubleview	Year 12	10554
Karrinyup - Gwelup - Carine	Did not go to school	52
Karrinyup - Gwelup - Carine	Year 8	351
Karrinyup - Gwelup - Carine	Year 9	658
Karrinyup - Gwelup - Carine	Year 10	2805
Karrinyup - Gwelup - Carine	Year 11	1341
Karrinyup - Gwelup - Carine	Year 12	11868
Nollamara - Westminster	Did not go to school	300
Nollamara - Westminster	Year 8	638
Nollamara - Westminster	Year 9	547
Nollamara - Westminster	Year 10	2257
Nollamara - Westminster	Year 11	1108
Nollamara - Westminster	Year 12	10159
Osborne Park Industrial	Year 8	3
Osborne Park Industrial	Year 9	3
Osborne Park Industrial	Year 10	17
Osborne Park Industrial	Year 11	7
Osborne Park Industrial	Year 12	147
Scarborough	Did not go to school	23
Scarborough	Year 8	182
Scarborough	Year 9	374
Scarborough	Year 10	1712
Scarborough	Year 11	1097
Scarborough	Year 12	10617
Stirling - Osborne Park	Did not go to school	136
Stirling - Osborne Park	Year 8	588
Stirling - Osborne Park	Year 9	392
Stirling - Osborne Park	Year 10	1840
Stirling - Osborne Park	Year 11	877
Stirling - Osborne Park	Year 12	7918
Trigg - North Beach - Watermans Bay	Did not go to school	12
Trigg - North Beach - Watermans Bay	Year 8	94
Trigg - North Beach - Watermans Bay	Year 9	225
Trigg - North Beach - Watermans Bay	Year 10	1003
Trigg - North Beach - Watermans Bay	Year 11	478
Trigg - North Beach - Watermans Bay	Year 12	4504
Tuart Hill - Joondanna	Did not go to school	83
Tuart Hill - Joondanna	Year 8	370
Tuart Hill - Joondanna	Year 9	281
Tuart Hill - Joondanna	Year 10	1434
Tuart Hill - Joondanna	Year 11	747
Tuart Hill - Joondanna	Year 12	7525
Wembley Downs - Churchlands - Woodlands	Did not go to school	36
Wembley Downs - Churchlands - Woodlands	Year 8	176
Wembley Downs - Churchlands - Woodlands	Year 9	444
Wembley Downs - Churchlands - Woodlands	Year 10	1396
Wembley Downs - Churchlands - Woodlands	Year 11	753
Wembley Downs - Churchlands - Woodlands	Year 12	8888
Yokine - Coolbinia - Menora	Did not go to school	120
Yokine - Coolbinia - Menora	Year 8	465
Yokine - Coolbinia - Menora	Year 9	508
Yokine - Coolbinia - Menora	Year 10	1932
Yokine - Coolbinia - Menora	Year 11	1005
Yokine - Coolbinia - Menora	Year 12	9790
Dianella - North	Did not go to school	187
Dianella - North	Year 8	578
Dianella - North	Year 9	440
Dianella - North	Year 10	1587
Dianella - North	Year 11	730
Dianella - North	Year 12	6187
Dianella - South	Did not go to school	91
Dianella - South	Year 8	396
Dianella - South	Year 9	377
Dianella - South	Year 10	1742
Dianella - South	Year 11	829
Dianella - South	Year 12	6932
Alexander Heights - Koondoola	Did not go to school	383
Alexander Heights - Koondoola	Year 8	491
Alexander Heights - Koondoola	Year 9	480
Alexander Heights - Koondoola	Year 10	1941
Alexander Heights - Koondoola	Year 11	927
Alexander Heights - Koondoola	Year 12	4734
Butler - Merriwa - Ridgewood	Did not go to school	113
Butler - Merriwa - Ridgewood	Year 8	395
Butler - Merriwa - Ridgewood	Year 9	978
Butler - Merriwa - Ridgewood	Year 10	4088
Butler - Merriwa - Ridgewood	Year 11	2229
Butler - Merriwa - Ridgewood	Year 12	9412
Carramar	Did not go to school	92
Carramar	Year 8	177
Carramar	Year 9	532
Carramar	Year 10	2621
Carramar	Year 11	1555
Carramar	Year 12	8377
Clarkson	Did not go to school	65
Clarkson	Year 8	185
Clarkson	Year 9	384
Clarkson	Year 10	2003
Clarkson	Year 11	1168
Clarkson	Year 12	6502
Girrawheen	Did not go to school	244
Girrawheen	Year 8	439
Girrawheen	Year 9	387
Girrawheen	Year 10	1474
Girrawheen	Year 11	685
Girrawheen	Year 12	3456
Marangaroo	Did not go to school	265
Marangaroo	Year 8	487
Marangaroo	Year 9	398
Marangaroo	Year 10	1677
Marangaroo	Year 11	820
Marangaroo	Year 12	4348
Mindarie - Quinns Rocks - Jindalee	Did not go to school	42
Mindarie - Quinns Rocks - Jindalee	Year 8	252
Mindarie - Quinns Rocks - Jindalee	Year 9	622
Mindarie - Quinns Rocks - Jindalee	Year 10	3246
Mindarie - Quinns Rocks - Jindalee	Year 11	1837
Mindarie - Quinns Rocks - Jindalee	Year 12	10105
Neerabup National Park	Year 11	4
Tapping - Ashby - Sinagra	Did not go to school	36
Tapping - Ashby - Sinagra	Year 8	205
Tapping - Ashby - Sinagra	Year 9	437
Tapping - Ashby - Sinagra	Year 10	2154
Tapping - Ashby - Sinagra	Year 11	1116
Tapping - Ashby - Sinagra	Year 12	6070
Alkimos - Eglinton	Did not go to school	33
Alkimos - Eglinton	Year 8	109
Alkimos - Eglinton	Year 9	305
Alkimos - Eglinton	Year 10	1872
Alkimos - Eglinton	Year 11	1138
Alkimos - Eglinton	Year 12	6177
Carabooda - Pinjar	Did not go to school	9
Carabooda - Pinjar	Year 8	13
Carabooda - Pinjar	Year 9	40
Carabooda - Pinjar	Year 10	142
Carabooda - Pinjar	Year 11	56
Carabooda - Pinjar	Year 12	290
Two Rocks	Did not go to school	4
Two Rocks	Year 8	58
Two Rocks	Year 9	166
Two Rocks	Year 10	815
Two Rocks	Year 11	361
Two Rocks	Year 12	1260
Yanchep	Did not go to school	25
Yanchep	Year 8	151
Yanchep	Year 9	383
Yanchep	Year 10	2004
Yanchep	Year 11	992
Yanchep	Year 12	4073
Hocking - Pearsall	Did not go to school	70
Hocking - Pearsall	Year 8	240
Hocking - Pearsall	Year 9	414
Hocking - Pearsall	Year 10	2114
Hocking - Pearsall	Year 11	1074
Hocking - Pearsall	Year 12	6003
Landsdale	Did not go to school	183
Landsdale	Year 8	271
Landsdale	Year 9	410
Landsdale	Year 10	1782
Landsdale	Year 11	1031
Landsdale	Year 12	7482
Madeley - Darch	Did not go to school	143
Madeley - Darch	Year 8	310
Madeley - Darch	Year 9	433
Madeley - Darch	Year 10	1879
Madeley - Darch	Year 11	998
Madeley - Darch	Year 12	6948
Wanneroo - Sinagra	Did not go to school	63
Wanneroo - Sinagra	Year 8	301
Wanneroo - Sinagra	Year 9	558
Wanneroo - Sinagra	Year 10	2667
Wanneroo - Sinagra	Year 11	1356
Wanneroo - Sinagra	Year 12	6106
Armadale - Wungong - Brookdale	Did not go to school	126
Armadale - Wungong - Brookdale	Year 8	583
Armadale - Wungong - Brookdale	Year 9	1044
Armadale - Wungong - Brookdale	Year 10	4596
Armadale - Wungong - Brookdale	Year 11	2113
Armadale - Wungong - Brookdale	Year 12	8001
Camillo - Champion Lakes	Did not go to school	72
Camillo - Champion Lakes	Year 8	158
Camillo - Champion Lakes	Year 9	300
Camillo - Champion Lakes	Year 10	1292
Camillo - Champion Lakes	Year 11	600
Camillo - Champion Lakes	Year 12	1888
Kelmscott	Did not go to school	57
Kelmscott	Year 8	264
Kelmscott	Year 9	474
Kelmscott	Year 10	2224
Kelmscott	Year 11	989
Kelmscott	Year 12	3977
Mount Nasura - Mount Richon - Bedfordale	Did not go to school	14
Mount Nasura - Mount Richon - Bedfordale	Year 8	149
Mount Nasura - Mount Richon - Bedfordale	Year 9	347
Mount Nasura - Mount Richon - Bedfordale	Year 10	1779
Mount Nasura - Mount Richon - Bedfordale	Year 11	801
Mount Nasura - Mount Richon - Bedfordale	Year 12	3425
Roleystone	Did not go to school	16
Roleystone	Year 8	87
Roleystone	Year 9	243
Roleystone	Year 10	1396
Roleystone	Year 11	672
Roleystone	Year 12	3318
Seville Grove	Did not go to school	97
Seville Grove	Year 8	231
Seville Grove	Year 9	437
Seville Grove	Year 10	1962
Seville Grove	Year 11	979
Seville Grove	Year 12	4106
Harrisdale	Did not go to school	40
Harrisdale	Year 8	103
Harrisdale	Year 9	249
Harrisdale	Year 10	1096
Harrisdale	Year 11	613
Harrisdale	Year 12	5930
Piara Waters - Forrestdale	Did not go to school	61
Piara Waters - Forrestdale	Year 8	137
Piara Waters - Forrestdale	Year 9	298
Piara Waters - Forrestdale	Year 10	1417
Piara Waters - Forrestdale	Year 11	809
Piara Waters - Forrestdale	Year 12	8179
Belmont - Ascot - Redcliffe	Did not go to school	132
Belmont - Ascot - Redcliffe	Year 8	386
Belmont - Ascot - Redcliffe	Year 9	486
Belmont - Ascot - Redcliffe	Year 10	2218
Belmont - Ascot - Redcliffe	Year 11	1089
Belmont - Ascot - Redcliffe	Year 12	7241
East Victoria Park - Carlisle	Did not go to school	124
East Victoria Park - Carlisle	Year 8	291
East Victoria Park - Carlisle	Year 9	381
East Victoria Park - Carlisle	Year 10	1712
East Victoria Park - Carlisle	Year 11	942
East Victoria Park - Carlisle	Year 12	9992
Victoria Park - Lathlain - Burswood	Did not go to school	76
Victoria Park - Lathlain - Burswood	Year 8	218
Victoria Park - Lathlain - Burswood	Year 9	283
Victoria Park - Lathlain - Burswood	Year 10	1590
Victoria Park - Lathlain - Burswood	Year 11	900
Victoria Park - Lathlain - Burswood	Year 12	9758
Cloverdale	Did not go to school	87
Cloverdale	Year 8	257
Cloverdale	Year 9	298
Cloverdale	Year 10	1249
Cloverdale	Year 11	611
Cloverdale	Year 12	4195
Kewdale	Did not go to school	75
Kewdale	Year 8	243
Kewdale	Year 9	251
Kewdale	Year 10	1045
Kewdale	Year 11	514
Kewdale	Year 12	3501
Rivervale	Did not go to school	78
Rivervale	Year 8	224
Rivervale	Year 9	257
Rivervale	Year 10	1252
Rivervale	Year 11	741
Rivervale	Year 12	6242
Bentley - Wilson - St James	Did not go to school	162
Bentley - Wilson - St James	Year 8	544
Bentley - Wilson - St James	Year 9	521
Bentley - Wilson - St James	Year 10	2058
Bentley - Wilson - St James	Year 11	1009
Bentley - Wilson - St James	Year 12	11987
Canning Vale - West	Did not go to school	52
Canning Vale - West	Year 8	165
Canning Vale - West	Year 9	296
Canning Vale - West	Year 10	1284
Canning Vale - West	Year 11	720
Canning Vale - West	Year 12	5576
Cannington - Queens Park	Did not go to school	248
Cannington - Queens Park	Year 8	525
Cannington - Queens Park	Year 9	514
Cannington - Queens Park	Year 10	1924
Cannington - Queens Park	Year 11	1035
Cannington - Queens Park	Year 12	11276
Parkwood - Ferndale - Lynwood	Did not go to school	122
Parkwood - Ferndale - Lynwood	Year 8	393
Parkwood - Ferndale - Lynwood	Year 9	415
Parkwood - Ferndale - Lynwood	Year 10	2044
Parkwood - Ferndale - Lynwood	Year 11	1028
Parkwood - Ferndale - Lynwood	Year 12	7041
Riverton - Shelley - Rossmoyne	Did not go to school	58
Riverton - Shelley - Rossmoyne	Year 8	261
Riverton - Shelley - Rossmoyne	Year 9	447
Riverton - Shelley - Rossmoyne	Year 10	1585
Riverton - Shelley - Rossmoyne	Year 11	782
Riverton - Shelley - Rossmoyne	Year 12	8200
Welshpool	Year 12	6
Willetton	Did not go to school	109
Willetton	Year 8	305
Willetton	Year 9	556
Willetton	Year 10	2048
Willetton	Year 11	1082
Willetton	Year 12	10511
Beckenham - Kenwick - Langford	Did not go to school	348
Beckenham - Kenwick - Langford	Year 8	639
Beckenham - Kenwick - Langford	Year 9	723
Beckenham - Kenwick - Langford	Year 10	2909
Beckenham - Kenwick - Langford	Year 11	1302
Beckenham - Kenwick - Langford	Year 12	9198
Canning Vale - East	Did not go to school	213
Canning Vale - East	Year 8	491
Canning Vale - East	Year 9	662
Canning Vale - East	Year 10	3452
Canning Vale - East	Year 11	1417
Canning Vale - East	Year 12	12433
Gosnells	Did not go to school	366
Gosnells	Year 8	762
Gosnells	Year 9	989
Gosnells	Year 10	4175
Gosnells	Year 11	1818
Gosnells	Year 12	7343
Huntingdale - Southern River	Did not go to school	192
Huntingdale - Southern River	Year 8	368
Huntingdale - Southern River	Year 9	692
Huntingdale - Southern River	Year 10	3226
Huntingdale - Southern River	Year 11	1559
Huntingdale - Southern River	Year 12	9846
Maddington - Orange Grove - Martin	Did not go to school	347
Maddington - Orange Grove - Martin	Year 8	536
Maddington - Orange Grove - Martin	Year 9	562
Maddington - Orange Grove - Martin	Year 10	2639
Maddington - Orange Grove - Martin	Year 11	1099
Maddington - Orange Grove - Martin	Year 12	5759
Thornlie	Did not go to school	255
Thornlie	Year 8	666
Thornlie	Year 9	879
Thornlie	Year 10	4150
Thornlie	Year 11	1977
Thornlie	Year 12	10204
Forrestfield - Wattle Grove	Did not go to school	133
Forrestfield - Wattle Grove	Year 8	408
Forrestfield - Wattle Grove	Year 9	799
Forrestfield - Wattle Grove	Year 10	3427
Forrestfield - Wattle Grove	Year 11	1690
Forrestfield - Wattle Grove	Year 12	8061
High Wycombe	Did not go to school	62
High Wycombe	Year 8	273
High Wycombe	Year 9	521
High Wycombe	Year 10	2670
High Wycombe	Year 11	1241
High Wycombe	Year 12	4559
Kalamunda - Maida Vale - Gooseberry Hill	Did not go to school	37
Kalamunda - Maida Vale - Gooseberry Hill	Year 8	249
Kalamunda - Maida Vale - Gooseberry Hill	Year 9	523
Kalamunda - Maida Vale - Gooseberry Hill	Year 10	2647
Kalamunda - Maida Vale - Gooseberry Hill	Year 11	1217
Kalamunda - Maida Vale - Gooseberry Hill	Year 12	7384
Lesmurdie - Bickley - Carmel	Did not go to school	28
Lesmurdie - Bickley - Carmel	Year 8	236
Lesmurdie - Bickley - Carmel	Year 9	428
Lesmurdie - Bickley - Carmel	Year 10	2027
Lesmurdie - Bickley - Carmel	Year 11	943
Lesmurdie - Bickley - Carmel	Year 12	5393
Byford	Did not go to school	46
Byford	Year 8	255
Byford	Year 9	714
Byford	Year 10	3661
Byford	Year 11	1894
Byford	Year 12	7404
Mundijong	Did not go to school	14
Mundijong	Year 8	144
Mundijong	Year 9	356
Mundijong	Year 10	1600
Mundijong	Year 11	718
Mundijong	Year 12	2549
Serpentine - Jarrahdale	Did not go to school	24
Serpentine - Jarrahdale	Year 8	71
Serpentine - Jarrahdale	Year 9	187
Serpentine - Jarrahdale	Year 10	1182
Serpentine - Jarrahdale	Year 11	465
Serpentine - Jarrahdale	Year 12	1556
Como	Did not go to school	34
Como	Year 8	186
Como	Year 9	286
Como	Year 10	1351
Como	Year 11	745
Como	Year 12	9169
Manning - Waterford	Did not go to school	84
Manning - Waterford	Year 8	203
Manning - Waterford	Year 9	319
Manning - Waterford	Year 10	1188
Manning - Waterford	Year 11	600
Manning - Waterford	Year 12	6740
South Perth - Kensington	Did not go to school	37
South Perth - Kensington	Year 8	155
South Perth - Kensington	Year 9	355
South Perth - Kensington	Year 10	1651
South Perth - Kensington	Year 11	953
South Perth - Kensington	Year 12	10809
Banjup	Did not go to school	66
Banjup	Year 8	243
Banjup	Year 9	576
Banjup	Year 10	2783
Banjup	Year 11	1613
Banjup	Year 12	10683
Bibra Industrial	Year 9	6
Bibra Industrial	Year 10	3
Bibra Industrial	Year 12	7
Coogee	Did not go to school	53
Coogee	Year 8	330
Coogee	Year 9	361
Coogee	Year 10	1800
Coogee	Year 11	827
Coogee	Year 12	4216
Coolbellup	Did not go to school	35
Coolbellup	Year 8	226
Coolbellup	Year 9	331
Coolbellup	Year 10	1343
Coolbellup	Year 11	629
Coolbellup	Year 12	4142
Hamilton Hill	Did not go to school	112
Hamilton Hill	Year 8	512
Hamilton Hill	Year 9	397
Hamilton Hill	Year 10	1675
Hamilton Hill	Year 11	776
Hamilton Hill	Year 12	5316
Henderson	Year 12	4
North Coogee	Did not go to school	14
North Coogee	Year 8	53
North Coogee	Year 9	113
North Coogee	Year 10	576
North Coogee	Year 11	238
North Coogee	Year 12	2129
South Lake - Cockburn Central	Did not go to school	68
South Lake - Cockburn Central	Year 8	264
South Lake - Cockburn Central	Year 9	384
South Lake - Cockburn Central	Year 10	1930
South Lake - Cockburn Central	Year 11	984
South Lake - Cockburn Central	Year 12	5580
Spearwood	Did not go to school	104
Spearwood	Year 8	536
Spearwood	Year 9	456
Spearwood	Year 10	2134
Spearwood	Year 11	899
Spearwood	Year 12	4851
Success - Hammond Park	Did not go to school	39
Success - Hammond Park	Year 8	198
Success - Hammond Park	Year 9	432
Success - Hammond Park	Year 10	1966
Success - Hammond Park	Year 11	1210
Success - Hammond Park	Year 12	8764
Yangebup	Did not go to school	52
Yangebup	Year 8	189
Yangebup	Year 9	278
Yangebup	Year 10	1330
Yangebup	Year 11	628
Yangebup	Year 12	3266
Beeliar - Wattleup	Did not go to school	34
Beeliar - Wattleup	Year 8	216
Beeliar - Wattleup	Year 9	291
Beeliar - Wattleup	Year 10	1472
Beeliar - Wattleup	Year 11	809
Beeliar - Wattleup	Year 12	4713
Jandakot	Did not go to school	15
Jandakot	Year 8	29
Jandakot	Year 9	77
Jandakot	Year 10	384
Jandakot	Year 11	217
Jandakot	Year 12	1280
East Fremantle	Did not go to school	7
East Fremantle	Year 8	107
