SA2_NAME21	Landlord	Rent.min	occupied_private_dwellings_being_rented
Queanbeyan Surrounds	Real estate agent	44625	8
Bombala	(Other)	52	3
Bombala	(Other)	3937	4
Bombala	(Other)	7875	4
Bombala	(Other)	11812	3
Bombala	Co-op/church group etc	7875	5
Bombala	Person not in same household	52	3
Bombala	Person not in same household	3937	8
Bombala	Person not in same household	5250	11
Bombala	Person not in same household	7875	25
Bombala	Person not in same household	10500	9
Bombala	Person not in same household	11812	13
Bombala	Person not in same household	14437	11
Bombala	Person not in same household	18375	3
Bombala	Real estate agent	7875	3
Bombala	Real estate agent	10500	4
Bombala	Real estate agent	11812	20
Bombala	Real estate agent	14437	12
Bombala	State or territory housing authority	7875	7
Cooma		7875	6
Cooma	(Other)	52	4
Cooma	(Other)	5250	3
Cooma	(Other)	11812	3
Cooma	(Other)	14437	6
Cooma	(Other)	18375	5
Cooma	(Other)	23625	4
Cooma	(Other)	34125	4
Cooma	(Other)	49875	3
Cooma	Co-op/church group etc	3937	4
Cooma	Co-op/church group etc	5250	10
Cooma	Co-op/church group etc	7875	12
Cooma	Co-op/church group etc	11812	11
Cooma	Co-op/church group etc	14437	9
Cooma	Person not in same household	52	3
Cooma	Person not in same household	3937	4
Cooma	Person not in same household	5250	8
Cooma	Person not in same household	7875	14
Cooma	Person not in same household	10500	17
Cooma	Person not in same household	11812	32
Cooma	Person not in same household	14437	44
Cooma	Person not in same household	18375	24
Cooma	Person not in same household	23625	14
Cooma	Person not in same household	39375	3
Cooma	Real estate agent	5250	11
Cooma	Real estate agent	7875	48
Cooma	Real estate agent	10500	31
Cooma	Real estate agent	11812	72
Cooma	Real estate agent	14437	134
Cooma	Real estate agent	18375	102
Cooma	Real estate agent	23625	30
Cooma	Real estate agent	28875	7
Cooma	Real estate agent	34125	9
Cooma	State or territory housing authority	5250	9
Cooma	State or territory housing authority	7875	13
Cooma	State or territory housing authority	10500	3
Cooma	State or territory housing authority	11812	9
Cooma	State or territory housing authority	14437	10
Cooma Surrounds	(Other)	52	3
Cooma Surrounds	(Other)	5250	3
Cooma Surrounds	(Other)	11812	3
Cooma Surrounds	Person not in same household	5250	3
Cooma Surrounds	Person not in same household	7875	4
Cooma Surrounds	Person not in same household	10500	8
Cooma Surrounds	Person not in same household	11812	8
Cooma Surrounds	Person not in same household	14437	10
Cooma Surrounds	Person not in same household	18375	11
Cooma Surrounds	Person not in same household	23625	3
Cooma Surrounds	Real estate agent	11812	8
Cooma Surrounds	Real estate agent	14437	16
Cooma Surrounds	Real estate agent	18375	12
Cooma Surrounds	Real estate agent	23625	4
Jindabyne - Berridale	(Other)	5250	4
Jindabyne - Berridale	(Other)	7875	7
Jindabyne - Berridale	(Other)	10500	10
Jindabyne - Berridale	(Other)	11812	21
Jindabyne - Berridale	(Other)	14437	7
Jindabyne - Berridale	(Other)	18375	7
Jindabyne - Berridale	(Other)	23625	6
Jindabyne - Berridale	(Other)	49875	38
Jindabyne - Berridale	Co-op/church group etc	7875	3
Jindabyne - Berridale	Co-op/church group etc	10500	10
Jindabyne - Berridale	Person not in same household	52	4
Jindabyne - Berridale	Person not in same household	5250	8
Jindabyne - Berridale	Person not in same household	7875	15
Jindabyne - Berridale	Person not in same household	10500	17
Jindabyne - Berridale	Person not in same household	11812	23
Jindabyne - Berridale	Person not in same household	14437	31
Jindabyne - Berridale	Person not in same household	18375	36
Jindabyne - Berridale	Person not in same household	23625	24
Jindabyne - Berridale	Person not in same household	28875	21
Jindabyne - Berridale	Person not in same household	34125	4
Jindabyne - Berridale	Person not in same household	39375	13
Jindabyne - Berridale	Person not in same household	44625	4
Jindabyne - Berridale	Person not in same household	49875	16
Jindabyne - Berridale	Real estate agent	5250	3
Jindabyne - Berridale	Real estate agent	7875	8
Jindabyne - Berridale	Real estate agent	10500	15
Jindabyne - Berridale	Real estate agent	11812	53
Jindabyne - Berridale	Real estate agent	14437	68
Jindabyne - Berridale	Real estate agent	18375	106
Jindabyne - Berridale	Real estate agent	23625	66
Jindabyne - Berridale	Real estate agent	28875	35
Jindabyne - Berridale	Real estate agent	34125	20
Jindabyne - Berridale	Real estate agent	39375	9
Jindabyne - Berridale	Real estate agent	49875	20
Batemans Bay		14437	5
Batemans Bay	(Other)	7875	12
Batemans Bay	(Other)	10500	6
Batemans Bay	(Other)	11812	3
Batemans Bay	(Other)	14437	8
Batemans Bay	(Other)	18375	10
Batemans Bay	(Other)	23625	4
Batemans Bay	Co-op/church group etc	3937	4
Batemans Bay	Co-op/church group etc	5250	3
Batemans Bay	Co-op/church group etc	7875	14
Batemans Bay	Co-op/church group etc	10500	9
Batemans Bay	Co-op/church group etc	11812	16
Batemans Bay	Person not in same household	5250	9
Batemans Bay	Person not in same household	7875	14
Batemans Bay	Person not in same household	10500	18
Batemans Bay	Person not in same household	11812	36
Batemans Bay	Person not in same household	14437	50
Batemans Bay	Person not in same household	18375	55
Batemans Bay	Person not in same household	23625	28
Batemans Bay	Person not in same household	28875	5
Batemans Bay	Real estate agent	7875	8
Batemans Bay	Real estate agent	10500	14
Batemans Bay	Real estate agent	11812	55
Batemans Bay	Real estate agent	14437	127
Batemans Bay	Real estate agent	18375	235
Batemans Bay	Real estate agent	23625	94
Batemans Bay	Real estate agent	28875	16
Batemans Bay	State or territory housing authority	52	4
Batemans Bay	State or territory housing authority	3937	4
Batemans Bay	State or territory housing authority	5250	53
Batemans Bay	State or territory housing authority	7875	24
Batemans Bay	State or territory housing authority	10500	10
Batemans Bay	State or territory housing authority	11812	13
Batemans Bay	State or territory housing authority	14437	15
Batemans Bay	State or territory housing authority	18375	9
Batemans Bay - South		18375	3
Batemans Bay - South	(Other)	11812	7
Batemans Bay - South	(Other)	14437	4
Batemans Bay - South	(Other)	18375	11
Batemans Bay - South	(Other)	23625	5
Batemans Bay - South	Co-op/church group etc	7875	5
Batemans Bay - South	Co-op/church group etc	10500	4
Batemans Bay - South	Co-op/church group etc	11812	10
Batemans Bay - South	Co-op/church group etc	14437	10
Batemans Bay - South	Person not in same household	5250	5
Batemans Bay - South	Person not in same household	7875	18
Batemans Bay - South	Person not in same household	10500	10
Batemans Bay - South	Person not in same household	11812	23
Batemans Bay - South	Person not in same household	14437	36
Batemans Bay - South	Person not in same household	18375	65
Batemans Bay - South	Person not in same household	23625	24
Batemans Bay - South	Person not in same household	28875	4
Batemans Bay - South	Real estate agent	7875	5
Batemans Bay - South	Real estate agent	10500	17
Batemans Bay - South	Real estate agent	11812	60
Batemans Bay - South	Real estate agent	14437	148
Batemans Bay - South	Real estate agent	18375	256
Batemans Bay - South	Real estate agent	23625	100
Batemans Bay - South	Real estate agent	28875	21
Batemans Bay - South	Real estate agent	34125	4
Batemans Bay - South	State or territory housing authority	52	4
Batemans Bay - South	State or territory housing authority	5250	7
Batemans Bay - South	State or territory housing authority	7875	8
Batemans Bay - South	State or territory housing authority	10500	10
Batemans Bay - South	State or territory housing authority	11812	9
Batemans Bay - South	State or territory housing authority	14437	3
Batemans Bay - South	State or territory housing authority	18375	3
Batemans Bay - South	State or territory housing authority	23625	3
Bega - Tathra		14437	4
Bega - Tathra		18375	6
Bega - Tathra	(Other)	52	6
Bega - Tathra	(Other)	5250	9
Bega - Tathra	(Other)	10500	6
Bega - Tathra	(Other)	11812	5
Bega - Tathra	(Other)	14437	5
Bega - Tathra	(Other)	18375	6
Bega - Tathra	Co-op/church group etc	5250	16
Bega - Tathra	Co-op/church group etc	7875	3
Bega - Tathra	Co-op/church group etc	10500	7
Bega - Tathra	Co-op/church group etc	11812	4
Bega - Tathra	Co-op/church group etc	14437	3
Bega - Tathra	Co-op/church group etc	18375	5
Bega - Tathra	Person not in same household	5250	9
Bega - Tathra	Person not in same household	7875	22
Bega - Tathra	Person not in same household	10500	16
Bega - Tathra	Person not in same household	11812	27
Bega - Tathra	Person not in same household	14437	49
Bega - Tathra	Person not in same household	18375	60
Bega - Tathra	Person not in same household	23625	9
Bega - Tathra	Person not in same household	28875	4
Bega - Tathra	Real estate agent	5250	11
Bega - Tathra	Real estate agent	7875	8
Bega - Tathra	Real estate agent	10500	23
Bega - Tathra	Real estate agent	11812	59
Bega - Tathra	Real estate agent	14437	116
Bega - Tathra	Real estate agent	18375	214
Bega - Tathra	Real estate agent	23625	54
Bega - Tathra	Real estate agent	28875	5
Bega - Tathra	State or territory housing authority	52	4
Bega - Tathra	State or territory housing authority	3937	3
Bega - Tathra	State or territory housing authority	5250	49
Bega - Tathra	State or territory housing authority	7875	20
Bega - Tathra	State or territory housing authority	10500	14
Bega - Tathra	State or territory housing authority	11812	13
Bega - Tathra	State or territory housing authority	14437	16
Bega - Tathra	State or territory housing authority	18375	8
Bega-Eden Hinterland	(Other)	52	4
Bega-Eden Hinterland	(Other)	5250	3
Bega-Eden Hinterland	(Other)	11812	9
Bega-Eden Hinterland	Co-op/church group etc	5250	7
Bega-Eden Hinterland	Co-op/church group etc	14437	3
Bega-Eden Hinterland	Person not in same household	52	7
Bega-Eden Hinterland	Person not in same household	3937	5
Bega-Eden Hinterland	Person not in same household	5250	22
Bega-Eden Hinterland	Person not in same household	7875	26
Bega-Eden Hinterland	Person not in same household	10500	32
Bega-Eden Hinterland	Person not in same household	11812	39
Bega-Eden Hinterland	Person not in same household	14437	47
Bega-Eden Hinterland	Person not in same household	18375	27
Bega-Eden Hinterland	Person not in same household	49875	4
Bega-Eden Hinterland	Real estate agent	5250	4
Bega-Eden Hinterland	Real estate agent	11812	25
Bega-Eden Hinterland	Real estate agent	14437	38
Bega-Eden Hinterland	Real estate agent	18375	34
Bega-Eden Hinterland	Real estate agent	23625	18
Bega-Eden Hinterland	Real estate agent	28875	3
Bega-Eden Hinterland	State or territory housing authority	5250	3
Broulee - Tomakin	(Other)	7875	7
Broulee - Tomakin	(Other)	14437	4
Broulee - Tomakin	(Other)	18375	11
Broulee - Tomakin	Co-op/church group etc	7875	4
Broulee - Tomakin	Person not in same household	7875	10
Broulee - Tomakin	Person not in same household	10500	8
Broulee - Tomakin	Person not in same household	11812	11
Broulee - Tomakin	Person not in same household	14437	23
Broulee - Tomakin	Person not in same household	18375	21
Broulee - Tomakin	Person not in same household	23625	16
Broulee - Tomakin	Person not in same household	28875	10
Broulee - Tomakin	Real estate agent	7875	4
Broulee - Tomakin	Real estate agent	10500	12
Broulee - Tomakin	Real estate agent	11812	5
Broulee - Tomakin	Real estate agent	14437	25
Broulee - Tomakin	Real estate agent	18375	53
Broulee - Tomakin	Real estate agent	23625	27
Broulee - Tomakin	Real estate agent	28875	18
Eden		18375	4
Eden	(Other)	7875	5
Eden	(Other)	14437	3
Eden	Co-op/church group etc	11812	6
Eden	Person not in same household	5250	5
Eden	Person not in same household	7875	6
Eden	Person not in same household	10500	6
Eden	Person not in same household	11812	9
Eden	Person not in same household	14437	25
Eden	Person not in same household	18375	11
Eden	Person not in same household	23625	8
Eden	Real estate agent	5250	4
Eden	Real estate agent	7875	8
Eden	Real estate agent	10500	24
Eden	Real estate agent	11812	46
Eden	Real estate agent	14437	44
Eden	Real estate agent	18375	58
Eden	Real estate agent	23625	16
Eden	Real estate agent	28875	3
Eden	State or territory housing authority	52	3
Eden	State or territory housing authority	5250	26
Eden	State or territory housing authority	7875	16
Eden	State or territory housing authority	10500	8
Eden	State or territory housing authority	11812	14
Eden	State or territory housing authority	14437	8
Eden	State or territory housing authority	18375	5
Eurobodalla Hinterland	(Other)	52	4
Eurobodalla Hinterland	(Other)	5250	5
Eurobodalla Hinterland	(Other)	18375	3
Eurobodalla Hinterland	Co-op/church group etc	7875	4
Eurobodalla Hinterland	Co-op/church group etc	10500	6
Eurobodalla Hinterland	Co-op/church group etc	11812	4
Eurobodalla Hinterland	Person not in same household	5250	9
Eurobodalla Hinterland	Person not in same household	7875	8
Eurobodalla Hinterland	Person not in same household	10500	12
Eurobodalla Hinterland	Person not in same household	11812	12
Eurobodalla Hinterland	Person not in same household	14437	10
Eurobodalla Hinterland	Person not in same household	18375	15
Eurobodalla Hinterland	Person not in same household	23625	3
Eurobodalla Hinterland	Person not in same household	28875	4
Eurobodalla Hinterland	Person not in same household	49875	4
Eurobodalla Hinterland	Real estate agent	10500	5
Eurobodalla Hinterland	Real estate agent	11812	3
Eurobodalla Hinterland	Real estate agent	14437	8
Eurobodalla Hinterland	Real estate agent	18375	21
Eurobodalla Hinterland	State or territory housing authority	10500	4
Merimbula - Tura Beach	(Other)	3937	4
Merimbula - Tura Beach	(Other)	5250	5
Merimbula - Tura Beach	(Other)	10500	6
Merimbula - Tura Beach	(Other)	11812	3
Merimbula - Tura Beach	(Other)	14437	6
Merimbula - Tura Beach	(Other)	18375	11
Merimbula - Tura Beach	Co-op/church group etc	5250	3
Merimbula - Tura Beach	Co-op/church group etc	7875	13
Merimbula - Tura Beach	Co-op/church group etc	10500	4
Merimbula - Tura Beach	Co-op/church group etc	18375	3
Merimbula - Tura Beach	Person not in same household	52	5
Merimbula - Tura Beach	Person not in same household	5250	7
Merimbula - Tura Beach	Person not in same household	7875	20
Merimbula - Tura Beach	Person not in same household	10500	25
Merimbula - Tura Beach	Person not in same household	11812	39
Merimbula - Tura Beach	Person not in same household	14437	53
Merimbula - Tura Beach	Person not in same household	18375	75
Merimbula - Tura Beach	Person not in same household	23625	30
Merimbula - Tura Beach	Person not in same household	28875	6
Merimbula - Tura Beach	Person not in same household	34125	4
Merimbula - Tura Beach	Person not in same household	49875	5
Merimbula - Tura Beach	Real estate agent	7875	12
Merimbula - Tura Beach	Real estate agent	10500	29
Merimbula - Tura Beach	Real estate agent	11812	54
Merimbula - Tura Beach	Real estate agent	14437	185
Merimbula - Tura Beach	Real estate agent	18375	205
Merimbula - Tura Beach	Real estate agent	23625	122
Merimbula - Tura Beach	Real estate agent	28875	33
Merimbula - Tura Beach	Real estate agent	34125	6
Merimbula - Tura Beach	State or territory housing authority	5250	9
Merimbula - Tura Beach	State or territory housing authority	7875	9
Merimbula - Tura Beach	State or territory housing authority	11812	10
Merimbula - Tura Beach	State or territory housing authority	18375	7
Moruya - Tuross Head	(Other)	52	7
Moruya - Tuross Head	(Other)	7875	5
Moruya - Tuross Head	(Other)	11812	6
Moruya - Tuross Head	(Other)	14437	5
Moruya - Tuross Head	(Other)	18375	4
Moruya - Tuross Head	Co-op/church group etc	5250	4
Moruya - Tuross Head	Co-op/church group etc	7875	4
Moruya - Tuross Head	Co-op/church group etc	11812	7
Moruya - Tuross Head	Co-op/church group etc	14437	3
Moruya - Tuross Head	Person not in same household	5250	9
Moruya - Tuross Head	Person not in same household	7875	29
Moruya - Tuross Head	Person not in same household	10500	18
Moruya - Tuross Head	Person not in same household	11812	19
Moruya - Tuross Head	Person not in same household	14437	53
Moruya - Tuross Head	Person not in same household	18375	61
Moruya - Tuross Head	Person not in same household	23625	16
Moruya - Tuross Head	Person not in same household	28875	6
Moruya - Tuross Head	Real estate agent	5250	3
Moruya - Tuross Head	Real estate agent	7875	15
Moruya - Tuross Head	Real estate agent	10500	13
Moruya - Tuross Head	Real estate agent	11812	31
Moruya - Tuross Head	Real estate agent	14437	87
Moruya - Tuross Head	Real estate agent	18375	110
Moruya - Tuross Head	Real estate agent	23625	33
Moruya - Tuross Head	Real estate agent	28875	8
Moruya - Tuross Head	State or territory housing authority	52	3
Moruya - Tuross Head	State or territory housing authority	5250	22
Moruya - Tuross Head	State or territory housing authority	7875	15
Moruya - Tuross Head	State or territory housing authority	10500	5
Moruya - Tuross Head	State or territory housing authority	11812	7
Moruya - Tuross Head	State or territory housing authority	14437	4
Moruya - Tuross Head	State or territory housing authority	18375	4
Narooma - Bermagui	(Other)	5250	7
Narooma - Bermagui	(Other)	7875	6
Narooma - Bermagui	(Other)	10500	4
Narooma - Bermagui	(Other)	11812	4
Narooma - Bermagui	(Other)	14437	9
Narooma - Bermagui	(Other)	18375	5
Narooma - Bermagui	Co-op/church group etc	5250	7
Narooma - Bermagui	Co-op/church group etc	7875	14
Narooma - Bermagui	Co-op/church group etc	10500	5
Narooma - Bermagui	Co-op/church group etc	11812	14
Narooma - Bermagui	Person not in same household	5250	12
Narooma - Bermagui	Person not in same household	7875	26
Narooma - Bermagui	Person not in same household	10500	34
Narooma - Bermagui	Person not in same household	11812	41
Narooma - Bermagui	Person not in same household	14437	48
Narooma - Bermagui	Person not in same household	18375	62
Narooma - Bermagui	Person not in same household	23625	9
Narooma - Bermagui	Person not in same household	28875	4
Narooma - Bermagui	Person not in same household	34125	3
Narooma - Bermagui	Person not in same household	49875	5
Narooma - Bermagui	Real estate agent	5250	7
Narooma - Bermagui	Real estate agent	7875	18
Narooma - Bermagui	Real estate agent	10500	27
Narooma - Bermagui	Real estate agent	11812	73
Narooma - Bermagui	Real estate agent	14437	104
Narooma - Bermagui	Real estate agent	18375	139
Narooma - Bermagui	Real estate agent	23625	44
Narooma - Bermagui	Real estate agent	28875	9
Narooma - Bermagui	Real estate agent	39375	3
Narooma - Bermagui	State or territory housing authority	3937	3
Narooma - Bermagui	State or territory housing authority	5250	33
Narooma - Bermagui	State or territory housing authority	7875	13
Narooma - Bermagui	State or territory housing authority	10500	11
Narooma - Bermagui	State or territory housing authority	11812	4
Narooma - Bermagui	State or territory housing authority	14437	7
Narooma - Bermagui	State or territory housing authority	18375	3
Goulburn		14437	5
Goulburn		18375	4
Goulburn	(Other)	5250	5
Goulburn	(Other)	7875	10
Goulburn	(Other)	10500	5
Goulburn	(Other)	11812	6
Goulburn	(Other)	14437	21
Goulburn	(Other)	18375	14
Goulburn	(Other)	23625	9
Goulburn	Co-op/church group etc	3937	3
Goulburn	Co-op/church group etc	5250	17
Goulburn	Co-op/church group etc	7875	58
Goulburn	Co-op/church group etc	10500	4
Goulburn	Co-op/church group etc	11812	12
Goulburn	Co-op/church group etc	14437	5
Goulburn	Co-op/church group etc	18375	10
Goulburn	Person not in same household	52	4
Goulburn	Person not in same household	3937	3
Goulburn	Person not in same household	5250	23
Goulburn	Person not in same household	7875	32
Goulburn	Person not in same household	10500	46
Goulburn	Person not in same household	11812	59
Goulburn	Person not in same household	14437	126
Goulburn	Person not in same household	18375	132
Goulburn	Person not in same household	23625	21
Goulburn	Person not in same household	28875	10
Goulburn	Real estate agent	52	5
Goulburn	Real estate agent	5250	21
Goulburn	Real estate agent	7875	67
Goulburn	Real estate agent	10500	69
