SA2_NAME16	medianTotalFamilyIncome
Alawa	113672
Anula	129584
Berrimah	128336
Brinkin - Nakara	131404
Buffalo Creek	
Charles Darwin	
Coconut Grove	106080
East Arm	94848
Jingili	128648
Karama	105092
Leanyer	128388
Lyons (NT)	155012
Malak - Marrara	113360
Millner	106860
Moil	114244
Nightcliff	126360
Rapid Creek	136708
Tiwi	123292
Wagaman	109980
Wanguri	137124
Wulagi	127192
Howard Springs	140868
Humpty Doo	146432
Koolpinyah	37700
Virginia	136396
Weddell	123656
Bakewell	114660
Driver	113516
Durack - Marlow Lagoon	146328
Gray	101920
Moulden	99788
Palmerston - North	138528
Palmerston - South	142220
Rosebery - Bellamack	135980
Woodroffe	118352
Charles	123292
East Side	124696
Flynn (NT)	121888
Larapinta	134940
Mount Johns	145236
Petermann - Simpson	83356
Ross	124852
Sandover - Plenty	41496
Tanami	36764
Yuendumu - Anmatjere	35672
Barkly	43992
Tennant Creek	74516
Alligator	75972
Daly	43212
Thamarrurr	23660
Tiwi Islands	28652
West Arnhem	36660
Anindilyakwa	46800
East Arnhem	42068
Nhulunbuy	165568
Elsey	43316
Gulf	37856
Katherine	122148
Victoria River	33124
Migratory - Offshore - Shipping (NT)	
No usual address (NT)	
Aranda	183716
Belconnen	105768
Bruce	140036
Charnwood	115336
Cook	158808
Dunlop	143832
Evatt	141908
Florey	127556
Flynn (ACT)	155844
Fraser	149344
Giralang	146432
Gooromon	364000
Hawker	146952
Higgins	135928
Holt	126932
Kaleen	140140
Latham	129740
Lawson	143156
Macgregor (ACT)	136500
Macquarie	131560
McKellar	158652
Melba	143884
Page	120016
Scullin	126100
Spence	142844
Weetangera	193960
Molonglo Corridor	247000
Macnamara	
Strathnairn	141804
West Belconnen	233948
Hume	117000
Kowen	194948
Canberra East	85280
Canberra Airport	136500
Majura	165724
Amaroo	160628
Bonner	148096
Casey	154284
Crace	168220
Forde	193960
Franklin	131248
Gungahlin	124540
Hall	166816
Harrison	149656
Mitchell	
Ngunnawal	128908
Nicholls	178308
Palmerston	139672
Gungahlin - East	
Gungahlin - West	
Jacka	123240
Kenny	129948
Moncrieff	142220
Taylor	131404
Throsby	164320
Acton	
Ainslie	186056
Braddon	157508
Civic	150540
Dickson	150540
Downer	149864
Hackett	184860
Lyneham	142012
O'Connor (ACT)	180076
Turner	166348
Watson	159432
Black Mountain	
Campbell	206388
Duntroon	169000
Parkes (ACT) - North	
Reid	171652
Russell	
Deakin	218972
Forrest	235664
Griffith (ACT)	189748
Lake Burley Griffin	
Narrabundah	167596
Parkes (ACT) - South	
Red Hill (ACT)	242684
Yarralumla	234312
Barton	183248
Fyshwick	116948
Kingston (ACT)	184964
Banks	142532
Bonython	133224
Calwell	147784
Chisholm	133640
Conder	151164
Fadden	184964
Gilmore	141700
Gordon (ACT)	142584
Gowrie (ACT)	151216
Greenway	121732
Isabella Plains	130104
Kambah	136760
Macarthur	168064
Monash	139464
Mount Taylor	
Oxley (ACT)	143208
Richardson	121004
Theodore	149760
Tuggeranong	143000
Wanniassa	140400
Tuggeranong - West	110448
Chapman	181480
Duffy	161148
Fisher	158964
Holder	151580
Rivett	143780
Stirling	143468
Waramanga	151840
Weston	160264
Scrivener	195000
Chifley	152880
Curtin	190996
Farrer	167752
Garran	182676
Hughes	190788
Isaacs	163696
Lyons (ACT)	136708
Mawson	137956
O'Malley	237484
Pearce	171704
Phillip	128596
Torrens	172744
Arboretum	
Coombs	151476
Denman Prospect	187512
Molonglo	
Wright	163800
Molonglo - East	
Whitlam	46800
ACT - South West	161668
Namadgi	139724
Migratory - Offshore - Shipping (ACT)	
No usual address (ACT)	
Christmas Island	138268
Cocos (Keeling) Islands	87256
Jervis Bay	87724
Norfolk Island	84760
Migratory - Offshore - Shipping (OT)	
No usual address (OT)	
