SA2_NAME16	OnlyEnglishSpokenHome	persons
Kiama	0	506
Kiama	1	7814
Kiama Downs - Minnamurra	0	231
Kiama Downs - Minnamurra	1	5601
Kiama Hinterland - Gerringong	0	299
Kiama Hinterland - Gerringong	1	7496
Shellharbour - Flinders	0	2316
Shellharbour - Flinders	1	16258
Shellharbour - Oak Flats	0	1320
Shellharbour - Oak Flats	1	8746
Warilla	0	2169
Warilla	1	16873
Balgownie - Fairy Meadow	0	3786
Balgownie - Fairy Meadow	1	16743
Corrimal - Tarrawanna - Bellambi	0	1921
Corrimal - Tarrawanna - Bellambi	1	13373
Figtree - Keiraville	0	4550
Figtree - Keiraville	1	17204
Helensburgh	0	431
Helensburgh	1	8398
Thirroul - Austinmer - Coalcliff	0	690
Thirroul - Austinmer - Coalcliff	1	10897
Woonona - Bulli - Russell Vale	0	1273
Woonona - Bulli - Russell Vale	1	18755
Wollongong - East	0	3694
Wollongong - East	1	11453
Wollongong - West	0	4713
Wollongong - West	1	10915
Bulahdelah - Stroud	0	104
Bulahdelah - Stroud	1	4669
Forster	0	551
Forster	1	13259
Forster-Tuncurry Surrounds	0	188
Forster-Tuncurry Surrounds	1	6224
Tuncurry	0	212
Tuncurry	1	5771
Kempsey	0	461
Kempsey	1	13208
Kempsey Surrounds	0	269
Kempsey Surrounds	1	8415
Macksville - Scotts Head	0	197
Macksville - Scotts Head	1	4663
Nambucca Heads	0	237
Nambucca Heads	1	6279
Nambucca Heads Surrounds	0	237
Nambucca Heads Surrounds	1	7223
South West Rocks	0	152
South West Rocks	1	5143
Lord Howe Island	0	32
Lord Howe Island	1	382
Laurieton - Bonny Hills	0	406
Laurieton - Bonny Hills	1	17330
Port Macquarie - West	0	1312
Port Macquarie - West	1	18570
Port Macquarie Surrounds	0	119
Port Macquarie Surrounds	1	4799
Wauchope	0	271
Wauchope	1	11911
Port Macquarie - East	0	608
Port Macquarie - East	1	10644
Port Macquarie - South	0	747
Port Macquarie - South	1	16018
Gloucester	0	96
Gloucester	1	4876
Old Bar - Manning Point - Red Head	0	408
Old Bar - Manning Point - Red Head	1	11358
Taree	0	900
Taree	1	18496
Taree Surrounds	0	254
Taree Surrounds	1	11961
Wingham	0	124
Wingham	1	4907
Albury - East	0	1281
Albury - East	1	15904
Albury - North	0	836
Albury - North	1	8912
Albury - South	0	834
Albury - South	1	9065
Albury Surrounds	0	271
Albury Surrounds	1	11284
Lavington	0	1825
Lavington	1	12816
Hay	0	117
Hay	1	2434
Wentworth - Buronga	0	261
Wentworth - Buronga	1	5508
Wentworth-Balranald Region	0	324
Wentworth-Balranald Region	1	2800
Corowa	0	148
Corowa	1	5130
Corowa Surrounds	0	137
Corowa Surrounds	1	6523
Deniliquin	0	222
Deniliquin	1	6160
Deniliquin Surrounds	0	177
Deniliquin Surrounds	1	6083
Moama	0	220
Moama	1	6296
Tocumwal - Finley - Jerilderie	0	302
Tocumwal - Finley - Jerilderie	1	8519
Armidale	0	2802
Armidale	1	18828
Armidale Surrounds - North	0	189
Armidale Surrounds - North	1	3815
Armidale Surrounds - South	0	145
Armidale Surrounds - South	1	5417
Walcha	0	57
Walcha	1	2759
Glen Innes	0	206
Glen Innes	1	7718
Inverell	0	604
Inverell	1	10449
Inverell Surrounds - East	0	67
Inverell Surrounds - East	1	4569
Inverell Surrounds - West	0	59
Inverell Surrounds - West	1	5135
Tenterfield	0	195
Tenterfield	1	5968
Moree	0	349
Moree	1	6087
Moree Surrounds	0	127
Moree Surrounds	1	3909
Narrabri	0	226
Narrabri	1	6143
Narrabri Surrounds	0	75
Narrabri Surrounds	1	3892
Gunnedah	0	369
Gunnedah	1	8549
Gunnedah Surrounds	0	60
Gunnedah Surrounds	1	3858
Quirindi	0	202
Quirindi	1	6498
Tamworth - East	0	1289
Tamworth - East	1	18672
Tamworth - North	0	1531
Tamworth - North	1	13860
Tamworth - West	0	439
Tamworth - West	1	4810
Tamworth Surrounds	0	365
Tamworth Surrounds	1	17505
Belmont - Bennetts Green	0	697
Belmont - Bennetts Green	1	16531
Belmont South - Blacksmiths	0	164
Belmont South - Blacksmiths	1	5236
Charlestown - Dudley	0	1731
Charlestown - Dudley	1	22668
Glendale - Cardiff - Hillsborough	0	1552
Glendale - Cardiff - Hillsborough	1	22190
Mount Hutton - Windale	0	460
Mount Hutton - Windale	1	8415
Redhead	0	154
Redhead	1	3392
Swansea - Caves Beach	0	450
Swansea - Caves Beach	1	11680
Valentine - Eleebana	0	593
Valentine - Eleebana	1	11723
Warners Bay - Boolaroo	0	862
Warners Bay - Boolaroo	1	13341
Bolton Point - Teralba	0	461
Bolton Point - Teralba	1	9067
Bonnells Bay - Silverwater	0	407
Bonnells Bay - Silverwater	1	8938
Edgeworth - Cameron Park	0	1631
Edgeworth - Cameron Park	1	14164
Morisset - Cooranbong	0	869
Morisset - Cooranbong	1	16459
Toronto - Awaba	0	532
Toronto - Awaba	1	12855
Wangi Wangi - Rathmines	0	336
Wangi Wangi - Rathmines	1	8735
West Wallsend - Barnsley - Killingworth	0	164
West Wallsend - Barnsley - Killingworth	1	6845
Adamstown - Kotara	0	1363
Adamstown - Kotara	1	14768
Beresfield - Hexham	0	416
Beresfield - Hexham	1	7767
Hamilton - Broadmeadow	0	1348
Hamilton - Broadmeadow	1	10584
Lambton - New Lambton	0	1461
Lambton - New Lambton	1	15275
Maryland - Fletcher - Minmi	0	2709
Maryland - Fletcher - Minmi	1	13283
Mayfield - Warabrook	0	1452
Mayfield - Warabrook	1	13368
Merewether - The Junction	0	906
Merewether - The Junction	1	13169
Newcastle - Cooks Hill	0	1261
Newcastle - Cooks Hill	1	10925
Newcastle Port - Kooragang	1	24
Shortland - Jesmond	0	2570
Shortland - Jesmond	1	8658
Stockton - Fullerton Cove	0	341
Stockton - Fullerton Cove	1	7986
Wallsend - Elermore Vale	0	2455
Wallsend - Elermore Vale	1	17647
Waratah - North Lambton	0	1385
Waratah - North Lambton	1	10650
Wickham - Carrington - Tighes Hill	0	609
Wickham - Carrington - Tighes Hill	1	8204
Ballina	0	896
Ballina	1	16472
Ballina Surrounds	0	796
Ballina Surrounds	1	16680
Bangalow	0	444
Bangalow	1	5707
Brunswick Heads - Ocean Shores	0	744
Brunswick Heads - Ocean Shores	1	7681
Byron Bay	0	1502
Byron Bay	1	8469
Evans Head	0	137
Evans Head	1	4950
Lennox Head - Skennars Head	0	492
Lennox Head - Skennars Head	1	8309
Mullumbimby	0	761
Mullumbimby	1	6981
Casino	0	298
Casino	1	10905
Casino Surrounds	0	169
Casino Surrounds	1	6366
Goonellabah	0	826
Goonellabah	1	12046
Kyogle	0	253
Kyogle	1	6626
Lismore	0	828
Lismore	1	13236
Lismore Surrounds	0	688
Lismore Surrounds	1	13716
Kingscliff - Fingal Head	0	587
Kingscliff - Fingal Head	1	13467
Murwillumbah	0	459
Murwillumbah	1	8334
Murwillumbah Surrounds	0	409
Murwillumbah Surrounds	1	8776
Pottsville	0	556
Pottsville	1	12574
Tweed Heads	0	1395
Tweed Heads	1	17421
Banora Point	0	738
Banora Point	1	14847
Terranora - North Tumbulgum	0	123
Terranora - North Tumbulgum	1	3068
Tweed Heads South	0	600
Tweed Heads South	1	7328
Griffith (NSW)	0	5621
Griffith (NSW)	1	13526
Griffith Surrounds	0	1085
Griffith Surrounds	1	10174
Leeton	0	1046
Leeton	1	8542
Narrandera	0	204
Narrandera	1	5101
Tumbarumba	0	104
Tumbarumba	1	3025
Tumut	0	356
Tumut	1	5857
Tumut Surrounds	0	202
Tumut Surrounds	1	4130
Cootamundra	0	186
Cootamundra	1	7025
Gundagai	0	169
Gundagai	1	3149
Junee	0	295
Junee	1	4886
Temora	0	172
Temora	1	6071
Wagga Wagga - East	0	1184
Wagga Wagga - East	1	15059
Wagga Wagga - North	0	688
Wagga Wagga - North	1	4620
Wagga Wagga - South	0	2419
Wagga Wagga - South	1	18971
Wagga Wagga - West	0	1188
Wagga Wagga - West	1	9936
Wagga Wagga Surrounds	0	785
Wagga Wagga Surrounds	1	15707
Berry - Kangaroo Valley	0	276
Berry - Kangaroo Valley	1	8731
Callala Bay - Currarong	0	187
Callala Bay - Currarong	1	3296
Culburra Beach	0	190
Culburra Beach	1	4702
Ettrema - Sassafras - Budawang	1	57
Huskisson - Vincentia	0	381
Huskisson - Vincentia	1	4224
North Nowra - Bomaderry	0	836
North Nowra - Bomaderry	1	14405
Nowra	0	1539
Nowra	1	18549
St Georges Basin - Erowal Bay	0	716
St Georges Basin - Erowal Bay	1	13608
Sussex Inlet - Berrara	0	142
Sussex Inlet - Berrara	1	4198
Tomerong - Wandandian - Woollamia	0	161
Tomerong - Wandandian - Woollamia	1	3286
Ulladulla	0	706
Ulladulla	1	15382
Ulladulla Surrounds	0	147
Ulladulla Surrounds	1	5327
Bowral	0	943
Bowral	1	11987
Hill Top - Colo Vale	0	266
Hill Top - Colo Vale	1	5930
Mittagong	0	1152
Mittagong	1	9297
Moss Vale - Berrima	0	831
Moss Vale - Berrima	1	9182
Robertson - Fitzroy Falls	0	128
Robertson - Fitzroy Falls	1	3478
Southern Highlands	0	357
Southern Highlands	1	6479
Baulkham Hills - East	0	10521
Baulkham Hills - East	1	13533
Baulkham Hills (West) - Bella Vista	0	9508
Baulkham Hills (West) - Bella Vista	1	11606
Glenhaven	0	920
Glenhaven	1	5323
West Pennant Hills	0	5379
West Pennant Hills	1	7061
Castle Hill - Central	0	3404
Castle Hill - Central	1	4049
Castle Hill - East	0	2188
Castle Hill - East	1	3039
Castle Hill - North	0	4809
Castle Hill - North	1	7061
Castle Hill - South	0	4595
Castle Hill - South	1	5528
Castle Hill - West	0	2389
Castle Hill - West	1	2695
Cherrybrook	0	9296
Cherrybrook	1	9296
Kellyville - East	0	6434
Kellyville - East	1	10943
Kellyville - West	0	5578
Kellyville - West	1	5392
Dural - Kenthurst - Wisemans Ferry	0	4208
Dural - Kenthurst - Wisemans Ferry	1	17578
Galston - Laughtondale	0	518
Galston - Laughtondale	1	4683
Bilpin - Colo - St Albans	0	130
Bilpin - Colo - St Albans	1	2446
Kurrajong Heights - Ebenezer	0	1121
Kurrajong Heights - Ebenezer	1	20422
Pitt Town - McGraths Hill	0	984
Pitt Town - McGraths Hill	1	9995
Box Hill - Nelson	0	4302
Box Hill - Nelson	1	5651
North Kellyville	0	7501
North Kellyville	1	9228
Rouse Hill - Beaumont Hills	0	6285
Rouse Hill - Beaumont Hills	1	10965
Blacktown (East) - Kings Park	0	9118
Blacktown (East) - Kings Park	1	6686
Blacktown (North) - Marayong	0	9971
Blacktown (North) - Marayong	1	9341
Doonside - Woodcroft	0	12417
Doonside - Woodcroft	1	9632
Lalor Park - Kings Langley	0	7805
Lalor Park - Kings Langley	1	16204
Blacktown - South	0	6452
Blacktown - South	1	5433
Blacktown - West	0	8634
Blacktown - West	1	7379
Seven Hills - Prospect	0	7153
Seven Hills - Prospect	1	6987
Toongabbie - West	0	6550
Toongabbie - West	1	4418
Glenwood	0	8480
Glenwood	1	7015
Acacia Gardens	0	1733
Acacia Gardens	1	1888
Quakers Hill	0	10861
Quakers Hill	1	12841
Kellyville Ridge - The Ponds	0	9721
Kellyville Ridge - The Ponds	1	10745
Marsden Park - Shanes Park	0	9096
Marsden Park - Shanes Park	1	5732
Riverstone	0	4414
Riverstone	1	8638
Schofields (West) - Colebee	0	5424
Schofields (West) - Colebee	1	4194
Schofields - East	0	14471
Schofields - East	1	9436
Stanhope Gardens - Parklea	0	5664
Stanhope Gardens - Parklea	1	5744
Bidwill - Hebersham - Emerton	0	5587
Bidwill - Hebersham - Emerton	1	10738
Glendenning - Dean Park	0	3838
Glendenning - Dean Park	1	4156
Hassall Grove - Plumpton	0	10306
Hassall Grove - Plumpton	1	9886
Lethbridge Park - Tregear	0	6058
Lethbridge Park - Tregear	1	13321
Mount Druitt - Whalan	0	11778
Mount Druitt - Whalan	1	9195
Prospect Reservoir	0	4
Prospect Reservoir	1	3
Rooty Hill - Minchinbury	0	11052
Rooty Hill - Minchinbury	1	10237
Banksmeadow	0	184
Banksmeadow	1	239
Botany	0	3231
Botany	1	9015
Pagewood - Hillsdale - Daceyville	0	6146
Pagewood - Hillsdale - Daceyville	1	7639
Port Botany Industrial	1	4
Sydney Airport	0	9
Sydney Airport	1	4
Eastlakes	0	4750
Eastlakes	1	3685
Mascot	0	12105
Mascot	1	8180
Petersham - Stanmore	0	3824
Petersham - Stanmore	1	15097
Sydenham - Tempe - St Peters	0	2190
Sydenham - Tempe - St Peters	1	5771
Marrickville - North	0	3491
Marrickville - North	1	8210
Marrickville - South	0	5331
Marrickville - South	1	8287
Darlinghurst	0	2201
Darlinghurst	1	7624
Erskineville - Alexandria	0	3827
Erskineville - Alexandria	1	14451
Glebe - Forest Lodge	0	5148
Glebe - Forest Lodge	1	13787
Potts Point - Woolloomooloo	0	3308
Potts Point - Woolloomooloo	1	13129
Surry Hills	0	4047
Surry Hills	1	10568
Camperdown - Darlington	0	1755
Camperdown - Darlington	1	6147
Chippendale	0	4091
Chippendale	1	3045
Newtown (NSW)	0	2496
Newtown (NSW)	1	11464
Pyrmont	0	5051
Pyrmont	1	6657
Redfern	0	3687
Redfern	1	8864
Rosebery - Beaconsfield	0	5186
Rosebery - Beaconsfield	1	6422
Sydney (North) - Millers Point	0	2996
Sydney (North) - Millers Point	1	4381
Sydney (South) - Haymarket	0	13863
Sydney (South) - Haymarket	1	4371
Ultimo	0	4296
Ultimo	1	2560
Waterloo	0	6476
Waterloo	1	8486
Zetland	0	6274
Zetland	1	5701
Bondi - Tamarama - Bronte	0	3671
Bondi - Tamarama - Bronte	1	14226
Bondi Beach - North Bondi	0	4009
Bondi Beach - North Bondi	1	15429
Bondi Junction - Waverly	0	4181
Bondi Junction - Waverly	1	12349
Dover Heights	0	2509
Dover Heights	1	8162
Paddington - Moore Park	0	1927
Paddington - Moore Park	1	12166
Rose Bay - Vaucluse - Watsons Bay	0	2062
Rose Bay - Vaucluse - Watsons Bay	1	9215
Woollahra	0	1114
Woollahra	1	5941
Bellevue Hill	0	2433
Bellevue Hill	1	11312
Double Bay - Darling Point	0	1534
Double Bay - Darling Point	1	7884
Kensington (NSW)	0	4568
Kensington (NSW)	1	6546
Kingsford	0	6021
Kingsford	1	6959
Maroubra - North	0	3142
Maroubra - North	1	6074
Maroubra - South	0	3366
Maroubra - South	1	7003
Maroubra - West	0	4180
Maroubra - West	1	5324
Randwick - North	0	3143
Randwick - North	1	12140
Randwick - South	0	2905
Randwick - South	1	9118
Coogee - Clovelly	0	2902
Coogee - Clovelly	1	15738
Malabar - La Perouse	0	2157
Malabar - La Perouse	1	6871
Matraville - Chifley	0	3670
Matraville - Chifley	1	8981
South Coogee	0	1269
South Coogee	1	3999
Bass Hill - Georges Hall	0	12898
Bass Hill - Georges Hall	1	8723
Chullora	0	961
Chullora	1	405
Condell Park	0	8067
Condell Park	1	3721
Padstow	0	7112
Padstow	1	9312
Revesby	0	8336
Revesby	1	8441
Yagoona - Birrong	0	14564
Yagoona - Birrong	1	6310
Bankstown - North	0	12448
Bankstown - North	1	3227
Bankstown - South	0	13617
Bankstown - South	1	3173
Greenacre - North	0	9320
Greenacre - North	1	4205
Greenacre - South	0	9145
Greenacre - South	1	3225
Panania (North) - Milperra	0	3648
Panania (North) - Milperra	1	7264
Panania (South) - Picnic Point	0	5123
Panania (South) - Picnic Point	1	10354
Belmore - Belfield	0	11930
Belmore - Belfield	1	6781
Punchbowl	0	14927
Punchbowl	1	4951
Roselands	0	8529
Roselands	1	5320
Lakemba	0	12465
Lakemba	1	2829
Wiley Park	0	7337
Wiley Park	1	1825
Campsie - North	0	8920
Campsie - North	1	2219
Campsie - South	0	6489
Campsie - South	1	1527
Canterbury - South	0	7162
Canterbury - South	1	4065
Earlwood	0	8291
Earlwood	1	8954
Kingsgrove - North	0	3449
Kingsgrove - North	1	2537
Narwee - Beverly Hills	0	8068
Narwee - Beverly Hills	1	5107
Oatley - Hurstville Grove	0	4602
Oatley - Hurstville Grove	1	7650
Peakhurst - Lugarno	0	6810
Peakhurst - Lugarno	1	12446
Riverwood	0	7251
Riverwood	1	3545
South Hurstville - Blakehurst	0	14628
South Hurstville - Blakehurst	1	9506
Hurstville - Central	0	9664
Hurstville - Central	1	1753
Hurstville - North	0	8432
Hurstville - North	1	3076
Mortdale - Oatley	0	5313
Mortdale - Oatley	1	8893
Penshurst	0	5328
Penshurst	1	3556
Kingsgrove (South) - Bardwell Park	0	6855
Kingsgrove (South) - Bardwell Park	1	5663
Kogarah	0	7826
Kogarah	1	4220
Kogarah Bay - Carlton - Allawah	0	9217
Kogarah Bay - Carlton - Allawah	1	6182
Monterey - Brighton-le-Sands - Kyeemagh	0	6711
Monterey - Brighton-le-Sands - Kyeemagh	1	6303
Rockdale - Banksia	0	12376
Rockdale - Banksia	1	6208
Sans Souci - Ramsgate	0	6214
Sans Souci - Ramsgate	1	9484
Arncliffe - Bardwell Valley	0	8884
Arncliffe - Bardwell Valley	1	6322
Bexley - North	0	5310
Bexley - North	1	4147
Bexley - South	0	9820
Bexley - South	1	5140
Wolli Creek	0	7200
Wolli Creek	1	2788
Concord - Mortlake - Cabarita	0	8419
Concord - Mortlake - Cabarita	1	13942
Drummoyne - Rodd Point	0	4352
Drummoyne - Rodd Point	1	13288
Five Dock - Abbotsford	0	6369
Five Dock - Abbotsford	1	13634
Concord West - North Strathfield	0	5755
Concord West - North Strathfield	1	6422
Rhodes	0	8485
Rhodes	1	2404
Balmain	0	1792
Balmain	1	13162
Lilyfield - Rozelle	0	2067
Lilyfield - Rozelle	1	11173
Annandale (NSW)	0	1293
Annandale (NSW)	1	7659
Leichhardt	0	3332
Leichhardt	1	13532
Canterbury (North) - Ashbury	0	5206
Canterbury (North) - Ashbury	1	6338
Croydon Park - Enfield	0	7718
Croydon Park - Enfield	1	8850
Dulwich Hill - Lewisham	0	4746
Dulwich Hill - Lewisham	1	12283
Haberfield - Summer Hill	0	3564
Haberfield - Summer Hill	1	9505
Homebush	0	14766
Homebush	1	4719
Strathfield South	0	2043
Strathfield South	1	1453
Ashfield - North	0	5606
Ashfield - North	1	5309
Ashfield - South	0	5999
Ashfield - South	1	5713
Burwood (NSW)	0	12014
Burwood (NSW)	1	2931
Croydon	0	5626
Croydon	1	4946
Strathfield - East	0	11583
Strathfield - East	1	3802
Strathfield - West	0	5210
Strathfield - West	1	3697
Chatswood (West) - Lane Cove North	0	8847
Chatswood (West) - Lane Cove North	1	11620
St Leonards - Naremburn	0	4283
St Leonards - Naremburn	1	7118
Artarmon	0	4279
Artarmon	1	4753
Castle Cove - Northbridge	0	2959
Castle Cove - Northbridge	1	10108
Chatswood - East	0	12127
Chatswood - East	1	6640
Greenwich - Riverview	0	2484
Greenwich - Riverview	1	10076
Lane Cove	0	4638
Lane Cove	1	10737
Willoughby	0	3684
Willoughby	1	8928
Asquith - Mount Colah	0	6495
Asquith - Mount Colah	1	15079
Berowra - Brooklyn - Cowan	0	1325
Berowra - Brooklyn - Cowan	1	10267
Normanhurst - Thornleigh - Westleigh	0	5485
Normanhurst - Thornleigh - Westleigh	1	13215
Hornsby - East	0	7116
Hornsby - East	1	4292
Hornsby - West	0	4112
Hornsby - West	1	6164
Wahroonga (West) - Waitara	0	6552
Wahroonga (West) - Waitara	1	4812
Gordon - Killara	0	10205
Gordon - Killara	1	11545
Lindfield - Roseville	0	8356
Lindfield - Roseville	1	15593
Pymble	0	5640
Pymble	1	11157
St Ives	0	7230
St Ives	1	13970
