SA2_NAME16	OnlyEnglishSpokenHome	persons
Mitcham (Vic.)	0	5339
Mitcham (Vic.)	1	11040
Nunawading	0	4574
Nunawading	1	7220
Vermont	0	4192
Vermont	1	6580
Vermont South	0	5425
Vermont South	1	6050
Belgrave - Selby	0	653
Belgrave - Selby	1	9002
Chirnside Park	0	1643
Chirnside Park	1	9758
Healesville - Yarra Glen	0	560
Healesville - Yarra Glen	1	12808
Kilsyth	0	1252
Kilsyth	1	8296
Lilydale - Coldstream	0	1491
Lilydale - Coldstream	1	17448
Monbulk - Silvan	0	345
Monbulk - Silvan	1	5247
Montrose	0	338
Montrose	1	6404
Mooroolbark	0	3531
Mooroolbark	1	18902
Mount Dandenong - Olinda	0	660
Mount Dandenong - Olinda	1	8715
Mount Evelyn	0	416
Mount Evelyn	1	9204
Upwey - Tecoma	0	602
Upwey - Tecoma	1	8930
Wandin - Seville	0	343
Wandin - Seville	1	7301
Yarra Valley	0	546
Yarra Valley	1	15107
Emerald - Cockatoo	0	823
Emerald - Cockatoo	1	16703
Beaconsfield - Officer	0	6054
Beaconsfield - Officer	1	16725
Bunyip - Garfield	0	287
Bunyip - Garfield	1	8886
Koo Wee Rup	0	698
Koo Wee Rup	1	8843
Pakenham - North East	0	2681
Pakenham - North East	1	11936
Pakenham - North West	0	1944
Pakenham - North West	1	5283
Pakenham - South East	0	1457
Pakenham - South East	1	4489
Pakenham - South West	0	7117
Pakenham - South West	1	18397
Berwick - North	0	4395
Berwick - North	1	17605
Doveton	0	6872
Doveton	1	3918
Hallam	0	6475
Hallam	1	4201
Narre Warren North	0	2151
Narre Warren North	1	5739
Endeavour Hills - North	0	5854
Endeavour Hills - North	1	5592
Endeavour Hills - South	0	6919
Endeavour Hills - South	1	5763
Narre Warren - North East	0	4771
Narre Warren - North East	1	8058
Narre Warren - South West	0	6069
Narre Warren - South West	1	7736
Berwick - South East	0	6093
Berwick - South East	1	11036
Berwick - South West	0	4583
Berwick - South West	1	6233
Cranbourne	0	6458
Cranbourne	1	13149
Cranbourne South	0	4047
Cranbourne South	1	12646
Cranbourne West	0	9178
Cranbourne West	1	11347
Lynbrook - Lyndhurst	0	10373
Lynbrook - Lyndhurst	1	6799
Pearcedale - Tooradin	0	281
Pearcedale - Tooradin	1	7319
Narre Warren South - East	0	4396
Narre Warren South - East	1	8344
Narre Warren South - West	0	7608
Narre Warren South - West	1	8352
Clyde North - North	0	5685
Clyde North - North	1	4461
Clyde North - South	0	8345
Clyde North - South	1	5844
Cranbourne East - North	0	11122
Cranbourne East - North	1	11182
Cranbourne East - South	0	5717
Cranbourne East - South	1	5992
Cranbourne North - East	0	7113
Cranbourne North - East	1	5094
Cranbourne North - West	0	4180
Cranbourne North - West	1	7073
Hampton Park - East	0	6738
Hampton Park - East	1	5037
Hampton Park - West	0	7107
Hampton Park - West	1	5273
Clarinda - Oakleigh South	0	6280
Clarinda - Oakleigh South	1	4880
Clayton South	0	8976
Clayton South	1	3783
Dandenong North	0	12571
Dandenong North	1	8456
Dingley Village	0	2171
Dingley Village	1	8004
Noble Park North	0	4097
Noble Park North	1	2987
Springvale	0	16813
Springvale	1	4167
Springvale South	0	9109
Springvale South	1	2974
Noble Park - East	0	7942
Noble Park - East	1	3864
Noble Park - West	0	12875
Noble Park - West	1	5585
Dandenong - North	0	13764
Dandenong - North	1	5424
Dandenong - South	0	6296
Dandenong - South	1	2254
Keysborough - North	0	8814
Keysborough - North	1	5552
Keysborough - South	0	9576
Keysborough - South	1	5107
Ashwood - Chadstone	0	8387
Ashwood - Chadstone	1	10336
Glen Waverley - East	0	12642
Glen Waverley - East	1	8307
Glen Waverley - West	0	13276
Glen Waverley - West	1	6847
Mount Waverley - North	0	8164
Mount Waverley - North	1	7386
Mount Waverley - South	0	9412
Mount Waverley - South	1	9222
Mulgrave	0	10211
Mulgrave	1	8980
Oakleigh - Huntingdale	0	10620
Oakleigh - Huntingdale	1	11424
Wheelers Hill	0	9498
Wheelers Hill	1	10276
Clayton (North) - Notting Hill	0	5629
Clayton (North) - Notting Hill	1	3314
Clayton - Central	0	8098
Clayton - Central	1	3176
Ardeer - Albion	0	3521
Ardeer - Albion	1	3348
Cairnlea	0	6949
Cairnlea	1	2730
Delahey	0	4756
Delahey	1	2891
Keilor Downs	0	6168
Keilor Downs	1	6267
Kings Park (Vic.)	0	9420
Kings Park (Vic.)	1	3636
St Albans - North	0	13776
St Albans - North	1	4905
St Albans - South	0	12418
St Albans - South	1	3294
Sunshine	0	5001
Sunshine	1	3833
Sunshine North	0	8384
Sunshine North	1	2857
Sunshine West	0	11485
Sunshine West	1	5877
Sydenham	0	5301
Sydenham	1	5842
Taylors Lakes	0	6458
Taylors Lakes	1	9894
Deer Park	0	10516
Deer Park	1	6077
Derrimut	0	5088
Derrimut	1	3114
Altona	0	2619
Altona	1	10338
Altona Meadows	0	5854
Altona Meadows	1	11752
Altona North	0	6149
Altona North	1	7865
Newport	0	3455
Newport	1	14650
Seabrook	0	1943
Seabrook	1	2791
Williamstown	0	2393
Williamstown	1	12977
Braybrook	0	10893
Braybrook	1	7004
Footscray	0	6674
Footscray	1	9126
Maribyrnong	0	6021
Maribyrnong	1	6074
Seddon - Kingsville	0	2004
Seddon - Kingsville	1	6947
West Footscray - Tottenham	0	3754
West Footscray - Tottenham	1	7299
Yarraville	0	3092
Yarraville	1	11799
Bacchus Marsh	0	2416
Bacchus Marsh	1	21309
Melton West	0	5772
Melton West	1	13984
Rockbank - Mount Cottrell	0	9016
Rockbank - Mount Cottrell	1	5396
Taylors Hill	0	8970
Taylors Hill	1	9865
Burnside	0	3090
Burnside	1	2389
Burnside Heights	0	3836
Burnside Heights	1	2363
Caroline Springs	0	9303
Caroline Springs	1	10119
Brookfield	0	3415
Brookfield	1	5895
Cobblebank - Strathtulloh	0	4144
Cobblebank - Strathtulloh	1	2987
Eynesbury - Exford	0	273
Eynesbury - Exford	1	2645
Fraser Rise - Plumpton	0	5133
Fraser Rise - Plumpton	1	4572
Hillside	0	5582
Hillside	1	10020
Kurunjang - Toolern Vale	0	2392
Kurunjang - Toolern Vale	1	8581
Melton	0	1775
Melton	1	5365
Melton South - Weir Views	0	5783
Melton South - Weir Views	1	9314
Hoppers Crossing - North	0	6662
Hoppers Crossing - North	1	10794
Hoppers Crossing - South	0	7361
Hoppers Crossing - South	1	10203
Laverton	0	6447
Laverton	1	4187
Werribee - South	0	5655
Werribee - South	1	10161
Point Cook - East	0	8973
Point Cook - East	1	9229
Point Cook - South	0	11442
Point Cook - South	1	6929
Werribee - East	0	6486
Werribee - East	1	11069
Werribee - West	0	7293
Werribee - West	1	13761
Manor Lakes - Quandong	0	5911
Manor Lakes - Quandong	1	4199
Point Cook - North East	0	6001
Point Cook - North East	1	7582
Point Cook - North West	0	5070
Point Cook - North West	1	4115
Tarneit (West) - Mount Cottrell	0	6971
Tarneit (West) - Mount Cottrell	1	2485
Tarneit - Central	0	17734
Tarneit - Central	1	8623
Tarneit - North	0	5307
Tarneit - North	1	1370
Tarneit - South	0	6285
Tarneit - South	1	4207
Truganina - North	0	6068
Truganina - North	1	1755
Truganina - South East	0	6695
Truganina - South East	1	2438
Truganina - South West	0	12675
Truganina - South West	1	4907
Wyndham Vale - North	0	4061
Wyndham Vale - North	1	4301
Wyndham Vale - South	0	4621
Wyndham Vale - South	1	8240
Carrum Downs	0	3821
Carrum Downs	1	17168
Frankston	0	2956
Frankston	1	18976
Frankston North	0	2200
Frankston North	1	15633
Frankston South	0	1687
Frankston South	1	16445
Langwarrin	0	1389
Langwarrin	1	22741
Seaford (Vic.)	0	1649
Seaford (Vic.)	1	14571
Skye - Sandhurst	0	2038
Skye - Sandhurst	1	10881
Dromana	0	1121
Dromana	1	11433
Flinders	0	181
Flinders	1	5349
Hastings - Somers	0	915
Hastings - Somers	1	21661
Mount Eliza	0	1183
Mount Eliza	1	16973
Mount Martha	0	972
Mount Martha	1	18195
Point Nepean	0	1264
Point Nepean	1	16944
Rosebud - McCrae	0	1411
Rosebud - McCrae	1	19893
Somerville	0	685
Somerville	1	17098
Mornington - East	0	889
Mornington - East	1	13736
Mornington - West	0	555
Mornington - West	1	9387
Ararat	0	530
Ararat	1	6790
Ararat Surrounds	0	57
Ararat Surrounds	1	2908
Horsham	0	899
Horsham	1	15198
Horsham Surrounds	0	62
Horsham Surrounds	1	3200
Nhill Region	0	428
Nhill Region	1	6073
St Arnaud	0	83
St Arnaud	1	3119
Stawell	0	567
Stawell	1	7150
West Wimmera	0	70
West Wimmera	1	2446
Yarriambiack	0	192
Yarriambiack	1	5825
Irymple	0	616
Irymple	1	6498
Merbein	0	188
Merbein	1	4309
Mildura Surrounds	0	185
Mildura Surrounds	1	3146
Red Cliffs	0	473
Red Cliffs	1	5173
Mildura - North	0	2695
Mildura - North	1	13910
Mildura - South	0	2846
Mildura - South	1	12473
Buloke	0	206
Buloke	1	5444
Gannawarra	0	162
Gannawarra	1	5997
Kerang	0	95
Kerang	1	3573
Robinvale	0	1558
Robinvale	1	1684
Swan Hill	0	1382
Swan Hill	1	9057
Swan Hill Surrounds	0	565
Swan Hill Surrounds	1	5293
Echuca	0	699
Echuca	1	14011
Kyabram	0	491
Kyabram	1	9947
Lockington - Gunbower	0	83
Lockington - Gunbower	1	3476
Rochester	0	76
Rochester	1	3640
Rushworth	0	183
Rushworth	1	3614
Cobram	0	824
Cobram	1	5200
Moira	0	84
Moira	1	2520
Numurkah	0	404
Numurkah	1	11142
Yarrawonga	0	284
Yarrawonga	1	7851
Mooroopna	0	687
Mooroopna	1	6779
Shepparton - North	0	3808
Shepparton - North	1	14674
Shepparton Surrounds - East	0	217
Shepparton Surrounds - East	1	3495
Shepparton Surrounds - West	0	746
Shepparton Surrounds - West	1	8614
Kialla	0	1750
Kialla	1	6988
Shepparton - South East	0	4838
Shepparton - South East	1	10368
Glenelg (Vic.)	0	200
Glenelg (Vic.)	1	8050
Hamilton (Vic.)	0	381
Hamilton (Vic.)	1	9390
Portland	0	386
Portland	1	10129
Southern Grampians	0	122
Southern Grampians	1	5773
Camperdown	0	82
Camperdown	1	3163
Colac	0	932
Colac	1	11195
Colac Surrounds	0	108
Colac Surrounds	1	5183
Corangamite - North	0	126
Corangamite - North	1	4864
Corangamite - South	0	212
Corangamite - South	1	6469
Otway	0	271
Otway	1	3302
Moyne - East	0	155
Moyne - East	1	6409
Moyne - West	0	211
Moyne - West	1	9177
Warrnambool - North	0	1094
Warrnambool - North	1	20118
Warrnambool - South	0	815
Warrnambool - South	1	11709
Migratory - Offshore - Shipping (Vic.)	0	5
Migratory - Offshore - Shipping (Vic.)	1	13
No usual address (Vic.)	0	977
No usual address (Vic.)	1	4485
Alexandra Hills	0	1382
Alexandra Hills	1	14583
Belmont - Gumdale	0	1221
Belmont - Gumdale	1	6105
Birkdale	0	1269
Birkdale	1	13415
Capalaba	0	1815
Capalaba	1	15685
Thorneside	0	251
Thorneside	1	3494
Wellington Point	0	780
Wellington Point	1	10792
Cleveland	0	1394
Cleveland	1	13910
Ormiston	0	582
Ormiston	1	5639
Redland Bay	0	952
Redland Bay	1	16226
Sheldon - Mount Cotton	0	474
Sheldon - Mount Cotton	1	7720
Thornlands	0	1717
Thornlands	1	17009
Victoria Point	0	758
Victoria Point	1	13905
North Stradbroke Island	0	74
North Stradbroke Island	1	1836
Southern Moreton Bay Islands	0	381
Southern Moreton Bay Islands	1	7388
Brisbane Port - Lytton	1	4
Manly - Lota	0	445
Manly - Lota	1	7134
Manly West	0	1047
Manly West	1	10461
Murarrie	0	726
Murarrie	1	3848
Tingalpa	0	1271
Tingalpa	1	7318
Wakerley	0	1529
Wakerley	1	7728
Wynnum	0	1091
Wynnum	1	12790
Wynnum West - Hemmant	0	1786
Wynnum West - Hemmant	1	13202
Bald Hills	0	1254
Bald Hills	1	6311
Bridgeman Downs	0	2663
Bridgeman Downs	1	7612
Carseldine	0	2362
Carseldine	1	7107
Everton Park	0	1334
Everton Park	1	8480
McDowall	0	1341
McDowall	1	6370
Aspley	0	1965
Aspley	1	10537
Chermside	0	2964
Chermside	1	7578
Chermside West	0	1238
Chermside West	1	5199
Geebung	0	448
Geebung	1	3964
Kedron - Gordon Park	0	1779
Kedron - Gordon Park	1	12172
Stafford	0	801
Stafford	1	5707
Stafford Heights	0	765
Stafford Heights	1	6088
Wavell Heights	0	1145
Wavell Heights	1	8937
Boondall	0	1871
Boondall	1	7373
Brisbane Airport	0	4
Brisbane Airport	1	13
Eagle Farm - Pinkenba	0	393
Eagle Farm - Pinkenba	1	1544
Northgate - Virginia	0	1098
Northgate - Virginia	1	5702
Nudgee - Banyo	0	1441
Nudgee - Banyo	1	8972
Nundah	0	2574
Nundah	1	10086
Bracken Ridge	0	3006
Bracken Ridge	1	13984
Brighton (Qld)	0	463
Brighton (Qld)	1	8914
Deagon	0	260
Deagon	1	3357
Sandgate - Shorncliffe	0	388
Sandgate - Shorncliffe	1	6160
Taigum - Fitzgibbon	0	4730
Taigum - Fitzgibbon	1	8874
Zillmere	0	2071
Zillmere	1	6578
Camp Hill	0	1331
Camp Hill	1	10571
Cannon Hill	0	1069
Cannon Hill	1	5590
Carina	0	1813
Carina	1	9673
Carina Heights	0	1270
Carina Heights	1	5303
Carindale	0	4813
Carindale	1	11329
Annerley	0	2748
Annerley	1	8746
Coorparoo	0	3105
Coorparoo	1	14067
Fairfield - Dutton Park	0	1063
Fairfield - Dutton Park	1	3766
Greenslopes	0	2211
Greenslopes	1	7851
Holland Park	0	1253
Holland Park	1	7275
Holland Park West	0	1172
Holland Park West	1	4967
Woolloongabba	0	2770
Woolloongabba	1	5260
Yeronga	0	1533
Yeronga	1	8240
Eight Mile Plains	0	8511
Eight Mile Plains	1	6046
Macgregor (Qld)	0	3439
Macgregor (Qld)	1	2288
Mansfield (Qld)	0	2936
Mansfield (Qld)	1	5723
Mount Gravatt	0	3318
Mount Gravatt	1	11761
Rochedale - Burbank	0	5800
Rochedale - Burbank	1	4960
Upper Mount Gravatt	0	3647
Upper Mount Gravatt	1	6672
Wishart	0	4404
Wishart	1	6759
Coopers Plains	0	2641
Coopers Plains	1	2731
Moorooka	0	1963
Moorooka	1	8470
Robertson	0	2981
Robertson	1	1601
Salisbury - Nathan	0	1344
Salisbury - Nathan	1	5970
Tarragindi	0	1437
Tarragindi	1	9277
Algester	0	3261
Algester	1	5350
Calamvale - Stretton	0	13588
Calamvale - Stretton	1	8259
Pallara - Willawong	0	5480
Pallara - Willawong	1	4405
Parkinson - Drewvale	0	7135
Parkinson - Drewvale	1	8489
Rocklea - Acacia Ridge	0	2977
Rocklea - Acacia Ridge	1	5860
Kuraby	0	4828
Kuraby	1	3860
Runcorn	0	7738
Runcorn	1	5671
Sunnybank	0	5130
Sunnybank	1	3478
Sunnybank Hills	0	9925
Sunnybank Hills	1	7253
Jindalee - Mount Ommaney	0	1638
Jindalee - Mount Ommaney	1	5830
Middle Park - Jamboree Heights	0	1832
Middle Park - Jamboree Heights	1	5082
Riverhills	0	768
Riverhills	1	3255
Seventeen Mile Rocks - Sinnamon Park	0	2303
Seventeen Mile Rocks - Sinnamon Park	1	7226
Westlake	0	1139
Westlake	1	3236
Bellbowrie - Moggill	0	1545
Bellbowrie - Moggill	1	8782
Brookfield - Kenmore Hills	0	883
Brookfield - Kenmore Hills	1	5935
Chapel Hill	0	2505
Chapel Hill	1	8044
Fig Tree Pocket	0	738
Fig Tree Pocket	1	3525
Kenmore	0	1760
Kenmore	1	7508
Pinjarra Hills - Pullenvale	0	549
Pinjarra Hills - Pullenvale	1	4847
Chelmer - Graceville	0	979
Chelmer - Graceville	1	6646
Corinda	0	716
Corinda	1	4415
Indooroopilly	0	4722
Indooroopilly	1	8300
Sherwood	0	932
Sherwood	1	5343
St Lucia	0	3907
St Lucia	1	7716
Taringa	0	2285
Taringa	1	6444
Enoggera	0	1107
Enoggera	1	7430
Enoggera Reservoir	0	5
Enoggera Reservoir	1	27
Keperra	0	755
Keperra	1	6383
Mitchelton	0	838
Mitchelton	1	7778
The Gap	0	1774
The Gap	1	15025
Upper Kedron - Ferny Grove	0	1189
Upper Kedron - Ferny Grove	1	10290
Brisbane City	0	5079
Brisbane City	1	7174
Fortitude Valley	0	2589
Fortitude Valley	1	6174
Highgate Hill	0	1608
Highgate Hill	1	4382
Kangaroo Point	0	2010
Kangaroo Point	1	7127
New Farm	0	1981
New Farm	1	9642
South Brisbane	0	5650
South Brisbane	1	6965
Spring Hill	0	2684
Spring Hill	1	3544
West End	0	4312
West End	1	9835
Balmoral	0	459
Balmoral	1	3911
Bulimba	0	854
Bulimba	1	6280
East Brisbane	0	1168
East Brisbane	1	4595
Hawthorne	0	465
Hawthorne	1	4537
Morningside - Seven Hills	0	1720
Morningside - Seven Hills	1	11866
Norman Park	0	649
Norman Park	1	6009
Albion	0	664
Albion	1	3365
Alderley	0	708
Alderley	1	5692
Ascot	0	750
Ascot	1	4729
Clayfield	0	1885
Clayfield	1	8463
Grange	0	364
Grange	1	4181
Hamilton (Qld)	0	1119
Hamilton (Qld)	1	5258
Hendra	0	465
Hendra	1	4333
Kelvin Grove - Herston	0	3072
Kelvin Grove - Herston	1	6589
Newmarket	0	822
Newmarket	1	4031
Newstead - Bowen Hills	0	3239
Newstead - Bowen Hills	1	13463
Wilston	0	398
Wilston	1	3545
Windsor	0	1156
Windsor	1	6430
Wooloowin - Lutwyche	0	1821
Wooloowin - Lutwyche	1	8737
Ashgrove	0	1202
Ashgrove	1	12208
Auchenflower	0	824
Auchenflower	1	4651
Bardon	0	809
Bardon	1	9251
Paddington - Milton	0	1596
Paddington - Milton	1	10177
Red Hill (Qld)	0	645
Red Hill (Qld)	1	5140
Toowong	0	2983
Toowong	1	8975
Brinsmead	0	629
Brinsmead	1	4667
Clifton Beach - Kewarra Beach	0	1209
Clifton Beach - Kewarra Beach	1	9808
Freshwater - Stratford	0	314
Freshwater - Stratford	1	3269
Redlynch	0	1607
Redlynch	1	11386
Trinity Beach - Smithfield	0	2239
Trinity Beach - Smithfield	1	13563
Yorkeys Knob - Machans Beach	0	542
Yorkeys Knob - Machans Beach	1	5057
Bentley Park	0	1118
Bentley Park	1	6617
Cairns City	0	2890
Cairns City	1	6908
Earlville - Bayview Heights	0	955
Earlville - Bayview Heights	1	6809
Edmonton	0	1254
Edmonton	1	8991
Gordonvale - Trinity	0	690
Gordonvale - Trinity	1	8301
Kanimbla - Mooroobool	0	2206
Kanimbla - Mooroobool	1	7124
Lamb Range	1	7
Manoora	0	1212
Manoora	1	3996
Manunda	0	1071
Manunda	1	3521
Mount Sheridan	0	1474
Mount Sheridan	1	6740
Westcourt - Bungalow	0	1411
Westcourt - Bungalow	1	4180
White Rock	0	665
White Rock	1	3710
Whitfield - Edge Hill	0	985
Whitfield - Edge Hill	1	6873
Woree	0	821
Woree	1	3524
Babinda	0	275
Babinda	1	3811
Innisfail	0	1513
Innisfail	1	6885
Johnstone	0	501
Johnstone	1	6627
Tully	0	859
Tully	1	9050
Wooroonooran	1	4
Yarrabah	0	1966
Yarrabah	1	442
Daintree	0	456
Daintree	1	5508
Port Douglas	0	677
Port Douglas	1	4164
Atherton	0	723
Atherton	1	9827
Herberton	0	222
Herberton	1	4577
Kuranda	0	364
Kuranda	1	3906
Malanda - Yungaburra	0	395
Malanda - Yungaburra	1	7931
Mareeba	0	1561
Mareeba	1	9103
Balonne	0	154
Balonne	1	3728
Chinchilla	0	387
Chinchilla	1	7323
Goondiwindi	0	247
Goondiwindi	1	5440
Inglewood - Waggamba	0	88
Inglewood - Waggamba	1	3604
Miles - Wandoan	0	200
Miles - Wandoan	1	3426
Roma	0	415
Roma	1	5669
Roma Surrounds	0	90
Roma Surrounds	1	5238
Tara	0	116
Tara	1	3292
Crows Nest - Rosalie	0	189
Crows Nest - Rosalie	1	8116
Jondaryan	0	335
Jondaryan	1	6714
Millmerran	0	230
Millmerran	1	2688
Pittsworth	0	165
Pittsworth	1	5128
Wambo	0	691
Wambo	1	15078
Clifton - Greenmount	0	87
Clifton - Greenmount	1	4655
Southern Downs - East	0	93
Southern Downs - East	1	3960
Southern Downs - West	0	110
Southern Downs - West	1	4463
Stanthorpe	0	471
Stanthorpe	1	4443
Stanthorpe Surrounds	0	309
Stanthorpe Surrounds	1	5350
Warwick	0	595
Warwick	1	13854
Central Highlands - East	0	271
Central Highlands - East	1	5943
Central Highlands - West	0	240
Central Highlands - West	1	6301
Emerald	0	1158
Emerald	1	11700
Berserker	0	427
Berserker	1	5966
Bouldercombe	0	7
Bouldercombe	1	1692
Emu Park	0	128
Emu Park	1	5176
Frenchville - Mount Archer	0	577
Frenchville - Mount Archer	1	7995
Glenlee - Rockyview	0	66
Glenlee - Rockyview	1	4130
Gracemere	0	483
Gracemere	1	11119
Lakes Creek	0	499
Lakes Creek	1	4033
Mount Morgan	0	46
Mount Morgan	1	2460
Norman Gardens	0	1442
Norman Gardens	1	8597
Park Avenue	0	244
Park Avenue	1	4671
Parkhurst - Kawana	0	502
Parkhurst - Kawana	1	6431
Rockhampton - West	0	234
Rockhampton - West	1	5296
Rockhampton City	0	189
Rockhampton City	1	2824
Rockhampton Surrounds - East	0	77
Rockhampton Surrounds - East	1	3137
Rockhampton Surrounds - North	0	89
Rockhampton Surrounds - North	1	3914
Rockhampton Surrounds - West	0	26
Rockhampton Surrounds - West	1	2599
Shoalwater Bay	1	19
The Range - Allenstown	0	623
The Range - Allenstown	1	6854
Yeppoon	0	725
Yeppoon	1	18173
Banana	0	139
Banana	1	7606
Biloela	0	516
Biloela	1	4417
Agnes Water - Miriam Vale	0	206
Agnes Water - Miriam Vale	1	5784
Boyne Island - Tannum Sands	0	385
Boyne Island - Tannum Sands	1	9187
Callemondah	1	30
Clinton - New Auckland	0	1192
Clinton - New Auckland	1	12270
Gladstone	0	581
Gladstone	1	4943
Gladstone Hinterland	0	287
Gladstone Hinterland	1	10432
Kin Kora - Sun Valley	0	189
Kin Kora - Sun Valley	1	3173
Telina - Toolooa	0	365
Telina - Toolooa	1	5573
West Gladstone	0	399
West Gladstone	1	4144
Broadbeach Waters	0	1135
Broadbeach Waters	1	6623
Burleigh Heads	0	662
Burleigh Heads	1	7625
Burleigh Waters	0	1165
Burleigh Waters	1	12671
Mermaid Beach - Broadbeach	0	1999
Mermaid Beach - Broadbeach	1	10603
Mermaid Waters	0	1960
Mermaid Waters	1	10612
Miami	0	710
Miami	1	6299
Coolangatta	0	559
Coolangatta	1	5461
Currumbin - Tugun	0	825
Currumbin - Tugun	1	10670
Currumbin Waters	0	493
Currumbin Waters	1	8905
Elanora	0	687
Elanora	1	11321
Palm Beach	0	1017
Palm Beach	1	14417
Arundel	0	2365
Arundel	1	8368
Biggera Waters	0	1978
Biggera Waters	1	7215
Coombabah	0	1130
Coombabah	1	8547
Labrador	0	3269
Labrador	1	13832
Paradise Point - Hollywell	0	818
Paradise Point - Hollywell	1	8506
Runaway Bay	0	1026
Runaway Bay	1	7777
Guanaba - Springbrook	0	209
Guanaba - Springbrook	1	3861
Tamborine - Canungra	0	746
Tamborine - Canungra	1	14027
Currumbin Valley - Tallebudgera	0	354
Currumbin Valley - Tallebudgera	1	6931
Mudgeeraba - Bonogin	0	1670
Mudgeeraba - Bonogin	1	17132
Reedy Creek - Andrews	0	980
Reedy Creek - Andrews	1	7451
Carrara	0	1657
Carrara	1	10986
Highland Park	0	758
Highland Park	1	7325
Nerang - Mount Nathan	0	1880
Nerang - Mount Nathan	1	18315
Pacific Pines - Gaven	0	2973
Pacific Pines - Gaven	1	14636
Worongary - Tallai	0	593
Worongary - Tallai	1	7511
Coomera	0	2753
Coomera	1	15949
Helensvale	0	2716
Helensvale	1	15455
Hope Island	0	1729
Hope Island	1	11972
Jacobs Well - Alberton	0	183
Jacobs Well - Alberton	1	4219
Oxenford - Maudsland	0	1863
Oxenford - Maudsland	1	15427
Ormeau (East) - Stapylton	0	741
Ormeau (East) - Stapylton	1	9370
Ormeau (West) - Yatala	0	970
Ormeau (West) - Yatala	1	10466
Pimpama - North	0	1762
Pimpama - North	1	7623
Pimpama - South	0	1646
Pimpama - South	1	7911
Upper Coomera (South) - Wongawallan	0	991
Upper Coomera (South) - Wongawallan	1	9983
Upper Coomera - North	0	2363
Upper Coomera - North	1	16743
Willow Vale - Pimpama (West)	0	699
Willow Vale - Pimpama (West)	1	5920
Clear Island Waters	0	1037
Clear Island Waters	1	3139
Merrimac	0	1171
Merrimac	1	5579
Varsity Lakes	0	3518
Varsity Lakes	1	12299
Robina - East	0	2847
Robina - East	1	13442
Robina - West	0	1580
Robina - West	1	6782
Ashmore	0	1716
Ashmore	1	9679
Molendinar	0	1588
Molendinar	1	4492
Parkwood	0	1495
Parkwood	1	6877
Southport - North	0	4621
Southport - North	1	11557
Southport - South	0	4443
Southport - South	1	13238
Benowa	0	2435
Benowa	1	6899
Bundall	0	871
Bundall	1	3770
Main Beach	0	352
Main Beach	1	3183
Surfers Paradise - North	0	2886
Surfers Paradise - North	1	7839
Surfers Paradise - South	0	3607
Surfers Paradise - South	1	8585
Darra - Sumner	0	1880
Darra - Sumner	1	2588
Durack	0	4048
Durack	1	3749
Inala - Richlands	0	10240
Inala - Richlands	1	7909
Oxley (Qld)	0	1917
Oxley (Qld)	1	6344
Wacol	0	848
Wacol	1	1751
Doolandella	0	4170
Doolandella	1	3968
Forest Lake - Ellen Grove	0	7459
Forest Lake - Ellen Grove	1	14226
Boonah	0	337
Boonah	1	11430
Esk	0	121
Esk	1	4686
Lockyer Valley - East	0	655
Lockyer Valley - East	1	19075
Lowood	0	466
Lowood	1	12920
Rosewood	0	292
Rosewood	1	11805
Brassall	0	632
Brassall	1	10792
Bundamba	0	881
Bundamba	1	7763
Churchill - Yamanto	0	345
Churchill - Yamanto	1	6213
Ipswich - Central	0	403
Ipswich - Central	1	5800
Ipswich - East	0	977
Ipswich - East	1	15850
Ipswich - North	0	158
Ipswich - North	1	4295
Karalee - Barellan Point	0	293
Karalee - Barellan Point	1	6205
Karana Downs	0	356
Karana Downs	1	5555
Leichhardt - One Mile	0	445
Leichhardt - One Mile	1	7336
North Ipswich - Tivoli	0	238
North Ipswich - Tivoli	1	5769
Raceview	0	844
Raceview	1	13648
Ripley	0	1612
Ripley	1	10618
Riverview	0	442
Riverview	1	2207
Camira - Gailes	0	1305
Camira - Gailes	1	7480
Carole Park	0	4
Carole Park	1	5
Collingwood Park - Redbank	0	2550
Collingwood Park - Redbank	1	8484
Goodna	0	3030
Goodna	1	6787
Redbank Plains	0	5229
Redbank Plains	1	17381
Springfield	0	1394
Springfield	1	5673
Springfield Lakes	0	7130
Springfield Lakes	1	15603
Augustine Heights - Brookwater	0	2023
Augustine Heights - Brookwater	1	6665
Bellbird Park	0	2036
Bellbird Park	1	6543
Beaudesert	0	439
Beaudesert	1	12998
Beenleigh	0	834
Beenleigh	1	6652
Eagleby	0	1666
Eagleby	1	10534
Edens Landing - Holmview	0	1633
Edens Landing - Holmview	1	7373
Mount Warren Park	0	474
Mount Warren Park	1	4945
Wolffdene - Bahrs Scrub	0	757
Wolffdene - Bahrs Scrub	1	7892
Boronia Heights - Park Ridge	0	4271
Boronia Heights - Park Ridge	1	13513
Browns Plains	0	2318
Browns Plains	1	5101
Chambers Flat - Logan Reserve	0	2059
Chambers Flat - Logan Reserve	1	6080
Crestmead	0	2389
Crestmead	1	8654
Hillcrest	0	1861
Hillcrest	1	6524
Marsden	0	4989
Marsden	1	9485
Munruben - Park Ridge South	0	411
Munruben - Park Ridge South	1	3852
Regents Park - Heritage Park	0	3740
Regents Park - Heritage Park	1	11703
Logan Village	0	504
Logan Village	1	7671
Flagstone (East) - Riverbend	0	327
Flagstone (East) - Riverbend	1	5785
Flagstone (West) - New Beith	0	913
