SA2_NAME16	HomeCensusNight	persons
Bathurst - East	0	459
Bathurst - East	1	11872
Bathurst Surrounds	0	340
Bathurst Surrounds	1	6576
Oberon	0	241
Oberon	1	4591
Bathurst - South	0	512
Bathurst - South	1	10241
Bathurst - West	0	483
Bathurst - West	1	13826
Condobolin	0	362
Condobolin	1	6007
Cowra	0	372
Cowra	1	8900
Cowra Surrounds	0	258
Cowra Surrounds	1	5460
Forbes	0	510
Forbes	1	9507
Grenfell	0	205
Grenfell	1	3396
Parkes (NSW)	0	471
Parkes (NSW)	1	10448
Parkes Surrounds	0	186
Parkes Surrounds	1	3076
West Wyalong	0	273
West Wyalong	1	5251
Lithgow	0	544
Lithgow	1	11839
Lithgow Surrounds	0	353
Lithgow Surrounds	1	8096
Mudgee	0	513
Mudgee	1	12050
Mudgee Surrounds - East	0	146
Mudgee Surrounds - East	1	3258
Mudgee Surrounds - West	0	458
Mudgee Surrounds - West	1	10612
Blayney	0	344
Blayney	1	7170
Orange	0	873
Orange	1	18152
Orange - North	0	802
Orange - North	1	22093
Orange Surrounds	0	512
Orange Surrounds	1	11317
Grafton	0	833
Grafton	1	18424
Grafton Surrounds	0	766
Grafton Surrounds	1	16114
Maclean - Yamba - Iluka	0	879
Maclean - Yamba - Iluka	1	16654
Bellingen	0	275
Bellingen	1	5886
Coffs Harbour - North	0	730
Coffs Harbour - North	1	17373
Coffs Harbour - South	0	462
Coffs Harbour - South	1	10840
Coramba - Nana Glen - Bucca	0	168
Coramba - Nana Glen - Bucca	1	3783
Dorrigo	0	201
Dorrigo	1	3055
Korora - Emerald Beach	0	489
Korora - Emerald Beach	1	9771
Sawtell - Boambee	0	845
Sawtell - Boambee	1	19216
Urunga	0	252
Urunga	1	4655
Woolgoolga - Arrawarra	0	574
Woolgoolga - Arrawarra	1	13889
Bourke - Brewarrina	0	231
Bourke - Brewarrina	1	3195
Cobar	0	284
Cobar	1	3846
Coonamble	0	187
Coonamble	1	3742
Nyngan - Warren	0	259
Nyngan - Warren	1	4330
Walgett - Lightning Ridge	0	368
Walgett - Lightning Ridge	1	5163
Broken Hill	0	961
Broken Hill	1	16632
Far West	0	154
Far West	1	2132
Coonabarabran	0	381
Coonabarabran	1	7540
Dubbo - East	0	435
Dubbo - East	1	10200
Dubbo - South	0	797
Dubbo - South	1	18829
Dubbo - West	0	422
Dubbo - West	1	9901
Dubbo Surrounds	0	298
Dubbo Surrounds	1	5658
Gilgandra	0	207
Gilgandra	1	4190
Narromine	0	312
Narromine	1	6148
Wellington	0	815
Wellington	1	7951
Branxton - Greta - Pokolbin	0	451
Branxton - Greta - Pokolbin	1	12315
Cessnock	0	836
Cessnock	1	22656
Cessnock Surrounds	0	382
Cessnock Surrounds	1	8763
Dungog	0	338
Dungog	1	9206
Kurri Kurri - Abermain	0	727
Kurri Kurri - Abermain	1	19907
Singleton	0	446
Singleton	1	16570
Singleton Surrounds	0	192
Singleton Surrounds	1	5139
Maitland	0	259
Maitland	1	8352
Maitland - North	0	248
Maitland - North	1	8481
East Maitland - Metford	0	609
East Maitland - Metford	1	17375
Rutherford (North) - Aberglasslyn	0	604
Rutherford (North) - Aberglasslyn	1	17125
Rutherford (South) - Telarah	0	276
Rutherford (South) - Telarah	1	7705
Tenambit - East Maitland	0	379
Tenambit - East Maitland	1	9714
Thornton - Millers Forest	0	487
Thornton - Millers Forest	1	15409
Anna Bay	0	313
Anna Bay	1	6133
Lemon Tree Passage - Tanilba Bay	0	288
Lemon Tree Passage - Tanilba Bay	1	6606
Nelson Bay Peninsula	0	1127
Nelson Bay Peninsula	1	20844
Raymond Terrace	0	531
Raymond Terrace	1	14054
Seaham - Woodville	0	227
Seaham - Woodville	1	5460
Tea Gardens - Hawks Nest	0	318
Tea Gardens - Hawks Nest	1	5487
Williamtown - Medowie - Karuah	0	644
Williamtown - Medowie - Karuah	1	14381
Muswellbrook	0	422
Muswellbrook	1	11851
Muswellbrook Surrounds	0	137
Muswellbrook Surrounds	1	3953
Scone	0	193
Scone	1	5846
Scone Surrounds	0	340
Scone Surrounds	1	7854
Dapto - Avondale	0	625
Dapto - Avondale	1	23571
Horsley - Kembla Grange	0	219
Horsley - Kembla Grange	1	11941
Port Kembla Industrial	1	5
Unanderra - Mount Kembla	0	369
Unanderra - Mount Kembla	1	14909
Berkeley - Lake Heights - Cringila	0	388
Berkeley - Lake Heights - Cringila	1	13811
Port Kembla - Warrawong	0	275
Port Kembla - Warrawong	1	9465
Windang - Primbee	0	136
Windang - Primbee	1	4104
Illawarra Catchment Reserve	1	9
Albion Park - Macquarie Pass	0	456
Albion Park - Macquarie Pass	1	18569
Albion Park Rail	0	222
Albion Park Rail	1	6696
Kiama	0	425
Kiama	1	8362
Kiama Downs - Minnamurra	0	306
Kiama Downs - Minnamurra	1	5752
Kiama Hinterland - Gerringong	0	449
Kiama Hinterland - Gerringong	1	7690
Shellharbour - Flinders	0	489
Shellharbour - Flinders	1	18846
Shellharbour - Oak Flats	0	305
Shellharbour - Oak Flats	1	10284
Warilla	0	613
Warilla	1	19783
Balgownie - Fairy Meadow	0	685
Balgownie - Fairy Meadow	1	20833
Corrimal - Tarrawanna - Bellambi	0	462
Corrimal - Tarrawanna - Bellambi	1	15579
Figtree - Keiraville	0	791
Figtree - Keiraville	1	21985
Helensburgh	0	252
Helensburgh	1	8887
Thirroul - Austinmer - Coalcliff	0	465
Thirroul - Austinmer - Coalcliff	1	11500
Woonona - Bulli - Russell Vale	0	612
Woonona - Bulli - Russell Vale	1	20152
Wollongong - East	0	724
Wollongong - East	1	15290
Wollongong - West	0	559
Wollongong - West	1	15994
Bulahdelah - Stroud	0	261
Bulahdelah - Stroud	1	4968
Forster	0	717
Forster	1	13995
Forster-Tuncurry Surrounds	0	384
Forster-Tuncurry Surrounds	1	6599
Tuncurry	0	323
Tuncurry	1	6057
Kempsey	0	581
Kempsey	1	15073
Kempsey Surrounds	0	534
Kempsey Surrounds	1	8931
Macksville - Scotts Head	0	218
Macksville - Scotts Head	1	4969
Nambucca Heads	0	305
Nambucca Heads	1	6806
Nambucca Heads Surrounds	0	342
Nambucca Heads Surrounds	1	7764
South West Rocks	0	277
South West Rocks	1	5348
Lord Howe Island	0	62
Lord Howe Island	1	388
Laurieton - Bonny Hills	0	900
Laurieton - Bonny Hills	1	17585
Port Macquarie - West	0	810
Port Macquarie - West	1	20336
Port Macquarie Surrounds	0	326
Port Macquarie Surrounds	1	4972
Wauchope	0	516
Wauchope	1	12277
Port Macquarie - East	0	530
Port Macquarie - East	1	11230
Port Macquarie - South	0	614
Port Macquarie - South	1	16671
Gloucester	0	282
Gloucester	1	5024
Old Bar - Manning Point - Red Head	0	614
Old Bar - Manning Point - Red Head	1	11863
Taree	0	844
Taree	1	20277
Taree Surrounds	0	700
Taree Surrounds	1	12348
Wingham	0	217
Wingham	1	5180
Albury - East	0	695
Albury - East	1	17137
Albury - North	0	396
Albury - North	1	10133
Albury - South	0	522
Albury - South	1	9999
Albury Surrounds	0	549
Albury Surrounds	1	11954
Lavington	0	651
Lavington	1	15011
Hay	0	170
Hay	1	2721
Wentworth - Buronga	0	311
Wentworth - Buronga	1	6201
Wentworth-Balranald Region	0	221
Wentworth-Balranald Region	1	3433
Corowa	0	301
Corowa	1	5297
Corowa Surrounds	0	418
Corowa Surrounds	1	6844
Deniliquin	0	342
Deniliquin	1	6696
Deniliquin Surrounds	0	388
Deniliquin Surrounds	1	6450
Moama	0	449
Moama	1	6484
Tocumwal - Finley - Jerilderie	0	618
Tocumwal - Finley - Jerilderie	1	9162
Armidale	0	1320
Armidale	1	22644
Armidale Surrounds - North	0	198
Armidale Surrounds - North	1	4329
Armidale Surrounds - South	0	227
Armidale Surrounds - South	1	5663
Walcha	0	197
Walcha	1	2947
Glen Innes	0	444
Glen Innes	1	8486
Inverell	0	545
Inverell	1	11513
Inverell Surrounds - East	0	231
Inverell Surrounds - East	1	4971
Inverell Surrounds - West	0	328
Inverell Surrounds - West	1	5400
Tenterfield	0	320
Tenterfield	1	6490
Moree	0	362
Moree	1	7481
Moree Surrounds	0	281
Moree Surrounds	1	5070
Narrabri	0	273
Narrabri	1	6632
Narrabri Surrounds	0	225
Narrabri Surrounds	1	4390
Gunnedah	0	357
Gunnedah	1	9399
Gunnedah Surrounds	0	172
Gunnedah Surrounds	1	4198
Quirindi	0	331
Quirindi	1	7222
Tamworth - East	0	792
Tamworth - East	1	20567
Tamworth - North	0	638
Tamworth - North	1	15881
Tamworth - West	0	153
Tamworth - West	1	5845
Tamworth Surrounds	0	813
Tamworth Surrounds	1	18221
Belmont - Bennetts Green	0	565
Belmont - Bennetts Green	1	17297
Belmont South - Blacksmiths	0	244
Belmont South - Blacksmiths	1	5435
Charlestown - Dudley	0	942
Charlestown - Dudley	1	24309
Glendale - Cardiff - Hillsborough	0	765
Glendale - Cardiff - Hillsborough	1	23825
Mount Hutton - Windale	0	302
Mount Hutton - Windale	1	9204
Redhead	0	171
Redhead	1	3613
Swansea - Caves Beach	0	527
Swansea - Caves Beach	1	12038
Valentine - Eleebana	0	460
Valentine - Eleebana	1	12110
Warners Bay - Boolaroo	0	571
Warners Bay - Boolaroo	1	14119
Bolton Point - Teralba	0	407
Bolton Point - Teralba	1	9727
Bonnells Bay - Silverwater	0	420
Bonnells Bay - Silverwater	1	9278
Edgeworth - Cameron Park	0	479
Edgeworth - Cameron Park	1	15902
Morisset - Cooranbong	0	726
Morisset - Cooranbong	1	17406
Toronto - Awaba	0	659
Toronto - Awaba	1	13303
Wangi Wangi - Rathmines	0	448
Wangi Wangi - Rathmines	1	9020
West Wallsend - Barnsley - Killingworth	0	271
West Wallsend - Barnsley - Killingworth	1	6983
Adamstown - Kotara	0	576
Adamstown - Kotara	1	16025
Beresfield - Hexham	0	342
Beresfield - Hexham	1	8222
Hamilton - Broadmeadow	0	599
Hamilton - Broadmeadow	1	12175
Lambton - New Lambton	0	730
Lambton - New Lambton	1	16612
Maryland - Fletcher - Minmi	0	441
Maryland - Fletcher - Minmi	1	15994
Mayfield - Warabrook	0	551
Mayfield - Warabrook	1	14973
Merewether - The Junction	0	704
Merewether - The Junction	1	13794
Newcastle - Cooks Hill	0	935
Newcastle - Cooks Hill	1	11872
Newcastle Port - Kooragang	0	9
Newcastle Port - Kooragang	1	18
Shortland - Jesmond	0	739
Shortland - Jesmond	1	11852
Stockton - Fullerton Cove	0	345
Stockton - Fullerton Cove	1	8481
Wallsend - Elermore Vale	0	795
Wallsend - Elermore Vale	1	20158
Waratah - North Lambton	0	457
Waratah - North Lambton	1	12427
Wickham - Carrington - Tighes Hill	0	501
Wickham - Carrington - Tighes Hill	1	8664
Ballina	0	781
Ballina	1	17852
Ballina Surrounds	0	649
Ballina Surrounds	1	17678
Bangalow	0	282
Bangalow	1	6681
Brunswick Heads - Ocean Shores	0	436
Brunswick Heads - Ocean Shores	1	8724
Byron Bay	0	688
Byron Bay	1	10230
Evans Head	0	277
Evans Head	1	5373
Lennox Head - Skennars Head	0	417
Lennox Head - Skennars Head	1	8816
Mullumbimby	0	403
Mullumbimby	1	8492
Casino	0	400
Casino	1	11893
Casino Surrounds	0	307
Casino Surrounds	1	7073
Goonellabah	0	412
Goonellabah	1	13177
Kyogle	0	309
Kyogle	1	7298
Lismore	0	613
Lismore	1	14618
Lismore Surrounds	0	573
Lismore Surrounds	1	15211
Kingscliff - Fingal Head	0	731
Kingscliff - Fingal Head	1	14089
Murwillumbah	0	395
Murwillumbah	1	9106
Murwillumbah Surrounds	0	435
Murwillumbah Surrounds	1	9912
Pottsville	0	632
Pottsville	1	13451
Tweed Heads	0	815
Tweed Heads	1	19755
Banora Point	0	586
Banora Point	1	15738
Terranora - North Tumbulgum	0	117
Terranora - North Tumbulgum	1	3212
Tweed Heads South	0	338
Tweed Heads South	1	8086
Griffith (NSW)	0	659
Griffith (NSW)	1	19911
Griffith Surrounds	0	560
Griffith Surrounds	1	12197
Leeton	0	396
Leeton	1	9931
Narrandera	0	309
Narrandera	1	5595
Tumbarumba	0	212
Tumbarumba	1	3308
Tumut	0	289
Tumut	1	6378
Tumut Surrounds	0	236
Tumut Surrounds	1	4506
Cootamundra	0	356
Cootamundra	1	7343
Gundagai	0	208
Gundagai	1	3506
Junee	0	205
Junee	1	6142
Temora	0	367
Temora	1	6236
Wagga Wagga - East	0	700
Wagga Wagga - East	1	16223
Wagga Wagga - North	0	217
Wagga Wagga - North	1	5383
Wagga Wagga - South	0	840
Wagga Wagga - South	1	21681
Wagga Wagga - West	0	533
Wagga Wagga - West	1	11424
Wagga Wagga Surrounds	0	629
Wagga Wagga Surrounds	1	17163
Berry - Kangaroo Valley	0	382
Berry - Kangaroo Valley	1	9100
Callala Bay - Currarong	0	252
Callala Bay - Currarong	1	3391
Culburra Beach	0	300
Culburra Beach	1	4800
Ettrema - Sassafras - Budawang	0	4
Ettrema - Sassafras - Budawang	1	58
Huskisson - Vincentia	0	373
Huskisson - Vincentia	1	4470
North Nowra - Bomaderry	0	675
North Nowra - Bomaderry	1	15416
Nowra	0	807
Nowra	1	21778
St Georges Basin - Erowal Bay	0	700
St Georges Basin - Erowal Bay	1	14566
Sussex Inlet - Berrara	0	290
Sussex Inlet - Berrara	1	4401
Tomerong - Wandandian - Woollamia	0	142
Tomerong - Wandandian - Woollamia	1	3561
Ulladulla	0	852
Ulladulla	1	16171
Ulladulla Surrounds	0	464
Ulladulla Surrounds	1	5365
Bowral	0	538
Bowral	1	13096
Hill Top - Colo Vale	0	197
Hill Top - Colo Vale	1	6194
Mittagong	0	399
Mittagong	1	10528
Moss Vale - Berrima	0	343
Moss Vale - Berrima	1	10302
Robertson - Fitzroy Falls	0	191
Robertson - Fitzroy Falls	1	3640
Southern Highlands	0	291
Southern Highlands	1	6957
Baulkham Hills - East	0	413
Baulkham Hills - East	1	24314
Baulkham Hills (West) - Bella Vista	0	329
Baulkham Hills (West) - Bella Vista	1	21357
Glenhaven	0	174
Glenhaven	1	6191
West Pennant Hills	0	251
West Pennant Hills	1	12429
Castle Hill - Central	0	145
Castle Hill - Central	1	7526
Castle Hill - East	0	95
Castle Hill - East	1	5575
Castle Hill - North	0	216
Castle Hill - North	1	11972
Castle Hill - South	0	176
Castle Hill - South	1	10234
Castle Hill - West	0	80
Castle Hill - West	1	5098
Cherrybrook	0	273
Cherrybrook	1	18809
Kellyville - East	0	236
Kellyville - East	1	17478
Kellyville - West	0	314
Kellyville - West	1	11064
Dural - Kenthurst - Wisemans Ferry	0	509
Dural - Kenthurst - Wisemans Ferry	1	21970
Galston - Laughtondale	0	165
Galston - Laughtondale	1	5268
Bilpin - Colo - St Albans	0	112
Bilpin - Colo - St Albans	1	2729
Kurrajong Heights - Ebenezer	0	563
Kurrajong Heights - Ebenezer	1	21595
Pitt Town - McGraths Hill	0	291
Pitt Town - McGraths Hill	1	11124
Box Hill - Nelson	0	128
Box Hill - Nelson	1	10158
North Kellyville	0	247
North Kellyville	1	17157
Rouse Hill - Beaumont Hills	0	227
Rouse Hill - Beaumont Hills	1	17357
Blacktown (East) - Kings Park	0	301
Blacktown (East) - Kings Park	1	16736
Blacktown (North) - Marayong	0	364
Blacktown (North) - Marayong	1	20219
Doonside - Woodcroft	0	405
Doonside - Woodcroft	1	22981
Lalor Park - Kings Langley	0	434
Lalor Park - Kings Langley	1	24941
Blacktown - South	0	224
Blacktown - South	1	12421
Blacktown - West	0	319
Blacktown - West	1	16822
Seven Hills - Prospect	0	244
Seven Hills - Prospect	1	14618
Toongabbie - West	0	190
Toongabbie - West	1	11390
Glenwood	0	163
Glenwood	1	15670
Acacia Gardens	0	53
Acacia Gardens	1	3615
Quakers Hill	0	305
Quakers Hill	1	24365
Kellyville Ridge - The Ponds	0	227
Kellyville Ridge - The Ponds	1	20825
Marsden Park - Shanes Park	0	134
Marsden Park - Shanes Park	1	15395
Riverstone	0	235
Riverstone	1	13606
Schofields (West) - Colebee	0	106
Schofields (West) - Colebee	1	9909
Schofields - East	0	285
Schofields - East	1	24844
Stanhope Gardens - Parklea	0	132
Stanhope Gardens - Parklea	1	12904
Bidwill - Hebersham - Emerton	0	442
Bidwill - Hebersham - Emerton	1	18090
Glendenning - Dean Park	0	159
Glendenning - Dean Park	1	8216
Hassall Grove - Plumpton	0	337
Hassall Grove - Plumpton	1	21074
Lethbridge Park - Tregear	0	505
Lethbridge Park - Tregear	1	21048
Mount Druitt - Whalan	0	417
Mount Druitt - Whalan	1	22501
Prospect Reservoir	0	3
Prospect Reservoir	1	11
Rooty Hill - Minchinbury	0	328
Rooty Hill - Minchinbury	1	22501
Banksmeadow	0	12
Banksmeadow	1	493
Botany	0	360
Botany	1	12598
Pagewood - Hillsdale - Daceyville	0	426
Pagewood - Hillsdale - Daceyville	1	14341
Port Botany Industrial	1	6
Sydney Airport	1	19
Eastlakes	0	182
Eastlakes	1	8758
Mascot	0	574
Mascot	1	21000
Petersham - Stanmore	0	838
Petersham - Stanmore	1	19057
Sydenham - Tempe - St Peters	0	274
Sydenham - Tempe - St Peters	1	8004
Marrickville - North	0	455
Marrickville - North	1	11864
Marrickville - South	0	512
Marrickville - South	1	13769
Darlinghurst	0	674
Darlinghurst	1	9941
Erskineville - Alexandria	0	755
Erskineville - Alexandria	1	18372
Glebe - Forest Lodge	0	986
Glebe - Forest Lodge	1	19276
Potts Point - Woolloomooloo	0	1169
Potts Point - Woolloomooloo	1	17022
Surry Hills	0	830
Surry Hills	1	14999
Camperdown - Darlington	0	645
Camperdown - Darlington	1	7688
Chippendale	0	314
Chippendale	1	7492
Newtown (NSW)	0	675
Newtown (NSW)	1	13990
Pyrmont	0	502
Pyrmont	1	12157
Redfern	0	638
Redfern	1	13037
Rosebery - Beaconsfield	0	344
Rosebery - Beaconsfield	1	11953
Sydney (North) - Millers Point	0	529
Sydney (North) - Millers Point	1	7472
Sydney (South) - Haymarket	0	625
Sydney (South) - Haymarket	1	19307
Ultimo	0	271
Ultimo	1	7142
Waterloo	0	586
Waterloo	1	15794
Zetland	0	388
Zetland	1	12239
Bondi - Tamarama - Bronte	0	891
Bondi - Tamarama - Bronte	1	18165
Bondi Beach - North Bondi	0	968
Bondi Beach - North Bondi	1	19737
Bondi Junction - Waverly	0	693
Bondi Junction - Waverly	1	17029
Dover Heights	0	325
Dover Heights	1	10800
Paddington - Moore Park	0	1032
Paddington - Moore Park	1	13765
Rose Bay - Vaucluse - Watsons Bay	0	587
Rose Bay - Vaucluse - Watsons Bay	1	11338
Woollahra	0	531
Woollahra	1	6921
Bellevue Hill	0	783
Bellevue Hill	1	13643
Double Bay - Darling Point	0	611
Double Bay - Darling Point	1	9348
Kensington (NSW)	0	543
Kensington (NSW)	1	11267
Kingsford	0	375
Kingsford	1	13227
Maroubra - North	0	328
Maroubra - North	1	9462
Maroubra - South	0	311
Maroubra - South	1	10777
Maroubra - West	0	231
Maroubra - West	1	9617
Randwick - North	0	886
Randwick - North	1	15316
Randwick - South	0	542
Randwick - South	1	12196
Coogee - Clovelly	0	845
Coogee - Clovelly	1	18674
Malabar - La Perouse	0	305
Malabar - La Perouse	1	10306
Matraville - Chifley	0	325
Matraville - Chifley	1	13088
South Coogee	0	170
South Coogee	1	5440
Bass Hill - Georges Hall	0	482
Bass Hill - Georges Hall	1	23374
Chullora	0	23
Chullora	1	1449
Condell Park	0	242
Condell Park	1	12532
Padstow	0	353
Padstow	1	16843
Revesby	0	345
Revesby	1	17317
Yagoona - Birrong	0	475
Yagoona - Birrong	1	22009
Bankstown - North	0	360
Bankstown - North	1	16613
Bankstown - South	0	406
Bankstown - South	1	18020
Greenacre - North	0	284
Greenacre - North	1	14359
Greenacre - South	0	237
Greenacre - South	1	13178
Panania (North) - Milperra	0	260
Panania (North) - Milperra	1	11081
Panania (South) - Picnic Point	0	369
Panania (South) - Picnic Point	1	15624
Belmore - Belfield	0	573
Belmore - Belfield	1	19762
Punchbowl	0	391
Punchbowl	1	21152
Roselands	0	286
Roselands	1	14289
Lakemba	0	325
Lakemba	1	16769
Wiley Park	0	184
Wiley Park	1	9953
Campsie - North	0	320
Campsie - North	1	11581
Campsie - South	0	181
Campsie - South	1	8881
Canterbury - South	0	257
Canterbury - South	1	11963
Earlwood	0	389
Earlwood	1	17575
Kingsgrove - North	0	146
Kingsgrove - North	1	6119
Narwee - Beverly Hills	0	281
Narwee - Beverly Hills	1	13510
Oatley - Hurstville Grove	0	307
Oatley - Hurstville Grove	1	12282
Peakhurst - Lugarno	0	486
Peakhurst - Lugarno	1	19742
Riverwood	0	250
Riverwood	1	11352
South Hurstville - Blakehurst	0	518
South Hurstville - Blakehurst	1	24739
Hurstville - Central	0	236
Hurstville - Central	1	11815
Hurstville - North	0	220
Hurstville - North	1	11888
Mortdale - Oatley	0	319
Mortdale - Oatley	1	14396
Penshurst	0	204
Penshurst	1	9326
Kingsgrove (South) - Bardwell Park	0	263
Kingsgrove (South) - Bardwell Park	1	12707
Kogarah	0	386
Kogarah	1	12664
Kogarah Bay - Carlton - Allawah	0	312
Kogarah Bay - Carlton - Allawah	1	15888
Monterey - Brighton-le-Sands - Kyeemagh	0	284
Monterey - Brighton-le-Sands - Kyeemagh	1	13615
Rockdale - Banksia	0	445
Rockdale - Banksia	1	19406
Sans Souci - Ramsgate	0	382
Sans Souci - Ramsgate	1	16276
Arncliffe - Bardwell Valley	0	357
Arncliffe - Bardwell Valley	1	16223
Bexley - North	0	182
Bexley - North	1	9961
Bexley - South	0	285
Bexley - South	1	15548
Wolli Creek	0	239
Wolli Creek	1	10491
Concord - Mortlake - Cabarita	0	469
Concord - Mortlake - Cabarita	1	22644
Drummoyne - Rodd Point	0	561
Drummoyne - Rodd Point	1	17807
Five Dock - Abbotsford	0	539
Five Dock - Abbotsford	1	20395
Concord West - North Strathfield	0	388
Concord West - North Strathfield	1	12457
Rhodes	0	180
Rhodes	1	11275
Balmain	0	710
Balmain	1	14870
Lilyfield - Rozelle	0	512
Lilyfield - Rozelle	1	13307
Annandale (NSW)	0	389
Annandale (NSW)	1	9073
Leichhardt	0	539
Leichhardt	1	16988
Canterbury (North) - Ashbury	0	324
Canterbury (North) - Ashbury	1	11673
Croydon Park - Enfield	0	389
Croydon Park - Enfield	1	17044
Dulwich Hill - Lewisham	0	558
Dulwich Hill - Lewisham	1	17396
Haberfield - Summer Hill	0	442
Haberfield - Summer Hill	1	13082
Homebush	0	448
Homebush	1	20376
Strathfield South	0	60
Strathfield South	1	3570
Ashfield - North	0	303
Ashfield - North	1	11152
Ashfield - South	0	280
Ashfield - South	1	11965
Burwood (NSW)	0	375
Burwood (NSW)	1	15564
Croydon	0	258
Croydon	1	10732
Strathfield - East	0	277
Strathfield - East	1	16148
Strathfield - West	0	192
Strathfield - West	1	9064
Chatswood (West) - Lane Cove North	0	579
Chatswood (West) - Lane Cove North	1	20710
St Leonards - Naremburn	0	352
St Leonards - Naremburn	1	11556
Artarmon	0	277
Artarmon	1	9124
Castle Cove - Northbridge	0	476
Castle Cove - Northbridge	1	12963
Chatswood - East	0	437
Chatswood - East	1	19160
Greenwich - Riverview	0	514
Greenwich - Riverview	1	12415
Lane Cove	0	554
Lane Cove	1	15341
Willoughby	0	428
Willoughby	1	12572
Asquith - Mount Colah	0	447
Asquith - Mount Colah	1	21614
Berowra - Brooklyn - Cowan	0	299
Berowra - Brooklyn - Cowan	1	11489
Normanhurst - Thornleigh - Westleigh	0	447
Normanhurst - Thornleigh - Westleigh	1	18709
Hornsby - East	0	268
Hornsby - East	1	11674
Hornsby - West	0	210
Hornsby - West	1	10422
Wahroonga (West) - Waitara	0	227
Wahroonga (West) - Waitara	1	11651
Gordon - Killara	0	561
Gordon - Killara	1	21868
Lindfield - Roseville	0	678
Lindfield - Roseville	1	23915
Pymble	0	473
Pymble	1	16744
St Ives	0	430
St Ives	1	21238
Turramurra	0	531
Turramurra	1	19722
Wahroonga (East) - Warrawee	0	587
Wahroonga (East) - Warrawee	1	17607
Cremorne - Cammeray	0	771
Cremorne - Cammeray	1	18129
Crows Nest - Waverton	0	683
Crows Nest - Waverton	1	17240
Neutral Bay - Kirribilli	0	929
Neutral Bay - Kirribilli	1	16250
North Sydney - Lavender Bay	0	666
North Sydney - Lavender Bay	1	11775
Mosman - North	0	635
