SA2_NAME16	PrivateDwelling	Sex	persons
West Coast (SA)	0	M	395
West Coast (SA)	1	F	1528
West Coast (SA)	1	M	1642
Western	0	F	30
Western	0	M	162
Western	1	F	44
Western	1	M	41
Whyalla	0	F	830
Whyalla	0	M	1121
Whyalla	1	F	9703
Whyalla	1	M	9751
APY Lands	0	F	94
APY Lands	0	M	77
APY Lands	1	F	1201
APY Lands	1	M	1047
Coober Pedy	0	F	385
Coober Pedy	0	M	515
Coober Pedy	1	F	529
Coober Pedy	1	M	710
Quorn - Lake Gilles	0	F	274
Quorn - Lake Gilles	0	M	302
Quorn - Lake Gilles	1	F	915
Quorn - Lake Gilles	1	M	909
Outback	0	F	955
Outback	0	M	2582
Outback	1	F	637
Outback	1	M	721
Port Augusta	0	F	820
Port Augusta	0	M	1653
Port Augusta	1	F	5915
Port Augusta	1	M	5591
Roxby Downs	0	F	695
Roxby Downs	0	M	2790
Roxby Downs	1	F	1556
Roxby Downs	1	M	1696
Goolwa - Port Elliot	0	F	541
Goolwa - Port Elliot	0	M	394
Goolwa - Port Elliot	1	F	5836
Goolwa - Port Elliot	1	M	5453
Kangaroo Island	0	F	399
Kangaroo Island	0	M	447
Kangaroo Island	1	F	2039
Kangaroo Island	1	M	2142
Strathalbyn	0	F	243
Strathalbyn	0	M	210
Strathalbyn	1	F	3843
Strathalbyn	1	M	3441
Strathalbyn Surrounds	0	F	228
Strathalbyn Surrounds	0	M	262
Strathalbyn Surrounds	1	F	3647
Strathalbyn Surrounds	1	M	3680
Victor Harbor	0	F	589
Victor Harbor	0	M	452
Victor Harbor	1	F	7756
Victor Harbor	1	M	6815
Yankalilla	0	F	291
Yankalilla	0	M	273
Yankalilla	1	F	2958
Yankalilla	1	M	2947
Grant	0	F	259
Grant	0	M	896
Grant	1	F	2334
Grant	1	M	2503
Kingston - Robe	0	F	222
Kingston - Robe	0	M	232
Kingston - Robe	1	F	1715
Kingston - Robe	1	M	1710
Millicent	0	F	204
Millicent	0	M	184
Millicent	1	F	2378
Millicent	1	M	2361
Naracoorte	0	F	259
Naracoorte	0	M	294
Naracoorte	1	F	2776
Naracoorte	1	M	2915
Naracoorte Surrounds	0	F	94
Naracoorte Surrounds	0	M	103
Naracoorte Surrounds	1	F	972
Naracoorte Surrounds	1	M	1158
Penola	0	F	123
Penola	0	M	123
Penola	1	F	1334
Penola	1	M	1430
Tatiara	0	F	318
Tatiara	0	M	451
Tatiara	1	F	2931
Tatiara	1	M	3158
Wattle Range	0	F	139
Wattle Range	0	M	152
Wattle Range	1	F	1506
Wattle Range	1	M	1555
Mount Gambier - East	0	F	573
Mount Gambier - East	0	M	503
Mount Gambier - East	1	F	6963
Mount Gambier - East	1	M	6646
Mount Gambier - West	0	F	497
Mount Gambier - West	0	M	547
Mount Gambier - West	1	F	6992
Mount Gambier - West	1	M	6459
Barmera	0	F	216
Barmera	0	M	222
Barmera	1	F	2925
Barmera	1	M	3023
Berri	0	F	218
Berri	0	M	228
Berri	1	F	1951
Berri	1	M	1824
Karoonda - Lameroo	0	F	149
Karoonda - Lameroo	0	M	199
Karoonda - Lameroo	1	F	1206
Karoonda - Lameroo	1	M	1335
Loxton	0	F	246
Loxton	0	M	255
Loxton	1	F	2558
Loxton	1	M	2500
Loxton Surrounds	0	F	66
Loxton Surrounds	0	M	81
Loxton Surrounds	1	F	748
Loxton Surrounds	1	M	810
Mannum	0	F	370
Mannum	0	M	377
Mannum	1	F	2862
Mannum	1	M	2991
Murray Bridge	0	F	594
Murray Bridge	0	M	1024
Murray Bridge	1	F	8525
Murray Bridge	1	M	7926
Murray Bridge Surrounds	0	F	98
Murray Bridge Surrounds	0	M	117
Murray Bridge Surrounds	1	F	1619
Murray Bridge Surrounds	1	M	1810
Renmark	0	F	307
Renmark	0	M	266
Renmark	1	F	2255
Renmark	1	M	2038
Renmark Surrounds	0	F	179
Renmark Surrounds	0	M	293
Renmark Surrounds	1	F	2178
Renmark Surrounds	1	M	2436
The Coorong	0	F	270
The Coorong	0	M	343
The Coorong	1	F	2328
The Coorong	1	M	2479
Waikerie	0	F	355
Waikerie	0	M	601
Waikerie	1	F	2803
Waikerie	1	M	2963
Migratory - Offshore - Shipping (SA)	0	M	34
Augusta	0	F	431
Augusta	0	M	432
Augusta	1	F	2840
Augusta	1	M	2707
Busselton Surrounds	0	F	933
Busselton Surrounds	0	M	833
Busselton Surrounds	1	F	5193
Busselton Surrounds	1	M	4964
Margaret River	0	F	657
Margaret River	0	M	652
Margaret River	1	F	4453
Margaret River	1	M	4246
Busselton - East	0	F	298
Busselton - East	0	M	330
Busselton - East	1	F	4402
Busselton - East	1	M	4024
Busselton - West	0	F	949
Busselton - West	0	M	775
Busselton - West	1	F	9143
Busselton - West	1	M	8116
Australind - Leschenault	0	F	248
Australind - Leschenault	0	M	344
Australind - Leschenault	1	F	9180
Australind - Leschenault	1	M	8596
Capel	0	F	160
Capel	0	M	154
Capel	1	F	2538
Capel	1	M	2346
College Grove - Carey Park	0	F	411
College Grove - Carey Park	0	M	827
College Grove - Carey Park	1	F	3057
College Grove - Carey Park	1	M	2696
Collie	0	F	315
Collie	0	M	440
Collie	1	F	3902
Collie	1	M	3930
Dardanup	0	F	94
Dardanup	0	M	103
Dardanup	1	F	1464
Dardanup	1	M	1510
Davenport	1	M	6
Eaton - Pelican Point	0	F	296
Eaton - Pelican Point	0	M	292
Eaton - Pelican Point	1	F	5809
Eaton - Pelican Point	1	M	5391
Harvey	0	F	329
Harvey	0	M	445
Harvey	1	F	4156
Harvey	1	M	4249
East Bunbury - Glen Iris	0	F	127
East Bunbury - Glen Iris	0	M	116
East Bunbury - Glen Iris	1	F	3472
East Bunbury - Glen Iris	1	M	3198
Waroona	0	F	153
Waroona	0	M	228
Waroona	1	F	1907
Waroona	1	M	1808
Dalyellup	0	F	146
Dalyellup	0	M	124
Dalyellup	1	F	4785
Dalyellup	1	M	4400
Gelorup - Stratham	0	F	69
Gelorup - Stratham	0	M	56
Gelorup - Stratham	1	F	1395
Gelorup - Stratham	1	M	1367
South Bunbury - Bunbury	0	F	581
South Bunbury - Bunbury	0	M	774
South Bunbury - Bunbury	1	F	5910
South Bunbury - Bunbury	1	M	5351
Withers - Usher	0	F	166
Withers - Usher	0	M	176
Withers - Usher	1	F	2391
Withers - Usher	1	M	2290
Bridgetown - Boyup Brook	0	F	328
Bridgetown - Boyup Brook	0	M	478
Bridgetown - Boyup Brook	1	F	3151
Bridgetown - Boyup Brook	1	M	2999
Donnybrook - Balingup	0	F	211
Donnybrook - Balingup	0	M	256
Donnybrook - Balingup	1	F	2798
Donnybrook - Balingup	1	M	2664
Manjimup	0	F	195
Manjimup	0	M	197
Manjimup	1	F	2458
Manjimup	1	M	2425
Pemberton	0	F	486
Pemberton	0	M	538
Pemberton	1	F	2119
Pemberton	1	M	2171
Dawesville - Bouvard	0	F	119
Dawesville - Bouvard	0	M	109
Dawesville - Bouvard	1	F	3950
Dawesville - Bouvard	1	M	3740
Falcon - Wannanup	0	F	146
Falcon - Wannanup	0	M	145
Falcon - Wannanup	1	F	4577
Falcon - Wannanup	1	M	4182
Greenfields	0	F	337
Greenfields	0	M	258
Greenfields	1	F	4856
Greenfields	1	M	4178
Halls Head - Erskine	0	F	310
Halls Head - Erskine	0	M	255
Halls Head - Erskine	1	F	9606
Halls Head - Erskine	1	M	8431
Mandurah	0	F	612
Mandurah	0	M	561
Mandurah	1	F	4677
Mandurah	1	M	4125
Mandurah - East	0	F	172
Mandurah - East	0	M	173
Mandurah - East	1	F	2963
Mandurah - East	1	M	2849
Mandurah - North	0	F	435
Mandurah - North	0	M	292
Mandurah - North	1	F	10355
Mandurah - North	1	M	9248
Mandurah - South	0	F	414
Mandurah - South	0	M	305
Mandurah - South	1	F	5366
Mandurah - South	1	M	4736
Pinjarra	0	F	339
Pinjarra	0	M	312
Pinjarra	1	F	4756
Pinjarra	1	M	4458
City Beach	0	F	99
City Beach	0	M	83
City Beach	1	F	3282
City Beach	1	M	3162
Claremont (WA)	0	F	425
Claremont (WA)	0	M	405
Claremont (WA)	1	F	4375
Claremont (WA)	1	M	3783
Cottesloe	0	F	183
Cottesloe	0	M	155
Cottesloe	1	F	3609
Cottesloe	1	M	3469
Floreat	0	F	56
Floreat	0	M	50
Floreat	1	F	4231
Floreat	1	M	4079
Mosman Park - Peppermint Grove	0	F	526
Mosman Park - Peppermint Grove	0	M	275
Mosman Park - Peppermint Grove	1	F	5116
Mosman Park - Peppermint Grove	1	M	4554
Nedlands - Dalkeith - Crawley	0	F	1980
Nedlands - Dalkeith - Crawley	0	M	1696
Nedlands - Dalkeith - Crawley	1	F	8309
Nedlands - Dalkeith - Crawley	1	M	8055
Swanbourne - Mount Claremont	0	F	173
Swanbourne - Mount Claremont	0	M	335
Swanbourne - Mount Claremont	1	F	4506
Swanbourne - Mount Claremont	1	M	4387
Kings Park (WA)	0	F	4
Kings Park (WA)	0	M	9
Kings Park (WA)	1	F	14
Kings Park (WA)	1	M	17
Mount Hawthorn - Leederville	0	F	326
Mount Hawthorn - Leederville	0	M	219
Mount Hawthorn - Leederville	1	F	5660
Mount Hawthorn - Leederville	1	M	5335
Mount Lawley - Inglewood	0	F	633
Mount Lawley - Inglewood	0	M	525
Mount Lawley - Inglewood	1	F	7958
Mount Lawley - Inglewood	1	M	7493
North Perth	0	F	271
North Perth	0	M	234
North Perth	1	F	4538
North Perth	1	M	4384
Subiaco - Shenton Park	0	F	655
Subiaco - Shenton Park	0	M	666
Subiaco - Shenton Park	1	F	8492
Subiaco - Shenton Park	1	M	7629
Wembley - West Leederville - Glendalough	0	F	819
Wembley - West Leederville - Glendalough	0	M	542
Wembley - West Leederville - Glendalough	1	F	9061
Wembley - West Leederville - Glendalough	1	M	8542
East Perth	0	F	892
East Perth	0	M	1514
East Perth	1	F	4985
East Perth	1	M	5239
Perth (North) - Highgate	0	F	496
Perth (North) - Highgate	0	M	642
Perth (North) - Highgate	1	F	4855
Perth (North) - Highgate	1	M	5057
Perth (West) - Northbridge	0	F	2038
Perth (West) - Northbridge	0	M	2996
Perth (West) - Northbridge	1	F	4278
Perth (West) - Northbridge	1	M	4769
Bassendean - Eden Hill - Ashfield	0	F	355
Bassendean - Eden Hill - Ashfield	0	M	383
Bassendean - Eden Hill - Ashfield	1	F	7636
Bassendean - Eden Hill - Ashfield	1	M	7145
Bayswater - Embleton - Bedford	0	F	612
Bayswater - Embleton - Bedford	0	M	530
Bayswater - Embleton - Bedford	1	F	11712
Bayswater - Embleton - Bedford	1	M	11155
Maylands	0	F	352
Maylands	0	M	403
Maylands	1	F	6065
Maylands	1	M	6067
Morley	0	F	305
Morley	0	M	346
Morley	1	F	10898
Morley	1	M	10692
Noranda	0	F	99
Noranda	0	M	82
Noranda	1	F	3920
Noranda	1	M	3781
Chidlow	0	F	54
Chidlow	0	M	1900
Chidlow	1	F	1277
Chidlow	1	M	1245
Glen Forrest - Darlington	0	F	86
Glen Forrest - Darlington	0	M	71
Glen Forrest - Darlington	1	F	3440
Glen Forrest - Darlington	1	M	3276
Helena Valley - Koongamia	0	F	78
Helena Valley - Koongamia	0	M	82
Helena Valley - Koongamia	1	F	2783
Helena Valley - Koongamia	1	M	2619
Malmalling - Reservoir	0	F	3
Malmalling - Reservoir	1	F	5
Malmalling - Reservoir	1	M	4
Mundaring	0	F	230
Mundaring	0	M	199
Mundaring	1	F	6357
Mundaring	1	M	5999
Swan View - Greenmount - Midvale	0	F	359
Swan View - Greenmount - Midvale	0	M	303
Swan View - Greenmount - Midvale	1	F	6079
Swan View - Greenmount - Midvale	1	M	5772
Avon Valley National Park	1	F	3
Avon Valley National Park	1	M	3
Ballajura	0	F	259
Ballajura	0	M	264
Ballajura	1	F	8945
Ballajura	1	M	8717
Beechboro	0	F	511
Beechboro	0	M	292
Beechboro	1	F	10032
Beechboro	1	M	10082
Bullsbrook	0	F	158
Bullsbrook	0	M	264
Bullsbrook	1	F	2486
Bullsbrook	1	M	2481
Gidgegannup	0	F	77
Gidgegannup	0	M	61
Gidgegannup	1	F	1313
Gidgegannup	1	M	1229
Hazelmere - Guildford	0	F	89
Hazelmere - Guildford	0	M	78
Hazelmere - Guildford	1	F	2580
Hazelmere - Guildford	1	M	2518
Lockridge - Kiara	0	F	233
Lockridge - Kiara	0	M	241
Lockridge - Kiara	1	F	6003
Lockridge - Kiara	1	M	5896
Malaga	0	F	4
Malaga	0	M	13
Malaga	1	M	3
Middle Swan - Herne Hill	0	F	207
Middle Swan - Herne Hill	0	M	229
Middle Swan - Herne Hill	1	F	2690
Middle Swan - Herne Hill	1	M	2603
Midland - Guildford	0	F	940
Midland - Guildford	0	M	980
Midland - Guildford	1	F	4847
Midland - Guildford	1	M	4654
Stratton - Jane Brook	0	F	83
Stratton - Jane Brook	0	M	78
Stratton - Jane Brook	1	F	3355
Stratton - Jane Brook	1	M	3306
The Vines	0	F	131
The Vines	0	M	179
The Vines	1	F	6016
The Vines	1	M	5741
Aveley	0	F	157
Aveley	0	M	144
Aveley	1	F	7813
Aveley	1	M	7150
Brabham - Henley Brook	0	F	125
Brabham - Henley Brook	0	M	192
Brabham - Henley Brook	1	F	5417
Brabham - Henley Brook	1	M	5203
Ellenbrook	0	F	531
Ellenbrook	0	M	395
Ellenbrook	1	F	9088
Ellenbrook	1	M	8467
Craigie - Beldon	0	F	117
Craigie - Beldon	0	M	113
Craigie - Beldon	1	F	5092
Craigie - Beldon	1	M	4934
Currambine - Kinross	0	F	159
Currambine - Kinross	0	M	130
Currambine - Kinross	1	F	6719
Currambine - Kinross	1	M	6398
Duncraig	0	F	188
Duncraig	0	M	107
Duncraig	1	F	7763
Duncraig	1	M	7533
Greenwood - Warwick	0	F	158
Greenwood - Warwick	0	M	144
Greenwood - Warwick	1	F	6667
Greenwood - Warwick	1	M	6367
Heathridge - Connolly	0	F	156
Heathridge - Connolly	0	M	205
Heathridge - Connolly	1	F	5068
Heathridge - Connolly	1	M	4907
Hillarys	0	F	110
Hillarys	0	M	123
Hillarys	1	F	5481
Hillarys	1	M	5201
Iluka - Burns Beach	0	F	58
Iluka - Burns Beach	0	M	55
Iluka - Burns Beach	1	F	4752
Iluka - Burns Beach	1	M	4597
Joondalup - Edgewater	0	F	711
Joondalup - Edgewater	0	M	666
Joondalup - Edgewater	1	F	6309
Joondalup - Edgewater	1	M	6244
Kingsley	0	F	334
Kingsley	0	M	203
Kingsley	1	F	6413
Kingsley	1	M	5977
Mullaloo - Kallaroo	0	F	107
Mullaloo - Kallaroo	0	M	106
Mullaloo - Kallaroo	1	F	5581
Mullaloo - Kallaroo	1	M	5333
Ocean Reef	0	F	82
Ocean Reef	0	M	76
Ocean Reef	1	F	3874
Ocean Reef	1	M	3787
Padbury	0	F	59
Padbury	0	M	62
Padbury	1	F	4178
Padbury	1	M	4032
Sorrento - Marmion	0	F	102
Sorrento - Marmion	0	M	96
Sorrento - Marmion	1	F	4955
Sorrento - Marmion	1	M	4661
Woodvale	0	F	42
Woodvale	0	M	36
Woodvale	1	F	4785
Woodvale	1	M	4459
Balcatta - Hamersley	0	F	329
Balcatta - Hamersley	0	M	259
Balcatta - Hamersley	1	F	7840
Balcatta - Hamersley	1	M	7315
Balga - Mirrabooka	0	F	613
Balga - Mirrabooka	0	M	659
Balga - Mirrabooka	1	F	9683
Balga - Mirrabooka	1	M	9756
Innaloo - Doubleview	0	F	460
Innaloo - Doubleview	0	M	384
Innaloo - Doubleview	1	F	9100
Innaloo - Doubleview	1	M	7969
Karrinyup - Gwelup - Carine	0	F	812
Karrinyup - Gwelup - Carine	0	M	414
Karrinyup - Gwelup - Carine	1	F	10786
Karrinyup - Gwelup - Carine	1	M	10051
Nollamara - Westminster	0	F	558
Nollamara - Westminster	0	M	500
Nollamara - Westminster	1	F	9396
Nollamara - Westminster	1	M	8954
Osborne Park Industrial	0	F	35
Osborne Park Industrial	0	M	42
Osborne Park Industrial	1	F	92
Osborne Park Industrial	1	M	80
Scarborough	0	F	581
Scarborough	0	M	547
Scarborough	1	F	8198
Scarborough	1	M	7502
Stirling - Osborne Park	0	F	290
Stirling - Osborne Park	0	M	336
Stirling - Osborne Park	1	F	7134
Stirling - Osborne Park	1	M	6691
Trigg - North Beach - Watermans Bay	0	F	94
Trigg - North Beach - Watermans Bay	0	M	111
Trigg - North Beach - Watermans Bay	1	F	3890
Trigg - North Beach - Watermans Bay	1	M	3615
Tuart Hill - Joondanna	0	F	323
Tuart Hill - Joondanna	0	M	293
Tuart Hill - Joondanna	1	F	6275
Tuart Hill - Joondanna	1	M	5608
Wembley Downs - Churchlands - Woodlands	0	F	213
Wembley Downs - Churchlands - Woodlands	0	M	369
Wembley Downs - Churchlands - Woodlands	1	F	7264
Wembley Downs - Churchlands - Woodlands	1	M	6832
Yokine - Coolbinia - Menora	0	F	540
Yokine - Coolbinia - Menora	0	M	417
Yokine - Coolbinia - Menora	1	F	8288
Yokine - Coolbinia - Menora	1	M	7496
Dianella - North	0	F	196
Dianella - North	0	M	175
Dianella - North	1	F	5845
Dianella - North	1	M	5628
Dianella - South	0	F	214
Dianella - South	0	M	217
Dianella - South	1	F	6463
Dianella - South	1	M	5824
Alexander Heights - Koondoola	0	F	174
Alexander Heights - Koondoola	0	M	165
Alexander Heights - Koondoola	1	F	5598
Alexander Heights - Koondoola	1	M	5615
Butler - Merriwa - Ridgewood	0	F	545
Butler - Merriwa - Ridgewood	0	M	437
Butler - Merriwa - Ridgewood	1	F	11482
Butler - Merriwa - Ridgewood	1	M	10413
Carramar	0	F	185
Carramar	0	M	183
Carramar	1	F	9299
Carramar	1	M	8533
Clarkson	0	F	242
Clarkson	0	M	251
Clarkson	1	F	6686
Clarkson	1	M	6334
Girrawheen	0	F	200
Girrawheen	0	M	197
Girrawheen	1	F	4195
Girrawheen	1	M	4205
Marangaroo	0	F	281
Marangaroo	0	M	200
Marangaroo	1	F	4987
Marangaroo	1	M	4836
Mindarie - Quinns Rocks - Jindalee	0	F	327
Mindarie - Quinns Rocks - Jindalee	0	M	302
Mindarie - Quinns Rocks - Jindalee	1	F	9938
Mindarie - Quinns Rocks - Jindalee	1	M	9463
Neerabup National Park	1	M	4
Tapping - Ashby - Sinagra	0	F	125
Tapping - Ashby - Sinagra	0	M	122
Tapping - Ashby - Sinagra	1	F	6687
Tapping - Ashby - Sinagra	1	M	6258
Alkimos - Eglinton	0	F	225
Alkimos - Eglinton	0	M	210
Alkimos - Eglinton	1	F	6911
Alkimos - Eglinton	1	M	6067
Carabooda - Pinjar	0	F	36
Carabooda - Pinjar	0	M	31
Carabooda - Pinjar	1	F	309
Carabooda - Pinjar	1	M	343
Two Rocks	0	F	103
Two Rocks	0	M	102
Two Rocks	1	F	1700
Two Rocks	1	M	1711
Yanchep	0	F	276
Yanchep	0	M	236
Yanchep	1	F	5192
Yanchep	1	M	4820
Hocking - Pearsall	0	F	143
Hocking - Pearsall	0	M	131
Hocking - Pearsall	1	F	6495
Hocking - Pearsall	1	M	5983
Landsdale	0	F	109
Landsdale	0	M	113
Landsdale	1	F	7555
Landsdale	1	M	7347
Madeley - Darch	0	F	159
Madeley - Darch	0	M	161
Madeley - Darch	1	F	6974
Madeley - Darch	1	M	6636
Wanneroo - Sinagra	0	F	306
Wanneroo - Sinagra	0	M	228
Wanneroo - Sinagra	1	F	7027
Wanneroo - Sinagra	1	M	6695
Armadale - Wungong - Brookdale	0	F	760
Armadale - Wungong - Brookdale	0	M	742
Armadale - Wungong - Brookdale	1	F	10968
Armadale - Wungong - Brookdale	1	M	10287
Camillo - Champion Lakes	0	F	167
Camillo - Champion Lakes	0	M	153
Camillo - Champion Lakes	1	F	2682
Camillo - Champion Lakes	1	M	2698
Kelmscott	0	F	346
Kelmscott	0	M	310
Kelmscott	1	F	4899
Kelmscott	1	M	4743
Mount Nasura - Mount Richon - Bedfordale	0	F	198
Mount Nasura - Mount Richon - Bedfordale	0	M	166
Mount Nasura - Mount Richon - Bedfordale	1	F	3927
Mount Nasura - Mount Richon - Bedfordale	1	M	3843
Roleystone	0	F	65
Roleystone	0	M	68
Roleystone	1	F	3453
Roleystone	1	M	3424
Seville Grove	0	F	246
Seville Grove	0	M	258
Seville Grove	1	F	5393
Seville Grove	1	M	5235
Harrisdale	0	F	91
Harrisdale	0	M	85
Harrisdale	1	F	5791
Harrisdale	1	M	5467
Piara Waters - Forrestdale	0	F	122
Piara Waters - Forrestdale	0	M	132
Piara Waters - Forrestdale	1	F	7949
Piara Waters - Forrestdale	1	M	7548
Belmont - Ascot - Redcliffe	0	F	782
Belmont - Ascot - Redcliffe	0	M	965
Belmont - Ascot - Redcliffe	1	F	6642
Belmont - Ascot - Redcliffe	1	M	6783
East Victoria Park - Carlisle	0	F	455
East Victoria Park - Carlisle	0	M	602
East Victoria Park - Carlisle	1	F	7951
East Victoria Park - Carlisle	1	M	7898
Kewdale Commercial	0	M	4
Perth Airport	0	F	7
Perth Airport	0	M	14
Victoria Park - Lathlain - Burswood	0	F	824
Victoria Park - Lathlain - Burswood	0	M	794
Victoria Park - Lathlain - Burswood	1	F	7219
Victoria Park - Lathlain - Burswood	1	M	7311
Cloverdale	0	F	240
Cloverdale	0	M	243
Cloverdale	1	F	4138
Cloverdale	1	M	3996
Kewdale	0	F	135
Kewdale	0	M	128
Kewdale	1	F	3500
Kewdale	1	M	3435
Rivervale	0	F	306
Rivervale	0	M	479
Rivervale	1	F	4907
Rivervale	1	M	5088
Bentley - Wilson - St James	0	F	1173
Bentley - Wilson - St James	0	M	921
Bentley - Wilson - St James	1	F	8979
Bentley - Wilson - St James	1	M	9307
Canning Vale - West	0	F	50
Canning Vale - West	0	M	53
Canning Vale - West	1	F	5016
Canning Vale - West	1	M	4738
Canning Vale Commercial	0	M	8
Canning Vale Commercial	1	M	4
Cannington - Queens Park	0	F	519
Cannington - Queens Park	0	M	562
Cannington - Queens Park	1	F	9487
Cannington - Queens Park	1	M	9718
Parkwood - Ferndale - Lynwood	0	F	230
Parkwood - Ferndale - Lynwood	0	M	181
Parkwood - Ferndale - Lynwood	1	F	6729
Parkwood - Ferndale - Lynwood	1	M	6522
Riverton - Shelley - Rossmoyne	0	F	227
Riverton - Shelley - Rossmoyne	0	M	154
Riverton - Shelley - Rossmoyne	1	F	7149
Riverton - Shelley - Rossmoyne	1	M	6714
Welshpool	0	M	9
Welshpool	1	M	8
Willetton	0	F	148
Willetton	0	M	122
Willetton	1	F	9482
Willetton	1	M	9168
Beckenham - Kenwick - Langford	0	F	431
Beckenham - Kenwick - Langford	0	M	447
Beckenham - Kenwick - Langford	1	F	9278
Beckenham - Kenwick - Langford	1	M	9780
Canning Vale - East	0	F	538
Canning Vale - East	0	M	1332
Canning Vale - East	1	F	11375
Canning Vale - East	1	M	10863
Gosnells	0	F	692
Gosnells	0	M	581
Gosnells	1	F	9872
Gosnells	1	M	9649
Huntingdale - Southern River	0	F	279
Huntingdale - Southern River	0	M	237
Huntingdale - Southern River	1	F	10682
Huntingdale - Southern River	1	M	10275
Maddington - Orange Grove - Martin	0	F	452
Maddington - Orange Grove - Martin	0	M	473
Maddington - Orange Grove - Martin	1	F	6904
Maddington - Orange Grove - Martin	1	M	6954
Thornlie	0	F	363
Thornlie	0	M	350
Thornlie	1	F	11467
Thornlie	1	M	11109
Forrestfield - Wattle Grove	0	F	410
Forrestfield - Wattle Grove	0	M	434
Forrestfield - Wattle Grove	1	F	9454
Forrestfield - Wattle Grove	1	M	9080
High Wycombe	0	F	233
High Wycombe	0	M	265
High Wycombe	1	F	5817
High Wycombe	1	M	5509
Kalamunda - Maida Vale - Gooseberry Hill	0	F	170
Kalamunda - Maida Vale - Gooseberry Hill	0	M	136
Kalamunda - Maida Vale - Gooseberry Hill	1	F	7381
Kalamunda - Maida Vale - Gooseberry Hill	1	M	6968
Lesmurdie - Bickley - Carmel	0	F	283
Lesmurdie - Bickley - Carmel	0	M	270
Lesmurdie - Bickley - Carmel	1	F	5424
Lesmurdie - Bickley - Carmel	1	M	5353
Byford	0	F	294
Byford	0	M	217
Byford	1	F	9990
Byford	1	M	9231
Mundijong	0	F	91
Mundijong	0	M	117
Mundijong	1	F	3421
Mundijong	1	M	3334
Serpentine - Jarrahdale	0	F	124
Serpentine - Jarrahdale	0	M	504
Serpentine - Jarrahdale	1	F	1949
Serpentine - Jarrahdale	1	M	1908
Como	0	F	623
Como	0	M	386
Como	1	F	7091
Como	1	M	6302
Manning - Waterford	0	F	446
Manning - Waterford	0	M	622
Manning - Waterford	1	F	5231
Manning - Waterford	1	M	5088
South Perth - Kensington	0	F	544
South Perth - Kensington	0	M	638
South Perth - Kensington	1	F	7954
South Perth - Kensington	1	M	7766
Banjup	0	F	324
Banjup	0	M	220
Banjup	1	F	10616
Banjup	1	M	10046
Bibra Industrial	0	F	10
Bibra Industrial	0	M	6
Bibra Industrial	1	F	3
Bibra Industrial	1	M	11
Coogee	0	F	199
Coogee	0	M	215
Coogee	1	F	4730
Coogee	1	M	4470
Coolbellup	0	F	176
Coolbellup	0	M	165
Coolbellup	1	F	4093
Coolbellup	1	M	3859
Hamilton Hill	0	F	330
Hamilton Hill	0	M	331
Hamilton Hill	1	F	5395
Hamilton Hill	1	M	4908
Henderson	0	F	6
Henderson	0	M	23
Henderson	1	F	5
Henderson	1	M	4
North Coogee	0	F	151
North Coogee	0	M	104
North Coogee	1	F	1735
North Coogee	1	M	1650
South Lake - Cockburn Central	0	F	225
South Lake - Cockburn Central	0	M	245
South Lake - Cockburn Central	1	F	5520
South Lake - Cockburn Central	1	M	5448
Spearwood	0	F	267
Spearwood	0	M	226
Spearwood	1	F	5427
Spearwood	1	M	5068
Success - Hammond Park	0	F	192
Success - Hammond Park	0	M	164
Success - Hammond Park	1	F	8505
Success - Hammond Park	1	M	8158
Yangebup	0	F	119
Yangebup	0	M	115
Yangebup	1	F	3680
Yangebup	1	M	3537
Beeliar - Wattleup	0	F	130
Beeliar - Wattleup	0	M	125
Beeliar - Wattleup	1	F	4887
Beeliar - Wattleup	1	M	4710
Jandakot	0	F	13
Jandakot	0	M	22
Jandakot	1	F	1175
Jandakot	1	M	1172
East Fremantle	0	F	241
East Fremantle	0	M	210
East Fremantle	1	F	3761
East Fremantle	1	M	3388
Fremantle	0	F	1059
Fremantle	0	M	1370
Fremantle	1	F	7619
Fremantle	1	M	6941
Fremantle - South	0	F	415
Fremantle - South	0	M	411
Fremantle - South	1	F	7322
Fremantle - South	1	M	6805
O'Connor (WA)	1	M	4
Wellard (West) - Bertram	0	F	233
Wellard (West) - Bertram	0	M	229
Wellard (West) - Bertram	1	F	8676
Wellard (West) - Bertram	1	M	8243
Calista	0	F	280
Calista	0	M	268
Calista	1	F	3387
Calista	1	M	3385
Hope Valley - Postans	0	F	9
Hope Valley - Postans	0	M	3
Hope Valley - Postans	1	F	24
Hope Valley - Postans	1	M	21
Kwinana Industrial	0	F	5
Kwinana Industrial	0	M	4
Kwinana Industrial	1	F	10
Kwinana Industrial	1	M	18
Parmelia - Orelia	0	F	281
Parmelia - Orelia	0	M	330
Parmelia - Orelia	1	F	5243
Parmelia - Orelia	1	M	5185
Casuarina - Wandi	0	F	93
Casuarina - Wandi	0	M	1318
Casuarina - Wandi	1	F	3851
Casuarina - Wandi	1	M	3633
Applecross - Ardross	0	F	135
Applecross - Ardross	0	M	130
Applecross - Ardross	1	F	5872
Applecross - Ardross	1	M	5300
Bateman	0	F	100
Bateman	0	M	44
Bateman	1	F	1831
Bateman	1	M	1758
Bicton - Palmyra	0	F	299
Bicton - Palmyra	0	M	214
Bicton - Palmyra	1	F	7308
Bicton - Palmyra	1	M	6329
Booragoon	0	F	263
Booragoon	0	M	196
Booragoon	1	F	7651
Booragoon	1	M	7106
Bull Creek	0	F	196
Bull Creek	0	M	108
