SA2_NAME16	MaxSchoolingCompleted	Sex	persons
Broulee - Tomakin	Year 8	F	49
Broulee - Tomakin	Year 8	M	47
Broulee - Tomakin	Year 9	F	125
Broulee - Tomakin	Year 9	M	114
Broulee - Tomakin	Year 10	F	437
Broulee - Tomakin	Year 10	M	372
Broulee - Tomakin	Year 11	F	119
Broulee - Tomakin	Year 11	M	115
Broulee - Tomakin	Year 12	F	831
Broulee - Tomakin	Year 12	M	802
Deua - Wadbilliga	Year 8	M	5
Deua - Wadbilliga	Year 10	F	4
Deua - Wadbilliga	Year 10	M	4
Deua - Wadbilliga	Year 11	M	6
Deua - Wadbilliga	Year 12	F	5
Deua - Wadbilliga	Year 12	M	10
Eden	Did not go to school	M	10
Eden	Year 8	F	91
Eden	Year 8	M	92
Eden	Year 9	F	133
Eden	Year 9	M	164
Eden	Year 10	F	442
Eden	Year 10	M	415
Eden	Year 11	F	168
Eden	Year 11	M	141
Eden	Year 12	F	508
Eden	Year 12	M	417
Eurobodalla Hinterland	Did not go to school	F	3
Eurobodalla Hinterland	Did not go to school	M	6
Eurobodalla Hinterland	Year 8	F	37
Eurobodalla Hinterland	Year 8	M	73
Eurobodalla Hinterland	Year 9	F	103
Eurobodalla Hinterland	Year 9	M	143
Eurobodalla Hinterland	Year 10	F	421
Eurobodalla Hinterland	Year 10	M	471
Eurobodalla Hinterland	Year 11	F	101
Eurobodalla Hinterland	Year 11	M	123
Eurobodalla Hinterland	Year 12	F	663
Eurobodalla Hinterland	Year 12	M	593
Merimbula - Tura Beach	Did not go to school	F	9
Merimbula - Tura Beach	Did not go to school	M	8
Merimbula - Tura Beach	Year 8	F	202
Merimbula - Tura Beach	Year 8	M	199
Merimbula - Tura Beach	Year 9	F	320
Merimbula - Tura Beach	Year 9	M	376
Merimbula - Tura Beach	Year 10	F	1293
Merimbula - Tura Beach	Year 10	M	1300
Merimbula - Tura Beach	Year 11	F	549
Merimbula - Tura Beach	Year 11	M	519
Merimbula - Tura Beach	Year 12	F	2502
Merimbula - Tura Beach	Year 12	M	2062
Moruya - Tuross Head	Did not go to school	F	14
Moruya - Tuross Head	Did not go to school	M	4
Moruya - Tuross Head	Year 8	F	148
Moruya - Tuross Head	Year 8	M	178
Moruya - Tuross Head	Year 9	F	289
Moruya - Tuross Head	Year 9	M	335
Moruya - Tuross Head	Year 10	F	1060
Moruya - Tuross Head	Year 10	M	1078
Moruya - Tuross Head	Year 11	F	288
Moruya - Tuross Head	Year 11	M	300
Moruya - Tuross Head	Year 12	F	1666
Moruya - Tuross Head	Year 12	M	1407
Narooma - Bermagui	Did not go to school	F	8
Narooma - Bermagui	Did not go to school	M	11
Narooma - Bermagui	Year 8	F	184
Narooma - Bermagui	Year 8	M	208
Narooma - Bermagui	Year 9	F	333
Narooma - Bermagui	Year 9	M	333
Narooma - Bermagui	Year 10	F	1143
Narooma - Bermagui	Year 10	M	1158
Narooma - Bermagui	Year 11	F	349
Narooma - Bermagui	Year 11	M	364
Narooma - Bermagui	Year 12	F	2034
Narooma - Bermagui	Year 12	M	1691
Goulburn	Did not go to school	F	49
Goulburn	Did not go to school	M	47
Goulburn	Year 8	F	503
Goulburn	Year 8	M	536
Goulburn	Year 9	F	882
Goulburn	Year 9	M	847
Goulburn	Year 10	F	2993
Goulburn	Year 10	M	2945
Goulburn	Year 11	F	680
Goulburn	Year 11	M	680
Goulburn	Year 12	F	4322
Goulburn	Year 12	M	3688
Goulburn Surrounds	Did not go to school	F	15
Goulburn Surrounds	Did not go to school	M	29
Goulburn Surrounds	Year 8	F	225
Goulburn Surrounds	Year 8	M	334
Goulburn Surrounds	Year 9	F	393
Goulburn Surrounds	Year 9	M	556
Goulburn Surrounds	Year 10	F	1581
Goulburn Surrounds	Year 10	M	2023
Goulburn Surrounds	Year 11	F	414
Goulburn Surrounds	Year 11	M	374
Goulburn Surrounds	Year 12	F	2498
Goulburn Surrounds	Year 12	M	2045
Yass	Did not go to school	F	16
Yass	Did not go to school	M	13
Yass	Year 8	F	106
Yass	Year 8	M	111
Yass	Year 9	F	181
Yass	Year 9	M	187
Yass	Year 10	F	747
Yass	Year 10	M	686
Yass	Year 11	F	192
Yass	Year 11	M	206
Yass	Year 12	F	1454
Yass	Year 12	M	1215
Yass Surrounds	Did not go to school	F	4
Yass Surrounds	Did not go to school	M	10
Yass Surrounds	Year 8	F	109
Yass Surrounds	Year 8	M	154
Yass Surrounds	Year 9	F	206
Yass Surrounds	Year 9	M	289
Yass Surrounds	Year 10	F	916
Yass Surrounds	Year 10	M	1098
Yass Surrounds	Year 11	F	316
Yass Surrounds	Year 11	M	318
Yass Surrounds	Year 12	F	3283
Yass Surrounds	Year 12	M	2878
Young	Did not go to school	F	24
Young	Did not go to school	M	24
Young	Year 8	F	217
Young	Year 8	M	289
Young	Year 9	F	424
Young	Year 9	M	395
Young	Year 10	F	1418
Young	Year 10	M	1499
Young	Year 11	F	405
Young	Year 11	M	331
Young	Year 12	F	1761
Young	Year 12	M	1293
Young Surrounds	Did not go to school	F	16
Young Surrounds	Did not go to school	M	11
Young Surrounds	Year 8	F	133
Young Surrounds	Year 8	M	215
Young Surrounds	Year 9	F	282
Young Surrounds	Year 9	M	322
Young Surrounds	Year 10	F	919
Young Surrounds	Year 10	M	1048
Young Surrounds	Year 11	F	241
Young Surrounds	Year 11	M	214
Young Surrounds	Year 12	F	1262
Young Surrounds	Year 12	M	1003
Avoca Beach - Copacabana	Did not go to school	F	14
Avoca Beach - Copacabana	Did not go to school	M	12
Avoca Beach - Copacabana	Year 8	F	49
Avoca Beach - Copacabana	Year 8	M	59
Avoca Beach - Copacabana	Year 9	F	140
Avoca Beach - Copacabana	Year 9	M	119
Avoca Beach - Copacabana	Year 10	F	658
Avoca Beach - Copacabana	Year 10	M	635
Avoca Beach - Copacabana	Year 11	F	190
Avoca Beach - Copacabana	Year 11	M	212
Avoca Beach - Copacabana	Year 12	F	1901
Avoca Beach - Copacabana	Year 12	M	1804
Box Head - MacMasters Beach	Did not go to school	F	5
Box Head - MacMasters Beach	Did not go to school	M	8
Box Head - MacMasters Beach	Year 8	F	112
Box Head - MacMasters Beach	Year 8	M	135
Box Head - MacMasters Beach	Year 9	F	297
Box Head - MacMasters Beach	Year 9	M	266
Box Head - MacMasters Beach	Year 10	F	1230
Box Head - MacMasters Beach	Year 10	M	1203
Box Head - MacMasters Beach	Year 11	F	287
Box Head - MacMasters Beach	Year 11	M	297
Box Head - MacMasters Beach	Year 12	F	2554
Box Head - MacMasters Beach	Year 12	M	2367
Calga - Kulnura	Did not go to school	F	3
Calga - Kulnura	Did not go to school	M	8
Calga - Kulnura	Year 8	F	62
Calga - Kulnura	Year 8	M	84
Calga - Kulnura	Year 9	F	119
Calga - Kulnura	Year 9	M	183
Calga - Kulnura	Year 10	F	474
Calga - Kulnura	Year 10	M	637
Calga - Kulnura	Year 11	F	120
Calga - Kulnura	Year 11	M	140
Calga - Kulnura	Year 12	F	979
Calga - Kulnura	Year 12	M	861
Erina - Green Point	Did not go to school	F	25
Erina - Green Point	Did not go to school	M	21
Erina - Green Point	Year 8	F	254
Erina - Green Point	Year 8	M	189
Erina - Green Point	Year 9	F	468
Erina - Green Point	Year 9	M	407
Erina - Green Point	Year 10	F	1858
Erina - Green Point	Year 10	M	1436
Erina - Green Point	Year 11	F	372
Erina - Green Point	Year 11	M	400
Erina - Green Point	Year 12	F	3254
Erina - Green Point	Year 12	M	2895
Gosford - Springfield	Did not go to school	F	34
Gosford - Springfield	Did not go to school	M	36
Gosford - Springfield	Year 8	F	253
Gosford - Springfield	Year 8	M	253
Gosford - Springfield	Year 9	F	533
Gosford - Springfield	Year 9	M	453
Gosford - Springfield	Year 10	F	2133
Gosford - Springfield	Year 10	M	1885
Gosford - Springfield	Year 11	F	570
Gosford - Springfield	Year 11	M	604
Gosford - Springfield	Year 12	F	5190
Gosford - Springfield	Year 12	M	4812
Kariong	Did not go to school	F	8
Kariong	Year 8	F	60
Kariong	Year 8	M	73
Kariong	Year 9	F	152
Kariong	Year 9	M	148
Kariong	Year 10	F	623
Kariong	Year 10	M	724
Kariong	Year 11	F	182
Kariong	Year 11	M	190
Kariong	Year 12	F	1442
Kariong	Year 12	M	1294
Kincumber - Picketts Valley	Did not go to school	F	4
Kincumber - Picketts Valley	Did not go to school	M	9
Kincumber - Picketts Valley	Year 8	F	95
Kincumber - Picketts Valley	Year 8	M	77
Kincumber - Picketts Valley	Year 9	F	282
Kincumber - Picketts Valley	Year 9	M	207
Kincumber - Picketts Valley	Year 10	F	1026
Kincumber - Picketts Valley	Year 10	M	810
Kincumber - Picketts Valley	Year 11	F	227
Kincumber - Picketts Valley	Year 11	M	198
Kincumber - Picketts Valley	Year 12	F	1565
Kincumber - Picketts Valley	Year 12	M	1311
Narara	Did not go to school	F	8
Narara	Did not go to school	M	9
Narara	Year 8	F	87
Narara	Year 8	M	87
Narara	Year 9	F	180
Narara	Year 9	M	194
Narara	Year 10	F	775
Narara	Year 10	M	705
Narara	Year 11	F	178
Narara	Year 11	M	208
Narara	Year 12	F	1609
Narara	Year 12	M	1443
Niagara Park - Lisarow	Did not go to school	F	28
Niagara Park - Lisarow	Did not go to school	M	3
Niagara Park - Lisarow	Year 8	F	96
Niagara Park - Lisarow	Year 8	M	97
Niagara Park - Lisarow	Year 9	F	230
Niagara Park - Lisarow	Year 9	M	212
Niagara Park - Lisarow	Year 10	F	832
Niagara Park - Lisarow	Year 10	M	870
Niagara Park - Lisarow	Year 11	F	196
Niagara Park - Lisarow	Year 11	M	254
Niagara Park - Lisarow	Year 12	F	1866
Niagara Park - Lisarow	Year 12	M	1618
Point Clare - Koolewong	Did not go to school	F	9
Point Clare - Koolewong	Did not go to school	M	9
Point Clare - Koolewong	Year 8	F	77
Point Clare - Koolewong	Year 8	M	55
Point Clare - Koolewong	Year 9	F	159
Point Clare - Koolewong	Year 9	M	178
Point Clare - Koolewong	Year 10	F	660
Point Clare - Koolewong	Year 10	M	659
Point Clare - Koolewong	Year 11	F	175
Point Clare - Koolewong	Year 11	M	183
Point Clare - Koolewong	Year 12	F	1525
Point Clare - Koolewong	Year 12	M	1428
Saratoga - Davistown	Did not go to school	F	4
Saratoga - Davistown	Did not go to school	M	7
Saratoga - Davistown	Year 8	F	69
Saratoga - Davistown	Year 8	M	58
Saratoga - Davistown	Year 9	F	212
Saratoga - Davistown	Year 9	M	204
Saratoga - Davistown	Year 10	F	872
Saratoga - Davistown	Year 10	M	896
Saratoga - Davistown	Year 11	F	202
Saratoga - Davistown	Year 11	M	216
Saratoga - Davistown	Year 12	F	1565
Saratoga - Davistown	Year 12	M	1318
Terrigal - North Avoca	Did not go to school	F	10
Terrigal - North Avoca	Did not go to school	M	10
Terrigal - North Avoca	Year 8	F	127
Terrigal - North Avoca	Year 8	M	112
Terrigal - North Avoca	Year 9	F	322
Terrigal - North Avoca	Year 9	M	247
Terrigal - North Avoca	Year 10	F	1391
Terrigal - North Avoca	Year 10	M	1280
Terrigal - North Avoca	Year 11	F	364
Terrigal - North Avoca	Year 11	M	433
Terrigal - North Avoca	Year 12	F	3725
Terrigal - North Avoca	Year 12	M	3496
Umina - Booker Bay - Patonga	Did not go to school	F	44
Umina - Booker Bay - Patonga	Did not go to school	M	62
Umina - Booker Bay - Patonga	Year 8	F	399
Umina - Booker Bay - Patonga	Year 8	M	390
Umina - Booker Bay - Patonga	Year 9	F	942
Umina - Booker Bay - Patonga	Year 9	M	802
Umina - Booker Bay - Patonga	Year 10	F	3242
Umina - Booker Bay - Patonga	Year 10	M	2847
Umina - Booker Bay - Patonga	Year 11	F	670
Umina - Booker Bay - Patonga	Year 11	M	701
Umina - Booker Bay - Patonga	Year 12	F	4896
Umina - Booker Bay - Patonga	Year 12	M	4109
Wamberal - Forresters Beach	Did not go to school	F	7
Wamberal - Forresters Beach	Did not go to school	M	9
Wamberal - Forresters Beach	Year 8	F	95
Wamberal - Forresters Beach	Year 8	M	87
Wamberal - Forresters Beach	Year 9	F	241
Wamberal - Forresters Beach	Year 9	M	254
Wamberal - Forresters Beach	Year 10	F	1051
Wamberal - Forresters Beach	Year 10	M	968
Wamberal - Forresters Beach	Year 11	F	263
Wamberal - Forresters Beach	Year 11	M	287
Wamberal - Forresters Beach	Year 12	F	2568
Wamberal - Forresters Beach	Year 12	M	2321
Woy Woy - Blackwall	Did not go to school	F	32
Woy Woy - Blackwall	Did not go to school	M	34
Woy Woy - Blackwall	Year 8	F	306
Woy Woy - Blackwall	Year 8	M	261
Woy Woy - Blackwall	Year 9	F	663
Woy Woy - Blackwall	Year 9	M	495
Woy Woy - Blackwall	Year 10	F	1847
Woy Woy - Blackwall	Year 10	M	1618
Woy Woy - Blackwall	Year 11	F	402
Woy Woy - Blackwall	Year 11	M	405
Woy Woy - Blackwall	Year 12	F	2771
Woy Woy - Blackwall	Year 12	M	2497
Wyoming	Did not go to school	F	7
Wyoming	Did not go to school	M	17
Wyoming	Year 8	F	183
Wyoming	Year 8	M	140
Wyoming	Year 9	F	362
Wyoming	Year 9	M	299
Wyoming	Year 10	F	1297
Wyoming	Year 10	M	1179
Wyoming	Year 11	F	330
Wyoming	Year 11	M	321
Wyoming	Year 12	F	2371
Wyoming	Year 12	M	2109
Bateau Bay - Killarney Vale	Did not go to school	F	29
Bateau Bay - Killarney Vale	Did not go to school	M	30
Bateau Bay - Killarney Vale	Year 8	F	419
Bateau Bay - Killarney Vale	Year 8	M	334
Bateau Bay - Killarney Vale	Year 9	F	825
Bateau Bay - Killarney Vale	Year 9	M	610
Bateau Bay - Killarney Vale	Year 10	F	2926
Bateau Bay - Killarney Vale	Year 10	M	2746
Bateau Bay - Killarney Vale	Year 11	F	579
Bateau Bay - Killarney Vale	Year 11	M	698
Bateau Bay - Killarney Vale	Year 12	F	4237
Bateau Bay - Killarney Vale	Year 12	M	3572
Blue Haven - San Remo	Did not go to school	F	17
Blue Haven - San Remo	Did not go to school	M	13
Blue Haven - San Remo	Year 8	F	192
Blue Haven - San Remo	Year 8	M	224
Blue Haven - San Remo	Year 9	F	482
Blue Haven - San Remo	Year 9	M	471
Blue Haven - San Remo	Year 10	F	1549
Blue Haven - San Remo	Year 10	M	1522
Blue Haven - San Remo	Year 11	F	405
Blue Haven - San Remo	Year 11	M	418
Blue Haven - San Remo	Year 12	F	1649
Blue Haven - San Remo	Year 12	M	1346
Budgewoi - Buff Point - Halekulani	Did not go to school	F	9
Budgewoi - Buff Point - Halekulani	Did not go to school	M	12
Budgewoi - Buff Point - Halekulani	Year 8	F	201
Budgewoi - Buff Point - Halekulani	Year 8	M	186
Budgewoi - Buff Point - Halekulani	Year 9	F	460
Budgewoi - Buff Point - Halekulani	Year 9	M	398
Budgewoi - Buff Point - Halekulani	Year 10	F	1439
Budgewoi - Buff Point - Halekulani	Year 10	M	1422
Budgewoi - Buff Point - Halekulani	Year 11	F	340
Budgewoi - Buff Point - Halekulani	Year 11	M	342
Budgewoi - Buff Point - Halekulani	Year 12	F	1473
Budgewoi - Buff Point - Halekulani	Year 12	M	1236
Chittaway Bay - Tumbi Umbi	Did not go to school	F	10
Chittaway Bay - Tumbi Umbi	Did not go to school	M	20
Chittaway Bay - Tumbi Umbi	Year 8	F	207
Chittaway Bay - Tumbi Umbi	Year 8	M	207
Chittaway Bay - Tumbi Umbi	Year 9	F	491
Chittaway Bay - Tumbi Umbi	Year 9	M	482
Chittaway Bay - Tumbi Umbi	Year 10	F	2107
Chittaway Bay - Tumbi Umbi	Year 10	M	2045
Chittaway Bay - Tumbi Umbi	Year 11	F	478
Chittaway Bay - Tumbi Umbi	Year 11	M	497
Chittaway Bay - Tumbi Umbi	Year 12	F	3078
Chittaway Bay - Tumbi Umbi	Year 12	M	2642
Gorokan - Kanwal - Charmhaven	Did not go to school	F	37
Gorokan - Kanwal - Charmhaven	Did not go to school	M	48
Gorokan - Kanwal - Charmhaven	Year 8	F	519
Gorokan - Kanwal - Charmhaven	Year 8	M	487
Gorokan - Kanwal - Charmhaven	Year 9	F	957
Gorokan - Kanwal - Charmhaven	Year 9	M	901
Gorokan - Kanwal - Charmhaven	Year 10	F	3115
Gorokan - Kanwal - Charmhaven	Year 10	M	2995
Gorokan - Kanwal - Charmhaven	Year 11	F	731
Gorokan - Kanwal - Charmhaven	Year 11	M	718
Gorokan - Kanwal - Charmhaven	Year 12	F	3485
Gorokan - Kanwal - Charmhaven	Year 12	M	2862
Jilliby - Yarramalong	Did not go to school	F	6
Jilliby - Yarramalong	Did not go to school	M	4
Jilliby - Yarramalong	Year 8	F	38
Jilliby - Yarramalong	Year 8	M	51
Jilliby - Yarramalong	Year 9	F	84
Jilliby - Yarramalong	Year 9	M	82
Jilliby - Yarramalong	Year 10	F	372
Jilliby - Yarramalong	Year 10	M	452
Jilliby - Yarramalong	Year 11	F	81
Jilliby - Yarramalong	Year 11	M	112
Jilliby - Yarramalong	Year 12	F	778
Jilliby - Yarramalong	Year 12	M	622
Lake Munmorah - Mannering Park	Did not go to school	F	17
Lake Munmorah - Mannering Park	Did not go to school	M	13
Lake Munmorah - Mannering Park	Year 8	F	243
Lake Munmorah - Mannering Park	Year 8	M	246
Lake Munmorah - Mannering Park	Year 9	F	564
Lake Munmorah - Mannering Park	Year 9	M	496
Lake Munmorah - Mannering Park	Year 10	F	1876
Lake Munmorah - Mannering Park	Year 10	M	1746
Lake Munmorah - Mannering Park	Year 11	F	338
Lake Munmorah - Mannering Park	Year 11	M	358
Lake Munmorah - Mannering Park	Year 12	F	1537
Lake Munmorah - Mannering Park	Year 12	M	1284
Ourimbah - Fountaindale	Did not go to school	F	4
Ourimbah - Fountaindale	Did not go to school	M	5
Ourimbah - Fountaindale	Year 8	F	39
Ourimbah - Fountaindale	Year 8	M	52
Ourimbah - Fountaindale	Year 9	F	127
Ourimbah - Fountaindale	Year 9	M	113
Ourimbah - Fountaindale	Year 10	F	544
Ourimbah - Fountaindale	Year 10	M	556
Ourimbah - Fountaindale	Year 11	F	112
Ourimbah - Fountaindale	Year 11	M	153
Ourimbah - Fountaindale	Year 12	F	1133
Ourimbah - Fountaindale	Year 12	M	1014
Summerland Point - Gwandalan	Did not go to school	F	7
Summerland Point - Gwandalan	Did not go to school	M	13
Summerland Point - Gwandalan	Year 8	F	105
Summerland Point - Gwandalan	Year 8	M	112
Summerland Point - Gwandalan	Year 9	F	255
Summerland Point - Gwandalan	Year 9	M	296
Summerland Point - Gwandalan	Year 10	F	975
Summerland Point - Gwandalan	Year 10	M	1075
Summerland Point - Gwandalan	Year 11	F	206
Summerland Point - Gwandalan	Year 11	M	200
Summerland Point - Gwandalan	Year 12	F	998
Summerland Point - Gwandalan	Year 12	M	840
The Entrance	Did not go to school	F	34
The Entrance	Did not go to school	M	29
The Entrance	Year 8	F	294
The Entrance	Year 8	M	284
The Entrance	Year 9	F	642
The Entrance	Year 9	M	571
The Entrance	Year 10	F	2253
The Entrance	Year 10	M	1999
The Entrance	Year 11	F	455
The Entrance	Year 11	M	469
The Entrance	Year 12	F	2892
The Entrance	Year 12	M	2627
Toukley - Norah Head	Did not go to school	F	15
Toukley - Norah Head	Did not go to school	M	18
Toukley - Norah Head	Year 8	F	213
Toukley - Norah Head	Year 8	M	202
Toukley - Norah Head	Year 9	F	422
Toukley - Norah Head	Year 9	M	383
Toukley - Norah Head	Year 10	F	1453
Toukley - Norah Head	Year 10	M	1422
Toukley - Norah Head	Year 11	F	301
Toukley - Norah Head	Year 11	M	323
Toukley - Norah Head	Year 12	F	1538
Toukley - Norah Head	Year 12	M	1364
Tuggerah - Kangy Angy	Did not go to school	F	4
Tuggerah - Kangy Angy	Did not go to school	M	4
Tuggerah - Kangy Angy	Year 8	F	60
Tuggerah - Kangy Angy	Year 8	M	57
Tuggerah - Kangy Angy	Year 9	F	148
Tuggerah - Kangy Angy	Year 9	M	160
Tuggerah - Kangy Angy	Year 10	F	598
Tuggerah - Kangy Angy	Year 10	M	544
Tuggerah - Kangy Angy	Year 11	F	154
Tuggerah - Kangy Angy	Year 11	M	152
Tuggerah - Kangy Angy	Year 12	F	1152
Tuggerah - Kangy Angy	Year 12	M	983
Warnervale - Wadalba	Did not go to school	F	40
Warnervale - Wadalba	Did not go to school	M	68
Warnervale - Wadalba	Year 8	F	313
Warnervale - Wadalba	Year 8	M	305
Warnervale - Wadalba	Year 9	F	584
Warnervale - Wadalba	Year 9	M	579
Warnervale - Wadalba	Year 10	F	2322
Warnervale - Wadalba	Year 10	M	2149
Warnervale - Wadalba	Year 11	F	607
Warnervale - Wadalba	Year 11	M	619
Warnervale - Wadalba	Year 12	F	3677
Warnervale - Wadalba	Year 12	M	3118
Wyong	Did not go to school	F	22
Wyong	Did not go to school	M	13
Wyong	Year 8	F	175
Wyong	Year 8	M	220
Wyong	Year 9	F	327
Wyong	Year 9	M	349
Wyong	Year 10	F	1125
Wyong	Year 10	M	1121
Wyong	Year 11	F	237
Wyong	Year 11	M	291
Wyong	Year 12	F	1567
Wyong	Year 12	M	1388
Bathurst - East	Did not go to school	F	13
Bathurst - East	Did not go to school	M	15
Bathurst - East	Year 8	F	173
Bathurst - East	Year 8	M	197
