SA2_NAME16	HomeCensusNight	Sex	persons
Umina - Booker Bay - Patonga	0	M	363
Umina - Booker Bay - Patonga	1	F	12550
Umina - Booker Bay - Patonga	1	M	11400
Wamberal - Forresters Beach	0	F	164
Wamberal - Forresters Beach	0	M	191
Wamberal - Forresters Beach	1	F	5305
Wamberal - Forresters Beach	1	M	5020
Woy Woy - Blackwall	0	F	201
Woy Woy - Blackwall	0	M	212
Woy Woy - Blackwall	1	F	7310
Woy Woy - Blackwall	1	M	6621
Wyoming	0	F	133
Wyoming	0	M	134
Wyoming	1	F	5803
Wyoming	1	M	5349
Bateau Bay - Killarney Vale	0	F	309
Bateau Bay - Killarney Vale	0	M	317
Bateau Bay - Killarney Vale	1	F	11631
Bateau Bay - Killarney Vale	1	M	10565
Blue Haven - San Remo	0	F	145
Blue Haven - San Remo	0	M	180
Blue Haven - San Remo	1	F	5624
Blue Haven - San Remo	1	M	5343
Budgewoi - Buff Point - Halekulani	0	F	173
Budgewoi - Buff Point - Halekulani	0	M	198
Budgewoi - Buff Point - Halekulani	1	F	4795
Budgewoi - Buff Point - Halekulani	1	M	4560
Chittaway Bay - Tumbi Umbi	0	F	188
Chittaway Bay - Tumbi Umbi	0	M	231
Chittaway Bay - Tumbi Umbi	1	F	8083
Chittaway Bay - Tumbi Umbi	1	M	7509
Gorokan - Kanwal - Charmhaven	0	F	304
Gorokan - Kanwal - Charmhaven	0	M	358
Gorokan - Kanwal - Charmhaven	1	F	11269
Gorokan - Kanwal - Charmhaven	1	M	10430
Jilliby - Yarramalong	0	F	31
Jilliby - Yarramalong	0	M	33
Jilliby - Yarramalong	1	F	1655
Jilliby - Yarramalong	1	M	1701
Lake Munmorah - Mannering Park	0	F	188
Lake Munmorah - Mannering Park	0	M	217
Lake Munmorah - Mannering Park	1	F	5510
Lake Munmorah - Mannering Park	1	M	5047
Ourimbah - Fountaindale	0	F	46
Ourimbah - Fountaindale	0	M	95
Ourimbah - Fountaindale	1	F	2418
Ourimbah - Fountaindale	1	M	2370
Summerland Point - Gwandalan	0	F	98
Summerland Point - Gwandalan	0	M	111
Summerland Point - Gwandalan	1	F	3137
Summerland Point - Gwandalan	1	M	3147
The Entrance	0	F	298
The Entrance	0	M	300
The Entrance	1	F	7908
The Entrance	1	M	7327
Toukley - Norah Head	0	F	174
Toukley - Norah Head	0	M	196
Toukley - Norah Head	1	F	4875
Toukley - Norah Head	1	M	4672
Tuggerah - Kangy Angy	0	F	88
Tuggerah - Kangy Angy	0	M	60
Tuggerah - Kangy Angy	1	F	2646
Tuggerah - Kangy Angy	1	M	2442
Warnervale - Wadalba	0	F	180
Warnervale - Wadalba	0	M	223
Warnervale - Wadalba	1	F	10235
Warnervale - Wadalba	1	M	9412
Wyong	0	F	92
Wyong	0	M	151
Wyong	1	F	4467
Wyong	1	M	4407
Bathurst - East	0	F	223
Bathurst - East	0	M	239
Bathurst - East	1	F	6015
Bathurst - East	1	M	5856
Bathurst Surrounds	0	F	147
Bathurst Surrounds	0	M	192
Bathurst Surrounds	1	F	3127
Bathurst Surrounds	1	M	3445
Oberon	0	F	107
Oberon	0	M	134
Oberon	1	F	2195
Oberon	1	M	2398
Bathurst - South	0	F	232
Bathurst - South	0	M	274
Bathurst - South	1	F	4957
Bathurst - South	1	M	5284
Bathurst - West	0	F	249
Bathurst - West	0	M	234
Bathurst - West	1	F	7114
Bathurst - West	1	M	6714
Condobolin	0	F	170
Condobolin	0	M	196
Condobolin	1	F	3017
Condobolin	1	M	2995
Cowra	0	F	163
Cowra	0	M	210
Cowra	1	F	4581
Cowra	1	M	4315
Cowra Surrounds	0	F	119
Cowra Surrounds	0	M	135
Cowra Surrounds	1	F	2737
Cowra Surrounds	1	M	2722
Forbes	0	F	225
Forbes	0	M	283
Forbes	1	F	4823
Forbes	1	M	4684
Grenfell	0	F	101
Grenfell	0	M	99
Grenfell	1	F	1657
Grenfell	1	M	1737
Parkes (NSW)	0	F	219
Parkes (NSW)	0	M	249
Parkes (NSW)	1	F	5349
Parkes (NSW)	1	M	5098
Parkes Surrounds	0	F	88
Parkes Surrounds	0	M	103
Parkes Surrounds	1	F	1460
Parkes Surrounds	1	M	1620
West Wyalong	0	F	144
West Wyalong	0	M	131
West Wyalong	1	F	2599
West Wyalong	1	M	2652
Lithgow	0	F	242
Lithgow	0	M	308
Lithgow	1	F	5919
Lithgow	1	M	5922
Lithgow Surrounds	0	F	156
Lithgow Surrounds	0	M	202
Lithgow Surrounds	1	F	3992
Lithgow Surrounds	1	M	4102
Mudgee	0	F	249
Mudgee	0	M	267
Mudgee	1	F	6185
Mudgee	1	M	5868
Mudgee Surrounds - East	0	F	66
Mudgee Surrounds - East	0	M	75
Mudgee Surrounds - East	1	F	1581
Mudgee Surrounds - East	1	M	1671
Mudgee Surrounds - West	0	F	194
Mudgee Surrounds - West	0	M	265
Mudgee Surrounds - West	1	F	5155
Mudgee Surrounds - West	1	M	5464
Blayney	0	F	153
Blayney	0	M	195
Blayney	1	F	3636
Blayney	1	M	3536
Orange	0	F	384
Orange	0	M	486
Orange	1	F	9452
Orange	1	M	8700
Orange - North	0	F	359
Orange - North	0	M	439
Orange - North	1	F	11387
Orange - North	1	M	10707
Orange Surrounds	0	F	210
Orange Surrounds	0	M	302
Orange Surrounds	1	F	5627
Orange Surrounds	1	M	5685
Grafton	0	F	373
Grafton	0	M	459
Grafton	1	F	9618
Grafton	1	M	8805
Grafton Surrounds	0	F	322
Grafton Surrounds	0	M	440
Grafton Surrounds	1	F	7564
Grafton Surrounds	1	M	8551
Maclean - Yamba - Iluka	0	F	400
Maclean - Yamba - Iluka	0	M	478
Maclean - Yamba - Iluka	1	F	8568
Maclean - Yamba - Iluka	1	M	8080
Bellingen	0	F	129
Bellingen	0	M	147
Bellingen	1	F	3077
Bellingen	1	M	2815
Coffs Harbour - North	0	F	354
Coffs Harbour - North	0	M	379
Coffs Harbour - North	1	F	9126
Coffs Harbour - North	1	M	8247
Coffs Harbour - South	0	F	230
Coffs Harbour - South	0	M	234
Coffs Harbour - South	1	F	5807
Coffs Harbour - South	1	M	5037
Coramba - Nana Glen - Bucca	0	F	66
Coramba - Nana Glen - Bucca	0	M	101
Coramba - Nana Glen - Bucca	1	F	1873
Coramba - Nana Glen - Bucca	1	M	1918
Dorrigo	0	F	91
Dorrigo	0	M	107
Dorrigo	1	F	1523
Dorrigo	1	M	1533
Korora - Emerald Beach	0	F	244
Korora - Emerald Beach	0	M	246
Korora - Emerald Beach	1	F	5012
Korora - Emerald Beach	1	M	4757
Sawtell - Boambee	0	F	381
Sawtell - Boambee	0	M	463
Sawtell - Boambee	1	F	10035
Sawtell - Boambee	1	M	9185
Urunga	0	F	124
Urunga	0	M	130
Urunga	1	F	2379
Urunga	1	M	2277
Woolgoolga - Arrawarra	0	F	271
Woolgoolga - Arrawarra	0	M	306
Woolgoolga - Arrawarra	1	F	7078
Woolgoolga - Arrawarra	1	M	6811
Bourke - Brewarrina	0	F	106
Bourke - Brewarrina	0	M	123
Bourke - Brewarrina	1	F	1625
Bourke - Brewarrina	1	M	1573
Cobar	0	F	131
Cobar	0	M	158
Cobar	1	F	1900
Cobar	1	M	1944
Coonamble	0	F	93
Coonamble	0	M	96
Coonamble	1	F	1866
Coonamble	1	M	1874
Nyngan - Warren	0	F	113
Nyngan - Warren	0	M	148
Nyngan - Warren	1	F	2202
Nyngan - Warren	1	M	2131
Walgett - Lightning Ridge	0	F	170
Walgett - Lightning Ridge	0	M	195
Walgett - Lightning Ridge	1	F	2552
Walgett - Lightning Ridge	1	M	2614
Broken Hill	0	F	464
Broken Hill	0	M	502
Broken Hill	1	F	8561
Broken Hill	1	M	8064
Far West	0	F	77
Far West	0	M	84
Far West	1	F	1034
Far West	1	M	1102
Coonabarabran	0	F	165
Coonabarabran	0	M	215
Coonabarabran	1	F	3793
Coonabarabran	1	M	3739
Dubbo - East	0	F	206
Dubbo - East	0	M	233
Dubbo - East	1	F	5243
Dubbo - East	1	M	4951
Dubbo - South	0	F	363
Dubbo - South	0	M	430
Dubbo - South	1	F	9986
Dubbo - South	1	M	8844
Dubbo - West	0	F	176
Dubbo - West	0	M	250
Dubbo - West	1	F	5080
Dubbo - West	1	M	4817
Dubbo Surrounds	0	F	122
Dubbo Surrounds	0	M	177
Dubbo Surrounds	1	F	2759
Dubbo Surrounds	1	M	2900
Gilgandra	0	F	103
Gilgandra	0	M	108
Gilgandra	1	F	2121
Gilgandra	1	M	2068
Narromine	0	F	138
Narromine	0	M	173
Narromine	1	F	3055
Narromine	1	M	3098
Wellington	0	F	227
Wellington	0	M	585
Wellington	1	F	3826
Wellington	1	M	4130
Branxton - Greta - Pokolbin	0	F	212
Branxton - Greta - Pokolbin	0	M	241
Branxton - Greta - Pokolbin	1	F	6177
Branxton - Greta - Pokolbin	1	M	6140
Cessnock	0	F	416
Cessnock	0	M	420
Cessnock	1	F	10978
Cessnock	1	M	11677
Cessnock Surrounds	0	F	160
Cessnock Surrounds	0	M	215
Cessnock Surrounds	1	F	4370
Cessnock Surrounds	1	M	4395
Dungog	0	F	147
Dungog	0	M	187
Dungog	1	F	4631
Dungog	1	M	4573
Kurri Kurri - Abermain	0	F	344
Kurri Kurri - Abermain	0	M	382
Kurri Kurri - Abermain	1	F	10150
Kurri Kurri - Abermain	1	M	9762
Singleton	0	F	188
Singleton	0	M	264
Singleton	1	F	8036
Singleton	1	M	8538
Singleton Surrounds	0	F	75
Singleton Surrounds	0	M	114
Singleton Surrounds	1	F	2519
Singleton Surrounds	1	M	2618
Maitland	0	F	119
Maitland	0	M	137
Maitland	1	F	4266
Maitland	1	M	4090
Maitland - North	0	F	102
Maitland - North	0	M	147
Maitland - North	1	F	4408
Maitland - North	1	M	4070
East Maitland - Metford	0	F	289
East Maitland - Metford	0	M	320
East Maitland - Metford	1	F	8920
East Maitland - Metford	1	M	8453
Rutherford (North) - Aberglasslyn	0	F	245
Rutherford (North) - Aberglasslyn	0	M	355
Rutherford (North) - Aberglasslyn	1	F	8870
Rutherford (North) - Aberglasslyn	1	M	8264
Rutherford (South) - Telarah	0	F	128
Rutherford (South) - Telarah	0	M	150
Rutherford (South) - Telarah	1	F	3924
Rutherford (South) - Telarah	1	M	3775
Tenambit - East Maitland	0	F	190
Tenambit - East Maitland	0	M	190
Tenambit - East Maitland	1	F	5096
Tenambit - East Maitland	1	M	4617
Thornton - Millers Forest	0	F	211
Thornton - Millers Forest	0	M	281
Thornton - Millers Forest	1	F	7857
Thornton - Millers Forest	1	M	7552
Anna Bay	0	F	143
Anna Bay	0	M	166
Anna Bay	1	F	3124
Anna Bay	1	M	3008
Lemon Tree Passage - Tanilba Bay	0	F	121
Lemon Tree Passage - Tanilba Bay	0	M	167
Lemon Tree Passage - Tanilba Bay	1	F	3312
Lemon Tree Passage - Tanilba Bay	1	M	3290
Nelson Bay Peninsula	0	F	557
Nelson Bay Peninsula	0	M	570
Nelson Bay Peninsula	1	F	10906
Nelson Bay Peninsula	1	M	9940
Raymond Terrace	0	F	231
Raymond Terrace	0	M	303
Raymond Terrace	1	F	7124
Raymond Terrace	1	M	6932
Seaham - Woodville	0	F	102
Seaham - Woodville	0	M	133
Seaham - Woodville	1	F	2728
Seaham - Woodville	1	M	2729
Tea Gardens - Hawks Nest	0	F	148
Tea Gardens - Hawks Nest	0	M	169
Tea Gardens - Hawks Nest	1	F	2771
Tea Gardens - Hawks Nest	1	M	2718
Williamtown - Medowie - Karuah	0	F	309
Williamtown - Medowie - Karuah	0	M	334
Williamtown - Medowie - Karuah	1	F	7136
Williamtown - Medowie - Karuah	1	M	7242
Muswellbrook	0	F	186
Muswellbrook	0	M	239
Muswellbrook	1	F	5780
Muswellbrook	1	M	6071
Muswellbrook Surrounds	0	F	63
Muswellbrook Surrounds	0	M	73
Muswellbrook Surrounds	1	F	1931
Muswellbrook Surrounds	1	M	2021
Scone	0	F	87
Scone	0	M	104
Scone	1	F	2965
Scone	1	M	2880
Scone Surrounds	0	F	150
Scone Surrounds	0	M	195
Scone Surrounds	1	F	3910
Scone Surrounds	1	M	3939
Dapto - Avondale	0	F	296
Dapto - Avondale	0	M	330
Dapto - Avondale	1	F	12086
Dapto - Avondale	1	M	11487
Horsley - Kembla Grange	0	F	95
Horsley - Kembla Grange	0	M	127
Horsley - Kembla Grange	1	F	6074
Horsley - Kembla Grange	1	M	5867
Port Kembla Industrial	1	M	5
Unanderra - Mount Kembla	0	F	181
Unanderra - Mount Kembla	0	M	187
Unanderra - Mount Kembla	1	F	7672
Unanderra - Mount Kembla	1	M	7238
Berkeley - Lake Heights - Cringila	0	F	172
Berkeley - Lake Heights - Cringila	0	M	215
Berkeley - Lake Heights - Cringila	1	F	6985
Berkeley - Lake Heights - Cringila	1	M	6828
Port Kembla - Warrawong	0	F	144
Port Kembla - Warrawong	0	M	126
Port Kembla - Warrawong	1	F	4754
Port Kembla - Warrawong	1	M	4706
Windang - Primbee	0	F	59
Windang - Primbee	0	M	72
Windang - Primbee	1	F	2047
Windang - Primbee	1	M	2058
Illawarra Catchment Reserve	1	M	5
Albion Park - Macquarie Pass	0	F	220
Albion Park - Macquarie Pass	0	M	236
Albion Park - Macquarie Pass	1	F	9463
Albion Park - Macquarie Pass	1	M	9109
Albion Park Rail	0	F	103
Albion Park Rail	0	M	122
Albion Park Rail	1	F	3471
Albion Park Rail	1	M	3224
Kiama	0	F	207
Kiama	0	M	215
Kiama	1	F	4350
Kiama	1	M	4010
Kiama Downs - Minnamurra	0	F	152
Kiama Downs - Minnamurra	0	M	156
Kiama Downs - Minnamurra	1	F	2907
Kiama Downs - Minnamurra	1	M	2848
Kiama Hinterland - Gerringong	0	F	214
Kiama Hinterland - Gerringong	0	M	229
Kiama Hinterland - Gerringong	1	F	3981
Kiama Hinterland - Gerringong	1	M	3713
Shellharbour - Flinders	0	F	231
Shellharbour - Flinders	0	M	259
Shellharbour - Flinders	1	F	9536
Shellharbour - Flinders	1	M	9308
Shellharbour - Oak Flats	0	F	137
Shellharbour - Oak Flats	0	M	168
Shellharbour - Oak Flats	1	F	5358
Shellharbour - Oak Flats	1	M	4923
Warilla	0	F	288
Warilla	0	M	323
Warilla	1	F	10196
Warilla	1	M	9587
Balgownie - Fairy Meadow	0	F	353
Balgownie - Fairy Meadow	0	M	334
Balgownie - Fairy Meadow	1	F	10580
Balgownie - Fairy Meadow	1	M	10253
Corrimal - Tarrawanna - Bellambi	0	F	225
Corrimal - Tarrawanna - Bellambi	0	M	239
Corrimal - Tarrawanna - Bellambi	1	F	8104
Corrimal - Tarrawanna - Bellambi	1	M	7478
Figtree - Keiraville	0	F	408
Figtree - Keiraville	0	M	384
Figtree - Keiraville	1	F	11082
Figtree - Keiraville	1	M	10902
Helensburgh	0	F	119
Helensburgh	0	M	127
Helensburgh	1	F	4424
Helensburgh	1	M	4459
Thirroul - Austinmer - Coalcliff	0	F	202
Thirroul - Austinmer - Coalcliff	0	M	257
Thirroul - Austinmer - Coalcliff	1	F	5809
Thirroul - Austinmer - Coalcliff	1	M	5687
Woonona - Bulli - Russell Vale	0	F	319
Woonona - Bulli - Russell Vale	0	M	295
Woonona - Bulli - Russell Vale	1	F	10453
Woonona - Bulli - Russell Vale	1	M	9697
Wollongong - East	0	F	368
Wollongong - East	0	M	360
Wollongong - East	1	F	7778
Wollongong - East	1	M	7513
Wollongong - West	0	F	274
Wollongong - West	0	M	283
Wollongong - West	1	F	7880
Wollongong - West	1	M	8114
Bulahdelah - Stroud	0	F	107
Bulahdelah - Stroud	0	M	158
Bulahdelah - Stroud	1	F	2489
Bulahdelah - Stroud	1	M	2475
Forster	0	F	345
Forster	0	M	367
Forster	1	F	7433
Forster	1	M	6569
Forster-Tuncurry Surrounds	0	F	173
Forster-Tuncurry Surrounds	0	M	208
Forster-Tuncurry Surrounds	1	F	3254
Forster-Tuncurry Surrounds	1	M	3351
Tuncurry	0	F	160
Tuncurry	0	M	155
Tuncurry	1	F	3201
Tuncurry	1	M	2849
Kempsey	0	F	279
Kempsey	0	M	304
Kempsey	1	F	7501
Kempsey	1	M	7570
Kempsey Surrounds	0	F	238
Kempsey Surrounds	0	M	298
Kempsey Surrounds	1	F	4402
Kempsey Surrounds	1	M	4531
Macksville - Scotts Head	0	F	111
Macksville - Scotts Head	0	M	109
Macksville - Scotts Head	1	F	2555
Macksville - Scotts Head	1	M	2416
Nambucca Heads	0	F	145
Nambucca Heads	0	M	162
Nambucca Heads	1	F	3547
Nambucca Heads	1	M	3263
Nambucca Heads Surrounds	0	F	158
Nambucca Heads Surrounds	0	M	182
Nambucca Heads Surrounds	1	F	3957
Nambucca Heads Surrounds	1	M	3804
South West Rocks	0	F	143
South West Rocks	0	M	140
South West Rocks	1	F	2737
South West Rocks	1	M	2616
Lord Howe Island	0	F	36
Lord Howe Island	0	M	27
Lord Howe Island	1	F	194
Lord Howe Island	1	M	192
Laurieton - Bonny Hills	0	F	446
Laurieton - Bonny Hills	0	M	454
Laurieton - Bonny Hills	1	F	9065
Laurieton - Bonny Hills	1	M	8523
Port Macquarie - West	0	F	402
Port Macquarie - West	0	M	411
Port Macquarie - West	1	F	10927
Port Macquarie - West	1	M	9411
Port Macquarie Surrounds	0	F	165
Port Macquarie Surrounds	0	M	160
Port Macquarie Surrounds	1	F	2404
Port Macquarie Surrounds	1	M	2573
Wauchope	0	F	241
Wauchope	0	M	278
Wauchope	1	F	6415
Wauchope	1	M	5862
Port Macquarie - East	0	F	264
Port Macquarie - East	0	M	268
Port Macquarie - East	1	F	5784
Port Macquarie - East	1	M	5452
Port Macquarie - South	0	F	273
Port Macquarie - South	0	M	338
Port Macquarie - South	1	F	8817
Port Macquarie - South	1	M	7857
Gloucester	0	F	116
Gloucester	0	M	166
Gloucester	1	F	2563
Gloucester	1	M	2461
Old Bar - Manning Point - Red Head	0	F	282
Old Bar - Manning Point - Red Head	0	M	333
Old Bar - Manning Point - Red Head	1	F	6106
Old Bar - Manning Point - Red Head	1	M	5753
Taree	0	F	408
Taree	0	M	431
Taree	1	F	10652
Taree	1	M	9627
Taree Surrounds	0	F	311
Taree Surrounds	0	M	387
Taree Surrounds	1	F	6141
Taree Surrounds	1	M	6208
Wingham	0	F	91
Wingham	0	M	130
Wingham	1	F	2688
Wingham	1	M	2495
Albury - East	0	F	313
Albury - East	0	M	382
Albury - East	1	F	8847
Albury - East	1	M	8295
Albury - North	0	F	183
Albury - North	0	M	218
Albury - North	1	F	5285
Albury - North	1	M	4851
Albury - South	0	F	240
Albury - South	0	M	278
Albury - South	1	F	5213
Albury - South	1	M	4782
Albury Surrounds	0	F	251
Albury Surrounds	0	M	293
Albury Surrounds	1	F	5927
Albury Surrounds	1	M	6030
Lavington	0	F	318
Lavington	0	M	331
Lavington	1	F	7832
Lavington	1	M	7185
Hay	0	F	66
Hay	0	M	107
Hay	1	F	1378
Hay	1	M	1345
Wentworth - Buronga	0	F	131
Wentworth - Buronga	0	M	177
Wentworth - Buronga	1	F	3050
Wentworth - Buronga	1	M	3150
Wentworth-Balranald Region	0	F	74
Wentworth-Balranald Region	0	M	142
Wentworth-Balranald Region	1	F	1633
Wentworth-Balranald Region	1	M	1796
Corowa	0	F	139
Corowa	0	M	159
Corowa	1	F	2740
Corowa	1	M	2555
Corowa Surrounds	0	F	202
Corowa Surrounds	0	M	222
Corowa Surrounds	1	F	3365
Corowa Surrounds	1	M	3478
Deniliquin	0	F	153
Deniliquin	0	M	187
Deniliquin	1	F	3482
Deniliquin	1	M	3207
Deniliquin Surrounds	0	F	175
Deniliquin Surrounds	0	M	217
Deniliquin Surrounds	1	F	3132
Deniliquin Surrounds	1	M	3313
Moama	0	F	229
Moama	0	M	219
Moama	1	F	3350
Moama	1	M	3137
Tocumwal - Finley - Jerilderie	0	F	286
Tocumwal - Finley - Jerilderie	0	M	325
Tocumwal - Finley - Jerilderie	1	F	4643
Tocumwal - Finley - Jerilderie	1	M	4522
Armidale	0	F	710
Armidale	0	M	616
Armidale	1	F	11904
Armidale	1	M	10745
Armidale Surrounds - North	0	F	104
Armidale Surrounds - North	0	M	98
Armidale Surrounds - North	1	F	2098
Armidale Surrounds - North	1	M	2228
Armidale Surrounds - South	0	F	110
Armidale Surrounds - South	0	M	120
Armidale Surrounds - South	1	F	2941
Armidale Surrounds - South	1	M	2720
Walcha	0	F	91
Walcha	0	M	110
Walcha	1	F	1469
Walcha	1	M	1476
Glen Innes	0	F	223
Glen Innes	0	M	223
Glen Innes	1	F	4297
Glen Innes	1	M	4187
Inverell	0	F	258
Inverell	0	M	292
Inverell	1	F	5996
Inverell	1	M	5519
Inverell Surrounds - East	0	F	110
Inverell Surrounds - East	0	M	119
Inverell Surrounds - East	1	F	2415
Inverell Surrounds - East	1	M	2552
Inverell Surrounds - West	0	F	146
Inverell Surrounds - West	0	M	181
Inverell Surrounds - West	1	F	2715
Inverell Surrounds - West	1	M	2693
Tenterfield	0	F	149
Tenterfield	0	M	163
Tenterfield	1	F	3330
Tenterfield	1	M	3167
Moree	0	F	156
Moree	0	M	204
Moree	1	F	3840
Moree	1	M	3645
Moree Surrounds	0	F	132
Moree Surrounds	0	M	150
Moree Surrounds	1	F	2461
Moree Surrounds	1	M	2610
Narrabri	0	F	124
Narrabri	0	M	144
Narrabri	1	F	3359
Narrabri	1	M	3266
Narrabri Surrounds	0	F	101
Narrabri Surrounds	0	M	120
Narrabri Surrounds	1	F	2128
Narrabri Surrounds	1	M	2265
Gunnedah	0	F	152
Gunnedah	0	M	198
Gunnedah	1	F	4801
Gunnedah	1	M	4597
Gunnedah Surrounds	0	F	91
Gunnedah Surrounds	0	M	83
Gunnedah Surrounds	1	F	2046
Gunnedah Surrounds	1	M	2159
Quirindi	0	F	138
Quirindi	0	M	189
Quirindi	1	F	3625
Quirindi	1	M	3602
Tamworth - East	0	F	356
Tamworth - East	0	M	434
Tamworth - East	1	F	10396
Tamworth - East	1	M	10174
Tamworth - North	0	F	306
Tamworth - North	0	M	328
Tamworth - North	1	F	8437
Tamworth - North	1	M	7445
Tamworth - West	0	F	66
Tamworth - West	0	M	85
Tamworth - West	1	F	3005
Tamworth - West	1	M	2836
Tamworth Surrounds	0	F	366
Tamworth Surrounds	0	M	446
Tamworth Surrounds	1	F	9152
Tamworth Surrounds	1	M	9067
Belmont - Bennetts Green	0	F	258
Belmont - Bennetts Green	0	M	302
Belmont - Bennetts Green	1	F	8847
Belmont - Bennetts Green	1	M	8451
Belmont South - Blacksmiths	0	F	110
Belmont South - Blacksmiths	0	M	133
Belmont South - Blacksmiths	1	F	2771
Belmont South - Blacksmiths	1	M	2670
