SA2_NAME21	OnlyEnglishSpokenHome	Sex	persons
Kariong	0	F	374
Kariong	0	M	325
Kariong	1	F	2747
Kariong	1	M	2829
Kincumber - Picketts Valley	0	F	211
Kincumber - Picketts Valley	0	M	153
Kincumber - Picketts Valley	1	F	3726
Kincumber - Picketts Valley	1	M	3166
Narara	0	F	432
Narara	0	M	379
Narara	1	F	3129
Narara	1	M	3032
Niagara Park - Lisarow	0	F	332
Niagara Park - Lisarow	0	M	244
Niagara Park - Lisarow	1	F	3738
Niagara Park - Lisarow	1	M	3679
Point Clare - Koolewong	0	F	381
Point Clare - Koolewong	0	M	302
Point Clare - Koolewong	1	F	2838
Point Clare - Koolewong	1	M	2787
Saratoga - Davistown	0	F	135
Saratoga - Davistown	0	M	98
Saratoga - Davistown	1	F	3400
Saratoga - Davistown	1	M	3268
Terrigal - North Avoca	0	F	582
Terrigal - North Avoca	0	M	484
Terrigal - North Avoca	1	F	6629
Terrigal - North Avoca	1	M	6487
Umina - Booker Bay - Patonga	0	F	885
Umina - Booker Bay - Patonga	0	M	763
Umina - Booker Bay - Patonga	1	F	11296
Umina - Booker Bay - Patonga	1	M	10323
Wamberal - Forresters Beach	0	F	281
Wamberal - Forresters Beach	0	M	246
Wamberal - Forresters Beach	1	F	4997
Wamberal - Forresters Beach	1	M	4773
Woy Woy - Blackwall	0	F	704
Woy Woy - Blackwall	0	M	557
Woy Woy - Blackwall	1	F	6379
Woy Woy - Blackwall	1	M	5875
Wyoming	0	F	591
Wyoming	0	M	503
Wyoming	1	F	5027
Wyoming	1	M	4694
Bateau Bay - Killarney Vale	0	F	470
Bateau Bay - Killarney Vale	0	M	395
Bateau Bay - Killarney Vale	1	F	10672
Bateau Bay - Killarney Vale	1	M	9864
Blue Haven - San Remo	0	F	280
Blue Haven - San Remo	0	M	226
Blue Haven - San Remo	1	F	5222
Blue Haven - San Remo	1	M	5050
Budgewoi - Buff Point - Halekulani	0	F	157
Budgewoi - Buff Point - Halekulani	0	M	117
Budgewoi - Buff Point - Halekulani	1	F	4538
Budgewoi - Buff Point - Halekulani	1	M	4347
Chittaway Bay - Tumbi Umbi	0	F	368
Chittaway Bay - Tumbi Umbi	0	M	312
Chittaway Bay - Tumbi Umbi	1	F	7598
Chittaway Bay - Tumbi Umbi	1	M	7162
Gorokan - Kanwal - Charmhaven	0	F	690
Gorokan - Kanwal - Charmhaven	0	M	546
Gorokan - Kanwal - Charmhaven	1	F	10017
Gorokan - Kanwal - Charmhaven	1	M	9471
Jilliby - Yarramalong	0	F	59
Jilliby - Yarramalong	0	M	49
Jilliby - Yarramalong	1	F	1560
Jilliby - Yarramalong	1	M	1604
Lake Munmorah - Mannering Park	0	F	152
Lake Munmorah - Mannering Park	0	M	131
Lake Munmorah - Mannering Park	1	F	5234
Lake Munmorah - Mannering Park	1	M	4865
Ourimbah - Fountaindale	0	F	189
Ourimbah - Fountaindale	0	M	177
Ourimbah - Fountaindale	1	F	2184
Ourimbah - Fountaindale	1	M	2183
Summerland Point - Gwandalan	0	F	134
Summerland Point - Gwandalan	0	M	110
Summerland Point - Gwandalan	1	F	2948
Summerland Point - Gwandalan	1	M	2997
The Entrance	0	F	621
The Entrance	0	M	545
The Entrance	1	F	7039
The Entrance	1	M	6569
Toukley - Norah Head	0	F	207
Toukley - Norah Head	0	M	167
Toukley - Norah Head	1	F	4529
Toukley - Norah Head	1	M	4392
Tuggerah - Kangy Angy	0	F	300
Tuggerah - Kangy Angy	0	M	285
Tuggerah - Kangy Angy	1	F	2318
Tuggerah - Kangy Angy	1	M	2114
Warnervale - Wadalba	0	F	1089
Warnervale - Wadalba	0	M	983
Warnervale - Wadalba	1	F	8818
Warnervale - Wadalba	1	M	8213
Wyong	0	F	486
Wyong	0	M	401
Wyong	1	F	3766
Wyong	1	M	3810
Bathurst - East	0	F	336
Bathurst - East	0	M	292
Bathurst - East	1	F	5619
Bathurst - East	1	M	5533
Bathurst Surrounds	0	F	63
Bathurst Surrounds	0	M	68
Bathurst Surrounds	1	F	3023
Bathurst Surrounds	1	M	3155
Oberon	0	F	117
Oberon	0	M	134
Oberon	1	F	1924
Oberon	1	M	2015
Bathurst - South	0	F	453
Bathurst - South	0	M	476
Bathurst - South	1	F	4455
Bathurst - South	1	M	4059
Bathurst - West	0	F	368
Bathurst - West	0	M	326
Bathurst - West	1	F	6668
Bathurst - West	1	M	6339
Condobolin	0	F	103
Condobolin	0	M	115
Condobolin	1	F	2683
Condobolin	1	M	2701
Cowra	0	F	192
Cowra	0	M	209
Cowra	1	F	4247
Cowra	1	M	3997
Cowra Surrounds	0	F	78
Cowra Surrounds	0	M	64
Cowra Surrounds	1	F	2485
Cowra Surrounds	1	M	2499
Forbes	0	F	118
Forbes	0	M	96
Forbes	1	F	4494
Forbes	1	M	4417
Grenfell	0	F	31
Grenfell	0	M	21
Grenfell	1	F	1597
Grenfell	1	M	1690
Parkes (NSW)	0	F	205
Parkes (NSW)	0	M	224
Parkes (NSW)	1	F	5026
Parkes (NSW)	1	M	4750
Parkes Surrounds	0	F	34
Parkes Surrounds	0	M	34
Parkes Surrounds	1	F	1363
Parkes Surrounds	1	M	1516
West Wyalong	0	F	83
West Wyalong	0	M	67
West Wyalong	1	F	2429
West Wyalong	1	M	2445
Lithgow	0	F	322
Lithgow	0	M	282
Lithgow	1	F	5464
Lithgow	1	M	5242
Lithgow Surrounds	0	F	131
Lithgow Surrounds	0	M	159
Lithgow Surrounds	1	F	3689
Lithgow Surrounds	1	M	3797
Mudgee	0	F	275
Mudgee	0	M	260
Mudgee	1	F	5795
Mudgee	1	M	5514
Mudgee Surrounds - East	0	F	54
Mudgee Surrounds - East	0	M	38
Mudgee Surrounds - East	1	F	1436
Mudgee Surrounds - East	1	M	1520
Mudgee Surrounds - West	0	F	127
Mudgee Surrounds - West	0	M	128
Mudgee Surrounds - West	1	F	4754
Mudgee Surrounds - West	1	M	5065
Blayney	0	F	70
Blayney	0	M	54
Blayney	1	F	3486
Blayney	1	M	3440
Orange	0	F	594
Orange	0	M	581
Orange	1	F	8599
Orange	1	M	7993
Orange - North	0	F	973
Orange - North	0	M	944
Orange - North	1	F	10247
Orange - North	1	M	9677
Orange Surrounds	0	F	135
Orange Surrounds	0	M	99
Orange Surrounds	1	F	5344
Orange Surrounds	1	M	5514
Grafton	0	F	340
Grafton	0	M	255
Grafton	1	F	9035
Grafton	1	M	8391
Grafton Surrounds	0	F	197
Grafton Surrounds	0	M	154
Grafton Surrounds	1	F	6994
Grafton Surrounds	1	M	7276
Maclean - Yamba - Iluka	0	F	305
Maclean - Yamba - Iluka	0	M	236
Maclean - Yamba - Iluka	1	F	8165
Maclean - Yamba - Iluka	1	M	7789
Bellingen	0	F	169
Bellingen	0	M	119
Bellingen	1	F	2775
Bellingen	1	M	2591
Coffs Harbour - North	0	F	1024
Coffs Harbour - North	0	M	949
Coffs Harbour - North	1	F	7834
Coffs Harbour - North	1	M	7085
Coffs Harbour - South	0	F	758
Coffs Harbour - South	0	M	675
Coffs Harbour - South	1	F	4742
Coffs Harbour - South	1	M	4139
Coramba - Nana Glen - Bucca	0	F	95
Coramba - Nana Glen - Bucca	0	M	84
Coramba - Nana Glen - Bucca	1	F	1706
Coramba - Nana Glen - Bucca	1	M	1783
Dorrigo	0	F	64
Dorrigo	0	M	30
Dorrigo	1	F	1404
Dorrigo	1	M	1442
Korora - Emerald Beach	0	F	320
Korora - Emerald Beach	0	M	273
Korora - Emerald Beach	1	F	4756
Korora - Emerald Beach	1	M	4558
Sawtell - Boambee	0	F	496
Sawtell - Boambee	0	M	394
Sawtell - Boambee	1	F	9414
Sawtell - Boambee	1	M	8730
Urunga	0	F	73
Urunga	0	M	61
Urunga	1	F	2262
Urunga	1	M	2182
Woolgoolga - Arrawarra	0	F	1087
Woolgoolga - Arrawarra	0	M	1044
Woolgoolga - Arrawarra	1	F	5884
Woolgoolga - Arrawarra	1	M	5671
Bourke - Brewarrina	0	F	65
Bourke - Brewarrina	0	M	76
Bourke - Brewarrina	1	F	1372
Bourke - Brewarrina	1	M	1352
Cobar	0	F	92
Cobar	0	M	90
Cobar	1	F	1652
Cobar	1	M	1695
Coonamble	0	F	44
Coonamble	0	M	41
Coonamble	1	F	1642
Coonamble	1	M	1667
Nyngan - Warren	0	F	78
Nyngan - Warren	0	M	78
Nyngan - Warren	1	F	2023
Nyngan - Warren	1	M	1982
Walgett - Lightning Ridge	0	F	149
Walgett - Lightning Ridge	0	M	131
Walgett - Lightning Ridge	1	F	1849
Walgett - Lightning Ridge	1	M	1969
Broken Hill	0	F	334
Broken Hill	0	M	264
Broken Hill	1	F	7938
Broken Hill	1	M	7548
Far West	0	F	17
Far West	0	M	15
Far West	1	F	891
Far West	1	M	959
Coonabarabran	0	F	102
Coonabarabran	0	M	82
Coonabarabran	1	F	3302
Coonabarabran	1	M	3307
Dubbo - East	0	F	406
Dubbo - East	0	M	381
Dubbo - East	1	F	4572
Dubbo - East	1	M	4323
Dubbo - South	0	F	1149
Dubbo - South	0	M	1121
Dubbo - South	1	F	8447
Dubbo - South	1	M	7387
Dubbo - West	0	F	379
Dubbo - West	0	M	421
Dubbo - West	1	F	4416
Dubbo - West	1	M	4164
Dubbo Surrounds	0	F	26
Dubbo Surrounds	0	M	25
Dubbo Surrounds	1	F	2596
Dubbo Surrounds	1	M	2763
Gilgandra	0	F	37
Gilgandra	0	M	33
Gilgandra	1	F	1937
Gilgandra	1	M	1883
Narromine	0	F	61
Narromine	0	M	58
Narromine	1	F	2683
Narromine	1	M	2777
Wellington	0	F	131
Wellington	0	M	120
Wellington	1	F	3458
Wellington	1	M	3419
Branxton - Greta - Pokolbin	0	F	253
Branxton - Greta - Pokolbin	0	M	201
Branxton - Greta - Pokolbin	1	F	5878
Branxton - Greta - Pokolbin	1	M	5948
Cessnock	0	F	350
Cessnock	0	M	268
Cessnock	1	F	10427
Cessnock	1	M	9785
Cessnock Surrounds	0	F	96
Cessnock Surrounds	0	M	84
Cessnock Surrounds	1	F	4220
Cessnock Surrounds	1	M	4255
Dungog	0	F	52
Dungog	0	M	38
Dungog	1	F	4511
Dungog	1	M	4517
Kurri Kurri - Abermain	0	F	284
Kurri Kurri - Abermain	0	M	239
Kurri Kurri - Abermain	1	F	9735
Kurri Kurri - Abermain	1	M	9395
Singleton	0	F	352
Singleton	0	M	356
Singleton	1	F	7515
Singleton	1	M	7849
Singleton Surrounds	0	F	50
Singleton Surrounds	0	M	44
Singleton Surrounds	1	F	2336
Singleton Surrounds	1	M	2449
Maitland	0	F	257
Maitland	0	M	238
Maitland	1	F	3943
Maitland	1	M	3820
Maitland - North	0	F	144
Maitland - North	0	M	116
Maitland - North	1	F	4226
Maitland - North	1	M	3982
East Maitland - Metford	0	F	642
East Maitland - Metford	0	M	582
East Maitland - Metford	1	F	8166
East Maitland - Metford	1	M	7801
Rutherford (North) - Aberglasslyn	0	F	533
Rutherford (North) - Aberglasslyn	0	M	460
Rutherford (North) - Aberglasslyn	1	F	8211
Rutherford (North) - Aberglasslyn	1	M	7779
Rutherford (South) - Telarah	0	F	171
Rutherford (South) - Telarah	0	M	153
Rutherford (South) - Telarah	1	F	3665
Rutherford (South) - Telarah	1	M	3532
Tenambit - East Maitland	0	F	166
Tenambit - East Maitland	0	M	128
Tenambit - East Maitland	1	F	4950
Tenambit - East Maitland	1	M	4481
Thornton - Millers Forest	0	F	680
Thornton - Millers Forest	0	M	583
Thornton - Millers Forest	1	F	7210
Thornton - Millers Forest	1	M	7030
Anna Bay	0	F	105
Anna Bay	0	M	74
Anna Bay	1	F	2990
Anna Bay	1	M	2914
Lemon Tree Passage - Tanilba Bay	0	F	121
Lemon Tree Passage - Tanilba Bay	0	M	91
Lemon Tree Passage - Tanilba Bay	1	F	3141
Lemon Tree Passage - Tanilba Bay	1	M	3193
Nelson Bay Peninsula	0	F	666
Nelson Bay Peninsula	0	M	609
Nelson Bay Peninsula	1	F	10197
Nelson Bay Peninsula	1	M	9363
Raymond Terrace	0	F	292
Raymond Terrace	0	M	267
Raymond Terrace	1	F	6637
Raymond Terrace	1	M	6459
Seaham - Woodville	0	F	53
Seaham - Woodville	0	M	54
Seaham - Woodville	1	F	2678
Seaham - Woodville	1	M	2697
Tea Gardens - Hawks Nest	0	F	116
Tea Gardens - Hawks Nest	0	M	104
Tea Gardens - Hawks Nest	1	F	2592
Tea Gardens - Hawks Nest	1	M	2576
Williamtown - Medowie - Karuah	0	F	269
Williamtown - Medowie - Karuah	0	M	231
Williamtown - Medowie - Karuah	1	F	6894
Williamtown - Medowie - Karuah	1	M	7012
Muswellbrook	0	F	314
Muswellbrook	0	M	278
Muswellbrook	1	F	5292
Muswellbrook	1	M	5376
Muswellbrook Surrounds	0	F	38
Muswellbrook Surrounds	0	M	30
Muswellbrook Surrounds	1	F	1821
Muswellbrook Surrounds	1	M	1911
Scone	0	F	171
Scone	0	M	234
Scone	1	F	2726
Scone	1	M	2563
Scone Surrounds	0	F	113
Scone Surrounds	0	M	73
Scone Surrounds	1	F	3669
Scone Surrounds	1	M	3771
Dapto - Avondale	0	F	933
Dapto - Avondale	0	M	840
Dapto - Avondale	1	F	10953
Dapto - Avondale	1	M	10493
Horsley - Kembla Grange	0	F	789
Horsley - Kembla Grange	0	M	725
Horsley - Kembla Grange	1	F	5234
Horsley - Kembla Grange	1	M	5106
Port Kembla Industrial	1	M	5
Unanderra - Mount Kembla	0	F	1242
Unanderra - Mount Kembla	0	M	1063
Unanderra - Mount Kembla	1	F	6289
Unanderra - Mount Kembla	1	M	6086
Berkeley - Lake Heights - Cringila	0	F	2069
Berkeley - Lake Heights - Cringila	0	M	1916
Berkeley - Lake Heights - Cringila	1	F	4712
Berkeley - Lake Heights - Cringila	1	M	4722
Port Kembla - Warrawong	0	F	1510
Port Kembla - Warrawong	0	M	1338
Port Kembla - Warrawong	1	F	3062
Port Kembla - Warrawong	1	M	3158
Windang - Primbee	0	F	189
Windang - Primbee	0	M	178
Windang - Primbee	1	F	1775
Windang - Primbee	1	M	1846
Illawarra Catchment Reserve	1	M	4
Albion Park - Macquarie Pass	0	F	647
Albion Park - Macquarie Pass	0	M	600
Albion Park - Macquarie Pass	1	F	8690
Albion Park - Macquarie Pass	1	M	8424
Albion Park Rail	0	F	236
Albion Park Rail	0	M	193
Albion Park Rail	1	F	3183
Albion Park Rail	1	M	2982
Kiama	0	F	288
Kiama	0	M	216
Kiama	1	F	4024
Kiama	1	M	3785
Kiama Downs - Minnamurra	0	F	117
Kiama Downs - Minnamurra	0	M	112
Kiama Downs - Minnamurra	1	F	2826
Kiama Downs - Minnamurra	1	M	2776
Kiama Hinterland - Gerringong	0	F	163
Kiama Hinterland - Gerringong	0	M	129
Kiama Hinterland - Gerringong	1	F	3858
Kiama Hinterland - Gerringong	1	M	3637
Shellharbour - Flinders	0	F	1228
Shellharbour - Flinders	0	M	1087
Shellharbour - Flinders	1	F	8226
Shellharbour - Flinders	1	M	8039
Shellharbour - Oak Flats	0	F	708
Shellharbour - Oak Flats	0	M	610
Shellharbour - Oak Flats	1	F	4518
Shellharbour - Oak Flats	1	M	4224
Warilla	0	F	1194
Warilla	0	M	970
Warilla	1	F	8593
Warilla	1	M	8280
Balgownie - Fairy Meadow	0	F	1938
Balgownie - Fairy Meadow	0	M	1846
Balgownie - Fairy Meadow	1	F	8474
Balgownie - Fairy Meadow	1	M	8272
Corrimal - Tarrawanna - Bellambi	0	F	1072
Corrimal - Tarrawanna - Bellambi	0	M	845
Corrimal - Tarrawanna - Bellambi	1	F	6884
Corrimal - Tarrawanna - Bellambi	1	M	6493
Figtree - Keiraville	0	F	2262
Figtree - Keiraville	0	M	2289
Figtree - Keiraville	1	F	8669
Figtree - Keiraville	1	M	8533
Helensburgh	0	F	220
Helensburgh	0	M	212
Helensburgh	1	F	4152
Helensburgh	1	M	4243
Thirroul - Austinmer - Coalcliff	0	F	385
Thirroul - Austinmer - Coalcliff	0	M	306
Thirroul - Austinmer - Coalcliff	1	F	5438
Thirroul - Austinmer - Coalcliff	1	M	5454
Woonona - Bulli - Russell Vale	0	F	722
Woonona - Bulli - Russell Vale	0	M	553
Woonona - Bulli - Russell Vale	1	F	9689
Woonona - Bulli - Russell Vale	1	M	9068
Wollongong - East	0	F	1910
Wollongong - East	0	M	1778
Wollongong - East	1	F	5788
Wollongong - East	1	M	5662
Wollongong - West	0	F	2338
Wollongong - West	0	M	2372
Wollongong - West	1	F	5371
Wollongong - West	1	M	5546
Bulahdelah - Stroud	0	F	53
Bulahdelah - Stroud	0	M	52
Bulahdelah - Stroud	1	F	2308
Bulahdelah - Stroud	1	M	2360
Forster	0	F	289
Forster	0	M	260
Forster	1	F	7000
Forster	1	M	6256
Forster-Tuncurry Surrounds	0	F	99
Forster-Tuncurry Surrounds	0	M	87
Forster-Tuncurry Surrounds	1	F	3068
Forster-Tuncurry Surrounds	1	M	3163
Tuncurry	0	F	110
Tuncurry	0	M	102
Tuncurry	1	F	3026
Tuncurry	1	M	2746
Kempsey	0	F	251
Kempsey	0	M	209
Kempsey	1	F	6883
Kempsey	1	M	6329
Kempsey Surrounds	0	F	141
Kempsey Surrounds	0	M	122
Kempsey Surrounds	1	F	4110
Kempsey Surrounds	1	M	4303
Macksville - Scotts Head	0	F	101
Macksville - Scotts Head	0	M	101
Macksville - Scotts Head	1	F	2396
Macksville - Scotts Head	1	M	2264
Nambucca Heads	0	F	136
Nambucca Heads	0	M	100
Nambucca Heads	1	F	3261
Nambucca Heads	1	M	3014
Nambucca Heads Surrounds	0	F	133
Nambucca Heads Surrounds	0	M	103
Nambucca Heads Surrounds	1	F	3652
Nambucca Heads Surrounds	1	M	3571
South West Rocks	0	F	89
South West Rocks	0	M	65
South West Rocks	1	F	2607
South West Rocks	1	M	2531
Lord Howe Island	0	F	14
Lord Howe Island	0	M	20
Lord Howe Island	1	F	197
Lord Howe Island	1	M	186
Laurieton - Bonny Hills	0	F	242
Laurieton - Bonny Hills	0	M	167
Laurieton - Bonny Hills	1	F	8920
Laurieton - Bonny Hills	1	M	8407
Port Macquarie - West	0	F	701
Port Macquarie - West	0	M	612
Port Macquarie - West	1	F	9942
Port Macquarie - West	1	M	8631
Port Macquarie Surrounds	0	F	69
Port Macquarie Surrounds	0	M	46
Port Macquarie Surrounds	1	F	2316
Port Macquarie Surrounds	1	M	2488
Wauchope	0	F	157
Wauchope	0	M	117
Wauchope	1	F	6196
Wauchope	1	M	5711
Port Macquarie - East	0	F	318
Port Macquarie - East	0	M	290
Port Macquarie - East	1	F	5491
Port Macquarie - East	1	M	5154
Port Macquarie - South	0	F	407
Port Macquarie - South	0	M	342
Port Macquarie - South	1	F	8421
Port Macquarie - South	1	M	7596
Gloucester	0	F	57
Gloucester	0	M	44
Gloucester	1	F	2460
Gloucester	1	M	2418
Old Bar - Manning Point - Red Head	0	F	231
Old Bar - Manning Point - Red Head	0	M	174
Old Bar - Manning Point - Red Head	1	F	5798
Old Bar - Manning Point - Red Head	1	M	5553
Taree	0	F	507
Taree	0	M	397
Taree	1	F	9692
Taree	1	M	8807
Taree Surrounds	0	F	151
Taree Surrounds	0	M	101
Taree Surrounds	1	F	5884
Taree Surrounds	1	M	6078
Wingham	0	F	67
Wingham	0	M	61
Wingham	1	F	2528
Wingham	1	M	2378
Albury - East	0	F	650
Albury - East	0	M	634
Albury - East	1	F	8218
Albury - East	1	M	7685
Albury - North	0	F	423
Albury - North	0	M	412
Albury - North	1	F	4676
Albury - North	1	M	4239
Albury - South	0	F	413
Albury - South	0	M	415
Albury - South	1	F	4744
Albury - South	1	M	4318
Albury Surrounds	0	F	146
Albury Surrounds	0	M	130
Albury Surrounds	1	F	5573
Albury Surrounds	1	M	5717
Lavington	0	F	935
Lavington	0	M	900
Lavington	1	F	6677
Lavington	1	M	6129
Hay	0	F	71
Hay	0	M	48
Hay	1	F	1209
Hay	1	M	1221
Wentworth - Buronga	0	F	128
Wentworth - Buronga	0	M	131
Wentworth - Buronga	1	F	2683
Wentworth - Buronga	1	M	2823
Wentworth-Balranald Region	0	F	132
Wentworth-Balranald Region	0	M	188
Wentworth-Balranald Region	1	F	1339
Wentworth-Balranald Region	1	M	1463
Corowa	0	F	79
Corowa	0	M	73
Corowa	1	F	2641
Corowa	1	M	2486
Corowa Surrounds	0	F	67
Corowa Surrounds	0	M	68
Corowa Surrounds	1	F	3209
Corowa Surrounds	1	M	3311
Deniliquin	0	F	121
Deniliquin	0	M	97
Deniliquin	1	F	3191
Deniliquin	1	M	2971
Deniliquin Surrounds	0	F	105
Deniliquin Surrounds	0	M	75
Deniliquin Surrounds	1	F	2944
Deniliquin Surrounds	1	M	3135
Moama	0	F	115
Moama	0	M	103
Moama	1	F	3250
Moama	1	M	3041
Tocumwal - Finley - Jerilderie	0	F	164
Tocumwal - Finley - Jerilderie	0	M	141
Tocumwal - Finley - Jerilderie	1	F	4295
Tocumwal - Finley - Jerilderie	1	M	4223
Armidale	0	F	1463
Armidale	0	M	1335
Armidale	1	F	9869
Armidale	1	M	8958
Armidale Surrounds - North	0	F	76
Armidale Surrounds - North	0	M	111
Armidale Surrounds - North	1	F	1858
Armidale Surrounds - North	1	M	1950
Armidale Surrounds - South	0	F	84
Armidale Surrounds - South	0	M	64
Armidale Surrounds - South	1	F	2804
Armidale Surrounds - South	1	M	2615
Walcha	0	F	31
Walcha	0	M	26
Walcha	1	F	1367
Walcha	1	M	1399
Glen Innes	0	F	127
Glen Innes	0	M	78
Glen Innes	1	F	3949
Glen Innes	1	M	3772
Inverell	0	F	299
Inverell	0	M	309
Inverell	1	F	5441
Inverell	1	M	5008
Inverell Surrounds - East	0	F	40
Inverell Surrounds - East	0	M	31
Inverell Surrounds - East	1	F	2232
Inverell Surrounds - East	1	M	2331
Inverell Surrounds - West	0	F	32
Inverell Surrounds - West	0	M	25
Inverell Surrounds - West	1	F	2573
Inverell Surrounds - West	1	M	2562
Tenterfield	0	F	103
Tenterfield	0	M	91
Tenterfield	1	F	3038
Tenterfield	1	M	2926
Moree	0	F	184
Moree	0	M	163
Moree	1	F	3092
Moree	1	M	2996
Moree Surrounds	0	F	65
Moree Surrounds	0	M	66
Moree Surrounds	1	F	1905
Moree Surrounds	1	M	2005
Narrabri	0	F	112
Narrabri	0	M	109
Narrabri	1	F	3120
Narrabri	1	M	3019
Narrabri Surrounds	0	F	36
Narrabri Surrounds	0	M	38
Narrabri Surrounds	1	F	1883
Narrabri Surrounds	1	M	2004
Gunnedah	0	F	185
Gunnedah	0	M	189
Gunnedah	1	F	4355
Gunnedah	1	M	4194
Gunnedah Surrounds	0	F	30
Gunnedah Surrounds	0	M	29
Gunnedah Surrounds	1	F	1896
Gunnedah Surrounds	1	M	1966
Quirindi	0	F	107
Quirindi	0	M	95
Quirindi	1	F	3241
Quirindi	1	M	3262
Tamworth - East	0	F	585
Tamworth - East	0	M	703
Tamworth - East	1	F	9480
Tamworth - East	1	M	9186
Tamworth - North	0	F	775
Tamworth - North	0	M	754
Tamworth - North	1	F	7379
Tamworth - North	1	M	6479
Tamworth - West	0	F	217
Tamworth - West	0	M	225
Tamworth - West	1	F	2449
Tamworth - West	1	M	2360
Tamworth Surrounds	0	F	209
Tamworth Surrounds	0	M	158
Tamworth Surrounds	1	F	8773
Tamworth Surrounds	1	M	8736
Belmont - Bennetts Green	0	F	382
Belmont - Bennetts Green	0	M	312
Belmont - Bennetts Green	1	F	8402
Belmont - Bennetts Green	1	M	8130
Belmont South - Blacksmiths	0	F	94
Belmont South - Blacksmiths	0	M	74
Belmont South - Blacksmiths	1	F	2652
