SA2_NAME21	Age	persons
The Oaks - Oakdale	5-14	1432
The Oaks - Oakdale	15-19	771
The Oaks - Oakdale	20-24	552
The Oaks - Oakdale	25-34	1104
The Oaks - Oakdale	35-44	1236
The Oaks - Oakdale	45-54	1374
The Oaks - Oakdale	55-64	1169
The Oaks - Oakdale	65-74	1028
The Oaks - Oakdale	75-84	442
The Oaks - Oakdale	85+	85
Blackheath - Megalong Valley	0-4	197
Blackheath - Megalong Valley	5-14	603
Blackheath - Megalong Valley	15-19	253
Blackheath - Megalong Valley	20-24	136
Blackheath - Megalong Valley	25-34	470
Blackheath - Megalong Valley	35-44	624
Blackheath - Megalong Valley	45-54	792
Blackheath - Megalong Valley	55-64	1027
Blackheath - Megalong Valley	65-74	986
Blackheath - Megalong Valley	75-84	548
Blackheath - Megalong Valley	85+	127
Blaxland - Warrimoo - Lapstone	0-4	1140
Blaxland - Warrimoo - Lapstone	5-14	2654
Blaxland - Warrimoo - Lapstone	15-19	1300
Blaxland - Warrimoo - Lapstone	20-24	929
Blaxland - Warrimoo - Lapstone	25-34	1793
Blaxland - Warrimoo - Lapstone	35-44	2516
Blaxland - Warrimoo - Lapstone	45-54	2621
Blaxland - Warrimoo - Lapstone	55-64	2425
Blaxland - Warrimoo - Lapstone	65-74	2218
Blaxland - Warrimoo - Lapstone	75-84	1111
Blaxland - Warrimoo - Lapstone	85+	277
Blue Mountains - North	55-64	5
Blue Mountains - North	65-74	4
Katoomba - Leura	0-4	474
Katoomba - Leura	5-14	1257
Katoomba - Leura	15-19	655
Katoomba - Leura	20-24	537
Katoomba - Leura	25-34	1225
Katoomba - Leura	35-44	1517
Katoomba - Leura	45-54	1938
Katoomba - Leura	55-64	2094
Katoomba - Leura	65-74	2224
Katoomba - Leura	75-84	1070
Katoomba - Leura	85+	354
Lawson - Hazelbrook - Linden	0-4	582
Lawson - Hazelbrook - Linden	5-14	1460
Lawson - Hazelbrook - Linden	15-19	743
Lawson - Hazelbrook - Linden	20-24	547
Lawson - Hazelbrook - Linden	25-34	1140
Lawson - Hazelbrook - Linden	35-44	1460
Lawson - Hazelbrook - Linden	45-54	1674
Lawson - Hazelbrook - Linden	55-64	1750
Lawson - Hazelbrook - Linden	65-74	1369
Lawson - Hazelbrook - Linden	75-84	575
Lawson - Hazelbrook - Linden	85+	135
Springwood - Winmalee	0-4	1172
Springwood - Winmalee	5-14	3000
Springwood - Winmalee	15-19	1393
Springwood - Winmalee	20-24	1054
Springwood - Winmalee	25-34	2018
Springwood - Winmalee	35-44	2757
Springwood - Winmalee	45-54	3076
Springwood - Winmalee	55-64	2905
Springwood - Winmalee	65-74	2591
Springwood - Winmalee	75-84	1360
Springwood - Winmalee	85+	636
Wentworth Falls	0-4	312
Wentworth Falls	5-14	760
Wentworth Falls	15-19	323
Wentworth Falls	20-24	217
Wentworth Falls	25-34	471
Wentworth Falls	35-44	692
Wentworth Falls	45-54	821
Wentworth Falls	55-64	946
Wentworth Falls	65-74	1090
Wentworth Falls	75-84	568
Wentworth Falls	85+	229
Blue Mountains - South	65-74	3
Cambridge Park	0-4	1157
Cambridge Park	5-14	2246
Cambridge Park	15-19	954
Cambridge Park	20-24	1002
Cambridge Park	25-34	2414
Cambridge Park	35-44	2264
Cambridge Park	45-54	1819
Cambridge Park	55-64	1777
Cambridge Park	65-74	1606
Cambridge Park	75-84	591
Cambridge Park	85+	166
Emu Plains - Leonay	0-4	754
Emu Plains - Leonay	5-14	1915
Emu Plains - Leonay	15-19	875
Emu Plains - Leonay	20-24	832
Emu Plains - Leonay	25-34	1496
Emu Plains - Leonay	35-44	1878
Emu Plains - Leonay	45-54	1871
Emu Plains - Leonay	55-64	1596
Emu Plains - Leonay	65-74	1548
Emu Plains - Leonay	75-84	858
Emu Plains - Leonay	85+	283
Glenmore Park - Regentville	0-4	1395
Glenmore Park - Regentville	5-14	3265
Glenmore Park - Regentville	15-19	1667
Glenmore Park - Regentville	20-24	1479
Glenmore Park - Regentville	25-34	2576
Glenmore Park - Regentville	35-44	3011
Glenmore Park - Regentville	45-54	3147
Glenmore Park - Regentville	55-64	2392
Glenmore Park - Regentville	65-74	1433
Glenmore Park - Regentville	75-84	513
Glenmore Park - Regentville	85+	126
Jamisontown - South Penrith	0-4	1068
Jamisontown - South Penrith	5-14	2343
Jamisontown - South Penrith	15-19	1064
Jamisontown - South Penrith	20-24	1089
Jamisontown - South Penrith	25-34	2410
Jamisontown - South Penrith	35-44	2528
Jamisontown - South Penrith	45-54	1995
Jamisontown - South Penrith	55-64	1850
Jamisontown - South Penrith	65-74	1825
Jamisontown - South Penrith	75-84	908
Jamisontown - South Penrith	85+	255
Kingswood - Werrington	0-4	2008
Kingswood - Werrington	5-14	3551
Kingswood - Werrington	15-19	1417
Kingswood - Werrington	20-24	1750
Kingswood - Werrington	25-34	4169
Kingswood - Werrington	35-44	4007
Kingswood - Werrington	45-54	2949
Kingswood - Werrington	55-64	2073
Kingswood - Werrington	65-74	1550
Kingswood - Werrington	75-84	846
Kingswood - Werrington	85+	304
Mulgoa - Luddenham - Orchard Hills	0-4	926
Mulgoa - Luddenham - Orchard Hills	5-14	1896
Mulgoa - Luddenham - Orchard Hills	15-19	846
Mulgoa - Luddenham - Orchard Hills	20-24	758
Mulgoa - Luddenham - Orchard Hills	25-34	1484
Mulgoa - Luddenham - Orchard Hills	35-44	1813
Mulgoa - Luddenham - Orchard Hills	45-54	1573
Mulgoa - Luddenham - Orchard Hills	55-64	1305
Mulgoa - Luddenham - Orchard Hills	65-74	886
Mulgoa - Luddenham - Orchard Hills	75-84	436
Mulgoa - Luddenham - Orchard Hills	85+	107
Penrith	0-4	1039
Penrith	5-14	1643
Penrith	15-19	744
Penrith	20-24	1703
Penrith	25-34	3558
Penrith	35-44	2443
Penrith	45-54	2020
Penrith	55-64	1755
Penrith	65-74	1474
Penrith	75-84	1030
Penrith	85+	563
Warragamba - Silverdale	0-4	477
Warragamba - Silverdale	5-14	856
Warragamba - Silverdale	15-19	427
Warragamba - Silverdale	20-24	395
Warragamba - Silverdale	25-34	856
Warragamba - Silverdale	35-44	776
Warragamba - Silverdale	45-54	836
Warragamba - Silverdale	55-64	738
Warragamba - Silverdale	65-74	439
Warragamba - Silverdale	75-84	177
Warragamba - Silverdale	85+	50
Cranebrook - Castlereagh	0-4	1297
Cranebrook - Castlereagh	5-14	2595
Cranebrook - Castlereagh	15-19	1172
Cranebrook - Castlereagh	20-24	1118
Cranebrook - Castlereagh	25-34	2550
Cranebrook - Castlereagh	35-44	2324
Cranebrook - Castlereagh	45-54	2158
Cranebrook - Castlereagh	55-64	2011
Cranebrook - Castlereagh	65-74	1213
Cranebrook - Castlereagh	75-84	468
Cranebrook - Castlereagh	85+	118
Jordan Springs - Llandilo	0-4	1548
Jordan Springs - Llandilo	5-14	2253
Jordan Springs - Llandilo	15-19	759
Jordan Springs - Llandilo	20-24	759
Jordan Springs - Llandilo	25-34	2601
Jordan Springs - Llandilo	35-44	2547
Jordan Springs - Llandilo	45-54	1339
Jordan Springs - Llandilo	55-64	743
Jordan Springs - Llandilo	65-74	529
Jordan Springs - Llandilo	75-84	254
Jordan Springs - Llandilo	85+	53
Richmond - Clarendon	0-4	915
Richmond - Clarendon	5-14	1673
Richmond - Clarendon	15-19	848
Richmond - Clarendon	20-24	915
Richmond - Clarendon	25-34	2365
Richmond - Clarendon	35-44	1745
Richmond - Clarendon	45-54	1827
Richmond - Clarendon	55-64	1599
Richmond - Clarendon	65-74	1563
Richmond - Clarendon	75-84	1213
Richmond - Clarendon	85+	593
Windsor - Bligh Park	0-4	1089
Windsor - Bligh Park	5-14	2014
Windsor - Bligh Park	15-19	963
Windsor - Bligh Park	20-24	1055
Windsor - Bligh Park	25-34	2476
Windsor - Bligh Park	35-44	1870
Windsor - Bligh Park	45-54	1865
Windsor - Bligh Park	55-64	1956
Windsor - Bligh Park	65-74	1185
Windsor - Bligh Park	75-84	601
Windsor - Bligh Park	85+	182
Yarramundi - Londonderry	0-4	336
Yarramundi - Londonderry	5-14	860
Yarramundi - Londonderry	15-19	495
Yarramundi - Londonderry	20-24	576
Yarramundi - Londonderry	25-34	1115
Yarramundi - Londonderry	35-44	1096
Yarramundi - Londonderry	45-54	1075
Yarramundi - Londonderry	55-64	954
Yarramundi - Londonderry	65-74	652
Yarramundi - Londonderry	75-84	281
Yarramundi - Londonderry	85+	54
Erskine Park	0-4	376
Erskine Park	5-14	844
Erskine Park	15-19	478
Erskine Park	20-24	471
Erskine Park	25-34	917
Erskine Park	35-44	831
Erskine Park	45-54	866
Erskine Park	55-64	1015
Erskine Park	65-74	506
Erskine Park	75-84	142
Erskine Park	85+	42
St Clair	0-4	1350
St Clair	5-14	2821
St Clair	15-19	1294
St Clair	20-24	1209
St Clair	25-34	2857
St Clair	35-44	2769
St Clair	45-54	2400
St Clair	55-64	2712
St Clair	65-74	1850
St Clair	75-84	554
St Clair	85+	136
Colyton - Oxley Park	0-4	1053
Colyton - Oxley Park	5-14	1938
Colyton - Oxley Park	15-19	814
Colyton - Oxley Park	20-24	864
Colyton - Oxley Park	25-34	1992
Colyton - Oxley Park	35-44	1845
Colyton - Oxley Park	45-54	1545
Colyton - Oxley Park	55-64	1314
Colyton - Oxley Park	65-74	1019
Colyton - Oxley Park	75-84	525
Colyton - Oxley Park	85+	131
St Marys - North St Marys	0-4	1351
St Marys - North St Marys	5-14	2332
St Marys - North St Marys	15-19	936
St Marys - North St Marys	20-24	1198
St Marys - North St Marys	25-34	2848
St Marys - North St Marys	35-44	2436
St Marys - North St Marys	45-54	2087
St Marys - North St Marys	55-64	1808
St Marys - North St Marys	65-74	1304
St Marys - North St Marys	75-84	712
St Marys - North St Marys	85+	319
Rookwood Cemetery	45-54	4
Auburn - Central	0-4	1221
Auburn - Central	5-14	2135
Auburn - Central	15-19	924
Auburn - Central	20-24	2333
Auburn - Central	25-34	4553
Auburn - Central	35-44	2684
Auburn - Central	45-54	1987
Auburn - Central	55-64	1736
Auburn - Central	65-74	1123
Auburn - Central	75-84	577
Auburn - Central	85+	213
Auburn - North	0-4	638
Auburn - North	5-14	905
Auburn - North	15-19	335
Auburn - North	20-24	1585
Auburn - North	25-34	2929
Auburn - North	35-44	1465
Auburn - North	45-54	945
Auburn - North	55-64	839
Auburn - North	65-74	503
Auburn - North	75-84	311
Auburn - North	85+	132
Auburn - South	0-4	645
Auburn - South	5-14	1250
Auburn - South	15-19	585
Auburn - South	20-24	655
Auburn - South	25-34	1475
Auburn - South	35-44	1110
Auburn - South	45-54	1010
Auburn - South	55-64	1038
Auburn - South	65-74	637
Auburn - South	75-84	276
Auburn - South	85+	171
Berala	0-4	442
Berala	5-14	892
Berala	15-19	455
Berala	20-24	668
Berala	25-34	1559
Berala	35-44	1097
Berala	45-54	1114
Berala	55-64	1125
Berala	65-74	748
Berala	75-84	346
Berala	85+	158
Lidcombe	0-4	1062
Lidcombe	5-14	1861
Lidcombe	15-19	859
Lidcombe	20-24	1989
Lidcombe	25-34	4786
Lidcombe	35-44	3110
Lidcombe	45-54	2413
Lidcombe	55-64	2538
Lidcombe	65-74	1576
Lidcombe	75-84	732
Lidcombe	85+	281
Regents Park	0-4	288
Regents Park	5-14	631
Regents Park	15-19	289
Regents Park	20-24	401
Regents Park	25-34	884
Regents Park	35-44	648
Regents Park	45-54	596
Regents Park	55-64	667
Regents Park	65-74	473
Regents Park	75-84	189
Regents Park	85+	68
Silverwater - Newington	0-4	477
Silverwater - Newington	5-14	1245
Silverwater - Newington	15-19	458
Silverwater - Newington	20-24	529
Silverwater - Newington	25-34	1472
Silverwater - Newington	35-44	1955
Silverwater - Newington	45-54	1427
Silverwater - Newington	55-64	840
Silverwater - Newington	65-74	580
Silverwater - Newington	75-84	215
Silverwater - Newington	85+	43
Wentworth Point - Sydney Olympic Park	0-4	1637
Wentworth Point - Sydney Olympic Park	5-14	1172
Wentworth Point - Sydney Olympic Park	15-19	336
Wentworth Point - Sydney Olympic Park	20-24	1336
Wentworth Point - Sydney Olympic Park	25-34	7962
Wentworth Point - Sydney Olympic Park	35-44	4379
Wentworth Point - Sydney Olympic Park	45-54	1536
Wentworth Point - Sydney Olympic Park	55-64	1179
Wentworth Point - Sydney Olympic Park	65-74	664
Wentworth Point - Sydney Olympic Park	75-84	176
Wentworth Point - Sydney Olympic Park	85+	31
Ermington - Rydalmere	0-4	1628
Ermington - Rydalmere	5-14	3056
Ermington - Rydalmere	15-19	1361
Ermington - Rydalmere	20-24	1503
Ermington - Rydalmere	25-34	3815
Ermington - Rydalmere	35-44	3846
Ermington - Rydalmere	45-54	3222
Ermington - Rydalmere	55-64	2905
Ermington - Rydalmere	65-74	1932
Ermington - Rydalmere	75-84	966
Ermington - Rydalmere	85+	410
Oatlands - Dundas Valley	0-4	1014
Oatlands - Dundas Valley	5-14	2521
Oatlands - Dundas Valley	15-19	1068
Oatlands - Dundas Valley	20-24	1079
Oatlands - Dundas Valley	25-34	2164
Oatlands - Dundas Valley	35-44	2710
Oatlands - Dundas Valley	45-54	2576
Oatlands - Dundas Valley	55-64	2475
Oatlands - Dundas Valley	65-74	1632
Oatlands - Dundas Valley	75-84	871
Oatlands - Dundas Valley	85+	411
Carlingford - East	0-4	505
Carlingford - East	5-14	1703
Carlingford - East	15-19	790
Carlingford - East	20-24	678
Carlingford - East	25-34	1026
Carlingford - East	35-44	1701
Carlingford - East	45-54	1589
Carlingford - East	55-64	1463
Carlingford - East	65-74	1060
Carlingford - East	75-84	715
Carlingford - East	85+	402
Carlingford - West	0-4	1136
Carlingford - West	5-14	2943
Carlingford - West	15-19	943
Carlingford - West	20-24	1101
Carlingford - West	25-34	2368
Carlingford - West	35-44	3366
Carlingford - West	45-54	2284
Carlingford - West	55-64	2147
Carlingford - West	65-74	1693
Carlingford - West	75-84	1016
Carlingford - West	85+	252
Chester Hill - Sefton	0-4	1414
Chester Hill - Sefton	5-14	3112
Chester Hill - Sefton	15-19	1535
Chester Hill - Sefton	20-24	1531
Chester Hill - Sefton	25-34	2930
Chester Hill - Sefton	35-44	2647
Chester Hill - Sefton	45-54	2499
Chester Hill - Sefton	55-64	2351
Chester Hill - Sefton	65-74	1564
Chester Hill - Sefton	75-84	767
Chester Hill - Sefton	85+	494
Fairfield - East	0-4	991
Fairfield - East	5-14	2092
Fairfield - East	15-19	1077
Fairfield - East	20-24	1127
Fairfield - East	25-34	2186
Fairfield - East	35-44	1906
Fairfield - East	45-54	1955
Fairfield - East	55-64	1810
Fairfield - East	65-74	1417
Fairfield - East	75-84	712
Fairfield - East	85+	473
Granville - Clyde	0-4	1552
Granville - Clyde	5-14	2663
Granville - Clyde	15-19	1189
Granville - Clyde	20-24	2536
Granville - Clyde	25-34	5143
Granville - Clyde	35-44	3258
Granville - Clyde	45-54	2387
Granville - Clyde	55-64	2154
Granville - Clyde	65-74	1462
Granville - Clyde	75-84	689
Granville - Clyde	85+	230
Guildford - South Granville	0-4	1907
Guildford - South Granville	5-14	3494
Guildford - South Granville	15-19	1614
Guildford - South Granville	20-24	1696
Guildford - South Granville	25-34	3564
Guildford - South Granville	35-44	2963
Guildford - South Granville	45-54	2333
Guildford - South Granville	55-64	2211
Guildford - South Granville	65-74	1488
Guildford - South Granville	75-84	800
Guildford - South Granville	85+	308
Guildford West - Merrylands West	0-4	1765
Guildford West - Merrylands West	5-14	3281
Guildford West - Merrylands West	15-19	1515
Guildford West - Merrylands West	20-24	1607
Guildford West - Merrylands West	25-34	3865
Guildford West - Merrylands West	35-44	3178
Guildford West - Merrylands West	45-54	2632
Guildford West - Merrylands West	55-64	2242
Guildford West - Merrylands West	65-74	1546
Guildford West - Merrylands West	75-84	873
Guildford West - Merrylands West	85+	413
Yennora Industrial	45-54	5
Yennora Industrial	65-74	6
Greystanes - South	0-4	1117
Greystanes - South	5-14	2418
Greystanes - South	15-19	1046
Greystanes - South	20-24	897
Greystanes - South	25-34	1824
Greystanes - South	35-44	2286
Greystanes - South	45-54	2184
Greystanes - South	55-64	1736
Greystanes - South	65-74	1724
Greystanes - South	75-84	1115
Greystanes - South	85+	288
Merrylands - Holroyd	0-4	1923
Merrylands - Holroyd	5-14	2924
Merrylands - Holroyd	15-19	1264
Merrylands - Holroyd	20-24	1749
Merrylands - Holroyd	25-34	4652
Merrylands - Holroyd	35-44	3610
Merrylands - Holroyd	45-54	2604
Merrylands - Holroyd	55-64	2370
Merrylands - Holroyd	65-74	1562
Merrylands - Holroyd	75-84	852
Merrylands - Holroyd	85+	303
Pemulwuy - Greystanes (North)	0-4	698
Pemulwuy - Greystanes (North)	5-14	1703
Pemulwuy - Greystanes (North)	15-19	698
Pemulwuy - Greystanes (North)	20-24	617
Pemulwuy - Greystanes (North)	25-34	1198
Pemulwuy - Greystanes (North)	35-44	1803
Pemulwuy - Greystanes (North)	45-54	1440
Pemulwuy - Greystanes (North)	55-64	1057
Pemulwuy - Greystanes (North)	65-74	871
Pemulwuy - Greystanes (North)	75-84	583
Pemulwuy - Greystanes (North)	85+	222
South Wentworthville	0-4	514
South Wentworthville	5-14	1013
South Wentworthville	15-19	443
South Wentworthville	20-24	511
South Wentworthville	25-34	1063
South Wentworthville	35-44	1190
South Wentworthville	45-54	887
South Wentworthville	55-64	763
South Wentworthville	65-74	495
South Wentworthville	75-84	283
South Wentworthville	85+	132
North Parramatta	0-4	1510
North Parramatta	5-14	2403
North Parramatta	15-19	912
North Parramatta	20-24	1429
North Parramatta	25-34	4850
North Parramatta	35-44	4646
North Parramatta	45-54	2469
North Parramatta	55-64	2146
North Parramatta	65-74	1444
North Parramatta	75-84	718
North Parramatta	85+	349
North Rocks	0-4	441
North Rocks	5-14	1239
North Rocks	15-19	509
North Rocks	20-24	436
North Rocks	25-34	775
North Rocks	35-44	1244
North Rocks	45-54	1190
North Rocks	55-64	1023
North Rocks	65-74	880
North Rocks	75-84	572
North Rocks	85+	148
Northmead	0-4	1612
Northmead	5-14	2386
Northmead	15-19	765
Northmead	20-24	1226
Northmead	25-34	4323
Northmead	35-44	4054
Northmead	45-54	2066
Northmead	55-64	1513
Northmead	65-74	1239
Northmead	75-84	763
Northmead	85+	326
Toongabbie - Constitution Hill	0-4	1337
Toongabbie - Constitution Hill	5-14	2899
Toongabbie - Constitution Hill	15-19	1289
Toongabbie - Constitution Hill	20-24	1389
Toongabbie - Constitution Hill	25-34	3178
Toongabbie - Constitution Hill	35-44	3348
Toongabbie - Constitution Hill	45-54	2908
Toongabbie - Constitution Hill	55-64	2533
Toongabbie - Constitution Hill	65-74	1956
Toongabbie - Constitution Hill	75-84	1384
Toongabbie - Constitution Hill	85+	628
Winston Hills	0-4	719
Winston Hills	5-14	1695
Winston Hills	15-19	720
Winston Hills	20-24	517
Winston Hills	25-34	959
Winston Hills	35-44	1741
Winston Hills	45-54	1567
Winston Hills	55-64	1170
Winston Hills	65-74	1054
Winston Hills	75-84	805
Winston Hills	85+	248
Pendle Hill - Girraween	0-4	884
Pendle Hill - Girraween	5-14	2256
Pendle Hill - Girraween	15-19	645
Pendle Hill - Girraween	20-24	718
Pendle Hill - Girraween	25-34	1952
Pendle Hill - Girraween	35-44	2932
Pendle Hill - Girraween	45-54	1546
Pendle Hill - Girraween	55-64	1195
Pendle Hill - Girraween	65-74	942
Pendle Hill - Girraween	75-84	583
Pendle Hill - Girraween	85+	282
Wentworthville - Westmead	0-4	1654
Wentworthville - Westmead	5-14	2902
Wentworthville - Westmead	15-19	852
Wentworthville - Westmead	20-24	1321
Wentworthville - Westmead	25-34	4825
Wentworthville - Westmead	35-44	4569
Wentworthville - Westmead	45-54	1973
Wentworthville - Westmead	55-64	1616
Wentworthville - Westmead	65-74	1029
Wentworthville - Westmead	75-84	569
Wentworthville - Westmead	85+	251
Parramatta - North	0-4	883
Parramatta - North	5-14	1006
Parramatta - North	15-19	206
Parramatta - North	20-24	1119
Parramatta - North	25-34	4383
Parramatta - North	35-44	2700
Parramatta - North	45-54	710
Parramatta - North	55-64	506
Parramatta - North	65-74	372
Parramatta - North	75-84	140
Parramatta - North	85+	41
Parramatta - South	0-4	675
Parramatta - South	5-14	917
Parramatta - South	15-19	285
Parramatta - South	20-24	953
Parramatta - South	25-34	2892
Parramatta - South	35-44	1946
Parramatta - South	45-54	850
Parramatta - South	55-64	630
Parramatta - South	65-74	418
Parramatta - South	75-84	225
Parramatta - South	85+	65
Rosehill - Harris Park	0-4	606
Rosehill - Harris Park	5-14	884
Rosehill - Harris Park	15-19	210
Rosehill - Harris Park	20-24	808
Rosehill - Harris Park	25-34	2791
Rosehill - Harris Park	35-44	1751
Rosehill - Harris Park	45-54	708
Rosehill - Harris Park	55-64	587
Rosehill - Harris Park	65-74	410
Rosehill - Harris Park	75-84	168
Rosehill - Harris Park	85+	101
Pennant Hills - Cheltenham	0-4	987
Pennant Hills - Cheltenham	5-14	3148
Pennant Hills - Cheltenham	15-19	1439
Pennant Hills - Cheltenham	20-24	1257
Pennant Hills - Cheltenham	25-34	1722
Pennant Hills - Cheltenham	35-44	2913
Pennant Hills - Cheltenham	45-54	3170
Pennant Hills - Cheltenham	55-64	2857
Pennant Hills - Cheltenham	65-74	2257
Pennant Hills - Cheltenham	75-84	1412
Pennant Hills - Cheltenham	85+	581
Epping (East) - North Epping	0-4	724
Epping (East) - North Epping	5-14	1988
Epping (East) - North Epping	15-19	793
Epping (East) - North Epping	20-24	909
Epping (East) - North Epping	25-34	2297
Epping (East) - North Epping	35-44	2387
Epping (East) - North Epping	45-54	1747
Epping (East) - North Epping	55-64	1549
Epping (East) - North Epping	65-74	1087
Epping (East) - North Epping	75-84	609
Epping (East) - North Epping	85+	315
Epping (NSW) - West	0-4	959
Epping (NSW) - West	5-14	2632
Epping (NSW) - West	15-19	996
Epping (NSW) - West	20-24	1166
Epping (NSW) - West	25-34	2823
Epping (NSW) - West	35-44	3094
Epping (NSW) - West	45-54	2296
Epping (NSW) - West	55-64	2055
Epping (NSW) - West	65-74	1652
Epping (NSW) - West	75-84	711
Epping (NSW) - West	85+	314
Gladesville - Huntleys Point	0-4	825
Gladesville - Huntleys Point	5-14	1782
Gladesville - Huntleys Point	15-19	794
Gladesville - Huntleys Point	20-24	808
Gladesville - Huntleys Point	25-34	2245
Gladesville - Huntleys Point	35-44	2316
Gladesville - Huntleys Point	45-54	2198
Gladesville - Huntleys Point	55-64	1808
Gladesville - Huntleys Point	65-74	1385
Gladesville - Huntleys Point	75-84	866
Gladesville - Huntleys Point	85+	434
Hunters Hill - Woolwich	0-4	419
Hunters Hill - Woolwich	5-14	1315
Hunters Hill - Woolwich	15-19	794
Hunters Hill - Woolwich	20-24	516
Hunters Hill - Woolwich	25-34	630
Hunters Hill - Woolwich	35-44	1040
Hunters Hill - Woolwich	45-54	1478
Hunters Hill - Woolwich	55-64	1230
Hunters Hill - Woolwich	65-74	1088
Hunters Hill - Woolwich	75-84	740
Hunters Hill - Woolwich	85+	598
Macquarie Park - Marsfield	0-4	1292
Macquarie Park - Marsfield	5-14	1975
Macquarie Park - Marsfield	15-19	1018
Macquarie Park - Marsfield	20-24	2353
Macquarie Park - Marsfield	25-34	5651
Macquarie Park - Marsfield	35-44	3988
Macquarie Park - Marsfield	45-54	2253
Macquarie Park - Marsfield	55-64	1916
Macquarie Park - Marsfield	65-74	1615
Macquarie Park - Marsfield	75-84	1020
Macquarie Park - Marsfield	85+	735
North Ryde - East Ryde	0-4	891
North Ryde - East Ryde	5-14	1828
North Ryde - East Ryde	15-19	792
North Ryde - East Ryde	20-24	953
North Ryde - East Ryde	25-34	2486
North Ryde - East Ryde	35-44	2473
North Ryde - East Ryde	45-54	1997
North Ryde - East Ryde	55-64	1855
North Ryde - East Ryde	65-74	1233
North Ryde - East Ryde	75-84	719
North Ryde - East Ryde	85+	396
West Ryde - Meadowbank	0-4	1216
West Ryde - Meadowbank	5-14	1955
West Ryde - Meadowbank	15-19	774
West Ryde - Meadowbank	20-24	1222
West Ryde - Meadowbank	25-34	4212
West Ryde - Meadowbank	35-44	3703
West Ryde - Meadowbank	45-54	2277
West Ryde - Meadowbank	55-64	2097
West Ryde - Meadowbank	65-74	1543
West Ryde - Meadowbank	75-84	788
West Ryde - Meadowbank	85+	314
Putney	0-4	175
Putney	5-14	534
Putney	15-19	293
Putney	20-24	275
Putney	25-34	383
Putney	35-44	471
Putney	45-54	610
Putney	55-64	653
Putney	65-74	477
Putney	75-84	194
Putney	85+	104
Denistone	0-4	323
Denistone	5-14	967
Denistone	15-19	429
Denistone	20-24	389
Denistone	25-34	635
Denistone	35-44	956
Denistone	45-54	947
Denistone	55-64	1007
Denistone	65-74	813
Denistone	75-84	332
Denistone	85+	163
Eastwood	0-4	933
Eastwood	5-14	2068
Eastwood	15-19	852
Eastwood	20-24	1239
Eastwood	25-34	2997
Eastwood	35-44	2948
Eastwood	45-54	2235
Eastwood	55-64	2405
Eastwood	65-74	1918
Eastwood	75-84	957
Eastwood	85+	423
Ryde - North	0-4	1107
Ryde - North	5-14	2354
Ryde - North	15-19	1024
Ryde - North	20-24	1250
Ryde - North	25-34	2914
Ryde - North	35-44	3262
Ryde - North	45-54	2689
Ryde - North	55-64	2413
Ryde - North	65-74	1733
Ryde - North	75-84	1046
Ryde - North	85+	497
Ryde - South	0-4	909
Ryde - South	5-14	1122
Ryde - South	15-19	336
Ryde - South	20-24	616
Ryde - South	25-34	3368
Ryde - South	35-44	2425
Ryde - South	45-54	1030
Ryde - South	55-64	884
Ryde - South	65-74	643
Ryde - South	75-84	382
Ryde - South	85+	251
Ashcroft - Busby - Miller	0-4	1315
Ashcroft - Busby - Miller	5-14	3020
Ashcroft - Busby - Miller	15-19	1430
Ashcroft - Busby - Miller	20-24	1290
Ashcroft - Busby - Miller	25-34	2268
Ashcroft - Busby - Miller	35-44	2208
Ashcroft - Busby - Miller	45-54	2025
Ashcroft - Busby - Miller	55-64	2207
Ashcroft - Busby - Miller	65-74	1253
Ashcroft - Busby - Miller	75-84	702
Ashcroft - Busby - Miller	85+	236
Austral - Greendale	0-4	1008
Austral - Greendale	5-14	1720
Austral - Greendale	15-19	775
Austral - Greendale	20-24	814
Austral - Greendale	25-34	2086
Austral - Greendale	35-44	1817
Austral - Greendale	45-54	1438
Austral - Greendale	55-64	1173
Austral - Greendale	65-74	983
Austral - Greendale	75-84	488
Austral - Greendale	85+	225
Badgerys Creek	25-34	4
Badgerys Creek	35-44	3
Badgerys Creek	55-64	4
Badgerys Creek	75-84	4
Cecil Hills	0-4	280
Cecil Hills	5-14	940
Cecil Hills	15-19	629
Cecil Hills	20-24	598
Cecil Hills	25-34	769
Cecil Hills	35-44	728
Cecil Hills	45-54	1092
Cecil Hills	55-64	1010
Cecil Hills	65-74	593
Cecil Hills	75-84	204
Cecil Hills	85+	67
Green Valley	0-4	766
Green Valley	5-14	1752
Green Valley	15-19	967
Green Valley	20-24	1040
Green Valley	25-34	1631
Green Valley	35-44	1553
Green Valley	45-54	1727
Green Valley	55-64	1819
Green Valley	65-74	1102
Green Valley	75-84	451
Green Valley	85+	118
Hinchinbrook	0-4	835
Hinchinbrook	5-14	2025
Hinchinbrook	15-19	1010
Hinchinbrook	20-24	994
Hinchinbrook	25-34	1648
Hinchinbrook	35-44	1797
Hinchinbrook	45-54	1743
Hinchinbrook	55-64	1647
Hinchinbrook	65-74	920
Hinchinbrook	75-84	330
Hinchinbrook	85+	93
Hoxton Park - Carnes Hill - Horningsea Park	0-4	890
Hoxton Park - Carnes Hill - Horningsea Park	5-14	2303
Hoxton Park - Carnes Hill - Horningsea Park	15-19	1096
Hoxton Park - Carnes Hill - Horningsea Park	20-24	907
Hoxton Park - Carnes Hill - Horningsea Park	25-34	1679
Hoxton Park - Carnes Hill - Horningsea Park	35-44	2068
