SA3_NAME21	MaxSchoolingCompleted	Sex	persons
Port Stephens	Year 12	M	11520
Upper Hunter	Did not go to school	F	33
Upper Hunter	Did not go to school	M	65
Upper Hunter	Year 8	F	592
Upper Hunter	Year 8	M	712
Upper Hunter	Year 9	F	1053
Upper Hunter	Year 9	M	1242
Upper Hunter	Year 10	F	3808
Upper Hunter	Year 10	M	4359
Upper Hunter	Year 11	F	979
Upper Hunter	Year 11	M	1039
Upper Hunter	Year 12	F	4784
Upper Hunter	Year 12	M	3642
Dapto - Port Kembla	Did not go to school	F	431
Dapto - Port Kembla	Did not go to school	M	317
Dapto - Port Kembla	Year 8	F	2117
Dapto - Port Kembla	Year 8	M	1826
Dapto - Port Kembla	Year 9	F	2817
Dapto - Port Kembla	Year 9	M	2579
Dapto - Port Kembla	Year 10	F	9570
Dapto - Port Kembla	Year 10	M	9702
Dapto - Port Kembla	Year 11	F	2189
Dapto - Port Kembla	Year 11	M	2548
Dapto - Port Kembla	Year 12	F	14283
Dapto - Port Kembla	Year 12	M	12756
Illawarra Catchment Reserve	Year 11	M	4
Kiama - Shellharbour	Did not go to school	F	222
Kiama - Shellharbour	Did not go to school	M	204
Kiama - Shellharbour	Year 8	F	1798
Kiama - Shellharbour	Year 8	M	1716
Kiama - Shellharbour	Year 9	F	3364
Kiama - Shellharbour	Year 9	M	2978
Kiama - Shellharbour	Year 10	F	12658
Kiama - Shellharbour	Year 10	M	12505
Kiama - Shellharbour	Year 11	F	2900
Kiama - Shellharbour	Year 11	M	3173
Kiama - Shellharbour	Year 12	F	18817
Kiama - Shellharbour	Year 12	M	16103
Wollongong	Did not go to school	F	437
Wollongong	Did not go to school	M	301
Wollongong	Year 8	F	2193
Wollongong	Year 8	M	1800
Wollongong	Year 9	F	3331
Wollongong	Year 9	M	3065
Wollongong	Year 10	F	11835
Wollongong	Year 10	M	12196
Wollongong	Year 11	F	2920
Wollongong	Year 11	M	3489
Wollongong	Year 12	F	33569
Wollongong	Year 12	M	31070
Great Lakes	Did not go to school	F	39
Great Lakes	Did not go to school	M	48
Great Lakes	Year 8	F	696
Great Lakes	Year 8	M	800
Great Lakes	Year 9	F	1730
Great Lakes	Year 9	M	1581
Great Lakes	Year 10	F	5165
Great Lakes	Year 10	M	4842
Great Lakes	Year 11	F	943
Great Lakes	Year 11	M	969
Great Lakes	Year 12	F	5030
Great Lakes	Year 12	M	4470
Kempsey - Nambucca	Did not go to school	F	56
Kempsey - Nambucca	Did not go to school	M	86
Kempsey - Nambucca	Year 8	F	1164
Kempsey - Nambucca	Year 8	M	1325
Kempsey - Nambucca	Year 9	F	2218
Kempsey - Nambucca	Year 9	M	2359
Kempsey - Nambucca	Year 10	F	6999
Kempsey - Nambucca	Year 10	M	6886
Kempsey - Nambucca	Year 11	F	1491
Kempsey - Nambucca	Year 11	M	1554
Kempsey - Nambucca	Year 12	F	7663
Kempsey - Nambucca	Year 12	M	6352
Lord Howe Island	Year 9	F	3
Lord Howe Island	Year 9	M	7
Lord Howe Island	Year 10	F	45
Lord Howe Island	Year 10	M	52
Lord Howe Island	Year 11	F	12
Lord Howe Island	Year 11	M	10
Lord Howe Island	Year 12	F	110
Lord Howe Island	Year 12	M	95
Port Macquarie	Did not go to school	F	87
Port Macquarie	Did not go to school	M	86
Port Macquarie	Year 8	F	1509
Port Macquarie	Year 8	M	1664
Port Macquarie	Year 9	F	3289
Port Macquarie	Year 9	M	3237
Port Macquarie	Year 10	F	11644
Port Macquarie	Year 10	M	10532
Port Macquarie	Year 11	F	2754
Port Macquarie	Year 11	M	2733
Port Macquarie	Year 12	F	16933
Port Macquarie	Year 12	M	14105
Taree - Gloucester	Did not go to school	F	66
Taree - Gloucester	Did not go to school	M	51
Taree - Gloucester	Year 8	F	1248
Taree - Gloucester	Year 8	M	1470
Taree - Gloucester	Year 9	F	2516
Taree - Gloucester	Year 9	M	2579
Taree - Gloucester	Year 10	F	8419
Taree - Gloucester	Year 10	M	8151
Taree - Gloucester	Year 11	F	1710
Taree - Gloucester	Year 11	M	1660
Taree - Gloucester	Year 12	F	8750
Taree - Gloucester	Year 12	M	7333
Albury	Did not go to school	F	216
Albury	Did not go to school	M	202
Albury	Year 8	F	1131
Albury	Year 8	M	1245
Albury	Year 9	F	1886
Albury	Year 9	M	2125
Albury	Year 10	F	6676
Albury	Year 10	M	6901
Albury	Year 11	F	2982
Albury	Year 11	M	2953
Albury	Year 12	F	13341
Albury	Year 12	M	10781
Lower Murray	Did not go to school	F	20
Lower Murray	Did not go to school	M	33
Lower Murray	Year 8	F	290
Lower Murray	Year 8	M	442
Lower Murray	Year 9	F	403
Lower Murray	Year 9	M	561
Lower Murray	Year 10	F	1092
Lower Murray	Year 10	M	1348
Lower Murray	Year 11	F	666
Lower Murray	Year 11	M	703
Lower Murray	Year 12	F	1998
Lower Murray	Year 12	M	1567
Upper Murray exc. Albury	Did not go to school	F	57
Upper Murray exc. Albury	Did not go to school	M	66
Upper Murray exc. Albury	Year 8	F	1007
Upper Murray exc. Albury	Year 8	M	1263
Upper Murray exc. Albury	Year 9	F	1616
Upper Murray exc. Albury	Year 9	M	1973
Upper Murray exc. Albury	Year 10	F	4383
Upper Murray exc. Albury	Year 10	M	4976
Upper Murray exc. Albury	Year 11	F	2505
Upper Murray exc. Albury	Year 11	M	2555
Upper Murray exc. Albury	Year 12	F	7063
Upper Murray exc. Albury	Year 12	M	5221
Armidale	Did not go to school	F	123
Armidale	Did not go to school	M	108
Armidale	Year 8	F	595
Armidale	Year 8	M	717
Armidale	Year 9	F	972
Armidale	Year 9	M	1029
Armidale	Year 10	F	3278
Armidale	Year 10	M	3429
Armidale	Year 11	F	940
Armidale	Year 11	M	947
Armidale	Year 12	F	8462
Armidale	Year 12	M	7033
Inverell - Tenterfield	Did not go to school	F	63
Inverell - Tenterfield	Did not go to school	M	87
Inverell - Tenterfield	Year 8	F	930
Inverell - Tenterfield	Year 8	M	1240
Inverell - Tenterfield	Year 9	F	1458
Inverell - Tenterfield	Year 9	M	1619
Inverell - Tenterfield	Year 10	F	5069
Inverell - Tenterfield	Year 10	M	5089
Inverell - Tenterfield	Year 11	F	1156
Inverell - Tenterfield	Year 11	M	1059
Inverell - Tenterfield	Year 12	F	5994
Inverell - Tenterfield	Year 12	M	4719
Moree - Narrabri	Did not go to school	F	39
Moree - Narrabri	Did not go to school	M	56
Moree - Narrabri	Year 8	F	387
Moree - Narrabri	Year 8	M	605
Moree - Narrabri	Year 9	F	705
Moree - Narrabri	Year 9	M	879
Moree - Narrabri	Year 10	F	2482
Moree - Narrabri	Year 10	M	2791
Moree - Narrabri	Year 11	F	675
Moree - Narrabri	Year 11	M	660
Moree - Narrabri	Year 12	F	3882
Moree - Narrabri	Year 12	M	3059
Tamworth - Gunnedah	Did not go to school	F	126
Tamworth - Gunnedah	Did not go to school	M	152
Tamworth - Gunnedah	Year 8	F	1451
Tamworth - Gunnedah	Year 8	M	1993
Tamworth - Gunnedah	Year 9	F	2959
Tamworth - Gunnedah	Year 9	M	3193
Tamworth - Gunnedah	Year 10	F	10262
Tamworth - Gunnedah	Year 10	M	10590
Tamworth - Gunnedah	Year 11	F	2572
Tamworth - Gunnedah	Year 11	M	2426
Tamworth - Gunnedah	Year 12	F	14386
Tamworth - Gunnedah	Year 12	M	11328
Lake Macquarie - East	Did not go to school	F	157
Lake Macquarie - East	Did not go to school	M	153
Lake Macquarie - East	Year 8	F	1897
Lake Macquarie - East	Year 8	M	1849
Lake Macquarie - East	Year 9	F	4730
Lake Macquarie - East	Year 9	M	4065
Lake Macquarie - East	Year 10	F	15914
Lake Macquarie - East	Year 10	M	15485
Lake Macquarie - East	Year 11	F	3310
Lake Macquarie - East	Year 11	M	3864
Lake Macquarie - East	Year 12	F	25299
Lake Macquarie - East	Year 12	M	22068
Lake Macquarie - West	Did not go to school	F	116
Lake Macquarie - West	Did not go to school	M	135
Lake Macquarie - West	Year 8	F	1401
Lake Macquarie - West	Year 8	M	1423
Lake Macquarie - West	Year 9	F	3288
Lake Macquarie - West	Year 9	M	3208
Lake Macquarie - West	Year 10	F	11432
Lake Macquarie - West	Year 10	M	11345
Lake Macquarie - West	Year 11	F	2608
Lake Macquarie - West	Year 11	M	2857
Lake Macquarie - West	Year 12	F	15169
Lake Macquarie - West	Year 12	M	12902
Newcastle	Did not go to school	F	405
Newcastle	Did not go to school	M	341
Newcastle	Year 8	F	2550
Newcastle	Year 8	M	2365
Newcastle	Year 9	F	5134
Newcastle	Year 9	M	4654
Newcastle	Year 10	F	16973
Newcastle	Year 10	M	16794
Newcastle	Year 11	F	4208
Newcastle	Year 11	M	4786
Newcastle	Year 12	F	43019
Newcastle	Year 12	M	39457
Richmond Valley - Coastal	Did not go to school	F	83
Richmond Valley - Coastal	Did not go to school	M	92
Richmond Valley - Coastal	Year 8	F	1089
Richmond Valley - Coastal	Year 8	M	1213
Richmond Valley - Coastal	Year 9	F	2141
Richmond Valley - Coastal	Year 9	M	2156
Richmond Valley - Coastal	Year 10	F	8804
Richmond Valley - Coastal	Year 10	M	8433
Richmond Valley - Coastal	Year 11	F	2510
Richmond Valley - Coastal	Year 11	M	2559
Richmond Valley - Coastal	Year 12	F	20698
Richmond Valley - Coastal	Year 12	M	17462
Richmond Valley - Hinterland	Did not go to school	F	96
Richmond Valley - Hinterland	Did not go to school	M	95
Richmond Valley - Hinterland	Year 8	F	1264
Richmond Valley - Hinterland	Year 8	M	1578
Richmond Valley - Hinterland	Year 9	F	2332
Richmond Valley - Hinterland	Year 9	M	2579
Richmond Valley - Hinterland	Year 10	F	8892
Richmond Valley - Hinterland	Year 10	M	8848
Richmond Valley - Hinterland	Year 11	F	2157
Richmond Valley - Hinterland	Year 11	M	2201
Richmond Valley - Hinterland	Year 12	F	12977
Richmond Valley - Hinterland	Year 12	M	10934
Tweed Valley	Did not go to school	F	118
Tweed Valley	Did not go to school	M	111
Tweed Valley	Year 8	F	1749
Tweed Valley	Year 8	M	1648
Tweed Valley	Year 9	F	3017
Tweed Valley	Year 9	M	2887
Tweed Valley	Year 10	F	11717
Tweed Valley	Year 10	M	10856
Tweed Valley	Year 11	F	3148
Tweed Valley	Year 11	M	3149
Tweed Valley	Year 12	F	19539
Tweed Valley	Year 12	M	16634
Griffith - Murrumbidgee (West)	Did not go to school	F	223
Griffith - Murrumbidgee (West)	Did not go to school	M	212
Griffith - Murrumbidgee (West)	Year 8	F	1176
Griffith - Murrumbidgee (West)	Year 8	M	1370
Griffith - Murrumbidgee (West)	Year 9	F	1545
Griffith - Murrumbidgee (West)	Year 9	M	1695
Griffith - Murrumbidgee (West)	Year 10	F	5514
Griffith - Murrumbidgee (West)	Year 10	M	6271
Griffith - Murrumbidgee (West)	Year 11	F	1502
Griffith - Murrumbidgee (West)	Year 11	M	1511
Griffith - Murrumbidgee (West)	Year 12	F	8017
Griffith - Murrumbidgee (West)	Year 12	M	6754
Tumut - Tumbarumba	Did not go to school	F	9
Tumut - Tumbarumba	Did not go to school	M	35
Tumut - Tumbarumba	Year 8	F	248
Tumut - Tumbarumba	Year 8	M	410
Tumut - Tumbarumba	Year 9	F	504
Tumut - Tumbarumba	Year 9	M	599
Tumut - Tumbarumba	Year 10	F	1798
Tumut - Tumbarumba	Year 10	M	2016
Tumut - Tumbarumba	Year 11	F	517
Tumut - Tumbarumba	Year 11	M	518
Tumut - Tumbarumba	Year 12	F	2382
Tumut - Tumbarumba	Year 12	M	1871
Wagga Wagga	Did not go to school	F	295
Wagga Wagga	Did not go to school	M	221
Wagga Wagga	Year 8	F	1663
Wagga Wagga	Year 8	M	2032
Wagga Wagga	Year 9	F	3048
Wagga Wagga	Year 9	M	3248
Wagga Wagga	Year 10	F	11050
Wagga Wagga	Year 10	M	11475
Wagga Wagga	Year 11	F	2986
Wagga Wagga	Year 11	M	3106
Wagga Wagga	Year 12	F	18824
Wagga Wagga	Year 12	M	15265
Shoalhaven	Did not go to school	F	133
Shoalhaven	Did not go to school	M	172
Shoalhaven	Year 8	F	2083
Shoalhaven	Year 8	M	2238
Shoalhaven	Year 9	F	4180
Shoalhaven	Year 9	M	4245
Shoalhaven	Year 10	F	14293
Shoalhaven	Year 10	M	14107
Shoalhaven	Year 11	F	3031
Shoalhaven	Year 11	M	3243
Shoalhaven	Year 12	F	19280
Shoalhaven	Year 12	M	16676
Southern Highlands	Did not go to school	F	56
Southern Highlands	Did not go to school	M	69
Southern Highlands	Year 8	F	547
Southern Highlands	Year 8	M	611
Southern Highlands	Year 9	F	1379
Southern Highlands	Year 9	M	1342
Southern Highlands	Year 10	F	5554
Southern Highlands	Year 10	M	5392
Southern Highlands	Year 11	F	1571
Southern Highlands	Year 11	M	1428
Southern Highlands	Year 12	F	12523
Southern Highlands	Year 12	M	10732
Baulkham Hills	Did not go to school	F	409
Baulkham Hills	Did not go to school	M	280
Baulkham Hills	Year 8	F	1321
Baulkham Hills	Year 8	M	1016
Baulkham Hills	Year 9	F	2384
Baulkham Hills	Year 9	M	2147
Baulkham Hills	Year 10	F	8996
Baulkham Hills	Year 10	M	7558
Baulkham Hills	Year 11	F	2685
Baulkham Hills	Year 11	M	2879
Baulkham Hills	Year 12	F	46331
Baulkham Hills	Year 12	M	44531
Dural - Wisemans Ferry	Did not go to school	F	68
Dural - Wisemans Ferry	Did not go to school	M	70
Dural - Wisemans Ferry	Year 8	F	302
Dural - Wisemans Ferry	Year 8	M	323
Dural - Wisemans Ferry	Year 9	F	538
Dural - Wisemans Ferry	Year 9	M	633
Dural - Wisemans Ferry	Year 10	F	2458
Dural - Wisemans Ferry	Year 10	M	2715
Dural - Wisemans Ferry	Year 11	F	626
Dural - Wisemans Ferry	Year 11	M	732
Dural - Wisemans Ferry	Year 12	F	7022
Dural - Wisemans Ferry	Year 12	M	6458
Hawkesbury	Did not go to school	F	23
Hawkesbury	Did not go to school	M	31
Hawkesbury	Year 8	F	229
Hawkesbury	Year 8	M	386
Hawkesbury	Year 9	F	669
Hawkesbury	Year 9	M	863
Hawkesbury	Year 10	F	2941
Hawkesbury	Year 10	M	3792
Hawkesbury	Year 11	F	695
Hawkesbury	Year 11	M	730
Hawkesbury	Year 12	F	5115
Hawkesbury	Year 12	M	3987
Rouse Hill - McGraths Hill	Did not go to school	F	114
Rouse Hill - McGraths Hill	Did not go to school	M	58
Rouse Hill - McGraths Hill	Year 8	F	430
Rouse Hill - McGraths Hill	Year 8	M	446
Rouse Hill - McGraths Hill	Year 9	F	826
Rouse Hill - McGraths Hill	Year 9	M	956
Rouse Hill - McGraths Hill	Year 10	F	3608
Rouse Hill - McGraths Hill	Year 10	M	4086
Rouse Hill - McGraths Hill	Year 11	F	1062
Rouse Hill - McGraths Hill	Year 11	M	1179
Rouse Hill - McGraths Hill	Year 12	F	14974
Rouse Hill - McGraths Hill	Year 12	M	13500
Blacktown	Did not go to school	F	973
Blacktown	Did not go to school	M	706
Blacktown	Year 8	F	2705
Blacktown	Year 8	M	2153
Blacktown	Year 9	F	2747
Blacktown	Year 9	M	2783
Blacktown	Year 10	F	9492
Blacktown	Year 10	M	10035
Blacktown	Year 11	F	2661
Blacktown	Year 11	M	3111
Blacktown	Year 12	F	35089
Blacktown	Year 12	M	34594
Blacktown - North	Did not go to school	F	454
Blacktown - North	Did not go to school	M	285
Blacktown - North	Year 8	F	1185
Blacktown - North	Year 8	M	996
Blacktown - North	Year 9	F	1779
Blacktown - North	Year 9	M	1798
Blacktown - North	Year 10	F	7047
Blacktown - North	Year 10	M	7345
Blacktown - North	Year 11	F	2333
Blacktown - North	Year 11	M	2559
Blacktown - North	Year 12	F	38725
Blacktown - North	Year 12	M	36711
Mount Druitt	Did not go to school	F	905
Mount Druitt	Did not go to school	M	637
Mount Druitt	Year 8	F	2356
Mount Druitt	Year 8	M	2093
Mount Druitt	Year 9	F	2848
Mount Druitt	Year 9	M	2760
Mount Druitt	Year 10	F	8546
Mount Druitt	Year 10	M	8810
Mount Druitt	Year 11	F	2780
Mount Druitt	Year 11	M	2704
Mount Druitt	Year 12	F	23976
Mount Druitt	Year 12	M	22268
Botany	Did not go to school	F	389
Botany	Did not go to school	M	278
Botany	Year 8	F	946
Botany	Year 8	M	756
Botany	Year 9	F	796
Botany	Year 9	M	707
Botany	Year 10	F	2652
Botany	Year 10	M	3049
Botany	Year 11	F	1036
Botany	Year 11	M	1299
Botany	Year 12	F	17579
Botany	Year 12	M	17071
Marrickville - Sydenham - Petersham	Did not go to school	F	540
Marrickville - Sydenham - Petersham	Did not go to school	M	382
Marrickville - Sydenham - Petersham	Year 8	F	1117
Marrickville - Sydenham - Petersham	Year 8	M	820
Marrickville - Sydenham - Petersham	Year 9	F	541
Marrickville - Sydenham - Petersham	Year 9	M	590
Marrickville - Sydenham - Petersham	Year 10	F	1963
Marrickville - Sydenham - Petersham	Year 10	M	2255
Marrickville - Sydenham - Petersham	Year 11	F	757
Marrickville - Sydenham - Petersham	Year 11	M	1042
Marrickville - Sydenham - Petersham	Year 12	F	17988
Marrickville - Sydenham - Petersham	Year 12	M	16882
Sydney Inner City	Did not go to school	F	815
Sydney Inner City	Did not go to school	M	683
Sydney Inner City	Year 8	F	1354
Sydney Inner City	Year 8	M	1244
Sydney Inner City	Year 9	F	1398
Sydney Inner City	Year 9	M	1513
Sydney Inner City	Year 10	F	5071
Sydney Inner City	Year 10	M	6099
Sydney Inner City	Year 11	F	2847
Sydney Inner City	Year 11	M	3571
Sydney Inner City	Year 12	F	77353
Sydney Inner City	Year 12	M	83767
Eastern Suburbs - North	Did not go to school	F	139
Eastern Suburbs - North	Did not go to school	M	124
Eastern Suburbs - North	Year 8	F	654
Eastern Suburbs - North	Year 8	M	540
Eastern Suburbs - North	Year 9	F	1028
Eastern Suburbs - North	Year 9	M	1033
Eastern Suburbs - North	Year 10	F	3720
Eastern Suburbs - North	Year 10	M	3181
Eastern Suburbs - North	Year 11	F	1905
Eastern Suburbs - North	Year 11	M	1868
Eastern Suburbs - North	Year 12	F	45784
Eastern Suburbs - North	Year 12	M	40889
Eastern Suburbs - South	Did not go to school	F	430
Eastern Suburbs - South	Did not go to school	M	320
Eastern Suburbs - South	Year 8	F	1523
Eastern Suburbs - South	Year 8	M	1199
Eastern Suburbs - South	Year 9	F	1677
Eastern Suburbs - South	Year 9	M	1552
Eastern Suburbs - South	Year 10	F	5829
Eastern Suburbs - South	Year 10	M	5720
Eastern Suburbs - South	Year 11	F	2088
Eastern Suburbs - South	Year 11	M	2349
Eastern Suburbs - South	Year 12	F	43541
Eastern Suburbs - South	Year 12	M	39250
Bankstown	Did not go to school	F	2397
Bankstown	Did not go to school	M	1732
Bankstown	Year 8	F	4241
Bankstown	Year 8	M	3712
Bankstown	Year 9	F	3606
Bankstown	Year 9	M	3432
Bankstown	Year 10	F	12005
Bankstown	Year 10	M	12601
Bankstown	Year 11	F	3512
Bankstown	Year 11	M	3890
Bankstown	Year 12	F	43657
Bankstown	Year 12	M	41055
Canterbury	Did not go to school	F	2077
Canterbury	Did not go to school	M	1788
Canterbury	Year 8	F	4010
Canterbury	Year 8	M	3492
Canterbury	Year 9	F	2172
Canterbury	Year 9	M	2360
Canterbury	Year 10	F	6956
Canterbury	Year 10	M	7438
Canterbury	Year 11	F	2296
Canterbury	Year 11	M	2588
Canterbury	Year 12	F	34424
Canterbury	Year 12	M	35868
Hurstville	Did not go to school	F	1112
Hurstville	Did not go to school	M	732
Hurstville	Year 8	F	2495
Hurstville	Year 8	M	1881
Hurstville	Year 9	F	2293
Hurstville	Year 9	M	2017
Hurstville	Year 10	F	7437
