SA3_NAME16	Religion	Denomination	Sex	persons
Snowy Mountains	(Other)	(Other)	F	57
Snowy Mountains	(Other)	(Other)	M	24
Snowy Mountains	(Other)	Other spiritual beliefs	F	38
Snowy Mountains	(Other)	Other spiritual beliefs	M	22
Snowy Mountains	(Other)	Secular beliefs	F	30
Snowy Mountains	(Other)	Secular beliefs	M	29
Snowy Mountains	(Other)	Sikhism	F	7
Snowy Mountains	(Other)	Sikhism	M	7
Snowy Mountains	Buddhism		F	119
Snowy Mountains	Buddhism		M	78
Snowy Mountains	Christianity		F	181
Snowy Mountains	Christianity		M	141
Snowy Mountains	Christianity	(Other)	F	5
Snowy Mountains	Christianity	Anglican	F	1750
Snowy Mountains	Christianity	Anglican	M	1595
Snowy Mountains	Christianity	Assyrian Apostolic	M	4
Snowy Mountains	Christianity	Baptist	F	132
Snowy Mountains	Christianity	Baptist	M	143
Snowy Mountains	Christianity	Catholic	F	2108
Snowy Mountains	Christianity	Catholic	M	2096
Snowy Mountains	Christianity	Eastern Orthodox	F	79
Snowy Mountains	Christianity	Eastern Orthodox	M	71
Snowy Mountains	Christianity	Jehovah's Witnesses	F	31
Snowy Mountains	Christianity	Jehovah's Witnesses	M	27
Snowy Mountains	Christianity	Latter Day Saints	F	8
Snowy Mountains	Christianity	Lutheran	F	63
Snowy Mountains	Christianity	Lutheran	M	43
Snowy Mountains	Christianity	Pentecostal	F	53
Snowy Mountains	Christianity	Pentecostal	M	44
Snowy Mountains	Christianity	Presbyterian Reformed	F	185
Snowy Mountains	Christianity	Presbyterian Reformed	M	204
Snowy Mountains	Christianity	Protestant (Other)	F	21
Snowy Mountains	Christianity	Protestant (Other)	M	20
Snowy Mountains	Christianity	Salvation Army	F	8
Snowy Mountains	Christianity	Salvation Army	M	10
Snowy Mountains	Christianity	Seventh Day Adventist	F	16
Snowy Mountains	Christianity	Seventh Day Adventist	M	11
Snowy Mountains	Christianity	Uniting Church	F	276
Snowy Mountains	Christianity	Uniting Church	M	220
Snowy Mountains	Hinduism		F	32
Snowy Mountains	Hinduism		M	40
Snowy Mountains	Islam		F	36
Snowy Mountains	Islam		M	56
Snowy Mountains	Judaism		F	9
Snowy Mountains	Judaism		M	5
Snowy Mountains	No religion		F	3968
Snowy Mountains	No religion		M	4595
South Coast	(Other)		F	3350
South Coast	(Other)		M	3586
South Coast	(Other)	(Other)	F	148
South Coast	(Other)	(Other)	M	101
South Coast	(Other)	Australian Aboriginal Traditional	F	13
South Coast	(Other)	Australian Aboriginal Traditional	M	23
South Coast	(Other)	Other spiritual beliefs	F	127
South Coast	(Other)	Other spiritual beliefs	M	73
South Coast	(Other)	Secular beliefs	F	121
South Coast	(Other)	Secular beliefs	M	152
South Coast	(Other)	Sikhism	F	24
South Coast	(Other)	Sikhism	M	21
South Coast	Buddhism		F	426
South Coast	Buddhism		M	236
South Coast	Christianity		F	752
South Coast	Christianity		M	630
South Coast	Christianity	(Other)	F	25
South Coast	Christianity	(Other)	M	16
South Coast	Christianity	Anglican	F	7008
South Coast	Christianity	Anglican	M	5924
South Coast	Christianity	Baptist	F	320
South Coast	Christianity	Baptist	M	297
South Coast	Christianity	Brethren	M	4
South Coast	Christianity	Catholic	F	6881
South Coast	Christianity	Catholic	M	6252
South Coast	Christianity	Churches Of Christ	F	22
South Coast	Christianity	Churches Of Christ	M	14
South Coast	Christianity	Eastern Orthodox	F	136
South Coast	Christianity	Eastern Orthodox	M	160
South Coast	Christianity	Jehovah's Witnesses	F	309
South Coast	Christianity	Jehovah's Witnesses	M	217
South Coast	Christianity	Latter Day Saints	F	34
South Coast	Christianity	Latter Day Saints	M	31
South Coast	Christianity	Lutheran	F	146
South Coast	Christianity	Lutheran	M	88
South Coast	Christianity	Oriental Orthodox	F	8
South Coast	Christianity	Oriental Orthodox	M	12
South Coast	Christianity	Pentecostal	F	234
South Coast	Christianity	Pentecostal	M	192
South Coast	Christianity	Presbyterian Reformed	F	899
South Coast	Christianity	Presbyterian Reformed	M	772
South Coast	Christianity	Protestant (Other)	F	138
South Coast	Christianity	Protestant (Other)	M	127
South Coast	Christianity	Salvation Army	F	77
South Coast	Christianity	Salvation Army	M	59
South Coast	Christianity	Seventh Day Adventist	F	97
South Coast	Christianity	Seventh Day Adventist	M	89
South Coast	Christianity	Uniting Church	F	1176
South Coast	Christianity	Uniting Church	M	823
South Coast	Hinduism		F	118
South Coast	Hinduism		M	123
South Coast	Islam		F	64
South Coast	Islam		M	76
South Coast	Judaism		F	35
South Coast	Judaism		M	24
South Coast	No religion		F	16411
South Coast	No religion		M	17504
Goulburn - Mulwaree	(Other)		F	1487
Goulburn - Mulwaree	(Other)		M	2100
Goulburn - Mulwaree	(Other)	(Other)	F	86
Goulburn - Mulwaree	(Other)	(Other)	M	56
Goulburn - Mulwaree	(Other)	Other spiritual beliefs	F	33
Goulburn - Mulwaree	(Other)	Other spiritual beliefs	M	31
Goulburn - Mulwaree	(Other)	Secular beliefs	F	44
Goulburn - Mulwaree	(Other)	Secular beliefs	M	50
Goulburn - Mulwaree	(Other)	Sikhism	F	34
Goulburn - Mulwaree	(Other)	Sikhism	M	33
Goulburn - Mulwaree	Buddhism		F	142
Goulburn - Mulwaree	Buddhism		M	112
Goulburn - Mulwaree	Christianity		F	290
Goulburn - Mulwaree	Christianity		M	281
Goulburn - Mulwaree	Christianity	(Other)	F	11
Goulburn - Mulwaree	Christianity	(Other)	M	15
Goulburn - Mulwaree	Christianity	Anglican	F	4305
Goulburn - Mulwaree	Christianity	Anglican	M	3883
Goulburn - Mulwaree	Christianity	Baptist	F	192
Goulburn - Mulwaree	Christianity	Baptist	M	192
Goulburn - Mulwaree	Christianity	Brethren	F	88
Goulburn - Mulwaree	Christianity	Brethren	M	95
Goulburn - Mulwaree	Christianity	Catholic	F	5134
Goulburn - Mulwaree	Christianity	Catholic	M	4757
Goulburn - Mulwaree	Christianity	Churches Of Christ	F	15
Goulburn - Mulwaree	Christianity	Churches Of Christ	M	6
Goulburn - Mulwaree	Christianity	Eastern Orthodox	F	127
Goulburn - Mulwaree	Christianity	Eastern Orthodox	M	157
Goulburn - Mulwaree	Christianity	Jehovah's Witnesses	F	68
Goulburn - Mulwaree	Christianity	Jehovah's Witnesses	M	54
Goulburn - Mulwaree	Christianity	Latter Day Saints	F	21
Goulburn - Mulwaree	Christianity	Latter Day Saints	M	11
Goulburn - Mulwaree	Christianity	Lutheran	F	39
Goulburn - Mulwaree	Christianity	Lutheran	M	30
Goulburn - Mulwaree	Christianity	Oriental Orthodox	F	8
Goulburn - Mulwaree	Christianity	Oriental Orthodox	M	4
Goulburn - Mulwaree	Christianity	Pentecostal	F	85
Goulburn - Mulwaree	Christianity	Pentecostal	M	78
Goulburn - Mulwaree	Christianity	Presbyterian Reformed	F	331
Goulburn - Mulwaree	Christianity	Presbyterian Reformed	M	348
Goulburn - Mulwaree	Christianity	Protestant (Other)	F	59
Goulburn - Mulwaree	Christianity	Protestant (Other)	M	43
Goulburn - Mulwaree	Christianity	Salvation Army	F	61
Goulburn - Mulwaree	Christianity	Salvation Army	M	39
Goulburn - Mulwaree	Christianity	Seventh Day Adventist	F	50
Goulburn - Mulwaree	Christianity	Seventh Day Adventist	M	38
Goulburn - Mulwaree	Christianity	Uniting Church	F	672
Goulburn - Mulwaree	Christianity	Uniting Church	M	600
Goulburn - Mulwaree	Hinduism		F	165
Goulburn - Mulwaree	Hinduism		M	169
Goulburn - Mulwaree	Islam		F	89
Goulburn - Mulwaree	Islam		M	115
Goulburn - Mulwaree	Judaism		F	12
Goulburn - Mulwaree	Judaism		M	8
Goulburn - Mulwaree	No religion		F	5429
Goulburn - Mulwaree	No religion		M	6022
Young - Yass	(Other)		F	1460
Young - Yass	(Other)		M	1575
Young - Yass	(Other)	(Other)	F	54
Young - Yass	(Other)	(Other)	M	41
Young - Yass	(Other)	Australian Aboriginal Traditional	M	4
Young - Yass	(Other)	Other spiritual beliefs	F	35
Young - Yass	(Other)	Other spiritual beliefs	M	21
Young - Yass	(Other)	Secular beliefs	F	32
Young - Yass	(Other)	Secular beliefs	M	52
Young - Yass	(Other)	Sikhism	F	23
Young - Yass	(Other)	Sikhism	M	26
Young - Yass	Buddhism		F	106
Young - Yass	Buddhism		M	66
Young - Yass	Christianity		F	350
Young - Yass	Christianity		M	295
Young - Yass	Christianity	(Other)	F	11
Young - Yass	Christianity	(Other)	M	6
Young - Yass	Christianity	Anglican	F	3822
Young - Yass	Christianity	Anglican	M	3341
Young - Yass	Christianity	Baptist	F	183
Young - Yass	Christianity	Baptist	M	147
Young - Yass	Christianity	Brethren	F	62
Young - Yass	Christianity	Brethren	M	57
Young - Yass	Christianity	Catholic	F	5267
Young - Yass	Christianity	Catholic	M	4893
Young - Yass	Christianity	Churches Of Christ	F	3
Young - Yass	Christianity	Eastern Orthodox	F	89
Young - Yass	Christianity	Eastern Orthodox	M	73
Young - Yass	Christianity	Jehovah's Witnesses	F	52
Young - Yass	Christianity	Jehovah's Witnesses	M	32
Young - Yass	Christianity	Latter Day Saints	F	10
Young - Yass	Christianity	Latter Day Saints	M	8
Young - Yass	Christianity	Lutheran	F	82
Young - Yass	Christianity	Lutheran	M	67
Young - Yass	Christianity	Oriental Orthodox	F	4
Young - Yass	Christianity	Pentecostal	F	80
Young - Yass	Christianity	Pentecostal	M	79
Young - Yass	Christianity	Presbyterian Reformed	F	408
Young - Yass	Christianity	Presbyterian Reformed	M	387
Young - Yass	Christianity	Protestant (Other)	F	45
Young - Yass	Christianity	Protestant (Other)	M	46
Young - Yass	Christianity	Salvation Army	F	58
Young - Yass	Christianity	Salvation Army	M	51
Young - Yass	Christianity	Seventh Day Adventist	F	41
Young - Yass	Christianity	Seventh Day Adventist	M	36
Young - Yass	Christianity	Uniting Church	F	706
Young - Yass	Christianity	Uniting Church	M	634
Young - Yass	Hinduism		F	45
Young - Yass	Hinduism		M	49
Young - Yass	Islam		F	296
Young - Yass	Islam		M	295
Young - Yass	Judaism		F	9
Young - Yass	Judaism		M	6
Young - Yass	No religion		F	6041
Young - Yass	No religion		M	6472
Gosford	(Other)		F	5480
Gosford	(Other)		M	5502
Gosford	(Other)	(Other)	F	281
Gosford	(Other)	(Other)	M	184
Gosford	(Other)	Australian Aboriginal Traditional	F	15
Gosford	(Other)	Australian Aboriginal Traditional	M	33
Gosford	(Other)	Other spiritual beliefs	F	277
Gosford	(Other)	Other spiritual beliefs	M	159
Gosford	(Other)	Secular beliefs	F	275
Gosford	(Other)	Secular beliefs	M	337
Gosford	(Other)	Sikhism	F	147
Gosford	(Other)	Sikhism	M	174
Gosford	Buddhism		F	1273
Gosford	Buddhism		M	804
Gosford	Christianity		F	2404
Gosford	Christianity		M	2022
Gosford	Christianity	(Other)	F	97
Gosford	Christianity	(Other)	M	79
Gosford	Christianity	Anglican	F	15516
Gosford	Christianity	Anglican	M	12418
Gosford	Christianity	Assyrian Apostolic	F	3
Gosford	Christianity	Baptist	F	1532
Gosford	Christianity	Baptist	M	1243
Gosford	Christianity	Brethren	F	108
Gosford	Christianity	Brethren	M	92
Gosford	Christianity	Catholic	F	19864
Gosford	Christianity	Catholic	M	17159
Gosford	Christianity	Churches Of Christ	F	129
Gosford	Christianity	Churches Of Christ	M	85
Gosford	Christianity	Eastern Orthodox	F	702
Gosford	Christianity	Eastern Orthodox	M	650
Gosford	Christianity	Jehovah's Witnesses	F	399
Gosford	Christianity	Jehovah's Witnesses	M	290
Gosford	Christianity	Latter Day Saints	F	179
Gosford	Christianity	Latter Day Saints	M	160
Gosford	Christianity	Lutheran	F	230
Gosford	Christianity	Lutheran	M	183
Gosford	Christianity	Oriental Orthodox	F	89
Gosford	Christianity	Oriental Orthodox	M	100
Gosford	Christianity	Pentecostal	F	983
Gosford	Christianity	Pentecostal	M	778
Gosford	Christianity	Presbyterian Reformed	F	1980
Gosford	Christianity	Presbyterian Reformed	M	1712
Gosford	Christianity	Protestant (Other)	F	1048
Gosford	Christianity	Protestant (Other)	M	968
Gosford	Christianity	Salvation Army	F	162
Gosford	Christianity	Salvation Army	M	104
Gosford	Christianity	Seventh Day Adventist	F	403
Gosford	Christianity	Seventh Day Adventist	M	348
Gosford	Christianity	Uniting Church	F	2650
Gosford	Christianity	Uniting Church	M	1991
Gosford	Hinduism		F	627
Gosford	Hinduism		M	716
Gosford	Islam		F	398
Gosford	Islam		M	453
Gosford	Judaism		F	174
Gosford	Judaism		M	154
Gosford	No religion		F	34618
Gosford	No religion		M	37479
Wyong	(Other)		F	5883
Wyong	(Other)		M	5733
Wyong	(Other)	(Other)	F	287
Wyong	(Other)	(Other)	M	219
Wyong	(Other)	Australian Aboriginal Traditional	F	36
Wyong	(Other)	Australian Aboriginal Traditional	M	29
Wyong	(Other)	Other spiritual beliefs	F	205
Wyong	(Other)	Other spiritual beliefs	M	120
Wyong	(Other)	Secular beliefs	F	181
Wyong	(Other)	Secular beliefs	M	247
Wyong	(Other)	Sikhism	F	119
Wyong	(Other)	Sikhism	M	108
Wyong	Buddhism		F	821
Wyong	Buddhism		M	516
Wyong	Christianity		F	1777
Wyong	Christianity		M	1596
Wyong	Christianity	(Other)	F	61
Wyong	Christianity	(Other)	M	50
Wyong	Christianity	Anglican	F	16632
Wyong	Christianity	Anglican	M	13549
Wyong	Christianity	Assyrian Apostolic	F	9
Wyong	Christianity	Assyrian Apostolic	M	3
Wyong	Christianity	Baptist	F	1341
Wyong	Christianity	Baptist	M	1089
Wyong	Christianity	Brethren	F	37
Wyong	Christianity	Brethren	M	28
Wyong	Christianity	Catholic	F	20507
Wyong	Christianity	Catholic	M	17822
Wyong	Christianity	Churches Of Christ	F	48
Wyong	Christianity	Churches Of Christ	M	34
Wyong	Christianity	Eastern Orthodox	F	548
Wyong	Christianity	Eastern Orthodox	M	531
Wyong	Christianity	Jehovah's Witnesses	F	411
Wyong	Christianity	Jehovah's Witnesses	M	280
Wyong	Christianity	Latter Day Saints	F	197
Wyong	Christianity	Latter Day Saints	M	164
Wyong	Christianity	Lutheran	F	142
Wyong	Christianity	Lutheran	M	108
Wyong	Christianity	Oriental Orthodox	F	74
Wyong	Christianity	Oriental Orthodox	M	75
Wyong	Christianity	Pentecostal	F	784
Wyong	Christianity	Pentecostal	M	613
Wyong	Christianity	Presbyterian Reformed	F	1773
Wyong	Christianity	Presbyterian Reformed	M	1429
Wyong	Christianity	Protestant (Other)	F	633
Wyong	Christianity	Protestant (Other)	M	577
Wyong	Christianity	Salvation Army	F	212
Wyong	Christianity	Salvation Army	M	156
Wyong	Christianity	Seventh Day Adventist	F	318
Wyong	Christianity	Seventh Day Adventist	M	286
Wyong	Christianity	Uniting Church	F	2122
Wyong	Christianity	Uniting Church	M	1547
Wyong	Hinduism		F	407
Wyong	Hinduism		M	455
Wyong	Islam		F	296
Wyong	Islam		M	356
Wyong	Judaism		F	57
Wyong	Judaism		M	57
Wyong	No religion		F	30661
Wyong	No religion		M	33810
Bathurst	(Other)		F	1658
Bathurst	(Other)		M	2800
Bathurst	(Other)	(Other)	F	78
Bathurst	(Other)	(Other)	M	67
Bathurst	(Other)	Australian Aboriginal Traditional	F	16
Bathurst	(Other)	Australian Aboriginal Traditional	M	6
Bathurst	(Other)	Other spiritual beliefs	F	35
Bathurst	(Other)	Other spiritual beliefs	M	13
Bathurst	(Other)	Secular beliefs	F	51
Bathurst	(Other)	Secular beliefs	M	85
Bathurst	(Other)	Sikhism	F	85
Bathurst	(Other)	Sikhism	M	88
Bathurst	Buddhism		F	181
Bathurst	Buddhism		M	137
Bathurst	Christianity		F	404
Bathurst	Christianity		M	359
Bathurst	Christianity	(Other)	F	13
Bathurst	Christianity	(Other)	M	6
Bathurst	Christianity	Anglican	F	4139
Bathurst	Christianity	Anglican	M	3607
Bathurst	Christianity	Baptist	F	276
Bathurst	Christianity	Baptist	M	230
Bathurst	Christianity	Brethren	F	84
Bathurst	Christianity	Brethren	M	89
Bathurst	Christianity	Catholic	F	7337
Bathurst	Christianity	Catholic	M	6623
Bathurst	Christianity	Churches Of Christ	F	21
Bathurst	Christianity	Churches Of Christ	M	17
Bathurst	Christianity	Eastern Orthodox	F	95
Bathurst	Christianity	Eastern Orthodox	M	101
Bathurst	Christianity	Jehovah's Witnesses	F	59
Bathurst	Christianity	Jehovah's Witnesses	M	62
Bathurst	Christianity	Latter Day Saints	F	18
Bathurst	Christianity	Latter Day Saints	M	23
Bathurst	Christianity	Lutheran	F	49
Bathurst	Christianity	Lutheran	M	43
Bathurst	Christianity	Oriental Orthodox	F	9
Bathurst	Christianity	Oriental Orthodox	M	10
Bathurst	Christianity	Pentecostal	F	168
Bathurst	Christianity	Pentecostal	M	159
Bathurst	Christianity	Presbyterian Reformed	F	835
Bathurst	Christianity	Presbyterian Reformed	M	762
Bathurst	Christianity	Protestant (Other)	F	67
Bathurst	Christianity	Protestant (Other)	M	67
Bathurst	Christianity	Salvation Army	F	42
Bathurst	Christianity	Salvation Army	M	39
Bathurst	Christianity	Seventh Day Adventist	F	81
Bathurst	Christianity	Seventh Day Adventist	M	61
Bathurst	Christianity	Uniting Church	F	814
Bathurst	Christianity	Uniting Church	M	663
Bathurst	Hinduism		F	233
Bathurst	Hinduism		M	248
Bathurst	Islam		F	140
Bathurst	Islam		M	178
Bathurst	Judaism		F	6
Bathurst	Judaism		M	12
Bathurst	No religion		F	7375
Bathurst	No religion		M	8230
Lachlan Valley	(Other)		F	2548
Lachlan Valley	(Other)		M	2792
Lachlan Valley	(Other)	(Other)	F	61
Lachlan Valley	(Other)	(Other)	M	45
Lachlan Valley	(Other)	Australian Aboriginal Traditional	F	8
Lachlan Valley	(Other)	Australian Aboriginal Traditional	M	10
Lachlan Valley	(Other)	Other spiritual beliefs	F	23
Lachlan Valley	(Other)	Other spiritual beliefs	M	18
Lachlan Valley	(Other)	Secular beliefs	F	31
Lachlan Valley	(Other)	Secular beliefs	M	31
Lachlan Valley	(Other)	Sikhism	F	15
Lachlan Valley	(Other)	Sikhism	M	23
Lachlan Valley	Buddhism		F	114
Lachlan Valley	Buddhism		M	87
Lachlan Valley	Christianity		F	662
Lachlan Valley	Christianity		M	571
Lachlan Valley	Christianity	(Other)	F	19
Lachlan Valley	Christianity	(Other)	M	15
Lachlan Valley	Christianity	Anglican	F	6145
Lachlan Valley	Christianity	Anglican	M	5492
Lachlan Valley	Christianity	Assyrian Apostolic	F	5
Lachlan Valley	Christianity	Assyrian Apostolic	M	3
Lachlan Valley	Christianity	Baptist	F	385
Lachlan Valley	Christianity	Baptist	M	347
Lachlan Valley	Christianity	Brethren	F	192
Lachlan Valley	Christianity	Brethren	M	201
Lachlan Valley	Christianity	Catholic	F	7398
Lachlan Valley	Christianity	Catholic	M	6978
Lachlan Valley	Christianity	Churches Of Christ	F	5
Lachlan Valley	Christianity	Churches Of Christ	M	9
Lachlan Valley	Christianity	Eastern Orthodox	F	44
Lachlan Valley	Christianity	Eastern Orthodox	M	52
Lachlan Valley	Christianity	Jehovah's Witnesses	F	122
Lachlan Valley	Christianity	Jehovah's Witnesses	M	86
Lachlan Valley	Christianity	Latter Day Saints	F	30
Lachlan Valley	Christianity	Latter Day Saints	M	31
Lachlan Valley	Christianity	Lutheran	F	129
Lachlan Valley	Christianity	Lutheran	M	121
Lachlan Valley	Christianity	Oriental Orthodox	F	9
Lachlan Valley	Christianity	Oriental Orthodox	M	8
Lachlan Valley	Christianity	Pentecostal	F	223
Lachlan Valley	Christianity	Pentecostal	M	169
Lachlan Valley	Christianity	Presbyterian Reformed	F	1099
Lachlan Valley	Christianity	Presbyterian Reformed	M	1029
Lachlan Valley	Christianity	Protestant (Other)	F	53
Lachlan Valley	Christianity	Protestant (Other)	M	63
Lachlan Valley	Christianity	Salvation Army	F	74
Lachlan Valley	Christianity	Salvation Army	M	50
Lachlan Valley	Christianity	Seventh Day Adventist	F	41
Lachlan Valley	Christianity	Seventh Day Adventist	M	31
Lachlan Valley	Christianity	Uniting Church	F	1469
Lachlan Valley	Christianity	Uniting Church	M	1323
Lachlan Valley	Hinduism		F	96
Lachlan Valley	Hinduism		M	104
Lachlan Valley	Islam		F	35
Lachlan Valley	Islam		M	52
Lachlan Valley	Judaism		F	8
Lachlan Valley	No religion		F	6410
Lachlan Valley	No religion		M	7481
Lithgow - Mudgee	(Other)		F	1970
Lithgow - Mudgee	(Other)		M	2501
Lithgow - Mudgee	(Other)	(Other)	F	93
Lithgow - Mudgee	(Other)	(Other)	M	66
Lithgow - Mudgee	(Other)	Australian Aboriginal Traditional	F	7
Lithgow - Mudgee	(Other)	Australian Aboriginal Traditional	M	4
Lithgow - Mudgee	(Other)	Other spiritual beliefs	F	44
Lithgow - Mudgee	(Other)	Other spiritual beliefs	M	28
Lithgow - Mudgee	(Other)	Secular beliefs	F	64
Lithgow - Mudgee	(Other)	Secular beliefs	M	79
Lithgow - Mudgee	(Other)	Sikhism	F	33
Lithgow - Mudgee	(Other)	Sikhism	M	31
Lithgow - Mudgee	Buddhism		F	189
Lithgow - Mudgee	Buddhism		M	105
Lithgow - Mudgee	Christianity		F	372
Lithgow - Mudgee	Christianity		M	343
Lithgow - Mudgee	Christianity	(Other)	F	26
Lithgow - Mudgee	Christianity	(Other)	M	15
Lithgow - Mudgee	Christianity	Anglican	F	4988
Lithgow - Mudgee	Christianity	Anglican	M	4512
Lithgow - Mudgee	Christianity	Baptist	F	246
Lithgow - Mudgee	Christianity	Baptist	M	228
Lithgow - Mudgee	Christianity	Brethren	F	81
Lithgow - Mudgee	Christianity	Brethren	M	86
Lithgow - Mudgee	Christianity	Catholic	F	5449
Lithgow - Mudgee	Christianity	Catholic	M	5302
Lithgow - Mudgee	Christianity	Eastern Orthodox	F	67
Lithgow - Mudgee	Christianity	Eastern Orthodox	M	77
Lithgow - Mudgee	Christianity	Jehovah's Witnesses	F	97
Lithgow - Mudgee	Christianity	Jehovah's Witnesses	M	66
Lithgow - Mudgee	Christianity	Latter Day Saints	F	27
Lithgow - Mudgee	Christianity	Latter Day Saints	M	21
Lithgow - Mudgee	Christianity	Lutheran	F	35
Lithgow - Mudgee	Christianity	Lutheran	M	24
Lithgow - Mudgee	Christianity	Pentecostal	F	165
Lithgow - Mudgee	Christianity	Pentecostal	M	150
Lithgow - Mudgee	Christianity	Presbyterian Reformed	F	738
Lithgow - Mudgee	Christianity	Presbyterian Reformed	M	673
Lithgow - Mudgee	Christianity	Protestant (Other)	F	59
Lithgow - Mudgee	Christianity	Protestant (Other)	M	60
Lithgow - Mudgee	Christianity	Salvation Army	F	62
Lithgow - Mudgee	Christianity	Salvation Army	M	54
Lithgow - Mudgee	Christianity	Seventh Day Adventist	F	54
Lithgow - Mudgee	Christianity	Seventh Day Adventist	M	43
Lithgow - Mudgee	Christianity	Uniting Church	F	961
Lithgow - Mudgee	Christianity	Uniting Church	M	777
Lithgow - Mudgee	Hinduism		F	90
Lithgow - Mudgee	Hinduism		M	98
Lithgow - Mudgee	Islam		F	47
Lithgow - Mudgee	Islam		M	76
Lithgow - Mudgee	Judaism		F	14
Lithgow - Mudgee	Judaism		M	20
Lithgow - Mudgee	No religion		F	7734
Lithgow - Mudgee	No religion		M	8704
Orange	(Other)		F	2141
Orange	(Other)		M	2206
Orange	(Other)	(Other)	F	124
Orange	(Other)	(Other)	M	64
Orange	(Other)	Australian Aboriginal Traditional	F	4
Orange	(Other)	Australian Aboriginal Traditional	M	3
Orange	(Other)	Other spiritual beliefs	F	41
Orange	(Other)	Other spiritual beliefs	M	20
Orange	(Other)	Secular beliefs	F	62
Orange	(Other)	Secular beliefs	M	74
Orange	(Other)	Sikhism	F	54
Orange	(Other)	Sikhism	M	70
Orange	Buddhism		F	234
Orange	Buddhism		M	186
Orange	Christianity		F	767
Orange	Christianity		M	732
Orange	Christianity	(Other)	F	7
Orange	Christianity	(Other)	M	8
Orange	Christianity	Anglican	F	5702
Orange	Christianity	Anglican	M	4926
Orange	Christianity	Baptist	F	476
Orange	Christianity	Baptist	M	427
Orange	Christianity	Brethren	F	172
Orange	Christianity	Brethren	M	155
Orange	Christianity	Catholic	F	8308
Orange	Christianity	Catholic	M	7578
Orange	Christianity	Churches Of Christ	F	23
Orange	Christianity	Churches Of Christ	M	16
Orange	Christianity	Eastern Orthodox	F	105
Orange	Christianity	Eastern Orthodox	M	111
Orange	Christianity	Jehovah's Witnesses	F	94
Orange	Christianity	Jehovah's Witnesses	M	74
Orange	Christianity	Latter Day Saints	F	30
Orange	Christianity	Latter Day Saints	M	27
Orange	Christianity	Lutheran	F	56
Orange	Christianity	Lutheran	M	51
Orange	Christianity	Oriental Orthodox	F	8
Orange	Christianity	Oriental Orthodox	M	17
Orange	Christianity	Pentecostal	F	403
Orange	Christianity	Pentecostal	M	300
Orange	Christianity	Presbyterian Reformed	F	746
Orange	Christianity	Presbyterian Reformed	M	668
Orange	Christianity	Protestant (Other)	F	294
Orange	Christianity	Protestant (Other)	M	270
Orange	Christianity	Salvation Army	F	65
Orange	Christianity	Salvation Army	M	33
