SA3_NAME21	EduInstitutionType	Sex	students
Lachlan Valley	Secondary	F	1638
Lachlan Valley	Secondary	M	1691
Lachlan Valley	Technical or Further Educational Institution	F	688
Lachlan Valley	Technical or Further Educational Institution	M	449
Lachlan Valley	University or other tertiary	F	550
Lachlan Valley	University or other tertiary	M	229
Lithgow - Mudgee		F	1862
Lithgow - Mudgee		M	2249
Lithgow - Mudgee	Infants/Primary	F	1888
Lithgow - Mudgee	Infants/Primary	M	2000
Lithgow - Mudgee	Pre-school	F	420
Lithgow - Mudgee	Pre-school	M	475
Lithgow - Mudgee	Secondary	F	1399
Lithgow - Mudgee	Secondary	M	1394
Lithgow - Mudgee	Technical or Further Educational Institution	F	661
Lithgow - Mudgee	Technical or Further Educational Institution	M	557
Lithgow - Mudgee	University or other tertiary	F	553
Lithgow - Mudgee	University or other tertiary	M	238
Orange		F	2042
Orange		M	1928
Orange	Infants/Primary	F	2807
Orange	Infants/Primary	M	2998
Orange	Pre-school	F	700
Orange	Pre-school	M	791
Orange	Secondary	F	2170
Orange	Secondary	M	2269
Orange	Technical or Further Educational Institution	F	908
Orange	Technical or Further Educational Institution	M	735
Orange	University or other tertiary	F	1137
Orange	University or other tertiary	M	607
Clarence Valley		F	2093
Clarence Valley		M	2911
Clarence Valley	Infants/Primary	F	1795
Clarence Valley	Infants/Primary	M	1968
Clarence Valley	Pre-school	F	452
Clarence Valley	Pre-school	M	478
Clarence Valley	Secondary	F	1460
Clarence Valley	Secondary	M	1520
Clarence Valley	Technical or Further Educational Institution	F	661
Clarence Valley	Technical or Further Educational Institution	M	451
Clarence Valley	University or other tertiary	F	561
Clarence Valley	University or other tertiary	M	228
Coffs Harbour		F	3389
Coffs Harbour		M	3126
Coffs Harbour	Infants/Primary	F	3644
Coffs Harbour	Infants/Primary	M	3817
Coffs Harbour	Pre-school	F	896
Coffs Harbour	Pre-school	M	943
Coffs Harbour	Secondary	F	2911
Coffs Harbour	Secondary	M	2867
Coffs Harbour	Technical or Further Educational Institution	F	1436
Coffs Harbour	Technical or Further Educational Institution	M	1138
Coffs Harbour	University or other tertiary	F	1490
Coffs Harbour	University or other tertiary	M	677
Bourke - Cobar - Coonamble		F	1892
Bourke - Cobar - Coonamble		M	1805
Bourke - Cobar - Coonamble	Infants/Primary	F	824
Bourke - Cobar - Coonamble	Infants/Primary	M	816
Bourke - Cobar - Coonamble	Pre-school	F	181
Bourke - Cobar - Coonamble	Pre-school	M	244
Bourke - Cobar - Coonamble	Secondary	F	546
Bourke - Cobar - Coonamble	Secondary	M	512
Bourke - Cobar - Coonamble	Technical or Further Educational Institution	F	239
Bourke - Cobar - Coonamble	Technical or Further Educational Institution	M	143
Bourke - Cobar - Coonamble	University or other tertiary	F	234
Bourke - Cobar - Coonamble	University or other tertiary	M	65
Broken Hill and Far West		F	1093
Broken Hill and Far West		M	1024
Broken Hill and Far West	Infants/Primary	F	690
Broken Hill and Far West	Infants/Primary	M	715
Broken Hill and Far West	Pre-school	F	170
Broken Hill and Far West	Pre-school	M	190
Broken Hill and Far West	Secondary	F	510
Broken Hill and Far West	Secondary	M	486
Broken Hill and Far West	Technical or Further Educational Institution	F	271
Broken Hill and Far West	Technical or Further Educational Institution	M	201
Broken Hill and Far West	University or other tertiary	F	233
Broken Hill and Far West	University or other tertiary	M	90
Dubbo		F	3901
Dubbo		M	4632
Dubbo	Infants/Primary	F	3066
Dubbo	Infants/Primary	M	3168
Dubbo	Pre-school	F	868
Dubbo	Pre-school	M	883
Dubbo	Secondary	F	2204
Dubbo	Secondary	M	2270
Dubbo	Technical or Further Educational Institution	F	995
Dubbo	Technical or Further Educational Institution	M	706
Dubbo	University or other tertiary	F	971
Dubbo	University or other tertiary	M	372
Lower Hunter		F	2744
Lower Hunter		M	4415
Lower Hunter	Infants/Primary	F	4209
Lower Hunter	Infants/Primary	M	4430
Lower Hunter	Pre-school	F	1138
Lower Hunter	Pre-school	M	1229
Lower Hunter	Secondary	F	3029
Lower Hunter	Secondary	M	3077
Lower Hunter	Technical or Further Educational Institution	F	1455
Lower Hunter	Technical or Further Educational Institution	M	1109
Lower Hunter	University or other tertiary	F	1454
Lower Hunter	University or other tertiary	M	641
Maitland		F	2058
Maitland		M	1992
Maitland	Infants/Primary	F	4016
Maitland	Infants/Primary	M	4261
Maitland	Pre-school	F	1145
Maitland	Pre-school	M	1161
Maitland	Secondary	F	2979
Maitland	Secondary	M	2966
Maitland	Technical or Further Educational Institution	F	1415
Maitland	Technical or Further Educational Institution	M	1140
Maitland	University or other tertiary	F	1900
Maitland	University or other tertiary	M	1098
Port Stephens		F	2320
Port Stephens		M	2257
Port Stephens	Infants/Primary	F	2757
Port Stephens	Infants/Primary	M	2896
Port Stephens	Pre-school	F	660
Port Stephens	Pre-school	M	736
Port Stephens	Secondary	F	2330
Port Stephens	Secondary	M	2391
Port Stephens	Technical or Further Educational Institution	F	929
Port Stephens	Technical or Further Educational Institution	M	782
Port Stephens	University or other tertiary	F	1152
Port Stephens	University or other tertiary	M	602
Upper Hunter		F	1050
Upper Hunter		M	1368
Upper Hunter	Infants/Primary	F	1308
Upper Hunter	Infants/Primary	M	1439
Upper Hunter	Pre-school	F	345
Upper Hunter	Pre-school	M	352
Upper Hunter	Secondary	F	1010
Upper Hunter	Secondary	M	1075
Upper Hunter	Technical or Further Educational Institution	F	471
Upper Hunter	Technical or Further Educational Institution	M	358
Upper Hunter	University or other tertiary	F	337
Upper Hunter	University or other tertiary	M	131
Dapto - Port Kembla		F	2073
Dapto - Port Kembla		M	1948
Dapto - Port Kembla	Infants/Primary	F	3279
Dapto - Port Kembla	Infants/Primary	M	3385
Dapto - Port Kembla	Pre-school	F	926
Dapto - Port Kembla	Pre-school	M	980
Dapto - Port Kembla	Secondary	F	2585
Dapto - Port Kembla	Secondary	M	2664
Dapto - Port Kembla	Technical or Further Educational Institution	F	1154
Dapto - Port Kembla	Technical or Further Educational Institution	M	968
Dapto - Port Kembla	University or other tertiary	F	1449
Dapto - Port Kembla	University or other tertiary	M	930
Kiama - Shellharbour		F	2677
Kiama - Shellharbour		M	2577
Kiama - Shellharbour	Infants/Primary	F	3956
Kiama - Shellharbour	Infants/Primary	M	4256
Kiama - Shellharbour	Pre-school	F	1118
Kiama - Shellharbour	Pre-school	M	1306
Kiama - Shellharbour	Secondary	F	3219
Kiama - Shellharbour	Secondary	M	3250
Kiama - Shellharbour	Technical or Further Educational Institution	F	1435
Kiama - Shellharbour	Technical or Further Educational Institution	M	1282
Kiama - Shellharbour	University or other tertiary	F	1881
Kiama - Shellharbour	University or other tertiary	M	957
Wollongong		F	3621
Wollongong		M	3322
Wollongong	Infants/Primary	F	4859
Wollongong	Infants/Primary	M	5203
Wollongong	Pre-school	F	1460
Wollongong	Pre-school	M	1570
Wollongong	Secondary	F	4114
Wollongong	Secondary	M	4145
Wollongong	Technical or Further Educational Institution	F	1950
Wollongong	Technical or Further Educational Institution	M	1790
Wollongong	University or other tertiary	F	5739
Wollongong	University or other tertiary	M	4516
Great Lakes		F	1501
Great Lakes		M	1285
Great Lakes	Infants/Primary	F	997
Great Lakes	Infants/Primary	M	1015
Great Lakes	Pre-school	F	246
Great Lakes	Pre-school	M	224
Great Lakes	Secondary	F	786
Great Lakes	Secondary	M	814
Great Lakes	Technical or Further Educational Institution	F	389
Great Lakes	Technical or Further Educational Institution	M	254
Great Lakes	University or other tertiary	F	265
Great Lakes	University or other tertiary	M	104
Kempsey - Nambucca		F	2289
Kempsey - Nambucca		M	2861
Kempsey - Nambucca	Infants/Primary	F	1771
Kempsey - Nambucca	Infants/Primary	M	1739
Kempsey - Nambucca	Pre-school	F	440
Kempsey - Nambucca	Pre-school	M	455
Kempsey - Nambucca	Secondary	F	1418
Kempsey - Nambucca	Secondary	M	1417
Kempsey - Nambucca	Technical or Further Educational Institution	F	644
Kempsey - Nambucca	Technical or Further Educational Institution	M	429
Kempsey - Nambucca	University or other tertiary	F	509
Kempsey - Nambucca	University or other tertiary	M	204
Lord Howe Island		F	15
Lord Howe Island		M	17
Lord Howe Island	Infants/Primary	F	21
Lord Howe Island	Infants/Primary	M	13
Lord Howe Island	Pre-school	F	3
Lord Howe Island	Pre-school	M	3
Lord Howe Island	Technical or Further Educational Institution	F	3
Lord Howe Island	Technical or Further Educational Institution	M	6
Lord Howe Island	University or other tertiary	F	4
Port Macquarie		F	2466
Port Macquarie		M	2318
Port Macquarie	Infants/Primary	F	3130
Port Macquarie	Infants/Primary	M	3295
Port Macquarie	Pre-school	F	729
Port Macquarie	Pre-school	M	842
Port Macquarie	Secondary	F	2682
Port Macquarie	Secondary	M	2715
Port Macquarie	Technical or Further Educational Institution	F	1192
Port Macquarie	Technical or Further Educational Institution	M	889
Port Macquarie	University or other tertiary	F	1735
Port Macquarie	University or other tertiary	M	814
Taree - Gloucester		F	2267
Taree - Gloucester		M	2196
Taree - Gloucester	Infants/Primary	F	1993
Taree - Gloucester	Infants/Primary	M	2097
Taree - Gloucester	Pre-school	F	466
Taree - Gloucester	Pre-school	M	501
Taree - Gloucester	Secondary	F	1556
Taree - Gloucester	Secondary	M	1594
Taree - Gloucester	Technical or Further Educational Institution	F	772
Taree - Gloucester	Technical or Further Educational Institution	M	467
Taree - Gloucester	University or other tertiary	F	599
Taree - Gloucester	University or other tertiary	M	241
Albury		F	2308
Albury		M	2297
Albury	Infants/Primary	F	2709
Albury	Infants/Primary	M	2831
Albury	Pre-school	F	710
Albury	Pre-school	M	768
Albury	Secondary	F	2183
Albury	Secondary	M	2147
Albury	Technical or Further Educational Institution	F	1105
Albury	Technical or Further Educational Institution	M	885
Albury	University or other tertiary	F	1268
Albury	University or other tertiary	M	598
Lower Murray		F	801
Lower Murray		M	899
Lower Murray	Infants/Primary	F	443
Lower Murray	Infants/Primary	M	541
Lower Murray	Pre-school	F	133
Lower Murray	Pre-school	M	137
Lower Murray	Secondary	F	370
Lower Murray	Secondary	M	356
Lower Murray	Technical or Further Educational Institution	F	142
Lower Murray	Technical or Further Educational Institution	M	102
Lower Murray	University or other tertiary	F	116
Lower Murray	University or other tertiary	M	44
Upper Murray exc. Albury		F	1883
Upper Murray exc. Albury		M	1931
Upper Murray exc. Albury	Infants/Primary	F	1537
Upper Murray exc. Albury	Infants/Primary	M	1574
Upper Murray exc. Albury	Pre-school	F	371
Upper Murray exc. Albury	Pre-school	M	413
Upper Murray exc. Albury	Secondary	F	1251
Upper Murray exc. Albury	Secondary	M	1171
Upper Murray exc. Albury	Technical or Further Educational Institution	F	479
Upper Murray exc. Albury	Technical or Further Educational Institution	M	320
Upper Murray exc. Albury	University or other tertiary	F	444
Upper Murray exc. Albury	University or other tertiary	M	131
Armidale		F	1972
Armidale		M	1747
Armidale	Infants/Primary	F	1404
Armidale	Infants/Primary	M	1443
Armidale	Pre-school	F	344
Armidale	Pre-school	M	399
Armidale	Secondary	F	1369
Armidale	Secondary	M	1212
Armidale	Technical or Further Educational Institution	F	535
Armidale	Technical or Further Educational Institution	M	435
Armidale	University or other tertiary	F	1413
Armidale	University or other tertiary	M	904
Inverell - Tenterfield		F	2016
Inverell - Tenterfield		M	2119
Inverell - Tenterfield	Infants/Primary	F	1437
Inverell - Tenterfield	Infants/Primary	M	1430
Inverell - Tenterfield	Pre-school	F	319
Inverell - Tenterfield	Pre-school	M	319
Inverell - Tenterfield	Secondary	F	1103
Inverell - Tenterfield	Secondary	M	1069
Inverell - Tenterfield	Technical or Further Educational Institution	F	497
Inverell - Tenterfield	Technical or Further Educational Institution	M	286
Inverell - Tenterfield	University or other tertiary	F	346
Inverell - Tenterfield	University or other tertiary	M	124
Moree - Narrabri		F	2011
Moree - Narrabri		M	2056
Moree - Narrabri	Infants/Primary	F	1013
Moree - Narrabri	Infants/Primary	M	1073
Moree - Narrabri	Pre-school	F	270
Moree - Narrabri	Pre-school	M	269
Moree - Narrabri	Secondary	F	655
Moree - Narrabri	Secondary	M	599
Moree - Narrabri	Technical or Further Educational Institution	F	270
Moree - Narrabri	Technical or Further Educational Institution	M	186
Moree - Narrabri	University or other tertiary	F	290
Moree - Narrabri	University or other tertiary	M	117
Tamworth - Gunnedah		F	3521
Tamworth - Gunnedah		M	3559
Tamworth - Gunnedah	Infants/Primary	F	3607
Tamworth - Gunnedah	Infants/Primary	M	3839
Tamworth - Gunnedah	Pre-school	F	865
Tamworth - Gunnedah	Pre-school	M	1017
Tamworth - Gunnedah	Secondary	F	2726
Tamworth - Gunnedah	Secondary	M	2931
Tamworth - Gunnedah	Technical or Further Educational Institution	F	1216
Tamworth - Gunnedah	Technical or Further Educational Institution	M	808
Tamworth - Gunnedah	University or other tertiary	F	1106
Tamworth - Gunnedah	University or other tertiary	M	465
Lake Macquarie - East		F	2888
Lake Macquarie - East		M	2697
Lake Macquarie - East	Infants/Primary	F	5090
Lake Macquarie - East	Infants/Primary	M	5502
Lake Macquarie - East	Pre-school	F	1447
Lake Macquarie - East	Pre-school	M	1576
Lake Macquarie - East	Secondary	F	4006
Lake Macquarie - East	Secondary	M	4144
Lake Macquarie - East	Technical or Further Educational Institution	F	1481
Lake Macquarie - East	Technical or Further Educational Institution	M	1536
Lake Macquarie - East	University or other tertiary	F	2721
Lake Macquarie - East	University or other tertiary	M	1761
Lake Macquarie - West		F	2132
Lake Macquarie - West		M	2045
Lake Macquarie - West	Infants/Primary	F	3394
Lake Macquarie - West	Infants/Primary	M	3492
Lake Macquarie - West	Pre-school	F	940
Lake Macquarie - West	Pre-school	M	982
Lake Macquarie - West	Secondary	F	2509
Lake Macquarie - West	Secondary	M	2519
Lake Macquarie - West	Technical or Further Educational Institution	F	1190
Lake Macquarie - West	Technical or Further Educational Institution	M	996
Lake Macquarie - West	University or other tertiary	F	1651
Lake Macquarie - West	University or other tertiary	M	968
Newcastle		F	4969
Newcastle		M	4801
Newcastle	Infants/Primary	F	6374
Newcastle	Infants/Primary	M	6960
Newcastle	Pre-school	F	1752
Newcastle	Pre-school	M	1940
Newcastle	Secondary	F	5021
Newcastle	Secondary	M	5088
Newcastle	Technical or Further Educational Institution	F	2425
Newcastle	Technical or Further Educational Institution	M	2219
Newcastle	University or other tertiary	F	7720
Newcastle	University or other tertiary	M	5821
Richmond Valley - Coastal		F	3836
Richmond Valley - Coastal		M	3570
Richmond Valley - Coastal	Infants/Primary	F	3054
Richmond Valley - Coastal	Infants/Primary	M	3208
Richmond Valley - Coastal	Pre-school	F	739
Richmond Valley - Coastal	Pre-school	M	801
Richmond Valley - Coastal	Secondary	F	2444
Richmond Valley - Coastal	Secondary	M	2567
Richmond Valley - Coastal	Technical or Further Educational Institution	F	1203
Richmond Valley - Coastal	Technical or Further Educational Institution	M	935
Richmond Valley - Coastal	University or other tertiary	F	1553
Richmond Valley - Coastal	University or other tertiary	M	744
Richmond Valley - Hinterland		F	3278
Richmond Valley - Hinterland		M	3234
Richmond Valley - Hinterland	Infants/Primary	F	2706
Richmond Valley - Hinterland	Infants/Primary	M	2797
Richmond Valley - Hinterland	Pre-school	F	623
Richmond Valley - Hinterland	Pre-school	M	699
Richmond Valley - Hinterland	Secondary	F	2129
Richmond Valley - Hinterland	Secondary	M	2215
Richmond Valley - Hinterland	Technical or Further Educational Institution	F	1092
Richmond Valley - Hinterland	Technical or Further Educational Institution	M	754
Richmond Valley - Hinterland	University or other tertiary	F	1190
Richmond Valley - Hinterland	University or other tertiary	M	667
Tweed Valley		F	3980
Tweed Valley		M	3634
Tweed Valley	Infants/Primary	F	3457
Tweed Valley	Infants/Primary	M	3722
Tweed Valley	Pre-school	F	824
Tweed Valley	Pre-school	M	890
Tweed Valley	Secondary	F	2829
Tweed Valley	Secondary	M	2861
Tweed Valley	Technical or Further Educational Institution	F	1212
Tweed Valley	Technical or Further Educational Institution	M	913
Tweed Valley	University or other tertiary	F	1776
Tweed Valley	University or other tertiary	M	840
Griffith - Murrumbidgee (West)		F	2273
Griffith - Murrumbidgee (West)		M	2366
Griffith - Murrumbidgee (West)	Infants/Primary	F	2044
Griffith - Murrumbidgee (West)	Infants/Primary	M	2112
Griffith - Murrumbidgee (West)	Pre-school	F	509
Griffith - Murrumbidgee (West)	Pre-school	M	514
Griffith - Murrumbidgee (West)	Secondary	F	1728
Griffith - Murrumbidgee (West)	Secondary	M	1678
Griffith - Murrumbidgee (West)	Technical or Further Educational Institution	F	651
Griffith - Murrumbidgee (West)	Technical or Further Educational Institution	M	484
Griffith - Murrumbidgee (West)	University or other tertiary	F	530
Griffith - Murrumbidgee (West)	University or other tertiary	M	295
Tumut - Tumbarumba		F	623
Tumut - Tumbarumba		M	734
Tumut - Tumbarumba	Infants/Primary	F	599
Tumut - Tumbarumba	Infants/Primary	M	607
Tumut - Tumbarumba	Pre-school	F	165
Tumut - Tumbarumba	Pre-school	M	140
Tumut - Tumbarumba	Secondary	F	452
Tumut - Tumbarumba	Secondary	M	446
Tumut - Tumbarumba	Technical or Further Educational Institution	F	181
Tumut - Tumbarumba	Technical or Further Educational Institution	M	136
Tumut - Tumbarumba	University or other tertiary	F	164
Tumut - Tumbarumba	University or other tertiary	M	37
Wagga Wagga		F	3327
Wagga Wagga		M	4172
Wagga Wagga	Infants/Primary	F	4067
Wagga Wagga	Infants/Primary	M	4357
Wagga Wagga	Pre-school	F	1110
Wagga Wagga	Pre-school	M	1210
Wagga Wagga	Secondary	F	3242
Wagga Wagga	Secondary	M	3147
Wagga Wagga	Technical or Further Educational Institution	F	1437
Wagga Wagga	Technical or Further Educational Institution	M	1334
Wagga Wagga	University or other tertiary	F	2445
Wagga Wagga	University or other tertiary	M	1120
Shoalhaven		F	3740
Shoalhaven		M	4424
Shoalhaven	Infants/Primary	F	3689
Shoalhaven	Infants/Primary	M	3787
Shoalhaven	Pre-school	F	978
Shoalhaven	Pre-school	M	1145
Shoalhaven	Secondary	F	2863
Shoalhaven	Secondary	M	2921
Shoalhaven	Technical or Further Educational Institution	F	1319
Shoalhaven	Technical or Further Educational Institution	M	1062
Shoalhaven	University or other tertiary	F	1364
Shoalhaven	University or other tertiary	M	680
Southern Highlands		F	1620
Southern Highlands		M	1411
Southern Highlands	Infants/Primary	F	1908
Southern Highlands	Infants/Primary	M	2097
Southern Highlands	Pre-school	F	511
Southern Highlands	Pre-school	M	508
Southern Highlands	Secondary	F	1789
Southern Highlands	Secondary	M	1610
Southern Highlands	Technical or Further Educational Institution	F	699
Southern Highlands	Technical or Further Educational Institution	M	556
Southern Highlands	University or other tertiary	F	862
Southern Highlands	University or other tertiary	M	484
Baulkham Hills		F	2746
Baulkham Hills		M	2359
Baulkham Hills	Infants/Primary	F	7316
Baulkham Hills	Infants/Primary	M	7868
Baulkham Hills	Pre-school	F	1564
Baulkham Hills	Pre-school	M	1760
Baulkham Hills	Secondary	F	6290
Baulkham Hills	Secondary	M	6695
Baulkham Hills	Technical or Further Educational Institution	F	1798
Baulkham Hills	Technical or Further Educational Institution	M	1436
Baulkham Hills	University or other tertiary	F	4843
Baulkham Hills	University or other tertiary	M	4397
Dural - Wisemans Ferry		F	588
Dural - Wisemans Ferry		M	628
Dural - Wisemans Ferry	Infants/Primary	F	1102
Dural - Wisemans Ferry	Infants/Primary	M	1306
Dural - Wisemans Ferry	Pre-school	F	263
Dural - Wisemans Ferry	Pre-school	M	256
Dural - Wisemans Ferry	Secondary	F	1144
Dural - Wisemans Ferry	Secondary	M	1218
Dural - Wisemans Ferry	Technical or Further Educational Institution	F	281
Dural - Wisemans Ferry	Technical or Further Educational Institution	M	350
Dural - Wisemans Ferry	University or other tertiary	F	769
Dural - Wisemans Ferry	University or other tertiary	M	591
Hawkesbury		F	484
Hawkesbury		M	547
Hawkesbury	Infants/Primary	F	1024
Hawkesbury	Infants/Primary	M	1131
Hawkesbury	Pre-school	F	269
Hawkesbury	Pre-school	M	294
Hawkesbury	Secondary	F	856
Hawkesbury	Secondary	M	869
Hawkesbury	Technical or Further Educational Institution	F	356
Hawkesbury	Technical or Further Educational Institution	M	404
Hawkesbury	University or other tertiary	F	490
Hawkesbury	University or other tertiary	M	235
Rouse Hill - McGraths Hill		F	963
Rouse Hill - McGraths Hill		M	1020
Rouse Hill - McGraths Hill	Infants/Primary	F	3224
Rouse Hill - McGraths Hill	Infants/Primary	M	3399
Rouse Hill - McGraths Hill	Pre-school	F	868
Rouse Hill - McGraths Hill	Pre-school	M	857
Rouse Hill - McGraths Hill	Secondary	F	2275
Rouse Hill - McGraths Hill	Secondary	M	2398
Rouse Hill - McGraths Hill	Technical or Further Educational Institution	F	714
Rouse Hill - McGraths Hill	Technical or Further Educational Institution	M	667
Rouse Hill - McGraths Hill	University or other tertiary	F	1613
Rouse Hill - McGraths Hill	University or other tertiary	M	1208
Blacktown		F	4986
Blacktown		M	5198
Blacktown	Infants/Primary	F	5802
Blacktown	Infants/Primary	M	6127
Blacktown	Pre-school	F	1376
Blacktown	Pre-school	M	1559
Blacktown	Secondary	F	4308
Blacktown	Secondary	M	4648
Blacktown	Technical or Further Educational Institution	F	2220
Blacktown	Technical or Further Educational Institution	M	1953
Blacktown	University or other tertiary	F	3985
Blacktown	University or other tertiary	M	3148
Blacktown - North		F	3065
Blacktown - North		M	4478
Blacktown - North	Infants/Primary	F	8075
Blacktown - North	Infants/Primary	M	8491
Blacktown - North	Pre-school	F	1981
Blacktown - North	Pre-school	M	2119
Blacktown - North	Secondary	F	5300
Blacktown - North	Secondary	M	5519
Blacktown - North	Technical or Further Educational Institution	F	1836
Blacktown - North	Technical or Further Educational Institution	M	1454
Blacktown - North	University or other tertiary	F	3972
Blacktown - North	University or other tertiary	M	3153
Mount Druitt		F	5131
Mount Druitt		M	4887
Mount Druitt	Infants/Primary	F	5759
Mount Druitt	Infants/Primary	M	5861
Mount Druitt	Pre-school	F	1085
Mount Druitt	Pre-school	M	1190
Mount Druitt	Secondary	F	4298
Mount Druitt	Secondary	M	4325
Mount Druitt	Technical or Further Educational Institution	F	1716
Mount Druitt	Technical or Further Educational Institution	M	1244
Mount Druitt	University or other tertiary	F	2580
Mount Druitt	University or other tertiary	M	1907
Botany		F	2308
Botany		M	2374
Botany	Infants/Primary	F	1752
Botany	Infants/Primary	M	1835
Botany	Pre-school	F	510
Botany	Pre-school	M	537
Botany	Secondary	F	1378
Botany	Secondary	M	1461
Botany	Technical or Further Educational Institution	F	1140
Botany	Technical or Further Educational Institution	M	995
Botany	University or other tertiary	F	2188
Botany	University or other tertiary	M	1990
Marrickville - Sydenham - Petersham		F	1438
Marrickville - Sydenham - Petersham		M	1613
Marrickville - Sydenham - Petersham	Infants/Primary	F	1487
Marrickville - Sydenham - Petersham	Infants/Primary	M	1612
Marrickville - Sydenham - Petersham	Pre-school	F	416
Marrickville - Sydenham - Petersham	Pre-school	M	475
Marrickville - Sydenham - Petersham	Secondary	F	1194
Marrickville - Sydenham - Petersham	Secondary	M	1315
Marrickville - Sydenham - Petersham	Technical or Further Educational Institution	F	799
Marrickville - Sydenham - Petersham	Technical or Further Educational Institution	M	711
Marrickville - Sydenham - Petersham	University or other tertiary	F	2203
Marrickville - Sydenham - Petersham	University or other tertiary	M	1643
Sydney Inner City		F	10231
Sydney Inner City		M	11023
Sydney Inner City	Infants/Primary	F	2983
Sydney Inner City	Infants/Primary	M	3047
Sydney Inner City	Pre-school	F	1044
Sydney Inner City	Pre-school	M	1161
Sydney Inner City	Secondary	F	2071
Sydney Inner City	Secondary	M	2063
Sydney Inner City	Technical or Further Educational Institution	F	4695
Sydney Inner City	Technical or Further Educational Institution	M	3797
Sydney Inner City	University or other tertiary	F	12579
Sydney Inner City	University or other tertiary	M	11146
Eastern Suburbs - North		F	4582
Eastern Suburbs - North		M	3994
Eastern Suburbs - North	Infants/Primary	F	4127
Eastern Suburbs - North	Infants/Primary	M	4276
Eastern Suburbs - North	Pre-school	F	1222
Eastern Suburbs - North	Pre-school	M	1282
Eastern Suburbs - North	Secondary	F	3623
Eastern Suburbs - North	Secondary	M	3642
Eastern Suburbs - North	Technical or Further Educational Institution	F	1554
