SA3_NAME21	AgeStudent	Sex	students
Penrith	25+	F	3576
Penrith	25+	M	1930
Richmond - Windsor	0-4	F	323
Richmond - Windsor	0-4	M	353
Richmond - Windsor	5-14	F	2071
Richmond - Windsor	5-14	M	2154
Richmond - Windsor	15-19	F	791
Richmond - Windsor	15-19	M	802
Richmond - Windsor	20-24	F	397
Richmond - Windsor	20-24	M	304
Richmond - Windsor	25+	F	870
Richmond - Windsor	25+	M	411
St Marys	0-4	F	505
St Marys	0-4	M	524
St Marys	5-14	F	3456
St Marys	5-14	M	3709
St Marys	15-19	F	1241
St Marys	15-19	M	1272
St Marys	20-24	F	607
St Marys	20-24	M	513
St Marys	25+	F	1191
St Marys	25+	M	679
Auburn	0-4	F	738
Auburn	0-4	M	777
Auburn	5-14	F	4568
Auburn	5-14	M	4636
Auburn	15-19	F	1779
Auburn	15-19	M	1754
Auburn	20-24	F	2472
Auburn	20-24	M	2779
Auburn	25+	F	3980
Auburn	25+	M	3719
Carlingford	0-4	F	671
Carlingford	0-4	M	732
Carlingford	5-14	F	4585
Carlingford	5-14	M	5115
Carlingford	15-19	F	1741
Carlingford	15-19	M	1936
Carlingford	20-24	F	1107
Carlingford	20-24	M	1234
Carlingford	25+	F	2040
Carlingford	25+	M	1443
Merrylands - Guildford	0-4	F	1319
Merrylands - Guildford	0-4	M	1444
