SA3_NAME16	Age5yr	Indigenous	persons
Snowy Mountains	50-54	1	29
Snowy Mountains	55-59		96
Snowy Mountains	55-59	0	1360
Snowy Mountains	55-59	1	28
Snowy Mountains	60-64		104
Snowy Mountains	60-64	0	1419
Snowy Mountains	60-64	1	26
Snowy Mountains	65+		280
Snowy Mountains	65+	0	3823
Snowy Mountains	65+	1	41
South Coast	0-4		228
South Coast	0-4	0	2536
South Coast	0-4	1	409
South Coast	5-9		264
South Coast	5-9	0	2951
South Coast	5-9	1	434
South Coast	10-14		335
South Coast	10-14	0	3460
South Coast	10-14	1	459
South Coast	15-19		311
South Coast	15-19	0	2984
South Coast	15-19	1	368
South Coast	20-24		217
South Coast	20-24	0	2152
South Coast	20-24	1	264
South Coast	25-29		203
South Coast	25-29	0	2539
South Coast	25-29	1	249
South Coast	30-34		235
South Coast	30-34	0	2829
South Coast	30-34	1	168
South Coast	35-39		247
South Coast	35-39	0	3023
South Coast	35-39	1	195
South Coast	40-44		243
South Coast	40-44	0	3017
South Coast	40-44	1	190
South Coast	45-49		320
South Coast	45-49	0	3692
South Coast	45-49	1	198
South Coast	50-54		328
South Coast	50-54	0	4381
South Coast	50-54	1	202
South Coast	55-59		417
South Coast	55-59	0	5325
South Coast	55-59	1	216
South Coast	60-64		415
South Coast	60-64	0	6767
South Coast	60-64	1	176
South Coast	65+		1505
South Coast	65+	0	21948
South Coast	65+	1	319
Goulburn - Mulwaree	0-4		141
Goulburn - Mulwaree	0-4	0	1840
Goulburn - Mulwaree	0-4	1	186
Goulburn - Mulwaree	5-9		166
Goulburn - Mulwaree	5-9	0	1904
Goulburn - Mulwaree	5-9	1	212
Goulburn - Mulwaree	10-14		182
Goulburn - Mulwaree	10-14	0	1937
Goulburn - Mulwaree	10-14	1	207
Goulburn - Mulwaree	15-19		144
Goulburn - Mulwaree	15-19	0	1797
Goulburn - Mulwaree	15-19	1	177
Goulburn - Mulwaree	20-24		102
Goulburn - Mulwaree	20-24	0	1677
Goulburn - Mulwaree	20-24	1	164
Goulburn - Mulwaree	25-29		144
Goulburn - Mulwaree	25-29	0	1967
Goulburn - Mulwaree	25-29	1	125
Goulburn - Mulwaree	30-34		134
Goulburn - Mulwaree	30-34	0	2105
Goulburn - Mulwaree	30-34	1	119
Goulburn - Mulwaree	35-39		142
Goulburn - Mulwaree	35-39	0	2004
Goulburn - Mulwaree	35-39	1	103
Goulburn - Mulwaree	40-44		132
Goulburn - Mulwaree	40-44	0	1872
Goulburn - Mulwaree	40-44	1	77
Goulburn - Mulwaree	45-49		134
Goulburn - Mulwaree	45-49	0	2095
Goulburn - Mulwaree	45-49	1	98
Goulburn - Mulwaree	50-54		126
Goulburn - Mulwaree	50-54	0	2224
Goulburn - Mulwaree	50-54	1	107
Goulburn - Mulwaree	55-59		166
Goulburn - Mulwaree	55-59	0	2548
Goulburn - Mulwaree	55-59	1	70
Goulburn - Mulwaree	60-64		157
Goulburn - Mulwaree	60-64	0	2456
Goulburn - Mulwaree	60-64	1	58
Goulburn - Mulwaree	65+		487
Goulburn - Mulwaree	65+	0	7799
Goulburn - Mulwaree	65+	1	110
Young - Yass	0-4		113
Young - Yass	0-4	0	1890
Young - Yass	0-4	1	157
Young - Yass	5-9		145
Young - Yass	5-9	0	2207
Young - Yass	5-9	1	193
Young - Yass	10-14		168
Young - Yass	10-14	0	2339
Young - Yass	10-14	1	186
Young - Yass	15-19		122
Young - Yass	15-19	0	2039
Young - Yass	15-19	1	169
Young - Yass	20-24		103
Young - Yass	20-24	0	1498
Young - Yass	20-24	1	110
Young - Yass	25-29		107
Young - Yass	25-29	0	1573
Young - Yass	25-29	1	100
Young - Yass	30-34		126
Young - Yass	30-34	0	1744
Young - Yass	30-34	1	76
Young - Yass	35-39		114
Young - Yass	35-39	0	1946
Young - Yass	35-39	1	73
Young - Yass	40-44		154
Young - Yass	40-44	0	1996
Young - Yass	40-44	1	75
Young - Yass	45-49		128
Young - Yass	45-49	0	2317
Young - Yass	45-49	1	78
Young - Yass	50-54		161
Young - Yass	50-54	0	2454
Young - Yass	50-54	1	99
Young - Yass	55-59		167
Young - Yass	55-59	0	2429
Young - Yass	55-59	1	77
Young - Yass	60-64		168
Young - Yass	60-64	0	2391
Young - Yass	60-64	1	57
Young - Yass	65+		534
Young - Yass	65+	0	7441
Young - Yass	65+	1	134
Gosford	0-4		357
Gosford	0-4	0	8388
Gosford	0-4	1	657
Gosford	5-9		425
Gosford	5-9	0	9532
Gosford	5-9	1	709
Gosford	10-14		462
Gosford	10-14	0	9934
Gosford	10-14	1	718
Gosford	15-19		395
Gosford	15-19	0	9187
Gosford	15-19	1	647
Gosford	20-24		368
Gosford	20-24	0	8152
Gosford	20-24	1	555
Gosford	25-29		432
Gosford	25-29	0	7820
Gosford	25-29	1	427
Gosford	30-34		434
Gosford	30-34	0	8784
Gosford	30-34	1	407
Gosford	35-39		424
Gosford	35-39	0	9984
Gosford	35-39	1	331
Gosford	40-44		437
Gosford	40-44	0	10255
Gosford	40-44	1	298
Gosford	45-49		455
Gosford	45-49	0	10881
Gosford	45-49	1	302
Gosford	50-54		422
Gosford	50-54	0	10989
Gosford	50-54	1	296
Gosford	55-59		462
Gosford	55-59	0	11052
Gosford	55-59	1	314
Gosford	60-64		406
Gosford	60-64	0	11234
Gosford	60-64	1	242
Gosford	65+		1871
Gosford	65+	0	38544
Gosford	65+	1	421
Wyong	0-4		407
Wyong	0-4	0	8323
Wyong	0-4	1	1280
Wyong	5-9		549
Wyong	5-9	0	8613
Wyong	5-9	1	1262
Wyong	10-14		534
Wyong	10-14	0	8958
Wyong	10-14	1	1233
Wyong	15-19		481
Wyong	15-19	0	8452
Wyong	15-19	1	1114
Wyong	20-24		442
Wyong	20-24	0	8050
Wyong	20-24	1	922
Wyong	25-29		496
Wyong	25-29	0	8580
Wyong	25-29	1	795
Wyong	30-34		492
Wyong	30-34	0	8818
Wyong	30-34	1	633
Wyong	35-39		514
Wyong	35-39	0	8957
Wyong	35-39	1	578
Wyong	40-44		471
Wyong	40-44	0	8579
Wyong	40-44	1	530
Wyong	45-49		520
Wyong	45-49	0	9299
Wyong	45-49	1	483
Wyong	50-54		453
Wyong	50-54	0	9567
Wyong	50-54	1	514
Wyong	55-59		437
Wyong	55-59	0	9800
Wyong	55-59	1	416
Wyong	60-64		375
Wyong	60-64	0	9816
Wyong	60-64	1	329
Wyong	65+		1879
Wyong	65+	0	33587
Wyong	65+	1	633
Bathurst	0-4		122
Bathurst	0-4	0	2227
Bathurst	0-4	1	397
Bathurst	5-9		185
Bathurst	5-9	0	2514
Bathurst	5-9	1	380
Bathurst	10-14		184
Bathurst	10-14	0	2748
Bathurst	10-14	1	378
Bathurst	15-19		163
Bathurst	15-19	0	2684
Bathurst	15-19	1	317
Bathurst	20-24		188
Bathurst	20-24	0	2602
Bathurst	20-24	1	341
Bathurst	25-29		151
Bathurst	25-29	0	2589
Bathurst	25-29	1	280
Bathurst	30-34		146
Bathurst	30-34	0	2794
Bathurst	30-34	1	263
Bathurst	35-39		156
Bathurst	35-39	0	2640
Bathurst	35-39	1	176
Bathurst	40-44		171
Bathurst	40-44	0	2422
Bathurst	40-44	1	178
Bathurst	45-49		163
Bathurst	45-49	0	2652
Bathurst	45-49	1	189
Bathurst	50-54		173
Bathurst	50-54	0	2796
Bathurst	50-54	1	155
Bathurst	55-59		147
Bathurst	55-59	0	2823
Bathurst	55-59	1	95
Bathurst	60-64		171
Bathurst	60-64	0	2834
Bathurst	60-64	1	95
Bathurst	65+		531
Bathurst	65+	0	8760
Bathurst	65+	1	170
Lachlan Valley	0-4		240
Lachlan Valley	0-4	0	2258
Lachlan Valley	0-4	1	711
Lachlan Valley	5-9		339
Lachlan Valley	5-9	0	2465
Lachlan Valley	5-9	1	711
Lachlan Valley	10-14		314
Lachlan Valley	10-14	0	2695
Lachlan Valley	10-14	1	702
Lachlan Valley	15-19		272
Lachlan Valley	15-19	0	2263
Lachlan Valley	15-19	1	574
Lachlan Valley	20-24		248
Lachlan Valley	20-24	0	1991
Lachlan Valley	20-24	1	440
Lachlan Valley	25-29		226
Lachlan Valley	25-29	0	2280
Lachlan Valley	25-29	1	417
Lachlan Valley	30-34		273
Lachlan Valley	30-34	0	2279
Lachlan Valley	30-34	1	299
Lachlan Valley	35-39		267
Lachlan Valley	35-39	0	2294
Lachlan Valley	35-39	1	295
Lachlan Valley	40-44		248
Lachlan Valley	40-44	0	2333
Lachlan Valley	40-44	1	264
Lachlan Valley	45-49		247
Lachlan Valley	45-49	0	2514
Lachlan Valley	45-49	1	288
Lachlan Valley	50-54		286
Lachlan Valley	50-54	0	2810
Lachlan Valley	50-54	1	296
Lachlan Valley	55-59		318
Lachlan Valley	55-59	0	3134
Lachlan Valley	55-59	1	308
Lachlan Valley	60-64		271
Lachlan Valley	60-64	0	3282
Lachlan Valley	60-64	1	255
Lachlan Valley	65+		861
Lachlan Valley	65+	0	11667
Lachlan Valley	65+	1	468
Lithgow - Mudgee	0-4		153
Lithgow - Mudgee	0-4	0	2020
Lithgow - Mudgee	0-4	1	370
Lithgow - Mudgee	5-9		237
Lithgow - Mudgee	5-9	0	2432
Lithgow - Mudgee	5-9	1	415
Lithgow - Mudgee	10-14		273
Lithgow - Mudgee	10-14	0	2434
Lithgow - Mudgee	10-14	1	394
Lithgow - Mudgee	15-19		182
Lithgow - Mudgee	15-19	0	2093
Lithgow - Mudgee	15-19	1	330
Lithgow - Mudgee	20-24		134
Lithgow - Mudgee	20-24	0	1768
Lithgow - Mudgee	20-24	1	239
Lithgow - Mudgee	25-29		166
Lithgow - Mudgee	25-29	0	2133
Lithgow - Mudgee	25-29	1	253
Lithgow - Mudgee	30-34		203
Lithgow - Mudgee	30-34	0	2368
Lithgow - Mudgee	30-34	1	226
Lithgow - Mudgee	35-39		195
Lithgow - Mudgee	35-39	0	2326
Lithgow - Mudgee	35-39	1	172
Lithgow - Mudgee	40-44		209
Lithgow - Mudgee	40-44	0	2187
Lithgow - Mudgee	40-44	1	154
Lithgow - Mudgee	45-49		200
Lithgow - Mudgee	45-49	0	2517
Lithgow - Mudgee	45-49	1	185
Lithgow - Mudgee	50-54		215
Lithgow - Mudgee	50-54	0	2790
Lithgow - Mudgee	50-54	1	181
Lithgow - Mudgee	55-59		238
Lithgow - Mudgee	55-59	0	3038
Lithgow - Mudgee	55-59	1	177
Lithgow - Mudgee	60-64		227
Lithgow - Mudgee	60-64	0	3064
Lithgow - Mudgee	60-64	1	124
Lithgow - Mudgee	65+		716
Lithgow - Mudgee	65+	0	9843
Lithgow - Mudgee	65+	1	268
Orange	0-4		197
Orange	0-4	0	3374
Orange	0-4	1	495
Orange	5-9		232
Orange	5-9	0	3673
Orange	5-9	1	530
Orange	10-14		240
Orange	10-14	0	3760
Orange	10-14	1	561
Orange	15-19		191
Orange	15-19	0	3160
Orange	15-19	1	454
Orange	20-24		203
Orange	20-24	0	2621
Orange	20-24	1	394
Orange	25-29		186
Orange	25-29	0	3128
Orange	25-29	1	307
Orange	30-34		212
Orange	30-34	0	3433
Orange	30-34	1	258
Orange	35-39		221
Orange	35-39	0	3513
Orange	35-39	1	219
Orange	40-44		184
Orange	40-44	0	3136
Orange	40-44	1	176
Orange	45-49		213
Orange	45-49	0	3444
Orange	45-49	1	187
Orange	50-54		193
Orange	50-54	0	3309
Orange	50-54	1	210
Orange	55-59		198
Orange	55-59	0	3283
Orange	55-59	1	163
Orange	60-64		183
Orange	60-64	0	3384
Orange	60-64	1	104
Orange	65+		715
Orange	65+	0	10464
Orange	65+	1	188
Clarence Valley	0-4		159
Clarence Valley	0-4	0	1934
Clarence Valley	0-4	1	453
Clarence Valley	5-9		205
Clarence Valley	5-9	0	2229
Clarence Valley	5-9	1	419
Clarence Valley	10-14		228
Clarence Valley	10-14	0	2431
Clarence Valley	10-14	1	508
Clarence Valley	15-19		193
Clarence Valley	15-19	0	2130
Clarence Valley	15-19	1	389
Clarence Valley	20-24		165
Clarence Valley	20-24	0	1801
Clarence Valley	20-24	1	397
Clarence Valley	25-29		165
Clarence Valley	25-29	0	1926
Clarence Valley	25-29	1	345
Clarence Valley	30-34		183
Clarence Valley	30-34	0	2256
Clarence Valley	30-34	1	296
Clarence Valley	35-39		176
Clarence Valley	35-39	0	2242
Clarence Valley	35-39	1	256
Clarence Valley	40-44		208
Clarence Valley	40-44	0	2277
Clarence Valley	40-44	1	192
Clarence Valley	45-49		227
Clarence Valley	45-49	0	2669
Clarence Valley	45-49	1	224
Clarence Valley	50-54		203
Clarence Valley	50-54	0	2912
Clarence Valley	50-54	1	227
Clarence Valley	55-59		243
Clarence Valley	55-59	0	3491
Clarence Valley	55-59	1	199
Clarence Valley	60-64		244
Clarence Valley	60-64	0	3986
Clarence Valley	60-64	1	154
Clarence Valley	65+		725
Clarence Valley	65+	0	13698
Clarence Valley	65+	1	313
Coffs Harbour	0-4		242
Coffs Harbour	0-4	0	3848
Coffs Harbour	0-4	1	541
Coffs Harbour	5-9		299
Coffs Harbour	5-9	0	4622
Coffs Harbour	5-9	1	599
Coffs Harbour	10-14		380
Coffs Harbour	10-14	0	5126
Coffs Harbour	10-14	1	619
Coffs Harbour	15-19		314
Coffs Harbour	15-19	0	4419
Coffs Harbour	15-19	1	501
Coffs Harbour	20-24		214
Coffs Harbour	20-24	0	3395
Coffs Harbour	20-24	1	398
Coffs Harbour	25-29		328
Coffs Harbour	25-29	0	4027
Coffs Harbour	25-29	1	330
Coffs Harbour	30-34		338
Coffs Harbour	30-34	0	4533
Coffs Harbour	30-34	1	319
Coffs Harbour	35-39		319
Coffs Harbour	35-39	0	4801
Coffs Harbour	35-39	1	290
Coffs Harbour	40-44		344
Coffs Harbour	40-44	0	4611
Coffs Harbour	40-44	1	256
Coffs Harbour	45-49		326
Coffs Harbour	45-49	0	5164
Coffs Harbour	45-49	1	263
Coffs Harbour	50-54		323
Coffs Harbour	50-54	0	5315
Coffs Harbour	50-54	1	260
Coffs Harbour	55-59		314
Coffs Harbour	55-59	0	5646
Coffs Harbour	55-59	1	216
Coffs Harbour	60-64		307
Coffs Harbour	60-64	0	6231
Coffs Harbour	60-64	1	219
Coffs Harbour	65+		1343
Coffs Harbour	65+	0	20202
Coffs Harbour	65+	1	335
Bourke - Cobar - Coonamble	0-4		231
Bourke - Cobar - Coonamble	0-4	0	741
Bourke - Cobar - Coonamble	0-4	1	516
Bourke - Cobar - Coonamble	5-9		256
Bourke - Cobar - Coonamble	5-9	0	664
Bourke - Cobar - Coonamble	5-9	1	535
Bourke - Cobar - Coonamble	10-14		253
Bourke - Cobar - Coonamble	10-14	0	628
Bourke - Cobar - Coonamble	10-14	1	506
Bourke - Cobar - Coonamble	15-19		208
Bourke - Cobar - Coonamble	15-19	0	548
Bourke - Cobar - Coonamble	15-19	1	463
Bourke - Cobar - Coonamble	20-24		182
Bourke - Cobar - Coonamble	20-24	0	575
Bourke - Cobar - Coonamble	20-24	1	358
Bourke - Cobar - Coonamble	25-29		208
Bourke - Cobar - Coonamble	25-29	0	778
Bourke - Cobar - Coonamble	25-29	1	342
Bourke - Cobar - Coonamble	30-34		221
Bourke - Cobar - Coonamble	30-34	0	896
Bourke - Cobar - Coonamble	30-34	1	327
Bourke - Cobar - Coonamble	35-39		229
Bourke - Cobar - Coonamble	35-39	0	751
Bourke - Cobar - Coonamble	35-39	1	251
Bourke - Cobar - Coonamble	40-44		187
Bourke - Cobar - Coonamble	40-44	0	628
Bourke - Cobar - Coonamble	40-44	1	229
Bourke - Cobar - Coonamble	45-49		164
Bourke - Cobar - Coonamble	45-49	0	701
Bourke - Cobar - Coonamble	45-49	1	292
Bourke - Cobar - Coonamble	50-54		237
Bourke - Cobar - Coonamble	50-54	0	892
Bourke - Cobar - Coonamble	50-54	1	333
Bourke - Cobar - Coonamble	55-59		235
Bourke - Cobar - Coonamble	55-59	0	1004
Bourke - Cobar - Coonamble	55-59	1	302
Bourke - Cobar - Coonamble	60-64		227
Bourke - Cobar - Coonamble	60-64	0	1071
Bourke - Cobar - Coonamble	60-64	1	281
Bourke - Cobar - Coonamble	65+		628
Bourke - Cobar - Coonamble	65+	0	3035
Bourke - Cobar - Coonamble	65+	1	507
Broken Hill and Far West	0-4		90
Broken Hill and Far West	0-4	0	767
Broken Hill and Far West	0-4	1	240
Broken Hill and Far West	5-9		115
Broken Hill and Far West	5-9	0	763
Broken Hill and Far West	5-9	1	280
Broken Hill and Far West	10-14		131
Broken Hill and Far West	10-14	0	787
Broken Hill and Far West	10-14	1	251
Broken Hill and Far West	15-19		110
Broken Hill and Far West	15-19	0	757
Broken Hill and Far West	15-19	1	238
Broken Hill and Far West	20-24		108
Broken Hill and Far West	20-24	0	700
Broken Hill and Far West	20-24	1	207
Broken Hill and Far West	25-29		110
Broken Hill and Far West	25-29	0	944
Broken Hill and Far West	25-29	1	176
Broken Hill and Far West	30-34		117
Broken Hill and Far West	30-34	0	948
Broken Hill and Far West	30-34	1	154
Broken Hill and Far West	35-39		97
Broken Hill and Far West	35-39	0	869
Broken Hill and Far West	35-39	1	149
Broken Hill and Far West	40-44		110
Broken Hill and Far West	40-44	0	804
Broken Hill and Far West	40-44	1	114
Broken Hill and Far West	45-49		97
Broken Hill and Far West	45-49	0	873
Broken Hill and Far West	45-49	1	139
Broken Hill and Far West	50-54		99
Broken Hill and Far West	50-54	0	983
Broken Hill and Far West	50-54	1	136
Broken Hill and Far West	55-59		107
Broken Hill and Far West	55-59	0	1175
Broken Hill and Far West	55-59	1	96
Broken Hill and Far West	60-64		98
Broken Hill and Far West	60-64	0	1319
Broken Hill and Far West	60-64	1	97
Broken Hill and Far West	65+		408
Broken Hill and Far West	65+	0	3986
Broken Hill and Far West	65+	1	148
Dubbo	0-4		457
Dubbo	0-4	0	3191
Dubbo	0-4	1	1365
Dubbo	5-9		516
Dubbo	5-9	0	3081
Dubbo	5-9	1	1407
Dubbo	10-14		542
Dubbo	10-14	0	3259
Dubbo	10-14	1	1328
Dubbo	15-19		427
Dubbo	15-19	0	2678
Dubbo	15-19	1	1113
Dubbo	20-24		367
Dubbo	20-24	0	2526
Dubbo	20-24	1	955
Dubbo	25-29		480
Dubbo	25-29	0	3773
Dubbo	25-29	1	960
Dubbo	30-34		459
Dubbo	30-34	0	3850
Dubbo	30-34	1	755
Dubbo	35-39		425
Dubbo	35-39	0	3498
Dubbo	35-39	1	616
Dubbo	40-44		420
Dubbo	40-44	0	3091
Dubbo	40-44	1	518
Dubbo	45-49		395
Dubbo	45-49	0	3154
Dubbo	45-49	1	552
Dubbo	50-54		404
Dubbo	50-54	0	3412
Dubbo	50-54	1	597
Dubbo	55-59		429
Dubbo	55-59	0	3628
Dubbo	55-59	1	506
Dubbo	60-64		345
Dubbo	60-64	0	3874
Dubbo	60-64	1	431
Dubbo	65+		1310
Dubbo	65+	0	12144
Dubbo	65+	1	839
Lower Hunter	0-4		283
Lower Hunter	0-4	0	4953
Lower Hunter	0-4	1	1073
Lower Hunter	5-9		329
Lower Hunter	5-9	0	5361
Lower Hunter	5-9	1	1040
Lower Hunter	10-14		301
Lower Hunter	10-14	0	5274
Lower Hunter	10-14	1	1084
Lower Hunter	15-19		344
Lower Hunter	15-19	0	4748
Lower Hunter	15-19	1	945
Lower Hunter	20-24		355
Lower Hunter	20-24	0	4652
Lower Hunter	20-24	1	780
Lower Hunter	25-29		342
Lower Hunter	25-29	0	5520
Lower Hunter	25-29	1	710
Lower Hunter	30-34		290
Lower Hunter	30-34	0	5698
Lower Hunter	30-34	1	622
Lower Hunter	35-39		275
Lower Hunter	35-39	0	5546
Lower Hunter	35-39	1	533
Lower Hunter	40-44		266
Lower Hunter	40-44	0	4975
Lower Hunter	40-44	1	465
Lower Hunter	45-49		262
Lower Hunter	45-49	0	5339
Lower Hunter	45-49	1	416
Lower Hunter	50-54		284
Lower Hunter	50-54	0	5648
Lower Hunter	50-54	1	419
Lower Hunter	55-59		280
Lower Hunter	55-59	0	5488
Lower Hunter	55-59	1	331
Lower Hunter	60-64		248
Lower Hunter	60-64	0	5602
Lower Hunter	60-64	1	324
Lower Hunter	65+		783
Lower Hunter	65+	0	15274
Lower Hunter	65+	1	467
Maitland	0-4		188
Maitland	0-4	0	5037
Maitland	0-4	1	787
Maitland	5-9		231
Maitland	5-9	0	5287
Maitland	5-9	1	811
Maitland	10-14		239
Maitland	10-14	0	5207
Maitland	10-14	1	800
Maitland	15-19		168
Maitland	15-19	0	4532
Maitland	15-19	1	635
Maitland	20-24		195
Maitland	20-24	0	4579
Maitland	20-24	1	520
Maitland	25-29		216
Maitland	25-29	0	5346
Maitland	25-29	1	444
Maitland	30-34		243
Maitland	30-34	0	5818
Maitland	30-34	1	436
Maitland	35-39		239
Maitland	35-39	0	5548
Maitland	35-39	1	351
Maitland	40-44		203
Maitland	40-44	0	5091
Maitland	40-44	1	282
Maitland	45-49		160
Maitland	45-49	0	4879
Maitland	45-49	1	306
Maitland	50-54		151
Maitland	50-54	0	4833
Maitland	50-54	1	258
Maitland	55-59		154
Maitland	55-59	0	4448
Maitland	55-59	1	201
Maitland	60-64		138
Maitland	60-64	0	4404
Maitland	60-64	1	159
Maitland	65+		482
Maitland	65+	0	12726
Maitland	65+	1	276
Port Stephens	0-4		126
Port Stephens	0-4	0	2851
Port Stephens	0-4	1	500
Port Stephens	5-9		222
Port Stephens	5-9	0	3434
Port Stephens	5-9	1	623
Port Stephens	10-14		205
Port Stephens	10-14	0	3951
Port Stephens	10-14	1	603
Port Stephens	15-19		187
Port Stephens	15-19	0	3627
Port Stephens	15-19	1	529
Port Stephens	20-24		172
Port Stephens	20-24	0	2999
Port Stephens	20-24	1	382
Port Stephens	25-29		153
Port Stephens	25-29	0	2812
Port Stephens	25-29	1	334
Port Stephens	30-34		182
Port Stephens	30-34	0	3078
Port Stephens	30-34	1	287
Port Stephens	35-39		162
Port Stephens	35-39	0	3367
Port Stephens	35-39	1	237
Port Stephens	40-44		191
Port Stephens	40-44	0	3474
Port Stephens	40-44	1	206
Port Stephens	45-49		227
Port Stephens	45-49	0	4140
Port Stephens	45-49	1	264
Port Stephens	50-54		207
Port Stephens	50-54	0	4318
Port Stephens	50-54	1	219
Port Stephens	55-59		243
Port Stephens	55-59	0	4933
Port Stephens	55-59	1	232
Port Stephens	60-64		233
Port Stephens	60-64	0	5483
Port Stephens	60-64	1	177
Port Stephens	65+		1029
Port Stephens	65+	0	19469
Port Stephens	65+	1	351
Upper Hunter	0-4		97
Upper Hunter	0-4	0	1336
Upper Hunter	0-4	1	351
Upper Hunter	5-9		130
Upper Hunter	5-9	0	1641
Upper Hunter	5-9	1	364
Upper Hunter	10-14		142
Upper Hunter	10-14	0	1708
Upper Hunter	10-14	1	338
Upper Hunter	15-19		108
Upper Hunter	15-19	0	1477
Upper Hunter	15-19	1	287
Upper Hunter	20-24		81
Upper Hunter	20-24	0	1248
Upper Hunter	20-24	1	212
Upper Hunter	25-29		103
Upper Hunter	25-29	0	1556
Upper Hunter	25-29	1	214
Upper Hunter	30-34		153
Upper Hunter	30-34	0	1735
Upper Hunter	30-34	1	197
Upper Hunter	35-39		115
Upper Hunter	35-39	0	1666
Upper Hunter	35-39	1	180
Upper Hunter	40-44		122
Upper Hunter	40-44	0	1607
Upper Hunter	40-44	1	135
Upper Hunter	45-49		132
Upper Hunter	45-49	0	1724
Upper Hunter	45-49	1	125
Upper Hunter	50-54		100
Upper Hunter	50-54	0	1698
Upper Hunter	50-54	1	118
Upper Hunter	55-59		129
Upper Hunter	55-59	0	1804
Upper Hunter	55-59	1	119
Upper Hunter	60-64		86
Upper Hunter	60-64	0	1668
Upper Hunter	60-64	1	93
Upper Hunter	65+		284
Upper Hunter	65+	0	5019
Upper Hunter	65+	1	150
Dapto - Port Kembla	0-4		193
Dapto - Port Kembla	0-4	0	4305
Dapto - Port Kembla	0-4	1	451
Dapto - Port Kembla	5-9		235
Dapto - Port Kembla	5-9	0	4455
Dapto - Port Kembla	5-9	1	425
Dapto - Port Kembla	10-14		205
Dapto - Port Kembla	10-14	0	4463
Dapto - Port Kembla	10-14	1	439
Dapto - Port Kembla	15-19		195
Dapto - Port Kembla	15-19	0	4282
Dapto - Port Kembla	15-19	1	358
Dapto - Port Kembla	20-24		160
Dapto - Port Kembla	20-24	0	4313
Dapto - Port Kembla	20-24	1	284
Dapto - Port Kembla	25-29		234
Dapto - Port Kembla	25-29	0	4322
Dapto - Port Kembla	25-29	1	270
Dapto - Port Kembla	30-34		216
Dapto - Port Kembla	30-34	0	4688
Dapto - Port Kembla	30-34	1	229
Dapto - Port Kembla	35-39		211
Dapto - Port Kembla	35-39	0	4680
Dapto - Port Kembla	35-39	1	207
Dapto - Port Kembla	40-44		194
Dapto - Port Kembla	40-44	0	4448
Dapto - Port Kembla	40-44	1	161
Dapto - Port Kembla	45-49		199
Dapto - Port Kembla	45-49	0	4676
Dapto - Port Kembla	45-49	1	158
Dapto - Port Kembla	50-54		156
Dapto - Port Kembla	50-54	0	4514
Dapto - Port Kembla	50-54	1	143
Dapto - Port Kembla	55-59		140
Dapto - Port Kembla	55-59	0	4706
Dapto - Port Kembla	55-59	1	133
Dapto - Port Kembla	60-64		145
Dapto - Port Kembla	60-64	0	4591
Dapto - Port Kembla	60-64	1	110
Dapto - Port Kembla	65+		576
Dapto - Port Kembla	65+	0	14739
