SA3_NAME16	Age5yr	ChildrenEverBorn	females
South Coast	20-24	1	127
South Coast	20-24	2	69
South Coast	20-24	3	11
South Coast	20-24	6	3
South Coast	25-29		122
South Coast	25-29	0	766
South Coast	25-29	1	280
South Coast	25-29	2	190
South Coast	25-29	3	70
South Coast	25-29	4	27
South Coast	25-29	5	12
South Coast	25-29	6	3
South Coast	30-34		160
South Coast	30-34	0	526
South Coast	30-34	1	318
South Coast	30-34	2	421
South Coast	30-34	3	200
South Coast	30-34	4	62
South Coast	30-34	5	28
South Coast	30-34	6	12
South Coast	35-39		145
South Coast	35-39	0	305
South Coast	35-39	1	248
South Coast	35-39	2	597
South Coast	35-39	3	313
South Coast	35-39	4	102
South Coast	35-39	5	35
South Coast	35-39	6	23
South Coast	40-44		137
South Coast	40-44	0	304
South Coast	40-44	1	220
South Coast	40-44	2	628
South Coast	40-44	3	351
South Coast	40-44	4	142
South Coast	40-44	5	51
South Coast	40-44	6	27
South Coast	45-49		182
South Coast	45-49	0	305
South Coast	45-49	1	273
South Coast	45-49	2	736
South Coast	45-49	3	423
South Coast	45-49	4	167
South Coast	45-49	5	59
South Coast	45-49	6	40
South Coast	50-54		191
South Coast	50-54	0	440
South Coast	50-54	1	317
South Coast	50-54	2	859
South Coast	50-54	3	480
South Coast	50-54	4	205
South Coast	50-54	5	63
South Coast	50-54	6	40
South Coast	55-59		238
South Coast	55-59	0	541
South Coast	55-59	1	393
South Coast	55-59	2	1067
South Coast	55-59	3	635
South Coast	55-59	4	227
South Coast	55-59	5	68
South Coast	55-59	6	36
South Coast	60-64		248
South Coast	60-64	0	635
South Coast	60-64	1	402
South Coast	60-64	2	1295
South Coast	60-64	3	833
South Coast	60-64	4	306
South Coast	60-64	5	78
South Coast	60-64	6	42
South Coast	65-69		251
South Coast	65-69	0	504
South Coast	65-69	1	383
South Coast	65-69	2	1341
South Coast	65-69	3	822
South Coast	65-69	4	315
South Coast	65-69	5	82
South Coast	65-69	6	39
South Coast	70-74		236
South Coast	70-74	0	353
South Coast	70-74	1	265
South Coast	70-74	2	1217
South Coast	70-74	3	711
South Coast	70-74	4	327
South Coast	70-74	5	70
South Coast	70-74	6	42
South Coast	75-79		184
South Coast	75-79	0	209
South Coast	75-79	1	151
South Coast	75-79	2	774
South Coast	75-79	3	506
South Coast	75-79	4	246
South Coast	75-79	5	63
South Coast	75-79	6	47
South Coast	80-84		171
South Coast	80-84	0	97
South Coast	80-84	1	72
South Coast	80-84	2	375
South Coast	80-84	3	385
South Coast	80-84	4	208
South Coast	80-84	5	78
South Coast	80-84	6	56
South Coast	85+		227
South Coast	85+	0	101
South Coast	85+	1	107
South Coast	85+	2	327
South Coast	85+	3	338
South Coast	85+	4	239
South Coast	85+	5	106
South Coast	85+	6	95
Goulburn - Mulwaree	15-19		104
Goulburn - Mulwaree	15-19	0	892
Goulburn - Mulwaree	15-19	1	4
Goulburn - Mulwaree	20-24		75
Goulburn - Mulwaree	20-24	0	681
Goulburn - Mulwaree	20-24	1	84
Goulburn - Mulwaree	20-24	2	40
Goulburn - Mulwaree	20-24	3	9
Goulburn - Mulwaree	25-29		95
Goulburn - Mulwaree	25-29	0	551
Goulburn - Mulwaree	25-29	1	199
Goulburn - Mulwaree	25-29	2	164
Goulburn - Mulwaree	25-29	3	50
Goulburn - Mulwaree	25-29	4	18
Goulburn - Mulwaree	25-29	5	7
Goulburn - Mulwaree	25-29	6	5
Goulburn - Mulwaree	30-34		78
Goulburn - Mulwaree	30-34	0	331
Goulburn - Mulwaree	30-34	1	238
Goulburn - Mulwaree	30-34	2	327
Goulburn - Mulwaree	30-34	3	129
Goulburn - Mulwaree	30-34	4	50
Goulburn - Mulwaree	30-34	5	10
Goulburn - Mulwaree	30-34	6	13
Goulburn - Mulwaree	35-39		93
Goulburn - Mulwaree	35-39	0	203
Goulburn - Mulwaree	35-39	1	151
Goulburn - Mulwaree	35-39	2	369
Goulburn - Mulwaree	35-39	3	219
Goulburn - Mulwaree	35-39	4	65
Goulburn - Mulwaree	35-39	5	25
Goulburn - Mulwaree	35-39	6	12
Goulburn - Mulwaree	40-44		78
Goulburn - Mulwaree	40-44	0	161
Goulburn - Mulwaree	40-44	1	118
Goulburn - Mulwaree	40-44	2	332
Goulburn - Mulwaree	40-44	3	208
Goulburn - Mulwaree	40-44	4	93
Goulburn - Mulwaree	40-44	5	33
Goulburn - Mulwaree	40-44	6	22
Goulburn - Mulwaree	45-49		83
Goulburn - Mulwaree	45-49	0	159
Goulburn - Mulwaree	45-49	1	148
Goulburn - Mulwaree	45-49	2	372
Goulburn - Mulwaree	45-49	3	246
Goulburn - Mulwaree	45-49	4	115
Goulburn - Mulwaree	45-49	5	42
Goulburn - Mulwaree	45-49	6	16
Goulburn - Mulwaree	50-54		65
Goulburn - Mulwaree	50-54	0	192
Goulburn - Mulwaree	50-54	1	129
Goulburn - Mulwaree	50-54	2	423
Goulburn - Mulwaree	50-54	3	277
Goulburn - Mulwaree	50-54	4	94
Goulburn - Mulwaree	50-54	5	38
Goulburn - Mulwaree	50-54	6	24
Goulburn - Mulwaree	55-59		81
Goulburn - Mulwaree	55-59	0	173
Goulburn - Mulwaree	55-59	1	157
Goulburn - Mulwaree	55-59	2	449
Goulburn - Mulwaree	55-59	3	328
Goulburn - Mulwaree	55-59	4	121
Goulburn - Mulwaree	55-59	5	37
Goulburn - Mulwaree	55-59	6	22
Goulburn - Mulwaree	60-64		94
Goulburn - Mulwaree	60-64	0	170
Goulburn - Mulwaree	60-64	1	134
Goulburn - Mulwaree	60-64	2	426
Goulburn - Mulwaree	60-64	3	301
Goulburn - Mulwaree	60-64	4	129
Goulburn - Mulwaree	60-64	5	39
Goulburn - Mulwaree	60-64	6	24
Goulburn - Mulwaree	65-69		94
Goulburn - Mulwaree	65-69	0	156
Goulburn - Mulwaree	65-69	1	115
Goulburn - Mulwaree	65-69	2	392
Goulburn - Mulwaree	65-69	3	315
Goulburn - Mulwaree	65-69	4	160
Goulburn - Mulwaree	65-69	5	31
Goulburn - Mulwaree	65-69	6	22
Goulburn - Mulwaree	70-74		112
Goulburn - Mulwaree	70-74	0	113
Goulburn - Mulwaree	70-74	1	89
Goulburn - Mulwaree	70-74	2	355
Goulburn - Mulwaree	70-74	3	270
Goulburn - Mulwaree	70-74	4	136
Goulburn - Mulwaree	70-74	5	34
Goulburn - Mulwaree	70-74	6	14
Goulburn - Mulwaree	75-79		62
Goulburn - Mulwaree	75-79	0	81
Goulburn - Mulwaree	75-79	1	61
Goulburn - Mulwaree	75-79	2	235
Goulburn - Mulwaree	75-79	3	202
Goulburn - Mulwaree	75-79	4	125
Goulburn - Mulwaree	75-79	5	47
Goulburn - Mulwaree	75-79	6	21
Goulburn - Mulwaree	80-84		55
Goulburn - Mulwaree	80-84	0	54
Goulburn - Mulwaree	80-84	1	26
Goulburn - Mulwaree	80-84	2	140
Goulburn - Mulwaree	80-84	3	133
Goulburn - Mulwaree	80-84	4	77
Goulburn - Mulwaree	80-84	5	36
Goulburn - Mulwaree	80-84	6	23
Goulburn - Mulwaree	85+		70
Goulburn - Mulwaree	85+	0	54
Goulburn - Mulwaree	85+	1	46
Goulburn - Mulwaree	85+	2	140
Goulburn - Mulwaree	85+	3	137
Goulburn - Mulwaree	85+	4	88
Goulburn - Mulwaree	85+	5	35
Goulburn - Mulwaree	85+	6	44
Young - Yass	15-19		92
Young - Yass	15-19	0	1036
Young - Yass	15-19	1	13
Young - Yass	20-24		84
Young - Yass	20-24	0	660
Young - Yass	20-24	1	91
Young - Yass	20-24	2	21
Young - Yass	20-24	3	3
Young - Yass	25-29		65
Young - Yass	25-29	0	470
Young - Yass	25-29	1	183
Young - Yass	25-29	2	142
Young - Yass	25-29	3	50
Young - Yass	25-29	4	20
Young - Yass	25-29	5	3
Young - Yass	30-34		65
Young - Yass	30-34	0	251
Young - Yass	30-34	1	199
Young - Yass	30-34	2	254
Young - Yass	30-34	3	157
Young - Yass	30-34	4	48
Young - Yass	30-34	5	14
Young - Yass	30-34	6	9
Young - Yass	35-39		73
Young - Yass	35-39	0	209
Young - Yass	35-39	1	172
Young - Yass	35-39	2	362
Young - Yass	35-39	3	236
Young - Yass	35-39	4	78
Young - Yass	35-39	5	28
Young - Yass	35-39	6	12
Young - Yass	40-44		75
Young - Yass	40-44	0	152
Young - Yass	40-44	1	129
Young - Yass	40-44	2	379
Young - Yass	40-44	3	272
Young - Yass	40-44	4	110
Young - Yass	40-44	5	30
Young - Yass	40-44	6	26
Young - Yass	45-49		59
Young - Yass	45-49	0	160
Young - Yass	45-49	1	142
Young - Yass	45-49	2	411
Young - Yass	45-49	3	330
Young - Yass	45-49	4	89
Young - Yass	45-49	5	41
Young - Yass	45-49	6	19
Young - Yass	50-54		92
Young - Yass	50-54	0	214
Young - Yass	50-54	1	132
Young - Yass	50-54	2	473
Young - Yass	50-54	3	335
Young - Yass	50-54	4	134
Young - Yass	50-54	5	39
Young - Yass	50-54	6	20
Young - Yass	55-59		93
Young - Yass	55-59	0	164
Young - Yass	55-59	1	117
Young - Yass	55-59	2	407
Young - Yass	55-59	3	310
Young - Yass	55-59	4	141
Young - Yass	55-59	5	42
Young - Yass	55-59	6	23
Young - Yass	60-64		83
Young - Yass	60-64	0	143
Young - Yass	60-64	1	137
Young - Yass	60-64	2	392
Young - Yass	60-64	3	325
Young - Yass	60-64	4	149
Young - Yass	60-64	5	38
Young - Yass	60-64	6	24
Young - Yass	65-69		81
Young - Yass	65-69	0	128
Young - Yass	65-69	1	104
Young - Yass	65-69	2	369
Young - Yass	65-69	3	273
Young - Yass	65-69	4	139
Young - Yass	65-69	5	59
Young - Yass	65-69	6	24
Young - Yass	70-74		105
Young - Yass	70-74	0	107
Young - Yass	70-74	1	74
Young - Yass	70-74	2	351
Young - Yass	70-74	3	311
Young - Yass	70-74	4	148
Young - Yass	70-74	5	62
Young - Yass	70-74	6	31
Young - Yass	75-79		79
Young - Yass	75-79	0	57
Young - Yass	75-79	1	43
Young - Yass	75-79	2	197
Young - Yass	75-79	3	198
Young - Yass	75-79	4	110
Young - Yass	75-79	5	44
Young - Yass	75-79	6	35
Young - Yass	80-84		56
Young - Yass	80-84	0	32
Young - Yass	80-84	1	28
Young - Yass	80-84	2	125
Young - Yass	80-84	3	115
Young - Yass	80-84	4	79
Young - Yass	80-84	5	37
Young - Yass	80-84	6	45
Young - Yass	85+		70
Young - Yass	85+	0	45
Young - Yass	85+	1	26
Young - Yass	85+	2	105
Young - Yass	85+	3	107
Young - Yass	85+	4	96
Young - Yass	85+	5	43
Young - Yass	85+	6	64
Gosford	15-19		364
Gosford	15-19	0	4556
Gosford	15-19	1	21
Gosford	15-19	2	6
Gosford	20-24		296
Gosford	20-24	0	3873
Gosford	20-24	1	226
Gosford	20-24	2	75
Gosford	20-24	3	16
Gosford	20-24	6	4
Gosford	25-29		287
Gosford	25-29	0	2849
Gosford	25-29	1	618
Gosford	25-29	2	373
Gosford	25-29	3	98
Gosford	25-29	4	20
Gosford	25-29	5	6
Gosford	25-29	6	4
Gosford	30-34		262
Gosford	30-34	0	1883
Gosford	30-34	1	1129
Gosford	30-34	2	1137
Gosford	30-34	3	456
Gosford	30-34	4	110
Gosford	30-34	5	22
Gosford	30-34	6	18
Gosford	35-39		253
Gosford	35-39	0	1059
Gosford	35-39	1	1030
Gosford	35-39	2	2081
Gosford	35-39	3	887
Gosford	35-39	4	222
Gosford	35-39	5	65
Gosford	35-39	6	18
Gosford	40-44		262
Gosford	40-44	0	800
Gosford	40-44	1	806
Gosford	40-44	2	2245
Gosford	40-44	3	1103
Gosford	40-44	4	338
Gosford	40-44	5	98
Gosford	40-44	6	41
Gosford	45-49		267
Gosford	45-49	0	878
Gosford	45-49	1	786
Gosford	45-49	2	2329
Gosford	45-49	3	1153
Gosford	45-49	4	389
Gosford	45-49	5	96
Gosford	45-49	6	47
Gosford	50-54		227
Gosford	50-54	0	847
Gosford	50-54	1	852
Gosford	50-54	2	2290
Gosford	50-54	3	1243
Gosford	50-54	4	417
Gosford	50-54	5	109
Gosford	50-54	6	63
Gosford	55-59		287
Gosford	55-59	0	859
Gosford	55-59	1	782
Gosford	55-59	2	2308
Gosford	55-59	3	1342
Gosford	55-59	4	438
Gosford	55-59	5	124
Gosford	55-59	6	68
Gosford	60-64		244
Gosford	60-64	0	812
Gosford	60-64	1	737
Gosford	60-64	2	2386
Gosford	60-64	3	1431
Gosford	60-64	4	491
Gosford	60-64	5	133
Gosford	60-64	6	62
Gosford	65-69		315
Gosford	65-69	0	709
Gosford	65-69	1	660
Gosford	65-69	2	2195
Gosford	65-69	3	1380
Gosford	65-69	4	461
Gosford	65-69	5	99
Gosford	65-69	6	45
Gosford	70-74		374
Gosford	70-74	0	566
Gosford	70-74	1	570
Gosford	70-74	2	2136
Gosford	70-74	3	1356
Gosford	70-74	4	499
Gosford	70-74	5	134
Gosford	70-74	6	55
Gosford	75-79		380
Gosford	75-79	0	390
Gosford	75-79	1	381
Gosford	75-79	2	1488
Gosford	75-79	3	1058
Gosford	75-79	4	391
Gosford	75-79	5	122
Gosford	75-79	6	50
Gosford	80-84		358
Gosford	80-84	0	245
Gosford	80-84	1	223
Gosford	80-84	2	916
Gosford	80-84	3	733
Gosford	80-84	4	386
Gosford	80-84	5	118
Gosford	80-84	6	71
Gosford	85+		693
Gosford	85+	0	301
Gosford	85+	1	262
Gosford	85+	2	870
Gosford	85+	3	785
Gosford	85+	4	426
Gosford	85+	5	161
Gosford	85+	6	146
Wyong	15-19		392
Wyong	15-19	0	4368
Wyong	15-19	1	43
Wyong	15-19	2	4
Wyong	20-24		331
Wyong	20-24	0	3641
Wyong	20-24	1	438
Wyong	20-24	2	174
Wyong	20-24	3	23
Wyong	20-24	4	7
Wyong	25-29		328
Wyong	25-29	0	2702
Wyong	25-29	1	937
Wyong	25-29	2	775
Wyong	25-29	3	241
Wyong	25-29	4	50
Wyong	25-29	5	19
Wyong	25-29	6	5
Wyong	30-34		285
Wyong	30-34	0	1448
Wyong	30-34	1	1105
Wyong	30-34	2	1464
Wyong	30-34	3	617
Wyong	30-34	4	187
Wyong	30-34	5	42
Wyong	30-34	6	23
Wyong	35-39		272
Wyong	35-39	0	861
Wyong	35-39	1	809
Wyong	35-39	2	1898
Wyong	35-39	3	905
Wyong	35-39	4	316
Wyong	35-39	5	93
Wyong	35-39	6	54
Wyong	40-44		274
Wyong	40-44	0	616
Wyong	40-44	1	671
Wyong	40-44	2	1735
Wyong	40-44	3	1038
Wyong	40-44	4	390
Wyong	40-44	5	122
Wyong	40-44	6	86
Wyong	45-49		271
Wyong	45-49	0	659
Wyong	45-49	1	691
Wyong	45-49	2	1942
Wyong	45-49	3	1151
Wyong	45-49	4	445
Wyong	45-49	5	139
Wyong	45-49	6	94
Wyong	50-54		243
Wyong	50-54	0	643
Wyong	50-54	1	684
Wyong	50-54	2	1929
Wyong	50-54	3	1208
Wyong	50-54	4	483
Wyong	50-54	5	151
Wyong	50-54	6	86
Wyong	55-59		262
Wyong	55-59	0	611
Wyong	55-59	1	632
Wyong	55-59	2	1937
Wyong	55-59	3	1294
Wyong	55-59	4	499
Wyong	55-59	5	161
Wyong	55-59	6	76
Wyong	60-64		251
Wyong	60-64	0	573
Wyong	60-64	1	614
Wyong	60-64	2	2030
Wyong	60-64	3	1428
Wyong	60-64	4	511
Wyong	60-64	5	142
Wyong	60-64	6	69
Wyong	65-69		321
Wyong	65-69	0	477
Wyong	65-69	1	524
Wyong	65-69	2	1929
Wyong	65-69	3	1353
Wyong	65-69	4	500
Wyong	65-69	5	115
Wyong	65-69	6	63
Wyong	70-74		391
Wyong	70-74	0	412
Wyong	70-74	1	435
Wyong	70-74	2	1812
Wyong	70-74	3	1242
Wyong	70-74	4	470
Wyong	70-74	5	134
Wyong	70-74	6	64
Wyong	75-79		399
Wyong	75-79	0	307
Wyong	75-79	1	299
Wyong	75-79	2	1213
Wyong	75-79	3	1017
Wyong	75-79	4	443
Wyong	75-79	5	133
Wyong	75-79	6	67
Wyong	80-84		424
Wyong	80-84	0	162
Wyong	80-84	1	181
Wyong	80-84	2	658
Wyong	80-84	3	665
Wyong	80-84	4	346
Wyong	80-84	5	122
Wyong	80-84	6	114
Wyong	85+		687
Wyong	85+	0	188
Wyong	85+	1	170
Wyong	85+	2	611
Wyong	85+	3	571
Wyong	85+	4	408
Wyong	85+	5	175
Wyong	85+	6	154
Bathurst	15-19		139
Bathurst	15-19	0	1357
Bathurst	15-19	1	12
Bathurst	15-19	2	8
Bathurst	20-24		129
Bathurst	20-24	0	1165
Bathurst	20-24	1	117
Bathurst	20-24	2	42
Bathurst	20-24	3	9
Bathurst	20-24	4	4
Bathurst	25-29		92
Bathurst	25-29	0	796
Bathurst	25-29	1	268
Bathurst	25-29	2	186
Bathurst	25-29	3	80
Bathurst	25-29	4	26
Bathurst	25-29	5	4
Bathurst	25-29	6	8
Bathurst	30-34		87
Bathurst	30-34	0	458
Bathurst	30-34	1	308
Bathurst	30-34	2	415
Bathurst	30-34	3	208
Bathurst	30-34	4	57
Bathurst	30-34	5	18
Bathurst	30-34	6	11
Bathurst	35-39		70
Bathurst	35-39	0	242
Bathurst	35-39	1	202
Bathurst	35-39	2	477
Bathurst	35-39	3	256
Bathurst	35-39	4	109
Bathurst	35-39	5	31
Bathurst	35-39	6	10
Bathurst	40-44		94
Bathurst	40-44	0	172
Bathurst	40-44	1	171
Bathurst	40-44	2	466
Bathurst	40-44	3	293
Bathurst	40-44	4	121
Bathurst	40-44	5	26
Bathurst	40-44	6	28
Bathurst	45-49		99
Bathurst	45-49	0	180
Bathurst	45-49	1	179
Bathurst	45-49	2	515
Bathurst	45-49	3	345
Bathurst	45-49	4	127
Bathurst	45-49	5	44
Bathurst	45-49	6	29
Bathurst	50-54		99
Bathurst	50-54	0	194
Bathurst	50-54	1	170
Bathurst	50-54	2	556
Bathurst	50-54	3	378
Bathurst	50-54	4	130
Bathurst	50-54	5	40
Bathurst	50-54	6	29
Bathurst	55-59		72
Bathurst	55-59	0	207
Bathurst	55-59	1	170
Bathurst	55-59	2	504
Bathurst	55-59	3	340
Bathurst	55-59	4	144
Bathurst	55-59	5	53
Bathurst	55-59	6	27
Bathurst	60-64		103
Bathurst	60-64	0	180
Bathurst	60-64	1	151
Bathurst	60-64	2	523
Bathurst	60-64	3	372
Bathurst	60-64	4	173
Bathurst	60-64	5	52
Bathurst	60-64	6	28
Bathurst	65-69		86
Bathurst	65-69	0	127
Bathurst	65-69	1	126
Bathurst	65-69	2	507
Bathurst	65-69	3	336
Bathurst	65-69	4	161
Bathurst	65-69	5	28
Bathurst	65-69	6	32
Bathurst	70-74		88
Bathurst	70-74	0	116
Bathurst	70-74	1	115
Bathurst	70-74	2	449
Bathurst	70-74	3	307
Bathurst	70-74	4	148
Bathurst	70-74	5	37
Bathurst	70-74	6	23
Bathurst	75-79		86
Bathurst	75-79	0	68
Bathurst	75-79	1	56
Bathurst	75-79	2	271
Bathurst	75-79	3	232
Bathurst	75-79	4	108
Bathurst	75-79	5	52
Bathurst	75-79	6	17
Bathurst	80-84		68
Bathurst	80-84	0	59
Bathurst	80-84	1	32
Bathurst	80-84	2	153
Bathurst	80-84	3	152
Bathurst	80-84	4	98
Bathurst	80-84	5	33
Bathurst	80-84	6	35
Bathurst	85+		78
Bathurst	85+	0	70
Bathurst	85+	1	44
Bathurst	85+	2	164
Bathurst	85+	3	171
Bathurst	85+	4	106
Bathurst	85+	5	50
Bathurst	85+	6	64
Lachlan Valley	15-19		222
Lachlan Valley	15-19	0	1241
Lachlan Valley	15-19	1	18
Lachlan Valley	20-24		151
Lachlan Valley	20-24	0	904
Lachlan Valley	20-24	1	156
Lachlan Valley	20-24	2	70
Lachlan Valley	20-24	3	16
Lachlan Valley	20-24	4	3
Lachlan Valley	25-29		124
Lachlan Valley	25-29	0	626
Lachlan Valley	25-29	1	282
Lachlan Valley	25-29	2	272
Lachlan Valley	25-29	3	118
Lachlan Valley	25-29	4	28
Lachlan Valley	25-29	5	7
Lachlan Valley	25-29	6	3
Lachlan Valley	30-34		151
Lachlan Valley	30-34	0	335
Lachlan Valley	30-34	1	254
Lachlan Valley	30-34	2	376
Lachlan Valley	30-34	3	235
Lachlan Valley	30-34	4	88
Lachlan Valley	30-34	5	24
Lachlan Valley	30-34	6	12
Lachlan Valley	35-39		154
Lachlan Valley	35-39	0	203
Lachlan Valley	35-39	1	163
Lachlan Valley	35-39	2	434
Lachlan Valley	35-39	3	326
Lachlan Valley	35-39	4	154
