SA3_NAME21	FamilyHousehold	UsualResidents.min	occupied_private_dwellings
Upper Hunter	1	2	3747
Upper Hunter	1	3	1552
Upper Hunter	1	4	1493
Upper Hunter	1	5	755
Upper Hunter	1	6	341
Dapto - Port Kembla	0	1	7110
Dapto - Port Kembla	0	2	562
Dapto - Port Kembla	0	3	82
Dapto - Port Kembla	0	4	29
Dapto - Port Kembla	0	5	7
Dapto - Port Kembla	1	2	9005
Dapto - Port Kembla	1	3	4655
Dapto - Port Kembla	1	4	4667
Dapto - Port Kembla	1	5	1974
Dapto - Port Kembla	1	6	1035
Kiama - Shellharbour	0	1	7894
Kiama - Shellharbour	0	2	596
Kiama - Shellharbour	0	3	106
Kiama - Shellharbour	0	4	45
Kiama - Shellharbour	0	5	10
Kiama - Shellharbour	1	2	12410
Kiama - Shellharbour	1	3	5607
Kiama - Shellharbour	1	4	5840
Kiama - Shellharbour	1	5	2487
Kiama - Shellharbour	1	6	1131
Wollongong	0	1	14149
Wollongong	0	2	1674
Wollongong	0	3	751
Wollongong	0	4	312
Wollongong	0	5	103
Wollongong	0	6	69
Wollongong	1	2	15616
Wollongong	1	3	7172
Wollongong	1	4	7618
Wollongong	1	5	2974
Wollongong	1	6	1091
Great Lakes	0	1	4683
Great Lakes	0	2	358
Great Lakes	0	3	37
Great Lakes	0	4	4
Great Lakes	0	5	3
Great Lakes	1	2	5579
Great Lakes	1	3	1456
Great Lakes	1	4	1217
Great Lakes	1	5	518
Great Lakes	1	6	264
Kempsey - Nambucca	0	1	6027
Kempsey - Nambucca	0	2	561
Kempsey - Nambucca	0	3	51
Kempsey - Nambucca	0	4	15
Kempsey - Nambucca	0	5	4
Kempsey - Nambucca	0	6	3
Kempsey - Nambucca	1	2	7016
Kempsey - Nambucca	1	3	2457
Kempsey - Nambucca	1	4	1910
Kempsey - Nambucca	1	5	969
Kempsey - Nambucca	1	6	634
Lord Howe Island	0	1	52
Lord Howe Island	0	2	6
Lord Howe Island	1	2	60
Lord Howe Island	1	3	20
Lord Howe Island	1	4	19
Lord Howe Island	1	5	3
Lord Howe Island	1	6	3
Port Macquarie	0	1	10036
Port Macquarie	0	2	830
Port Macquarie	0	3	140
Port Macquarie	0	4	42
Port Macquarie	0	5	15
Port Macquarie	0	6	8
Port Macquarie	1	2	13131
Port Macquarie	1	3	4260
Port Macquarie	1	4	3883
Port Macquarie	1	5	1688
Port Macquarie	1	6	834
Taree - Gloucester	0	1	6770
Taree - Gloucester	0	2	552
Taree - Gloucester	0	3	55
Taree - Gloucester	0	4	14
Taree - Gloucester	0	5	12
Taree - Gloucester	0	6	10
Taree - Gloucester	1	2	8759
Taree - Gloucester	1	3	2756
Taree - Gloucester	1	4	2234
Taree - Gloucester	1	5	1087
Taree - Gloucester	1	6	624
Albury	0	1	7991
Albury	0	2	695
Albury	0	3	131
Albury	0	4	47
Albury	0	5	16
Albury	0	6	5
Albury	1	2	8403
Albury	1	3	3391
Albury	1	4	3222
Albury	1	5	1483
Albury	1	6	675
Lower Murray	0	1	1256
Lower Murray	0	2	65
Lower Murray	0	3	8
Lower Murray	0	4	7
Lower Murray	1	2	1640
Lower Murray	1	3	598
Lower Murray	1	4	545
Lower Murray	1	5	303
Lower Murray	1	6	143
Upper Murray exc. Albury	0	1	5267
Upper Murray exc. Albury	0	2	333
Upper Murray exc. Albury	0	3	26
Upper Murray exc. Albury	0	4	10
Upper Murray exc. Albury	0	5	3
Upper Murray exc. Albury	1	2	6515
Upper Murray exc. Albury	1	3	1863
Upper Murray exc. Albury	1	4	1772
Upper Murray exc. Albury	1	5	877
Upper Murray exc. Albury	1	6	377
Armidale	0	1	4310
Armidale	0	2	368
Armidale	0	3	83
Armidale	0	4	45
Armidale	0	5	4
Armidale	0	6	5
Armidale	1	2	4737
Armidale	1	3	1679
Armidale	1	4	1562
Armidale	1	5	727
Armidale	1	6	391
Inverell - Tenterfield	0	1	4855
Inverell - Tenterfield	0	2	352
Inverell - Tenterfield	0	3	40
Inverell - Tenterfield	0	4	12
Inverell - Tenterfield	0	5	6
Inverell - Tenterfield	1	2	5524
Inverell - Tenterfield	1	3	1779
Inverell - Tenterfield	1	4	1442
Inverell - Tenterfield	1	5	732
Inverell - Tenterfield	1	6	383
Moree - Narrabri	0	1	2390
Moree - Narrabri	0	2	206
Moree - Narrabri	0	3	28
Moree - Narrabri	0	4	8
Moree - Narrabri	0	5	4
Moree - Narrabri	1	2	2698
Moree - Narrabri	1	3	1116
Moree - Narrabri	1	4	974
Moree - Narrabri	1	5	601
Moree - Narrabri	1	6	290
Tamworth - Gunnedah	0	1	9023
Tamworth - Gunnedah	0	2	760
Tamworth - Gunnedah	0	3	119
Tamworth - Gunnedah	0	4	47
Tamworth - Gunnedah	0	5	21
Tamworth - Gunnedah	0	6	11
Tamworth - Gunnedah	1	2	10293
Tamworth - Gunnedah	1	3	4316
Tamworth - Gunnedah	1	4	4057
Tamworth - Gunnedah	1	5	1940
Tamworth - Gunnedah	1	6	953
Lake Macquarie - East	0	1	12451
Lake Macquarie - East	0	2	964
Lake Macquarie - East	0	3	178
Lake Macquarie - East	0	4	62
Lake Macquarie - East	0	5	21
Lake Macquarie - East	0	6	3
Lake Macquarie - East	1	2	16001
Lake Macquarie - East	1	3	7238
Lake Macquarie - East	1	4	7613
Lake Macquarie - East	1	5	2888
Lake Macquarie - East	1	6	1095
Lake Macquarie - West	0	1	7405
Lake Macquarie - West	0	2	623
Lake Macquarie - West	0	3	87
Lake Macquarie - West	0	4	24
Lake Macquarie - West	0	5	15
Lake Macquarie - West	1	2	10752
Lake Macquarie - West	1	3	4856
Lake Macquarie - West	1	4	4649
Lake Macquarie - West	1	5	1946
Lake Macquarie - West	1	6	996
Newcastle	0	1	20473
Newcastle	0	2	2761
Newcastle	0	3	1267
Newcastle	0	4	426
Newcastle	0	5	137
Newcastle	0	6	73
Newcastle	1	2	21237
Newcastle	1	3	9730
Newcastle	1	4	9107
Newcastle	1	5	3479
Newcastle	1	6	1298
Richmond Valley - Coastal	0	1	9271
Richmond Valley - Coastal	0	2	1254
Richmond Valley - Coastal	0	3	382
Richmond Valley - Coastal	0	4	165
Richmond Valley - Coastal	0	5	61
Richmond Valley - Coastal	0	6	21
Richmond Valley - Coastal	1	2	11024
Richmond Valley - Coastal	1	3	4578
Richmond Valley - Coastal	1	4	4103
Richmond Valley - Coastal	1	5	1671
Richmond Valley - Coastal	1	6	780
Richmond Valley - Hinterland	0	1	8321
Richmond Valley - Hinterland	0	2	909
Richmond Valley - Hinterland	0	3	145
Richmond Valley - Hinterland	0	4	44
Richmond Valley - Hinterland	0	5	13
Richmond Valley - Hinterland	0	6	10
Richmond Valley - Hinterland	1	2	9107
Richmond Valley - Hinterland	1	3	3649
Richmond Valley - Hinterland	1	4	3032
Richmond Valley - Hinterland	1	5	1456
Richmond Valley - Hinterland	1	6	884
Tweed Valley	0	1	10812
Tweed Valley	0	2	1107
Tweed Valley	0	3	190
Tweed Valley	0	4	38
Tweed Valley	0	5	14
Tweed Valley	0	6	8
Tweed Valley	1	2	12839
Tweed Valley	1	3	4869
Tweed Valley	1	4	4766
Tweed Valley	1	5	2008
Tweed Valley	1	6	962
Griffith - Murrumbidgee (West)	0	1	4638
Griffith - Murrumbidgee (West)	0	2	325
Griffith - Murrumbidgee (West)	0	3	86
Griffith - Murrumbidgee (West)	0	4	29
Griffith - Murrumbidgee (West)	0	5	11
Griffith - Murrumbidgee (West)	0	6	17
Griffith - Murrumbidgee (West)	1	2	5439
Griffith - Murrumbidgee (West)	1	3	2472
Griffith - Murrumbidgee (West)	1	4	2310
Griffith - Murrumbidgee (West)	1	5	1264
Griffith - Murrumbidgee (West)	1	6	689
Tumut - Tumbarumba	0	1	1673
Tumut - Tumbarumba	0	2	86
Tumut - Tumbarumba	0	3	11
Tumut - Tumbarumba	0	5	4
Tumut - Tumbarumba	1	2	2064
Tumut - Tumbarumba	1	3	709
Tumut - Tumbarumba	1	4	670
Tumut - Tumbarumba	1	5	321
Tumut - Tumbarumba	1	6	149
Wagga Wagga	0	1	10396
Wagga Wagga	0	2	871
Wagga Wagga	0	3	203
Wagga Wagga	0	4	83
Wagga Wagga	0	5	34
Wagga Wagga	0	6	13
Wagga Wagga	1	2	11946
Wagga Wagga	1	3	4877
Wagga Wagga	1	4	4548
Wagga Wagga	1	5	2399
Wagga Wagga	1	6	1242
Shoalhaven	0	1	12137
Shoalhaven	0	2	982
Shoalhaven	0	3	117
Shoalhaven	0	4	47
Shoalhaven	0	5	15
Shoalhaven	0	6	7
Shoalhaven	1	2	16287
Shoalhaven	1	3	5289
Shoalhaven	1	4	4656
Shoalhaven	1	5	2051
Shoalhaven	1	6	1017
Southern Highlands	0	1	5283
Southern Highlands	0	2	350
Southern Highlands	0	3	51
Southern Highlands	0	4	15
Southern Highlands	0	5	7
Southern Highlands	0	6	4
Southern Highlands	1	2	7481
Southern Highlands	1	3	2584
Southern Highlands	1	4	2636
Southern Highlands	1	5	1212
Southern Highlands	1	6	558
Baulkham Hills	0	1	6674
Baulkham Hills	0	2	419
Baulkham Hills	0	3	111
Baulkham Hills	0	4	72
Baulkham Hills	0	5	37
Baulkham Hills	0	6	15
Baulkham Hills	1	2	13315
Baulkham Hills	1	3	9532
Baulkham Hills	1	4	12106
Baulkham Hills	1	5	4793
Baulkham Hills	1	6	2240
Dural - Wisemans Ferry	0	1	1312
Dural - Wisemans Ferry	0	2	101
Dural - Wisemans Ferry	0	3	24
Dural - Wisemans Ferry	0	4	8
Dural - Wisemans Ferry	0	5	3
Dural - Wisemans Ferry	1	2	2467
Dural - Wisemans Ferry	1	3	1281
Dural - Wisemans Ferry	1	4	1743
Dural - Wisemans Ferry	1	5	939
Dural - Wisemans Ferry	1	6	683
Hawkesbury	0	1	1325
Hawkesbury	0	2	120
Hawkesbury	0	3	12
Hawkesbury	0	4	3
Hawkesbury	1	2	2547
Hawkesbury	1	3	1353
Hawkesbury	1	4	1480
Hawkesbury	1	5	794
Hawkesbury	1	6	510
Rouse Hill - McGraths Hill	0	1	1698
Rouse Hill - McGraths Hill	0	2	160
Rouse Hill - McGraths Hill	0	3	31
Rouse Hill - McGraths Hill	0	4	6
Rouse Hill - McGraths Hill	1	2	3794
Rouse Hill - McGraths Hill	1	3	3298
Rouse Hill - McGraths Hill	1	4	4803
Rouse Hill - McGraths Hill	1	5	2061
Rouse Hill - McGraths Hill	1	6	972
Blacktown	0	1	8930
Blacktown	0	2	1007
Blacktown	0	3	330
Blacktown	0	4	171
Blacktown	0	5	83
Blacktown	0	6	48
Blacktown	1	2	11727
Blacktown	1	3	8834
Blacktown	1	4	9051
Blacktown	1	5	3803
Blacktown	1	6	2458
Blacktown - North	0	1	4398
Blacktown - North	0	2	531
Blacktown - North	0	3	174
Blacktown - North	0	4	68
Blacktown - North	0	5	29
Blacktown - North	0	6	12
Blacktown - North	1	2	8756
Blacktown - North	1	3	9329
Blacktown - North	1	4	12064
Blacktown - North	1	5	4352
Blacktown - North	1	6	2373
Mount Druitt	0	1	6153
Mount Druitt	0	2	655
Mount Druitt	0	3	103
Mount Druitt	0	4	39
Mount Druitt	0	5	19
Mount Druitt	0	6	8
Mount Druitt	1	2	7761
Mount Druitt	1	3	6279
Mount Druitt	1	4	6543
Mount Druitt	1	5	3582
Mount Druitt	1	6	3036
Botany	0	1	5570
Botany	0	2	1131
Botany	0	3	383
Botany	0	4	130
Botany	0	5	48
Botany	0	6	25
Botany	1	2	6371
Botany	1	3	3666
Botany	1	4	3196
Botany	1	5	1137
Botany	1	6	533
Marrickville - Sydenham - Petersham	0	1	6608
Marrickville - Sydenham - Petersham	0	2	1203
Marrickville - Sydenham - Petersham	0	3	563
Marrickville - Sydenham - Petersham	0	4	279
Marrickville - Sydenham - Petersham	0	5	78
Marrickville - Sydenham - Petersham	0	6	28
Marrickville - Sydenham - Petersham	1	2	6641
Marrickville - Sydenham - Petersham	1	3	2991
Marrickville - Sydenham - Petersham	1	4	2565
Marrickville - Sydenham - Petersham	1	5	713
Marrickville - Sydenham - Petersham	1	6	368
Sydney Inner City	0	1	40798
Sydney Inner City	0	2	7267
Sydney Inner City	0	3	2801
Sydney Inner City	0	4	1216
Sydney Inner City	0	5	358
Sydney Inner City	0	6	157
Sydney Inner City	1	2	31566
Sydney Inner City	1	3	9068
Sydney Inner City	1	4	5347
Sydney Inner City	1	5	1297
Sydney Inner City	1	6	521
Eastern Suburbs - North	0	1	16099
Eastern Suburbs - North	0	2	2824
Eastern Suburbs - North	0	3	992
Eastern Suburbs - North	0	4	273
Eastern Suburbs - North	0	5	65
Eastern Suburbs - North	0	6	13
Eastern Suburbs - North	1	2	15777
Eastern Suburbs - North	1	3	6461
Eastern Suburbs - North	1	4	6207
Eastern Suburbs - North	1	5	2263
Eastern Suburbs - North	1	6	611
Eastern Suburbs - South	0	1	14503
Eastern Suburbs - South	0	2	2616
Eastern Suburbs - South	0	3	891
Eastern Suburbs - South	0	4	235
Eastern Suburbs - South	0	5	75
Eastern Suburbs - South	0	6	51
Eastern Suburbs - South	1	2	14967
Eastern Suburbs - South	1	3	7418
Eastern Suburbs - South	1	4	7418
Eastern Suburbs - South	1	5	2422
Eastern Suburbs - South	1	6	822
Bankstown	0	1	11192
Bankstown	0	2	904
Bankstown	0	3	242
Bankstown	0	4	114
Bankstown	0	5	48
Bankstown	0	6	41
Bankstown	1	2	13360
Bankstown	1	3	9607
Bankstown	1	4	10227
Bankstown	1	5	6019
Bankstown	1	6	4841
Canterbury	0	1	9761
Canterbury	0	2	1349
Canterbury	0	3	510
Canterbury	0	4	299
Canterbury	0	5	122
Canterbury	0	6	93
Canterbury	1	2	11143
Canterbury	1	3	7936
Canterbury	1	4	7631
Canterbury	1	5	3808
Canterbury	1	6	2888
Hurstville	0	1	9946
Hurstville	0	2	1003
Hurstville	0	3	370
Hurstville	0	4	223
Hurstville	0	5	88
Hurstville	0	6	48
Hurstville	1	2	12188
Hurstville	1	3	8178
Hurstville	1	4	8134
Hurstville	1	5	3463
Hurstville	1	6	1899
Kogarah - Rockdale	0	1	13172
Kogarah - Rockdale	0	2	1971
Kogarah - Rockdale	0	3	607
Kogarah - Rockdale	0	4	236
Kogarah - Rockdale	0	5	79
Kogarah - Rockdale	0	6	61
Kogarah - Rockdale	1	2	15210
Kogarah - Rockdale	1	3	9037
Kogarah - Rockdale	1	4	7794
Kogarah - Rockdale	1	5	3179
Kogarah - Rockdale	1	6	1820
Canada Bay	0	1	8323
Canada Bay	0	2	1003
Canada Bay	0	3	246
Canada Bay	0	4	69
Canada Bay	0	5	25
Canada Bay	1	2	11046
Canada Bay	1	3	5508
Canada Bay	1	4	5097
Canada Bay	1	5	1742
Canada Bay	1	6	564
Leichhardt	0	1	6692
Leichhardt	0	2	697
Leichhardt	0	3	242
Leichhardt	0	4	89
Leichhardt	0	5	18
Leichhardt	0	6	7
Leichhardt	1	2	7151
Leichhardt	1	3	3395
Leichhardt	1	4	3493
Leichhardt	1	5	845
Leichhardt	1	6	160
Strathfield - Burwood - Ashfield	0	1	15574
Strathfield - Burwood - Ashfield	0	2	2871
Strathfield - Burwood - Ashfield	0	3	1157
Strathfield - Burwood - Ashfield	0	4	619
Strathfield - Burwood - Ashfield	0	5	249
Strathfield - Burwood - Ashfield	0	6	144
Strathfield - Burwood - Ashfield	1	2	16724
Strathfield - Burwood - Ashfield	1	3	9918
Strathfield - Burwood - Ashfield	1	4	8511
Strathfield - Burwood - Ashfield	1	5	3055
Strathfield - Burwood - Ashfield	1	6	1540
Chatswood - Lane Cove	0	1	10992
Chatswood - Lane Cove	0	2	1276
Chatswood - Lane Cove	0	3	310
Chatswood - Lane Cove	0	4	101
Chatswood - Lane Cove	0	5	29
Chatswood - Lane Cove	0	6	19
Chatswood - Lane Cove	1	2	13205
Chatswood - Lane Cove	1	3	7303
Chatswood - Lane Cove	1	4	7686
Chatswood - Lane Cove	1	5	2562
Chatswood - Lane Cove	1	6	787
Hornsby	0	1	6227
Hornsby	0	2	517
Hornsby	0	3	96
Hornsby	0	4	47
Hornsby	0	5	22
Hornsby	0	6	3
Hornsby	1	2	8702
Hornsby	1	3	6023
Hornsby	1	4	6368
Hornsby	1	5	2117
Hornsby	1	6	829
Ku-ring-gai	0	1	7074
Ku-ring-gai	0	2	442
Ku-ring-gai	0	3	80
Ku-ring-gai	0	4	27
Ku-ring-gai	0	5	14
Ku-ring-gai	0	6	14
Ku-ring-gai	1	2	12176
Ku-ring-gai	1	3	7656
Ku-ring-gai	1	4	9493
Ku-ring-gai	1	5	3672
Ku-ring-gai	1	6	1317
North Sydney - Mosman	0	1	15632
North Sydney - Mosman	0	2	1356
North Sydney - Mosman	0	3	366
North Sydney - Mosman	0	4	63
North Sydney - Mosman	0	5	15
North Sydney - Mosman	0	6	8
North Sydney - Mosman	1	2	14297
North Sydney - Mosman	1	3	5178
North Sydney - Mosman	1	4	4235
North Sydney - Mosman	1	5	1201
North Sydney - Mosman	1	6	307
Manly	0	1	3999
Manly	0	2	551
Manly	0	3	239
Manly	0	4	45
Manly	0	5	12
Manly	0	6	6
Manly	1	2	5176
Manly	1	3	2378
Manly	1	4	2794
Manly	1	5	985
Manly	1	6	238
Pittwater	0	1	4609
Pittwater	0	2	286
Pittwater	0	3	64
Pittwater	0	4	20
Pittwater	0	5	10
Pittwater	0	6	3
Pittwater	1	2	7099
Pittwater	1	3	3360
Pittwater	1	4	4220
Pittwater	1	5	1874
Pittwater	1	6	673
Warringah	0	1	12450
Warringah	0	2	1304
Warringah	0	3	268
Warringah	0	4	112
Warringah	0	5	45
Warringah	0	6	23
Warringah	1	2	15837
Warringah	1	3	8727
Warringah	1	4	11105
Warringah	1	5	4197
Warringah	1	6	1662
Camden	0	1	3577
Camden	0	2	287
Camden	0	3	39
Camden	0	4	18
Camden	0	5	3
Camden	1	2	6255
Camden	1	3	4220
Camden	1	4	5236
Camden	1	5	2653
Camden	1	6	1188
Campbelltown (NSW)	0	1	11399
Campbelltown (NSW)	0	2	1125
Campbelltown (NSW)	0	3	164
Campbelltown (NSW)	0	4	47
Campbelltown (NSW)	0	5	21
Campbelltown (NSW)	0	6	15
Campbelltown (NSW)	1	2	15042
Campbelltown (NSW)	1	3	10817
Campbelltown (NSW)	1	4	10508
Campbelltown (NSW)	1	5	4917
Campbelltown (NSW)	1	6	3570
Wollondilly	0	1	2596
Wollondilly	0	2	189
Wollondilly	0	3	24
Wollondilly	0	4	7
Wollondilly	0	5	4
Wollondilly	1	2	4474
Wollondilly	1	3	2312
Wollondilly	1	4	2762
Wollondilly	1	5	1523
Wollondilly	1	6	917
Blue Mountains	0	1	8123
Blue Mountains	0	2	636
Blue Mountains	0	3	78
Blue Mountains	0	4	27
Blue Mountains	0	5	4
Blue Mountains	1	2	10356
Blue Mountains	1	3	4388
Blue Mountains	1	4	4306
Blue Mountains	1	5	1800
Blue Mountains	1	6	737
Blue Mountains - South	0	1	4
Penrith	0	1	12098
Penrith	0	2	1158
Penrith	0	3	156
Penrith	0	4	47
Penrith	0	5	19
Penrith	0	6	12
Penrith	1	2	15104
Penrith	1	3	9563
Penrith	1	4	9713
Penrith	1	5	4500
Penrith	1	6	2437
Richmond - Windsor	0	1	3370
Richmond - Windsor	0	2	282
Richmond - Windsor	0	3	41
Richmond - Windsor	0	4	21
Richmond - Windsor	0	5	4
Richmond - Windsor	0	6	4
Richmond - Windsor	1	2	3853
Richmond - Windsor	1	3	2126
Richmond - Windsor	1	4	1896
Richmond - Windsor	1	5	923
Richmond - Windsor	1	6	595
St Marys	0	1	3878
St Marys	0	2	435
St Marys	0	3	66
St Marys	0	4	22
St Marys	0	5	3
St Marys	1	2	5026
St Marys	1	3	3431
St Marys	1	4	3234
St Marys	1	5	1487
St Marys	1	6	1090
Auburn	0	1	7153
Auburn	0	2	1307
Auburn	0	3	643
Auburn	0	4	410
Auburn	0	5	225
Auburn	0	6	153
Auburn	1	2	8903
Auburn	1	3	5777
Auburn	1	4	4925
Auburn	1	5	2289
Auburn	1	6	2138
Carlingford	0	1	4710
Carlingford	0	2	490
Carlingford	0	3	113
Carlingford	0	4	33
Carlingford	0	5	11
Carlingford	0	6	4
Carlingford	1	2	6394
Carlingford	1	3	4823
Carlingford	1	4	5065
Carlingford	1	5	2066
Carlingford	1	6	1062
Merrylands - Guildford	0	1	10475
Merrylands - Guildford	0	2	1097
Merrylands - Guildford	0	3	424
Merrylands - Guildford	0	4	272
Merrylands - Guildford	0	5	104
Merrylands - Guildford	0	6	77
Merrylands - Guildford	1	2	10926
Merrylands - Guildford	1	3	7808
Merrylands - Guildford	1	4	8100
Merrylands - Guildford	1	5	4892
Merrylands - Guildford	1	6	4763
Parramatta	0	1	12579
Parramatta	0	2	1908
Parramatta	0	3	727
Parramatta	0	4	346
Parramatta	0	5	128
Parramatta	0	6	73
Parramatta	1	2	13765
Parramatta	1	3	10646
Parramatta	1	4	9568
Parramatta	1	5	2943
Parramatta	1	6	1476
Pennant Hills - Epping	0	1	3187
Pennant Hills - Epping	0	2	397
Pennant Hills - Epping	0	3	106
Pennant Hills - Epping	0	4	49
Pennant Hills - Epping	0	5	17
Pennant Hills - Epping	0	6	9
Pennant Hills - Epping	1	2	5353
Pennant Hills - Epping	1	3	3500
Pennant Hills - Epping	1	4	4063
Pennant Hills - Epping	1	5	1395
Pennant Hills - Epping	1	6	668
Ryde - Hunters Hill	0	1	14408
Ryde - Hunters Hill	0	2	1651
Ryde - Hunters Hill	0	3	386
Ryde - Hunters Hill	0	4	157
Ryde - Hunters Hill	0	5	55
Ryde - Hunters Hill	0	6	53
Ryde - Hunters Hill	1	2	16347
Ryde - Hunters Hill	1	3	9152
Ryde - Hunters Hill	1	4	8645
Ryde - Hunters Hill	1	5	3077
Ryde - Hunters Hill	1	6	1371
Bringelly - Green Valley	0	1	5098
Bringelly - Green Valley	0	2	466
Bringelly - Green Valley	0	3	91
