SA3_NAME21	MotorVehicles.min	occupied_private_dwellings
Kempsey - Nambucca	0	1065
Kempsey - Nambucca	1	7485
Kempsey - Nambucca	2	6825
Kempsey - Nambucca	3	2442
Kempsey - Nambucca	4	1374
Lord Howe Island		3
Lord Howe Island	0	33
Lord Howe Island	1	83
Lord Howe Island	2	29
Lord Howe Island	3	3
Port Macquarie		811
Port Macquarie	0	1874
Port Macquarie	1	13495
Port Macquarie	2	12546
Port Macquarie	3	3983
Port Macquarie	4	2149
Taree - Gloucester		580
Taree - Gloucester	0	1160
Taree - Gloucester	1	8512
Taree - Gloucester	2	8229
Taree - Gloucester	3	2780
Taree - Gloucester	4	1607
Albury		417
Albury	0	1727
Albury	1	9511
Albury	2	9499
Albury	3	3159
Albury	4	1736
Lower Murray		157
Lower Murray	0	238
Lower Murray	1	1336
Lower Murray	2	1712
Lower Murray	3	715
Lower Murray	4	414
Upper Murray exc. Albury		386
Upper Murray exc. Albury	0	775
Upper Murray exc. Albury	1	5918
Upper Murray exc. Albury	2	6463
Upper Murray exc. Albury	3	2259
Upper Murray exc. Albury	4	1255
Armidale		241
Armidale	0	898
Armidale	1	5082
Armidale	2	4972
Armidale	3	1746
Armidale	4	985
Inverell - Tenterfield		399
Inverell - Tenterfield	0	858
Inverell - Tenterfield	1	5348
Inverell - Tenterfield	2	5190
Inverell - Tenterfield	3	2088
Inverell - Tenterfield	4	1239
Moree - Narrabri		239
Moree - Narrabri	0	544
Moree - Narrabri	1	2651
Moree - Narrabri	2	2970
Moree - Narrabri	3	1169
Moree - Narrabri	4	744
Tamworth - Gunnedah		568
Tamworth - Gunnedah	0	1786
Tamworth - Gunnedah	1	10793
Tamworth - Gunnedah	2	11601
Tamworth - Gunnedah	3	4183
Tamworth - Gunnedah	4	2601
Lake Macquarie - East		542
Lake Macquarie - East	0	2732
Lake Macquarie - East	1	16342
Lake Macquarie - East	2	19315
Lake Macquarie - East	3	6111
Lake Macquarie - East	4	3474
Lake Macquarie - West		371
Lake Macquarie - West	0	1376
Lake Macquarie - West	1	9944
Lake Macquarie - West	2	12155
Lake Macquarie - West	3	4582
Lake Macquarie - West	4	2931
Newcastle		830
Newcastle	0	5585
Newcastle	1	26685
Newcastle	2	25893
Newcastle	3	7290
Newcastle	4	3704
Richmond Valley - Coastal		630
Richmond Valley - Coastal	0	1392
Richmond Valley - Coastal	1	11921
Richmond Valley - Coastal	2	12804
Richmond Valley - Coastal	3	4233
Richmond Valley - Coastal	4	2328
Richmond Valley - Hinterland		497
Richmond Valley - Hinterland	0	1425
Richmond Valley - Hinterland	1	10059
Richmond Valley - Hinterland	2	9975
Richmond Valley - Hinterland	3	3617
Richmond Valley - Hinterland	4	1987
Tweed Valley		635
Tweed Valley	0	2181
Tweed Valley	1	14526
Tweed Valley	2	13747
Tweed Valley	3	4214
Tweed Valley	4	2296
Griffith - Murrumbidgee (West)		376
Griffith - Murrumbidgee (West)	0	863
Griffith - Murrumbidgee (West)	1	5382
Griffith - Murrumbidgee (West)	2	6300
Griffith - Murrumbidgee (West)	3	2589
Griffith - Murrumbidgee (West)	4	1762
Tumut - Tumbarumba		89
Tumut - Tumbarumba	0	257
Tumut - Tumbarumba	1	1883
Tumut - Tumbarumba	2	2073
Tumut - Tumbarumba	3	886
Tumut - Tumbarumba	4	494
Wagga Wagga		636
Wagga Wagga	0	2190
Wagga Wagga	1	12353
Wagga Wagga	2	13561
Wagga Wagga	3	4983
Wagga Wagga	4	2886
Shoalhaven		707
Shoalhaven	0	1863
Shoalhaven	1	16036
Shoalhaven	2	15976
Shoalhaven	3	5097
Shoalhaven	4	2924
Southern Highlands		262
Southern Highlands	0	660
Southern Highlands	1	6753
Southern Highlands	2	7780
Southern Highlands	3	2860
Southern Highlands	4	1872
Baulkham Hills		395
Baulkham Hills	0	1544
Baulkham Hills	1	15007
Baulkham Hills	2	21309
Baulkham Hills	3	7083
Baulkham Hills	4	3980
Dural - Wisemans Ferry		101
Dural - Wisemans Ferry	0	176
Dural - Wisemans Ferry	1	1588
Dural - Wisemans Ferry	2	3034
Dural - Wisemans Ferry	3	1587
Dural - Wisemans Ferry	4	2085
Hawkesbury		84
Hawkesbury	0	78
Hawkesbury	1	1432
Hawkesbury	2	3091
Hawkesbury	3	1657
Hawkesbury	4	1801
Rouse Hill - McGraths Hill		121
Rouse Hill - McGraths Hill	0	264
Rouse Hill - McGraths Hill	1	4218
Rouse Hill - McGraths Hill	2	7612
Rouse Hill - McGraths Hill	3	2618
Rouse Hill - McGraths Hill	4	1998
Blacktown		793
Blacktown	0	4002
Blacktown	1	17436
Blacktown	2	16270
Blacktown	3	5239
Blacktown	4	2726
Blacktown - North		447
Blacktown - North	0	1087
Blacktown - North	1	13986
Blacktown - North	2	18654
Blacktown - North	3	5359
Blacktown - North	4	2562
Mount Druitt		701
Mount Druitt	0	3119
Mount Druitt	1	12405
Mount Druitt	2	11555
Mount Druitt	3	4131
Mount Druitt	4	2275
Botany		372
Botany	0	3449
Botany	1	10268
Botany	2	6063
Botany	3	1405
Botany	4	615
Marrickville - Sydenham - Petersham		258
Marrickville - Sydenham - Petersham	0	4258
Marrickville - Sydenham - Petersham	1	11308
Marrickville - Sydenham - Petersham	2	4835
Marrickville - Sydenham - Petersham	3	986
Marrickville - Sydenham - Petersham	4	399
Sydney Inner City		1885
Sydney Inner City	0	38429
Sydney Inner City	1	46565
Sydney Inner City	2	11330
Sydney Inner City	3	1591
Sydney Inner City	4	588
Eastern Suburbs - North		744
Eastern Suburbs - North	0	8763
Eastern Suburbs - North	1	24528
Eastern Suburbs - North	2	13470
Eastern Suburbs - North	3	2788
Eastern Suburbs - North	4	1302
Eastern Suburbs - South		708
Eastern Suburbs - South	0	8149
Eastern Suburbs - South	1	23739
Eastern Suburbs - South	2	14044
Eastern Suburbs - South	3	3334
Eastern Suburbs - South	4	1454
Bankstown		1061
Bankstown	0	5297
Bankstown	1	19952
Bankstown	2	19251
Bankstown	3	6981
Bankstown	4	4056
Canterbury		1002
Canterbury	0	5854
Canterbury	1	19287
Canterbury	2	12997
Canterbury	3	4040
Canterbury	4	2370
Hurstville		709
Hurstville	0	6027
Hurstville	1	18243
Hurstville	2	13843
Hurstville	3	4417
Hurstville	4	2302
Kogarah - Rockdale		899
Kogarah - Rockdale	0	7309
Kogarah - Rockdale	1	24455
Kogarah - Rockdale	2	14399
Kogarah - Rockdale	3	4006
Kogarah - Rockdale	4	2105
Canada Bay		373
Canada Bay	0	3279
Canada Bay	1	15245
Canada Bay	2	10906
Canada Bay	3	2598
Canada Bay	4	1237
Leichhardt		195
Leichhardt	0	2981
Leichhardt	1	12021
Leichhardt	2	6202
Leichhardt	3	1057
Leichhardt	4	334
Strathfield - Burwood - Ashfield		971
Strathfield - Burwood - Ashfield	0	10929
Strathfield - Burwood - Ashfield	1	28852
Strathfield - Burwood - Ashfield	2	14206
Strathfield - Burwood - Ashfield	3	3606
Strathfield - Burwood - Ashfield	4	1797
Chatswood - Lane Cove		393
Chatswood - Lane Cove	0	5701
Chatswood - Lane Cove	1	21321
Chatswood - Lane Cove	2	12862
Chatswood - Lane Cove	3	2841
Chatswood - Lane Cove	4	1156
Hornsby		262
Hornsby	0	2621
Hornsby	1	13309
Hornsby	2	10505
Hornsby	3	2844
Hornsby	4	1423
Ku-ring-gai		301
Ku-ring-gai	0	1814
Ku-ring-gai	1	14888
Ku-ring-gai	2	17545
Ku-ring-gai	3	5033
Ku-ring-gai	4	2374
North Sydney - Mosman		399
North Sydney - Mosman	0	6965
North Sydney - Mosman	1	22842
North Sydney - Mosman	2	9939
North Sydney - Mosman	3	1785
North Sydney - Mosman	4	727
Manly		141
Manly	0	1629
Manly	1	7317
Manly	2	5420
Manly	3	1310
Manly	4	604
Pittwater		206
Pittwater	0	780
Pittwater	1	6554
Pittwater	2	9525
Pittwater	3	3192
Pittwater	4	1978
Warringah		567
Warringah	0	3712
Warringah	1	20528
Warringah	2	20975
Warringah	3	6289
Warringah	4	3658
Camden		205
Camden	0	601
Camden	1	5739
Camden	2	10215
Camden	3	3997
Camden	4	2716
Campbelltown (NSW)		898
Campbelltown (NSW)	0	4397
Campbelltown (NSW)	1	21379
Campbelltown (NSW)	2	20575
Campbelltown (NSW)	3	6719
Campbelltown (NSW)	4	3661
Wollondilly		175
Wollondilly	0	386
Wollondilly	1	3269
Wollondilly	2	5574
Wollondilly	3	2699
Wollondilly	4	2700
Blue Mountains		301
Blue Mountains	0	1786
Blue Mountains	1	11295
Blue Mountains	2	11372
Blue Mountains	3	3663
Blue Mountains	4	2038
Blue Mountains - South	1	4
Penrith		670
Penrith	0	3543
Penrith	1	18232
Penrith	2	20392
Penrith	3	7215
Penrith	4	4767
Richmond - Windsor		148
Richmond - Windsor	0	759
Richmond - Windsor	1	4334
Richmond - Windsor	2	4563
Richmond - Windsor	3	1822
Richmond - Windsor	4	1479
St Marys		314
St Marys	0	1238
St Marys	1	6458
St Marys	2	6684
St Marys	3	2456
St Marys	4	1510
Auburn		797
Auburn	0	4579
Auburn	1	16109
Auburn	2	8887
Auburn	3	2371
Auburn	4	1177
Carlingford		337
Carlingford	0	1791
Carlingford	1	8999
Carlingford	2	9577
Carlingford	3	2774
Carlingford	4	1288
Merrylands - Guildford		1203
Merrylands - Guildford	0	5567
Merrylands - Guildford	1	17876
Merrylands - Guildford	2	15545
Merrylands - Guildford	3	5453
Merrylands - Guildford	4	3287
Parramatta		908
Parramatta	0	7708
Parramatta	1	25989
Parramatta	2	14343
Parramatta	3	3500
Parramatta	4	1703
Pennant Hills - Epping		174
Pennant Hills - Epping	0	1450
Pennant Hills - Epping	1	7911
Pennant Hills - Epping	2	6660
Pennant Hills - Epping	3	1765
Pennant Hills - Epping	4	774
Ryde - Hunters Hill		631
Ryde - Hunters Hill	0	6653
Ryde - Hunters Hill	1	25354
Ryde - Hunters Hill	2	16385
Ryde - Hunters Hill	3	4220
Ryde - Hunters Hill	4	2067
Bringelly - Green Valley		618
Bringelly - Green Valley	0	1714
Bringelly - Green Valley	1	10376
Bringelly - Green Valley	2	16881
Bringelly - Green Valley	3	6654
Bringelly - Green Valley	4	4516
Fairfield		1065
Fairfield	0	5672
Fairfield	1	19068
Fairfield	2	18054
Fairfield	3	7933
Fairfield	4	5177
Liverpool		773
Liverpool	0	3883
Liverpool	1	14969
Liverpool	2	14904
Liverpool	3	5130
Liverpool	4	2791
Cronulla - Miranda - Caringbah		429
Cronulla - Miranda - Caringbah	0	2846
Cronulla - Miranda - Caringbah	1	16004
Cronulla - Miranda - Caringbah	2	16916
Cronulla - Miranda - Caringbah	3	5044
Cronulla - Miranda - Caringbah	4	3058
Sutherland - Menai - Heathcote		308
Sutherland - Menai - Heathcote	0	1868
Sutherland - Menai - Heathcote	1	12029
Sutherland - Menai - Heathcote	2	15991
Sutherland - Menai - Heathcote	3	5222
Sutherland - Menai - Heathcote	4	3392
Ballarat		580
Ballarat	0	2667
Ballarat	1	16760
Ballarat	2	16869
Ballarat	3	5443
Ballarat	4	3074
Creswick - Daylesford - Ballan		176
Creswick - Daylesford - Ballan	0	314
Creswick - Daylesford - Ballan	1	3429
Creswick - Daylesford - Ballan	2	4555
Creswick - Daylesford - Ballan	3	2097
Creswick - Daylesford - Ballan	4	1416
Maryborough - Pyrenees		231
Maryborough - Pyrenees	0	440
Maryborough - Pyrenees	1	3383
Maryborough - Pyrenees	2	3872
Maryborough - Pyrenees	3	1669
Maryborough - Pyrenees	4	1232
Bendigo		514
Bendigo	0	2201
Bendigo	1	14438
Bendigo	2	15071
Bendigo	3	5035
Bendigo	4	2762
Heathcote - Castlemaine - Kyneton		297
Heathcote - Castlemaine - Kyneton	0	633
Heathcote - Castlemaine - Kyneton	1	6115
Heathcote - Castlemaine - Kyneton	2	7806
Heathcote - Castlemaine - Kyneton	3	3113
Heathcote - Castlemaine - Kyneton	4	2184
Loddon - Elmore		112
Loddon - Elmore	0	119
Loddon - Elmore	1	1152
Loddon - Elmore	2	1619
Loddon - Elmore	3	918
Loddon - Elmore	4	702
Barwon - West		111
Barwon - West	0	82
Barwon - West	1	1273
Barwon - West	2	3137
Barwon - West	3	1524
Barwon - West	4	1327
Geelong		1066
Geelong	0	4920
Geelong	1	29434
Geelong	2	31254
Geelong	3	9172
Geelong	4	5121
Surf Coast - Bellarine Peninsula		388
Surf Coast - Bellarine Peninsula	0	743
Surf Coast - Bellarine Peninsula	1	11146
Surf Coast - Bellarine Peninsula	2	15770
Surf Coast - Bellarine Peninsula	3	4549
Surf Coast - Bellarine Peninsula	4	2315
Upper Goulburn Valley		413
Upper Goulburn Valley	0	870
Upper Goulburn Valley	1	7179
Upper Goulburn Valley	2	8585
Upper Goulburn Valley	3	3660
Upper Goulburn Valley	4	2486
Wangaratta - Benalla		515
Wangaratta - Benalla	0	955
Wangaratta - Benalla	1	6273
Wangaratta - Benalla	2	7235
Wangaratta - Benalla	3	2770
Wangaratta - Benalla	4	1788
Wodonga - Alpine		613
Wodonga - Alpine	0	1123
Wodonga - Alpine	1	9070
Wodonga - Alpine	2	11559
Wodonga - Alpine	3	4146
Wodonga - Alpine	4	2547
Baw Baw		298
Baw Baw	0	684
Baw Baw	1	6511
Baw Baw	2	8450
Baw Baw	3	3302
Baw Baw	4	2231
Gippsland - East		439
Gippsland - East	0	840
Gippsland - East	1	6670
Gippsland - East	2	7492
Gippsland - East	3	2781
Gippsland - East	4	1597
Gippsland - South West		524
Gippsland - South West	0	1074
Gippsland - South West	1	10022
Gippsland - South West	2	10958
Gippsland - South West	3	3884
Gippsland - South West	4	2280
Latrobe Valley		602
Latrobe Valley	0	2130
Latrobe Valley	1	10893
Latrobe Valley	2	10701
Latrobe Valley	3	3932
Latrobe Valley	4	2296
Wellington		304
Wellington	0	764
Wellington	1	5570
Wellington	2	6600
Wellington	3	2567
Wellington	4	1679
Brunswick - Coburg		397
Brunswick - Coburg	0	6104
Brunswick - Coburg	1	18851
Brunswick - Coburg	2	9346
Brunswick - Coburg	3	2276
Brunswick - Coburg	4	1005
Darebin - South		192
Darebin - South	0	2962
Darebin - South	1	10618
Darebin - South	2	6196
Darebin - South	3	1362
Darebin - South	4	599
Essendon		356
Essendon	0	3604
Essendon	1	12974
Essendon	2	8221
Essendon	3	2028
Essendon	4	1030
Melbourne City		1143
Melbourne City	0	32070
Melbourne City	1	29407
Melbourne City	2	6840
Melbourne City	3	912
Melbourne City	4	374
Port Phillip		652
Port Phillip	0	8706
Port Phillip	1	26676
Port Phillip	2	10488
Port Phillip	3	1608
Port Phillip	4	611
Stonnington - West		351
Stonnington - West	0	6427
Stonnington - West	1	15664
Stonnington - West	2	6377
Stonnington - West	3	1281
Stonnington - West	4	623
Yarra		504
Yarra	0	8196
Yarra	1	21678
Yarra	2	8544
Yarra	3	1583
Yarra	4	501
Boroondara		553
Boroondara	0	4559
Boroondara	1	25120
Boroondara	2	23270
Boroondara	3	6207
Boroondara	4	3003
Manningham - West		353
Manningham - West	0	1749
Manningham - West	1	12848
Manningham - West	2	14750
Manningham - West	3	4091
Manningham - West	4	2148
Whitehorse - West		479
Whitehorse - West	0	3924
Whitehorse - West	1	16456
Whitehorse - West	2	14277
Whitehorse - West	3	3520
Whitehorse - West	4	1692
Bayside		358
Bayside	0	1895
Bayside	1	13841
Bayside	2	15730
Bayside	3	4121
Bayside	4	1984
Glen Eira		628
Glen Eira	0	5274
Glen Eira	1	26152
Glen Eira	2	21848
Glen Eira	3	4804
Glen Eira	4	2205
Kingston		482
Kingston	0	2969
Kingston	1	18834
Kingston	2	19142
Kingston	3	4684
Kingston	4	2222
Stonnington - East		212
Stonnington - East	0	1365
Stonnington - East	1	6980
Stonnington - East	2	5787
Stonnington - East	3	1459
Stonnington - East	4	700
Banyule		473
Banyule	0	2773
Banyule	1	17713
Banyule	2	19078
Banyule	3	5104
Banyule	4	2524
Darebin - North		600
Darebin - North	0	4330
Darebin - North	1	16759
Darebin - North	2	11374
Darebin - North	3	2982
Darebin - North	4	1524
Nillumbik - Kinglake		178
Nillumbik - Kinglake	0	365
Nillumbik - Kinglake	1	4689
Nillumbik - Kinglake	2	9798
Nillumbik - Kinglake	3	4111
Nillumbik - Kinglake	4	3189
Whittlesea - Wallan		1162
Whittlesea - Wallan	0	3303
Whittlesea - Wallan	1	25953
Whittlesea - Wallan	2	34886
Whittlesea - Wallan	3	11523
Whittlesea - Wallan	4	6354
Keilor		277
Keilor	0	1187
Keilor	1	7583
Keilor	2	9409
Keilor	3	2766
Keilor	4	1526
Macedon Ranges		119
Macedon Ranges	0	162
Macedon Ranges	1	2347
Macedon Ranges	2	4837
Macedon Ranges	3	2183
Macedon Ranges	4	1586
Moreland - North		437
Moreland - North	0	2634
Moreland - North	1	12766
Moreland - North	2	9811
Moreland - North	3	2561
Moreland - North	4	1331
Sunbury		174
Sunbury	0	576
Sunbury	1	4861
Sunbury	2	6771
Sunbury	3	2426
Sunbury	4	1519
Tullamarine - Broadmeadows		1084
Tullamarine - Broadmeadows	0	2816
Tullamarine - Broadmeadows	1	18825
Tullamarine - Broadmeadows	2	24889
Tullamarine - Broadmeadows	3	8710
Tullamarine - Broadmeadows	4	5011
Knox		575
Knox	0	2161
Knox	1	17613
Knox	2	24412
Knox	3	8094
Knox	4	4574
Manningham - East		65
Manningham - East	0	179
Manningham - East	1	1844
Manningham - East	2	3615
Manningham - East	3	1619
Manningham - East	4	1327
Maroondah		433
Maroondah	0	2029
Maroondah	1	15235
Maroondah	2	17442
Maroondah	3	4890
Maroondah	4	2829
Whitehorse - East		280
Whitehorse - East	0	1242
Whitehorse - East	1	8514
Whitehorse - East	2	9440
Whitehorse - East	3	2388
Whitehorse - East	4	1155
Yarra Ranges		524
Yarra Ranges	0	1577
Yarra Ranges	1	15129
Yarra Ranges	2	23049
Yarra Ranges	3	8908
Yarra Ranges	4	6373
Cardinia		502
Cardinia	0	1011
Cardinia	1	11378
Cardinia	2	16692
Cardinia	3	6030
Cardinia	4	4067
Casey - North		612
Casey - North	0	1652
Casey - North	1	12716
Casey - North	2	18668
Casey - North	3	6838
Casey - North	4	4203
Casey - South		922
Casey - South	0	1685
Casey - South	1	18041
Casey - South	2	31339
Casey - South	3	10841
Casey - South	4	5834
Dandenong		1203
Dandenong	0	4970
Dandenong	1	23093
Dandenong	2	22772
Dandenong	3	7994
Dandenong	4	4241
Monash		793
Monash	0	4455
Monash	1	22889
Monash	2	25263
Monash	3	7242
Monash	4	3386
Brimbank		1167
Brimbank	0	4325
Brimbank	1	20717
Brimbank	2	21655
Brimbank	3	8413
Brimbank	4	4539
Hobsons Bay		387
Hobsons Bay	0	2318
Hobsons Bay	1	13090
Hobsons Bay	2	12476
Hobsons Bay	3	3152
Hobsons Bay	4	1505
Maribyrnong		468
Maribyrnong	0	4176
Maribyrnong	1	16189
Maribyrnong	2	9797
Maribyrnong	3	2212
Maribyrnong	4	848
Melton - Bacchus Marsh		905
Melton - Bacchus Marsh	0	2026
Melton - Bacchus Marsh	1	17965
Melton - Bacchus Marsh	2	26197
Melton - Bacchus Marsh	3	9284
Melton - Bacchus Marsh	4	5479
Wyndham		1479
Wyndham	0	3447
Wyndham	1	32272
Wyndham	2	38327
Wyndham	3	10788
Wyndham	4	5253
Frankston		705
Frankston	0	3036
Frankston	1	18780
Frankston	2	20716
Frankston	3	6399
Frankston	4	3382
Mornington Peninsula		848
Mornington Peninsula	0	2329
Mornington Peninsula	1	21510
Mornington Peninsula	2	26620
Mornington Peninsula	3	8399
Mornington Peninsula	4	4945
Grampians		472
Grampians	0	1342
Grampians	1	7887
Grampians	2	8561
Grampians	3	3579
Grampians	4	2495
Mildura		499
Mildura	0	1275
Mildura	1	7014
Mildura	2	7772
Mildura	3	2958
Mildura	4	1770
Murray River - Swan Hill		385
Murray River - Swan Hill	0	791
Murray River - Swan Hill	1	4501
Murray River - Swan Hill	2	5272
Murray River - Swan Hill	3	2192
Murray River - Swan Hill	4	1495
Campaspe		329
Campaspe	0	719
Campaspe	1	4694
Campaspe	2	5506
Campaspe	3	2327
Campaspe	4	1556
Moira		259
Moira	0	544
Moira	1	3898
Moira	2	4281
Moira	3	1734
Moira	4	1209
Shepparton		532
Shepparton	0	1214
Shepparton	1	8049
Shepparton	2	9119
Shepparton	3	3618
Shepparton	4	2201
Glenelg - Southern Grampians		267
Glenelg - Southern Grampians	0	706
Glenelg - Southern Grampians	1	4788
Glenelg - Southern Grampians	2	5344
Glenelg - Southern Grampians	3	2381
Glenelg - Southern Grampians	4	1568
Colac - Corangamite		322
Colac - Corangamite	0	714
Colac - Corangamite	1	4818
Colac - Corangamite	2	5464
Colac - Corangamite	3	2292
Colac - Corangamite	4	1570
Warrnambool		323
Warrnambool	0	921
Warrnambool	1	6708
Warrnambool	2	7955
Warrnambool	3	2804
Warrnambool	4	1717
Capalaba		234
Capalaba	0	972
Capalaba	1	7757
Capalaba	2	10679
Capalaba	3	4102
Capalaba	4	2625
Cleveland - Stradbroke		434
Cleveland - Stradbroke	0	1721
Cleveland - Stradbroke	1	11080
Cleveland - Stradbroke	2	13584
Cleveland - Stradbroke	3	5059
Cleveland - Stradbroke	4	2897
Wynnum - Manly		284
Wynnum - Manly	0	1384
Wynnum - Manly	1	9077
Wynnum - Manly	2	11093
Wynnum - Manly	3	3408
Wynnum - Manly	4	1653
Bald Hills - Everton Park		151
Bald Hills - Everton Park	0	624
Bald Hills - Everton Park	1	5191
Bald Hills - Everton Park	2	7334
Bald Hills - Everton Park	3	2171
Bald Hills - Everton Park	4	1147
Chermside		331
Chermside	0	2517
Chermside	1	11737
Chermside	2	10754
Chermside	3	2881
Chermside	4	1343
Nundah		196
Nundah	0	1475
Nundah	1	7375
Nundah	2	6121
Nundah	3	1606
Nundah	4	728
Sandgate		483
Sandgate	0	1538
Sandgate	1	9035
Sandgate	2	8552
Sandgate	3	2435
Sandgate	4	1252
Carindale		247
Carindale	0	1042
Carindale	1	7159
Carindale	2	8264
Carindale	3	2323
Carindale	4	1158
Holland Park - Yeronga		416
Holland Park - Yeronga	0	3333
Holland Park - Yeronga	1	14330
Holland Park - Yeronga	2	10483
Holland Park - Yeronga	3	2700
Holland Park - Yeronga	4	1293
Mt Gravatt		342
Mt Gravatt	0	1633
Mt Gravatt	1	9230
Mt Gravatt	2	10970
Mt Gravatt	3	3334
Mt Gravatt	4	1719
Nathan		162
Nathan	0	991
Nathan	1	5441
Nathan	2	5561
Nathan	3	1585
Nathan	4	780
Rocklea - Acacia Ridge		264
Rocklea - Acacia Ridge	0	721
Rocklea - Acacia Ridge	1	6630
Rocklea - Acacia Ridge	2	9591
Rocklea - Acacia Ridge	3	3060
Rocklea - Acacia Ridge	4	1444
Sunnybank		245
Sunnybank	0	816
Sunnybank	1	5429
Sunnybank	2	6231
Sunnybank	3	2194
Sunnybank	4	1120
Centenary		83
Centenary	0	282
Centenary	1	3403
Centenary	2	5285
Centenary	3	1651
Centenary	4	744
Kenmore - Brookfield - Moggill		95
Kenmore - Brookfield - Moggill	0	350
Kenmore - Brookfield - Moggill	1	4064
Kenmore - Brookfield - Moggill	2	7348
Kenmore - Brookfield - Moggill	3	2461
Kenmore - Brookfield - Moggill	4	1383
Sherwood - Indooroopilly		170
Sherwood - Indooroopilly	0	1832
Sherwood - Indooroopilly	1	8913
Sherwood - Indooroopilly	2	6767
Sherwood - Indooroopilly	3	1710
Sherwood - Indooroopilly	4	736
The Gap - Enoggera		153
The Gap - Enoggera	0	1087
The Gap - Enoggera	1	6791
The Gap - Enoggera	2	8077
The Gap - Enoggera	3	2235
The Gap - Enoggera	4	1020
Brisbane Inner		624
Brisbane Inner	0	8374
Brisbane Inner	1	20771
Brisbane Inner	2	7436
Brisbane Inner	3	1376
Brisbane Inner	4	603
Brisbane Inner - East		166
Brisbane Inner - East	0	1049
Brisbane Inner - East	1	7015
Brisbane Inner - East	2	6493
Brisbane Inner - East	3	1690
Brisbane Inner - East	4	846
Brisbane Inner - North		498
Brisbane Inner - North	0	4572
Brisbane Inner - North	1	20428
Brisbane Inner - North	2	12912
Brisbane Inner - North	3	3012
