SA3_NAME16	Age	HoursHousekeeping	Sex	adults
Snowy Mountains	85+	5-14	M	32
Snowy Mountains	85+	15-29	F	13
Snowy Mountains	85+	15-29	M	11
Snowy Mountains	85+	30+	F	14
Snowy Mountains	85+	30+	M	14
South Coast	15-19		F	187
South Coast	15-19		M	235
South Coast	15-19	0	F	479
South Coast	15-19	0	M	678
South Coast	15-19	<5	F	805
South Coast	15-19	<5	M	865
South Coast	15-19	5-14	F	214
South Coast	15-19	5-14	M	159
South Coast	15-19	15-29	F	23
South Coast	15-19	15-29	M	20
South Coast	15-19	30+	F	12
South Coast	15-19	30+	M	7
South Coast	20-24		F	115
South Coast	20-24		M	133
South Coast	20-24	0	F	281
South Coast	20-24	0	M	429
South Coast	20-24	<5	F	332
South Coast	20-24	<5	M	475
South Coast	20-24	5-14	F	344
South Coast	20-24	5-14	M	273
South Coast	20-24	15-29	F	101
South Coast	20-24	15-29	M	54
South Coast	20-24	30+	F	76
South Coast	20-24	30+	M	26
South Coast	25-34		F	249
South Coast	25-34		M	268
South Coast	25-34	0	F	416
South Coast	25-34	0	M	704
South Coast	25-34	<5	F	432
South Coast	25-34	<5	M	882
South Coast	25-34	5-14	F	1019
South Coast	25-34	5-14	M	841
South Coast	25-34	15-29	F	538
South Coast	25-34	15-29	M	238
South Coast	25-34	30+	F	542
South Coast	25-34	30+	M	96
South Coast	35-44		F	281
South Coast	35-44		M	252
South Coast	35-44	0	F	313
South Coast	35-44	0	M	552
South Coast	35-44	<5	F	331
South Coast	35-44	<5	M	727
South Coast	35-44	5-14	F	1170
South Coast	35-44	5-14	M	1124
South Coast	35-44	15-29	F	833
South Coast	35-44	15-29	M	417
South Coast	35-44	30+	F	694
South Coast	35-44	30+	M	210
South Coast	45-54		F	331
South Coast	45-54		M	361
South Coast	45-54	0	F	466
South Coast	45-54	0	M	805
South Coast	45-54	<5	F	497
South Coast	45-54	<5	M	1016
South Coast	45-54	5-14	F	1867
South Coast	45-54	5-14	M	1493
South Coast	45-54	15-29	F	1018
South Coast	45-54	15-29	M	472
South Coast	45-54	30+	F	596
South Coast	45-54	30+	M	211
South Coast	55-64		F	429
South Coast	55-64		M	470
South Coast	55-64	0	F	912
South Coast	55-64	0	M	1172
South Coast	55-64	<5	F	786
South Coast	55-64	<5	M	1330
South Coast	55-64	5-14	F	2358
South Coast	55-64	5-14	M	2034
South Coast	55-64	15-29	F	1606
South Coast	55-64	15-29	M	815
South Coast	55-64	30+	F	973
South Coast	55-64	30+	M	440
South Coast	65-74		F	435
South Coast	65-74		M	479
South Coast	65-74	0	F	1339
South Coast	65-74	0	M	1569
South Coast	65-74	<5	F	487
South Coast	65-74	<5	M	1075
South Coast	65-74	5-14	F	1693
South Coast	65-74	5-14	M	2129
South Coast	65-74	15-29	F	1627
South Coast	65-74	15-29	M	1140
South Coast	65-74	30+	F	1386
South Coast	65-74	30+	M	721
South Coast	75-84		F	344
South Coast	75-84		M	297
South Coast	75-84	0	F	1055
South Coast	75-84	0	M	1018
South Coast	75-84	<5	F	278
South Coast	75-84	<5	M	466
South Coast	75-84	5-14	F	671
South Coast	75-84	5-14	M	820
South Coast	75-84	15-29	F	631
South Coast	75-84	15-29	M	512
South Coast	75-84	30+	F	637
South Coast	75-84	30+	M	372
South Coast	85+		F	240
South Coast	85+		M	129
South Coast	85+	0	F	752
South Coast	85+	0	M	458
South Coast	85+	<5	F	147
South Coast	85+	<5	M	116
South Coast	85+	5-14	F	188
South Coast	85+	5-14	M	159
South Coast	85+	15-29	F	116
South Coast	85+	15-29	M	109
South Coast	85+	30+	F	89
South Coast	85+	30+	M	81
Goulburn - Mulwaree	15-19		F	85
Goulburn - Mulwaree	15-19		M	114
Goulburn - Mulwaree	15-19	0	F	341
Goulburn - Mulwaree	15-19	0	M	405
Goulburn - Mulwaree	15-19	<5	F	443
Goulburn - Mulwaree	15-19	<5	M	460
Goulburn - Mulwaree	15-19	5-14	F	114
Goulburn - Mulwaree	15-19	5-14	M	124
Goulburn - Mulwaree	15-19	15-29	F	22
Goulburn - Mulwaree	15-19	15-29	M	16
Goulburn - Mulwaree	15-19	30+	M	7
Goulburn - Mulwaree	20-24		F	52
Goulburn - Mulwaree	20-24		M	119
Goulburn - Mulwaree	20-24	0	F	253
Goulburn - Mulwaree	20-24	0	M	411
Goulburn - Mulwaree	20-24	<5	F	241
Goulburn - Mulwaree	20-24	<5	M	326
Goulburn - Mulwaree	20-24	5-14	F	249
Goulburn - Mulwaree	20-24	5-14	M	155
Goulburn - Mulwaree	20-24	15-29	F	60
Goulburn - Mulwaree	20-24	15-29	M	32
Goulburn - Mulwaree	20-24	30+	F	35
Goulburn - Mulwaree	20-24	30+	M	9
Goulburn - Mulwaree	25-34		F	164
Goulburn - Mulwaree	25-34		M	332
Goulburn - Mulwaree	25-34	0	F	337
Goulburn - Mulwaree	25-34	0	M	577
Goulburn - Mulwaree	25-34	<5	F	290
Goulburn - Mulwaree	25-34	<5	M	646
Goulburn - Mulwaree	25-34	5-14	F	711
Goulburn - Mulwaree	25-34	5-14	M	591
Goulburn - Mulwaree	25-34	15-29	F	352
Goulburn - Mulwaree	25-34	15-29	M	146
Goulburn - Mulwaree	25-34	30+	F	402
Goulburn - Mulwaree	25-34	30+	M	65
Goulburn - Mulwaree	35-44		F	158
Goulburn - Mulwaree	35-44		M	245
Goulburn - Mulwaree	35-44	0	F	259
Goulburn - Mulwaree	35-44	0	M	376
Goulburn - Mulwaree	35-44	<5	F	217
Goulburn - Mulwaree	35-44	<5	M	544
Goulburn - Mulwaree	35-44	5-14	F	693
Goulburn - Mulwaree	35-44	5-14	M	681
Goulburn - Mulwaree	35-44	15-29	F	458
Goulburn - Mulwaree	35-44	15-29	M	191
Goulburn - Mulwaree	35-44	30+	F	398
Goulburn - Mulwaree	35-44	30+	M	95
Goulburn - Mulwaree	45-54		F	144
Goulburn - Mulwaree	45-54		M	272
Goulburn - Mulwaree	45-54	0	F	301
Goulburn - Mulwaree	45-54	0	M	484
Goulburn - Mulwaree	45-54	<5	F	248
Goulburn - Mulwaree	45-54	<5	M	543
Goulburn - Mulwaree	45-54	5-14	F	875
Goulburn - Mulwaree	45-54	5-14	M	748
Goulburn - Mulwaree	45-54	15-29	F	482
Goulburn - Mulwaree	45-54	15-29	M	225
Goulburn - Mulwaree	45-54	30+	F	361
Goulburn - Mulwaree	45-54	30+	M	110
Goulburn - Mulwaree	55-64		F	170
Goulburn - Mulwaree	55-64		M	228
Goulburn - Mulwaree	55-64	0	F	440
Goulburn - Mulwaree	55-64	0	M	646
Goulburn - Mulwaree	55-64	<5	F	263
Goulburn - Mulwaree	55-64	<5	M	653
Goulburn - Mulwaree	55-64	5-14	F	846
Goulburn - Mulwaree	55-64	5-14	M	808
Goulburn - Mulwaree	55-64	15-29	F	551
Goulburn - Mulwaree	55-64	15-29	M	267
Goulburn - Mulwaree	55-64	30+	F	411
Goulburn - Mulwaree	55-64	30+	M	166
Goulburn - Mulwaree	65-74		F	181
Goulburn - Mulwaree	65-74		M	184
Goulburn - Mulwaree	65-74	0	F	584
Goulburn - Mulwaree	65-74	0	M	669
Goulburn - Mulwaree	65-74	<5	F	172
Goulburn - Mulwaree	65-74	<5	M	412
Goulburn - Mulwaree	65-74	5-14	F	544
Goulburn - Mulwaree	65-74	5-14	M	576
Goulburn - Mulwaree	65-74	15-29	F	482
Goulburn - Mulwaree	65-74	15-29	M	296
Goulburn - Mulwaree	65-74	30+	F	438
Goulburn - Mulwaree	65-74	30+	M	180
Goulburn - Mulwaree	75-84		F	116
Goulburn - Mulwaree	75-84		M	119
Goulburn - Mulwaree	75-84	0	F	469
Goulburn - Mulwaree	75-84	0	M	429
Goulburn - Mulwaree	75-84	<5	F	135
Goulburn - Mulwaree	75-84	<5	M	187
Goulburn - Mulwaree	75-84	5-14	F	239
Goulburn - Mulwaree	75-84	5-14	M	274
Goulburn - Mulwaree	75-84	15-29	F	207
Goulburn - Mulwaree	75-84	15-29	M	144
Goulburn - Mulwaree	75-84	30+	F	199
Goulburn - Mulwaree	75-84	30+	M	114
Goulburn - Mulwaree	85+		F	60
Goulburn - Mulwaree	85+		M	47
Goulburn - Mulwaree	85+	0	F	350
Goulburn - Mulwaree	85+	0	M	207
Goulburn - Mulwaree	85+	<5	F	54
Goulburn - Mulwaree	85+	<5	M	48
Goulburn - Mulwaree	85+	5-14	F	85
Goulburn - Mulwaree	85+	5-14	M	59
Goulburn - Mulwaree	85+	15-29	F	37
Goulburn - Mulwaree	85+	15-29	M	27
Goulburn - Mulwaree	85+	30+	F	40
Goulburn - Mulwaree	85+	30+	M	24
Young - Yass	15-19		F	69
Young - Yass	15-19		M	91
Young - Yass	15-19	0	F	328
Young - Yass	15-19	0	M	461
Young - Yass	15-19	<5	F	555
Young - Yass	15-19	<5	M	506
Young - Yass	15-19	5-14	F	156
Young - Yass	15-19	5-14	M	115
Young - Yass	15-19	15-29	F	17
Young - Yass	15-19	15-29	M	18
Young - Yass	15-19	30+	F	3
Young - Yass	15-19	30+	M	5
Young - Yass	20-24		F	63
Young - Yass	20-24		M	61
Young - Yass	20-24	0	F	175
Young - Yass	20-24	0	M	284
Young - Yass	20-24	<5	F	267
Young - Yass	20-24	<5	M	333
Young - Yass	20-24	5-14	F	257
Young - Yass	20-24	5-14	M	140
Young - Yass	20-24	15-29	F	57
Young - Yass	20-24	15-29	M	21
Young - Yass	20-24	30+	F	50
Young - Yass	20-24	30+	M	12
Young - Yass	25-34		F	126
Young - Yass	25-34		M	152
Young - Yass	25-34	0	F	244
Young - Yass	25-34	0	M	404
Young - Yass	25-34	<5	F	261
Young - Yass	25-34	<5	M	484
Young - Yass	25-34	5-14	F	571
Young - Yass	25-34	5-14	M	571
Young - Yass	25-34	15-29	F	322
Young - Yass	25-34	15-29	M	120
Young - Yass	25-34	30+	F	404
Young - Yass	25-34	30+	M	50
Young - Yass	35-44		F	153
Young - Yass	35-44		M	131
Young - Yass	35-44	0	F	183
Young - Yass	35-44	0	M	348
Young - Yass	35-44	<5	F	189
Young - Yass	35-44	<5	M	494
Young - Yass	35-44	5-14	F	807
Young - Yass	35-44	5-14	M	696
Young - Yass	35-44	15-29	F	548
Young - Yass	35-44	15-29	M	238
Young - Yass	35-44	30+	F	467
Young - Yass	35-44	30+	M	99
Young - Yass	45-54		F	146
Young - Yass	45-54		M	195
Young - Yass	45-54	0	F	241
Young - Yass	45-54	0	M	424
Young - Yass	45-54	<5	F	256
Young - Yass	45-54	<5	M	680
Young - Yass	45-54	5-14	F	1062
Young - Yass	45-54	5-14	M	872
Young - Yass	45-54	15-29	F	624
Young - Yass	45-54	15-29	M	270
Young - Yass	45-54	30+	F	359
Young - Yass	45-54	30+	M	106
Young - Yass	55-64		F	167
Young - Yass	55-64		M	204
Young - Yass	55-64	0	F	340
Young - Yass	55-64	0	M	587
Young - Yass	55-64	<5	F	262
Young - Yass	55-64	<5	M	634
Young - Yass	55-64	5-14	F	856
Young - Yass	55-64	5-14	M	871
Young - Yass	55-64	15-29	F	554
Young - Yass	55-64	15-29	M	256
Young - Yass	55-64	30+	F	415
Young - Yass	55-64	30+	M	124
Young - Yass	65-74		F	180
Young - Yass	65-74		M	159
Young - Yass	65-74	0	F	478
Young - Yass	65-74	0	M	636
Young - Yass	65-74	<5	F	146
Young - Yass	65-74	<5	M	432
Young - Yass	65-74	5-14	F	519
Young - Yass	65-74	5-14	M	586
Young - Yass	65-74	15-29	F	529
Young - Yass	65-74	15-29	M	284
Young - Yass	65-74	30+	F	522
Young - Yass	65-74	30+	M	194
Young - Yass	75-84		F	127
Young - Yass	75-84		M	121
Young - Yass	75-84	0	F	438
Young - Yass	75-84	0	M	432
Young - Yass	75-84	<5	F	107
Young - Yass	75-84	<5	M	190
Young - Yass	75-84	5-14	F	198
Young - Yass	75-84	5-14	M	281
Young - Yass	75-84	15-29	F	219
Young - Yass	75-84	15-29	M	143
Young - Yass	75-84	30+	F	197
Young - Yass	75-84	30+	M	96
Young - Yass	85+		F	58
Young - Yass	85+		M	44
Young - Yass	85+	0	F	300
Young - Yass	85+	0	M	187
Young - Yass	85+	<5	F	61
Young - Yass	85+	<5	M	45
Young - Yass	85+	5-14	F	57
Young - Yass	85+	5-14	M	45
Young - Yass	85+	15-29	F	40
Young - Yass	85+	15-29	M	15
Young - Yass	85+	30+	F	35
Young - Yass	85+	30+	M	14
Gosford	15-19		F	217
Gosford	15-19		M	264
Gosford	15-19	0	F	1646
Gosford	15-19	0	M	2046
Gosford	15-19	<5	F	2418
Gosford	15-19	<5	M	2504
Gosford	15-19	5-14	F	565
Gosford	15-19	5-14	M	420
Gosford	15-19	15-29	F	64
Gosford	15-19	15-29	M	37
Gosford	15-19	30+	F	25
Gosford	15-19	30+	M	14
Gosford	20-24		F	219
Gosford	20-24		M	234
Gosford	20-24	0	F	1069
Gosford	20-24	0	M	1681
Gosford	20-24	<5	F	1665
Gosford	20-24	<5	M	1767
Gosford	20-24	5-14	F	1136
Gosford	20-24	5-14	M	727
Gosford	20-24	15-29	F	255
Gosford	20-24	15-29	M	120
Gosford	20-24	30+	F	151
Gosford	20-24	30+	M	61
Gosford	25-34		F	491
Gosford	25-34		M	555
Gosford	25-34	0	F	1420
Gosford	25-34	0	M	2318
Gosford	25-34	<5	F	1505
Gosford	25-34	<5	M	2593
Gosford	25-34	5-14	F	3031
Gosford	25-34	5-14	M	2634
Gosford	25-34	15-29	F	1336
Gosford	25-34	15-29	M	677
Gosford	25-34	30+	F	1487
Gosford	25-34	30+	M	273
Gosford	35-44		F	539
Gosford	35-44		M	488
Gosford	35-44	0	F	1115
Gosford	35-44	0	M	1740
Gosford	35-44	<5	F	935
Gosford	35-44	<5	M	2362
Gosford	35-44	5-14	F	3333
Gosford	35-44	5-14	M	3913
Gosford	35-44	15-29	F	2660
Gosford	35-44	15-29	M	1316
Gosford	35-44	30+	F	2729
Gosford	35-44	30+	M	598
Gosford	45-54		F	483
Gosford	45-54		M	564
Gosford	45-54	0	F	1338
Gosford	45-54	0	M	1939
Gosford	45-54	<5	F	1249
Gosford	45-54	<5	M	2669
Gosford	45-54	5-14	F	4306
Gosford	45-54	5-14	M	4282
Gosford	45-54	15-29	F	2756
Gosford	45-54	15-29	M	1345
Gosford	45-54	30+	F	1863
Gosford	45-54	30+	M	562
Gosford	55-64		F	494
Gosford	55-64		M	551
Gosford	55-64	0	F	1912
Gosford	55-64	0	M	2320
Gosford	55-64	<5	F	1364
Gosford	55-64	<5	M	2402
Gosford	55-64	5-14	F	4390
Gosford	55-64	5-14	M	4026
Gosford	55-64	15-29	F	2624
Gosford	55-64	15-29	M	1295
Gosford	55-64	30+	F	1722
Gosford	55-64	30+	M	598
Gosford	65-74		F	619
Gosford	65-74		M	537
Gosford	65-74	0	F	2767
Gosford	65-74	0	M	2488
Gosford	65-74	<5	F	868
Gosford	65-74	<5	M	1640
Gosford	65-74	5-14	F	2790
Gosford	65-74	5-14	M	2970
Gosford	65-74	15-29	F	2575
Gosford	65-74	15-29	M	1456
Gosford	65-74	30+	F	1946
Gosford	65-74	30+	M	811
Gosford	75-84		F	672
Gosford	75-84		M	438
Gosford	75-84	0	F	2478
Gosford	75-84	0	M	2035
Gosford	75-84	<5	F	672
Gosford	75-84	<5	M	921
Gosford	75-84	5-14	F	1341
Gosford	75-84	5-14	M	1551
Gosford	75-84	15-29	F	1118
Gosford	75-84	15-29	M	852
Gosford	75-84	30+	F	1023
Gosford	75-84	30+	M	490
Gosford	85+		F	741
Gosford	85+		M	362
Gosford	85+	0	F	1668
Gosford	85+	0	M	885
Gosford	85+	<5	F	375
Gosford	85+	<5	M	277
Gosford	85+	5-14	F	455
Gosford	85+	5-14	M	326
Gosford	85+	15-29	F	223
Gosford	85+	15-29	M	161
Gosford	85+	30+	F	183
Gosford	85+	30+	M	122
Wyong	15-19		F	287
Wyong	15-19		M	331
Wyong	15-19	0	F	1717
Wyong	15-19	0	M	2235
Wyong	15-19	<5	F	2127
Wyong	15-19	<5	M	2213
Wyong	15-19	5-14	F	576
Wyong	15-19	5-14	M	409
Wyong	15-19	15-29	F	68
Wyong	15-19	15-29	M	38
Wyong	15-19	30+	F	36
Wyong	15-19	30+	M	17
Wyong	20-24		F	258
Wyong	20-24		M	264
Wyong	20-24	0	F	1339
Wyong	20-24	0	M	1960
Wyong	20-24	<5	F	1377
Wyong	20-24	<5	M	1681
Wyong	20-24	5-14	F	1111
Wyong	20-24	5-14	M	731
Wyong	20-24	15-29	F	301
Wyong	20-24	15-29	M	103
Wyong	20-24	30+	F	223
Wyong	20-24	30+	M	55
Wyong	25-34		F	622
Wyong	25-34		M	610
Wyong	25-34	0	F	1786
Wyong	25-34	0	M	2735
Wyong	25-34	<5	F	1336
Wyong	25-34	<5	M	2530
Wyong	25-34	5-14	F	3081
Wyong	25-34	5-14	M	2688
Wyong	25-34	15-29	F	1499
Wyong	25-34	15-29	M	669
Wyong	25-34	30+	F	1909
Wyong	25-34	30+	M	349
Wyong	35-44		F	558
Wyong	35-44		M	633
Wyong	35-44	0	F	1208
Wyong	35-44	0	M	1998
Wyong	35-44	<5	F	833
Wyong	35-44	<5	M	2147
Wyong	35-44	5-14	F	3015
Wyong	35-44	5-14	M	3138
Wyong	35-44	15-29	F	2164
Wyong	35-44	15-29	M	1032
Wyong	35-44	30+	F	2347
Wyong	35-44	30+	M	554
Wyong	45-54		F	532
Wyong	45-54		M	625
Wyong	45-54	0	F	1658
Wyong	45-54	0	M	2262
Wyong	45-54	<5	F	1091
Wyong	45-54	<5	M	2294
Wyong	45-54	5-14	F	3582
Wyong	45-54	5-14	M	3325
Wyong	45-54	15-29	F	2233
Wyong	45-54	15-29	M	1056
Wyong	45-54	30+	F	1715
Wyong	45-54	30+	M	475
Wyong	55-64		F	500
Wyong	55-64		M	511
Wyong	55-64	0	F	2275
Wyong	55-64	0	M	2666
Wyong	55-64	<5	F	1111
Wyong	55-64	<5	M	2095
Wyong	55-64	5-14	F	3317
Wyong	55-64	5-14	M	3123
Wyong	55-64	15-29	F	2232
Wyong	55-64	15-29	M	1111
Wyong	55-64	30+	F	1653
Wyong	55-64	30+	M	580
Wyong	65-74		F	632
Wyong	65-74		M	514
Wyong	65-74	0	F	2980
Wyong	65-74	0	M	2916
Wyong	65-74	<5	F	780
Wyong	65-74	<5	M	1365
Wyong	65-74	5-14	F	2218
Wyong	65-74	5-14	M	2321
Wyong	65-74	15-29	F	1961
Wyong	65-74	15-29	M	1208
Wyong	65-74	30+	F	1671
Wyong	65-74	30+	M	671
Wyong	75-84		F	745
Wyong	75-84		M	528
Wyong	75-84	0	F	2543
Wyong	75-84	0	M	2069
Wyong	75-84	<5	F	522
Wyong	75-84	<5	M	756
Wyong	75-84	5-14	F	1005
Wyong	75-84	5-14	M	1160
Wyong	75-84	15-29	F	876
Wyong	75-84	15-29	M	602
Wyong	75-84	30+	F	854
Wyong	75-84	30+	M	438
Wyong	85+		F	719
Wyong	85+		M	347
Wyong	85+	0	F	1357
Wyong	85+	0	M	823
Wyong	85+	<5	F	275
Wyong	85+	<5	M	190
Wyong	85+	5-14	F	330
Wyong	85+	5-14	M	224
Wyong	85+	15-29	F	166
Wyong	85+	15-29	M	120
Wyong	85+	30+	F	119
Wyong	85+	30+	M	97
Bathurst	15-19		F	88
Bathurst	15-19		M	132
Bathurst	15-19	0	F	526
Bathurst	15-19	0	M	669
Bathurst	15-19	<5	F	693
Bathurst	15-19	<5	M	684
Bathurst	15-19	5-14	F	179
Bathurst	15-19	5-14	M	137
Bathurst	15-19	15-29	F	19
Bathurst	15-19	15-29	M	23
Bathurst	15-19	30+	F	7
Bathurst	15-19	30+	M	9
Bathurst	20-24		F	92
Bathurst	20-24		M	245
Bathurst	20-24	0	F	400
Bathurst	20-24	0	M	572
