SA3_NAME16	OnlyEnglishSpokenHome	Sex	persons
Geelong	0	M	14255
Geelong	1	F	88966
Geelong	1	M	83059
Surf Coast - Bellarine Peninsula	0	F	2464
Surf Coast - Bellarine Peninsula	0	M	2118
Surf Coast - Bellarine Peninsula	1	F	43456
Surf Coast - Bellarine Peninsula	1	M	40928
Upper Goulburn Valley	0	F	1485
Upper Goulburn Valley	0	M	1357
Upper Goulburn Valley	1	F	26217
Upper Goulburn Valley	1	M	26312
Wangaratta - Benalla	0	F	1158
Wangaratta - Benalla	0	M	999
Wangaratta - Benalla	1	F	22219
Wangaratta - Benalla	1	M	20956
Wodonga - Alpine	0	F	2347
Wodonga - Alpine	0	M	2119
Wodonga - Alpine	1	F	34343
Wodonga - Alpine	1	M	33136
Baw Baw	0	F	1524
Baw Baw	0	M	1315
Baw Baw	1	F	26542
Baw Baw	1	M	25178
Gippsland - East	0	F	1074
Gippsland - East	0	M	898
Gippsland - East	1	F	21920
Gippsland - East	1	M	21255
Gippsland - South West	0	F	1756
Gippsland - South West	0	M	1508
Gippsland - South West	1	F	32312
Gippsland - South West	1	M	31202
Latrobe Valley	0	F	2752
Latrobe Valley	0	M	2369
Latrobe Valley	1	F	33837
Latrobe Valley	1	M	32525
Wellington	0	F	964
Wellington	0	M	834
Wellington	1	F	20042
Wellington	1	M	19676
Brunswick - Coburg	0	F	13047
Brunswick - Coburg	0	M	11350
Brunswick - Coburg	1	F	32196
Brunswick - Coburg	1	M	30334
Darebin - South	0	F	6250
Darebin - South	0	M	5181
Darebin - South	1	F	20868
Darebin - South	1	M	19262
Essendon	0	F	9473
Essendon	0	M	8176
Essendon	1	F	24420
Essendon	1	M	23649
Melbourne City	0	F	36733
Melbourne City	0	M	32140
Melbourne City	1	F	32957
Melbourne City	1	M	36399
Port Phillip	0	F	11417
Port Phillip	0	M	10047
Port Phillip	1	F	37594
Port Phillip	1	M	36306
Stonnington - West	0	F	7637
Stonnington - West	0	M	6099
Stonnington - West	1	F	23330
Stonnington - West	1	M	21858
Yarra	0	F	10073
Yarra	0	M	8181
Yarra	1	F	34255
Yarra	1	M	33781
Boroondara	0	F	26261
Boroondara	0	M	21962
Boroondara	1	F	58468
Boroondara	1	M	56094
Manningham - West	0	F	27498
Manningham - West	0	M	24409
Manningham - West	1	F	21878
Manningham - West	1	M	21577
Whitehorse - West	0	F	23617
Whitehorse - West	0	M	21146
Whitehorse - West	1	F	29679
Whitehorse - West	1	M	28724
Bayside	0	F	8604
Bayside	0	M	7040
Bayside	1	F	42455
Bayside	1	M	39675
Glen Eira	0	F	25891
Glen Eira	0	M	23223
Glen Eira	1	F	51890
Glen Eira	1	M	50103
Kingston	0	F	12807
Kingston	0	M	10900
Kingston	1	F	48914
Kingston	1	M	45958
Stonnington - East	0	F	5155
Stonnington - East	0	M	4320
Stonnington - East	1	F	16123
Stonnington - East	1	M	15223
Banyule	0	F	14605
Banyule	0	M	12940
Banyule	1	F	48237
Banyule	1	M	46398
Darebin - North	0	F	18798
Darebin - North	0	M	17772
Darebin - North	1	F	27293
Darebin - North	1	M	26701
Nillumbik - Kinglake	0	F	3362
Nillumbik - Kinglake	0	M	2851
Nillumbik - Kinglake	1	F	29394
Nillumbik - Kinglake	1	M	29376
Whittlesea - Wallan	0	F	54295
Whittlesea - Wallan	0	M	53218
Whittlesea - Wallan	1	F	66423
Whittlesea - Wallan	1	M	66100
Keilor	0	F	10074
Keilor	0	M	8801
Keilor	1	F	20490
Keilor	1	M	20312
Macedon Ranges	0	F	789
Macedon Ranges	0	M	650
Macedon Ranges	1	F	15050
Macedon Ranges	1	M	14916
Moreland - North	0	F	17440
Moreland - North	0	M	17042
Moreland - North	1	F	20883
Moreland - North	1	M	20480
Sunbury	0	F	2741
Sunbury	0	M	2388
Sunbury	1	F	19307
Sunbury	1	M	18776
Tullamarine - Broadmeadows	0	F	57563
Tullamarine - Broadmeadows	0	M	57564
Tullamarine - Broadmeadows	1	F	37563
Tullamarine - Broadmeadows	1	M	38308
Knox	0	F	23950
Knox	0	M	21793
Knox	1	F	54525
Knox	1	M	53663
Manningham - East	0	F	3028
Manningham - East	0	M	2685
Manningham - East	1	F	10011
Manningham - East	1	M	9864
Maroondah	0	F	11983
Maroondah	0	M	10560
Maroondah	1	F	45155
Maroondah	1	M	43020
Whitehorse - East	0	F	12709
Whitehorse - East	0	M	11420
Whitehorse - East	1	F	18652
Whitehorse - East	1	M	18027
Yarra Ranges	0	F	6490
Yarra Ranges	0	M	5907
Yarra Ranges	1	F	69250
Yarra Ranges	1	M	67883
Cardinia	0	F	10658
Cardinia	0	M	10410
Cardinia	1	F	46276
Cardinia	1	M	44987
Casey - North	0	F	27401
Casey - North	0	M	26779
Casey - North	1	F	37979
Casey - North	1	M	37910
Casey - South	0	F	49417
Casey - South	0	M	48928
Casey - South	1	F	58898
Casey - South	1	M	59009
Dandenong	0	F	59921
Dandenong	0	M	59350
Dandenong	1	F	30200
Dandenong	1	M	32826
Monash	0	F	49023
Monash	0	M	46917
Monash	1	F	38959
Monash	1	M	40311
Brimbank	0	F	55779
Brimbank	0	M	53472
Brimbank	1	F	31142
Brimbank	1	M	33432
Hobsons Bay	0	F	12071
Hobsons Bay	0	M	10343
Hobsons Bay	1	F	30479
Hobsons Bay	1	M	29899
Maribyrnong	0	F	16587
Maribyrnong	0	M	15849
Maribyrnong	1	F	23808
Maribyrnong	1	M	24434
Melton - Bacchus Marsh	0	F	36212
Melton - Bacchus Marsh	0	M	34694
Melton - Bacchus Marsh	1	F	57873
Melton - Bacchus Marsh	1	M	56923
Wyndham	0	F	73478
Wyndham	0	M	74237
Wyndham	1	F	64789
Wyndham	1	M	65775
Frankston	0	F	8505
Frankston	0	M	7225
Frankston	1	F	59216
Frankston	1	M	57204
Mornington Peninsula	0	F	4884
Mornington Peninsula	0	M	4293
Mornington Peninsula	1	F	77708
Mornington Peninsula	1	M	72957
Grampians	0	F	1484
Grampians	0	M	1398
Grampians	1	F	26543
Grampians	1	M	26157
Mildura	0	F	3413
Mildura	0	M	3589
Mildura	1	F	23371
Mildura	1	M	22140
Murray River - Swan Hill	0	F	1914
Murray River - Swan Hill	0	M	2045
Murray River - Swan Hill	1	F	15532
Murray River - Swan Hill	1	M	15515
Campaspe	0	F	801
Campaspe	0	M	725
Campaspe	1	F	17590
Campaspe	1	M	17101
Moira	0	F	801
Moira	0	M	798
Moira	1	F	13412
Moira	1	M	13302
Shepparton	0	F	6043
Shepparton	0	M	6006
Shepparton	1	F	25789
Shepparton	1	M	25123
Glenelg - Southern Grampians	0	F	595
Glenelg - Southern Grampians	0	M	491
Glenelg - Southern Grampians	1	F	16835
Glenelg - Southern Grampians	1	M	16512
Colac - Corangamite	0	F	841
Colac - Corangamite	0	M	891
Colac - Corangamite	1	F	17081
Colac - Corangamite	1	M	17096
Warrnambool	0	F	1163
Warrnambool	0	M	1113
Warrnambool	1	F	24456
Warrnambool	1	M	22961
Migratory - Offshore - Shipping (Vic.)	0	M	5
Migratory - Offshore - Shipping (Vic.)	1	M	9
No usual address (Vic.)	0	F	492
No usual address (Vic.)	0	M	490
No usual address (Vic.)	1	F	2041
No usual address (Vic.)	1	M	2445
Capalaba	0	F	3676
Capalaba	0	M	3032
Capalaba	1	F	32267
Capalaba	1	M	31816
Cleveland - Stradbroke	0	F	3514
Cleveland - Stradbroke	0	M	2822
Cleveland - Stradbroke	1	F	42819
Cleveland - Stradbroke	1	M	40815
Wynnum - Manly	0	F	4323
Wynnum - Manly	0	M	3563
Wynnum - Manly	1	F	31797
Wynnum - Manly	1	M	30701
Bald Hills - Everton Park	0	F	4722
Bald Hills - Everton Park	0	M	4226
Bald Hills - Everton Park	1	F	18478
Bald Hills - Everton Park	1	M	17394
Chermside	0	F	6000
Chermside	0	M	5087
Chermside	1	F	30865
Chermside	1	M	29307
Nundah	0	F	3917
Nundah	0	M	3465
Nundah	1	F	16788
Nundah	1	M	16905
Sandgate	0	F	5745
Sandgate	0	M	5176
Sandgate	1	F	24564
Sandgate	1	M	23303
Carindale	0	F	5505
Carindale	0	M	4780
Carindale	1	F	21882
Carindale	1	M	20583
Holland Park - Yeronga	0	F	8319
Holland Park - Yeronga	0	M	7540
Holland Park - Yeronga	1	F	30411
Holland Park - Yeronga	1	M	29765
Mt Gravatt	0	F	16727
Mt Gravatt	0	M	15319
Mt Gravatt	1	F	22262
Mt Gravatt	1	M	21948
Nathan	0	F	5264
Nathan	0	M	5109
Nathan	1	F	14011
Nathan	1	M	14044
Rocklea - Acacia Ridge	0	F	16893
Rocklea - Acacia Ridge	0	M	15538
Rocklea - Acacia Ridge	1	F	16116
Rocklea - Acacia Ridge	1	M	16244
Sunnybank	0	F	14067
Sunnybank	0	M	13557
Sunnybank	1	F	9878
Sunnybank	1	M	10374
Centenary	0	F	4086
Centenary	0	M	3602
Centenary	1	F	12428
Centenary	1	M	12203
Kenmore - Brookfield - Moggill	0	F	4301
Kenmore - Brookfield - Moggill	0	M	3690
Kenmore - Brookfield - Moggill	1	F	19412
Kenmore - Brookfield - Moggill	1	M	19233
Sherwood - Indooroopilly	0	F	7127
Sherwood - Indooroopilly	0	M	6415
Sherwood - Indooroopilly	1	F	19810
Sherwood - Indooroopilly	1	M	19053
The Gap - Enoggera	0	F	3054
The Gap - Enoggera	0	M	2615
The Gap - Enoggera	1	F	23857
The Gap - Enoggera	1	M	23071
Brisbane Inner	0	F	13706
Brisbane Inner	0	M	12213
Brisbane Inner	1	F	26476
Brisbane Inner	1	M	28372
Brisbane Inner - East	0	F	2810
Brisbane Inner - East	0	M	2521
Brisbane Inner - East	1	F	18944
Brisbane Inner - East	1	M	18258
Brisbane Inner - North	0	F	8875
Brisbane Inner - North	0	M	7577
Brisbane Inner - North	1	F	39813
Brisbane Inner - North	1	M	38997
Brisbane Inner - West	0	F	4330
Brisbane Inner - West	0	M	3725
Brisbane Inner - West	1	F	25391
Brisbane Inner - West	1	M	25011
Cairns - North	0	F	3694
Cairns - North	0	M	2836
Cairns - North	1	F	24220
Cairns - North	1	M	23524
Cairns - South	0	F	9237
Cairns - South	0	M	7514
Cairns - South	1	F	38628
Cairns - South	1	M	38677
Innisfail - Cassowary Coast	0	F	2587
Innisfail - Cassowary Coast	0	M	2523
Innisfail - Cassowary Coast	1	F	13082
Innisfail - Cassowary Coast	1	M	13747
Port Douglas - Daintree	0	F	630
Port Douglas - Daintree	0	M	508
Port Douglas - Daintree	1	F	4717
Port Douglas - Daintree	1	M	4961
Tablelands (East) - Kuranda	0	F	1730
Tablelands (East) - Kuranda	0	M	1525
Tablelands (East) - Kuranda	1	F	17851
Tablelands (East) - Kuranda	1	M	17495
Darling Downs (West) - Maranoa	0	F	865
Darling Downs (West) - Maranoa	0	M	840
Darling Downs (West) - Maranoa	1	F	18754
Darling Downs (West) - Maranoa	1	M	18962
Darling Downs - East	0	F	817
Darling Downs - East	0	M	794
Darling Downs - East	1	F	18866
Darling Downs - East	1	M	18862
Granite Belt	0	F	898
Granite Belt	0	M	774
Granite Belt	1	F	18599
Granite Belt	1	M	18120
Central Highlands (Qld)	0	F	836
Central Highlands (Qld)	0	M	834
Central Highlands (Qld)	1	F	11712
Central Highlands (Qld)	1	M	12237
Rockhampton	0	F	3277
Rockhampton	0	M	3093
Rockhampton	1	F	53434
Rockhampton	1	M	51660
Biloela	0	F	320
Biloela	0	M	333
Biloela	1	F	5903
Biloela	1	M	6119
Gladstone	0	F	1937
Gladstone	0	M	1675
Gladstone	1	F	27458
Gladstone	1	M	28080
Broadbeach - Burleigh	0	F	4271
Broadbeach - Burleigh	0	M	3349
Broadbeach - Burleigh	1	F	28131
Broadbeach - Burleigh	1	M	26307
Coolangatta	0	F	1985
Coolangatta	0	M	1594
Coolangatta	1	F	26268
Coolangatta	1	M	24508
Gold Coast - North	0	F	5801
Gold Coast - North	0	M	4789
Gold Coast - North	1	F	28314
Gold Coast - North	1	M	25925
Gold Coast Hinterland	0	F	527
Gold Coast Hinterland	0	M	429
Gold Coast Hinterland	1	F	8996
Gold Coast Hinterland	1	M	8888
Mudgeeraba - Tallebudgera	0	F	1674
Mudgeeraba - Tallebudgera	0	M	1330
Mudgeeraba - Tallebudgera	1	F	16084
Mudgeeraba - Tallebudgera	1	M	15427
Nerang	0	F	4257
Nerang	0	M	3601
Nerang	1	F	29658
Nerang	1	M	29109
Ormeau - Oxenford	0	F	9789
Ormeau - Oxenford	0	M	8629
Ormeau - Oxenford	1	F	66477
Ormeau - Oxenford	1	M	64549
Robina	0	F	5625
Robina	0	M	4532
Robina	1	F	21607
Robina	1	M	19639
Southport	0	F	7480
Southport	0	M	6369
Southport	1	F	23123
Southport	1	M	22724
Surfers Paradise	0	F	5297
Surfers Paradise	0	M	4862
Surfers Paradise	1	F	14946
Surfers Paradise	1	M	15338
Forest Lake - Oxley	0	F	15937
Forest Lake - Oxley	0	M	14618
Forest Lake - Oxley	1	F	20379
Forest Lake - Oxley	1	M	20148
Ipswich Hinterland	0	F	1044
Ipswich Hinterland	0	M	827
Ipswich Hinterland	1	F	29991
Ipswich Hinterland	1	M	29927
Ipswich Inner	0	F	4154
Ipswich Inner	0	M	3471
Ipswich Inner	1	F	51819
Ipswich Inner	1	M	50237
Springfield - Redbank	0	F	12847
Springfield - Redbank	0	M	11841
Springfield - Redbank	1	F	37528
Springfield - Redbank	1	M	37094
Beaudesert	0	F	254
Beaudesert	0	M	184
Beaudesert	1	F	6629
Beaudesert	1	M	6370
Beenleigh	0	F	2842
Beenleigh	0	M	2517
Beenleigh	1	F	18973
Beenleigh	1	M	18427
Browns Plains	0	F	11338
Browns Plains	0	M	10698
Browns Plains	1	F	32789
Browns Plains	1	M	32133
Jimboomba	0	F	2392
Jimboomba	0	M	2149
Jimboomba	1	F	27097
Jimboomba	1	M	26810
Loganlea - Carbrook	0	F	5306
Loganlea - Carbrook	0	M	4777
Loganlea - Carbrook	1	F	25772
Loganlea - Carbrook	1	M	24601
Springwood - Kingston	0	F	10348
Springwood - Kingston	0	M	10169
Springwood - Kingston	1	F	26390
Springwood - Kingston	1	M	26272
Bowen Basin - North	0	F	1025
Bowen Basin - North	0	M	1008
Bowen Basin - North	1	F	13148
Bowen Basin - North	1	M	14400
Mackay	0	F	3918
Mackay	0	M	3321
Mackay	1	F	51769
Mackay	1	M	51630
Whitsunday	0	F	865
Whitsunday	0	M	671
Whitsunday	1	F	9411
Whitsunday	1	M	9845
Bribie - Beachmere	0	F	788
Bribie - Beachmere	0	M	567
Bribie - Beachmere	1	F	17598
Bribie - Beachmere	1	M	16376
Caboolture	0	F	3309
Caboolture	0	M	2591
Caboolture	1	F	35231
Caboolture	1	M	33618
Caboolture Hinterland	0	F	407
Caboolture Hinterland	0	M	478
Caboolture Hinterland	1	F	5818
Caboolture Hinterland	1	M	5734
Narangba - Burpengary	0	F	2293
Narangba - Burpengary	0	M	1850
Narangba - Burpengary	1	F	31382
Narangba - Burpengary	1	M	30327
Redcliffe	0	F	2400
Redcliffe	0	M	1940
Redcliffe	1	F	29296
Redcliffe	1	M	26754
