SA3_NAME16	Age	ProvidedUnpaidDisabilityAssistance	Sex	adults
Snowy Mountains	25-34		M	201
Snowy Mountains	25-34	0	F	1049
Snowy Mountains	25-34	0	M	1157
Snowy Mountains	25-34	1	F	113
Snowy Mountains	25-34	1	M	66
Snowy Mountains	35-44		F	83
Snowy Mountains	35-44		M	173
Snowy Mountains	35-44	0	F	902
Snowy Mountains	35-44	0	M	896
Snowy Mountains	35-44	1	F	171
Snowy Mountains	35-44	1	M	96
Snowy Mountains	45-54		F	104
Snowy Mountains	45-54		M	140
Snowy Mountains	45-54	0	F	1063
Snowy Mountains	45-54	0	M	1133
Snowy Mountains	45-54	1	F	266
Snowy Mountains	45-54	1	M	178
Snowy Mountains	55-64		F	104
Snowy Mountains	55-64		M	128
Snowy Mountains	55-64	0	F	1076
Snowy Mountains	55-64	0	M	1222
Snowy Mountains	55-64	1	F	293
Snowy Mountains	55-64	1	M	210
Snowy Mountains	65-74		F	95
Snowy Mountains	65-74		M	102
Snowy Mountains	65-74	0	F	869
Snowy Mountains	65-74	0	M	1041
Snowy Mountains	65-74	1	F	145
Snowy Mountains	65-74	1	M	112
Snowy Mountains	75-84		F	66
Snowy Mountains	75-84		M	62
Snowy Mountains	75-84	0	F	513
Snowy Mountains	75-84	0	M	540
Snowy Mountains	75-84	1	F	71
Snowy Mountains	75-84	1	M	62
Snowy Mountains	85+		F	35
Snowy Mountains	85+		M	20
Snowy Mountains	85+	0	F	228
Snowy Mountains	85+	0	M	159
Snowy Mountains	85+	1	F	10
Snowy Mountains	85+	1	M	17
South Coast	15-19		F	193
South Coast	15-19		M	241
South Coast	15-19	0	F	1408
South Coast	15-19	0	M	1618
South Coast	15-19	1	F	112
South Coast	15-19	1	M	90
South Coast	20-24		F	114
South Coast	20-24		M	140
South Coast	20-24	0	F	1033
South Coast	20-24	0	M	1169
South Coast	20-24	1	F	98
South Coast	20-24	1	M	83
South Coast	25-34		F	259
South Coast	25-34		M	266
South Coast	25-34	0	F	2585
South Coast	25-34	0	M	2521
South Coast	25-34	1	F	348
South Coast	25-34	1	M	245
South Coast	35-44		F	291
South Coast	35-44		M	252
South Coast	35-44	0	F	2701
South Coast	35-44	0	M	2670
South Coast	35-44	1	F	632
South Coast	35-44	1	M	359
South Coast	45-54		F	348
South Coast	45-54		M	368
South Coast	45-54	0	F	3414
South Coast	45-54	0	M	3441
South Coast	45-54	1	F	1013
South Coast	45-54	1	M	541
South Coast	55-64		F	447
South Coast	55-64		M	463
South Coast	55-64	0	F	5110
South Coast	55-64	0	M	4837
South Coast	55-64	1	F	1499
South Coast	55-64	1	M	964
South Coast	65-74		F	422
South Coast	65-74		M	486
South Coast	65-74	0	F	5478
South Coast	65-74	0	M	5823
South Coast	65-74	1	F	1070
South Coast	65-74	1	M	796
South Coast	75-84		F	345
South Coast	75-84		M	312
South Coast	75-84	0	F	2858
South Coast	75-84	0	M	2815
South Coast	75-84	1	F	417
South Coast	75-84	1	M	365
South Coast	85+		F	239
South Coast	85+		M	142
South Coast	85+	0	F	1223
South Coast	85+	0	M	801
South Coast	85+	1	F	71
South Coast	85+	1	M	112
Goulburn - Mulwaree	15-19		F	85
Goulburn - Mulwaree	15-19		M	106
Goulburn - Mulwaree	15-19	0	F	847
Goulburn - Mulwaree	15-19	0	M	938
Goulburn - Mulwaree	15-19	1	F	70
Goulburn - Mulwaree	15-19	1	M	66
Goulburn - Mulwaree	20-24		F	55
Goulburn - Mulwaree	20-24		M	120
Goulburn - Mulwaree	20-24	0	F	774
Goulburn - Mulwaree	20-24	0	M	875
Goulburn - Mulwaree	20-24	1	F	68
Goulburn - Mulwaree	20-24	1	M	60
Goulburn - Mulwaree	25-34		F	158
Goulburn - Mulwaree	25-34		M	337
Goulburn - Mulwaree	25-34	0	F	1811
Goulburn - Mulwaree	25-34	0	M	1835
Goulburn - Mulwaree	25-34	1	F	278
Goulburn - Mulwaree	25-34	1	M	185
Goulburn - Mulwaree	35-44		F	164
Goulburn - Mulwaree	35-44		M	248
Goulburn - Mulwaree	35-44	0	F	1614
Goulburn - Mulwaree	35-44	0	M	1637
Goulburn - Mulwaree	35-44	1	F	405
Goulburn - Mulwaree	35-44	1	M	255
Goulburn - Mulwaree	45-54		F	140
Goulburn - Mulwaree	45-54		M	266
Goulburn - Mulwaree	45-54	0	F	1740
Goulburn - Mulwaree	45-54	0	M	1768
Goulburn - Mulwaree	45-54	1	F	534
Goulburn - Mulwaree	45-54	1	M	343
Goulburn - Mulwaree	55-64		F	166
Goulburn - Mulwaree	55-64		M	226
Goulburn - Mulwaree	55-64	0	F	1945
Goulburn - Mulwaree	55-64	0	M	2133
Goulburn - Mulwaree	55-64	1	F	576
Goulburn - Mulwaree	55-64	1	M	407
Goulburn - Mulwaree	65-74		F	173
Goulburn - Mulwaree	65-74		M	175
Goulburn - Mulwaree	65-74	0	F	1855
Goulburn - Mulwaree	65-74	0	M	1875
Goulburn - Mulwaree	65-74	1	F	371
Goulburn - Mulwaree	65-74	1	M	270
Goulburn - Mulwaree	75-84		F	122
Goulburn - Mulwaree	75-84		M	114
Goulburn - Mulwaree	75-84	0	F	1090
Goulburn - Mulwaree	75-84	0	M	1025
Goulburn - Mulwaree	75-84	1	F	153
Goulburn - Mulwaree	75-84	1	M	135
Goulburn - Mulwaree	85+		F	61
Goulburn - Mulwaree	85+		M	50
Goulburn - Mulwaree	85+	0	F	532
Goulburn - Mulwaree	85+	0	M	318
Goulburn - Mulwaree	85+	1	F	29
Goulburn - Mulwaree	85+	1	M	38
Young - Yass	15-19		F	75
Young - Yass	15-19		M	94
Young - Yass	15-19	0	F	998
Young - Yass	15-19	0	M	1037
Young - Yass	15-19	1	F	67
Young - Yass	15-19	1	M	61
Young - Yass	20-24		F	63
Young - Yass	20-24		M	61
Young - Yass	20-24	0	F	722
Young - Yass	20-24	0	M	732
Young - Yass	20-24	1	F	81
Young - Yass	20-24	1	M	53
Young - Yass	25-34		F	134
Young - Yass	25-34		M	151
Young - Yass	25-34	0	F	1548
Young - Yass	25-34	0	M	1506
Young - Yass	25-34	1	F	249
Young - Yass	25-34	1	M	130
Young - Yass	35-44		F	156
Young - Yass	35-44		M	133
Young - Yass	35-44	0	F	1789
Young - Yass	35-44	0	M	1646
Young - Yass	35-44	1	F	404
Young - Yass	35-44	1	M	232
Young - Yass	45-54		F	146
Young - Yass	45-54		M	199
Young - Yass	45-54	0	F	1943
Young - Yass	45-54	0	M	2008
Young - Yass	45-54	1	F	607
Young - Yass	45-54	1	M	349
Young - Yass	55-64		F	170
Young - Yass	55-64		M	201
Young - Yass	55-64	0	F	1837
Young - Yass	55-64	0	M	2087
Young - Yass	55-64	1	F	585
Young - Yass	55-64	1	M	390
Young - Yass	65-74		F	174
Young - Yass	65-74		M	164
Young - Yass	65-74	0	F	1759
Young - Yass	65-74	0	M	1836
Young - Yass	65-74	1	F	432
Young - Yass	65-74	1	M	300
Young - Yass	75-84		F	125
Young - Yass	75-84		M	119
Young - Yass	75-84	0	F	1005
Young - Yass	75-84	0	M	1029
Young - Yass	75-84	1	F	155
Young - Yass	75-84	1	M	117
Young - Yass	85+		F	57
Young - Yass	85+		M	41
Young - Yass	85+	0	F	462
Young - Yass	85+	0	M	284
Young - Yass	85+	1	F	28
Young - Yass	85+	1	M	21
Gosford	15-19		F	233
Gosford	15-19		M	278
Gosford	15-19	0	F	4469
Gosford	15-19	0	M	4801
Gosford	15-19	1	F	240
Gosford	15-19	1	M	205
Gosford	20-24		F	230
Gosford	20-24		M	236
Gosford	20-24	0	F	3970
Gosford	20-24	0	M	4109
Gosford	20-24	1	F	295
Gosford	20-24	1	M	247
Gosford	25-34		F	493
Gosford	25-34		M	579
Gosford	25-34	0	F	7908
Gosford	25-34	0	M	7895
Gosford	25-34	1	F	867
Gosford	25-34	1	M	564
Gosford	35-44		F	557
Gosford	35-44		M	505
Gosford	35-44	0	F	9013
Gosford	35-44	0	M	8874
Gosford	35-44	1	F	1747
Gosford	35-44	1	M	1035
Gosford	45-54		F	485
Gosford	45-54		M	583
Gosford	45-54	0	F	9074
Gosford	45-54	0	M	9319
Gosford	45-54	1	F	2433
Gosford	45-54	1	M	1458
Gosford	55-64		F	512
Gosford	55-64		M	547
Gosford	55-64	0	F	9256
Gosford	55-64	0	M	9021
Gosford	55-64	1	F	2744
Gosford	55-64	1	M	1631
Gosford	65-74		F	592
Gosford	65-74		M	522
Gosford	65-74	0	F	9153
Gosford	65-74	0	M	8253
Gosford	65-74	1	F	1817
Gosford	65-74	1	M	1134
Gosford	75-84		F	678
Gosford	75-84		M	475
Gosford	75-84	0	F	5879
Gosford	75-84	0	M	5160
Gosford	75-84	1	F	744
Gosford	75-84	1	M	665
Gosford	85+		F	760
Gosford	85+		M	368
Gosford	85+	0	F	2717
Gosford	85+	0	M	1578
Gosford	85+	1	F	165
Gosford	85+	1	M	179
Wyong	15-19		F	299
Wyong	15-19		M	336
Wyong	15-19	0	F	4235
Wyong	15-19	0	M	4644
Wyong	15-19	1	F	276
Wyong	15-19	1	M	258
Wyong	20-24		F	280
Wyong	20-24		M	270
Wyong	20-24	0	F	3991
Wyong	20-24	0	M	4231
Wyong	20-24	1	F	352
Wyong	20-24	1	M	284
Wyong	25-34		F	641
Wyong	25-34		M	627
Wyong	25-34	0	F	8460
Wyong	25-34	0	M	8289
Wyong	25-34	1	F	1127
Wyong	25-34	1	M	665
Wyong	35-44		F	579
Wyong	35-44		M	645
Wyong	35-44	0	F	7719
Wyong	35-44	0	M	7888
Wyong	35-44	1	F	1834
Wyong	35-44	1	M	965
Wyong	45-54		F	521
Wyong	45-54		M	617
Wyong	45-54	0	F	7980
Wyong	45-54	0	M	8112
Wyong	45-54	1	F	2303
Wyong	45-54	1	M	1303
Wyong	55-64		F	486
Wyong	55-64		M	496
Wyong	55-64	0	F	8200
Wyong	55-64	0	M	8171
Wyong	55-64	1	F	2401
Wyong	55-64	1	M	1421
Wyong	65-74		F	607
Wyong	65-74		M	519
Wyong	65-74	0	F	8064
Wyong	65-74	0	M	7479
Wyong	65-74	1	F	1564
Wyong	65-74	1	M	989
Wyong	75-84		F	741
Wyong	75-84		M	534
Wyong	75-84	0	F	5116
Wyong	75-84	0	M	4376
Wyong	75-84	1	F	688
Wyong	75-84	1	M	642
Wyong	85+		F	722
Wyong	85+		M	351
Wyong	85+	0	F	2135
Wyong	85+	0	M	1309
Wyong	85+	1	F	116
Wyong	85+	1	M	143
Bathurst	15-19		F	94
Bathurst	15-19		M	137
Bathurst	15-19	0	F	1339
Bathurst	15-19	0	M	1445
Bathurst	15-19	1	F	80
Bathurst	15-19	1	M	75
Bathurst	20-24		F	95
Bathurst	20-24		M	253
Bathurst	20-24	0	F	1279
Bathurst	20-24	0	M	1333
Bathurst	20-24	1	F	96
Bathurst	20-24	1	M	76
Bathurst	25-34		F	181
Bathurst	25-34		M	544
Bathurst	25-34	0	F	2511
Bathurst	25-34	0	M	2488
Bathurst	25-34	1	F	313
Bathurst	25-34	1	M	183
Bathurst	35-44		F	174
Bathurst	35-44		M	479
Bathurst	35-44	0	F	2144
Bathurst	35-44	0	M	2223
Bathurst	35-44	1	F	456
Bathurst	35-44	1	M	265
Bathurst	45-54		F	199
Bathurst	45-54		M	316
Bathurst	45-54	0	F	2223
Bathurst	45-54	0	M	2271
Bathurst	45-54	1	F	705
Bathurst	45-54	1	M	415
Bathurst	55-64		F	162
Bathurst	55-64		M	238
Bathurst	55-64	0	F	2229
Bathurst	55-64	0	M	2368
Bathurst	55-64	1	F	714
Bathurst	55-64	1	M	455
Bathurst	65-74		F	170
Bathurst	65-74		M	195
Bathurst	65-74	0	F	2097
Bathurst	65-74	0	M	2169
Bathurst	65-74	1	F	405
Bathurst	65-74	1	M	302
Bathurst	75-84		F	131
Bathurst	75-84		M	127
Bathurst	75-84	0	F	1209
Bathurst	75-84	0	M	1140
Bathurst	75-84	1	F	188
Bathurst	75-84	1	M	166
Bathurst	85+		F	64
Bathurst	85+		M	40
Bathurst	85+	0	F	653
Bathurst	85+	0	M	330
Bathurst	85+	1	F	31
Bathurst	85+	1	M	49
Lachlan Valley	15-19		F	177
Lachlan Valley	15-19		M	200
Lachlan Valley	15-19	0	F	1210
Lachlan Valley	15-19	0	M	1369
Lachlan Valley	15-19	1	F	90
Lachlan Valley	15-19	1	M	67
Lachlan Valley	20-24		F	132
Lachlan Valley	20-24		M	148
Lachlan Valley	20-24	0	F	1068
Lachlan Valley	20-24	0	M	1160
Lachlan Valley	20-24	1	F	102
Lachlan Valley	20-24	1	M	61
Lachlan Valley	25-34		F	281
Lachlan Valley	25-34		M	277
Lachlan Valley	25-34	0	F	2313
Lachlan Valley	25-34	0	M	2352
Lachlan Valley	25-34	1	F	345
Lachlan Valley	25-34	1	M	193
Lachlan Valley	35-44		F	278
Lachlan Valley	35-44		M	295
Lachlan Valley	35-44	0	F	2066
Lachlan Valley	35-44	0	M	2188
Lachlan Valley	35-44	1	F	559
Lachlan Valley	35-44	1	M	304
Lachlan Valley	45-54		F	259
Lachlan Valley	45-54		M	310
Lachlan Valley	45-54	0	F	2311
Lachlan Valley	45-54	0	M	2406
Lachlan Valley	45-54	1	F	719
Lachlan Valley	45-54	1	M	435
Lachlan Valley	55-64		F	295
Lachlan Valley	55-64		M	362
Lachlan Valley	55-64	0	F	2578
Lachlan Valley	55-64	0	M	2953
Lachlan Valley	55-64	1	F	832
Lachlan Valley	55-64	1	M	544
Lachlan Valley	65-74		F	234
Lachlan Valley	65-74		M	298
Lachlan Valley	65-74	0	F	2572
Lachlan Valley	65-74	0	M	2831
Lachlan Valley	65-74	1	F	574
Lachlan Valley	65-74	1	M	424
Lachlan Valley	75-84		F	235
Lachlan Valley	75-84		M	223
Lachlan Valley	75-84	0	F	1769
Lachlan Valley	75-84	0	M	1651
Lachlan Valley	75-84	1	F	222
Lachlan Valley	75-84	1	M	210
Lachlan Valley	85+		F	138
Lachlan Valley	85+		M	86
Lachlan Valley	85+	0	F	886
Lachlan Valley	85+	0	M	526
Lachlan Valley	85+	1	F	55
Lachlan Valley	85+	1	M	66
Lithgow - Mudgee	15-19		F	109
Lithgow - Mudgee	15-19		M	155
Lithgow - Mudgee	15-19	0	F	1012
Lithgow - Mudgee	15-19	0	M	1197
Lithgow - Mudgee	15-19	1	F	70
Lithgow - Mudgee	15-19	1	M	59
Lithgow - Mudgee	20-24		F	75
Lithgow - Mudgee	20-24		M	121
Lithgow - Mudgee	20-24	0	F	844
Lithgow - Mudgee	20-24	0	M	966
Lithgow - Mudgee	20-24	1	F	69
Lithgow - Mudgee	20-24	1	M	72
Lithgow - Mudgee	25-34		F	198
Lithgow - Mudgee	25-34		M	341
Lithgow - Mudgee	25-34	0	F	2168
Lithgow - Mudgee	25-34	0	M	2165
Lithgow - Mudgee	25-34	1	F	296
Lithgow - Mudgee	25-34	1	M	180
Lithgow - Mudgee	35-44		F	207
Lithgow - Mudgee	35-44		M	311
Lithgow - Mudgee	35-44	0	F	1972
Lithgow - Mudgee	35-44	0	M	2046
Lithgow - Mudgee	35-44	1	F	433
Lithgow - Mudgee	35-44	1	M	272
Lithgow - Mudgee	45-54		F	219
Lithgow - Mudgee	45-54		M	266
Lithgow - Mudgee	45-54	0	F	2185
Lithgow - Mudgee	45-54	0	M	2346
Lithgow - Mudgee	45-54	1	F	676
Lithgow - Mudgee	45-54	1	M	404
Lithgow - Mudgee	55-64		F	221
Lithgow - Mudgee	55-64		M	284
Lithgow - Mudgee	55-64	0	F	2469
Lithgow - Mudgee	55-64	0	M	2683
Lithgow - Mudgee	55-64	1	F	733
Lithgow - Mudgee	55-64	1	M	489
Lithgow - Mudgee	65-74		F	225
Lithgow - Mudgee	65-74		M	254
Lithgow - Mudgee	65-74	0	F	2291
Lithgow - Mudgee	65-74	0	M	2499
Lithgow - Mudgee	65-74	1	F	428
Lithgow - Mudgee	65-74	1	M	338
Lithgow - Mudgee	75-84		F	188
Lithgow - Mudgee	75-84		M	172
Lithgow - Mudgee	75-84	0	F	1484
Lithgow - Mudgee	75-84	0	M	1436
Lithgow - Mudgee	75-84	1	F	178
Lithgow - Mudgee	75-84	1	M	154
Lithgow - Mudgee	85+		F	82
Lithgow - Mudgee	85+		M	36
Lithgow - Mudgee	85+	0	F	632
Lithgow - Mudgee	85+	0	M	361
Lithgow - Mudgee	85+	1	F	27
Lithgow - Mudgee	85+	1	M	38
Orange	15-19		F	124
Orange	15-19		M	150
Orange	15-19	0	F	1606
Orange	15-19	0	M	1755
Orange	15-19	1	F	97
Orange	15-19	1	M	67
Orange	20-24		F	111
Orange	20-24		M	125
Orange	20-24	0	F	1367
Orange	20-24	0	M	1410
Orange	20-24	1	F	124
Orange	20-24	1	M	72
Orange	25-34		F	248
Orange	25-34		M	226
Orange	25-34	0	F	3317
Orange	25-34	0	M	3132
Orange	25-34	1	F	418
Orange	25-34	1	M	183
Orange	35-44		F	234
Orange	35-44		M	232
Orange	35-44	0	F	3066
Orange	35-44	0	M	2964
Orange	35-44	1	F	595
Orange	35-44	1	M	354
Orange	45-54		F	218
Orange	45-54		M	257
Orange	45-54	0	F	2844
Orange	45-54	0	M	2948
Orange	45-54	1	F	799
Orange	45-54	1	M	479
Orange	55-64		F	211
Orange	55-64		M	224
Orange	55-64	0	F	2704
Orange	55-64	0	M	2793
Orange	55-64	1	F	867
Orange	55-64	1	M	517
Orange	65-74		F	188
Orange	65-74		M	206
Orange	65-74	0	F	2571
Orange	65-74	0	M	2552
Orange	65-74	1	F	501
Orange	65-74	1	M	319
Orange	75-84		F	175
Orange	75-84		M	143
Orange	75-84	0	F	1541
Orange	75-84	0	M	1370
Orange	75-84	1	F	199
Orange	75-84	1	M	173
Orange	85+		F	134
Orange	85+		M	69
Orange	85+	0	F	686
Orange	85+	0	M	433
Orange	85+	1	F	45
Orange	85+	1	M	53
Clarence Valley	15-19		F	129
Clarence Valley	15-19		M	157
Clarence Valley	15-19	0	F	1042
Clarence Valley	15-19	0	M	1220
Clarence Valley	15-19	1	F	83
Clarence Valley	15-19	1	M	83
Clarence Valley	20-24		F	101
Clarence Valley	20-24		M	219
Clarence Valley	20-24	0	F	930
Clarence Valley	20-24	0	M	953
Clarence Valley	20-24	1	F	92
Clarence Valley	20-24	1	M	59
Clarence Valley	25-34		F	261
Clarence Valley	25-34		M	575
Clarence Valley	25-34	0	F	1969
Clarence Valley	25-34	0	M	1867
Clarence Valley	25-34	1	F	309
Clarence Valley	25-34	1	M	180
Clarence Valley	35-44		F	277
Clarence Valley	35-44		M	484
Clarence Valley	35-44	0	F	1901
Clarence Valley	35-44	0	M	1919
Clarence Valley	35-44	1	F	490
Clarence Valley	35-44	1	M	278
Clarence Valley	45-54		F	256
Clarence Valley	45-54		M	395
Clarence Valley	45-54	0	F	2352
Clarence Valley	45-54	0	M	2290
Clarence Valley	45-54	1	F	731
Clarence Valley	45-54	1	M	437
Clarence Valley	55-64		F	264
Clarence Valley	55-64		M	359
Clarence Valley	55-64	0	F	2921
Clarence Valley	55-64	0	M	3067
Clarence Valley	55-64	1	F	1029
Clarence Valley	55-64	1	M	687
Clarence Valley	65-74		F	243
Clarence Valley	65-74		M	272
Clarence Valley	65-74	0	F	3097
Clarence Valley	65-74	0	M	3415
Clarence Valley	65-74	1	F	751
Clarence Valley	65-74	1	M	511
Clarence Valley	75-84		F	214
Clarence Valley	75-84		M	187
Clarence Valley	75-84	0	F	1874
Clarence Valley	75-84	0	M	1858
Clarence Valley	75-84	1	F	310
Clarence Valley	75-84	1	M	248
Clarence Valley	85+		F	144
Clarence Valley	85+		M	69
Clarence Valley	85+	0	F	874
Clarence Valley	85+	0	M	544
Clarence Valley	85+	1	F	54
Clarence Valley	85+	1	M	61
Coffs Harbour	15-19		F	204
Coffs Harbour	15-19		M	217
Coffs Harbour	15-19	0	F	2246
Coffs Harbour	15-19	0	M	2298
Coffs Harbour	15-19	1	F	141
Coffs Harbour	15-19	1	M	126
Coffs Harbour	20-24		F	139
Coffs Harbour	20-24		M	150
Coffs Harbour	20-24	0	F	1671
Coffs Harbour	20-24	0	M	1792
Coffs Harbour	20-24	1	F	141
Coffs Harbour	20-24	1	M	108
Coffs Harbour	25-34		F	388
Coffs Harbour	25-34		M	421
Coffs Harbour	25-34	0	F	4121
Coffs Harbour	25-34	0	M	4054
Coffs Harbour	25-34	1	F	568
Coffs Harbour	25-34	1	M	326
Coffs Harbour	35-44		F	375
Coffs Harbour	35-44		M	407
Coffs Harbour	35-44	0	F	4313
Coffs Harbour	35-44	0	M	4152
Coffs Harbour	35-44	1	F	888
Coffs Harbour	35-44	1	M	484
Coffs Harbour	45-54		F	354
Coffs Harbour	45-54		M	401
Coffs Harbour	45-54	0	F	4502
Coffs Harbour	45-54	0	M	4407
Coffs Harbour	45-54	1	F	1274
Coffs Harbour	45-54	1	M	711
Coffs Harbour	55-64		F	349
Coffs Harbour	55-64		M	372
Coffs Harbour	55-64	0	F	4928
Coffs Harbour	55-64	0	M	4756
Coffs Harbour	55-64	1	F	1568
Coffs Harbour	55-64	1	M	948
Coffs Harbour	65-74		F	359
Coffs Harbour	65-74		M	329
Coffs Harbour	65-74	0	F	4891
Coffs Harbour	65-74	0	M	4951
Coffs Harbour	65-74	1	F	1061
Coffs Harbour	65-74	1	M	768
Coffs Harbour	75-84		F	384
Coffs Harbour	75-84		M	287
Coffs Harbour	75-84	0	F	2819
Coffs Harbour	75-84	0	M	2547
Coffs Harbour	75-84	1	F	445
Coffs Harbour	75-84	1	M	332
Coffs Harbour	85+		F	323
Coffs Harbour	85+		M	161
Coffs Harbour	85+	0	F	1240
Coffs Harbour	85+	0	M	805
Coffs Harbour	85+	1	F	76
Coffs Harbour	85+	1	M	107
Bourke - Cobar - Coonamble	15-19		F	119
Bourke - Cobar - Coonamble	15-19		M	146
Bourke - Cobar - Coonamble	15-19	0	F	439
Bourke - Cobar - Coonamble	15-19	0	M	462
Bourke - Cobar - Coonamble	15-19	1	F	30
Bourke - Cobar - Coonamble	15-19	1	M	16
Bourke - Cobar - Coonamble	20-24		F	108
Bourke - Cobar - Coonamble	20-24		M	96
Bourke - Cobar - Coonamble	20-24	0	F	405
Bourke - Cobar - Coonamble	20-24	0	M	442
Bourke - Cobar - Coonamble	20-24	1	F	34
Bourke - Cobar - Coonamble	20-24	1	M	34
Bourke - Cobar - Coonamble	25-34		F	240
Bourke - Cobar - Coonamble	25-34		M	234
Bourke - Cobar - Coonamble	25-34	0	F	1117
Bourke - Cobar - Coonamble	25-34	0	M	988
Bourke - Cobar - Coonamble	25-34	1	F	125
Bourke - Cobar - Coonamble	25-34	1	M	68
Bourke - Cobar - Coonamble	35-44		F	230
Bourke - Cobar - Coonamble	35-44		M	210
Bourke - Cobar - Coonamble	35-44	0	F	780
Bourke - Cobar - Coonamble	35-44	0	M	793
Bourke - Cobar - Coonamble	35-44	1	F	158
Bourke - Cobar - Coonamble	35-44	1	M	96
Bourke - Cobar - Coonamble	45-54		F	244
Bourke - Cobar - Coonamble	45-54		M	213
Bourke - Cobar - Coonamble	45-54	0	F	877
Bourke - Cobar - Coonamble	45-54	0	M	923
Bourke - Cobar - Coonamble	45-54	1	F	228
Bourke - Cobar - Coonamble	45-54	1	M	140
Bourke - Cobar - Coonamble	55-64		F	226
Bourke - Cobar - Coonamble	55-64		M	267
Bourke - Cobar - Coonamble	55-64	0	F	966
Bourke - Cobar - Coonamble	55-64	0	M	1143
Bourke - Cobar - Coonamble	55-64	1	F	293
Bourke - Cobar - Coonamble	55-64	1	M	219
Bourke - Cobar - Coonamble	65-74		F	182
Bourke - Cobar - Coonamble	65-74		M	211
Bourke - Cobar - Coonamble	65-74	0	F	740
Bourke - Cobar - Coonamble	65-74	0	M	989
Bourke - Cobar - Coonamble	65-74	1	F	142
Bourke - Cobar - Coonamble	65-74	1	M	97
Bourke - Cobar - Coonamble	75-84		F	155
Bourke - Cobar - Coonamble	75-84		M	136
Bourke - Cobar - Coonamble	75-84	0	F	473
Bourke - Cobar - Coonamble	75-84	0	M	487
Bourke - Cobar - Coonamble	75-84	1	F	61
Bourke - Cobar - Coonamble	75-84	1	M	58
Bourke - Cobar - Coonamble	85+		F	74
Bourke - Cobar - Coonamble	85+		M	25
Bourke - Cobar - Coonamble	85+	0	F	191
Bourke - Cobar - Coonamble	85+	0	M	127
Bourke - Cobar - Coonamble	85+	1	F	14
Bourke - Cobar - Coonamble	85+	1	M	19
Broken Hill and Far West	15-19		F	66
Broken Hill and Far West	15-19		M	92
Broken Hill and Far West	15-19	0	F	429
Broken Hill and Far West	15-19	0	M	479
Broken Hill and Far West	15-19	1	F	24
Broken Hill and Far West	15-19	1	M	17
Broken Hill and Far West	20-24		F	56
Broken Hill and Far West	20-24		M	72
Broken Hill and Far West	20-24	0	F	406
Broken Hill and Far West	20-24	0	M	438
Broken Hill and Far West	20-24	1	F	21
Broken Hill and Far West	20-24	1	M	24
Broken Hill and Far West	25-34		F	134
Broken Hill and Far West	25-34		M	141
Broken Hill and Far West	25-34	0	F	1004
Broken Hill and Far West	25-34	0	M	954
Broken Hill and Far West	25-34	1	F	141
Broken Hill and Far West	25-34	1	M	73
Broken Hill and Far West	35-44		F	118
Broken Hill and Far West	35-44		M	136
Broken Hill and Far West	35-44	0	F	800
Broken Hill and Far West	35-44	0	M	810
Broken Hill and Far West	35-44	1	F	179
