SA3_NAME16	PrivateDwelling	Sex	persons
Wagga Wagga	0	F	4398
Wagga Wagga	0	M	5962
Wagga Wagga	1	F	46133
Wagga Wagga	1	M	43650
Shoalhaven	0	F	4470
Shoalhaven	0	M	5348
Shoalhaven	1	F	50585
Shoalhaven	1	M	48446
Southern Highlands	0	F	1926
Southern Highlands	0	M	1761
Southern Highlands	1	F	25671
Southern Highlands	1	M	23715
Baulkham Hills	0	F	2812
Baulkham Hills	0	M	1984
Baulkham Hills	1	F	76079
Baulkham Hills	1	M	73550
Dural - Wisemans Ferry	0	F	546
Dural - Wisemans Ferry	0	M	544
Dural - Wisemans Ferry	1	F	13279
Dural - Wisemans Ferry	1	M	13442
Hawkesbury	0	F	423
Hawkesbury	0	M	462
Hawkesbury	1	F	11871
Hawkesbury	1	M	12139
Rouse Hill - McGraths Hill	0	F	625
Rouse Hill - McGraths Hill	0	M	744
Rouse Hill - McGraths Hill	1	F	27819
Rouse Hill - McGraths Hill	1	M	27313
Blacktown	0	F	3976
Blacktown	0	M	3866
Blacktown	1	F	66884
Blacktown	1	M	67676
Blacktown - North	0	F	2070
Blacktown - North	0	M	3453
Blacktown - North	1	F	69066
Blacktown - North	1	M	68033
Mount Druitt	0	F	4420
Mount Druitt	0	M	3997
Mount Druitt	1	F	54382
Mount Druitt	1	M	52714
Botany	0	F	1821
Botany	0	M	2067
Botany	1	F	27719
Botany	1	M	27606
Marrickville - Sydenham - Petersham	0	F	1352
Marrickville - Sydenham - Petersham	0	M	1791
Marrickville - Sydenham - Petersham	1	F	25692
Marrickville - Sydenham - Petersham	1	M	24961
Sydney Inner City	0	F	12045
Sydney Inner City	0	M	17271
Sydney Inner City	1	F	92220
Sydney Inner City	1	M	99945
Eastern Suburbs - North	0	F	4089
Eastern Suburbs - North	0	M	3871
Eastern Suburbs - North	1	F	60623
Eastern Suburbs - North	1	M	55195
Eastern Suburbs - South	0	F	4790
Eastern Suburbs - South	0	M	5844
Eastern Suburbs - South	1	F	63427
Eastern Suburbs - South	1	M	58865
Bankstown	0	F	5879
Bankstown	0	M	5695
Bankstown	1	F	87852
Bankstown	1	M	86053
Canterbury	0	F	4231
Canterbury	0	M	4438
Canterbury	1	F	64306
Canterbury	1	M	67221
Hurstville	0	F	2900
Hurstville	0	M	2496
Hurstville	1	F	63610
Hurstville	1	M	61990
Kogarah - Rockdale	0	F	4360
Kogarah - Rockdale	0	M	4285
Kogarah - Rockdale	1	F	69123
Kogarah - Rockdale	1	M	68038
Canada Bay	0	F	2141
Canada Bay	0	M	1908
Canada Bay	1	F	42985
Canada Bay	1	M	39598
Leichhardt	0	F	1437
Leichhardt	0	M	1496
Leichhardt	1	F	27507
Leichhardt	1	M	25077
Strathfield - Burwood - Ashfield	0	F	4365
Strathfield - Burwood - Ashfield	0	M	4476
Strathfield - Burwood - Ashfield	1	F	76820
Strathfield - Burwood - Ashfield	1	M	74971
Chatswood - Lane Cove	0	F	3187
Chatswood - Lane Cove	0	M	2688
Chatswood - Lane Cove	1	F	57350
Chatswood - Lane Cove	1	M	53950
Hornsby	0	F	1491
Hornsby	0	M	1247
Hornsby	1	F	42706
Hornsby	1	M	41581
Ku-ring-gai	0	F	2250
Ku-ring-gai	0	M	1596
Ku-ring-gai	1	F	61814
Ku-ring-gai	1	M	57809
North Sydney - Mosman	0	F	2294
North Sydney - Mosman	0	M	2128
North Sydney - Mosman	1	F	47059
North Sydney - Mosman	1	M	41173
Manly	0	F	854
Manly	0	M	850
Manly	1	F	20936
Manly	1	M	19673
Pittwater	0	F	1517
Pittwater	0	M	1304
Pittwater	1	F	30760
Pittwater	1	M	29343
Warringah	0	F	3112
Warringah	0	M	2537
Warringah	1	F	76088
Warringah	1	M	73646
Camden	0	F	1224
Camden	0	M	930
Camden	1	F	36389
Camden	1	M	34774
Campbelltown (NSW)	0	F	5189
Campbelltown (NSW)	0	M	4823
Campbelltown (NSW)	1	F	85096
Campbelltown (NSW)	1	M	82344
Wollondilly	0	F	1050
Wollondilly	0	M	1068
Wollondilly	1	F	21733
Wollondilly	1	M	21705
Blue Mountains	0	F	1753
Blue Mountains	0	M	1602
Blue Mountains	1	F	38321
Blue Mountains	1	M	36031
Blue Mountains - South	1	M	8
Penrith	0	F	4188
Penrith	0	M	3892
Penrith	1	F	76951
Penrith	1	M	74224
Richmond - Windsor	0	F	1710
Richmond - Windsor	0	M	1986
Richmond - Windsor	1	F	17496
Richmond - Windsor	1	M	16847
St Marys	0	F	1823
St Marys	0	M	1761
St Marys	1	F	26512
St Marys	1	M	26492
Auburn	0	F	2711
Auburn	0	M	4305
Auburn	1	F	46120
Auburn	1	M	50225
Carlingford	0	F	1442
Carlingford	0	M	1408
Carlingford	1	F	35561
Carlingford	1	M	35112
Merrylands - Guildford	0	F	5865
Merrylands - Guildford	0	M	6678
Merrylands - Guildford	1	F	74480
Merrylands - Guildford	1	M	76152
Parramatta	0	F	4930
Parramatta	0	M	5288
Parramatta	1	F	70433
Parramatta	1	M	72252
Pennant Hills - Epping	0	F	687
Pennant Hills - Epping	0	M	611
Pennant Hills - Epping	1	F	27442
Pennant Hills - Epping	1	M	25606
Ryde - Hunters Hill	0	F	4065
Ryde - Hunters Hill	0	M	3779
Ryde - Hunters Hill	1	F	70872
Ryde - Hunters Hill	1	M	67804
Bringelly - Green Valley	0	F	2783
Bringelly - Green Valley	0	M	2950
Bringelly - Green Valley	1	F	69093
Bringelly - Green Valley	1	M	67878
Fairfield	0	F	4963
Fairfield	0	M	4825
Fairfield	1	F	93569
Fairfield	1	M	90851
Liverpool	0	F	4594
Liverpool	0	M	5108
Liverpool	1	F	64052
Liverpool	1	M	62856
Cronulla - Miranda - Caringbah	0	F	2628
Cronulla - Miranda - Caringbah	0	M	2329
Cronulla - Miranda - Caringbah	1	F	57402
Cronulla - Miranda - Caringbah	1	M	54627
Sutherland - Menai - Heathcote	0	F	1675
Sutherland - Menai - Heathcote	0	M	1241
Sutherland - Menai - Heathcote	1	F	54875
Sutherland - Menai - Heathcote	1	M	52853
Migratory - Offshore - Shipping (NSW)	0	F	4
Migratory - Offshore - Shipping (NSW)	0	M	31
Ballarat	0	F	3900
Ballarat	0	M	3646
Ballarat	1	F	56023
Ballarat	1	M	51971
Creswick - Daylesford - Ballan	0	F	1296
Creswick - Daylesford - Ballan	0	M	1250
Creswick - Daylesford - Ballan	1	F	14052
Creswick - Daylesford - Ballan	1	M	14024
Maryborough - Pyrenees	0	F	1084
Maryborough - Pyrenees	0	M	1372
Maryborough - Pyrenees	1	F	12007
Maryborough - Pyrenees	1	M	12037
Bendigo	0	F	3677
Bendigo	0	M	3341
Bendigo	1	F	49646
Bendigo	1	M	45907
Heathcote - Castlemaine - Kyneton	0	F	1932
Heathcote - Castlemaine - Kyneton	0	M	2389
Heathcote - Castlemaine - Kyneton	1	F	24244
Heathcote - Castlemaine - Kyneton	1	M	23536
Loddon - Elmore	0	F	648
Loddon - Elmore	0	M	678
Loddon - Elmore	1	F	5364
Loddon - Elmore	1	M	5440
Barwon - West	0	F	590
Barwon - West	0	M	546
Barwon - West	1	F	10436
Barwon - West	1	M	10627
Geelong	0	F	7054
Geelong	0	M	7601
Geelong	1	F	100700
Geelong	1	M	95050
Surf Coast - Bellarine Peninsula	0	F	3336
Surf Coast - Bellarine Peninsula	0	M	2989
Surf Coast - Bellarine Peninsula	1	F	44466
Surf Coast - Bellarine Peninsula	1	M	41484
Upper Goulburn Valley	0	F	3879
Upper Goulburn Valley	0	M	4239
Upper Goulburn Valley	1	F	26812
Upper Goulburn Valley	1	M	26561
Wangaratta - Benalla	0	F	1953
Wangaratta - Benalla	0	M	1791
Wangaratta - Benalla	1	F	22861
Wangaratta - Benalla	1	M	21450
Wodonga - Alpine	0	F	4080
Wodonga - Alpine	0	M	4556
Wodonga - Alpine	1	F	35491
Wodonga - Alpine	1	M	33799
Baw Baw	0	F	1821
Baw Baw	0	M	1649
Baw Baw	1	F	27402
Baw Baw	1	M	25957
Gippsland - East	0	F	2281
Gippsland - East	0	M	2379
Gippsland - East	1	F	22386
Gippsland - East	1	M	21431
Gippsland - South West	0	F	3138
Gippsland - South West	0	M	3025
Gippsland - South West	1	F	33086
Gippsland - South West	1	M	31616
Latrobe Valley	0	F	3511
Latrobe Valley	0	M	3321
Latrobe Valley	1	F	35865
Latrobe Valley	1	M	34392
Wellington	0	F	1869
Wellington	0	M	2849
Wellington	1	F	20544
Wellington	1	M	19834
Brunswick - Coburg	0	F	1699
Brunswick - Coburg	0	M	1745
Brunswick - Coburg	1	F	44281
Brunswick - Coburg	1	M	40942
Darebin - South	0	F	1015
Darebin - South	0	M	863
Darebin - South	1	F	26330
Darebin - South	1	M	23929
Essendon	0	F	1669
Essendon	0	M	1657
Essendon	1	F	33232
Essendon	1	M	31233
Melbourne City	0	F	11574
Melbourne City	0	M	12517
Melbourne City	1	F	64984
Melbourne City	1	M	64199
Port Phillip	0	F	3769
Port Phillip	0	M	4510
Port Phillip	1	F	47496
Port Phillip	1	M	44880
Stonnington - West	0	F	2212
Stonnington - West	0	M	2047
Stonnington - West	1	F	29912
Stonnington - West	1	M	27068
Yarra	0	F	3176
Yarra	0	M	3388
Yarra	1	F	42862
Yarra	1	M	40557
Boroondara	0	F	4096
Boroondara	0	M	3451
Boroondara	1	F	82022
Boroondara	1	M	75913
Manningham - West	0	F	1920
Manningham - West	0	M	1508
Manningham - West	1	F	48727
Manningham - West	1	M	45614
Whitehorse - West	0	F	3094
Whitehorse - West	0	M	2916
Whitehorse - West	1	F	52052
Whitehorse - West	1	M	48842
Bayside	0	F	2445
Bayside	0	M	1840
Bayside	1	F	49638
Bayside	1	M	45706
Glen Eira	0	F	3418
Glen Eira	0	M	2726
Glen Eira	1	F	76355
Glen Eira	1	M	72435
Kingston	0	F	2583
Kingston	0	M	2203
Kingston	1	F	60681
Kingston	1	M	56194
Stonnington - East	0	F	1265
Stonnington - East	0	M	1065
Stonnington - East	1	F	20542
Stonnington - East	1	M	18912
Banyule	0	F	3011
Banyule	0	M	2916
Banyule	1	F	61644
Banyule	1	M	58285
Darebin - North	0	F	2652
Darebin - North	0	M	2724
Darebin - North	1	F	45585
Darebin - North	1	M	44078
Nillumbik - Kinglake	0	F	1193
Nillumbik - Kinglake	0	M	1056
Nillumbik - Kinglake	1	F	32198
Nillumbik - Kinglake	1	M	31711
Whittlesea - Wallan	0	F	5413
Whittlesea - Wallan	0	M	5173
Whittlesea - Wallan	1	F	121002
Whittlesea - Wallan	1	M	119751
Keilor	0	F	1139
Keilor	0	M	1035
Keilor	1	F	30217
Keilor	1	M	28885
Macedon Ranges	0	F	739
Macedon Ranges	0	M	735
Macedon Ranges	1	F	15664
Macedon Ranges	1	M	15319
Moreland - North	0	F	2381
Moreland - North	0	M	2205
Moreland - North	1	F	38047
Moreland - North	1	M	37485
Sunbury	0	F	898
Sunbury	0	M	819
Sunbury	1	F	21918
Sunbury	1	M	21078
Tullamarine - Broadmeadows	0	F	4847
Tullamarine - Broadmeadows	0	M	5496
Tullamarine - Broadmeadows	1	F	96624
Tullamarine - Broadmeadows	1	M	97065
Knox	0	F	3169
Knox	0	M	2745
Knox	1	F	77718
Knox	1	M	74811
Manningham - East	0	F	582
Manningham - East	0	M	426
Manningham - East	1	F	12697
Manningham - East	1	M	12313
Maroondah	0	F	2424
Maroondah	0	M	2083
Maroondah	1	F	56118
Maroondah	1	M	52845
Whitehorse - East	0	F	1331
Whitehorse - East	0	M	1036
Whitehorse - East	1	F	30938
Whitehorse - East	1	M	29210
Yarra Ranges	0	F	2928
Yarra Ranges	0	M	2866
Yarra Ranges	1	F	74566
Yarra Ranges	1	M	72711
Cardinia	0	F	2745
Cardinia	0	M	2571
Cardinia	1	F	56793
Cardinia	1	M	55258
Casey - North	0	F	3607
Casey - North	0	M	3307
Casey - North	1	F	65229
Casey - North	1	M	64724
Casey - South	0	F	4499
Casey - South	0	M	4364
Casey - South	1	F	109301
Casey - South	1	M	108715
Dandenong	0	F	5190
Dandenong	0	M	5918
Dandenong	1	F	90298
Dandenong	1	M	92038
Monash	0	F	5893
Monash	0	M	5813
Monash	1	F	85696
Monash	1	M	85461
Brimbank	0	F	5417
Brimbank	0	M	5593
Brimbank	1	F	87144
Brimbank	1	M	87539
Hobsons Bay	0	F	2029
Hobsons Bay	0	M	1973
Hobsons Bay	1	F	41962
Hobsons Bay	1	M	39825
Maribyrnong	0	F	2274
Maribyrnong	0	M	2646
Maribyrnong	1	F	39821
Maribyrnong	1	M	39790
Melton - Bacchus Marsh	0	F	4879
Melton - Bacchus Marsh	0	M	6272
Melton - Bacchus Marsh	1	F	94491
Melton - Bacchus Marsh	1	M	92136
Wyndham	0	F	7057
Wyndham	0	M	8407
Wyndham	1	F	139542
Wyndham	1	M	141166
Frankston	0	F	4112
Frankston	0	M	3888
Frankston	1	F	66780
Frankston	1	M	63732
Mornington Peninsula	0	F	6820
Mornington Peninsula	0	M	6625
Mornington Peninsula	1	F	79974
Mornington Peninsula	1	M	74264
Grampians	0	F	2501
Grampians	0	M	3333
Grampians	1	F	27345
Grampians	1	M	26876
Mildura	0	F	2668
Mildura	0	M	2698
Mildura	1	F	26285
Mildura	1	M	25396
Murray River - Swan Hill	0	F	1905
Murray River - Swan Hill	0	M	2029
Murray River - Swan Hill	1	F	17106
Murray River - Swan Hill	1	M	17237
Campaspe	0	F	1544
Campaspe	0	M	1546
Campaspe	1	F	18046
Campaspe	1	M	17522
Moira	0	F	1347
Moira	0	M	1412
Moira	1	F	13825
Moira	1	M	13695
Shepparton	0	F	2754
Shepparton	0	M	3002
Shepparton	1	F	31309
Shepparton	1	M	30703
Glenelg - Southern Grampians	0	F	1473
Glenelg - Southern Grampians	0	M	1505
Glenelg - Southern Grampians	1	F	16929
Glenelg - Southern Grampians	1	M	16579
Colac - Corangamite	0	F	1635
Colac - Corangamite	0	M	1665
Colac - Corangamite	1	F	17460
Colac - Corangamite	1	M	17498
Warrnambool	0	F	1982
Warrnambool	0	M	1899
Warrnambool	1	F	25045
Warrnambool	1	M	23502
Migratory - Offshore - Shipping (Vic.)	0	F	72
Migratory - Offshore - Shipping (Vic.)	0	M	493
Capalaba	0	F	1226
Capalaba	0	M	985
Capalaba	1	F	35710
Capalaba	1	M	34549
Cleveland - Stradbroke	0	F	2300
Cleveland - Stradbroke	0	M	1988
Cleveland - Stradbroke	1	F	45569
Cleveland - Stradbroke	1	M	42800
Wynnum - Manly	0	F	1266
Wynnum - Manly	0	M	1137
Wynnum - Manly	1	F	35856
Wynnum - Manly	1	M	33901
Bald Hills - Everton Park	0	F	698
Bald Hills - Everton Park	0	M	568
Bald Hills - Everton Park	1	F	22953
Bald Hills - Everton Park	1	M	21417
Chermside	0	F	1995
Chermside	0	M	1682
Chermside	1	F	36494
Chermside	1	M	34056
Nundah	0	F	1207
Nundah	0	M	1541
Nundah	1	F	20446
Nundah	1	M	19917
Sandgate	0	F	1346
Sandgate	0	M	1154
Sandgate	1	F	29988
Sandgate	1	M	28075
Carindale	0	F	879
Carindale	0	M	679
Carindale	1	F	27184
Carindale	1	M	25172
Holland Park - Yeronga	0	F	2682
Holland Park - Yeronga	0	M	2733
Holland Park - Yeronga	1	F	37797
Holland Park - Yeronga	1	M	36307
Mt Gravatt	0	F	1539
Mt Gravatt	0	M	1513
Mt Gravatt	1	F	38780
Mt Gravatt	1	M	37098
Nathan	0	F	837
Nathan	0	M	862
Nathan	1	F	18984
Nathan	1	M	18832
Rocklea - Acacia Ridge	0	F	1366
Rocklea - Acacia Ridge	0	M	1311
Rocklea - Acacia Ridge	1	F	33048
Rocklea - Acacia Ridge	1	M	31826
Sunnybank	0	F	1190
Sunnybank	0	M	979
Sunnybank	1	F	23830
Sunnybank	1	M	23952
Centenary	0	F	495
Centenary	0	M	393
Centenary	1	F	16197
Centenary	1	M	15557
Kenmore - Brookfield - Moggill	0	F	689
Kenmore - Brookfield - Moggill	0	M	465
Kenmore - Brookfield - Moggill	1	F	23371
Kenmore - Brookfield - Moggill	1	M	22633
Sherwood - Indooroopilly	0	F	2152
Sherwood - Indooroopilly	0	M	1920
Sherwood - Indooroopilly	1	F	25341
Sherwood - Indooroopilly	1	M	24106
The Gap - Enoggera	0	F	989
The Gap - Enoggera	0	M	1200
The Gap - Enoggera	1	F	26357
The Gap - Enoggera	1	M	24887
Brisbane Inner	0	F	8218
Brisbane Inner	0	M	9357
Brisbane Inner	1	F	37665
Brisbane Inner	1	M	37684
Brisbane Inner - East	0	F	923
Brisbane Inner - East	0	M	948
Brisbane Inner - East	1	F	21424
Brisbane Inner - East	1	M	20438
Brisbane Inner - North	0	F	3766
Brisbane Inner - North	0	M	3826
Brisbane Inner - North	1	F	47299
Brisbane Inner - North	1	M	45252
Brisbane Inner - West	0	F	1491
Brisbane Inner - West	0	M	1717
Brisbane Inner - West	1	F	28922
Brisbane Inner - West	1	M	27688
Cairns - North	0	F	2624
Cairns - North	0	M	2606
Cairns - North	1	F	27400
Cairns - North	1	M	25675
Cairns - South	0	F	8345
Cairns - South	0	M	9256
Cairns - South	1	F	47155
Cairns - South	1	M	44896
Innisfail - Cassowary Coast	0	F	2940
Innisfail - Cassowary Coast	0	M	3160
Innisfail - Cassowary Coast	1	F	15613
Innisfail - Cassowary Coast	1	M	16093
Port Douglas - Daintree	0	F	2505
Port Douglas - Daintree	0	M	2577
Port Douglas - Daintree	1	F	5185
Port Douglas - Daintree	1	M	5226
Tablelands (East) - Kuranda	0	F	3324
Tablelands (East) - Kuranda	0	M	3359
Tablelands (East) - Kuranda	1	F	19472
Tablelands (East) - Kuranda	1	M	18771
Darling Downs (West) - Maranoa	0	F	3598
Darling Downs (West) - Maranoa	0	M	5608
Darling Downs (West) - Maranoa	1	F	19031
Darling Downs (West) - Maranoa	1	M	19043
Darling Downs - East	0	F	1976
Darling Downs - East	0	M	2645
Darling Downs - East	1	F	19296
Darling Downs - East	1	M	19040
Granite Belt	0	F	1899
Granite Belt	0	M	1959
Granite Belt	1	F	19040
Granite Belt	1	M	18417
Central Highlands (Qld)	0	F	2445
Central Highlands (Qld)	0	M	5495
Central Highlands (Qld)	1	F	12388
Central Highlands (Qld)	1	M	12507
Rockhampton	0	F	6210
Rockhampton	0	M	7468
Rockhampton	1	F	55338
Rockhampton	1	M	52555
Biloela	0	F	1196
Biloela	0	M	2501
Biloela	1	F	6083
Biloela	1	M	6262
Gladstone	0	F	3004
Gladstone	0	M	4199
Gladstone	1	F	28992
Gladstone	1	M	29003
Broadbeach - Burleigh	0	F	3340
Broadbeach - Burleigh	0	M	3238
Broadbeach - Burleigh	1	F	31848
Broadbeach - Burleigh	1	M	29044
Coolangatta	0	F	2715
Coolangatta	0	M	2569
Coolangatta	1	F	27732
Coolangatta	1	M	25454
Gold Coast - North	0	F	2744
Gold Coast - North	0	M	2403
Gold Coast - North	1	F	33623
Gold Coast - North	1	M	30120
Gold Coast Hinterland	0	F	988
Gold Coast Hinterland	0	M	944
Gold Coast Hinterland	1	F	9406
Gold Coast Hinterland	1	M	9093
Mudgeeraba - Tallebudgera	0	F	787
Mudgeeraba - Tallebudgera	0	M	641
Mudgeeraba - Tallebudgera	1	F	17590
Mudgeeraba - Tallebudgera	1	M	16560
Nerang	0	F	1413
Nerang	0	M	1438
Nerang	1	F	33807
Nerang	1	M	32529
Ormeau - Oxenford	0	F	4067
Ormeau - Oxenford	0	M	3912
Ormeau - Oxenford	1	F	76086
Ormeau - Oxenford	1	M	72722
Robina	0	F	2082
Robina	0	M	1606
Robina	1	F	26430
Robina	1	M	23652
Southport	0	F	3579
Southport	0	M	3490
Southport	1	F	29798
Southport	1	M	28117
Surfers Paradise	0	F	4435
Surfers Paradise	0	M	4485
Surfers Paradise	1	F	19723
Surfers Paradise	1	M	19549
Forest Lake - Oxley	0	F	2105
Forest Lake - Oxley	0	M	5003
Forest Lake - Oxley	1	F	36558
Forest Lake - Oxley	1	M	34809
Ipswich Hinterland	0	F	2586
Ipswich Hinterland	0	M	3370
Ipswich Hinterland	1	F	30759
Ipswich Hinterland	1	M	30174
Ipswich Inner	0	F	3386
Ipswich Inner	0	M	3300
Ipswich Inner	1	F	55598
Ipswich Inner	1	M	53032
Springfield - Redbank	0	F	2241
Springfield - Redbank	0	M	2283
Springfield - Redbank	1	F	50763
Springfield - Redbank	1	M	49086
Beaudesert	0	F	573
Beaudesert	0	M	770
Beaudesert	1	F	6808
Beaudesert	1	M	6487
Beenleigh	0	F	1656
Beenleigh	0	M	1662
Beenleigh	1	F	21791
Beenleigh	1	M	20880
Browns Plains	0	F	3049
Browns Plains	0	M	2883
Browns Plains	1	F	44179
Browns Plains	1	M	42850
Jimboomba	0	F	1342
Jimboomba	0	M	1286
Jimboomba	1	F	29460
Jimboomba	1	M	28815
Loganlea - Carbrook	0	F	2252
Loganlea - Carbrook	0	M	1988
Loganlea - Carbrook	1	F	30734
Loganlea - Carbrook	1	M	29184
Springwood - Kingston	0	F	2588
Springwood - Kingston	0	M	2609
Springwood - Kingston	1	F	36741
Springwood - Kingston	1	M	36486
Bowen Basin - North	0	F	5270
Bowen Basin - North	0	M	15515
Bowen Basin - North	1	F	13731
Bowen Basin - North	1	M	14258
Mackay	0	F	5858
Mackay	0	M	6319
Mackay	1	F	54860
Mackay	1	M	53153
Whitsunday	0	F	3966
Whitsunday	0	M	4106
Whitsunday	1	F	9274
Whitsunday	1	M	9383
Bribie - Beachmere	0	F	1023
Bribie - Beachmere	0	M	914
Bribie - Beachmere	1	F	18092
Bribie - Beachmere	1	M	16585
Caboolture	0	F	2762
Caboolture	0	M	2508
Caboolture	1	F	38144
Caboolture	1	M	35725
Caboolture Hinterland	0	F	595
Caboolture Hinterland	0	M	2072
Caboolture Hinterland	1	F	6122
Caboolture Hinterland	1	M	6085
Narangba - Burpengary	0	F	1541
Narangba - Burpengary	0	M	1389
Narangba - Burpengary	1	F	33425
Narangba - Burpengary	1	M	31858
Redcliffe	0	F	2207
Redcliffe	0	M	2037
Redcliffe	1	F	31123
Redcliffe	1	M	28171
The Hills District	0	F	908
The Hills District	0	M	822
The Hills District	1	F	43898
The Hills District	1	M	42871
North Lakes	0	F	1709
