SA3_NAME16	Age	ProvidedUnpaidChildcare	ForOwnChild	ForOtherChild	Sex	adults
Snowy Mountains	55-64	0			M	1249
Snowy Mountains	55-64	1	0	1	F	226
Snowy Mountains	55-64	1	0	1	M	85
Snowy Mountains	55-64	1	1	0	F	34
Snowy Mountains	55-64	1	1	0	M	90
Snowy Mountains	55-64	1	1	1	M	3
Snowy Mountains	65-74				F	86
Snowy Mountains	65-74				M	98
Snowy Mountains	65-74	0			F	868
Snowy Mountains	65-74	0			M	1037
Snowy Mountains	65-74	1	0	1	F	150
Snowy Mountains	65-74	1	0	1	M	101
Snowy Mountains	65-74	1	1	0	F	9
Snowy Mountains	65-74	1	1	0	M	12
Snowy Mountains	75-84				F	65
Snowy Mountains	75-84				M	64
Snowy Mountains	75-84	0			F	559
Snowy Mountains	75-84	0			M	583
Snowy Mountains	75-84	1	0	1	F	27
Snowy Mountains	75-84	1	0	1	M	11
Snowy Mountains	75-84	1	1	0	F	5
Snowy Mountains	85+				F	33
Snowy Mountains	85+				M	21
Snowy Mountains	85+	0			F	237
Snowy Mountains	85+	0			M	180
Snowy Mountains	85+	1	0	1	F	6
South Coast	15-19				F	194
South Coast	15-19				M	237
South Coast	15-19	0			F	1386
South Coast	15-19	0			M	1643
South Coast	15-19	1	0	1	F	118
South Coast	15-19	1	0	1	M	67
South Coast	15-19	1	1	0	F	11
South Coast	15-19	1	1	0	M	7
South Coast	15-19	1	1	1	F	3
South Coast	20-24				F	111
South Coast	20-24				M	128
South Coast	20-24	0			F	871
South Coast	20-24	0			M	1114
South Coast	20-24	1	0	1	F	92
South Coast	20-24	1	0	1	M	56
South Coast	20-24	1	1	0	F	169
South Coast	20-24	1	1	0	M	81
South Coast	20-24	1	1	1	F	7
South Coast	20-24	1	1	1	M	4
South Coast	25-34				F	241
South Coast	25-34				M	260
South Coast	25-34	0			F	1384
South Coast	25-34	0			M	1798
South Coast	25-34	1	0	1	F	127
South Coast	25-34	1	0	1	M	82
South Coast	25-34	1	1	0	F	1347
South Coast	25-34	1	1	0	M	860
South Coast	25-34	1	1	1	F	88
South Coast	25-34	1	1	1	M	25
South Coast	35-44				F	275
South Coast	35-44				M	244
South Coast	35-44	0			F	1024
South Coast	35-44	0			M	1273
South Coast	35-44	1	0	1	F	116
South Coast	35-44	1	0	1	M	92
South Coast	35-44	1	1	0	F	2044
South Coast	35-44	1	1	0	M	1605
South Coast	35-44	1	1	1	F	162
South Coast	35-44	1	1	1	M	71
South Coast	45-54				F	337
South Coast	45-54				M	356
South Coast	45-54	0			F	2880
South Coast	45-54	0			M	2677
South Coast	45-54	1	0	1	F	328
South Coast	45-54	1	0	1	M	127
South Coast	45-54	1	1	0	F	1189
South Coast	45-54	1	1	0	M	1148
South Coast	45-54	1	1	1	F	45
South Coast	45-54	1	1	1	M	50
South Coast	55-64				F	427
South Coast	55-64				M	456
South Coast	55-64	0			F	5521
South Coast	55-64	0			M	5068
South Coast	55-64	1	0	1	F	945
South Coast	55-64	1	0	1	M	416
South Coast	55-64	1	1	0	F	153
South Coast	55-64	1	1	0	M	315
South Coast	55-64	1	1	1	F	13
South Coast	55-64	1	1	1	M	4
South Coast	65-74				F	422
South Coast	65-74				M	485
South Coast	65-74	0			F	5726
South Coast	65-74	0			M	6003
South Coast	65-74	1	0	1	F	767
South Coast	65-74	1	0	1	M	533
South Coast	65-74	1	1	0	F	41
South Coast	65-74	1	1	0	M	82
South Coast	65-74	1	1	1	F	12
South Coast	65-74	1	1	1	M	5
South Coast	75-84				F	318
South Coast	75-84				M	280
South Coast	75-84	0			F	3170
South Coast	75-84	0			M	3098
South Coast	75-84	1	0	1	F	126
South Coast	75-84	1	0	1	M	100
South Coast	75-84	1	1	0	F	5
South Coast	75-84	1	1	0	M	7
South Coast	85+				F	230
South Coast	85+				M	137
South Coast	85+	0			F	1290
South Coast	85+	0			M	902
South Coast	85+	1	0	1	F	9
South Coast	85+	1	0	1	M	12
South Coast	85+	1	1	0	M	3
Goulburn - Mulwaree	15-19				F	81
Goulburn - Mulwaree	15-19				M	110
Goulburn - Mulwaree	15-19	0			F	833
Goulburn - Mulwaree	15-19	0			M	959
Goulburn - Mulwaree	15-19	1	0	1	F	77
Goulburn - Mulwaree	15-19	1	0	1	M	46
Goulburn - Mulwaree	15-19	1	1	0	F	4
Goulburn - Mulwaree	15-19	1	1	0	M	7
Goulburn - Mulwaree	20-24				F	51
Goulburn - Mulwaree	20-24				M	116
Goulburn - Mulwaree	20-24	0			F	665
Goulburn - Mulwaree	20-24	0			M	880
Goulburn - Mulwaree	20-24	1	0	1	F	66
Goulburn - Mulwaree	20-24	1	0	1	M	22
Goulburn - Mulwaree	20-24	1	1	0	F	98
Goulburn - Mulwaree	20-24	1	1	0	M	38
Goulburn - Mulwaree	20-24	1	1	1	F	10
Goulburn - Mulwaree	25-34				F	155
Goulburn - Mulwaree	25-34				M	328
Goulburn - Mulwaree	25-34	0			F	928
Goulburn - Mulwaree	25-34	0			M	1251
Goulburn - Mulwaree	25-34	1	0	1	F	97
Goulburn - Mulwaree	25-34	1	0	1	M	59
Goulburn - Mulwaree	25-34	1	1	0	F	1008
Goulburn - Mulwaree	25-34	1	1	0	M	693
Goulburn - Mulwaree	25-34	1	1	1	F	58
Goulburn - Mulwaree	25-34	1	1	1	M	23
Goulburn - Mulwaree	35-44				F	163
Goulburn - Mulwaree	35-44				M	245
Goulburn - Mulwaree	35-44	0			F	619
Goulburn - Mulwaree	35-44	0			M	734
Goulburn - Mulwaree	35-44	1	0	1	F	65
Goulburn - Mulwaree	35-44	1	0	1	M	45
Goulburn - Mulwaree	35-44	1	1	0	F	1284
Goulburn - Mulwaree	35-44	1	1	0	M	1077
Goulburn - Mulwaree	35-44	1	1	1	F	59
Goulburn - Mulwaree	35-44	1	1	1	M	38
Goulburn - Mulwaree	45-54				F	140
Goulburn - Mulwaree	45-54				M	260
Goulburn - Mulwaree	45-54	0			F	1493
Goulburn - Mulwaree	45-54	0			M	1421
Goulburn - Mulwaree	45-54	1	0	1	F	202
Goulburn - Mulwaree	45-54	1	0	1	M	84
Goulburn - Mulwaree	45-54	1	1	0	F	544
Goulburn - Mulwaree	45-54	1	1	0	M	592
Goulburn - Mulwaree	45-54	1	1	1	F	28
Goulburn - Mulwaree	45-54	1	1	1	M	16
Goulburn - Mulwaree	55-64				F	174
Goulburn - Mulwaree	55-64				M	218
Goulburn - Mulwaree	55-64	0			F	1912
Goulburn - Mulwaree	55-64	0			M	2176
Goulburn - Mulwaree	55-64	1	0	1	F	545
Goulburn - Mulwaree	55-64	1	0	1	M	242
Goulburn - Mulwaree	55-64	1	1	0	F	54
Goulburn - Mulwaree	55-64	1	1	0	M	127
Goulburn - Mulwaree	55-64	1	1	1	F	7
Goulburn - Mulwaree	55-64	1	1	1	M	6
Goulburn - Mulwaree	65-74				F	164
Goulburn - Mulwaree	65-74				M	171
Goulburn - Mulwaree	65-74	0			F	1898
Goulburn - Mulwaree	65-74	0			M	1918
Goulburn - Mulwaree	65-74	1	0	1	F	326
Goulburn - Mulwaree	65-74	1	0	1	M	200
Goulburn - Mulwaree	65-74	1	1	0	F	11
Goulburn - Mulwaree	65-74	1	1	0	M	29
Goulburn - Mulwaree	65-74	1	1	1	F	3
Goulburn - Mulwaree	75-84				F	101
Goulburn - Mulwaree	75-84				M	101
Goulburn - Mulwaree	75-84	0			F	1192
Goulburn - Mulwaree	75-84	0			M	1130
Goulburn - Mulwaree	75-84	1	0	1	F	65
Goulburn - Mulwaree	75-84	1	0	1	M	45
Goulburn - Mulwaree	75-84	1	1	0	F	10
Goulburn - Mulwaree	85+				F	58
Goulburn - Mulwaree	85+				M	49
Goulburn - Mulwaree	85+	0			F	563
Goulburn - Mulwaree	85+	0			M	360
Goulburn - Mulwaree	85+	1	0	1	F	4
Young - Yass	15-19				F	76
Young - Yass	15-19				M	101
Young - Yass	15-19	0			F	955
Young - Yass	15-19	0			M	1043
Young - Yass	15-19	1	0	1	F	90
Young - Yass	15-19	1	0	1	M	54
Young - Yass	15-19	1	1	0	F	12
Young - Yass	15-19	1	1	0	M	3
Young - Yass	15-19	1	1	1	F	4
Young - Yass	20-24				F	59
Young - Yass	20-24				M	60
Young - Yass	20-24	0			F	645
Young - Yass	20-24	0			M	724
Young - Yass	20-24	1	0	1	F	60
Young - Yass	20-24	1	0	1	M	36
Young - Yass	20-24	1	1	0	F	98
Young - Yass	20-24	1	1	0	M	30
Young - Yass	20-24	1	1	1	F	10
Young - Yass	25-34				F	130
Young - Yass	25-34				M	141
Young - Yass	25-34	0			F	761
Young - Yass	25-34	0			M	959
Young - Yass	25-34	1	0	1	F	76
Young - Yass	25-34	1	0	1	M	45
Young - Yass	25-34	1	1	0	F	923
Young - Yass	25-34	1	1	0	M	633
Young - Yass	25-34	1	1	1	F	49
Young - Yass	25-34	1	1	1	M	14
Young - Yass	35-44				F	146
Young - Yass	35-44				M	129
Young - Yass	35-44	0			F	636
Young - Yass	35-44	0			M	685
Young - Yass	35-44	1	0	1	F	63
Young - Yass	35-44	1	0	1	M	38
Young - Yass	35-44	1	1	0	F	1423
Young - Yass	35-44	1	1	0	M	1124
Young - Yass	35-44	1	1	1	F	78
Young - Yass	35-44	1	1	1	M	34
Young - Yass	45-54				F	143
Young - Yass	45-54				M	185
Young - Yass	45-54	0			F	1609
Young - Yass	45-54	0			M	1472
Young - Yass	45-54	1	0	1	F	186
Young - Yass	45-54	1	0	1	M	76
Young - Yass	45-54	1	1	0	F	707
Young - Yass	45-54	1	1	0	M	789
Young - Yass	45-54	1	1	1	F	40
Young - Yass	45-54	1	1	1	M	31
Young - Yass	55-64				F	166
Young - Yass	55-64				M	202
Young - Yass	55-64	0			F	1931
Young - Yass	55-64	0			M	2154
Young - Yass	55-64	1	0	1	F	445
Young - Yass	55-64	1	0	1	M	185
Young - Yass	55-64	1	1	0	F	50
Young - Yass	55-64	1	1	0	M	142
Young - Yass	55-64	1	1	1	M	5
Young - Yass	65-74				F	169
Young - Yass	65-74				M	158
Young - Yass	65-74	0			F	1770
Young - Yass	65-74	0			M	1866
Young - Yass	65-74	1	0	1	F	405
Young - Yass	65-74	1	0	1	M	224
Young - Yass	65-74	1	1	0	F	22
Young - Yass	65-74	1	1	0	M	35
Young - Yass	75-84				F	120
Young - Yass	75-84				M	116
Young - Yass	75-84	0			F	1091
Young - Yass	75-84	0			M	1106
Young - Yass	75-84	1	0	1	F	63
Young - Yass	75-84	1	0	1	M	38
Young - Yass	75-84	1	1	0	F	6
Young - Yass	75-84	1	1	0	M	6
Young - Yass	85+				F	57
Young - Yass	85+				M	40
Young - Yass	85+	0			F	489
Young - Yass	85+	0			M	308
Young - Yass	85+	1	0	1	F	5
Gosford	15-19				F	220
Gosford	15-19				M	265
Gosford	15-19	0			F	4403
Gosford	15-19	0			M	4804
Gosford	15-19	1	0	1	F	290
Gosford	15-19	1	0	1	M	196
Gosford	15-19	1	1	0	F	25
Gosford	15-19	1	1	0	M	17
Gosford	15-19	1	1	1	M	5
Gosford	20-24				F	214
Gosford	20-24				M	227
Gosford	20-24	0			F	3788
Gosford	20-24	0			M	4133
Gosford	20-24	1	0	1	F	217
Gosford	20-24	1	0	1	M	105
Gosford	20-24	1	1	0	F	259
Gosford	20-24	1	1	0	M	120
Gosford	20-24	1	1	1	F	7
Gosford	20-24	1	1	1	M	3
Gosford	25-34				F	479
Gosford	25-34				M	555
Gosford	25-34	0			F	4854
Gosford	25-34	0			M	6052
Gosford	25-34	1	0	1	F	276
Gosford	25-34	1	0	1	M	199
Gosford	25-34	1	1	0	F	3557
Gosford	25-34	1	1	0	M	2193
Gosford	25-34	1	1	1	F	97
Gosford	25-34	1	1	1	M	44
Gosford	35-44				F	534
Gosford	35-44				M	474
Gosford	35-44	0			F	2671
Gosford	35-44	0			M	3577
Gosford	35-44	1	0	1	F	200
Gosford	35-44	1	0	1	M	146
Gosford	35-44	1	1	0	F	7722
Gosford	35-44	1	1	0	M	6133
Gosford	35-44	1	1	1	F	192
Gosford	35-44	1	1	1	M	90
Gosford	45-54				F	479
Gosford	45-54				M	544
Gosford	45-54	0			F	6783
Gosford	45-54	0			M	6281
Gosford	45-54	1	0	1	F	444
Gosford	45-54	1	0	1	M	227
Gosford	45-54	1	1	0	F	4201
Gosford	45-54	1	1	0	M	4239
Gosford	45-54	1	1	1	F	82
Gosford	45-54	1	1	1	M	71
Gosford	55-64				F	500
Gosford	55-64				M	511
Gosford	55-64	0			F	9911
Gosford	55-64	0			M	9281
Gosford	55-64	1	0	1	F	1744
Gosford	55-64	1	0	1	M	642
Gosford	55-64	1	1	0	F	330
Gosford	55-64	1	1	0	M	757
Gosford	55-64	1	1	1	F	15
Gosford	55-64	1	1	1	M	13
Gosford	65-74				F	587
Gosford	65-74				M	501
Gosford	65-74	0			F	9393
Gosford	65-74	0			M	8345
Gosford	65-74	1	0	1	F	1497
Gosford	65-74	1	0	1	M	923
Gosford	65-74	1	1	0	F	71
Gosford	65-74	1	1	0	M	124
Gosford	65-74	1	1	1	F	20
Gosford	65-74	1	1	1	M	5
Gosford	75-84				F	650
Gosford	75-84				M	442
Gosford	75-84	0			F	6417
Gosford	75-84	0			M	5643
Gosford	75-84	1	0	1	F	216
Gosford	75-84	1	0	1	M	193
Gosford	75-84	1	1	0	F	24
Gosford	75-84	1	1	0	M	21
Gosford	75-84	1	1	1	M	4
Gosford	85+				F	745
Gosford	85+				M	348
Gosford	85+	0			F	2881
Gosford	85+	0			M	1764
Gosford	85+	1	0	1	F	18
Gosford	85+	1	0	1	M	9
Gosford	85+	1	1	0	M	3
Wyong	15-19				F	290
Wyong	15-19				M	328
Wyong	15-19	0			F	4143
Wyong	15-19	0			M	4689
Wyong	15-19	1	0	1	F	331
Wyong	15-19	1	0	1	M	199
Wyong	15-19	1	1	0	F	46
Wyong	15-19	1	1	0	M	14
Wyong	15-19	1	1	1	F	8
Wyong	20-24				F	265
Wyong	20-24				M	257
Wyong	20-24	0			F	3542
Wyong	20-24	0			M	4133
Wyong	20-24	1	0	1	F	242
Wyong	20-24	1	0	1	M	140
Wyong	20-24	1	1	0	F	538
Wyong	20-24	1	1	0	M	264
Wyong	20-24	1	1	1	F	20
Wyong	25-34				F	614
Wyong	25-34				M	605
Wyong	25-34	0			F	4392
Wyong	25-34	0			M	5717
Wyong	25-34	1	0	1	F	332
Wyong	25-34	1	0	1	M	200
Wyong	25-34	1	1	0	F	4736
Wyong	25-34	1	1	0	M	2979
Wyong	25-34	1	1	1	F	166
Wyong	25-34	1	1	1	M	76
Wyong	35-44				F	550
Wyong	35-44				M	607
Wyong	35-44	0			F	2578
Wyong	35-44	0			M	3391
Wyong	35-44	1	0	1	F	202
Wyong	35-44	1	0	1	M	159
Wyong	35-44	1	1	0	F	6593
Wyong	35-44	1	1	0	M	5215
Wyong	35-44	1	1	1	F	201
Wyong	35-44	1	1	1	M	120
Wyong	45-54				F	504
Wyong	45-54				M	588
Wyong	45-54	0			F	6481
Wyong	45-54	0			M	6191
Wyong	45-54	1	0	1	F	676
Wyong	45-54	1	0	1	M	300
Wyong	45-54	1	1	0	F	3052
Wyong	45-54	1	1	0	M	2891
Wyong	45-54	1	1	1	F	98
Wyong	45-54	1	1	1	M	66
Wyong	55-64				F	485
Wyong	55-64				M	499
Wyong	55-64	0			F	8656
Wyong	55-64	0			M	8397
Wyong	55-64	1	0	1	F	1677
Wyong	55-64	1	0	1	M	697
Wyong	55-64	1	1	0	F	245
Wyong	55-64	1	1	0	M	480
Wyong	55-64	1	1	1	F	20
Wyong	55-64	1	1	1	M	14
Wyong	65-74				F	605
Wyong	65-74				M	502
Wyong	65-74	0			F	8460
Wyong	65-74	0			M	7792
Wyong	65-74	1	0	1	F	1104
Wyong	65-74	1	0	1	M	616
Wyong	65-74	1	1	0	F	51
Wyong	65-74	1	1	0	M	78
Wyong	65-74	1	1	1	F	14
Wyong	65-74	1	1	1	M	8
Wyong	75-84				F	717
Wyong	75-84				M	524
Wyong	75-84	0			F	5659
Wyong	75-84	0			M	4907
Wyong	75-84	1	0	1	F	159
Wyong	75-84	1	0	1	M	103
Wyong	75-84	1	1	0	F	9
Wyong	75-84	1	1	0	M	15
Wyong	75-84	1	1	1	M	3
Wyong	85+				F	702
Wyong	85+				M	351
Wyong	85+	0			F	2254
Wyong	85+	0			M	1446
Wyong	85+	1	0	1	F	9
Wyong	85+	1	0	1	M	5
Wyong	85+	1	1	0	F	7
Wyong	85+	1	1	0	M	3
Bathurst	15-19				F	88
Bathurst	15-19				M	137
Bathurst	15-19	0			F	1281
Bathurst	15-19	0			M	1451
Bathurst	15-19	1	0	1	F	129
Bathurst	15-19	1	0	1	M	62
Bathurst	15-19	1	1	0	F	14
Bathurst	15-19	1	1	0	M	3
Bathurst	20-24				F	100
Bathurst	20-24				M	248
Bathurst	20-24	0			F	1149
Bathurst	20-24	0			M	1288
Bathurst	20-24	1	0	1	F	84
Bathurst	20-24	1	0	1	M	50
Bathurst	20-24	1	1	0	F	138
Bathurst	20-24	1	1	0	M	71
Bathurst	20-24	1	1	1	F	5
Bathurst	20-24	1	1	1	M	4
Bathurst	25-34				F	173
Bathurst	25-34				M	528
Bathurst	25-34	0			F	1315
Bathurst	25-34	0			M	1738
Bathurst	25-34	1	0	1	F	130
Bathurst	25-34	1	0	1	M	79
Bathurst	25-34	1	1	0	F	1305
Bathurst	25-34	1	1	0	M	840
Bathurst	25-34	1	1	1	F	89
Bathurst	25-34	1	1	1	M	31
Bathurst	35-44				F	166
Bathurst	35-44				M	482
Bathurst	35-44	0			F	713
Bathurst	35-44	0			M	963
Bathurst	35-44	1	0	1	F	91
Bathurst	35-44	1	0	1	M	62
Bathurst	35-44	1	1	0	F	1709
Bathurst	35-44	1	1	0	M	1422
Bathurst	35-44	1	1	1	F	93
Bathurst	35-44	1	1	1	M	42
Bathurst	45-54				F	191
Bathurst	45-54				M	312
Bathurst	45-54	0			F	1811
Bathurst	45-54	0			M	1685
Bathurst	45-54	1	0	1	F	274
Bathurst	45-54	1	0	1	M	121
Bathurst	45-54	1	1	0	F	815
Bathurst	45-54	1	1	0	M	852
Bathurst	45-54	1	1	1	F	30
Bathurst	45-54	1	1	1	M	30
Bathurst	55-64				F	154
Bathurst	55-64				M	241
Bathurst	55-64	0			F	2255
Bathurst	55-64	0			M	2414
Bathurst	55-64	1	0	1	F	624
Bathurst	55-64	1	0	1	M	247
Bathurst	55-64	1	1	0	F	68
Bathurst	55-64	1	1	0	M	157
Bathurst	55-64	1	1	1	F	5
Bathurst	55-64	1	1	1	M	8
Bathurst	65-74				F	159
Bathurst	65-74				M	188
Bathurst	65-74	0			F	2042
Bathurst	65-74	0			M	2145
Bathurst	65-74	1	0	1	F	458
Bathurst	65-74	1	0	1	M	298
Bathurst	65-74	1	1	0	F	17
Bathurst	65-74	1	1	0	M	28
Bathurst	75-84				F	116
Bathurst	75-84				M	118
Bathurst	75-84	0			F	1328
Bathurst	75-84	0			M	1254
Bathurst	75-84	1	0	1	F	72
Bathurst	75-84	1	0	1	M	57
Bathurst	75-84	1	1	0	F	6
Bathurst	75-84	1	1	0	M	3
Bathurst	85+				F	64
Bathurst	85+				M	28
Bathurst	85+	0			F	672
Bathurst	85+	0			M	376
Bathurst	85+	1	0	1	F	8
Bathurst	85+	1	0	1	M	3
Lachlan Valley	15-19				F	183
Lachlan Valley	15-19				M	200
Lachlan Valley	15-19	0			F	1153
Lachlan Valley	15-19	0			M	1361
Lachlan Valley	15-19	1	0	1	F	126
Lachlan Valley	15-19	1	0	1	M	73
Lachlan Valley	15-19	1	1	0	F	15
Lachlan Valley	15-19	1	1	0	M	6
Lachlan Valley	20-24				F	125
Lachlan Valley	20-24				M	143
Lachlan Valley	20-24	0			F	880
Lachlan Valley	20-24	0			M	1096
Lachlan Valley	20-24	1	0	1	F	98
Lachlan Valley	20-24	1	0	1	M	46
Lachlan Valley	20-24	1	1	0	F	190
Lachlan Valley	20-24	1	1	0	M	84
Lachlan Valley	20-24	1	1	1	F	10
Lachlan Valley	20-24	1	1	1	M	4
Lachlan Valley	25-34				F	265
Lachlan Valley	25-34				M	267
Lachlan Valley	25-34	0			F	1073
Lachlan Valley	25-34	0			M	1494
Lachlan Valley	25-34	1	0	1	F	114
Lachlan Valley	25-34	1	0	1	M	69
Lachlan Valley	25-34	1	1	0	F	1388
Lachlan Valley	25-34	1	1	0	M	962
Lachlan Valley	25-34	1	1	1	F	99
Lachlan Valley	25-34	1	1	1	M	27
Lachlan Valley	35-44				F	258
Lachlan Valley	35-44				M	285
Lachlan Valley	35-44	0			F	723
Lachlan Valley	35-44	0			M	993
Lachlan Valley	35-44	1	0	1	F	105
Lachlan Valley	35-44	1	0	1	M	73
Lachlan Valley	35-44	1	1	0	F	1718
Lachlan Valley	35-44	1	1	0	M	1395
Lachlan Valley	35-44	1	1	1	F	103
Lachlan Valley	35-44	1	1	1	M	40
Lachlan Valley	45-54				F	257
Lachlan Valley	45-54				M	309
Lachlan Valley	45-54	0			F	1891
Lachlan Valley	45-54	0			M	1921
Lachlan Valley	45-54	1	0	1	F	331
Lachlan Valley	45-54	1	0	1	M	103
Lachlan Valley	45-54	1	1	0	F	771
Lachlan Valley	45-54	1	1	0	M	797
Lachlan Valley	45-54	1	1	1	F	43
Lachlan Valley	45-54	1	1	1	M	19
Lachlan Valley	55-64				F	280
Lachlan Valley	55-64				M	359
Lachlan Valley	55-64	0			F	2617
Lachlan Valley	55-64	0			M	3027
Lachlan Valley	55-64	1	0	1	F	726
Lachlan Valley	55-64	1	0	1	M	306
Lachlan Valley	55-64	1	1	0	F	70
Lachlan Valley	55-64	1	1	0	M	161
Lachlan Valley	55-64	1	1	1	F	9
Lachlan Valley	55-64	1	1	1	M	5
Lachlan Valley	65-74				F	221
Lachlan Valley	65-74				M	297
Lachlan Valley	65-74	0			F	2637
Lachlan Valley	65-74	0			M	2967
Lachlan Valley	65-74	1	0	1	F	495
Lachlan Valley	65-74	1	0	1	M	261
Lachlan Valley	65-74	1	1	0	F	18
Lachlan Valley	65-74	1	1	0	M	33
Lachlan Valley	65-74	1	1	1	M	3
Lachlan Valley	75-84				F	218
Lachlan Valley	75-84				M	207
Lachlan Valley	75-84	0			F	1916
Lachlan Valley	75-84	0			M	1816
Lachlan Valley	75-84	1	0	1	F	85
Lachlan Valley	75-84	1	0	1	M	52
Lachlan Valley	75-84	1	1	0	F	6
Lachlan Valley	75-84	1	1	0	M	7
Lachlan Valley	85+				F	126
