SA3_NAME16	Age	Sex	persons
Clarence Valley	5-14	M	3146
Clarence Valley	15-19	F	1256
Clarence Valley	15-19	M	1457
Clarence Valley	20-24	F	1123
Clarence Valley	20-24	M	1236
Clarence Valley	25-34	F	2542
Clarence Valley	25-34	M	2621
Clarence Valley	35-44	F	2665
Clarence Valley	35-44	M	2681
Clarence Valley	45-54	F	3340
Clarence Valley	45-54	M	3118
Clarence Valley	55-64	F	4209
Clarence Valley	55-64	M	4112
Clarence Valley	65-74	F	4093
Clarence Valley	65-74	M	4194
Clarence Valley	75-84	F	2399
Clarence Valley	75-84	M	2291
Clarence Valley	85+	F	1070
Clarence Valley	85+	M	681
Coffs Harbour	0-4	F	2300
Coffs Harbour	0-4	M	2330
Coffs Harbour	5-14	F	5714
Coffs Harbour	5-14	M	5921
Coffs Harbour	15-19	F	2598
Coffs Harbour	15-19	M	2637
Coffs Harbour	20-24	F	1955
Coffs Harbour	20-24	M	2053
Coffs Harbour	25-34	F	5075
Coffs Harbour	25-34	M	4791
Coffs Harbour	35-44	F	5577
Coffs Harbour	35-44	M	5048
Coffs Harbour	45-54	F	6134
Coffs Harbour	45-54	M	5521
Coffs Harbour	55-64	F	6847
Coffs Harbour	55-64	M	6080
Coffs Harbour	65-74	F	6315
Coffs Harbour	65-74	M	6049
Coffs Harbour	75-84	F	3642
Coffs Harbour	75-84	M	3164
Coffs Harbour	85+	F	1641
Coffs Harbour	85+	M	1075
Bourke - Cobar - Coonamble	0-4	F	715
Bourke - Cobar - Coonamble	0-4	M	781
Bourke - Cobar - Coonamble	5-14	F	1399
Bourke - Cobar - Coonamble	5-14	M	1441
Bourke - Cobar - Coonamble	15-19	F	588
Bourke - Cobar - Coonamble	15-19	M	621
Bourke - Cobar - Coonamble	20-24	F	547
Bourke - Cobar - Coonamble	20-24	M	572
Bourke - Cobar - Coonamble	25-34	F	1481
Bourke - Cobar - Coonamble	25-34	M	1287
Bourke - Cobar - Coonamble	35-44	F	1169
Bourke - Cobar - Coonamble	35-44	M	1096
Bourke - Cobar - Coonamble	45-54	F	1349
Bourke - Cobar - Coonamble	45-54	M	1275
Bourke - Cobar - Coonamble	55-64	F	1483
Bourke - Cobar - Coonamble	55-64	M	1630
Bourke - Cobar - Coonamble	65-74	F	1056
Bourke - Cobar - Coonamble	65-74	M	1294
Bourke - Cobar - Coonamble	75-84	F	686
Bourke - Cobar - Coonamble	75-84	M	681
Bourke - Cobar - Coonamble	85+	F	280
Bourke - Cobar - Coonamble	85+	M	169
Broken Hill and Far West	0-4	F	533
Broken Hill and Far West	0-4	M	560
Broken Hill and Far West	5-14	F	1160
Broken Hill and Far West	5-14	M	1165
Broken Hill and Far West	15-19	F	521
Broken Hill and Far West	15-19	M	581
Broken Hill and Far West	20-24	F	481
Broken Hill and Far West	20-24	M	532
Broken Hill and Far West	25-34	F	1282
Broken Hill and Far West	25-34	M	1173
Broken Hill and Far West	35-44	F	1099
Broken Hill and Far West	35-44	M	1043
Broken Hill and Far West	45-54	F	1154
Broken Hill and Far West	45-54	M	1171
Broken Hill and Far West	55-64	F	1484
Broken Hill and Far West	55-64	M	1410
Broken Hill and Far West	65-74	F	1224
Broken Hill and Far West	65-74	M	1286
Broken Hill and Far West	75-84	F	793
Broken Hill and Far West	75-84	M	614
Broken Hill and Far West	85+	F	398
Broken Hill and Far West	85+	M	218
Dubbo	0-4	F	2461
Dubbo	0-4	M	2545
Dubbo	5-14	F	4901
Dubbo	5-14	M	5238
Dubbo	15-19	F	2025
Dubbo	15-19	M	2198
Dubbo	20-24	F	1920
Dubbo	20-24	M	1929
Dubbo	25-34	F	5149
Dubbo	25-34	M	5121
Dubbo	35-44	F	4368
Dubbo	35-44	M	4198
Dubbo	45-54	F	4349
Dubbo	45-54	M	4168
Dubbo	55-64	F	4699
Dubbo	55-64	M	4523
Dubbo	65-74	F	3926
Dubbo	65-74	M	3836
Dubbo	75-84	F	2498
Dubbo	75-84	M	2234
Dubbo	85+	F	1076
Dubbo	85+	M	719
Lower Hunter	0-4	F	3077
Lower Hunter	0-4	M	3234
Lower Hunter	5-14	F	6529
Lower Hunter	5-14	M	6856
Lower Hunter	15-19	F	2826
Lower Hunter	15-19	M	3213
Lower Hunter	20-24	F	2727
Lower Hunter	20-24	M	3067
Lower Hunter	25-34	F	6514
Lower Hunter	25-34	M	6673
Lower Hunter	35-44	F	5967
Lower Hunter	35-44	M	6088
Lower Hunter	45-54	F	6182
Lower Hunter	45-54	M	6188
Lower Hunter	55-64	F	6114
Lower Hunter	55-64	M	6155
Lower Hunter	65-74	F	4965
Lower Hunter	65-74	M	5042
Lower Hunter	75-84	F	2432
Lower Hunter	75-84	M	2380
Lower Hunter	85+	F	1083
Lower Hunter	85+	M	630
Maitland	0-4	F	2922
Maitland	0-4	M	3091
Maitland	5-14	F	6112
Maitland	5-14	M	6469
Maitland	15-19	F	2632
Maitland	15-19	M	2699
Maitland	20-24	F	2664
Maitland	20-24	M	2630
Maitland	25-34	F	6471
Maitland	25-34	M	6042
Maitland	35-44	F	5998
Maitland	35-44	M	5708
Maitland	45-54	F	5498
Maitland	45-54	M	5092
Maitland	55-64	F	5021
Maitland	55-64	M	4497
Maitland	65-74	F	4114
Maitland	65-74	M	3747
Maitland	75-84	F	2259
Maitland	75-84	M	1904
Maitland	85+	F	934
Maitland	85+	M	516
Port Stephens	0-4	F	1731
Port Stephens	0-4	M	1744
Port Stephens	5-14	F	4391
Port Stephens	5-14	M	4644
Port Stephens	15-19	F	2035
Port Stephens	15-19	M	2310
Port Stephens	20-24	F	1719
Port Stephens	20-24	M	1839
Port Stephens	25-34	F	3458
Port Stephens	25-34	M	3399
Port Stephens	35-44	F	3951
Port Stephens	35-44	M	3682
Port Stephens	45-54	F	4826
Port Stephens	45-54	M	4539
Port Stephens	55-64	F	5811
Port Stephens	55-64	M	5492
Port Stephens	65-74	F	5983
Port Stephens	65-74	M	5701
Port Stephens	75-84	F	3566
Port Stephens	75-84	M	3497
Port Stephens	85+	F	1241
Port Stephens	85+	M	862
Upper Hunter	0-4	F	851
Upper Hunter	0-4	M	940
Upper Hunter	5-14	F	2045
Upper Hunter	5-14	M	2277
Upper Hunter	15-19	F	893
Upper Hunter	15-19	M	975
Upper Hunter	20-24	F	749
Upper Hunter	20-24	M	795
Upper Hunter	25-34	F	1991
Upper Hunter	25-34	M	1981
Upper Hunter	35-44	F	1877
Upper Hunter	35-44	M	1945
Upper Hunter	45-54	F	1944
Upper Hunter	45-54	M	1959
Upper Hunter	55-64	F	1924
Upper Hunter	55-64	M	1991
Upper Hunter	65-74	F	1520
Upper Hunter	65-74	M	1583
Upper Hunter	75-84	F	876
Upper Hunter	75-84	M	814
Upper Hunter	85+	F	409
Upper Hunter	85+	M	248
Dapto - Port Kembla	0-4	F	2406
Dapto - Port Kembla	0-4	M	2549
Dapto - Port Kembla	5-14	F	4994
Dapto - Port Kembla	5-14	M	5233
Dapto - Port Kembla	15-19	F	2329
Dapto - Port Kembla	15-19	M	2514
Dapto - Port Kembla	20-24	F	2337
Dapto - Port Kembla	20-24	M	2427
Dapto - Port Kembla	25-34	F	5044
Dapto - Port Kembla	25-34	M	4915
Dapto - Port Kembla	35-44	F	5080
Dapto - Port Kembla	35-44	M	4822
Dapto - Port Kembla	45-54	F	5005
Dapto - Port Kembla	45-54	M	4838
Dapto - Port Kembla	55-64	F	4965
Dapto - Port Kembla	55-64	M	4871
Dapto - Port Kembla	65-74	F	4148
Dapto - Port Kembla	65-74	M	3855
Dapto - Port Kembla	75-84	F	2873
Dapto - Port Kembla	75-84	M	2380
Dapto - Port Kembla	85+	F	1408
Dapto - Port Kembla	85+	M	842
Kiama - Shellharbour	0-4	F	2745
Kiama - Shellharbour	0-4	M	3002
Kiama - Shellharbour	5-14	F	6085
Kiama - Shellharbour	5-14	M	6575
Kiama - Shellharbour	15-19	F	3027
Kiama - Shellharbour	15-19	M	3061
Kiama - Shellharbour	20-24	F	2708
Kiama - Shellharbour	20-24	M	2835
Kiama - Shellharbour	25-34	F	5994
Kiama - Shellharbour	25-34	M	5586
Kiama - Shellharbour	35-44	F	6107
Kiama - Shellharbour	35-44	M	5707
Kiama - Shellharbour	45-54	F	6483
Kiama - Shellharbour	45-54	M	5944
Kiama - Shellharbour	55-64	F	6886
Kiama - Shellharbour	55-64	M	6198
Kiama - Shellharbour	65-74	F	5929
Kiama - Shellharbour	65-74	M	5475
Kiama - Shellharbour	75-84	F	3397
Kiama - Shellharbour	75-84	M	3032
Kiama - Shellharbour	85+	F	1455
Kiama - Shellharbour	85+	M	1015
Wollongong	0-4	F	3456
Wollongong	0-4	M	3672
Wollongong	5-14	F	7484
Wollongong	5-14	M	7914
Wollongong	15-19	F	4072
Wollongong	15-19	M	4123
Wollongong	20-24	F	5449
Wollongong	20-24	M	5571
Wollongong	25-34	F	9059
Wollongong	25-34	M	9405
Wollongong	35-44	F	8588
Wollongong	35-44	M	8266
Wollongong	45-54	F	8668
Wollongong	45-54	M	8332
Wollongong	55-64	F	8314
Wollongong	55-64	M	7914
Wollongong	65-74	F	6767
Wollongong	65-74	M	6138
Wollongong	75-84	F	4342
Wollongong	75-84	M	3716
Wollongong	85+	F	2176
Wollongong	85+	M	1330
Great Lakes	0-4	F	608
Great Lakes	0-4	M	590
Great Lakes	5-14	F	1616
Great Lakes	5-14	M	1627
Great Lakes	15-19	F	729
Great Lakes	15-19	M	778
Great Lakes	20-24	F	514
Great Lakes	20-24	M	566
Great Lakes	25-34	F	1276
Great Lakes	25-34	M	1112
Great Lakes	35-44	F	1501
Great Lakes	35-44	M	1351
Great Lakes	45-54	F	1910
Great Lakes	45-54	M	1857
Great Lakes	55-64	F	2805
Great Lakes	55-64	M	2538
Great Lakes	65-74	F	3225
Great Lakes	65-74	M	3143
Great Lakes	75-84	F	2017
Great Lakes	75-84	M	1951
Great Lakes	85+	F	971
Great Lakes	85+	M	633
Kempsey - Nambucca	0-4	F	1237
Kempsey - Nambucca	0-4	M	1296
Kempsey - Nambucca	5-14	F	2879
Kempsey - Nambucca	5-14	M	2882
Kempsey - Nambucca	15-19	F	1326
Kempsey - Nambucca	15-19	M	1451
Kempsey - Nambucca	20-24	F	994
Kempsey - Nambucca	20-24	M	1161
Kempsey - Nambucca	25-34	F	2324
Kempsey - Nambucca	25-34	M	2410
Kempsey - Nambucca	35-44	F	2476
Kempsey - Nambucca	35-44	M	2377
Kempsey - Nambucca	45-54	F	3046
Kempsey - Nambucca	45-54	M	2845
Kempsey - Nambucca	55-64	F	4275
Kempsey - Nambucca	55-64	M	3978
Kempsey - Nambucca	65-74	F	4023
Kempsey - Nambucca	65-74	M	4206
Kempsey - Nambucca	75-84	F	2237
Kempsey - Nambucca	75-84	M	2165
Kempsey - Nambucca	85+	F	948
Kempsey - Nambucca	85+	M	626
Lord Howe Island	0-4	F	8
Lord Howe Island	0-4	M	11
Lord Howe Island	5-14	F	27
Lord Howe Island	5-14	M	19
Lord Howe Island	15-19	F	4
Lord Howe Island	15-19	M	4
Lord Howe Island	20-24	F	4
Lord Howe Island	20-24	M	8
Lord Howe Island	25-34	F	35
Lord Howe Island	25-34	M	29
Lord Howe Island	35-44	F	29
Lord Howe Island	35-44	M	38
Lord Howe Island	45-54	F	25
Lord Howe Island	45-54	M	17
Lord Howe Island	55-64	F	44
Lord Howe Island	55-64	M	39
Lord Howe Island	65-74	F	23
Lord Howe Island	65-74	M	29
Lord Howe Island	75-84	F	22
Lord Howe Island	75-84	M	17
Lord Howe Island	85+	F	3
Lord Howe Island	85+	M	11
Port Macquarie	0-4	F	1837
Port Macquarie	0-4	M	2006
Port Macquarie	5-14	F	4908
Port Macquarie	5-14	M	5106
Port Macquarie	15-19	F	2437
Port Macquarie	15-19	M	2504
Port Macquarie	20-24	F	1967
Port Macquarie	20-24	M	1899
Port Macquarie	25-34	F	3999
Port Macquarie	25-34	M	3643
Port Macquarie	35-44	F	4544
Port Macquarie	35-44	M	4108
Port Macquarie	45-54	F	5537
Port Macquarie	45-54	M	4908
Port Macquarie	55-64	F	6528
Port Macquarie	55-64	M	5551
Port Macquarie	65-74	F	6805
Port Macquarie	65-74	M	6386
Port Macquarie	75-84	F	4585
Port Macquarie	75-84	M	4104
Port Macquarie	85+	F	2042
Port Macquarie	85+	M	1377
Taree - Gloucester	0-4	F	1312
Taree - Gloucester	0-4	M	1278
Taree - Gloucester	5-14	F	3172
Taree - Gloucester	5-14	M	3407
Taree - Gloucester	15-19	F	1445
Taree - Gloucester	15-19	M	1532
Taree - Gloucester	20-24	F	1046
Taree - Gloucester	20-24	M	1206
Taree - Gloucester	25-34	F	2586
Taree - Gloucester	25-34	M	2365
Taree - Gloucester	35-44	F	2754
Taree - Gloucester	35-44	M	2445
Taree - Gloucester	45-54	F	3493
Taree - Gloucester	45-54	M	3168
Taree - Gloucester	55-64	F	4746
Taree - Gloucester	55-64	M	4301
Taree - Gloucester	65-74	F	4822
Taree - Gloucester	65-74	M	4867
Taree - Gloucester	75-84	F	2792
Taree - Gloucester	75-84	M	2683
Taree - Gloucester	85+	F	1177
Taree - Gloucester	85+	M	749
Albury	0-4	F	2051
Albury	0-4	M	2154
Albury	5-14	F	4158
Albury	5-14	M	4402
Albury	15-19	F	2047
Albury	15-19	M	2092
Albury	20-24	F	1971
Albury	20-24	M	1925
Albury	25-34	F	4191
Albury	25-34	M	4045
Albury	35-44	F	4213
Albury	35-44	M	3885
Albury	45-54	F	4185
Albury	45-54	M	3887
Albury	55-64	F	4386
Albury	55-64	M	4086
Albury	65-74	F	3862
Albury	65-74	M	3622
Albury	75-84	F	2320
Albury	75-84	M	1950
Albury	85+	F	1017
Albury	85+	M	596
Lower Murray	0-4	F	422
Lower Murray	0-4	M	399
Lower Murray	5-14	F	742
Lower Murray	5-14	M	862
Lower Murray	15-19	F	338
Lower Murray	15-19	M	369
Lower Murray	20-24	F	292
Lower Murray	20-24	M	359
Lower Murray	25-34	F	730
Lower Murray	25-34	M	738
Lower Murray	35-44	F	674
Lower Murray	35-44	M	701
Lower Murray	45-54	F	815
Lower Murray	45-54	M	852
Lower Murray	55-64	F	971
Lower Murray	55-64	M	1039
Lower Murray	65-74	F	753
Lower Murray	65-74	M	860
Lower Murray	75-84	F	434
Lower Murray	75-84	M	425
Lower Murray	85+	F	166
Lower Murray	85+	M	127
Upper Murray exc. Albury	0-4	F	1013
Upper Murray exc. Albury	0-4	M	1105
Upper Murray exc. Albury	5-14	F	2435
Upper Murray exc. Albury	5-14	M	2557
Upper Murray exc. Albury	15-19	F	1104
Upper Murray exc. Albury	15-19	M	1152
Upper Murray exc. Albury	20-24	F	807
Upper Murray exc. Albury	20-24	M	867
Upper Murray exc. Albury	25-34	F	2023
Upper Murray exc. Albury	25-34	M	1953
Upper Murray exc. Albury	35-44	F	2159
Upper Murray exc. Albury	35-44	M	1941
Upper Murray exc. Albury	45-54	F	2588
Upper Murray exc. Albury	45-54	M	2485
Upper Murray exc. Albury	55-64	F	3378
Upper Murray exc. Albury	55-64	M	3162
Upper Murray exc. Albury	65-74	F	3400
Upper Murray exc. Albury	65-74	M	3656
Upper Murray exc. Albury	75-84	F	2136
Upper Murray exc. Albury	75-84	M	2016
Upper Murray exc. Albury	85+	F	855
Upper Murray exc. Albury	85+	M	661
Armidale	0-4	F	959
Armidale	0-4	M	1045
Armidale	5-14	F	2376
Armidale	5-14	M	2324
Armidale	15-19	F	1504
Armidale	15-19	M	1300
Armidale	20-24	F	1357
Armidale	20-24	M	1314
Armidale	25-34	F	2339
Armidale	25-34	M	2178
Armidale	35-44	F	2041
Armidale	35-44	M	1949
Armidale	45-54	F	2265
Armidale	45-54	M	2033
Armidale	55-64	F	2508
Armidale	55-64	M	2399
Armidale	65-74	F	2110
Armidale	65-74	M	2030
Armidale	75-84	F	1396
Armidale	75-84	M	1207
Armidale	85+	F	566
Armidale	85+	M	333
Inverell - Tenterfield	0-4	F	921
Inverell - Tenterfield	0-4	M	983
Inverell - Tenterfield	5-14	F	2335
Inverell - Tenterfield	5-14	M	2371
Inverell - Tenterfield	15-19	F	1115
Inverell - Tenterfield	15-19	M	1048
Inverell - Tenterfield	20-24	F	798
Inverell - Tenterfield	20-24	M	897
Inverell - Tenterfield	25-34	F	1879
Inverell - Tenterfield	25-34	M	1814
Inverell - Tenterfield	35-44	F	1929
Inverell - Tenterfield	35-44	M	1817
Inverell - Tenterfield	45-54	F	2449
Inverell - Tenterfield	45-54	M	2273
Inverell - Tenterfield	55-64	F	2919
Inverell - Tenterfield	55-64	M	2849
Inverell - Tenterfield	65-74	F	2809
Inverell - Tenterfield	65-74	M	2924
Inverell - Tenterfield	75-84	F	1764
Inverell - Tenterfield	75-84	M	1676
Inverell - Tenterfield	85+	F	732
Inverell - Tenterfield	85+	M	442
Moree - Narrabri	0-4	F	715
Moree - Narrabri	0-4	M	831
Moree - Narrabri	5-14	F	1734
Moree - Narrabri	5-14	M	1779
Moree - Narrabri	15-19	F	677
Moree - Narrabri	15-19	M	645
Moree - Narrabri	20-24	F	701
Moree - Narrabri	20-24	M	744
Moree - Narrabri	25-34	F	1634
Moree - Narrabri	25-34	M	1541
Moree - Narrabri	35-44	F	1437
Moree - Narrabri	35-44	M	1398
Moree - Narrabri	45-54	F	1514
Moree - Narrabri	45-54	M	1559
Moree - Narrabri	55-64	F	1708
Moree - Narrabri	55-64	M	1763
Moree - Narrabri	65-74	F	1203
Moree - Narrabri	65-74	M	1279
Moree - Narrabri	75-84	F	706
Moree - Narrabri	75-84	M	680
Moree - Narrabri	85+	F	278
Moree - Narrabri	85+	M	183
Tamworth - Gunnedah	0-4	F	2430
Tamworth - Gunnedah	0-4	M	2796
Tamworth - Gunnedah	5-14	F	5737
Tamworth - Gunnedah	5-14	M	6159
Tamworth - Gunnedah	15-19	F	2493
Tamworth - Gunnedah	15-19	M	2771
Tamworth - Gunnedah	20-24	F	2189
Tamworth - Gunnedah	20-24	M	2210
Tamworth - Gunnedah	25-34	F	5452
Tamworth - Gunnedah	25-34	M	5107
Tamworth - Gunnedah	35-44	F	5076
Tamworth - Gunnedah	35-44	M	4684
Tamworth - Gunnedah	45-54	F	5071
Tamworth - Gunnedah	45-54	M	4866
Tamworth - Gunnedah	55-64	F	5413
Tamworth - Gunnedah	55-64	M	5027
Tamworth - Gunnedah	65-74	F	4619
Tamworth - Gunnedah	65-74	M	4604
Tamworth - Gunnedah	75-84	F	3116
Tamworth - Gunnedah	75-84	M	2602
Tamworth - Gunnedah	85+	F	1329
Tamworth - Gunnedah	85+	M	817
Lake Macquarie - East	0-4	F	3346
Lake Macquarie - East	0-4	M	3527
Lake Macquarie - East	5-14	F	7775
Lake Macquarie - East	5-14	M	8279
Lake Macquarie - East	15-19	F	3536
Lake Macquarie - East	15-19	M	3825
Lake Macquarie - East	20-24	F	3266
Lake Macquarie - East	20-24	M	3544
Lake Macquarie - East	25-34	F	7137
Lake Macquarie - East	25-34	M	6815
Lake Macquarie - East	35-44	F	8070
Lake Macquarie - East	35-44	M	7583
Lake Macquarie - East	45-54	F	8297
Lake Macquarie - East	45-54	M	7984
Lake Macquarie - East	55-64	F	8486
Lake Macquarie - East	55-64	M	7778
Lake Macquarie - East	65-74	F	7727
Lake Macquarie - East	65-74	M	6863
Lake Macquarie - East	75-84	F	4950
Lake Macquarie - East	75-84	M	4083
Lake Macquarie - East	85+	F	2285
Lake Macquarie - East	85+	M	1336
Lake Macquarie - West	0-4	F	2419
Lake Macquarie - West	0-4	M	2524
Lake Macquarie - West	5-14	F	5050
Lake Macquarie - West	5-14	M	5301
Lake Macquarie - West	15-19	F	2386
Lake Macquarie - West	15-19	M	2457
Lake Macquarie - West	20-24	F	2260
Lake Macquarie - West	20-24	M	2469
Lake Macquarie - West	25-34	F	5140
