SA3_NAME16	Age	MaxSchoolingCompleted	Sex	adults
Queanbeyan	55-64	Year 9	M	198
Queanbeyan	55-64	Year 10	F	1150
Queanbeyan	55-64	Year 10	M	1265
Queanbeyan	55-64	Year 11	F	223
Queanbeyan	55-64	Year 11	M	241
Queanbeyan	55-64	Year 12	F	2165
Queanbeyan	55-64	Year 12	M	2141
Queanbeyan	65-74		F	185
Queanbeyan	65-74		M	202
Queanbeyan	65-74	Did not go to school	F	26
Queanbeyan	65-74	Did not go to school	M	12
Queanbeyan	65-74	Year 8 or below	F	208
Queanbeyan	65-74	Year 8 or below	M	195
Queanbeyan	65-74	Year 9	F	201
Queanbeyan	65-74	Year 9	M	220
Queanbeyan	65-74	Year 10	F	787
Queanbeyan	65-74	Year 10	M	685
Queanbeyan	65-74	Year 11	F	121
Queanbeyan	65-74	Year 11	M	108
Queanbeyan	65-74	Year 12	F	1136
Queanbeyan	65-74	Year 12	M	1364
Queanbeyan	75-84		F	125
Queanbeyan	75-84		M	96
Queanbeyan	75-84	Did not go to school	F	25
Queanbeyan	75-84	Did not go to school	M	22
Queanbeyan	75-84	Year 8 or below	F	203
Queanbeyan	75-84	Year 8 or below	M	198
Queanbeyan	75-84	Year 9	F	137
Queanbeyan	75-84	Year 9	M	105
Queanbeyan	75-84	Year 10	F	376
Queanbeyan	75-84	Year 10	M	246
Queanbeyan	75-84	Year 11	F	61
Queanbeyan	75-84	Year 11	M	52
Queanbeyan	75-84	Year 12	F	407
Queanbeyan	75-84	Year 12	M	489
Queanbeyan	85+		F	53
Queanbeyan	85+		M	32
Queanbeyan	85+	Did not go to school	F	27
Queanbeyan	85+	Did not go to school	M	8
Queanbeyan	85+	Year 8 or below	F	107
Queanbeyan	85+	Year 8 or below	M	71
Queanbeyan	85+	Year 9	F	44
Queanbeyan	85+	Year 9	M	25
Queanbeyan	85+	Year 10	F	106
Queanbeyan	85+	Year 10	M	73
Queanbeyan	85+	Year 11	F	28
Queanbeyan	85+	Year 11	M	15
Queanbeyan	85+	Year 12	F	89
Queanbeyan	85+	Year 12	M	96
Snowy Mountains	15-19		F	48
Snowy Mountains	15-19		M	37
Snowy Mountains	15-19	Year 8 or below	M	3
Snowy Mountains	15-19	Year 9	F	6
Snowy Mountains	15-19	Year 9	M	19
Snowy Mountains	15-19	Year 10	F	47
Snowy Mountains	15-19	Year 10	M	82
Snowy Mountains	15-19	Year 11	F	23
Snowy Mountains	15-19	Year 11	M	35
Snowy Mountains	15-19	Year 12	F	126
Snowy Mountains	15-19	Year 12	M	92
Snowy Mountains	20-24		F	42
Snowy Mountains	20-24		M	55
Snowy Mountains	20-24	Year 8 or below	M	3
Snowy Mountains	20-24	Year 9	F	5
Snowy Mountains	20-24	Year 9	M	11
Snowy Mountains	20-24	Year 10	F	35
Snowy Mountains	20-24	Year 10	M	90
Snowy Mountains	20-24	Year 11	F	45
Snowy Mountains	20-24	Year 11	M	49
Snowy Mountains	20-24	Year 12	F	399
Snowy Mountains	20-24	Year 12	M	382
Snowy Mountains	25-34		F	108
Snowy Mountains	25-34		M	198
Snowy Mountains	25-34	Did not go to school	F	4
Snowy Mountains	25-34	Did not go to school	M	3
Snowy Mountains	25-34	Year 8 or below	F	9
Snowy Mountains	25-34	Year 8 or below	M	14
Snowy Mountains	25-34	Year 9	F	17
Snowy Mountains	25-34	Year 9	M	25
Snowy Mountains	25-34	Year 10	F	137
Snowy Mountains	25-34	Year 10	M	242
Snowy Mountains	25-34	Year 11	F	69
Snowy Mountains	25-34	Year 11	M	92
Snowy Mountains	25-34	Year 12	F	926
Snowy Mountains	25-34	Year 12	M	851
Snowy Mountains	35-44		F	80
Snowy Mountains	35-44		M	161
Snowy Mountains	35-44	Year 8 or below	F	9
Snowy Mountains	35-44	Year 8 or below	M	6
Snowy Mountains	35-44	Year 9	F	15
Snowy Mountains	35-44	Year 9	M	30
Snowy Mountains	35-44	Year 10	F	143
Snowy Mountains	35-44	Year 10	M	250
Snowy Mountains	35-44	Year 11	F	70
Snowy Mountains	35-44	Year 11	M	73
Snowy Mountains	35-44	Year 12	F	854
Snowy Mountains	35-44	Year 12	M	640
Snowy Mountains	45-54		F	94
Snowy Mountains	45-54		M	140
Snowy Mountains	45-54	Did not go to school	M	3
Snowy Mountains	45-54	Year 8 or below	F	10
Snowy Mountains	45-54	Year 8 or below	M	30
Snowy Mountains	45-54	Year 9	F	34
Snowy Mountains	45-54	Year 9	M	64
Snowy Mountains	45-54	Year 10	F	329
Snowy Mountains	45-54	Year 10	M	438
Snowy Mountains	45-54	Year 11	F	100
Snowy Mountains	45-54	Year 11	M	105
Snowy Mountains	45-54	Year 12	F	851
Snowy Mountains	45-54	Year 12	M	671
Snowy Mountains	55-64		F	101
Snowy Mountains	55-64		M	131
Snowy Mountains	55-64	Did not go to school	F	4
Snowy Mountains	55-64	Did not go to school	M	3
Snowy Mountains	55-64	Year 8 or below	F	31
Snowy Mountains	55-64	Year 8 or below	M	55
Snowy Mountains	55-64	Year 9	F	91
Snowy Mountains	55-64	Year 9	M	83
Snowy Mountains	55-64	Year 10	F	484
Snowy Mountains	55-64	Year 10	M	613
Snowy Mountains	55-64	Year 11	F	105
Snowy Mountains	55-64	Year 11	M	88
Snowy Mountains	55-64	Year 12	F	657
Snowy Mountains	55-64	Year 12	M	591
Snowy Mountains	65-74		F	91
Snowy Mountains	65-74		M	114
Snowy Mountains	65-74	Did not go to school	F	8
Snowy Mountains	65-74	Did not go to school	M	14
Snowy Mountains	65-74	Year 8 or below	F	61
Snowy Mountains	65-74	Year 8 or below	M	101
Snowy Mountains	65-74	Year 9	F	126
Snowy Mountains	65-74	Year 9	M	115
Snowy Mountains	65-74	Year 10	F	399
Snowy Mountains	65-74	Year 10	M	356
Snowy Mountains	65-74	Year 11	F	53
Snowy Mountains	65-74	Year 11	M	60
Snowy Mountains	65-74	Year 12	F	375
Snowy Mountains	65-74	Year 12	M	492
Snowy Mountains	75-84		F	66
Snowy Mountains	75-84		M	70
Snowy Mountains	75-84	Did not go to school	F	3
Snowy Mountains	75-84	Did not go to school	M	7
Snowy Mountains	75-84	Year 8 or below	F	70
Snowy Mountains	75-84	Year 8 or below	M	90
Snowy Mountains	75-84	Year 9	F	80
Snowy Mountains	75-84	Year 9	M	88
Snowy Mountains	75-84	Year 10	F	215
Snowy Mountains	75-84	Year 10	M	178
Snowy Mountains	75-84	Year 11	F	40
Snowy Mountains	75-84	Year 11	M	31
Snowy Mountains	75-84	Year 12	F	175
Snowy Mountains	75-84	Year 12	M	193
Snowy Mountains	85+		F	46
Snowy Mountains	85+		M	30
Snowy Mountains	85+	Did not go to school	F	3
Snowy Mountains	85+	Did not go to school	M	4
Snowy Mountains	85+	Year 8 or below	F	49
Snowy Mountains	85+	Year 8 or below	M	33
Snowy Mountains	85+	Year 9	F	38
Snowy Mountains	85+	Year 9	M	26
Snowy Mountains	85+	Year 10	F	78
Snowy Mountains	85+	Year 10	M	49
Snowy Mountains	85+	Year 11	F	5
Snowy Mountains	85+	Year 11	M	6
Snowy Mountains	85+	Year 12	F	58
Snowy Mountains	85+	Year 12	M	50
South Coast	15-19		F	141
South Coast	15-19		M	158
South Coast	15-19	Did not go to school	F	3
South Coast	15-19	Year 8 or below	F	11
South Coast	15-19	Year 8 or below	M	25
South Coast	15-19	Year 9	F	45
South Coast	15-19	Year 9	M	72
South Coast	15-19	Year 10	F	165
South Coast	15-19	Year 10	M	294
South Coast	15-19	Year 11	F	95
South Coast	15-19	Year 11	M	138
South Coast	15-19	Year 12	F	302
South Coast	15-19	Year 12	M	224
South Coast	20-24		F	102
South Coast	20-24		M	128
South Coast	20-24	Did not go to school	F	5
South Coast	20-24	Did not go to school	M	8
South Coast	20-24	Year 8 or below	F	8
South Coast	20-24	Year 8 or below	M	12
South Coast	20-24	Year 9	F	23
South Coast	20-24	Year 9	M	52
South Coast	20-24	Year 10	F	211
South Coast	20-24	Year 10	M	270
South Coast	20-24	Year 11	F	135
South Coast	20-24	Year 11	M	211
South Coast	20-24	Year 12	F	762
South Coast	20-24	Year 12	M	715
South Coast	25-34		F	256
South Coast	25-34		M	259
South Coast	25-34	Did not go to school	F	4
South Coast	25-34	Did not go to school	M	11
South Coast	25-34	Year 8 or below	F	19
South Coast	25-34	Year 8 or below	M	44
South Coast	25-34	Year 9	F	89
South Coast	25-34	Year 9	M	125
South Coast	25-34	Year 10	F	525
South Coast	25-34	Year 10	M	719
South Coast	25-34	Year 11	F	250
South Coast	25-34	Year 11	M	317
South Coast	25-34	Year 12	F	2050
South Coast	25-34	Year 12	M	1561
South Coast	35-44		F	273
South Coast	35-44		M	257
South Coast	35-44	Did not go to school	F	3
South Coast	35-44	Did not go to school	M	9
South Coast	35-44	Year 8 or below	F	43
South Coast	35-44	Year 8 or below	M	76
South Coast	35-44	Year 9	F	124
South Coast	35-44	Year 9	M	134
South Coast	35-44	Year 10	F	628
South Coast	35-44	Year 10	M	848
South Coast	35-44	Year 11	F	268
South Coast	35-44	Year 11	M	283
South Coast	35-44	Year 12	F	2283
South Coast	35-44	Year 12	M	1672
South Coast	45-54		F	341
South Coast	45-54		M	365
South Coast	45-54	Did not go to school	F	8
South Coast	45-54	Did not go to school	M	10
South Coast	45-54	Year 8 or below	F	53
South Coast	45-54	Year 8 or below	M	124
South Coast	45-54	Year 9	F	178
South Coast	45-54	Year 9	M	242
South Coast	45-54	Year 10	F	1357
South Coast	45-54	Year 10	M	1418
South Coast	45-54	Year 11	F	399
South Coast	45-54	Year 11	M	416
South Coast	45-54	Year 12	F	2443
South Coast	45-54	Year 12	M	1773
South Coast	55-64		F	477
South Coast	55-64		M	497
South Coast	55-64	Did not go to school	F	14
South Coast	55-64	Did not go to school	M	14
South Coast	55-64	Year 8 or below	F	157
South Coast	55-64	Year 8 or below	M	208
South Coast	55-64	Year 9	F	375
South Coast	55-64	Year 9	M	420
South Coast	55-64	Year 10	F	2398
South Coast	55-64	Year 10	M	2365
South Coast	55-64	Year 11	F	596
South Coast	55-64	Year 11	M	541
South Coast	55-64	Year 12	F	3043
South Coast	55-64	Year 12	M	2207
South Coast	65-74		F	506
South Coast	65-74		M	559
South Coast	65-74	Did not go to school	F	15
South Coast	65-74	Did not go to school	M	32
South Coast	65-74	Year 8 or below	F	366
South Coast	65-74	Year 8 or below	M	429
South Coast	65-74	Year 9	F	679
South Coast	65-74	Year 9	M	688
South Coast	65-74	Year 10	F	2218
South Coast	65-74	Year 10	M	2006
South Coast	65-74	Year 11	F	521
South Coast	65-74	Year 11	M	465
South Coast	65-74	Year 12	F	2657
South Coast	65-74	Year 12	M	2934
South Coast	75-84		F	414
South Coast	75-84		M	353
South Coast	75-84	Did not go to school	F	16
South Coast	75-84	Did not go to school	M	15
South Coast	75-84	Year 8 or below	F	352
South Coast	75-84	Year 8 or below	M	386
South Coast	75-84	Year 9	F	462
South Coast	75-84	Year 9	M	448
South Coast	75-84	Year 10	F	1132
South Coast	75-84	Year 10	M	925
South Coast	75-84	Year 11	F	238
South Coast	75-84	Year 11	M	172
South Coast	75-84	Year 12	F	1007
South Coast	75-84	Year 12	M	1194
South Coast	85+		F	279
South Coast	85+		M	193
South Coast	85+	Did not go to school	F	5
South Coast	85+	Did not go to school	M	9
South Coast	85+	Year 8 or below	F	255
South Coast	85+	Year 8 or below	M	147
South Coast	85+	Year 9	F	245
South Coast	85+	Year 9	M	122
South Coast	85+	Year 10	F	354
South Coast	85+	Year 10	M	227
South Coast	85+	Year 11	F	69
South Coast	85+	Year 11	M	45
South Coast	85+	Year 12	F	324
South Coast	85+	Year 12	M	303
Goulburn - Mulwaree	15-19		F	63
Goulburn - Mulwaree	15-19		M	88
Goulburn - Mulwaree	15-19	Year 8 or below	F	6
Goulburn - Mulwaree	15-19	Year 8 or below	M	8
Goulburn - Mulwaree	15-19	Year 9	F	31
Goulburn - Mulwaree	15-19	Year 9	M	42
Goulburn - Mulwaree	15-19	Year 10	F	92
Goulburn - Mulwaree	15-19	Year 10	M	182
Goulburn - Mulwaree	15-19	Year 11	F	64
Goulburn - Mulwaree	15-19	Year 11	M	83
Goulburn - Mulwaree	15-19	Year 12	F	203
Goulburn - Mulwaree	15-19	Year 12	M	171
Goulburn - Mulwaree	20-24		F	53
Goulburn - Mulwaree	20-24		M	117
Goulburn - Mulwaree	20-24	Did not go to school	M	3
Goulburn - Mulwaree	20-24	Year 8 or below	M	4
Goulburn - Mulwaree	20-24	Year 9	F	16
Goulburn - Mulwaree	20-24	Year 9	M	50
Goulburn - Mulwaree	20-24	Year 10	F	114
Goulburn - Mulwaree	20-24	Year 10	M	206
Goulburn - Mulwaree	20-24	Year 11	F	90
Goulburn - Mulwaree	20-24	Year 11	M	108
Goulburn - Mulwaree	20-24	Year 12	F	619
Goulburn - Mulwaree	20-24	Year 12	M	576
Goulburn - Mulwaree	25-34		F	153
Goulburn - Mulwaree	25-34		M	312
Goulburn - Mulwaree	25-34	Did not go to school	F	4
Goulburn - Mulwaree	25-34	Did not go to school	M	3
Goulburn - Mulwaree	25-34	Year 8 or below	F	22
Goulburn - Mulwaree	25-34	Year 8 or below	M	31
Goulburn - Mulwaree	25-34	Year 9	F	55
Goulburn - Mulwaree	25-34	Year 9	M	69
Goulburn - Mulwaree	25-34	Year 10	F	398
Goulburn - Mulwaree	25-34	Year 10	M	597
Goulburn - Mulwaree	25-34	Year 11	F	143
Goulburn - Mulwaree	25-34	Year 11	M	173
Goulburn - Mulwaree	25-34	Year 12	F	1471
Goulburn - Mulwaree	25-34	Year 12	M	1157
Goulburn - Mulwaree	35-44		F	161
Goulburn - Mulwaree	35-44		M	248
Goulburn - Mulwaree	35-44	Did not go to school	F	8
Goulburn - Mulwaree	35-44	Did not go to school	M	4
Goulburn - Mulwaree	35-44	Year 8 or below	F	31
Goulburn - Mulwaree	35-44	Year 8 or below	M	39
Goulburn - Mulwaree	35-44	Year 9	F	74
Goulburn - Mulwaree	35-44	Year 9	M	87
Goulburn - Mulwaree	35-44	Year 10	F	401
Goulburn - Mulwaree	35-44	Year 10	M	570
Goulburn - Mulwaree	35-44	Year 11	F	142
Goulburn - Mulwaree	35-44	Year 11	M	152
Goulburn - Mulwaree	35-44	Year 12	F	1364
Goulburn - Mulwaree	35-44	Year 12	M	1035
Goulburn - Mulwaree	45-54		F	137
Goulburn - Mulwaree	45-54		M	256
Goulburn - Mulwaree	45-54	Did not go to school	F	6
Goulburn - Mulwaree	45-54	Did not go to school	M	12
Goulburn - Mulwaree	45-54	Year 8 or below	F	40
Goulburn - Mulwaree	45-54	Year 8 or below	M	63
Goulburn - Mulwaree	45-54	Year 9	F	102
Goulburn - Mulwaree	45-54	Year 9	M	132
Goulburn - Mulwaree	45-54	Year 10	F	807
Goulburn - Mulwaree	45-54	Year 10	M	909
Goulburn - Mulwaree	45-54	Year 11	F	167
Goulburn - Mulwaree	45-54	Year 11	M	145
Goulburn - Mulwaree	45-54	Year 12	F	1151
Goulburn - Mulwaree	45-54	Year 12	M	856
Goulburn - Mulwaree	55-64		F	181
Goulburn - Mulwaree	55-64		M	242
Goulburn - Mulwaree	55-64	Did not go to school	F	13
Goulburn - Mulwaree	55-64	Did not go to school	M	11
Goulburn - Mulwaree	55-64	Year 8 or below	F	82
Goulburn - Mulwaree	55-64	Year 8 or below	M	127
Goulburn - Mulwaree	55-64	Year 9	F	189
Goulburn - Mulwaree	55-64	Year 9	M	229
Goulburn - Mulwaree	55-64	Year 10	F	1095
Goulburn - Mulwaree	55-64	Year 10	M	1209
Goulburn - Mulwaree	55-64	Year 11	F	161
Goulburn - Mulwaree	55-64	Year 11	M	154
Goulburn - Mulwaree	55-64	Year 12	F	966
Goulburn - Mulwaree	55-64	Year 12	M	807
Goulburn - Mulwaree	65-74		F	205
Goulburn - Mulwaree	65-74		M	204
Goulburn - Mulwaree	65-74	Did not go to school	F	5
Goulburn - Mulwaree	65-74	Did not go to school	M	18
Goulburn - Mulwaree	65-74	Year 8 or below	F	192
Goulburn - Mulwaree	65-74	Year 8 or below	M	250
Goulburn - Mulwaree	65-74	Year 9	F	319
Goulburn - Mulwaree	65-74	Year 9	M	352
Goulburn - Mulwaree	65-74	Year 10	F	908
Goulburn - Mulwaree	65-74	Year 10	M	715
Goulburn - Mulwaree	65-74	Year 11	F	110
Goulburn - Mulwaree	65-74	Year 11	M	70
Goulburn - Mulwaree	65-74	Year 12	F	662
Goulburn - Mulwaree	65-74	Year 12	M	724
Goulburn - Mulwaree	75-84		F	149
Goulburn - Mulwaree	75-84		M	154
Goulburn - Mulwaree	75-84	Did not go to school	F	15
Goulburn - Mulwaree	75-84	Did not go to school	M	12
Goulburn - Mulwaree	75-84	Year 8 or below	F	184
Goulburn - Mulwaree	75-84	Year 8 or below	M	194
Goulburn - Mulwaree	75-84	Year 9	F	215
Goulburn - Mulwaree	75-84	Year 9	M	218
Goulburn - Mulwaree	75-84	Year 10	F	460
Goulburn - Mulwaree	75-84	Year 10	M	355
Goulburn - Mulwaree	75-84	Year 11	F	63
Goulburn - Mulwaree	75-84	Year 11	M	45
Goulburn - Mulwaree	75-84	Year 12	F	272
Goulburn - Mulwaree	75-84	Year 12	M	296
Goulburn - Mulwaree	85+		F	137
Goulburn - Mulwaree	85+		M	84
Goulburn - Mulwaree	85+	Did not go to school	F	5
Goulburn - Mulwaree	85+	Did not go to school	M	10
Goulburn - Mulwaree	85+	Year 8 or below	F	120
Goulburn - Mulwaree	85+	Year 8 or below	M	85
Goulburn - Mulwaree	85+	Year 9	F	103
Goulburn - Mulwaree	85+	Year 9	M	59
Goulburn - Mulwaree	85+	Year 10	F	155
Goulburn - Mulwaree	85+	Year 10	M	82
Goulburn - Mulwaree	85+	Year 11	F	15
Goulburn - Mulwaree	85+	Year 11	M	13
Goulburn - Mulwaree	85+	Year 12	F	86
Goulburn - Mulwaree	85+	Year 12	M	76
Young - Yass	15-19		F	43
Young - Yass	15-19		M	62
Young - Yass	15-19	Year 8 or below	F	4
Young - Yass	15-19	Year 8 or below	M	6
Young - Yass	15-19	Year 9	F	17
Young - Yass	15-19	Year 9	M	27
Young - Yass	15-19	Year 10	F	75
Young - Yass	15-19	Year 10	M	151
Young - Yass	15-19	Year 11	F	56
Young - Yass	15-19	Year 11	M	67
Young - Yass	15-19	Year 12	F	259
Young - Yass	15-19	Year 12	M	214
Young - Yass	20-24		F	56
Young - Yass	20-24		M	56
Young - Yass	20-24	Year 8 or below	F	3
Young - Yass	20-24	Year 8 or below	M	3
Young - Yass	20-24	Year 9	F	14
Young - Yass	20-24	Year 9	M	16
Young - Yass	20-24	Year 10	F	106
Young - Yass	20-24	Year 10	M	140
Young - Yass	20-24	Year 11	F	69
Young - Yass	20-24	Year 11	M	99
Young - Yass	20-24	Year 12	F	618
Young - Yass	20-24	Year 12	M	533
Young - Yass	25-34		F	119
Young - Yass	25-34		M	137
Young - Yass	25-34	Did not go to school	F	3
Young - Yass	25-34	Did not go to school	M	6
Young - Yass	25-34	Year 8 or below	F	13
Young - Yass	25-34	Year 8 or below	M	23
Young - Yass	25-34	Year 9	F	48
Young - Yass	25-34	Year 9	M	51
Young - Yass	25-34	Year 10	F	288
Young - Yass	25-34	Year 10	M	443
Young - Yass	25-34	Year 11	F	128
Young - Yass	25-34	Year 11	M	141
Young - Yass	25-34	Year 12	F	1322
Young - Yass	25-34	Year 12	M	988
Young - Yass	35-44		F	135
Young - Yass	35-44		M	123
Young - Yass	35-44	Did not go to school	F	6
Young - Yass	35-44	Did not go to school	M	6
Young - Yass	35-44	Year 8 or below	F	19
Young - Yass	35-44	Year 8 or below	M	37
Young - Yass	35-44	Year 9	F	56
Young - Yass	35-44	Year 9	M	72
Young - Yass	35-44	Year 10	F	312
Young - Yass	35-44	Year 10	M	474
Young - Yass	35-44	Year 11	F	140
Young - Yass	35-44	Year 11	M	137
Young - Yass	35-44	Year 12	F	1681
Young - Yass	35-44	Year 12	M	1159
Young - Yass	45-54		F	141
Young - Yass	45-54		M	200
Young - Yass	45-54	Did not go to school	F	7
Young - Yass	45-54	Did not go to school	M	7
Young - Yass	45-54	Year 8 or below	F	37
Young - Yass	45-54	Year 8 or below	M	52
Young - Yass	45-54	Year 9	F	82
Young - Yass	45-54	Year 9	M	95
Young - Yass	45-54	Year 10	F	679
Young - Yass	45-54	Year 10	M	751
Young - Yass	45-54	Year 11	F	175
Young - Yass	45-54	Year 11	M	153
Young - Yass	45-54	Year 12	F	1570
Young - Yass	45-54	Year 12	M	1289
Young - Yass	55-64		F	178
Young - Yass	55-64		M	206
Young - Yass	55-64	Did not go to school	F	9
Young - Yass	55-64	Did not go to school	M	14
Young - Yass	55-64	Year 8 or below	F	68
Young - Yass	55-64	Year 8 or below	M	114
Young - Yass	55-64	Year 9	F	154
Young - Yass	55-64	Year 9	M	180
Young - Yass	55-64	Year 10	F	899
Young - Yass	55-64	Year 10	M	1039
Young - Yass	55-64	Year 11	F	187
Young - Yass	55-64	Year 11	M	166
Young - Yass	55-64	Year 12	F	1090
Young - Yass	55-64	Year 12	M	963
Young - Yass	65-74		F	199
Young - Yass	65-74		M	190
Young - Yass	65-74	Did not go to school	F	17
Young - Yass	65-74	Did not go to school	M	11
Young - Yass	65-74	Year 8 or below	F	125
Young - Yass	65-74	Year 8 or below	M	213
Young - Yass	65-74	Year 9	F	254
Young - Yass	65-74	Year 9	M	293
Young - Yass	65-74	Year 10	F	869
Young - Yass	65-74	Year 10	M	685
Young - Yass	65-74	Year 11	F	111
Young - Yass	65-74	Year 11	M	99
Young - Yass	65-74	Year 12	F	796
Young - Yass	65-74	Year 12	M	800
Young - Yass	75-84		F	151
Young - Yass	75-84		M	147
Young - Yass	75-84	Did not go to school	F	13
Young - Yass	75-84	Did not go to school	M	9
Young - Yass	75-84	Year 8 or below	F	126
Young - Yass	75-84	Year 8 or below	M	157
Young - Yass	75-84	Year 9	F	176
Young - Yass	75-84	Year 9	M	199
Young - Yass	75-84	Year 10	F	443
Young - Yass	75-84	Year 10	M	367
Young - Yass	75-84	Year 11	F	68
Young - Yass	75-84	Year 11	M	59
Young - Yass	75-84	Year 12	F	303
Young - Yass	75-84	Year 12	M	326
Young - Yass	85+		F	83
Young - Yass	85+		M	49
Young - Yass	85+	Did not go to school	F	7
Young - Yass	85+	Did not go to school	M	6
Young - Yass	85+	Year 8 or below	F	108
Young - Yass	85+	Year 8 or below	M	85
Young - Yass	85+	Year 9	F	99
Young - Yass	85+	Year 9	M	53
Young - Yass	85+	Year 10	F	146
Young - Yass	85+	Year 10	M	79
Young - Yass	85+	Year 11	F	31
Young - Yass	85+	Year 11	M	10
Young - Yass	85+	Year 12	F	81
Young - Yass	85+	Year 12	M	77
Gosford	15-19		F	172
Gosford	15-19		M	213
Gosford	15-19	Did not go to school	F	8
Gosford	15-19	Did not go to school	M	6
Gosford	15-19	Year 8 or below	F	14
Gosford	15-19	Year 8 or below	M	22
Gosford	15-19	Year 9	F	80
Gosford	15-19	Year 9	M	106
Gosford	15-19	Year 10	F	354
Gosford	15-19	Year 10	M	620
Gosford	15-19	Year 11	F	208
Gosford	15-19	Year 11	M	283
Gosford	15-19	Year 12	F	1205
Gosford	15-19	Year 12	M	1010
Gosford	20-24		F	199
Gosford	20-24		M	216
Gosford	20-24	Did not go to school	F	5
Gosford	20-24	Did not go to school	M	17
Gosford	20-24	Year 8 or below	F	5
Gosford	20-24	Year 8 or below	M	15
Gosford	20-24	Year 9	F	54
Gosford	20-24	Year 9	M	90
Gosford	20-24	Year 10	F	454
Gosford	20-24	Year 10	M	607
Gosford	20-24	Year 11	F	323
Gosford	20-24	Year 11	M	458
Gosford	20-24	Year 12	F	3449
Gosford	20-24	Year 12	M	3176
Gosford	25-34		F	446
Gosford	25-34		M	528
Gosford	25-34	Did not go to school	F	19
Gosford	25-34	Did not go to school	M	24
Gosford	25-34	Year 8 or below	F	37
Gosford	25-34	Year 8 or below	M	59
Gosford	25-34	Year 9	F	132
Gosford	25-34	Year 9	M	174
Gosford	25-34	Year 10	F	1094
Gosford	25-34	Year 10	M	1503
Gosford	25-34	Year 11	F	488
Gosford	25-34	Year 11	M	681
Gosford	25-34	Year 12	F	7049
Gosford	25-34	Year 12	M	6068
Gosford	35-44		F	499
Gosford	35-44		M	452
Gosford	35-44	Did not go to school	F	19
Gosford	35-44	Did not go to school	M	34
Gosford	35-44	Year 8 or below	F	53
Gosford	35-44	Year 8 or below	M	77
Gosford	35-44	Year 9	F	184
Gosford	35-44	Year 9	M	267
Gosford	35-44	Year 10	F	1410
Gosford	35-44	Year 10	M	1914
Gosford	35-44	Year 11	F	631
Gosford	35-44	Year 11	M	707
Gosford	35-44	Year 12	F	8520
