SED_NAME16	CountryOfBirth	persons
Barwon	IRL	63
Barwon	IRN	6
Barwon	IRQ	3
Barwon	ITA	52
Barwon	JPN	18
Barwon	KHM	9
Barwon	KOR	25
Barwon	LBN	7
Barwon	LKA	39
Barwon	MKD	8
Barwon	MLT	29
Barwon	MMR	7
Barwon	MYS	42
Barwon	NLD	83
Barwon	NPL	83
Barwon	NZL	421
Barwon	PAK	37
Barwon	PHL	465
Barwon	PNG	47
Barwon	POL	7
Barwon	SGP	10
Barwon	THA	57
Barwon	TUR	6
Barwon	TWN	17
Barwon	USA	109
Barwon	VNM	31
Barwon	WSM	6
Barwon	ZAF	138
Barwon	ZWE	37
Bathurst		6228
Bathurst	AFG	18
Bathurst	AUS	67239
Bathurst	BGD	67
Bathurst	BIH	23
Bathurst	BRA	5
Bathurst	CAN	92
Bathurst	CHL	33
Bathurst	CHN	194
Bathurst	DEU	243
Bathurst	EGY	32
Bathurst	FJI	102
Bathurst	FRA	51
Bathurst	GBR	2084
Bathurst	GRC	45
Bathurst	HKG	41
Bathurst	HRV	64
Bathurst	IDN	62
Bathurst	IND	485
Bathurst	IRL	135
Bathurst	IRN	47
Bathurst	IRQ	23
Bathurst	ITA	119
Bathurst	JPN	41
Bathurst	KHM	30
Bathurst	KOR	45
Bathurst	LBN	74
Bathurst	LKA	126
Bathurst	MKD	9
Bathurst	MLT	48
Bathurst	MMR	4
Bathurst	MUS	8
Bathurst	MYS	92
Bathurst	NLD	191
Bathurst	NPL	210
Bathurst	NZL	838
Bathurst	PAK	79
Bathurst	PHL	405
Bathurst	PNG	46
Bathurst	POL	58
Bathurst	SGP	39
Bathurst	THA	150
Bathurst	TUR	10
Bathurst	TWN	17
Bathurst	USA	171
Bathurst	VNM	127
Bathurst	WSM	9
Bathurst	ZAF	194
Bathurst	ZWE	40
Baulkham Hills		4367
Baulkham Hills	AFG	167
Baulkham Hills	AUS	48233
Baulkham Hills	BGD	309
Baulkham Hills	BIH	51
Baulkham Hills	BRA	112
Baulkham Hills	CAN	144
Baulkham Hills	CHL	153
Baulkham Hills	CHN	8216
Baulkham Hills	DEU	303
Baulkham Hills	EGY	363
Baulkham Hills	FJI	501
Baulkham Hills	FRA	52
Baulkham Hills	GBR	2418
Baulkham Hills	GRC	170
Baulkham Hills	HKG	1888
Baulkham Hills	HRV	189
Baulkham Hills	IDN	575
Baulkham Hills	IND	5984
Baulkham Hills	IRL	231
Baulkham Hills	IRN	1269
Baulkham Hills	IRQ	99
Baulkham Hills	ITA	423
Baulkham Hills	JPN	143
Baulkham Hills	KHM	51
Baulkham Hills	KOR	1919
Baulkham Hills	LBN	423
Baulkham Hills	LKA	1682
Baulkham Hills	MKD	34
Baulkham Hills	MLT	145
Baulkham Hills	MMR	137
Baulkham Hills	MUS	94
Baulkham Hills	MYS	1132
Baulkham Hills	NLD	145
Baulkham Hills	NPL	172
Baulkham Hills	NZL	1060
Baulkham Hills	PAK	589
Baulkham Hills	PHL	1126
Baulkham Hills	PNG	61
Baulkham Hills	POL	248
Baulkham Hills	SGP	415
Baulkham Hills	THA	230
Baulkham Hills	TUR	182
Baulkham Hills	TWN	363
Baulkham Hills	USA	509
Baulkham Hills	VNM	492
Baulkham Hills	WSM	16
Baulkham Hills	ZAF	918
Baulkham Hills	ZWE	92
Bega		7053
Bega	AUS	60502
Bega	BGD	8
Bega	BIH	5
Bega	BRA	20
Bega	CAN	163
Bega	CHL	53
Bega	CHN	99
Bega	DEU	545
Bega	EGY	29
Bega	FJI	42
Bega	FRA	87
Bega	GBR	3913
Bega	GRC	65
Bega	HKG	44
Bega	HRV	138
Bega	IDN	44
Bega	IND	258
Bega	IRL	165
Bega	IRN	16
Bega	ITA	169
Bega	JPN	49
Bega	KHM	8
Bega	KOR	26
Bega	LBN	14
Bega	LKA	37
Bega	MKD	20
Bega	MLT	80
Bega	MMR	3
Bega	MUS	14
Bega	MYS	76
Bega	NLD	379
Bega	NPL	95
Bega	NZL	966
Bega	PAK	14
Bega	PHL	287
Bega	PNG	54
Bega	POL	58
Bega	SGP	43
Bega	THA	137
Bega	TUR	18
Bega	TWN	18
Bega	USA	318
Bega	VNM	67
Bega	WSM	14
Bega	ZAF	264
Bega	ZWE	38
Blacktown		9692
Blacktown	AFG	747
Blacktown	AUS	43283
Blacktown	BGD	764
Blacktown	BIH	235
Blacktown	BRA	41
Blacktown	CAN	55
Blacktown	CHL	153
Blacktown	CHN	1752
Blacktown	DEU	220
Blacktown	EGY	512
Blacktown	FJI	1866
Blacktown	FRA	44
Blacktown	GBR	1148
Blacktown	GRC	241
Blacktown	HKG	275
Blacktown	HRV	314
Blacktown	IDN	409
Blacktown	IND	12425
Blacktown	IRL	107
Blacktown	IRN	429
Blacktown	IRQ	255
Blacktown	ITA	387
Blacktown	JPN	43
Blacktown	KHM	57
Blacktown	KOR	698
Blacktown	LBN	653
Blacktown	LKA	1292
Blacktown	MKD	63
Blacktown	MLT	559
Blacktown	MMR	378
Blacktown	MUS	117
Blacktown	MYS	310
Blacktown	NLD	132
Blacktown	NPL	1049
Blacktown	NZL	1694
Blacktown	PAK	906
Blacktown	PHL	6665
Blacktown	PNG	36
Blacktown	POL	369
Blacktown	SGP	120
Blacktown	THA	217
Blacktown	TUR	491
Blacktown	TWN	84
Blacktown	USA	157
Blacktown	VNM	287
Blacktown	WSM	279
Blacktown	ZAF	210
Blacktown	ZWE	48
Blue Mountains		4077
Blue Mountains	AFG	9
Blue Mountains	AUS	57008
Blue Mountains	BGD	5
Blue Mountains	BIH	17
Blue Mountains	BRA	49
Blue Mountains	CAN	200
Blue Mountains	CHL	120
Blue Mountains	CHN	243
Blue Mountains	DEU	510
Blue Mountains	EGY	50
Blue Mountains	FJI	77
Blue Mountains	FRA	156
Blue Mountains	GBR	4556
Blue Mountains	GRC	64
Blue Mountains	HKG	85
Blue Mountains	HRV	68
Blue Mountains	IDN	97
Blue Mountains	IND	309
Blue Mountains	IRL	279
Blue Mountains	IRN	36
Blue Mountains	IRQ	22
Blue Mountains	ITA	148
Blue Mountains	JPN	115
Blue Mountains	KHM	40
Blue Mountains	KOR	81
Blue Mountains	LBN	61
Blue Mountains	LKA	76
Blue Mountains	MKD	9
Blue Mountains	MLT	75
Blue Mountains	MMR	16
Blue Mountains	MUS	39
Blue Mountains	MYS	151
Blue Mountains	NLD	303
Blue Mountains	NPL	48
Blue Mountains	NZL	1121
Blue Mountains	PAK	31
Blue Mountains	PHL	334
Blue Mountains	PNG	74
Blue Mountains	POL	190
Blue Mountains	SGP	81
Blue Mountains	THA	162
Blue Mountains	TUR	27
Blue Mountains	TWN	29
Blue Mountains	USA	507
Blue Mountains	VNM	158
Blue Mountains	WSM	12
Blue Mountains	ZAF	315
Blue Mountains	ZWE	29
Cabramatta		10122
Cabramatta	AFG	85
Cabramatta	AUS	32694
Cabramatta	BGD	34
Cabramatta	BIH	310
Cabramatta	BRA	8
Cabramatta	CAN	19
Cabramatta	CHL	420
Cabramatta	CHN	1697
Cabramatta	DEU	159
Cabramatta	EGY	129
Cabramatta	FJI	541
Cabramatta	FRA	39
Cabramatta	GBR	366
Cabramatta	GRC	133
Cabramatta	HKG	198
Cabramatta	HRV	932
Cabramatta	IDN	203
Cabramatta	IND	230
Cabramatta	IRL	38
Cabramatta	IRN	319
Cabramatta	IRQ	5750
Cabramatta	ITA	961
Cabramatta	JPN	24
Cabramatta	KHM	4302
Cabramatta	KOR	31
Cabramatta	LBN	667
Cabramatta	LKA	74
Cabramatta	MKD	293
Cabramatta	MLT	158
Cabramatta	MMR	67
Cabramatta	MUS	82
Cabramatta	MYS	430
Cabramatta	NLD	28
Cabramatta	NPL	39
Cabramatta	NZL	953
Cabramatta	PAK	89
Cabramatta	PHL	844
Cabramatta	PNG	3
Cabramatta	POL	171
Cabramatta	SGP	54
Cabramatta	THA	855
Cabramatta	TUR	188
Cabramatta	TWN	71
Cabramatta	USA	74
Cabramatta	VNM	18991
Cabramatta	WSM	504
Cabramatta	ZAF	34
Cabramatta	ZWE	17
Camden		8076
Camden	AFG	177
Camden	AUS	96259
Camden	BGD	637
Camden	BIH	251
Camden	BRA	84
Camden	CAN	129
Camden	CHL	476
Camden	CHN	1060
Camden	DEU	331
Camden	EGY	397
Camden	FJI	1316
Camden	FRA	61
Camden	GBR	3480
Camden	GRC	185
Camden	HKG	142
Camden	HRV	385
Camden	IDN	278
Camden	IND	3053
Camden	IRL	435
Camden	IRN	233
Camden	IRQ	1469
Camden	ITA	1111
Camden	JPN	39
Camden	KHM	189
Camden	KOR	103
Camden	LBN	684
Camden	LKA	306
Camden	MKD	179
Camden	MLT	520
Camden	MMR	38
Camden	MUS	226
Camden	MYS	226
Camden	NLD	164
Camden	NPL	1072
Camden	NZL	1933
Camden	PAK	767
Camden	PHL	1624
Camden	PNG	56
Camden	POL	217
Camden	SGP	103
Camden	THA	352
Camden	TUR	156
Camden	TWN	102
Camden	USA	289
Camden	VNM	556
Camden	WSM	375
Camden	ZAF	640
Camden	ZWE	347
Campbelltown		8647
Campbelltown	AFG	169
Campbelltown	AUS	54542
Campbelltown	BGD	1072
Campbelltown	BIH	97
Campbelltown	BRA	37
Campbelltown	CAN	57
Campbelltown	CHL	434
Campbelltown	CHN	661
Campbelltown	DEU	213
Campbelltown	EGY	339
Campbelltown	FJI	1005
Campbelltown	FRA	48
Campbelltown	GBR	2393
Campbelltown	GRC	157
Campbelltown	HKG	138
Campbelltown	HRV	159
Campbelltown	IDN	334
Campbelltown	IND	1760
Campbelltown	IRL	156
Campbelltown	IRN	169
Campbelltown	IRQ	548
Campbelltown	ITA	215
Campbelltown	JPN	50
Campbelltown	KHM	196
Campbelltown	KOR	87
Campbelltown	LBN	650
Campbelltown	LKA	359
Campbelltown	MKD	110
Campbelltown	MLT	109
Campbelltown	MMR	70
Campbelltown	MUS	172
Campbelltown	MYS	222
Campbelltown	NLD	103
Campbelltown	NPL	621
Campbelltown	NZL	2080
Campbelltown	PAK	628
Campbelltown	PHL	2098
Campbelltown	PNG	61
Campbelltown	POL	234
Campbelltown	SGP	58
Campbelltown	THA	399
Campbelltown	TUR	49
Campbelltown	TWN	46
Campbelltown	USA	180
Campbelltown	VNM	480
Campbelltown	WSM	877
Campbelltown	ZAF	497
Campbelltown	ZWE	99
Canterbury		10344
Canterbury	AFG	13
Canterbury	AUS	44151
Canterbury	BGD	835
Canterbury	BIH	85
Canterbury	BRA	459
Canterbury	CAN	90
Canterbury	CHL	173
Canterbury	CHN	8664
Canterbury	DEU	160
Canterbury	EGY	440
Canterbury	FJI	544
Canterbury	FRA	95
Canterbury	GBR	1107
Canterbury	GRC	3844
Canterbury	HKG	759
Canterbury	HRV	130
Canterbury	IDN	1250
Canterbury	IND	1227
Canterbury	IRL	214
Canterbury	IRN	115
Canterbury	IRQ	98
Canterbury	ITA	1348
Canterbury	JPN	177
Canterbury	KHM	85
Canterbury	KOR	1397
Canterbury	LBN	2986
Canterbury	LKA	152
Canterbury	MKD	206
Canterbury	MLT	114
Canterbury	MMR	137
Canterbury	MUS	130
Canterbury	MYS	1542
Canterbury	NLD	31
Canterbury	NPL	2979
Canterbury	NZL	939
Canterbury	PAK	504
Canterbury	PHL	1799
Canterbury	PNG	47
Canterbury	POL	111
Canterbury	SGP	180
Canterbury	THA	649
Canterbury	TUR	249
Canterbury	TWN	166
Canterbury	USA	213
Canterbury	VNM	2882
Canterbury	WSM	69
Canterbury	ZAF	156
Canterbury	ZWE	31
Castle Hill		5237
Castle Hill	AFG	368
Castle Hill	AUS	60289
Castle Hill	BGD	366
Castle Hill	BIH	66
Castle Hill	BRA	122
Castle Hill	CAN	171
Castle Hill	CHL	171
Castle Hill	CHN	5561
Castle Hill	DEU	277
Castle Hill	EGY	744
Castle Hill	FJI	527
Castle Hill	FRA	68
Castle Hill	GBR	3227
Castle Hill	GRC	126
Castle Hill	HKG	931
Castle Hill	HRV	201
Castle Hill	IDN	661
Castle Hill	IND	6639
Castle Hill	IRL	344
Castle Hill	IRN	1740
Castle Hill	IRQ	132
Castle Hill	ITA	585
Castle Hill	JPN	126
Castle Hill	KHM	60
Castle Hill	KOR	1594
Castle Hill	LBN	471
Castle Hill	LKA	1538
Castle Hill	MKD	24
Castle Hill	MLT	290
Castle Hill	MMR	111
Castle Hill	MUS	113
Castle Hill	MYS	1043
Castle Hill	NLD	172
Castle Hill	NPL	400
Castle Hill	NZL	1281
Castle Hill	PAK	1168
Castle Hill	PHL	2364
Castle Hill	PNG	48
Castle Hill	POL	235
Castle Hill	SGP	416
Castle Hill	THA	249
Castle Hill	TUR	160
Castle Hill	TWN	308
Castle Hill	USA	472
Castle Hill	VNM	394
Castle Hill	WSM	26
Castle Hill	ZAF	2059
Castle Hill	ZWE	238
Cessnock		4547
Cessnock	AFG	10
Cessnock	AUS	76744
Cessnock	BGD	39
Cessnock	BIH	18
Cessnock	BRA	8
Cessnock	CAN	70
Cessnock	CHL	15
Cessnock	CHN	181
Cessnock	DEU	245
Cessnock	EGY	34
Cessnock	FJI	68
Cessnock	FRA	34
Cessnock	GBR	1928
Cessnock	GRC	16
Cessnock	HKG	49
Cessnock	HRV	32
Cessnock	IDN	44
Cessnock	IND	488
Cessnock	IRL	83
Cessnock	IRN	33
Cessnock	IRQ	30
Cessnock	ITA	75
Cessnock	JPN	18
Cessnock	KHM	11
Cessnock	KOR	68
Cessnock	LBN	40
Cessnock	LKA	80
Cessnock	MKD	12
Cessnock	MLT	32
Cessnock	MMR	7
Cessnock	MUS	9
Cessnock	MYS	90
Cessnock	NLD	136
Cessnock	NPL	107
Cessnock	NZL	821
Cessnock	PAK	85
Cessnock	PHL	450
Cessnock	PNG	34
Cessnock	POL	44
Cessnock	SGP	26
Cessnock	THA	168
Cessnock	TUR	12
Cessnock	TWN	18
Cessnock	USA	160
Cessnock	VNM	134
Cessnock	WSM	34
Cessnock	ZAF	301
Cessnock	ZWE	53
Charlestown		3523
Charlestown	AUS	64849
Charlestown	BGD	18
Charlestown	BIH	25
Charlestown	BRA	58
Charlestown	CAN	170
Charlestown	CHL	34
Charlestown	CHN	328
Charlestown	DEU	357
Charlestown	EGY	30
Charlestown	FJI	50
Charlestown	FRA	60
Charlestown	GBR	2283
Charlestown	GRC	87
Charlestown	HKG	84
Charlestown	HRV	34
Charlestown	IDN	80
Charlestown	IND	342
Charlestown	IRL	143
Charlestown	IRN	32
Charlestown	IRQ	28
Charlestown	ITA	228
Charlestown	JPN	62
Charlestown	KHM	14
Charlestown	KOR	104
Charlestown	LBN	8
Charlestown	LKA	57
Charlestown	MKD	236
Charlestown	MLT	26
Charlestown	MMR	16
Charlestown	MUS	7
Charlestown	MYS	174
Charlestown	NLD	142
Charlestown	NPL	134
Charlestown	NZL	747
Charlestown	PAK	51
Charlestown	PHL	257
Charlestown	PNG	54
Charlestown	POL	81
Charlestown	SGP	38
Charlestown	THA	128
Charlestown	TUR	11
Charlestown	TWN	33
Charlestown	USA	293
Charlestown	VNM	99
Charlestown	WSM	26
Charlestown	ZAF	309
Charlestown	ZWE	38
Clarence		6981
Clarence	AFG	4
Clarence	AUS	65353
Clarence	BGD	3
Clarence	BIH	3
Clarence	BRA	18
Clarence	CAN	98
Clarence	CHL	22
Clarence	CHN	94
Clarence	DEU	207
Clarence	EGY	13
Clarence	FJI	34
Clarence	FRA	48
Clarence	GBR	1929
Clarence	GRC	16
Clarence	HKG	42
Clarence	HRV	10
Clarence	IDN	41
Clarence	IND	191
Clarence	IRL	69
Clarence	IRN	14
Clarence	IRQ	6
Clarence	ITA	74
Clarence	JPN	35
Clarence	KHM	12
Clarence	KOR	12
Clarence	LBN	5
Clarence	LKA	32
Clarence	MKD	3
Clarence	MLT	27
Clarence	MMR	5
Clarence	MUS	4
Clarence	MYS	55
Clarence	NLD	208
Clarence	NPL	34
Clarence	NZL	873
Clarence	PAK	14
Clarence	PHL	360
Clarence	PNG	87
Clarence	POL	19
Clarence	SGP	27
Clarence	THA	98
Clarence	TUR	15
Clarence	TWN	29
Clarence	USA	198
Clarence	VNM	46
Clarence	WSM	13
Clarence	ZAF	165
Clarence	ZWE	36
Coffs Harbour		6305
Coffs Harbour	AFG	66
Coffs Harbour	AUS	61784
Coffs Harbour	BGD	10
Coffs Harbour	BIH	8
Coffs Harbour	BRA	41
Coffs Harbour	CAN	207
Coffs Harbour	CHL	30
Coffs Harbour	CHN	202
Coffs Harbour	DEU	392
Coffs Harbour	EGY	44
Coffs Harbour	FJI	94
Coffs Harbour	FRA	86
Coffs Harbour	GBR	2904
Coffs Harbour	GRC	24
Coffs Harbour	HKG	65
Coffs Harbour	HRV	27
Coffs Harbour	IDN	78
Coffs Harbour	IND	1349
Coffs Harbour	IRL	151
Coffs Harbour	IRN	17
Coffs Harbour	IRQ	390
Coffs Harbour	ITA	131
Coffs Harbour	JPN	118
Coffs Harbour	KHM	10
Coffs Harbour	KOR	61
Coffs Harbour	LBN	19
Coffs Harbour	LKA	40
Coffs Harbour	MKD	4
Coffs Harbour	MLT	37
Coffs Harbour	MMR	455
Coffs Harbour	MUS	12
Coffs Harbour	MYS	365
Coffs Harbour	NLD	240
Coffs Harbour	NPL	94
Coffs Harbour	NZL	1109
Coffs Harbour	PAK	33
Coffs Harbour	PHL	405
Coffs Harbour	PNG	99
Coffs Harbour	POL	61
Coffs Harbour	SGP	29
Coffs Harbour	THA	188
Coffs Harbour	TUR	12
Coffs Harbour	TWN	98
Coffs Harbour	USA	269
Coffs Harbour	VNM	86
Coffs Harbour	WSM	17
Coffs Harbour	ZAF	425
Coffs Harbour	ZWE	54
Coogee		9252
Coogee	AFG	8
Coogee	AUS	46908
Coogee	BGD	55
Coogee	BIH	44
Coogee	BRA	1141
Coogee	CAN	471
Coogee	CHL	362
Coogee	CHN	1163
Coogee	DEU	631
Coogee	EGY	152
Coogee	FJI	136
Coogee	FRA	840
Coogee	GBR	7545
Coogee	GRC	400
Coogee	HKG	450
Coogee	HRV	92
Coogee	IDN	286
Coogee	IND	540
Coogee	IRL	2684
Coogee	IRN	171
Coogee	IRQ	72
Coogee	ITA	756
Coogee	JPN	300
Coogee	KHM	16
Coogee	KOR	207
Coogee	LBN	171
Coogee	LKA	101
Coogee	MKD	25
Coogee	MLT	79
Coogee	MMR	32
Coogee	MUS	48
Coogee	MYS	490
Coogee	NLD	204
Coogee	NPL	83
Coogee	NZL	1926
Coogee	PAK	43
Coogee	PHL	623
Coogee	PNG	80
Coogee	POL	328
Coogee	SGP	301
Coogee	THA	277
Coogee	TUR	128
Coogee	TWN	96
Coogee	USA	1200
Coogee	VNM	238
Coogee	WSM	12
Coogee	ZAF	1439
Coogee	ZWE	74
Cootamundra		6376
Cootamundra	AFG	9
Cootamundra	AUS	61708
Cootamundra	BGD	25
Cootamundra	BIH	7
Cootamundra	BRA	6
Cootamundra	CAN	38
Cootamundra	CHL	22
Cootamundra	CHN	282
Cootamundra	DEU	154
Cootamundra	EGY	22
Cootamundra	FJI	105
Cootamundra	FRA	19
Cootamundra	GBR	1206
Cootamundra	GRC	30
Cootamundra	HKG	28
Cootamundra	HRV	21
Cootamundra	IDN	35
Cootamundra	IND	223
Cootamundra	IRL	52
Cootamundra	IRN	14
Cootamundra	IRQ	15
Cootamundra	ITA	58
Cootamundra	JPN	10
Cootamundra	KHM	16
Cootamundra	KOR	22
Cootamundra	LBN	88
Cootamundra	LKA	36
Cootamundra	MKD	4
Cootamundra	MLT	31
Cootamundra	MMR	7
Cootamundra	MUS	3
Cootamundra	MYS	74
Cootamundra	NLD	134
Cootamundra	NPL	56
Cootamundra	NZL	548
Cootamundra	PAK	34
Cootamundra	PHL	342
Cootamundra	PNG	48
Cootamundra	POL	14
Cootamundra	SGP	26
Cootamundra	THA	52
Cootamundra	TUR	10
Cootamundra	TWN	48
Cootamundra	USA	137
Cootamundra	VNM	53
Cootamundra	WSM	23
Cootamundra	ZAF	130
Cootamundra	ZWE	19
Cronulla		4199
Cronulla	AUS	63232
Cronulla	BGD	17
Cronulla	BIH	57
Cronulla	BRA	280
Cronulla	CAN	225
Cronulla	CHL	114
Cronulla	CHN	654
Cronulla	DEU	315
Cronulla	EGY	194
Cronulla	FJI	61
Cronulla	FRA	105
Cronulla	GBR	3339
Cronulla	GRC	263
Cronulla	HKG	165
Cronulla	HRV	144
Cronulla	IDN	123
Cronulla	IND	202
Cronulla	IRL	345
Cronulla	IRN	42
Cronulla	IRQ	19
Cronulla	ITA	384
Cronulla	JPN	90
Cronulla	KHM	39
Cronulla	KOR	71
Cronulla	LBN	117
Cronulla	LKA	48
Cronulla	MKD	107
Cronulla	MLT	106
Cronulla	MMR	11
Cronulla	MUS	39
Cronulla	MYS	129
Cronulla	NLD	148
Cronulla	NPL	29
Cronulla	NZL	1081
Cronulla	PAK	24
Cronulla	PHL	309
Cronulla	PNG	55
Cronulla	POL	191
Cronulla	SGP	116
Cronulla	THA	158
Cronulla	TUR	40
Cronulla	TWN	32
Cronulla	USA	356
Cronulla	VNM	122
Cronulla	WSM	10
Cronulla	ZAF	474
Cronulla	ZWE	25
Davidson		4324
Davidson	AFG	15
Davidson	AUS	46948
Davidson	BGD	36
Davidson	BIH	17
Davidson	BRA	161
Davidson	CAN	306
Davidson	CHL	90
Davidson	CHN	7095
Davidson	DEU	444
Davidson	EGY	160
Davidson	FJI	101
Davidson	FRA	214
Davidson	GBR	5039
Davidson	GRC	89
Davidson	HKG	2117
Davidson	HRV	109
Davidson	IDN	347
Davidson	IND	1113
Davidson	IRL	310
Davidson	IRN	833
Davidson	IRQ	20
Davidson	ITA	324
Davidson	JPN	607
Davidson	KHM	24
Davidson	KOR	1117
Davidson	LBN	161
Davidson	LKA	282
Davidson	MKD	21
Davidson	MLT	34
Davidson	MMR	31
Davidson	MUS	38
Davidson	MYS	817
Davidson	NLD	233
Davidson	NPL	71
Davidson	NZL	1363
Davidson	PAK	82
Davidson	PHL	382
Davidson	PNG	238
Davidson	POL	131
Davidson	SGP	550
