SED_NAME16	Landlord	Rent.min	occupied_private_dwellings_being_rented
Auburn	State or territory housing authority	14437	78
Auburn	State or territory housing authority	18375	98
Auburn	State or territory housing authority	23625	52
Auburn	State or territory housing authority	28875	9
Ballina		5250	5
Ballina		7875	3
Ballina		11812	5
Ballina		14437	6
Ballina		18375	6
Ballina		23625	6
Ballina		28875	12
Ballina	(Other)	52	11
Ballina	(Other)	3937	3
Ballina	(Other)	5250	39
Ballina	(Other)	7875	45
Ballina	(Other)	10500	36
Ballina	(Other)	11812	55
Ballina	(Other)	14437	80
Ballina	(Other)	18375	54
Ballina	(Other)	23625	27
Ballina	(Other)	28875	13
Ballina	(Other)	34125	5
Ballina	(Other)	39375	9
Ballina	(Other)	44625	4
Ballina	(Other)	49875	6
Ballina	Co-op/church group etc	52	3
Ballina	Co-op/church group etc	3937	3
Ballina	Co-op/church group etc	5250	35
Ballina	Co-op/church group etc	7875	100
Ballina	Co-op/church group etc	10500	29
Ballina	Co-op/church group etc	11812	38
Ballina	Co-op/church group etc	14437	30
Ballina	Co-op/church group etc	18375	27
Ballina	Co-op/church group etc	23625	13
Ballina	Co-op/church group etc	28875	5
Ballina	Co-op/church group etc	34125	3
Ballina	Co-op/church group etc	39375	3
Ballina	Person not in same household	52	11
Ballina	Person not in same household	3937	7
Ballina	Person not in same household	5250	44
Ballina	Person not in same household	7875	80
Ballina	Person not in same household	10500	117
Ballina	Person not in same household	11812	189
Ballina	Person not in same household	14437	351
Ballina	Person not in same household	18375	563
Ballina	Person not in same household	23625	455
Ballina	Person not in same household	28875	338
Ballina	Person not in same household	34125	198
Ballina	Person not in same household	39375	139
Ballina	Person not in same household	44625	58
Ballina	Person not in same household	49875	116
Ballina	Real estate agent	52	7
Ballina	Real estate agent	3937	3
Ballina	Real estate agent	5250	14
Ballina	Real estate agent	7875	25
Ballina	Real estate agent	10500	22
Ballina	Real estate agent	11812	90
Ballina	Real estate agent	14437	345
Ballina	Real estate agent	18375	899
Ballina	Real estate agent	23625	975
Ballina	Real estate agent	28875	866
Ballina	Real estate agent	34125	584
Ballina	Real estate agent	39375	265
Ballina	Real estate agent	44625	173
Ballina	Real estate agent	49875	219
Ballina	State or territory housing authority	52	9
Ballina	State or territory housing authority	3937	13
Ballina	State or territory housing authority	5250	257
Ballina	State or territory housing authority	7875	111
Ballina	State or territory housing authority	10500	44
Ballina	State or territory housing authority	11812	55
Ballina	State or territory housing authority	14437	39
Ballina	State or territory housing authority	18375	30
Ballina	State or territory housing authority	23625	12
Ballina	State or territory housing authority	28875	3
Balmain		5250	3
Balmain		7875	7
Balmain		14437	4
Balmain		39375	3
Balmain		44625	5
Balmain		49875	5
Balmain	(Other)	5250	4
Balmain	(Other)	7875	8
Balmain	(Other)	10500	9
Balmain	(Other)	11812	21
Balmain	(Other)	14437	36
Balmain	(Other)	18375	40
Balmain	(Other)	23625	24
Balmain	(Other)	28875	10
Balmain	(Other)	34125	10
Balmain	(Other)	39375	13
Balmain	Co-op/church group etc	52	4
Balmain	Co-op/church group etc	3937	10
Balmain	Co-op/church group etc	5250	64
Balmain	Co-op/church group etc	7875	135
Balmain	Co-op/church group etc	10500	39
Balmain	Co-op/church group etc	11812	46
Balmain	Co-op/church group etc	14437	52
Balmain	Co-op/church group etc	18375	109
Balmain	Co-op/church group etc	23625	26
Balmain	Co-op/church group etc	28875	3
Balmain	Co-op/church group etc	34125	4
Balmain	Person not in same household	52	6
Balmain	Person not in same household	5250	26
Balmain	Person not in same household	7875	43
Balmain	Person not in same household	10500	57
Balmain	Person not in same household	11812	81
Balmain	Person not in same household	14437	171
Balmain	Person not in same household	18375	238
Balmain	Person not in same household	23625	277
Balmain	Person not in same household	28875	238
Balmain	Person not in same household	34125	229
Balmain	Person not in same household	39375	169
Balmain	Person not in same household	44625	94
Balmain	Person not in same household	49875	200
Balmain	Real estate agent	52	4
Balmain	Real estate agent	5250	10
Balmain	Real estate agent	7875	38
Balmain	Real estate agent	10500	76
Balmain	Real estate agent	11812	219
Balmain	Real estate agent	14437	626
Balmain	Real estate agent	18375	1486
Balmain	Real estate agent	23625	2006
Balmain	Real estate agent	28875	2028
Balmain	Real estate agent	34125	1919
Balmain	Real estate agent	39375	1361
Balmain	Real estate agent	44625	794
Balmain	Real estate agent	49875	1297
Balmain	State or territory housing authority	52	64
Balmain	State or territory housing authority	3937	126
Balmain	State or territory housing authority	5250	877
Balmain	State or territory housing authority	7875	264
Balmain	State or territory housing authority	10500	142
Balmain	State or territory housing authority	11812	108
Balmain	State or territory housing authority	14437	94
Balmain	State or territory housing authority	18375	91
Balmain	State or territory housing authority	23625	34
Balmain	State or territory housing authority	28875	20
Balmain	State or territory housing authority	34125	15
Balmain	State or territory housing authority	39375	8
Balmain	State or territory housing authority	49875	3
Bankstown		5250	6
Bankstown		11812	4
Bankstown		14437	8
Bankstown		18375	6
Bankstown		23625	10
Bankstown		28875	7
Bankstown	(Other)	5250	12
Bankstown	(Other)	7875	13
Bankstown	(Other)	10500	7
Bankstown	(Other)	11812	14
Bankstown	(Other)	14437	36
Bankstown	(Other)	18375	118
Bankstown	(Other)	23625	121
Bankstown	(Other)	28875	45
Bankstown	(Other)	34125	16
Bankstown	(Other)	49875	3
Bankstown	Co-op/church group etc	52	12
Bankstown	Co-op/church group etc	3937	13
Bankstown	Co-op/church group etc	5250	62
Bankstown	Co-op/church group etc	7875	102
Bankstown	Co-op/church group etc	10500	42
Bankstown	Co-op/church group etc	11812	56
Bankstown	Co-op/church group etc	14437	83
Bankstown	Co-op/church group etc	18375	95
Bankstown	Co-op/church group etc	23625	20
Bankstown	Co-op/church group etc	28875	15
Bankstown	Co-op/church group etc	34125	3
Bankstown	Person not in same household	52	9
Bankstown	Person not in same household	3937	3
Bankstown	Person not in same household	5250	27
Bankstown	Person not in same household	7875	59
Bankstown	Person not in same household	10500	76
Bankstown	Person not in same household	11812	68
Bankstown	Person not in same household	14437	153
Bankstown	Person not in same household	18375	467
Bankstown	Person not in same household	23625	341
Bankstown	Person not in same household	28875	120
Bankstown	Person not in same household	34125	52
Bankstown	Person not in same household	39375	27
Bankstown	Person not in same household	44625	7
Bankstown	Person not in same household	49875	8
Bankstown	Real estate agent	52	9
Bankstown	Real estate agent	5250	18
Bankstown	Real estate agent	7875	23
Bankstown	Real estate agent	10500	36
Bankstown	Real estate agent	11812	102
Bankstown	Real estate agent	14437	379
Bankstown	Real estate agent	18375	2621
Bankstown	Real estate agent	23625	2013
Bankstown	Real estate agent	28875	783
Bankstown	Real estate agent	34125	323
Bankstown	Real estate agent	39375	119
Bankstown	Real estate agent	44625	29
Bankstown	Real estate agent	49875	21
Bankstown	State or territory housing authority	52	73
Bankstown	State or territory housing authority	3937	206
Bankstown	State or territory housing authority	5250	913
Bankstown	State or territory housing authority	7875	480
Bankstown	State or territory housing authority	10500	220
Bankstown	State or territory housing authority	11812	250
Bankstown	State or territory housing authority	14437	155
Bankstown	State or territory housing authority	18375	144
Bankstown	State or territory housing authority	23625	89
Bankstown	State or territory housing authority	28875	20
Barwon		3937	9
Barwon		5250	17
Barwon		7875	20
Barwon		10500	12
Barwon		11812	8
Barwon		14437	5
Barwon		18375	4
Barwon	(Other)	52	269
Barwon	(Other)	3937	94
Barwon	(Other)	5250	141
Barwon	(Other)	7875	165
Barwon	(Other)	10500	85
Barwon	(Other)	11812	75
Barwon	(Other)	14437	46
Barwon	(Other)	18375	51
Barwon	(Other)	23625	9
Barwon	(Other)	28875	3
Barwon	(Other)	34125	4
Barwon	(Other)	49875	3
Barwon	Co-op/church group etc	52	21
Barwon	Co-op/church group etc	3937	32
Barwon	Co-op/church group etc	5250	96
Barwon	Co-op/church group etc	7875	243
Barwon	Co-op/church group etc	10500	83
Barwon	Co-op/church group etc	11812	73
Barwon	Co-op/church group etc	14437	28
Barwon	Co-op/church group etc	18375	4
Barwon	Person not in same household	52	57
Barwon	Person not in same household	3937	46
Barwon	Person not in same household	5250	277
Barwon	Person not in same household	7875	426
Barwon	Person not in same household	10500	357
Barwon	Person not in same household	11812	371
Barwon	Person not in same household	14437	254
Barwon	Person not in same household	18375	115
Barwon	Person not in same household	23625	18
Barwon	Person not in same household	28875	7
Barwon	Person not in same household	49875	11
Barwon	Real estate agent	52	14
Barwon	Real estate agent	3937	13
Barwon	Real estate agent	5250	106
Barwon	Real estate agent	7875	439
Barwon	Real estate agent	10500	370
Barwon	Real estate agent	11812	552
Barwon	Real estate agent	14437	431
Barwon	Real estate agent	18375	279
Barwon	Real estate agent	23625	44
Barwon	Real estate agent	28875	5
Barwon	Real estate agent	34125	3
Barwon	Real estate agent	49875	4
Barwon	State or territory housing authority	52	107
Barwon	State or territory housing authority	3937	59
Barwon	State or territory housing authority	5250	157
Barwon	State or territory housing authority	7875	294
Barwon	State or territory housing authority	10500	144
Barwon	State or territory housing authority	11812	147
Barwon	State or territory housing authority	14437	41
Barwon	State or territory housing authority	18375	26
Barwon	State or territory housing authority	23625	6
Bathurst		5250	6
Bathurst		10500	3
Bathurst		14437	4
Bathurst		18375	7
Bathurst	(Other)	52	12
Bathurst	(Other)	3937	3
Bathurst	(Other)	5250	23
Bathurst	(Other)	7875	29
Bathurst	(Other)	10500	14
Bathurst	(Other)	11812	17
Bathurst	(Other)	14437	30
Bathurst	(Other)	18375	12
Bathurst	(Other)	23625	7
Bathurst	Co-op/church group etc	52	12
Bathurst	Co-op/church group etc	3937	13
Bathurst	Co-op/church group etc	5250	63
Bathurst	Co-op/church group etc	7875	32
Bathurst	Co-op/church group etc	10500	17
Bathurst	Co-op/church group etc	11812	22
Bathurst	Co-op/church group etc	14437	27
Bathurst	Co-op/church group etc	18375	9
Bathurst	Person not in same household	52	16
Bathurst	Person not in same household	3937	13
Bathurst	Person not in same household	5250	90
Bathurst	Person not in same household	7875	139
Bathurst	Person not in same household	10500	190
Bathurst	Person not in same household	11812	239
Bathurst	Person not in same household	14437	369
Bathurst	Person not in same household	18375	214
Bathurst	Person not in same household	23625	59
Bathurst	Person not in same household	28875	15
Bathurst	Person not in same household	34125	4
Bathurst	Person not in same household	49875	8
Bathurst	Real estate agent	52	10
Bathurst	Real estate agent	3937	4
Bathurst	Real estate agent	5250	85
Bathurst	Real estate agent	7875	259
Bathurst	Real estate agent	10500	294
Bathurst	Real estate agent	11812	775
Bathurst	Real estate agent	14437	1648
Bathurst	Real estate agent	18375	1553
Bathurst	Real estate agent	23625	467
Bathurst	Real estate agent	28875	47
Bathurst	Real estate agent	34125	7
Bathurst	Real estate agent	39375	6
Bathurst	Real estate agent	49875	4
Bathurst	State or territory housing authority	52	39
Bathurst	State or territory housing authority	3937	63
Bathurst	State or territory housing authority	5250	333
Bathurst	State or territory housing authority	7875	169
Bathurst	State or territory housing authority	10500	100
Bathurst	State or territory housing authority	11812	81
Bathurst	State or territory housing authority	14437	101
Bathurst	State or territory housing authority	18375	26
Baulkham Hills		11812	3
Baulkham Hills	(Other)	7875	3
Baulkham Hills	(Other)	11812	11
Baulkham Hills	(Other)	14437	10
Baulkham Hills	(Other)	18375	19
Baulkham Hills	(Other)	23625	10
Baulkham Hills	(Other)	28875	6
Baulkham Hills	(Other)	34125	7
Baulkham Hills	(Other)	39375	5
Baulkham Hills	(Other)	44625	4
Baulkham Hills	Co-op/church group etc	5250	4
Baulkham Hills	Co-op/church group etc	7875	21
Baulkham Hills	Co-op/church group etc	10500	6
Baulkham Hills	Co-op/church group etc	11812	4
Baulkham Hills	Co-op/church group etc	14437	10
Baulkham Hills	Co-op/church group etc	18375	11
Baulkham Hills	Co-op/church group etc	23625	3
Baulkham Hills	Person not in same household	5250	16
Baulkham Hills	Person not in same household	7875	13
Baulkham Hills	Person not in same household	10500	23
Baulkham Hills	Person not in same household	11812	39
Baulkham Hills	Person not in same household	14437	49
Baulkham Hills	Person not in same household	18375	124
Baulkham Hills	Person not in same household	23625	124
Baulkham Hills	Person not in same household	28875	95
Baulkham Hills	Person not in same household	34125	67
Baulkham Hills	Person not in same household	39375	26
Baulkham Hills	Person not in same household	44625	17
Baulkham Hills	Person not in same household	49875	26
Baulkham Hills	Real estate agent	52	3
Baulkham Hills	Real estate agent	5250	7
Baulkham Hills	Real estate agent	7875	9
Baulkham Hills	Real estate agent	10500	13
Baulkham Hills	Real estate agent	11812	18
Baulkham Hills	Real estate agent	14437	51
Baulkham Hills	Real estate agent	18375	488
Baulkham Hills	Real estate agent	23625	1111
Baulkham Hills	Real estate agent	28875	1375
Baulkham Hills	Real estate agent	34125	830
Baulkham Hills	Real estate agent	39375	344
Baulkham Hills	Real estate agent	44625	168
Baulkham Hills	Real estate agent	49875	168
Baulkham Hills	State or territory housing authority	5250	19
Baulkham Hills	State or territory housing authority	7875	17
Baulkham Hills	State or territory housing authority	10500	7
Baulkham Hills	State or territory housing authority	11812	7
Baulkham Hills	State or territory housing authority	14437	4
Baulkham Hills	State or territory housing authority	18375	11
Baulkham Hills	State or territory housing authority	23625	4
Baulkham Hills	State or territory housing authority	28875	4
Bega		5250	7
Bega		7875	3
Bega		10500	4
Bega		11812	3
Bega		14437	11
Bega		18375	9
Bega	(Other)	52	16
Bega	(Other)	3937	5
Bega	(Other)	5250	36
Bega	(Other)	7875	32
Bega	(Other)	10500	30
Bega	(Other)	11812	38
Bega	(Other)	14437	45
Bega	(Other)	18375	58
Bega	(Other)	23625	9
Bega	(Other)	28875	6
Bega	Co-op/church group etc	3937	8
Bega	Co-op/church group etc	5250	34
Bega	Co-op/church group etc	7875	58
Bega	Co-op/church group etc	10500	34
Bega	Co-op/church group etc	11812	61
Bega	Co-op/church group etc	14437	25
Bega	Co-op/church group etc	18375	18
Bega	Person not in same household	52	23
Bega	Person not in same household	3937	11
Bega	Person not in same household	5250	90
Bega	Person not in same household	7875	181
Bega	Person not in same household	10500	184
Bega	Person not in same household	11812	261
Bega	Person not in same household	14437	391
Bega	Person not in same household	18375	460
Bega	Person not in same household	23625	142
Bega	Person not in same household	28875	43
Bega	Person not in same household	34125	10
Bega	Person not in same household	49875	10
Bega	Real estate agent	52	3
Bega	Real estate agent	3937	4
Bega	Real estate agent	5250	26
Bega	Real estate agent	7875	83
Bega	Real estate agent	10500	164
Bega	Real estate agent	11812	405
Bega	Real estate agent	14437	881
Bega	Real estate agent	18375	1332
Bega	Real estate agent	23625	494
Bega	Real estate agent	28875	110
Bega	Real estate agent	34125	15
Bega	Real estate agent	39375	4
Bega	Real estate agent	49875	4
Bega	State or territory housing authority	52	15
Bega	State or territory housing authority	3937	12
Bega	State or territory housing authority	5250	209
Bega	State or territory housing authority	7875	110
Bega	State or territory housing authority	10500	59
Bega	State or territory housing authority	11812	70
Bega	State or territory housing authority	14437	59
Bega	State or territory housing authority	18375	38
Bega	State or territory housing authority	23625	4
Blacktown		5250	5
Blacktown		7875	3
Blacktown		14437	3
Blacktown		18375	19
Blacktown		23625	10
Blacktown		28875	3
Blacktown	(Other)	3937	3
Blacktown	(Other)	5250	8
Blacktown	(Other)	7875	10
Blacktown	(Other)	10500	7
Blacktown	(Other)	11812	7
Blacktown	(Other)	14437	19
Blacktown	(Other)	18375	119
Blacktown	(Other)	23625	58
Blacktown	(Other)	28875	17
Blacktown	(Other)	34125	3
Blacktown	Co-op/church group etc	52	7
Blacktown	Co-op/church group etc	3937	5
Blacktown	Co-op/church group etc	5250	25
Blacktown	Co-op/church group etc	7875	38
Blacktown	Co-op/church group etc	10500	18
Blacktown	Co-op/church group etc	11812	35
Blacktown	Co-op/church group etc	14437	29
Blacktown	Co-op/church group etc	18375	50
Blacktown	Co-op/church group etc	23625	12
Blacktown	Co-op/church group etc	28875	7
Blacktown	Person not in same household	52	4
Blacktown	Person not in same household	3937	4
Blacktown	Person not in same household	5250	31
Blacktown	Person not in same household	7875	75
Blacktown	Person not in same household	10500	59
Blacktown	Person not in same household	11812	74
Blacktown	Person not in same household	14437	194
Blacktown	Person not in same household	18375	619
Blacktown	Person not in same household	23625	258
Blacktown	Person not in same household	28875	54
Blacktown	Person not in same household	34125	12
Blacktown	Person not in same household	39375	4
Blacktown	Person not in same household	49875	4
Blacktown	Real estate agent	52	7
Blacktown	Real estate agent	3937	3
Blacktown	Real estate agent	5250	16
Blacktown	Real estate agent	7875	41
Blacktown	Real estate agent	10500	57
Blacktown	Real estate agent	11812	141
Blacktown	Real estate agent	14437	805
Blacktown	Real estate agent	18375	4061
Blacktown	Real estate agent	23625	1927
Blacktown	Real estate agent	28875	495
Blacktown	Real estate agent	34125	103
Blacktown	Real estate agent	39375	17
Blacktown	Real estate agent	44625	10
Blacktown	Real estate agent	49875	9
Blacktown	State or territory housing authority	52	60
Blacktown	State or territory housing authority	3937	137
Blacktown	State or territory housing authority	5250	759
Blacktown	State or territory housing authority	7875	323
Blacktown	State or territory housing authority	10500	153
Blacktown	State or territory housing authority	11812	172
Blacktown	State or territory housing authority	14437	153
Blacktown	State or territory housing authority	18375	221
Blacktown	State or territory housing authority	23625	52
Blacktown	State or territory housing authority	28875	4
Blacktown	State or territory housing authority	34125	3
Blue Mountains		7875	3
Blue Mountains		11812	5
Blue Mountains		14437	4
Blue Mountains		18375	4
Blue Mountains		23625	6
Blue Mountains	(Other)	7875	12
Blue Mountains	(Other)	10500	9
Blue Mountains	(Other)	11812	12
Blue Mountains	(Other)	14437	6
Blue Mountains	(Other)	18375	15
Blue Mountains	(Other)	23625	6
Blue Mountains	(Other)	28875	7
Blue Mountains	Co-op/church group etc	3937	10
Blue Mountains	Co-op/church group etc	5250	18
Blue Mountains	Co-op/church group etc	7875	121
Blue Mountains	Co-op/church group etc	10500	26
Blue Mountains	Co-op/church group etc	11812	61
Blue Mountains	Co-op/church group etc	14437	46
Blue Mountains	Co-op/church group etc	18375	41
Blue Mountains	Co-op/church group etc	23625	13
Blue Mountains	Person not in same household	3937	6
Blue Mountains	Person not in same household	5250	35
Blue Mountains	Person not in same household	7875	62
Blue Mountains	Person not in same household	10500	57
Blue Mountains	Person not in same household	11812	115
Blue Mountains	Person not in same household	14437	204
Blue Mountains	Person not in same household	18375	345
Blue Mountains	Person not in same household	23625	153
Blue Mountains	Person not in same household	28875	39
Blue Mountains	Person not in same household	34125	6
Blue Mountains	Person not in same household	49875	7
Blue Mountains	Real estate agent	5250	9
Blue Mountains	Real estate agent	7875	24
Blue Mountains	Real estate agent	10500	36
Blue Mountains	Real estate agent	11812	122
Blue Mountains	Real estate agent	14437	385
Blue Mountains	Real estate agent	18375	1295
Blue Mountains	Real estate agent	23625	1030
Blue Mountains	Real estate agent	28875	292
Blue Mountains	Real estate agent	34125	104
Blue Mountains	Real estate agent	39375	34
Blue Mountains	Real estate agent	44625	3
Blue Mountains	Real estate agent	49875	4
Blue Mountains	State or territory housing authority	52	5
Blue Mountains	State or territory housing authority	3937	11
Blue Mountains	State or territory housing authority	5250	13
Blue Mountains	State or territory housing authority	7875	84
Blue Mountains	State or territory housing authority	10500	20
Blue Mountains	State or territory housing authority	11812	16
Blue Mountains	State or territory housing authority	14437	26
Blue Mountains	State or territory housing authority	18375	14
Blue Mountains	State or territory housing authority	23625	7
Cabramatta		11812	6
Cabramatta		14437	8
Cabramatta		18375	9
Cabramatta		23625	3
Cabramatta		28875	4
Cabramatta	(Other)	52	4
Cabramatta	(Other)	5250	14
Cabramatta	(Other)	7875	23
Cabramatta	(Other)	10500	14
Cabramatta	(Other)	11812	28
Cabramatta	(Other)	14437	66
Cabramatta	(Other)	18375	143
Cabramatta	(Other)	23625	91
Cabramatta	(Other)	28875	35
Cabramatta	(Other)	34125	3
Cabramatta	(Other)	39375	5
Cabramatta	Co-op/church group etc	52	5
Cabramatta	Co-op/church group etc	3937	9
Cabramatta	Co-op/church group etc	5250	31
Cabramatta	Co-op/church group etc	7875	75
Cabramatta	Co-op/church group etc	10500	25
Cabramatta	Co-op/church group etc	11812	56
Cabramatta	Co-op/church group etc	14437	72
Cabramatta	Co-op/church group etc	18375	58
Cabramatta	Co-op/church group etc	23625	33
Cabramatta	Co-op/church group etc	28875	12
Cabramatta	Co-op/church group etc	34125	4
Cabramatta	Co-op/church group etc	39375	3
Cabramatta	Person not in same household	52	8
Cabramatta	Person not in same household	3937	3
Cabramatta	Person not in same household	5250	48
Cabramatta	Person not in same household	7875	46
Cabramatta	Person not in same household	10500	58
Cabramatta	Person not in same household	11812	93
Cabramatta	Person not in same household	14437	235
Cabramatta	Person not in same household	18375	388
Cabramatta	Person not in same household	23625	234
Cabramatta	Person not in same household	28875	81
Cabramatta	Person not in same household	34125	18
Cabramatta	Person not in same household	39375	8
Cabramatta	Person not in same household	44625	4
Cabramatta	Person not in same household	49875	3
Cabramatta	Real estate agent	3937	3
Cabramatta	Real estate agent	5250	14
Cabramatta	Real estate agent	7875	45
Cabramatta	Real estate agent	10500	58
Cabramatta	Real estate agent	11812	175
Cabramatta	Real estate agent	14437	1070
Cabramatta	Real estate agent	18375	1519
Cabramatta	Real estate agent	23625	1212
Cabramatta	Real estate agent	28875	448
Cabramatta	Real estate agent	34125	128
Cabramatta	Real estate agent	39375	33
Cabramatta	Real estate agent	44625	7
Cabramatta	Real estate agent	49875	14
Cabramatta	State or territory housing authority	52	20
Cabramatta	State or territory housing authority	3937	62
Cabramatta	State or territory housing authority	5250	384
Cabramatta	State or territory housing authority	7875	311
Cabramatta	State or territory housing authority	10500	138
Cabramatta	State or territory housing authority	11812	160
Cabramatta	State or territory housing authority	14437	142
Cabramatta	State or territory housing authority	18375	156
Cabramatta	State or territory housing authority	23625	76
Cabramatta	State or territory housing authority	28875	8
Camden		5250	3
Camden		11812	4
Camden		18375	3
Camden		23625	4
Camden		28875	3
Camden	(Other)	3937	4
Camden	(Other)	5250	8
Camden	(Other)	7875	16
Camden	(Other)	10500	3
Camden	(Other)	11812	56
Camden	(Other)	14437	14
Camden	(Other)	18375	28
Camden	(Other)	23625	43
Camden	(Other)	28875	9
Camden	(Other)	34125	3
Camden	(Other)	39375	4
Camden	Co-op/church group etc	3937	6
Camden	Co-op/church group etc	5250	11
Camden	Co-op/church group etc	7875	35
Camden	Co-op/church group etc	10500	9
Camden	Co-op/church group etc	11812	28
Camden	Co-op/church group etc	14437	13
Camden	Co-op/church group etc	18375	4
Camden	Co-op/church group etc	23625	6
Camden	Co-op/church group etc	44625	3
Camden	Person not in same household	52	3
Camden	Person not in same household	3937	3
Camden	Person not in same household	5250	17
Camden	Person not in same household	7875	32
Camden	Person not in same household	10500	39
Camden	Person not in same household	11812	56
Camden	Person not in same household	14437	106
Camden	Person not in same household	18375	255
Camden	Person not in same household	23625	369
Camden	Person not in same household	28875	139
Camden	Person not in same household	34125	31
Camden	Person not in same household	39375	12
Camden	Person not in same household	44625	3
Camden	Person not in same household	49875	9
Camden	Real estate agent	52	10
Camden	Real estate agent	3937	3
Camden	Real estate agent	5250	6
Camden	Real estate agent	7875	8
Camden	Real estate agent	10500	10
Camden	Real estate agent	11812	66
Camden	Real estate agent	14437	390
Camden	Real estate agent	18375	1238
Camden	Real estate agent	23625	3499
Camden	Real estate agent	28875	2129
Camden	Real estate agent	34125	350
Camden	Real estate agent	39375	102
Camden	Real estate agent	44625	32
Camden	Real estate agent	49875	44
Camden	State or territory housing authority	52	9
Camden	State or territory housing authority	3937	4
Camden	State or territory housing authority	5250	123
Camden	State or territory housing authority	7875	52
Camden	State or territory housing authority	10500	33
Camden	State or territory housing authority	11812	39
Camden	State or territory housing authority	14437	35
Camden	State or territory housing authority	18375	31
Camden	State or territory housing authority	23625	26
Camden	State or territory housing authority	28875	3
Campbelltown		5250	10
Campbelltown		7875	4
Campbelltown		10500	4
Campbelltown		14437	3
Campbelltown		18375	3
Campbelltown	(Other)	52	4
Campbelltown	(Other)	5250	12
Campbelltown	(Other)	7875	5
Campbelltown	(Other)	10500	3
Campbelltown	(Other)	11812	7
Campbelltown	(Other)	14437	10
