SED_NAME16	Age5yr	ChildrenEverBorn	females
Auburn	50-54	1	577
Auburn	50-54	2	1004
Auburn	50-54	3	427
Auburn	50-54	4	209
Auburn	50-54	5	122
Auburn	50-54	6	89
Auburn	55-59		209
Auburn	55-59	0	381
Auburn	55-59	1	576
Auburn	55-59	2	978
Auburn	55-59	3	452
Auburn	55-59	4	218
Auburn	55-59	5	91
Auburn	55-59	6	86
Auburn	60-64		170
Auburn	60-64	0	333
Auburn	60-64	1	605
Auburn	60-64	2	842
Auburn	60-64	3	395
Auburn	60-64	4	187
Auburn	60-64	5	83
Auburn	60-64	6	103
Auburn	65-69		147
Auburn	65-69	0	249
Auburn	65-69	1	425
Auburn	65-69	2	673
Auburn	65-69	3	350
Auburn	65-69	4	190
Auburn	65-69	5	63
Auburn	65-69	6	100
Auburn	70-74		112
Auburn	70-74	0	155
Auburn	70-74	1	181
Auburn	70-74	2	436
Auburn	70-74	3	285
Auburn	70-74	4	152
Auburn	70-74	5	69
Auburn	70-74	6	78
Auburn	75-79		82
Auburn	75-79	0	85
Auburn	75-79	1	111
Auburn	75-79	2	279
Auburn	75-79	3	227
Auburn	75-79	4	104
Auburn	75-79	5	55
Auburn	75-79	6	54
Auburn	80-84		60
Auburn	80-84	0	58
Auburn	80-84	1	61
Auburn	80-84	2	174
Auburn	80-84	3	159
Auburn	80-84	4	90
Auburn	80-84	5	56
Auburn	80-84	6	65
Auburn	85+		85
Auburn	85+	0	51
Auburn	85+	1	61
Auburn	85+	2	147
Auburn	85+	3	127
Auburn	85+	4	101
Auburn	85+	5	63
Auburn	85+	6	93
Ballina	15-19		230
Ballina	15-19	0	1744
Ballina	15-19	1	4
Ballina	15-19	2	3
Ballina	20-24		218
Ballina	20-24	0	1425
Ballina	20-24	1	61
Ballina	20-24	2	20
Ballina	20-24	3	10
Ballina	25-29		246
Ballina	25-29	0	1567
Ballina	25-29	1	209
Ballina	25-29	2	121
Ballina	25-29	3	31
Ballina	25-29	4	5
Ballina	25-29	6	6
Ballina	30-34		277
Ballina	30-34	0	1345
Ballina	30-34	1	448
Ballina	30-34	2	448
Ballina	30-34	3	155
Ballina	30-34	4	36
Ballina	30-34	5	11
Ballina	30-34	6	3
Ballina	35-39		254
Ballina	35-39	0	794
Ballina	35-39	1	433
Ballina	35-39	2	838
Ballina	35-39	3	320
Ballina	35-39	4	72
Ballina	35-39	5	25
Ballina	35-39	6	13
Ballina	40-44		207
Ballina	40-44	0	532
Ballina	40-44	1	447
Ballina	40-44	2	953
Ballina	40-44	3	412
Ballina	40-44	4	106
Ballina	40-44	5	25
Ballina	40-44	6	17
Ballina	45-49		232
Ballina	45-49	0	500
Ballina	45-49	1	477
Ballina	45-49	2	1063
Ballina	45-49	3	481
Ballina	45-49	4	167
Ballina	45-49	5	36
Ballina	45-49	6	30
Ballina	50-54		226
Ballina	50-54	0	550
Ballina	50-54	1	411
Ballina	50-54	2	1018
Ballina	50-54	3	481
Ballina	50-54	4	195
Ballina	50-54	5	36
Ballina	50-54	6	18
Ballina	55-59		214
Ballina	55-59	0	528
Ballina	55-59	1	410
Ballina	55-59	2	982
Ballina	55-59	3	583
Ballina	55-59	4	172
Ballina	55-59	5	36
Ballina	55-59	6	21
Ballina	60-64		233
Ballina	60-64	0	528
Ballina	60-64	1	392
Ballina	60-64	2	1056
Ballina	60-64	3	679
Ballina	60-64	4	240
Ballina	60-64	5	65
Ballina	60-64	6	19
Ballina	65-69		200
Ballina	65-69	0	436
Ballina	65-69	1	354
Ballina	65-69	2	1043
Ballina	65-69	3	726
Ballina	65-69	4	267
Ballina	65-69	5	50
Ballina	65-69	6	30
Ballina	70-74		175
Ballina	70-74	0	309
Ballina	70-74	1	257
Ballina	70-74	2	892
Ballina	70-74	3	620
Ballina	70-74	4	247
Ballina	70-74	5	52
Ballina	70-74	6	29
Ballina	75-79		131
Ballina	75-79	0	154
Ballina	75-79	1	145
Ballina	75-79	2	560
Ballina	75-79	3	447
Ballina	75-79	4	187
Ballina	75-79	5	45
Ballina	75-79	6	42
Ballina	80-84		145
Ballina	80-84	0	88
Ballina	80-84	1	74
Ballina	80-84	2	325
Ballina	80-84	3	343
Ballina	80-84	4	173
Ballina	80-84	5	92
Ballina	80-84	6	32
Ballina	85+		246
Ballina	85+	0	101
Ballina	85+	1	104
Ballina	85+	2	327
Ballina	85+	3	360
Ballina	85+	4	209
Ballina	85+	5	87
Ballina	85+	6	89
Balmain	15-19		134
Balmain	15-19	0	1474
Balmain	20-24		268
Balmain	20-24	0	2710
Balmain	20-24	1	16
Balmain	20-24	2	6
Balmain	25-29		315
Balmain	25-29	0	3473
Balmain	25-29	1	117
Balmain	25-29	2	29
Balmain	25-29	3	3
Balmain	25-29	4	4
Balmain	30-34		224
Balmain	30-34	0	2883
Balmain	30-34	1	646
Balmain	30-34	2	264
Balmain	30-34	3	41
Balmain	30-34	4	10
Balmain	35-39		197
Balmain	35-39	0	1744
Balmain	35-39	1	834
Balmain	35-39	2	879
Balmain	35-39	3	168
Balmain	35-39	4	14
Balmain	35-39	5	6
Balmain	35-39	6	5
Balmain	40-44		188
Balmain	40-44	0	1173
Balmain	40-44	1	648
Balmain	40-44	2	1126
Balmain	40-44	3	247
Balmain	40-44	4	44
Balmain	40-44	5	8
Balmain	45-49		163
Balmain	45-49	0	1052
Balmain	45-49	1	594
Balmain	45-49	2	1097
Balmain	45-49	3	290
Balmain	45-49	4	54
Balmain	45-49	5	11
Balmain	45-49	6	9
Balmain	50-54		123
Balmain	50-54	0	922
Balmain	50-54	1	539
Balmain	50-54	2	934
Balmain	50-54	3	294
Balmain	50-54	4	67
Balmain	50-54	5	7
Balmain	50-54	6	3
Balmain	55-59		128
Balmain	55-59	0	806
Balmain	55-59	1	446
Balmain	55-59	2	749
Balmain	55-59	3	272
Balmain	55-59	4	75
Balmain	55-59	5	15
Balmain	55-59	6	20
Balmain	60-64		111
Balmain	60-64	0	712
Balmain	60-64	1	354
Balmain	60-64	2	660
Balmain	60-64	3	273
Balmain	60-64	4	78
Balmain	60-64	5	16
Balmain	60-64	6	9
Balmain	65-69		90
Balmain	65-69	0	544
Balmain	65-69	1	363
Balmain	65-69	2	618
Balmain	65-69	3	292
Balmain	65-69	4	75
Balmain	65-69	5	25
Balmain	65-69	6	16
Balmain	70-74		90
Balmain	70-74	0	403
Balmain	70-74	1	313
Balmain	70-74	2	571
Balmain	70-74	3	249
Balmain	70-74	4	69
Balmain	70-74	5	25
Balmain	70-74	6	20
Balmain	75-79		70
Balmain	75-79	0	240
Balmain	75-79	1	148
Balmain	75-79	2	366
Balmain	75-79	3	165
Balmain	75-79	4	74
Balmain	75-79	5	27
Balmain	75-79	6	9
Balmain	80-84		65
Balmain	80-84	0	95
Balmain	80-84	1	72
Balmain	80-84	2	190
Balmain	80-84	3	149
Balmain	80-84	4	49
Balmain	80-84	5	28
Balmain	80-84	6	19
Balmain	85+		115
Balmain	85+	0	72
Balmain	85+	1	57
Balmain	85+	2	171
Balmain	85+	3	118
Balmain	85+	4	58
Balmain	85+	5	22
Balmain	85+	6	34
Bankstown	15-19		368
Bankstown	15-19	0	2591
Bankstown	15-19	1	14
Bankstown	15-19	2	4
Bankstown	20-24		373
Bankstown	20-24	0	2595
Bankstown	20-24	1	210
Bankstown	20-24	2	106
Bankstown	20-24	3	19
Bankstown	20-24	4	3
Bankstown	25-29		364
Bankstown	25-29	0	1998
Bankstown	25-29	1	611
Bankstown	25-29	2	468
Bankstown	25-29	3	166
Bankstown	25-29	4	49
Bankstown	25-29	5	12
Bankstown	25-29	6	3
Bankstown	30-34		327
Bankstown	30-34	0	1115
Bankstown	30-34	1	691
Bankstown	30-34	2	802
Bankstown	30-34	3	464
Bankstown	30-34	4	176
Bankstown	30-34	5	65
Bankstown	30-34	6	21
Bankstown	35-39		321
Bankstown	35-39	0	562
Bankstown	35-39	1	472
Bankstown	35-39	2	858
Bankstown	35-39	3	622
Bankstown	35-39	4	308
Bankstown	35-39	5	118
Bankstown	35-39	6	67
Bankstown	40-44		262
Bankstown	40-44	0	368
Bankstown	40-44	1	362
Bankstown	40-44	2	778
Bankstown	40-44	3	591
Bankstown	40-44	4	299
Bankstown	40-44	5	120
Bankstown	40-44	6	77
Bankstown	45-49		241
Bankstown	45-49	0	382
Bankstown	45-49	1	385
Bankstown	45-49	2	880
Bankstown	45-49	3	522
Bankstown	45-49	4	265
Bankstown	45-49	5	134
Bankstown	45-49	6	84
Bankstown	50-54		207
Bankstown	50-54	0	362
Bankstown	50-54	1	393
Bankstown	50-54	2	822
Bankstown	50-54	3	470
Bankstown	50-54	4	249
Bankstown	50-54	5	121
Bankstown	50-54	6	95
Bankstown	55-59		212
Bankstown	55-59	0	336
Bankstown	55-59	1	402
Bankstown	55-59	2	805
Bankstown	55-59	3	466
Bankstown	55-59	4	246
Bankstown	55-59	5	129
Bankstown	55-59	6	108
Bankstown	60-64		177
Bankstown	60-64	0	290
Bankstown	60-64	1	370
Bankstown	60-64	2	729
Bankstown	60-64	3	440
Bankstown	60-64	4	235
Bankstown	60-64	5	119
Bankstown	60-64	6	96
Bankstown	65-69		175
Bankstown	65-69	0	233
Bankstown	65-69	1	303
Bankstown	65-69	2	570
Bankstown	65-69	3	372
Bankstown	65-69	4	193
Bankstown	65-69	5	99
Bankstown	65-69	6	83
Bankstown	70-74		146
Bankstown	70-74	0	180
Bankstown	70-74	1	154
Bankstown	70-74	2	470
Bankstown	70-74	3	341
Bankstown	70-74	4	158
Bankstown	70-74	5	85
Bankstown	70-74	6	87
Bankstown	75-79		135
Bankstown	75-79	0	91
Bankstown	75-79	1	95
Bankstown	75-79	2	320
Bankstown	75-79	3	232
Bankstown	75-79	4	111
Bankstown	75-79	5	65
Bankstown	75-79	6	81
Bankstown	80-84		116
Bankstown	80-84	0	52
Bankstown	80-84	1	56
Bankstown	80-84	2	242
Bankstown	80-84	3	142
Bankstown	80-84	4	90
Bankstown	80-84	5	42
Bankstown	80-84	6	97
Bankstown	85+		258
Bankstown	85+	0	64
Bankstown	85+	1	84
Bankstown	85+	2	230
Bankstown	85+	3	166
Bankstown	85+	4	121
Bankstown	85+	5	65
Bankstown	85+	6	182
Barwon	15-19		348
Barwon	15-19	0	1596
Barwon	15-19	1	28
Barwon	15-19	2	9
Barwon	20-24		280
Barwon	20-24	0	1112
Barwon	20-24	1	208
Barwon	20-24	2	83
Barwon	20-24	3	23
Barwon	20-24	4	4
Barwon	20-24	6	5
Barwon	25-29		277
Barwon	25-29	0	1024
Barwon	25-29	1	372
Barwon	25-29	2	361
Barwon	25-29	3	158
Barwon	25-29	4	54
Barwon	25-29	5	10
Barwon	25-29	6	8
Barwon	30-34		319
Barwon	30-34	0	564
Barwon	30-34	1	404
Barwon	30-34	2	540
Barwon	30-34	3	327
Barwon	30-34	4	128
Barwon	30-34	5	34
Barwon	30-34	6	21
Barwon	35-39		316
Barwon	35-39	0	298
Barwon	35-39	1	246
Barwon	35-39	2	558
Barwon	35-39	3	416
Barwon	35-39	4	178
Barwon	35-39	5	50
Barwon	35-39	6	50
Barwon	40-44		260
Barwon	40-44	0	229
Barwon	40-44	1	171
Barwon	40-44	2	476
Barwon	40-44	3	408
Barwon	40-44	4	193
Barwon	40-44	5	75
Barwon	40-44	6	65
Barwon	45-49		279
Barwon	45-49	0	232
Barwon	45-49	1	174
Barwon	45-49	2	590
Barwon	45-49	3	456
Barwon	45-49	4	250
Barwon	45-49	5	86
Barwon	45-49	6	70
Barwon	50-54		316
Barwon	50-54	0	229
Barwon	50-54	1	206
Barwon	50-54	2	655
Barwon	50-54	3	496
Barwon	50-54	4	236
Barwon	50-54	5	104
Barwon	50-54	6	74
Barwon	55-59		327
Barwon	55-59	0	269
Barwon	55-59	1	222
Barwon	55-59	2	779
Barwon	55-59	3	617
Barwon	55-59	4	272
Barwon	55-59	5	75
Barwon	55-59	6	59
Barwon	60-64		323
Barwon	60-64	0	238
Barwon	60-64	1	208
Barwon	60-64	2	836
Barwon	60-64	3	611
Barwon	60-64	4	306
Barwon	60-64	5	104
Barwon	60-64	6	64
Barwon	65-69		284
Barwon	65-69	0	181
Barwon	65-69	1	149
Barwon	65-69	2	678
Barwon	65-69	3	536
Barwon	65-69	4	262
Barwon	65-69	5	87
Barwon	65-69	6	36
Barwon	70-74		277
Barwon	70-74	0	141
Barwon	70-74	1	115
Barwon	70-74	2	621
Barwon	70-74	3	473
Barwon	70-74	4	244
Barwon	70-74	5	80
Barwon	70-74	6	57
Barwon	75-79		243
Barwon	75-79	0	100
Barwon	75-79	1	75
Barwon	75-79	2	393
Barwon	75-79	3	380
Barwon	75-79	4	221
Barwon	75-79	5	82
Barwon	75-79	6	54
Barwon	80-84		209
Barwon	80-84	0	63
Barwon	80-84	1	33
Barwon	80-84	2	209
Barwon	80-84	3	273
Barwon	80-84	4	196
Barwon	80-84	5	91
Barwon	80-84	6	78
Barwon	85+		275
Barwon	85+	0	55
Barwon	85+	1	60
Barwon	85+	2	206
Barwon	85+	3	237
Barwon	85+	4	218
Barwon	85+	5	101
Barwon	85+	6	116
Bathurst	15-19		233
Bathurst	15-19	0	2050
Bathurst	15-19	1	24
Bathurst	15-19	2	3
Bathurst	20-24		182
Bathurst	20-24	0	1653
Bathurst	20-24	1	186
Bathurst	20-24	2	81
Bathurst	20-24	3	16
Bathurst	25-29		137
Bathurst	25-29	0	1164
Bathurst	25-29	1	395
Bathurst	25-29	2	316
Bathurst	25-29	3	125
Bathurst	25-29	4	43
Bathurst	25-29	5	10
Bathurst	25-29	6	5
Bathurst	30-34		160
Bathurst	30-34	0	680
Bathurst	30-34	1	451
Bathurst	30-34	2	641
Bathurst	30-34	3	332
Bathurst	30-34	4	101
Bathurst	30-34	5	30
Bathurst	30-34	6	21
Bathurst	35-39		125
Bathurst	35-39	0	369
Bathurst	35-39	1	288
Bathurst	35-39	2	742
Bathurst	35-39	3	418
Bathurst	35-39	4	160
Bathurst	35-39	5	48
Bathurst	35-39	6	26
Bathurst	40-44		152
Bathurst	40-44	0	282
Bathurst	40-44	1	269
Bathurst	40-44	2	704
Bathurst	40-44	3	473
Bathurst	40-44	4	197
Bathurst	40-44	5	44
Bathurst	40-44	6	52
Bathurst	45-49		167
Bathurst	45-49	0	326
Bathurst	45-49	1	289
Bathurst	45-49	2	818
Bathurst	45-49	3	562
Bathurst	45-49	4	224
Bathurst	45-49	5	76
Bathurst	45-49	6	53
Bathurst	50-54		177
Bathurst	50-54	0	345
Bathurst	50-54	1	263
Bathurst	50-54	2	924
Bathurst	50-54	3	592
Bathurst	50-54	4	226
Bathurst	50-54	5	69
Bathurst	50-54	6	56
Bathurst	55-59		148
Bathurst	55-59	0	381
Bathurst	55-59	1	304
Bathurst	55-59	2	888
Bathurst	55-59	3	614
Bathurst	55-59	4	252
Bathurst	55-59	5	89
Bathurst	55-59	6	51
Bathurst	60-64		177
Bathurst	60-64	0	353
Bathurst	60-64	1	272
Bathurst	60-64	2	900
Bathurst	60-64	3	634
Bathurst	60-64	4	290
Bathurst	60-64	5	90
Bathurst	60-64	6	43
Bathurst	65-69		171
Bathurst	65-69	0	242
Bathurst	65-69	1	234
Bathurst	65-69	2	841
Bathurst	65-69	3	602
Bathurst	65-69	4	274
Bathurst	65-69	5	65
Bathurst	65-69	6	52
Bathurst	70-74		199
Bathurst	70-74	0	221
Bathurst	70-74	1	204
Bathurst	70-74	2	776
Bathurst	70-74	3	541
Bathurst	70-74	4	262
Bathurst	70-74	5	76
Bathurst	70-74	6	33
Bathurst	75-79		186
Bathurst	75-79	0	132
Bathurst	75-79	1	107
Bathurst	75-79	2	504
Bathurst	75-79	3	423
Bathurst	75-79	4	200
Bathurst	75-79	5	86
Bathurst	75-79	6	43
Bathurst	80-84		132
Bathurst	80-84	0	97
Bathurst	80-84	1	65
Bathurst	80-84	2	254
Bathurst	80-84	3	264
Bathurst	80-84	4	177
Bathurst	80-84	5	64
Bathurst	80-84	6	58
Bathurst	85+		126
Bathurst	85+	0	123
Bathurst	85+	1	79
Bathurst	85+	2	265
Bathurst	85+	3	263
Bathurst	85+	4	186
Bathurst	85+	5	87
Bathurst	85+	6	101
Baulkham Hills	15-19		133
Baulkham Hills	15-19	0	2421
Baulkham Hills	15-19	1	6
Baulkham Hills	20-24		110
Baulkham Hills	20-24	0	2304
Baulkham Hills	20-24	1	20
Baulkham Hills	20-24	2	5
Baulkham Hills	25-29		98
Baulkham Hills	25-29	0	1598
Baulkham Hills	25-29	1	150
Baulkham Hills	25-29	2	60
Baulkham Hills	25-29	3	13
Baulkham Hills	30-34		76
Baulkham Hills	30-34	0	1001
Baulkham Hills	30-34	1	655
Baulkham Hills	30-34	2	597
Baulkham Hills	30-34	3	109
Baulkham Hills	30-34	4	17
Baulkham Hills	30-34	6	3
Baulkham Hills	35-39		97
Baulkham Hills	35-39	0	558
Baulkham Hills	35-39	1	888
Baulkham Hills	35-39	2	1673
Baulkham Hills	35-39	3	387
Baulkham Hills	35-39	4	68
Baulkham Hills	35-39	5	11
Baulkham Hills	35-39	6	7
Baulkham Hills	40-44		71
Baulkham Hills	40-44	0	371
Baulkham Hills	40-44	1	665
Baulkham Hills	40-44	2	1783
Baulkham Hills	40-44	3	554
Baulkham Hills	40-44	4	124
Baulkham Hills	40-44	5	23
Baulkham Hills	40-44	6	6
Baulkham Hills	45-49		66
Baulkham Hills	45-49	0	312
Baulkham Hills	45-49	1	535
Baulkham Hills	45-49	2	1523
Baulkham Hills	45-49	3	615
Baulkham Hills	45-49	4	119
Baulkham Hills	45-49	5	31
Baulkham Hills	45-49	6	10
Baulkham Hills	50-54		60
Baulkham Hills	50-54	0	298
Baulkham Hills	50-54	1	469
Baulkham Hills	50-54	2	1398
Baulkham Hills	50-54	3	572
Baulkham Hills	50-54	4	131
Baulkham Hills	50-54	5	25
Baulkham Hills	50-54	6	9
Baulkham Hills	55-59		60
Baulkham Hills	55-59	0	245
Baulkham Hills	55-59	1	465
Baulkham Hills	55-59	2	1311
Baulkham Hills	55-59	3	502
Baulkham Hills	55-59	4	136
Baulkham Hills	55-59	5	19
Baulkham Hills	55-59	6	13
Baulkham Hills	60-64		55
Baulkham Hills	60-64	0	193
Baulkham Hills	60-64	1	514
Baulkham Hills	60-64	2	1152
Baulkham Hills	60-64	3	508
Baulkham Hills	60-64	4	142
Baulkham Hills	60-64	5	42
Baulkham Hills	60-64	6	6
Baulkham Hills	65-69		57
Baulkham Hills	65-69	0	172
Baulkham Hills	65-69	1	505
Baulkham Hills	65-69	2	1006
Baulkham Hills	65-69	3	502
Baulkham Hills	65-69	4	165
Baulkham Hills	65-69	5	39
Baulkham Hills	65-69	6	13
Baulkham Hills	70-74		59
Baulkham Hills	70-74	0	162
Baulkham Hills	70-74	1	307
Baulkham Hills	70-74	2	931
Baulkham Hills	70-74	3	567
Baulkham Hills	70-74	4	163
Baulkham Hills	70-74	5	32
Baulkham Hills	70-74	6	21
Baulkham Hills	75-79		60
Baulkham Hills	75-79	0	95
Baulkham Hills	75-79	1	138
Baulkham Hills	75-79	2	625
Baulkham Hills	75-79	3	402
Baulkham Hills	75-79	4	148
Baulkham Hills	75-79	5	37
Baulkham Hills	75-79	6	13
Baulkham Hills	80-84		78
Baulkham Hills	80-84	0	52
Baulkham Hills	80-84	1	85
Baulkham Hills	80-84	2	316
Baulkham Hills	80-84	3	258
Baulkham Hills	80-84	4	132
Baulkham Hills	80-84	5	44
Baulkham Hills	80-84	6	29
Baulkham Hills	85+		117
Baulkham Hills	85+	0	61
Baulkham Hills	85+	1	81
Baulkham Hills	85+	2	249
Baulkham Hills	85+	3	201
Baulkham Hills	85+	4	120
Baulkham Hills	85+	5	38
Baulkham Hills	85+	6	46
Bega	15-19		243
Bega	15-19	0	1460
Bega	15-19	1	11
Bega	20-24		121
Bega	20-24	0	907
Bega	20-24	1	127
Bega	20-24	2	69
Bega	20-24	3	11
Bega	20-24	6	3
Bega	25-29		122
Bega	25-29	0	769
Bega	25-29	1	280
Bega	25-29	2	186
Bega	25-29	3	70
Bega	25-29	4	27
Bega	25-29	5	12
Bega	25-29	6	3
Bega	30-34		160
Bega	30-34	0	526
Bega	30-34	1	318
Bega	30-34	2	420
Bega	30-34	3	196
Bega	30-34	4	62
Bega	30-34	5	28
Bega	30-34	6	12
Bega	35-39		140
Bega	35-39	0	305
Bega	35-39	1	251
Bega	35-39	2	596
Bega	35-39	3	313
Bega	35-39	4	102
Bega	35-39	5	35
Bega	35-39	6	23
Bega	40-44		137
Bega	40-44	0	304
Bega	40-44	1	220
Bega	40-44	2	628
Bega	40-44	3	350
Bega	40-44	4	142
Bega	40-44	5	51
Bega	40-44	6	27
Bega	45-49		182
Bega	45-49	0	307
Bega	45-49	1	269
Bega	45-49	2	731
Bega	45-49	3	421
Bega	45-49	4	167
Bega	45-49	5	59
Bega	45-49	6	38
Bega	50-54		188
Bega	50-54	0	440
Bega	50-54	1	317
Bega	50-54	2	856
Bega	50-54	3	475
Bega	50-54	4	205
Bega	50-54	5	63
Bega	50-54	6	40
Bega	55-59		239
Bega	55-59	0	541
Bega	55-59	1	392
Bega	55-59	2	1066
Bega	55-59	3	630
Bega	55-59	4	226
Bega	55-59	5	68
Bega	55-59	6	36
Bega	60-64		250
Bega	60-64	0	635
Bega	60-64	1	402
Bega	60-64	2	1295
Bega	60-64	3	832
Bega	60-64	4	306
Bega	60-64	5	79
Bega	60-64	6	43
Bega	65-69		248
Bega	65-69	0	507
Bega	65-69	1	380
Bega	65-69	2	1341
Bega	65-69	3	819
Bega	65-69	4	315
Bega	65-69	5	82
Bega	65-69	6	39
Bega	70-74		241
Bega	70-74	0	346
Bega	70-74	1	265
Bega	70-74	2	1210
Bega	70-74	3	715
Bega	70-74	4	327
Bega	70-74	5	70
Bega	70-74	6	42
Bega	75-79		184
Bega	75-79	0	212
Bega	75-79	1	153
Bega	75-79	2	774
Bega	75-79	3	506
Bega	75-79	4	246
Bega	75-79	5	63
Bega	75-79	6	47
Bega	80-84		171
Bega	80-84	0	97
Bega	80-84	1	69
Bega	80-84	2	375
Bega	80-84	3	385
Bega	80-84	4	208
Bega	80-84	5	78
Bega	80-84	6	56
Bega	85+		227
Bega	85+	0	101
Bega	85+	1	107
Bega	85+	2	331
Bega	85+	3	338
Bega	85+	4	239
Bega	85+	5	106
Bega	85+	6	95
Blacktown	15-19		260
Blacktown	15-19	0	2120
Blacktown	15-19	1	15
Blacktown	20-24		312
Blacktown	20-24	0	2622
Blacktown	20-24	1	179
Blacktown	20-24	2	55
Blacktown	20-24	3	14
Blacktown	20-24	4	7
Blacktown	25-29		317
Blacktown	25-29	0	2384
Blacktown	25-29	1	609
Blacktown	25-29	2	279
Blacktown	25-29	3	87
Blacktown	25-29	4	27
Blacktown	25-29	5	10
Blacktown	25-29	6	4
Blacktown	30-34		281
Blacktown	30-34	0	1310
Blacktown	30-34	1	1119
Blacktown	30-34	2	842
Blacktown	30-34	3	236
Blacktown	30-34	4	68
Blacktown	30-34	5	22
Blacktown	30-34	6	11
Blacktown	35-39		264
Blacktown	35-39	0	727
Blacktown	35-39	1	858
Blacktown	35-39	2	1359
Blacktown	35-39	3	438
Blacktown	35-39	4	164
Blacktown	35-39	5	66
Blacktown	35-39	6	40
Blacktown	40-44		215
Blacktown	40-44	0	448
Blacktown	40-44	1	566
Blacktown	40-44	2	1145
Blacktown	40-44	3	511
Blacktown	40-44	4	189
Blacktown	40-44	5	56
Blacktown	40-44	6	56
Blacktown	45-49		161
Blacktown	45-49	0	383
Blacktown	45-49	1	443
Blacktown	45-49	2	947
Blacktown	45-49	3	474
Blacktown	45-49	4	179
Blacktown	45-49	5	63
Blacktown	45-49	6	58
Blacktown	50-54		160
Blacktown	50-54	0	311
Blacktown	50-54	1	378
